geo,time,gc_nld_totl_gd_zs
chl,2007,8.32506
chl,2008,4.51128
chl,2009,-4.21785
chl,2010,-0.42214
chl,2011,1.28499
chl,2012,0.54152
chl,2013,-0.60289
chl,2014,-1.55403
chl,2015,-2.13317
chl,2016,-2.72143
chl,2017,-2.55196
chl,2018,-1.71328
chl,2019,-2.83264
civ,2003,-1.5823
civ,2004,-0.91063
civ,2005,-0.94211
civ,2006,-0.2541
civ,2007,0.00944
civ,2008,0.22837
civ,2009,1.1734
civ,2010,-0.46235
civ,2011,-2.38915
civ,2012,-2.07566
civ,2013,-1.65406
civ,2014,-1.34772
civ,2015,-2.42683
civ,2016,-3.27546
civ,2017,-3.54548
civ,2018,-3.33927
civ,2019,-2.68695
cmr,1990,-5.58578
cmr,1991,-4.54404
cmr,1992,-1.87056
cmr,1993,-1.15188
cmr,1994,-1.97727
cmr,1995,0.20781
cmr,1998,1.2709
cmr,1999,0.10761
cmr,2012,-1.53774
cmr,2013,-2.8839
cmr,2014,-2.81808
cmr,2015,-2.33996
cmr,2016,-5.16903
cmr,2017,-3.27992
cmr,2018,-2.1285
cod,1972,-2.61879
cod,1973,-3.49988
cod,1974,-5.59475
cod,1975,-4.21142
cod,1976,-8.29399
cod,1977,-4.23721
cod,1978,-4.62981
cod,1979,-2.09277
cod,1980,-0.82144
cod,1981,-3.92742
cod,1982,-4.41259
cod,1988,-7.98464
cod,1989,-0.03145
cog,2001,-0.76649
cog,2002,-5.36843
cog,2003,5.45263
cog,2004,-2.55306
cog,2005,9.22616
cog,2006,17.52895
cog,2007,11.31461
cog,2008,27.88144
cog,2009,7.401
cog,2010,36.41069
cog,2011,16.04741
cog,2012,4.93583
cog,2013,6.99202
cog,2014,-4.13891
cog,2015,-9.09372
cog,2016,-5.85444
cog,2017,-5.61861
cog,2018,5.36407
col,1998,-3.38469
col,1999,-6.11307
col,2000,-3.1223
col,2003,-5.04967
col,2008,-5.72451
col,2009,-7.08184
col,2010,-4.56012
col,2011,-1.07076
col,2012,2.76559
col,2013,-5.5347
col,2014,-4.16681
col,2015,-1.40739
col,2016,-3.04286
col,2017,-2.19824
col,2018,-2.31181
col,2019,-2.7763
cri,1973,-2.26324
cri,1974,0.227
cri,1975,-1.13064
cri,1976,-2.41831
cri,1977,-2.62052
cri,1978,-4.13991
cri,1979,-6.59257
cri,1980,-7.22126
cri,1981,-3.15222
cri,1982,-0.93328
cri,1983,-1.84048
cri,1984,-0.50303
cri,1985,-1.07619
cri,1986,-4.28665
cri,1987,-2.57263
cri,1988,0.57471
cri,1989,-1.53788
cri,1990,-2.52463
cri,1991,-0.97271
cri,1992,0.76742
cri,1993,-0.15047
cri,1994,-4.45989
cri,1995,-2.15591
cri,1996,-2.8676
cri,1997,-1.86834
cri,1998,-1.2411
cri,1999,-1.56643
cri,2000,-1.39657
cri,2001,-1.24456
cri,2002,-3.46068
cri,2003,-1.62078
cri,2004,-1.3255
cri,2005,-0.79175
cri,2006,1.13643
cri,2007,1.69924
cri,2008,-0.75993
cri,2009,-3.2109
cri,2010,-4.17393
cri,2011,-3.35298
cri,2012,-3.87398
cri,2013,-4.34932
cri,2014,-5.67142
cyp,1975,-6.88327
cyp,1976,-6.47499
cyp,1977,-2.29497
cyp,1978,-5.67226
cyp,1979,-5.76056
cyp,1980,-6.17651
cyp,1981,-6.69064
cyp,1982,-5.44346
cyp,1983,-8.77276
cyp,1984,-4.65007
cyp,1985,-4.07772
cyp,1986,-2.57855
cyp,1987,-4.92978
cyp,1988,-4.17907
cyp,1989,-2.59737
cyp,1990,-8.41565
cyp,1991,-10.4955
cyp,1992,-7.28175
cyp,1993,-3.24273
cyp,1994,-2.23854
cyp,1995,-1.05031
cyp,1996,-4.75997
cyp,1997,-7.94367
cyp,1998,-6.1217
cyp,1999,-6.51377
cyp,2000,-3.59621
cyp,2001,-3.28793
cyp,2002,-6.7239
cyp,2003,-9.8244
cyp,2004,-6.06549
cyp,2005,-3.555
cyp,2006,-1.63705
cyp,2007,5.58685
cyp,2008,1.55674
cyp,2009,-5.38138
cyp,2010,-4.65791
cyp,2011,-5.59813
cyp,2012,-5.76006
cyp,2013,-5.7366
cyp,2014,-8.85936
cyp,2015,-0.9338
cyp,2016,0.24248
cyp,2017,1.77375
cyp,2018,-4.3544
cyp,2019,1.33812
cze,1993,0.14361
cze,1994,-1.13129
cze,1995,-14.32301
cze,1996,-5.30391
cze,1997,-2.66562
cze,1998,-4.63108
cze,1999,-3.24596
cze,2000,-3.02713
cze,2001,-5.32793
cze,2002,-5.97852
cze,2003,-6.44148
cze,2004,-2.33502
cze,2005,-2.94126
cze,2006,-1.8268
cze,2007,-0.92636
cze,2008,-1.77399
cze,2009,-4.78593
cze,2010,-3.77162
cze,2011,-2.42297
cze,2012,-3.84594
cze,2013,-1.5768
cze,2014,-2.2521
cze,2015,-1.2057
cze,2016,-0.32386
cze,2017,0.68108
cze,2018,0.47742
cze,2019,-0.37804
deu,1972,0.89127
deu,1973,1.52717
deu,1974,-0.27249
deu,1975,-2.57232
deu,1976,-2.10971
deu,1977,-1.67163
deu,1978,-1.56253
deu,1979,-1.40095
deu,1980,-1.25681
deu,1981,-1.65503
deu,1982,-1.34257
deu,1983,-1.32431
deu,1984,-1.05785
deu,1985,-0.46927
deu,1986,-0.39612
deu,1987,-0.78214
deu,1988,-1.20044
deu,1989,0.13687
deu,1990,-0.51319
deu,1991,-2.38529
deu,1992,-1.58902
deu,1993,-1.82347
deu,1994,-1.0889
deu,1995,-7.87233
deu,1996,-2.15538
deu,1997,-1.53283
deu,1998,-1.73906
deu,1999,-1.18802
deu,2000,-1.12262
deu,2001,-1.3707
deu,2002,-1.94034
deu,2003,-1.62911
deu,2004,-1.82602
deu,2005,-2.19756
deu,2006,-1.16927
deu,2007,-0.16607
deu,2008,-0.29594
deu,2009,-2.18217
deu,2010,-3.26287
deu,2011,-0.45022
deu,2012,0.16967
deu,2013,0.15573
deu,2014,0.64487
deu,2015,0.68595
deu,2016,0.7162
deu,2017,0.5821
deu,2018,1.09274
deu,2019,0.90267
dnk,1972,2.96565
dnk,1973,3.74708
dnk,1974,1.14791
dnk,1975,-1.44642
dnk,1976,0.21005
dnk,1977,-0.58254
dnk,1978,0.08532
dnk,1979,-0.49163
dnk,1980,-2.11516
dnk,1981,-5.14565
dnk,1982,-7.12875
dnk,1983,-5.93747
dnk,1984,-3.30028
dnk,1985,-0.36599
dnk,1986,4.28334
dnk,1987,3.84874
dnk,1988,2.35806
dnk,1989,1.10486
dnk,1990,-0.4168
dnk,1991,-1.23149
dnk,1992,-1.30377
dnk,1993,-1.91466
dnk,1994,-2.19745
dnk,1995,-3.80093
dnk,1996,-1.83066
dnk,1997,-0.65333
dnk,1998,0.00253
dnk,1999,0.90115
dnk,2000,2.0036
dnk,2001,1.35047
dnk,2002,0.52366
dnk,2003,-0.10294
dnk,2004,1.78413
dnk,2005,5.30541
dnk,2006,5.40576
dnk,2007,5.03443
dnk,2008,3.36325
dnk,2009,-2.25957
dnk,2010,-2.59889
dnk,2011,-2.16742
dnk,2012,-3.52923
dnk,2013,-1.45309
dnk,2014,0.96448
dnk,2015,-1.54919
dnk,2016,-0.45493
dnk,2017,1.58781
dnk,2018,0.70008
dnk,2019,3.60705
dom,1972,0.10567
dom,1973,-0.64824
dom,1974,-1.19288
dom,1975,1.75039
dom,1976,-0.26066
dom,1978,-1.05821
dom,1979,-4.16636
dom,1980,-2.46107
dom,1981,-2.37525
dom,1982,-3.03481
dom,1983,-2.22328
dom,1984,-0.89098
dom,1985,-1.53931
dom,1986,0.49098
dom,1987,-0.59455
dom,1988,-1.68551
dom,1989,0.04411
dom,1990,0.589
dom,1991,0.2386
dom,1992,2.49477
dom,1993,0.08996
dom,1994,-0.50712
dom,1995,0.59078
dom,1996,-0.21016
dom,1997,0.32372
dom,1998,0.47108
dom,1999,-0.36206
dom,2000,0.82578
dom,2001,0.26417
dom,2002,-0.15002
dom,2003,1.14039
dom,2004,-1.34779
dom,2005,-0.47014
dom,2006,-0.76903
dom,2007,0.28239
dom,2008,-3.62944
dom,2009,-3.46522
dom,2010,-2.78797
dom,2011,-2.52406
dom,2012,-6.1739
dom,2013,-3.1133
dom,2014,-2.59965
dom,2015,0.25524
dom,2016,-2.58983
dom,2017,-2.70116
dom,2018,-2.16474
dom,2019,-1.99524
egy,1975,-11.7401
egy,1976,-18.56934
egy,1977,-5.63953
egy,1978,-3.38799
egy,1979,-7.16641
egy,1981,1.1538
egy,1982,-8.36302
egy,1983,-0.44361
egy,1984,-3.21203
egy,1985,-2.80161
egy,1986,-3.78685
egy,1987,-0.46602
egy,1988,-3.38312
egy,1989,-0.37532
egy,1990,-1.9572
egy,1991,2.44533
egy,1992,-1.17469
egy,1993,4.2326
egy,1994,3.004
egy,1995,3.44167
egy,1996,-1.40061
egy,1997,-1.62806
egy,2002,-6.74532
egy,2003,-5.81629
egy,2004,-5.61055
egy,2005,-6.44886
egy,2006,-7.1685
egy,2007,-4.55796
egy,2008,-6.36079
egy,2009,-6.56296
egy,2010,-7.73391
egy,2011,-10.08246
egy,2012,-10.00519
egy,2013,-12.63562
egy,2014,-11.02772
egy,2015,-10.72757
esp,1972,0.1947
esp,1973,0.41683
esp,1974,0.10336
esp,1975,0.13205
esp,1976,-0.13243
esp,1977,-0.1819
esp,1978,-0.73498
esp,1979,-1.60649
esp,1980,-2.26325
esp,1981,-2.77013
esp,1982,-4.57899
esp,1983,-4.49046
esp,1984,-4.64984
esp,1985,-5.62269
esp,1986,-3.81086
esp,1987,-2.82005
esp,1988,-2.42117
esp,1989,-1.58247
esp,1990,-2.59278
esp,1991,-2.9542
esp,1992,-3.47383
esp,1993,-6.49436
esp,1994,-6.13118
esp,2017,-3.27877
esp,2018,-2.75053
esp,2019,-2.59415
est,1995,1.11824
est,1996,0.11957
est,1997,2.09709
est,1998,-0.60583
est,1999,-3.04611
est,2000,0.22846
est,2001,0.66695
est,2002,0.9626
est,2003,2.10763
est,2004,3.07749
est,2005,1.46519
est,2006,3.0673
est,2007,3.17169
est,2008,-2.0237
est,2009,-1.72589
est,2010,-0.03392
est,2011,0.9402
est,2012,-0.12335
est,2013,0.72075
est,2014,0.71927
est,2015,-0.10421
est,2016,-0.5343
est,2017,-0.47328
est,2018,-0.73283
est,2019,0.17236
eth,1990,-6.59297
eth,1991,-5.8733
eth,1992,-4.73941
eth,1993,-3.75032
eth,1994,-5.18839
eth,1995,-3.1003
eth,1996,-1.64252
eth,1997,-1.13874
eth,1998,-3.05139
eth,1999,-4.20192
eth,2001,-4.20211
eth,2002,-7.45924
eth,2003,-5.51938
eth,2004,-3.32193
eth,2005,-4.47685
eth,2006,-4.20937
eth,2007,-2.75784
eth,2008,-1.92159
eth,2009,-2.22257
eth,2010,-2.73396
eth,2011,-1.34984
eth,2012,0.67909
eth,2013,-1.54264
eth,2014,-2.66909
eth,2015,-3.12339
eth,2016,-3.67156
eth,2017,-4.61839
eth,2018,-4.04308
eth,2019,-2.74966
fin,1972,2.57143
fin,1973,4.35828
fin,1974,2.38447
fin,1975,0.16602
fin,1976,2.64563
fin,1977,1.44609
fin,1978,-0.14335
fin,1979,-1.08664
fin,1980,-0.44874
fin,1981,0.29249
fin,1982,-1.02124
fin,1983,-2.23478
fin,1984,-0.40521
fin,1985,-0.11695
fin,1986,0.8083
fin,1987,-1.04068
fin,1988,1.14759
fin,1989,2.34235
fin,1990,1.00496
fin,1991,-5.01492
fin,1992,-8.17432
fin,1993,-10.35957
fin,1994,-9.13544
fin,1995,-7.24716
fin,1996,-4.18287
fin,1997,-0.68858
fin,1998,1.89086
fin,1999,1.84138
fin,2000,6.66437
fin,2001,5.40352
fin,2002,4.42937
fin,2003,3.10974
fin,2004,2.98883
fin,2005,3.37914
fin,2006,4.3043
fin,2007,5.29208
fin,2008,4.56953
fin,2009,-1.86028
fin,2010,-2.31792
fin,2011,-0.48637
fin,2012,-1.0998
fin,2013,-1.81675
fin,2014,-2.25571
fin,2015,-1.80051
fin,2016,-1.28541
fin,2017,-0.44719
fin,2018,-0.02484
fin,2019,0.25349
fji,1990,0.85657
fji,1991,-3.28452
fji,1992,-2.65196
fji,1993,-4.35877
fji,1994,-3.46863
fji,1995,-3.05641
fji,1996,-4.61703
fji,2005,-3.31786
fji,2006,-2.9406
fji,2010,-2.35124
fji,2011,-1.63793
fji,2012,-2.19214
fji,2013,-1.4969
fji,2014,-2.62764
fji,2015,-2.14872
fji,2016,-0.81192
fji,2017,-0.88876
fji,2018,-4.36534
fji,2019,-3.6861
fra,1972,1.40284
fra,1973,1.59672
fra,1974,1.40532
fra,1975,-1.22153
fra,1976,0.60955
fra,1977,0.03478
fra,1978,-1.07138
fra,1979,-0.08805
fra,1980,0.50955
fra,1981,-1.1718
fra,1982,-1.86012
fra,1983,-2.35055
fra,1984,-2.2834
fra,1985,-2.3762
