geo,time,ny_gnp_mktp_kd
arg,2001,367949701926.76099
arg,2002,319364053246.71503
arg,2003,351943073780.25293
arg,2004,355706635870.48999
arg,2005,386549731378.29102
arg,2006,455166579370.79999
arg,2007,499508076496.14899
arg,2008,520301134733.87506
arg,2009,486529423142.62
arg,2010,533638604002.93103
arg,2011,568543536211.18005
arg,2012,565753881793.63306
arg,2013,580813011918.58301
arg,2014,566913880313.70703
arg,2015,583505276663.53699
arg,2016,569275792865.65198
arg,2017,582874969420.04492
arg,2018,561379181030.37402
arg,2019,548183397493.31403
arg,2020,500795036251.96198
arm,1994,2881611222.97331
arm,1995,3177168342.80378
arm,1996,3368162962.36855
arm,1997,3592338037.71934
arm,1998,3744934475.91913
arm,1999,3864099613.10975
arm,2000,4088987411.55859
arm,2001,4476219678.36635
arm,2002,5092357756.12719
arm,2003,5803461302.33614
arm,2004,6460925781.86885
arm,2005,7363476879.8429
arm,2006,8376427200.65629
arm,2007,9594360568.05928
arm,2008,10313164000.4603
arm,2009,8681469140.38848
arm,2010,8939510281.60381
arm,2011,9237399651.44903
arm,2012,9958811000.36852
arm,2013,10486189570.6894
arm,2014,10694904980.2811
arm,2015,10981745196.8255
arm,2016,10830644344.6806
arm,2017,11773824734.8051
arm,2018,12171136042.1079
arm,2019,13057739341.2727
arm,2020,11765366310.9218
atg,2015,1252478555.55556
aus,2015,1323095931441.87988
aut,1970,134713250123.27499
aut,1971,141733263881.42999
aut,1972,150305523828.005
aut,1973,157589020690.565
aut,1974,164312703374.039
aut,1975,163583966343.91501
aut,1976,170798689776.202
aut,1977,179354902936.32199
aut,1978,178984246246.64401
aut,1979,188821229828.76001
aut,1980,192376470100.22501
aut,1981,192278374149.95496
aut,1982,196388026153.98001
aut,1983,202257445035.48495
aut,1984,202457874224.53601
aut,1985,207687495025.15201
aut,1986,211596112240.47501
aut,1987,214377958338.88901
aut,1988,222602029128.117
aut,1989,232040423981.625
aut,1990,242507142837.64301
aut,1991,249631951689.341
aut,1992,254349217366.82297
aut,1993,255872976521.535
aut,1994,261487397717.07199
aut,1995,267510652351.48901
aut,1996,274727592911.62
aut,1997,279308264557.95398
aut,1998,288879115761.52094
aut,1999,296151543433.703
aut,2000,308430890082.25201
aut,2001,310747940108.15198
aut,2002,318443261221.13202
aut,2003,322527965440.85498
aut,2004,331734250866.12598
aut,2005,338925263215.51501
aut,2006,352218976207.12201
aut,2007,364112974379.15894
aut,2008,372910765541.33295
aut,2009,355729949580.16199
aut,2010,365465561270.37506
aut,2011,374266770146.28302
aut,2012,375930338424.98602
aut,2013,376652696136.98798
aut,2014,378629652215.10797
aut,2015,378210199399.80493
aut,2016,389540654813.48499
aut,2017,394640510665.94495
aut,2018,404354007800.96497
aut,2019,412936399909.16095
aut,2020,386081951450.13501
aze,2015,51377317977.7474
bdi,1997,1878949039.60386
bdi,1998,1975598845.14244
bdi,1999,1946446829.6523
bdi,2000,1985853099.60446
bdi,2001,1969925858.46969
bdi,2002,2052512212.89954
bdi,2003,2015540090.27694
bdi,2004,2098034715.09724
bdi,2005,2143748503.23617
bdi,2006,2280196176.70912
bdi,2007,2365035424.75748
bdi,2008,2484205018.45399
bdi,2009,2561034984.61447
bdi,2010,2703602380.49862
bdi,2011,2805958475.92492
bdi,2012,2945494832.33429
bdi,2013,3101561401.30775
bdi,2014,3222454328.40307
bdi,2015,3102740807.08657
bdi,2016,3085054758.17878
bdi,2017,3096115234.97257
bdi,2018,3158626782.74056
bdi,2019,3218362521.33128
bdi,2020,3238903924.27322
bel,1970,174476565138.634
bel,1971,181191796494.03799
bel,1972,190852772891.64301
bel,1973,202736085901.31
bel,1974,211938558842.70001
bel,1975,207759001589.79697
bel,1976,219538610227.92896
bel,1977,220400591202.96301
bel,1978,226444358640.44101
bel,1979,230825032968.76001
bel,1980,240614359781.15302
bel,1981,240348913273.508
bel,1982,240770272387.28601
bel,1983,241348046875.52896
bel,1984,247850718768.39496
bel,1985,252737915799.117
bel,1986,257482958910.05301
bel,1987,264168239412.561
bel,1988,276592848105.84802
bel,1989,285473366955.854
bel,1990,294854885750.34998
bel,1991,301354249901.78802
bel,1992,305913676706.06799
bel,1993,305933160907.71399
bel,1994,318115229376.22498
bel,1995,324923115773.10498
bel,1996,329618494885.25
bel,1997,342472974855.27502
bel,1998,349196642028.09802
bel,1999,361146099367.55298
bel,2000,375394316009.68494
bel,2001,376846203223.70697
bel,2002,382755012070.59296
bel,2003,387412149065.35693
bel,2004,399097888106.104
bel,2005,407761285817.39899
bel,2006,418926982144.35693
bel,2007,434128037904.77802
bel,2008,440374212917.00403
bel,2009,429258866084.25201
bel,2010,440047778329.42401
bel,2011,441443843986.37695
bel,2012,454177730713.70697
bel,2013,456926309011.16199
bel,2014,462523146616.91693
bel,2015,468878816162.65601
bel,2016,472712261152.93799
bel,2017,480147411169.96198
bel,2018,488701100871.41296
bel,2019,499608979706.92297
bel,2020,471806102336.56299
ben,1977,2498802278.38684
ben,1978,2531727744.18362
ben,1979,2699186446.99702
ben,1980,2872670343.06874
ben,1981,3157633966.33658
ben,1982,3220881207.30044
ben,1983,3057792732.37023
ben,1984,3246443257.96822
ben,1985,3520524297.89587
ben,1986,3601998884.26185
ben,1987,3552584096.46818
ben,1988,3683775728.18105
ben,1989,3543203584.93457
ben,1990,3881792586.28598
ben,1991,4062546692.55707
ben,1992,4098577332.93425
ben,1993,4419011015.15585
ben,1994,4491193349.36843
ben,1995,4769090316.13302
ben,1996,4977433907.9932
ben,1997,5296175357.45469
ben,1998,5548049142.79919
ben,1999,5856561966.58909
ben,2000,6198461839.04058
ben,2001,6526105696.37128
ben,2002,6810454018.58404
ben,2003,7041935649.79001
ben,2004,7361499569.00246
ben,2005,7512477977.69433
ben,2006,7796653858.10305
ben,2007,8250483386.76552
ben,2008,8694565190.44513
ben,2009,8876666210.77359
ben,2010,9044595876.92125
ben,2011,9350651112.79138
ben,2012,9756513987.33012
ben,2013,10462531167.5093
ben,2014,11138112526.9223
ben,2015,11295642491.5136
ben,2016,11665097397.8367
ben,2017,12298520507.8048
ben,2018,13134215770.2858
ben,2019,14037049458.0744
ben,2020,14571769578.6221
bfa,1965,1336283658.06664
bfa,1966,1350966789.67912
bfa,1967,1470343512.04094
bfa,1968,1516057726.88163
bfa,1969,1547027119.14137
bfa,1970,1555087092.32094
bfa,1971,1575150917.502
bfa,1972,1609388394.30875
bfa,1973,1620118174.14106
bfa,1974,1749113996.59365
bfa,1975,1781655540.2109
bfa,1976,1940495337.1801
bfa,1977,1928748225.83503
bfa,1978,2042614875.4175
bfa,1979,2123274271.63907
bfa,1980,2147417624.10142
bfa,1981,2230253756.78498
bfa,1982,2442767758.80386
bfa,1983,2449968909.52776
bfa,1984,2414133308.19997
bfa,1985,2619644156.58383
bfa,1986,2830930827.59908
bfa,1987,2821039863.37793
bfa,1988,2980384228.33835
bfa,1989,3046220760.55696
bfa,1990,3034719612.31147
bfa,1991,3308142329.63993
bfa,1992,3313644911.12359
bfa,1993,3420315300.18948
bfa,1994,3461193857.13271
bfa,1995,3670520792.90931
bfa,1996,4102098238.23869
bfa,1997,4346338095.4582
bfa,1998,4663416696.12032
bfa,1999,5018564993.32076
bfa,2000,5101817051.00287
bfa,2001,5426385007.54136
bfa,2002,5632125338.53253
bfa,2003,6059827325.39488
bfa,2004,6350126959.08255
bfa,2005,6887087771.39003
bfa,2006,7370226606.4853
bfa,2007,7672541802.99206
bfa,2008,8110468719.37675
bfa,2009,8283002635.95451
bfa,2010,8824216274.28207
bfa,2011,9297989727.74903
bfa,2012,10049690913.8583
bfa,2013,10620570085.1253
bfa,2014,10894961171.2659
bfa,2015,11293125626.5734
bfa,2016,11967829006.2399
bfa,2017,12803473837.0554
bfa,2018,13733574487.835
bfa,2019,14160146361.2292
bgd,1973,27802407598.0104
bgd,1974,30394566324.652
bgd,1975,29108663679.28189
bgd,1976,30731766774.33789
bgd,1977,31443303074.9494
bgd,1978,33707247455.6316
bgd,1979,35379192037.3286
bgd,1980,35786219285.9662
bgd,1981,39070406653.1132
bgd,1982,39896537260.1123
bgd,1983,41936731855.4412
bgd,1984,43871954314.44029
bgd,1985,44876057111.6964
bgd,1986,46885654104.0309
bgd,1987,48847037742.0752
bgd,1988,49997538582.9076
bgd,1989,51376747060.6775
bgd,1990,54166425799.0794
bgd,1991,56066301419.66409
bgd,1992,59265467402.663
bgd,1993,62211242398.3238
bgd,1994,64911332567.2144
bgd,1995,68159414804.5226
bgd,1996,70912640855.3934
bgd,1997,74212613362.26659
bgd,1998,78057284679.3714
bgd,1999,81852273823.57761
bgd,2000,86340690998.03979
bgd,2001,90547669236.91821
bgd,2002,94843716244.13101
bgd,2003,99353732578.3083
bgd,2004,104933394927.076
bgd,2005,111907207869.44901
bgd,2006,120812160062.61
bgd,2007,130240676088.91901
bgd,2008,139521807517.625
bgd,2009,146855656914.94199
bgd,2010,155348325164.97299
bgd,2011,165063224843.26801
bgd,2012,176583758385.121
bgd,2013,186487290483.08301
bgd,2014,195318651816.207
bgd,2015,207742686491.09897
bgd,2016,221055675255.94101
bgd,2017,234048886840.53
bgd,2018,253061080042.62
bgd,2019,273392291468.41599
bgd,2020,284140262154.90894
bgr,1980,29984732625.54029
bgr,1981,31593708745.9032
bgr,1982,32381513315.5162
bgr,1983,33588691969.5787
bgr,1984,34808952773.2957
bgr,1985,35698449567.2159
bgr,1986,37115462417.139
bgr,1987,39201599015.7282
bgr,1988,43237166887.1112
bgr,1989,41464517478.658
bgr,1990,35771931258.8509
bgr,1991,32277318049.2093
bgr,1992,32334071832.4774
bgr,1993,31837724076.1894
bgr,1994,32363074730.5456
bgr,1995,33042094750.6902
bgr,1996,34488581292.2429
bgr,1997,29733602964.3298
bgr,1998,31189029177.6245
bgr,1999,28695902450.7882
bgr,2000,29711612019.9196
bgr,2001,31585109469.5315
bgr,2002,34017180092.5602
bgr,2003,35657165983.6104
bgr,2004,37827595517.837
bgr,2005,40167052841.4542
bgr,2006,41796268411.2752
bgr,2007,42428130464.9577
bgr,2008,46200785369.439
bgr,2009,45351090306.322
bgr,2010,46568258117.0108
bgr,2011,47016216332.2289
bgr,2012,48261111192.884
bgr,2013,47576760498.29169
bgr,2014,48679791624.8518
bgr,2015,49201494559.05689
bgr,2016,50667527020.51489
bgr,2017,51411535873.8963
bgr,2018,52497453267.8063
bgr,2019,54898615217.7924
bgr,2020,52862125836.2032
bhr,2000,15078350144.8978
bhr,2001,15314758383.9397
bhr,2002,15643620942.5221
bhr,2003,16729802454.4135
bhr,2004,17916322521.4086
bhr,2005,19367607618.0281
bhr,2006,20684499340.4942
bhr,2007,22525816353.7737
bhr,2008,23362010680.08089
bhr,2009,22459990746.1462
bhr,2010,23538253885.4412
bhr,2011,22693314337.4676
bhr,2012,26513318292.5202
bhr,2013,27787990090.708
bhr,2014,28659761081.285
bhr,2015,29314738297.8723
bhr,2016,30394045295.3594
bhr,2017,31640331329.6913
bhr,2018,32339667096.6931
bhr,2019,32926508421.9964
bhs,1989,8448886753.94277
bhs,1990,8218403482.96664
bhs,1991,7864441991.47026
bhs,1992,7776805132.55521
bhs,1993,7697338319.27149
bhs,1994,7935929992.07382
bhs,1995,9577370931.6955
bhs,1996,10681517187.5986
bhs,1997,9316285766.31951
bhs,1998,8858962490.31791
bhs,1999,10072584784.5251
bhs,2000,10481004315.334
bhs,2001,10687885831.1599
bhs,2002,10996172119.3575
bhs,2003,10905819878.2465
bhs,2004,11030499898.0406
bhs,2005,11363799755.4332
bhs,2006,11623260577.2238
bhs,2007,11779369661.9457
bhs,2008,11717365074.8723
bhs,2009,11133366497.4854
bhs,2010,11236492813.069
bhs,2011,11331377962.6151
bhs,2012,11587232786.1154
bhs,2013,11143842242.0147
bhs,2014,11263282070.0628
bhs,2015,11395780000
bhs,2016,11342938516.1992
bhs,2017,11550973953.8319
bhs,2018,11590864185.9459
bhs,2019,11903306240.6774
bhs,2020,10116900052.1223
bih,2000,11648831909.7578
bih,2001,11811147066.8186
bih,2002,12261900000.3297
bih,2003,12610454223.9144
bih,2004,13260475344.9429
bih,2005,13695156804.2576
bih,2006,14305863944.3599
bih,2007,15140689661.7903
bih,2008,16073834449.5384
bih,2009,15616546468.1554
bih,2010,15421801360.5604
bih,2011,15443852587.5933
bih,2012,15312900835.6959
bih,2013,15754895879.6613
bih,2014,15860136408.5509
bih,2015,16330393736.5256
bih,2016,16753884660.9499
bih,2017,17112934435.9821
bih,2018,17799223125.3509
bih,2019,18351124978.8271
bih,2020,17664724738.7286
blr,1990,29518991094.9332
blr,1991,29164764509.54309
blr,1992,26364946709.4935
blr,1993,24361210273.8741
blr,1994,21432207807.1071
blr,1995,19214832564.31269
blr,1996,19786414515.424
blr,1997,21986953685.8536
blr,1998,23830982022.6532
blr,1999,24683706342.8514
blr,2000,26095406182.2422
blr,2001,27334864619.8487
blr,2002,28721715412.0446
blr,2003,30840625623.769
blr,2004,34350649239.196
blr,2005,37534212007.1454
blr,2006,41247364318.3047
blr,2007,44583665630.9064
blr,2008,49122309714.78049
blr,2009,48896807231.8039
blr,2010,52539023215.9865
blr,2011,55102283626.6408
blr,2012,55961409173.0433
blr,2013,55756551476.6974
blr,2014,56999454344.41
blr,2015,54062079115.9111
blr,2016,52647109846.2896
blr,2017,54427251093.2434
blr,2018,56203620620.1693
blr,2019,57379767858.2978
blr,2020,55931076708.1671
blz,1980,356376462.76305
blz,1981,361470165.19981
blz,1982,354109659.02004
blz,1983,345698429.48507
blz,1984,349652591.3051
blz,1985,350608852.87222
blz,1986,373948442.16244
blz,1987,415642766.41731
blz,1988,457304781.15704
blz,1989,513230051.34368
blz,1990,575973710.76523
blz,1991,641702170.08134
blz,1992,713781295.96458
blz,1993,755397794.24691
blz,1994,747138638.27501
blz,1995,757455295.91004
blz,1996,764920275.6236
blz,1997,797596272.91782
blz,1998,817634839.362
blz,1999,883343945.17347
blz,2000,988162834.9699
blz,2001,1019713283.31347
blz,2002,1072661568.00355
blz,2003,1155121065.85966
blz,2004,1187069640.50228
blz,2005,1219780448.29725
blz,2006,1279339690.46414
blz,2007,1254985501.01169
blz,2008,1307320969.79073
blz,2009,1385519557.42322
blz,2010,1383258176.38239
blz,2011,1455337250.27468
blz,2012,1472100826.40585
blz,2013,1494516223.59014
blz,2014,1543447691.5242
blz,2015,1626250991.46912
blz,2016,1613721972.66794
blz,2017,1632094145.97763
blz,2018,1661303859.32835
blz,2019,1687139853.56719
blz,2020,1517989669.29725
bmu,2014,6852905014.86848
bmu,2015,6893729000
bmu,2016,6810960961.04481
bmu,2017,7132213232.79363
bmu,2018,7033847694.07551
bmu,2019,6932185722.21898
bmu,2020,6589704421.29198
bol,1976,11045705958.778
bol,1977,11488347774.9644
bol,1978,11624643740.5223
bol,1979,11496808307.7528
bol,1980,11129290048.7019
bol,1981,11121966729.1537
bol,1982,10571621043.7919
bol,1983,10201394206.3542
bol,1984,10189898030.6168
bol,1985,9959611325.35756
bol,1986,9622127436.60461
bol,1987,10001790125.1183
bol,1988,10371971413.0971
bol,1989,10799609662.3527
bol,1990,11350399642.6505
bol,1991,12026357253.3152
bol,1992,12368482588.4944
bol,1993,12893350320.8259
bol,1994,13566535959.4975
bol,1995,14194398918.6202
bol,1996,14847648114.1119
bol,1997,15632503808.4696
bol,1998,16511179264.8121
bol,1999,16507765164.9955
bol,2000,16872258331.7326
bol,2001,17171427082.154
bol,2002,17593769796.2128
bol,2003,17851160351.4559
bol,2004,18451387876.1076
bol,2005,19355273102.9893
bol,2006,20355963077.4146
bol,2007,21233981230.9403
bol,2008,22651045457.18769
bol,2009,23278437862.0425
bol,2010,24020948162.1846
bol,2011,25359406020.9254
bol,2012,26054265529.9232
bol,2013,27784483025.1478
bol,2014,29748030504.6551
bol,2015,31873100511.88029
bol,2016,33766058931.1613
bol,2017,34760931832.8315
bol,2018,36420678242.5346
bol,2019,37365636048.73489
bol,2020,34397040457.7911
bra,1970,338208493232.23297
bra,1971,377918661095.60303
bra,1972,424147589906.99597
bra,1973,481796069588.98694
bra,1974,523055513954.33197
bra,1975,546989574486.87201
bra,1976,601898637159.17505
bra,1977,630561687111.75903
bra,1978,657582122708.90796
bra,1979,699619442487.224
bra,1980,759720919382.51794
bra,1981,720980202964.71484
bra,1982,719467010954.81482
bra,1983,691499968091.83997
bra,1984,728753610502.06091
bra,1985,790834469392.38892
bra,1986,858822049808.60986
bra,1987,895922324000.27393
bra,1988,892861587503.75293
bra,1989,1008453190020.80005
bra,1990,893977402617.32385
bra,1991,906077976527.43994
bra,1992,904191714508.33789
bra,1993,943761604373.30273
bra,1994,984623502279.34595
bra,1995,1051121074745.33997
bra,1996,1061428683515.35999
bra,1997,1091943685866.82996
bra,1998,1081860162884.79004
bra,1999,1078629112748.43994
bra,2000,1153587234019.5
bra,2001,1165402504843.34009
bra,2002,1199189115008
bra,2003,1215282510565.84009
bra,2004,1287998877384.70996
bra,2005,1329995113430.94995
bra,2006,1387911617184.37988
bra,2007,1477909035233.30005
bra,2008,1548120062229.97998
bra,2009,1548936179599.12012
bra,2010,1650653626336.55005
bra,2011,1724986618663.66992
bra,2012,1759417675414.01001
bra,2013,1833168470647.87012
bra,2014,1833577715260.70972
bra,2015,1768299908799.18994
bra,2016,1706137022434.75
bra,2017,1733290261545.91992
bra,2018,1747592922784.15991
bra,2019,1774206581021.73999
bra,2020,1715194993822.37012
brb,2015,4502057650
brn,1990,9113662362.16105
brn,1991,9400372835.97456
brn,1992,9847697177.15486
brn,1993,9877690591.4841
brn,1994,10188383214.0702
brn,1995,10644691080.8896
brn,1996,10951079113.4067
brn,1997,10789969950.6431
brn,1998,10729707013.438
brn,1999,11057194532.3216
brn,2000,11372260650.1881
brn,2001,11684320090.2022
brn,2002,12136748294.0345
brn,2003,12489194060.792
brn,2004,12552179346.0541
brn,2005,12600819945.8102
brn,2006,13154968684.0962
brn,2007,13241649092.9095
brn,2008,12979523065.4597
brn,2009,12750359424.5774
brn,2010,12926175075.9765
brn,2011,13075859649.6625
brn,2012,13238671706.149
brn,2013,13171640905.6305
brn,2014,12994572388.5187
brn,2015,13580987708.197
brn,2016,13458279487.5669
brn,2017,13519302414.1682
brn,2018,12891943384.1338
brn,2019,13660345375.1035
btn,1990,390825105.86057
btn,1991,379174646.64529
btn,1992,385314384.18412
btn,1993,399721733.49599
btn,1994,431220147.79612
btn,1995,437381085.28144
btn,1996,468342429.72578
btn,1997,506789540.75752
btn,1998,499807472.69868
btn,1999,524044866.76105
btn,2000,653558434.8029
btn,2001,708585963.23496
btn,2002,774631656.52918
btn,2003,828870356.70782
btn,2004,878167797.23464
btn,2005,950786049.0393
btn,2006,1028419319.59854
btn,2007,1205765542.74892
btn,2008,1245272777.61619
btn,2009,1311202297.68392
btn,2010,1443413185.25629
btn,2011,1546998772.16101
btn,2012,1599272275.34313
btn,2013,1650491483.71946
btn,2014,1745078372.01251
btn,2015,1860822550.85196
btn,2016,1979845868.76227
btn,2017,2069575483.82131
btn,2018,2125985280.71617
btn,2019,2246681668.72358
btn,2020,2083686147.35699
bwa,1975,934634728.51729
bwa,1976,1034148808.93289
bwa,1977,1158371178.46893
bwa,1978,1324398221.12912
bwa,1979,1485293916.717
bwa,1980,1605294747.87314
bwa,1981,1858744272.34514
bwa,1982,2072465446.00292
bwa,1983,2253247720.1664
bwa,1984,2344952141.2018
bwa,1985,2494133272.04432
bwa,1986,2707107309.27586
bwa,1987,2911311842.64833
bwa,1988,3647210155.70481
bwa,1989,4050526530.577
bwa,1990,4562274818.21612
bwa,1991,5085474833.46775
bwa,1992,5278255955.83417
bwa,1993,5567457194.38562
bwa,1994,5229496473.71978
bwa,1995,5808959304.87337
bwa,1996,5898904083.48106
bwa,1997,6529168833.94405
bwa,1998,6863788348.66067
bwa,1999,7068605810.98346
bwa,2000,7116495681.95747
bwa,2001,7379742339.10699
bwa,2002,7153267201.84488
bwa,2003,7735095906.73975
bwa,2004,7852522815.58553
bwa,2005,8341688080.51334
bwa,2006,9085698728.76376
bwa,2007,9926376079.46523
bwa,2008,10602727549.8873
bwa,2009,10140413667.791
bwa,2010,10755913228.372
bwa,2011,11671815988.8097
bwa,2012,12281550008.7455
bwa,2013,13318214008.1489
bwa,2014,14511819110.2442
bwa,2015,13849323723.9609
bwa,2016,14736053324.4108
bwa,2017,15317652619.249
bwa,2018,15794539864.2912
bwa,2019,16164540324.0551
bwa,2020,14869687285.3978
caf,2009,2227321901.01208
caf,2010,2347527339.61364
caf,2011,2444247832.25175
caf,2012,2568330286.26604
caf,2013,1639605180.17502
caf,2014,1642662138.92942
caf,2015,1716880210.25294
caf,2016,1800172150.00073
caf,2017,1936849646.4776
caf,2018,2053416874.49134
caf,2019,2120219772.45546
caf,2020,2067541697.42562
can,1997,903207965232.31995
can,1998,925973064352.79004
can,1999,962125512527.95203
can,2000,1017124039529.18005
can,2001,1029227129371.21997
can,2002,1068300453334.70996
can,2003,1109921789696.96997
can,2004,1157032246634.11011
can,2005,1216450424791.73999
can,2006,1273688423978.58008
can,2007,1363711539727.69995
can,2008,1377192376602.29004
can,2009,1334056682805.76001
can,2010,1371248615441.71997
can,2011,1415412725455.62012
can,2012,1442207853983.84009
can,2013,1479627255246.03003
can,2014,1520741300202.93994
can,2015,1532663548013.93994
can,2016,1552953838250.53003
can,2017,1599118790168.65991
can,2018,1636318292079.33008
can,2019,1674236511767.26001
can,2020,1589520984596.18994
che,1995,484965329266.08307
che,1996,488536646687.60693
che,1997,507773874604.62799
che,1998,525439601532.54797
che,1999,538464282999.38397
che,2000,565020754378.98303
che,2001,559781113937.75806
che,2002,553063867040.36682
che,2003,573953860318.078
che,2004,587990328241.94995
che,2005,616656366625.552
che,2006,635881005565.06494
che,2007,620202079235.18298
che,2008,593604499111.20996
che,2009,631682328859.53003
che,2010,677087270606.422
che,2011,660076083136.67798
che,2012,675597251069.08997
che,2013,687272637139.01001
che,2014,691891933931.33691
che,2015,710791973092.92102
che,2016,713535874192.64197
che,2017,718226177316.56494
che,2018,719809093843.12195
che,2019,731502234396.64001
che,2020,714590425368.81604
chl,1960,26626321700.7814
chl,1961,28071175818.2952
chl,1962,29184348325.213
chl,1963,30894631942.3866
chl,1964,31657298034.773
chl,1965,31854332719.9467
chl,1966,35266914040.2485
chl,1967,36396534358.952
chl,1968,37708137696.9923
chl,1969,39259669193.3792
chl,1970,40213092859.8252
chl,1971,44457024851.3411
chl,1972,44239007198.9736
chl,1973,41951251524.2319
chl,1974,42802822406.8607
chl,1975,36474863107.7782
chl,1976,38047594900.7286
chl,1977,42245689306.5263
chl,1978,45343869165.2962
chl,1979,49142218915.30569
chl,1980,53061166088.9244
chl,1981,56074003146.7516
chl,1982,48499623643.4387
chl,1983,45565093021.27
chl,1984,46974130874.8116
chl,1985,48151797635.0904
chl,1986,51440363453.06129
chl,1987,55829017354.0838
chl,1988,59918576327.9879
chl,1989,66446964338.4932
chl,1990,69529917099.8317
chl,1991,75030784374.62419
chl,1992,84126479442.33189
chl,1993,90228523128.97639
chl,1994,93834286300.13641
chl,1995,102658981696.039
chl,1996,110251514440.345
chl,1997,118572863148.465
chl,1998,124610686273.439
chl,1999,123385485245.504
chl,2000,129247303064.235
chl,2001,133799224105.743
chl,2002,137286869734.405
chl,2003,139931929464.26199
chl,2004,146350066260.67001
chl,2005,153621664515.448
chl,2006,155910290677.03299
chl,2007,165021328119.59299
chl,2008,179051358161.23901
chl,2009,177392728647.078
chl,2010,186906880128.73599
chl,2011,198227057903.315
chl,2012,213321368955.23401
chl,2013,222418898205.69501
chl,2014,229182770835.513
chl,2015,236571157262.14496
chl,2016,240243015723.55801
chl,2017,240384461200.27802
chl,2018,248429824009.66296
chl,2019,253156466538.798
chl,2020,236351044729.00601
chn,1995,1808366806675.73999
chn,1996,1989791319859.51001
chn,1997,2178784241978.5
chn,1998,2340226003375.52979
chn,1999,2525296117477.54004
chn,2000,2741857048736.66943
chn,2001,2963880080132.2002
chn,2002,3245847929892.81006
chn,2003,3584067496422.9502
chn,2004,3958829758365.87061
chn,2005,4391290687609.87061
chn,2006,4973954260586.36035
chn,2007,5704521397811.00977
chn,2008,6279128749563.58984
chn,2009,6816608797970.62012
chn,2010,7521599467617.71875
chn,2011,8198433500286.5791
chn,2012,8905715509751.31055
chn,2013,9541962585873.53906
chn,2014,10346931439017.30078
chn,2015,11008770774789.19922
chn,2016,11760237994142.80078
chn,2017,12623652582136.40039
chn,2018,13434329015577.90039
chn,2019,14256721100351.19922
chn,2020,14529177223658.30078
civ,2008,22157290171.4082
civ,2009,23264715715.0643
civ,2010,24763934986.7876
civ,2011,23521793248.0919
civ,2012,25658420792.6495
civ,2013,28031409994.1224
civ,2014,41956271707.6463
civ,2015,44807384562.9239
civ,2016,47982928652.8944
civ,2017,51123907053.5292
civ,2018,54157509948.5869
civ,2019,58250596829.4779
civ,2020,59181273251.34689
