geo,time,sl_srv_empl_ma_zs
afg,1991,26.83
afg,1992,26.78
afg,1993,26.6
afg,1994,26.59
afg,1995,26.73
afg,1996,26.76
afg,1997,26.83
afg,1998,26.96
afg,1999,27.09
afg,2000,27.19
afg,2001,27.27
afg,2002,28.29
afg,2003,28.71
afg,2004,28.97
afg,2005,29.41
afg,2006,29.82
afg,2007,30.6
afg,2008,31.24
afg,2009,32.68
afg,2010,34.27
afg,2011,35.51
afg,2012,37.01
afg,2013,38.53
afg,2014,40.03
afg,2015,41.57
afg,2016,43.35
afg,2017,45.2
afg,2018,45.85
afg,2019,46.55
ago,1991,50.4
ago,1992,51.19
ago,1993,51.27
ago,1994,51.98
ago,1995,52.51
ago,1996,53.13
ago,1997,53.24
ago,1998,52.96
ago,1999,54.26
ago,2000,54.56
ago,2001,54.15
ago,2002,55.09
ago,2003,55.04
ago,2004,55.54
ago,2005,53.88
ago,2006,51.77
ago,2007,49.78
ago,2008,47.75
ago,2009,45.51
ago,2010,43.19
ago,2011,40.76
ago,2012,41.19
ago,2013,41.43
ago,2014,41.48
ago,2015,41.37
ago,2016,41.44
ago,2017,41.8
ago,2018,42.21
ago,2019,42.65
alb,1991,33.13
alb,1992,32.31
alb,1993,32.51
alb,1994,32.8
alb,1995,33.2
alb,1996,35.38
alb,1997,35.62
alb,1998,36.44
alb,1999,37.45
alb,2000,37.89
alb,2001,38.54
alb,2002,38.61
alb,2003,38.93
alb,2004,39.47
alb,2005,39.93
alb,2006,40.09
alb,2007,40.16
alb,2008,39.97
alb,2009,38.39
alb,2010,38.07
alb,2011,36.88
alb,2012,40.01
alb,2013,40.65
alb,2014,41.18
alb,2015,41.3
alb,2016,41.05
alb,2017,42.61
alb,2018,43.62
alb,2019,44.41
are,1991,54.84
are,1992,54.83
are,1993,54.73
are,1994,54.79
are,1995,54.74
are,1996,54.67
are,1997,54.58
are,1998,54.69
are,1999,54.92
are,2000,54.99
are,2001,55.46
are,2002,55.98
are,2003,56.03
are,2004,56.16
are,2005,56.34
are,2006,56.09
are,2007,56.01
are,2008,56.18
are,2009,56.62
are,2010,57.2
are,2011,57.67
are,2012,57.81
are,2013,57.89
are,2014,57.63
are,2015,57.27
are,2016,57.32
are,2017,57.71
are,2018,57.79
are,2019,58.27
arg,1991,58.11
arg,1992,58.29
arg,1993,60.9
arg,1994,61.43
arg,1995,64.3
arg,1996,65.41
arg,1997,63.81
arg,1998,63.94
arg,1999,66.09
arg,2000,67.44
arg,2001,68.37
arg,2002,70.65
arg,2003,69.25
arg,2004,67.2
arg,2005,66.38
arg,2006,65.86
arg,2007,65.18
arg,2008,64.77
arg,2009,65.51
arg,2010,65.23
arg,2011,65.52
arg,2012,65.73
arg,2013,64.84
arg,2014,64.18
arg,2015,65.47
arg,2016,67.01
arg,2017,67.93
arg,2018,68.57
arg,2019,68.73
arm,1991,38.16
arm,1992,37.74
arm,1993,37.65
arm,1994,37.93
arm,1995,38.4
arm,1996,38.85
arm,1997,39.17
arm,1998,39.52
arm,1999,39.8
arm,2000,39.98
arm,2001,40.31
arm,2002,40.59
arm,2003,40.86
arm,2004,40.88
arm,2005,40.8
arm,2006,40.89
arm,2007,41.22
arm,2008,40.08
arm,2009,38.9
arm,2010,41.65
arm,2011,41.26
arm,2012,42.08
arm,2013,44.95
arm,2014,45.95
arm,2015,45.63
arm,2016,46.65
arm,2017,48.15
arm,2018,43.94
arm,2019,42.46
aus,1991,61.85
aus,1992,62.18
aus,1993,62.12
aus,1994,62.36
aus,1995,63.04
aus,1996,63.46
aus,1997,63.68
aus,1998,63.96
aus,1999,64.22
aus,2000,63.57
aus,2001,64.62
aus,2002,64.64
aus,2003,65.11
aus,2004,64.75
aus,2005,64.87
aus,2006,64.55
aus,2007,64.68
aus,2008,64.15
aus,2009,64.66
aus,2010,64.9
aus,2011,65.44
aus,2012,65.5
aus,2013,65.95
aus,2014,65.85
aus,2015,67.35
aus,2016,67.41
aus,2017,66.99
aus,2018,66.48
aus,2019,67.54
aut,1991,48.29
aut,1992,48.68
aut,1993,49.35
aut,1994,49.5
aut,1995,50.19
aut,1996,51.95
aut,1997,52.63
aut,1998,52.73
aut,1999,52.45
aut,2000,51.94
aut,2001,53.12
aut,2002,52.93
aut,2003,53.05
aut,2004,57.3
aut,2005,55.08
aut,2006,54.43
aut,2007,55.35
aut,2008,56.78
aut,2009,57.99
aut,2010,58.14
aut,2011,57.08
aut,2012,57.18
aut,2013,57.92
aut,2014,57.68
aut,2015,57.4
aut,2016,57.7
aut,2017,59.01
aut,2018,58.7
aut,2019,58.78
aze,1991,46.08
aze,1992,46.31
aze,1993,47.07
aze,1994,46.28
aze,1995,46.11
aze,1996,46.11
aze,1997,47.31
aze,1998,48.15
aze,1999,48.26
aze,2000,49.68
aze,2001,48.57
aze,2002,43.95
aze,2003,43.93
aze,2004,43.93
aze,2005,43.74
aze,2006,43.91
aze,2007,43.7
aze,2008,43.6
aze,2009,48.22
aze,2010,46.82
aze,2011,46.31
aze,2012,46.34
aze,2013,46.71
aze,2014,46.84
aze,2015,47.24
aze,2016,46.95
aze,2017,46.89
aze,2018,46.17
aze,2019,46.34
bdi,1991,8.62
bdi,1992,8.67
bdi,1993,8.68
bdi,1994,8.73
bdi,1995,8.7
bdi,1996,8.61
bdi,1997,8.7
bdi,1998,8.98
bdi,1999,9.3
bdi,2000,9.63
bdi,2001,10
bdi,2002,10.38
bdi,2003,10.73
bdi,2004,10.87
bdi,2005,11.35
bdi,2006,11.8
bdi,2007,12.33
bdi,2008,12.73
bdi,2009,13.21
bdi,2010,13.7
bdi,2011,14.24
bdi,2012,14.82
bdi,2013,15.34
bdi,2014,15.92
bdi,2015,15.78
bdi,2016,15.75
bdi,2017,15.71
bdi,2018,15.81
bdi,2019,15.91
bel,1991,55.99
bel,1992,56.42
bel,1993,57.3
bel,1994,58
bel,1995,58.85
bel,1996,59.59
bel,1997,59.59
bel,1998,59.94
bel,1999,61.13
bel,2000,61.42
bel,2001,62.9
bel,2002,62.12
bel,2003,62.88
bel,2004,61.63
bel,2005,62.59
bel,2006,62
bel,2007,62.75
bel,2008,61.85
bel,2009,63.45
bel,2010,64
bel,2011,63.93
bel,2012,65.79
bel,2013,65.41
bel,2014,65.8
bel,2015,65.68
bel,2016,65.88
bel,2017,67.37
bel,2018,66.8
bel,2019,67.23
ben,1991,24.68
ben,1992,24.78
ben,1993,24.86
ben,1994,25.05
ben,1995,25.21
ben,1996,25.28
ben,1997,25.46
ben,1998,25.59
ben,1999,25.82
ben,2000,26.12
ben,2001,26.42
ben,2002,26.62
ben,2003,26.91
ben,2004,27.11
ben,2005,27.31
ben,2006,27.57
ben,2007,27.99
ben,2008,28.37
ben,2009,28.64
ben,2010,28.95
ben,2011,29.41
ben,2012,29.85
ben,2013,30.42
ben,2014,30.93
ben,2015,31.23
ben,2016,31.49
ben,2017,31.98
ben,2018,32.53
ben,2019,33.12
bfa,1991,5.97
bfa,1992,6.05
bfa,1993,6.17
bfa,1994,6.29
bfa,1995,6.88
bfa,1996,7.56
bfa,1997,8.31
bfa,1998,9.05
bfa,1999,10
bfa,2000,10.9
bfa,2001,11.85
bfa,2002,12.92
bfa,2003,14.21
bfa,2004,15.59
bfa,2005,16.98
bfa,2006,18.64
bfa,2007,20.34
bfa,2008,21.81
bfa,2009,23.64
bfa,2010,25.54
bfa,2011,27.43
bfa,2012,29.16
bfa,2013,30.76
bfa,2014,32.27
bfa,2015,35.05
bfa,2016,37.97
bfa,2017,40.93
bfa,2018,43.88
bfa,2019,44.77
bgd,1991,20.89
bgd,1992,22.6
bgd,1993,24.41
bgd,1994,26.21
bgd,1995,28.04
bgd,1996,29.84
bgd,1997,29.19
bgd,1998,28.69
bgd,1999,28.27
bgd,2000,27.97
bgd,2001,30.2
bgd,2002,32.52
bgd,2003,34.98
bgd,2004,37.49
bgd,2005,40.12
bgd,2006,42.83
bgd,2007,42.17
bgd,2008,41.41
bgd,2009,40.56
bgd,2010,39.76
bgd,2011,40.36
bgd,2012,40.93
bgd,2013,41.44
bgd,2014,42.03
bgd,2015,42.59
bgd,2016,43.13
bgd,2017,45.5
bgd,2018,46.33
bgd,2019,46.99
bgr,1991,32.83
bgr,1992,34.18
bgr,1993,35.84
bgr,1994,37.36
bgr,1995,39.18
bgr,1996,40.6
bgr,1997,41.76
bgr,1998,43.54
bgr,1999,45.26
bgr,2000,46.98
bgr,2001,51.66
bgr,2002,50.85
bgr,2003,50.67
bgr,2004,50.35
bgr,2005,50.39
bgr,2006,50.16
bgr,2007,49.34
bgr,2008,48.09
bgr,2009,49.05
bgr,2010,51.04
bgr,2011,53.29
bgr,2012,54.68
bgr,2013,55.48
bgr,2014,54.57
bgr,2015,54.7
bgr,2016,54.79
bgr,2017,54.53
bgr,2018,54.6
bgr,2019,54.62
bhr,1991,64.19
bhr,1992,64.4
bhr,1993,64.1
bhr,1994,64.41
bhr,1995,64.69
bhr,1996,64.93
bhr,1997,65.17
bhr,1998,65.54
bhr,1999,65.74
bhr,2000,65.35
bhr,2001,65.48
bhr,2002,65.15
bhr,2003,64.5
bhr,2004,63.25
bhr,2005,61.93
bhr,2006,60.41
bhr,2007,59.02
bhr,2008,57.62
bhr,2009,57.58
bhr,2010,56.05
bhr,2011,56.67
bhr,2012,56.88
bhr,2013,56.63
bhr,2014,56.44
bhr,2015,56.54
bhr,2016,56.45
bhr,2017,56.53
bhr,2018,56.81
bhr,2019,57.17
bhs,1991,67.48
bhs,1992,67.73
bhs,1993,72.48
bhs,1994,72.03
bhs,1995,70.99
bhs,1996,69.67
bhs,1997,72.41
bhs,1998,70.67
bhs,1999,66.66
bhs,2000,66.14
bhs,2001,66.11
bhs,2002,66.34
bhs,2003,69.62
bhs,2004,65.95
bhs,2005,64.34
bhs,2006,65.24
bhs,2007,66.56
bhs,2008,68.01
bhs,2009,67.57
bhs,2010,67.82
bhs,2011,68.26
bhs,2012,67.95
bhs,2013,68.83
bhs,2014,69.38
bhs,2015,70.25
bhs,2016,70.67
bhs,2017,70.73
bhs,2018,70.86
bhs,2019,71.15
bih,1991,32.85
bih,1992,32.93
bih,1993,33.18
bih,1994,33.92
bih,1995,34.84
bih,1996,35.78
bih,1997,36.84
bih,1998,37.6
bih,1999,38.86
bih,2000,39.76
bih,2001,40.48
bih,2002,41.19
bih,2003,41.7
bih,2004,41.95
bih,2005,42.44
bih,2006,42.56
bih,2007,40.8
bih,2008,40.23
bih,2009,41.11
bih,2010,42.68
bih,2011,44.77
bih,2012,42.27
bih,2013,43.11
bih,2014,44.79
bih,2015,43.64
bih,2016,42.9
bih,2017,43.05
bih,2018,43.53
bih,2019,42.82
blr,1991,38.08
blr,1992,37.92
blr,1993,38.41
blr,1994,38.79
blr,1995,38.87
blr,1996,39.29
blr,1997,39.87
blr,1998,40.4
blr,1999,40.73
blr,2000,41.13
blr,2001,41.84
blr,2002,42.15
blr,2003,42.61
blr,2004,42.89
blr,2005,43.19
blr,2006,43.32
blr,2007,43.49
blr,2008,43.52
blr,2009,43.61
blr,2010,43.81
blr,2011,44.05
blr,2012,44.28
blr,2013,44.49
blr,2014,44.71
blr,2015,45.23
blr,2016,43.68
blr,2017,43.86
blr,2018,43.08
blr,2019,43.61
blz,1991,44.94
blz,1992,45.06
blz,1993,45.24
blz,1994,46.71
blz,1995,43.17
blz,1996,42.07
blz,1997,41.1
blz,1998,45.87
blz,1999,44.47
blz,2000,45.28
blz,2001,46.29
blz,2002,47.22
blz,2003,48.57
blz,2004,49.59
blz,2005,50.64
blz,2006,50.94
blz,2007,51.25
blz,2008,51.58
blz,2009,52.14
blz,2010,52.68
blz,2011,53.03
blz,2012,53.44
blz,2013,53.79
blz,2014,54.45
blz,2015,54.38
blz,2016,53.75
blz,2017,55.87
blz,2018,56.4
blz,2019,56.53
bol,1991,34.08
bol,1992,34.19
bol,1993,34.35
bol,1994,34.53
bol,1995,34.75
bol,1996,34.98
bol,1997,35.16
bol,1998,35.23
bol,1999,35.64
bol,2000,34.78
bol,2001,33.82
bol,2002,32.32
bol,2003,36.83
bol,2004,36.8
bol,2005,35.82
bol,2006,37.31
bol,2007,37.94
bol,2008,41.9
bol,2009,42.06
bol,2010,42.12
bol,2011,42.09
bol,2012,44.2
bol,2013,43.73
bol,2014,40.83
bol,2015,42.11
bol,2016,41.57
bol,2017,41.93
bol,2018,42.14
bol,2019,42.62
bra,1991,47.77
bra,1992,47.9
bra,1993,48.16
bra,1994,48.33
bra,1995,49.19
bra,1996,50.05
bra,1997,50.29
bra,1998,51.01
bra,1999,51.35
bra,2000,52.1
bra,2001,52.78
bra,2002,51.8
bra,2003,52.19
bra,2004,51.22
bra,2005,51.59
bra,2006,52.47
bra,2007,52.55
bra,2008,52.43
bra,2009,53.12
bra,2010,53.92
bra,2011,54.68
bra,2012,54.21
bra,2013,54.37
bra,2014,55.24
bra,2015,56.28
bra,2016,57.75
bra,2017,59.02
bra,2018,59.84
bra,2019,60.24
brb,1991,67.08
brb,1992,66.29
brb,1993,68.75
brb,1994,68.83
brb,1995,68.84
brb,1996,68.53
brb,1997,67.36
brb,1998,66.01
brb,1999,64.32
brb,2000,65.26
brb,2001,66.74
brb,2002,68.34
brb,2003,68.97
brb,2004,69.88
brb,2005,69.88
brb,2006,69.68
brb,2007,69.91
brb,2008,69.55
brb,2009,68.45
brb,2010,67.53
brb,2011,67.8
brb,2012,69.05
brb,2013,68.38
brb,2014,67.12
brb,2015,66.77
brb,2016,67.19
brb,2017,67.12
brb,2018,67.39
brb,2019,67.78
brn,1991,66.32
brn,1992,66.01
brn,1993,65.73
brn,1994,65.85
brn,1995,65.2
brn,1996,65.75
brn,1997,65.99
brn,1998,65.65
brn,1999,67.3
brn,2000,68.13
brn,2001,68.05
brn,2002,68.88
brn,2003,69.81
brn,2004,70.52
brn,2005,71.48
brn,2006,72.08
brn,2007,72.13
brn,2008,73.15
brn,2009,72.88
brn,2010,73.61
brn,2011,74.44
brn,2012,74.8
brn,2013,74.91
brn,2014,75.26
brn,2015,75.76
brn,2016,76.39
brn,2017,76.74
brn,2018,71.6
brn,2019,68.09
btn,1991,29.61
btn,1992,29.81
btn,1993,29.99
btn,1994,30.22
btn,1995,30.5
btn,1996,30.92
btn,1997,31.23
btn,1998,31.5
btn,1999,31.83
btn,2000,32.2
btn,2001,32.54
btn,2002,33
btn,2003,33.49
btn,2004,33.9
btn,2005,34.5
btn,2006,35.14
btn,2007,35.94
btn,2008,36.64
btn,2009,37.51
btn,2010,38.57
btn,2011,36.16
btn,2012,38.35
btn,2013,39.06
btn,2014,37.58
btn,2015,37.78
btn,2016,38.37
btn,2017,38.59
btn,2018,38.84
btn,2019,39.24
bwa,1991,50.66
bwa,1992,50.6
bwa,1993,50.53
bwa,1994,50.28
bwa,1995,50.44
bwa,1996,51.23
bwa,1997,49.05
bwa,1998,46.67
bwa,1999,49.12
bwa,2000,51.29
bwa,2001,49.05
bwa,2002,46.81
bwa,2003,44.41
bwa,2004,44.56
bwa,2005,44.89
bwa,2006,45.33
bwa,2007,45.8
bwa,2008,46.21
bwa,2009,46.54
bwa,2010,47.1
bwa,2011,47.46
bwa,2012,47.68
bwa,2013,48.35
bwa,2014,48.75
bwa,2015,48.86
bwa,2016,49.44
bwa,2017,49.93
bwa,2018,50.53
bwa,2019,51.12
caf,1991,17.49
caf,1992,17.42
caf,1993,17.46
caf,1994,17.6
caf,1995,17.75
caf,1996,17.61
caf,1997,17.75
caf,1998,17.93
caf,1999,18.26
caf,2000,18.26
caf,2001,18.49
caf,2002,18.74
caf,2003,18.52
caf,2004,18.93
caf,2005,19.14
caf,2006,19.51
caf,2007,19.86
caf,2008,20.12
caf,2009,20.72
caf,2010,21.19
caf,2011,21.63
caf,2012,22.26
caf,2013,21.9
caf,2014,22.43
caf,2015,22.97
caf,2016,23.49
caf,2017,24.04
caf,2018,24.46
caf,2019,24.78
can,1991,61.98
can,1992,62.94
can,1993,63.58
can,1994,63.47
can,1995,63.47
can,1996,63.69
can,1997,63.52
can,1998,63.35
can,1999,63.57
can,2000,63.46
can,2001,64.05
can,2002,63.87
can,2003,64.1
can,2004,64.04
can,2005,64.16
can,2006,64.9
can,2007,65.54
can,2008,65.51
can,2009,66.71
can,2010,66.89
can,2011,67.14
can,2012,66.85
can,2013,66.76
can,2014,67.07
can,2015,67.64
can,2016,68.08
can,2017,68.43
can,2018,68.37
can,2019,68.89
chanisl,1991,46.77
chanisl,1992,46.97
chanisl,1993,47.08
chanisl,1994,47.04
chanisl,1995,47.28
chanisl,1996,47.6
chanisl,1997,47.81
chanisl,1998,48.03
chanisl,1999,48.21
chanisl,2000,48.36
chanisl,2001,49.27
chanisl,2002,50.07
chanisl,2003,51.05
chanisl,2004,51.82
chanisl,2005,52.41
chanisl,2006,52.68
chanisl,2007,52.98
chanisl,2008,53.92
chanisl,2009,55.31
chanisl,2010,55.89
chanisl,2011,56.81
chanisl,2012,57.39
chanisl,2013,57.87
chanisl,2014,58.34
chanisl,2015,58.83
chanisl,2016,59.41
chanisl,2017,60.08
chanisl,2018,60.8
chanisl,2019,61.49
che,1991,56.82
che,1992,57.69
che,1993,58.39
che,1994,58.8
che,1995,56.86
che,1996,59.56
che,1997,60.33
che,1998,59.93
che,1999,60.07
che,2000,59.55
che,2001,60.73
che,2002,61.86
che,2003,63.3
che,2004,63.9
che,2005,63.23
che,2006,63.1
che,2007,62.7
che,2008,63.02
che,2009,64.21
che,2010,63.58
che,2011,63.66
che,2012,64.77
che,2013,64.5
che,2014,65.12
che,2015,66.08
che,2016,66.29
che,2017,66.97
che,2018,66.88
che,2019,67.63
chl,1991,43.42
chl,1992,44.62
chl,1993,45.94
chl,1994,47.21
chl,1995,47.5
chl,1996,47.45
chl,1997,46.86
chl,1998,49.07
chl,1999,51.6
chl,2000,51.35
chl,2001,52.25
chl,2002,52.07
chl,2003,52.25
chl,2004,52.52
chl,2005,53.43
chl,2006,53.11
chl,2007,53.16
chl,2008,53.64
chl,2009,54.38
chl,2010,54.75
chl,2011,54.38
chl,2012,54.08
chl,2013,54.32
chl,2014,54.78
chl,2015,55.57
chl,2016,55.92
chl,2017,56.72
chl,2018,56.82
chl,2019,56.99
chn,1991,16.53
chn,1992,17.41
chn,1993,18.72
chn,1994,20.3
chn,1995,21.87
chn,1996,22.92
chn,1997,23.32
chn,1998,23.58
chn,1999,23.8
chn,2000,24.42
chn,2001,24.6
chn,2002,25.45
chn,2003,26.1
chn,2004,27.06
chn,2005,27.78
chn,2006,28.47
chn,2007,28.56
chn,2008,29.18
chn,2009,29.92
chn,2010,30.29
chn,2011,31.16
chn,2012,31.39
chn,2013,33.48
chn,2014,35.32
chn,2015,36.78
chn,2016,37.9
chn,2017,39.19
chn,2018,39.76
chn,2019,41.23
civ,1991,33.12
civ,1992,33.16
civ,1993,33.2
civ,1994,33.29
civ,1995,33.6
civ,1996,33.97
civ,1997,34.21
civ,1998,34.58
civ,1999,34.83
civ,2000,34.89
civ,2001,35.17
civ,2002,35.32
civ,2003,35.49
civ,2004,35.89
civ,2005,36.29
civ,2006,36.66
civ,2007,37.01
civ,2008,37.4
civ,2009,37.8
civ,2010,38.04
civ,2011,37.7
civ,2012,38.54
civ,2013,39.34
civ,2014,38.94
civ,2015,38.55
civ,2016,38.05
civ,2017,37.65
civ,2018,38.25
civ,2019,38.82
cmr,1991,23.59
cmr,1992,23.53
cmr,1993,23.33
cmr,1994,23.42
cmr,1995,23.59
cmr,1996,23.81
cmr,1997,24.09
cmr,1998,24.38
cmr,1999,24.7
cmr,2000,25.02
cmr,2001,25.42
cmr,2002,26.44
cmr,2003,27.61
cmr,2004,29.06
cmr,2005,30.26
cmr,2006,31.65
cmr,2007,33.19
cmr,2008,34.16
cmr,2009,34.99
cmr,2010,35.95
cmr,2011,37.01
cmr,2012,38.08
cmr,2013,39.22
cmr,2014,40.25
cmr,2015,40.78
cmr,2016,41.28
cmr,2017,41.75
cmr,2018,42.28
cmr,2019,42.77
cod,1991,21.29
cod,1992,21.1
cod,1993,20.95
cod,1994,20.83
cod,1995,20.9
cod,1996,21.52
cod,1997,21.11
cod,1998,21.2
cod,1999,21.04
cod,2000,21.66
cod,2001,21.6
cod,2002,22.04
cod,2003,22.32
cod,2004,22.7
cod,2005,23.08
cod,2006,23.29
cod,2007,23.51
cod,2008,23.71
cod,2009,23.77
cod,2010,24.17
cod,2011,24.46
cod,2012,24.74
cod,2013,25.12
cod,2014,25.53
cod,2015,25.83
cod,2016,25.93
cod,2017,26.13
cod,2018,26.48
cod,2019,26.68
cog,1991,33.59
cog,1992,33.8
cog,1993,33.92
cog,1994,33.93
cog,1995,34.21
cog,1996,34.57
cog,1997,34.72
cog,1998,35.04
cog,1999,35.14
cog,2000,35.82
cog,2001,36.23
cog,2002,36.69
cog,2003,36.91
cog,2004,37.32
cog,2005,37.98
cog,2006,38.5
cog,2007,38.45
cog,2008,38.93
cog,2009,39.45
cog,2010,40.23
cog,2011,40.64
cog,2012,41.1
cog,2013,41.58
cog,2014,42.32
cog,2015,42.79
cog,2016,42.97
cog,2017,43.29
cog,2018,43.86
cog,2019,44.29
col,1991,46.24
col,1992,46.43
col,1993,46.52
col,1994,46.84
col,1995,46.85
col,1996,47.28
col,1997,47.61
col,1998,47.88
col,1999,48.16
col,2000,48.29
col,2001,48.51
col,2002,48.65
col,2003,48.81
col,2004,49.31
col,2005,49.61
col,2006,50.07
col,2007,50.53
col,2008,50.67
col,2009,50.65
col,2010,50.94
col,2011,50.84
col,2012,51.59
col,2013,53.35
col,2014,53.38
col,2015,53.56
col,2016,53.82
col,2017,53.76
col,2018,53.28
col,2019,53.48
com,1991,29.36
com,1992,29.61
com,1993,29.81
com,1994,29.83
com,1995,30.06
com,1996,30.21
com,1997,30.53
com,1998,30.8
com,1999,31.11
com,2000,31.65
com,2001,32.08
com,2002,32.55
com,2003,33.01
com,2004,33.53
com,2005,34.22
com,2006,34.9
com,2007,35.76
com,2008,36.49
com,2009,37.08
com,2010,37.73
com,2011,38.39
com,2012,39.04
com,2013,39.71
com,2014,40.37
com,2015,40.86
com,2016,41.43
com,2017,41.96
com,2018,42.58
com,2019,43.1
cpv,1991,43.51
cpv,1992,43.82
cpv,1993,44.04
cpv,1994,44.48
cpv,1995,44.84
cpv,1996,45.09
cpv,1997,45.35
cpv,1998,45.7
cpv,1999,46.02
cpv,2000,46.47
cpv,2001,46.35
cpv,2002,46.44
cpv,2003,46.54
cpv,2004,46.98
cpv,2005,47.27
cpv,2006,47.75
cpv,2007,48.52
cpv,2008,49.01
cpv,2009,49.13
cpv,2010,49.51
cpv,2011,49.98
cpv,2012,50.3
cpv,2013,50.64
cpv,2014,50.98
cpv,2015,51.35
cpv,2016,51.92
cpv,2017,52.39
cpv,2018,53.51
cpv,2019,55.21
cri,1991,49.44
cri,1992,49.39
cri,1993,49.38
cri,1994,49.05
cri,1995,50.82
cri,1996,51.36
cri,1997,50.44
cri,1998,51.35
cri,1999,51.3
cri,2000,52.6
cri,2001,51.56
cri,2002,51.48
cri,2003,52.62
cri,2004,53.06
cri,2005,52.67
cri,2006,54.11
cri,2007,54.74
cri,2008,56.21
cri,2009,58.23
cri,2010,59.36
cri,2011,60.32
cri,2012,61.41
cri,2013,63.82
cri,2014,61.66
cri,2015,57.56
cri,2016,58.85
cri,2017,59.14
cri,2018,57.79
cri,2019,59.23
cub,1991,36.06
cub,1992,35.88
cub,1993,36.67
cub,1994,39.16
cub,1995,42.32
cub,1996,42.45
cub,1997,42.39
cub,1998,43.37
cub,1999,44.29
cub,2000,44.19
cub,2001,45.61
cub,2002,47.12
cub,2003,48.49
cub,2004,49.81
cub,2005,51.03
cub,2006,52.21
cub,2007,53.42
cub,2008,53.28
cub,2009,53.52
cub,2010,54.52
cub,2011,53.16
cub,2012,51.02
cub,2013,53.74
cub,2014,53.71
cub,2015,53.67
cub,2016,54.02
cub,2017,54.42
cub,2018,54.67
cub,2019,54.99
cyp,1991,56.09
cyp,1992,56.63
cyp,1993,57.21
cyp,1994,57.72
cyp,1995,58.57
cyp,1996,59.84
cyp,1997,60.84
cyp,1998,61.57
cyp,1999,62.47
cyp,2000,63.21
cyp,2001,62.95
cyp,2002,62.75
cyp,2003,62.41
cyp,2004,61.55
cyp,2005,60.67
cyp,2006,62.91
cyp,2007,61.72
cyp,2008,61.12
cyp,2009,63.52
cyp,2010,65.46
cyp,2011,63.66
cyp,2012,66.18
cyp,2013,69.56
cyp,2014,68.74
cyp,2015,69.5
cyp,2016,68.54
cyp,2017,70.51
cyp,2018,71.5
cyp,2019,68.66
cze,1991,37.24
cze,1992,38.12
cze,1993,38.83
cze,1994,40.5
cze,1995,41.15
cze,1996,41.62
cze,1997,41.94
cze,1998,42.22
cze,1999,43.28
cze,2000,43.86
cze,2001,44.01
cze,2002,44.38
cze,2003,44.89
cze,2004,45.59
cze,2005,45.74
cze,2006,45.64
cze,2007,45.27
cze,2008,45.3
cze,2009,46.74
cze,2010,47.01
cze,2011,46.75
cze,2012,46.74
cze,2013,47.53
cze,2014,47.31
cze,2015,46.95
cze,2016,47.14
cze,2017,47.37
cze,2018,48.02
cze,2019,48.4
deu,1991,47.54
deu,1992,47.92
deu,1993,48.58
deu,1994,48.83
deu,1995,49.24
deu,1996,49.81
deu,1997,50.29
deu,1998,50.81
deu,1999,51.14
deu,2000,51.65
deu,2001,52.45
deu,2002,52.92
deu,2003,53.98
deu,2004,54.24
deu,2005,56.04
deu,2006,56.34
deu,2007,55.84
deu,2008,56.67
deu,2009,57.19
deu,2010,57.79
deu,2011,57.77
deu,2012,57.91
deu,2013,58.55
deu,2014,58.16
deu,2015,58.53
deu,2016,59.12
deu,2017,59.14
deu,2018,59.4
deu,2019,59.73
dji,1991,40.94
dji,1992,41.22
dji,1993,41.3
dji,1994,41.62
dji,1995,41.81
dji,1996,41.92
dji,1997,42.12
dji,1998,42.37
dji,1999,42.83
dji,2000,43.16
dji,2001,43.65
dji,2002,44.27
dji,2003,44.88
dji,2004,45.47
dji,2005,46.09
dji,2006,46.85
dji,2007,47.64
dji,2008,48.48
dji,2009,48.94
dji,2010,49.59
dji,2011,50.44
dji,2012,51.06
dji,2013,51.66
dji,2014,52.4
dji,2015,53.16
dji,2016,53.87
dji,2017,54.47
dji,2018,55.28
dji,2019,56.05
dnk,1991,55.41
dnk,1992,55.74
dnk,1993,56.44
dnk,1994,56.92
dnk,1995,57.35
dnk,1996,59.16
dnk,1997,58.71
dnk,1998,58.34
dnk,1999,58.41
dnk,2000,59.33
dnk,2001,60.01
dnk,2002,62.2
dnk,2003,62.39
dnk,2004,61.7
dnk,2005,61.57
dnk,2006,61.95
dnk,2007,62.77
dnk,2008,63.1
dnk,2009,65.93
dnk,2010,66.44
dnk,2011,66.56
dnk,2012,66.84
dnk,2013,66.83
dnk,2014,67.65
dnk,2015,68.09
dnk,2016,68.64
dnk,2017,68.89
dnk,2018,68.67
dnk,2019,69.5
dom,1991,42.49
dom,1992,42.72
dom,1993,42.94
dom,1994,43.52
dom,1995,44.09
dom,1996,44.71
dom,1997,44.5
dom,1998,48.12
dom,1999,48.01
dom,2000,51.33
dom,2001,52.77
dom,2002,53.29
dom,2003,53.65
dom,2004,52.62
dom,2005,54.27
dom,2006,53.68
dom,2007,54.46
dom,2008,56.57
dom,2009,58.22
dom,2010,58.42
dom,2011,58.99
dom,2012,59.61
dom,2013,61.45
dom,2014,60.82
dom,2015,61.15
dom,2016,61.15
dom,2017,59.52
dom,2018,59.69
dom,2019,61.61
dza,1991,49.48
dza,1992,49.74
dza,1993,50.14
dza,1994,50.54
dza,1995,50.75
dza,1996,51.02
dza,1997,51.43
dza,1998,51.63
dza,1999,51.99
dza,2000,52.23
dza,2001,52.66
dza,2002,52.5
dza,2003,52.23
