geo,time,se_xpd_totl_gd_zs
mda,2002,5.49791
mda,2003,5.42489
mda,2004,6.77104
mda,2005,7.1627
mda,2006,7.49899
mda,2007,8.29337
mda,2008,8.23727
mda,2009,9.50976
mda,2010,7.5923
mda,2011,7.13638
mda,2012,6.98339
mda,2013,5.90976
mda,2014,6.26602
mda,2015,5.80569
mda,2016,5.60845
mda,2017,5.61844
mda,2018,5.43973
mda,2019,6.10458
mdg,1972,3.21737
mdg,1973,2.71115
mdg,1974,2.67376
mdg,1975,2.51668
mdg,1976,3.25501
mdg,1977,5.05395
mdg,1979,3.97033
mdg,1980,3.35711
mdg,1981,2.87991
mdg,1982,2.32179
mdg,1983,1.98901
mdg,1984,2.20452
mdg,1985,2.07146
mdg,1993,1.77545
mdg,1997,1.53846
mdg,1998,1.58879
mdg,1999,2.40501
mdg,2000,2.43869
mdg,2001,2.7072
mdg,2002,2.23179
mdg,2003,2.61095
mdg,2004,2.81262
mdg,2005,3.30964
mdg,2006,2.83097
mdg,2007,2.90274
mdg,2008,2.55434
mdg,2009,2.82513
mdg,2010,2.75
mdg,2011,2.38168
mdg,2012,2.34067
mdg,2013,1.77694
mdg,2014,2.38123
mdg,2015,2.21012
mdg,2016,2.68719
mdg,2017,2.83642
mdg,2018,2.87452
mdg,2019,2.9449
mdv,2002,5.79186
mdv,2003,5.32407
mdv,2004,4.6616
mdv,2005,5.01684
mdv,2006,4.64524
mdv,2007,4.41788
mdv,2008,4.47029
mdv,2009,5.08169
mdv,2010,3.63328
mdv,2011,3.08073
mdv,2012,3.34086
mdv,2013,3.3883
mdv,2014,3.08859
mdv,2015,3.88749
mdv,2016,3.68701
mdv,2017,3.88747
mdv,2018,3.91249
mdv,2019,4.12159
mex,1989,2.28201
mex,1990,2.32498
mex,1991,2.548
mex,1992,3.00502
mex,1994,3.64709
mex,1995,3.69256
mex,1998,3.36529
mex,1999,3.53536
mex,2000,3.99244
mex,2001,4.24104
mex,2002,4.45496
mex,2003,5.07258
mex,2004,4.72671
mex,2005,4.84569
mex,2006,4.69992
mex,2007,4.69051
mex,2008,4.82007
mex,2009,5.18794
mex,2010,5.15922
mex,2011,5.10565
mex,2012,5.1031
mex,2013,4.69605
mex,2014,5.25747
mex,2015,5.22942
mex,2016,4.90682
mex,2017,4.51822
mex,2018,4.25443
mhl,1999,13.73183
mhl,2002,8.20898
mhl,2003,11.8198
mhl,2019,9.61129
mkd,1992,4.73345
mkd,1993,4.63057
mkd,1994,4.52629
mkd,1995,4.27123
mkd,1996,4.30311
mkd,2002,3.30015
mli,1978,3.55959
mli,1980,3.47066
mli,1981,3.44794
mli,1982,3.27885
mli,1986,2.43537
mli,1998,2.64959
mli,1999,2.23184
mli,2000,2.97156
mli,2001,2.65845
mli,2002,2.89623
mli,2003,3.8056
mli,2004,3.85922
mli,2005,3.52218
mli,2008,3.40356
mli,2009,3.86904
mli,2010,3.34389
mli,2011,3.75423
mli,2012,3.47949
mli,2013,3.28465
mli,2014,3.64819
mli,2015,3.80152
mli,2016,3.09478
mli,2017,3.78977
mli,2018,3.88253
mli,2019,3.43868
mlt,1971,6.15197
mlt,1972,5.54999
mlt,1973,5.2697
mlt,1974,4.4931
mlt,1975,4.42221
mlt,1976,3.83189
mlt,1977,3.89761
mlt,1978,3.34883
mlt,1979,3.15364
mlt,1981,2.86533
mlt,1982,2.85408
mlt,1983,3.31469
mlt,1984,3.07872
mlt,1985,3.24834
mlt,1986,3.10572
mlt,1987,3.16532
mlt,1988,3.33824
mlt,1989,3.58874
mlt,1990,3.83142
mlt,1991,3.9203
mlt,1992,4.3141
mlt,1998,4.18472
mlt,2002,4.14305
mlt,2004,4.43493
mlt,2007,5.9475
mlt,2008,5.50121
mlt,2009,5.07039
mlt,2010,6.25004
mlt,2011,7.69613
mlt,2012,6.34546
mlt,2013,7.57924
mlt,2014,7.00421
mlt,2015,5.02398
mlt,2016,5.08446
mlt,2017,4.65163
mmr,1972,2.8651
mmr,1973,3.27381
mmr,1975,1.98739
mmr,1976,1.72619
mmr,1977,1.63782
mmr,1978,1.64366
mmr,1995,1.20248
mmr,2010,0.9
mmr,2011,0.78744
mmr,2012,1.6
mmr,2013,2.1
mmr,2014,1.9
mmr,2015,2.1
mmr,2016,1.9
mmr,2017,2.08768
mmr,2018,1.92289
mmr,2019,1.97421
mng,1997,3.94897
mng,1998,5.49302
mng,1999,5.14566
mng,2000,5.55037
mng,2002,7.21078
mng,2004,4.32573
mng,2007,4.69013
mng,2009,5.14485
mng,2010,4.6451
mng,2011,4.60903
mng,2012,5.19521
mng,2013,4.94077
mng,2014,4.71485
mng,2015,4.17699
mng,2016,5.18061
mng,2017,4.08859
mng,2018,6.17302
mng,2019,4.94089
moz,1998,1.89967
moz,1999,2.77802
moz,2004,3.3267
moz,2005,4.00578
moz,2006,3.87147
moz,2010,5.95293
moz,2011,6.26041
moz,2012,5.67216
moz,2013,6.11533
moz,2014,6.87633
moz,2015,6.01083
moz,2016,5.86504
moz,2017,5.50556
moz,2018,5.45219
moz,2019,6.22999
mrt,1997,1.5858
mrt,1999,1.72203
mrt,2001,2.10684
mrt,2002,2.27715
mrt,2003,2.36501
mrt,2004,1.9508
mrt,2006,1.95851
mrt,2011,2.33102
mrt,2012,2.15821
mrt,2013,2.29354
mrt,2016,1.94406
mrt,2019,1.89373
mrt,2020,1.88659
mus,1977,4.4409
mus,1978,5.56597
mus,1981,5.05398
mus,1982,4.60378
mus,1983,4.45373
mus,1984,4.08681
mus,1985,3.96309
mus,1986,3.48357
mus,1987,3.05736
mus,1988,3.13145
mus,1989,3.51567
mus,1990,3.17034
mus,1991,3.50989
mus,1999,3.93976
mus,2000,3.76911
mus,2001,3.11486
mus,2002,3.0609
mus,2003,4.41583
mus,2004,4.31307
mus,2005,4.0782
mus,2006,3.69751
mus,2007,3.1854
mus,2008,3.06307
mus,2009,3.04731
mus,2010,3.55147
mus,2011,3.33207
mus,2012,3.4182
mus,2013,3.61579
mus,2014,4.91695
mus,2015,4.88667
mus,2016,5.0136
mus,2017,5.02313
mus,2018,4.83459
mus,2019,4.7193
mus,2020,4.608
mwi,1971,4.40479
mwi,1972,3.3834
mwi,1973,3.33149
mwi,1974,3.08709
mwi,1975,2.70379
mwi,1976,2.42231
mwi,1986,3.19867
mwi,1987,3.52508
mwi,1988,3.17144
mwi,1989,3.17635
mwi,1990,3.27054
mwi,1995,4.00885
mwi,1996,5.38126
mwi,1999,4.99491
mwi,2000,5.24797
mwi,2001,4.50898
mwi,2003,3.21566
mwi,2010,3.5398
mwi,2011,4.15262
mwi,2013,5.41617
mwi,2014,4.83984
mwi,2015,5.60866
mwi,2016,4.74857
mwi,2017,4.03133
mwi,2018,3.38194
mwi,2019,3.71132
mwi,2020,2.90762
mys,1971,4.55094
mys,1979,5.08761
mys,1980,5.72619
mys,1981,6.69697
mys,1982,7.03278
mys,1984,5.6663
mys,1985,6.11111
mys,1986,7.24336
mys,1987,6.326
mys,1992,5.11143
mys,1993,4.65463
mys,1994,4.70529
mys,1995,4.34255
mys,1996,4.91385
mys,1997,4.62038
mys,1999,5.68679
mys,2000,5.97161
mys,2001,7.48447
mys,2002,7.65793
mys,2003,7.50288
mys,2004,5.92389
mys,2006,4.48576
mys,2007,4.37254
mys,2008,3.95852
mys,2009,5.97418
mys,2010,4.96645
mys,2011,5.76294
mys,2012,5.73903
mys,2013,5.4812
mys,2014,5.21264
mys,2015,4.89487
mys,2016,4.75192
mys,2017,4.67531
mys,2018,4.4796
mys,2019,4.16339
nam,1999,7.13076
nam,2000,6.90178
nam,2001,6.88887
nam,2002,6.74233
nam,2003,6.13714
nam,2006,6.03171
nam,2008,6.40343
nam,2010,8.2433
nam,2011,7.39781
nam,2012,7.7934
nam,2013,7.46637
nam,2014,7.45289
nam,2015,9.9137
nam,2016,10.65203
nam,2017,9.75998
nam,2018,8.98805
nam,2019,9.48041
nam,2020,9.40959
ner,1971,1.05227
ner,1990,2.07437
ner,1991,2.30833
ner,1992,2.24298
ner,1993,2.06512
ner,1994,2.26539
ner,1995,2.32975
ner,1996,2.14418
ner,1999,2.56853
ner,2000,2.56502
ner,2001,2.27982
ner,2002,2.40134
ner,2003,1.93706
ner,2006,2.55852
ner,2007,3.01462
ner,2008,2.72312
ner,2009,3.33588
ner,2010,2.72195
ner,2011,3.07762
ner,2012,3.18682
ner,2013,3.68953
ner,2014,5.10368
ner,2015,4.4859
ner,2016,2.97096
ner,2017,2.57716
ner,2018,3.44698
ner,2019,3.52317
nga,1974,3.21017
nga,1975,3.06369
nic,1970,2.03859
nic,1971,2.49203
nic,1979,2.82278
nic,1980,3.26241
nic,1982,3.79268
nic,1984,5.9789
nic,1987,5.35175
nic,1992,2.98497
nic,1998,2.22585
nic,1999,2.92365
nic,2000,3.0016
nic,2002,2.39101
nic,2003,2.42201
nic,2010,4.48422
nic,2014,4.08329
nic,2015,4.07843
nic,2016,4.08114
nic,2017,4.35769
nic,2018,3.56255
nic,2019,3.44283
nld,1970,6.22115
nld,1971,6.3282
nld,1972,6.31849
nld,1973,5.84295
nld,1974,6.33589
nld,1975,6.37166
nld,1976,6.31229
nld,1977,6.18251
nld,1978,6.18442
nld,1979,6.09033
nld,1980,5.8928
nld,1981,5.74937
nld,1982,5.69501
nld,1983,5.50079
nld,1984,5.09011
nld,1985,5.47288
nld,1986,5.56155
nld,1987,5.89792
nld,1988,5.47146
nld,1990,5.22879
nld,1991,5.16165
nld,1993,4.75661
nld,1994,4.66325
nld,1995,4.57888
nld,1996,4.49419
nld,1998,4.54057
nld,1999,4.507
nld,2000,4.58512
nld,2001,4.69965
nld,2002,4.8059
nld,2003,5.04042
nld,2004,5.06297
nld,2005,5.1094
nld,2006,5.04402
nld,2007,4.88683
nld,2008,5.02905
nld,2009,5.43156
nld,2010,5.48909
nld,2011,5.46304
nld,2012,5.41022
nld,2013,5.52656
nld,2014,5.4589
nld,2015,5.34816
nld,2016,5.4796
nld,2017,5.1751
nld,2018,5.35765
nld_curacao,2013,4.93095
nor,1972,5.90406
nor,1973,5.89172
nor,1974,5.67366
nor,1975,5.55022
nor,1976,6.1636
nor,1977,5.97281
nor,1978,6.44435
nor,1980,5.78015
nor,1981,5.54364
nor,1982,5.67885
nor,1983,5.6463
nor,1984,5.42937
nor,1985,5.25567
nor,1986,5.53983
nor,1987,5.78807
nor,1988,5.86597
nor,1989,6.29986
nor,1990,6.31038
nor,1991,6.37322
nor,1992,6.63614
nor,1993,7.67664
nor,1994,7.83043
nor,1995,7.69568
nor,1996,7.13805
nor,1997,7.30343
nor,1998,7.36078
nor,1999,6.96648
nor,2000,6.46727
nor,2001,6.83063
nor,2002,7.43729
nor,2003,7.41636
nor,2004,7.29827
nor,2005,6.86507
nor,2006,6.38276
nor,2007,6.5344
nor,2008,6.28522
nor,2009,7.10337
nor,2010,6.74634
nor,2011,6.45452
nor,2012,7.3747
nor,2013,7.48535
nor,2014,7.69504
nor,2015,7.56933
nor,2016,8.03055
nor,2017,7.91198
nor,2018,7.64411
npl,1998,2.89288
npl,1999,2.89331
npl,2000,2.97515
npl,2001,3.70838
npl,2002,3.15284
npl,2003,3.11435
npl,2004,3.17194
npl,2005,3.36464
npl,2006,3.60536
npl,2007,3.51721
npl,2008,3.80517
npl,2009,4.66376
npl,2010,3.63172
npl,2011,3.84262
npl,2012,3.29008
npl,2013,3.01811
npl,2014,3.47213
npl,2015,3.25902
npl,2016,3.90321
npl,2017,4.76722
npl,2018,4.43445
nru,2007,4.24615
nzl,1973,4.75323
nzl,1974,4.7468
nzl,1975,5.16753
nzl,1976,5.45474
nzl,1977,4.45267
nzl,1978,4.53253
nzl,1979,4.46766
nzl,1980,4.23265
nzl,1981,4.44055
nzl,1982,4.5327
nzl,1984,4.04568
nzl,1985,3.5463
nzl,1986,3.43031
nzl,1987,3.91739
nzl,1988,4.42586
nzl,1989,4.81824
nzl,1994,5.92605
nzl,1995,5.74213
nzl,1996,6.38372
nzl,1997,6.15722
nzl,1999,6.63621
nzl,2001,6.56049
nzl,2002,6.40699
nzl,2003,6.43753
nzl,2004,6.51203
nzl,2005,6.27896
nzl,2006,5.95276
nzl,2007,5.91965
nzl,2008,5.51145
nzl,2009,6.28817
nzl,2010,7.00039
nzl,2011,6.93969
nzl,2012,7.15993
nzl,2013,6.70155
nzl,2014,6.34243
nzl,2015,6.32506
nzl,2016,6.41179
nzl,2017,6.25974
nzl,2018,6.0485
omn,1986,3.79283
omn,1987,3.65626
omn,1988,3.38989
omn,1989,2.97824
omn,1990,2.83892
omn,1991,2.98794
omn,1992,3.12258
omn,1993,3.50822
omn,1994,3.44449
omn,1995,3.41326
omn,1996,3.18452
omn,1997,3.3568
omn,1998,4.13833
omn,1999,4.03593
omn,2000,3.20024
omn,2001,4.02032
omn,2002,4.32507
omn,2003,3.89699
omn,2004,4.02836
omn,2005,3.51721
omn,2006,3.85934
omn,2009,4.18774
omn,2013,4.98458
omn,2017,5.84019
omn,2018,5.20723
omn,2019,5.41321
pak,1971,1.65422
pak,1972,1.56882
pak,1973,1.83042
pak,1974,1.88065
pak,1975,1.98008
pak,1976,2.23794
pak,1977,2.14983
pak,1978,2.20418
pak,1979,2.19807
pak,1980,2.13095
pak,1981,1.97245
pak,1982,2.01367
pak,1983,1.99577
pak,1984,2.06985
pak,1985,2.43543
pak,1986,2.67813
pak,1987,2.97746
pak,1989,2.36382
pak,1990,2.51681
pak,1991,2.56676
pak,1992,2.54968
pak,1993,2.38644
pak,1994,2.58931
pak,1995,2.79531
pak,1996,2.81057
pak,1997,3.0223
pak,1999,2.61149
pak,2000,1.83782
pak,2004,1.76759
pak,2005,2.04972
pak,2006,2.39551
pak,2007,2.63527
pak,2008,2.74623
pak,2009,2.59078
pak,2010,2.28687
pak,2011,2.22175
pak,2012,2.13628
pak,2013,2.49344
pak,2014,2.46593
pak,2015,2.65002
pak,2016,3.00292
pak,2017,2.89952
pak,2019,2.50755
pan,1970,4.04328
pan,1971,3.35392
pan,1972,3.98282
pan,1973,3.48575
pan,1974,3.8198
pan,1975,4.15451
pan,1976,4.31273
pan,1977,4.28096
pan,1978,3.60598
pan,1979,3.64255
pan,1980,3.53567
pan,1981,3.4318
pan,1982,3.41851
pan,1983,3.55091
pan,1984,3.46871
pan,1985,3.52146
pan,1986,3.34574
pan,1987,3.87012
pan,1994,3.47054
pan,1995,3.94781
pan,1996,4.09432
pan,1997,3.84711
pan,1999,4.56723
pan,2000,4.75969
pan,2001,4.10588
pan,2002,4.19164
pan,2003,4.1687
pan,2004,3.57866
pan,2008,3.50229
pan,2011,3.15901
pan,2013,3.4
pan,2015,2.83629
pan,2016,2.84608
pan,2017,2.88224
pan,2018,2.88293
pan,2019,3.12736
per,1973,3.39172
per,1996,3.1188
per,1998,3.27818
per,1999,3.44134
per,2000,3.22803
per,2001,3.03712
per,2002,2.82057
per,2003,2.9378
per,2004,2.95787
per,2005,2.83903
per,2006,2.65281
per,2007,2.6294
per,2008,2.86775
per,2009,3.13994
per,2010,2.8673
per,2011,2.6635
per,2012,2.92276
per,2013,3.29729
per,2014,3.69599
per,2015,3.96933
per,2016,3.81317
per,2017,3.93131
per,2018,3.7143
per,2019,3.81996
per,2020,4.24668
phl,1980,1.71773
phl,1982,2.07493
phl,1983,1.68607
phl,1986,1.72621
phl,1995,3.04226
phl,1996,3.36287
phl,1997,3.51716
phl,1998,3.81449
phl,2000,3.1644
phl,2001,2.92464
phl,2002,2.89222
phl,2003,2.93518
phl,2004,2.46983
phl,2005,2.32807
phl,2006,2.42579
phl,2007,2.48518
phl,2008,2.58283
phl,2009,2.53777
phl,2010,2.31
phl,2013,3.02
phl,2014,2.79
phl,2015,3.33
phl,2016,3.57
phl,2017,4.4
phl,2018,3.1331
phl,2019,3.23437
plw,2000,8.01798
plw,2001,7.7072
plw,2002,7.52199
png,1972,5.24716
png,1977,7.38971
png,2017,1.96493
png,2018,1.87483
pol,1991,3.89145
pol,1992,4.18793
pol,1993,4.18276
pol,1995,4.33026
pol,1996,6.25738
pol,1998,4.94201
pol,1999,4.59182
pol,2000,4.98393
pol,2001,5.31903
pol,2002,5.38735
pol,2003,5.32449
pol,2004,5.35558
pol,2005,5.42575
pol,2006,5.20765
pol,2007,4.86874
pol,2008,5.0424
pol,2009,4.98977
pol,2010,5.06302
pol,2011,4.82497
pol,2012,4.82955
pol,2013,4.97062
pol,2014,4.93554
pol,2015,4.80994
pol,2016,4.6334
pol,2017,4.55846
pol,2018,4.6158
pri,1971,7.25052
pri,1972,7.21458
pri,1973,6.47993
pri,1974,7.2869
pri,1975,6.22974
pri,1976,7.14049
pri,1977,6.38757
pri,1978,6.68103
pri,2013,6.48108
pri,2014,6.07266
prt,1973,1.63392
prt,1974,1.93536
prt,1975,3.06246
prt,1976,3.07873
prt,1978,2.90048
prt,1979,2.6993
prt,1980,3.06743
prt,1981,3.18575
prt,1982,3.3291
prt,1983,3.23281
prt,1984,3.14254
prt,1985,3.26249
prt,1986,3.04925
prt,1987,3.15798
prt,1988,3.38753
prt,1989,3.47524
prt,1990,3.56972
prt,1991,4.07133
prt,1992,4.33747
prt,1993,4.84095
prt,1994,4.6713
prt,1995,4.61331
prt,1996,5.06511
prt,1999,5.04686
prt,2000,5.16385
prt,2001,5.33713
prt,2002,5.25872
prt,2003,5.28153
prt,2004,5.04638
prt,2005,5.07395
prt,2006,4.90767
prt,2007,4.92147
prt,2008,4.69609
prt,2009,5.56315
prt,2010,5.41249
prt,2011,5.12333
prt,2012,4.94941
prt,2013,5.27097
prt,2014,5.124
prt,2015,4.88554
prt,2017,5.01561
prt,2018,4.67516
pry,1970,2.10519
pry,1971,2.26544
pry,1985,1.39585
pry,1990,1.04071
pry,1998,4.19834
pry,1999,4.23088
pry,2000,4.23021
pry,2001,3.83357
pry,2002,3.40773
pry,2003,3.38276
pry,2004,2.8699
pry,2007,2.73951
pry,2010,2.77072
pry,2013,4.80933
pry,2014,4.78911
pry,2015,3.33815
pry,2017,3.08969
pry,2018,3.2832
pry,2019,3.46971
pse,2010,6.19168
pse,2011,5.33528
pse,2012,4.74211
pse,2013,4.89467
pse,2015,4.66322
pse,2016,4.98296
pse,2017,4.72154
pse,2018,5.31887
qat,1971,3.00028
qat,1972,2.69144
qat,1973,2.86783
qat,1976,1.74697
qat,1977,1.97006
qat,1978,2.77697
qat,1998,3.57767
qat,1999,4.3453
qat,2000,3.72598
qat,2001,3.20019
qat,2002,3.84656
qat,2003,3.37394
qat,2004,3.46259
qat,2005,3.97188
qat,2008,4.22755
qat,2009,3.41315
qat,2010,4.53966
qat,2011,4.01224
qat,2012,3.50744
qat,2013,4.07384
qat,2014,3.60535
qat,2017,2.96746
qat,2019,2.81229
qat,2020,3.19033
rou,1996,3.24122
rou,2000,2.86863
rou,2001,3.26629
rou,2002,3.50413
rou,2003,3.54397
rou,2004,3.31273
rou,2005,3.50039
rou,2006,4.30651
rou,2007,4.14954
rou,2008,4.0972
rou,2009,4.00213
rou,2010,3.49361
rou,2011,3.06137
rou,2012,2.9638
rou,2013,3.05174
rou,2014,3.12122
rou,2015,3.10963
rou,2016,2.97989
rou,2017,3.09539
rou,2018,3.34475
rus,2000,2.93979
rus,2001,3.10602
rus,2002,3.83502
rus,2003,3.67854
rus,2004,3.54787
rus,2005,3.77193
rus,2006,3.86626
rus,2008,4.10175
rus,2012,3.7931
rus,2013,3.76383
rus,2014,4.01388
rus,2015,3.83403
rus,2016,3.76044
rus,2017,4.68991
rus,2018,4.6782
rwa,1977,2.15021
rwa,1978,2.23247
rwa,1979,2.44128
rwa,1980,2.66633
rwa,1981,4.39297
rwa,1987,3.50578
rwa,1988,3.33534
rwa,1989,3.74663
rwa,1999,3.86058
rwa,2000,3.43636
rwa,2001,4.82786
rwa,2007,3.98742
rwa,2008,3.50408
rwa,2010,4.63384
rwa,2011,4.38598
rwa,2012,4.42352
rwa,2013,4.74492
rwa,2014,4.19878
rwa,2015,3.64916
rwa,2016,3.43673
rwa,2017,3.12646
rwa,2018,3.07375
rwa,2019,3.35546
rwa,2020,3.40727
sau,1981,3.89025
sau,1982,4.14255
sau,1983,5.97797
sau,1984,6.10957
sau,1986,6.25535
sau,1991,5.77946
sau,1992,5.14463
sau,1993,5.99929
sau,1994,6.34382
sau,1995,5.69247
sau,1996,4.94375
sau,1997,4.37708
sau,1998,8.28131
sau,1999,7.07227
sau,2000,5.90982
sau,2001,7.71887
sau,2002,7.63689
sau,2003,7.10509
sau,2004,6.27746
sau,2005,5.43092
sau,2006,5.89117
sau,2008,5.13781
sdn,2000,1.01218
sdn,2002,1.42644
sdn,2004,1.6299
sdn,2005,1.56307
sdn,2006,1.96302
sdn,2008,2.20143
sdn,2009,2.21868
sen,1998,2.47457
sen,1999,2.44497
sen,2000,2.44968
sen,2001,2.45949
sen,2002,2.583
sen,2003,2.73822
sen,2004,3.0606
sen,2005,4.0423
sen,2006,3.80787
sen,2008,4.02568
sen,2009,4.92073
sen,2010,5.21774
sen,2011,4.90303
sen,2012,4.77699
sen,2013,5.68656
sen,2014,5.72021
sen,2015,5.45638
sen,2016,5.11309
sen,2017,4.62497
sen,2018,4.85822
sen,2019,5.2872
sgp,1971,3.10976
sgp,1972,2.86827
sgp,1973,2.48882
sgp,1974,2.38852
sgp,1975,2.43949
sgp,1976,2.69239
sgp,1977,2.4508
sgp,1978,2.291
sgp,1979,2.24925
sgp,1980,2.55967
sgp,1981,2.58366
sgp,1982,3.26776
sgp,1983,3.94772
sgp,1988,3.65207
sgp,2000,3.3213
sgp,2001,3.54249
sgp,2002,3.87853
sgp,2003,3.98194
sgp,2004,3.65276
sgp,2005,3.19596
sgp,2006,2.85912
sgp,2007,2.94675
sgp,2008,2.7646
sgp,2009,3.01013
sgp,2010,3.08044
sgp,2011,3.03077
sgp,2012,3.07086
sgp,2013,2.85435
sgp,2014,2.92437
sgp,2015,2.86309
sgp,2016,2.87483
sgp,2017,2.76826
sgp,2018,2.64509
sgp,2019,2.63197
sgp,2020,2.50666
slb,1971,3.4
slb,1991,3.8754
slb,1998,2.31502
slb,2007,8.2208
slb,2008,7.65633
slb,2009,7.2885
slb,2010,7.93174
slb,2011,8.12519
slb,2012,8.08703
slb,2013,10.1747
slb,2014,9.812
slb,2015,10.1349
sle,2000,4.94937
sle,2001,3.43272
sle,2002,3.54528
sle,2003,3.26061
sle,2004,3.10713
sle,2005,2.79698
sle,2007,2.55851
sle,2008,2.41317
sle,2009,2.77814
sle,2010,2.58864
sle,2011,2.6689
sle,2012,2.87204
sle,2013,2.37981
sle,2014,2.66292
sle,2015,3.05729
sle,2016,3.06023
sle,2017,4.63577
sle,2018,6.98963
sle,2019,7.36543
sle,2020,9.26147
slv,1975,0.90451
slv,1998,2.54725
slv,1999,2.56261
slv,2000,2.83868
slv,2002,3.24284
slv,2003,3.13467
slv,2005,3.17785
slv,2006,3.49298
slv,2007,3.60985
slv,2008,4.45811
slv,2009,4.6595
slv,2010,4.04808
slv,2011,3.89854
slv,2012,3.71244
slv,2013,3.80149
slv,2014,3.82416
slv,2015,3.90988
slv,2016,3.82524
slv,2017,3.72523
slv,2018,3.60575
slv,2019,3.38516
smr,2010,2.62884
smr,2011,2.70296
smr,2017,3.36997
smr,2018,3.55516
smr,2019,3.3797
som,1972,1.18469
som,1973,1.27728
srb,2007,4.20984
srb,2008,4.442
srb,2009,4.48398
srb,2010,4.32781
srb,2011,4.23836
srb,2012,4.16421
srb,2014,3.92698
srb,2015,3.7864
srb,2016,3.6347
srb,2017,3.71016
srb,2018,3.58232
srb,2019,3.61922
ssd,2011,0.96289
ssd,2013,1.0245
ssd,2014,1.23246
ssd,2015,1.46556
ssd,2016,1.5439
stp,2002,2.72058
stp,2003,3.24693
stp,2004,3.23471
stp,2005,4.85645
stp,2006,4.27118
stp,2007,6.28683
stp,2008,5.55449
stp,2009,10.6779
stp,2010,9.65147
stp,2011,8.8911
stp,2012,6.33951
stp,2013,5.93969
stp,2014,3.74906
stp,2015,3.8646
stp,2016,5.17304
stp,2017,5.03637
stp,2018,5.23511
stp,2019,5.92155
sur,2015,5.92651
sur,2016,5.9803
sur,2017,6.10751
sur,2018,5.6886
sur,2019,7.23706
svk,1992,5.35695
svk,1993,4.4496
svk,1994,3.7125
svk,1995,4.29758
svk,1996,4.1244
svk,1997,4.12232
svk,1999,4.1073
svk,2000,3.86468
svk,2001,3.9357
svk,2002,4.2454
svk,2003,4.20957
svk,2004,4.10157
svk,2005,3.75996
svk,2006,3.7077
svk,2007,3.52321
svk,2008,3.52165
svk,2009,4.00641
svk,2010,4.07898
svk,2011,3.92467
svk,2012,3.86287
svk,2013,4.07135
svk,2014,4.22059
svk,2015,4.599
svk,2016,3.91107
svk,2017,3.94064
svk,2018,3.97583
svn,1995,4.90559
svn,2001,5.75683
svn,2002,5.67286
svn,2003,5.70333
svn,2004,5.64426
svn,2005,5.60408
svn,2006,5.59066
svn,2007,5.11661
svn,2008,5.10952
svn,2009,5.55497
svn,2010,5.54546
svn,2011,5.54126
svn,2012,5.62023
svn,2013,5.40573
svn,2014,5.2917
svn,2015,4.90953
svn,2016,4.79267
svn,2017,4.78078
svn,2018,4.93604
swe,1979,6.37238
swe,1980,6.53705
swe,1981,6.7812
swe,1990,5.21219
swe,1991,5.44381
swe,1992,5.2585
swe,1993,5.50703
swe,1995,6.14814
swe,1996,6.83862
swe,1998,7.06125
swe,1999,6.84873
swe,2000,6.74015
swe,2001,6.61764
swe,2002,6.92435
swe,2003,6.79143
swe,2004,6.66311
swe,2005,6.5064
swe,2006,6.36429
swe,2007,6.17159
swe,2008,6.34455
swe,2009,6.74971
swe,2010,6.52269
swe,2011,6.36692
swe,2012,7.53697
swe,2013,7.61121
swe,2014,7.57373
swe,2015,7.4439
swe,2016,7.61862
swe,2017,7.56883
swe,2018,7.64084
swz,1976,3.71435
swz,1977,3.9443
swz,1978,5.79652
swz,1979,6.36428
swz,1980,5.2972
swz,1981,6.58383
swz,1982,6.75364
swz,1987,5.8022
swz,1988,5.51156
swz,1989,5.66129
swz,1990,5.48457
swz,1994,5.14029
swz,1995,5.65314
swz,1996,4.93816
swz,1999,5.09095
swz,2000,5.50848
swz,2001,4.83824
swz,2002,4.44087
swz,2003,5.81677
swz,2004,5.40161
swz,2005,6.48462
swz,2006,6.55476
swz,2008,6.61812
swz,2009,6.47135
swz,2010,6.11837
swz,2011,6.86433
swz,2014,7.07032
swz,2015,5.35575
swz,2016,5.41467
swz,2017,6.13809
swz,2018,5.67916
swz,2019,5.64555
swz,2020,5.34234
syc,1970,4.18848
syc,1971,4.06639
syc,1972,4.24694
syc,1974,4.28333
syc,1975,4.34502
syc,1976,4.74596
syc,1984,12.02893
syc,1985,10.23305
syc,1986,9.7136
syc,1988,8.29189
syc,1989,8.22952
syc,1994,9.02171
syc,1995,7.70369
syc,1996,7.77922
syc,1998,5.99207
syc,1999,5.261
syc,2002,5.19333
syc,2003,5.37493
syc,2006,4.77012
syc,2010,3.54826
syc,2011,3.60644
syc,2012,2.61393
syc,2013,3.60813
syc,2014,4.08368
syc,2015,4.2229
syc,2016,4.42102
syc,2017,3.67729
syc,2018,4.49884
syc,2019,3.91459
syr,1972,3.58356
syr,1973,3.68991
syr,1975,3.93451
syr,1976,5.83146
syr,1977,5.71442
syr,1978,5.51426
syr,1979,4.96617
syr,1980,4.57553
syr,1981,5.38393
syr,1982,5.89762
syr,1984,6.13389
syr,1985,6.07005
syr,1986,5.62293
syr,1987,4.56184
syr,1988,3.61586
syr,1989,4.03414
syr,1996,3.69905
syr,2001,4.36049
syr,2002,5.04694
syr,2003,6.48084
syr,2004,5.37148
syr,2006,5.346
syr,2007,4.87197
syr,2008,4.59525
syr,2009,5.13014
tca,2000,4.71883
tca,2001,4.84301
