geo,time,sp_dyn_cbrt_in
and,2002,11.2
and,2003,10.3
and,2004,10.9
and,2005,10.7
and,2006,10.6
and,2007,10.1
and,2008,10.4
and,2009,9.9
and,2010,9.8
and,2012,9.5
and,2016,8.8
and,2018,7.2
and,2019,7
are,1960,47.266
are,1961,46.705
are,1962,46.093
are,1963,45.426
are,1964,44.694
are,1965,43.856
are,1966,42.857
are,1967,41.678
are,1968,40.329
are,1969,38.843
are,1970,37.276
are,1971,35.695
are,1972,34.179
are,1973,32.804
are,1974,31.625
are,1975,30.703
are,1976,30.082
are,1977,29.735
are,1978,29.611
are,1979,29.666
are,1980,29.839
are,1981,30.059
are,1982,30.251
are,1983,30.343
are,1984,30.282
are,1985,30.022
are,1986,29.537
are,1987,28.859
are,1988,28.026
are,1989,27.059
are,1990,25.984
are,1991,24.828
are,1992,23.631
are,1993,22.437
are,1994,21.282
are,1995,20.21
are,1996,19.253
are,1997,18.41
are,1998,17.675
are,1999,17.043
are,2000,16.494
are,2001,15.996
are,2002,15.514
are,2003,15.024
are,2004,14.518
are,2005,14.001
are,2006,13.49
are,2007,13.01
are,2008,12.581
are,2009,12.208
are,2010,11.888
are,2011,11.616
are,2012,11.377
are,2013,11.159
are,2014,10.958
are,2015,10.772
are,2016,10.603
are,2017,10.456
are,2018,10.331
are,2019,10.223
are,2020,10.126
arg,1960,23.775
arg,1961,23.569
arg,1962,23.372
arg,1963,23.191
arg,1964,23.033
arg,1965,22.909
arg,1966,22.83
arg,1967,22.804
arg,1968,22.834
arg,1969,22.924
arg,1970,23.09
arg,1971,23.35
arg,1972,23.695
arg,1973,24.098
arg,1974,24.524
arg,1975,24.912
arg,1976,25.191
arg,1977,25.32
arg,1978,25.277
arg,1979,25.066
arg,1980,24.718
arg,1981,24.288
arg,1982,23.846
arg,1983,23.451
arg,1984,23.128
arg,1985,22.889
arg,1986,22.727
arg,1987,22.606
arg,1988,22.493
arg,1989,22.372
arg,1990,22.226
arg,1991,22.036
arg,1992,21.802
arg,1993,21.526
arg,1994,21.214
arg,1995,20.881
arg,1996,20.545
arg,1997,20.229
arg,1998,19.945
arg,1999,19.702
arg,2000,19.499
arg,2001,19.328
arg,2002,19.175
arg,2003,19.026
arg,2004,18.879
arg,2005,18.735
arg,2006,18.596
arg,2007,18.469
arg,2008,18.355
arg,2009,18.252
arg,2010,18.154
arg,2011,18.055
arg,2012,17.949
arg,2013,17.831
arg,2014,17.698
arg,2015,17.548
arg,2016,17.383
arg,2017,17.205
arg,2018,17.021
arg,2019,16.833
arg,2020,16.644
arm,1960,38.509
arm,1961,37.217
arm,1962,35.561
arm,1963,33.629
arm,1964,31.54
arm,1965,29.447
arm,1966,27.496
arm,1967,25.786
arm,1968,24.389
arm,1969,23.355
arm,1970,22.694
arm,1971,22.366
arm,1972,22.262
arm,1973,22.283
arm,1974,22.382
arm,1975,22.53
arm,1976,22.721
arm,1977,22.961
arm,1978,23.243
arm,1979,23.538
arm,1980,23.823
arm,1981,24.082
arm,1982,24.297
arm,1983,24.446
arm,1984,24.502
arm,1985,24.431
arm,1986,24.207
arm,1987,23.826
arm,1988,23.292
arm,1989,22.609
arm,1990,21.768
arm,1991,20.764
arm,1992,19.627
arm,1993,18.41
arm,1994,17.172
arm,1995,15.991
arm,1996,14.947
arm,1997,14.092
arm,1998,13.457
arm,1999,13.062
arm,2000,12.91
arm,2001,12.98
arm,2002,13.208
arm,2003,13.524
arm,2004,13.884
arm,2005,14.244
arm,2006,14.572
arm,2007,14.855
arm,2008,15.08
arm,2009,15.233
arm,2010,15.304
arm,2011,15.297
arm,2012,15.232
arm,2013,15.125
arm,2014,14.979
arm,2015,14.795
arm,2016,14.568
arm,2017,14.298
arm,2018,13.987
arm,2019,13.646
arm,2020,13.281
asm,2006,21.6
asm,2010,18.7
asm,2014,17.5
asm,2017,16.6
asm,2020,12.7
atg,1960,32.829
atg,1961,32.5
atg,1962,32.141
atg,1963,31.752
atg,1964,31.33
atg,1965,30.858
atg,1966,30.32
atg,1967,29.698
atg,1968,28.98
atg,1969,28.164
atg,1970,27.229
atg,1971,26.15
atg,1972,24.948
atg,1973,23.664
atg,1974,22.353
atg,1975,21.104
atg,1976,20.013
atg,1977,19.142
atg,1978,18.525
atg,1979,18.169
atg,1980,18.047
atg,1981,18.097
atg,1982,18.228
atg,1983,18.365
atg,1984,18.47
atg,1985,18.525
atg,1986,18.535
atg,1987,18.534
atg,1988,18.549
atg,1989,18.587
atg,1990,18.659
atg,1991,18.776
atg,1992,18.938
atg,1993,19.132
atg,1994,19.344
atg,1995,19.555
atg,1996,19.741
atg,1997,19.879
atg,1998,19.95
atg,1999,19.943
atg,2000,19.84
atg,2001,19.635
atg,2002,19.339
atg,2003,18.977
atg,2004,18.566
atg,2005,18.137
atg,2006,17.72
atg,2007,17.341
atg,2008,17.014
atg,2009,16.749
atg,2010,16.547
atg,2011,16.396
atg,2012,16.272
atg,2013,16.152
atg,2014,16.026
atg,2015,15.883
atg,2016,15.717
atg,2017,15.53
atg,2018,15.327
atg,2019,15.107
atg,2020,14.876
aus,1960,22.4
aus,1961,22.9
aus,1962,22.1
aus,1963,21.5
aus,1964,20.5
aus,1965,19.6
aus,1966,19.8
aus,1967,19.4
aus,1968,20.1
aus,1969,20.4
aus,1970,20.6
aus,1971,21.4
aus,1972,20.1
aus,1973,18.5
aus,1974,17.8
aus,1975,16.7
aus,1976,16.2
aus,1977,15.9
aus,1978,15.6
aus,1979,15.3
aus,1980,15.3
aus,1981,15.7
aus,1982,15.8
aus,1983,15.8
aus,1984,15
aus,1985,15.7
aus,1986,15
aus,1987,15.4
aus,1988,14.9
aus,1989,14.9
aus,1990,15.4
aus,1991,14.9
aus,1992,15.1
aus,1993,14.7
aus,1994,14.5
aus,1995,14.2
aus,1996,13.9
aus,1997,13.6
aus,1998,13.3
aus,1999,13.1
aus,2000,13
aus,2001,12.7
aus,2002,12.8
aus,2003,12.6
aus,2004,12.3
aus,2005,12.8
aus,2006,12.9
aus,2007,14.1
aus,2008,14
aus,2009,13.9
aus,2010,13.7
aus,2011,13.6
aus,2012,13.7
aus,2013,13.3
aus,2014,13.2
aus,2015,12.9
aus,2016,12.9
aus,2017,12.6
aus,2018,12.6
aus,2019,12.1
aus,2020,11.5
aut,1960,17.9
aut,1961,18.6
aut,1962,18.7
aut,1963,18.8
aut,1964,18.5
aut,1965,17.9
aut,1966,17.6
aut,1967,17.3
aut,1968,17
aut,1969,16.3
aut,1970,15
aut,1971,14.5
aut,1972,13.8
aut,1973,12.9
aut,1974,12.8
aut,1975,12.4
aut,1976,11.6
aut,1977,11.3
aut,1978,11.3
aut,1979,11.4
aut,1980,12
aut,1981,12.4
aut,1982,12.5
aut,1983,11.9
aut,1984,11.8
aut,1985,11.6
aut,1986,11.5
aut,1987,11.4
aut,1988,11.6
aut,1989,11.6
aut,1990,11.8
aut,1991,12.2
aut,1992,12.2
aut,1993,12
aut,1994,11.6
aut,1995,11.2
aut,1996,11.2
aut,1997,10.5
aut,1998,10.2
aut,1999,9.8
aut,2000,9.8
aut,2001,9.4
aut,2002,9.7
aut,2003,9.5
aut,2004,9.7
aut,2005,9.5
aut,2006,9.4
aut,2007,9.2
aut,2008,9.3
aut,2009,9.2
aut,2010,9.4
aut,2011,9.3
aut,2012,9.4
aut,2013,9.4
aut,2014,9.6
aut,2015,9.8
aut,2016,10
aut,2017,10
aut,2018,9.7
aut,2019,9.6
aut,2020,9.4
aze,1960,45.931
aze,1961,45.741
aze,1962,45.15
aze,1963,44.147
aze,1964,42.774
aze,1965,41.099
aze,1966,39.22
aze,1967,37.266
aze,1968,35.358
aze,1969,33.583
aze,1970,32.003
aze,1971,30.639
aze,1972,29.459
aze,1973,28.443
aze,1974,27.604
aze,1975,26.959
aze,1976,26.524
aze,1977,26.291
aze,1978,26.236
aze,1979,26.34
aze,1980,26.591
aze,1981,26.3
aze,1982,25.2
aze,1983,26.1
aze,1984,26.6
aze,1985,26.6
aze,1986,27.6
aze,1987,26.8
aze,1988,26.4
aze,1989,26.4
aze,1990,25.9
aze,1991,26.6
aze,1992,25.2
aze,1993,23.7
aze,1994,21.4
aze,1995,18.9
aze,1996,16.6
aze,1997,16.8
aze,1998,15.7
aze,1999,14.7
aze,2000,14.5
aze,2001,13.6
aze,2002,13.5
aze,2003,13.8
aze,2004,15.8
aze,2005,16.9
aze,2006,17.6
aze,2007,17.7
aze,2008,17.4
aze,2009,17
aze,2010,18.3
aze,2011,19.2
aze,2012,18.8
aze,2013,18.3
aze,2014,17.9
aze,2015,17.2
aze,2016,16.3
aze,2017,14.6
aze,2018,14
aze,2019,14.1
aze,2020,12.5
bdi,1960,48.51
bdi,1961,48.446
bdi,1962,48.391
bdi,1963,48.338
bdi,1964,48.283
bdi,1965,48.212
bdi,1966,48.114
bdi,1967,47.995
bdi,1968,47.867
bdi,1969,47.749
bdi,1970,47.677
bdi,1971,47.694
bdi,1972,47.823
bdi,1973,48.072
bdi,1974,48.431
bdi,1975,48.878
bdi,1976,49.376
bdi,1977,49.876
bdi,1978,50.335
bdi,1979,50.726
bdi,1980,51.038
bdi,1981,51.279
bdi,1982,51.464
bdi,1983,51.6
bdi,1984,51.676
bdi,1985,51.67
bdi,1986,51.558
bdi,1987,51.323
bdi,1988,50.961
bdi,1989,50.475
bdi,1990,49.866
bdi,1991,49.136
bdi,1992,48.315
bdi,1993,47.442
bdi,1994,46.555
bdi,1995,45.702
bdi,1996,44.926
bdi,1997,44.251
bdi,1998,43.696
bdi,1999,43.274
bdi,2000,42.993
bdi,2001,42.849
bdi,2002,42.809
bdi,2003,42.836
bdi,2004,42.902
bdi,2005,42.981
bdi,2006,43.053
bdi,2007,43.102
bdi,2008,43.11
bdi,2009,43.057
bdi,2010,42.919
bdi,2011,42.682
bdi,2012,42.35
bdi,2013,41.933
bdi,2014,41.44
bdi,2015,40.883
bdi,2016,40.278
bdi,2017,39.646
bdi,2018,39.008
bdi,2019,38.377
bdi,2020,37.765
bel,1960,16.8
bel,1961,17.3
bel,1962,16.8
bel,1963,17.1
bel,1964,17.2
bel,1965,16.4
bel,1966,15.9
bel,1967,15.3
bel,1968,14.8
bel,1969,14.7
bel,1970,14.7
bel,1971,14.6
bel,1972,14
bel,1973,13.3
bel,1974,12.7
bel,1975,12.2
bel,1976,12.3
bel,1977,12.4
bel,1978,12.5
bel,1979,12.6
bel,1980,12.6
bel,1981,12.6
bel,1982,12.2
bel,1983,11.9
bel,1984,11.7
bel,1985,11.6
bel,1986,11.9
bel,1987,11.9
bel,1988,12.1
bel,1989,12.2
bel,1990,12.4
bel,1991,12.6
bel,1992,12.4
bel,1993,12
bel,1994,11.5
bel,1995,11.4
bel,1996,11.5
bel,1997,11.4
bel,1998,11.2
bel,1999,11.2
bel,2000,11.4
bel,2001,11.2
bel,2002,10.9
bel,2003,11
bel,2004,11.3
bel,2005,11.4
bel,2006,11.6
bel,2007,11.7
bel,2008,11.9
bel,2009,11.8
bel,2010,11.9
bel,2011,11.7
bel,2012,11.5
bel,2013,11.3
bel,2014,11.2
bel,2015,10.8
bel,2016,10.8
bel,2017,10.5
bel,2018,10.4
bel,2019,10.2
bel,2020,9.9
ben,1960,44.304
ben,1961,44.733
ben,1962,45.13
ben,1963,45.489
ben,1964,45.805
ben,1965,46.075
ben,1966,46.296
ben,1967,46.476
ben,1968,46.622
ben,1969,46.739
ben,1970,46.835
ben,1971,46.919
ben,1972,46.995
ben,1973,47.066
ben,1974,47.135
ben,1975,47.202
ben,1976,47.262
ben,1977,47.309
ben,1978,47.339
ben,1979,47.348
ben,1980,47.337
ben,1981,47.306
ben,1982,47.256
ben,1983,47.188
ben,1984,47.1
ben,1985,46.991
ben,1986,46.856
ben,1987,46.693
ben,1988,46.502
ben,1989,46.281
ben,1990,46.029
ben,1991,45.745
ben,1992,45.432
ben,1993,45.093
ben,1994,44.733
ben,1995,44.356
ben,1996,43.965
ben,1997,43.564
ben,1998,43.161
ben,1999,42.76
ben,2000,42.371
ben,2001,42.002
ben,2002,41.654
ben,2003,41.326
ben,2004,41.018
ben,2005,40.726
ben,2006,40.445
ben,2007,40.167
ben,2008,39.884
ben,2009,39.59
ben,2010,39.278
ben,2011,38.945
ben,2012,38.591
ben,2013,38.219
ben,2014,37.831
ben,2015,37.432
ben,2016,37.027
ben,2017,36.621
ben,2018,36.221
ben,2019,35.831
ben,2020,35.452
bfa,1960,47.24
bfa,1961,47.215
bfa,1962,47.21
bfa,1963,47.229
bfa,1964,47.273
bfa,1965,47.332
bfa,1966,47.388
bfa,1967,47.429
bfa,1968,47.45
bfa,1969,47.456
bfa,1970,47.464
bfa,1971,47.502
bfa,1972,47.59
bfa,1973,47.734
bfa,1974,47.932
bfa,1975,48.169
bfa,1976,48.424
bfa,1977,48.668
bfa,1978,48.873
bfa,1979,49.022
bfa,1980,49.099
bfa,1981,49.092
bfa,1982,49.011
bfa,1983,48.871
bfa,1984,48.68
bfa,1985,48.457
bfa,1986,48.218
bfa,1987,47.982
bfa,1988,47.764
bfa,1989,47.574
bfa,1990,47.417
bfa,1991,47.296
bfa,1992,47.197
bfa,1993,47.109
bfa,1994,47.026
bfa,1995,46.939
bfa,1996,46.843
bfa,1997,46.732
bfa,1998,46.601
bfa,1999,46.442
bfa,2000,46.253
bfa,2001,46.031
bfa,2002,45.778
bfa,2003,45.495
bfa,2004,45.176
bfa,2005,44.817
bfa,2006,44.407
bfa,2007,43.946
bfa,2008,43.438
bfa,2009,42.89
bfa,2010,42.314
bfa,2011,41.721
bfa,2012,41.127
bfa,2013,40.543
bfa,2014,39.979
bfa,2015,39.437
bfa,2016,38.92
bfa,2017,38.419
bfa,2018,37.93
bfa,2019,37.453
bfa,2020,36.989
bgd,1960,48.34
bgd,1961,48.403
bgd,1962,48.426
bgd,1963,48.412
bgd,1964,48.364
bgd,1965,48.28
bgd,1966,48.157
bgd,1967,47.989
bgd,1968,47.775
bgd,1969,47.517
bgd,1970,47.217
bgd,1971,46.879
bgd,1972,46.511
bgd,1973,46.117
bgd,1974,45.704
bgd,1975,45.279
bgd,1976,44.852
bgd,1977,44.421
bgd,1978,43.981
bgd,1979,43.525
bgd,1980,43.039
bgd,1981,42.505
bgd,1982,41.91
bgd,1983,41.247
bgd,1984,40.514
bgd,1985,39.713
bgd,1986,38.846
bgd,1987,37.933
bgd,1988,36.992
bgd,1989,36.041
bgd,1990,35.099
bgd,1991,34.183
bgd,1992,33.299
bgd,1993,32.454
bgd,1994,31.653
bgd,1995,30.897
bgd,1996,30.181
bgd,1997,29.493
bgd,1998,28.821
bgd,1999,28.158
bgd,2000,27.493
bgd,2001,26.818
bgd,2002,26.132
bgd,2003,25.439
bgd,2004,24.742
bgd,2005,24.053
bgd,2006,23.384
bgd,2007,22.747
bgd,2008,22.153
bgd,2009,21.605
bgd,2010,21.107
bgd,2011,20.657
bgd,2012,20.245
bgd,2013,19.862
bgd,2014,19.501
bgd,2015,19.156
bgd,2016,18.824
bgd,2017,18.501
bgd,2018,18.184
bgd,2019,17.868
bgd,2020,17.549
bgr,1960,17.8
bgr,1961,17.4
bgr,1962,16.7
bgr,1963,16.4
bgr,1964,16.1
bgr,1965,15.3
bgr,1966,14.9
bgr,1967,15
bgr,1968,16.9
bgr,1969,17
bgr,1970,16.3
bgr,1971,15.9
bgr,1972,15.3
bgr,1973,16.2
bgr,1974,17.2
bgr,1975,16.6
bgr,1976,16.5
bgr,1977,16.1
bgr,1978,15.5
bgr,1979,15.3
bgr,1980,14.5
bgr,1981,14
bgr,1982,13.9
bgr,1983,13.8
bgr,1984,13.6
bgr,1985,13.3
bgr,1986,13.4
bgr,1987,13
bgr,1988,13.1
bgr,1989,12.6
bgr,1990,12.1
bgr,1991,11.1
bgr,1992,10.4
bgr,1993,10
bgr,1994,9.4
bgr,1995,8.6
bgr,1996,8.6
bgr,1997,7.7
bgr,1998,7.9
bgr,1999,8.8
bgr,2000,9
bgr,2001,8.5
bgr,2002,8.5
bgr,2003,8.7
bgr,2004,9.1
bgr,2005,9.3
bgr,2006,9.7
bgr,2007,10
bgr,2008,10.4
bgr,2009,10.9
bgr,2010,10.2
bgr,2011,9.6
bgr,2012,9.5
bgr,2013,9.2
bgr,2014,9.4
bgr,2015,9.2
bgr,2016,9.1
bgr,2017,9
bgr,2018,8.9
bgr,2019,8.8
bgr,2020,8.5
bhr,1960,45.934
bhr,1961,45.855
bhr,1962,45.645
bhr,1963,45.28
bhr,1964,44.749
bhr,1965,44.032
bhr,1966,43.115
bhr,1967,42.029
bhr,1968,40.822
bhr,1969,39.545
bhr,1970,38.264
bhr,1971,37.045
bhr,1972,35.941
bhr,1973,34.991
bhr,1974,34.224
bhr,1975,33.658
bhr,1976,33.293
bhr,1977,33.082
bhr,1978,32.974
bhr,1979,32.934
bhr,1980,32.931
bhr,1981,32.938
bhr,1982,32.931
bhr,1983,32.882
bhr,1984,32.757
bhr,1985,32.514
bhr,1986,32.122
bhr,1987,31.58
bhr,1988,30.902
bhr,1989,30.105
bhr,1990,29.217
bhr,1991,28.276
bhr,1992,27.328
bhr,1993,26.412
bhr,1994,25.553
bhr,1995,24.77
bhr,1996,24.069
bhr,1997,23.431
bhr,1998,22.835
bhr,1999,22.271
bhr,2000,21.722
bhr,2001,21.166
bhr,2002,20.591
bhr,2003,19.996
bhr,2004,19.385
bhr,2005,18.778
bhr,2006,18.203
bhr,2007,17.685
bhr,2008,17.239
bhr,2009,16.863
bhr,2010,16.547
bhr,2011,16.271
bhr,2012,16.005
bhr,2013,15.727
bhr,2014,15.426
bhr,2015,15.096
bhr,2016,14.738
bhr,2017,14.365
bhr,2018,13.99
bhr,2019,13.622
bhr,2020,13.269
bhs,1960,34.38
bhs,1961,34.029
bhs,1962,33.377
bhs,1963,32.417
bhs,1964,31.205
bhs,1965,29.877
bhs,1966,28.613
bhs,1967,27.571
bhs,1968,26.85
bhs,1969,26.474
bhs,1970,26.38
bhs,1971,26.441
bhs,1972,26.492
bhs,1973,26.423
bhs,1974,26.211
bhs,1975,25.909
bhs,1976,25.626
bhs,1977,25.475
bhs,1978,25.519
bhs,1979,25.745
bhs,1980,26.075
bhs,1981,26.387
bhs,1982,26.562
bhs,1983,26.525
bhs,1984,26.261
bhs,1985,25.819
bhs,1986,25.289
bhs,1987,24.784
bhs,1988,24.379
bhs,1989,24.09
bhs,1990,23.892
bhs,1991,23.73
bhs,1992,23.52
bhs,1993,23.199
bhs,1994,22.743
bhs,1995,22.131
bhs,1996,21.357
bhs,1997,20.464
bhs,1998,19.507
bhs,1999,18.532
bhs,2000,17.609
bhs,2001,16.811
bhs,2002,16.177
bhs,2003,15.724
bhs,2004,15.451
bhs,2005,15.33
bhs,2006,15.306
bhs,2007,15.307
bhs,2008,15.276
bhs,2009,15.19
bhs,2010,15.045
bhs,2011,14.855
bhs,2012,14.659
bhs,2013,14.485
bhs,2014,14.34
bhs,2015,14.224
bhs,2016,14.131
bhs,2017,14.049
bhs,2018,13.968
bhs,2019,13.882
bhs,2020,13.791
bih,1960,31.504
bih,1961,30.907
bih,1962,30.233
bih,1963,29.458
bih,1964,28.584
bih,1965,27.642
bih,1966,26.685
bih,1967,25.777
bih,1968,24.959
bih,1969,24.246
bih,1970,23.626
bih,1971,23.066
bih,1972,22.521
bih,1973,21.961
bih,1974,21.38
bih,1975,20.789
bih,1976,20.214
bih,1977,19.684
bih,1978,19.218
bih,1979,18.817
bih,1980,18.474
bih,1981,18.176
bih,1982,17.899
bih,1983,17.62
bih,1984,17.324
bih,1985,16.996
bih,1986,16.624
bih,1987,16.212
bih,1988,15.769
bih,1989,15.305
bih,1990,14.844
bih,1991,14.416
bih,1992,14.04
bih,1993,13.718
bih,1994,13.445
bih,1995,13.185
bih,1996,12.889
bih,1997,12.523
bih,1998,12.072
bih,1999,11.546
bih,2000,10.983
bih,2001,10.438
bih,2002,9.966
bih,2003,9.608
bih,2004,9.372
bih,2005,9.255
bih,2006,9.23
bih,2007,9.251
bih,2008,9.276
bih,2009,9.284
bih,2010,9.256
bih,2011,9.188
bih,2012,9.087
bih,2013,8.963
bih,2014,8.818
bih,2015,8.655
bih,2016,8.477
bih,2017,8.293
bih,2018,8.111
bih,2019,7.938
bih,2020,7.778
blr,1960,23.455
blr,1961,22.788
blr,1962,21.975
blr,1963,21.053
blr,1964,20.068
blr,1965,19.09
blr,1966,18.184
blr,1967,17.395
blr,1968,16.756
blr,1969,16.284
blr,1970,15.976
blr,1971,15.805
blr,1972,15.718
blr,1973,15.672
blr,1974,15.647
blr,1975,15.642
blr,1976,15.668
blr,1977,15.74
blr,1978,15.858
blr,1979,16.008
blr,1980,16.177
blr,1981,16.3
blr,1982,16.3
blr,1983,17.6
blr,1984,17
blr,1985,16.5
blr,1986,17.1
blr,1987,16.1
blr,1988,16.1
blr,1989,15.1
blr,1990,14
blr,1991,13
blr,1992,12.5
blr,1993,11.5
blr,1994,10.8
blr,1995,9.9
blr,1996,9.4
blr,1997,8.9
blr,1998,9.2
blr,1999,9.3
blr,2000,9.4
blr,2001,9.2
blr,2002,8.9
blr,2003,9
blr,2004,9.1
blr,2005,9.3
blr,2006,9.9
blr,2007,10.7
blr,2008,11.1
blr,2009,11.4
blr,2010,11.4
blr,2011,11.5
blr,2012,12.2
blr,2013,12.5
blr,2014,12.5
blr,2015,12.5
blr,2016,12.4
blr,2017,10.8
blr,2018,9.9
blr,2019,9.3
blr,2020,9.3
blz,1960,44.967
blz,1961,44.382
blz,1962,43.862
blz,1963,43.407
blz,1964,43.018
blz,1965,42.693
blz,1966,42.432
blz,1967,42.23
blz,1968,42.081
blz,1969,41.978
blz,1970,41.927
blz,1971,41.939
blz,1972,42.008
blz,1973,42.118
blz,1974,42.243
blz,1975,42.341
blz,1976,42.369
blz,1977,42.296
blz,1978,42.105
blz,1979,41.792
blz,1980,41.365
blz,1981,40.85
blz,1982,40.288
blz,1983,39.713
blz,1984,39.142
blz,1985,38.587
blz,1986,38.048
blz,1987,37.513
blz,1988,36.973
blz,1989,36.424
blz,1990,35.862
blz,1991,35.282
blz,1992,34.681
blz,1993,34.061
blz,1994,33.427
blz,1995,32.791
blz,1996,32.168
blz,1997,31.567
blz,1998,30.99
blz,1999,30.431
blz,2000,29.868
blz,2001,29.271
blz,2002,28.62
blz,2003,27.913
blz,2004,27.158
blz,2005,26.386
blz,2006,25.635
blz,2007,24.944
blz,2008,24.339
blz,2009,23.827
blz,2010,23.402
blz,2011,23.044
blz,2012,22.717
blz,2013,22.395
blz,2014,22.067
blz,2015,21.733
blz,2016,21.4
blz,2017,21.081
blz,2018,20.786
