geo,time,sl_tlf_cact_ne_zs
gab,2005,60.62
gab,2010,48.74
gbm,1966,40.84
gbm,1971,53.77
gbm,1976,48.39
gbm,1981,52.7
gbm,1991,57.53
gbm,1996,58.91
gbm,2001,63.29
gbm,2006,62.83
gbm,2011,63.31
gbm,2016,84.18
gbr,1961,60.97
gbr,1966,61.85
gbr,1971,61.04
gbr,1978,47.1
gbr,1979,47.13
gbr,1980,47.05
gbr,1981,59.63
gbr,1983,58.94
gbr,1984,59.79
gbr,1985,61.05
gbr,1986,61.07
gbr,1987,61.46
gbr,1988,61.95
gbr,1989,62.89
gbr,1990,63.03
gbr,1991,62.66
gbr,1992,62.4
gbr,1993,61.89
gbr,1994,61.75
gbr,1995,61.58
gbr,1996,61.69
gbr,1997,61.86
gbr,1998,61.76
gbr,1999,61.67
gbr,2000,61.91
gbr,2001,61.55
gbr,2002,61.79
gbr,2003,61.88
gbr,2004,61.88
gbr,2005,62.27
gbr,2006,62.69
gbr,2007,62.52
gbr,2008,62.76
gbr,2009,62.56
gbr,2010,62.35
gbr,2011,62.33
gbr,2012,62.48
gbr,2013,62.61
gbr,2014,62.68
gbr,2015,62.75
gbr,2016,62.94
gbr,2017,62.91
gbr,2018,63.08
gbr,2019,63.22
geo,1998,65.4
geo,1999,66
geo,2000,64.1
geo,2001,66.21
geo,2002,64.95
geo,2003,66.02
geo,2004,64.77
geo,2005,64.05
geo,2006,62.2
geo,2007,63.3
geo,2008,63.49
geo,2009,64.59
geo,2010,65.49
geo,2011,66.22
geo,2012,67.55
geo,2013,67.15
geo,2014,67.7
geo,2015,68.78
geo,2016,68.42
geo,2017,65.83
geo,2018,63.93
geo,2019,62.93
geo,2020,50.48
gha,1960,73
gha,1970,73.33
gha,1984,45.38
gha,1989,63.8
gha,1991,77.54
gha,1992,76.5
gha,1998,79.94
gha,1999,79.9
gha,2000,74.61
gha,2006,68.65
gha,2010,70.89
gha,2013,76.13
gha,2015,69.25
gha,2017,56.96
gib,1961,41.35
gib,1970,61.74
gib,1981,63.96
gib,1983,78.57
gib,1985,42.24
gib,1987,45.02
gib,1989,47.23
gib,1990,46.07
gib,1991,49.28
gib,1992,50.99
gib,1993,50.92
gib,1994,47.47
gib,2001,68.37
gin,1983,61.23
gin,1996,45.82
gin,2002,64.42
gin,2019,52.88
gmb,1983,78.01
gmb,1993,57.46
gmb,2012,58.96
gmb,2018,37.24
gnb,1979,42.04
gnb,1988,30
gnb,2018,56.02
gnq,1983,64.18
gnq,1994,71.7
grc,1961,57.04
grc,1971,48.44
grc,1981,48.53
grc,1982,48.43
grc,1983,51.9
grc,1984,51.67
grc,1985,51.51
grc,1986,50.99
grc,1987,50.42
grc,1988,50.99
grc,1989,50.55
grc,1990,49.93
grc,1991,48.25
grc,1992,48.61
grc,1993,48.69
grc,1994,49.08
grc,1995,49.2
grc,1996,49.66
grc,1997,48.85
grc,1998,52.06
grc,1999,52.36
grc,2000,52.29
grc,2001,51.54
grc,2002,51.8
grc,2003,52.24
grc,2004,52.99
grc,2005,52.9
grc,2006,53.08
grc,2007,52.93
grc,2008,52.98
grc,2009,53.45
grc,2010,53.5
grc,2011,52.66
grc,2012,52.33
grc,2013,52.03
grc,2014,51.83
grc,2015,51.99
grc,2016,52.15
grc,2017,52.08
grc,2018,51.89
grc,2019,51.96
grc,2020,51
grd,1960,30.8
grd,1970,30.92
grd,1988,63.49
grd,1998,64.8
grd,2013,67.3
grd,2014,70.4
grd,2015,71.2
grl,1960,35.61
grl,1970,70.45
grl,1976,63.52
grl,2010,73.59
grl,2011,73.85
grl,2012,74.09
grl,2013,74.01
grl,2014,73.72
grl,2015,74.06
gtm,1964,52.78
gtm,1973,50.82
gtm,1978,49.4
gtm,1979,50.65
gtm,1980,52.26
gtm,1981,48.4
gtm,1985,49.87
gtm,1987,57.74
gtm,1989,57.67
gtm,1994,49.85
gtm,1999,48.37
gtm,2000,65.4
gtm,2002,67.2
gtm,2003,67.78
gtm,2004,63.11
gtm,2006,66.15
gtm,2010,60.46
gtm,2011,61.4
gtm,2012,65.12
gtm,2013,60.22
gtm,2014,60.73
gtm,2015,60.6
gtm,2016,60.69
gtm,2017,60.94
gtm,2018,60.5
gtm,2019,59.17
gum,1960,64.12
gum,1970,63.35
gum,1980,66.62
gum,1983,54.99
gum,1986,60.27
gum,1988,62.31
gum,1990,72.69
gum,2000,67.8
gum,2001,65.6
gum,2002,62.4
gum,2004,61.7
gum,2005,61.1
gum,2006,62.7
gum,2007,57.8
gum,2009,61.7
gum,2010,61.4
gum,2011,62.6
guy,1960,31.18
guy,1980,57.32
guy,1987,60.38
guy,1993,59.53
guy,2002,56.15
guy,2018,54.12
guy,2019,50.08
hkg,1961,64.1
hkg,1966,63.56
hkg,1971,64.02
hkg,1975,65.26
hkg,1976,64.21
hkg,1979,62.45
hkg,1980,63.8
hkg,1981,65.97
hkg,1982,64.79
hkg,1983,65.17
hkg,1984,66.2
hkg,1985,64.85
hkg,1986,65.09
hkg,1987,64.76
hkg,1988,64.49
hkg,1989,63.55
hkg,1990,62.99
hkg,1991,63.44
hkg,1992,62.28
hkg,1993,62.45
hkg,1994,62.49
hkg,1995,61.97
hkg,1996,61.78
hkg,1997,61.77
hkg,1998,62
hkg,1999,61.3
hkg,2000,60.68
hkg,2001,61.43
hkg,2002,61.83
hkg,2003,61.35
hkg,2004,61.27
hkg,2005,60.99
hkg,2006,61.26
hkg,2007,61.22
hkg,2008,60.88
hkg,2009,60.77
hkg,2010,59.59
hkg,2011,60.07
hkg,2012,60.5
hkg,2013,61.22
hkg,2014,61.06
hkg,2015,61.14
hkg,2016,61.05
hkg,2017,61.06
hkg,2018,61.16
hkg,2019,60.56
hkg,2020,59.56
hnd,1961,30.14
hnd,1974,51.03
hnd,1987,54.8
hnd,1991,57.94
hnd,1992,60.81
hnd,1995,59.45
hnd,1998,63.8
hnd,1999,65.88
hnd,2000,64.38
hnd,2001,62.5
hnd,2002,60.1
hnd,2004,59.59
hnd,2005,61.67
hnd,2006,59.86
hnd,2007,58.96
hnd,2008,59.58
hnd,2009,60.81
hnd,2010,61.91
hnd,2011,59.73
hnd,2012,58.4
hnd,2013,62.66
hnd,2014,64.15
hnd,2015,64.09
hnd,2016,63.32
hnd,2017,64.36
hnd,2018,66.49
hnd,2019,63.18
hnd,2020,59.49
hrv,1991,56.74
hrv,1998,38.9
hrv,2000,50.74
hrv,2001,49.68
hrv,2002,51.17
hrv,2003,50.29
hrv,2004,51.15
hrv,2005,49.62
hrv,2006,49.19
hrv,2007,52.93
hrv,2008,53.12
hrv,2009,53.12
hrv,2010,52.58
hrv,2011,51.84
hrv,2012,51.37
hrv,2013,50.84
hrv,2014,52.36
hrv,2015,52.73
hrv,2016,51.32
hrv,2017,51.61
hrv,2018,51.19
hrv,2019,51.1
hrv,2020,51.03
hti,1971,79.39
hti,1980,70.06
hti,1982,64.81
hti,1985,68.2
hti,1990,66.75
hti,1995,65.08
hti,2000,62.77
hti,2003,50.9
hti,2005,63.83
hti,2007,47.7
hti,2010,65.62
hti,2012,56.9
hun,1960,63.75
hun,1970,61.08
hun,1978,47.5
hun,1979,47.54
hun,1980,60.53
hun,1981,81.2
hun,1982,81.7
hun,1983,81.8
hun,1984,81.6
hun,1985,81.5
hun,1986,81.6
hun,1987,82
hun,1988,80.9
hun,1989,80.6
hun,1990,54.89
hun,1991,45.09
hun,1992,58.3
hun,1993,55.66
hun,1994,53.66
hun,1995,52.37
hun,1996,48.32
hun,1997,47.61
hun,1998,48.37
hun,1999,49.3
hun,2000,49.56
hun,2001,48.87
hun,2002,48.92
hun,2003,49.73
hun,2004,49.49
hun,2005,50.17
hun,2006,50.65
hun,2007,50.32
hun,2008,49.91
hun,2009,49.86
hun,2010,50.34
hun,2011,50.68
hun,2012,51.66
hun,2013,52.18
hun,2014,53.68
hun,2015,54.76
hun,2016,55.7
hun,2017,56.27
hun,2018,56.73
hun,2019,57.1
hun,2020,56.9
idn,1961,59.15
idn,1971,58.77
idn,1976,74.68
idn,1977,64.82
idn,1978,68.34
idn,1980,58.15
idn,1982,65.55
idn,1986,69.11
idn,1988,69.46
idn,1990,66.37
idn,1991,65.95
idn,1992,66.32
idn,1993,65.63
idn,1994,66.8
idn,1996,66.87
idn,1997,66.34
idn,1998,66.93
idn,1999,67.22
idn,2000,67.76
idn,2001,67.13
idn,2002,65.98
idn,2003,65.67
idn,2004,65.67
idn,2005,64.4
idn,2006,64.21
idn,2007,66.23
idn,2008,66.37
idn,2009,66.05
idn,2010,66.58
idn,2011,66.91
idn,2012,67.42
idn,2013,66.76
idn,2014,66.62
idn,2015,66.58
idn,2016,66.31
idn,2017,66.69
idn,2018,67.65
idn,2019,68.24
idn,2020,67.4
ind,1961,67.32
ind,1971,53.42
ind,1981,60.77
ind,1991,57.95
ind,1994,58.08
ind,2000,57.2
ind,2001,58.7
ind,2005,57.8
ind,2010,53.53
ind,2012,51.61
ind,2018,47.98
ind,2019,48.14
ind,2020,51.11
irl,1961,57.29
irl,1966,56.66
irl,1971,54.97
irl,1975,54.09
irl,1977,52.4
irl,1981,52.97
irl,1983,54.98
irl,1984,54.02
irl,1985,53.33
irl,1986,53.42
irl,1987,53.59
irl,1988,53.17
irl,1989,52.72
irl,1990,52.96
irl,1991,53.2
irl,1992,52.58
irl,1993,53.34
irl,1994,53.94
irl,1995,53.94
irl,1996,54.87
irl,1997,55.45
irl,1998,56.45
irl,1999,57.95
irl,2000,58.99
irl,2001,59.19
irl,2002,59.6
irl,2003,59.7
irl,2004,60.07
irl,2005,61.96
irl,2006,63.18
irl,2007,66.63
irl,2008,65.94
irl,2009,64.09
irl,2010,62.6
irl,2011,61.97
irl,2012,61.64
irl,2013,61.96
irl,2014,61.76
irl,2015,61.83
irl,2016,62.18
irl,2017,61.98
irl,2018,62.17
irl,2019,62.34
irl,2020,61.13
irn,1966,50.38
irn,1972,44.62
irn,1976,48.99
irn,1986,45.79
irn,1991,46.11
irn,1996,43.12
irn,2005,45.44
irn,2006,44.57
irn,2007,43.66
irn,2008,41.44
irn,2009,42.37
irn,2010,41.6
irn,2011,39.99
irn,2012,40.56
irn,2013,40.54
irn,2014,40.23
irn,2015,41.35
irn,2016,42.59
irn,2017,43.74
irn,2018,44.03
irn,2019,43.69
irn,2020,40.95
irq,1977,48.62
irq,1987,43.91
irq,1997,42.26
irq,2007,41.71
irq,2012,40.99
irq,2014,42.93
irq,2016,43.15
irq,2017,41.89
isl,1960,59.59
isl,1974,42.16
isl,1975,60.49
isl,1976,60.45
isl,1977,60.43
isl,1979,71.01
isl,1980,44.85
isl,1981,71.06
isl,1982,71.55
isl,1983,72.32
isl,1985,50.44
isl,1986,51.54
isl,1991,79.14
isl,1992,80.03
isl,1993,79.3
isl,1994,79.38
isl,1995,82.25
isl,1996,81.16
isl,1997,80.06
isl,1998,81.32
isl,1999,82.74
isl,2000,83.85
isl,2001,83.51
isl,2002,82.79
isl,2003,83.08
isl,2004,81.89
isl,2005,81.35
isl,2006,82.46
isl,2007,82.65
isl,2008,81.91
isl,2009,80.32
isl,2010,80.38
isl,2011,79.8
isl,2012,79.88
isl,2013,80.68
isl,2014,82.14
isl,2015,82.99
isl,2016,83.81
isl,2017,82.88
isl,2018,81.84
isl,2019,81.24
isl,2020,78.98
isr,1972,50.15
isr,1974,47.75
isr,1976,48.1
isr,1978,49.69
isr,1979,49.22
isr,1980,49.54
isr,1981,49.78
isr,1982,49.57
isr,1983,53.1
isr,1986,50.63
isr,1987,50.44
isr,1988,51.4
isr,1989,52.02
isr,1990,58.82
isr,1991,59.02
isr,1992,59.49
isr,1993,60.89
isr,1994,61.72
isr,1995,62.12
isr,1996,61.43
isr,1997,61.03
isr,1998,60.45
isr,1999,60.77
isr,2000,61.35
isr,2001,61.33
isr,2002,60.56
isr,2003,60.88
isr,2004,61.37
isr,2005,61.8
isr,2006,62.22
isr,2007,62.77
isr,2008,62.81
isr,2009,62.87
isr,2010,63.26
isr,2011,63.04
isr,2012,63.58
isr,2013,63.68
isr,2014,64.21
isr,2015,64.09
isr,2016,64.14
isr,2017,64
isr,2018,63.93
isr,2019,63.5
isr,2020,61.79
ita,1961,51.67
ita,1971,48.22
ita,1977,50.05
ita,1978,49.78
ita,1979,50
ita,1980,50.11
ita,1981,50.39
ita,1982,49.88
ita,1983,50.17
ita,1984,50
ita,1985,50.05
ita,1986,50.43
ita,1987,50.05
ita,1988,50.12
ita,1989,49.87
ita,1990,49.75
ita,1991,50.7
ita,1992,48.69
ita,1993,48.23
ita,1994,47.69
ita,1995,47.29
ita,1996,47.45
ita,1997,47.5
ita,1998,47.78
ita,1999,48.06
ita,2000,48.15
ita,2001,48.31
ita,2002,48.78
ita,2003,49.26
ita,2004,49.68
ita,2005,49.11
ita,2006,49.08
ita,2007,48.75
ita,2008,49.1
ita,2009,48.48
ita,2010,48.21
ita,2011,48.14
ita,2012,49.08
ita,2013,48.79
ita,2014,49.06
ita,2015,48.97
ita,2016,49.5
ita,2017,49.81
ita,2018,49.92
ita,2019,49.89
ita,2020,48.51
jam,1960,68.71
jam,1970,57.55
jam,1974,69.3
jam,1975,71.23
jam,1976,70.7
jam,1978,71.84
jam,1980,53.47
jam,1981,72.43
jam,1982,73.73
jam,1985,52.71
jam,1988,57.6
jam,1990,69.41
jam,1991,53.49
jam,1994,68.01
jam,1995,69
jam,1996,67.8
jam,1997,66.6
jam,1998,65.34
jam,1999,64.5
jam,2001,62.9
jam,2002,63.7
jam,2003,61.87
jam,2004,64.26
jam,2007,65.1
jam,2008,64.62
jam,2009,62.53
jam,2010,60.8
jam,2011,60.84
jam,2012,60.67
jam,2013,60.89
jam,2014,61.2
jam,2015,63.15
jam,2016,63.17
jam,2017,63.73
jam,2018,63.14
jam,2019,64.35
jam,2020,62.2
jam,2021,63.23
jor,1961,40.63
jor,1975,41.36
jor,1979,43.08
jor,2000,39.4
jor,2001,38.8
jor,2002,38.4
jor,2003,37.4
jor,2005,38.3
jor,2006,37.7
jor,2007,39.8
jor,2008,39.5
jor,2009,40.1
jor,2010,39.5
jor,2011,39
jor,2012,38
jor,2013,37.1
jor,2014,36.4
jor,2017,40.19
jor,2018,39.16
jor,2019,39.24
jor,2020,39.94
jpn,1960,69.2
jpn,1961,69.1
jpn,1962,68.3
jpn,1963,67.1
jpn,1964,66.1
jpn,1965,65.7
jpn,1966,65.8
jpn,1967,65.9
jpn,1968,65.9
jpn,1969,65.5
jpn,1970,65.4
jpn,1971,65
jpn,1972,64.4
jpn,1973,64.7
jpn,1974,63.7
jpn,1975,63
jpn,1976,63
jpn,1977,63.2
jpn,1978,63.4
jpn,1979,63.4
jpn,1980,63.3
jpn,1981,63.3
jpn,1982,63.3
jpn,1983,63.8
jpn,1984,63.4
jpn,1985,63
jpn,1986,62.8
jpn,1987,62.6
jpn,1988,62.6
jpn,1989,62.9
jpn,1990,63.3
jpn,1991,63.8
jpn,1992,64
jpn,1993,63.8
jpn,1994,63.6
jpn,1995,63.4
jpn,1996,63.5
jpn,1997,63.7
jpn,1998,63.3
jpn,1999,62.9
jpn,2000,62.44
jpn,2001,61.99
jpn,2002,61.23
jpn,2003,60.77
jpn,2004,60.42
jpn,2005,60.42
jpn,2006,60.42
jpn,2007,60.39
jpn,2008,60.16
jpn,2009,59.86
jpn,2010,59.58
jpn,2011,59.25
jpn,2012,59.01
jpn,2013,59.25
jpn,2014,59.44
jpn,2015,59.5
jpn,2016,59.99
jpn,2017,60.44
jpn,2018,61.5
jpn,2019,62.1
jpn,2020,62
jpn,2021,62.1
kaz,1997,47.23
kaz,1998,46.79
kaz,2002,70.11
kaz,2003,70.02
kaz,2004,69.86
kaz,2005,69.45
kaz,2006,69.68
kaz,2007,70.39
kaz,2008,71.13
kaz,2009,70.71
kaz,2010,71.16
kaz,2011,71.61
kaz,2012,71.74
kaz,2013,71.7
kaz,2014,71.67
kaz,2015,71.85
kaz,2016,70.21
kaz,2017,70.07
kaz,2018,70.13
kaz,2019,70.08
kaz,2020,69.2
ken,1986,69.3
ken,1989,75.96
ken,1999,72.39
ken,2005,63.93
ken,2006,63.26
ken,2009,76.52
ken,2016,74.41
ken,2019,67.8
kgz,1989,66.17
kgz,2002,64.4
kgz,2004,63.69
kgz,2006,65.49
kgz,2007,65.22
kgz,2008,64.96
kgz,2009,63.91
kgz,2010,64.28
kgz,2011,64.85
kgz,2012,64.2
kgz,2013,62.46
kgz,2014,62.35
kgz,2015,62.38
kgz,2016,61.53
kgz,2017,60.08
kgz,2018,58.81
kgz,2019,60.17
kgz,2020,59.27
khm,1962,72.24
khm,1993,86.16
khm,1998,77.04
khm,1999,79.4
khm,2000,78.59
khm,2001,83.54
khm,2004,80.42
khm,2007,81.23
khm,2008,78.94
khm,2009,82.02
khm,2010,84.75
khm,2011,85.44
khm,2012,67.82
khm,2013,80.22
khm,2014,80.29
khm,2015,79.6
khm,2016,81.73
khm,2017,81.41
khm,2019,69.31
kir,1978,73.01
kir,1990,75.48
kir,1995,84.01
kir,2005,26.37
kir,2010,59.26
kir,2015,43
kir,2019,35.81
kna,1960,34.6
kna,1970,29.08
kna,1980,62.99
kna,1991,66.65
kna,2001,68.79
kor,1960,50.1
kor,1966,51.68
kor,1970,56.25
kor,1975,61.29
kor,1977,36.89
kor,1978,37.63
kor,1979,37.77
kor,1980,59.01
kor,1981,58.51
kor,1982,58.64
kor,1983,57.68
kor,1984,55.83
kor,1985,56.6
kor,1986,57.1
kor,1987,58.28
kor,1988,58.46
kor,1989,59.55
kor,1990,60.02
kor,1991,60.6
kor,1992,60.89
kor,1993,60.89
kor,1994,61.6
kor,1995,61.94
kor,1996,62.11
kor,1997,62.5
kor,1998,60.62
kor,1999,60.6
kor,2000,61.57
kor,2001,61.88
kor,2002,62.45
kor,2003,61.89
kor,2004,62.69
kor,2005,62.55
kor,2006,62.52
kor,2007,62.44
kor,2008,61.97
kor,2009,61.28
kor,2010,61.36
kor,2011,61.53
kor,2012,61.71
kor,2013,61.9
kor,2014,62.91
kor,2015,63.17
kor,2016,63.2
kor,2017,63.48
kor,2018,63.36
kor,2019,63.57
kor,2020,62.81
kos,2002,52.8
kos,2003,50.3
kos,2004,49.5
kos,2005,48.7
kos,2006,52.5
kos,2007,46.5
kos,2008,46
kos,2009,48.1
kos,2012,33.48
kos,2013,36.55
kos,2014,37.16
kos,2015,33.48
kos,2016,34.12
kos,2017,37.23
kos,2018,34.11
kos,2019,34.74
kos,2020,32.93
kwt,1965,62.97
kwt,1970,57.38
kwt,1975,53.87
kwt,1980,60.51
kwt,1983,55.05
kwt,1985,62.52
kwt,1988,60.49
kwt,1995,67.96
kwt,1996,54.45
kwt,1997,55.08
kwt,2003,66.34
kwt,2005,69.62
kwt,2006,77.9
kwt,2007,77.4
kwt,2008,69.3
kwt,2009,76.42
kwt,2010,76.87
kwt,2011,77.1
kwt,2015,75.94
kwt,2016,73.84
lao,1995,81.4
lao,2003,94.3
lao,2005,66.6
lao,2010,78.22
lao,2017,40.78
lbn,1975,44.57
lbn,1997,46.8
lbn,2004,44.02
lbn,2007,43.4
lbn,2009,46.11
lbn,2019,48.79
lbr,1962,61.84
lbr,1974,47.3
lbr,1984,56.1
lbr,2007,72.02
lbr,2010,57.55
lbr,2014,76.04
lbr,2016,76.94
lbr,2017,26.14
lby,1964,43.98
lby,1973,45.69
lby,2012,47.75
lca,1991,63.02
lca,1993,69.4
lca,1994,67.4
lca,1995,67.8
lca,1996,67.3
lca,1997,68.6
lca,1998,68
lca,1999,69.5
lca,2000,69
lca,2001,64.15
lca,2003,68.66
lca,2004,67.2
lca,2005,68.2
lca,2006,65.6
lca,2007,66
lca,2008,58.93
lca,2009,63.58
lca,2011,67.07
lca,2012,69.03
lca,2013,69.25
lca,2017,70.28
lca,2018,70.6
lca,2019,69.5
lie,1960,63.66
lie,1970,66.61
lie,1980,66.92
lie,2000,64.96
lie,2001,64.59
lie,2002,63.61
lie,2003,63.77
lie,2004,63.06
lie,2005,63.02
lie,2006,63.1
lie,2007,63.89
lie,2008,62.25
lie,2009,61.8
lie,2010,61.63
lie,2011,63.12
lie,2012,62.5
lie,2013,61.9
lie,2014,61.75
lie,2015,61.42
lie,2016,60.9
lie,2017,60.4
lka,1963,54.49
lka,1970,29.27
lka,1971,56.9
lka,1981,36.75
lka,1985,58.39
lka,1986,57.34
lka,1990,61.45
lka,1992,56.62
lka,1993,56.72
lka,1994,57.04
lka,1995,54.88
lka,1996,55.4
lka,1997,55.24
lka,1998,58.82
lka,1999,57.31
lka,2000,55.57
lka,2001,48.8
lka,2002,50.3
lka,2003,55.63
lka,2004,53.98
lka,2005,54.26
lka,2006,50.94
lka,2007,55.52
lka,2008,50.08
lka,2009,52.29
lka,2010,53.29
lka,2011,52.87
lka,2012,52.57
lka,2013,53.62
lka,2014,53.11
lka,2015,53.67
lka,2016,53.73
lka,2017,53.99
lka,2018,51.72
lka,2019,52.25
lso,1966,51.38
lso,1976,44.3
lso,1986,55.5
lso,1996,41.15
lso,1997,61.7
lso,1999,72.92
lso,2006,44.26
lso,2008,45.19
lso,2013,65.24
lso,2019,49.92
ltu,1989,66.88
ltu,1997,61.2
ltu,1998,61.05
ltu,1999,61.21
ltu,2000,60.26
ltu,2001,59.05
ltu,2002,58.46
ltu,2003,60.2
ltu,2004,57.15
ltu,2005,56.28
ltu,2006,55.25
ltu,2007,55.55
ltu,2008,55.82
ltu,2009,56.55
ltu,2010,56.82
ltu,2011,57.39
ltu,2012,57.73
ltu,2013,58
ltu,2014,58.93
ltu,2015,59.16
ltu,2016,60.33
ltu,2017,60.6
ltu,2018,61.55
ltu,2019,62.09
ltu,2020,62.61
lux,1960,51.75
lux,1966,50.39
lux,1970,48.84
lux,1981,51.78
lux,1983,50.9
lux,1984,51
lux,1985,51.81
lux,1986,51.73
lux,1987,52.32
lux,1988,51.05
lux,1989,51.05
lux,1990,50.06
lux,1991,51.85
lux,1992,53.56
lux,1993,52.74
lux,1994,52.69
lux,1995,50.8
lux,1996,50.96
lux,1997,51.19
lux,1998,51.35
lux,1999,52.36
lux,2000,53.41
lux,2001,53.81
lux,2002,54.76
lux,2003,54.17
lux,2004,55
lux,2005,55.56
lux,2006,55.01
lux,2007,55.93
lux,2008,56.01
lux,2009,58.16
lux,2010,57.7
lux,2011,57.59
lux,2012,58.75
lux,2013,59.39
lux,2014,60.08
lux,2015,59.98
lux,2016,58.91
lux,2017,59.31
lux,2018,59.88
lux,2019,60.65
lux,2020,60.8
lva,1989,70.15
lva,1996,59.76
lva,1997,59.68
lva,1998,59.09
lva,1999,57.74
lva,2000,56.18
lva,2001,56.59
lva,2002,57.98
lva,2003,57.1
lva,2004,57.4
lva,2005,57.36
lva,2006,59.1
lva,2007,60.26
lva,2008,61.55
lva,2009,60.13
lva,2010,58.88
lva,2011,58.52
lva,2012,59.73
lva,2013,59.43
lva,2014,59.27
lva,2015,60.07
lva,2016,60.42
lva,2017,60.83
lva,2018,61.44
lva,2019,61.23
lva,2020,61.67
mac,1960,39.65
mac,1990,50.5
mac,1991,50.1
mac,1992,58.89
mac,1993,58.43
mac,1994,58.65
mac,1995,60.17
mac,1996,67.96
mac,1997,65.84
mac,1998,65.24
mac,2000,65.24
mac,2001,69.42
mac,2002,63.89
mac,2003,60.76
mac,2004,61.93
mac,2005,63.44
mac,2006,65.89
mac,2007,69.19
mac,2008,70.64
mac,2009,72.02
mac,2010,71.48
mac,2011,72.51
mac,2012,72.36
mac,2013,72.72
mac,2014,73.82
mac,2015,73.7
mac,2016,72.3
mar,1960,47.2
mar,1971,45.57
mar,1982,47.22
mar,1990,49.59
mar,1994,49.19
mar,1995,51.96
mar,1998,48.08
mar,1999,54.38
mar,2000,53.4
mar,2001,51.27
mar,2002,50.69
mar,2003,51.92
mar,2004,52.61
mar,2005,52.1
mar,2006,35.95
mar,2007,52.27
mar,2008,50.59
mar,2009,36.51
mar,2010,49.61
mar,2011,49.16
mar,2012,48.41
mar,2013,48.31
mar,2014,48.06
mar,2015,47.47
mar,2016,46.55
mar,2017,45.5
mco,2016,48.25
mda,1989,67.77
mda,1992,47.52
mda,1996,39.05
mda,1998,45.42
mda,2002,56.58
mda,2003,51.63
mda,2004,49.72
mda,2005,48.76
mda,2006,46.27
mda,2007,44.81
mda,2008,44.29
mda,2009,42.77
mda,2010,41.61
mda,2011,42.27
mda,2012,40.72
mda,2013,41.37
mda,2014,43.28
mda,2015,44.48
mda,2016,44.76
mda,2017,44.09
mda,2018,45.86
mda,2019,42.26
mda,2020,40.32
mdg,1965,50.51
mdg,1975,81.44
mdg,1985,39.35
mdg,1993,71.03
mdg,2003,82.63
mdg,2005,86.94
mdg,2010,63.7
mdg,2012,92.6
mdg,2015,86.38
mdv,1977,77.31
mdv,1985,52.1
mdv,1990,49.52
mdv,1995,51.31
mdv,2000,54.8
mdv,2009,52.1
mdv,2014,68.5
mdv,2016,57.62
mdv,2019,60.28
mex,1960,55.48
mex,1970,48.64
mex,1975,27.6
mex,1978,50.97
mex,1979,51.3
mex,1980,55.79
mex,1988,38.4
mex,1990,47.58
mex,1991,59.86
mex,1992,60.57
mex,1993,61.35
mex,1994,61.4
mex,1995,61.51
mex,1996,61.46
mex,1997,62.89
mex,1998,62.66
mex,1999,61.99
mex,2000,61.69
mex,2001,60.99
mex,2002,57.94
mex,2003,58.28
mex,2004,58.85
mex,2005,59.33
mex,2006,60.13
mex,2007,60.1
mex,2008,59.94
mex,2009,59.89
mex,2010,59.66
mex,2011,59.76
mex,2012,60.41
mex,2013,60.28
mex,2014,59.76
mex,2015,59.8
mex,2016,59.68
mex,2017,59.34
mex,2018,59.55
mex,2019,60.17
mex,2020,55.49
mhl,1980,47.79
mhl,1999,51.15
mhl,2006,44.82
mhl,2011,41.28
mhl,2019,44.48
mkd,1991,57.17
mkd,1994,54.11
mkd,1996,54.95
mkd,1997,53.7
mkd,1998,54.8
mkd,1999,53.13
mkd,2000,52.9
mkd,2001,55.5
mkd,2002,52.64
mkd,2003,54.51
mkd,2006,54.02
mkd,2007,54.52
mkd,2008,55.12
mkd,2009,55.48
mkd,2010,55.69
mkd,2011,55.48
mkd,2012,55.17
mkd,2013,55.85
mkd,2014,55.92
mkd,2015,55.38
mkd,2016,54.89
mkd,2017,55.13
mkd,2018,55.19
mkd,2019,55.47
mkd,2020,54.45
mli,1976,52.3
mli,1987,65.43
mli,2004,49.43
mli,2006,75.2
mli,2007,82.2
mli,2009,59.35
mli,2010,65.29
mli,2013,77.22
mli,2014,70.62
mli,2015,70.56
mli,2016,62
mli,2017,69.16
mli,2018,63.75
mlt,1967,32.54
mlt,1979,37.62
mlt,1980,38.92
mlt,1981,38.1
mlt,1983,36.73
mlt,1985,40.15
mlt,1986,36.62
mlt,1987,36.9
mlt,1988,37.28
mlt,1989,37.16
mlt,1990,37.17
mlt,1993,36.09
mlt,1994,46.99
mlt,1995,48.84
mlt,1996,47.98
mlt,1997,47.85
mlt,1998,47.73
mlt,1999,38.42
mlt,2000,49.68
mlt,2001,50.33
mlt,2002,50.37
mlt,2003,50.32
mlt,2004,49.03
mlt,2005,49.07
mlt,2006,49.11
mlt,2007,49.85
mlt,2008,50.05
mlt,2009,50.23
mlt,2010,50.77
mlt,2011,51.44
mlt,2012,52.57
mlt,2013,54.12
mlt,2014,55.27
mlt,2015,55.74
mlt,2016,56.73
mlt,2017,57.9
mlt,2018,60.08
mlt,2019,61.5
mlt,2020,62.34
mmr,1983,55.98
mmr,1985,41
mmr,1986,40.86
mmr,1988,41.06
mmr,1990,41.6
mmr,2015,64.71
mmr,2017,61.24
mmr,2018,61.5
mmr,2019,59.49
mne,2007,51.7
mne,2008,51.9
mne,2009,51.1
mne,2010,49.83
mne,2011,48.74
mne,2012,50.04
mne,2013,50.11
