geo,time,sl_tlf_cact_ne_zs
usa,1990,66.5
usa,1991,66.2
usa,1992,66.4
usa,1993,66.3
usa,1994,66.66
usa,1995,66.72
usa,1996,66.87
usa,1997,67.2
usa,1998,67.09
usa,1999,67.08
usa,2000,67.07
usa,2001,66.82
usa,2002,66.58
usa,2003,66.24
usa,2004,65.99
usa,2005,66.05
usa,2006,66.18
usa,2007,66.04
usa,2008,65.99
usa,2009,65.37
usa,2010,64.71
usa,2011,64.11
usa,2012,63.7
usa,2013,63.25
usa,2014,62.89
usa,2015,62.65
usa,2016,62.79
usa,2017,62.85
usa,2018,62.87
usa,2019,63.1
usa,2020,61.75
usa,2021,61.66
uzb,2002,37.3
uzb,2003,37.4
uzb,2004,38.69
uzb,2005,39.29
uzb,2006,39.88
uzb,2007,74.24
uzb,2008,73.97
uzb,2009,71.23
uzb,2010,70.7
uzb,2011,69.7
uzb,2012,70.02
uzb,2013,70.52
uzb,2014,71.35
uzb,2015,71.89
uzb,2016,72.47
uzb,2017,73.53
uzb,2018,74.32
uzb,2019,74.86
uzb,2020,56.22
vct,1960,31.09
vct,1970,27.49
vct,1991,62.34
vct,2001,62.9
vct,2008,64.65
ven,1961,55.37
ven,1971,51.12
ven,1977,55.2
ven,1979,55.13
ven,1981,54.8
ven,1982,54.47
ven,1983,54.16
ven,1984,55.86
ven,1985,56.02
ven,1986,56.1
ven,1987,56.31
ven,1988,57.23
ven,1989,58.34
ven,1990,59.05
ven,1991,60.15
ven,1992,59.43
ven,1993,57.87
ven,1994,59.14
ven,1995,61.62
ven,1996,62.9
ven,1997,64.45
ven,1998,65.4
ven,2001,67.58
ven,2002,69.16
ven,2005,64.28
ven,2006,64.86
ven,2007,64.42
ven,2008,64.29
ven,2009,64.04
ven,2010,63.85
ven,2011,63.63
ven,2012,63.11
ven,2016,61.18
ven,2017,66.41
ven,2020,53.8
vgb,1960,27.32
vgb,1970,68.58
vgb,1980,72.71
vgb,1991,76.7
vgb,1994,60.71
vir,1960,35.31
vir,1970,41.5
vir,1980,61.63
vir,1990,65.56
vnm,1989,77.21
vnm,1996,75.8
vnm,1997,74.3
vnm,1998,73.7
vnm,1999,73.5
vnm,2000,72.3
vnm,2001,73
vnm,2002,72.5
vnm,2003,72
vnm,2004,71.41
vnm,2007,74.35
vnm,2009,75.83
vnm,2010,76.17
vnm,2011,76.27
vnm,2012,76.19
vnm,2013,77.02
vnm,2014,77.04
vnm,2015,77.2
vnm,2016,76.56
vnm,2017,76.13
vnm,2018,75.61
vnm,2019,70.33
vnm,2020,68.58
vut,1979,84.11
vut,1989,84.04
vut,1999,40.91
vut,2006,76.87
vut,2009,69.19
vut,2010,64.38
vut,2019,50.24
wsm,1961,48.89
wsm,1966,54.21
wsm,1971,50.66
wsm,1976,47.52
wsm,1981,47.35
wsm,1991,59.63
wsm,2001,50.51
wsm,2006,49.78
wsm,2011,41.34
wsm,2012,32.2
wsm,2014,33.34
wsm,2017,43.34
yem,1973,25.77
yem,1994,45.79
yem,1999,45.9
yem,2004,39.2
yem,2005,44.5
yem,2006,44
yem,2007,43.4
yem,2008,42.8
yem,2009,42.25
yem,2010,38.77
yem,2014,36.25
zaf,1960,35.76
zaf,1970,37.31
zaf,1980,34.74
zaf,1985,37.17
zaf,1991,37.51
zaf,1994,47.7
zaf,1995,54.29
zaf,1996,44
zaf,1997,42.6
zaf,1998,45.9
zaf,1999,49.9
zaf,2000,50.75
zaf,2001,50.71
zaf,2002,49.6
zaf,2003,48.7
zaf,2004,46.98
zaf,2005,48.46
zaf,2006,48.78
zaf,2007,48.96
zaf,2008,55.79
zaf,2009,53.96
zaf,2010,52.27
zaf,2011,52.17
zaf,2012,52.51
zaf,2013,53.08
zaf,2014,53.31
zaf,2015,54.59
zaf,2016,54.71
zaf,2017,55.36
zaf,2018,55.16
zaf,2019,55.27
zaf,2020,50.55
zmb,1969,28.45
zmb,1980,58.76
zmb,1990,46.61
zmb,1991,62.9
zmb,1996,66.7
zmb,1998,62
zmb,2000,55.7
zmb,2005,79.63
zmb,2008,74.51
zmb,2010,62.3
zmb,2012,74.58
zmb,2017,34.73
zmb,2018,33.39
zmb,2019,35.27
zwe,1982,63.49
zwe,1987,71.49
zwe,1997,73.13
zwe,1999,71.11
zwe,2004,82.67
zwe,2011,82.38
zwe,2012,66.84
zwe,2014,84.52
zwe,2019,42.88
