geo,time,ag_prd_crel_mt
ago,2015,2019275
ago,2016,2423924
ago,2017,2890827
ago,2018,2444745
alb,1961,293932
alb,1962,313508
alb,1963,293449
alb,1964,350144
alb,1965,335293
alb,1966,433094
alb,1967,487464
alb,1968,502090
alb,1969,528519
alb,1970,538749
alb,1971,547485
alb,1972,585830
alb,1973,625498
alb,1974,646200
alb,1975,666500
alb,1976,857000
alb,1977,910400
alb,1978,932800
alb,1979,963800
alb,1980,880600
alb,1981,904200
alb,1982,970400
alb,1983,1067000
alb,1984,1039400
alb,1985,994900
alb,1986,1046000
alb,1987,1025800
alb,1988,997630
alb,1989,1033350
alb,1990,897000
alb,1991,446152
alb,1992,428918
alb,1993,665720
alb,1994,646026
alb,1995,645400
alb,1996,503714
alb,1997,602043
alb,1998,605746
alb,1999,497500
alb,2000,565800
alb,2001,502500
alb,2002,518800
alb,2003,488500
alb,2004,498800
alb,2005,511200
alb,2006,507500
alb,2007,493600
alb,2008,608500
alb,2009,630900
alb,2010,693800
alb,2011,701200
alb,2012,697400
alb,2013,702870
alb,2014,700370
alb,2015,695000
alb,2016,698430
alb,2017,701734
alb,2018,678196
are,1977,14
are,1978,242
are,1979,785
are,1980,906
are,1981,757
are,1982,1780
are,1983,1276
are,1984,1536
are,1985,1300
are,1986,1175
are,1987,874
are,1988,544
are,1989,1201
are,1990,2877
are,1991,6014
are,1992,6779
are,1993,4492
are,1994,4952
are,1995,4972
are,1996,4701
are,1997,4498
are,1998,4309
are,1999,4047
are,2000,4037
are,2001,3643
are,2002,3134
are,2003,2373
are,2004,2210
are,2005,2157
are,2006,2217
are,2007,1860
are,2008,2378
are,2009,3401
are,2010,5336
are,2011,4590
are,2012,3779
are,2013,772
are,2014,2694
are,2015,3809
are,2016,6101
are,2017,17257
are,2018,9056
arg,1961,14512100
arg,1962,13961600
arg,1963,17331100
arg,1964,20821300
arg,1965,13843800
arg,1966,17317600
arg,1967,19575100
arg,1968,16296600
arg,1969,18477000
arg,1970,19922000
arg,1971,21975800
arg,1972,18834100
arg,1973,23861300
arg,1974,23608900
arg,1975,23040800
arg,1976,24891700
arg,1977,22506800
arg,1978,27700200
arg,1979,25071000
arg,1980,18652400
arg,1981,30014200
arg,1982,34328400
arg,1983,31687000
arg,1984,31849300
arg,1985,28074800
arg,1986,26130800
arg,1987,22947900
arg,1988,22336300
arg,1989,18133270
arg,1990,19142700
arg,1991,22743960
arg,1992,25600220
arg,1993,25434121
arg,1994,23700667
arg,1995,26170678
arg,1996,24135124
arg,1997,36926490
arg,1998,40294667
arg,1999,32157646
arg,2000,38086960
arg,2001,36632775
arg,2002,34872639
arg,2003,32275169
arg,2004,34452438
arg,2005,41579427
arg,2006,32263201
arg,2007,42356370
arg,2008,44731736
arg,2009,26029790
arg,2010,40266747
arg,2011,50670016
arg,2012,47449657
arg,2013,50703913
arg,2014,50874215
arg,2015,55979853
arg,2016,61147070
arg,2017,76396702
arg,2018,70591016
arm,1992,299949
arm,1993,306410
arm,1994,227620
arm,1995,248200
arm,1996,312800
arm,1997,254180
arm,1998,322730
arm,1999,292212
arm,2000,216970
arm,2001,360144
arm,2002,407583
arm,2003,305303
arm,2004,451641
arm,2005,391829
arm,2006,208587
arm,2007,447554
arm,2008,409182
arm,2009,369077
arm,2010,321954
arm,2011,435470
arm,2012,451049
arm,2013,543659
arm,2014,574673
arm,2015,595757
arm,2016,598966
arm,2017,298029
arm,2018,334342
atg,1966,30
atg,1967,18
atg,1968,30
atg,1969,45
atg,1970,60
atg,1971,80
atg,1972,92
atg,1973,28
atg,1974,37
atg,1975,60
atg,1976,51
atg,1977,30
atg,1978,35
atg,1979,96
atg,1980,29
atg,1981,45
atg,1982,59
atg,1983,68
atg,1984,29
atg,1985,38
atg,1986,40
atg,1987,48
atg,1988,57
atg,1989,60
atg,1990,50
atg,1991,55
atg,1992,51
atg,1993,50
atg,1994,49
atg,1995,45
atg,1996,49
atg,1997,49
atg,1998,49
atg,1999,50
atg,2000,48
atg,2001,51
atg,2002,50
atg,2003,55
atg,2004,60
atg,2005,61
atg,2006,65
atg,2007,65
atg,2008,68
atg,2009,66
atg,2010,63
atg,2011,72
atg,2012,70
atg,2013,72
atg,2014,71
atg,2015,72
atg,2016,73
atg,2017,74
atg,2018,75
aus,1961,9149882
aus,1962,11143648
aus,1963,11812267
aus,1964,13001568
aus,1965,9684056
aus,1966,16585035
aus,1967,9873734
aus,1968,18905065
aus,1969,14250318
aus,1970,12904533
aus,1971,14840092
aus,1972,10781927
aus,1973,16997800
aus,1974,16367969
aus,1975,17767379
aus,1976,17448064
aus,1977,14417267
aus,1978,25274482
aus,1979,23343860
aus,1980,16402312
aus,1981,23703676
aus,1982,14186565
aus,1983,31068963
aus,1984,28602111
aus,1985,24942194
aus,1986,24001774
aus,1987,19899619
aus,1988,21891006
aus,1989,22375364
aus,1990,23045332
aus,1991,18747862
aus,1992,25261706
aus,1993,26805757
aus,1994,15410973
aus,1995,27389413
aus,1996,35645886
aus,1997,31238927
aus,1998,33339400
aus,1999,35368800
aus,2000,34446938
aus,2001,34718061
aus,2002,38590113
aus,2003,17553202
aus,2004,42384122
aus,2005,34357112
aus,2006,40504980
aus,2007,17771911
aus,2008,26866214
aus,2009,34140448
aus,2010,33464874
aus,2011,39973082
aus,2012,43362426
aus,2013,35589236
aus,2014,38419626
aus,2015,37194952
aus,2016,35229204
aus,2017,50048408
aus,2018,33860883
aut,1961,2274011
aut,1962,2305937
aut,1963,2229471
aut,1964,2349312
aut,1965,2019628
aut,1966,2648957
aut,1967,2934871
aut,1968,3046205
aut,1969,3406075
aut,1970,3070552
aut,1971,3545643
aut,1972,3318492
aut,1973,3787094
aut,1974,4014005
aut,1975,3704116
aut,1976,4277716
aut,1977,4203640
aut,1978,4628713
aut,1979,3982485
aut,1980,4826198
aut,1981,4356211
aut,1982,5026041
aut,1983,5075517
aut,1984,5353319
aut,1985,5551181
aut,1986,5108350
aut,1987,4964599
aut,1988,5359343
aut,1989,5009116
aut,1990,5289752
aut,1991,5044859
aut,1992,4322590
aut,1993,4206456
aut,1994,4435935
aut,1995,4451882
aut,1996,4494852
aut,1997,5010607
aut,1998,4772665
aut,1999,4809095
aut,2000,4494383
aut,2001,4837094
aut,2002,4762612
aut,2003,4269510
aut,2004,5323714
aut,2005,4907057
aut,2006,4467510
aut,2007,4766039
aut,2008,5756464
aut,2009,5164152
aut,2010,4866648
aut,2011,5712207
aut,2012,4883379
aut,2013,4599433
aut,2014,5720309
aut,2015,4853895
aut,2016,5701697
aut,2017,4874849
aut,2018,4813238
aze,1992,1325023
aze,1993,1136987
aze,1994,1024216
aze,1995,909592
aze,1996,999404
aze,1997,1074721
aze,1998,915652
aze,1999,1065306
aze,2000,1496224
aze,2001,1955915
aze,2002,2133184
aze,2003,1993208
aze,2004,2086640
aze,2005,2056186
aze,2006,2011622
aze,2007,1943653
aze,2008,2419911
aze,2009,2903361
aze,2010,1928779
aze,2011,2370823
aze,2012,2707274
aze,2013,2856572
aze,2014,2297996
aze,2015,2898559
aze,2016,2965670
aze,2017,2824527
aze,2018,3181818
bdi,1961,130000
bdi,1962,129150
bdi,1963,130080
bdi,1964,148680
bdi,1965,148278
bdi,1966,152037
bdi,1967,154700
bdi,1968,164900
bdi,1969,162233
bdi,1970,168887
bdi,1971,171722
bdi,1972,155486
bdi,1973,175827
bdi,1974,143009
bdi,1975,179475
bdi,1976,181600
bdi,1977,185500
bdi,1978,202042
bdi,1979,213400
bdi,1980,216600
bdi,1981,227000
bdi,1982,221000
bdi,1983,227000
bdi,1984,224000
bdi,1985,256000
bdi,1986,266000
bdi,1987,279300
bdi,1988,291700
bdi,1989,295900
bdi,1990,293300
bdi,1991,299800
bdi,1992,306100
bdi,1993,299700
bdi,1994,224724
bdi,1995,269037
bdi,1996,272649
bdi,1997,304757
bdi,1998,260539
bdi,1999,264518
bdi,2000,254735
bdi,2001,283645
bdi,2002,292395
bdi,2003,282588
bdi,2004,290589
bdi,2005,296951
bdi,2006,296904
bdi,2007,302211
bdi,2008,298181
bdi,2009,310616
bdi,2010,322678
bdi,2011,337662
bdi,2012,256889
bdi,2013,254054
bdi,2014,236310
bdi,2015,259806
bdi,2016,467773
bdi,2017,342669
bdi,2018,425802
bel,1961,1885559
bel,1962,2063184
bel,1963,1959365
bel,1964,2091825
bel,1965,1974178
bel,1966,1610763
bel,1967,2193351
bel,1968,2060519
bel,1969,1936803
bel,1970,1713892
bel,1971,2118812
bel,1972,2146215
bel,1973,2301305
bel,1974,2265845
bel,1975,1619716
bel,1976,1872856
bel,1977,1823334
bel,1978,2186720
bel,1979,2144554
bel,1980,2040803
bel,1981,2023015
bel,1982,2221844
bel,1983,1962443
bel,1984,2533386
bel,1985,2227168
bel,1986,2402767
bel,1987,2062716
bel,1988,2351145
bel,1989,2373537
bel,1990,2119214
bel,1991,2214793
bel,1992,2165192
bel,1993,2310758
bel,1994,2174310
bel,1995,2143882
bel,1996,2571285
bel,1997,2393193
bel,1998,2598660
bel,1999,2445489
bel,2000,2513100
bel,2001,2358600
bel,2002,2639300
bel,2003,2560990
bel,2004,2931988
bel,2005,2786575
bel,2006,2684227
bel,2007,2718733
bel,2008,3113270
bel,2009,3255409
bel,2010,3041408
bel,2011,2939102
bel,2012,2957908
bel,2013,3097497
bel,2014,3162852
bel,2015,3163733
bel,2016,2287774
bel,2017,2764392
bel,2018,2483008
ben,1961,290434
ben,1962,286798
ben,1963,278549
ben,1964,294532
ben,1965,286772
ben,1966,262408
ben,1967,313677
ben,1968,291772
ben,1969,274553
ben,1970,284987
ben,1971,238061
ben,1972,271788
ben,1973,344166
ben,1974,335444
ben,1975,298579
ben,1976,277970
ben,1977,326072
ben,1978,417890
ben,1979,389148
ben,1980,345952
ben,1981,361635
ben,1982,352337
ben,1983,351157
ben,1984,483030
ben,1985,535415
ben,1986,496618
ben,1987,400650
ben,1988,556977
ben,1989,565013
ben,1990,545898
ben,1991,584864
ben,1992,609496
ben,1993,625249
ben,1994,645357
ben,1995,734332
ben,1996,714355
ben,1997,876553
ben,1998,867173
ben,1999,974484
ben,2000,993383
ben,2001,942790
ben,2002,1086000
ben,2003,1042770
ben,2004,1108856
ben,2005,1151853
ben,2006,1095952
ben,2007,1158679
ben,2008,1267588
ben,2009,1508142
ben,2010,1333436
ben,2011,1544233
ben,2012,1576091
ben,2013,1791888
ben,2014,1714040
ben,2015,1643227
ben,2016,1814289
ben,2017,1897504
ben,2018,2315556
bfa,1961,726079
bfa,1962,895048
bfa,1963,918153
bfa,1964,1010600
bfa,1965,953407
bfa,1966,1000000
bfa,1967,1035155
bfa,1968,1084696
bfa,1969,1037041
bfa,1970,1065118
bfa,1971,883608
bfa,1972,880284
bfa,1973,831365
bfa,1974,1086580
bfa,1975,1254319
bfa,1976,995823
bfa,1977,1109843
bfa,1978,1169854
bfa,1979,1180823
bfa,1980,1047988
bfa,1981,1270034
bfa,1982,1209967
bfa,1983,1119418
bfa,1984,1089368
bfa,1985,1583270
bfa,1986,1889857
bfa,1987,1637101
bfa,1988,2100562
bfa,1989,1951671
bfa,1990,1517900
bfa,1991,2454900
bfa,1992,2478600
bfa,1993,2527355
bfa,1994,2232037
bfa,1995,2307988
bfa,1996,2481805
bfa,1997,2013552
bfa,1998,2656756
bfa,1999,2699886
bfa,2000,2279247
bfa,2001,3109092
bfa,2002,3119050
bfa,2003,3564281
bfa,2004,2901973
bfa,2005,3649533
bfa,2006,3680674
bfa,2007,3108811
bfa,2008,4358518
bfa,2009,3626638
bfa,2010,4560546
bfa,2011,3666404
bfa,2012,4898544
bfa,2013,4869722
bfa,2014,4469300
bfa,2015,4189665
bfa,2016,4567066
bfa,2017,4063197
bfa,2018,4991259
bgd,1961,14523696
bgd,1962,13408128
bgd,1963,16042664
bgd,1964,15842004
bgd,1965,15852140
bgd,1966,14464297
bgd,1967,16876448
bgd,1968,17160028
bgd,1969,18187398
bgd,1970,16905215
bgd,1971,15088878
bgd,1972,15323537
bgd,1973,18021512
bgd,1974,17105414
bgd,1975,19322564
bgd,1976,17908126
bgd,1977,19772481
bgd,1978,19984399
bgd,1979,19658591
bgd,1980,21698327
bgd,1981,21591389
bgd,1982,22339648
bgd,1983,22990185
bgd,1984,23256274
bgd,1985,24134965
bgd,1986,24266331
bgd,1987,24304321
bgd,1988,24449929
bgd,1989,27886213
bgd,1990,27746673
bgd,1991,28326730
bgd,1992,28516927
bgd,1993,28177410
bgd,1994,26325480
bgd,1995,27704115
bgd,1996,29620075
bgd,1997,29673515
bgd,1998,31577495
bgd,1999,36403000
bgd,2000,39503000
bgd,2001,38029335
bgd,2002,39341455
bgd,2003,40015280
bgd,2004,37759046
bgd,2005,41146756
bgd,2006,42044685
bgd,2007,44841300
bgd,2008,48946800
bgd,2009,49735853
bgd,2010,51862850
bgd,2011,52628364
bgd,2012,52801014
bgd,2013,54357477
bgd,2014,55241123
bgd,2015,55438379
bgd,2016,54262297
bgd,2017,58495624
bgd,2018,60817838
bgr,1961,4403935
bgr,1962,4466325
bgr,1963,4507537
bgr,1964,5232842
bgr,1965,5307655
bgr,1966,6823527
bgr,1967,6531374
bgr,1968,5285685
bgr,1969,6080288
bgr,1970,6788615
bgr,1971,7076215
bgr,1972,8152773
bgr,1973,7329016
bgr,1974,6608375
bgr,1975,7706452
bgr,1976,8492409
bgr,1977,7577645
bgr,1978,7491580
bgr,1979,8290010
bgr,1980,7647576
bgr,1981,8449300
bgr,1982,9967359
bgr,1983,7931689
bgr,1984,9249148
bgr,1985,5382902
bgr,1986,8492188
bgr,1987,7275590
bgr,1988,7816939
bgr,1989,9527371
bgr,1990,8125944
bgr,1991,8983806
bgr,1992,6593633
bgr,1993,5697849
bgr,1994,6441668
bgr,1995,6543382
bgr,1996,3403520
bgr,1997,6187844
bgr,1998,5378183
bgr,1999,5221441
bgr,2000,4388341
bgr,2001,6076856
bgr,2002,6770394
bgr,2003,3814085
bgr,2004,7462821
bgr,2005,5839080
bgr,2006,5531830
bgr,2007,3870213
bgr,2008,7015582
bgr,2009,6243088
bgr,2010,7136449
bgr,2011,7521108
bgr,2012,6988023
bgr,2013,9153930
bgr,2014,9530421
bgr,2015,8570299
bgr,2016,8752219
bgr,2017,9475846
bgr,2018,9931999
bhs,1961,100
bhs,1962,150
bhs,1963,200
bhs,1964,250
bhs,1965,300
bhs,1966,430
bhs,1967,450
bhs,1968,470
bhs,1969,490
bhs,1970,510
bhs,1971,530
bhs,1972,550
bhs,1973,580
bhs,1974,595
bhs,1975,610
bhs,1976,625
bhs,1977,640
bhs,1978,730
bhs,1979,720
bhs,1980,719
bhs,1981,720
bhs,1982,740
bhs,1983,750
bhs,1984,800
bhs,1985,820
bhs,1986,820
bhs,1987,750
bhs,1988,700
bhs,1989,700
bhs,1990,750
bhs,1991,750
bhs,1992,500
bhs,1993,400
bhs,1994,312
bhs,1995,312
bhs,1996,312
bhs,1997,348
bhs,1998,377
bhs,1999,379
bhs,2000,312
bhs,2001,300
bhs,2002,305
bhs,2003,340
bhs,2004,355
bhs,2005,360
bhs,2006,380
bhs,2007,400
bhs,2008,500
bhs,2009,600
bhs,2010,678
bhs,2011,687
bhs,2012,690
bhs,2013,691
bhs,2014,700
bhs,2015,790
bhs,2016,841
bhs,2017,777
bhs,2018,742
bih,1992,1080400
bih,1993,962300
bih,1994,847400
bih,1995,671360
bih,1996,841400
bih,1997,1242059
bih,1998,1326660
bih,1999,1368792
bih,2000,930230
bih,2001,1137981
bih,2002,1307700
bih,2003,793364
bih,2004,1438704
bih,2005,1349772
bih,2006,1340995
bih,2007,1000576
bih,2008,1374701
bih,2009,1390724
bih,2010,1104907
bih,2011,1118257
bih,2012,905975
bih,2013,1222498
bih,2014,1082655
bih,2015,1137236
bih,2016,1657556
bih,2017,1167005
bih,2018,1743762
blr,1992,7135000
blr,1993,7329074
blr,1994,5951815
blr,1995,5329555
blr,1996,5496095
blr,1997,5937335
blr,1998,4510976
blr,1999,3427316
blr,2000,4579256
blr,2001,4885397
blr,2002,5723737
blr,2003,5132062
blr,2004,6604944
blr,2005,6104299
blr,2006,5700181
blr,2007,7029909
blr,2008,8728461
blr,2009,8169504
blr,2010,6741684
blr,2011,7996331
blr,2012,8843848
blr,2013,7233152
blr,2014,9033775
blr,2015,8186980
blr,2016,7075658
blr,2017,7529412
blr,2018,5813869
blz,1961,4848
blz,1962,3245
blz,1963,3856
blz,1964,5084
blz,1965,5819
blz,1966,4478
blz,1967,8328
blz,1968,9893
blz,1969,11181
blz,1970,19369
blz,1971,20424
blz,1972,20409
blz,1973,24267
blz,1974,20321
blz,1975,16646
blz,1976,24449
blz,1977,25644
blz,1978,25854
blz,1979,22090
blz,1980,27443
blz,1981,31967
blz,1982,29121
blz,1983,23722
blz,1984,21830
blz,1985,25209
blz,1986,22887
blz,1987,27818
blz,1988,28672
blz,1989,28572
blz,1990,29835
blz,1991,42005
blz,1992,38130
blz,1993,43640
blz,1994,34364
blz,1995,43264
blz,1996,55948
blz,1997,59873
blz,1998,52236
blz,1999,62300
blz,2000,47875
blz,2001,57267
blz,2002,56428
blz,2003,60036
blz,2004,53937
blz,2005,71758
blz,2006,53390
blz,2007,70153
blz,2008,59522
blz,2009,87276
blz,2010,98489
blz,2011,91768
blz,2012,91627
blz,2013,111934
blz,2014,94519
blz,2015,80959
blz,2016,91556
blz,2017,118376
blz,2018,99341
bol,1961,411470
bol,1962,418321
bol,1963,449507
bol,1964,381392
bol,1965,455106
bol,1966,434564
bol,1967,429601
bol,1968,480710
bol,1969,503075
bol,1970,478920
bol,1971,510860
bol,1972,491455
bol,1973,498445
bol,1974,516196
bol,1975,592260
bol,1976,631970
bol,1977,557490
bol,1978,557915
bol,1979,595580
bol,1980,625905
bol,1981,766100
bol,1982,700371
bol,1983,496789
bol,1984,865748
bol,1985,972965
bol,1986,839006
bol,1987,865495
bol,1988,834282
bol,1989,845276
bol,1990,792648
bol,1991,902497
bol,1992,952128
bol,1993,1113756
bol,1994,956890
bol,1995,1089553
bol,1996,1138598
bol,1997,944952
bol,1998,1157807
bol,1999,1137351
bol,2000,1244322
bol,2001,1324781
bol,2002,1315565
bol,2003,1462502
bol,2004,1255985
bol,2005,1659795
bol,2006,1865967
bol,2007,1733466
bol,2008,2052972
bol,2009,2378919
bol,2010,2133671
bol,2011,1988007
bol,2012,2125543
bol,2013,2503245
bol,2014,2449241
bol,2015,2934919
bol,2016,2660808
bol,2017,2278994
bol,2018,3267425
bra,1961,15036353
bra,1962,15918336
bra,1963,16616892
bra,1964,16469226
bra,1965,20350793
bra,1966,17867924
bra,1967,20322328
bra,1968,20418801
bra,1969,20549860
bra,1970,23698316
bra,1971,22814265
bra,1972,22703928
bra,1973,23721606
bra,1974,26240014
bra,1975,26238419
bra,1976,31143200
bra,1977,30913834
bra,1978,24033646
bra,1979,27147322
bra,1980,33217492
bra,1981,32050567
bra,1982,33838263
bra,1983,29197566
bra,1984,32711289
bra,1985,36011139
bra,1986,37298400
bra,1987,44148398
bra,1988,42905037
bra,1989,43934410
bra,1990,32490390
bra,1991,36682063
bra,1992,44057994
bra,1993,43073467
bra,1994,45845332
bra,1995,49641823
bra,1996,42436960
bra,1997,44874820
bra,1998,40742023
bra,1999,47631962
bra,2000,46527202
bra,2001,57125393
bra,2002,50875594
bra,2003,67454329
bra,2004,63953364
bra,2005,55670925
bra,2006,59148978
bra,2007,69441634
bra,2008,79745466
bra,2009,70914791
bra,2010,75160152
bra,2011,77586276
bra,2012,89908244
bra,2013,100901726
bra,2014,101402184
bra,2015,106027826
bra,2016,84167849
bra,2017,117979368
bra,2018,103064737
brb,1961,716
brb,1962,899
brb,1963,708
brb,1964,508
brb,1965,560
brb,1966,830
brb,1967,1000
brb,1968,1449
brb,1969,1754
brb,1970,1600
brb,1971,1400
brb,1972,2073
brb,1973,2000
brb,1974,2000
brb,1975,2000
brb,1976,2000
brb,1977,2000
brb,1978,2000
brb,1979,2000
brb,1980,2000
brb,1981,2000
brb,1982,2000
brb,1983,2000
brb,1984,2400
brb,1985,2000
brb,1986,2100
brb,1987,2100
brb,1988,2200
brb,1989,2200
brb,1990,2300
brb,1991,2100
brb,1992,1800
brb,1993,1600
brb,1994,1300
brb,1995,1100
brb,1996,800
brb,1997,650
brb,1998,520
brb,1999,390
brb,2000,300
brb,2001,250
brb,2002,218
brb,2003,263
brb,2004,250
brb,2005,260
brb,2006,270
brb,2007,280
brb,2008,268
brb,2009,263
brb,2010,260
brb,2011,269
brb,2012,320
brb,2013,340
brb,2014,81
brb,2015,122
brb,2016,96
brb,2017,74
brb,2018,109
brn,1961,4908
brn,1962,5245
brn,1963,3868
brn,1964,3441
brn,1965,2946
brn,1966,3408
brn,1967,5523
brn,1968,5522
brn,1969,6782
brn,1970,6781
brn,1971,4381
brn,1972,4000
brn,1973,6116
brn,1974,9766
brn,1975,9882
brn,1976,7230
brn,1977,4259
brn,1978,3836
brn,1979,4615
brn,1980,2747
brn,1981,2494
brn,1982,2366
brn,1983,2676
brn,1984,3270
brn,1985,1082
brn,1986,1540
brn,1987,1080
brn,1988,1930
brn,1989,1560
brn,1990,930
brn,1991,880
brn,1992,740
brn,1993,790
brn,1994,785
brn,1995,508
brn,1996,446
brn,1997,446
brn,1998,446
brn,1999,200
brn,2000,299
brn,2001,350
brn,2002,372
brn,2003,547
brn,2004,620
brn,2005,851
brn,2006,886
brn,2007,983
brn,2008,911
brn,2009,891
brn,2010,1072
brn,2011,1480
brn,2012,1756
brn,2013,1237
brn,2014,1382
brn,2015,1983
brn,2016,1579
brn,2017,1527
brn,2018,1569
btn,1961,98408
btn,1962,101378
btn,1963,104458
btn,1964,107233
btn,1965,110113
btn,1966,113000
btn,1967,116100
btn,1968,120200
btn,1969,123000
btn,1970,126000
btn,1971,128900
btn,1972,132000
btn,1973,134900
btn,1974,138200
btn,1975,141100
btn,1976,143600
btn,1977,146900
btn,1978,150100
btn,1979,154100
btn,1980,158100
btn,1981,163700
btn,1982,166230
btn,1983,171700
btn,1984,178891
btn,1985,167300
btn,1986,164350
btn,1987,139700
btn,1988,94871
btn,1989,94800
btn,1990,121320
btn,1991,100025
btn,1992,101312
btn,1993,116780
btn,1994,131911
btn,1995,149534
btn,1996,162307
btn,1997,169825
btn,1998,168081
btn,1999,151252
btn,2000,106650
btn,2001,115000
btn,2002,91437
btn,2003,106447
btn,2004,153969
btn,2005,192631
btn,2006,184653
btn,2007,190853
btn,2008,166007
btn,2009,143552
btn,2010,144634
btn,2011,184333
btn,2012,167800
btn,2013,159723
btn,2014,166902
btn,2015,175624
btn,2016,176094
btn,2017,188780
btn,2018,194612
bwa,1961,62161
bwa,1962,16900
bwa,1963,18550
bwa,1964,11506
bwa,1965,11599
bwa,1966,35466
bwa,1967,65529
bwa,1968,25943
bwa,1969,50075
bwa,1970,11530
bwa,1971,96400
bwa,1972,79500
bwa,1973,34517
bwa,1974,110750
bwa,1975,67050
bwa,1976,123147
bwa,1977,73600
bwa,1978,34200
bwa,1979,9750
bwa,1980,45900
bwa,1981,54195
bwa,1982,19320
bwa,1983,16765
bwa,1984,9525
bwa,1985,20670
bwa,1986,23500
bwa,1987,24275
bwa,1988,108280
bwa,1989,77275
bwa,1990,54430
bwa,1991,52300
bwa,1992,22500
bwa,1993,46376
bwa,1994,55405
bwa,1995,62769
bwa,1996,89530
bwa,1997,43946
bwa,1998,14934
bwa,1999,20827
bwa,2000,24576
bwa,2001,23080
bwa,2002,34479
bwa,2003,35885
bwa,2004,26672
bwa,2005,36513
bwa,2006,43810
bwa,2007,31312
bwa,2008,36741
bwa,2009,55378
bwa,2010,50345
bwa,2011,74024
bwa,2012,37457
bwa,2013,19366
bwa,2014,50249
bwa,2015,44184
bwa,2016,37798
bwa,2017,23470
bwa,2018,36284
caf,1961,68000
caf,1962,83300
caf,1963,84300
caf,1964,87000
caf,1965,88500
caf,1966,85500
caf,1967,89600
caf,1968,92800
caf,1969,99476
caf,1970,92188
caf,1971,95477
caf,1972,99900
caf,1973,103650
caf,1974,101362
caf,1975,94672
caf,1976,96000
caf,1977,93000
caf,1978,92918
caf,1979,93145
caf,1980,99862
caf,1981,116073
caf,1982,120200
caf,1983,102676
caf,1984,102100
caf,1985,110772
caf,1986,177889
caf,1987,126314
caf,1988,143158
caf,1989,123580
caf,1990,89142
caf,1991,91504
caf,1992,93947
caf,1993,93637
caf,1994,100706
caf,1995,112818
caf,1996,126400
caf,1997,138400
caf,1998,147500
caf,1999,161000
caf,2000,165600
caf,2001,182600
caf,2002,193300
caf,2003,201800
caf,2004,209900
caf,2005,230994
caf,2006,227000
caf,2007,236570
caf,2008,235527
caf,2009,250667
caf,2010,249000
caf,2011,258128
caf,2012,259248
caf,2013,203144
caf,2014,133356
caf,2015,131695
caf,2016,143104
caf,2017,141537
caf,2018,137904
can,1961,16730306
can,1962,29261250
can,1963,34122307
can,1964,28504578
can,1965,32228771
can,1966,38663261
can,1967,30080426
can,1968,34413439
can,1969,35922333
can,1970,28560715
can,1971,38859750
can,1972,35466355
can,1973,36600202
can,1974,30864826
can,1975,37107574
can,1976,44710278
can,1977,42239008
can,1978,41895782
can,1979,35955000
can,1980,41364700
can,1981,50862200
can,1982,53333208
can,1983,47447208
can,1984,42793504
can,1985,48239300
can,1986,56964700
can,1987,51635200
can,1988,35494200
can,1989,48089308
can,1990,56806235
can,1991,53852300
can,1992,49642650
can,1993,51483100
can,1994,46618500
can,1995,49344200
can,1996,58494100
can,1997,49606900
can,1998,50984500
can,1999,54112600
can,2000,51090400
can,2001,43391400
can,2002,36046900
can,2003,49197200
can,2004,50778200
