geo,time,ag_prd_crel_mt
fji,1966,14796
fji,1967,17249
fji,1968,22240
fji,1969,19913
fji,1970,21541
fji,1971,18006
fji,1972,18015
fji,1973,17413
fji,1974,17820
fji,1975,23293
fji,1976,21768
fji,1977,18475
fji,1978,17105
fji,1979,19917
fji,1980,18896
fji,1981,18458
fji,1982,21342
fji,1983,17951
fji,1984,24233
fji,1985,29296
fji,1986,26249
fji,1987,24333
fji,1988,33601
fji,1989,32622
fji,1990,28477
fji,1991,29575
fji,1992,23483
fji,1993,22844
fji,1994,19587
fji,1995,19771
fji,1996,19466
fji,1997,18539
fji,1998,6424
fji,1999,18059
fji,2000,14182
fji,2001,14896
fji,2002,13516
fji,2003,16550
fji,2004,14429
fji,2005,15949
fji,2006,13701
fji,2007,15206
fji,2008,12231
fji,2009,12140
fji,2010,8617
fji,2011,8143
fji,2012,4858
fji,2013,7710
fji,2014,7842
fji,2015,7428
fji,2016,9542
fji,2017,10067
fji,2018,8284
fra,1961,20802475
fra,1962,25305105
fra,1963,25367307
fra,1964,26050470
fra,1965,29130754
fra,1966,26737646
fra,1967,32345675
fra,1968,33237542
fra,1969,33115628
fra,1970,31443420
fra,1971,36988610
fra,1972,40481820
fra,1973,43053408
fra,1974,41069978
fra,1975,35731890
fra,1976,32729070
fra,1977,39316140
fra,1978,45454526
fra,1979,44266904
fra,1980,48024778
fra,1981,45941700
fra,1982,48668500
fra,1983,46397398
fra,1984,58144290
fra,1985,55684180
fra,1986,50373694
fra,1987,52939096
fra,1988,56071405
fra,1989,57603036
fra,1990,55110621
fra,1991,60262166
fra,1992,60473755
fra,1993,55422572
fra,1994,53185122
fra,1995,53284874
fra,1996,62253510
fra,1997,63031639
fra,1998,67947149
fra,1999,64264518
fra,2000,65732235
fra,2001,60300838
fra,2002,69700575
fra,2003,55099557
fra,2004,70642016
fra,2005,64210067
fra,2006,61820445
fra,2007,59578778
fra,2008,70418032
fra,2009,70373159
fra,2010,65839202
fra,2011,63954886
fra,2012,68341731
fra,2013,67537681
fra,2014,72579315
fra,2015,72875854
fra,2016,54398704
fra,2017,68730244
fra,2018,62740329
fsm,1991,42
fsm,1992,44
fsm,1993,45
fsm,1994,47
fsm,1995,148
fsm,1996,151
fsm,1997,154
fsm,1998,156
fsm,1999,159
fsm,2000,161
fsm,2001,164
fsm,2002,167
fsm,2003,170
fsm,2004,172
fsm,2005,175
fsm,2006,177
fsm,2007,167
fsm,2008,195
fsm,2009,208
fsm,2010,221
fsm,2011,234
fsm,2012,254
fsm,2013,269
fsm,2014,285
fsm,2015,275
fsm,2016,289
fsm,2017,300
fsm,2018,288
gab,1961,9285
gab,1962,9053
gab,1963,9173
gab,1964,9397
gab,1965,9417
gab,1966,8850
gab,1967,8862
gab,1968,8796
gab,1969,8458
gab,1970,8595
gab,1971,8635
gab,1972,6800
gab,1973,7900
gab,1974,8368
gab,1975,7750
gab,1976,8400
gab,1977,9070
gab,1978,9890
gab,1979,10570
gab,1980,10830
gab,1981,10487
gab,1982,11400
gab,1983,12800
gab,1984,13662
gab,1985,13500
gab,1986,21060
gab,1987,23858
gab,1988,25421
gab,1989,20695
gab,1990,23664
gab,1991,24677
gab,1992,25370
gab,1993,27320
gab,1994,30506
gab,1995,29452
gab,1996,29311
gab,1997,24897
gab,1998,27129
gab,1999,27761
gab,2000,26900
gab,2001,26168
gab,2002,25046
gab,2003,32075
gab,2004,31335
gab,2005,35309
gab,2006,33171
gab,2007,34100
gab,2008,36287
gab,2009,39782
gab,2010,40754
gab,2011,42405
gab,2012,43408
gab,2013,44202
gab,2014,44648
gab,2015,45101
gab,2016,46139
gab,2017,46987
gab,2018,47835
gbr,1961,9721851
gbr,1962,11790944
gbr,1963,11364849
gbr,1964,12799102
gbr,1965,13716688
gbr,1966,13439265
gbr,1967,14649718
gbr,1968,13142810
gbr,1969,13580196
gbr,1970,13267110
gbr,1971,14975270
gbr,1972,15533794
gbr,1973,15316018
gbr,1974,16394537
gbr,1975,13936000
gbr,1976,13263000
gbr,1977,16726567
gbr,1978,17262000
gbr,1979,17416895
gbr,1980,19472785
gbr,1981,19629000
gbr,1982,21919000
gbr,1983,21305600
gbr,1984,26614000
gbr,1985,22486000
gbr,1986,24509000
gbr,1987,21698000
gbr,1988,21063000
gbr,1989,22728932
gbr,1990,22569000
gbr,1991,22629199
gbr,1992,22057171
gbr,1993,19481622
gbr,1994,19945396
gbr,1995,21859745
gbr,1996,24510178
gbr,1997,23523248
gbr,1998,22767929
gbr,1999,22123808
gbr,2000,23988441
gbr,2001,18958946
gbr,2002,22965900
gbr,2003,21494212
gbr,2004,22009971
gbr,2005,20994000
gbr,2006,20840385
gbr,2007,19123516
gbr,2008,24282470
gbr,2009,21619013
gbr,2010,20946145
gbr,2011,21484952
gbr,2012,19515045
gbr,2013,20083467
gbr,2014,24468841
gbr,2015,24734564
gbr,2016,21964131
gbr,2017,23000066
gbr,2018,21084346
geo,1992,496050
geo,1993,402751
geo,1994,470638
geo,1995,501476
geo,1996,630103
geo,1997,891707
geo,1998,588570
geo,1999,771064
geo,2000,417752
geo,2001,703620
geo,2002,661681
geo,2003,741924
geo,2004,662715
geo,2005,680281
geo,2006,320140
geo,2007,418724
geo,2008,467111
geo,2009,375640
geo,2010,220200
geo,2011,404700
geo,2012,377300
geo,2013,490624
geo,2014,378206
geo,2015,363413
geo,2016,431639
geo,2017,295719
geo,2018,371461
gha,1961,436400
gha,1962,421000
gha,1963,392348
gha,1964,400221
gha,1965,388943
gha,1966,646900
gha,1967,585651
gha,1968,522656
gha,1969,535463
gha,1970,857500
gha,1971,823100
gha,1972,723500
gha,1973,764100
gha,1974,890100
gha,1975,671500
gha,1976,688800
gha,1977,639000
gha,1978,540000
gha,1979,780000
gha,1980,674000
gha,1981,725000
gha,1982,628000
gha,1983,432000
gha,1984,1072000
gha,1985,921000
gha,1986,866700
gha,1987,1057400
gha,1988,1146000
gha,1989,1183700
gha,1990,843800
gha,1991,1436200
gha,1992,1254200
gha,1993,1644700
gha,1994,1593915
gha,1995,1796920
gha,1996,1770069
gha,1997,1669221
gha,1998,1787521
gha,1999,1685992
gha,2000,1710622
gha,2001,1626674
gha,2002,2155214
gha,2003,2040844
gha,2004,1830251
gha,2005,1948026
gha,2006,1919027
gha,2007,1672835
gha,2008,2296821
gha,2009,2607164
gha,2010,2906709
gha,2011,2618992
gha,2012,2890743
gha,2013,2745913
gha,2014,2780040
gha,2015,2753193
gha,2016,2798258
gha,2017,3126792
gha,2018,3573636
gin,1961,460940
gin,1962,478270
gin,1963,440015
gin,1964,495190
gin,1965,465810
gin,1966,489905
gin,1967,505490
gin,1968,500585
gin,1969,521215
gin,1970,530405
gin,1971,552180
gin,1972,565565
gin,1973,575900
gin,1974,589253
gin,1975,605306
gin,1976,627165
gin,1977,642600
gin,1978,652250
gin,1979,694720
gin,1980,725055
gin,1981,752290
gin,1982,765460
gin,1983,799610
gin,1984,867790
gin,1985,908035
gin,1986,945395
gin,1987,960925
gin,1988,1003971
gin,1989,1027770
gin,1990,1061616
gin,1991,1099509
gin,1992,1141553
gin,1993,1216315
gin,1994,1269642
gin,1995,1351036
gin,1996,1420176
gin,1997,1493690
gin,1998,1572228
gin,1999,1656065
gin,2000,1800810
gin,2001,1720945
gin,2002,1845827
gin,2003,1983588
gin,2004,2136216
gin,2005,2290039
gin,2006,2445151
gin,2007,2601213
gin,2008,2740273
gin,2009,2631430
gin,2010,2861146
gin,2011,3004174
gin,2012,3240342
gin,2013,3431379
gin,2014,3375489
gin,2015,3516856
gin,2016,3615987
gin,2017,3735324
gin,2018,3911040
gmb,1961,90322
gmb,1962,96298
gmb,1963,81596
gmb,1964,87628
gmb,1965,85933
gmb,1966,81900
gmb,1967,69621
gmb,1968,89100
gmb,1969,85078
gmb,1970,95742
gmb,1971,97142
gmb,1972,86300
gmb,1973,82900
gmb,1974,58200
gmb,1975,53400
gmb,1976,37900
gmb,1977,38600
gmb,1978,63100
gmb,1979,48000
gmb,1980,70100
gmb,1981,90000
gmb,1982,93300
gmb,1983,68200
gmb,1984,86500
gmb,1985,116090
gmb,1986,102060
gmb,1987,92430
gmb,1988,100170
gmb,1989,96781
gmb,1990,90331
gmb,1991,111150
gmb,1992,96381
gmb,1993,97177
gmb,1994,95572
gmb,1995,98755
gmb,1996,103717
gmb,1997,100826
gmb,1998,106713
gmb,1999,151349
gmb,2000,176100
gmb,2001,200385
gmb,2002,139258
gmb,2003,204775
gmb,2004,223852
gmb,2005,205572
gmb,2006,215263
gmb,2007,150540
gmb,2008,235059
gmb,2009,311001
gmb,2010,363549
gmb,2011,183189
gmb,2012,224260
gmb,2013,227689
gmb,2014,174834
gmb,2015,205587
gmb,2016,229610
gmb,2017,219011
gmb,2018,222119
gnb,1961,79000
gnb,1962,79500
gnb,1963,80000
gnb,1964,74500
gnb,1965,76000
gnb,1966,74000
gnb,1967,70500
gnb,1968,68500
gnb,1969,47500
gnb,1970,55000
gnb,1971,45250
gnb,1972,50500
gnb,1973,50500
gnb,1974,57500
gnb,1975,92500
gnb,1976,110000
gnb,1977,94000
gnb,1978,73000
gnb,1979,81000
gnb,1980,93000
gnb,1981,132000
gnb,1982,160150
gnb,1983,140750
gnb,1984,158500
gnb,1985,158000
gnb,1986,162273
gnb,1987,153000
gnb,1988,150065
gnb,1989,147931
gnb,1990,167269
gnb,1991,178920
gnb,1992,168916
gnb,1993,180738
gnb,1994,190141
gnb,1995,200531
gnb,1996,174588
gnb,1997,139936
gnb,1998,138900
gnb,1999,145368
gnb,2000,177884
gnb,2001,161681
gnb,2002,151444
gnb,2003,143411
gnb,2004,171375
gnb,2005,212538
gnb,2006,225259
gnb,2007,183863
gnb,2008,216998
gnb,2009,227517
gnb,2010,256353
gnb,2011,218431
gnb,2012,248614
gnb,2013,264522
gnb,2014,166648
gnb,2015,209728
gnb,2016,226804
gnb,2017,229085
gnb,2018,214463
grc,1961,2243876
grc,1962,2426843
grc,1963,2122537
grc,1964,2874641
grc,1965,2940922
grc,1966,3131459
grc,1967,3296848
grc,1968,2599570
grc,1969,2808284
grc,1970,3383647
grc,1971,3499802
grc,1972,3429237
grc,1973,3346195
grc,1974,3822091
grc,1975,3756331
grc,1976,4012372
grc,1977,3105043
grc,1978,4319678
grc,1979,4155381
grc,1980,5336321
grc,1981,5360985
grc,1982,5591065
grc,1983,4604903
grc,1984,5513055
grc,1985,4491643
grc,1986,5285924
grc,1987,5482023
grc,1988,5624260
grc,1989,5826480
grc,1990,4463739
grc,1991,6182700
grc,1992,5035400
grc,1993,4859715
grc,1994,5268468
grc,1995,4901335
grc,1996,4890858
grc,1997,4969279
grc,1998,4609251
grc,1999,4553770
grc,2000,4926527
grc,2001,4938620
grc,2002,4825424
grc,2003,4707635
grc,2004,5068321
grc,2005,5073515
grc,2006,4685376
grc,2007,4612071
grc,2008,5567224
grc,2009,5243740
grc,2010,4722508
grc,2011,4868852
grc,2012,4771539
grc,2013,4875338
grc,2014,4263956
grc,2015,4297233
grc,2016,3962384
grc,2017,3682861
grc,2018,3036916
grd,1961,550
grd,1962,550
grd,1963,550
grd,1964,550
grd,1965,550
grd,1966,540
grd,1967,540
grd,1968,540
grd,1969,530
grd,1970,530
grd,1971,500
grd,1972,450
grd,1973,385
grd,1974,426
grd,1975,439
grd,1976,492
grd,1977,571
grd,1978,663
grd,1979,550
grd,1980,447
grd,1981,470
grd,1982,423
grd,1983,393
grd,1984,393
grd,1985,390
grd,1986,245
grd,1987,250
grd,1988,252
grd,1989,256
grd,1990,258
grd,1991,295
grd,1992,337
grd,1993,386
grd,1994,347
grd,1995,354
grd,1996,330
grd,1997,300
grd,1998,289
grd,1999,276
grd,2000,305
grd,2001,307
grd,2002,317
grd,2003,318
grd,2004,315
grd,2005,315
grd,2006,300
grd,2007,320
grd,2008,329
grd,2009,336
grd,2010,343
grd,2011,351
grd,2012,360
grd,2013,400
grd,2014,431
grd,2015,356
grd,2016,358
grd,2017,362
grd,2018,365
gtm,1961,571369
gtm,1962,623498
gtm,1963,666711
gtm,1964,726280
gtm,1965,729666
gtm,1966,674105
gtm,1967,691683
gtm,1968,789024
gtm,1969,818758
gtm,1970,890371
gtm,1971,861435
gtm,1972,918221
gtm,1973,930480
gtm,1974,932236
gtm,1975,1068282
gtm,1976,967390
gtm,1977,975732
gtm,1978,1057590
gtm,1979,1110761
gtm,1980,1081719
gtm,1981,1172390
gtm,1982,1274957
gtm,1983,1243186
gtm,1984,1149500
gtm,1985,1282503
gtm,1986,1398526
gtm,1987,1378226
gtm,1988,1385280
gtm,1989,1421351
gtm,1990,1435248
gtm,1991,1381809
gtm,1992,1513512
gtm,1993,1446343
gtm,1994,1296160
gtm,1995,1163637
gtm,1996,1139597
gtm,1997,953852
gtm,1998,1165001
gtm,1999,1134239
gtm,2000,1160727
gtm,2001,1294911
gtm,2002,1300064
gtm,2003,1320435
gtm,2004,1350217
gtm,2005,1446139
gtm,2006,1557727
gtm,2007,1669111
gtm,2008,1792388
gtm,2009,1703471
gtm,2010,1716379
gtm,2011,1754491
gtm,2012,1804110
gtm,2013,1876104
gtm,2014,1900910
gtm,2015,1938867
gtm,2016,1986485
gtm,2017,2037704
gtm,2018,2004065
gum,1961,110
gum,1962,110
gum,1963,117
gum,1964,135
gum,1965,80
gum,1966,5
gum,1967,10
gum,1968,14
gum,1969,31
gum,1970,23
gum,1971,25
gum,1972,30
gum,1973,30
gum,1974,30
gum,1975,30
gum,1976,30
gum,1977,30
gum,1978,30
gum,1979,30
gum,1980,30
gum,1981,30
gum,1982,30
gum,1983,11
gum,1984,21
gum,1985,17
gum,1986,20
gum,1987,20
gum,1988,20
gum,1989,20
gum,1990,21
gum,1991,16
gum,1992,16
gum,1993,17
gum,1994,18
gum,1995,19
gum,1996,21
gum,1997,22
gum,1998,24
gum,1999,25
gum,2000,27
gum,2001,28
gum,2002,30
gum,2003,30
gum,2004,31
gum,2005,32
gum,2006,32
gum,2007,35
gum,2008,38
gum,2009,41
gum,2010,43
gum,2011,46
gum,2012,50
gum,2013,50
gum,2014,51
gum,2015,56
gum,2016,58
gum,2017,55
gum,2018,56
guy,1961,216403
guy,1962,221848
guy,1963,164495
guy,1964,300741
guy,1965,247434
guy,1966,280984
guy,1967,223890
guy,1968,177356
guy,1969,192874
guy,1970,211557
guy,1971,187549
guy,1972,161378
guy,1973,172322
guy,1974,283246
guy,1975,297806
guy,1976,175495
guy,1977,358266
guy,1978,307268
guy,1979,242159
guy,1980,283440
guy,1981,276636
guy,1982,299014
guy,1983,246816
guy,1984,302533
guy,1985,257267
guy,1986,276948
guy,1987,246344
guy,1988,229661
guy,1989,240183
guy,1990,158740
guy,1991,254421
guy,1992,289200
guy,1993,339707
guy,1994,381732
guy,1995,529300
guy,1996,546537
guy,1997,576068
guy,1998,526007
guy,1999,565460
guy,2000,452569
guy,2001,497885
guy,2002,445654
guy,2003,550183
guy,2004,506411
guy,2005,424365
guy,2006,475363
guy,2007,466553
guy,2008,511036
guy,2009,558522
guy,2010,560532
guy,2011,623518
guy,2012,653320
guy,2013,827930
guy,2014,639238
guy,2015,691784
guy,2016,538450
guy,2017,634104
guy,2018,968756
hkg,1961,29891
hkg,1962,19428
hkg,1963,14500
hkg,1964,12060
hkg,1965,20800
hkg,1966,16630
hkg,1967,12196
hkg,1968,17707
hkg,1969,19082
hkg,1970,16239
hkg,1971,10650
hkg,1972,7822
hkg,1973,7000
hkg,1974,3080
hkg,1975,3540
hkg,1976,3450
hkg,1977,1380
hkg,1978,350
hkg,1979,100
hkg,1980,70
hkg,1981,30
hkg,1982,20
hkg,1983,12
hkg,1984,24
hkg,1985,15
hkg,1986,11
hkg,1987,5
hkg,1988,3
hkg,1989,3
hkg,1990,2
hkg,1991,0
hkg,1992,0
hkg,1993,0
hkg,1994,0
hkg,1995,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hnd,1961,318005
hnd,1962,343680
hnd,1963,347221
hnd,1964,396321
hnd,1965,398168
hnd,1966,394355
hnd,1967,389439
hnd,1968,392849
hnd,1969,396423
hnd,1970,399941
hnd,1971,403548
hnd,1972,407208
hnd,1973,403798
hnd,1974,417765
hnd,1975,445484
hnd,1976,460338
hnd,1977,517570
hnd,1978,530184
hnd,1979,424434
hnd,1980,476098
hnd,1981,575997
hnd,1982,445978
hnd,1983,551581
hnd,1984,603873
hnd,1985,502454
hnd,1986,550439
hnd,1987,613157
hnd,1988,526611
hnd,1989,618597
hnd,1990,682954
hnd,1991,691675
hnd,1992,686528
hnd,1993,691214
hnd,1994,674003
hnd,1995,769613
hnd,1996,784469
hnd,1997,756955
hnd,1998,590306
hnd,1999,562176
hnd,2000,606578
hnd,2001,603029
hnd,2002,579162
hnd,2003,598653
hnd,2004,527961
hnd,2005,555622
hnd,2006,595111
hnd,2007,752423
hnd,2008,660074
hnd,2009,702199
hnd,2010,632858
hnd,2011,635620
hnd,2012,621783
hnd,2013,690211
hnd,2014,670111
hnd,2015,721572
hnd,2016,701829
hnd,2017,756854
hnd,2018,790693
hrv,1992,2359524
hrv,1993,2737666
hrv,1994,2600256
hrv,1995,2764527
hrv,1996,2766037
hrv,1997,3182961
hrv,1998,3214303
hrv,1999,2887907
hrv,2000,2310525
hrv,2001,2826686
hrv,2002,3077664
hrv,2003,2015938
hrv,2004,3067104
hrv,2005,3039957
hrv,2006,3035940
hrv,2007,2536186
hrv,2008,3726750
hrv,2009,3442567
hrv,2010,3014507
hrv,2011,2835284
hrv,2012,2694564
hrv,2013,3195466
hrv,2014,3001477
hrv,2015,2802791
hrv,2016,3573872
hrv,2017,2659648
hrv,2018,3244847
hti,1961,466000
hti,1962,472500
hti,1963,478000
hti,1964,485000
hti,1965,493000
hti,1966,497000
hti,1967,511000
hti,1968,486000
hti,1969,534000
hti,1970,530000
hti,1971,544000
hti,1972,564000
hti,1973,457477
hti,1974,458400
hti,1975,422500
hti,1976,446000
hti,1977,369587
hti,1978,374504
hti,1979,428729
hti,1980,419670
hti,1981,409250
hti,1982,390900
hti,1983,428180
hti,1984,432058
hti,1985,444655
hti,1986,475915
hti,1987,461806
hti,1988,469183
hti,1989,453100
hti,1990,360900
hti,1991,400000
hti,1992,451796
hti,1993,422377
hti,1994,425000
hti,1995,412796
hti,1996,412198
hti,1997,490000
hti,1998,402596
hti,1999,475000
hti,2000,430500
hti,2001,363000
hti,2002,376000
hti,2003,381500
hti,2004,398000
hti,2005,405500
hti,2006,415000
hti,2007,520000
hti,2008,420000
hti,2009,553500
hti,2010,626875
hti,2011,615155
hti,2012,441594
hti,2013,613318
hti,2014,586897
hti,2015,524534
hti,2016,523386
hti,2017,484000
hti,2018,513000
hun,1961,6174805
hun,1962,6829499
hun,1963,6478872
hun,1964,6918522
hun,1965,7495221
hun,1966,7621221
hun,1967,7933082
hun,1968,8453829
hun,1969,9711470
hun,1970,7640260
hun,1971,9818933
hun,1972,10803835
hun,1973,11698511
hun,1974,12468716
hun,1975,12225960
hun,1976,11347383
hun,1977,12335895
hun,1978,13385358
hun,1979,12103387
hun,1980,14009190
hun,1981,12889433
hun,1982,14919042
hun,1983,13764913
hun,1984,15730515
hun,1985,14808816
hun,1986,14301241
hun,1987,14168185
hun,1988,14966140
hun,1989,15416584
hun,1990,12561481
hun,1991,15832169
hun,1992,10011896
hun,1993,8548410
hun,1994,11748979
hun,1995,11298996
hun,1996,11343967
hun,1997,14139126
hun,1998,13037591
hun,1999,11392048
hun,2000,10036050
hun,2001,15045901
hun,2002,11703295
hun,2003,8769586
hun,2004,16779323
hun,2005,16212463
hun,2006,14467371
hun,2007,9652899
hun,2008,16840650
hun,2009,13590362
hun,2010,12269359
hun,2011,13678147
hun,2012,10372740
hun,2013,13609910
hun,2014,16613380
hun,2015,14145172
hun,2016,16643885
hun,2017,14017280
hun,2018,14892663
idn,1961,14367100
idn,1962,16246900
idn,1963,13952800
idn,1964,16074600
idn,1965,15339500
idn,1966,17367400
idn,1967,15591101
idn,1968,20328850
idn,1969,20313080
idn,1970,22156220
idn,1971,22796490
idn,1972,21647980
idn,1973,25179300
idn,1974,25483788
idn,1975,25242090
idn,1976,25873084
idn,1977,26489786
idn,1978,29800800
idn,1979,29888191
idn,1980,33642843
idn,1981,37283478
idn,1982,36818521
idn,1983,40389883
idn,1984,43424273
idn,1985,43362447
idn,1986,45647142
idn,1987,45233872
idn,1988,48328093
idn,1989,50918096
idn,1990,51912780
idn,1991,50944146
idn,1992,56235467
idn,1993,54640825
idn,1994,53510380
idn,1995,57990042
idn,1996,60408927
idn,1997,58147907
idn,1998,59406188
idn,1999,60070424
idn,2000,61575000
idn,2001,59808000
idn,2002,61074973
idn,2003,63024042
idn,2004,65313711
idn,2005,66674990
idn,2006,66064399
idn,2007,70444963
idn,2008,76574994
idn,2009,82028628
idn,2010,84797028
idn,2011,83400154
idn,2012,88443150
idn,2013,89791565
idn,2014,89854891
idn,2015,95010276
idn,2016,102933180
idn,2017,110072609
idn,2018,113290938
ind,1961,87376496
ind,1962,87257552
ind,1963,90373008
ind,1964,93706000
ind,1965,79699504
ind,1966,80137608
ind,1967,95453504
ind,1968,102443708
ind,1969,106291244
ind,1970,113909504
ind,1971,113238296
ind,1972,108615456
ind,1973,119648216
ind,1974,106793000
ind,1975,127807800
ind,1976,121625108
ind,1977,138062904
ind,1978,142964696
ind,1979,126470304
ind,1980,140490600
ind,1981,147583816
ind,1982,136101404
ind,1983,166781704
ind,1984,164477600
ind,1985,165682196
ind,1986,164955216
ind,1987,156114500
ind,1988,183867008
ind,1989,199413216
ind,1990,193919312
ind,1991,193101196
ind,1992,201468404
ind,1993,208626900
ind,1994,211941400
ind,1995,210012500
ind,1996,218750900
ind,1997,223232400
ind,1998,226877000
ind,1999,236205608
ind,2000,234931192
ind,2001,242963796
ind,2002,206636708
ind,2003,236592700
ind,2004,229845504
ind,2005,239997492
ind,2006,242785588
ind,2007,260485904
ind,2008,266835300
ind,2009,250783392
ind,2010,267838308
ind,2011,287860000
ind,2012,293290000
ind,2013,294909510
ind,2014,296010000
ind,2015,284333000
ind,2016,297850000
ind,2017,313640000
ind,2018,318320000
irl,1961,1367919
irl,1962,1439216
irl,1963,1258816
irl,1964,1136399
irl,1965,1173711
irl,1966,1107600
irl,1967,1269300
irl,1968,1450800
irl,1969,1403200
irl,1970,1371000
irl,1971,1580400
irl,1972,1431400
irl,1973,1296500
irl,1974,1440900
irl,1975,1379700
irl,1976,1253000
irl,1977,1833000
irl,1978,1768000
irl,1979,1916000
irl,1980,2064800
irl,1981,2046800
irl,1982,2177700
irl,1983,1990700
irl,1984,2513800
irl,1985,2095800
irl,1986,1954800
irl,1987,2107800
irl,1988,2077800
irl,1989,1918800
irl,1990,1965820
irl,1991,1968048
irl,1992,2025771
irl,1993,1633159
irl,1994,1618111
irl,1995,1803330
irl,1996,2150592
irl,1997,1952837
irl,1998,1875440
irl,1999,2025967
irl,2000,2177491
irl,2001,2169041
irl,2002,1966955
irl,2003,2152353
irl,2004,2507508
irl,2005,1947927
irl,2006,2090356
irl,2007,2006462
irl,2008,2463993
irl,2009,2066175
irl,2010,2043781
irl,2011,2512187
irl,2012,2127500
irl,2013,2403000
irl,2014,2599817
irl,2015,2635749
irl,2016,2312985
irl,2017,2394207
irl,2018,1855755
irn,1961,4303119
irn,1962,4402740
irn,1963,4101140
irn,1964,4299578
irn,1965,5642713
irn,1966,6588982
irn,1967,5833000
irn,1968,6594000
irn,1969,6310000
irn,1970,6448000
irn,1971,5692000
irn,1972,6787000
irn,1973,6901000
irn,1974,6931000
irn,1975,8445000
irn,1976,9182500
irn,1977,8211950
irn,1978,8474311
irn,1979,8693746
irn,1980,8582850
irn,1981,9289878
irn,1982,10221717
irn,1983,9321331
irn,1984,10051706
irn,1985,10727817
irn,1986,11898530
irn,1987,12193218
irn,1988,12116749
irn,1989,10786652
irn,1990,13683863
irn,1991,14450208
irn,1992,16029234
irn,1993,16786212
irn,1994,16692465
irn,1995,17191141
irn,1996,16102130
irn,1997,15787881
irn,1998,18984493
irn,1999,14197139
irn,2000,12877642
irn,2001,14943510
irn,2002,19873850
irn,2003,20947988
irn,2004,21987685
irn,2005,21914453
irn,2006,22469920
irn,2007,24077570
irn,2008,12210783
irn,2009,17952655
irn,2010,19597231
irn,2011,15018276
irn,2012,15777122
irn,2013,16427671
irn,2014,17551045
irn,2015,18255577
irn,2016,22426060
irn,2017,20339248
irn,2018,20646288
irq,1961,1847205
irq,1962,2332325
irq,1963,1432038
irq,1964,1629550
irq,1965,2006634
irq,1966,1858708
irq,1967,2051724
irq,1968,2899566
irq,1969,2473690
irq,1970,2112408
irq,1971,1588491
irq,1972,3901326
irq,1973,1603339
irq,1974,1960870
irq,1975,1372508
irq,1976,2109366
irq,1977,1444700
irq,1978,1780469
irq,1979,1480600
irq,1980,1891900
irq,1981,2035800
irq,1982,2065900
irq,1983,1821700
irq,1984,1100160
irq,1985,2932251
irq,1986,2280630
irq,1987,1728000
irq,1988,2590600
irq,1989,1496700
irq,1990,3454800
irq,1991,2672653
irq,1992,2959211
irq,1993,3239908
irq,1994,2830150
irq,1995,2540110
irq,1996,3004520
irq,1997,2215530
irq,1998,2431550
irq,1999,1604520
irq,2000,904480
irq,2001,1818903
irq,2002,4124870
irq,2003,3521487
irq,2004,3316917
irq,2005,3708150
irq,2006,3785500
irq,2007,3752471
irq,2008,2225411
irq,2009,2650113
irq,2010,4362383
irq,2011,4270151
irq,2012,4790950
irq,2013,6498524
irq,2014,7048606
irq,2015,3471196
irq,2016,4021404
irq,2017,3734770
irq,2018,4290645
isl,1991,5425
isl,1992,5416
isl,1993,5407
isl,1994,5398
isl,1995,5389
isl,1996,5380
isl,1997,5371
isl,1998,5362
isl,1999,5354
isl,2000,5345
isl,2001,5336
isl,2002,5327
isl,2003,5318
isl,2004,5309
isl,2005,5300
isl,2006,5291
isl,2007,5283
isl,2008,5274
isl,2009,5265
isl,2010,5256
isl,2011,5247
isl,2012,5418
isl,2013,5517
isl,2014,5275
isl,2015,4637
isl,2016,7389
isl,2017,7400
isl,2018,3900
isr,1961,171600
isr,1962,152700
isr,1963,139200
isr,1964,329400
isr,1965,288000
isr,1966,137100
isr,1967,304650
isr,1968,223150
isr,1969,196750
isr,1970,155050
isr,1971,246500
isr,1972,385650
isr,1973,301700
isr,1974,352700
isr,1975,311700
isr,1976,251450
isr,1977,263650
isr,1978,190900
isr,1979,151700
isr,1980,303400
isr,1981,260900
isr,1982,203700
isr,1983,437100
isr,1984,173400
isr,1985,240850
isr,1986,285850
isr,1987,411650
isr,1988,309050
isr,1989,318800
isr,1990,396564
isr,1991,277320
isr,1992,342715
isr,1993,297039
isr,1994,183954
isr,1995,309380
isr,1996,264167
isr,1997,187073
isr,1998,248700
isr,1999,123030
isr,2000,182870
isr,2001,241640
isr,2002,271105
isr,2003,305620
isr,2004,273338
isr,2005,307620
isr,2006,245106
isr,2007,283464
isr,2008,198843
isr,2009,257009
isr,2010,241056
isr,2011,273520
isr,2012,356388
isr,2013,336558
isr,2014,372420
isr,2015,321736
isr,2016,305210
isr,2017,220355
isr,2018,209321
ita,1961,13933400
ita,1962,14433210
ita,1963,13324660
ita,1964,14007520
ita,1965,14531270
ita,1966,14377630
ita,1967,15165050
ita,1968,15047330
ita,1969,15848360
ita,1970,16153080
ita,1971,16341770
ita,1972,15616689
ita,1973,15746610
ita,1974,16640396
ita,1975,16921900
ita,1976,16495300
