geo,time,se_sec_enrl_gc
mlt,1998,32363
mlt,1999,32239
mlt,2000,32445
mlt,2001,32768
mlt,2002,33096
mlt,2003,33729
mlt,2004,35019
mlt,2005,33936
mlt,2006,33359
mlt,2007,33225
mlt,2008,31790
mlt,2009,31943
mlt,2010,31578
mlt,2011,29859
mlt,2012,29653
mlt,2013,28584
mlt,2014,27777
mlt,2015,27206
mlt,2016,26193
mlt,2017,25779
mmr,1971,780463
mmr,1972,813144
mmr,1973,860675
mmr,1974,883793
mmr,1976,917896
mmr,1977,881983
mmr,1978,880355
mmr,1979,951400
mmr,1980,976500
mmr,1981,1046100
mmr,1982,1142770
mmr,1983,1201423
mmr,1984,1212877
mmr,1985,1222188
mmr,1986,1262186
mmr,1987,1323568
mmr,1988,1336199
mmr,1989,1420721
mmr,1990,1127400
mmr,1991,1268115
mmr,1992,1394713
mmr,1993,1428604
mmr,1994,1519215
mmr,1995,1735724
mmr,1996,1923323
mmr,1999,2059007
mmr,2000,2268402
mmr,2001,2301919
mmr,2002,2372593
mmr,2003,2382608
mmr,2004,2544437
mmr,2005,2589312
mmr,2006,2696307
mmr,2007,2686198
mmr,2008,2828868
mmr,2009,2812866
mmr,2010,2852447
mmr,2014,3191268
mmr,2016,3742454
mmr,2017,3964792
mmr,2018,4179394
mne,2003,47175
mne,2004,46889
mne,2005,46500
mne,2006,46207
mne,2007,45970
mne,2008,45298
mne,2009,46624
mne,2010,48037
mne,2011,42370
mne,2012,41542
mne,2015,40777
mne,2016,39643
mne,2017,38852
mne,2018,38029
mng,1971,84343
mng,1972,91401
mng,1973,136000
mng,1974,146971
mng,1975,161309
mng,1976,172134
mng,1978,198737
mng,1979,209987
mng,1980,222235
mng,1981,227418
mng,1982,232400
mng,1983,236000
mng,1984,244700
mng,1985,252100
mng,1986,262626
mng,1987,267805
mng,1988,272700
mng,1989,275300
mng,1990,281300
mng,1991,274700
mng,1992,257100
mng,1993,230700
mng,1994,228170
mng,1995,222214
mng,1996,227811
mng,1997,184100
mng,1998,190246
mng,1999,195645
mng,2000,216597
mng,2001,247711
mng,2002,269033
mng,2003,295874
mng,2004,312634
mng,2005,318765
mng,2006,307249
mng,2007,303243
mng,2008,297883
mng,2009,279454
mng,2010,248100
moz,1971,26668
moz,1972,27391
moz,1973,36155
moz,1977,37255
moz,1978,47877
moz,1979,67416
moz,1980,92815
moz,1981,90041
moz,1982,89835
moz,1983,105395
moz,1985,135068
moz,1986,140015
moz,1987,103322
moz,1990,145341
moz,1991,148409
moz,1992,145398
moz,1993,147201
moz,1994,150683
moz,1995,165868
moz,1998,73573
moz,1999,82574
moz,2000,103763
moz,2001,121673
moz,2002,158076
moz,2004,219922
moz,2005,280590
moz,2006,341693
moz,2007,416193
moz,2008,482779
moz,2009,561099
moz,2010,636740
moz,2011,682113
moz,2012,695564
moz,2013,960743
moz,2014,973415
moz,2015,1020695
moz,2016,1061181
moz,2017,1103887
moz,2018,1196538
mrt,1971,3408
mrt,1972,3745
mrt,1973,4072
mrt,1974,4716
mrt,1975,5493
mrt,1976,6571
mrt,1977,7995
mrt,1978,9660
mrt,1979,11957
mrt,1980,17427
mrt,1981,20248
mrt,1982,22834
mrt,1983,25700
mrt,1984,27924
mrt,1985,30840
mrt,1986,33148
mrt,1987,35129
mrt,1988,37412
mrt,1989,37370
mrt,1990,35758
mrt,1991,36177
mrt,1992,38039
mrt,1993,41071
mrt,1994,43861
mrt,1995,46917
mrt,1996,49221
mrt,1997,50095
mrt,1998,54776
mrt,1999,60029
mrt,2000,63735
mrt,2001,74742
mrt,2002,76837
mrt,2003,81278
mrt,2004,85588
mrt,2005,89540
mrt,2006,95772
mrt,2007,98730
mrt,2008,95497
mrt,2009,104554
mrt,2010,108499
mrt,2011,122595
mrt,2012,149633
mrt,2013,169126
mrt,2014,176915
mrt,2015,186502
mrt,2016,198457
mrt,2017,201363
mrt,2018,235653
mus,1970,43969
mus,1971,47198
mus,1972,52330
mus,1973,55893
mus,1974,60441
mus,1975,63492
mus,1976,67345
mus,1977,78538
mus,1978,80479
mus,1979,82616
mus,1980,81656
mus,1981,79314
mus,1982,77442
mus,1983,77188
mus,1984,73961
mus,1985,71686
mus,1986,69719
mus,1987,71059
mus,1988,73765
mus,1989,77711
mus,1990,78110
mus,1991,81090
mus,1992,83591
mus,1993,87661
mus,1994,89581
mus,1995,91104
mus,1996,93037
mus,1997,93839
mus,1998,94364
mus,1999,95187
mus,2000,95448
mus,2001,97647
mus,2002,99687
mus,2003,103847
mus,2004,105988
mus,2005,110287
mus,2006,114657
mus,2007,116706
mus,2008,116503
mus,2009,116226
mus,2010,115003
mus,2011,115289
mus,2012,115677
mus,2013,113872
mus,2014,114239
mus,2015,114311
mus,2016,111863
mus,2017,110582
mus,2018,110715
mwi,1971,58329
mwi,1972,64560
mwi,1973,69992
mwi,1974,68776
mwi,1975,79493
mwi,1976,84809
mwi,1977,95727
mwi,1978,104121
mwi,1979,109532
mwi,1980,128952
mwi,1981,136623
mwi,1982,147644
mwi,1983,151865
mwi,1984,161703
mwi,1985,166468
mwi,1986,172934
mwi,1987,185886
mwi,1988,191960
mwi,1989,197059
mwi,1990,209899
mwi,1991,219840
mwi,1992,254947
mwi,1993,242053
mwi,1994,215542
mwi,1995,320489
mwi,1996,340789
mwi,1998,472734
mwi,1999,556322
mwi,2000,486786
mwi,2001,518251
mwi,2002,517690
mwi,2004,505303
mwi,2005,516462
mwi,2006,565467
mwi,2007,574003
mwi,2008,636416
mwi,2009,666679
mwi,2010,692157
mwi,2011,736364
mwi,2012,761366
mwi,2013,853210
mwi,2014,920209
mwi,2015,961589
mwi,2016,951555
mwi,2017,998940
mwi,2018,1040975
mys,1970,587902
mys,1971,635207
mys,1972,681057
mys,1973,744793
mys,1974,828951
mys,1975,899669
mys,1976,961288
mys,1977,973776
mys,1978,1021398
mys,1979,1057747
mys,1980,1065787
mys,1981,1116622
mys,1982,1125367
mys,1983,1199012
mys,1984,1252746
mys,1985,1274270
mys,1986,1330327
mys,1987,1406221
mys,1988,1408667
mys,1989,1425922
mys,1990,1391037
mys,1991,1450311
mys,1992,1476711
mys,1993,1531893
mys,1994,1532492
mys,1995,1603322
mys,1996,1690691
mys,1998,2061346
mys,1999,2052047
mys,2000,2073915
mys,2001,2112572
mys,2002,2158820
mys,2003,2380121
mys,2004,2435781
mys,2005,2343362
mys,2006,2369363
mys,2007,2341353
mys,2008,2370908
mys,2009,2387723
mys,2010,2453474
mys,2011,2449224
mys,2012,2496835
mys,2013,2498678
mys,2014,2564351
mys,2015,2576618
mys,2016,2458448
mys,2017,2375648
mys,2018,2307875
nam,1986,49417
nam,1987,51227
nam,1988,56043
nam,1989,58769
nam,1990,61801
nam,1991,72534
nam,1992,83862
nam,1993,92136
nam,1994,101838
nam,1995,103212
nam,1996,104531
nam,1997,108749
nam,1998,110076
nam,1999,116131
nam,2000,124196
nam,2001,135943
nam,2002,138099
nam,2003,140976
nam,2004,144289
nam,2005,148104
nam,2006,151805
nam,2007,158162
nam,2008,163873
nam,2009,169390
nam,2010,173908
nam,2012,182945
nam,2013,187194
nam,2017,202252
ncl,1970,3745
ncl,1971,3830
ncl,1972,4374
ncl,1973,4659
ncl,1974,5012
ncl,1975,5604
ncl,1976,6406
ncl,1977,7268
ncl,1978,7948
ncl,1979,8750
ncl,1980,9139
ncl,1981,10137
ncl,1982,11095
ncl,1983,11920
ncl,1984,12481
ncl,1985,12922
ncl,1986,13168
ncl,1987,13540
ncl,1988,13655
ncl,1989,13674
ncl,1990,14011
ncl,1991,14889
ncl,1992,15820
ncl,1993,16750
ncl,1994,17000
ncl,1995,17250
ncl,1996,17500
ncl,1997,17700
ner,1971,6337
ner,1972,7416
ner,1973,8689
ner,1974,10494
ner,1975,11581
ner,1976,13621
ner,1977,17093
ner,1978,20732
ner,1979,25583
ner,1980,30630
ner,1981,36510
ner,1982,42967
ner,1983,42164
ner,1984,44650
ner,1986,51448
ner,1988,56573
ner,1989,63379
ner,1990,66371
ner,1991,74337
ner,1992,74944
ner,1993,77899
ner,1995,87041
ner,1996,90470
ner,1997,95530
ner,1998,96724
ner,1999,98362
ner,2000,99780
ner,2001,102145
ner,2002,109297
ner,2003,123930
ner,2004,155151
ner,2005,177033
ner,2006,210626
ner,2007,211490
ner,2008,228242
ner,2009,250143
ner,2010,300793
ner,2011,335784
ner,2012,365886
ner,2013,411568
ner,2014,472602
ner,2015,546679
ner,2016,662766
ner,2017,730124
ner,2018,775930
nga,1970,293498
nga,1971,323482
nga,1972,399722
nga,1973,432256
nga,1977,601652
nga,1978,730899
nga,1979,913648
nga,1980,1194479
nga,1981,1553345
nga,1982,1995417
nga,1983,2503952
nga,1984,3009751
nga,1985,3169624
nga,1988,2941781
nga,1989,2729528
nga,1990,2908466
nga,1991,3123277
nga,1992,3600620
nga,1993,4032083
nga,1994,4451329
nga,2011,9591205
nga,2013,12532753
nic,1970,45185
nic,1971,48511
nic,1972,54139
nic,1973,57814
nic,1974,64433
nic,1975,66958
nic,1976,68828
nic,1977,85192
nic,1978,80254
nic,1979,95682
nic,1980,120522
nic,1982,114868
nic,1983,126738
nic,1984,117315
nic,1985,99984
nic,1986,119055
nic,1987,132733
nic,1988,138205
nic,1989,143954
nic,1990,151959
nic,1991,176825
nic,1992,178342
nic,1993,186722
nic,1994,205716
nic,1995,220670
nic,1996,233410
nic,1997,268438
nic,1999,304169
nic,2000,315354
nic,2001,334986
nic,2002,364012
nic,2004,394347
nic,2005,415273
nic,2006,425718
nic,2007,451083
nic,2008,446868
nic,2010,458321
nld,1971,591311
nld,1972,626442
nld,1973,662145
nld,1974,706579
nld,1975,740280
nld,1976,766391
nld,1977,794745
nld,1978,811998
nld,1979,811090
nld,1980,823594
nld,1981,823730
nld,1982,828731
nld,1983,836220
nld,1984,832990
nld,1985,822615
nld,1986,803782
nld,1987,775826
nld,1988,747119
nld,1989,718341
nld,1990,697354
nld,1991,683662
nld,1992,673592
nld,1993,668094
nld,1994,782639
nld,1995,777019
nld,1996,769564
nld,1997,831811
nld,1998,965047
nld,1999,908327
nld,2000,914305
nld,2001,915096
nld,2002,920867
nld,2003,925726
nld,2004,672103
nld,2005,684909
nld,2006,766358
nld,2007,772738
nld,2008,775682
nld,2009,772385
nld,2010,776867
nld,2011,790048
nld,2012,803056
nld,2015,1016251
nld,2016,1026586
nld,2017,1031591
nld_curacao,2013,3129
nor,1971,243714
nor,1972,250350
nor,1973,270188
nor,1974,265884
nor,1975,264925
nor,1976,263941
nor,1977,264263
nor,1978,265714
nor,1979,272706
nor,1980,277042
nor,1981,279266
nor,1982,282231
nor,1983,284508
nor,1984,284368
nor,1985,283685
nor,1986,280357
nor,1987,273925
nor,1988,266697
nor,1989,259172
nor,1990,257116
nor,1991,250664
nor,1992,248003
nor,1993,246615
nor,1994,261303
nor,1995,252777
nor,1996,243826
nor,1997,243392
nor,1998,257027
nor,1999,258402
nor,2000,249365
nor,2001,250293
nor,2002,254244
nor,2003,260779
nor,2004,268070
nor,2005,271099
nor,2006,277879
nor,2007,284267
nor,2008,291724
nor,2009,297620
nor,2010,304090
nor,2011,308417
nor,2012,306969
nor,2013,311774
nor,2014,312450
nor,2015,318675
nor,2016,317795
nor,2017,321518
npl,1970,115614
npl,1972,216625
npl,1973,233817
npl,1974,243463
npl,1976,243231
npl,1977,285154
npl,1997,1172801
npl,1999,1236996
npl,2000,1329749
npl,2001,1480647
npl,2002,1669652
npl,2003,1806355
npl,2004,1721151
npl,2005,2032563
npl,2006,1961973
npl,2007,1980521
npl,2008,2290113
npl,2009,2365251
npl,2010,2675217
npl,2011,2830263
npl,2012,3014587
npl,2013,3088755
npl,2014,3140613
npl,2015,3152893
npl,2016,3252523
npl,2017,3310842
npl,2019,3421508
nru,1971,364
nru,1972,400
nru,1973,443
nru,1985,465
nru,2000,662
nru,2001,636
nru,2002,573
nru,2003,645
nru,2004,508
nru,2005,600
nru,2006,815
nru,2007,689
nru,2012,945
nru,2014,1028
nru,2016,992
nzl,1970,303835
nzl,1971,313107
nzl,1972,323850
nzl,1973,333352
nzl,1974,341506
nzl,1975,351720
nzl,1976,359564
nzl,1977,357522
nzl,1978,358811
nzl,1979,353465
nzl,1980,349356
nzl,1981,348423
nzl,1982,348504
nzl,1983,357820
nzl,1984,356797
nzl,1985,351618
nzl,1986,345643
nzl,1987,340908
nzl,1988,339793
nzl,1989,337141
nzl,1990,332014
nzl,1991,332801
nzl,1992,331962
nzl,1993,328361
nzl,1994,340905
nzl,1995,339660
nzl,1996,349227
nzl,1997,354707
nzl,1998,385202
nzl,2002,427368
nzl,2009,427550
nzl,2010,432893
nzl,2011,431737
nzl,2012,431410
nzl,2013,409115
nzl,2014,407052
nzl,2015,408509
nzl,2016,410887
nzl,2017,416083
omn,1971,0
omn,1972,0
omn,1973,146
omn,1974,340
omn,1975,653
omn,1976,1295
omn,1977,2345
omn,1978,5216
omn,1979,7963
omn,1980,11120
omn,1981,15280
omn,1982,19591
omn,1983,25796
omn,1984,31193
omn,1985,38844
omn,1986,44931
omn,1987,51058
omn,1988,57777
omn,1989,67578
omn,1990,82323
omn,1991,99176
omn,1992,116817
omn,1993,137947
omn,1994,160654
omn,1995,178226
omn,1996,193113
omn,1997,203346
omn,1998,215673
omn,1999,229031
omn,2000,242533
omn,2001,254496
omn,2002,266923
omn,2003,279302
omn,2005,301568
omn,2006,308508
omn,2007,316019
omn,2008,317816
omn,2009,321670
omn,2011,301073
omn,2012,298109
omn,2013,292705
omn,2015,286787
omn,2016,294365
omn,2017,295650
omn,2018,420787
pak,1971,1428194
pak,1972,1480701
pak,1973,1567876
pak,1974,1658394
pak,1975,1835805
pak,1976,1901344
pak,1977,1976707
pak,1978,2042582
pak,1979,1940296
pak,1980,2064588
pak,1981,2125418
pak,1982,2208216
pak,1983,2383940
pak,1984,2560787
pak,1985,2762684
pak,1986,2871520
pak,1987,3004932
pak,1988,3127668
pak,1989,3317832
pak,1990,3557434
pak,1991,4254998
pak,1992,4933000
pak,1996,5460973
pak,2002,5557876
pak,2003,5651294
pak,2004,6318369
pak,2005,6699089
pak,2006,8137002
pak,2007,8814346
pak,2008,8997641
pak,2009,9044667
pak,2010,9273025
pak,2011,9549783
pak,2012,9995422
pak,2013,10420172
pak,2014,10919649
pak,2015,11748355
pak,2016,12272835
pak,2017,12173953
pak,2018,12911242
pan,1970,50920
pan,1971,56531
pan,1972,65827
pan,1973,74441
pan,1974,79705
pan,1975,89364
pan,1976,99742
pan,1977,109601
pan,1978,120965
pan,1979,128906
pan,1980,130496
pan,1981,129787
pan,1982,129203
pan,1983,129913
pan,1984,133123
pan,1985,134470
pan,1986,135886
pan,1987,137784
pan,1988,139383
pan,1989,139465
pan,1990,144690
pan,1999,128725
pan,2000,134177
pan,2001,142927
pan,2002,147878
pan,2004,151853
pan,2005,157889
pan,2006,209602
pan,2007,217703
pan,2008,223917
pan,2009,230294
pan,2010,238855
pan,2011,239544
pan,2016,291030
pan,2017,268242
per,1970,453001
per,1971,477618
per,1972,513699
per,1973,537303
per,1974,572967
per,1975,627059
per,1976,699547
per,1977,791930
per,1978,929832
per,1979,1095055
per,1980,1151748
per,1981,1226130
per,1982,1249293
per,1983,1321667
per,1984,1374770
per,1985,1427261
per,1986,1474141
per,1987,1525039
per,1988,1578081
per,1989,1651800
per,1990,1697943
per,1991,1710715
per,1992,1703997
per,1993,1719854
per,1994,1833783
per,1995,1862728
per,1996,1930917
per,1997,1963401
per,1998,2212033
per,1999,2277813
per,2000,2374178
per,2001,2484775
per,2002,2539682
per,2003,2287589
per,2004,2383129
per,2005,2412334
per,2006,2491302
per,2007,2554120
per,2008,2566702
per,2009,2645384
per,2010,2651043
per,2011,2639703
per,2012,2580488
per,2013,2687492
per,2014,2633128
per,2015,2644115
per,2016,2707496
per,2017,2726802
per,2018,2724885
phl,1971,1719386
phl,1972,1800684
phl,1973,1875012
phl,1974,1958048
phl,1975,2112176
phl,1976,2291707
phl,1977,2508519
phl,1978,2696460
phl,1979,2820469
phl,1980,2917912
phl,1981,2928525
phl,1982,2935732
phl,1983,3092128
phl,1984,3204551
phl,1985,3323512
phl,1986,3214159
phl,1987,3420921
phl,1988,3494460
phl,1989,3737104
phl,1990,3961639
phl,1991,4033597
phl,1992,4208151
phl,1993,4421649
phl,1994,4590037
phl,1995,4772647
phl,1996,4809863
phl,1997,4888246
phl,1998,5024810
phl,1999,5117459
phl,2001,5386434
phl,2002,5816700
phl,2003,6069063
phl,2004,6308792
phl,2005,6352482
phl,2006,6301582
phl,2007,6365985
phl,2008,6509273
phl,2009,6766952
phl,2014,7220389
phl,2015,7319461
phl,2016,7397290
phl,2017,8444603
plw,1999,2177
plw,2000,1901
plw,2003,2271
plw,2004,2273
plw,2005,2382
plw,2006,2494
plw,2007,2448
plw,2013,1672
plw,2014,1604
png,1970,17785
png,1971,19581
png,1972,22861
png,1973,25318
png,1974,27046
png,1975,29762
png,1976,31455
png,1977,33127
png,1978,34390
png,1979,36242
png,1980,38690
png,1981,39701
png,1982,41471
png,1984,47124
png,1986,49974
png,1987,53752
png,1988,55046
png,1989,57676
png,1990,55797
png,1991,58249
png,1992,58226
png,1993,65406
png,1994,70392
png,1995,68818
png,1998,116972
png,2012,349038
png,2016,463600
pol,1971,1797518
pol,1972,1814343
pol,1973,1774953
pol,1974,1729707
pol,1975,1690688
pol,1976,1618896
pol,1977,1548474
pol,1978,1482471
pol,1979,1416604
pol,1980,1360686
pol,1981,1322386
pol,1982,1283010
pol,1983,1266996
pol,1984,1294431
pol,1985,1328237
pol,1986,1367253
pol,1987,1427168
pol,1988,1493505
pol,1989,1559721
pol,1990,1627106
pol,1991,1676570
pol,1992,1740984
pol,1993,1904087
pol,1994,1974478
pol,1995,1911795
pol,1996,1956285
pol,1997,2127998
pol,1998,2168238
pol,1999,2224237
pol,2000,2238648
pol,2001,2248392
pol,2002,2611689
pol,2003,2714203
pol,2004,2603190
pol,2005,2631314
pol,2006,2537580
pol,2007,2421626
pol,2008,2278925
pol,2009,2141971
pol,2010,2027552
pol,2011,1930136
pol,2012,1845084
pol,2013,1992160
pol,2014,1896769
pol,2015,1814474
pol,2016,1764940
pol,2017,1722663
pri,1971,274139
pri,1972,281258
pri,1973,289696
pri,1974,301698
pri,1975,303499
pri,1976,299000
pri,1977,294492
pri,1978,274755
pri,1979,256330
pri,1980,237905
pri,1981,219480
pri,1982,201015
pri,1983,184104
pri,1984,175100
pri,1985,166000
pri,1986,157380
pri,1987,160000
pri,1988,160000
pri,1989,160000
pri,1990,163000
pri,1991,165000
pri,1992,167000
pri,1993,169000
pri,1994,171000
pri,1995,171000
pri,2013,262147.75945
pri,2014,258857
pri,2015,258944
pri,2016,229383
prk,2015,2148364
prt,1971,137259
prt,1972,155672
prt,1973,179849
prt,1974,215340
prt,1975,245160
prt,1976,330008
prt,1977,369236
prt,1978,409045
prt,1979,391849
prt,1980,418546
prt,1981,398320
prt,1982,399043
prt,1983,451426
prt,1984,489696
prt,1985,529855
prt,1986,572697
prt,1987,647984
prt,1988,562038
prt,1990,583127
prt,1991,637761
prt,1992,728283
prt,1993,819649
prt,1994,827099
prt,1995,828758
prt,1996,821474
prt,1998,779799
prt,1999,744786
prt,2000,732703
prt,2001,698734
prt,2002,682145
prt,2003,660419
prt,2004,571661
prt,2005,559226
prt,2006,551101
prt,2007,555617
prt,2008,538497
prt,2009,532169
prt,2010,537532
prt,2011,542878
prt,2012,549050
prt,2013,579305
prt,2014,555426
prt,2015,558328
prt,2016,568304
prt,2017,577621
pry,1970,48742
pry,1971,52047
pry,1972,58021
pry,1973,63128
pry,1974,67900
pry,1975,70048
pry,1976,76585
pry,1977,87010
pry,1978,96559
pry,1980,111905
pry,1981,119199
pry,1982,128363
pry,1983,134995
pry,1984,140872
pry,1985,141461
pry,1986,140656
pry,1987,139762
pry,1988,141850
pry,1989,146434
pry,1990,153206
pry,1991,157487
pry,1992,176547
pry,1993,195677
pry,1994,220512
pry,1995,246139
pry,1996,270207
pry,1998,345055
pry,1999,394078
pry,2000,424621
pry,2001,458074
pry,2002,474538
pry,2003,464062
pry,2004,478787
pry,2005,482069
pry,2006,480561
pry,2007,480672
pry,2008,489169
pry,2009,493865
pry,2010,504104
pry,2011,519246
pry,2012,532815
pry,2016,514351
pse,1995,332532
pse,1996,357455
pse,1997,385153
pse,1999,442127
pse,2000,474480
pse,2001,506609
pse,2002,540890
pse,2003,578453
pse,2004,623947
pse,2005,651518
pse,2006,679695
pse,2007,695398
pse,2008,701310
pse,2009,705718
pse,2010,701682
pse,2011,702828
pse,2012,702640
pse,2013,703609
pse,2014,706501
pse,2015,718563
pse,2016,730236
pse,2017,748754
pse,2018,759599
pyf,1971,5383
pyf,1972,6059
pyf,1973,6239
pyf,1974,6597
pyf,1975,7046
pyf,1976,7280
pyf,1977,7727
pyf,1978,8047
pyf,1979,8876
pyf,1980,9612
pyf,1981,10031
pyf,1982,10451
pyf,1983,12049
pyf,1984,12356
pyf,1985,13611
pyf,1986,13680
pyf,1987,13765
pyf,1988,13866
pyf,1989,14917
pyf,1990,15013
pyf,1991,16806
pyf,1992,17720
pyf,1993,18636
pyf,1994,19540
pyf,1995,20490
pyf,1996,21500
pyf,1997,22500
qat,1971,3649
qat,1972,4476
qat,1973,5443
qat,1974,6301
qat,1975,7139
qat,1976,9416
qat,1977,9716
qat,1978,10915
qat,1979,12445
qat,1980,13913
qat,1981,15461
qat,1982,16696
qat,1983,18346
qat,1984,19037
qat,1985,20398
qat,1986,21874
qat,1987,21588
qat,1988,23818
qat,1989,25735
qat,1990,27758
qat,1991,29154
qat,1992,30277
qat,1993,34231
qat,1994,35518
qat,1995,36964
qat,1996,37924
qat,1998,41959
qat,1999,43662
qat,2000,46653
qat,2001,46338
qat,2002,48490
qat,2003,51331
qat,2004,53460
qat,2005,55186
qat,2006,58203
qat,2007,60451
qat,2008,65480
qat,2009,65952
qat,2010,68322
qat,2011,72149
qat,2012,76323
qat,2013,78436
qat,2014,87878
qat,2015,94902
qat,2016,97430
qat,2017,102367
qat,2018,106817
rou,1971,1734504
rou,1972,1677115
rou,1973,1640547
rou,1974,1581312
rou,1991,1621501
rou,1992,1646423
rou,1993,1659362
rou,1994,1559075
rou,1995,1468039
rou,1996,1461422
rou,1997,1457608
rou,1998,1512975
rou,1999,1563287
rou,2000,1652581
rou,2001,1656337
rou,2002,1638142
rou,2003,1567642
rou,2004,1482027
rou,2005,1396306
rou,2006,1330485
rou,2007,1285178
rou,2008,1278880
rou,2009,1242033
rou,2010,1213985
rou,2011,1196416
rou,2012,1156251
rou,2013,1157746
rou,2014,1149759
rou,2015,1125240
rou,2016,1097909
rou,2017,1089209
rus,1971,15426000
rus,1972,15423000
rus,1973,15258000
rus,1974,15075000
rus,1975,14669000
rus,1976,14176000
rus,1977,13520000
rus,1978,12823000
rus,1979,12098000
rus,1980,11578000
rus,1981,11351000
rus,1982,11199000
rus,1983,11242000
rus,1984,11344000
rus,1985,11503000
rus,1986,11675000
rus,1987,11851000
rus,1988,11989000
rus,1989,12113000
rus,1990,12257000
rus,1991,12363000
rus,1992,12313000
rus,1993,12306000
rus,1994,12424000
rus,1995,12829000
rus,1996,13194000
rus,1997,13537000
rus,1998,13946000
rus,1999,14186837
rus,2000,14138837
rus,2001,13857896
rus,2002,13369909
rus,2003,12536543
rus,2004,11526311
rus,2005,10409673
rus,2006,9590695
rus,2007,8956312
rus,2008,8415648
rus,2009,8056790
rus,2011,7651800
rus,2012,7589670
rus,2013,7544082
rus,2014,7577881
rus,2015,7866270
rus,2016,8051287
rus,2017,8473262
rwa,1971,7398
rwa,1972,7506
rwa,1973,7468
rwa,1974,7488
rwa,1975,7935
rwa,1976,8704
rwa,1977,8870
rwa,1978,9122
rwa,1979,9451
rwa,1980,55301
rwa,1981,94664
rwa,1982,100198
rwa,1983,107314
rwa,1984,108566
rwa,1985,114762
rwa,1986,122285
rwa,1987,129644
rwa,1988,135564
rwa,1989,144636
rwa,1990,145390
rwa,1991,146401
rwa,1992,100319
rwa,1999,77425
rwa,2000,97627
rwa,2002,119777
rwa,2003,140433
rwa,2004,163076
rwa,2005,178582
rwa,2006,197671
rwa,2007,223169
rwa,2008,241143
rwa,2009,292129
rwa,2011,426979
rwa,2012,476281
rwa,2013,501504
rwa,2014,499126
rwa,2015,467709
rwa,2016,478695
rwa,2017,531377
rwa,2018,569711
sau,1979,273694
sau,2005,2523947
sau,2007,2746447
sau,2008,2788094
sau,2009,2881941
sau,2010,3036438
sau,2011,3040858
sau,2012,3056092
sau,2013,3223229
sau,2014,3235009
sau,2015,3296583
sau,2016,3138388
sau,2017,3018924
sau,2018,3087264
sdn,2001,1056253
sdn,2002,1076885
sdn,2003,1153474
sdn,2004,1293658
sdn,2005,1318091
sdn,2006,1273994
sdn,2007,1297665
sdn,2008,1412597
sdn,2009,1608828
sdn,2010,1656163
sdn,2011,1508647
sdn,2012,1698521
sdn,2013,1844641
sdn,2014,1949039
sdn,2015,2019225
sdn,2016,2011109
sdn,2017,2180134
sen,1971,53298
sen,1972,57124
sen,1973,58644
sen,1974,62514
sen,1976,69590
sen,1977,71865
sen,1978,78149
sen,1979,75265
sen,1980,78695
sen,1981,83431
sen,1982,91081
sen,1983,99542
sen,1984,103510
sen,1985,111915
sen,1986,121104
sen,1987,132776
sen,1988,140950
sen,1989,156944
sen,1990,166663
sen,1991,173383
sen,1992,183071
sen,1993,182140
sen,1994,193771
sen,1996,202797
sen,1997,206934
sen,1998,210876
sen,1999,230043
sen,2000,245122
sen,2001,256286
sen,2002,285366
sen,2003,306062
sen,2004,355732
sen,2005,401040
sen,2006,442596
sen,2007,499325
sen,2008,558076
sen,2009,615772
sen,2010,687735
sen,2011,796458
sen,2012,891604
sen,2013,960219
sen,2014,1032009
sen,2015,1082127
sen,2016,1064638
sen,2017,1048487
sen,2018,1061581
sgp,1970,136782
sgp,1971,139251
sgp,1973,156440
sgp,1975,176224
sgp,1976,177992
sgp,1977,178186
sgp,1978,179811
sgp,1979,176521
sgp,1980,173693
sgp,1981,177238
sgp,1982,176845
sgp,1983,182343
sgp,1984,187764
sgp,1985,190328
sgp,1986,203088
sgp,1987,202857
sgp,1988,201755
sgp,1989,199076
sgp,1990,191459
sgp,1991,185713
sgp,1992,182149
sgp,1993,180729
sgp,1994,197981
sgp,1995,203662
sgp,2007,204269
sgp,2008,204146
sgp,2009,205171
sgp,2016,179225
sgp,2017,171319
slb,1970,1042
slb,1971,1155
slb,1972,1303
slb,1973,1526
slb,1974,1625
slb,1975,1555
slb,1976,2244
slb,1977,2635
slb,1978,2984
slb,1979,3189
slb,1980,3547
slb,1981,4265
slb,1982,4594
slb,1983,4807
slb,1984,5118
slb,1985,5240
slb,1986,5336
slb,1987,5607
slb,1990,5636
slb,1991,6363
slb,1992,6666
slb,1993,7351
slb,1994,7811
slb,1999,16576
slb,2000,13527
slb,2001,16480
slb,2002,21700
slb,2005,22487
slb,2006,26345
slb,2007,27332
slb,2010,39706
slb,2011,40124
slb,2012,41660
slb,2013,43574
slb,2014,47050
slb,2015,49905
slb,2016,52673
slb,2017,52753
slb,2018,52566
sle,1971,33318
sle,1972,35507
sle,1973,39137
sle,1974,42885
sle,1975,45277
sle,1976,48534
sle,1977,51564
sle,1978,53897
sle,1979,57414
sle,1980,57459
sle,1981,64808
sle,1982,72367
sle,1983,81759
sle,1984,89117
sle,1985,97137
sle,1986,93509
sle,1987,101687
sle,1988,109218
sle,1989,95984
sle,1990,96709
sle,1991,97049
sle,2001,134113
sle,2015,449320
sle,2016,487826
sle,2018,522036
slv,1970,60870
slv,1971,73970
slv,1972,91273
slv,1973,110908
slv,1974,134989
slv,1975,148404
slv,1976,161052
slv,1977,165503
slv,1978,171664
