geo,time,st_int_trnr_cd
pry,2009,20000000
pry,2010,26000000
pry,2011,20000000
pry,2012,26000000
pry,2013,26000000
pry,2014,26000000
pry,2015,30000000
pry,2016,30000000
pry,2017,30000000
pry,2018,30000000
pry,2019,30000000
pry,2020,23000000
pyf,2002,99000000
pyf,2003,171000000
pyf,2004,214000000
pyf,2005,229000000
pyf,2008,215000000
pyf,2009,178000000
pyf,2010,225000000
pyf,2011,268000000
pyf,2012,285000000
pyf,2013,288000000
pyf,2014,325000000
pyf,2015,292000000
pyf,2016,294000000
qat,2011,3293000000
qat,2012,4363000000
qat,2013,4996000000
qat,2014,5985000000
qat,2015,7096000000
qat,2016,7182000000
qat,2017,9786000000
qat,2018,9674000000
qat,2019,10205000000
qat,2020,10755000000
rou,1995,99000000
rou,1996,141000000
rou,1997,77000000
rou,1998,91000000
rou,1999,54000000
rou,2000,35000000
rou,2001,57000000
rou,2002,65000000
rou,2003,74000000
rou,2004,104000000
rou,2005,273000000
rou,2006,368000000
rou,2007,463000000
rou,2008,634000000
rou,2009,458000000
rou,2010,495000000
rou,2011,597000000
rou,2012,438000000
rou,2013,458000000
rou,2014,401000000
rou,2015,388000000
rou,2016,442000000
rou,2017,474000000
rou,2018,491000000
rou,2019,668000000
rou,2020,178000000
rus,2001,1154000000
rus,2002,1238000000
rus,2003,1377000000
rus,2004,1732000000
rus,2005,1935000000
rus,2006,2092000000
rus,2007,2979000000
rus,2008,3979000000
rus,2009,3003000000
rus,2010,4409000000
rus,2011,5633000000
rus,2012,7117000000
rus,2013,8210000000
rus,2014,7692000000
rus,2015,4766000000
rus,2016,5035000000
rus,2017,5993000000
rus,2018,7144000000
rus,2019,6274000000
rus,2020,2107000000
rwa,1995,2000000
rwa,1996,2000000
rwa,1997,2000000
rwa,1998,1000000
rwa,1999,4000000
rwa,2000,4000000
rwa,2001,4000000
rwa,2005,18000000
rwa,2006,16000000
rwa,2007,25000000
rwa,2008,38000000
rwa,2009,49000000
rwa,2010,22000000
rwa,2011,46000000
rwa,2012,55000000
rwa,2013,70000000
rwa,2014,72000000
rwa,2015,89000000
rwa,2016,80000000
rwa,2017,115500000
rwa,2018,155000000
rwa,2019,177899993.89648
rwa,2020,92000000
sau,2007,936000000
sau,2008,865000000
sau,2009,749000000
sau,2010,824000000
sau,2011,858000000
sau,2012,968000000
sau,2013,1039000000
sau,2014,1025000000
sau,2015,1053000000
sau,2016,2342000000
sau,2017,2964000000
sau,2018,3184000000
sau,2019,3418000000
sau,2020,1924000000
sen,1995,180307.09028
sen,1996,8000000
sen,1997,9000000
sen,1998,9000000
sen,1999,9000000
sen,2000,8000000
sen,2001,1000000
sen,2002,20000000
sen,2003,60000000
sen,2004,75000000
sen,2005,92000000
sen,2006,79000000
sen,2007,91000000
sen,2008,95000000
sen,2009,11000000
sen,2010,11000000
sen,2011,56000000
sen,2012,62000000
sen,2013,56000000
sen,2014,58000000
sen,2015,48000000
sen,2016,49000000
sen,2017,50000000
sen,2018,61000000
slb,1995,1399999.97616
slb,1996,2099999.90463
slb,1997,2599999.90463
slb,1998,500000
slb,1999,4000000
slb,2000,100000.00149
slb,2001,3599999.90463
slb,2002,100000.00149
slb,2003,100000.00149
slb,2004,19999.99955
slb,2005,4800000.19073
slb,2006,9800000.19073
slb,2007,10500000
slb,2008,3700000.04768
slb,2009,5900000.09537
slb,2010,7300000.19073
slb,2011,8600000.38147
slb,2012,11300000.19073
slb,2013,9899999.61853
slb,2014,8800000.19073
slb,2015,9000000
slb,2016,12000000
slb,2017,12000000
slb,2018,11000000
slb,2019,11000000
slb,2020,1000000
slv,1995,67000000
slv,1996,69000000
slv,1999,186000000
slv,2000,220000000
slv,2001,251000000
slv,2002,276000000
slv,2003,282000000
slv,2004,295000000
slv,2005,295000000
slv,2006,304000000
slv,2007,311000000
slv,2008,286000000
slv,2009,230000000
slv,2010,256000000
slv,2011,314000000
slv,2012,342000000
slv,2013,433000000
slv,2014,464000000
slv,2015,386000000
slv,2016,332000000
slv,2017,354000000
slv,2018,356000000
slv,2019,358000000
slv,2020,119000000
srb,2007,152000000
srb,2008,172000000
srb,2009,120000000
srb,2010,151000000
srb,2011,159000000
srb,2012,159000000
srb,2013,168000000
srb,2014,210000000
srb,2015,274000000
srb,2016,310000000
srb,2017,361000000
srb,2018,394000000
srb,2019,396000000
srb,2020,177000000
ssd,2015,5000000
ssd,2016,500000
ssd,2017,10000000
ssd,2018,11000000
ssd,2019,5500000
stp,2013,300000
stp,2014,100000
stp,2015,400000
stp,2016,300000
sur,1995,31000000
sur,1996,30000000
sur,1997,29000000
sur,1998,34000000
sur,1999,36000000
sur,2000,26000000
sur,2001,12000000
sur,2002,14000000
sur,2003,14000000
sur,2004,35000000
sur,2005,51000000
sur,2006,14000000
sur,2007,6000000
sur,2008,6000000
sur,2009,6000000
sur,2010,8000000
sur,2011,8000000
sur,2012,8000000
sur,2013,8000000
sur,2014,8000000
sur,2015,11000000
sur,2016,9000000
sur,2017,15000000
sur,2018,17000000
sur,2019,11000000
sur,2020,4000000
svk,1995,7000000
svk,1996,8000000
svk,1997,10000000
svk,1998,5000000
svk,1999,4000000
svk,2000,8000000
svk,2001,8000000
svk,2002,6000000
svk,2003,11000000
svk,2004,26000000
svk,2005,72000000
svk,2006,134000000
svk,2007,326000000
svk,2008,415000000
svk,2009,198000000
svk,2010,107000000
svk,2011,83000000
svk,2012,70000000
svk,2013,49000000
svk,2014,42000000
svk,2015,50000000
svk,2016,61000000
svk,2017,87000000
svk,2018,125000000
svk,2019,150000000
svk,2020,49000000
svn,1995,44000000
svn,1996,40000000
svn,1997,44000000
svn,1998,47000000
svn,1999,53000000
svn,2000,55000000
svn,2001,58000000
svn,2002,66000000
svn,2003,85000000
svn,2004,101000000
svn,2005,99000000
svn,2006,114000000
svn,2007,182000000
svn,2008,258000000
svn,2009,215000000
svn,2010,181000000
svn,2011,198000000
svn,2012,167000000
svn,2013,188000000
svn,2014,209000000
svn,2015,195000000
svn,2016,200399993.89648
svn,2017,186100006.10352
svn,2018,196399993.89648
svn,2019,173300003.05176
svn,2020,47700000.76294
swe,1995,919000000
swe,1996,848000000
swe,1997,425000000
swe,1998,809000000
swe,1999,811000000
swe,2000,761000000
swe,2001,947000000
swe,2002,961000000
swe,2003,1244000000
swe,2004,1488000000
swe,2005,1074000000
swe,2006,1339000000
swe,2007,1673000000
swe,2008,1736000000
swe,2009,1962000000
swe,2010,2338000000
swz,1995,6000000
swz,1996,4000000
swz,1997,4000000
swz,1998,4000000
swz,1999,3000000
swz,2000,3000000
swz,2001,2000000
swz,2002,2000000
swz,2003,39999.99911
swz,2004,100000.00149
swz,2005,300000.01192
swz,2006,100000.00149
swz,2007,200000.00298
swz,2008,300000.01192
swz,2009,100000.00149
swz,2010,400000.00596
swz,2011,100000.00149
swz,2012,100000.00149
swz,2013,200000.00298
swz,2014,600000.02384
swz,2015,200000.00298
swz,2016,200000.00298
swz,2017,200000.00298
swz,2018,400000.00596
swz,2019,300000.01192
swz,2020,300000.01192
sxm,2007,3000000
sxm,2008,4000000
sxm,2009,3000000
sxm,2010,7000000
sxm,2011,10000000
sxm,2012,12000000
sxm,2013,14000000
sxm,2014,16000000
sxm,2015,15000000
sxm,2016,14000000
sxm,2017,16000000
sxm,2018,15000000
sxm,2019,26000000
sxm,2020,9000000
syc,1995,95000000
syc,1996,41000000
syc,1997,38000000
syc,1998,56000000
syc,1999,66000000
syc,2000,86000000
syc,2001,75000000
syc,2002,83000000
syc,2003,87000000
syc,2004,84000000
syc,2005,77000000
syc,2006,95000000
syc,2007,70000000
syc,2008,99000000
syc,2009,92000000
syc,2010,78000000
syc,2011,89000000
syc,2012,41000000
syc,2013,54000000
syc,2014,83000000
syc,2015,91000000
syc,2016,91000000
syc,2017,102000000
syc,2018,52000000
syc,2019,28000000
syc,2020,7000000
syr,2003,104000000
syr,2004,83000000
syr,2005,91000000
syr,2006,88000000
syr,2007,88000000
syr,2008,26000000
syr,2009,24000000
syr,2010,118000000
syr,2011,63000000
tgo,1998,4000000
tgo,1999,3000000
tgo,2000,3000000
tgo,2001,3000000
tgo,2002,3000000
tgo,2003,11000000
tgo,2004,6000000
tgo,2005,7000000
tgo,2006,2000000
tgo,2007,4000000
tgo,2008,4000000
tgo,2009,5000000
tgo,2010,39000000
tgo,2011,111000000
tgo,2012,95000000
tgo,2013,108000000
tgo,2014,108000000
tgo,2015,98000000
tgo,2016,104000000
tgo,2017,107000000
tgo,2018,116000000
tgo,2019,115000000
tha,1995,1222000000
tha,1996,1278000000
tha,1997,1392000000
tha,1998,1780000000
tha,1999,2388000000
tha,2000,2452000000
tha,2001,2303000000
tha,2002,2487000000
tha,2003,2600000000
tha,2004,3011000000
tha,2005,2527000000
tha,2006,3223000000
tha,2007,3956000000
tha,2008,4337000000
tha,2009,3755000000
tha,2010,3692000000
tha,2011,3740000000
tha,2012,3911000000
tha,2013,3958000000
tha,2014,3629000000
tha,2015,3605000000
tha,2016,3673000000
tha,2017,4681000000
tha,2018,5017000000
tha,2019,4561000000
tha,2020,1162000000
tjk,2002,3400000.09537
tjk,2003,4699999.80927
tjk,2004,8399999.61853
tjk,2005,7500000
tjk,2006,9100000.38147
tjk,2007,13199999.80927
tjk,2008,19500000
tjk,2009,17100000.38147
tjk,2010,139000000
tjk,2011,183000000
tjk,2012,285000000
tjk,2013,232000000
tjk,2014,219000000
tjk,2015,145000000
tjk,2016,146000000
tjk,2017,164000000
tjk,2018,162000000
tjk,2019,165399993.89648
tjk,2020,96000000
tkm,1996,6000000
tkm,1997,13000000
ton,2004,300000.01192
ton,2005,100000.00149
ton,2007,800000.01192
ton,2008,500000
ton,2009,500000
ton,2010,1100000.02384
ton,2011,1100000.02384
ton,2012,1799999.95232
ton,2013,2599999.90463
ton,2014,2299999.95232
ton,2015,3099999.90463
ton,2016,1399999.97616
ton,2017,300000.01192
ton,2018,100000.00149
ton,2019,200000.00298
ton,2020,699999.98808
tto,1995,155000000
tto,1996,154000000
tto,1997,151000000
tto,1998,155000000
tto,1999,155000000
tto,2000,158000000
tto,2001,160000000
tto,2002,160000000
tto,2003,188000000
tto,2004,227000000
tto,2005,140000000
tto,2006,135000000
tto,2007,158000000
tto,2008,160000000
tto,2009,181000000
tto,2010,180000000
tto,2011,178000000
tto,2012,439000000
tto,2013,426000000
tto,2014,428000000
tto,2015,278000000
tto,2016,244000000
tto,2017,264000000
tto,2018,112000000
tto,2019,45000000
tto,2020,8000000
tun,1995,308000000
tun,1996,307000000
tun,1997,315000000
tun,1998,323000000
tun,1999,291000000
tun,2000,295000000
tun,2001,310000000
tun,2002,308000000
tun,2003,352000000
tun,2004,462000000
tun,2005,657000000
tun,2006,724000000
tun,2007,798000000
tun,2008,956000000
tun,2009,751000000
tun,2010,832000000
tun,2011,615000000
tun,2012,704000000
tun,2013,672000000
tun,2014,683000000
tun,2015,488000000
tun,2016,470000000
tun,2017,477000000
tun,2018,579000000
tun,2019,567000000
tun,2020,155000000
tur,2005,1569000000
tur,2006,1680000000
tur,2007,2232000000
tur,2008,3081000000
tur,2009,3351000000
tur,2010,3733000000
tur,2011,5248000000
tur,2012,6221000000
tur,2013,9987000000
tur,2014,10476000000
tur,2015,9032000000
tur,2016,7762000000
tur,2017,9515000000
tur,2018,11571000000
tur,2019,11586000000
tur,2020,3551000000
tza,1997,4000000
tza,1998,5000000
tza,1999,3000000
tza,2000,4000000
tza,2001,11000000
tza,2002,4000000
tza,2003,7000000
tza,2004,16000000
tza,2005,11000000
tza,2006,36000000
tza,2007,16000000
tza,2008,4000000
tza,2009,32000000
tza,2010,24000000
tza,2011,30000000
tza,2012,41000000
tza,2013,59000000
tza,2014,37000000
tza,2015,22000000
tza,2016,17000000
tza,2017,15000000
tza,2018,16000000
tza,2019,20100000.38147
uga,2001,22000000
uga,2002,23000000
uga,2003,1000000
uga,2004,1000000
uga,2005,2000000
uga,2006,1000000
uga,2007,4000000
uga,2008,38000000
uga,2009,16000000
uga,2010,18000000
uga,2011,17000000
uga,2012,22000000
uga,2013,21000000
uga,2014,19000000
uga,2015,12000000
uga,2016,16000000
uga,2017,13000000
uga,2018,16000000
uga,2019,15000000
uga,2020,14000000
ukr,1996,218000000
ukr,1997,207000000
ukr,1998,224000000
ukr,1999,176000000
ukr,2000,169000000
ukr,2001,186000000
ukr,2002,213000000
ukr,2003,269000000
ukr,2004,371000000
ukr,2005,417000000
ukr,2006,533000000
ukr,2007,723000000
ukr,2008,954000000
ukr,2009,773000000
ukr,2010,908000000
ukr,2011,1112000000
ukr,2012,1146000000
ukr,2013,848000000
ukr,2014,652000000
ukr,2015,580000000
ukr,2016,645000000
ukr,2017,758000000
ukr,2018,824000000
ukr,2019,975000000
ukr,2020,313000000
ury,1995,114000000
ury,1996,173000000
ury,1997,103000000
ury,2000,114000000
ury,2001,89000000
ury,2002,58000000
ury,2003,74000000
ury,2004,97000000
ury,2005,105000000
ury,2006,113000000
ury,2007,119000000
ury,2008,144000000
ury,2009,139000000
ury,2010,160000000
ury,2011,198000000
ury,2012,143000000
ury,2013,93000000
ury,2014,112000000
ury,2015,100000000
ury,2016,111000000
ury,2017,101000000
ury,2018,88000000
ury,2019,86000000
ury,2020,30000000
usa,1995,18909000000
usa,1996,20424000000
usa,1997,20872000000
usa,1998,20094000000
usa,1999,20043000000
usa,2000,21445000000
usa,2001,19046000000
usa,2002,17790000000
usa,2003,17833000000
usa,2004,21562000000
usa,2005,23259000000
usa,2006,24881000000
usa,2007,27881000000
usa,2008,32065000000
usa,2009,26357000000
usa,2010,31506000000
usa,2011,36738000000
usa,2012,41192000000
usa,2013,42124000000
usa,2014,42482000000
usa,2015,37972000000
usa,2016,35683000000
usa,2017,37290000000
usa,2018,41262000000
usa,2019,40082000000
usa,2020,11393000000
uzb,2000,36000000
uzb,2001,50000000
uzb,2002,46000000
uzb,2003,24000000
uzb,2004,29000000
uzb,2014,159000000
uzb,2015,167000000
uzb,2016,121000000
uzb,2017,146000000
uzb,2018,170000000
uzb,2019,198000000
uzb,2020,50000000
vct,2014,3500000
vct,2015,4099999.90463
vct,2016,5300000.19073
vct,2017,5400000.09537
vct,2018,5000000
vct,2019,6000000
vct,2020,2000000
ven,1995,146000000
ven,1996,142000000
ven,1997,65000000
ven,1998,66000000
ven,1999,62000000
ven,2000,46000000
ven,2001,62000000
ven,2002,50000000
ven,2003,47000000
ven,2004,52000000
ven,2005,72000000
ven,2006,75000000
ven,2007,77000000
ven,2008,67000000
ven,2009,65000000
ven,2010,54000000
ven,2011,66000000
ven,2012,60000000
ven,2013,68000000
ven,2014,64000000
ven,2015,79000000
ven,2016,73000000
vut,1998,12000000
vut,1999,9000000
vut,2000,13000000
vut,2001,12000000
vut,2002,18000000
vut,2003,19000000
vut,2004,18000000
vut,2005,19000000
vut,2006,17000000
vut,2007,23000000
vut,2008,19000000
vut,2009,24000000
vut,2010,25000000
vut,2011,26000000
vut,2012,27000000
vut,2013,27000000
vut,2014,27000000
vut,2015,26000000
vut,2016,32000000
vut,2017,24000000
vut,2018,30000000
vut,2019,17000000
vut,2020,5000000
wsm,1995,699440.89651
wsm,1996,398022.41325
wsm,1997,511843.97936
wsm,1998,600471.01974
wsm,1999,500000
wsm,2004,1000000
wsm,2005,800000.01192
wsm,2006,1399999.97616
wsm,2007,400000.00596
wsm,2008,600000.02384
wsm,2009,200000.00298
wsm,2010,699999.98808
wsm,2011,899999.97616
wsm,2012,200000.00298
wsm,2013,1200000.04768
wsm,2014,699999.98808
wsm,2015,400000.00596
wsm,2016,699999.98808
wsm,2017,1000000
wsm,2018,300000.01192
wsm,2019,100000.00149
wsm,2020,59999.99866
yem,2010,130000000
yem,2011,130000000
yem,2012,157000000
yem,2013,157000000
yem,2014,173000000
yem,2015,16000000
yem,2016,16000000
zaf,1995,528000000
zaf,1996,522000000
zaf,1997,571000000
zaf,1998,565000000
zaf,1999,607000000
zaf,2000,661000000
zaf,2001,687000000
zaf,2002,772000000
zaf,2003,962000000
zaf,2004,1058000000
zaf,2005,1113000000
zaf,2006,1091000000
zaf,2007,1447000000
zaf,2008,1222000000
zaf,2009,1060000000
zaf,2010,1224000000
zaf,2011,1191000000
zaf,2012,1206000000
zaf,2013,1223000000
zaf,2014,1146000000
zaf,2015,881000000
zaf,2016,888000000
zaf,2017,889000000
zaf,2018,800000000
zaf,2019,674000000
zaf,2020,109000000
zwe,2009,11000000
zwe,2010,11000000
zwe,2011,12000000
zwe,2012,13000000
zwe,2013,13000000
zwe,2014,14000000
zwe,2015,16000000
zwe,2016,17000000
zwe,2017,9000000
zwe,2018,9000000
zwe,2019,6000000
zwe,2020,3000000
