geo,time,st_int_trnr_cd
bhs,2017,21000000
bhs,2018,28000000
bhs,2019,25000000
bhs,2020,5000000
bih,1998,10000000
bih,1999,13000000
bih,2000,13000000
bih,2001,14000000
bih,2002,19000000
bih,2003,27000000
bih,2004,26000000
bih,2005,38000000
bih,2006,51000000
bih,2007,80000000
bih,2008,88000000
bih,2009,79000000
bih,2010,73000000
bih,2011,87000000
bih,2012,71000000
bih,2013,67000000
bih,2014,48000000
bih,2015,42000000
bih,2016,45000000
bih,2017,54000000
bih,2018,51000000
bih,2019,52000000
bih,2020,12000000
blr,1995,5000000
blr,1996,6000000
blr,1997,15000000
blr,1998,32000000
blr,1999,80000000
blr,2000,95000000
blr,2001,61000000
blr,2002,61000000
blr,2003,72000000
blr,2004,92000000
blr,2005,93000000
blr,2006,115000000
blr,2007,155000000
blr,2008,222000000
blr,2009,193000000
blr,2010,225000000
blr,2011,260000000
blr,2012,301000000
blr,2013,365000000
blr,2014,362000000
blr,2015,284000000
blr,2016,308000000
blr,2017,323500000
blr,2018,338000000
blr,2019,389000000
blr,2020,187000000
blz,1996,2000000
blz,1997,2000000
blz,1998,2000000
bmu,2011,7000000
bmu,2012,7000000
bmu,2013,8000000
bmu,2014,6000000
bol,1995,37000000
bol,1996,39000000
bol,1997,65000000
bol,1998,68000000
bol,1999,37000000
bol,2000,33000000
bol,2001,43000000
bol,2002,43000000
bol,2003,77000000
bol,2004,91000000
bol,2005,106000000
bol,2006,86000000
bol,2007,34000000
bol,2008,27000000
bol,2009,27000000
bol,2010,29000000
bol,2011,119000000
bol,2012,37000000
bol,2013,65000000
bol,2014,82000000
bol,2015,111000000
bol,2016,114000000
bol,2017,125000000
bol,2018,133000000
bol,2019,140000000
bol,2020,52000000
bra,1995,113000000
bra,1996,26000000
bra,1997,48000000
bra,1998,81000000
bra,1999,92000000
bra,2000,159000000
bra,2001,113000000
bra,2002,144000000
bra,2003,194000000
bra,2004,167000000
bra,2005,307000000
bra,2006,261000000
bra,2007,331000000
bra,2008,324000000
bra,2009,330000000
bra,2010,261000000
bra,2011,275000000
bra,2012,245000000
bra,2013,310000000
bra,2014,562000000
bra,2015,410000000
bra,2016,589000000
bra,2017,366000000
bra,2018,403000000
bra,2019,132000000
bra,2020,55000000
brb,1995,8000000
brb,1996,8000000
brb,1997,9000000
brb,1998,9000000
brb,1999,10000000
brb,2000,10000000
brb,2001,9000000
brb,2002,8000000
brb,2003,9000000
brb,2004,9000000
brb,2005,8000000
brb,2006,7000000
brb,2007,7000000
brb,2008,7000000
brb,2009,3000000
brb,2010,3000000
brb,2011,13000000
brb,2012,18000000
brb,2013,19000000
brb,2014,23000000
brb,2015,27000000
brb,2016,33000000
btn,2006,13000000
btn,2007,19000000
btn,2008,10000000
btn,2009,9000000
btn,2010,24000000
btn,2011,29000000
btn,2012,32000000
btn,2013,33000000
btn,2014,15000000
btn,2015,26000000
btn,2016,47000000
btn,2017,48000000
btn,2018,18000000
bwa,1995,14000000
bwa,1996,12000000
bwa,1997,5000000
bwa,1998,4000000
bwa,1999,5000000
bwa,2000,5000000
bwa,2001,5000000
bwa,2002,5000000
bwa,2003,2000000
bwa,2004,1000000
bwa,2005,1000000
bwa,2006,2000000
bwa,2007,2299999.95232
bwa,2008,699999.98808
bwa,2009,600000.02384
bwa,2010,2099999.90463
bwa,2011,3299999.95232
bwa,2012,2599999.90463
bwa,2013,3200000.04768
bwa,2014,1299999.95232
bwa,2015,1299999.95232
bwa,2016,2000000
bwa,2017,9999.99978
bwa,2018,2200000.04768
bwa,2019,7400000.09537
bwa,2020,6000000
caf,2004,1399999.97616
caf,2005,2200000.04768
caf,2006,2200000.04768
caf,2007,2400000.09537
caf,2008,2799999.95232
caf,2009,3000000
caf,2010,3400000.09537
caf,2011,4000000
caf,2012,4000000
caf,2013,4000000
can,1995,1259000000
can,1996,1466000000
can,1997,1571000000
can,1998,1635000000
can,1999,1821000000
can,2000,2257000000
can,2001,2057000000
can,2002,2057000000
can,2003,1634000000
can,2004,2106000000
can,2005,2236000000
can,2006,2281000000
can,2007,2357000000
can,2008,2523000000
can,2009,1837000000
can,2010,2610000000
can,2011,3155000000
che,1995,1895000000
che,1996,1888000000
che,1997,2091000000
che,1998,2197000000
che,1999,2296000000
che,2000,2492000000
che,2001,2676000000
che,2002,1967000000
che,2003,2003000000
che,2004,1929000000
che,2005,2023000000
che,2006,2177000000
che,2007,2711000000
che,2008,3318000000
che,2009,2683000000
che,2010,3072000000
che,2011,3661000000
che,2012,3573000000
che,2013,3562000000
che,2014,3590000000
che,2015,3211000000
che,2016,3035000000
che,2017,3148000000
che,2018,3300000000
che,2019,3302000000
che,2020,956000000
chl,1995,275000000
chl,1996,278000000
chl,1997,298000000
chl,1998,326000000
chl,1999,332000000
chl,2000,360000000
chl,2001,385000000
chl,2002,323000000
chl,2003,426000000
chl,2004,476000000
chl,2005,607000000
chl,2006,704000000
chl,2007,771000000
chl,2008,887000000
chl,2009,767000000
chl,2010,810000000
chl,2011,910000000
chl,2012,1008000000
chl,2013,990000000
chl,2014,943000000
chl,2015,931000000
chl,2016,1079000000
chl,2017,984000000
chl,2018,1040000000
chl,2019,1000000000
chl,2020,628000000
chn,1997,552000000
chn,1998,627000000
chn,1999,908000000
chn,2000,1087000000
chn,2001,1214000000
chn,2002,1357000000
chn,2003,1301000000
chn,2004,2016000000
civ,1995,14000000
civ,1996,14000000
civ,1997,13000000
civ,1998,13000000
civ,1999,7000000
civ,2000,4000000
civ,2001,5000000
civ,2002,5000000
civ,2003,7000000
civ,2004,9000000
civ,2005,10000000
civ,2006,11000000
civ,2007,12000000
civ,2008,13000000
civ,2009,13000000
civ,2010,12000000
civ,2011,6000000
civ,2012,500000
civ,2013,10000000
civ,2014,11000000
civ,2015,56000000
civ,2016,98000000
civ,2017,112000000
civ,2018,108000000
civ,2019,102000000
civ,2020,33200000.76294
cmr,1995,39000000
cmr,1996,47000000
cmr,1997,35000000
cmr,1998,29000000
cmr,1999,32000000
cmr,2000,75000000
cmr,2001,109000000
cmr,2002,62000000
cmr,2003,84000000
cmr,2004,54000000
cmr,2005,54000000
cmr,2006,50000000
cmr,2007,28000000
cmr,2008,11000000
cmr,2009,1000000
cmr,2010,12000000
cmr,2011,14000000
cmr,2012,28000000
cmr,2013,31000000
cmr,2014,34000000
cmr,2015,26000000
cmr,2016,3000000
cmr,2017,19000000
cmr,2018,52000000
cmr,2019,28000000
cog,1995,669139.98127
cog,1996,17593.49927
cog,1999,500000
cog,2000,400000.00596
cog,2001,600000.02384
cog,2002,600000.02384
cog,2003,1000000
cog,2004,1100000.02384
cog,2007,4400000.09537
cog,2008,5000000
cog,2009,8000000
cog,2010,12000000
cog,2011,9000000
cog,2012,5000000
cog,2013,400000.00596
cog,2014,1899999.97616
cog,2015,899999.97616
cog,2016,1899999.97616
col,1995,230000000
col,1996,242000000
col,1997,272000000
col,1998,288000000
col,1999,304000000
col,2000,283000000
col,2001,266000000
col,2002,270000000
col,2003,298000000
col,2004,308000000
col,2005,352000000
col,2006,455000000
col,2007,623000000
col,2008,624000000
col,2009,640000000
col,2010,676000000
col,2011,831000000
col,2012,949000000
col,2013,1208000000
col,2014,1116000000
col,2015,1036000000
col,2016,1109000000
col,2017,978000000
col,2018,1034000000
col,2019,1102000000
col,2020,364000000
com,2005,400000.00596
com,2006,400000.00596
com,2007,400000.00596
com,2008,400000.00596
com,2009,300000.01192
com,2010,200000.00298
com,2011,200000.00298
com,2012,300000.01192
com,2014,800000.01192
com,2015,600000.02384
com,2016,500000
com,2017,600000.02384
com,2018,699999.98808
com,2019,699999.98808
com,2020,500000
cpv,1995,19000000
cpv,1996,26000000
cpv,1997,35000000
cpv,1998,25000000
cpv,1999,27000000
cpv,2000,23000000
cpv,2001,23000000
cpv,2002,35000000
cpv,2003,48000000
cpv,2004,54000000
cpv,2005,55000000
cpv,2006,71000000
cpv,2007,71000000
cpv,2008,80000000
cpv,2009,63000000
cpv,2010,109000000
cpv,2011,70000000
cpv,2012,58000000
cpv,2013,61000000
cpv,2014,48000000
cpv,2015,33000000
cpv,2016,32000000
cpv,2017,25000000
cpv,2018,32000000
cpv,2019,65000000
cpv,2020,10000000
cri,1995,82000000
cri,1996,87000000
cri,1997,118000000
cri,1998,124000000
cri,1999,158000000
cri,2000,175000000
cri,2001,166000000
cri,2002,131000000
cri,2003,131000000
cri,2004,127000000
cri,2005,139000000
cri,2006,158000000
cri,2007,195000000
cri,2008,250000000
cri,2009,186000000
cri,2010,180000000
cri,2011,223000000
cri,2012,244000000
cri,2013,243000000
cri,2014,141000000
cri,2015,142000000
cri,2016,128000000
cri,2017,102000000
cri,2018,304000000
cri,2019,274000000
cri,2020,123000000
cub,1995,137000000
cub,1996,162000000
cub,1997,204000000
cub,1998,203000000
cub,1999,206000000
cub,2000,211000000
cub,2001,148000000
cub,2002,136000000
cub,2003,153000000
cub,2004,199000000
cub,2005,269000000
cub,2006,287000000
cub,2007,274000000
cub,2008,277000000
cub,2009,198000000
cub,2010,209000000
cub,2011,220000000
cub,2012,288000000
cub,2013,283000000
cub,2014,179000000
cub,2015,218000000
cub,2016,162000000
cub,2017,116000000
cub,2018,80000000
cub,2019,49000000
cub,2020,15000000
cym,2017,39000000
cym,2018,40000000
cym,2019,45000000
cyp,1995,220044250.48828
cyp,1996,223723495.4834
cyp,1997,191360610.96191
cyp,1998,200303543.09082
cyp,1999,204000000
cyp,2000,196000000
cyp,2001,210000000
cyp,2002,219000000
cyp,2003,228000000
cyp,2004,311000000
cyp,2005,326000000
cyp,2006,310007629.39453
cyp,2007,422000000
cyp,2008,452000000
cyp,2009,277000000
cyp,2015,1664250.01621
cze,2002,412000000
cze,2003,503000000
cze,2004,744000000
cze,2005,959000000
cze,2006,818000000
cze,2007,860000000
cze,2008,1014000000
cze,2009,923000000
cze,2010,896000000
cze,2011,834000000
cze,2012,718000000
cze,2013,750000000
cze,2014,792000000
cze,2015,710000000
cze,2016,733000000
cze,2017,725000000
cze,2018,837000000
cze,2019,665000000
cze,2020,258000000
deu,1995,6017000000
deu,1996,6366000000
deu,1997,6798000000
deu,1998,7441000000
deu,1999,7097000000
deu,2000,6332000000
deu,2001,6146000000
deu,2002,7420000000
deu,2003,6985000000
deu,2004,8783000000
deu,2005,11407000000
deu,2006,12657000000
deu,2007,13226000000
deu,2008,13481000000
deu,2009,12747000000
deu,2010,14559000000
deu,2011,14537000000
deu,2012,13572000000
deu,2013,14203000000
deu,2014,15444000000
deu,2015,13774000000
deu,2016,14758000000
deu,2017,15739000000
deu,2018,16551000000
deu,2019,16593000000
dza,2005,293000000
dza,2006,173000000
dza,2007,115000000
dza,2008,150000000
dza,2009,115000000
dza,2010,104000000
dza,2011,91000000
dza,2012,78000000
dza,2013,76000000
dza,2014,58000000
dza,2015,36000000
dza,2016,37000000
dza,2017,30000000
dza,2018,28000000
dza,2019,28000000
dza,2020,7000000
ecu,1995,60000000
ecu,1996,49000000
ecu,1997,45000000
ecu,1998,39000000
ecu,1999,34000000
ecu,2000,49000000
ecu,2001,8000000
ecu,2002,2000000
ecu,2003,2000000
ecu,2004,2000000
ecu,2005,2000000
ecu,2006,2000000
ecu,2007,3000000
ecu,2008,3000000
ecu,2009,4000000
ecu,2010,5000000
ecu,2011,6000000
ecu,2012,6000000
ecu,2013,5000000
ecu,2014,5000000
ecu,2015,6000000
ecu,2016,6000000
ecu,2017,6000000
ecu,2018,7000000
ecu,2019,6000000
ecu,2020,3000000
egy,1995,270000000
egy,1996,379000000
egy,1997,319000000
egy,1998,377000000
egy,1999,458000000
egy,2000,312000000
egy,2001,319000000
egy,2002,369000000
egy,2003,120000000
egy,2004,203000000
egy,2005,355000000
egy,2006,542000000
egy,2007,1024000000
egy,2008,1119000000
egy,2009,1002000000
egy,2010,1105000000
egy,2011,626000000
egy,2012,883000000
egy,2013,700000000
egy,2014,771000000
egy,2015,832000000
egy,2016,661000000
egy,2017,861000000
egy,2018,1089000000
egy,2019,1226000000
egy,2020,476000000
esp,1995,2001000000
esp,1996,2583000000
esp,1997,2464000000
esp,1998,2475000000
est,1995,95000000
est,1996,81000000
est,1997,124000000
est,1998,129000000
est,1999,153000000
est,2000,149000000
est,2001,154000000
est,2002,182000000
est,2003,212000000
est,2004,224000000
est,2005,258000000
est,2006,337000000
est,2007,380000000
est,2008,450000000
est,2013,396000000
est,2014,414000000
est,2015,400000000
est,2016,374000000
est,2017,465000000
est,2018,547000000
est,2019,568000000
est,2020,277000000
eth,1995,161000000
eth,1996,147000000
eth,1997,135000000
eth,1998,115000000
eth,1999,129000000
eth,2000,148000000
eth,2001,167000000
eth,2002,189000000
eth,2003,222000000
eth,2004,284000000
eth,2005,365000000
eth,2006,477000000
eth,2007,614000000
eth,2008,807000000
eth,2009,790000000
eth,2010,912000000
eth,2011,1240000000
eth,2012,1373000000
eth,2013,1650000000
eth,2014,1755000000
eth,2015,1874000000
eth,2016,1791000000
eth,2017,2069000000
eth,2018,2580000000
eth,2019,2743000000
eth,2020,1249000000
fin,1995,743000000
fin,1996,772000000
fin,1997,719000000
fin,1998,741000000
fin,1999,715000000
fin,2000,629000000
fin,2001,628000000
fin,2002,659000000
fin,2003,808000000
fin,2004,909000000
fin,2005,889000000
fin,2006,1135000000
fin,2007,1450000000
fin,2008,1641000000
fin,2009,1327000000
fin,2010,1470000000
fin,2011,1768000000
fin,2012,1541000000
fin,2013,1733000000
fin,2014,1752000000
fin,2015,1437000000
fin,2016,1368000000
fin,2017,1810000000
fin,2018,2097000000
fin,2019,2219000000
fin,2020,512000000
fji,1995,78000000
fji,1996,76000000
fji,1997,69000000
fji,1998,61000000
fji,1999,85000000
fji,2000,102000000
fji,2001,111000000
fji,2002,124000000
fji,2003,151000000
fji,2004,165000000
fji,2005,237000000
fji,2006,204000000
fji,2007,223000000
fji,2008,294000000
fji,2009,185000000
fji,2010,190000000
fji,2011,231000000
fji,2012,259000000
fji,2013,249000000
fji,2014,282000000
fji,2015,277000000
fji,2016,271000000
fji,2017,301000000
fji,2018,401000000
fji,2019,383000000
fji,2020,85000000
fra,1995,3708000000
fra,1996,3736000000
fra,1999,6797000000
fra,2000,5849000000
fra,2001,5638000000
fra,2002,6077000000
fra,2003,7155000000
fra,2004,8162000000
fra,2005,8189000000
fra,2006,8088000000
fra,2007,9690000000
fra,2008,10772000000
fra,2009,9290000000
fra,2010,9719000000
fra,2011,10979000000
fra,2012,10648000000
fra,2013,9603000000
fra,2014,8980000000
fra,2015,8115000000
fra,2016,8219000000
fra,2017,8485000000
fra,2018,7156000000
fra,2019,7352000000
fra,2020,3312000000
gab,1995,77000000
gab,1996,81000000
gab,1997,84000000
gab,1998,87000000
gab,1999,128000000
gab,2000,79000000
gab,2001,31000000
gab,2002,59000000
gab,2003,69000000
gab,2004,64000000
gab,2005,4000000
gab,2007,1000000
gab,2008,500000
gab,2009,200000.00298
gab,2010,3000000
gab,2011,5400000.09537
gab,2012,5500000
gab,2013,200000.00298
gab,2015,3700000.04768
gbr,1995,7090000000
gbr,1996,7792000000
gbr,1997,7897000000
gbr,1998,7969000000
geo,1997,28000000
geo,1998,41000000
geo,1999,13000000
geo,2000,10000000
geo,2001,19000000
geo,2002,18000000
geo,2003,25000000
geo,2004,32000000
geo,2005,46000000
geo,2006,48000000
geo,2007,56000000
geo,2008,58000000
geo,2009,61000000
geo,2010,78000000
geo,2011,114000000
geo,2012,154000000
geo,2013,196000000
geo,2014,185000000
geo,2015,181000000
geo,2016,204000000
geo,2017,267000000
geo,2018,296000000
geo,2019,282000000
geo,2020,44000000
gha,1995,19000000
gha,1996,19000000
gha,1997,20000000
gha,1998,20000000
gha,1999,21000000
gha,2000,22000000
gha,2001,23000000
gha,2002,25000000
gha,2003,27000000
gha,2004,29000000
gha,2005,31000000
gha,2006,49000000
gha,2007,82000000
gha,2008,51000000
gha,2009,81000000
gha,2010,86000000
gha,2011,103000000
gha,2012,240000000
gha,2013,157000000
gha,2014,130000000
gha,2015,92000000
gha,2016,106000000
gha,2017,69000000
gha,2018,52000000
gha,2019,65000000
gha,2020,81000000
gin,1995,10999.99994
gin,1996,2900000.09537
gin,1997,4699999.80927
gin,1998,3400000.09537
gin,1999,4099999.90463
gin,2000,5800000.19073
gin,2001,8100000.38147
gin,2003,600000.02384
gin,2005,5599999.90463
gin,2007,899999.97616
gin,2008,899999.97616
gin,2009,2099999.90463
gin,2010,39999.99911
gin,2011,19999.99955
gin,2012,270000.01073
gin,2014,400000.00596
gin,2015,4000000
gin,2016,1399999.97616
gin,2017,200000.00298
gin,2018,1299999.95232
gin,2019,1000000
gin,2020,90000.00358
gmb,1996,1000000
gmb,1997,1000000
gmb,2003,2000000
gmb,2004,4000000
gmb,2005,1000000
gmb,2006,3000000
gmb,2007,2000000
gmb,2008,200000.00298
gmb,2009,1000000
gmb,2010,6000000
gmb,2011,8000000
gmb,2012,10000000
gmb,2013,7000000
gmb,2014,5000000
gmb,2015,8000000
gmb,2016,4000000
gmb,2017,6000000
gmb,2018,14000000
gmb,2019,5000000
gmb,2020,6000000
gnb,2003,600000.02384
gnb,2004,1200000.04768
gnb,2010,300000.01192
gnb,2011,400000.00596
gnb,2012,200000.00298
gnb,2017,140000.0006
gnb,2018,200000.00298
gnb,2019,19999.99955
grc,1995,47000000
grc,1996,36000000
grc,1997,21000000
grc,1999,53000000
grc,2000,43000000
grc,2001,61000000
grc,2002,96000000
grc,2003,76000000
grc,2004,94000000
grc,2005,119000000
grc,2006,93000000
grc,2007,137000000
grc,2008,170000000
grc,2009,1347000000
grc,2010,1379000000
grc,2011,1456000000
grc,2012,1455000000
grc,2013,1349000000
grc,2014,1669000000
grc,2015,1882000000
grc,2016,2084000000
grc,2017,2264000000
grc,2018,2773000000
grc,2019,2727000000
grc,2020,1178000000
gtm,1995,3000000
gtm,1996,5000000
gtm,1997,4000000
gtm,1998,15000000
gtm,1999,18000000
gtm,2000,16000000
gtm,2001,26000000
gtm,2002,27000000
gtm,2003,25000000
gtm,2008,300000.01192
gtm,2009,300000.01192
gtm,2010,300000.01192
gtm,2011,400000.00596
gtm,2013,699999.98808
gtm,2014,400000.00596
gtm,2015,500000
gtm,2016,1700000.04768
gtm,2017,4599999.90463
gtm,2018,4099999.90463
gtm,2019,6199999.80927
gtm,2020,1500000
guy,1996,3000000
guy,1997,3000000
guy,1998,3000000
guy,1999,3000000
guy,2000,5000000
guy,2001,4000000
guy,2002,4000000
guy,2003,2000000
hkg,1998,1686000000
hkg,1999,1850000000
hkg,2000,2330000000
hkg,2001,2019000000
hkg,2002,2439000000
hkg,2003,1932000000
hkg,2004,2956000000
hkg,2005,3409000000
hkg,2006,4032000000
hkg,2007,4671000000
hkg,2008,5218000000
hkg,2009,4313000000
hkg,2010,5519000000
hkg,2011,6131000000
hkg,2012,5893000000
hkg,2013,6318000000
hkg,2014,6877000000
hkg,2015,6696000000
hkg,2016,6440000000
hkg,2017,6461000000
hkg,2018,7045000000
hkg,2019,6326000000
hnd,1995,5000000
hnd,1996,4000000
hnd,1997,6000000
hnd,1998,7000000
hnd,1999,6000000
hnd,2000,3000000
hnd,2001,4000000
hnd,2002,4000000
hnd,2003,8000000
hnd,2004,6000000
hnd,2005,2000000
hnd,2006,699999.98808
hnd,2007,600000.02384
hnd,2008,800000.01192
hnd,2009,100000.00149
hnd,2010,1700000.04768
hnd,2011,4500000
hnd,2012,4699999.80927
hnd,2013,10000000
hnd,2014,8000000
hnd,2015,7000000
hnd,2016,7000000
hnd,2017,7000000
hnd,2018,9000000
hnd,2019,9000000
