geo,time,en_atm_co2e_lf_zs
ago,1971,48.27957
ago,1972,55.00407
ago,1973,51.46506
ago,1974,50.3386
ago,1975,49.4186
ago,1976,58.92857
ago,1977,30.39419
ago,1978,49.52575
ago,1979,50.36642
ago,1980,49.72565
ago,1981,52.36111
ago,1982,46.4511
ago,1983,49.60573
ago,1984,45.75403
ago,1985,41.73167
ago,1986,40.12589
ago,1987,50.31526
ago,1988,37.16941
ago,1989,34.84627
ago,1990,39.16101
ago,1991,34.98531
ago,1992,35.9792
ago,1993,43.04739
ago,1994,19.40386
ago,1995,78.13635
ago,1996,61.73801
ago,1997,28.41691
ago,1998,24.31766
ago,1999,29.336
ago,2000,29.67395
ago,2001,33.34669
ago,2002,36.88539
ago,2003,37.99346
ago,2004,26.11953
ago,2005,26.01738
ago,2006,38.16637
ago,2007,37.49738
ago,2008,40.77856
ago,2009,45.32763
ago,2010,46.9011
ago,2011,48.73152
ago,2012,57.13247
ago,2013,53.18379
ago,2014,81.62066
ago,2015,48.58045
ago,2016,50.64002
alb,1960,77.89855
alb,1961,79.74277
alb,1962,79.46429
alb,1963,79.22535
alb,1964,76.18182
alb,1965,74.70489
alb,1966,74.42529
alb,1967,71.54583
alb,1968,71.12172
alb,1969,68.47458
alb,1970,66.30754
alb,1971,67.56529
alb,1972,72.38467
alb,1973,66.11227
alb,1974,55.78059
alb,1975,53.47167
alb,1976,53.62963
alb,1977,51.53846
alb,1978,50.59289
alb,1979,49.7825
alb,1980,30.42553
alb,1981,47.65235
alb,1982,43.05068
alb,1983,41.03796
alb,1984,37.67573
alb,1985,34.99302
alb,1986,35.63951
alb,1987,37.93103
alb,1988,35.18519
alb,1989,45.63265
alb,1990,35.94266
alb,1991,54.24662
alb,1992,63.19027
alb,1993,71.5685
alb,1994,75.05355
alb,1995,91.01682
alb,1996,89.16208
alb,1997,95.39155
alb,1998,90.45267
alb,1999,93.95916
alb,2000,89.76631
alb,2001,97.14134
alb,2002,97.10216
alb,2003,94.75314
alb,2004,87.70028
alb,2005,96.22496
alb,2006,87.55528
alb,2007,80.11787
alb,2008,91.10341
alb,2009,79.11213
alb,2010,76.30242
alb,2011,74.94067
alb,2012,68.9364
alb,2013,69.58879
alb,2014,73.97224
alb,2015,65.89028
alb,2016,68.20769
and,1990,99.27732
and,1991,99.27732
and,1992,99.27732
and,1993,100.17171
and,1994,99.27732
and,1995,98.92372
and,1996,101.04622
and,1997,99.08702
and,1998,100.28122
and,1999,100.66275
and,2000,100.8425
and,2001,100.8425
and,2002,100.32358
and,2003,101.01547
and,2004,100.18768
and,2005,99.2619
and,2006,99.34236
and,2007,99.82389
and,2008,99.82389
and,2009,99.43212
and,2010,99.43212
and,2011,100.28122
and,2012,99.53286
and,2013,99.31458
and,2014,100.44391
and,2015,99.08702
and,2016,99.86723
are,1960,100
are,1961,100
are,1962,100
are,1963,100
are,1964,100
are,1965,100
are,1966,100
are,1967,5.2
are,1968,7.37463
are,1969,0.67894
are,1970,3.53535
are,1971,2.78691
are,1972,3.45528
are,1973,3.8549
are,1974,5.47817
are,1975,8.0609
are,1976,10.94978
are,1977,19.45731
are,1978,18.83643
are,1979,25.33307
are,1980,24.44356
are,1981,35.5686
are,1982,38.51815
are,1983,39.87342
are,1984,34.86405
are,1985,35.49761
are,1986,35.28453
are,1987,34.02276
are,1988,37.8696
are,1989,35.85706
are,1990,31.83803
are,1991,28.37602
are,1992,34.52415
are,1993,44.26951
are,1994,41.86255
are,1995,30.40016
are,1996,20.32063
are,1997,18.35976
are,1998,22.8198
are,1999,17.8148
are,2000,55.18718
are,2001,36.34239
are,2002,10.51665
are,2003,27.94259
are,2004,26.64393
are,2005,26.1906
are,2006,26.11522
are,2007,25.68487
are,2008,22.46918
are,2009,26.93442
are,2010,17.40035
are,2011,17.9183
are,2012,41.19402
are,2013,36.68394
are,2014,39.85748
are,2015,21.65541
are,2016,26.23856
arg,1960,84.45012
arg,1961,82.36727
arg,1962,84.01967
arg,1963,81.2198
arg,1964,81.19366
arg,1965,80.45848
arg,1966,76.9892
arg,1967,75.99866
arg,1968,76.14523
arg,1969,78.3953
arg,1970,77.32914
arg,1971,78.00363
arg,1972,76.92589
arg,1973,75.76407
arg,1974,74.82542
arg,1975,72.65142
arg,1976,72.07849
arg,1977,72.19312
arg,1978,71.08253
arg,1979,71.4863
arg,1980,70.41783
arg,1981,68.71384
arg,1982,66.79904
arg,1983,65.32483
arg,1984,63.16913
arg,1985,60.12831
arg,1986,59.73468
arg,1987,57.8625
arg,1988,54.56741
arg,1989,51.07263
arg,1990,59.33165
arg,1991,58.18734
arg,1992,59.32444
arg,1993,60.52878
arg,1994,59.0986
arg,1995,55.25471
arg,1996,52.13074
arg,1997,52.56264
arg,1998,52.28855
arg,1999,53.70834
arg,2000,50.69751
arg,2001,51.02437
arg,2002,48.9849
arg,2003,46.28031
arg,2004,47.8455
arg,2005,49.11053
arg,2006,52.76402
arg,2007,47.67795
arg,2008,52.7686
arg,2009,52.36841
arg,2010,53.65719
arg,2011,49.06779
arg,2012,47.9793
arg,2013,49.36699
arg,2014,48.68339
arg,2015,49.23621
arg,2016,48.1836
arm,1992,16.29778
arm,1993,18.62603
arm,1994,34.39485
arm,1995,19.11855
arm,1996,14.26848
arm,1997,11.74757
arm,1998,11.73017
arm,1999,18.86559
arm,2000,22.14621
arm,2001,21.59456
arm,2002,26.20965
arm,2003,26.71671
arm,2004,24.47918
arm,2005,22.03489
arm,2006,20.49927
arm,2007,17.77085
arm,2008,18.17388
arm,2009,21.14013
arm,2010,23.2356
arm,2011,19.07731
arm,2012,15.70656
arm,2013,15.53475
arm,2014,15.65836
arm,2015,15.38217
arm,2016,16.346
atg,1960,100
atg,1961,100
atg,1962,100
atg,1963,100
atg,1964,100
atg,1965,100
atg,1966,100
atg,1967,100
atg,1968,100
atg,1969,100
atg,1970,100
atg,1971,100
atg,1972,100
atg,1973,100
atg,1974,100
atg,1975,100
atg,1976,100
atg,1977,100
atg,1978,100
atg,1979,100
atg,1980,100
atg,1981,100
atg,1982,100
atg,1983,100
atg,1984,100
atg,1985,100
atg,1986,100
atg,1987,100
atg,1988,100
atg,1989,100
atg,1990,134.45667
atg,1991,121.67773
atg,1992,91.04276
atg,1993,108.5432
atg,1994,107.0764
atg,1995,101.86111
atg,1996,104.77143
atg,1997,102.676
atg,1998,96.67545
atg,1999,100.00909
atg,2000,104.45394
atg,2001,99.53286
atg,2002,94.9659
atg,2003,98.38293
atg,2004,105.42625
atg,2005,104.64366
atg,2006,100.8425
atg,2007,102.03826
atg,2008,100.07854
atg,2009,36.67
atg,2010,107.01653
atg,2011,100.66275
atg,2012,72.83069
atg,2013,111.57043
atg,2014,110.01
atg,2015,111.50673
atg,2016,111.4768
aus,1960,31.55532
aus,1961,32.16483
aus,1962,33.62052
aus,1963,35.32358
aus,1964,36.6836
aus,1965,39.63563
aus,1966,39.08578
aus,1967,40.13787
aus,1968,41.6022
aus,1969,43.28762
aus,1970,46.24155
aus,1971,47.13648
aus,1972,45.32098
aus,1973,48.0163
aus,1974,44.54279
aus,1975,44.34367
aus,1976,42.18911
aus,1977,41.51533
aus,1978,40.36667
aus,1979,38.89098
aus,1980,37.27865
aus,1981,37.22222
aus,1982,36.36307
aus,1983,34.20036
aus,1984,34.43583
aus,1985,29.834
aus,1986,30.84094
aus,1987,29.83634
aus,1988,29.58927
aus,1989,29.34164
aus,1990,31.41156
aus,1991,29.6826
aus,1992,30.09055
aus,1993,32.16367
aus,1994,31.46827
aus,1995,30.00873
aus,1996,31.32599
aus,1997,29.15359
aus,1998,26.6111
aus,1999,26.76809
aus,2000,26.85446
aus,2001,23.36522
aus,2002,25.48788
aus,2003,27.14074
aus,2004,26.04356
aus,2005,26.90483
aus,2006,26.16939
aus,2007,25.69954
aus,2008,27.56149
aus,2009,27.20887
aus,2010,29.63894
aus,2011,30.95519
aus,2012,31.75842
aus,2013,32.53959
aus,2014,32.49619
aus,2015,31.16711
aus,2016,30.96932
aut,1960,27.32897
aut,1961,30.00345
aut,1962,32.5438
aut,1963,33.37629
aut,1964,37.44821
aut,1965,38.6691
aut,1966,41.97646
aut,1967,46.07762
aut,1968,49.42419
aut,1969,50.12307
aut,1970,48.92216
aut,1971,53.29396
aut,1972,53.9089
aut,1973,55.76278
aut,1974,51.09112
aut,1975,53.11805
aut,1976,54.65788
aut,1977,55.91286
aut,1978,55.47971
aut,1979,56.14098
aut,1980,49.88783
aut,1981,53.47227
aut,1982,53.23349
aut,1983,50.86061
aut,1984,46.77333
aut,1985,46.33639
aut,1986,51.42392
aut,1987,53.74992
aut,1988,51.42307
aut,1989,51.43651
aut,1990,47.44382
aut,1991,48.2197
aut,1992,50.39184
aut,1993,52.21986
aut,1994,50.85611
aut,1995,49.10112
aut,1996,49.97064
aut,1997,49.2721
aut,1998,52.55825
aut,1999,50.76221
aut,2000,49.42629
aut,2001,49.57011
aut,2002,49.85894
aut,2003,49.82904
aut,2004,48.98686
aut,2005,49.48815
aut,2006,49.39315
aut,2007,50.24367
aut,2008,48.82766
aut,2009,50.63329
aut,2010,48.30628
aut,2011,46.93459
aut,2012,47.62425
aut,2013,48.13112
aut,2014,49.16939
aut,2015,48.93979
aut,2016,49.39661
aze,1992,70.03625
aze,1993,57.62918
aze,1994,52.65436
aze,1995,43.48003
aze,1996,48.00337
aze,1997,47.03831
aze,1998,53.23155
aze,1999,43.29859
aze,2000,44.93702
aze,2001,29.15038
aze,2002,29.62067
aze,2003,37.00103
aze,2004,37.37995
aze,2005,39.9718
aze,2006,38.01145
aze,2007,41.68197
aze,2008,35.889
aze,2009,36.78669
aze,2010,36.03226
aze,2011,35.96382
aze,2012,37.87405
aze,2013,37.97839
aze,2014,35.24276
aze,2015,36.08866
aze,2016,37.48963
bdi,1962,100
bdi,1963,100
bdi,1964,100
bdi,1965,100
bdi,1966,100
bdi,1967,100
bdi,1968,100
bdi,1969,100
bdi,1970,100
bdi,1971,100
bdi,1972,95
bdi,1973,95
bdi,1974,96
bdi,1975,100
bdi,1976,95.83333
bdi,1977,100
bdi,1978,100
bdi,1979,96.66667
bdi,1980,97.5
bdi,1981,95.34884
bdi,1982,90.69767
bdi,1983,91.07143
bdi,1984,90
bdi,1985,93.65079
bdi,1986,92.1875
bdi,1987,89.70588
bdi,1988,93.54839
bdi,1989,93.15068
bdi,1990,102.29
bdi,1991,97.25522
bdi,1992,99.009
bdi,1993,101.27905
bdi,1994,103.02524
bdi,1995,100.00909
bdi,1996,103.34273
bdi,1997,102.03826
bdi,1998,102.03826
bdi,1999,108.41565
bdi,2000,102.95808
bdi,2001,94.29429
bdi,2002,91.675
bdi,2003,90.59647
bdi,2004,119.1775
bdi,2005,91.675
bdi,2006,90.71
bdi,2007,94.57
bdi,2008,89.8415
bdi,2009,88.008
bdi,2010,91.675
bdi,2011,107.03676
bdi,2012,83.68282
bdi,2013,82.2839
bdi,2014,84.62308
bdi,2015,84.96707
bdi,2016,93.26935
bel,1960,22.8401
bel,1961,25.11757
bel,1962,27.57783
bel,1963,30.27698
bel,1964,34.3415
bel,1965,38.42248
bel,1966,41.70791
bel,1967,43.47618
bel,1968,46.20952
bel,1969,48.21572
bel,1970,52.04776
bel,1971,54.97118
bel,1972,54.66801
bel,1973,53.06435
bel,1974,47.20271
bel,1975,50.35889
bel,1976,50.02539
bel,1977,50.68374
bel,1978,50.69639
bel,1979,48.43104
bel,1980,47.27756
bel,1981,44.84196
bel,1982,45.24753
bel,1983,45.07307
bel,1984,41.45883
bel,1985,42.29203
bel,1986,49.01262
bel,1987,47.21195
bel,1988,48.90196
bel,1989,44.14264
bel,1990,41.74898
bel,1991,44.91721
bel,1992,47.70397
bel,1993,47.11051
bel,1994,46.35611
bel,1995,45.86231
bel,1996,47.53439
bel,1997,48.29914
bel,1998,47.49811
bel,1999,46.96846
bel,2000,44.20849
bel,2001,45.73369
bel,2002,45.03281
bel,2003,47.40748
bel,2004,46.79751
bel,2005,47.31527
bel,2006,46.62304
bel,2007,46.39935
bel,2008,47.5376
bel,2009,50.66177
bel,2010,51.63833
bel,2011,52.94646
bel,2012,49.83042
bel,2013,50.59633
bel,2014,55.08228
bel,2015,55.34011
bel,2016,53.48486
ben,1960,100
ben,1961,100
ben,1962,100
ben,1963,100
ben,1964,100
ben,1965,100
ben,1966,100
ben,1967,100
ben,1968,100
ben,1969,100
ben,1970,100
ben,1971,100
ben,1972,100
ben,1973,100
ben,1974,100
ben,1975,100
ben,1976,100
ben,1977,100
ben,1978,100
ben,1979,100
ben,1980,72.34043
ben,1981,65.81197
ben,1982,67.91045
ben,1983,66.93548
ben,1984,70.07299
ben,1985,79.80296
ben,1986,78.07487
ben,1987,72.10884
ben,1988,82.11921
ben,1989,80.23256
ben,1990,146.68
ben,1991,200.01818
ben,1992,198.62917
ben,1993,209.54286
ben,1994,258.5235
ben,1995,225.60022
ben,1996,103.37448
ben,1997,90.19637
ben,1998,85.75138
ben,1999,103.03754
ben,2000,96.34863
ben,2001,91.87429
ben,2002,92.19392
ben,2003,93.67798
ben,2004,94.21146
ben,2005,81.65011
ben,2006,81.66974
ben,2007,84.78371
ben,2008,85.98483
ben,2009,85.19923
ben,2010,87.41608
ben,2011,86.96239
ben,2012,86.72378
ben,2013,86.34251
ben,2014,81.59241
ben,2015,84.4818
ben,2016,72.73137
bfa,1960,100
bfa,1961,100
bfa,1962,100
bfa,1963,100
bfa,1964,100
bfa,1965,100
bfa,1966,100
bfa,1967,100
bfa,1968,100
bfa,1969,100
bfa,1970,100
bfa,1971,100
bfa,1972,100
bfa,1973,100
bfa,1974,100
bfa,1975,100
bfa,1976,100
bfa,1977,100
bfa,1978,100
bfa,1979,100
bfa,1980,100
bfa,1981,100
bfa,1982,100
bfa,1983,100
bfa,1984,100
bfa,1985,100
bfa,1986,100
bfa,1987,100
bfa,1988,100
bfa,1989,100
bfa,1990,98.82254
bfa,1991,104.5095
bfa,1992,103.39738
bfa,1993,101.13823
bfa,1994,104.09548
bfa,1995,95.68578
bfa,1996,96.25875
bfa,1997,96.14695
bfa,1998,95.84205
bfa,1999,90.68925
bfa,2000,94.29429
bfa,2001,95.2701
bfa,2002,97.06765
bfa,2003,96.67545
bfa,2004,96.38044
bfa,2005,96.61748
bfa,2006,96.12779
bfa,2007,94.07601
bfa,2008,81.40356
bfa,2009,83.6
bfa,2010,86.67455
bfa,2011,86.67455
bfa,2012,87.41262
bfa,2013,88.89697
bfa,2014,91.31073
bfa,2015,94.04776
bfa,2016,93.35134
bgd,1960,46.29534
bgd,1961,46.78509
bgd,1962,46.69854
bgd,1963,48.38582
bgd,1964,47.64015
bgd,1965,48.99945
bgd,1966,51.65073
bgd,1967,51.69131
bgd,1968,53.21672
bgd,1969,48.57099
bgd,1970,51.03209
bgd,1971,49.5789
bgd,1972,69.1745
bgd,1973,64.41224
bgd,1974,60.50354
bgd,1975,68.75
bgd,1976,65.17446
bgd,1977,61.5142
bgd,1978,62.34004
bgd,1979,63.32046
bgd,1980,62.93807
bgd,1981,61.16505
bgd,1982,54.71215
bgd,1983,51.64737
bgd,1984,48.23151
bgd,1985,47.29488
bgd,1986,46.19322
bgd,1987,44.9459
bgd,1988,44.34218
bgd,1989,42.89997
bgd,1990,46.37864
bgd,1991,48.65632
bgd,1992,45.51175
bgd,1993,43.61309
bgd,1994,43.54901
bgd,1995,40.65828
bgd,1996,42.62179
bgd,1997,44.36355
bgd,1998,42.89914
bgd,1999,44.05506
bgd,2000,35.53518
bgd,2001,38.30578
bgd,2002,36.05505
bgd,2003,34.4926
bgd,2004,34.82028
bgd,2005,32.43238
bgd,2006,30.44938
bgd,2007,26.79545
bgd,2008,23.84696
bgd,2009,22.34617
bgd,2010,21.45246
bgd,2011,24.64208
bgd,2012,25.67975
bgd,2013,23.06251
bgd,2014,24.76087
bgd,2015,20.50635
bgd,2016,20.95073
bgr,1960,12.82895
bgr,1961,14.06184
bgr,1962,16.41613
bgr,1963,18.90452
bgr,1964,22.00359
bgr,1965,23.56108
bgr,1966,25.39289
bgr,1967,27.53922
bgr,1968,29.52011
bgr,1969,33.93735
bgr,1970,41.53293
bgr,1971,46.07927
bgr,1972,46.85508
bgr,1973,47.65304
bgr,1974,49.277
bgr,1975,46.85806
bgr,1976,48.29229
bgr,1977,48.73292
bgr,1978,48.67348
bgr,1979,45.21659
bgr,1980,39.95552
bgr,1981,40.534
bgr,1982,43.7528
bgr,1983,43.47279
bgr,1984,41.2382
bgr,1985,41.10902
bgr,1986,41.73878
bgr,1987,39.61343
bgr,1988,39.31272
bgr,1989,39.91714
bgr,1990,34.09273
bgr,1991,29.07447
bgr,1992,26.30688
bgr,1993,48.07215
bgr,1994,29.93483
bgr,1995,32.42569
bgr,1996,26.83317
bgr,1997,21.97314
bgr,1998,24.1229
bgr,1999,25.72694
bgr,2000,24.33947
bgr,2001,22.85324
bgr,2002,27.37433
bgr,2003,25.14602
bgr,2004,24.13318
bgr,2005,27.00468
bgr,2006,27.15242
bgr,2007,24.23063
bgr,2008,24.23167
bgr,2009,26.967
bgr,2010,24.87183
bgr,2011,20.83405
bgr,2012,24.21098
bgr,2013,25.1312
bgr,2014,26.08493
bgr,2015,26.47067
bgr,2016,29.27275
bhr,1960,100
bhr,1961,100
bhr,1962,100
bhr,1963,92.02454
bhr,1964,93.80734
bhr,1965,92.23881
bhr,1966,82.48588
bhr,1967,88.68613
bhr,1968,53.15615
bhr,1969,53.31412
bhr,1970,73.97454
bhr,1971,66.58625
bhr,1972,41.03586
bhr,1973,43.6255
bhr,1974,29.85075
bhr,1975,30.59273
bhr,1976,36.36364
bhr,1977,39.17526
bhr,1978,35.78848
bhr,1979,32.68711
bhr,1980,29.00976
bhr,1981,33.72043
bhr,1982,36.82445
bhr,1983,20.23173
bhr,1984,26.00558
bhr,1985,19.10072
bhr,1986,14.78521
bhr,1987,21.33462
bhr,1988,20.37986
bhr,1989,14.05811
bhr,1990,17.61799
bhr,1991,17.96299
bhr,1992,6.87376
bhr,1993,15.37503
bhr,1994,18.04702
bhr,1995,12.29555
bhr,1996,14.56966
bhr,1997,18.91989
bhr,1998,19.36346
bhr,1999,13.59994
bhr,2000,16.48764
bhr,2001,12.79758
bhr,2002,18.95256
bhr,2003,20.86678
bhr,2004,23.70359
bhr,2005,25.97015
bhr,2006,16.60744
bhr,2007,25.05226
bhr,2008,26.48471
bhr,2009,14.8578
bhr,2010,15.85081
bhr,2011,14.96102
bhr,2012,9.27446
bhr,2013,15.84868
bhr,2014,7.75385
bhr,2015,13.01425
bhr,2016,12.59165
bhs,1960,100
bhs,1961,100
bhs,1962,100
bhs,1963,100
bhs,1964,100
bhs,1965,100
bhs,1966,100
bhs,1967,80
bhs,1968,79.10112
bhs,1969,76.68067
bhs,1970,83.90313
bhs,1971,93.79085
bhs,1972,92.42938
bhs,1973,93.75873
bhs,1974,94.49132
bhs,1975,97.68992
bhs,1976,97.9013
bhs,1977,99.62264
bhs,1978,97.50277
bhs,1979,96.77249
bhs,1980,97.06287
bhs,1981,97.12042
bhs,1982,96.92058
bhs,1983,99.45455
bhs,1984,100
bhs,1985,100
bhs,1986,100
bhs,1987,100
bhs,1988,100
bhs,1989,99.81168
bhs,1990,103.41764
bhs,1991,97.9167
bhs,1992,73.05012
bhs,1993,83.64252
bhs,1994,85.56333
bhs,1995,83.56529
bhs,1996,87.67294
bhs,1997,85.97768
bhs,1998,84.1633
bhs,1999,87.48179
bhs,2000,90.98958
bhs,2001,87.45709
bhs,2002,84.4375
bhs,2003,87.03013
bhs,2004,90.99593
bhs,2005,90.22272
bhs,2006,87.68124
bhs,2007,86.62623
bhs,2008,111.74791
bhs,2009,26.61925
bhs,2010,114.59375
bhs,2011,74.24917
bhs,2012,52.18423
bhs,2013,92.20559
bhs,2014,89.57557
bhs,2015,84.7897
bhs,2016,81.37726
bih,1992,9.98838
bih,1993,10.0432
bih,1994,51.05949
bih,1995,49.1835
bih,1996,40.78334
bih,1997,20.77535
bih,1998,20.039
bih,1999,20.28702
bih,2000,23.68435
bih,2001,23.61164
bih,2002,21.30688
bih,2003,19.19869
bih,2004,21.87953
bih,2005,19.34043
bih,2006,18.52951
bih,2007,18.77178
bih,2008,19.76577
bih,2009,21.37154
bih,2010,21.41429
bih,2011,18.62848
bih,2012,18.71907
bih,2013,18.34339
bih,2014,21.01611
bih,2015,21.71029
bih,2016,21.66714
blr,1992,50.63952
blr,1993,48.13659
blr,1994,47.17711
blr,1995,49.59661
blr,1996,45.54906
blr,1997,38.76277
blr,1998,38.56021
blr,1999,36.04305
blr,2000,31.51447
blr,2001,30.53235
blr,2002,28.94217
blr,2003,27.82175
blr,2004,29.49644
blr,2005,29.26848
blr,2006,31.48844
blr,2007,29.06105
blr,2008,30.59788
blr,2009,40.77935
blr,2010,27.56066
blr,2011,34.43272
blr,2012,31.5795
blr,2013,30.55731
blr,2014,30.27572
blr,2015,30.55722
blr,2016,30.49302
blz,1960,100
blz,1961,100
blz,1962,100
blz,1963,100
blz,1964,100
blz,1965,100
blz,1966,100
blz,1967,100
blz,1968,100
blz,1969,100
blz,1970,100
blz,1971,100
blz,1972,100
blz,1973,100
blz,1974,100
blz,1975,100
blz,1976,100
blz,1977,100
blz,1978,100
blz,1979,100
blz,1980,100
blz,1981,100
blz,1982,100
blz,1983,100
blz,1984,100
blz,1985,100
blz,1986,100
blz,1987,100
blz,1988,100
blz,1989,100
blz,1990,94.45303
blz,1991,94.65977
blz,1992,71.1398
blz,1993,82.10891
blz,1994,83.11867
blz,1995,82.10891
blz,1996,85.56333
blz,1997,84.50043
blz,1998,82.30378
blz,1999,84.96707
blz,2000,88.008
blz,2001,84.41019
blz,2002,83.21269
blz,2003,84.84431
blz,2004,89.17477
blz,2005,89.72447
blz,2006,87.00137
blz,2007,89.94528
blz,2008,87.2746
blz,2009,40.1863
blz,2010,93.63946
blz,2011,92.24797
blz,2012,68.02551
blz,2013,101.2092
blz,2014,100.28122
blz,2015,87.23015
blz,2016,86.87969
bmu,1960,100
bmu,1961,100
bmu,1962,100
bmu,1963,100
bmu,1964,100
bmu,1965,100
bmu,1966,100
bmu,1967,100
bmu,1968,100
bmu,1969,100
bmu,1970,100
bmu,1971,100
bmu,1972,100
bmu,1973,100
bmu,1974,100
bmu,1975,99.2
bmu,1976,100
bmu,1977,100
bmu,1978,100
bmu,1979,100
bmu,1980,100
bmu,1981,100
bmu,1982,100
bmu,1983,100
bmu,1984,100
bmu,1985,100
bmu,1986,100
bmu,1987,100
bmu,1988,100
bmu,1989,100
bol,1960,96.35036
bol,1961,89.43662
bol,1962,90
bol,1963,90.63444
bol,1964,80.94059
bol,1965,86.40777
bol,1966,85.46638
bol,1967,82.94574
bol,1968,79.29293
bol,1969,68.48921
bol,1970,72.86136
bol,1971,61.07784
bol,1972,57.3922
bol,1973,63.0965
bol,1974,67.36184
bol,1975,70.73171
bol,1976,69.01521
bol,1977,73.97709
bol,1978,65.79139
bol,1979,71.28483
bol,1980,74.54831
bol,1981,74.44529
bol,1982,73.94604
bol,1983,73.84615
bol,1984,76.31579
bol,1985,75.82222
bol,1986,76.21359
bol,1987,72.97543
bol,1988,68.51064
bol,1989,61.23348
bol,1990,57.52283
bol,1991,56.94336
bol,1992,50.00455
bol,1993,47.31462
bol,1994,46.20258
bol,1995,60.42617
bol,1996,67.46919
bol,1997,69.97415
bol,1998,76.66202
bol,1999,75.87373
bol,2000,58.3053
bol,2001,64.4165
bol,2002,59.92849
bol,2003,66.49708
bol,2004,64.69803
bol,2005,66.60321
bol,2006,59.30945
bol,2007,59.60398
bol,2008,56.13157
bol,2009,53.56411
bol,2010,52.37178
bol,2011,50.73612
bol,2012,59.43729
bol,2013,54.37276
bol,2014,52.66881
bol,2015,49.60601
bol,2016,49.85491
bra,1960,83.24734
bra,1961,84.34938
bra,1962,83.55528
bra,1963,84.41353
bra,1964,82.91107
bra,1965,81.20936
bra,1966,80.70826
bra,1967,81.23096
bra,1968,82.70734
bra,1969,82.40334
bra,1970,83.52693
bra,1971,84.88692
bra,1972,85.52281
bra,1973,87.1633
bra,1974,87.09133
bra,1975,85.87439
bra,1976,85.28042
bra,1977,83.08956
bra,1978,82.28942
bra,1979,82.12283
bra,1980,80.35476
bra,1981,78.9486
bra,1982,77.4221
bra,1983,75.5199
bra,1984,72.36825
bra,1985,70.41091
bra,1986,71.64614
bra,1987,70.18765
bra,1988,70.58185
bra,1989,70.88152
bra,1990,75.95717
bra,1991,75.62942
bra,1992,76.47521
bra,1993,77.69071
bra,1994,79.15201
bra,1995,77.86491
bra,1996,78.63058
bra,1997,77.67642
bra,1998,78.78198
bra,1999,77.51908
bra,2000,74.85409
bra,2001,74.73423
bra,2002,72.969
bra,2003,70.98582
bra,2004,69.31232
bra,2005,70.22453
bra,2006,69.1194
bra,2007,68.33689
bra,2008,67.98178
bra,2009,71.58609
bra,2010,68.86193
bra,2011,69.31801
bra,2012,68.51598
bra,2013,67.51211
bra,2014,67.63378
bra,2015,66.07201
bra,2016,67.20607
brb,1960,95.74468
brb,1961,96.22642
brb,1962,97.1831
brb,1963,96.15385
brb,1964,97.95918
brb,1965,96.42857
brb,1966,95.89041
brb,1967,97.82609
brb,1968,99.16667
brb,1969,99.23664
brb,1970,99.1453
brb,1971,99.24242
brb,1972,99.27007
brb,1973,98.47328
brb,1974,99.25373
brb,1975,99.35484
brb,1976,97.93103
brb,1977,98.13665
brb,1978,97.09302
brb,1979,95.73171
brb,1980,96.19565
brb,1981,97.86096
brb,1982,97.72727
brb,1983,97.3262
brb,1984,84.80392
brb,1985,81.38528
brb,1986,83.6
brb,1987,84.8249
brb,1988,84.88372
brb,1989,83.7037
brb,1990,93.9201
brb,1991,108.13908
brb,1992,72.09695
brb,1993,104.08354
brb,1994,64.43951
