geo,time,en_atm_co2e_lf_zs
dom,2016,73.14511
dza,1960,71.0119
dza,1961,71.16082
dza,1962,73.02717
dza,1963,76.08108
dza,1964,66.9695
dza,1965,63.36854
dza,1966,70.90039
dza,1967,72.24153
dza,1968,72.15702
dza,1969,69.85366
dza,1970,45.39042
dza,1971,40.83677
dza,1972,25.62411
dza,1973,24.49273
dza,1974,30.13447
dza,1975,35.28334
dza,1976,28.19697
dza,1977,33.132
dza,1978,21.07084
dza,1979,33.69504
dza,1980,28.01544
dza,1981,39.12666
dza,1982,47.51144
dza,1983,41.87861
dza,1984,32.04745
dza,1985,30.94362
dza,1986,29.86395
dza,1987,29.85179
dza,1988,32.52959
dza,1989,31.44899
dza,1990,34.20697
dza,1991,38.97078
dza,1992,43.38212
dza,1993,38.13241
dza,1994,42.5946
dza,1995,37.10171
dza,1996,38.41081
dza,1997,41.25186
dza,1998,44.42806
dza,1999,28.63987
dza,2000,39.30628
dza,2001,38.09227
dza,2002,36.71104
dza,2003,38.13085
dza,2004,38.69162
dza,2005,34.92283
dza,2006,37.61266
dza,2007,38.15475
dza,2008,35.95769
dza,2009,39.84046
dza,2010,40.12827
dza,2011,39.74911
dza,2012,38.36104
dza,2013,39.99799
dza,2014,38.10975
dza,2015,38.06425
dza,2016,37.3351
ecu,1960,94.38669
ecu,1961,93.31849
ecu,1962,93.20843
ecu,1963,92.85714
ecu,1964,93.33333
ecu,1965,92.91465
ecu,1966,92.27273
ecu,1967,92.50354
ecu,1968,92
ecu,1969,82.65306
ecu,1970,81.07877
ecu,1971,86.89236
ecu,1972,86.99122
ecu,1973,81.39373
ecu,1974,83.44371
ecu,1975,86.90239
ecu,1976,87.56781
ecu,1977,85.15434
ecu,1978,88.21667
ecu,1979,87.43219
ecu,1980,88.29787
ecu,1981,90.92707
ecu,1982,91.27376
ecu,1983,91.69323
ecu,1984,91.1851
ecu,1985,88.60162
ecu,1986,83.7734
ecu,1987,88.01553
ecu,1988,84.67091
ecu,1989,84.40384
ecu,1990,86.69164
ecu,1991,82.64365
ecu,1992,112.43904
ecu,1993,130.95779
ecu,1994,62.57371
ecu,1995,99.01642
ecu,1996,92.84081
ecu,1997,64.82259
ecu,1998,82.53103
ecu,1999,89.25039
ecu,2000,81.1476
ecu,2001,83.97148
ecu,2002,90.08167
ecu,2003,95.54708
ecu,2004,97.08462
ecu,2005,95.85524
ecu,2006,84.38761
ecu,2007,92.456
ecu,2008,95.33231
ecu,2009,95.02765
ecu,2010,90.13518
ecu,2011,84.71286
ecu,2012,70.51692
ecu,2013,87.21564
ecu,2014,92.66295
ecu,2015,89.30658
ecu,2016,87.81624
egy,1960,91.06898
egy,1961,89.39914
egy,1962,90.19917
egy,1963,90.91528
egy,1964,89.92816
egy,1965,91.58928
egy,1966,92.47653
egy,1967,86.84309
egy,1968,87.64009
egy,1969,76.68963
egy,1970,76.56409
egy,1971,80.33413
egy,1972,83.58488
egy,1973,81.70751
egy,1974,77.63897
egy,1975,74.4016
egy,1976,77.96322
egy,1977,78.16192
egy,1978,79.24634
egy,1979,77.15164
egy,1980,85.62049
egy,1981,83.62825
egy,1982,83.22953
egy,1983,83.87822
egy,1984,82.99156
egy,1985,81.18261
egy,1986,80.4072
egy,1987,76.90309
egy,1988,74.50923
egy,1989,70.38712
egy,1990,60.02696
egy,1991,58.04272
egy,1992,57.61123
egy,1993,68.39636
egy,1994,61.4773
egy,1995,63.29736
egy,1996,55.48815
egy,1997,67.75626
egy,1998,75.64886
egy,1999,69.41941
egy,2000,75.6599
egy,2001,53.18485
egy,2002,44.76243
egy,2003,55.89353
egy,2004,53.05059
egy,2005,49.36601
egy,2006,49.52282
egy,2007,46.55237
egy,2008,48.90109
egy,2009,50.53966
egy,2010,48.00691
egy,2011,50.13137
egy,2012,46.03388
egy,2013,46.23525
egy,2014,54.74857
egy,2015,49.61932
egy,2016,49.10075
eri,1994,94.43781
eri,1995,96.25875
eri,1996,96.94368
eri,1997,89.68687
eri,1998,93.17787
eri,1999,91.95708
eri,2000,91.675
eri,2001,86.96029
eri,2002,85.74309
eri,2003,100.44391
eri,2004,110.01
eri,2005,124.06683
eri,2006,101.54769
eri,2007,106.4149
eri,2008,85.56333
eri,2009,102.20787
eri,2010,96.0754
eri,2011,85.98483
eri,2012,84.39921
eri,2013,82.93062
eri,2014,83.58603
eri,2015,91.39292
eri,2016,92.78621
esp,1960,29.11639
esp,1961,31.23378
esp,1962,36.42303
esp,1963,34.76093
esp,1964,42.84657
esp,1965,44.68392
esp,1966,51.13459
esp,1967,55.04789
esp,1968,58.59596
esp,1969,57.59273
esp,1970,61.60191
esp,1971,65.39097
esp,1972,67.17743
esp,1973,68.80738
esp,1974,71.1578
esp,1975,69.31664
esp,1976,71.51305
esp,1977,68.60827
esp,1978,72.85048
esp,1979,70.74079
esp,1980,68.72186
esp,1981,63.55081
esp,1982,59.08249
esp,1983,56.20212
esp,1984,56.24735
esp,1985,54.02081
esp,1986,52.39791
esp,1987,54.16787
esp,1988,59.11712
esp,1989,56.13939
esp,1990,55.58314
esp,1991,55.75833
esp,1992,55.89304
esp,1993,57.04521
esp,1994,58.83315
esp,1995,57.47731
esp,1996,60.49833
esp,1997,57.40261
esp,1998,59.03953
esp,1999,57.11513
esp,2000,54.8456
esp,2001,56.67623
esp,2002,53.72521
esp,2003,54.47565
esp,2004,53.43246
esp,2005,51.89773
esp,2006,53.10595
esp,2007,51.48771
esp,2008,53.84775
esp,2009,56.3054
esp,2010,56.90996
esp,2011,53.14611
esp,2012,49.42762
esp,2013,52.97667
esp,2014,53.55165
esp,2015,53.29226
esp,2016,56.77222
est,1992,15.63641
est,1993,21.31744
est,1994,20.01673
est,1995,15.52205
est,1996,15.38393
est,1997,15.1212
est,1998,17.43291
est,1999,17.80425
est,2000,11.92641
est,2001,14.72556
est,2002,14.09056
est,2003,12.6591
est,2004,11.96326
est,2005,11.48079
est,2006,12.02333
est,2007,9.51388
est,2008,9.64367
est,2009,8.89787
est,2010,7.34177
est,2011,7.11053
est,2012,7.36459
est,2013,5.3505
est,2014,4.58889
est,2015,3.19699
est,2016,6.42018
eth,1960,88.54167
eth,1961,88.17204
eth,1962,88.88889
eth,1963,90.43478
eth,1964,93.69369
eth,1965,89.20455
eth,1966,90.66667
eth,1967,92.83276
eth,1968,94.0552
eth,1969,93.18681
eth,1970,94.45676
eth,1971,94.25743
eth,1972,93.22917
eth,1973,96.44351
eth,1974,96.62447
eth,1975,93.93939
eth,1976,93.76947
eth,1977,96.5035
eth,1978,96.79144
eth,1979,97.42063
eth,1980,96.98189
eth,1981,96.46365
eth,1982,95.0495
eth,1983,95.42744
eth,1984,92.73128
eth,1985,93.13131
eth,1986,93.87417
eth,1987,93.18182
eth,1988,92.45542
eth,1989,93.38521
eth,1990,123.34455
eth,1991,121.97103
eth,1992,185.28
eth,1993,147.05804
eth,1994,88.91664
eth,1995,87.89385
eth,1996,87.65024
eth,1997,87.48072
eth,1998,88.09882
eth,1999,89.2534
eth,2000,87.34876
eth,2001,88.75807
eth,2002,89.14742
eth,2003,88.09566
eth,2004,87.03105
eth,2005,85.9022
eth,2006,85.97078
eth,2007,85.90567
eth,2008,82.5075
eth,2009,82.54719
eth,2010,86.20567
eth,2011,74.89629
eth,2012,72.73317
eth,2013,71.94882
eth,2014,70.18751
eth,2015,68.98401
eth,2016,63.92108
fin,1960,47.73003
fin,1961,53.73098
fin,1962,57.17714
fin,1963,60.54177
fin,1964,61.47304
fin,1965,67.96004
fin,1966,74.32298
fin,1967,74.29523
fin,1968,74.1552
fin,1969,72.72112
fin,1970,76.28903
fin,1971,78.55787
fin,1972,77.78793
fin,1973,78.05168
fin,1974,74.90181
fin,1975,75.15113
fin,1976,71.38873
fin,1977,71.43483
fin,1978,65.09854
fin,1979,64.60822
fin,1980,61.02997
fin,1981,61.48644
fin,1982,66.83122
fin,1983,63.75022
fin,1984,58.9777
fin,1985,56.27584
fin,1986,62.5318
fin,1987,58.27768
fin,1988,54.56398
fin,1989,54.21199
fin,1990,47.04057
fin,1991,48.10402
fin,1992,43.09497
fin,1993,43.38529
fin,1994,40.82467
fin,1995,39.80156
fin,1996,41.20027
fin,1997,43.75961
fin,1998,48.03533
fin,1999,46.84494
fin,2000,43.31852
fin,2001,38.75891
fin,2002,41.5312
fin,2003,37.8308
fin,2004,41.89851
fin,2005,47.94341
fin,2006,41.16757
fin,2007,40.50035
fin,2008,46.09314
fin,2009,45.51601
fin,2010,40.6871
fin,2011,45.49821
fin,2012,47.51292
fin,2013,39.61441
fin,2014,51.19977
fin,2015,48.89904
fin,2016,50.00309
fji,1960,90.56604
fji,1961,95.65217
fji,1962,92.06349
fji,1963,92.42424
fji,1964,93.96552
fji,1965,92.55319
fji,1966,90.90909
fji,1967,88.65979
fji,1968,92.59259
fji,1969,94.0678
fji,1970,94.3662
fji,1971,91.33333
fji,1972,92.40506
fji,1973,93.02326
fji,1974,91.25683
fji,1975,86.47059
fji,1976,87.87879
fji,1977,88.51675
fji,1978,85.05155
fji,1979,86.89956
fji,1980,88.01843
fji,1981,91.18644
fji,1982,87.33624
fji,1983,85.64103
fji,1984,81.76101
fji,1985,84.17722
fji,1986,85.45455
fji,1987,90.76923
fji,1988,94.03974
fji,1989,88.37209
fji,1990,96.94945
fji,1991,79.87027
fji,1992,85.885
fji,1993,87.51907
fji,1994,86.5412
fji,1995,87.815
fji,1996,88.09744
fji,1997,86.1745
fji,1998,86.03346
fji,1999,86.1745
fji,2000,88.008
fji,2001,89.97731
fji,2002,86.09478
fji,2003,87.60056
fji,2004,88.66103
fji,2005,80.21563
fji,2006,83.77891
fji,2007,86.1454
fji,2008,85.94531
fji,2009,75.98629
fji,2010,97.99741
fji,2011,90.51874
fji,2012,95.76922
fji,2013,110.33451
fji,2014,118.40771
fji,2015,135.9947
fji,2016,111.27448
fra,1960,28.56332
fra,1961,29.77428
fra,1962,31.63716
fra,1963,35.23955
fra,1964,38.83078
fra,1965,43.2971
fra,1966,46.19714
fra,1967,49.92607
fra,1968,52.59224
fra,1969,55.00856
fra,1970,59.12546
fra,1971,62.11313
fra,1972,65.82962
fra,1973,67.65002
fra,1974,66.09061
fra,1975,64.90039
fra,1976,64.80972
fra,1977,63.3481
fra,1978,64.99576
fra,1979,63.78567
fra,1980,62.06917
fra,1981,61.22357
fra,1982,59.77573
fra,1983,60.62562
fra,1984,59.79211
fra,1985,59.29053
fra,1986,62.23397
fra,1987,63.83338
fra,1988,62.76822
fra,1989,62.66814
fra,1990,63.93337
fra,1991,61.18088
fra,1992,59.80435
fra,1993,65.03094
fra,1994,60.57022
fra,1995,60.77073
fra,1996,62.14945
fra,1997,60.00406
fra,1998,59.53031
fra,1999,59.56186
fra,2000,57.51818
fra,2001,62.22399
fra,2002,61.71866
fra,2003,60.37939
fra,2004,60.92585
fra,2005,59.8639
fra,2006,60.48774
fra,2007,60.37197
fra,2008,60.33592
fra,2009,61.84357
fra,2010,57.9233
fra,2011,59.57377
fra,2012,57.71276
fra,2013,56.2245
fra,2014,60.94809
fro,1960,87.5
fro,1961,90.32258
fro,1962,96.875
fro,1963,91.17647
fro,1964,93.93939
fro,1965,94.59459
fro,1966,94.73684
fro,1967,95.65217
fro,1968,98
fro,1969,98.27586
fro,1970,98.57143
fro,1971,98.59155
fro,1972,100
fro,1973,100
fro,1974,100
fro,1975,100
fro,1976,100
fro,1977,100
fro,1978,100
fro,1979,100
fro,1980,100
fro,1981,100
fro,1982,100
fro,1983,100
fro,1984,100
fro,1985,100
fro,1986,100
fro,1987,100
fro,1988,100
fro,1989,100
fsm,1992,90.00818
fsm,1993,90.00818
fsm,1994,93.34182
fsm,1995,88.61917
fsm,1996,88.61917
fsm,1997,84.62308
fsm,1998,90.26462
fsm,1999,84.62308
fsm,2000,95.90615
fsm,2001,112.45467
fsm,2002,102.15214
fsm,2003,89.38313
fsm,2004,89.38313
fsm,2005,75.63187
fsm,2006,86.43643
fsm,2007,94.29429
fsm,2008,91.675
fsm,2009,112.83077
fsm,2010,93.34182
fsm,2011,97.78667
fsm,2012,95.90615
fsm,2013,96.91357
fsm,2014,96.91357
fsm,2015,95.342
fsm,2016,84.12529
gab,1960,91.66667
gab,1961,91.11111
gab,1962,79.16667
gab,1963,75
gab,1964,90.38462
gab,1965,89.83051
gab,1966,94.23077
gab,1967,96.73913
gab,1968,97.57009
gab,1969,96.67519
gab,1970,95.24648
gab,1971,79.89691
gab,1972,76.43909
gab,1973,43.54727
gab,1974,40.68594
gab,1975,42.21311
gab,1976,43.99486
gab,1977,51.21951
gab,1978,58.5839
gab,1979,50.10858
gab,1980,51.63074
gab,1981,49.47016
gab,1982,49.38479
gab,1983,48.30565
gab,1984,39.87768
gab,1985,34.18456
gab,1986,41.32841
gab,1987,37.01003
gab,1988,38.91709
gab,1989,38.6277
gab,1990,20.51034
gab,1991,20.14743
gab,1992,22.51108
gab,1993,23.01628
gab,1994,15.93989
gab,1995,18.69295
gab,1996,21.52032
gab,1997,21.18205
gab,1998,24.76899
gab,1999,21.98678
gab,2000,22.30039
gab,2001,27.46247
gab,2002,27.3543
gab,2003,26.39572
gab,2004,27.39903
gab,2005,30.25473
gab,2006,35.76233
gab,2007,38.93358
gab,2008,38.80094
gab,2009,36.93193
gab,2010,40.97507
gab,2011,38.81559
gab,2012,39.62624
gab,2013,45.22633
gab,2014,45.33745
gab,2015,44.56609
gab,2016,43.09207
gbr,1960,22.07732
gbr,1961,23.49616
gbr,1962,25.0051
gbr,1963,25.97775
gbr,1964,28.40265
gbr,1965,30.49355
gbr,1966,33.1211
gbr,1967,35.81238
gbr,1968,36.39939
gbr,1969,37.87546
gbr,1970,40.62114
gbr,1971,40.80036
gbr,1972,44.63482
gbr,1973,44.24061
gbr,1974,43.96193
gbr,1975,39.99818
gbr,1976,39.37854
gbr,1977,39.73356
gbr,1978,40.92105
gbr,1979,39.27524
gbr,1980,37.02002
gbr,1981,34.80453
gbr,1982,35.77078
gbr,1983,34.30606
gbr,1984,45.10741
gbr,1985,36.73186
gbr,1986,35.37751
gbr,1987,33.8538
gbr,1988,36.16577
gbr,1989,38.23824
gbr,1990,36.70952
gbr,1991,36.37939
gbr,1992,37.92929
gbr,1993,38.09061
gbr,1994,39.34325
gbr,1995,38.65566
gbr,1996,36.98172
gbr,1997,36.98171
gbr,1998,36.8495
gbr,1999,37.6493
gbr,2000,36.58146
gbr,2001,34.96743
gbr,2002,35.36428
gbr,2003,34.87601
gbr,2004,34.60971
gbr,2005,35.84923
gbr,2006,35.14874
gbr,2007,34.87032
gbr,2008,35.59002
gbr,2009,37.3835
gbr,2010,36.38915
gbr,2011,37.13537
gbr,2012,35.22857
gbr,2013,34.83593
gbr,2014,38.90105
gbr,2015,41.5023
gbr,2016,44.29164
geo,1992,25.15924
geo,1993,14.06177
geo,1994,10.71298
geo,1995,4.976
geo,1996,37.8808
geo,1997,47.29899
geo,1998,60.84721
geo,1999,56.1408
geo,2000,44.51138
geo,2001,47.60849
geo,2002,54.1378
geo,2003,54.30873
geo,2004,46.02792
geo,2005,44.0213
geo,2006,44.62817
geo,2007,44.81165
geo,2008,45.61021
geo,2009,49.98082
geo,2010,51.97214
geo,2011,41.56308
geo,2012,37.84303
geo,2013,33.9104
geo,2014,33.46625
geo,2015,34.99593
geo,2016,40.242
gha,1960,88.7218
gha,1961,88.55586
gha,1962,93.86189
gha,1963,93.40426
gha,1964,92.88889
gha,1965,95.69892
gha,1966,90.07634
gha,1967,94.85294
gha,1968,90.02079
gha,1969,85.24946
gha,1970,88.40782
gha,1971,87.85942
gha,1972,90.92284
gha,1973,90.07407
gha,1974,90.88639
gha,1975,87.31642
gha,1976,85.39157
gha,1977,89.62149
gha,1978,91.35802
gha,1979,94.75862
gha,1980,93.98281
gha,1981,93.26113
gha,1982,95.06024
gha,1983,95.88766
gha,1984,95.3125
gha,1985,94.48732
gha,1986,96.26955
gha,1987,95.64732
gha,1988,92.87991
gha,1989,91.33772
gha,1990,125.78204
gha,1991,152.1232
gha,1992,105.1286
gha,1993,119.5511
gha,1994,131.10055
gha,1995,124.53962
gha,1996,118.7068
gha,1997,128.47322
gha,1998,91.61489
gha,1999,85.37757
gha,2000,92.63328
gha,2001,96.19232
gha,2002,87.27658
gha,2003,93.75794
gha,2004,96.71574
gha,2005,86.81701
gha,2006,100.35313
gha,2007,98.66459
gha,2008,96.25875
gha,2009,68.36467
gha,2010,72.61647
gha,2011,71.17764
gha,2012,82.72669
gha,2013,78.86127
gha,2014,81.71005
gha,2015,80.63522
gha,2016,93.94901
gib,1960,100
gib,1961,92.85714
gib,1962,93.33333
gib,1963,86.66667
gib,1964,100
gib,1965,100
gib,1966,100
gib,1967,100
gib,1968,100
gib,1969,100
gib,1970,100
gib,1971,100
gib,1972,100
gib,1973,100
gib,1974,100
gib,1975,100
gib,1976,100
gib,1977,100
gib,1978,100
gib,1979,100
gib,1980,100
gib,1981,100
gib,1982,100
gib,1983,100
gib,1984,100
gib,1985,100
gib,1986,100
gib,1987,100
gib,1988,100
gib,1989,100
gin,1960,100
gin,1961,100
gin,1962,100
gin,1963,100
gin,1964,100
gin,1965,100
gin,1966,100
gin,1967,100
gin,1968,100
gin,1969,100
gin,1970,100
gin,1971,100
gin,1972,100
gin,1973,100
gin,1974,100
gin,1975,100
gin,1976,100
gin,1977,100
gin,1978,100
gin,1979,100
gin,1980,100
gin,1981,100
gin,1982,100
gin,1983,100
gin,1984,100
gin,1985,100
gin,1986,100
gin,1987,100
gin,1988,100
gin,1989,100
gin,1990,100.4758
gin,1991,100.66275
gin,1992,100.92981
gin,1993,100.8425
gin,1994,100.51509
gin,1995,100.52638
gin,1996,100.46984
gin,1997,100.06078
gin,1998,100.30324
gin,1999,100.26552
gin,2000,100.1657
gin,2001,99.49949
gin,2002,99.66141
gin,2003,100.08753
gin,2004,99.65124
gin,2005,99.24815
gin,2006,99.588
gin,2007,99.45348
gin,2008,99.42861
gin,2009,99.6317
gin,2010,99.44904
gin,2011,99.09298
gin,2012,97.34486
gin,2013,96.88954
gin,2014,96.74987
gin,2015,96.58358
gin,2016,97.0524
gmb,1960,100
gmb,1961,100
gmb,1962,100
gmb,1963,100
gmb,1964,100
gmb,1965,100
gmb,1966,100
gmb,1967,100
gmb,1968,100
gmb,1969,100
gmb,1970,100
gmb,1971,100
gmb,1972,100
gmb,1973,100
gmb,1974,100
gmb,1975,100
gmb,1976,100
gmb,1977,100
gmb,1978,100
gmb,1979,100
gmb,1980,100
gmb,1981,100
gmb,1982,100
gmb,1983,100
gmb,1984,100
gmb,1985,100
gmb,1986,100
gmb,1987,100
gmb,1988,100
gmb,1989,100
gmb,1990,104.22
gmb,1991,99.009
gmb,1992,99.009
gmb,1993,99.53286
gmb,1994,99.53286
gmb,1995,98.34227
gmb,1996,100.00909
gmb,1997,97.25522
gmb,1998,96.8088
gmb,1999,105.77885
gmb,2000,114.59375
gmb,2001,96.99806
gmb,2002,99.009
gmb,2003,99.009
gmb,2004,99.69656
gmb,2005,94.91059
gmb,2006,96.76806
gmb,2007,87.09125
gmb,2008,84.42628
gmb,2009,77.92375
gmb,2010,96.67545
gmb,2011,98.60156
gmb,2012,97.25522
gmb,2013,96.67545
gmb,2014,97.31654
gmb,2015,97.55604
gmb,2016,98.93981
gnb,1960,100
gnb,1961,100
gnb,1962,100
gnb,1963,100
gnb,1964,100
gnb,1965,100
gnb,1966,100
gnb,1967,100
gnb,1968,100
gnb,1969,100
gnb,1970,100
gnb,1971,100
gnb,1972,100
gnb,1973,100
gnb,1974,100
gnb,1975,100
gnb,1976,100
gnb,1977,100
gnb,1978,100
gnb,1979,100
gnb,1980,100
gnb,1981,100
gnb,1982,100
gnb,1983,100
gnb,1984,100
gnb,1985,100
gnb,1986,100
gnb,1987,100
gnb,1988,100
gnb,1989,100
gnb,1990,101.38176
gnb,1991,103.53882
gnb,1992,99.82389
gnb,1993,96.5
gnb,1994,101.86111
gnb,1995,101.86111
gnb,1996,101.86111
gnb,1997,100.8425
gnb,1998,101.38176
gnb,1999,102.29
gnb,2000,97.78667
gnb,2001,100.23133
gnb,2002,102.676
gnb,2003,97.1755
gnb,2004,96.04048
gnb,2005,101.27905
gnb,2006,98.34227
gnb,2007,100.44391
gnb,2008,103.34273
gnb,2009,102.03826
gnb,2010,99.31458
gnb,2011,98.2756
gnb,2012,101.2092
gnb,2013,98.72692
gnb,2014,96.91357
gnb,2015,99.53286
gnb,2016,97.78667
gnq,1960,100
gnq,1961,100
gnq,1962,100
gnq,1963,100
gnq,1964,100
gnq,1965,100
gnq,1966,100
gnq,1967,100
gnq,1968,100
gnq,1969,100
gnq,1970,100
gnq,1971,100
gnq,1972,100
gnq,1973,100
gnq,1974,100
gnq,1975,100
gnq,1976,100
gnq,1977,100
gnq,1978,100
gnq,1979,100
gnq,1980,100
gnq,1981,100
gnq,1982,100
gnq,1983,100
gnq,1984,100
gnq,1985,100
gnq,1986,100
gnq,1987,100
gnq,1988,100
gnq,1989,100
gnq,1990,103.89833
gnq,1991,94.29429
gnq,1992,94.29429
gnq,1993,7.03768
gnq,1994,7.77848
gnq,1995,8.4341
gnq,1996,8.49967
gnq,1997,18.67245
gnq,1998,11.3882
gnq,1999,22.56615
gnq,2000,15.60426
gnq,2001,9.13392
gnq,2002,19.38141
gnq,2003,35.39081
gnq,2004,8.95254
gnq,2005,14.55015
gnq,2006,26.38158
gnq,2007,45.94678
gnq,2008,7.39117
gnq,2009,12.79274
gnq,2010,13.13495
gnq,2011,18.31612
gnq,2012,7.58311
gnq,2013,13.80518
gnq,2014,16.45391
gnq,2015,13.09643
gnq,2016,13.03095
grc,1960,58.08967
grc,1961,57.22284
grc,1962,58.11688
grc,1963,54.98056
grc,1964,52.57903
grc,1965,53.11221
grc,1966,56.56705
grc,1967,58.85114
grc,1968,61.04814
grc,1969,59.11904
grc,1970,66.38847
grc,1971,65.99868
grc,1972,68.00232
grc,1973,68.49409
grc,1974,65.4956
grc,1975,60.58862
grc,1976,58.57973
grc,1977,59.40548
grc,1978,63.47621
grc,1979,61.81012
grc,1980,62.73797
grc,1981,59.10931
grc,1982,57.43619
grc,1983,52.43282
grc,1984,51.72569
grc,1985,49.26177
grc,1986,47.1938
grc,1987,47.4493
grc,1988,47.20889
grc,1989,48.7741
grc,1990,46.85827
grc,1991,49.17707
grc,1992,48.34455
grc,1993,47.43762
grc,1994,47.85543
grc,1995,46.41296
grc,1996,50.21078
grc,1997,50.37747
grc,1998,49.90201
grc,1999,49.42898
grc,2000,47.01571
grc,2001,47.52942
grc,2002,48.67696
grc,2003,48.55793
grc,2004,48.73419
grc,2005,49.45684
grc,2006,49.53909
grc,2007,45.38488
grc,2008,48.55735
grc,2009,49.4236
grc,2010,46.60163
grc,2011,43.57029
grc,2012,46.24843
grc,2013,43.47479
grc,2014,46.94604
grc,2015,50.23051
grc,2016,51.91945
grd,1960,100
grd,1961,100
grd,1962,100
grd,1963,100
grd,1964,100
grd,1965,100
grd,1966,100
grd,1967,100
grd,1968,100
grd,1969,100
grd,1970,100
grd,1971,100
grd,1972,100
grd,1973,100
grd,1974,100
grd,1975,100
grd,1976,100
grd,1977,100
grd,1978,100
grd,1979,100
grd,1980,100
grd,1981,100
grd,1982,100
grd,1983,100
grd,1984,100
grd,1985,100
grd,1986,100
grd,1987,100
grd,1988,100
grd,1989,100
grd,1990,96.67545
grd,1991,91.675
grd,1992,73.34
grd,1993,80.674
grd,1994,89.38313
grd,1995,88.43941
grd,1996,81.06
grd,1997,84.341
grd,1998,76.5287
grd,1999,88.34136
grd,2000,90.8019
grd,2001,84.50043
grd,2002,85.56333
grd,2003,86.5412
grd,2004,89.28348
grd,2005,86.5412
grd,2006,88.85423
grd,2007,85.12679
grd,2008,87.24931
grd,2009,31.23741
grd,2010,89.77828
grd,2011,87.24931
grd,2012,64.60905
grd,2013,95.11281
grd,2014,93.8752
grd,2015,96.42852
grd,2016,95.60393
grl,1960,45.90164
grl,1961,60
grl,1962,59.72222
grl,1963,56.66667
grl,1964,70.93023
grl,1965,77.65957
grl,1966,72.64151
grl,1967,70.17544
grl,1968,81.08108
grl,1969,81.08108
grl,1970,79.80769
grl,1971,85.15625
grl,1972,96.68874
grl,1973,92.76316
grl,1974,96.71053
grl,1975,100
grl,1976,95
grl,1977,100
grl,1978,98.13084
grl,1979,98.71795
grl,1980,98.7013
grl,1981,98.61111
grl,1982,99.29078
grl,1983,98.9899
grl,1984,99.35484
grl,1985,100
grl,1986,100
grl,1987,100
grl,1988,100
grl,1989,100
gtm,1960,95.91281
gtm,1961,95.57292
gtm,1962,95.75597
gtm,1963,94.93976
gtm,1964,94.82402
gtm,1965,94.06308
gtm,1966,94.31579
gtm,1967,94.45471
gtm,1968,95.89041
gtm,1969,95.17685
gtm,1970,95.21531
gtm,1971,95.34535
gtm,1972,95.12855
gtm,1973,94.75655
gtm,1974,94.98208
gtm,1975,94.48491
gtm,1976,93.24474
gtm,1977,93.55769
gtm,1978,93.7833
gtm,1979,93.90625
gtm,1980,93.73984
gtm,1981,92.79113
gtm,1982,91.30435
gtm,1983,91.1188
gtm,1984,92.92605
gtm,1985,92.5078
gtm,1986,90.58474
gtm,1987,82.5528
gtm,1988,89.77778
gtm,1989,89.20553
gtm,1990,107.77061
gtm,1991,107.09824
gtm,1992,109.78224
gtm,1993,99.4611
gtm,1994,114.53466
gtm,1995,103.48447
gtm,1996,98.33958
gtm,1997,105.92311
gtm,1998,96.56286
gtm,1999,98.65124
gtm,2000,88.83327
gtm,2001,90.348
gtm,2002,84.58266
gtm,2003,82.00303
gtm,2004,85.10851
gtm,2005,83.08047
gtm,2006,82.70662
gtm,2007,80.31351
gtm,2008,77.61382
gtm,2009,85.1301
gtm,2010,76.15831
gtm,2011,75.30781
gtm,2012,73.52109
gtm,2013,70.38047
gtm,2014,69.81758
gtm,2015,64.56523
gtm,2016,62.27179
guy,1960,100
guy,1961,100
guy,1962,100
guy,1963,100
guy,1964,100
guy,1965,100
guy,1966,100
guy,1967,100
guy,1968,100
guy,1969,100
guy,1970,100
guy,1971,100
guy,1972,100
guy,1973,100
guy,1974,100
guy,1975,100
guy,1976,100
guy,1977,100
guy,1978,100
guy,1979,100
guy,1980,100
guy,1981,100
guy,1982,100
guy,1983,100
guy,1984,100
guy,1985,100
guy,1986,100
guy,1987,100
guy,1988,100
guy,1989,100
guy,1990,96.6472
guy,1991,97.57409
guy,1992,97.10759
guy,1993,96.2167
guy,1994,98.30681
guy,1995,95.62961
guy,1996,96.08468
guy,1997,92.52779
guy,1998,94.71337
guy,1999,96.52218
guy,2000,96.97669
guy,2001,97.26494
guy,2002,97.56031
guy,2003,96.65488
guy,2004,97.49389
guy,2005,97.12595
guy,2006,97.05143
guy,2007,97.63388
guy,2008,97.40469
guy,2009,96.65488
guy,2010,97.71722
guy,2011,97.3859
guy,2012,99.7424
guy,2013,97.78667
guy,2014,97.54932
guy,2015,95.87863
guy,2016,94.61177
hkg,1960,83.25062
hkg,1961,83.91304
hkg,1962,85.97015
hkg,1963,88.956
hkg,1964,89.58333
hkg,1965,90.54157
hkg,1966,92.12207
hkg,1967,94.43099
hkg,1968,94.26714
hkg,1969,96.26654
hkg,1970,96.72632
hkg,1971,96.31705
hkg,1972,97.23539
hkg,1973,97.39645
hkg,1974,97.01236
hkg,1975,97.1381
hkg,1976,96.59924
hkg,1977,96.16078
hkg,1978,95.90317
hkg,1979,95.79871
hkg,1980,95.44454
hkg,1981,95.33059
hkg,1982,81.61176
hkg,1983,64.09004
hkg,1984,55.33311
hkg,1985,47.27533
hkg,1986,45.1484
hkg,1987,38.54734
hkg,1988,32.5
hkg,1989,30.09908
hnd,1960,97.02381
hnd,1961,97.01493
hnd,1962,95.81152
hnd,1963,95.87629
