geo,time,ne_exp_gnfs_cd
atg,2007,1014518518.51852
atg,2008,1091444444.44444
atg,2009,980185185.18518
atg,2010,914222222.22222
atg,2011,938518518.51852
atg,2012,948148148.14815
atg,2013,952148148.14815
atg,2014,1027296296.2963
atg,2015,1016370370.37037
atg,2016,1043111111.11111
atg,2017,994427259.25926
atg,2018,1036233333.33333
atg,2019,1196203185.18519
atg,2020,598873555.55555
aus,1960,2413484152.76067
aus,1961,2437003023.85486
aus,1962,2772986896.62896
aus,1963,2796505767.72315
aus,1964,3549109642.73715
aus,1965,3428155448.53847
aus,1966,3525590771.64296
aus,1967,3915332064.06093
aus,1968,4016127225.89316
aus,1969,4377869862.24661
aus,1970,5354462985.77668
aus,1971,5715085675.88756
aus,1972,6663551401.86916
aus,1973,9019859064.70211
aus,1974,11680176860.7222
aus,1975,13874095316.1273
aus,1976,14185049792.0081
aus,1977,15449644413.8564
aus,1978,16123392736.296
aus,1979,19275247074.8608
aus,1980,24616155988.85789
aus,1981,26334610472.5415
aus,1982,26231932031.3362
aus,1983,24060832943.3786
aus,1984,26236189096.1782
aus,1985,27497123571.3738
aus,1986,27321628427.5322
aus,1987,29290629962.9434
aus,1988,37674621653.085
aus,1989,45334256168.0645
aus,1990,47071950750.2886
aus,1991,52249430970.8814
aus,1992,54226716911.482
aus,1993,54747048903.8786
aus,1994,58015219647.18089
aus,1995,65793733293.7333
aus,1996,75814112291.35049
aus,1997,83327594302.70779
aus,1998,78166587533.0665
aus,1999,71285875422.98531
aus,2000,80697104816.9315
aus,2001,84096812278.63049
aus,2002,82035370447.88609
aus,2003,89138031450.2038
aus,2004,105490823730.25999
aus,2005,126789956397.534
aus,2006,148587151841.86899
aus,2007,172570464002.51199
aus,2008,212786034019.69601
aus,2009,213710793697.54095
aus,2010,227416541883.203
aus,2011,299782115744.84894
aus,2012,332571664260.672
aus,2013,315050784856.87903
aus,2014,309598824933.44397
aus,2015,271042516016.30801
aus,2016,232526568641.724
aus,2017,281635115770.41998
aus,2018,312415316642.12097
aus,2019,336431125733.08502
aus,2020,318466282343.47803
aut,1970,4210936226.51495
aut,1971,4828104967.50743
aut,1972,5940800642.89541
aut,1973,7945377046.8761
aut,1974,10245142815.0766
aut,1975,11254488425.3773
aut,1976,12352078699.0872
aut,1977,14409079177.4207
aut,1978,18066572538.6146
aut,1979,22832410705.0952
aut,1980,26006990002.1272
aut,1981,23441765163.297
aut,1982,22623842865.2093
aut,1983,21981186609.4684
aut,1984,22265892304.5183
aut,1985,24230778797.5525
aut,1986,31689309598.9184
aut,1987,38996595559.42529
aut,1988,44096573052.4908
aut,1989,46607267810.7124
aut,1990,59423124773.0848
aut,1991,60116254566.8827
aut,1992,64678675181.5677
aut,1993,59900881343.9016
aut,1994,65453950126.4908
aut,1995,80827705745.8714
aut,1996,81256732518.8459
aut,1997,78792186266.77188
aut,1998,83704902178.74609
aut,1999,85506764813.72609
aut,2000,85517701539.37268
aut,2001,88123586542.16548
aut,2002,97162437618.4825
aut,2003,116896445115.89799
aut,2004,141284763656.047
aut,2005,153683280004.98001
aut,2006,170970396756.21201
aut,2007,204559320050.005
aut,2008,230062733001.008
aut,2009,181624745272.72601
aut,2010,201088694407.16696
aut,2011,232888437032.78296
aut,2012,220969210537.828
aut,2013,229899623200.707
aut,2014,236280892259.34399
aut,2015,202784894360.508
aut,2016,207444081442.65799
aut,2017,225534464183.70599
aut,2018,252348201943.93701
aut,2019,246724401612.94101
aut,2020,222846527074.17999
aze,1992,384731481.48148
aze,1993,902160000
aze,1994,295000000
aze,1995,785317775.0085
aze,1996,791816808.0902
aze,1997,1150420273.49141
aze,1998,1009304729.90437
aze,1999,1281432038.83495
aze,2000,2118126955.7443
aze,2001,2368624503.38237
aze,2002,2666940958.65048
aze,2003,3056715202.11791
aze,2004,4235066653.09861
aze,2005,8337000211.55067
aze,2006,13954555630.1769
aze,2007,22516839529.1924
aze,2008,32133276533.593
aze,2009,22870241353.5705
aze,2010,28732245203.09
aze,2011,37214511839.9392
aze,2012,36914842158.8595
aze,2013,35907329509.2416
aze,2014,32560882315.44049
aze,2015,20059340230.3338
aze,2016,17580998934.6368
aze,2017,19839356263.0723
aze,2018,25484470588.23529
aze,2019,23629764705.8824
aze,2020,15208764705.8824
bdi,1960,24499998
bdi,1961,26250000
bdi,1962,28000000
bdi,1963,17500000
bdi,1964,36750000
bdi,1965,16452740.74074
bdi,1966,17828571.42857
bdi,1967,19257142.85714
bdi,1968,18861714.28571
bdi,1969,18371428.57143
bdi,1970,25945142.85714
bdi,1971,21329142.85714
bdi,1972,28961142.85714
bdi,1973,33526603.85375
bdi,1974,33674920.63492
bdi,1975,34839365.07937
bdi,1976,61551304.34783
bdi,1977,96342222.22222
bdi,1978,71443333.33333
bdi,1979,110822222.22222
bdi,1980,81022222.22222
bdi,1981,88603333.33333
bdi,1982,103470000
bdi,1983,97956966.11081
bdi,1984,113561106.00618
bdi,1985,126803836.27475
bdi,1986,140881024.7876
bdi,1987,110260311.58951
bdi,1988,136282900.38819
bdi,1989,108560193.99119
bdi,1990,89130244.37243
bdi,1991,115775316.36852
bdi,1992,94756920.92769
bdi,1993,88062144.15157
bdi,1994,95016968.84783
bdi,1995,129318804.20247
bdi,1996,50580560.19818
bdi,1997,95688945.65063
bdi,1998,71499431.17585
bdi,1999,61217971.4671
bdi,2000,55005758.53026
bdi,2001,45410971.27717
bdi,2002,38676369.53113
bdi,2003,50072047.44047
bdi,2004,63635537.87321
bdi,2005,69261008.83044
bdi,2006,92956376.47961
bdi,2007,92221558.65905
bdi,2008,169242773.91711
bdi,2009,117576040.95403
bdi,2010,197117152.22357
bdi,2011,196752242.71262
bdi,2012,226330906.44501
bdi,2013,223097905.27987
bdi,2014,205732033.51396
bdi,2015,177973982.15902
bdi,2016,181802520.07915
bdi,2017,204593863.17534
bdi,2018,250866302.58508
bdi,2019,240281312.71616
bdi,2020,141640363.99153
bel,1970,12006111335.2158
bel,1971,13052184853.2193
bel,1972,16423224269.0862
bel,1973,22932275926.3093
bel,1974,29637776512.0133
bel,1975,30156821322.8036
bel,1976,34528907001.0449
bel,1977,39354961170.51209
bel,1978,46332075060.8428
bel,1979,58067512383.049
bel,1980,63563403228.0315
bel,1981,56620736636.2451
bel,1982,53510783153.8054
bel,1983,52655467455.6213
bel,1984,53687392488.1318
bel,1985,53878264148.3796
bel,1986,68750421708.50639
bel,1987,83463311723.39281
bel,1988,96418786615.46899
bel,1989,104389986691.237
bel,1990,126512468614.196
bel,1991,126790048434.731
bel,1992,138072578419.07199
bel,1993,126086323460.821
bel,1994,143073453098.62601
bel,1995,173144772851.66901
bel,1996,170850032573.29001
bel,1997,163720906630.582
bel,1998,165908868637.47501
bel,1999,166731346437.52899
bel,2000,171786761887.37299
bel,2001,169538549671.103
bel,2002,183016456470.23599
bel,2003,219593071857.72501
bel,2004,261796408380.927
bel,2005,286519836951.90601
bel,2006,313563958756.94098
bel,2007,368740547135.76599
bel,2008,418418164815.62494
bel,2009,332643194053.63293
bel,2010,365158050100.00098
bel,2011,422313795109.92297
bel,2012,398929195236.79694
bel,2013,413907322862.54999
bel,2014,427246782185.84198
bel,2015,359721498493.008
bel,2016,378134817583.30798
bel,2017,418211812445.41199
bel,2018,451112104627.29401
bel,2019,439940832290.97998
bel,2020,417560855360.62402
ben,1960,13852022.32834
ben,1961,10801828.34468
ben,1962,8317361.99456
ben,1963,9703490.05209
ben,1964,13861514.15027
ben,1965,21069299.10075
ben,1966,20739915.27135
ben,1967,23474433.63012
ben,1968,30461094.81683
ben,1969,38939712.0179
ben,1970,50633283.05652
ben,1971,59595404.50289
ben,1972,59023791.04511
ben,1973,78995251.90094
ben,1974,79408573.24348
ben,1975,98337358.60044
ben,1976,90731935.2753
ben,1977,121349816.85504
ben,1978,153492175.47602
ben,1979,207784769.85882
ben,1980,222261791.9572
ben,1981,205681871.99497
ben,1982,225297369.527
ben,1983,150766908.09466
ben,1984,205805456.69628
ben,1985,247338434.72532
ben,1986,222807320.0601
ben,1987,238541696.08627
ben,1988,223654558.26156
ben,1989,202741075.38895
ben,1990,375946872.3096
ben,1991,417201334.67136
ben,1992,393976833.80064
ben,1993,510965402.2106
ben,1994,452687266.87652
ben,1995,593804034.83213
ben,1996,625667835.20124
ben,1997,616436678.8802
ben,1998,665156749.24629
ben,1999,846151171.95173
ben,2000,725304862.51915
ben,2001,728426326.70747
ben,2002,827401688.62291
ben,2003,997331624.5253
ben,2004,1146038720.89628
ben,2005,1213941611.74104
ben,2006,1270214656.59416
ben,2007,1800691403.67676
ben,2008,2167075121.07623
ben,2009,1940710357.83194
ben,2010,2199999216.44207
ben,2011,2229520361.4398
ben,2012,2662421230.52835
ben,2013,3451240834.16954
ben,2014,4175439095.28021
ben,2015,2815204773.51852
ben,2016,3263416680.50386
ben,2017,3455560720.0329
ben,2018,3889961780.11744
ben,2019,4264332621.33669
ben,2020,3110348717.48097
bfa,1960,16066015.5933
bfa,1961,19014523.35704
bfa,1962,20997585.85125
bfa,1963,21985463.42204
bfa,1964,11484229.91407
bfa,1965,19676614.67007
bfa,1966,21918946.47637
bfa,1967,22215438.6427
bfa,1968,28569262.49986
bfa,1969,27823651.73799
bfa,1970,25007057.44617
bfa,1971,26587931.28181
bfa,1972,37028538.9378
bfa,1973,42590338.6077
bfa,1974,62500025.54998
bfa,1975,69071585.05158
bfa,1976,80128160.01641
bfa,1977,90048514.38682
bfa,1978,110202752.95261
bfa,1979,144182091.52244
bfa,1980,172630442.31435
bfa,1981,164734398.1099
bfa,1982,143789728.92486
bfa,1983,126168367.94676
bfa,1984,160016187.87399
bfa,1985,154030051.66239
bfa,1986,183075141.08192
bfa,1987,269185176.44773
bfa,1988,287730467.39916
bfa,1989,228834176.10137
bfa,1990,340110071.15132
bfa,1991,327535416.53891
bfa,1992,296949144.62783
bfa,1993,286407870.2484
bfa,1994,269161993.94566
bfa,1995,336477102.20047
bfa,1996,273233009.36522
bfa,1997,264654967.69233
bfa,1998,359254769.62694
bfa,1999,283164612.3398
bfa,2000,262543939.66275
bfa,2001,288539798.39096
bfa,2002,321134590.05826
bfa,2003,437119306.27728
bfa,2004,593230283.61317
bfa,2005,604914662.33634
bfa,2006,717391886.99788
bfa,2007,789151176.77673
bfa,2008,959257187.21973
bfa,2009,1303153901.79832
bfa,2010,2074074146.56959
bfa,2011,3164494170.16836
bfa,2012,3340989789.37289
bfa,2013,3640311463.70639
bfa,2014,3755133897.1596
bfa,2015,3089098202.89416
bfa,2016,3325889934.21594
bfa,2017,3731626622.06429
bfa,2018,4461756442.78972
bfa,2019,4467779364.78407
bgd,1960,427347691.35517
bgd,1961,519448521.02941
bgd,1962,546086853.30442
bgd,1963,531067333.0678
bgd,1964,540135770.20752
bgd,1965,570741539.82491
bgd,1966,662275557.02168
bgd,1967,675028035.6817
bgd,1968,623451537.73079
bgd,1969,690047514.25165
bgd,1970,747575116.1328
bgd,1971,550621082.29095
bgd,1972,356841000
bgd,1973,528824097.15975
bgd,1974,463095606.32689
bgd,1975,563045020.2794
bgd,1976,480166471.38047
bgd,1977,679513484.1629
bgd,1978,738155879.62963
bgd,1979,950929356.11038
bgd,1980,996555891.47287
bgd,1981,1038984088.1273
bgd,1982,940219560.87824
bgd,1983,986784511.78451
bgd,1984,642600000
bgd,1985,1199576923.07692
bgd,1986,1128533333.33333
bgd,1987,1212483870.96774
bgd,1988,1442788426.25951
bgd,1989,1594548362.40253
bgd,1990,1866930004.59731
bgd,1991,2062577030.81232
bgd,1992,2405649867.37401
bgd,1993,2990714285.71429
bgd,1994,3039700748.12968
bgd,1995,4122014925.37313
bgd,1996,4507555012.22494
bgd,1997,5075480093.67682
bgd,1998,5876850220.26432
bgd,1999,6028722961.73045
bgd,2000,6588073941.56231
bgd,2001,7227575982.20904
bgd,2002,6791241511.40519
bgd,2003,6876856649.39551
bgd,2004,7257329709.52947
bgd,2005,9994813008.13008
bgd,2006,11744907683.1447
bgd,2007,13530306979.4382
bgd,2008,16181037749.5992
bgd,2009,17359874074.1602
bgd,2010,18472449276.0536
bgd,2011,25627346571.2845
bgd,2012,26886637936.4819
bgd,2013,29304945498.3092
bgd,2014,32830360072.3104
bgd,2015,33820154152.8479
bgd,2016,36864997680.8994
bgd,2017,37546803060.0032
bgd,2018,40560393850.1703
bgd,2019,46363752124.2616
bgd,2020,38733756240.1158
bgr,1980,7084153846.15385
bgr,1981,7081357142.85714
bgr,1982,6631000000
bgr,1983,6153111111.11111
bgr,1984,7061055555.55556
bgr,1985,7341684210.52632
bgr,1986,8106529411.76471
bgr,1987,11461076923.0769
bgr,1988,10277764705.8824
bgr,1989,10207166666.6667
bgr,1990,6833181818.18182
bgr,1991,4758064516.12903
bgr,1992,4876288659.79381
bgr,1993,4137681159.42029
bgr,1994,4368450184.50185
bgr,1995,6139107142.85714
bgr,1996,5962327150.08432
bgr,1997,5610034484.80885
bgr,1998,6304076346.28493
bgr,1999,5825652718.0715
bgr,2000,4797489756.51109
bgr,2001,4947390946.12533
bgr,2002,5519115551.27588
bgr,2003,7277457147.80401
bgr,2004,10713394070.2178
bgr,2005,12703276793.0881
bgr,2006,16150904893.2213
bgr,2007,23262813855.8432
bgr,2008,28590551192.8801
bgr,2009,21963725741.0962
bgr,2010,25395582780.5604
bgr,2011,33916506221.1162
bgr,2012,32772597897.5033
bgr,2013,36043133821.9327
bgr,2014,36875485687.1524
bgr,2015,32398958286.1029
bgr,2016,34460613687.7828
bgr,2017,39660430423.5091
bgr,2018,43598091732.0459
bgr,2019,44060618775.04289
bgr,2020,38665085940.6864
bhr,1980,3813478376.22712
bhr,1981,4547340159.57447
bhr,1982,4337766223.40425
bhr,1983,3611169946.80851
bhr,1984,3768351063.82979
bhr,1985,3716489627.65957
bhr,1986,3013031914.89362
bhr,1987,3472340425.53191
bhr,1988,3529787234.04255
bhr,1989,3811169946.80851
bhr,1990,4887765691.48936
bhr,1991,3923935904.25532
bhr,1992,4009042287.23404
bhr,1993,4361702127.65957
bhr,1994,4520478723.40425
bhr,1995,4796010638.29787
bhr,1996,5364361436.17021
bhr,1997,5020744946.80851
bhr,1998,3994946808.51064
bhr,1999,5221808510.6383
bhr,2000,7176063829.78723
bhr,2001,6607446808.51064
bhr,2002,6956117021.2766
bhr,2003,7980851063.82979
bhr,2004,10336702127.6596
bhr,2005,13396808510.6383
bhr,2006,15662234042.5532
bhr,2007,17314361702.1277
bhr,2008,21231382978.7234
bhr,2009,15704787234.0426
bhr,2010,17880319148.9362
bhr,2011,28609308510.6383
bhr,2012,31409042553.1915
bhr,2013,34102925531.9149
bhr,2014,32069148936.1702
bhr,2015,25805319148.9362
bhr,2016,23918617021.2766
bhr,2017,26881914893.617
bhr,2018,29959042553.1915
bhr,2019,29564361702.1277
bhs,1977,589300000
bhs,1978,688100000
bhs,1979,785000000
bhs,1980,939800000
bhs,1981,961200000
bhs,1982,1038300000
bhs,1983,1153500000
bhs,1984,1297900000
bhs,1985,1503600000
bhs,1986,1577900000
bhs,1987,1664300000
bhs,1989,1648320000
bhs,1990,1714730000
bhs,1991,1585170000
bhs,1992,1562180000
bhs,1993,1606810000
bhs,1994,1662790000
bhs,1995,1699040000
bhs,1996,1733680000
bhs,1997,2335400000
bhs,1998,2368200000
bhs,1999,2801300000
bhs,2000,3072900000
bhs,2001,2834100000
bhs,2002,3212800000
bhs,2003,3176400000
bhs,2004,3460500000
bhs,2005,3812500000
bhs,2006,3895000000
bhs,2007,4257100000
bhs,2008,4157100000
bhs,2009,3412900000
bhs,2010,3528800000
bhs,2011,3769900000
bhs,2012,4087400000
bhs,2013,4202800000
bhs,2014,4214500000
bhs,2015,4389300000
bhs,2016,4014100000
bhs,2017,3992400000
bhs,2018,4624700000
bhs,2019,4611900000
bhs,2020,2405200000
bih,1994,194000000
bih,1995,381000000
bih,1996,658000000
bih,1997,1022000000
bih,1998,1123990566.57385
bih,1999,1295321568.62745
bih,2000,1218360942.01303
bih,2001,1280156688.84099
bih,2002,1286945602.04036
bih,2003,1749682486.36822
bih,2004,2289130999.0887
bih,2005,2729020779.35818
bih,2006,3378033928.07831
bih,2007,4276291383.01925
bih,2008,5131401466.50422
bih,2009,4405111122.31217
bih,2010,5100738250.17872
bih,2011,5973018513.72385
bih,2012,5571149011.40554
bih,2013,6131899777.51731
bih,2014,6308673474.62434
bih,2015,5763281876.69789
bih,2016,6146950591.87862
bih,2017,7389376199.37177
bih,2018,8579140845.24754
bih,2019,8176623885.3754
bih,2020,6885478853.54771
blr,1990,9950000000
blr,1991,6000000000
blr,1992,10185185185.1852
blr,1993,11008264462.8099
blr,1994,10641993957.7039
blr,1995,6939552977.46472
blr,1996,6839769230.76923
blr,1997,8457248497.9202
blr,1998,8988770378.07839
blr,1999,7186389618.7248
blr,2000,8815283224.1715
blr,2001,8246546762.58993
blr,2002,9285958123.9531
blr,2003,11615943442.2233
blr,2004,15711851851.8519
blr,2005,18063463324.0483
blr,2006,22195244755.2448
blr,2007,27593429636.5331
blr,2008,37027902621.7228
blr,2009,24865449337.6298
blr,2010,29396844578.7177
blr,2011,48458472361.809
blr,2012,51744692335.3724
blr,2013,44058175675.6757
blr,2014,43301115023.4742
blr,2015,32749824186.8642
blr,2016,29831121833.5344
blr,2017,36551674170.6774
blr,2018,42295053003.5336
blr,2019,41927191892.1503
blr,2020,37300172159.3704
blz,1980,88973677.08406
blz,1981,84972542.78774
blz,1982,70947948.34704
blz,1983,76516537.31614
blz,1984,108649358.10821
blz,1985,83652580.95803
blz,1986,104359482.16164
blz,1987,137936011.20495
blz,1988,161076592.0321
blz,1989,172914999.69233
blz,1990,201789164.71729
blz,1991,194000000
blz,1992,257665600
blz,1993,261401800
blz,1994,289455450
blz,1995,297425600
blz,1996,320713850
blz,1997,345342500
blz,1998,362282350
blz,1999,398031450
blz,2000,440767300
blz,2001,443480250
blz,2002,490171700
blz,2003,526733350
blz,2004,534853450
blz,2005,609026800
blz,2006,744269450
blz,2007,788432250
blz,2008,853628650
blz,2009,690190900
blz,2010,813293700
blz,2011,914738900
blz,2012,981551650
blz,2013,1032304100
blz,2014,1036213200
blz,2015,1013861000
blz,2016,933746650
blz,2017,1009694450
blz,2018,1079726300
blz,2019,1011466050
blz,2020,590940876.24
bmu,2010,3370007000
bmu,2011,3316640000
bmu,2012,3221785000
bmu,2013,3337183000
bmu,2014,3281476000
bmu,2015,3325330000
bmu,2016,3403730000
bmu,2017,3466748000
bmu,2018,3703900000
bmu,2019,3759931000
bmu,2020,3412400000
bol,1960,60602013.38921
bol,1961,66695604.26718
bol,1962,67363395.04833
bol,1963,81303527.6048
bol,1964,109517688.10832
bol,1965,129713804.71381
bol,1966,142255892.25589
bol,1967,170033670.03367
bol,1968,169696969.69697
bol,1969,189814814.81482
bol,1970,250168350.16835
bol,1971,234343434.34343
bol,1972,265513350.88379
bol,1973,350024987.50625
bol,1974,741229385.30735
bol,1975,623738130.93453
bol,1976,756121939.03048
bol,1977,864117941.02949
bol,1978,849175412.29385
bol,1979,1068846706.17008
bol,1980,1101141924.95922
bol,1981,1386623164.76346
bol,1982,1623181529.4428
bol,1983,1536933903.2077
bol,1984,1459225551.75372
bol,1985,1024366575.83932
bol,1986,844298528.5854
bol,1987,853524588.16945
bol,1988,862854857.37627
bol,1989,1061010967.12834
bol,1990,1108688320.48918
bol,1991,1147700385.41027
bol,1992,1131361363.9277
bol,1993,1094220299.64127
bol,1994,1295735742.88497
bol,1995,1514377643.06398
bol,1996,1670373428.44756
bol,1997,1673157413.92764
bol,1998,1673904647.82853
bol,1999,1398595244.64937
bol,2000,1534697177.97364
bol,2001,1626040049.03964
bol,2002,1710308647.14086
bol,2003,2069144688.74034
bol,2004,2731911668.34677
bol,2005,3394519904.2908
bol,2006,4783642093.96375
bol,2007,5483666700.63175
bol,2008,7487864968.29366
bol,2009,6194300427.35043
bol,2010,8093183262.78735
bol,2011,10565709240.3056
bol,2012,12774727496.3821
bol,2013,13518462662.8075
bol,2014,14285068596.2373
bol,2015,10186598842.2576
bol,2016,8311504920.40521
bol,2017,9341206367.58321
bol,2018,10470274095.5137
bol,2019,10210442547.0333
bol,2020,7448743994.21129
bra,1960,1070544628.54537
bra,1961,1109152823.34559
bra,1962,770900519.67477
bra,1963,2080325261.99351
bra,1964,1354466134.88626
bra,1965,1685625122.1861
bra,1966,1846958711.61305
bra,1967,1764834054.99797
bra,1968,2032731102.64928
bra,1969,2479930321.58748
bra,1970,2975391707.00149
bra,1971,3155632739.4951
bra,1972,4249449495.7691
bra,1973,6557708237.89377
bra,1974,8424673828.03794
bra,1975,9325921437.05926
bra,1976,10741988183.0392
bra,1977,12776590678.7557
bra,1978,13404621904.9098
bra,1979,16026612550.3001
bra,1980,21276141967.6084
bra,1981,24828388398.9376
bra,1982,21435129573.2899
bra,1983,23221079048.8769
bra,1984,28317692072.5525
bra,1985,27305943051.3526
bra,1986,23640556197.1808
bra,1987,27820190044.6057
bra,1988,35974382968.3631
bra,1989,30988258317.0254
bra,1990,32028709720.3798
bra,1991,29730276588.5535
bra,1992,35668494330.1315
bra,1993,38683105609.4932
bra,1994,49978835483.8031
bra,1995,57922145110.6121
bra,1996,57235482155.3958
bra,1997,61680043707.1935
bra,1998,60723205260.3554
bra,1999,57355154395.7223
bra,2000,66777377264.0238
bra,2001,69279562986.70129
bra,2002,72546876435.79428
bra,2003,84744253635.79102
bra,2004,110739015822.198
