geo,time,ne_exp_gnfs_cd
ken,1961,259433896.00488
ken,1962,278123874.51293
ken,1963,296813881.02097
ken,1964,333479880.32326
ken,1965,313319874.40447
ken,1966,377439848.70173
ken,1967,350839859.36444
ken,1968,397879840.50827
ken,1969,430639827.3763
ken,1970,478239808.29566
ken,1971,509319796.42895
ken,1972,560279775.96653
ken,1973,687310889.56179
ken,1974,1000154279.07433
ken,1975,972056798.31451
ken,1976,1127505379.78032
ken,1977,1571184005.4499
ken,1978,1534663179.45836
ken,1979,1605552323.51733
ken,1980,2144500526.72449
ken,1981,2087869962.01319
ken,1982,1714496080.37013
ken,1983,1551597959.75086
ken,1984,1656202769.96947
ken,1985,1552098224.32647
ken,1986,1871195192.4321
ken,1987,1698200957.2833
ken,1988,1869200100.29808
ken,1989,1907852234.53693
ken,1990,2202462461.6118
ken,1991,2204292981.28901
ken,1992,2155748038.29058
ken,1993,2237655076.69656
ken,1994,2647693121.92911
ken,1995,2948351560.76827
ken,1996,3035628835.90797
ken,1997,2975495234.26832
ken,1998,2842655387.82143
ken,1999,2686592359.60424
ken,2000,2742778003.4263
ken,2001,2977896209.54367
ken,2002,3273521678.34299
ken,2003,3590023638.48266
ken,2004,4283010819.23566
ken,2005,5341992929.56967
ken,2006,5935981292.85667
ken,2007,7004914019.51347
ken,2008,8138887724.37561
ken,2009,7950667080.35991
ken,2010,9137583740.14933
ken,2011,10100122958.0186
ken,2012,11203176165.5089
ken,2013,10972691351.5453
ken,2014,11248581131.9553
ken,2015,10608330744.5113
ken,2016,9912812646.54537
ken,2017,10448620986.7625
ken,2018,11564072038.3489
ken,2019,11471390332.3855
ken,2020,9776100320.52366
kgz,1990,781250000
kgz,1991,908333333.33333
kgz,1992,824375000
kgz,1993,680113636.36364
kgz,1994,567538461.53846
kgz,1995,489454732.51029
kgz,1996,561760456.12528
kgz,1997,676860146.91056
kgz,1998,600501762.42849
kgz,1999,527140642.41694
kgz,2000,573185350.35585
kgz,2001,560092476.95817
kgz,2002,635535283.25241
kgz,2003,742293893.68868
kgz,2004,941138691.60631
kgz,2005,942411696.14599
kgz,2006,1182432651.19082
kgz,2007,2012051033.99855
kgz,2008,2752393737.73056
kgz,2009,2565386524.83096
kgz,2010,2471698687.89474
kgz,2011,3380167259.37773
kgz,2012,2932959610.25008
kgz,2013,3099060450.34797
kgz,2014,2796701463.63465
kgz,2015,2350024277.83147
kgz,2016,2440818089.62713
kgz,2017,2638474037.52467
kgz,2018,2613813420.33663
kgz,2019,3125631006.47234
kgz,2020,2424535559.18429
khm,1960,88571428.57143
khm,1961,82857142.85714
khm,1962,91428571.42857
khm,1963,125714285.71429
khm,1964,117142857.14286
khm,1965,100000000
khm,1966,71428571.42857
khm,1967,85714285.71429
khm,1968,91428571.42857
khm,1969,68075117.37089
khm,1970,41411595.24667
khm,1993,406842504.94608
khm,1994,719965851.766
khm,1995,1073111830.1371
khm,1996,889438538.64416
khm,1997,1157570060.48264
khm,1998,974763067.89137
khm,1999,1426037338.31186
khm,2000,1821397244.68085
khm,2001,2093243559.45464
khm,2002,2374299969.16007
khm,2003,2632863068.25836
khm,2004,3395176611.33381
khm,2005,4032880210.23824
khm,2006,4989881264.85103
khm,2007,5643664446.08896
khm,2008,6784981006.62708
khm,2009,5119870899.20978
khm,2010,6080135276.71889
khm,2011,6938312829.37046
khm,2012,8136084082.96553
khm,2013,9500429495.11453
khm,2014,10456414664.8421
khm,2015,11140147276.578
khm,2016,12266568264.954
khm,2017,13457559457.2629
khm,2018,15135150382.1529
khm,2019,16549259440.9858
khm,2020,15793225848.7574
kir,1972,8350898.20359
kir,1973,16679982.87916
kir,1974,59432058.2023
kir,1975,37235240.21469
kir,1976,23185873.15166
kir,1977,21621202.04036
kir,1978,24820876.73114
kir,1979,26118935.83725
kir,1980,18459120.92917
kir,1981,12675706.73408
kir,1982,10818135.71356
kir,1983,10481801.8018
kir,1984,16809302.32558
kir,1985,9526084.22376
kir,1986,10251871.65775
kir,1987,9856322.64389
kir,1988,9813579.18587
kir,1989,9705993.99019
kir,1990,8053859.96409
kir,1991,10416342.10936
kir,1992,10020564.0423
kir,1993,9700530.39576
kir,1994,10645781.54701
kir,1995,11355967.38325
kir,1996,8939666.64058
kir,1997,13221908.86151
kir,1998,11076014.5747
kir,1999,12960000
kir,2000,7960111.31725
kir,2001,9891745.11224
kir,2002,14016353.36303
kir,2003,15900836.63013
kir,2004,12470583.9094
kir,2005,16078350.51546
kir,2006,12048192.77108
kir,2007,22188519.78914
kir,2008,20747357.82587
kir,2009,19815941.3508
kir,2010,19136855.62282
kir,2011,25804022.69211
kir,2012,26425761.02713
kir,2013,22121065.84283
kir,2014,24099513.25041
kir,2015,26736533.69394
kir,2016,34309396.37229
kir,2017,29434396.07603
kir,2018,18946503.28751
kor,1960,103762704.99075
kor,1961,97683169.96711
kor,1962,109000419.23238
kor,1963,157385220.71239
kor,1964,171665671.4017
kor,1965,222484984.98498
kor,1966,331687182.13312
kor,1967,442518113.26334
kor,1968,620639797.57817
kor,1969,814720988.33981
kor,1970,1030074703.76095
kor,1971,1255365115.94412
kor,1972,1803049199.52149
kor,1973,3319943763.80799
kor,1974,4344697999.85166
kor,1975,4934710743.80165
kor,1976,7634504132.23141
kor,1977,10014876033.0579
kor,1978,12990909090.9091
kor,1979,15836157024.7934
kor,1980,18598850896.3996
kor,1981,21836189301.4992
kor,1982,21445122284.8389
kor,1983,24472574927.48949
kor,1984,28184322191.61769
kor,1985,27219948966.6904
kor,1986,37350048216.0077
kor,1987,51508564620.6402
kor,1988,64845584918.04169
kor,1989,67555773985.0475
kor,1990,70825844919.18159
kor,1991,78616895070.56659
kor,1992,85583424069.6855
kor,1993,92953766803.29401
kor,1994,111596614599.539
kor,1995,145749348477.18701
kor,1996,151334079184.53601
kor,1997,161499858087.439
kor,1998,151556327777.14301
kor,1999,162143469995.45801
kor,2000,195550063662.729
kor,2001,174088180388.694
kor,2002,186748435364.362
kor,2003,220638044326.58301
kor,2004,291526211015.26202
kor,2005,329861919056.68597
kor,2006,375223465252.32495
kor,2007,438465966315.25
kor,2008,498972049006.63501
kor,2009,426523458607.75507
kor,2010,538898293429.15295
kor,2011,668440747705.41101
kor,2012,691553300804.60095
kor,2013,703109248740.17297
kor,2014,709970494628.09998
kor,2015,630129491251.21802
kor,2016,602034550194.78101
kor,2017,664731199232.57202
kor,2018,719489868241.70801
kor,2019,648610576582.72205
kor,2020,596945196581.98999
kos,2008,890783653.14194
kos,2009,964444290.08058
kos,2010,1158003446.90441
kos,2011,1582392817.37194
kos,2012,1511481433.89439
kos,2013,1549478018.32913
kos,2014,1664446658.69536
kos,2015,1413499389.77033
kos,2016,1592345583.35178
kos,2017,1962433348.39584
kos,2018,2288979688.23807
kos,2019,2315660546.3502
kos,2020,1674198290.59829
kwt,1965,1419770372.44469
kwt,1966,1570988518.62223
kwt,1967,1453374404.92859
kwt,1968,1643797255.67068
kwt,1969,1758611033.324
kwt,1970,1719126295.15542
kwt,1971,2574557708.50885
kwt,1972,3053511705.68562
kwt,1973,3890424814.56507
kwt,1974,11048772169.1678
kwt,1975,9675862413.7931
kwt,1976,10233925786.5937
kwt,1977,10181437892.5331
kwt,1978,10934205743.366
kwt,1979,19294501447.178
kwt,1980,22438031446.5409
kwt,1981,17413917144.9067
kwt,1982,11761027787.4262
kwt,1983,12339965694.6827
kwt,1984,13042891252.9551
kwt,1985,11509308843.0851
kwt,1986,8269098761.18376
kwt,1987,11750987082.8848
kwt,1988,9842293548.3871
kwt,1989,12739959496.256
kwt,1990,8281249652.77778
kwt,1991,1860710517.05944
kwt,1992,8036810156.78255
kwt,1993,11437086423.8411
kwt,1994,12636363299.6633
kwt,1995,14235924932.9759
kwt,1996,16466265865.0635
kwt,1997,16043521266.0732
kwt,1998,11377952755.9055
kwt,1999,13837056504.5992
kwt,2000,21297262059.9739
kwt,2001,17900228236.0613
kwt,2002,17015465613.6887
kwt,2003,24939597315.4362
kwt,2004,33831014591.1096
kwt,2005,51691780821.9178
kwt,2006,66560992419.0214
kwt,2007,72698803659.39481
kwt,2008,98400297619.04761
kwt,2009,62977762334.9548
kwt,2010,76953942777.39009
kwt,2011,112775362318.841
kwt,2012,130085744908.896
kwt,2013,123413258110.01401
kwt,2014,111412508784.259
kwt,2015,61598537720.1728
kwt,2016,52118503806.68649
kwt,2017,61797759643.91689
kwt,2018,79448654966.88739
kwt,2019,72583928853.75491
lao,1984,48571428.57143
lao,1985,95555562.22222
lao,1986,64210523.15789
lao,1987,66241427.16013
lao,1988,81630154.17895
lao,1989,86618700.71954
lao,1990,98057227.26952
lao,1991,133175703.90839
lao,1992,192017652.07798
lao,1993,284956361.04712
lao,1994,385700002.36878
lao,1995,409499988.56703
lao,1996,425300014.00621
lao,1997,417400000.07937
lao,1998,466700003.92017
lao,1999,521789232.36386
lao,2000,530820000
lao,2001,492970000
lao,2002,505520000
lao,2003,475490000
lao,2004,589520000
lao,2005,792319999.99587
lao,2006,1318269927.27717
lao,2007,1419583608.94246
lao,2008,1805715121.8396
lao,2009,1755689499.11589
lao,2010,2523508639.18315
lao,2011,3530069487.67383
lao,2012,3860717698.89266
lao,2013,4574379409.77094
lao,2014,5411897516.20781
lao,2015,4898082060.90105
lao,2016,5284448606.02114
lbn,1989,498732254.80699
lbn,1990,510722596.66952
lbn,1991,587654401.02475
lbn,1992,634069545.77035
lbn,1993,728607315.94845
lbn,1994,755509732.09928
lbn,1995,1266386350.80794
lbn,1996,1758689127.46595
lbn,1997,2289054887.95063
lbn,1998,2373803864.0435
lbn,1999,2445876363.86788
lbn,2000,2447097844.11277
lbn,2001,2754228855.72139
lbn,2002,3083250414.5937
lbn,2003,3361194029.85075
lbn,2004,7417557505.99602
lbn,2005,7873085354.07821
lbn,2006,7837807009.67735
lbn,2007,9221256284.26229
lbn,2008,11224076778.8073
lbn,2009,11751139951.4693
lbn,2010,13464256797.7581
lbn,2011,14518739635.1575
lbn,2012,12680893474.8318
lbn,2013,12492026092.6937
lbn,2014,11425578093.5845
lbn,2015,11553482873.286
lbn,2016,11112344036.2955
lbn,2017,11627344114.1372
lbn,2018,11394547409.3336
lbn,2019,10587967965.3836
lbn,2020,6237406351.13883
lby,1990,11467161016.9492
lby,1991,10824367652.2978
lby,1992,10363991477.2727
lby,1993,8659001314.06045
lby,1994,7734213547.64638
lby,1995,7452762497.01028
lby,1996,7989926739.92674
lby,1997,8223041874.59319
lby,1998,5278015397.77588
lby,1999,7274687365.24364
lby,2000,12077313549.3948
lby,2001,9053049082.79623
lby,2002,9169291338.58268
lby,2003,15054687500
lby,2004,21117445538.46149
lby,2005,30159825206.35889
lby,2006,40429811205.8465
lby,2007,49083636939.64831
lby,2008,63183229813.6646
lby,2009,37335460710.012
lby,2010,49055099463.2144
lby,2011,19025486031.6942
lby,2012,61096140128.3982
lby,2013,46136117008.72849
lby,2014,19342973907.5762
lby,2015,11127570228.7866
lby,2016,6847525891.82969
lby,2017,18919787630.937
lby,2018,29959706959.707
lby,2019,27881035839.4735
lby,2020,7239337729.85588
lka,1960,422303067.22689
lka,1961,397732379.89519
lka,1962,398590401.82374
lka,1963,319557568.52151
lka,1964,322401283.95256
lka,1965,439915966.38656
lka,1966,391806722.68908
lka,1967,380452674.89712
lka,1968,371463229.31524
lka,1969,361512605.04202
lka,1970,584537815.12605
lka,1971,583136593.59191
lka,1972,570184254.60636
lka,1973,700156250
lka,1974,944812030.07519
lka,1975,1042225392.29672
lka,1976,1043162901.30797
lka,1977,1387936865.83991
lka,1978,950352338.24471
lka,1979,1134232498.39435
lka,1980,1296672716.27344
lka,1981,1345038961.03896
lka,1982,1304565112.92648
lka,1983,1360645983.8504
lka,1984,1740762578.61635
lka,1985,1555117820.32401
lka,1986,1519200571.0207
lka,1987,1683389945.65217
lka,1988,1819710782.77271
lka,1989,1904743411.92788
lka,1990,2424288567.14928
lka,1991,2586802030.45685
lka,1992,3082683093.77139
lka,1993,3494577814.56954
lka,1994,3962059894.77944
lka,1995,4638263414.63415
lka,1996,4860502985.34467
lka,1997,5514301315.4772
lka,1998,5724701318.85182
lka,1999,5555445147.22537
lka,2000,6371581612.77756
lka,2001,5879570277.5291
lka,2002,5773455293.74869
lka,2003,6543193120.59677
lka,2004,7300256942.38561
lka,2005,7892069651.74129
lka,2006,8520291701.63134
lka,2007,9418774723.56612
lka,2008,10113916432.36
lka,2009,8972037012.54863
lka,2010,11091200155.6634
lka,2011,13644121296.7552
lka,2012,13561292253.9682
lka,2013,15101674298.2436
lka,2014,16735293069.2599
lka,2015,16937418651.537
lka,2016,17447582580.7777
lka,2017,19086840876.531
lka,2018,20265385427.8678
lka,2019,19426214045.8273
lka,2020,13379069404.7069
lso,1960,4059918.80162
lso,1961,4479910.40179
lso,1962,6019879.60241
lso,1963,6999860.0028
lso,1964,7979840.40319
lso,1965,8539829.20342
lso,1966,6159876.80246
lso,1967,7139857.20286
lso,1968,7419851.60297
lso,1969,8959820.80358
lso,1970,8399832.00336
lso,1971,9787472.03579
lso,1972,13008976.19357
lso,1973,17291066.28242
lso,1974,20603384.8418
lso,1975,21636240.70318
lso,1976,26448942.04232
lso,1977,22999080.0368
lso,1978,45998160.0736
lso,1979,64133016.62708
lso,1980,90652285.56754
lso,1981,83760683.76068
lso,2007,895709867.43123
lso,2008,935020711.27681
lso,2009,779280149.16742
lso,2010,919327645.56409
lso,2011,1210768743.37112
lso,2012,1035577338.04189
lso,2013,880613387.63835
lso,2014,904868659.41194
lso,2015,981902044.84713
lso,2016,937394526.60207
lso,2017,1062033033.03303
lso,2018,1247692668.07215
lso,2019,1094190360.17829
lso,2020,883953500.23068
ltu,1995,2923572225.03801
ltu,1996,3516750971.0833
ltu,1997,4550757876.56452
ltu,1998,4397764350.45317
ltu,1999,3556785498.48943
ltu,2000,4447864479.93094
ltu,2001,5396323694.43246
ltu,2002,6759675965.06058
ltu,2003,8681096446.70051
ltu,2004,11035742672.6279
ltu,2005,14387565617.6141
ltu,2006,17215943029.2383
ltu,2007,20500472085.38589
ltu,2008,27541583491.8777
ltu,2009,19363046983.5974
ltu,2010,23740962644.3557
ltu,2011,31728784749.2403
ltu,2012,33580700075.8524
ltu,2013,36599310828.8094
ltu,2014,35075482147.8274
ltu,2015,28498382257.0195
ltu,2016,29094549835.8911
ltu,2017,35148120644.6942
ltu,2018,40423966584.6823
ltu,2019,42289157134.9019
ltu,2020,41562825954.42809
lux,1970,1308913271.48044
lux,1971,1352359884.44078
lux,1972,1592229859.77454
lux,1973,2355188366.79776
lux,1974,3300803645.40182
lux,1975,2917697707.57925
lux,1976,3047749216.30094
lux,1977,3324898142.93754
lux,1978,3993266299.47483
lux,1979,5067336268.57457
lux,1980,5383032142.36446
lux,1981,4423440895.26293
lux,1982,4137952498.67561
lux,1983,4124129388.56016
lux,1984,4532564925.99832
lux,1985,5014838643.92962
lux,1986,6703202998.01336
lux,1987,8110552133.98163
lux,1988,9327494240.2633
lux,1989,10219753276.0033
lux,1990,12742102848.8653
lux,1991,13779657412.8766
lux,1992,15301225846.926
lux,1993,15744739972.0149
lux,1994,18080553412.10509
lux,1995,21787067597.1538
lux,1996,22562990228.013
lux,1997,22737276725.3045
lux,1998,25731039119.8044
lux,1999,28455196289.3703
lux,2000,31345279139.575
lux,2001,31268767982.6717
lux,2002,32249319537.982
lux,2003,39412388094.1019
lux,2004,50400230064.1129
lux,2005,57949162558.3564
lux,2006,71977613139.6387
lux,2007,87480215780.93401
lux,2008,95030426100.714
lux,2009,80570783795.9734
lux,2010,91465696292.8502
lux,2011,104568486412.666
lux,2012,102344215078.842
lux,2013,115007710906.27299
lux,2014,125763218895.967
lux,2015,115238593327.577
lux,2016,118895618024.06599
lux,2017,126658587133.284
lux,2018,140017822498.827
lux,2019,144239614543.20801
lux,2020,150147070829.23199
lva,1995,2000868511.12379
lva,1996,2414915773.35375
lva,1997,2591640454.87539
lva,1998,2811791969.49839
lva,1999,2638963487.86933
lva,2000,2927653534.18308
lva,2001,3177773673.60645
lva,2002,3492098681.21874
lva,2003,4243382117.82069
lva,2004,5617268114.99935
lva,2005,7306359676.41568
lva,2006,8573078755.95686
lva,2007,11881888934.4823
lva,2008,14075493348.9256
lva,2009,11149110369.7526
lva,2010,12758664202.194
lva,2011,16424154742.3511
lva,2012,17308645446.327
lva,2013,18242231298.7032
lva,2014,19188270160.276
lva,2015,16426564686.3328
lva,2016,16731455988.7144
lva,2017,18770042487.0647
lva,2018,21166263031.62429
lva,2019,20529337766.3529
lva,2020,20334695510.2195
mac,1982,1263130842.62263
mac,1983,1274081616.24822
mac,1984,1491151653.93135
mac,1985,1442091313.69705
mac,1986,1661258922.77742
mac,1987,2159229943.31943
mac,1988,2430415640.62383
mac,1989,2822912906.55846
mac,1990,3189751901.25919
mac,1991,3450270479.61721
mac,1992,4034218481.49217
mac,1993,4314850143.07947
mac,1994,4642538597.79154
mac,1995,5213107758.72888
mac,1996,5311809600.32135
mac,1997,5372964026.43161
mac,1998,5041610267.2081
mac,1999,4988676034.48492
mac,2000,6046798489.88898
mac,2001,6258293396.40256
mac,2002,6875171160.40531
mac,2003,7657831745.87344
mac,2004,10086634589.0155
mac,2005,10261387325.0864
mac,2006,11682955482.7905
mac,2007,14545850495.8997
mac,2008,16757397039.9372
mac,2009,16948511453.7279
mac,2010,24689835295.2938
mac,2011,33286149011
mac,2012,39204245359.7667
mac,2013,46720613820.9856
mac,2014,47019694256.9894
mac,2015,35365685660.6136
mac,2016,34542782454.2532
mac,2017,40576252180.4137
mac,2018,45626138123.258
mac,2019,45556409144.4148
mac,2020,15806286064.7632
mar,1960,480189724.33554
mar,1961,440667937.95079
mar,1962,428811402.03537
mar,1963,476237545.69706
mar,1964,545400592.8268
mar,1965,535520205.51329
mar,1966,545400652.10948
mar,1967,545400652.10948
mar,1968,604683331.68659
mar,1969,671079932.81296
mar,1970,697776899.51586
mar,1971,738594059.40594
mar,1972,942466527.56042
mar,1973,1300664734.95824
mar,1974,2115085358.59765
mar,1975,2019148673.65824
mar,1976,1717036634.76116
mar,1977,1866986432.17196
mar,1978,2166990664.07469
mar,1979,2706675899.56657
mar,1980,4201460651.32348
mar,1981,4032793921.46627
mar,1982,3822384193.92329
mar,1983,3697970835.14969
mar,1984,3800197491.62931
mar,1985,3824760011.92487
mar,1986,4258784763.4111
mar,1987,4893103407.0246
mar,1988,6425436405.93975
mar,1989,5935155863.43394
mar,1990,7412029591.25487
mar,1991,7205700801.69067
mar,1992,7474470438.0417
mar,1993,6983435380.1484
mar,1994,7454972834.94513
mar,1995,8849422505.8548
mar,1996,9424723998.6691
mar,1997,9365776466.88359
mar,1998,9784245720.71134
mar,1999,10472273407.8577
mar,2000,10408859646.151
mar,2001,11131218818.0129
mar,2002,12213885545.7762
mar,2003,14319582637.0321
mar,2004,16759442726.6576
mar,2005,19275938443.3164
mar,2006,22483549354.2226
mar,2007,27325903592.3977
mar,2008,33064268479.9298
mar,2009,26014198657.08509
mar,2010,30046571306.3727
mar,2011,35175589315.0719
mar,2012,34323976635.2974
mar,2013,35014930700.1368
mar,2014,38123788111.2975
mar,2015,35210614176.1314
mar,2016,36522253377.5172
mar,2017,40828105654.1478
mar,2018,45794739028.98969
mar,2019,47129384117.8734
mar,2020,40069707691.0117
mda,1995,1053997132.34498
mda,1996,937881521.73913
mda,1997,1026805411.25541
mda,1998,764754748.60335
mda,1999,612534634.46153
mda,2000,639062444.70539
mda,2001,741151801.53574
mda,2002,871854564.20835
mda,2003,1056084948.28798
mda,2004,1330145599.96107
mda,2005,1528946395.12365
mda,2006,1542446634.32614
mda,2007,2006082999.03624
mda,2008,2471513953.0408
mda,2009,2005630355.72838
mda,2010,1941104508.74342
mda,2011,2738071405.44869
mda,2012,2711411397.5263
mda,2013,3047734293.06893
mda,2014,2964401450.59705
mda,2015,2470376597.49714
mda,2016,2607823959.28488
mda,2017,3007175631.1152
mda,2018,3452909582.16043
mda,2019,3658669446.95797
mda,2020,3161484336.59225
mdg,1960,67511336.63877
mdg,1961,102110849.26951
mdg,1962,101689130.67628
mdg,1963,97047803.65635
mdg,1964,106752579.36334
mdg,1965,110127942.43029
mdg,1966,155698196.7465
mdg,1967,167512782.74334
mdg,1968,183124855.49974
mdg,1969,191304704.72199
mdg,1970,213036048.24784
mdg,1971,173264898.78807
mdg,1972,191350735.37812
mdg,1973,235525938.99768
mdg,1974,297715413.65683
mdg,1975,362080612.99746
mdg,1976,330849221.00612
mdg,1977,387925899.22632
mdg,1978,457890722.63118
mdg,1979,504827951.4143
mdg,1980,554791923.02924
mdg,1981,423096590.25526
mdg,1982,404922692.97689
mdg,1983,381908957.50508
mdg,1984,419879579.84384
mdg,1985,376255635.30661
mdg,1986,428072464.89768
mdg,1987,454292493.06594
mdg,1988,433265599.54936
mdg,1989,487655924.2272
mdg,1990,505973443.30319
mdg,1991,519857359.04673
mdg,1992,538527338.34004
mdg,1993,561129087.81431
mdg,1994,705142858.00447
mdg,1995,805498337.81938
mdg,1996,839642548.48536
mdg,1997,688168036.07466
mdg,1998,722467439.11515
mdg,1999,784850753.48815
mdg,2000,885096695.50605
mdg,2001,1091486944.81622
mdg,2002,1167504430.13685
mdg,2003,872660350.24493
mdg,2004,985460565.64603
mdg,2005,1424938457.65741
mdg,2006,1757983950.99999
mdg,2007,2369521238.83071
mdg,2008,2971635352.4071
mdg,2009,1959519017.01753
mdg,2010,2183656264.169
mdg,2011,2624531677.69278
mdg,2012,2521980869.00362
mdg,2013,2891230415.1199
mdg,2014,3541731739.87023
mdg,2015,3214678774.66036
mdg,2016,3447066177.99648
mdg,2017,4071827552.94261
mdg,2018,4339367292.1674
mdg,2019,4009166435.66179
mdg,2020,2628831031.50756
mdv,1980,65200000
mdv,1981,74500000
mdv,1982,76560491.79642
mdv,1983,76700000
mdv,1984,84500000
mdv,1985,91125669.20259
mdv,1986,96586491.3998
mdv,1987,111163829.55654
mdv,1988,127827205.46386
mdv,1989,150083397.85422
mdv,1990,183761515.9129
mdv,1991,188014639.61767
mdv,1992,222278195.13303
mdv,1993,216434538.96631
mdv,1994,276750116.52195
mdv,2014,3375464877.3764
mdv,2015,3219988390.17851
mdv,2016,3152062225.08524
mdv,2017,3437623396.37356
mdv,2018,3716673766.14601
mdv,2019,3894413424.78221
mdv,2020,1851697983.91553
mex,1960,1109120000
mex,1961,1191208000
mex,1962,1302504000
mex,1963,1411096000
mex,1964,1532720000
mex,1965,1667320000
mex,1966,1816952000
mex,1967,1824072000
mex,1968,2066336000
mex,1969,2451096000
mex,1970,2754440000
mex,1971,2995040000
mex,1972,3643200000
mex,1973,4650160000
mex,1974,6054240000
mex,1975,6067120000
mex,1976,7558155844.15584
mex,1977,8442477876.1062
mex,1978,10732745614.0351
mex,1979,15056293859.6491
mex,1980,20806478260.8696
mex,1981,26030530612.2449
mex,1982,26633315602.83689
mex,1983,28288293089.0924
mex,1984,30526865315.8522
mex,1985,28436329311.016
mex,1986,22445889179.4704
mex,1987,27348987810.1872
mex,1988,36496759051.5156
mex,1989,42358817387.7717
mex,1990,48866100760.8618
mex,1991,51459972501.9878
mex,1992,55406026689.0691
mex,1993,61496886634.99809
mex,1994,70636498177.8318
mex,1995,86954944698.8815
mex,1996,106874265073.558
mex,1997,121765264254.59399
mex,1998,129490212237.30299
mex,1999,147853263357.18201
mex,2000,179855862769.15302
mex,2001,171520507262.66599
mex,2002,174129212924.60599
mex,2003,177669541570.11801
mex,2004,202133349193.69101
mex,2005,230184391855.31201
mex,2006,266526112833.96896
mex,2007,289778188814.26001
mex,2008,307483574130.47998
mex,2009,244407308913.30896
mex,2010,314142282684.39398
mex,2011,366385100577.14093
mex,2012,387538503663.76898
mex,2013,398972729094.89502
mex,2014,419247687492.94702
mex,2015,404585953950.89697
mex,2016,399496352302.01294
mex,2017,436348935038.17401
mex,2018,479887532672.01202
mex,2019,492746254749.89093
mex,2020,431431724783.11102
mhl,1995,26833600
mhl,1996,25830300
mhl,1997,28410700
mhl,1998,27743200
mhl,1999,25284800
mhl,2000,33100500
mhl,2001,31151900
mhl,2002,36065300
mhl,2003,39620500
mhl,2004,41888100
mhl,2005,46380400
mhl,2006,37360700
mhl,2007,40685200
mhl,2008,44116900
mhl,2009,43263000
mhl,2010,60740800
mhl,2011,88380600
mhl,2012,100502300
mhl,2013,96183600
mhl,2014,92178100
mhl,2015,82374800
mhl,2016,73297300
mhl,2017,81510100
mhl,2018,86195600
mhl,2019,90690900
mhl,2020,85530100
mkd,1990,1154602473.49823
mkd,1991,1075454081.63265
mkd,1992,1258971518.36574
mkd,1993,1192218793.10345
mkd,1994,1292553486.56595
mkd,1995,1477252928.8471
mkd,1996,988974765.57674
mkd,1997,919196976.21166
mkd,1998,876166208.54656
mkd,1999,890250166.07559
mkd,2000,1243037210.24097
mkd,2001,1083173739.03356
mkd,2002,1056864201.59814
mkd,2003,1367964905.75694
mkd,2004,1744852752.18124
mkd,2005,2178468743.2153
mkd,2006,2592957636.80848
mkd,2007,3677771865.73604
mkd,2008,4283349694.39449
mkd,2009,3084289102.64259
mkd,2010,3743089228.01568
mkd,2011,4945513081.3822
mkd,2012,4421834901.8486
mkd,2013,4694505693.46464
mkd,2014,5415583660.47837
mkd,2015,4905243521.89797
mkd,2016,5407084298.5231
mkd,2017,6235358681.43527
mkd,2018,7657420965.66495
mkd,2019,7867370857.84171
mkd,2020,7129670159.18573
mli,1967,31300697.27387
mli,1968,35142329.6617
mli,1969,38082695.22381
mli,1970,44862014.93399
mli,1971,53022171.25799
mli,1972,48804179.78031
mli,1973,57427636.69123
mli,1974,68548722.56337
mli,1975,80256489.46004
mli,1976,103368690.58654
mli,1977,133914196.81805
mli,1978,141808833.7154
mli,1979,191329879.99338
mli,1980,260554714.12344
mli,1981,204681117.28554
mli,1982,190125072.27412
mli,1983,206681187.18346
mli,1984,235048974.73453
mli,1985,236905132.88519
mli,1986,268398255.8979
mli,1987,325334398.08345
mli,1988,316259862.34682
mli,1989,344948434.21836
mli,1990,419822963.34386
mli,1991,441611428.16632
mli,1992,442411878.04602
mli,1993,446800395.53609
mli,1994,404772161.38328
mli,1995,529403986.77752
mli,1996,524709217.08533
mli,1997,642626826.80282
mli,1998,620693521.14586
mli,1999,696784571.14075
mli,2000,665698178.00369
mli,2001,912601363.73566
mli,2002,1097696873.33324
mli,2003,1214779862.73495
mli,2004,1291407820.38154
mli,2005,1436228805.52289
mli,2006,1963267806.21327
mli,2007,1969974719.51194
mli,2008,2473786995.5157
mli,2009,2221714261.41317
mli,2010,2441103302.92811
mli,2011,2953292593.33609
mli,2012,3465895925.6795
mli,2013,3302798787.44587
mli,2014,3240081716.2602
mli,2015,3150871337.62745
mli,2016,3288114388.38917
mli,2017,3413354224.62188
mli,2018,4186181747.47703
mli,2019,4441938877.74764
mli,2020,5106782276.14987
mlt,1970,110771069.44158
mlt,1971,120412316.77739
mlt,1972,137305918.09181
mlt,1973,200096030.72983
mlt,1974,280721795.30014
mlt,1975,349757335.71349
mlt,1976,398139351.7116
mlt,1977,481215004.57456
mlt,1978,583776094.46363
mlt,1979,794924550.8982
mlt,1980,1011865523.24136
mlt,1981,901957038.18828
mlt,1982,760449062.5
mlt,1983,697201131.73831
mlt,1984,687744389.60797
mlt,1985,721004117.86237
mlt,1986,923257046.10007
mlt,1987,1218522365.80517
mlt,1988,1421810951.08343
mlt,1989,1528217541.26632
mlt,1990,1931606510.87397
mlt,1991,2127761088.97742
mlt,1992,2470701036.47866
mlt,1993,2297713307.13083
mlt,1994,2577626150.17608
mlt,1995,4712647373.54086
mlt,1996,4361842067.65126
mlt,1997,4179056500.94539
mlt,1998,4388513868.93579
mlt,1999,4602893349.11752
mlt,2000,4893557025.27925
mlt,2001,4441806830.10589
