geo,time,is_rrs_totl_km
fin,2014,5944
fin,2015,5923
fin,2016,5926
fin,2017,5926
fin,2018,5926
fin,2019,5923
fra,1995,31997
fra,1996,31910
fra,1997,31879
fra,1998,31793
fra,1999,29171
fra,2000,29330
fra,2001,29503
fra,2002,29410
fra,2003,29327
fra,2004,29304
fra,2005,28470
fra,2006,29620
fra,2007,29976
fra,2008,29959
fra,2009,33698
fra,2010,29929
fra,2011,30071
fra,2012,29406
fra,2013,29979
fra,2015,28866
fra,2016,29236.65
fra,2017,29248.142
fra,2018,28241
gab,1995,683
gab,1996,814
gab,1997,814
gab,1998,814
gab,1999,814
gab,2000,731
gab,2001,731
gab,2002,731
gab,2003,731
gab,2004,810
gab,2005,810
gab,2006,810
gab,2007,810
gab,2008,810
gab,2009,813
gab,2010,810
gab,2011,810
gab,2012,810
gab,2013,810
gab,2014,810
gab,2015,810
gab,2016,810
gab,2017,810
gab,2018,810
gab,2019,810
gbr,1995,17001
gbr,1996,17001
gbr,1997,16991
gbr,1998,16999
gbr,1999,16989
gbr,2000,16992
gbr,2001,16992
gbr,2002,17010
gbr,2003,16907
gbr,2004,16530
gbr,2007,16263
gbr,2008,16273
gbr,2009,16239
gbr,2010,15888
gbr,2011,16209.59
gbr,2012,15846.5
gbr,2013,15861
gbr,2014,16532.1
gbr,2015,16245.1
gbr,2016,16257
gbr,2017,16294
gbr,2018,16295
geo,1995,1575
geo,1996,1575
geo,1997,1576
geo,1998,1576
geo,1999,1545
geo,2000,1562
geo,2001,1565
geo,2002,1565
geo,2003,1563.8
geo,2004,1336
geo,2005,1336
geo,2006,1513
geo,2007,1513
geo,2008,1523.6
geo,2009,1566
geo,2010,1566.4
geo,2011,1262.2
geo,2012,1577.6
geo,2013,1453.4
geo,2014,1453.4
geo,2015,1491
geo,2016,1415
geo,2017,1285
geo,2018,1285
gha,1995,953
gha,1996,953
gha,1997,953
gha,1998,953
gha,1999,953
gha,2000,953
gha,2001,953
gha,2002,953
gha,2003,977
gha,2006,953
grc,1995,2474
grc,1996,2474
grc,1997,2503
grc,1998,2299
grc,1999,2299
grc,2000,2385
grc,2001,2377
grc,2002,2383
grc,2003,2414
grc,2004,2449
grc,2005,2576
grc,2006,2509
grc,2007,2551
grc,2008,2552
grc,2009,2552
grc,2010,2552
grc,2011,2554
grc,2012,2208
grc,2013,2265
grc,2014,2238
grc,2015,2240
grc,2016,2240
grc,2017,2240
grc,2018,2293
grc,2019,2279
gtm,1995,903
gtm,1996,903
gtm,1997,903
gtm,1998,903
gtm,1999,903
gtm,2000,903
gtm,2004,885
gtm,2005,322
hkg,1995,100
hkg,2005,113
hrv,1995,2296
hrv,1996,2726
hrv,1997,2726
hrv,1998,2726
hrv,1999,2726
hrv,2000,2726
hrv,2001,2726
hrv,2002,2726
hrv,2003,2726
hrv,2004,2726
hrv,2005,2726
hrv,2006,2722
hrv,2007,2722
hrv,2008,2723
hrv,2009,2722
hrv,2010,2722
hrv,2011,2722
hrv,2012,2723
hrv,2013,2722
hrv,2014,2604
hrv,2015,2604
hrv,2016,2605
hrv,2017,2605
hrv,2018,2605
hrv,2019,2617
hun,1995,7988
hun,1996,7988
hun,1997,7988
hun,1998,7988
hun,1999,7988
hun,2000,8005
hun,2001,7736
hun,2002,7950
hun,2003,7950
hun,2004,7950
hun,2005,7950
hun,2006,7960
hun,2007,7942
hun,2008,7892
hun,2009,7892
hun,2010,7902.7
hun,2011,7877.9
hun,2012,7894.8
hun,2013,7894.8
hun,2014,7894.8
hun,2015,7896
hun,2016,7748.7
hun,2017,7751.7
hun,2018,7587.7
hun,2019,7587.7
idn,1995,6441
idn,1996,6441
idn,1997,6441
idn,1998,6441
idn,1999,6458
idn,2006,3370
idn,2007,5213
idn,2008,5279
idn,2010,4816
idn,2011,4828
idn,2012,4861
idn,2013,5107
idn,2014,5196
idn,2015,5350
idn,2016,5384
idn,2017,5724
idn,2018,6062
ind,1995,62660
ind,1996,62915
ind,1997,62725
ind,1998,62495
ind,1999,62810
ind,2000,62759
ind,2001,63028
ind,2002,63140
ind,2003,63122
ind,2004,63221
ind,2005,63485
ind,2006,63332
ind,2007,63327
ind,2008,63273
ind,2009,64015
ind,2010,63974
ind,2011,64460
ind,2012,64600
ind,2013,65436
ind,2014,65808
ind,2015,66030
ind,2016,66687
ind,2017,67368
ind,2018,68443
ind,2019,68155
irl,1995,1954
irl,1996,1954
irl,1997,1945
irl,1998,1909
irl,1999,1909
irl,2000,1919
irl,2001,1919
irl,2002,1919
irl,2003,1919
irl,2004,1919
irl,2005,1919
irl,2006,1919
irl,2007,1919
irl,2008,1919
irl,2009,1919
irl,2010,1919
irl,2011,1919
irl,2012,1919
irl,2013,1894
irl,2014,1458
irl,2015,1458
irl,2016,2174
irl,2017,1888
irn,1995,5332
irn,1996,5372
irn,1997,5733
irn,1998,6002
irn,1999,6005
irn,2000,6042
irn,2001,6048
irn,2002,6152
irn,2003,6154
irn,2004,6405
irn,2005,7131
irn,2006,7265
irn,2007,7335
irn,2008,7554.5
irn,2009,7903.5
irn,2010,8216.5
irn,2011,8367.5
irn,2012,8368
irn,2013,8592.5
irn,2014,8559.5
irn,2015,8559.5
irn,2016,8576
irn,2017,9021
irn,2018,9146
irq,1995,2422
irq,1996,2339
irq,1997,2799
irq,1998,2339
irq,1999,2603
irq,2000,2603
irq,2001,2018
irq,2002,2339
irq,2003,1898
irq,2004,1898
irq,2005,1898
irq,2006,2032
irq,2008,2025
irq,2010,2138
irq,2014,2370
isr,1995,610
isr,1996,610
isr,1997,610
isr,1998,666
isr,1999,663
isr,2000,669
isr,2001,676
isr,2002,676
isr,2003,615
isr,2004,853
isr,2005,910
isr,2006,941
isr,2007,958
isr,2008,1043.203
isr,2009,1051.911
isr,2010,1034
isr,2011,1078.937
isr,2012,1142.544
isr,2013,1153
isr,2014,1194
isr,2015,1277
isr,2016,1340.105
isr,2017,1495
isr,2018,1521
isr,2019,1598.916
ita,1995,16003
ita,1996,16014
ita,1997,16030
ita,1998,16080
ita,1999,16092
ita,2000,16295
ita,2001,16357
ita,2002,16307
ita,2003,16288
ita,2004,16285.5
ita,2005,16751
ita,2006,16627.1
ita,2007,16667.3
ita,2008,16860.9
ita,2009,17003.842
ita,2010,16703.7
ita,2011,16726.4
ita,2012,16741.6
ita,2013,16751.6
ita,2014,16722.6
ita,2015,16723.8
ita,2016,16788.3
ita,2017,16787.2
ita,2018,16780.8
ita,2019,16778.6
jor,1995,293
jor,1996,293
jor,1997,293
jor,1998,293
jor,1999,293
jor,2000,292
jor,2001,292
jor,2002,507
jor,2003,506
jor,2004,508
jor,2005,508
jor,2006,293
jor,2007,293.7
jor,2008,508.2
jor,2009,508.5
jor,2010,508.2
jor,2016,293
jor,2017,293
jor,2018,1596
jpn,1995,20134
jpn,1996,20223
jpn,1997,20243
jpn,1998,20170
jpn,1999,29804
jpn,2000,29799
jpn,2001,29809
jpn,2002,22197
jpn,2003,20067.3
jpn,2004,27591.3
jpn,2005,20052.3
jpn,2006,20049.5
jpn,2007,20047.6
jpn,2008,20036.3
jpn,2009,24506
jpn,2010,20140.3
jpn,2011,20087.4
jpn,2012,19435.4
jpn,2013,19435.5
jpn,2014,16703.2
jpn,2015,16704.4
jpn,2016,15108.4
jpn,2017,19249.4
jpn,2018,19122.5
kaz,1995,13736
kaz,1996,13537
kaz,1997,13660
kaz,1998,13642
kaz,1999,13601
kaz,2000,13545
kaz,2001,13597
kaz,2002,13597
kaz,2003,13770
kaz,2004,14203
kaz,2005,14204
kaz,2006,14205
kaz,2007,14205
kaz,2008,14205
kaz,2009,14192.2
kaz,2010,14184.1
kaz,2011,14319.4
kaz,2012,14758.9
kaz,2013,14767.1
kaz,2014,14767.1
kaz,2015,14767.1
kaz,2016,15529
kaz,2017,16040.3
kaz,2018,16060.8
ken,1995,2740
ken,1996,2778
ken,1997,2634
ken,1998,2634
ken,1999,2634
ken,2000,2634
ken,2001,2634
ken,2002,2634
ken,2003,2634
ken,2004,1917
kgz,1995,415
kgz,1996,417
kgz,1997,417
kgz,1998,417
kgz,1999,417
kgz,2000,417
kgz,2001,417
kgz,2002,417
kgz,2003,417
kgz,2004,417
kgz,2005,417
kgz,2006,417
kgz,2007,417
kgz,2008,417.2
kgz,2009,417
kgz,2010,417.2
kgz,2011,417.2
kgz,2012,417.2
kgz,2013,417
kgz,2014,424
kgz,2015,424
kgz,2016,424
kgz,2017,424
kgz,2018,424
khm,1995,650
khm,1996,601
khm,1997,601
khm,1998,650
khm,1999,650
khm,2000,601
khm,2001,603
khm,2002,603
khm,2003,650
khm,2004,650
kor,1995,3101
kor,1996,3120
kor,1997,3118
kor,1998,3125
kor,1999,3118
kor,2000,3123
kor,2001,3125
kor,2002,3129
kor,2003,3140
kor,2004,3374
kor,2005,3392
kor,2006,3392
kor,2007,3399
kor,2008,3381
kor,2009,3378
kor,2010,3618.3
kor,2011,3637.2
kor,2012,3650.1
kor,2013,3666.1
kor,2014,3668.3
kor,2015,3944
kor,2016,4071
kor,2017,4191.7
kor,2018,4200
kor,2019,4111.2
lbn,2002,401
lka,1995,1491
lka,1996,1491
lka,1997,1491
lka,1998,1491
lka,1999,1463
lka,2007,1463
lka,2011,1148.3
lka,2012,1148.11
lka,2013,1254.23
lka,2015,1567
lka,2016,1561.706
ltu,1995,2002
ltu,1996,1997
ltu,1997,1998
ltu,1998,1998
ltu,1999,1905
ltu,2000,1905
ltu,2001,1696
ltu,2002,1775
ltu,2003,1774
ltu,2004,1782
ltu,2005,1771
ltu,2006,1771
ltu,2007,1766
ltu,2008,1765
ltu,2009,1767
ltu,2010,1767
ltu,2011,1767
ltu,2012,1767
ltu,2013,1767
ltu,2014,1767
ltu,2015,1877
ltu,2016,1911
ltu,2017,1911
ltu,2018,1911
ltu,2019,1911
lux,1995,275
lux,1996,274
lux,1997,274
lux,1998,274
lux,1999,274
lux,2000,274
lux,2001,274
lux,2002,274
lux,2003,275
lux,2004,275
lux,2005,275
lux,2006,275
lux,2007,275
lux,2008,275
lux,2009,275
lux,2010,275
lux,2011,275
lux,2012,275
lux,2013,275
lux,2014,275
lux,2015,275
lux,2016,275
lux,2017,275
lux,2018,288
lva,1995,2413
lva,1996,2413
lva,1997,2413
lva,1998,2413
lva,1999,2413
lva,2000,2331
lva,2001,2305
lva,2002,2270
lva,2003,2270
lva,2004,2270
lva,2005,2270
lva,2006,2269
lva,2007,2265
lva,2008,2263
lva,2009,1883
lva,2010,1897
lva,2011,1865
lva,2012,1864
lva,2013,1859
lva,2014,1859
lva,2015,1859.6
lva,2016,1859.6
lva,2017,1859.6
lva,2018,1859.6
lva,2019,1859.6
mar,1995,1907
mar,1996,1907
mar,1997,1907
mar,1998,1907
mar,1999,1907
mar,2000,1907
mar,2001,1907
mar,2002,1907
mar,2003,1907
mar,2004,1907
mar,2005,1907
mar,2006,1907
mar,2007,1907
mar,2008,1989
mar,2009,2190
mar,2010,2109
mar,2011,2109
mar,2012,2109
mar,2013,2109
mar,2014,2109
mar,2015,2109
mar,2016,2109
mar,2017,2109
mar,2018,2295
mar,2019,2295
mda,1995,1326
mda,1996,1326
mda,1997,1322
mda,1998,1219
mda,1999,1140
mda,2000,1139
mda,2001,1121
mda,2002,1120
mda,2003,1111
mda,2004,1075
mda,2005,1075
mda,2006,1154
mda,2007,1153.6
mda,2008,1157.1
mda,2009,1157.1
mda,2010,1156.9
mda,2011,1156.9
mda,2012,1156.9
mda,2013,1156.9
mda,2014,1156
mda,2015,1151
mda,2016,1151
mda,2017,1151
mda,2018,1151
mdg,1995,883
mdg,1996,883
mdg,1997,883
mdg,1998,883
mdg,1999,883
mdg,2000,883
mdg,2001,883
mdg,2002,883
mdg,2007,854
mdg,2009,673
mdg,2010,673
mdg,2011,673
mdg,2012,673
mdg,2013,673
mdg,2014,673
mex,2004,7932
mex,2007,12035
mex,2014,11891
mex,2015,11903
mex,2016,11905
mex,2017,14280
mex,2018,14388
mkd,1995,699
mkd,1996,699
mkd,1997,699
mkd,1998,699
mkd,1999,699
mkd,2000,699
mkd,2001,699
mkd,2002,699
mkd,2003,699
mkd,2004,699
mkd,2005,699
mkd,2006,699
mkd,2007,699
mkd,2008,699
mkd,2009,699
mkd,2010,699
mkd,2011,699
mkd,2012,699
mkd,2013,699
mkd,2014,699
mkd,2015,683
mkd,2016,683
mkd,2017,683
mkd,2018,683
mkd,2019,683
mli,1995,729
mli,1996,729
mli,1997,729
mli,1998,729
mli,1999,729
mli,2000,734
mli,2001,734
mli,2002,733
mmr,1999,4746
mne,2003,249
mne,2004,249
mne,2005,248
mne,2006,248
mne,2007,249
mne,2008,249
mne,2009,249
mne,2010,249
mne,2011,239.2
mne,2012,239.2
mne,2013,249
mne,2014,249
mne,2015,249
mne,2016,249
mne,2017,249
mne,2018,249
mng,1996,1810
mng,1997,1810
mng,1998,1810
mng,1999,1810
mng,2000,1810
mng,2001,1810
mng,2002,1810
mng,2003,1810
mng,2004,1810
mng,2005,1810
mng,2006,1810
mng,2007,1810
mng,2008,1810
mng,2009,1810
mng,2010,1814
mng,2011,1815
mng,2012,1810
mng,2013,1810
mng,2014,1822.5
mng,2015,1810
mng,2016,1810
mng,2017,1810
moz,1995,3123
moz,1996,3123
moz,1997,3109
moz,1998,3114
moz,1999,3114
moz,2000,3114
moz,2001,3131
moz,2002,3131
moz,2003,3131
moz,2004,3070
moz,2005,3070
moz,2007,3116
moz,2008,3116
moz,2009,3116
moz,2010,3116
moz,2011,3116
mrt,2002,717
mrt,2007,728
mrt,2008,728
mrt,2009,728
mrt,2010,728
mrt,2017,728
mrt,2018,728
mrt,2019,728
mwi,2007,797
mys,1995,1798
mys,1996,2227
mys,1997,1614
mys,1998,1614
mys,1999,1622
mys,2000,1636
mys,2001,1636
mys,2002,1636
mys,2003,1667
mys,2004,1667
mys,2005,1667
mys,2006,1667
mys,2007,1667
mys,2008,1664.965
mys,2009,1665
mys,2010,2209.715
mys,2011,2250.284
mys,2017,2773
mys,2018,2783
nga,1995,3557
nga,1996,3557
nga,1997,3557
nga,1998,3557
nga,1999,3557
nga,2000,3557
nga,2001,3557
nga,2002,3505
nga,2003,3505
nga,2004,3528
nga,2005,3528
nga,2006,3528
nga,2007,3528
nga,2008,3528
nga,2009,3528
nga,2010,3528
nga,2011,3528
nga,2012,3528
nga,2013,3528
nga,2014,3528
nga,2015,3528
nld,1995,2739
nld,1996,2739
nld,1997,2805
nld,1998,2808
nld,1999,2808
nld,2000,2802
nld,2001,2809
nld,2002,2806
nld,2003,2811
nld,2004,2811
nld,2005,2813
nld,2006,2776
nld,2007,2895.561
nld,2008,2896
nld,2009,2886
nld,2010,3016
nld,2018,3200
nor,1995,4023
nor,1996,4021
nor,1997,4021
nor,1998,4006
nor,1999,4179
nor,2000,4179
nor,2001,4178
nor,2002,4077
nor,2003,4077
nor,2004,4077
nor,2005,4087
nor,2006,4087
nor,2007,4114
nor,2008,4114
nor,2011,4154
nor,2014,4219
nor,2015,4209
nor,2016,4209
nor,2017,4208
nor,2018,4200
nzl,1996,3913
nzl,1997,3913
nzl,1998,3908
pak,1995,8775
pak,1996,7792
pak,1997,7792
pak,1998,7792
pak,1999,7791
pak,2000,7791
pak,2001,7791
pak,2002,7791
pak,2003,7791
pak,2004,7791
pak,2005,7791
pak,2006,7791
pak,2007,7791
pak,2008,7791
pak,2009,7791
pak,2010,7791
pak,2011,7791
pak,2012,7791
pak,2013,7791
pak,2014,7784
pak,2015,7791
pak,2016,7791
pak,2017,7791
pak,2018,7791
pan,1995,485
pan,1996,485
pan,1997,485
pan,1998,485
pan,1999,485
pan,2000,485
per,1995,1615
per,1996,1613
per,1997,1691
per,1998,1639
phl,1995,456
phl,1996,456
phl,1997,468
phl,1998,491
phl,1999,491
phl,2008,479
phl,2015,509
phl,2016,509
pol,1995,23986
pol,1996,23420
pol,1997,23328
pol,1998,23210
pol,1999,22891
pol,2000,22560
pol,2001,20134
pol,2002,20223
pol,2003,19900
pol,2004,19617
pol,2005,19599
pol,2006,19429
pol,2007,19419
pol,2008,19627
pol,2009,19764
pol,2010,19702
pol,2011,19725
pol,2012,19617
pol,2013,18959
pol,2014,18942
pol,2015,18510
pol,2016,18429
pol,2017,18513
pol,2018,18536
pol,2019,18538
prk,1999,5214
prt,1995,2850
prt,1996,2850
prt,1997,2856
prt,1998,2794
prt,1999,2813
prt,2000,2814
prt,2001,2814
prt,2002,2881
prt,2003,2818
prt,2004,2849
prt,2005,2839
prt,2006,2839
prt,2007,2838
prt,2008,2842
