geo,time,se_sec_nenr_ma
bfa,2010,18.50884
bfa,2011,20.46392
bfa,2012,21.5402
bfa,2013,23.10923
bfa,2015,27.12727
bfa,2016,28.20396
bfa,2017,28.95706
bfa,2018,30.33627
bgd,1977,22.13215
bgd,1981,25.35542
bgd,1998,43.26009
bgd,1999,45.34096
bgd,2000,45.82902
bgd,2001,45.93751
bgd,2002,46.63762
bgd,2003,46.30024
bgd,2004,44.634
bgd,2005,42.53033
bgd,2006,43.35556
bgd,2007,44.22933
bgd,2009,44.50241
bgd,2010,44.99704
bgd,2011,43.88896
bgd,2012,46.34225
bgd,2013,52.1058
bgd,2015,55.32819
bgd,2016,61.67048
bgd,2017,58.82658
bgd,2018,61.06971
bgr,1998,85.017
bgr,1999,85.63881
bgr,2000,87.23136
bgr,2001,88.01236
bgr,2002,88.44652
bgr,2003,85.78575
bgr,2004,86.72646
bgr,2005,86.82255
bgr,2006,86.01605
bgr,2007,85.56947
bgr,2008,85.12762
bgr,2009,84.41157
bgr,2010,84.93539
bgr,2011,86.53321
bgr,2012,87.44442
bgr,2013,91.16462
bgr,2014,92.20079
bgr,2015,92.47634
bgr,2016,91.26643
bgr,2017,90.18541
bhr,1977,44.36807
bhr,1978,48.39695
bhr,1979,52.35795
bhr,1982,61.44696
bhr,1983,73.18704
bhr,1984,67.50669
bhr,1985,73.33706
bhr,1986,77.61625
bhr,1987,74.01282
bhr,1989,75.30837
bhr,1994,87.66736
bhr,1995,89.73895
bhr,1997,81.57764
bhr,1998,82.72236
bhr,1999,81.91997
bhr,2000,85.80863
bhr,2001,85.80281
bhr,2002,81.2614
bhr,2003,80.75826
bhr,2004,82.12857
bhr,2005,83.1024
bhr,2006,83.7383
bhr,2008,81.22738
bhr,2009,82.70062
bhr,2010,85.15745
bhr,2011,87.97455
bhr,2012,82.73486
bhr,2013,83.90717
bhr,2014,87.55684
bhr,2015,90.90495
bhr,2016,92.29972
bhr,2017,90.44694
bhr,2018,86.97008
bhs,1992,87.99338
bhs,1993,88.47513
bhs,1999,71.06988
bhs,2004,79.01166
bhs,2005,82.03181
bhs,2006,82.87592
bhs,2007,83.87675
bhs,2008,82.8353
bhs,2009,80.16377
bhs,2010,77.38095
bhs,2011,73.14867
bhs,2012,72.91495
bhs,2013,65.88574
bhs,2014,71.18077
bhs,2015,57.82323
bhs,2016,65.25551
bhs,2017,63.82813
bhs,2018,59.92424
blr,2010,94.77209
blr,2011,94.96454
blr,2012,96.17692
blr,2013,96.83213
blr,2014,97.78248
blr,2015,97.91342
blr,2017,95.85298
blr,2018,95.12669
blz,1999,53.40962
blz,2000,57.04507
blz,2001,58.44096
blz,2003,66.81806
blz,2005,63.69728
blz,2006,62.55181
blz,2007,61.91411
blz,2008,60.73391
blz,2009,61.14248
blz,2010,61.04829
blz,2011,63.08268
blz,2012,66.08784
blz,2013,67.19701
blz,2014,67.17583
blz,2015,67.77098
blz,2016,70.51574
blz,2017,68.01361
blz,2018,68.98259
bmu,1978,60.14295
bmu,2010,60.63646
bmu,2011,67.61204
bol,2000,63.96509
bol,2001,66.70693
bol,2002,70.9484
bol,2003,73.55365
bol,2004,75.5275
bol,2005,75.6866
bol,2006,74.76722
bol,2007,73.28759
bol,2008,71.85467
bol,2009,72.27169
bol,2010,72.19899
bol,2011,71.6485
bol,2012,72.67105
bol,2013,74.36865
bol,2014,75.09297
bol,2015,76.16133
bol,2016,76.50583
bol,2017,75.78534
bol,2018,76.15256
bra,2007,69.07768
bra,2009,75.04176
bra,2011,74.68197
bra,2012,73.46456
bra,2013,79.86258
bra,2014,79.17517
bra,2015,79.82942
bra,2016,80.47069
bra,2017,80.33465
brb,1978,76.96623
brb,1981,84.49641
brb,1982,79.69562
brb,1983,81.70127
brb,1984,82.70229
brb,1985,86.70942
brb,1989,79.64266
brb,1990,83.96147
brb,1999,94.86361
brb,2000,92.50754
brb,2001,87.85239
brb,2002,88.09406
brb,2003,89.80873
brb,2004,91.01844
brb,2005,92.35566
brb,2006,91.74654
brb,2007,90.49503
brb,2008,87.56635
brb,2009,83.9071
brb,2010,85.22387
brb,2011,86.16039
brb,2014,98.62536
brb,2018,90.61275
brn,1977,47.80115
brn,1978,47.54392
brn,1979,48.41172
brn,1980,49.2635
brn,1981,48.13536
brn,1982,49.88996
brn,1983,51.46646
brn,1984,48.49775
brn,1991,64.31997
brn,1992,60.20326
brn,1993,62.81165
brn,1994,63.43808
brn,2005,88.50918
brn,2006,88.87461
brn,2007,86.90861
brn,2008,86.84284
brn,2009,88.51842
brn,2010,89.66293
brn,2011,90.93651
brn,2012,92.53151
brn,2013,89.74637
brn,2014,86.20502
brn,2015,83.30269
brn,2016,82.20211
brn,2017,82.56218
brn,2018,81.32889
btn,1998,18.67266
btn,1999,20.46539
btn,2000,22.8595
btn,2001,24.59683
btn,2005,32.96312
btn,2006,35.64977
btn,2008,43.26876
btn,2009,43.71736
btn,2010,47.33313
btn,2011,47.87381
btn,2012,50.95275
btn,2013,53.97062
btn,2014,57.63569
btn,2015,59.63237
btn,2016,59.50532
btn,2017,61.54618
btn,2018,64.10904
bwa,1971,7.28122
bwa,1972,8.08881
bwa,1973,8.57063
bwa,1974,9.06335
bwa,1975,10.01349
bwa,1976,10.95831
bwa,1977,11.69472
bwa,1978,11.5521
bwa,1979,11.22264
bwa,1980,13.24044
bwa,1981,14.88072
bwa,1984,18.40293
bwa,1985,21.04364
bwa,1986,22.72199
bwa,1989,27.40647
bwa,1990,29.90168
bwa,1991,36.75411
bwa,1992,37.75794
bwa,1993,41.35102
bwa,1994,41.08938
bwa,1995,39.30051
bwa,1998,58.4845
bwa,1999,52.63121
bwa,2000,55.71044
bwa,2002,54.22795
bwa,2003,55.83538
caf,1971,6.48123
caf,1972,7.92553
caf,1973,8.94528
caf,2009,13.13617
caf,2011,17.68253
caf,2012,17.79438
caf,2017,15.72045
can,1994,93.06685
can,2012,92.3454
can,2013,91.55575
can,2014,91.20447
can,2015,92.31806
can,2016,98.97111
can,2017,99.62981
che,1981,83.9163
che,1982,83.51671
che,1983,83.05297
che,1984,82.88703
che,1985,82.45169
che,1986,81.75617
che,1987,81.13319
che,1988,80.76703
che,1989,80.0272
che,1990,80.33889
che,1991,80.78942
che,1992,81.63241
che,1993,82.768
che,1994,83.59376
che,1999,87.27123
che,2000,86.8454
che,2001,85.92521
che,2002,85.38522
che,2003,85.54975
che,2004,86.38399
che,2005,86.99467
che,2006,87.41503
che,2007,86.84854
che,2008,86.36575
che,2009,85.33584
che,2010,84.93788
che,2011,84.30245
che,2012,82.21341
che,2013,84.47916
che,2014,85.43395
che,2015,86.16997
che,2016,86.89822
che,2017,86.66088
chl,2007,85.27776
chl,2008,84.26815
chl,2009,81.99274
chl,2010,83.2031
chl,2011,83.59496
chl,2012,82.76062
chl,2013,86.45996
chl,2014,87.22295
chl,2015,87.65744
chl,2016,87.64769
chl,2017,87.45981
civ,2014,35.86283
civ,2016,40.38868
civ,2017,43.59474
civ,2018,45.34263
cmr,1971,9.56544
cmr,1972,10.4634
cmr,1973,11.50395
cmr,1974,12.12166
cmr,1975,13.54434
cmr,1976,14.63838
cmr,1977,15.5584
cmr,1978,16.8766
cmr,1979,17.50837
cmr,1980,18.13991
cmr,1981,19.24536
cmr,2012,42.33536
cmr,2013,43.76296
cmr,2014,47.01357
cmr,2015,47.94571
cmr,2016,48.92577
cod,1992,20.98414
cod,1993,22.6347
cod,1994,24.23003
cog,1972,23.10743
cog,1974,35.85035
cog,1976,45.6722
col,2005,60.37654
col,2006,64.0798
col,2007,66.75963
col,2008,68.15368
col,2009,71.107
col,2010,72.45884
col,2011,74.45407
col,2012,72.67917
col,2013,73.36464
col,2014,72.71928
col,2015,72.78667
col,2016,73.47255
col,2017,73.92565
col,2018,74.88658
com,2013,42.92481
com,2014,42.95199
com,2017,41.20381
com,2018,49.09022
cpv,1987,9.99632
cpv,1994,23.59279
cpv,2002,55.19301
cpv,2003,54.34976
cpv,2004,53.56755
cpv,2005,56.28987
cpv,2006,56.15032
cpv,2007,57.8988
cpv,2009,60.33153
cpv,2012,64.81515
cpv,2013,66.0983
cpv,2014,66.40214
cpv,2015,67.71739
cpv,2016,67.57609
cpv,2017,67.50024
cpv,2018,66.42105
cri,1970,21.3677
cri,1973,28.6547
cri,1975,31.77711
cri,1976,32.11135
cri,1979,35.02558
cri,1981,36.46889
cri,1982,35.18245
cri,1985,33.02196
cri,1986,34.04693
cri,1987,35.04111
cri,1989,35.75564
cri,1990,36.24948
cri,1991,36.47211
cri,2011,73.23429
cri,2012,73.72177
cri,2013,74.77191
cri,2014,76.05685
cri,2015,78.73094
cri,2016,80.9482
cri,2017,79.94401
cri,2018,80.66948
cub,1972,20.53986
cub,1973,22.7369
cub,1974,27.07226
cub,1979,58.43292
cub,1986,64.60361
cub,1987,64.37748
cub,1988,64.58183
cub,1989,64.86859
cub,1990,66.16433
cub,1991,63.8409
cub,1992,61.4311
cub,1994,55.96839
cub,1999,72.46491
cub,2000,79.49737
cub,2001,80.82523
cub,2002,82.72925
cub,2003,85.43507
cub,2004,84.07558
cub,2005,85.46942
cub,2006,87.18387
cub,2007,87.02215
cub,2008,86.40825
cub,2009,84.51295
cub,2010,87.66163
cub,2011,87.24725
cub,2012,85.66971
cub,2013,86.53689
cub,2014,83.98564
cub,2015,81.57603
cub,2016,82.16389
cub,2017,82.1006
cub,2018,81.79969
cyp,1971,53.08664
cyp,1972,54.60684
cyp,1973,58.76024
cyp,1974,60.97624
cyp,1975,59.87184
cyp,1976,63.97389
cyp,1977,64.31617
cyp,1978,61.91753
cyp,1979,61.76502
cyp,1980,61.4787
cyp,1981,61.21662
cyp,1982,59.73622
cyp,1983,59.1818
cyp,1994,88.5859
cyp,1995,88.59075
cyp,1996,88.41196
cyp,1997,87.62032
cyp,1999,86.15132
cyp,2000,86.71824
cyp,2001,87.29244
cyp,2002,90.30064
cyp,2003,91.35135
cyp,2004,91.5355
cyp,2005,92.9749
cyp,2006,93.03986
cyp,2007,93.95475
cyp,2008,94.94698
cyp,2009,94.64525
cyp,2010,88.05358
cyp,2011,88.79139
cyp,2012,90.75
cyp,2013,92.39528
cyp,2014,93.95699
cyp,2015,94.17951
cyp,2016,94.0492
cyp,2017,95.27911
cze,2001,87.70328
cze,2002,88.45577
cze,2004,88.65619
cze,2013,86.86255
cze,2014,87.96153
cze,2015,89.21127
cze,2016,90.04348
cze,2017,89.59659
deu,2002,89.76646
deu,2003,89.79134
deu,2004,89.92565
deu,2005,90.28461
deu,2006,89.82445
deu,2007,89.14697
deu,2008,89.52721
deu,2009,88.51269
deu,2010,88.41838
deu,2011,88.78922
deu,2012,88.37543
deu,2013,87.47962
deu,2014,86.74684
deu,2015,86.1748
deu,2016,85.68024
deu,2017,85.86768
dji,1985,11.25658
dji,1986,11.20122
dji,1987,11.63366
dji,1988,10.67541
dji,1997,13.47455
dji,2001,17.22028
dji,2002,18.00364
dji,2004,22.94505
dji,2005,25.75936
dji,2008,29.84519
dji,2015,38.26583
dma,1999,70.50595
dma,2000,82.49178
dma,2001,79.74948
dma,2003,82.61871
dma,2004,82.84205
dma,2005,81.17866
dma,2006,67.11358
dma,2009,64.05132
dma,2010,70.42792
dma,2011,70.41689
dma,2015,80.0335
dma,2016,84.38385
dnk,1981,86.79716
dnk,1982,86.43674
dnk,1983,86.04539
dnk,1984,83.91263
dnk,1985,82.96574
dnk,1986,82.27431
dnk,1987,82.68106
dnk,1988,83.68279
dnk,1989,85.279
dnk,1990,86.03502
dnk,1991,85.9071
dnk,1992,85.65691
dnk,1993,85.2513
dnk,1994,85.77435
dnk,1995,85.38573
dnk,1996,86.15553
dnk,1998,86.72637
dnk,2000,87.65268
dnk,2001,88.393
dnk,2002,89.63972
dnk,2003,92.17944
dnk,2004,89.73208
dnk,2005,90.21064
dnk,2006,87.89837
dnk,2007,87.78942
dnk,2008,87.79026
dnk,2009,88.4559
dnk,2010,88.95108
dnk,2011,89.94443
dnk,2012,88.99758
dnk,2013,88.62825
dnk,2014,87.737
dnk,2015,87.62704
dnk,2016,88.16314
dnk,2017,89.6541
dom,1999,35.3923
dom,2000,36.31408
dom,2002,45.28042
dom,2004,45.66849
dom,2005,48.05055
dom,2007,56.04339
dom,2008,54.98171
dom,2009,60.43652
dom,2010,59.35178
dom,2011,58.7365
dom,2012,59.43192
dom,2013,61.16985
dom,2014,62.63808
dom,2015,63.44083
dom,2016,64.65094
dom,2017,66.45009
dom,2018,66.76219
dza,1971,13.60491
dza,1984,45.18327
dza,1995,55.83023
dza,1996,56.05971
dza,1997,54.49118
ecu,1998,44.92319
ecu,1999,46.32876
ecu,2000,46.92796
ecu,2001,47.56294
ecu,2002,49.38651
ecu,2003,49.05638
ecu,2004,50.25507
ecu,2005,52.35882
ecu,2006,53.73751
ecu,2007,55.43478
ecu,2009,68.21178
ecu,2010,71.15779
ecu,2011,72.19058
ecu,2012,75.43818
ecu,2013,79.32614
ecu,2014,82.44186
ecu,2015,83.53411
ecu,2016,84.71787
ecu,2017,84.19239
ecu,2018,83.3652
egy,1971,34.21145
egy,1972,33.5265
egy,1973,36.94909
egy,1974,36.69394
egy,1994,69.25661
egy,2014,76.24868
egy,2016,80.59014
egy,2017,81.45799
egy,2018,82.44713
eri,1994,16.86085
eri,1995,18.18823
eri,1997,21.67184
eri,1999,27.51854
eri,2000,30.50708
eri,2001,29.86241
eri,2002,31.241
eri,2003,31.81972
eri,2004,36.41233
eri,2005,38.18049
eri,2006,40.77878
eri,2007,41.32041
eri,2008,44.44237
eri,2009,48.46463
eri,2010,52.51084
eri,2011,53.95139
eri,2012,56.77379
eri,2013,52.42885
eri,2014,52.08325
eri,2015,45.58732
eri,2017,42.29117
eri,2018,42.8463
esp,1971,50.12019
esp,1972,49.32399
esp,1973,55.80814
esp,1975,59.79752
esp,1976,63.38247
esp,1977,65.86687
esp,1978,66.82714
esp,1979,69.39231
esp,1980,72.44047
esp,1981,73.15491
esp,1999,85.90927
esp,2000,87.17315
esp,2001,88.5063
esp,2002,88.9374
esp,2003,89.2517
esp,2004,90.14459
esp,2005,91.53281
esp,2006,91.14519
esp,2007,90.42804
esp,2008,89.86562
esp,2009,89.45742
esp,2010,89.61511
esp,2011,88.57775
esp,2012,89.14063
esp,2013,89.97197
esp,2014,90.9262
esp,2015,92.28014
esp,2016,94.27312
esp,2017,96.05046
est,1998,81.49898
est,1999,81.41664
est,2000,82.4521
est,2001,83.15338
est,2002,85.84913
est,2003,86.50077
est,2004,89.16866
est,2005,91.35568
est,2006,91.90848
est,2007,90.83368
est,2008,90.16888
est,2009,90.11295
est,2010,90.16334
est,2011,91.0205
est,2012,91.11691
est,2013,91.59592
est,2014,91.97561
est,2015,93.14593
est,2016,93.42454
est,2017,93.28745
eth,1999,12.79326
eth,2000,14.64922
eth,2001,15.83927
eth,2002,18.57425
eth,2014,30.22879
eth,2015,31.30377
fin,1979,82.87975
fin,1991,92.05833
fin,1993,93.56961
fin,1994,93.89748
fin,1995,91.37803
fin,1996,91.35901
fin,1997,92.5832
fin,1998,95.66949
fin,1999,94.11707
fin,2000,93.72705
fin,2001,93.43337
fin,2002,93.66162
fin,2003,94.51877
fin,2004,94.85702
fin,2005,95.51449
fin,2006,96.06037
fin,2007,95.49967
fin,2008,94.55265
fin,2009,93.81887
fin,2010,93.54657
fin,2011,93.21013
fin,2012,92.54389
fin,2013,94.07362
fin,2014,94.30453
fin,2015,94.86993
fin,2016,95.56516
fin,2017,95.82859
fji,1999,71.08893
fji,2000,68.67241
fji,2001,72.26719
fji,2002,72.17061
fji,2003,73.40404
fji,2004,79.84008
fji,2006,81.83499
fji,2007,76.38811
fji,2009,76.35336
fji,2011,81.6464
fji,2012,80.44146
fra,1977,73.98771
fra,1979,73.35451
fra,1980,73.36921
fra,1982,73.78289
fra,1983,74.83648
fra,1985,77.84609
fra,1986,78.3726
fra,1987,78.80613
fra,1988,79.0204
fra,1989,79.29056
fra,1990,80.02259
fra,1992,86.46954
fra,1993,87.74916
fra,1994,95.14655
fra,1995,95.96533
fra,1996,95.06653
fra,1997,94.64321
fra,1999,89.31071
fra,2000,89.17741
fra,2001,88.89978
fra,2002,88.52796
fra,2003,88.24134
fra,2004,88.11434
fra,2005,91.8238
fra,2006,91.98361
fra,2007,91.82783
fra,2008,91.77717
fra,2009,91.88201
fra,2010,91.75421
fra,2011,92.06445
fra,2012,92.54507
fra,2013,92.73648
fra,2014,92.25283
fra,2015,92.83807
fra,2016,93.25754
fra,2017,94.0351
gbr,1971,69.63283
gbr,1972,70.16538
gbr,1973,70.88821
gbr,1974,76.37927
gbr,1975,76.45966
gbr,1976,76.85301
gbr,1977,76.3547
gbr,1978,75.56237
gbr,1979,74.91492
gbr,1981,75.48359
gbr,1982,76.19073
gbr,1983,77.59335
gbr,1984,77.6929
gbr,1986,78.90449
gbr,1987,79.09325
gbr,1990,77.36734
gbr,1991,79.81852
gbr,1992,82.45051
gbr,1993,92.01898
gbr,1994,93.94423
gbr,1995,94.76502
gbr,1996,93.65534
gbr,1997,92.40783
gbr,1998,93.04822
gbr,1999,94.14851
gbr,2000,94.00301
gbr,2001,94.26583
gbr,2002,94.71601
gbr,2003,93.94223
gbr,2004,93.52305
gbr,2005,93.7873
gbr,2006,90.6005
gbr,2007,89.70987
gbr,2008,91.53865
gbr,2009,93.6041
gbr,2010,95.56562
gbr,2011,92.55985
gbr,2012,90.75171
gbr,2013,93.57803
gbr,2014,96.84913
gbr,2015,97.82696
gbr,2017,97.03468
geo,1996,73.97926
geo,1997,77.32707
geo,1999,81.11179
geo,2000,84.04859
geo,2005,86.04647
geo,2006,84.34546
geo,2008,89.834
geo,2013,87.79977
geo,2014,89.01438
geo,2015,89.98148
geo,2016,91.43719
geo,2017,93.46762
geo,2018,95.15542
gha,1999,34.53625
gha,2000,34.873
gha,2001,32.56096
gha,2002,33.99036
gha,2003,34.9146
gha,2005,39.3057
gha,2006,40.51508
gha,2007,45.61216
gha,2008,46.08289
gha,2009,44.32263
gha,2013,53.95368
gha,2014,52.85329
gha,2015,56.13594
gha,2016,55.3803
gha,2017,55.08278
gha,2018,57.76273
gha,2019,56.6328
gib,2016,88.83144
gib,2017,96.0251
gin,1986,11.60939
gin,1989,9.60483
gin,1990,9.08882
gin,1999,17.70298
gin,2001,23.05249
gin,2002,25.44812
gin,2003,26.25731
gin,2004,27.63396
gin,2005,30.6108
gin,2006,32.85131
gin,2011,36.84707
gin,2014,38.73981
gmb,1978,10.28677
gmb,1979,10.42438
gmb,1983,17.17476
gmb,1984,19.45754
gmb,1985,20.59461
gmb,1986,20.36067
gnb,1981,4.13244
gnb,1982,5.7655
gnb,1984,5.76105
gnb,2000,11.04925
gnq,1999,26.1759
gnq,2005,22.77325
grc,1971,53.84664
grc,1972,59.51636
grc,1973,60.91951
grc,1974,60.97157
grc,1975,61.32213
grc,1976,63.7084
grc,1977,65.74205
grc,1978,66.41869
grc,1979,67.16202
grc,1980,74.1753
grc,1982,75.80229
grc,1984,75.35483
grc,1985,76.86719
grc,1986,78.50537
grc,1987,80.96939
grc,1988,80.68385
grc,1989,81.33746
grc,1991,80.62753
grc,1992,80.74284
grc,1994,79.79123
grc,1996,78.98002
grc,1997,78.74648
grc,1998,78.20934
grc,1999,77.64043
grc,2000,77.30814
grc,2001,79.76913
grc,2002,83.54359
grc,2003,83.29024
grc,2004,85.39777
grc,2005,90.08007
grc,2006,90.8242
grc,2007,88.71601
grc,2010,94.89623
grc,2013,93.59253
grc,2014,91.88021
grc,2015,93.23653
grc,2016,93.21659
grc,2017,94.04781
grd,1972,20.48849
grd,2002,81.72452
grd,2003,82.17405
grd,2004,85.6571
grd,2005,85.7861
grd,2013,88.09472
grd,2014,90.91941
grd,2015,94.53901
grd,2017,92.51908
gtm,1972,7.88515
gtm,1974,9.3349
gtm,1975,9.74134
gtm,1999,23.92708
gtm,2000,25.79785
gtm,2001,28.65986
gtm,2002,29.66632
gtm,2008,37.60644
gtm,2009,39.31147
gtm,2010,43.16445
gtm,2011,43.64968
gtm,2012,44.03914
gtm,2013,44.24301
gtm,2014,44.29618
gtm,2015,45.31998
gtm,2016,45.01775
gtm,2017,44.53665
gtm,2018,44.54363
guy,1971,52.30425
guy,1999,71.94786
guy,2009,75.98506
guy,2011,84.98543
guy,2012,80.3473
hkg,1971,37.93928
hkg,1972,39.25104
hkg,1973,40.74558
hkg,1974,42.65279
hkg,1975,45.84587
hkg,1976,47.11695
hkg,1977,49.95725
hkg,1978,52.3959
hkg,1979,54.85764
hkg,1980,57.54774
hkg,1981,59.0857
hkg,1983,61.99498
hkg,1984,63.23861
hkg,1985,65.48248
hkg,1996,75.42427
hkg,2001,72.03643
hkg,2002,72.193
hkg,2003,72.56144
hkg,2004,73.56278
hkg,2005,74.49569
hkg,2006,75.10634
hkg,2007,76.58814
hkg,2008,77.74197
hkg,2009,78.5706
hkg,2010,79.58861
hkg,2011,78.2114
hkg,2012,89.45403
hkg,2013,88.19284
hkg,2014,88.27593
hkg,2015,88.66643
hkg,2016,90.65574
hkg,2017,93.28205
hkg,2018,95.76465
hnd,1983,23.23139
hnd,2013,38.68698
hnd,2014,37.95032
hnd,2015,37.41452
hnd,2016,39.35001
hnd,2017,40.95284
hrv,1999,81.26537
hrv,2000,81.55345
hrv,2001,82.02218
hrv,2002,83.00975
hrv,2003,84.43005
hrv,2005,87.44927
hrv,2008,92.08661
hrv,2009,94.74977
hrv,2010,92.22686
hrv,2011,92.99278
hrv,2012,92.78112
hrv,2013,91.97815
hrv,2014,91.13385
hrv,2015,90.52512
hrv,2016,90.35332
hrv,2017,90.81997
hun,1997,80.58419
hun,1998,80.94752
hun,1999,83.02343
hun,2000,84.71519
hun,2001,87.21919
hun,2002,89.00928
hun,2003,90.64579
hun,2004,90.40353
hun,2005,90.16458
hun,2006,90.18345
hun,2007,89.98774
hun,2008,89.90334
hun,2009,89.32099
hun,2010,89.13358
hun,2011,88.55383
hun,2012,89.06612
hun,2013,89.72077
hun,2014,89.69264
hun,2015,88.9433
hun,2016,89.13269
hun,2017,89.05489
idn,1972,20.24585
idn,1973,20.65378
idn,1974,21.07572
idn,1975,22.16401
idn,1976,23.14531
idn,1977,23.31611
idn,1978,24.58701
idn,1995,44.80908
idn,2001,49.89734
idn,2002,51.10473
idn,2003,53.81393
idn,2004,55.10898
idn,2005,53.66057
idn,2006,57.34547
idn,2007,64.63926
idn,2008,64.24349
idn,2009,65.22731
idn,2010,66.76686
idn,2011,72.74204
idn,2012,73.1072
idn,2013,76.34101
idn,2014,75.52886
idn,2015,75.28854
idn,2018,77.64231
ind,2013,60.94448
irl,1971,61.57229
irl,1972,64.00042
irl,1973,67.47904
irl,1974,70.68263
irl,1975,73.26056
irl,1976,74.99273
irl,1977,75.87551
irl,1978,76.16369
irl,1982,80.2448
irl,1991,76.11952
irl,1992,77.49013
irl,1995,80.87477
irl,1996,80.52582
irl,1997,79.77884
irl,1998,86.24669
irl,1999,87.82838
irl,2000,87.67056
irl,2001,87.6736
irl,2002,88.5078
irl,2003,89.32151
irl,2004,90.56761
irl,2005,90.98434
irl,2006,91.33237
irl,2007,92.95211
irl,2008,92.76846
irl,2009,94.17296
irl,2010,95.39837
irl,2012,97.33072
irn,2009,79.76176
irn,2010,78.47456
irn,2011,80.83173
irn,2012,82.92798
irn,2013,81.05833
irn,2014,79.82485
irn,2016,81.76598
irn,2017,82.33494
irq,1975,35.04555
irq,1976,35.7556
irq,1977,38.69145
irq,1978,46.87701
irq,1979,54.01859
irq,1980,58.26259
irq,1981,57.59019
irq,1982,58.59175
irq,1985,50.94654
irq,1987,50.41282
irq,1988,48.07603
irq,1989,46.65439
irq,1993,41.94431
irq,1999,36.71281
irq,2000,39.02664
irq,2003,40.54876
irq,2004,46.96191
irq,2007,49.797
isl,1998,84.93358
isl,1999,81.38731
isl,2000,79.55547
isl,2001,80.07134
isl,2002,83.54017
isl,2003,85.81672
isl,2004,88.42327
isl,2005,89.58415
isl,2006,90.01283
isl,2007,88.78155
isl,2008,88.06405
isl,2009,86.12349
isl,2010,87.23793
isl,2011,86.47609
isl,2012,86.76453
isl,2013,86.07908
