geo,time,dt_nfl_imfc_cd
ken,2005,66502460.1
ken,2006,-13556077.3
ken,2007,104529359.5
ken,2008,-10622677.2
ken,2009,191236978.5
ken,2010,-25513591.8
ken,2011,293020378.9
ken,2012,191087017.4
ken,2013,173665777.7
ken,2014,-58612199.2
ken,2015,-65954735
ken,2016,-67631907.4
ken,2017,-118911436.1
ken,2018,-146230597.6
ken,2019,-153745426
ken,2020,620048619.7
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,1995,0
kna,1996,0
kna,1997,0
kna,1998,0
kna,1999,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
lao,1978,6747890.8
lao,1979,5089394.8
lao,1980,4331674.9
lao,1981,57811.7
lao,1984,-1105238.4
lao,1985,-2171587.3
lao,1986,-2969334.5
lao,1987,-3319096.6
lao,1988,-3399564
lao,1989,5649465.5
lao,1990,-536268.8
lao,1991,11962473.7
lao,1992,8254469.4
lao,1993,8189842
lao,1994,8399046.8
lao,1995,16018993.4
lao,1996,5537108.1
lao,1997,3232435.5
lao,1998,-6361929.6
lao,1999,-8015654.9
lao,2000,-7733326.3
lao,2001,-3564659
lao,2002,2618222.1
lao,2003,-2688493.6
lao,2004,-7823544
lao,2005,-6065958
lao,2006,-3256224.8
lao,2007,-2979117.4
lao,2008,-4296493.5
lao,2009,-5589956.5
lao,2010,-5529979.5
lao,2011,-4999933.4
lao,2012,-3459950.2
lao,2013,-1382101.5
lbr,1977,3622985.2
lbr,1978,11167583.9
lbr,1979,11353265.3
lbr,1980,9662967
lbr,1981,128601.5
lbr,1982,-170056.4
lbr,1983,-867060.4
lbr,1984,-2464743.1
lbr,1994,-990987.3
lbr,1997,-50915.3
lbr,1998,-599695.7
lbr,1999,-600285.3
lbr,2000,-369321.4
lbr,2001,-243160.7
lbr,2008,302509185.8
lbr,2009,17645999.6
lbr,2010,13550280.8
lbr,2011,14001705.6
lbr,2012,18058954.4
lbr,2013,22522456.9
lbr,2014,57110803
lbr,2015,19366683.1
lbr,2016,38490720.5
lbr,2017,20473806.6
lbr,2018,-2970831.2
lbr,2019,9040353.8
lbr,2020,58174484.5
mar,1970,-4200000
mar,1971,-27635000
mar,1972,-30694000
mar,1975,-24000
mar,1976,166000000
mar,1978,70100000
mar,1979,-30000000
mar,1980,152400000
mar,1981,163400000
mar,1982,442400000
mar,1983,97400000
mar,1984,135800000
mar,1985,73040000
mar,1986,-286770000
mdg,1990,17400903.9
mdg,1991,17539304.7
mdg,1993,-3708818.5
mdg,1994,-5639462.3
mdg,1995,-13752240.6
mdg,1996,2804848.7
mdg,1997,895834.6
mdg,1998,-13911039.6
mdg,1999,6273596.8
mdg,2000,45050615.8
mdg,2001,28121340.2
mdg,2002,13056149
mdg,2003,12338814.8
mdg,2004,45451841.3
mdg,2005,6488477.3
mdg,2006,11559377.3
mdg,2007,12026693.7
mdg,2008,58990634.9
mdg,2009,0
mdg,2010,-1731933.4
mdg,2011,-3579264.8
mdg,2012,-7066547.4
mdg,2013,-10652554.6
mdg,2014,26857972.7
mdg,2015,26316135.1
mdg,2016,28943798.6
mdg,2017,118090486.9
mdg,2018,36159745
mdg,2019,82626042.3
mdg,2020,375740860
mng,2014,0
moz,1990,12422428.9
moz,1991,41740698.7
moz,1992,62725515.5
moz,1993,15332389.5
moz,1994,10568621.5
moz,1995,-14345480.4
moz,1996,-14368316.4
moz,1997,19568000.1
moz,1998,9676537
moz,1999,11517547.1
moz,2000,59619026
moz,2001,10485189.8
moz,2002,5921429.1
moz,2003,3127716.8
moz,2004,-6728336.8
moz,2005,-10503887.4
moz,2006,4767360.3
moz,2007,4990710.5
moz,2008,0
moz,2009,153322759
moz,2010,21421040.8
moz,2011,-1532619.1
moz,2012,-2227199.8
moz,2013,-2971670.7
moz,2014,-3209462.4
moz,2015,86905227.2
moz,2016,-32938826.8
moz,2017,-31958774.5
moz,2018,-32172204.1
moz,2019,73247176.1
moz,2020,288151762.4
mrt,1990,11506020.2
mrt,1992,10027912.5
mrt,1993,7100655.8
mrt,1994,18204379
mrt,1995,12618864.2
mrt,1996,10844834.1
mrt,1997,12145370.5
mrt,1998,-6899213.5
mrt,1999,-970848.7
mrt,2000,1967955.5
mrt,2001,17876764.9
mrt,2002,9980838.7
mrt,2003,-6789775.2
mrt,2004,-9354462.9
mrt,2005,-9589413.9
mrt,2006,-22951014.2
mrt,2007,12828881.6
mrt,2008,3050858.2
mrt,2009,0
mrt,2010,33692590.1
mrt,2011,34815051.8
mrt,2012,32743502.6
mrt,2013,13990344.9
mrt,2014,-3133480.8
mrt,2015,-4429628.6
mrt,2016,-10271142.4
mrt,2017,8751706.4
mrt,2018,26302759.3
mrt,2019,24406053.5
mrt,2020,164560237.2
mwi,1990,25252150.5
mwi,1991,20363986.8
mwi,1994,3995454.5
mwi,1995,1706892.2
mwi,1996,7316996.6
mwi,1997,-6386433.8
mwi,1998,690599.7
mwi,1999,-3294048.6
mwi,2000,-583000.2
mwi,2001,-3993691.2
mwi,2002,-7335424.4
mwi,2003,1412788
mwi,2004,-9455239.7
mwi,2005,-3294468.2
mwi,2006,3737375.1
mwi,2007,10226363.8
mwi,2008,96950898.2
mwi,2009,0
mwi,2010,21179943.4
mwi,2011,-775770.2
mwi,2012,35748236.4
mwi,2013,11653281.5
mwi,2014,-5540577.7
mwi,2015,-6058209.6
mwi,2016,50548088.2
mwi,2017,5255738.8
mwi,2018,2681961
mwi,2019,27168038.5
mwi,2020,168629386.4
ner,1990,9150510.5
ner,1992,-1898809.7
ner,1993,-4705842.7
ner,1994,-7239076.1
ner,1995,-10226180.6
ner,1996,2282206.1
ner,1997,17311212.5
ner,1998,19811664.9
ner,1999,-4147301.5
ner,2000,9380763.6
ner,2001,10087985
ner,2002,19568037.7
ner,2003,18443178
ner,2004,5839129.2
ner,2005,12081686.5
ner,2006,-105469018.2
ner,2007,11872073.6
ner,2008,11887281.6
ner,2009,5074767.4
ner,2010,4876880.3
ner,2011,-4632546.3
ner,2012,10804515.6
ner,2013,8818905.6
ner,2014,40925204.5
ner,2015,44117197.8
ner,2016,10260022
ner,2017,32424718.7
ner,2018,31745979.1
ner,2019,36041208.5
ner,2020,133370856.6
pak,1970,-28400000
pak,1971,-2789000
pak,1972,73958000
pak,1973,23059000
pak,1974,130763000
pak,1975,164617000
sdn,1978,37373897
sdn,1979,28187417.3
sdn,1980,23990814.7
sdn,1981,319733.9
sdn,1984,-3058373
sdn,1995,-4527436.7
sdn,1997,-7108881
sen,1990,28883844.2
sen,1991,58231696.1
sen,1992,-4794917
sen,1993,-11883300.1
sen,1994,-1138489.7
sen,1995,42305132.8
sen,1996,-9953438.1
sen,1997,2243026.7
sen,1998,9139253.1
sen,1999,-7836526.5
sen,2000,-1791208.8
sen,2001,7070755.8
sen,2002,-10845810.2
sen,2003,-27087762
sen,2004,-29358667.6
sen,2005,-28424021.6
sen,2006,20393708
sen,2007,0
sen,2008,38364936.7
sen,2009,99829466.4
sen,2010,48849677.9
sen,2011,-3279678.8
sen,2012,-5294564
sen,2013,-5287377.1
sen,2014,-17560865.3
sen,2015,-33793057.2
sen,2016,-35663341.5
sen,2017,-33656142.4
sen,2018,-34367050.8
sen,2019,-22355635.6
sen,2020,145762189
slb,1979,0
slb,1981,944000
slb,1982,1768000
slb,1983,1026000
slb,1984,-205000
slb,1985,-406000
slb,1986,91000
slb,1987,-5136576
slb,1988,-403269.8
slb,1989,-199981.1
slb,1990,-848526.6
slb,1991,-641848.8
slb,2010,9521819
slb,2011,9839036.4
slb,2012,227608.2
slb,2013,227299.2
slb,2014,-1129086.5
slb,2015,-2701709.6
slb,2016,-3441784.9
slb,2017,-3845425.7
slb,2018,-3477770
slb,2019,-2039364.5
slb,2020,9426885.5
sle,1992,-3262346.6
sle,1994,130237495.3
sle,1995,16295130.6
sle,1996,11416837.5
sle,1997,6957511.1
sle,1999,-12377637
sle,2000,-25212780.6
sle,2001,31969898.8
sle,2002,35441818.3
sle,2003,18181602.4
sle,2004,40236639.4
sle,2005,18237762.3
sle,2006,8919672.2
sle,2007,0
sle,2008,18020613
sle,2009,18795149.1
sle,2010,40688990.8
sle,2011,8842518.6
sle,2012,-279545.6
sle,2013,6509301.3
sle,2014,40565051.7
sle,2015,101989189.8
sle,2016,66829843.6
sle,2017,38140854.6
sle,2018,3626453.1
sle,2019,4688051.4
sle,2020,123942578.1
som,2020,291181683.5
tcd,1990,8308772.1
tcd,1993,-1709184.4
tcd,1994,-1752844.5
tcd,1995,5568261.5
tcd,1996,17764041.6
tcd,1997,5471334
tcd,1998,7055243
tcd,1999,8365707.3
tcd,2000,12910420.9
tcd,2001,15707415.3
tcd,2002,9864300.6
tcd,2003,-6081982.4
tcd,2004,-12887580.7
tcd,2005,-7175440.4
tcd,2006,-15588091.1
tcd,2007,-14834351.1
tcd,2008,-13970717.4
tcd,2009,-12688460.9
tcd,2010,-11139307.4
tcd,2011,-8009984.7
tcd,2012,-4093892.5
tcd,2013,-2867936.8
tcd,2014,18949808.8
tcd,2015,44362044.6
tcd,2016,61732499
tcd,2017,48605183
tcd,2018,148895566.3
tcd,2019,77484798.7
tcd,2020,182760659.7
wsm,1974,0
wsm,1975,1967000
wsm,1976,660000
wsm,1977,-280000
wsm,1978,874000
wsm,1979,610000
wsm,1980,-500000
wsm,1981,2200000
wsm,1982,-800000
wsm,1983,2000000
wsm,1984,2700000
wsm,1985,320000
wsm,1986,-1510000
wsm,1987,-2757181.6
wsm,1988,-3505758.4
wsm,1989,-1824186.4
wsm,1990,-787432.7
wsm,1991,-577527
wsm,1992,-222560.8
