geo,time,sh_sta_stnt_me_zs
tgo,2008,29.9
tgo,2009,29.3
tgo,2010,28.6
tgo,2011,27.9
tgo,2012,27.4
tgo,2013,26.9
tgo,2014,26.5
tgo,2015,26
tgo,2016,25.6
tgo,2017,25.2
tgo,2018,24.8
tgo,2019,24.3
tgo,2020,23.8
tha,2000,16.9
tha,2001,16.7
tha,2002,16.6
tha,2003,16.5
tha,2004,16.5
tha,2005,16.4
tha,2006,16.2
tha,2007,16
tha,2008,15.7
tha,2009,15.3
tha,2010,14.9
tha,2011,14.4
tha,2012,13.9
tha,2013,13.5
tha,2014,13.1
tha,2015,12.9
tha,2016,12.8
tha,2017,12.7
tha,2018,12.6
tha,2019,12.4
tha,2020,12.3
tjk,2000,41.6
tjk,2001,41.2
tjk,2002,40.6
tjk,2003,39.5
tjk,2004,38.3
tjk,2005,36.9
tjk,2006,35.4
tjk,2007,33.9
tjk,2008,32.4
tjk,2009,30.9
tjk,2010,29.5
tjk,2011,28.1
tjk,2012,26.5
tjk,2013,24.8
tjk,2014,23
tjk,2015,21.2
tjk,2016,19.6
tjk,2017,18.2
tjk,2018,17
tjk,2019,16
tjk,2020,15.3
tkm,2000,27.4
tkm,2001,26.4
tkm,2002,25
tkm,2003,23.6
tkm,2004,22
tkm,2005,20.4
tkm,2006,19
tkm,2007,17.8
tkm,2008,16.7
tkm,2009,15.6
tkm,2010,14.7
tkm,2011,13.8
tkm,2012,13
tkm,2013,12.1
tkm,2014,11.3
tkm,2015,10.4
tkm,2016,9.7
tkm,2017,9.1
tkm,2018,8.5
tkm,2019,8
tkm,2020,7.6
tls,2000,54.8
tls,2001,55.5
tls,2002,56.2
tls,2003,56.9
tls,2004,57.2
tls,2005,57.1
tls,2006,56.6
tls,2007,56.1
tls,2008,55.5
tls,2009,54.9
tls,2010,54.4
tls,2011,53.7
tls,2012,52.8
tls,2013,52.1
tls,2014,51.5
tls,2015,50.9
tls,2016,50.3
tls,2017,49.9
tls,2018,49.5
tls,2019,49.1
tls,2020,48.8
ton,2000,12.9
ton,2001,12.4
ton,2002,11.9
ton,2003,11.4
ton,2004,10.8
ton,2005,10.2
ton,2006,9.6
ton,2007,9.1
ton,2008,8.7
ton,2009,8.3
ton,2010,7.8
ton,2011,7.3
ton,2012,6.7
ton,2013,6.1
ton,2014,5.5
ton,2015,4.9
ton,2016,4.3
ton,2017,3.8
ton,2018,3.3
ton,2019,3
ton,2020,2.6
tto,2000,5.9
tto,2001,6
tto,2002,6.3
tto,2003,6.5
tto,2004,6.7
tto,2005,7
tto,2006,7.2
tto,2007,7.5
tto,2008,7.7
tto,2009,7.9
tto,2010,8.2
tto,2011,8.4
tto,2012,8.5
tto,2013,8.6
tto,2014,8.7
tto,2015,8.6
tto,2016,8.7
tto,2017,8.7
tto,2018,8.7
tto,2019,8.7
tto,2020,8.7
tun,2000,12.9
tun,2001,12.5
tun,2002,12.1
tun,2003,11.8
tun,2004,11.4
tun,2005,11.1
tun,2006,10.7
tun,2007,10.4
tun,2008,10.1
tun,2009,9.8
tun,2010,9.5
tun,2011,9.3
tun,2012,9.1
tun,2013,9
tun,2014,8.9
tun,2015,8.8
tun,2016,8.8
tun,2017,8.7
tun,2018,8.7
tun,2019,8.6
tun,2020,8.6
tuv,2000,12.1
tuv,2001,11.6
tuv,2002,11.2
tuv,2003,10.9
tuv,2004,10.6
tuv,2005,10.5
tuv,2006,10.4
tuv,2007,10.3
tuv,2008,10.2
tuv,2009,10.1
tuv,2010,10.1
tuv,2011,10
tuv,2012,10
tuv,2013,10
tuv,2014,9.9
tuv,2015,9.9
tuv,2016,9.9
tuv,2017,9.9
tuv,2018,9.8
tuv,2019,9.8
tuv,2020,9.7
tza,2000,47.7
tza,2001,46.8
tza,2002,45.9
tza,2003,45.1
tza,2004,44.3
tza,2005,43.6
tza,2006,43.1
tza,2007,42.6
tza,2008,42.1
tza,2009,41.4
tza,2010,40.6
tza,2011,39.5
tza,2012,38.3
tza,2013,37.1
tza,2014,36.1
tza,2015,35.3
tza,2016,34.8
tza,2017,34.2
tza,2018,33.6
tza,2019,32.8
tza,2020,32
uga,2000,44
uga,2001,43.3
uga,2002,42.5
uga,2003,41.8
uga,2004,41
uga,2005,40.2
uga,2006,39.5
uga,2007,38.7
uga,2008,37.8
uga,2009,36.9
uga,2010,36
uga,2011,35
uga,2012,34.1
uga,2013,32.9
uga,2014,31.8
uga,2015,30.7
uga,2016,29.9
uga,2017,29.3
uga,2018,28.8
uga,2019,28.4
uga,2020,27.9
ukr,2000,22.4
ukr,2001,22.2
ukr,2002,22
ukr,2003,21.7
ukr,2004,21.2
ukr,2005,20.8
ukr,2006,20.3
ukr,2007,19.8
ukr,2008,19.4
ukr,2009,19.3
ukr,2010,19.2
ukr,2011,19.5
ukr,2012,19.1
ukr,2013,18.6
ukr,2014,18.3
ukr,2015,18.9
ukr,2016,19.1
ukr,2017,18.9
ukr,2018,18.3
ukr,2019,17.5
ukr,2020,15.9
ury,2000,14.6
ury,2001,14.1
ury,2002,13.6
ury,2003,13.2
ury,2004,12.7
ury,2005,12.2
ury,2006,11.7
ury,2007,11.2
ury,2008,10.7
ury,2009,10.2
ury,2010,9.8
ury,2011,9.3
ury,2012,8.9
ury,2013,8.5
ury,2014,8.2
ury,2015,7.8
ury,2016,7.5
ury,2017,7.2
ury,2018,6.9
ury,2019,6.7
ury,2020,6.5
usa,2000,3.1
usa,2001,3
usa,2002,2.9
usa,2003,2.9
usa,2004,2.8
usa,2005,2.7
usa,2006,2.7
usa,2007,2.7
usa,2008,2.7
usa,2009,2.7
usa,2010,2.7
usa,2011,2.7
usa,2012,2.7
usa,2013,2.8
usa,2014,2.8
usa,2015,2.9
usa,2016,2.9
usa,2017,3
usa,2018,3.1
usa,2019,3.1
usa,2020,3.2
uzb,2000,29.5
uzb,2001,27.5
uzb,2002,25.6
uzb,2003,23.9
uzb,2004,22.4
uzb,2005,21
uzb,2006,19.8
uzb,2007,18.7
uzb,2008,17.7
uzb,2009,16.7
uzb,2010,15.8
uzb,2011,15
uzb,2012,14.2
uzb,2013,13.5
uzb,2014,12.8
uzb,2015,12.1
uzb,2016,11.5
uzb,2017,11.1
uzb,2018,10.7
uzb,2019,10.3
uzb,2020,9.9
ven,2000,17.8
ven,2001,17.4
ven,2002,17.1
ven,2003,17
ven,2004,16.9
ven,2005,16.7
ven,2006,16.1
ven,2007,15.5
ven,2008,14.8
ven,2009,14.2
ven,2010,13.6
ven,2011,13.1
ven,2012,12.5
ven,2013,12
ven,2014,11.6
ven,2015,11.2
ven,2016,10.9
ven,2017,10.8
ven,2018,10.7
ven,2019,10.6
ven,2020,10.6
vnm,2000,41.8
vnm,2001,39.8
vnm,2002,38
vnm,2003,36.1
vnm,2004,34.4
vnm,2005,32.9
vnm,2006,31.6
vnm,2007,30.4
vnm,2008,29.4
vnm,2009,28.5
vnm,2010,27.6
vnm,2011,26.8
vnm,2012,25.9
vnm,2013,25.7
vnm,2014,25
vnm,2015,24.4
vnm,2016,23.9
vnm,2017,23.6
vnm,2018,23
vnm,2019,22.7
vnm,2020,22.3
vut,2000,25.1
vut,2001,25.1
vut,2002,25.3
vut,2003,25.6
vut,2004,26
vut,2005,26.3
vut,2006,26.5
vut,2007,26.7
vut,2008,26.8
vut,2009,26.9
vut,2010,27
vut,2011,27.2
vut,2012,27.3
vut,2013,27.5
vut,2014,27.7
vut,2015,27.9
vut,2016,28.2
vut,2017,28.4
vut,2018,28.5
vut,2019,28.6
vut,2020,28.7
wsm,2000,6.1
wsm,2001,5.9
wsm,2002,5.7
wsm,2003,5.5
wsm,2004,5.5
wsm,2005,5.4
wsm,2006,5.4
wsm,2007,5.5
wsm,2008,5.6
wsm,2009,5.6
wsm,2010,5.6
wsm,2011,5.7
wsm,2012,5.7
wsm,2013,5.6
wsm,2014,5.7
wsm,2015,5.8
wsm,2016,5.9
wsm,2017,6.1
wsm,2018,6.4
wsm,2019,6.6
wsm,2020,6.8
yem,2000,55.2
yem,2001,55.4
yem,2002,55.6
yem,2003,55.6
yem,2004,55.4
yem,2005,55
yem,2006,54.4
yem,2007,53.6
yem,2008,52.6
yem,2009,51.5
yem,2010,50.1
yem,2011,48.8
yem,2012,47.4
yem,2013,46
yem,2014,44.5
yem,2015,43.1
yem,2016,41.7
yem,2017,40.5
yem,2018,39.3
yem,2019,38.2
yem,2020,37.2
zaf,2000,28.1
zaf,2001,28
zaf,2002,28
zaf,2003,28
zaf,2004,27.9
zaf,2005,27.6
zaf,2006,27
zaf,2007,26.2
zaf,2008,25.4
zaf,2009,24.7
zaf,2010,24.1
zaf,2011,23.8
zaf,2012,23.6
zaf,2013,23.4
zaf,2014,23.3
zaf,2015,23.1
zaf,2016,23
zaf,2017,22.9
zaf,2018,23
zaf,2019,23.1
zaf,2020,23.2
zmb,2000,54
zmb,2001,53.6
zmb,2002,52.9
zmb,2003,52
zmb,2004,51.1
zmb,2005,50.1
zmb,2006,49
zmb,2007,47.9
zmb,2008,46.7
zmb,2009,45.4
zmb,2010,44
zmb,2011,42.6
zmb,2012,41.3
zmb,2013,40.1
zmb,2014,38.9
zmb,2015,37.6
zmb,2016,36.2
zmb,2017,35
zmb,2018,33.8
zmb,2019,32.9
zmb,2020,32.3
zwe,2000,32.4
zwe,2001,33
zwe,2002,33.6
zwe,2003,34.1
zwe,2004,34.5
zwe,2005,34.6
zwe,2006,34.6
zwe,2007,34.4
zwe,2008,34.4
zwe,2009,34.2
zwe,2010,33.7
zwe,2011,32.8
zwe,2012,31.4
zwe,2013,29.7
zwe,2014,28.2
zwe,2015,26.8
zwe,2016,25.8
zwe,2017,24.9
zwe,2018,24.2
zwe,2019,23.5
zwe,2020,23
