geo,time,iq_sci_prdc
bih,2016,76.6668
bih,2017,66.6667
bih,2018,73.3334
bih,2019,73.3334
bih,2020,60
blr,2004,80
blr,2005,80
blr,2006,80
blr,2007,80
blr,2008,80
blr,2009,83.33333
blr,2010,86.66667
blr,2011,86.66667
blr,2012,90
blr,2013,90
blr,2014,93.33333
blr,2015,93.3333
blr,2016,93.3333
blr,2017,93.3333
blr,2018,93.3333
blr,2019,90
blr,2020,90
blz,2005,90
blz,2006,86.66667
blz,2007,86.66667
blz,2008,83.33333
blz,2009,86.66667
blz,2010,83.33333
blz,2011,80
blz,2012,76.66667
blz,2013,73.33333
blz,2014,86.66667
blz,2015,83.3334
blz,2016,86.6667
blz,2017,86.6667
blz,2018,90
blz,2019,90
blz,2020,76.6667
bol,2004,96.66667
bol,2005,100
bol,2006,93.33333
bol,2007,93.33333
bol,2008,90
bol,2009,90
bol,2010,90
bol,2011,90
bol,2012,93.33333
bol,2013,86.66667
bol,2014,90
bol,2015,96.6667
bol,2016,76.6667
bol,2017,93.3333
bol,2018,100
bol,2019,100
bol,2020,100
bra,2004,80
bra,2005,80
bra,2006,90
bra,2007,93.33333
bra,2008,90
bra,2009,90
bra,2010,80
bra,2011,83.33333
bra,2012,76.66667
bra,2013,76.66667
bra,2014,76.66667
bra,2015,66.6667
bra,2016,80
bra,2017,83.3333
bra,2018,83.3333
bra,2019,83.3333
bra,2020,73.3333
btn,2005,73.33333
btn,2006,66.66667
btn,2007,73.33333
btn,2008,70
btn,2009,70
btn,2010,76.66667
btn,2011,83.33333
btn,2012,83.33333
btn,2013,86.66667
btn,2014,96.66667
btn,2015,86.6667
btn,2016,86.6667
btn,2017,76.6668
btn,2018,90.0001
btn,2019,90.0001
btn,2020,80.0001
bwa,2004,86.66667
bwa,2005,86.66667
bwa,2006,86.66667
bwa,2007,86.66667
bwa,2008,83.33333
bwa,2009,83.33333
bwa,2010,80
bwa,2011,80
bwa,2012,80
bwa,2013,73.33333
bwa,2014,63.33333
bwa,2015,66.6666
bwa,2016,66.6665
bwa,2017,69.9999
bwa,2018,73.3333
bwa,2019,73.3333
bwa,2020,70
caf,2004,70
caf,2005,70
caf,2006,70
caf,2007,73.33333
caf,2008,73.33333
caf,2009,66.66667
caf,2010,76.66667
caf,2011,80
caf,2012,83.33333
caf,2013,83.33333
caf,2014,86.66667
caf,2015,86.6668
caf,2016,83.3334
caf,2017,76.6666
caf,2018,76.6666
caf,2019,76.6666
caf,2020,79.9999
chl,2004,93.33333
chl,2005,93.33333
chl,2006,93.33333
chl,2007,93.33333
chl,2008,96.66667
chl,2009,96.66667
chl,2010,93.33333
chl,2011,93.33333
chl,2012,93.33333
chl,2013,96.66667
chl,2014,96.66667
chl,2015,96.6667
chl,2016,96.6667
chl,2017,100
chl,2018,100
chl,2019,100
chl,2020,100
chn,2004,73.33333
chn,2005,73.33333
chn,2006,73.33333
chn,2007,73.33333
chn,2008,73.33333
chn,2009,76.66667
chn,2010,76.66667
chn,2011,76.66667
chn,2012,90
chn,2013,90
chn,2014,80
chn,2015,80
chn,2016,80
chn,2017,86.6667
chn,2018,80
chn,2019,80
chn,2020,80
civ,2004,90
civ,2005,90
civ,2006,86.66667
civ,2007,83.33333
civ,2008,80
civ,2009,73.33333
civ,2010,76.66667
civ,2011,83.33333
civ,2012,80
civ,2013,80
civ,2014,80
civ,2015,86.6667
civ,2016,83.3333
civ,2017,90
civ,2018,90.0001
civ,2019,90.0001
civ,2020,93.3334
cmr,2004,83.33333
cmr,2005,80
cmr,2006,80
cmr,2007,80
cmr,2008,90
cmr,2009,90
cmr,2010,90
cmr,2011,93.33333
cmr,2012,90
cmr,2013,90
cmr,2014,90
cmr,2015,86.6667
cmr,2016,86.6667
cmr,2017,90.0001
cmr,2018,90.0001
cmr,2019,90.0001
cmr,2020,90.0001
cod,2004,46.66667
cod,2005,53.33333
cod,2006,53.33333
cod,2007,53.33333
cod,2008,53.33333
cod,2009,53.33333
cod,2010,56.66667
cod,2011,70
cod,2012,70
cod,2013,80
cod,2014,90
cod,2015,93.3333
cod,2016,93.3334
cod,2017,90.0001
cod,2018,86.6667
cod,2019,83.3333
cod,2020,79.9999
cog,2004,56.66667
cog,2005,63.33333
cog,2006,63.33333
cog,2007,66.66667
cog,2008,66.66667
cog,2009,73.33333
cog,2010,73.33333
cog,2011,70
cog,2012,70
cog,2013,66.66667
cog,2014,73.33333
cog,2015,80.0001
cog,2016,70.0001
cog,2017,76.6667
cog,2018,76.6667
cog,2019,66.6667
cog,2020,66.6667
col,2004,90
col,2005,86.66667
col,2006,86.66667
col,2007,86.66667
col,2008,86.66667
col,2009,86.66667
col,2010,93.33333
col,2011,93.33333
col,2012,93.33333
col,2013,93.33333
col,2014,93.33333
col,2015,83.3333
col,2016,96.6667
col,2017,96.6667
col,2018,96.6667
col,2019,93.3333
col,2020,96.6667
com,2005,80
com,2006,76.66667
com,2007,76.66667
com,2008,80
com,2009,80
com,2010,70
com,2011,70
com,2012,63.33333
com,2013,60
com,2014,50
com,2015,56.6665
com,2016,53.3332
com,2017,69.9999
com,2018,66.6665
com,2019,73.3333
com,2020,69.9999
cpv,2005,76.66667
cpv,2006,80
cpv,2007,83.33333
cpv,2008,80
cpv,2009,80
cpv,2010,80
cpv,2011,80
cpv,2012,76.66667
cpv,2013,76.66667
cpv,2014,76.66667
cpv,2015,80
cpv,2016,76.6666
cpv,2017,83.3333
cpv,2018,83.3333
cpv,2019,83.3333
cpv,2020,86.6667
cri,2004,96.66667
cri,2005,96.66667
cri,2006,96.66667
cri,2007,93.33333
cri,2008,90
cri,2009,90
cri,2010,90
cri,2011,90
cri,2012,93.33333
cri,2013,93.33333
cri,2014,93.33333
cri,2015,93.3333
cri,2016,93.3333
cri,2017,93.3333
cri,2018,93.3333
cri,2019,93.3333
cri,2020,93.3333
dji,2005,70
dji,2006,76.66667
dji,2007,80
dji,2008,80
dji,2009,80
dji,2010,83.33333
dji,2011,83.33333
dji,2012,80
dji,2013,80
dji,2014,76.66667
dji,2015,80
dji,2016,80.0001
dji,2017,83.3335
dji,2018,83.3334
dji,2019,86.6667
dji,2020,83.3333
dma,2005,70
dma,2006,70
dma,2007,70
dma,2008,70
dma,2009,70
dma,2010,70
dma,2011,70
dma,2012,70
dma,2013,70
dma,2014,66.66667
dma,2015,56.6667
dma,2016,53.3333
dma,2017,53.3333
dma,2018,63.3333
dma,2019,60
dma,2020,60
dom,2004,93.33333
dom,2005,90
dom,2006,93.33333
dom,2007,90
dom,2008,93.33333
dom,2009,93.33333
dom,2010,93.33333
dom,2011,93.33333
dom,2012,93.33333
dom,2013,96.66667
dom,2014,96.66667
dom,2015,96.6667
dom,2016,100
dom,2017,100
dom,2018,100
dom,2019,100
dom,2020,96.6667
dza,2004,73.33333
dza,2005,80
dza,2006,80
dza,2007,80
dza,2008,76.66667
dza,2009,73.33333
dza,2010,76.66667
dza,2011,76.66667
dza,2012,76.66667
dza,2013,73.33333
dza,2014,76.66667
dza,2015,80.0001
dza,2016,76.6667
dza,2017,83.3333
dza,2018,80
dza,2019,76.6666
dza,2020,69.9999
ecu,2004,86.66667
ecu,2005,90
ecu,2006,90
ecu,2007,90
ecu,2008,93.33333
ecu,2009,93.33333
ecu,2010,86.66667
ecu,2011,86.66667
ecu,2012,83.33333
ecu,2013,80
ecu,2014,80
ecu,2015,86.6668
ecu,2016,93.3334
ecu,2017,96.6667
ecu,2018,100
ecu,2019,100
ecu,2020,96.6667
egy,2004,93.33333
egy,2005,93.33333
egy,2006,93.33333
egy,2007,93.33333
egy,2008,90
egy,2009,93.33333
egy,2010,86.66667
egy,2011,86.66667
egy,2012,90
egy,2013,90
egy,2014,90
egy,2015,93.3334
egy,2016,83.3333
egy,2017,90
egy,2018,90
egy,2019,86.6668
egy,2020,86.6668
eri,2004,73.33333
eri,2005,80
eri,2006,86.66667
eri,2007,83.33333
eri,2008,83.33333
eri,2009,76.66667
eri,2010,76.66667
eri,2011,76.66667
eri,2012,76.66667
eri,2013,73.33333
eri,2014,73.33333
eri,2015,63.3334
eri,2016,66.6667
eri,2017,66.6666
eri,2018,63.3333
eri,2019,63.3333
eri,2020,63.3333
est,2016,73.3334
eth,2004,80
eth,2005,83.33333
eth,2006,83.33333
eth,2007,83.33333
eth,2008,86.66667
eth,2009,90
eth,2010,90
eth,2011,90
eth,2012,86.66667
eth,2013,90
eth,2014,63.33333
eth,2015,76.6667
eth,2016,80.0001
eth,2017,90.0001
eth,2018,86.6667
eth,2019,83.3333
eth,2020,83.3333
fji,2005,80
fji,2006,83.33333
fji,2007,76.66667
fji,2008,80
fji,2009,80
fji,2010,80
fji,2011,80
fji,2012,80
fji,2013,83.33333
fji,2014,83.33333
fji,2015,83.3334
fji,2016,66.6666
fji,2017,80
fji,2018,66.6667
fji,2019,63.3334
fji,2020,70
fsm,2005,50
fsm,2006,53.33333
fsm,2007,53.33333
fsm,2008,53.33333
fsm,2009,53.33333
fsm,2010,53.33333
fsm,2011,53.33333
fsm,2012,53.33333
fsm,2013,53.33333
fsm,2014,50
fsm,2015,46.6667
fsm,2016,46.6667
fsm,2017,56.6667
fsm,2018,56.6667
fsm,2019,53.3333
fsm,2020,50
gab,2004,63.33333
gab,2005,63.33333
gab,2006,60
gab,2007,60
gab,2008,60
gab,2009,63.33333
gab,2010,60
gab,2011,60
gab,2012,60
gab,2013,56.66667
gab,2014,56.66667
gab,2015,59.9999
gab,2016,59.9999
gab,2017,59.9999
gab,2018,59.9999
gab,2019,59.9999
gab,2020,59.9999
geo,2004,90
geo,2005,96.66667
geo,2006,96.66667
geo,2007,96.66667
geo,2008,96.66667
geo,2009,96.66667
geo,2010,96.66667
geo,2011,96.66667
geo,2012,93.33333
geo,2013,86.66667
geo,2014,86.66667
geo,2015,86.6667
geo,2016,86.6667
geo,2017,90.0001
geo,2018,93.3334
geo,2019,93.3333
geo,2020,93.3333
gha,2004,83.33333
gha,2005,90
gha,2006,86.66667
gha,2007,86.66667
gha,2008,86.66667
gha,2009,86.66667
gha,2010,96.66667
gha,2011,96.66667
gha,2012,86.66667
gha,2013,86.66667
gha,2014,86.66667
gha,2015,86.6667
gha,2016,86.6667
gha,2017,96.6667
gha,2018,93.3334
gha,2019,93.3334
gha,2020,93.3334
gin,2004,90
gin,2005,86.66667
gin,2006,83.33333
gin,2007,93.33333
gin,2008,86.66667
gin,2009,93.33333
gin,2010,93.33333
gin,2011,96.66667
gin,2012,93.33333
gin,2013,86.66667
gin,2014,86.66667
gin,2015,90
gin,2016,86.6667
gin,2017,86.6667
gin,2018,86.6667
gin,2019,86.6667
gin,2020,83.3333
gmb,2004,70
gmb,2005,73.33333
gmb,2006,73.33333
gmb,2007,76.66667
gmb,2008,76.66667
gmb,2009,76.66667
gmb,2010,83.33333
gmb,2011,83.33333
gmb,2012,83.33333
gmb,2013,80
gmb,2014,80
gmb,2015,76.6667
gmb,2016,83.3333
gmb,2017,80
gmb,2018,86.6667
gmb,2019,83.3334
gmb,2020,80.0001
gnb,2004,73.33333
gnb,2005,70
gnb,2006,73.33333
gnb,2007,63.33333
gnb,2008,63.33333
gnb,2009,60
gnb,2010,66.66667
gnb,2011,66.66667
gnb,2012,73.33333
gnb,2013,70
gnb,2014,70
gnb,2015,73.3333
gnb,2016,66.6666
gnb,2017,73.3333
gnb,2018,73.3333
gnb,2019,73.3333
gnb,2020,66.6667
gnq,2005,73.33333
gnq,2006,70
gnq,2007,70
gnq,2008,70
gnq,2009,66.66667
gnq,2010,66.66667
gnq,2011,66.66667
gnq,2012,66.66667
gnq,2013,63.33333
gnq,2014,53.33333
gnq,2015,66.6667
gnq,2016,66.6667
gnq,2017,66.6667
gnq,2018,59.9999
gnq,2019,59.9999
gnq,2020,59.9999
grd,2005,56.66667
grd,2006,60
grd,2007,60
grd,2008,60
grd,2009,60
grd,2010,60
grd,2011,63.33333
grd,2012,63.33333
grd,2013,63.33333
grd,2014,63.33333
grd,2015,63.3334
grd,2016,63.3334
grd,2017,60
grd,2018,60
grd,2019,63.3333
grd,2020,63.3333
gtm,2004,90
gtm,2005,93.33333
gtm,2006,100
gtm,2007,100
gtm,2008,100
gtm,2009,96.66667
gtm,2010,96.66667
gtm,2011,96.66667
gtm,2012,96.66667
gtm,2013,90
gtm,2014,86.66667
gtm,2015,96.6667
gtm,2016,93.3333
gtm,2017,96.6667
gtm,2018,93.3334
gtm,2019,93.3334
gtm,2020,90
guy,2005,86.66667
guy,2006,86.66667
guy,2007,83.33333
guy,2008,80
guy,2009,86.66667
guy,2010,90
guy,2011,86.66667
guy,2012,86.66667
guy,2013,86.66667
guy,2014,86.66667
guy,2015,80.0001
guy,2016,83.3334
guy,2017,76.6666
guy,2018,76.6666
guy,2019,70
guy,2020,66.6667
hnd,2004,66.66667
hnd,2005,70
hnd,2006,66.66667
hnd,2007,70
hnd,2008,70
hnd,2009,70
hnd,2010,76.66667
hnd,2011,76.66667
hnd,2012,76.66667
hnd,2013,76.66667
hnd,2014,90
hnd,2015,90.0001
hnd,2016,93.3334
hnd,2017,93.3334
hnd,2018,90.0001
hnd,2019,90.0001
hnd,2020,80
hrv,2004,96.66667
hrv,2005,96.66667
hrv,2006,93.33333
hrv,2007,93.33333
hrv,2008,90
hrv,2009,86.66667
hrv,2010,83.33333
hrv,2011,90
hrv,2012,90
hrv,2013,83.33333
hrv,2014,80
hrv,2015,70.0001
hrv,2016,73.3334
hrv,2017,90
hrv,2018,90
hrv,2019,83.3334
hrv,2020,90
hti,2004,63.33333
hti,2005,66.66667
hti,2006,66.66667
hti,2007,66.66667
hti,2008,63.33333
hti,2009,60
hti,2010,66.66667
hti,2011,66.66667
hti,2012,66.66667
hti,2013,63.33333
hti,2014,63.33333
hti,2015,63.3334
hti,2016,66.6667
hti,2017,70
hti,2018,70
hti,2019,70
hti,2020,70
hun,2004,90
hun,2005,90
hun,2006,90
hun,2007,90
hun,2008,90
hun,2009,90
hun,2010,90
hun,2011,90
hun,2012,86.66667
hun,2013,86.66667
hun,2014,76.66667
hun,2015,76.6667
hun,2016,76.6667
idn,2004,90
idn,2005,93.33333
idn,2006,96.66667
idn,2007,100
idn,2008,100
idn,2009,100
idn,2010,100
idn,2011,100
idn,2012,100
idn,2013,100
idn,2014,100
idn,2015,93.3334
idn,2016,100
idn,2017,100
idn,2018,96.6667
idn,2019,96.6667
idn,2020,86.6667
ind,2004,76.66667
ind,2005,83.33333
ind,2006,80
ind,2007,66.66667
ind,2008,70
ind,2009,66.66667
ind,2010,73.33333
ind,2011,70
ind,2012,66.66667
ind,2013,70
ind,2014,83.33333
ind,2015,73.3334
ind,2016,73.3334
ind,2017,93.3334
ind,2018,83.3334
ind,2019,86.6667
ind,2020,80.0001
irn,2004,83.33333
irn,2005,86.66667
irn,2006,90
irn,2007,90
irn,2008,90
irn,2009,93.33333
irn,2010,93.33333
irn,2011,86.66667
irn,2012,80
irn,2013,80
irn,2014,80
irn,2015,80
irn,2016,86.6667
irn,2017,86.6667
irn,2018,90
irn,2019,86.6667
irn,2020,86.6667
irq,2004,56.66667
irq,2005,60
irq,2006,60
irq,2007,56.66667
irq,2008,63.33333
irq,2009,63.33333
irq,2010,63.33333
irq,2011,70
irq,2012,70
irq,2013,70
irq,2014,60
irq,2015,66.6667
irq,2016,60
irq,2017,66.6667
irq,2018,63.3334
irq,2019,63.3334
irq,2020,60
jam,2004,90
jam,2005,93.33333
jam,2006,90
jam,2007,90
jam,2008,83.33333
jam,2009,83.33333
jam,2010,83.33333
jam,2011,83.33333
jam,2012,86.66667
jam,2013,86.66667
jam,2014,76.66667
jam,2015,73.3334
jam,2016,73.3333
jam,2017,73.3333
jam,2018,76.6666
jam,2019,83.3334
jam,2020,83.3334
jor,2004,66.66667
jor,2005,63.33333
jor,2006,73.33333
jor,2007,73.33333
jor,2008,80
jor,2009,83.33333
jor,2010,80
jor,2011,73.33333
jor,2012,76.66667
jor,2013,73.33333
jor,2014,73.33333
jor,2015,73.3334
jor,2016,73.3334
jor,2017,86.6668
jor,2018,86.6668
jor,2019,86.6668
jor,2020,73.3335
kaz,2004,90
kaz,2005,93.33333
kaz,2006,96.66667
kaz,2007,96.66667
kaz,2008,96.66667
kaz,2009,93.33333
kaz,2010,96.66667
kaz,2011,96.66667
kaz,2012,93.33333
kaz,2013,93.33333
kaz,2014,86.66667
kaz,2015,90
kaz,2016,96.6667
kaz,2017,96.6667
kaz,2018,100
kaz,2019,100
kaz,2020,96.6667
ken,2004,83.33333
ken,2005,86.66667
ken,2006,86.66667
ken,2007,86.66667
ken,2008,83.33333
ken,2009,86.66667
ken,2010,86.66667
ken,2011,83.33333
ken,2012,73.33333
ken,2013,76.66667
ken,2014,73.33333
ken,2015,73.3333
ken,2016,76.6666
ken,2017,73.3333
ken,2018,76.6667
ken,2019,73.3334
ken,2020,73.3334
kgz,2004,83.33333
kgz,2005,93.33333
kgz,2006,90
kgz,2007,93.33333
kgz,2008,93.33333
kgz,2009,93.33333
kgz,2010,96.66667
kgz,2011,93.33333
kgz,2012,93.33333
kgz,2013,93.33333
kgz,2014,90
kgz,2015,96.6667
kgz,2016,96.6667
kgz,2017,100
kgz,2018,100
kgz,2019,100
kgz,2020,100
khm,2004,83.33333
khm,2005,83.33333
khm,2006,83.33333
khm,2007,86.66667
khm,2008,86.66667
khm,2009,93.33333
khm,2010,90
khm,2011,90
khm,2012,93.33333
khm,2013,90
khm,2014,90
khm,2015,90
khm,2016,90
khm,2017,80
khm,2018,80
khm,2019,80
khm,2020,80
kir,2005,66.66667
kir,2006,70
kir,2007,70
kir,2008,66.66667
kir,2009,70
kir,2010,70
kir,2011,63.33333
kir,2012,63.33333
kir,2013,56.66667
kir,2014,56.66667
kir,2015,53.3333
kir,2016,59.9999
kir,2017,59.9999
kir,2018,59.9999
kir,2019,59.9999
kir,2020,56.6666
kna,2005,63.33333
kna,2006,70
kna,2007,70
kna,2008,63.33333
kna,2009,63.33333
kna,2010,63.33333
kna,2011,63.33333
kna,2012,63.33333
kna,2013,70
kna,2014,66.66667
kna,2015,70
kna,2016,70
kna,2017,70
kna,2018,70
kna,2019,63.3334
kna,2020,58.3334
kos,2013,10
kos,2014,10
kos,2015,10
kos,2016,20
kos,2017,20
kos,2018,20
kos,2019,20
kos,2020,23.3333
lao,2004,86.66667
lao,2005,90
lao,2006,90
lao,2007,86.66667
lao,2008,83.33333
lao,2009,83.33333
lao,2010,90
lao,2011,86.66667
lao,2012,90
lao,2013,86.66667
lao,2014,90
lao,2015,93.3334
lao,2016,83.3334
lao,2017,93.3334
lao,2018,93.3334
lao,2019,93.3334
lao,2020,96.6667
lbn,2004,76.66667
lbn,2005,76.66667
lbn,2006,76.66667
lbn,2007,76.66667
lbn,2008,83.33333
lbn,2009,83.33333
lbn,2010,80
lbn,2011,80
lbn,2012,80
lbn,2013,80
lbn,2014,66.66667
lbn,2015,76.6666
lbn,2016,70
lbn,2017,79.9999
lbn,2018,53.3333
lbn,2019,53.3333
lbn,2020,53.3333
lbr,2004,50
lbr,2005,60
lbr,2006,60
lbr,2007,56.66667
lbr,2008,56.66667
lbr,2009,56.66667
lbr,2010,60
lbr,2011,70
lbr,2012,70
lbr,2013,73.33333
lbr,2014,70
lbr,2015,73.3333
lbr,2016,73.3333
lbr,2017,80.0001
lbr,2018,83.3333
lbr,2019,83.3333
lbr,2020,83.3333
lby,2004,46.66667
lby,2005,46.66667
lby,2006,46.66667
lby,2007,53.33333
lby,2008,53.33333
lby,2009,46.66667
lby,2010,41.66667
lby,2011,36.66667
lby,2012,40
lby,2013,33.33333
lby,2014,36.66667
lby,2015,36.6666
lby,2016,36.6666
lby,2017,36.6666
lby,2018,63.3333
lby,2019,63.3333
lby,2020,66.6667
lca,2005,70
lca,2006,70
lca,2007,73.33333
lca,2008,73.33333
lca,2009,70
lca,2010,70
lca,2011,70
lca,2012,70
lca,2013,70
lca,2014,70
lca,2015,53.3333
lca,2016,53.3333
lca,2017,53.3333
lca,2018,63.3332
lca,2019,66.6666
lca,2020,70
lka,2004,76.66667
lka,2005,80
lka,2006,80
lka,2007,73.33333
lka,2008,73.33333
lka,2009,66.66667
lka,2010,70
lka,2011,80
lka,2012,86.66667
lka,2013,86.66667
lka,2014,86.66667
lka,2015,90
lka,2016,90
lka,2017,90
lka,2018,93.3334
lka,2019,93.3334
lka,2020,90.0001
lso,2004,93.33333
lso,2005,93.33333
lso,2006,90
lso,2007,83.33333
lso,2008,83.33333
lso,2009,86.66667
lso,2010,86.66667
lso,2011,86.66667
lso,2012,86.66667
lso,2013,90
lso,2014,86.66667
lso,2015,86.6668
lso,2016,83.3334
lso,2017,86.6667
lso,2018,86.6667
lso,2019,83.3334
lso,2020,83.3334
ltu,2016,80
lva,2016,90
mar,2004,90
mar,2005,86.66667
mar,2006,86.66667
mar,2007,86.66667
mar,2008,90
mar,2009,86.66667
mar,2010,83.33333
mar,2011,86.66667
mar,2012,86.66667
mar,2013,86.66667
mar,2014,86.66667
mar,2015,83.3334
mar,2016,83.3334
mar,2017,79.9999
mar,2018,80
mar,2019,80
mar,2020,80
mda,2004,83.33333
mda,2005,90
mda,2006,90
mda,2007,90
mda,2008,90
mda,2009,93.33333
mda,2010,93.33333
mda,2011,93.33333
mda,2012,93.33333
mda,2013,93.33333
mda,2014,93.33333
mda,2015,96.6667
mda,2016,96.6667
mda,2017,96.6667
mda,2018,96.6667
mda,2019,93.3333
mda,2020,93.3333
mdg,2004,90
mdg,2005,90
mdg,2006,86.66667
mdg,2007,86.66667
mdg,2008,93.33333
mdg,2009,93.33333
mdg,2010,93.33333
mdg,2011,90
mdg,2012,83.33333
mdg,2013,90
mdg,2014,86.66667
mdg,2015,86.6667
mdg,2016,86.6667
mdg,2017,90
mdg,2018,83.3334
mdg,2019,76.6668
mdg,2020,83.3335
mdv,2005,73.33333
mdv,2006,73.33333
mdv,2007,73.33333
mdv,2008,76.66667
mdv,2009,73.33333
mdv,2010,76.66667
mdv,2011,70
mdv,2012,73.33333
mdv,2013,76.66667
mdv,2014,70
mdv,2015,56.6666
mdv,2016,60
mdv,2017,56.6666
mdv,2018,59.9999
mdv,2019,63.3333
mdv,2020,70
mex,2004,83.33333
mex,2005,86.66667
mex,2006,86.66667
mex,2007,90
mex,2008,90
mex,2009,90
mex,2010,96.66667
mex,2011,96.66667
mex,2012,93.33333
mex,2013,93.33333
mex,2014,96.66667
mex,2015,96.6667
mex,2016,96.6667
mex,2017,90.0001
mex,2018,100
mex,2019,100
mex,2020,90
mhl,2005,56.66667
mhl,2006,56.66667
mhl,2007,60
mhl,2008,63.33333
mhl,2009,63.33333
mhl,2010,63.33333
mhl,2011,70
mhl,2012,60
mhl,2013,60
mhl,2014,60
mhl,2015,53.3333
mhl,2016,46.6667
mhl,2017,56.6666
mhl,2018,56.6666
mhl,2019,56.6666
mhl,2020,56.6666
mkd,2004,80
mkd,2005,83.33333
mkd,2006,83.33333
mkd,2007,83.33333
mkd,2008,83.33333
mkd,2009,86.66667
mkd,2010,86.66667
mkd,2011,86.66667
mkd,2012,80
mkd,2013,80
mkd,2014,93.33333
mkd,2015,80
mkd,2016,73.3333
mkd,2017,93.3334
mkd,2018,90.0001
mkd,2019,86.6667
mkd,2020,76.6667
