geo,time,gc_rev_gotr_zs
mys,2008,29.34795
mys,2009,32.86379
mys,2010,31.40418
mys,2011,27.25395
mys,2012,27.06385
mys,2013,26.91004
mys,2014,25.57301
mys,2015,24.48685
mys,2016,20.27949
mys,2017,19.39486
mys,2018,25.25844
mys,2019,31.7112
nam,1990,17.24378
nam,1991,15.42311
nam,1992,16.15965
nam,1993,10.29502
nam,1994,14.06062
nam,1995,11.37323
nam,1996,11.75297
nam,1997,9.55949
nam,1998,10.28522
nam,1999,9.03864
nam,2000,9.07506
nam,2001,9.35977
nam,2002,12.10865
nam,2003,11.25806
nam,2004,8.54538
nam,2005,9.04299
nam,2006,10.43339
nam,2007,7.90886
nam,2008,9.95083
nam,2009,7.75037
nam,2010,8.41736
nam,2011,9.69978
nam,2012,7.36972
nam,2013,8.56625
nam,2014,6.52947
nam,2015,6.53441
nam,2016,6.9473
nam,2017,9.86787
nam,2018,12.08419
nam,2019,12.71448
ner,1976,14.90569
ner,1977,17.78504
ner,1978,16.87706
ner,1979,16.57794
ner,1980,15.27444
nic,1990,20.33734
nic,1991,42.56063
nic,1992,22.10392
nic,1993,31.47945
nic,1994,24.14522
nic,1995,31.16892
nic,1996,27.53211
nic,1997,19.51268
nic,1998,17.49319
nic,1999,29.06234
nic,2000,26.67907
nic,2001,25.02939
nic,2002,23.26759
nic,2003,22.9572
nic,2004,22.95111
nic,2005,21.71992
nic,2006,23.31054
nic,2007,22.48487
nic,2008,19.64221
nic,2009,17.68272
nic,2010,15.86119
nic,2011,15.57513
nic,2012,14.91816
nic,2013,12.66782
nic,2014,12.23819
nic,2015,12.02088
nic,2016,12.68792
nic,2017,11.54953
nic,2018,10.97026
nic,2019,10.48928
nld,1973,5.07641
nld,1974,6.66592
nld,1975,8.25299
nld,1976,10.06779
nld,1977,9.9391
nld,1978,9.80447
nld,1979,9.69411
nld,1980,11.01995
nld,1981,13.19967
nld,1982,13.52461
nld,1983,13.29885
nld,1984,14.99734
nld,1985,15.89605
nld,1986,15.44164
nld,1987,10.92843
nld,1988,9.09721
nld,1989,8.99553
nld,1990,8.97642
nld,1991,8.5401
nld,1992,8.70297
nld,1993,8.34507
nld,1994,7.89078
nld,1995,7.59276
nld,1996,7.99475
nld,1997,7.18013
nld,1998,6.78437
nld,1999,5.77964
nld,2000,6.25494
nld,2001,7.79241
nld,2002,6.76291
nld,2003,7.0699
nld,2004,7.6781
nld,2005,7.87973
nld,2006,8.5403
nld,2007,8.14841
nld,2008,10.09535
nld,2009,9.99868
nld,2010,9.69595
nld,2011,9.51435
nld,2012,10.21893
nld,2013,10.86541
nld,2014,8.70211
nld,2015,7.10252
nld,2016,5.69528
nld,2017,5.39597
nld,2018,5.29465
nld,2019,4.35298
nor,1972,9.91908
nor,1973,10.14986
nor,1974,10.35228
nor,1975,9.97075
nor,1976,10.63019
nor,1977,8.30005
nor,1978,9.90107
nor,1979,10.08139
nor,1980,10.12137
nor,1981,10.46625
nor,1982,11.57544
nor,1983,16.61131
nor,1984,15.44209
nor,1985,15.46536
nor,1986,17.6716
nor,1987,18.72146
nor,1988,21.87566
nor,1989,23.72248
nor,1990,25.36606
nor,1991,23.41534
nor,1992,22.26909
nor,1993,22.41073
nor,1994,21.41007
nor,1995,21.50113
nor,1996,21.9382
nor,1997,21.49986
nor,1998,17.08827
nor,1999,18.70272
nor,2000,25.14136
nor,2001,24.3734
nor,2002,21.2916
nor,2003,22.60922
nor,2004,22.51592
nor,2005,23.65372
nor,2006,26.25239
nor,2007,26.58454
nor,2008,28.67496
nor,2009,25.29676
nor,2010,23.08421
nor,2011,24.36436
nor,2012,25.25824
nor,2013,25.44303
nor,2014,27.32913
nor,2015,28.37815
nor,2016,27.83174
nor,2017,27.92122
nor,2018,28.56938
npl,1990,31.49663
npl,1991,34.82624
npl,1992,32.37484
npl,1993,35.39456
npl,1994,27.42779
npl,1995,27.17524
npl,1996,30.93299
npl,1997,30.63972
npl,1998,29.32235
npl,1999,26.22791
npl,2000,27.95393
npl,2001,26.5298
npl,2002,28.4123
npl,2003,34.49973
npl,2004,32.21181
npl,2005,34.38359
npl,2006,31.71595
npl,2007,30.39616
npl,2008,29.41936
npl,2009,29.49749
npl,2010,26.1107
npl,2011,28.33246
npl,2012,25.72846
npl,2013,21.66746
npl,2014,22.78406
npl,2015,20.90397
npl,2016,19.65119
npl,2017,15.754
npl,2018,17.90498
npl,2019,14.49815
nru,2014,80.02804
nru,2015,82.92533
nru,2016,75.33424
nru,2017,77.60755
nru,2018,74.4391
nzl,1972,10.04204
nzl,1973,8.72049
nzl,1974,8.13842
nzl,1975,8.86728
nzl,1976,10.0304
nzl,1977,10.07767
nzl,1978,11.43768
nzl,1979,11.56383
nzl,1980,10.26553
nzl,1981,9.57218
nzl,1982,9.65727
nzl,1983,10.59687
nzl,1984,12.50822
nzl,1985,15.17968
nzl,1986,15.42404
nzl,1987,18.41848
nzl,1988,15.00204
nzl,2001,13.6974
nzl,2002,15.55021
nzl,2003,14.84406
nzl,2004,15.13859
nzl,2005,16.02765
nzl,2006,13.55361
nzl,2007,14.50219
nzl,2008,13.1729
nzl,2009,13.39001
nzl,2010,15.66282
nzl,2011,20.57957
nzl,2012,15.17241
nzl,2013,14.68537
nzl,2014,14.75399
nzl,2015,13.64513
nzl,2016,13.7924
nzl,2017,13.09526
nzl,2018,12.43336
nzl,2019,12.31105
pan,2014,25.25379
pan,2015,24.41824
pan,2016,21.51418
pan,2017,28.75199
pan,2018,28.22566
per,1972,13.46154
per,1973,11.53846
per,1974,11.9403
per,1975,11.23596
per,1976,11.40351
per,1977,10.06289
per,1978,7.22433
per,1979,10.16334
per,1980,7.65456
per,1981,9.25804
per,1982,9.49698
per,1983,10.08561
per,1984,16.71551
per,1985,11.44727
per,1986,9.71654
per,1987,6.73853
per,1988,7.44417
per,1989,4.45393
per,1990,6.55803
per,1991,7.38478
per,1992,8.63559
per,1993,8.47148
per,1994,12.64679
per,1995,11.16578
per,1996,13.66003
per,1997,12.87601
per,1998,14.84787
per,1999,17.1967
per,2000,20.4447
per,2001,15.37743
per,2002,16.022
per,2003,13.35361
per,2004,11.62173
per,2005,15.09402
per,2006,13.803
per,2007,14.37738
per,2008,13.24463
per,2009,13.8801
per,2010,14.78265
per,2011,14.63051
per,2012,14.04244
per,2013,14.25557
per,2014,13.58135
per,2015,13.68325
per,2016,13.39779
per,2017,15.21231
per,2018,13.88296
per,2019,15.49783
phl,1990,14.15799
phl,1991,15.85185
phl,1992,13.34144
phl,1993,11.03785
phl,1994,11.40946
phl,1995,8.23722
phl,1996,9.11463
phl,1997,10.86686
phl,1998,9.59488
phl,1999,8.98825
phl,2000,11.27168
phl,2001,13.8247
phl,2002,12.5212
phl,2003,14.23451
phl,2004,14.6607
phl,2005,13.48823
phl,2006,11.84545
phl,2007,10.93713
phl,2008,10.5363
phl,2009,12.59925
phl,2010,9.46282
phl,2011,11.58278
phl,2012,10.85329
phl,2013,10.36974
phl,2014,9.84749
phl,2015,11.29984
phl,2016,9.80787
phl,2017,8.96428
phl,2018,9.48014
phl,2019,9.84421
plw,2008,61.21582
plw,2009,61.59794
plw,2010,63.55868
plw,2011,60.21658
plw,2012,58.9768
plw,2013,54.96376
plw,2014,55.89381
plw,2015,50.76446
plw,2016,52.5955
plw,2017,50.29064
plw,2018,52.29135
plw,2019,54.04687
png,1990,37.84688
png,1991,46.90144
png,1992,30.27473
png,1993,25.70698
png,1994,18.90107
png,1995,23.09401
png,1996,16.31561
png,1997,19.54964
png,1998,20.19786
png,1999,22.44096
png,2000,32.98898
png,2001,9.30777
png,2002,7.97397
png,2014,13.83495
png,2015,16.77217
png,2016,19.68423
png,2017,20.68281
png,2018,25.62827
png,2019,21.25877
pol,1984,5.19889
pol,1985,4.16924
pol,1986,7.96124
pol,1987,6.55261
pol,1988,5.38545
pol,1994,10.26797
prt,1975,7.628
prt,1976,5.88697
prt,1977,7.40741
prt,1978,8.14167
prt,1979,9.76407
prt,1980,7.8598
prt,1981,7.02051
prt,1982,6.25212
prt,1983,8.78984
prt,1984,7.55195
prt,1985,6.90103
prt,1986,11.76912
prt,1987,13.20427
prt,1988,10.20552
prt,1989,17.62212
prt,1990,16.89161
prt,2010,12.00599
prt,2011,11.65512
prt,2012,15.01802
prt,2013,13.29965
prt,2014,12.83044
prt,2015,11.7783
prt,2016,11.39831
prt,2017,10.51431
prt,2018,10.59796
prt,2019,10.76885
pry,2005,28.13036
pry,2006,28.29362
pry,2007,28.35929
pry,2008,25.78292
pry,2009,26.25483
pry,2010,23.41796
pry,2011,23.97993
pry,2012,24.91789
pry,2013,20.73669
pry,2014,19.95666
pry,2015,24.35043
pry,2016,27.90959
pry,2017,22.40285
pry,2018,21.74873
pry,2019,22.38372
rou,1972,85.79105
rou,1973,85.79134
rou,1974,86.59041
rou,1975,86.14377
rou,1976,84.05923
rou,1977,83.60744
rou,1978,81.85156
rou,1979,83.14437
rou,1980,77.70459
rou,1981,74.32412
rou,1982,71.73224
rou,1983,68.66447
rou,1984,72.4046
rou,1985,77.70727
rou,1986,78.27118
rou,1987,78.48954
rou,1988,75.42848
rou,1989,75.44069
rou,1990,10.15371
rou,1991,8.09072
rou,1992,8.41601
rou,1993,6.98418
rou,1994,11.76181
rou,2019,10.85437
rus,1998,1.96852
rus,1999,14.70667
rus,2000,15.62513
rus,2001,16.39949
rus,2002,19.92015
rus,2003,21.34977
rus,2004,23.66477
rus,2005,28.74356
rus,2006,24.44087
rus,2007,27.92846
rus,2008,38.08371
rus,2009,27.48436
rus,2010,30.84438
rus,2011,33.66329
rus,2012,29.68692
rus,2013,26.59492
rus,2014,25.23572
rus,2015,44.03759
rus,2016,43.29477
rus,2017,43.57731
rus,2018,43.26668
rus,2019,44.47725
rwa,1973,8.10252
rwa,1974,8.31107
rwa,1975,15.88822
rwa,1976,5.58519
rwa,1977,5.18212
rwa,1978,8.061
rwa,1979,6.45135
rwa,1980,13.98044
rwa,1989,28.32342
rwa,1990,30.00172
rwa,1991,41.24264
rwa,1992,36.04595
rwa,2014,45.9146
rwa,2015,42.51683
rwa,2016,35.54476
rwa,2017,35.92498
rwa,2018,34.82246
rwa,2019,33.97346
sau,2010,93.23676
sau,2011,94.74734
sau,2012,94.37979
sau,2013,93.35872
sau,2014,92.44276
sau,2015,86.64749
sau,2016,84.21654
sau,2017,87.36046
sau,2018,70.93678
sau,2019,76.26522
sdn,1998,13.6577
sdn,1999,20.52924
sdn,2009,56.68376
sdn,2010,51.66145
sdn,2011,67.55693
sdn,2012,29.77567
sdn,2013,29.66323
sdn,2014,31.33012
sdn,2015,23.00284
sdn,2016,18.33104
sen,2015,21.67099
sen,2016,20.13245
sen,2017,29.01393
sen,2018,27.9707
sgp,1972,32.02026
sgp,1973,27.77256
sgp,1974,25.28025
sgp,1975,27.68595
sgp,1976,28.18671
sgp,1977,29.7457
sgp,1978,30.34565
sgp,1979,30.61183
sgp,1980,30.9348
sgp,1981,30.39631
sgp,1982,29.00376
sgp,1983,34.70508
sgp,1984,35.63008
sgp,1985,40.56464
sgp,1986,49.97599
sgp,1987,53.98934
sgp,1988,45.7347
sgp,1989,38.77785
sgp,1990,42.62534
sgp,1991,40.13756
sgp,1992,39.46168
sgp,1993,43.22121
sgp,1994,36.06742
sgp,1995,38.41664
sgp,1996,43.10154
sgp,1997,42.92305
sgp,1998,47.86336
sgp,1999,47.30226
sgp,2000,42.15389
sgp,2001,40.0965
sgp,2002,40.09972
sgp,2003,35.92871
sgp,2004,38.21403
sgp,2005,36.30344
sgp,2006,33.89486
sgp,2007,33.40128
sgp,2008,32.62584
sgp,2009,24.03812
sgp,2010,23.79894
sgp,2011,23.00246
sgp,2012,22.29318
sgp,2013,23.01904
sgp,2014,24.77314
sgp,2015,26.98953
sgp,2016,27.92936
sgp,2017,30.70281
sgp,2018,28.45408
sgp,2019,37.07661
slb,2011,23.35485
slb,2012,23.00219
slb,2013,41.33846
slb,2014,39.01143
slb,2015,39.10371
slb,2016,33.86164
slb,2017,35.01859
slb,2018,29.68178
slb,2019,34.76941
slb,2020,44.52293
slv,1998,20.27855
slv,1999,15.57401
slv,2000,31.01431
slv,2001,24.08177
slv,2002,18.73563
slv,2003,12.5
slv,2004,15.98155
slv,2005,9.70655
slv,2006,14.08316
slv,2007,17.87715
slv,2008,20.87704
slv,2009,16.96744
slv,2010,17.28473
slv,2011,26.16174
slv,2012,18.46043
slv,2013,15.38235
slv,2014,15.64199
slv,2015,15.76183
slv,2016,16.79272
slv,2017,19.57547
slv,2018,18.99571
slv,2019,16.01797
smr,1995,19.96238
smr,2002,28.40362
smr,2003,29.01977
smr,2004,35.42264
smr,2005,30.50118
smr,2006,28.27863
smr,2007,24.01559
smr,2008,24.47339
smr,2009,26.28463
smr,2010,26.7132
smr,2011,28.88964
smr,2012,29.69169
smr,2013,27.25633
smr,2014,27.53844
smr,2015,27.22804
smr,2016,29.39886
smr,2017,27.18914
smr,2018,24.2609
smr,2019,27.70176
som,2017,42.59191
som,2018,35.10226
som,2019,54.68045
srb,2007,6.97513
srb,2008,6.70704
srb,2009,7.33412
srb,2010,8.00154
srb,2011,8.30474
srb,2012,8.08459
srb,2013,12.88713
srb,2014,12.58484
srb,2015,13.44399
srb,2016,12.73428
srb,2017,12.0796
srb,2018,11.88533
srb,2019,11.94968
svn,1992,5.42674
svn,1993,4.63497
svn,1994,2.53182
swe,1972,11.77975
swe,1973,13.21986
swe,1974,13.15224
swe,1975,12.77209
swe,1976,12.04427
swe,1977,12.05513
swe,1978,13.07468
swe,1979,14.10218
swe,1980,14.52209
swe,1981,13.66061
swe,1982,15.81041
swe,1983,16.1064
swe,1984,15.09477
swe,1985,15.59368
swe,1986,15.80426
swe,1987,14.48516
swe,1988,13.12395
swe,1989,13.30777
swe,1990,12.79289
swe,1991,15.25479
swe,1992,16.17158
swe,1993,17.68757
swe,1994,18.31689
swe,1995,13.01366
swe,1996,12.34892
swe,1997,10.51217
swe,1998,10.79501
swe,1999,9.03072
swe,2000,8.4035
swe,2001,8.27309
swe,2002,8.31361
swe,2003,8.3839
swe,2004,8.04099
swe,2005,9.36824
swe,2006,8.85564
swe,2007,9.99113
swe,2008,10.52828
swe,2009,9.9898
swe,2010,9.42897
swe,2011,9.57478
swe,2012,9.39546
swe,2013,9.32833
swe,2014,8.16613
swe,2015,7.94432
swe,2016,7.87587
swe,2017,7.29674
swe,2018,7.64795
swe,2019,7.92089
syc,1985,23.23394
syc,1986,21.14353
syc,1987,24.66685
syc,1988,24.08416
syc,1989,22.03904
syc,1993,20.39034
syc,1994,19.48866
syc,1995,21.19601
syc,1996,26.34074
syc,1997,24.9528
syc,1998,28.92975
syc,1999,26.32727
syc,2000,21.27614
syc,2005,34.61823
syc,2006,39.5529
syc,2007,24.78232
syc,2008,35.35071
syc,2009,22.79233
syc,2010,17.17465
syc,2011,13.88396
syc,2012,18.8974
syc,2013,17.78538
syc,2014,13.18935
syc,2015,14.50017
syc,2016,15.91257
syc,2017,11.45819
syc,2018,11.56995
tgo,2004,7.91621
tgo,2005,5.23136
tgo,2006,14.38917
tgo,2007,12.43327
tgo,2008,15.47199
tgo,2009,27.96867
tgo,2010,31.30742
tgo,2011,27.36336
tgo,2012,21.21678
tgo,2013,24.95776
tgo,2014,16.33252
tgo,2015,16.68858
tgo,2016,17.4279
tgo,2017,20.64172
tgo,2018,29.363
tgo,2019,25.4894
tha,1972,15.01041
tha,1973,14.40964
tha,1974,6.96973
tha,1975,12.57171
tha,1976,11.81807
tha,1977,10.08624
tha,1978,9.92212
tha,1979,9.81722
tha,1980,9.97265
tha,1981,12.66026
tha,1982,11.85223
tha,1983,10.75231
tha,1984,11.299
tha,1985,13.15971
tha,1986,13.04177
tha,1987,12.81815
tha,1988,10.09593
tha,1989,10.42114
tha,1990,10.09809
tha,1991,9.29499
tha,1992,11.17583
tha,1993,11.14503
tha,1994,10.47734
tha,1995,10.19458
tha,1996,10.06456
tha,1997,11.63282
tha,1998,13.21504
tha,1999,14.75248
tha,2000,13.16435
tha,2001,19.39348
tha,2002,13.89109
tha,2003,17.10916
tha,2004,14.13211
tha,2005,13.5017
tha,2006,11.97426
tha,2007,12.36269
tha,2008,13.69751
tha,2009,13.83515
tha,2010,15.0377
tha,2011,13.13258
tha,2012,14.11649
tha,2013,13.64784
tha,2014,14.96721
tha,2015,16.35137
tha,2016,17.50664
tha,2017,17.58091
tha,2018,18.5173
tha,2019,18.71854
tjk,1998,5.40301
tjk,1999,4.48178
tjk,2000,7.43838
tjk,2001,8.75689
tjk,2003,15.49533
tjk,2004,17.9105
tls,2010,63.52468
tls,2011,63.37369
tls,2012,58.92615
tls,2013,64.68827
tls,2014,61.2458
tls,2015,64.46171
tls,2016,73.77643
tls,2017,67.46166
tls,2018,68.28268
tls,2019,69.75752
tto,1976,20.79043
tto,1977,17.15988
tto,1978,20.02854
tto,1979,20.17627
tto,1980,16.48411
tto,1981,16.77082
tto,2001,13.26046
tto,2002,15.71223
tto,2003,11.89732
tto,2004,11.12366
tto,2005,9.91398
tto,2006,9.40257
tto,2007,10.61279
tto,2008,8.66068
tto,2009,15.51662
tto,2010,14.48945
tto,2011,10.62963
tto,2012,10.83031
tto,2013,14.3369
tto,2014,17.76319
tto,2015,24.2046
tto,2016,26.78683
tto,2017,26.78683
tto,2018,22.87436
tun,1972,21.02857
tun,1973,18.29019
tun,1974,24.41256
tun,1975,21.26858
tun,1976,18.22439
tun,1977,17.17412
tun,1978,18.06279
tun,1979,22.62343
tun,1980,25.15701
tun,1981,23.69309
tun,1982,25.07243
tun,1983,21.10715
tun,1984,27.6715
tun,1985,26.6072
tun,1986,25.76634
tun,1987,25.69422
tun,1988,27.41479
tun,1989,26.44644
tun,1990,23.41737
tun,1991,18.14873
tun,1992,19.64657
tun,1993,20.0877
tun,1994,21.0669
tun,1995,17.42069
tun,1996,16.68425
tun,1997,13.8345
tun,1998,12.71095
tun,1999,11.33996
tun,2000,10.48281
tun,2001,10.25437
tun,2002,11.97342
tun,2003,11.949
tun,2004,12.33048
tun,2005,10.80814
tun,2006,12.01784
tun,2007,11.37545
tun,2008,13.25812
tun,2009,10.58916
tun,2010,9.6768
tun,2011,11.44838
tun,2012,9.08591
tur,1972,17.51055
tur,1973,12.14165
tur,1974,8.79888
tur,1975,12.77574
tur,1976,6.81976
tur,1977,5.832
tur,1978,10.36376
tur,1979,18.38132
tur,1980,20.66011
tur,1981,16.42536
tur,1983,15.86943
tur,1984,12.38984
tur,1985,17.40068
tur,1986,14.61689
tur,1987,12.65536
tur,1988,18.54297
tur,1989,18.03972
tur,1990,17.86108
tur,1991,20.09682
tur,1992,20.00936
tur,1993,25.59357
tur,1994,21.16942
tur,1995,22.50289
tur,1996,17.17303
tur,1997,12.94425
tur,1998,14.81432
tur,2008,17.58449
tur,2009,18.15446
tur,2010,16.99642
tur,2011,17.32185
tur,2012,19.01849
tur,2013,17.73129
tur,2014,17.11725
tur,2015,15.86406
tur,2016,16.60341
tur,2017,15.80273
tur,2018,19.17134
tur,2019,22.47777
tur,2020,19.46591
tza,2009,37.07746
tza,2010,37.07746
tza,2011,33.02627
tza,2012,28.71616
tza,2013,31.51206
tza,2014,18.9524
tza,2015,26.2188
tza,2016,11.3344
tza,2017,18.38167
tza,2018,21.55131
uga,2015,12.43441
uga,2016,11.84696
uga,2017,11.0938
uga,2018,9.58748
uga,2019,15.68609
ukr,1999,6.61276
ukr,2000,18.5842
ukr,2001,22.35446
ukr,2002,21.07851
ukr,2003,19.48595
ukr,2004,19.70146
ukr,2005,16.33936
ukr,2006,15.98097
ukr,2007,15.70444
ukr,2008,17.42312
ukr,2009,18.31124
ukr,2010,19.55415
ukr,2011,15.80386
ukr,2012,16.89496
ukr,2013,15.6671
ukr,2014,25.58232
ukr,2015,16.66439
ukr,2016,19.67138
ukr,2017,19.98101
ukr,2018,17.57346
ukr,2019,18.39263
ury,1972,12.63538
ury,1973,10.54545
ury,1974,5.83058
ury,1975,4.49438
ury,1976,2.72206
ury,1977,3.7694
ury,1978,4.86745
ury,1979,4.9496
ury,1980,5.53552
ury,1981,6.735
ury,1982,8.77584
ury,1983,9.82849
ury,1984,7.1475
ury,1985,4.35879
ury,1986,4.71394
ury,1987,6.4594
ury,1988,6.19552
ury,1989,5.12153
ury,1990,5.09063
ury,1991,4.14057
ury,1992,5.19431
ury,1993,5.85816
ury,1994,6.79601
ury,1995,7.51931
ury,1996,6.65489
ury,1997,7.412
ury,1998,7.146
ury,1999,10.01616
ury,2000,11.5221
ury,2001,12.60843
ury,2002,13.76482
ury,2003,11.46245
ury,2004,11.56593
ury,2005,11.57511
ury,2006,10.02567
ury,2007,9.76046
ury,2008,9.1894
ury,2009,6.26873
ury,2010,7.16163
ury,2011,6.00706
ury,2012,4.91647
ury,2013,6.39906
ury,2014,5.87743
ury,2015,5.19444
ury,2016,5.24061
ury,2017,5.97417
ury,2018,8.53652
ury,2019,9.30427
usa,1972,5.71322
usa,1973,7.85439
usa,1974,7.91369
usa,1975,7.26606
usa,1976,6.98901
usa,1977,6.98069
usa,1978,6.57993
usa,1979,7.73607
usa,1980,8.23991
usa,1981,9.09361
usa,1982,9.42375
usa,1983,11.12625
usa,1984,10.20715
usa,1985,10.16615
usa,1986,9.53625
usa,1987,8.75338
usa,1988,8.12408
usa,1989,7.96809
usa,1990,7.18378
usa,1991,10.66655
usa,1992,7.4582
usa,1993,7.90654
usa,1994,6.74283
usa,1995,7.38441
usa,1996,6.31883
usa,1997,6.33778
usa,1998,5.65764
usa,1999,5.59769
usa,2000,5.70484
usa,2001,4.23869
usa,2002,4.4016
usa,2003,4.39371
usa,2004,4.10754
usa,2005,3.9611
usa,2006,4.14901
usa,2007,4.46059
usa,2008,4.80811
usa,2009,7.71346
usa,2010,8.52852
usa,2011,7.8789
usa,2012,7.29505
usa,2013,9.8144
usa,2014,7.89942
usa,2015,7.00704
usa,2016,6.63147
usa,2017,6.25333
usa,2018,6.11497
usa,2019,5.1389
usa,2020,5.05011
uzb,2011,26.70699
uzb,2012,28.49014
uzb,2013,13.07827
uzb,2014,10.87985
uzb,2015,6.75107
uzb,2016,7.46881
uzb,2017,8.55305
uzb,2018,13.39178
uzb,2019,15.61506
vct,1990,29.98819
vct,1991,29.05941
vct,1992,22.40926
vct,1993,17.1875
vct,1994,15.28926
vct,1995,14.06788
vct,1996,13.7806
vct,1997,17.71497
vct,1998,20.12557
vct,1999,17.40662
vct,2000,15.76092
vct,2001,16.81674
vct,2002,12.67065
vct,2003,15.55235
vct,2004,15.33796
vct,2005,11.66602
vct,2006,9.12373
vct,2007,13.15366
vct,2008,16.22364
vct,2009,20.39158
vct,2010,15.35981
vct,2011,17.35573
vct,2012,13.74957
vct,2013,13.91036
vct,2014,18.50486
vct,2015,11.99824
vct,2016,13.40611
vct,2017,11.27452
vut,1990,17.6439
vut,1995,18.73985
vut,1996,14.62531
vut,1997,7.84851
vut,1998,11.13109
vut,1999,11.85835
vut,2009,38.25444
vut,2010,37.0282
vut,2011,35.06313
vut,2012,23.51219
vut,2013,19.3153
vut,2014,24.16001
vut,2015,49.88323
vut,2016,51.73458
vut,2017,49.91017
vut,2018,53.61567
vut,2019,57.91967
wsm,2012,29.0229
wsm,2013,24.17314
wsm,2014,29.15504
wsm,2015,24.76994
wsm,2016,23.92846
wsm,2017,25.01324
wsm,2018,27.79091
wsm,2019,29.09171
zaf,1972,12.86798
zaf,1973,12.40143
zaf,1974,13.3946
zaf,1975,12.49165
zaf,1976,11.81586
zaf,1977,10.08027
zaf,1978,11.76865
zaf,1979,11.74285
zaf,1980,12.81428
zaf,1981,11.86229
zaf,1982,10.67764
zaf,1983,10.31534
zaf,1984,8.4838
zaf,1985,8.58411
zaf,1986,9.20621
zaf,1987,7.21614
zaf,1988,6.89706
zaf,1989,7.48227
zaf,1990,8.30394
zaf,1991,7.11112
zaf,1992,9.02264
zaf,1993,8.10449
zaf,1994,7.04567
zaf,1995,6.05188
zaf,1996,6.82245
zaf,1997,5.98928
zaf,1998,5.29472
zaf,1999,8.13609
zaf,2000,7.38495
zaf,2001,8.09773
zaf,2002,6.50087
zaf,2003,7.64623
zaf,2004,7.97452
zaf,2005,8.81626
zaf,2006,7.5017
zaf,2007,7.17916
zaf,2008,7.75595
zaf,2009,9.43572
zaf,2010,8.99195
zaf,2011,8.96436
zaf,2012,8.1072
zaf,2013,9.9369
zaf,2014,12.74066
zaf,2015,12.08877
zaf,2016,11.43403
zaf,2017,14.05428
zaf,2018,13.45137
zaf,2019,16.05156
zmb,1990,5.81544
zmb,1991,13.59662
zmb,1992,25.64238
zmb,1993,26.15234
zmb,1994,10.02818
zmb,1995,14.87766
zmb,1996,9.17596
zmb,1997,4.43158
zmb,1998,30.30521
zmb,1999,25.27109
zmb,2001,5.58987
zmb,2002,1.87582
zmb,2003,28.38306
zmb,2004,28.17946
zmb,2005,30.99882
zmb,2006,22.80633
zmb,2007,34.94094
zmb,2008,25.43745
zmb,2009,29.00016
zmb,2010,22.62007
zmb,2011,30.11905
zmb,2012,18.66977
zmb,2013,18.94006
zmb,2014,15.82849
zmb,2015,27.5224
zmb,2016,32.63636
zmb,2017,23.23238
zmb,2018,18.77075
zmb,2019,19.59586
zwe,2009,5.78713
zwe,2010,10.1051
zwe,2011,13.13527
zwe,2012,12.48831
zwe,2015,6.91728
zwe,2016,6.20864
zwe,2017,5.01126
zwe,2018,8.27842
