geo,time,gc_rev_gotr_zs
bel,2015,3.78232
bel,2016,4.12642
bel,2017,3.89846
bel,2018,4.6529
bel,2019,3.84583
ben,1977,38.44469
ben,1978,28.03941
ben,1979,32.88447
bfa,2002,30.30707
bfa,2003,37.71361
bfa,2004,30.66487
bfa,2005,32.02762
bfa,2006,35.04581
bfa,2007,37.32338
bfa,2008,29.50063
bfa,2009,35.89551
bfa,2010,35.72622
bfa,2011,33.57732
bfa,2012,30.20716
bfa,2013,31.14703
bfa,2014,28.79767
bfa,2015,27.29113
bfa,2016,23.76462
bfa,2017,19.58982
bfa,2018,20.59912
bfa,2019,21.93726
bgd,2001,28.1602
bgd,2002,29.58924
bgd,2003,27.93979
bgd,2004,22.23321
bgd,2005,23.81223
bgd,2006,22.57547
bgd,2007,23.96816
bgd,2008,22.68025
bgd,2009,24.19227
bgd,2010,22.79894
bgd,2011,19.05124
bgd,2012,21.42758
bgd,2013,23.62111
bgd,2014,23.6065
bgd,2015,15.04839
bgd,2016,15.18918
bgr,1990,28.38005
bgr,1991,15.63277
bgr,1992,23.05409
bgr,1993,24.63044
bgr,1994,23.36053
bhr,1974,52
bhr,1975,52.4031
bhr,1976,71.50509
bhr,1977,76.79341
bhr,1978,76.67032
bhr,1979,77.1607
bhr,1980,88.62464
bhr,1981,88.31532
bhr,1982,86.37676
bhr,1983,80.1631
bhr,1984,80.26769
bhr,1985,81.08607
bhr,1986,76.48978
bhr,1987,75.7971
bhr,1988,74.40567
bhr,1989,73.95644
bhr,1990,75.73247
bhr,1991,74.69452
bhr,1992,73.39175
bhr,1993,73.08716
bhr,1994,69.87928
bhr,1995,70.07818
bhr,1996,71.59306
bhr,1997,77.25
bhr,1998,63.16549
bhr,1999,70.68017
bhr,2000,80.79122
bhr,2001,78.63672
bhr,2002,82.26577
bhr,2003,83.16737
bhr,2004,80.4608
bhs,1990,11.92053
bhs,1991,13.53169
bhs,1992,10.23386
bhs,1993,10.44214
bhs,1994,10.58592
bhs,1995,9.91973
bhs,1996,10.26688
bhs,1997,9.59858
bhs,1998,10.35211
bhs,1999,8.64487
bhs,2000,7.97088
bhs,2001,10.81022
bhs,2002,9.95917
bhs,2003,8.56731
bhs,2004,9.60334
bhs,2005,10.95063
bhs,2006,10.68608
bhs,2007,9.72931
bhs,2008,10.69589
bhs,2009,14.6828
bhs,2010,15.98662
bhs,2011,9.76572
bhs,2012,15.06615
bhs,2013,10.84548
bhs,2014,14.4943
bhs,2015,13.18492
bhs,2016,15.59005
bhs,2017,11.0756
bhs,2018,10.11961
bhs,2019,9.37961
bih,2005,11.40647
bih,2006,10.09598
bih,2007,11.6175
bih,2008,9.78878
bih,2009,10.92134
bih,2010,9.9219
bih,2011,8.6537
bih,2012,9.43097
bih,2013,9.20241
bih,2014,11.13347
bih,2015,9.48149
bih,2016,8.64936
bih,2017,8.93475
bih,2018,9.00307
bih,2019,8.23216
blr,1992,3.05085
blr,1993,3.23097
blr,1994,1.55634
blr,1995,2.5888
blr,1996,7.39889
blr,1997,4.45169
blr,1998,6.95069
blr,1999,7.64942
blr,2000,6.58681
blr,2001,6.57019
blr,2002,5.7883
blr,2003,3.71365
blr,2004,7.49712
blr,2005,6.92705
blr,2006,8.64544
blr,2007,7.68477
blr,2008,6.09187
blr,2009,12.75931
blr,2010,8.93632
blr,2011,14.89514
blr,2012,14.64767
blr,2013,13.89531
blr,2014,16.97533
blr,2015,19.92563
blr,2016,23.64767
blr,2017,28.92146
blr,2018,25.60717
blr,2019,25.53339
blz,1990,20.61128
blz,1991,18.6676
blz,1992,17.94143
blz,1993,13.34484
blz,1994,13.50531
blz,1995,10.70124
blz,1996,13.38545
blz,1997,13.1354
blz,1998,15.26618
blz,1999,27.25571
blz,2000,18.06515
blz,2001,14.3076
blz,2002,11.33015
blz,2003,12.99828
blz,2004,11.54089
blz,2005,13.93948
blz,2006,14.54356
blz,2007,19.09156
blz,2008,21.06207
blz,2009,14.99302
blz,2010,14.85932
blz,2011,18.86182
blz,2012,12.55766
blz,2013,20.06694
blz,2014,14.559
blz,2015,12.94673
blz,2016,11.77134
blz,2017,12.74939
bol,1985,6.32258
bol,1986,25.96723
bol,1987,30.42407
bol,1988,43.26034
bol,1989,40.74477
bol,1990,42.69949
bol,1991,43.82069
bol,1992,41.69092
bol,1993,49.72979
bol,1994,41.88499
bol,1995,39.36244
bol,1996,27.24221
bol,1997,20.54699
bol,1998,20.82016
bol,1999,29.70797
bol,2000,28.69435
bol,2001,30.18948
bol,2002,31.62738
bol,2003,33.0033
bol,2004,30.65535
bol,2005,30.22623
bol,2006,52.10754
bol,2007,27.77145
bra,2010,19.31499
bra,2011,17.09789
bra,2012,20.26811
bra,2013,18.45599
bra,2014,16.94841
bra,2015,21.80188
bra,2016,22.52554
bra,2017,17.26385
bra,2018,18.95655
bra,2019,21.03513
brb,2003,5.83848
brb,2004,4.36187
brb,2005,4.43653
brb,2006,4.02755
brb,2007,4.17116
brb,2008,7.16866
brb,2009,12.78797
brb,2010,7.07912
brb,2011,6.93662
brb,2012,7.01573
brb,2013,6.70031
brb,2014,7.84185
brb,2015,5.60679
brb,2016,7.51009
btn,1982,84.62621
btn,1984,82.37762
btn,1985,85.52209
btn,1986,84.42513
btn,1988,86.608
btn,1989,85.55183
btn,1990,83.63469
btn,1991,83.71407
btn,1992,82.67891
btn,1993,83.32028
btn,1994,83.32726
btn,1995,81.76972
btn,1996,80.85845
btn,1997,81.06889
btn,1998,74.45977
btn,1999,81.47574
btn,2000,74.61416
btn,2001,77.73794
btn,2002,72.53668
btn,2003,61.31966
btn,2004,76.41033
btn,2005,70.78191
btn,2006,72.37113
btn,2007,76.56985
btn,2008,74.47513
btn,2009,72.23949
btn,2010,64.21574
btn,2011,58.75937
btn,2012,56.23512
btn,2013,50.43355
btn,2014,57.33439
btn,2015,47.72677
btn,2016,52.53039
btn,2017,48.76683
btn,2018,48.38907
bwa,1990,47.57415
bwa,1991,49.42024
bwa,1992,46.65484
bwa,1993,54.711
bwa,1994,48.3196
bwa,1995,59.29991
bwa,1996,67.07609
bwa,2006,41.82668
bwa,2007,39.48806
bwa,2008,32.60137
bwa,2009,33.00339
bwa,2010,35.59847
bwa,2011,35.26279
bwa,2012,28.3701
bwa,2013,34.42812
bwa,2014,32.63023
bwa,2015,25.7308
bwa,2016,37.96753
bwa,2017,29.19873
bwa,2018,29.30539
bwa,2019,30.03365
caf,2004,33.70372
caf,2008,39.83376
caf,2009,42.60034
caf,2010,43.09863
caf,2011,29.33128
caf,2012,46.91412
caf,2014,78.5484
caf,2015,40.82059
caf,2016,56.14401
caf,2017,48.78222
caf,2018,48.69052
can,1990,11.61262
can,1991,11.72012
can,1992,10.96318
can,1993,10.21888
can,1994,10.05176
can,1995,10.82941
can,1996,10.16455
can,1997,10.44185
can,1998,10.16936
can,1999,9.84616
can,2000,10.14113
can,2001,9.61362
can,2002,9.13499
can,2003,8.74016
can,2004,7.34975
can,2005,7.08457
can,2006,7.36109
can,2007,7.91096
can,2008,8.29365
can,2009,7.2627
can,2010,7.72024
can,2011,7.96185
can,2012,8.3964
can,2013,7.89304
can,2014,7.19464
can,2015,7.50769
can,2016,7.03362
can,2017,8.33851
can,2018,8.47374
can,2019,8.02895
che,1972,10.31905
che,1973,10.13551
che,1974,10.36025
che,1975,10.46775
che,1976,10.41695
che,1977,10.05298
che,1978,10.09233
che,1979,10.41699
che,1980,10.20473
che,1981,9.56797
che,1982,9.17589
che,1983,8.68883
che,1984,8.47313
che,1990,9.74099
che,1991,9.90727
che,1992,10.24242
che,1993,11.039
che,1994,11.33767
che,1995,11.51959
che,1996,10.79974
che,1997,10.66021
che,1998,10.49206
che,1999,10.6271
che,2000,10.30082
che,2001,10.74563
che,2002,10.45559
che,2003,10.76764
che,2004,11.10863
che,2005,11.67448
che,2006,11.60518
che,2007,11.31348
che,2008,9.82024
che,2009,9.29977
che,2010,9.43998
che,2011,9.07849
che,2012,8.9538
che,2013,9.32466
che,2014,9.13129
che,2015,9.13243
che,2016,8.9754
che,2017,8.85285
che,2018,9.10367
che,2019,8.52504
chl,1972,14.28571
chl,1973,15.625
chl,1974,29.18288
chl,1975,28.36305
chl,1976,26.35561
chl,1977,24.86256
chl,1978,26.91784
chl,1979,26.13002
chl,1980,23.22917
chl,1981,20.63246
chl,1982,22.3432
chl,1983,21.23345
chl,1984,20.49402
chl,1985,23.45891
chl,1986,20.8229
chl,1987,20.90741
chl,1988,23.41063
chl,1989,22.27801
chl,1990,21.01552
chl,1991,17.78841
chl,1992,17.35365
chl,1993,15.14605
chl,1994,15.57859
chl,1995,17.13793
chl,1996,15.28558
chl,1997,16.526
chl,1998,16.32776
chl,1999,18.08111
chl,2000,16.13804
chl,2001,17.02937
chl,2002,13.41475
chl,2003,14.32996
chl,2004,16.25548
chl,2005,15.2918
chl,2006,15.00922
chl,2007,17.0454
chl,2008,18.03449
chl,2009,16.13538
chl,2010,12.69562
chl,2011,10.558
chl,2012,7.83067
chl,2013,10.03471
chl,2014,10.6103
chl,2015,10.32506
chl,2016,9.33312
chl,2017,10.4642
chl,2018,10.43724
chl,2019,10.73565
chn,2005,14.35297
chn,2006,13.60831
chn,2007,42.70296
chn,2008,12.88746
chn,2009,11.61761
chn,2010,9.07332
chn,2011,8.23876
chn,2012,7.91995
chn,2013,9.56993
chn,2014,9.30549
chn,2015,10.95371
chn,2016,10.36232
chn,2017,16.41162
chn,2018,7.39861
civ,1995,4.6385
civ,2001,6.99729
civ,2002,6.28106
civ,2003,7.91551
civ,2004,11.37288
civ,2005,13.66271
civ,2006,8.65059
civ,2007,14.55011
civ,2008,18.75208
civ,2009,22.43153
civ,2010,15.89899
civ,2011,14.45198
civ,2012,15.37798
civ,2013,16.0337
civ,2014,15.32229
civ,2015,15.37362
civ,2016,10.11885
civ,2017,8.34816
civ,2018,8.31503
civ,2019,8.43346
cmr,1990,27.47501
cmr,1991,34.98617
cmr,1992,31.39683
cmr,1993,26.1637
cmr,1994,20.77602
cmr,1995,25.20409
cmr,1998,23.00565
cmr,1999,18.18643
cmr,2012,28.74105
cmr,2013,27.04092
cmr,2014,24.55281
cmr,2015,20.57502
cmr,2016,19.69763
cmr,2017,19.37474
cmr,2018,19.15663
cod,1972,14.24419
cod,1973,15.90909
cod,1974,12.58503
cod,1975,13.84929
cod,1976,16.40489
cod,1977,18.55422
cod,1978,20.65934
cod,1979,22.23127
cod,1980,28.06452
cod,1981,29.72058
cod,1982,22.26089
cod,1988,22.38023
cod,1989,20.17392
cog,2001,70.52197
cog,2002,73.32296
cog,2003,71.36104
cog,2004,77.86324
cog,2005,84.68419
cog,2006,87.86215
cog,2007,84.28442
cog,2008,88.55944
cog,2009,72.71379
cog,2010,87.56004
cog,2011,79.26465
cog,2012,77.93272
cog,2013,75.76982
cog,2014,70.06527
cog,2015,40.40855
cog,2016,35.21605
cog,2017,36.32834
cog,2018,67.20261
col,1998,16.54196
col,1999,16.97353
col,2000,19.96264
col,2003,40.32325
col,2008,25.08452
col,2009,28.28831
col,2010,32.92326
col,2011,21.23438
col,2012,27.91992
col,2013,39.26843
col,2014,26.93023
col,2015,24.10396
col,2016,28.40039
col,2017,35.84902
col,2018,35.44065
col,2019,36.04378
cpv,2005,30.26827
cpv,2006,26.80951
cpv,2007,23.22432
cpv,2008,25.41631
cpv,2009,32.50149
cpv,2010,32.3232
cpv,2011,18.27952
cpv,2012,26.28652
cpv,2013,23.91593
cpv,2014,16.95613
cpv,2015,24.82272
cpv,2016,28.11267
cpv,2017,20.08245
cri,1972,11.11111
cri,1973,8.64198
cri,1974,10.61224
cri,1975,9.90099
cri,1976,9.31507
cri,1977,9.79499
cri,1978,10.26087
cri,1979,6.01266
cri,1980,5.96206
cri,1981,5.39745
cri,1982,4.40399
cri,1983,4.83814
cri,1984,10.2254
cri,1985,9.46111
cri,1986,15.43255
cri,1987,13.31336
cri,1988,14.44368
cri,1989,14.27061
cri,1990,13.63712
cri,1991,12.91533
cri,1992,11.24678
cri,1993,11.51535
cri,1994,9.56498
cri,1995,12.26252
cri,1996,9.58662
cri,1997,8.77693
cri,1998,9.24872
cri,1999,9.4386
cri,2000,8.95817
cri,2001,8.48201
cri,2002,8.53071
cri,2003,8.43991
cri,2004,8.27467
cri,2005,8.4983
cri,2006,11.04237
cri,2007,8.55306
cri,2008,6.97817
cri,2009,10.39904
cri,2010,8.05174
cri,2011,7.76847
cri,2012,8.49264
cri,2013,7.62484
cri,2014,7.4877
cri,2015,10.87242
cri,2016,11.36575
cri,2017,7.21185
cri,2018,14.62238
cri,2019,13.98428
cyp,1972,25.48233
cyp,1973,19.05157
cyp,1974,33.62238
cyp,1975,42.06824
cyp,1976,41.91868
cyp,1977,41.33246
cyp,1978,30.75633
cyp,1979,26.00674
cyp,1980,25.51402
cyp,1981,21.69078
cyp,1982,25.06444
cyp,1983,22.58366
cyp,1984,20.22263
cyp,1985,20.05592
cyp,1986,20.43386
cyp,1987,19.87451
cyp,1988,18.83679
cyp,1989,19.25413
cyp,1990,19.61781
cyp,1991,21.01274
cyp,1992,20.47578
cyp,1993,20.03712
cyp,1994,18.6415
cze,1993,7.01924
cze,1994,7.34586
cze,1995,8.92868
cze,1996,7.28969
cze,1997,6.55143
cze,1998,7.17006
cze,1999,6.75722
cze,2000,6.32756
cze,2001,8.2679
cze,2002,6.91067
cze,2003,14.96981
cze,2004,8.24722
cze,2005,7.79549
cze,2006,8.12578
cze,2007,8.18583
cze,2008,9.04531
cze,2009,10.46825
cze,2010,10.63071
cze,2011,10.40671
cze,2012,9.43887
cze,2013,9.29791
cze,2014,9.374
cze,2015,10.79287
cze,2016,8.78008
cze,2017,7.81608
cze,2018,8.00808
cze,2019,7.67802
deu,1972,5.09077
deu,1973,5.06893
deu,1974,4.89707
deu,1975,4.93425
deu,1976,4.90686
deu,1977,4.43405
deu,1978,4.74461
deu,1979,4.77994
deu,1980,4.48448
deu,1981,4.87011
deu,1982,6.53581
deu,1983,6.43038
deu,1984,7.90133
deu,1985,8.16146
deu,1986,7.75447
deu,1987,6.5917
deu,1988,5.55217
deu,1989,6.16217
deu,1990,0.37073
deu,1991,5.21845
deu,1992,6.88247
deu,1993,6.82969
deu,1994,6.91711
deu,1995,5.21652
deu,1996,4.64587
deu,1997,4.47608
deu,1998,4.28049
deu,1999,4.30586
deu,2000,4.19201
deu,2001,4.82377
deu,2002,4.60879
deu,2003,5.76685
deu,2004,4.42507
deu,2005,3.93326
deu,2006,4.23713
deu,2007,4.16453
deu,2008,4.37587
deu,2009,4.67592
deu,2010,4.83685
deu,2011,5.50236
deu,2012,5.21705
deu,2013,5.21665
deu,2014,5.65823
deu,2015,5.34108
deu,2016,5.29762
deu,2017,4.83457
deu,2018,5.288
deu,2019,5.52919
dnk,1972,7.50261
dnk,1973,6.62528
dnk,1974,8.26706
dnk,1975,11.05247
dnk,1976,12.52134
dnk,1977,10.01603
dnk,1978,10.62788
dnk,1979,11.35574
dnk,1980,13.20851
dnk,1981,13.85378
dnk,1982,14.41636
dnk,1983,14.97513
dnk,1984,15.8022
dnk,1985,14.81868
dnk,1986,14.0106
dnk,1987,13.53788
dnk,1988,14.39653
dnk,1989,14.98461
dnk,1990,16.34215
dnk,1991,15.47532
dnk,1992,17.01885
dnk,1993,17.39673
dnk,1994,15.87757
dom,1972,17.00172
dom,1973,14.43005
dom,1974,12.08175
dom,1975,12.59681
dom,1976,11.71799
dom,1977,11.05318
dom,1978,17.1967
dom,1979,13.06189
dom,1980,22.47595
dom,1981,21.72543
dom,1982,14.65917
dom,1983,16.54669
dom,1984,12.45149
dom,1985,7.96321
dom,1986,14.95568
dom,1987,14.01095
dom,1988,16.17902
dom,1989,10.44375
dom,1990,9.89003
dom,1991,8.89484
dom,1992,10.60177
dom,1993,9.09475
dom,1994,8.90066
dom,1995,9.11814
dom,1996,7.97963
dom,1997,7.70713
dom,1998,5.94381
dom,1999,7.20563
dom,2000,7.69443
dom,2001,5.57909
dom,2002,5.82115
dom,2003,9.33296
dom,2004,11.18422
dom,2005,9.13211
dom,2006,8.82918
dom,2007,10.69089
dom,2008,7.99706
dom,2009,9.11783
dom,2010,12.40335
dom,2011,12.89856
dom,2012,10.55047
dom,2013,9.74506
dom,2014,9.66531
dom,2015,25.45018
dom,2016,13.77548
dom,2017,12.79608
dom,2018,12.99304
dom,2019,12.6875
egy,1975,39.19463
egy,1976,38.82013
egy,1977,24.56831
egy,1978,28.79831
egy,1979,26.03713
egy,1981,36.57671
egy,1982,35.02633
egy,1983,36.69031
egy,1984,39.47787
egy,1985,37.54624
egy,1986,38.3857
egy,1987,40.79566
egy,1988,40.97847
egy,1989,38.73277
egy,1990,31.54805
egy,1991,43.02672
egy,1992,38.19095
egy,1993,39.85557
egy,1994,41.23974
egy,1995,40.93338
egy,1996,40.83242
egy,1997,39.82308
egy,2002,47.13026
egy,2003,48.88153
egy,2004,45.83384
egy,2005,43.00558
egy,2006,44.42183
egy,2007,44.40888
egy,2008,44.86509
egy,2009,43.43242
egy,2010,43.80096
egy,2011,36.40199
egy,2012,40.73925
egy,2013,37.78618
egy,2014,49.91333
egy,2015,43.1707
esp,1972,11.35167
esp,1973,8.97313
esp,1974,11.23163
esp,1975,9.59981
esp,1976,9.18381
esp,1977,9.55105
esp,1978,8.08635
esp,1979,8.03757
esp,1980,8.15982
esp,1981,10.84748
esp,1982,12.90252
esp,1983,9.35694
esp,1984,11.15497
esp,1985,9.46649
esp,1986,8.33819
esp,1987,6.56448
esp,1988,7.31541
esp,1989,6.31706
esp,1990,6.99319
esp,1991,7.98965
esp,1992,7.86391
esp,1993,10.80073
esp,1994,8.15782
esp,2017,8.10157
esp,2018,8.86203
esp,2019,9.31722
est,1991,5.44747
est,1992,13.06809
est,1993,7.87997
est,1994,4.91878
est,1995,11.27432
est,1996,9.23378
est,1997,10.22941
est,1998,9.52109
est,1999,9.23966
est,2000,12.01703
est,2001,10.7846
est,2002,10.85559
est,2003,12.60418
est,2004,11.77289
est,2005,10.8877
est,2006,12.59609
est,2007,11.9298
est,2008,11.41351
est,2009,15.71786
est,2010,13.39222
est,2011,13.45232
est,2012,13.72338
est,2013,12.85706
est,2014,11.69079
est,2015,11.60122
est,2016,9.7207
est,2017,10.57289
est,2018,10.08945
est,2019,10.27321
eth,1990,29.10927
eth,1991,22.82985
eth,1992,26.51433
eth,1993,32.83473
eth,1994,32.19454
eth,1995,36.25112
eth,1996,35.31455
eth,1997,33.5555
eth,1998,32.85343
eth,1999,35.14159
eth,2001,49.40146
eth,2002,34.04866
eth,2003,41.95605
eth,2004,47.44819
eth,2005,45.17361
eth,2006,19.6805
eth,2007,19.78079
eth,2008,46.85634
eth,2009,53.41871
eth,2010,47.8309
eth,2011,38.75778
eth,2012,19.9869
eth,2013,31.51971
eth,2014,26.06828
eth,2015,25.16878
eth,2016,27.63909
eth,2017,26.01941
eth,2018,26.00474
eth,2019,31.00015
fin,1972,7.23785
fin,1973,7.3552
fin,1974,6.94474
fin,1975,7.93356
fin,1976,7.16124
fin,1977,8.04313
fin,1978,9.36065
fin,1979,10.02228
fin,1980,9.25058
fin,1981,8.92857
fin,1982,9.79916
fin,1983,10.1902
fin,1984,9.85104
fin,1985,9.63128
fin,1986,10.9262
fin,1987,11.62008
fin,1988,10.30277
fin,1989,10.11243
fin,1990,11.08754
fin,1991,11.93476
fin,1992,13.4371
fin,1993,18.11582
fin,1994,14.1706
fin,1995,16.88724
fin,1996,14.02038
fin,1997,12.3069
fin,1998,11.82608
fin,1999,10.21506
fin,2000,11.72163
fin,2001,12.77663
fin,2002,12.28821
fin,2003,12.2902
fin,2004,12.74708
fin,2005,12.53499
fin,2006,13.41509
fin,2007,14.23049
fin,2008,15.43479
fin,2009,14.46794
fin,2010,14.2745
fin,2011,13.8205
fin,2012,13.21246
fin,2013,12.83512
fin,2014,12.69777
fin,2015,12.65503
fin,2016,12.07681
fin,2017,12.18009
fin,2018,12.13001
fin,2019,12.59007
fji,1990,16.4119
fji,1991,12.47011
fji,1992,15.00812
fji,1993,16.22469
fji,1994,17.12113
fji,1995,13.32075
fji,1996,14.06752
fji,2004,10.81188
fji,2005,11.26762
fji,2006,9.29535
fji,2010,11.44776
fji,2011,10.73369
fji,2012,9.67771
fji,2013,8.88587
fji,2014,13.29786
fji,2015,13.68945
fji,2016,10.06114
fji,2017,10.37063
fji,2018,10.48988
fji,2019,10.33116
fra,1972,5.87178
fra,1973,5.81925
fra,1974,6.29508
fra,1975,6.21611
fra,1976,6.35553
fra,1977,5.46495
fra,1978,5.11851
fra,1979,4.86148
fra,1980,8.41412
fra,1981,9.715
fra,1982,9.33155
fra,1983,9.23114
fra,1984,8.89276
fra,1985,9.03809
fra,1986,8.76291
fra,1987,8.15406
fra,1988,8.80751
fra,1989,8.10305
fra,1990,8.39663
fra,1991,9.11317
fra,1992,9.23704
fra,1993,9.1631
fra,1994,8.44903
fsm,2008,81.74564
fsm,2009,86.19106
fsm,2010,86.72149
fsm,2011,84.94376
fsm,2012,86.5411
fsm,2013,82.70351
fsm,2014,64.88744
fsm,2015,84.46775
fsm,2016,84.43474
fsm,2017,77.67552
fsm,2018,50.86968
fsm,2019,58.11657
gab,2012,52.27831
gab,2013,45.61044
gab,2014,40.49662
gab,2015,34.90321
gab,2016,32.23404
gab,2017,35.45894
gab,2018,37.45428
gab,2019,39.61118
gbr,1972,10.79799
gbr,1973,11.44969
gbr,1974,11.88146
gbr,1975,12.19707
gbr,1976,11.59039
gbr,1977,12.42746
gbr,1978,12.39432
gbr,1979,13.16886
gbr,1980,13.57826
gbr,1981,13.06198
gbr,1982,12.75518
gbr,1983,12.92462
gbr,1984,12.21661
gbr,1985,11.84515
gbr,1986,10.65022
gbr,1987,10.75446
gbr,1988,10.38669
gbr,1989,10.19908
gbr,1990,8.24803
gbr,1991,8.54023
gbr,1992,6.95685
gbr,1993,6.85752
gbr,1994,6.24342
gbr,1995,5.03423
gbr,1996,4.85619
gbr,1997,4.06816
gbr,1998,3.7421
gbr,1999,3.28265
gbr,2000,3.33158
