geo,time,sl_tlf_part_ma_zs
aze,2020,15.14
bdi,2014,23.66
bel,1983,11.1
bel,1984,8.84
bel,1985,8.2
bel,1986,8.59
bel,1987,7.78
bel,1988,7.64
bel,1989,7.11
bel,1990,7.5
bel,1991,8.05
bel,1992,8.68
bel,1993,10.66
bel,1994,17.72
bel,1995,12.91
bel,1996,11.01
bel,1997,10.19
bel,1998,12.35
bel,1999,25.97
bel,2000,27.35
bel,2001,29.18
bel,2002,27.82
bel,2003,27.13
bel,2004,26.68
bel,2005,26.97
bel,2006,25.85
bel,2007,25.73
bel,2008,24.76
bel,2009,26.55
bel,2010,25.25
bel,2011,25.69
bel,2012,26.09
bel,2013,26.81
bel,2014,26.34
bel,2015,26.51
bel,2016,25.12
bel,2017,23.97
bel,2018,23.9
bel,2019,24.7
bel,2020,31.22
ben,2010,20.21
ben,2011,20.18
bgd,2006,9.77
bgd,2010,8.44
bgd,2013,13.11
bgd,2016,9.82
bgd,2017,10.06
bgr,2000,4.67
bgr,2001,4.62
bgr,2002,4
bgr,2003,10.04
bgr,2004,11.94
bgr,2005,7.53
bgr,2006,7.68
bgr,2007,6.85
bgr,2008,6.7
bgr,2009,10.09
bgr,2010,10.18
bgr,2011,8.94
bgr,2012,7.85
bgr,2013,8.38
bgr,2014,8.45
bgr,2015,8.54
bgr,2016,7.72
bgr,2017,9.21
bgr,2018,9.53
bgr,2019,9.04
bgr,2020,11.81
bih,2006,15.4
bih,2007,13.73
bih,2008,11.91
bih,2009,12.34
bih,2010,11.58
bih,2011,11.77
bih,2012,12.1
bih,2013,11.21
bih,2014,10.62
bih,2015,12.41
bih,2016,8.37
bih,2017,11.57
bih,2018,10.81
bih,2019,9.99
bih,2020,9.3
blr,2017,8.44
blr,2018,7.96
blz,2013,22.21
blz,2014,20.09
blz,2015,18.16
blz,2016,16.87
blz,2017,21.08
blz,2019,20.71
bmu,2009,8.04
bmu,2010,9.06
bol,1999,21.91
bol,2000,18.44
bol,2001,25.7
bol,2002,22.51
bol,2004,21.92
bol,2009,24.1
bra,2012,19.27
bra,2013,18.14
bra,2014,17.87
bra,2015,18.25
bra,2016,17.36
bra,2017,19.29
bra,2018,20.57
bra,2019,20.42
bra,2020,25.59
brb,2015,9.44
brb,2016,10.28
brb,2017,10.18
brb,2018,10.26
brb,2019,9.52
brn,2014,11.33
brn,2017,8.41
brn,2018,9.15
brn,2019,8.7
brn,2020,12.34
btn,2015,5.61
bwa,1996,6.83
bwa,2006,12.38
bwa,2010,12.43
can,1976,26.74
can,1977,25.68
can,1978,22.62
can,1979,21.57
can,1980,24.67
can,1981,28.5
can,1982,27.68
can,1983,26.8
can,1984,26.27
can,1985,25.74
can,1986,25.95
can,1987,28.2
can,1988,24.84
can,1989,21.37
can,1990,23.38
can,1991,26.74
can,1992,30.33
can,1993,28.47
can,1994,26.37
can,1995,27.41
can,1996,25.97
can,1997,25.45
can,1998,27.03
can,1999,25.99
can,2000,24.38
can,2001,27.88
can,2002,28.41
can,2003,31.8
can,2004,29.8
can,2005,28.83
can,2006,30.36
can,2007,28.89
can,2008,30.23
can,2009,33.65
can,2010,31.72
can,2011,31.39
can,2012,29.8
can,2013,31.28
can,2014,33.97
can,2015,31.54
can,2016,31.33
can,2017,32.45
can,2018,29.84
can,2019,33.69
can,2020,34.67
can,2021,31.94
che,1996,25.56
che,1997,24.13
che,1998,24.14
che,1999,24.4
che,2000,23.21
che,2001,22.59
che,2002,24.9
che,2003,23.36
che,2004,21.64
che,2005,21.29
che,2006,21.13
che,2007,23.75
che,2008,21.92
che,2009,24.23
che,2010,26.06
che,2011,26.81
che,2012,27.6
che,2013,28.18
che,2014,29.99
che,2015,29.65
che,2016,28.87
che,2017,30.44
che,2018,30.77
che,2019,30.39
che,2020,33.7
chl,2009,16.38
chl,2010,22.06
chl,2011,22.47
chl,2012,22.78
chl,2013,23.08
chl,2014,23.6
chl,2015,22.62
chl,2016,23.47
chl,2017,23.99
chl,2018,24.72
chl,2019,26.12
chl,2020,26.99
civ,2012,18.69
civ,2013,25.95
civ,2016,19.13
civ,2017,17.54
cmr,2010,31.93
cod,2005,39.16
cod,2012,39.16
cog,2005,21.71
cog,2009,18.94
col,2002,21.81
col,2003,20.61
col,2004,20.16
col,2005,18.98
col,2009,17.83
col,2010,18.42
col,2011,19.28
col,2012,20.44
col,2013,20.63
col,2014,19.06
col,2015,18.75
col,2017,18.17
com,2004,58.38
com,2014,18.74
cpv,2017,20.07
cpv,2018,20.05
cri,2010,16.88
cri,2011,13.58
cri,2012,14.58
cri,2013,18.65
cri,2014,19.69
cri,2015,18.93
cri,2016,17.03
cri,2017,17.65
cri,2018,17.57
cri,2019,20.05
cri,2020,30.23
cub,2009,1.45
cub,2010,1.24
cym,2015,5.01
cyp,2000,22.72
cyp,2001,25.58
cyp,2002,25.97
cyp,2003,27.48
cyp,2004,27.88
cyp,2005,24.34
cyp,2006,22.61
cyp,2007,23.24
cyp,2008,24.54
cyp,2009,28.05
cyp,2010,26.15
cyp,2011,26.73
cyp,2012,25.34
cyp,2013,31.09
cyp,2014,31.92
cyp,2015,30.88
cyp,2016,28.43
cyp,2017,25.81
cyp,2018,24.9
cyp,2019,26.91
cyp,2020,33.12
cze,1997,13.84
cze,1998,14.31
cze,1999,10.09
cze,2000,14.64
cze,2001,14.55
cze,2002,15.2
cze,2003,16.77
cze,2004,10.97
cze,2005,14.21
cze,2006,14.52
cze,2007,14.72
cze,2008,14.89
cze,2009,18.41
cze,2010,17.49
cze,2011,18.5
cze,2012,19.81
cze,2013,21.58
cze,2014,21.39
cze,2015,23.76
cze,2016,20.72
cze,2017,22.43
cze,2018,22.88
cze,2019,23.16
cze,2020,28.71
deu,1983,8.42
deu,1984,8.41
deu,1985,7.72
deu,1986,6.05
deu,1987,7.73
deu,1988,6.99
deu,1989,7.72
deu,1990,8.03
deu,1991,8.53
deu,1992,8.2
deu,1993,8.38
deu,1994,8.28
deu,1995,8.95
deu,1996,8.74
deu,1997,9.66
deu,1998,9.92
deu,1999,9.97
deu,2000,10.76
deu,2001,10.63
deu,2002,10.86
deu,2003,11.75
deu,2004,12.93
deu,2005,19.42
deu,2006,19.9
deu,2007,20.95
deu,2008,21.78
deu,2009,25.32
deu,2010,22.98
deu,2011,24.14
deu,2012,25.47
deu,2013,26.14
deu,2014,25.89
deu,2015,25.61
deu,2016,24.87
deu,2017,26.24
deu,2018,26.29
deu,2019,26.64
deu,2020,28.5
dnk,1983,12.74
dnk,1984,36.63
dnk,1985,27.95
dnk,1986,35.01
dnk,1987,29.31
dnk,1988,31.88
dnk,1989,33.89
dnk,1990,27.42
dnk,1991,35.57
dnk,1992,31.84
dnk,1993,32.29
dnk,1994,31.11
dnk,1995,38.16
dnk,1996,37.08
dnk,1997,35.7
dnk,1998,39.47
dnk,1999,28.61
dnk,2000,40.14
dnk,2001,36.26
dnk,2002,32.03
dnk,2003,37.47
dnk,2004,37.9
dnk,2005,32.27
dnk,2006,32.99
dnk,2007,32.94
dnk,2008,33.19
dnk,2009,34.15
dnk,2010,32.57
dnk,2011,31.04
dnk,2012,32.71
dnk,2013,33
dnk,2014,33.02
dnk,2015,32.72
dnk,2016,34.52
dnk,2017,33.76
dnk,2018,32.76
dnk,2019,34.9
dnk,2020,35.1
dom,2007,17.96
dom,2008,17.03
dom,2009,18.41
dom,2010,19.31
dom,2011,18.39
dom,2012,18.81
dom,2013,18.83
dom,2014,17.52
dom,2015,24.64
dom,2016,22.22
dom,2017,21.93
dom,2018,21.72
dom,2019,22.48
dom,2020,31.86
dza,2014,16.32
dza,2017,15.67
ecu,2000,14.46
ecu,2001,17.32
ecu,2003,19.34
ecu,2004,21.36
ecu,2005,20.67
ecu,2006,20.71
ecu,2007,20.35
ecu,2008,18.93
ecu,2009,19.21
ecu,2010,18
ecu,2011,16.25
ecu,2012,16.23
ecu,2013,18.04
ecu,2014,18.81
ecu,2015,20.29
ecu,2016,24.45
ecu,2017,25.87
ecu,2018,24.75
ecu,2019,28.61
ecu,2020,42.46
egy,2008,4.86
egy,2009,3.62
egy,2010,4
egy,2011,4.5
egy,2012,4
egy,2013,3.67
egy,2015,5.76
egy,2017,11.77
egy,2020,5.99
esp,1986,19.89
esp,1987,20.72
esp,1988,22.28
esp,1989,24.03
esp,1990,23.1
esp,1991,26.25
esp,1992,25.11
esp,1993,18.8
esp,1994,20.91
esp,1995,24.08
esp,1996,26.01
esp,1997,22.48
esp,1998,22.78
esp,1999,12.96
esp,2000,20.68
esp,2001,21.47
esp,2002,19.35
esp,2003,22.29
esp,2004,19.03
esp,2005,20.47
esp,2006,19.4
esp,2007,20.38
esp,2008,20.13
esp,2009,21.91
esp,2010,21.5
esp,2011,21.07
esp,2012,22.17
esp,2013,22.73
esp,2014,21.84
esp,2015,21.61
esp,2016,21.25
esp,2017,21.72
esp,2018,20.34
esp,2019,21.15
esp,2020,28.83
est,1997,14.97
est,1998,18.14
est,1999,16.42
est,2000,20.55
est,2001,17.42
est,2002,14.34
est,2003,15.4
est,2004,11.86
est,2005,10.61
est,2006,10.87
est,2007,10.16
est,2008,11.73
est,2009,24.3
est,2010,20.89
est,2011,15.95
est,2012,20.1
est,2013,22.44
est,2014,23.51
est,2015,23.55
est,2016,20.78
est,2017,21.26
est,2018,23.32
est,2019,24.92
est,2020,28.01
eth,2005,51.46
eth,2013,42.91
fin,1995,32.64
fin,1996,33.68
fin,1997,19.78
fin,1998,33.47
fin,1999,35.05
fin,2000,40.14
fin,2001,41.27
fin,2002,38.88
fin,2003,42.08
fin,2004,38.81
fin,2005,34.88
fin,2006,35.25
fin,2007,35.58
fin,2008,34.04
fin,2009,37.29
fin,2010,36.44
fin,2011,36
fin,2012,36.67
fin,2013,37.15
fin,2014,37.24
fin,2015,37.47
fin,2016,35.39
fin,2017,36.7
fin,2018,37.41
fin,2019,37.76
fin,2020,38.32
fra,1983,12.91
fra,1984,13.34
fra,1985,13.5
fra,1986,14.88
fra,1987,14.51
fra,1988,13.93
fra,1989,13.53
fra,1990,14.44
fra,1991,15.86
fra,1992,16.65
fra,1993,18.02
fra,1994,17.8
fra,1995,18.52
fra,1996,18.89
fra,1997,16.63
fra,1998,17.03
fra,1999,16.08
fra,2000,17.87
fra,2001,17.27
fra,2002,17.26
fra,2003,25.52
fra,2004,26.02
fra,2005,28.87
fra,2006,29.02
fra,2007,29.53
fra,2008,29.37
fra,2009,32.08
fra,2010,29.55
fra,2011,29.25
fra,2012,29.58
fra,2013,31.25
fra,2014,31.93
fra,2015,32.26
fra,2016,29.65
fra,2017,30.37
fra,2018,30.47
fra,2019,31.08
fra,2020,36.14
fsm,2014,8.5
gbr,1983,20.68
gbr,1984,25.3
gbr,1985,22.87
gbr,1986,22.86
gbr,1987,24.87
gbr,1988,22.25
gbr,1989,23.43
gbr,1990,25.05
gbr,1991,23.82
gbr,1992,26.5
gbr,1993,25.24
gbr,1994,25.14
gbr,1995,24.46
gbr,1996,24.78
gbr,1997,26.51
gbr,1998,26.8
gbr,1999,26.12
gbr,2000,26.75
gbr,2001,25.96
gbr,2002,26.22
gbr,2003,28.01
gbr,2004,27.66
gbr,2005,27.1
gbr,2006,27.37
gbr,2007,27.3
gbr,2008,28.62
gbr,2009,28.59
gbr,2010,29.52
gbr,2011,28.89
gbr,2012,28.2
gbr,2013,27.71
gbr,2014,27.74
gbr,2015,28.67
gbr,2016,27.61
gbr,2017,27.54
gbr,2018,28.13
gbr,2019,27.56
geo,2017,33.57
geo,2018,29.01
geo,2019,28.33
geo,2020,20.79
gha,2006,29.08
gha,2013,27.05
gha,2015,48.17
gha,2017,27.4
gmb,2012,21.42
gmb,2018,10.93
grc,1983,17.19
grc,1984,19.83
grc,1985,20.89
grc,1986,17.38
grc,1987,21.94
grc,1988,20.04
grc,1989,15.22
grc,1990,18.25
grc,1991,13.79
grc,1992,13.34
grc,1993,11.6
grc,1994,14.4
grc,1995,14.93
grc,1996,18.33
grc,1997,16.85
grc,1998,18.21
grc,1999,15.22
grc,2000,14.27
grc,2001,15.46
grc,2002,14.71
grc,2003,14.04
grc,2004,14.24
grc,2005,15.82
grc,2006,16.28
grc,2007,17.1
grc,2008,18.17
grc,2009,20.67
grc,2010,18.74
grc,2011,18.22
grc,2012,18.79
grc,2013,19.58
grc,2014,21.63
grc,2015,21.62
grc,2016,20.27
grc,2017,19.94
grc,2018,20.14
grc,2019,20.01
grc,2020,26.71
gtm,2010,27.86
gtm,2011,19.45
gtm,2012,24.25
gtm,2013,23.12
gtm,2014,20.96
gtm,2015,22.75
hkg,2009,13.17
hkg,2010,9.6
hkg,2011,11.74
hkg,2012,13.66
hkg,2013,13.04
hkg,2014,15.71
hkg,2015,14.42
hkg,2016,14.83
hnd,2013,29
hnd,2014,28.49
hnd,2015,28.72
hnd,2016,25.32
hnd,2017,26.03
hnd,2018,26.55
hnd,2019,24.51
hrv,2002,12.78
hrv,2003,11.89
hrv,2004,12.64
hrv,2005,13.52
hrv,2006,13.65
hrv,2007,14.2
hrv,2008,14.95
hrv,2009,15.52
hrv,2010,13.55
hrv,2011,14.24
hrv,2012,16.62
hrv,2013,16.7
hrv,2014,18.25
hrv,2015,22.96
hrv,2016,20.75
hrv,2017,19.73
hrv,2018,21.42
hrv,2019,23.11
hrv,2020,26.82
hti,2012,26.07
hun,1996,16.46
hun,1997,8.87
hun,1998,9.31
hun,1999,7.92
hun,2000,15.91
hun,2001,8.01
hun,2002,7.28
hun,2003,12.71
hun,2004,12.51
hun,2005,11.48
hun,2006,12.49
hun,2007,12.74
hun,2008,11.29
hun,2009,12.45
hun,2010,11.6
hun,2011,13.94
hun,2012,17.96
hun,2013,20.18
hun,2014,19.46
hun,2015,19.76
hun,2016,14.97
hun,2017,20.49
hun,2018,21.28
hun,2019,22.94
hun,2020,22.3
idn,1990,27.38
idn,1991,27.1
idn,1992,29.73
idn,1993,29.35
idn,1994,29.65
idn,1996,28.44
idn,1997,26.47
idn,1998,29.58
idn,1999,28.99
idn,2000,26.52
idn,2001,25.09
idn,2002,26.91
idn,2003,26.94
idn,2004,25.02
idn,2005,26.1
idn,2006,26.62
idn,2007,26.3
idn,2008,26.71
idn,2009,26.8
idn,2010,26.7
idn,2011,27.04
idn,2012,27.23
idn,2013,31.08
idn,2014,27.15
idn,2015,25.58
idn,2016,24.48
idn,2017,24.58
idn,2018,25.8
idn,2019,26.24
idn,2020,29.54
irl,1983,11.07
irl,1984,19.68
irl,1985,9.92
irl,1986,9.74
irl,1987,20.17
irl,1988,11.44
irl,1989,10.17
irl,1990,11.11
irl,1991,10.58
irl,1992,20.13
irl,1993,23.35
irl,1994,23.78
irl,1995,29.58
irl,1996,23.65
irl,1997,27.33
irl,1998,19.03
irl,1999,18.61
irl,2000,19.97
irl,2001,18.68
irl,2002,19.48
irl,2003,20.83
irl,2004,22.49
irl,2005,20.27
irl,2006,20.86
irl,2007,22.59
irl,2008,23.73
irl,2009,27.53
irl,2010,27.43
irl,2011,27.89
irl,2012,29.11
irl,2013,29.42
irl,2014,28.73
irl,2015,28.81
irl,2016,27.03
irl,2017,25.23
irl,2018,22.73
irl,2019,21.63
irl,2020,28.29
irn,2014,24.04
irn,2015,20.57
irn,2017,22.06
irn,2018,26.91
irq,2007,26.89
irq,2012,27.61
irq,2014,23.29
irq,2017,23.64
isl,1995,19.48
isl,1996,19.4
isl,1997,18.61
isl,1998,18.5
isl,1999,19.55
isl,2000,17.48
isl,2001,18.72
isl,2002,20.95
isl,2003,27.7
isl,2004,22.04
isl,2005,24.01
isl,2006,26.65
isl,2007,26.73
isl,2008,24.23
isl,2009,28.86
isl,2010,29.37
isl,2011,29.2
isl,2012,29.92
isl,2013,30.39
isl,2014,27.84
isl,2015,28.04
isl,2016,28.57
isl,2017,27.89
isl,2018,27.57
isl,2019,27.93
isl,2020,29.71
isr,2009,22.87
isr,2010,23.44
isr,2011,23.74
isr,2012,24.99
isr,2013,24.37
isr,2014,24.09
isr,2015,23.54
isr,2016,20.62
isr,2017,20.21
isr,2018,20.29
isr,2019,23.56
isr,2020,27.27
ita,1983,8.9
ita,1984,11.79
ita,1985,12.17
ita,1986,10.4
ita,1987,10.74
ita,1988,9.58
ita,1989,10.13
ita,1990,9.94
ita,1991,10.28
ita,1992,12.61
ita,1993,11.31
ita,1994,12.04
ita,1995,11.5
ita,1996,14.56
ita,1997,11.77
ita,1998,11.65
ita,1999,11.8
ita,2000,12.04
ita,2001,12.3
ita,2002,36.81
ita,2003,12.39
ita,2004,14.37
ita,2005,17.95
ita,2006,19.5
ita,2007,18.68
ita,2008,20.09
ita,2009,22.07
ita,2010,19.82
ita,2011,19.05
ita,2012,22.68
ita,2013,23.49
ita,2014,24.3
ita,2015,24.03
ita,2016,22.67
ita,2017,23.15
ita,2018,21.65
ita,2019,21.4
ita,2020,30.29
jam,2017,9.53
jor,2017,11.62
jor,2018,8.37
jor,2019,8.11
jor,2020,8.79
jpn,2000,12.9
jpn,2001,15.03
jpn,2002,15.29
jpn,2003,15.99
jpn,2004,15.53
jpn,2005,15.51
jpn,2006,14.25
jpn,2007,16.15
jpn,2008,17.36
jpn,2009,18.54
jpn,2010,17.94
jpn,2011,17.79
jpn,2012,17.5
jpn,2013,19.58
jpn,2014,20.68
jpn,2015,20.2
jpn,2016,20.44
jpn,2017,18.7
jpn,2019,22.18
jpn,2020,25.32
kaz,2011,15
kaz,2012,11.6
kaz,2013,9.01
kaz,2015,6.68
kaz,2017,6.44
kaz,2020,6.54
ken,2016,28.9
ken,2019,20.7
kgz,2009,28.49
kgz,2010,29.42
kgz,2011,27.82
kgz,2012,26.49
kgz,2013,27.34
kgz,2014,25.09
kgz,2015,22.35
kgz,2016,20.45
kgz,2017,19.76
kgz,2018,14.47
kgz,2019,12.49
kgz,2020,19.96
khm,2007,22.12
khm,2008,21.68
khm,2009,24.02
khm,2010,19.51
khm,2011,18.3
khm,2012,20.13
khm,2013,14.5
khm,2014,14.78
khm,2015,13.91
khm,2016,11.62
khm,2017,12.04
khm,2019,19.3
kir,2019,8.22
kor,2000,8.02
kor,2001,8.16
kor,2002,8.68
kor,2003,8.89
kor,2004,9.37
kor,2005,10.31
kor,2006,10
kor,2007,10.51
kor,2008,12.16
kor,2009,10.53
kor,2010,11.83
kor,2011,15.45
kor,2012,11.14
kor,2013,14.86
kor,2014,11.4
kor,2015,11.14
kor,2016,12.21
kor,2017,11.69
kor,2018,14.2
kor,2019,14.1
kor,2020,17.64
kos,2012,18.74
kos,2013,19.06
kos,2014,14.72
kos,2015,12.23
kos,2016,13.28
kos,2017,11.61
kos,2018,8.07
kos,2019,12.45
kos,2020,21.8
lao,2010,11.63
lao,2017,23.82
lbn,2019,17.27
lbr,2010,22.95
lbr,2014,13.65
lbr,2016,76.96
lbr,2017,14.3
lca,2017,9.3
lca,2018,8.4
lca,2019,8.51
lka,2009,27.12
lka,2010,20.85
lka,2011,20.8
lka,2012,15.92
lka,2013,18.36
lka,2014,17.87
lka,2015,17.67
lka,2016,14.59
lka,2017,16.45
lka,2018,18.09
lka,2019,19.87
lso,2019,9.37
ltu,1998,12.71
ltu,1999,14.44
ltu,2000,16.18
ltu,2001,15.22
ltu,2002,14.32
ltu,2003,18.3
ltu,2004,18.22
ltu,2005,16.27
ltu,2006,17.06
ltu,2007,15.54
ltu,2008,11.16
ltu,2009,14.2
ltu,2010,12.72
ltu,2011,14.24
ltu,2012,14.83
ltu,2013,15.59
ltu,2014,15.98
ltu,2015,14.78
ltu,2016,13.6
ltu,2017,17.88
ltu,2018,17.05
ltu,2019,17.01
ltu,2020,21.61
lux,1983,8.17
lux,1984,8.36
lux,1985,7.71
lux,1986,7.59
lux,1987,8.1
lux,1988,6.28
lux,1989,7.46
lux,1990,7.4
lux,1991,6.4
lux,1992,8.86
lux,1993,7.66
lux,1994,7.99
lux,1995,7.33
lux,1996,8.35
lux,1997,6.96
lux,1998,6.9
lux,1999,6.81
lux,2000,7.06
lux,2001,7.6
lux,2002,7.43
lux,2003,20.16
lux,2004,18.19
lux,2005,19.12
lux,2006,25.77
lux,2007,21.82
lux,2008,25.96
lux,2009,20.75
lux,2010,20.82
lux,2011,20.56
lux,2012,19.72
lux,2013,21.81
lux,2014,21.1
lux,2015,19.97
lux,2016,18.32
lux,2017,20.01
lux,2018,21.15
lux,2019,20.2
lux,2020,24.27
lva,1998,14.72
lva,1999,14.43
lva,2000,12.06
lva,2001,8.3
lva,2002,12.76
lva,2003,12.69
lva,2004,16.24
lva,2005,11.48
lva,2006,11.05
lva,2007,9.15
lva,2008,14.56
lva,2009,17.13
lva,2010,15.46
lva,2011,13.7
lva,2012,14.09
lva,2013,14.45
lva,2014,12.5
lva,2015,14.69
lva,2016,13.42
lva,2017,13.28
lva,2018,12.4
lva,2019,15.71
lva,2020,18.72
mac,2009,10.73
mac,2010,9.89
mac,2011,11.75
mac,2012,9.68
mac,2013,8.67
mac,2015,5.23
mac,2016,6.07
mar,2011,10.82
mar,2012,11.85
mda,2011,20.54
mda,2012,22.38
mda,2013,23.96
mda,2014,24.22
mda,2015,29.69
mda,2018,21.62
mdg,2010,35.14
mdg,2012,29.23
mdg,2015,25.91
mdv,2014,6.26
mdv,2016,10.83
mex,2005,16.37
mex,2006,16.98
mex,2007,19.72
mex,2008,20.1
mex,2009,21.89
mex,2010,21.39
mex,2011,20.97
mex,2012,21.01
mex,2013,20.76
mex,2014,20.36
mex,2015,20.42
mex,2016,19.63
mex,2017,18.97
mex,2018,18.67
mex,2019,19.15
mhl,2019,15.53
mkd,2006,13.43
mkd,2007,13.64
mkd,2008,12.91
mkd,2009,16.78
mkd,2010,16.87
mkd,2011,17.04
mkd,2012,12.3
mkd,2013,9.91
mkd,2014,10.99
mkd,2015,9.93
mkd,2016,9.5
mkd,2017,9.38
mkd,2018,11.58
mkd,2019,12.6
mkd,2020,22.35
mli,2010,95.84
mli,2015,9.14
mli,2016,10.72
mli,2018,8.84
mlt,2000,9.54
mlt,2001,57.31
mlt,2002,11.22
mlt,2003,27.69
mlt,2004,29.4
mlt,2005,24.52
mlt,2006,22.8
mlt,2007,19.52
mlt,2008,16.92
mlt,2009,17.06
mlt,2010,22.75
mlt,2011,25.28
mlt,2012,24.77
mlt,2013,23.98
mlt,2014,28.5
mlt,2015,27.66
mlt,2016,22.64
mlt,2017,28.51
mlt,2018,26.98
mlt,2019,22.34
mlt,2020,31.96
mmr,2015,10.57
mmr,2017,10.86
mmr,2018,13.38
mmr,2019,12.75
mne,2011,11.86
mne,2012,6.61
mne,2013,5.86
mne,2014,9.68
mne,2015,7.73
mne,2016,7.51
mne,2017,7.81
mne,2018,7.46
mne,2019,7.32
mne,2020,8.75
mng,2008,12.86
mng,2009,13.2
mng,2010,12.92
mng,2011,12.33
mng,2012,15.03
mng,2013,11.02
mng,2014,13.55
mng,2015,12.72
mng,2016,14.42
mng,2017,14.02
mng,2018,13.22
mng,2019,6.46
mng,2020,8.93
moz,2015,43.79
mus,2005,24.09
mus,2006,22.61
mus,2007,23.26
mus,2008,23.03
mus,2009,22.89
mus,2010,25.27
mus,2011,21.53
mus,2012,27.94
mus,2013,30.93
mus,2014,33.1
mus,2015,32.23
mus,2016,30.93
mus,2017,28.3
mus,2018,35.97
mus,2019,29.64
mwi,2013,45.34
mys,2009,10.16
mys,2010,10.98
mys,2011,9.96
mys,2012,10.31
mys,2013,10.86
mys,2014,8.83
mys,2015,10.32
mys,2016,9.36
mys,2019,9.31
nam,2010,22.46
nam,2012,27.2
nam,2013,24.25
nam,2014,16.02
nam,2016,16.19
nam,2018,20.28
ner,2017,27.93
nga,2013,11.35
nga,2019,28.04
nic,2001,15.33
nic,2005,13.56
nic,2012,26.57
nld,1983,18.36
nld,1985,21.28
nld,1987,32.68
nld,1988,34.35
nld,1989,34.87
nld,1990,32.78
nld,1991,38.38
nld,1992,48.17
nld,1993,47.15
nld,1994,47.16
nld,1995,47.53
nld,1996,29.41
nld,1997,30.23
nld,1998,30.11
nld,1999,30.23
nld,2000,40.15
nld,2001,40.07
nld,2002,43.41
nld,2003,39.53
nld,2004,42.72
nld,2005,36.63
nld,2006,35.94
nld,2007,36.92
nld,2008,37.44
nld,2009,38.21
nld,2010,39.11
nld,2011,37.48
nld,2012,38.72
nld,2013,39.56
nld,2014,38.09
nld,2015,39.26
nld,2016,37.99
nld,2017,38.64
nld,2018,40
nld,2019,39.44
nld,2020,41.28
nld_curacao,2018,18.14
nor,1995,28.78
nor,1996,30.32
nor,1997,27.59
nor,1998,35.66
nor,1999,37.8
nor,2000,46.95
nor,2001,46.46
nor,2002,39.91
nor,2003,43.66
nor,2004,40.54
nor,2005,33.26
nor,2006,35.79
nor,2007,36.5
nor,2008,35.67
nor,2009,37.92
nor,2010,38.1
nor,2011,36.61
nor,2012,37.35
nor,2013,39.52
nor,2014,37.34
nor,2015,39.85
nor,2016,38.33
nor,2017,39.31
nor,2018,40.07
nor,2019,41.24
nor,2020,42.63
npl,2008,26.86
npl,2017,24.08
nru,2013,8.59
nzl,2007,26.28
nzl,2008,27.08
nzl,2009,28.49
nzl,2010,26.95
nzl,2011,27.66
nzl,2012,28.11
nzl,2013,27.19
nzl,2014,27.23
nzl,2015,28.03
nzl,2016,29.22
nzl,2017,29.65
nzl,2018,29.57
nzl,2019,27.82
pak,2006,8.44
