geo,time,se_sec_nenr_fe
bdi,2015,30.04619
bdi,2016,33.93295
bdi,2017,31.38195
bdi,2018,31.01462
bel,1977,79.95051
bel,1993,96.34577
bel,1994,98.48619
bel,1995,99.52981
bel,1996,98.47056
bel,1999,94.74303
bel,2000,94.3426
bel,2001,95.29059
bel,2002,95.60755
bel,2003,96.87225
bel,2004,98.10025
bel,2005,98.22814
bel,2006,98.36325
bel,2007,96.83959
bel,2008,95.14791
bel,2009,93.96336
bel,2010,93.18099
bel,2011,93.01853
bel,2012,93.50603
bel,2013,94.09263
bel,2014,94.22357
bel,2015,94.08609
bel,2016,94.33716
bel,2017,95.08123
ben,2000,11.13765
ben,2001,12.32934
ben,2013,35.61414
ben,2015,39.81058
bfa,1983,1.67287
bfa,1986,2.39686
bfa,1989,3.63422
bfa,1992,4.65139
bfa,1993,4.78067
bfa,1994,4.91482
bfa,1999,6.44441
bfa,2001,6.32618
bfa,2003,7.67682
bfa,2004,8.56467
bfa,2005,9.41725
bfa,2006,10.1525
bfa,2007,10.81736
bfa,2008,12.50616
bfa,2009,13.44634
bfa,2010,14.38973
bfa,2011,16.38828
bfa,2012,17.88729
bfa,2013,20.16338
bfa,2015,25.91824
bfa,2016,28.00193
bfa,2017,29.33465
bfa,2018,31.69258
bgd,1977,6.56129
bgd,1981,6.23566
bgd,1998,40.60347
bgd,1999,44.85033
bgd,2000,47.09899
bgd,2001,49.58639
bgd,2002,51.17523
bgd,2003,51.04549
bgd,2004,45.94321
bgd,2005,45.41747
bgd,2006,45.90001
bgd,2007,46.63704
bgd,2009,48.25183
bgd,2010,50.41391
bgd,2011,50.83343
bgd,2012,53.12643
bgd,2013,56.53654
bgd,2015,63.11644
bgd,2016,68.92778
bgd,2017,68.87605
bgd,2018,72.27917
bgr,1998,83.90858
bgr,1999,84.78601
bgr,2000,85.62221
bgr,2001,86.4974
bgr,2002,86.77323
bgr,2003,84.00337
bgr,2004,84.8016
bgr,2005,84.92386
bgr,2006,84.14853
bgr,2007,84.22973
bgr,2008,83.2109
bgr,2009,82.4107
bgr,2010,82.92028
bgr,2011,84.86736
bgr,2012,85.98767
bgr,2013,88.84642
bgr,2014,89.77371
bgr,2015,89.90543
bgr,2016,88.87107
bgr,2017,87.85868
bhr,1977,44.63001
bhr,1978,46.20121
bhr,1979,49.2368
bhr,1982,56.04924
bhr,1983,66.56056
bhr,1984,66.69595
bhr,1985,71.89288
bhr,1986,76.0207
bhr,1987,73.65971
bhr,1989,76.32677
bhr,1994,93.44872
bhr,1995,94.18347
bhr,1997,89.40885
bhr,1998,88.21678
bhr,1999,87.69795
bhr,2000,90.54731
bhr,2001,92.21486
bhr,2002,91.24346
bhr,2003,91.32535
bhr,2004,91.96687
bhr,2005,93.00856
bhr,2006,93.11401
bhr,2008,88.59221
bhr,2009,87.70018
bhr,2010,87.10469
bhr,2011,87.1022
bhr,2012,85.45677
bhr,2013,86.90818
bhr,2014,89.06943
bhr,2015,91.29455
bhr,2016,93.8923
bhr,2017,94.42112
bhr,2018,93.78209
bhs,1992,90.55332
bhs,1993,90.62214
bhs,1999,70.34891
bhs,2004,79.85233
bhs,2005,82.22038
bhs,2006,83.4111
bhs,2007,87.11506
bhs,2008,85.26774
bhs,2009,82.93533
bhs,2010,82.15272
bhs,2011,76.3328
bhs,2012,78.52802
bhs,2013,71.12629
bhs,2014,74.0697
bhs,2015,59.99897
bhs,2016,68.04682
bhs,2017,66.43519
bhs,2018,65.04684
blr,2010,95.05603
blr,2011,95.43727
blr,2012,96.57888
blr,2013,98.00224
blr,2014,98.35988
blr,2015,99.13601
blr,2017,96.92706
blr,2018,96.18075
blz,1999,57.1753
blz,2000,60.16414
blz,2001,61.89531
blz,2003,69.34685
blz,2005,66.33888
blz,2006,66.93905
blz,2007,66.44766
blz,2008,66.04449
blz,2009,66.30209
blz,2010,66.26234
blz,2011,67.60589
blz,2012,68.82564
blz,2013,71.07215
blz,2014,71.28572
blz,2015,71.03463
blz,2016,73.67771
blz,2017,72.70522
blz,2018,73.35268
bmu,1978,65.60664
bmu,2010,55.69351
bmu,2011,78.06986
bol,2000,60.7533
bol,2001,63.50595
bol,2002,67.92025
bol,2003,70.47711
bol,2004,72.71429
bol,2005,73.64146
bol,2006,73.30879
bol,2007,73.03837
bol,2008,72.35473
bol,2009,73.31519
bol,2010,73.39152
bol,2011,73.15149
bol,2012,74.50503
bol,2013,76.07971
bol,2014,76.67002
bol,2015,77.23552
bol,2016,77.39237
bol,2017,76.6115
bol,2018,76.97286
bra,2007,77.48286
bra,2009,82.73203
bra,2011,81.36715
bra,2012,79.45052
bra,2013,84.32505
bra,2014,84.85284
bra,2015,83.63342
bra,2016,84.27552
bra,2017,83.18157
brb,1978,84.1292
brb,1981,84.72761
brb,1982,86.17759
brb,1983,84.13915
brb,1984,85.21789
brb,1985,88.9003
brb,1989,84.05027
brb,1990,73.66866
brb,1999,94.93646
brb,2000,91.27349
brb,2001,85.14533
brb,2002,87.19142
brb,2003,89.18286
brb,2004,95.12096
brb,2005,92.0335
brb,2006,91.75268
brb,2007,93.75514
brb,2008,88.88199
brb,2009,84.89659
brb,2010,85.14956
brb,2011,91.58659
brb,2014,99.96777
brb,2018,96.81848
brn,1977,51.37552
brn,1978,51.04478
brn,1979,52.21725
brn,1980,54.10249
brn,1981,53.96242
brn,1982,54.90979
brn,1983,57.03768
brn,1984,54.28311
brn,1991,71.65753
brn,1992,68.13667
brn,1993,67.53283
brn,1994,69.57298
brn,2005,87.98015
brn,2006,89.83722
brn,2007,88.49667
brn,2008,88.24747
brn,2009,89.74596
brn,2010,90.67793
brn,2011,91.41084
brn,2012,94.23704
brn,2013,93.16588
brn,2014,88.81411
brn,2015,86.98323
brn,2016,85.52219
brn,2017,85.63814
brn,2018,84.048
btn,1998,16.90257
btn,1999,18.75869
btn,2000,21.25865
btn,2001,23.70711
btn,2005,34.79663
btn,2006,37.99739
btn,2008,44.87991
btn,2009,48.05544
btn,2010,52.91804
btn,2011,55.52054
btn,2012,59.35257
btn,2013,62.53251
btn,2014,65.98004
btn,2015,67.91664
btn,2016,69.77816
btn,2017,72.82267
btn,2018,76.54685
bwa,1971,6.50991
bwa,1972,7.19377
bwa,1973,9.35048
bwa,1974,10.8766
bwa,1975,12.84169
bwa,1976,14.49823
bwa,1977,15.68464
bwa,1978,15.47759
bwa,1979,15.6784
bwa,1980,17.25754
bwa,1981,18.14993
bwa,1984,21.46094
bwa,1985,24.39573
bwa,1986,25.56097
bwa,1989,29.79481
bwa,1990,33.5433
bwa,1991,42.46151
bwa,1992,42.45708
bwa,1993,46.13384
bwa,1994,45.06304
bwa,1995,46.83273
bwa,1998,65.64492
bwa,1999,60.63979
bwa,2000,62.79767
bwa,2002,61.96259
bwa,2003,63.7512
caf,1971,1.52439
caf,1972,1.64319
caf,1973,1.84212
caf,2009,7.78226
caf,2011,9.95953
caf,2012,9.43066
caf,2017,9.70857
can,1994,89.3506
can,2012,91.93075
can,2013,91.36203
can,2014,90.68651
can,2015,92.51468
can,2016,99.69423
can,2017,100
che,1981,73.95649
che,1982,73.89013
che,1983,73.70502
che,1984,73.56879
che,1985,73.67363
che,1986,73.41359
che,1987,73.19692
che,1988,73.37438
che,1989,73.45012
che,1990,74.17736
che,1991,75.36394
che,1992,76.03702
che,1993,77.117
che,1994,78.43564
che,1999,81.8454
che,2000,82.34832
che,2001,82.25319
che,2002,81.24886
che,2003,81.05452
che,2004,81.46374
che,2005,82.34026
che,2006,82.9207
che,2007,82.76726
che,2008,82.60969
che,2009,81.85771
che,2010,82.3699
che,2011,82.04877
che,2012,80.06983
che,2013,82.58785
che,2014,83.47382
che,2015,84.0442
che,2016,84.70193
che,2017,83.93147
chl,2007,88.09875
chl,2008,87.15343
chl,2009,85.16528
chl,2010,86.45824
chl,2011,86.95864
chl,2012,86.40397
chl,2013,89.20266
chl,2014,89.90777
chl,2015,90.32174
chl,2016,90.33011
chl,2017,89.88541
civ,2014,24.51976
civ,2016,28.999
civ,2017,32.40814
civ,2018,35.05883
cmr,1971,4.15386
cmr,1972,4.84029
cmr,1973,5.44807
cmr,1974,6.07023
cmr,1975,6.72642
cmr,1976,7.55653
cmr,1977,8.49719
cmr,1978,9.38728
cmr,1979,10.04752
cmr,1980,10.43302
cmr,1981,11.02495
cmr,2012,36.95547
cmr,2013,38.24519
cmr,2014,40.87461
cmr,2015,42.05413
cmr,2016,43.0281
cod,1992,11.97101
cod,1993,12.5832
cod,1994,12.35144
cog,1972,11.34959
cog,1974,20.37144
cog,1976,26.8154
col,2005,67.05516
col,2006,71.53961
col,2007,74.20973
col,2008,74.76274
col,2009,77.28964
col,2010,78.27416
col,2011,80.18614
col,2012,78.77746
col,2013,79.381
col,2014,78.5674
col,2015,78.53982
col,2016,79.04928
col,2017,79.31285
col,2018,80.16872
com,2013,45.95748
com,2014,46.64662
com,2017,44.81304
com,2018,51.66721
cpv,1987,9.14158
cpv,1994,24.65736
cpv,2002,59.32541
cpv,2003,60.96055
cpv,2004,60.67487
cpv,2005,64.48282
cpv,2006,65.12895
cpv,2007,67.19726
cpv,2009,70.2714
cpv,2012,73.94385
cpv,2013,75.29022
cpv,2014,75.75436
cpv,2015,75.85656
cpv,2016,75.69258
cpv,2017,75.42516
cpv,2018,74.47218
cri,1970,22.8762
cri,1973,32.28778
cri,1975,35.53364
cri,1976,36.24609
cri,1979,40.42991
cri,1981,41.54288
cri,1982,39.98389
cri,1985,36.43595
cri,1986,36.79645
cri,1987,37.36415
cri,1989,37.44717
cri,1990,38.48066
cri,1991,39.13094
cri,2011,77.46791
cri,2012,77.65121
cri,2013,79.24222
cri,2014,80.01441
cri,2015,81.99878
cri,2016,84.29661
cri,2017,83.87925
cri,2018,84.30884
cub,1972,20.52918
cub,1973,22.40579
cub,1974,26.31302
cub,1979,61.1609
cub,1986,70.83282
cub,1987,69.5071
cub,1988,70.30375
cub,1989,72.59362
cub,1990,71.17462
cub,1991,73.50074
cub,1992,72.11035
cub,1994,63.94686
cub,1999,79.17534
cub,2000,81.51485
cub,2001,83.72802
cub,2002,82.47511
cub,2003,84.78699
cub,2004,86.19459
cub,2005,87.88753
cub,2006,90.24181
cub,2007,89.72188
cub,2008,88.66904
cub,2009,86.9229
cub,2010,88.86108
cub,2011,88.60291
cub,2012,87.68415
cub,2013,87.9858
cub,2014,86.3748
cub,2015,85.6546
cub,2016,86.31438
cub,2017,86.37745
cub,2018,86.70001
cyp,1971,49.26928
cyp,1972,52.15357
cyp,1973,57.03425
cyp,1974,60.27251
cyp,1975,57.23604
cyp,1976,62.0989
cyp,1977,62.72218
cyp,1978,61.56679
cyp,1979,62.09664
cyp,1980,62.85698
cyp,1981,62.89118
cyp,1982,62.10306
cyp,1983,62.76542
cyp,1994,90.5196
cyp,1995,90.55158
cyp,1996,90.86582
cyp,1997,90.45496
cyp,1999,89.56057
cyp,2000,89.4389
cyp,2001,89.373
cyp,2002,93.13152
cyp,2003,94.34654
cyp,2004,94.56854
cyp,2005,95.28755
cyp,2006,95.12994
cyp,2007,96.30041
cyp,2008,96.70051
cyp,2009,96.45937
cyp,2010,89.65071
cyp,2011,90.62311
cyp,2012,92.9666
cyp,2013,93.98998
cyp,2014,95.50686
cyp,2015,95.10285
cyp,2016,94.13876
cyp,2017,95.3969
cze,2001,89.29101
cze,2002,89.96199
cze,2004,90.75791
cze,2013,88.7365
cze,2014,89.84155
cze,2015,91.17041
cze,2016,92.01744
cze,2017,91.49009
deu,2002,89.38924
deu,2003,89.45682
deu,2004,89.606
deu,2005,89.89263
deu,2006,89.60937
deu,2007,89.09741
deu,2008,89.51332
deu,2009,87.81706
deu,2010,87.81084
deu,2011,88.14564
deu,2012,87.67107
deu,2013,87.15888
deu,2014,86.51205
deu,2015,86.06816
deu,2016,85.2448
deu,2017,84.68996
dji,1985,6.82227
dji,1986,7.45912
dji,1987,8.24604
dji,1988,8.02032
dji,1997,9.37204
dji,2001,11.06493
dji,2002,11.3603
dji,2004,15.5395
dji,2005,16.66565
dji,2008,22.81105
dji,2015,37.27547
dma,1999,93.89429
dma,2000,94.6003
dma,2001,90.55755
dma,2003,93.3191
dma,2004,92.31919
dma,2005,88.69065
dma,2006,78.49285
dma,2009,76.89243
dma,2010,76.81868
dma,2011,75.18269
dma,2015,81.9211
dma,2016,91.18397
dnk,1981,89.22711
dnk,1982,89.19928
dnk,1983,88.10872
dnk,1984,86.31607
dnk,1985,84.93635
dnk,1986,84.37085
dnk,1987,84.5021
dnk,1988,85.65958
dnk,1989,87.39843
dnk,1990,88.22323
dnk,1991,88.38124
dnk,1992,87.90167
dnk,1993,87.91638
dnk,1994,88.45483
dnk,1995,88.11434
dnk,1996,88.46238
dnk,1998,89.21622
dnk,2000,89.58509
dnk,2001,90.60777
dnk,2002,92.53573
dnk,2003,95.75799
dnk,2004,92.74235
dnk,2005,93.02402
dnk,2006,90.96301
dnk,2007,90.80236
dnk,2008,90.97209
dnk,2009,91.29192
dnk,2010,91.37941
dnk,2011,92.47983
dnk,2012,91.51805
dnk,2013,91.67685
dnk,2014,91.25305
dnk,2015,91.278
dnk,2016,91.71064
dnk,2017,92.25643
dom,1999,43.96131
dom,2000,44.93905
dom,2002,56.68525
dom,2004,54.48868
dom,2005,58.64749
dom,2007,68.56765
dom,2008,66.83578
dom,2009,68.28458
dom,2010,68.20751
dom,2011,67.72275
dom,2012,68.32101
dom,2013,70.05065
dom,2014,71.36837
dom,2015,72.32872
dom,2016,73.23349
dom,2017,74.18809
dom,2018,74.54667
dza,1971,5.7612
dza,1984,32.46543
dza,1995,49.12656
dza,1996,49.95308
dza,1997,51.31181
ecu,1998,47.37853
ecu,1999,48.04316
ecu,2000,48.64054
ecu,2001,49.59329
ecu,2002,50.53312
ecu,2003,50.8589
ecu,2004,51.21197
ecu,2005,53.84625
ecu,2006,55.28489
ecu,2007,56.61446
ecu,2009,70.14665
ecu,2010,72.48103
ecu,2011,73.45156
ecu,2012,76.95222
ecu,2013,80.98376
ecu,2014,84.31903
ecu,2015,85.96723
ecu,2016,87.17883
ecu,2017,86.53268
ecu,2018,86.0294
egy,1971,17.80661
egy,1972,18.06564
egy,1973,20.13669
egy,1974,20.10629
egy,1994,59.48309
egy,2014,77.41167
egy,2016,80.90166
egy,2017,81.87378
egy,2018,83.12511
eri,1994,15.11239
eri,1995,16.21153
eri,1997,18.50865
eri,1999,22.28117
eri,2000,24.75044
eri,2001,24.05994
eri,2002,23.34966
eri,2003,23.6657
eri,2004,23.29348
eri,2005,25.88158
eri,2006,27.75473
eri,2007,30.05572
eri,2008,32.10264
eri,2009,35.8112
eri,2010,40.67459
eri,2011,43.4702
eri,2012,45.90655
eri,2013,43.94672
eri,2014,44.20333
eri,2015,39.88844
eri,2017,39.03466
eri,2018,40.25675
esp,1971,41.79834
esp,1972,41.06525
esp,1973,48.32861
esp,1975,56.39345
esp,1976,59.61315
esp,1977,63.25014
esp,1978,65.77961
esp,1979,68.83195
esp,1980,72.42548
esp,1981,73.98563
esp,1999,88.6091
esp,2000,90.4433
esp,2001,92.27067
esp,2002,93.02591
esp,2003,93.44245
esp,2004,94.8251
esp,2005,95.11536
esp,2006,94.68493
esp,2007,93.81765
esp,2008,93.2494
esp,2009,92.7849
esp,2010,92.20098
esp,2011,90.26585
esp,2012,90.50895
esp,2013,91.1254
esp,2014,91.95403
esp,2015,93.28815
esp,2016,95.64771
esp,2017,97.75094
est,1998,86.12564
est,1999,86.62801
est,2000,87.87116
est,2001,88.57984
est,2002,91.15273
est,2003,92.68417
est,2004,93.94951
est,2005,95.61758
est,2006,95.79902
est,2007,95.10093
est,2008,93.72701
est,2009,92.42128
est,2010,91.74543
est,2011,91.66038
est,2012,91.46472
est,2013,92.6303
est,2014,93.43296
est,2015,94.54082
est,2016,95.02152
est,2017,95.49697
eth,1999,9.12729
eth,2000,10.31076
eth,2001,10.57117
eth,2002,11.5276
eth,2014,29.95387
eth,2015,30.3126
fin,1979,86.84263
fin,1991,93.79326
fin,1993,95.93359
fin,1994,95.41511
fin,1995,93.05896
fin,1996,93.58783
fin,1997,93.75928
fin,1998,98.75629
fin,1999,94.88492
fin,2000,95.26391
fin,2001,94.9661
fin,2002,95.17207
fin,2003,95.41716
fin,2004,95.35803
fin,2005,96.08229
fin,2006,96.391
fin,2007,96.13509
fin,2008,95.41035
fin,2009,94.68926
fin,2010,94.28708
fin,2011,93.79525
fin,2012,93.19848
fin,2013,94.89586
fin,2014,94.9359
fin,2015,95.67699
fin,2016,96.32286
fin,2017,96.3946
fji,1999,80.3371
fji,2000,76.0777
fji,2001,77.47719
fji,2002,79.77833
fji,2003,79.8237
fji,2004,86.98838
fji,2006,89.26706
fji,2007,86.37964
fji,2009,84.77456
fji,2011,88.74168
fji,2012,88.84323
fra,1977,80.196
fra,1979,80.37668
fra,1980,80.75146
fra,1982,81.21998
fra,1983,82.09055
fra,1985,84.09295
fra,1986,84.38492
fra,1987,84.41857
fra,1988,84.37496
fra,1989,84.83711
fra,1990,85.46445
fra,1992,90.54048
fra,1993,91.53542
fra,1994,95.87305
fra,1995,96.47916
fra,1996,96.01478
fra,1997,95.23164
fra,1999,90.94398
fra,2000,90.68465
fra,2001,90.39445
fra,2002,90.07332
fra,2003,89.86307
fra,2004,89.70683
fra,2005,93.47937
fra,2006,93.37342
fra,2007,93.42457
fra,2008,93.45841
fra,2009,93.52342
fra,2010,93.4033
fra,2011,93.70787
fra,2012,93.94162
fra,2013,94.0829
fra,2014,93.69613
fra,2015,94.36077
fra,2016,94.68814
fra,2017,95.32789
gbr,1971,70.79908
gbr,1972,71.03988
gbr,1973,71.5326
gbr,1974,76.69045
gbr,1975,76.48503
gbr,1976,77.95317
gbr,1977,77.50675
gbr,1978,76.73477
gbr,1979,76.17908
gbr,1981,78.19176
gbr,1982,79.06131
gbr,1983,80.14477
gbr,1984,80.1808
gbr,1986,81.69551
gbr,1987,81.16813
gbr,1990,79.56314
gbr,1991,82.24123
gbr,1992,84.87946
gbr,1993,92.11067
gbr,1994,93.86034
gbr,1995,94.87488
gbr,1996,94.21612
gbr,1997,93.1328
gbr,1998,93.97631
gbr,1999,95.18473
gbr,2000,95.39748
gbr,2001,95.67337
gbr,2002,96.61247
gbr,2003,97.0797
gbr,2004,96.61894
gbr,2005,97.42833
gbr,2006,94.19442
gbr,2007,92.71672
gbr,2008,93.75392
gbr,2009,95.36203
gbr,2010,96.79978
gbr,2011,93.37553
gbr,2012,90.85161
gbr,2013,94.1207
gbr,2014,97.54052
gbr,2015,98.45768
gbr,2017,97.23472
geo,1996,73.25802
geo,1997,76.481
geo,1999,83.31987
geo,2000,86.62082
geo,2005,90.22191
geo,2006,92.61643
geo,2008,92.98594
geo,2013,89.82204
geo,2014,91.58255
geo,2015,92.79255
geo,2016,93.5214
geo,2017,95.0518
geo,2018,96.84329
gha,1999,28.82961
gha,2000,29.31743
gha,2001,28.19991
gha,2002,29.69717
gha,2003,30.71382
gha,2005,33.88762
gha,2006,35.51335
gha,2007,40.95638
gha,2008,41.85518
gha,2009,40.67466
gha,2013,51.31482
gha,2014,51.3943
gha,2015,55.00608
gha,2016,55.50014
gha,2017,55.81603
gha,2018,58.78122
gha,2019,57.88249
gib,2016,89.91416
gib,2017,91.58576
gin,1986,4.42462
gin,1989,3.53114
gin,1990,3.41592
gin,1999,6.4184
gin,2001,9.20993
gin,2002,10.71844
gin,2003,12.18801
gin,2004,13.11167
gin,2005,15.83136
gin,2006,18.1986
gin,2011,23.11503
gin,2014,25.56081
gmb,1978,4.94979
gmb,1979,4.59013
gmb,1983,7.30077
gmb,1984,8.62402
gmb,1985,8.97779
gmb,1986,8.91362
gnb,1981,1.29227
gnb,1982,1.27983
gnb,1984,1.39481
gnb,2000,6.12355
gnq,1999,8.91028
gnq,2005,17.87846
grc,1971,46.72245
grc,1972,50.34195
grc,1973,51.36421
grc,1974,52.33023
grc,1975,53.53872
grc,1976,56.23303
grc,1977,57.96076
grc,1978,61.41234
grc,1979,63.3016
grc,1980,68.41747
grc,1982,74.84319
grc,1984,77.33252
grc,1985,78.75046
grc,1986,79.52663
grc,1987,81.18904
grc,1988,80.88782
grc,1989,81.632
grc,1991,81.9191
grc,1992,82.13202
grc,1994,79.89287
grc,1996,83.44352
grc,1997,82.95167
grc,1998,82.75083
grc,1999,82.31914
grc,2000,82.53356
grc,2001,84.37694
grc,2002,86.29968
grc,2003,85.63833
grc,2004,86.98944
grc,2005,89.85653
grc,2006,89.27623
grc,2007,86.77027
grc,2010,95.55662
grc,2013,93.18355
grc,2014,90.71566
grc,2015,91.72493
grc,2016,91.72496
grc,2017,92.61503
grd,1972,24.90921
grd,2002,95.34112
grd,2003,81.97817
grd,2004,92.673
grd,2005,87.08363
grd,2013,88.67117
grd,2014,92.21781
grd,2015,96.56098
grd,2017,82.76135
gtm,1972,6.90698
gtm,1974,8.25653
gtm,1975,8.85316
gtm,1999,20.18352
gtm,2000,23.18647
gtm,2001,26.4144
gtm,2002,26.99068
gtm,2008,35.85935
gtm,2009,37.34713
gtm,2010,40.37961
gtm,2011,40.73043
gtm,2012,41.24971
gtm,2013,41.45855
gtm,2014,41.9082
gtm,2015,42.89968
gtm,2016,42.78212
gtm,2017,42.6191
gtm,2018,42.97926
guy,1971,54.72811
guy,1999,71.48716
guy,2009,76.32264
guy,2011,88.59825
guy,2012,84.39333
hkg,1971,29.49158
hkg,1972,31.09452
hkg,1973,33.51001
hkg,1974,36.4664
hkg,1975,40.08335
hkg,1976,43.49559
hkg,1977,46.6482
hkg,1978,50.67473
hkg,1979,55.97687
hkg,1980,59.54322
hkg,1981,62.80297
hkg,1983,68.4077
hkg,1984,69.82868
hkg,1985,71.65372
hkg,1996,79.30415
hkg,2001,73.66516
hkg,2002,73.46436
hkg,2003,74.03908
hkg,2004,74.76297
hkg,2005,75.75441
hkg,2006,76.1082
hkg,2007,77.20908
hkg,2008,78.4339
hkg,2009,79.40112
hkg,2010,80.16382
hkg,2011,78.6769
hkg,2012,90.60983
hkg,2013,89.29547
hkg,2014,89.51098
hkg,2015,89.9948
hkg,2016,92.30363
hkg,2017,94.22031
hkg,2018,96.54371
hnd,1983,25.53384
hnd,2013,45.84987
hnd,2014,44.46699
hnd,2015,44.33387
hnd,2016,45.81378
hnd,2017,46.71862
hrv,1999,82.82476
hrv,2000,83.18619
hrv,2001,83.45319
hrv,2002,84.39449
hrv,2003,86.01277
hrv,2005,89.58715
hrv,2008,94.58472
hrv,2009,98.32342
hrv,2010,97.97959
hrv,2011,95.73551
hrv,2012,95.55625
hrv,2013,94.69333
hrv,2014,93.71508
hrv,2015,94.04569
hrv,2016,93.48202
hrv,2017,94.05053
hun,1997,82.57994
hun,1998,82.26287
hun,1999,83.99834
hun,2000,85.38495
hun,2001,87.6171
hun,2002,88.97603
hun,2003,90.45344
hun,2004,89.0023
hun,2005,89.84116
hun,2006,89.98021
hun,2007,90.02103
hun,2008,89.37668
hun,2009,89.03695
hun,2010,89.04917
hun,2011,88.22474
hun,2012,88.82004
hun,2013,89.6237
hun,2014,89.88706
hun,2015,89.33125
hun,2016,89.18509
hun,2017,89.51638
idn,1972,12.20769
idn,1973,12.42272
idn,1974,12.99715
idn,1975,14.61838
idn,1976,15.38111
idn,1977,15.88172
idn,1978,17.06446
idn,1995,38.75642
idn,2001,49.27326
idn,2002,50.48961
idn,2003,53.1074
idn,2004,54.67966
idn,2005,53.12387
idn,2006,57.81846
idn,2007,65.05054
idn,2008,63.80221
idn,2009,64.28802
idn,2010,66.52676
idn,2011,73.10344
idn,2012,75.29503
idn,2013,74.33205
idn,2014,74.88044
idn,2015,76.28108
idn,2018,79.88474
ind,2013,62.40373
irl,1971,65.27091
irl,1972,66.60876
irl,1973,71.99019
irl,1974,75.2748
irl,1975,77.93356
irl,1976,79.58609
irl,1977,80.45519
irl,1978,81.26704
irl,1982,85.27954
irl,1991,80.0726
irl,1992,81.63788
irl,1995,84.93426
irl,1996,84.65288
irl,1997,83.61115
irl,1998,90.30869
irl,1999,92.3316
irl,2000,93.21932
irl,2001,93.56763
irl,2002,94.84328
irl,2003,95.37459
irl,2004,96.12372
irl,2005,96.33118
irl,2006,96.36581
irl,2007,96.96115
irl,2008,96.39946
irl,2009,97.6914
irl,2010,98.01097
irl,2012,98.72828
irn,2009,75.81558
irn,2010,74.15788
irn,2011,76.3366
irn,2012,77.89786
irn,2013,74.20273
irn,2014,75.86485
irn,2016,78.52265
irn,2017,80.37532
irq,1975,16.03321
irq,1976,16.28303
irq,1977,18.03424
irq,1978,21.15286
irq,1979,24.54918
irq,1980,27.28238
irq,1981,29.11123
irq,1982,30.90821
irq,1985,29.66784
irq,1987,30.3448
irq,1988,30.03772
irq,1989,30.05096
irq,1993,28.14183
irq,1999,24.26862
irq,2000,25.71197
irq,2003,30.99313
irq,2004,33.61978
irq,2007,40.25403
isl,1998,86.69995
isl,1999,86.01917
isl,2000,84.70038
isl,2001,83.97959
isl,2002,86.79452
isl,2003,89.33811
isl,2004,90.99608
isl,2005,91.62347
isl,2006,91.31714
isl,2007,91.00058
isl,2008,89.85709
isl,2009,87.98982
isl,2010,88.56614
isl,2011,87.2124
isl,2012,87.57962
isl,2013,88.89241
