geo,time,se_sec_nenr_fe
uga,2004,14.66158
uga,2007,18.69281
uga,2008,21.04045
ukr,2000,95.73711
ukr,2001,95.89166
ukr,2002,91.48039
ukr,2003,91.86167
ukr,2004,90.91565
ukr,2005,83.167
ukr,2006,87.58418
ukr,2007,87.35342
ukr,2008,87.0797
ukr,2009,86.1756
ukr,2010,86.24491
ukr,2011,84.25473
ukr,2012,84.65258
ukr,2013,85.15034
ukr,2014,86.08094
ury,2007,71.12715
ury,2008,73.01783
ury,2009,75.84273
ury,2011,77.70593
ury,2012,78.84413
ury,2014,79.86712
ury,2015,84.93637
ury,2016,86.46826
ury,2017,91.12043
usa,2005,90.70646
usa,2010,89.18024
usa,2011,90.47964
usa,2012,90.32571
usa,2013,90.09343
usa,2014,91.08553
usa,2015,92.66306
usa,2016,92.17723
usa,2017,93.03496
uzb,2010,85.67212
uzb,2011,86.25317
uzb,2012,87.92494
uzb,2013,88.10361
uzb,2014,87.78567
uzb,2015,88.34952
uzb,2016,89.2629
uzb,2017,90.35013
vct,1984,43.78008
vct,2000,78.4044
vct,2001,73.3613
vct,2002,79.1244
vct,2003,74.9188
vct,2004,79.05492
vct,2005,82.30528
vct,2008,96.87738
vct,2009,94.02956
vct,2010,87.97138
vct,2013,86.42768
vct,2014,88.57868
vct,2015,91.57171
vct,2016,92.16199
vct,2017,92.2153
vct,2018,91.64213
ven,1971,25.55165
ven,1972,27.89083
ven,1999,53.81697
ven,2000,56.40249
ven,2001,59.48212
ven,2002,61.9998
ven,2003,63.52019
ven,2004,65.82244
ven,2005,67.63398
ven,2006,71.11443
ven,2007,73.31214
ven,2008,74.10101
ven,2009,75.55271
ven,2010,75.8728
ven,2011,76.95473
ven,2012,78.06982
ven,2013,78.36431
ven,2014,79.56526
ven,2015,77.21328
ven,2016,76.00991
ven,2017,76.7969
vgb,1985,70.9531
vgb,1992,74.375
vgb,1994,74.7076
vgb,1999,76.33053
vgb,2000,84.30851
vgb,2001,84.51935
vgb,2011,83.07373
vgb,2012,83.18408
vgb,2013,83.60656
vgb,2014,84.12098
vgb,2015,83.9851
vgb,2016,83.59447
vgb,2017,71.86068
vut,1989,13.12694
vut,1991,15.15686
vut,1999,27.66254
vut,2000,35.62085
vut,2001,32.75548
vut,2002,36.93359
vut,2003,34.93387
vut,2004,37.60788
vut,2010,52.52045
vut,2015,49.82538
wsm,1995,44.22846
wsm,1998,73.04382
wsm,1999,75.0446
wsm,2000,69.11494
wsm,2001,70.48954
wsm,2009,85.76803
wsm,2010,85.58986
wsm,2011,86.96462
wsm,2012,87.04348
wsm,2014,91.164
wsm,2015,89.71274
wsm,2016,89.73174
yem,1999,18.89021
yem,2010,30.53766
yem,2012,33.65791
yem,2013,35.96013
yem,2016,40.19504
zaf,1994,56.20166
zaf,1999,63.53701
zaf,2000,62.41686
zaf,2001,63.09035
zaf,2002,64.77697
zaf,2003,66.61669
zaf,2004,68.18711
zaf,2005,69.10643
zaf,2015,89.8737
zaf,2017,78.52272
zwe,1999,40.31867
zwe,2000,40.17528
zwe,2001,40.98154
zwe,2002,38.72148
zwe,2003,35.34257
zwe,2012,47.37766
zwe,2013,48.51255
