geo,time,dc_dac_totl_cd
alb,2014,268610002.60897
alb,2015,268900002.1629
alb,2016,188169997.87279
alb,2017,196549995.96439
alb,2018,361069995.64171
alb,2019,213360005.92075
are,1960,409999.99642
are,1961,540000.02146
are,1962,430000.00715
are,1963,389999.98569
are,1964,330000.01311
are,1965,19999.99955
are,1966,1299999.95232
are,1967,1569999.9705
are,1968,1129999.99523
are,1969,850000.02384
are,1970,309999.98748
are,1971,310000.00238
are,1972,240000.00954
are,1973,89999.99799
are,1974,49999.99888
are,1975,89999.99985
are,1976,549999.99888
are,1977,1280000.01982
are,1978,640000.01363
are,1979,5470000.20556
are,1980,1690000.06467
are,1981,-2230000.16995
are,1982,2409999.99642
are,1983,2280000.00864
are,1984,2420000.01483
are,1985,1829999.95537
are,1986,32730000.79207
are,1987,113189999.6344
are,1988,-13359999.28229
are,1989,-7349999.50789
are,1990,2819999.92207
are,1991,-7830000.63896
are,1992,-10410000.42483
are,1993,-10580000.23104
are,1994,-9069999.71159
are,1995,4849999.98286
are,1996,6619999.93213
are,1997,1159999.98339
are,1998,3469999.97646
are,1999,2929999.96245
are,2000,2669999.99993
are,2001,2449999.98622
are,2002,3729999.90918
are,2003,4940000.15594
are,2004,5269999.87476
arg,1960,43210000.30637
arg,1961,53950000.04768
arg,1962,65290000.08106
arg,1963,30329999.90135
arg,1964,-3289999.48502
arg,1965,-59149998.84367
arg,1966,-11830000.58122
arg,1967,6429999.9848
arg,1968,379999.25017
arg,1969,15490000.11012
arg,1970,-4779999.59514
arg,1971,2030000.19304
arg,1972,-1209999.92825
arg,1973,10290000.02332
arg,1974,12250000.14715
arg,1975,4959999.7364
arg,1976,6640000.24833
arg,1977,8920000.10796
arg,1978,9749999.74854
arg,1979,18689999.74802
arg,1980,32079999.33325
arg,1981,28460000.57831
arg,1982,23849999.44828
arg,1983,28440000.26211
arg,1984,25630000.01758
arg,1985,31360000.21733
arg,1986,57890001.01574
arg,1987,64739998.76156
arg,1988,119000001.97068
arg,1989,183289996.69477
arg,1990,168090000.07808
arg,1991,273509991.61042
arg,1992,258569994.89665
arg,1993,235580000.89787
arg,1994,150269999.23587
arg,1995,137129999.28556
arg,1996,103530000.54508
arg,1997,70840001.65388
arg,1998,52559999.52927
arg,1999,59750000.39674
arg,2000,53770002.24404
arg,2001,139979995.43883
arg,2002,56769999.56369
arg,2003,103090000.02034
arg,2004,85279999.69199
arg,2005,84109999.97891
arg,2006,105939999.61764
arg,2007,70139998.08952
arg,2008,104470001.39393
arg,2009,100430001.15082
arg,2010,116070001.20357
arg,2011,77710000.65096
arg,2012,169849997.15909
arg,2013,19940000.68121
arg,2014,36989999.70406
arg,2015,-33400002.53171
arg,2016,-17869999.40686
arg,2017,-30989999.75808
arg,2018,20180000.07607
arg,2019,-85820002.8576
arm,1991,2720000.03792
arm,1992,22369999.95075
arm,1993,100910000.02436
arm,1994,171109998.9973
arm,1995,113189999.59156
arm,1996,147020000.3162
arm,1997,58930000.59761
arm,1998,88219999.90009
arm,1999,96890001.37709
arm,2000,151439997.76803
arm,2001,134379996.36307
arm,2002,200290001.83195
arm,2003,143950002.71127
arm,2004,161459998.13825
arm,2005,150449997.85349
arm,2006,156819995.36604
arm,2007,251960002.87682
arm,2008,226400001.74753
arm,2009,274719994.50028
arm,2010,239869994.56957
arm,2011,281650002.3026
arm,2012,150289998.54997
arm,2013,168159996.35495
arm,2014,177889996.73165
arm,2015,214659996.66974
arm,2016,254320002.78682
arm,2017,246419996.53913
arm,2018,186099999.66063
arm,2019,150840000.75795
atg,1974,2689999.98271
atg,1975,1420000.00551
atg,1976,2629999.99523
atg,1977,4410000.08583
atg,1978,2710000.06609
atg,1979,3079999.92371
atg,1980,2590000.03338
atg,1981,6659999.97593
atg,1982,2309999.96886
atg,1983,1409999.95172
atg,1984,1549999.97467
atg,1985,2069999.98167
atg,1986,4390000.02295
atg,1987,4820000.05059
atg,1988,7419999.86582
atg,1989,3819999.91089
atg,1990,3929999.91775
atg,1991,6669999.88072
atg,1992,4409999.94986
atg,1993,2899999.97243
atg,1994,3810000.12159
atg,1995,1409999.95172
atg,1996,2070000.05804
atg,1997,2379999.99151
atg,1998,7210000.00648
atg,1999,8949999.86328
atg,2000,4120000.01222
atg,2001,6889999.85345
atg,2002,13779999.85963
atg,2003,3600000.01267
atg,2004,1719999.97087
atg,2005,7330000.11928
atg,2006,3250000.02794
atg,2007,4250000.1397
atg,2008,3080000.05037
atg,2009,3349999.95679
atg,2010,19269999.99583
atg,2011,15100000.36284
atg,2012,1550000.02682
atg,2013,1389999.99315
atg,2014,1779999.936
atg,2015,1379999.98964
atg,2016,5079999.86969
atg,2017,5440000.04977
atg,2018,3340000.09485
atg,2019,7269999.76672
aze,1992,5539999.99724
aze,1993,11800000.09574
aze,1994,128890001.57081
aze,1995,60479999.76575
aze,1996,55450000.41276
aze,1997,37639999.23132
aze,1998,61840000.67785
aze,1999,74220000.43467
aze,2000,90839999.73349
aze,2001,161220000.71593
aze,2002,254599996.00425
aze,2003,183099999.41103
aze,2004,102960000.79811
aze,2005,121650000.17546
aze,2006,114390001.51493
aze,2007,120099999.82454
aze,2008,133450001.53594
aze,2009,136810000.73999
aze,2010,82569999.20495
aze,2011,201440001.05001
aze,2012,241770000.57697
aze,2013,118179998.11098
aze,2014,156460000.09589
aze,2015,89109999.56168
aze,2016,100210000.05677
aze,2017,92579999.08552
aze,2018,126560000.47922
aze,2019,150049996.70759
bdi,1960,7509999.99978
bdi,1961,7169999.80807
bdi,1962,10810000.19051
bdi,1963,6440000.1131
bdi,1964,7209999.86306
bdi,1965,4470000.10498
bdi,1966,8020000.06475
bdi,1967,9569999.92765
bdi,1968,11630000.12003
bdi,1969,12740000.09149
bdi,1970,14550000.03055
bdi,1971,17960000.34548
bdi,1972,22220000.30242
bdi,1973,22799999.94487
bdi,1974,28299999.99329
bdi,1975,39090000.81941
bdi,1976,36480000.43817
bdi,1977,33530000.43519
bdi,1978,46259998.93062
bdi,1979,57100000.12442
bdi,1980,71870000.65856
bdi,1981,90430000.23998
bdi,1982,82479999.06726
bdi,1983,81819999.99098
bdi,1984,80340000.052
bdi,1985,86710001.10544
bdi,1986,100979998.05957
bdi,1987,97689998.34731
bdi,1988,110609999.52443
bdi,1989,125009999.8042
bdi,1990,193280000.8338
bdi,1991,179649998.73191
bdi,1992,214710000.12755
bdi,1993,149710000.54106
bdi,1994,145029999.91365
bdi,1995,132320001.14024
bdi,1996,77710001.00486
bdi,1997,41039999.97117
bdi,1998,43719999.21277
bdi,1999,53470000.2484
bdi,2000,50090000.21964
bdi,2001,117290001.39981
bdi,2002,121119999.27089
bdi,2003,168999999.61443
bdi,2004,254819998.15628
bdi,2005,265620000.60081
bdi,2006,269740003.71806
bdi,2007,323769998.51689
bdi,2008,339819998.27363
bdi,2009,395090000.66668
bdi,2010,413339997.26362
bdi,2011,356280003.37258
bdi,2012,283499998.09824
bdi,2013,323780003.40052
bdi,2014,311170002.35431
bdi,2015,216550004.32767
bdi,2016,616779988.77875
bdi,2017,255079998.82661
bdi,2018,265070001.32091
bdi,2019,317479995.70332
ben,1960,9999.99978
ben,1961,1310000.00238
ben,1962,3360000.05156
ben,1963,4240000.01885
ben,1964,17860000.09812
ben,1965,17470000.22233
ben,1966,14350000.21011
ben,1967,15700000.42021
ben,1968,12700000.02161
ben,1969,11219999.99508
ben,1970,13030000.10923
ben,1971,24739999.68916
ben,1972,16029999.91737
ben,1973,18879999.71956
ben,1974,26040000.37536
ben,1975,42730000.12338
ben,1976,39329999.74117
ben,1977,32749999.60139
ben,1978,41899999.10071
ben,1979,62860001.33492
ben,1980,49269999.61212
ben,1981,54110000.62712
ben,1982,47629999.59476
ben,1983,49150001.0509
ben,1984,46199999.71986
ben,1985,52779999.48896
ben,1986,83060000.11601
ben,1987,88770000.40747
ben,1988,121480002.14435
ben,1989,186059997.39282
ben,1990,170140005.2458
ben,1991,177279998.52411
ben,1992,208100000.32559
ben,1993,187050001.28783
ben,1994,152800002.45199
ben,1995,194099999.93257
ben,1996,191019999.30479
ben,1997,180000001.06916
ben,1998,173659999.70958
ben,1999,144579999.71695
ben,2000,193349998.70136
ben,2001,187890002.31214
ben,2002,167960002.75388
ben,2003,247209999.33966
ben,2004,298740001.65611
ben,2005,245520003.42309
ben,2006,263719996.74477
ben,2007,319980004.22306
ben,2008,432680010.6708
ben,2009,472300001.32695
ben,2010,463100000.38147
ben,2011,486999998.09638
ben,2012,338909995.18335
ben,2013,332989997.4484
ben,2014,324699997.30215
ben,2015,232450000.68471
ben,2016,269699999.19646
ben,2017,404100008.09841
ben,2018,357769999.8077
ben,2019,342339999.80241
bfa,1960,9999.99978
bfa,1961,1169999.95708
bfa,1962,3990000.00954
bfa,1963,4109999.97146
bfa,1964,14839999.82476
bfa,1965,16420000.10423
bfa,1966,16099999.85248
bfa,1967,18859999.58403
bfa,1968,21440000.39995
bfa,1969,22540000.08292
bfa,1970,19849999.68298
bfa,1971,26690000.19319
bfa,1972,30709999.98599
bfa,1973,52100001.51955
bfa,1974,82479998.10241
bfa,1975,70689999.6344
bfa,1976,66399999.90165
bfa,1977,86109999.15376
bfa,1978,121839999.99613
bfa,1979,152889999.87766
bfa,1980,161709997.40437
bfa,1981,177060000.5649
bfa,1982,166500001.11759
bfa,1983,143409998.31632
bfa,1984,139170000.56803
bfa,1985,136059997.82868
bfa,1986,183970000.27634
bfa,1987,210850002.82526
bfa,1988,242509996.92827
bfa,1989,213069995.77768
bfa,1990,258920001.38946
bfa,1991,305049996.04076
bfa,1992,328909996.09418
bfa,1993,337280002.20843
bfa,1994,311739996.88402
bfa,1995,325729993.72892
bfa,1996,318099995.27782
bfa,1997,282729996.84513
bfa,1998,291910004.3904
bfa,1999,285300001.06245
bfa,2000,269370002.8453
bfa,2001,252249999.56414
bfa,2002,298610000.54516
bfa,2003,349790001.655
bfa,2004,419139999.26671
bfa,2005,439980003.23772
bfa,2006,519619981.27401
bfa,2007,614020007.65503
bfa,2008,623869989.83473
bfa,2009,618419991.97192
bfa,2010,604890003.75569
bfa,2011,594560005.37798
bfa,2012,680029996.96135
bfa,2013,725129991.51833
bfa,2014,755999994.32638
bfa,2015,544569999.04476
bfa,2016,520359989.26684
bfa,2017,584849991.30107
bfa,2018,632300007.08811
bfa,2019,688559991.72106
bgd,1971,15359999.65668
bgd,1972,207430000.5734
bgd,1973,342109998.86133
bgd,1974,384359998.35655
bgd,1975,764609996.10834
bgd,1976,335040000.32693
bgd,1977,428170001.06163
bgd,1978,696360004.19036
bgd,1979,797090001.55516
bgd,1980,883449996.89423
bgd,1981,725779997.75484
bgd,1982,889529996.62608
bgd,1983,623389995.51162
bgd,1984,723890000.23156
bgd,1985,628760007.69809
bgd,1986,781039996.54949
bgd,1987,966420011.94507
bgd,1988,985559994.93599
bgd,1989,1078030002.76908
bgd,1990,1162029983.70118
bgd,1991,870870008.23393
bgd,1992,904380011.13012
bgd,1993,761079993.89805
bgd,1994,900290008.72187
bgd,1995,840120003.96848
bgd,1996,758600007.49119
bgd,1997,642020009.05201
bgd,1998,723079998.49692
bgd,1999,683340002.12699
bgd,2000,691349994.77118
bgd,2001,653189999.14825
bgd,2002,547600004.97103
bgd,2003,757379998.82549
bgd,2004,714399998.57545
bgd,2005,658660003.84279
bgd,2006,579480003.97161
bgd,2007,775880004.49538
bgd,2008,1017129993.1556
bgd,2009,849690000.12428
bgd,2010,1061220003.82282
bgd,2011,1241499985.69675
bgd,2012,1439179995.16241
bgd,2013,1567249983.72048
bgd,2014,1479480024.52031
bgd,2015,1279989995.9527
bgd,2016,1336730002.05867
bgd,2017,2366240040.88156
bgd,2018,2522980041.04198
bgd,2019,2682170035.57831
bgr,1990,11520000.02004
bgr,1991,312349994.7004
bgr,1992,146109999.62874
bgr,1993,113240001.13085
bgr,1994,154260001.17511
bgr,1995,109460001.70894
bgr,1996,176869998.10301
bgr,1997,214879995.13559
bgr,1998,230950001.38134
bgr,1999,258199998.91519
bgr,2000,302509999.6645
bgr,2001,338959994.81529
bgr,2002,318879999.02666
bgr,2003,406259990.69959
bgr,2004,598760012.77007
bhr,1960,239999.99464
bhr,1961,939999.99762
bhr,1962,1350000.02384
bhr,1963,639999.98569
bhr,1964,579999.98331
bhr,1965,879999.99523
bhr,1966,879999.99523
bhr,1967,50000.00075
bhr,1968,199999.99925
bhr,1969,119999.99732
bhr,1970,280000.00119
bhr,1971,280000.00119
bhr,1972,550000.01192
bhr,1973,519999.99024
bhr,1974,660000.01319
bhr,1975,770000.00887
bhr,1976,699999.97877
bhr,1977,869999.99546
bhr,1978,890000.00432
bhr,1979,820000.00961
bhr,1980,429999.99225
bhr,1981,1239999.97228
bhr,1982,770000.01259
bhr,1983,480000.00417
bhr,1984,620000.00477
bhr,1985,749999.97951
bhr,1986,1480000.0079
bhr,1987,1059999.97817
bhr,1988,1069999.98912
bhr,1989,3240000.06355
bhr,1990,1859999.96029
bhr,1991,1120000.00291
bhr,1992,1519999.95857
bhr,1993,9140000.19804
bhr,1994,1710000.02511
bhr,1995,1830000.02615
bhr,1996,1720000.00253
bhr,1997,1599999.99776
bhr,1998,1119999.98242
bhr,1999,1660000.00387
bhr,2000,1640000.01363
bhr,2001,1199999.99367
bhr,2002,1129999.96357
bhr,2003,1149999.97802
bhr,2004,1499999.97392
bhs,1960,-39999.99911
bhs,1964,50000.00075
bhs,1965,59999.99866
bhs,1966,39999.99911
bhs,1967,679999.9848
bhs,1968,39999.99911
bhs,1969,50000.00075
bhs,1970,19999.99955
bhs,1971,140000.0006
bhs,1972,929999.9848
bhs,1973,69999.99844
bhs,1974,80000.00007
bhs,1975,129999.99896
bhs,1976,140000.0006
bhs,1977,159999.99829
bhs,1978,409999.99829
bhs,1979,379999.99896
bhs,1980,269999.99397
bhs,1981,189999.99762
bhs,1982,290000.00469
bhs,1983,229999.993
bhs,1984,8930000.04254
bhs,1985,140000.0006
bhs,1986,870000.02898
bhs,1987,340000.00544
bhs,1988,539999.99724
bhs,1989,2610000.04783
bhs,1990,869999.99918
bhs,1991,1179999.99784
bhs,1992,1320000.03196
bhs,1993,-79999.9889
bhs,1994,-110000.01058
bhs,1995,2819999.95001
bhs,1996,-409999.9629
bhs,1997,2840000.01661
bhs,1998,22170000.30912
bhs,1999,10760000.31456
bhs,2000,5189999.82812
bhs,2001,7130000.11444
bhs,2002,3050000.06594
bhs,2003,3429999.8749
bhs,2004,3990000.03748
bih,1993,32330001.83105
bih,1994,292900000.08792
bih,1995,885009992.80624
bih,1996,666760000.73366
bih,1997,738329998.6124
bih,1998,732680000.59016
bih,1999,939629997.89417
bih,2000,648910000.10073
bih,2001,531339994.01145
bih,2002,421599992.91971
bih,2003,467150001.68979
bih,2004,423439995.24787
bih,2005,433090005.26927
bih,2006,424940002.46748
bih,2007,368720003.39441
bih,2008,413750006.02379
bih,2009,356740000.8142
bih,2010,350219996.40018
bih,2011,561169992.11349
bih,2012,525040015.21505
bih,2013,472620004.2367
bih,2014,543939996.42879
bih,2015,292169992.52327
bih,2016,355840001.79358
bih,2017,382759998.88964
bih,2018,270200000.16689
bih,2019,326529995.7227
blr,1991,187030000.0906
blr,1992,272480000.15318
blr,1993,185149996.93446
blr,1994,116879999.15518
blr,1995,217049998.9409
blr,1996,72949999.30449
blr,1997,38609999.96401
blr,1998,24859999.93421
blr,1999,21519999.80211
blr,2000,16539999.93391
blr,2001,25360000.08509
blr,2002,27410000.06534
blr,2003,21199999.78319
blr,2004,32120000.13702
blr,2005,45420000.01296
blr,2006,62200000.99204
blr,2007,72149999.30747
blr,2008,96029998.25031
blr,2009,89329999.61451
blr,2010,113609999.06622
blr,2011,99219997.58668
blr,2012,82139999.65414
blr,2013,82840000.28856
blr,2014,98890001.52797
blr,2015,87990000.93713
blr,2016,82720000.15527
blr,2017,107069996.89154
blr,2018,99140001.79805
blr,2019,183539999.98607
blz,1960,1799999.96163
blz,1961,2780000.0459
blz,1962,5389999.92236
blz,1963,4000000.00931
blz,1964,1369999.98987
blz,1965,1940000.03487
blz,1966,2429999.97735
blz,1967,5689999.92311
blz,1968,5520000.21935
blz,1969,6699999.92847
blz,1970,5779999.82238
blz,1971,4939999.88772
blz,1972,3840000.03338
blz,1973,4110000.07391
blz,1974,4739999.89778
blz,1975,6610000.15773
blz,1976,8529999.92669
blz,1977,5810000.19051
blz,1978,11949999.58016
blz,1979,20259999.77067
blz,1980,11560000.36001
blz,1981,9349999.8115
blz,1982,8169999.92728
blz,1983,12520000.14856
blz,1984,12579999.93116
blz,1985,20000000.09499
blz,1986,22630000.03621
blz,1987,21610000.13165
blz,1988,20390000.00805
blz,1989,19429999.92333
blz,1990,21010000.2531
blz,1991,18659999.90702
blz,1992,18889999.66346
blz,1993,22130000.12748
blz,1994,24240000.44726
blz,1995,12129999.91514
blz,1996,12829999.93488
blz,1997,6889999.89815
blz,1998,7729999.8235
blz,1999,44579998.97189
blz,2000,9690000.27888
blz,2001,16070000.05618
blz,2002,11759999.96439
blz,2003,9289999.98048
blz,2004,3879999.96543
blz,2005,8620000.01408
blz,2006,7320000.04314
blz,2007,13489999.97415
blz,2008,15920000.25511
blz,2009,17170000.05022
blz,2010,19020000.09082
blz,2011,14939999.99389
blz,2012,18220000.41045
blz,2013,32409999.62762
blz,2014,25139999.69512
blz,2015,17519999.88407
blz,2016,21509999.83773
blz,2017,18600000.076
blz,2018,15870000.04575
blz,2019,12700000.12591
bmu,1964,9999.99978
bmu,1965,50000.00075
bmu,1966,60000.00052
bmu,1967,59999.99866
bmu,1968,39999.99911
bmu,1969,9999.99978
bmu,1970,9999.99978
bmu,1972,9999.99978
bmu,1974,29999.99933
bmu,1975,19999.99955
bmu,1976,29999.99933
bmu,1977,29999.99933
bmu,1978,19999.99955
bmu,1979,29999.99933
bmu,1980,59999.99866
bmu,1981,19999.99955
bmu,1982,9999.99978
bmu,1983,50000.00075
bmu,1984,29999.99933
bmu,1985,909999.99456
bmu,1986,39999.99911
bmu,1987,109999.9994
bmu,1988,39999.99911
bmu,1989,89999.99799
bmu,1990,42190001.83232
bmu,1991,-4790000.17233
bmu,1992,-5000000.11548
bmu,1993,-4820000.15303
bmu,1994,-12480000.00045
bmu,1995,-2080000.07272
bmu,1996,-4069999.86619
bmu,1997,-8220000.19252
bmu,1998,550000.0082
bmu,1999,80000.00007
bmu,2000,59999.99866
bmu,2001,19999.99955
bmu,2002,19999.99955
bmu,2003,29999.99933
bmu,2004,89999.99985
bol,1960,12609999.99382
bol,1961,23080000.00007
bol,1962,31680000.09656
bol,1963,46839999.98309
bol,1964,36180000.10774
bol,1965,30260000.6666
bol,1966,22689999.82253
bol,1967,25999999.96275
bol,1968,41029998.21492
bol,1969,29479999.99672
bol,1970,25850000.04992
bol,1971,23840000.04828
bol,1972,42829999.86969
bol,1973,17739999.94993
bol,1974,38650000.05811
bol,1975,33160000.18083
bol,1976,45879999.68603
bol,1977,58170000.52333
bol,1978,86439999.63999
bol,1979,107090001.34468
bol,1980,100180000.6181
bol,1981,99710001.64188
bol,1982,89469999.85352
bol,1983,138510001.7786
bol,1984,121829999.19541
bol,1985,141530000.26196
bol,1986,218540001.16885
bol,1987,228449999.99367
bol,1988,252190001.55106
bol,1989,318389997.04272
bol,1990,390209996.85489
bol,1991,376219996.61066
bol,1992,534519997.32107
bol,1993,458310001.20565
bol,1994,413360002.82876
bol,1995,542000002.16812
bol,1996,626399993.86296
bol,1997,489969998.04117
bol,1998,445990001.4475
bol,1999,427480002.62305
bol,2000,361610002.51398
bol,2001,562970007.97466
bol,2002,504959996.45628
bol,2003,626590008.20108
bol,2004,594439997.71029
bol,2005,481140003.34591
bol,2006,626349991.36627
bol,2007,405489992.56268
bol,2008,544470000.62466
bol,2009,562960003.49522
bol,2010,496330010.65254
bol,2011,480940003.57762
bol,2012,393529999.32878
bol,2013,355159999.76918
bol,2014,322530004.1791
bol,2015,256860001.07415
bol,2016,278819999.54581
bol,2017,413159999.62203
bol,2018,305219997.72266
bol,2019,409249996.07168
bra,1960,40299999.83311
bra,1961,290920000.43392
bra,1962,178580000.16212
bra,1963,198359999.49463
bra,1964,236719999.85911
bra,1965,232309992.63935
bra,1966,318140005.10611
bra,1967,177889995.74259
bra,1968,216699993.30491
bra,1969,133339999.25666
bra,1970,130900000.3878
bra,1971,113509999.79861
bra,1972,87419998.26021
bra,1973,56390000.27999
bra,1974,118040000.109
bra,1975,116049999.57606
bra,1976,78149998.60339
bra,1977,57770000.346
bra,1978,75889998.70792
bra,1979,53940001.04442
bra,1980,58249997.68101
bra,1981,206709998.74361
bra,1982,162099997.67691
bra,1983,94189999.05139
bra,1984,140339997.35117
bra,1985,65100000.21197
bra,1986,133950000.26561
bra,1987,258400004.04418
bra,1988,196850000.57146
bra,1989,196340000.73187
bra,1990,146880003.6516
bra,1991,173070001.46806
bra,1992,-263980000.18857
bra,1993,165119999.37147
bra,1994,226459999.46632
bra,1995,231720000.64701
bra,1996,221290001.40168
bra,1997,209900000.1736
bra,1998,236630000.69931
bra,1999,128559995.55811
bra,2000,239510000.7169
bra,2001,226480004.56765
bra,2002,213040000.32134
bra,2003,205749998.96996
bra,2004,154629998.61129
bra,2005,191730001.42164
bra,2006,83760001.25334
bra,2007,296040005.47901
bra,2008,427689998.87444
bra,2009,328290002.25477
bra,2010,420859992.93812
bra,2011,799150007.7825
bra,2012,1268110028.12162
bra,2013,1161519979.6427
bra,2014,881980005.46545
bra,2015,972230000.39346
bra,2016,643289998.22959
bra,2017,237339997.27853
bra,2018,401910002.08072
bra,2019,244100004.17009
brb,1966,1599999.9363
brb,1967,590000.00171
brb,1968,739999.9965
brb,1969,1080000.02243
brb,1970,2100000.05178
brb,1971,4279999.91737
brb,1972,4320000.04686
brb,1973,4359999.88019
brb,1974,2989999.99836
brb,1975,2720000.0342
brb,1976,4040000.03077
brb,1977,3600000.04992
brb,1978,7950000.0868
brb,1979,4779999.90992
brb,1980,2099999.96237
brb,1981,4170000.09492
brb,1982,2549999.97653
brb,1983,11820000.19774
brb,1984,5089999.92535
brb,1985,5689999.93429
brb,1986,4280000.07756
brb,1987,4329999.89949
brb,1988,1849999.94747
brb,1989,829999.97772
brb,1990,1820000.05059
brb,1991,2439999.98458
brb,1992,2010000.01654
brb,1993,6059999.80308
brb,1994,2070000.05431
brb,1995,319999.97981
brb,1996,5479999.81232
brb,1997,5780000.05335
brb,1998,17850000.61616
brb,1999,460000.00089
brb,2000,2890000.02481
brb,2001,649999.89234
brb,2002,4760000.06683
brb,2003,21509999.73528
brb,2004,30220000.09753
brb,2005,-1049999.77536
brb,2006,-1079999.66107
brb,2007,13320000.21636
brb,2008,6499999.9553
brb,2009,10650000.00782
brb,2010,14800000.4068
brn,1960,9999.99978
brn,1964,19999.99955
brn,1965,29999.99933
brn,1966,39999.99911
brn,1967,29999.99933
brn,1968,19999.99955
brn,1969,9999.99978
brn,1970,9999.99978
brn,1971,9999.99978
brn,1972,9999.99978
brn,1973,119999.99732
brn,1974,139999.99873
brn,1975,129999.99709
brn,1976,69999.99844
brn,1977,49999.99888
brn,1978,59999.99866
brn,1979,59999.99866
brn,1980,19999.99955
brn,1981,190000.00134
brn,1982,269999.99955
brn,1983,400000.0041
brn,1984,809999.98562
brn,1985,1299999.95418
brn,1986,2460000.07167
brn,1987,3169999.94591
brn,1988,4460000.08658
brn,1989,4480000.20161
brn,1990,3839999.89741
brn,1991,3610000.05156
brn,1992,5339999.86015
brn,1993,5029999.9807
brn,1994,5250000.21793
