geo,time,sl_emp_self_zs
rou,2014,32.08
rou,2015,28.98
rou,2016,26.61
rou,2017,26.31
rou,2018,25.22
rou,2019,24.23
rus,1991,0.74
rus,1992,0.86
rus,1993,1.41
rus,1994,1.96
rus,1995,2.41
rus,1996,2.63
rus,1997,4.16
rus,1998,4.1
rus,1999,11.75
rus,2000,11.03
rus,2001,9.12
rus,2002,8.86
rus,2003,8.46
rus,2004,8.5
rus,2005,8.75
rus,2006,8.52
rus,2007,8.31
rus,2008,8.32
rus,2009,8.57
rus,2010,6.76
rus,2011,7.04
rus,2012,6.87
rus,2013,7.24
rus,2014,7.18
rus,2015,7.2
rus,2016,7.48
rus,2017,6.62
rus,2018,6.82
rus,2019,8.15
rwa,1991,94.45
rwa,1992,94.24
rwa,1993,94.17
rwa,1994,94.58
rwa,1995,94.55
rwa,1996,93.82
rwa,1997,92.83
rwa,1998,91.97
rwa,1999,91.3
rwa,2000,90.64
rwa,2001,89.46
rwa,2002,87.88
rwa,2003,87.31
rwa,2004,86.06
rwa,2005,84.62
rwa,2006,83.06
rwa,2007,81.33
rwa,2008,79.7
rwa,2009,78.38
rwa,2010,76.67
rwa,2011,74.5
rwa,2012,72.86
rwa,2013,71.2
rwa,2014,69.29
rwa,2015,68.41
rwa,2016,67.97
rwa,2017,67.79
rwa,2018,67.06
rwa,2019,66.29
sau,1991,8.21
sau,1992,8.07
sau,1993,7.99
sau,1994,7.91
sau,1995,7.86
sau,1996,7.78
sau,1997,7.74
sau,1998,7.7
sau,1999,7.7
sau,2000,7.58
sau,2001,7.62
sau,2002,7.68
sau,2003,7.51
sau,2004,7.35
sau,2005,7.2
sau,2006,7.14
sau,2007,7.08
sau,2008,6.93
sau,2009,6.9
sau,2010,6.48
sau,2011,6.02
sau,2012,5.66
sau,2013,5.31
sau,2014,5.02
sau,2015,4.81
sau,2016,4.72
sau,2017,4.68
sau,2018,4.63
sau,2019,4.62
sdn,1991,62.46
sdn,1992,62.32
sdn,1993,62.24
sdn,1994,62.42
sdn,1995,62.36
sdn,1996,62.28
sdn,1997,61.87
sdn,1998,61.79
sdn,1999,61.84
sdn,2000,61.62
sdn,2001,61.35
sdn,2002,61.09
sdn,2003,60.69
sdn,2004,60.66
sdn,2005,60.32
sdn,2006,59.71
sdn,2007,58.92
sdn,2008,58.39
sdn,2009,58.28
sdn,2010,58.6
sdn,2011,57.57
sdn,2012,56.55
sdn,2013,56.13
sdn,2014,55.86
sdn,2015,55.37
sdn,2016,54.85
sdn,2017,54.27
sdn,2018,54.27
sdn,2019,54.35
sen,1991,87.65
sen,1992,86.99
sen,1993,86.24
sen,1994,85.02
sen,1995,84.3
sen,1996,83.54
sen,1997,82.76
sen,1998,81.6
sen,1999,80.38
sen,2000,79.44
sen,2001,78.28
sen,2002,77.65
sen,2003,77.07
sen,2004,76.03
sen,2005,75.35
sen,2006,74.6
sen,2007,73.6
sen,2008,72.95
sen,2009,72.05
sen,2010,71.2
sen,2011,70.1
sen,2012,69.24
sen,2013,68.6
sen,2014,67.5
sen,2015,66.57
sen,2016,65.89
sen,2017,65.05
sen,2018,64.37
sen,2019,63.67
sgp,1991,13.35
sgp,1992,13.54
sgp,1993,13.57
sgp,1994,13.66
sgp,1995,11.55
sgp,1996,14.68
sgp,1997,13.95
sgp,1998,14.51
sgp,1999,15.6
sgp,2000,15.38
sgp,2001,15.37
sgp,2002,15.15
sgp,2003,14.94
sgp,2004,15.56
sgp,2005,15.35
sgp,2006,15.1
sgp,2007,15.38
sgp,2008,15.08
sgp,2009,14.75
sgp,2010,14.5
sgp,2011,15
sgp,2012,15.32
sgp,2013,14.92
sgp,2014,14.62
sgp,2015,13.99
sgp,2016,14.13
sgp,2017,14.65
sgp,2018,14.03
sgp,2019,13.46
slb,1991,76.32
slb,1992,75.44
slb,1993,75.23
slb,1994,74.45
slb,1995,73.68
slb,1996,73.62
slb,1997,74.03
slb,1998,73.98
slb,1999,74.32
slb,2000,77.1
slb,2001,79.62
slb,2002,80.96
slb,2003,80.08
slb,2004,79.38
slb,2005,78.43
slb,2006,76.98
slb,2007,75.3
slb,2008,73.53
slb,2009,74.74
slb,2010,73.16
slb,2011,70
slb,2012,68.7
slb,2013,67.77
slb,2014,67.25
slb,2015,66.66
slb,2016,65.85
slb,2017,64.87
slb,2018,63.78
slb,2019,62.91
sle,1991,91.33
sle,1992,91.58
sle,1993,91.62
sle,1994,91.71
sle,1995,91.92
sle,1996,91.96
sle,1997,92.16
sle,1998,92.22
sle,1999,92.37
sle,2000,92.27
sle,2001,92.75
sle,2002,92.26
sle,2003,91.93
sle,2004,91.67
sle,2005,91.65
sle,2006,91.64
sle,2007,91.49
sle,2008,91.51
sle,2009,91.55
sle,2010,91.27
sle,2011,91.1
sle,2012,89.9
sle,2013,88.45
sle,2014,88.88
sle,2015,90.76
sle,2016,90.41
sle,2017,90.56
sle,2018,90.51
sle,2019,90.35
slv,1991,41.85
slv,1992,41.87
slv,1993,41.63
slv,1994,44.04
slv,1995,42.71
slv,1996,42.73
slv,1997,42.35
slv,1998,42.44
slv,1999,42.59
slv,2000,42.74
slv,2001,42.87
slv,2002,43.9
slv,2003,41.34
slv,2004,39.96
slv,2005,43.15
slv,2006,39.83
slv,2007,40.98
slv,2008,41.59
slv,2009,42.6
slv,2010,41.78
slv,2011,41.67
slv,2012,41.76
slv,2013,41.91
slv,2014,39.56
slv,2015,40.42
slv,2016,40.01
slv,2017,40.24
slv,2018,38.85
slv,2019,39.13
som,1991,91.71
som,1992,91.9
som,1993,91.95
som,1994,92.28
som,1995,92.38
som,1996,92.41
som,1997,92.59
som,1998,92.66
som,1999,92.72
som,2000,92.78
som,2001,92.82
som,2002,92.83
som,2003,92.73
som,2004,92.62
som,2005,92.51
som,2006,92.41
som,2007,93.29
som,2008,92.98
som,2009,92.64
som,2010,92.28
som,2011,91.89
som,2012,91.91
som,2013,91.9
som,2014,91.88
som,2015,91.82
som,2016,91.77
som,2017,91.77
som,2018,91.73
som,2019,91.67
srb,1991,35.05
srb,1992,36.55
srb,1993,38.79
srb,1994,39.56
srb,1995,38.61
srb,1996,38.6
srb,1997,38.38
srb,1998,38.26
srb,1999,39.94
srb,2000,39.43
srb,2001,38.87
srb,2002,38.33
srb,2003,37.93
srb,2004,36.89
srb,2005,36.16
srb,2006,35.46
srb,2007,34.53
srb,2008,33.83
srb,2009,32.14
srb,2010,32.44
srb,2011,30.11
srb,2012,30.39
srb,2013,32.44
srb,2014,31.71
srb,2015,30.16
srb,2016,31.35
srb,2017,30.57
srb,2018,28.26
srb,2019,27.7
ssd,1991,93.87
ssd,1992,93.76
ssd,1993,93.64
ssd,1994,93.61
ssd,1995,93.5
ssd,1996,93.42
ssd,1997,93.24
ssd,1998,93.23
ssd,1999,93.29
ssd,2000,93.25
ssd,2001,93.18
ssd,2002,93.1
ssd,2003,92.95
ssd,2004,92.97
ssd,2005,92.87
ssd,2006,92.66
ssd,2007,92.35
ssd,2008,92.13
ssd,2009,91.99
ssd,2010,92.1
ssd,2011,92.02
ssd,2012,92.09
ssd,2013,91.38
ssd,2014,90.88
ssd,2015,91.02
ssd,2016,91.66
ssd,2017,92.01
ssd,2018,92.15
ssd,2019,91.57
stp,1991,80.14
stp,1992,79.96
stp,1993,79.89
stp,1994,79.71
stp,1995,79.57
stp,1996,79.44
stp,1997,79.51
stp,1998,79.11
stp,1999,78.6
stp,2000,78.15
stp,2001,77.02
stp,2002,76.76
stp,2003,75.99
stp,2004,75.05
stp,2005,73.92
stp,2006,72.4
stp,2007,71.23
stp,2008,69.4
stp,2009,67.85
stp,2010,66.68
stp,2011,65.58
stp,2012,64.6
stp,2013,63.4
stp,2014,61.87
stp,2015,60.93
stp,2016,59.75
stp,2017,58.7
stp,2018,57.79
stp,2019,56.92
sur,1991,18.64
sur,1992,18.61
sur,1993,19.01
sur,1994,17.48
sur,1995,16.14
sur,1996,18.91
sur,1997,20
sur,1998,17.55
sur,1999,17.6
sur,2000,17.39
sur,2001,17.15
sur,2002,16.96
sur,2003,16.65
sur,2004,16.15
sur,2005,15.9
sur,2006,15.6
sur,2007,15.36
sur,2008,15.13
sur,2009,15.02
sur,2010,14.77
sur,2011,14.5
sur,2012,14.36
sur,2013,14.23
sur,2014,14.27
sur,2015,14.17
sur,2016,14.58
sur,2017,14.52
sur,2018,14.45
sur,2019,14.55
svk,1991,6.72
svk,1992,6.74
svk,1993,6.76
svk,1994,6.76
svk,1995,6.77
svk,1996,6.75
svk,1997,6.81
svk,1998,6.86
svk,1999,7.58
svk,2000,7.91
svk,2001,8.52
svk,2002,8.48
svk,2003,9.51
svk,2004,12.11
svk,2005,12.68
svk,2006,12.65
svk,2007,12.9
svk,2008,13.78
svk,2009,15.67
svk,2010,15.97
svk,2011,16
svk,2012,15.52
svk,2013,15.61
svk,2014,15.46
svk,2015,15.16
svk,2016,15.43
svk,2017,15.26
svk,2018,14.82
svk,2019,15.05
svn,1991,15.18
svn,1992,15.31
svn,1993,15.39
svn,1994,17.63
svn,1995,16.89
svn,1996,16.87
svn,1997,18.71
svn,1998,19.21
svn,1999,18.46
svn,2000,16.06
svn,2001,17.08
svn,2002,16.25
svn,2003,14.01
svn,2004,15.62
svn,2005,15.14
svn,2006,16.2
svn,2007,15.89
svn,2008,14.12
svn,2009,16.19
svn,2010,17.26
svn,2011,16.81
svn,2012,16.24
svn,2013,16.88
svn,2014,18.57
svn,2015,16.5
svn,2016,14.19
svn,2017,14.58
svn,2018,15.2
svn,2019,13.67
swe,1991,12.46
swe,1992,12.49
swe,1993,12.54
swe,1994,12.42
swe,1995,12.26
swe,1996,12.23
swe,1997,11.76
swe,1998,11.41
swe,1999,11.47
swe,2000,11.09
swe,2001,10.69
swe,2002,10.7
swe,2003,10.38
swe,2004,10.5
swe,2005,10.78
swe,2006,10.7
swe,2007,10.6
swe,2008,10.41
swe,2009,10.69
swe,2010,10.95
swe,2011,10.42
swe,2012,10.45
swe,2013,10.59
swe,2014,10.33
swe,2015,10.25
swe,2016,9.99
swe,2017,9.86
swe,2018,9.72
swe,2019,9.84
swz,1991,21
swz,1992,21.07
swz,1993,21.27
swz,1994,21.32
swz,1995,21.69
swz,1996,21.79
swz,1997,22.22
swz,1998,23.08
swz,1999,23.84
swz,2000,24.81
swz,2001,25.78
swz,2002,26.6
swz,2003,27.19
swz,2004,28.05
swz,2005,28.65
swz,2006,29.17
swz,2007,29.76
swz,2008,30.23
swz,2009,30.91
swz,2010,31.32
swz,2011,31.98
swz,2012,32.63
swz,2013,33.14
swz,2014,33.88
swz,2015,34.58
swz,2016,35.27
swz,2017,35.18
swz,2018,35.12
swz,2019,35.05
syr,1991,52.65
syr,1992,52.21
syr,1993,52.07
syr,1994,51.76
syr,1995,51.46
syr,1996,51.37
syr,1997,51.32
syr,1998,50.75
syr,1999,51.18
syr,2000,51.33
syr,2001,50.76
syr,2002,49.26
syr,2003,48.31
syr,2004,47.01
syr,2005,45.64
syr,2006,44.41
syr,2007,46.26
syr,2008,38.23
syr,2009,38.18
syr,2010,36.81
syr,2011,37.4
syr,2012,38.1
syr,2013,39.94
syr,2014,40.87
syr,2015,41.14
syr,2016,41.05
syr,2017,40.86
syr,2018,40.21
syr,2019,39.55
tcd,1991,94.63
tcd,1992,94.69
tcd,1993,94.95
tcd,1994,94.88
tcd,1995,94.85
tcd,1996,94.89
tcd,1997,94.82
tcd,1998,94.79
tcd,1999,94.83
tcd,2000,95.01
tcd,2001,94.7
tcd,2002,94.5
tcd,2003,93.9
tcd,2004,92.03
tcd,2005,91.17
tcd,2006,90.85
tcd,2007,90.6
tcd,2008,90.45
tcd,2009,91.45
tcd,2010,90.32
tcd,2011,90.14
tcd,2012,89.66
tcd,2013,90.71
tcd,2014,90.51
tcd,2015,90.59
tcd,2016,91.78
tcd,2017,92.4
tcd,2018,92.57
tcd,2019,92.61
tgo,1991,88.56
tgo,1992,88.71
tgo,1993,89.24
tgo,1994,89.04
tgo,1995,88.81
tgo,1996,88.76
tgo,1997,88.52
tgo,1998,89.02
tgo,1999,89.13
tgo,2000,88.95
tgo,2001,89.3
tgo,2002,89.11
tgo,2003,88.85
tgo,2004,89.06
tgo,2005,89.57
tgo,2006,89.26
tgo,2007,88.57
tgo,2008,88.04
tgo,2009,87.26
tgo,2010,86.38
tgo,2011,85.04
tgo,2012,83.92
tgo,2013,82.57
tgo,2014,81.43
tgo,2015,80.26
tgo,2016,78.8
tgo,2017,77.66
tgo,2018,76.97
tgo,2019,76.43
tha,1991,69.29
tha,1992,68.77
tha,1993,65.67
tha,1994,65.24
tha,1995,64.35
tha,1996,62.3
tha,1997,62.34
tha,1998,63.5
tha,1999,61.74
tha,2000,60.4
tha,2001,59.51
tha,2002,59.93
tha,2003,59.36
tha,2004,56.06
tha,2005,56.21
tha,2006,56.24
tha,2007,56.29
tha,2008,56.69
tha,2009,55.28
tha,2010,55.46
tha,2011,57.67
tha,2012,58.33
tha,2013,55.32
tha,2014,52.64
tha,2015,51.58
tha,2016,50.94
tha,2017,50.6
tha,2018,51.47
tha,2019,50.28
tjk,1991,31.9
tjk,1992,33.06
tjk,1993,34.36
tjk,1994,36.04
tjk,1995,38.09
tjk,1996,40.71
tjk,1997,42.98
tjk,1998,44.87
tjk,1999,46.65
tjk,2000,47.57
tjk,2001,47.82
tjk,2002,47.44
tjk,2003,46.67
tjk,2004,45.41
tjk,2005,44.4
tjk,2006,43.5
tjk,2007,42.55
tjk,2008,41.53
tjk,2009,40.93
tjk,2010,40.23
tjk,2011,39.34
tjk,2012,38.36
tjk,2013,37.29
tjk,2014,36.13
tjk,2015,35
tjk,2016,33.75
tjk,2017,32.26
tjk,2018,30.65
tjk,2019,28.93
tkm,1991,29.81
tkm,1992,30.9
tkm,1993,32.16
tkm,1994,33.63
tkm,1995,35.61
tkm,1996,37.08
tkm,1997,39.17
tkm,1998,40.85
tkm,1999,41.83
tkm,2000,43.21
tkm,2001,43.84
tkm,2002,44.51
tkm,2003,45.19
tkm,2004,45.52
tkm,2005,45.5
tkm,2006,44.9
tkm,2007,44.23
tkm,2008,43.62
tkm,2009,42.81
tkm,2010,41.81
tkm,2011,40.76
tkm,2012,39.54
tkm,2013,38.29
tkm,2014,37.07
tkm,2015,35.94
tkm,2016,34.91
tkm,2017,33.87
tkm,2018,32.9
tkm,2019,31.94
tls,1991,81.14
tls,1992,80.52
tls,1993,79.83
tls,1994,79.03
tls,1995,78.08
tls,1996,76.75
tls,1997,75.92
tls,1998,75.83
tls,1999,80.26
tls,2000,78.53
tls,2001,75.98
tls,2002,77.82
tls,2003,78.57
tls,2004,78.9
tls,2005,78.53
tls,2006,79.84
tls,2007,78.04
tls,2008,75.79
tls,2009,73.62
tls,2010,71.41
tls,2011,70.58
tls,2012,69.73
tls,2013,69.65
tls,2014,69.19
tls,2015,69
tls,2016,68.48
tls,2017,69.38
tls,2018,69.72
tls,2019,69.12
ton,1991,60.67
ton,1992,60.67
ton,1993,60.38
ton,1994,59.95
ton,1995,59.53
ton,1996,59.44
ton,1997,59.4
ton,1998,59.02
ton,1999,58.43
ton,2000,57.81
ton,2001,57.05
ton,2002,56.26
ton,2003,55.64
ton,2004,55.45
ton,2005,54.99
ton,2006,54.93
ton,2007,55.53
ton,2008,55
ton,2009,54.49
ton,2010,53.64
ton,2011,52.75
ton,2012,52.03
ton,2013,51.9
ton,2014,51.1
ton,2015,50.1
ton,2016,49.16
ton,2017,48.33
ton,2018,47.85
ton,2019,47.52
tto,1991,23.27
tto,1992,24.3
tto,1993,25.35
tto,1994,24.97
tto,1995,24.76
tto,1996,23.58
tto,1997,23.06
tto,1998,22.03
tto,1999,22.64
tto,2000,22.45
tto,2001,22.82
tto,2002,21.82
tto,2003,21.19
tto,2004,20.39
tto,2005,20.09
tto,2006,19.75
tto,2007,20.01
tto,2008,20.34
tto,2009,20.79
tto,2010,21.49
tto,2011,21.81
tto,2012,20.21
tto,2013,21.5
tto,2014,21.48
tto,2015,22.2
tto,2016,23.52
tto,2017,24.09
tto,2018,24.46
tto,2019,24.77
tun,1991,29.65
tun,1992,29.38
tun,1993,29.38
tun,1994,29.4
tun,1995,29.75
tun,1996,29.74
tun,1997,29.85
tun,1998,29.94
tun,1999,29.95
tun,2000,30.05
tun,2001,30.17
tun,2002,30.52
tun,2003,30.65
tun,2004,30.71
tun,2005,30.89
tun,2006,31.74
tun,2007,30.02
tun,2008,29.74
tun,2009,29.87
tun,2010,31.47
tun,2011,28.77
tun,2012,28.53
tun,2013,27.87
tun,2014,26.98
tun,2015,26.19
tun,2016,25.93
tun,2017,25.61
tun,2018,25.38
tun,2019,25.16
tur,1991,48.51
tur,1992,48.33
tur,1993,47.93
tur,1994,48.28
tur,1995,47.85
tur,1996,47.31
tur,1997,46.56
tur,1998,46.2
tur,1999,46.55
tur,2000,45.75
tur,2001,46.65
tur,2002,46.02
tur,2003,45.35
tur,2004,43.97
tur,2005,42.46
tur,2006,41.1
tur,2007,39.54
tur,2008,39.01
tur,2009,39.97
tur,2010,39.1
tur,2011,38.29
tur,2012,37.07
tur,2013,35.93
tur,2014,33.94
tur,2015,32.86
tur,2016,32.45
tur,2017,32.74
tur,2018,32.01
tur,2019,31.54
tza,1991,92.7
tza,1992,92.64
tza,1993,92.65
tza,1994,92.7
tza,1995,92.69
tza,1996,92.67
tza,1997,92.61
tza,1998,92.42
tza,1999,92.37
tza,2000,92.29
tza,2001,92.09
tza,2002,91.64
tza,2003,91.14
tza,2004,90.79
tza,2005,90.36
tza,2006,89.81
tza,2007,89.47
tza,2008,89.02
tza,2009,89.03
tza,2010,88.32
tza,2011,87.33
tza,2012,87.24
tza,2013,86.86
tza,2014,86.6
tza,2015,86.24
tza,2016,85.66
tza,2017,85.1
tza,2018,84.26
tza,2019,83.68
uga,1991,88.92
uga,1992,88.91
uga,1993,88.68
uga,1994,88.54
uga,1995,88.18
uga,1996,87.76
uga,1997,87.45
uga,1998,87.23
uga,1999,86.84
uga,2000,86.67
uga,2001,86.32
uga,2002,85.71
uga,2003,85.51
uga,2004,84.86
uga,2005,84.29
uga,2006,83.55
uga,2007,82.52
uga,2008,81.78
uga,2009,81.89
uga,2010,81.27
uga,2011,80.1
uga,2012,79.51
uga,2013,79.22
uga,2014,79.03
uga,2015,78.65
uga,2016,78.31
uga,2017,78.3
uga,2018,77.76
uga,2019,77.32
ukr,1991,6.18
ukr,1992,6.61
ukr,1993,7.18
ukr,1994,8.12
ukr,1995,9.28
ukr,1996,10.67
ukr,1997,12.18
ukr,1998,13.66
ukr,1999,15.12
ukr,2000,16.41
ukr,2001,17.2
ukr,2002,17.79
ukr,2003,18.05
ukr,2004,17.82
ukr,2005,17.82
ukr,2006,17.71
ukr,2007,17.45
ukr,2008,17.28
ukr,2009,18.48
ukr,2010,18.91
ukr,2011,19.27
ukr,2012,18.77
ukr,2013,19.12
ukr,2014,15.87
ukr,2015,15.93
ukr,2016,15.64
ukr,2017,15.71
ukr,2018,15.83
ukr,2019,14.94
ury,1991,27.99
ury,1992,27.8
ury,1993,27.82
ury,1994,27.62
ury,1995,27.69
ury,1996,27.49
ury,1997,27.15
ury,1998,27
ury,1999,27.3
ury,2000,26.94
ury,2001,28.77
ury,2002,29.88
ury,2003,29.74
ury,2004,29.48
ury,2005,28.63
ury,2006,29.78
ury,2007,29.88
ury,2008,29.5
ury,2009,29.25
ury,2010,28.5
ury,2011,28.09
ury,2012,27.11
ury,2013,27.32
ury,2014,26.79
ury,2015,27.32
ury,2016,27.85
ury,2017,28.05
ury,2018,28.18
ury,2019,28.55
usa,1991,9.02
usa,1992,8.7
usa,1993,8.82
usa,1994,8.8
usa,1995,8.56
usa,1996,8.44
usa,1997,8.28
usa,1998,7.95
usa,1999,7.66
usa,2000,7.57
usa,2001,7.48
usa,2002,7.36
usa,2003,7.57
usa,2004,7.57
usa,2005,7.47
usa,2006,7.4
usa,2007,7.22
usa,2008,7.02
usa,2009,7.09
usa,2010,7.05
usa,2011,6.82
usa,2012,6.75
usa,2013,6.6
usa,2014,6.45
usa,2015,6.44
usa,2016,6.39
usa,2017,6.25
usa,2018,6.28
usa,2019,6.09
uzb,1991,34.38
uzb,1992,35.68
uzb,1993,37.01
uzb,1994,38.58
uzb,1995,40.33
uzb,1996,42.03
uzb,1997,43.33
uzb,1998,44.49
uzb,1999,45.4
uzb,2000,46.19
uzb,2001,46.85
uzb,2002,47.37
uzb,2003,47.81
uzb,2004,47.77
uzb,2005,47.53
uzb,2006,47.04
uzb,2007,46.15
uzb,2008,45.07
uzb,2009,43.9
uzb,2010,42.82
uzb,2011,41.94
uzb,2012,41.19
uzb,2013,40.32
uzb,2014,39.36
uzb,2015,38.27
uzb,2016,37.18
uzb,2017,36.21
uzb,2018,35.19
uzb,2019,34.1
vct,1991,25.8
vct,1992,25.73
vct,1993,25.67
vct,1994,25.76
vct,1995,25.62
vct,1996,25.66
vct,1997,25.59
vct,1998,25.51
vct,1999,25.54
vct,2000,25.61
vct,2001,25.69
vct,2002,25.52
vct,2003,25.19
vct,2004,25.07
vct,2005,25.08
vct,2006,24.7
vct,2007,24.55
vct,2008,24.63
vct,2009,24.91
vct,2010,25.31
vct,2011,25.55
vct,2012,25.66
vct,2013,25.71
vct,2014,25.82
vct,2015,25.89
vct,2016,25.95
vct,2017,26.04
vct,2018,26.06
vct,2019,26.22
ven,1991,37.64
ven,1992,37.43
ven,1993,37.66
ven,1994,38.29
ven,1995,37.9
ven,1996,38.73
ven,1997,36.13
ven,1998,39.62
ven,1999,40.77
ven,2000,41.97
ven,2001,40.96
ven,2002,39.92
ven,2003,40.41
ven,2004,37.89
ven,2005,36.55
ven,2006,35.38
ven,2007,33.95
ven,2008,34.62
ven,2009,35.25
ven,2010,36.66
ven,2011,35.98
ven,2012,35.22
ven,2013,35.19
ven,2014,35.76
ven,2015,36.6
ven,2016,38.03
ven,2017,39.5
ven,2018,41.18
ven,2019,43.63
vir,1991,5.68
vir,1992,5.69
vir,1993,5.71
vir,1994,5.69
vir,1995,5.69
vir,1996,5.69
vir,1997,5.69
vir,1998,5.7
vir,1999,5.71
vir,2000,5.68
vir,2001,5.71
vir,2002,5.74
vir,2003,5.78
vir,2004,5.77
vir,2005,5.73
vir,2006,5.68
vir,2007,5.62
vir,2008,5.64
vir,2009,5.77
vir,2010,5.76
vir,2011,5.93
vir,2012,6.14
vir,2013,6.33
vir,2014,6.42
vir,2015,6.46
vir,2016,6.48
vir,2017,6.56
vir,2018,6.58
vir,2019,6.63
vnm,1991,88.77
vnm,1992,88.03
vnm,1993,87.22
vnm,1994,86.05
vnm,1995,84.65
vnm,1996,83.1
vnm,1997,81.42
vnm,1998,78.75
vnm,1999,81.54
vnm,2000,81.13
vnm,2001,78.75
vnm,2002,79.27
vnm,2003,77.82
vnm,2004,74.43
vnm,2005,72.46
vnm,2006,70.61
vnm,2007,68.84
vnm,2008,67.51
vnm,2009,66.36
vnm,2010,66.14
vnm,2011,65.32
vnm,2012,65.21
vnm,2013,65.14
vnm,2014,64.33
vnm,2015,60.66
vnm,2016,58.75
vnm,2017,57.15
vnm,2018,56.06
vnm,2019,54.3
vut,1991,78.32
vut,1992,78.24
vut,1993,78.34
vut,1994,77.66
vut,1995,77.67
vut,1996,77.52
vut,1997,76.97
vut,1998,76.4
vut,1999,76.41
vut,2000,75.44
vut,2001,76.34
vut,2002,77.78
vut,2003,77.35
vut,2004,76.9
vut,2005,76.04
vut,2006,74.44
vut,2007,73.79
vut,2008,72.95
vut,2009,72.55
vut,2010,70.23
vut,2011,69.83
vut,2012,69.69
vut,2013,69.37
vut,2014,69.24
vut,2015,69.59
vut,2016,69.31
vut,2017,68.78
vut,2018,68.53
vut,2019,68.23
wsm,1991,42.8
wsm,1992,43.05
wsm,1993,42.95
wsm,1994,43.28
wsm,1995,42.89
wsm,1996,42.32
wsm,1997,42.23
wsm,1998,42.07
wsm,1999,41.89
wsm,2000,41.12
wsm,2001,40.18
wsm,2002,39.53
wsm,2003,38.86
wsm,2004,38.21
wsm,2005,37.61
wsm,2006,37.25
wsm,2007,36.44
wsm,2008,36.03
wsm,2009,36.32
wsm,2010,36.21
wsm,2011,35.61
wsm,2012,35.81
wsm,2013,35.47
wsm,2014,35.2
wsm,2015,34.59
wsm,2016,33.58
wsm,2017,33.12
wsm,2018,32.69
wsm,2019,31.83
yem,1991,51.02
yem,1992,50.83
yem,1993,50.78
yem,1994,50.66
yem,1995,50.6
yem,1996,50.65
yem,1997,50.54
yem,1998,50.13
yem,1999,50.14
yem,2000,49.92
yem,2001,49.65
yem,2002,49.49
yem,2003,49.37
yem,2004,49.29
yem,2005,49.13
yem,2006,49.07
yem,2007,49.03
yem,2008,48.99
yem,2009,48.74
yem,2010,48.28
yem,2011,49.38
yem,2012,49.52
yem,2013,49.37
yem,2014,49.4
yem,2015,51.05
yem,2016,52.62
yem,2017,53.95
yem,2018,54.7
yem,2019,55.03
zaf,1991,15.96
zaf,1992,16.23
zaf,1993,16.49
zaf,1994,16.74
zaf,1995,17.09
zaf,1996,17.22
zaf,1997,17.43
zaf,1998,17.75
zaf,1999,18.06
zaf,2000,18.3
zaf,2001,18.53
zaf,2002,18.74
zaf,2003,18.67
zaf,2004,18.48
zaf,2005,19.23
zaf,2006,19.7
zaf,2007,17.78
zaf,2008,15.89
zaf,2009,15.52
zaf,2010,15.85
zaf,2011,15.68
zaf,2012,15.42
zaf,2013,14.87
zaf,2014,14.13
zaf,2015,14.59
zaf,2016,15.12
zaf,2017,15.47
zaf,2018,15.57
zaf,2019,16.34
zmb,1991,75.73
zmb,1992,76.22
zmb,1993,76.99
zmb,1994,77.61
zmb,1995,78.4
zmb,1996,78.61
zmb,1997,78.9
zmb,1998,80.32
zmb,1999,81.48
zmb,2000,81.7
zmb,2001,82.23
zmb,2002,82.61
zmb,2003,82.83
zmb,2004,82.68
zmb,2005,82.83
zmb,2006,82.26
zmb,2007,82.09
zmb,2008,81.97
zmb,2009,81.86
zmb,2010,80.77
zmb,2011,80.01
zmb,2012,79.52
zmb,2013,78.56
zmb,2014,77.67
zmb,2015,77.11
zmb,2016,76.17
zmb,2017,74.79
zmb,2018,75.14
zmb,2019,73.45
zwe,1991,63.89
zwe,1992,63.71
zwe,1993,64.54
zwe,1994,63.93
zwe,1995,63.41
zwe,1996,61.93
zwe,1997,60.8
zwe,1998,60.63
zwe,1999,60.66
zwe,2000,61.28
zwe,2001,61.55
zwe,2002,62.33
zwe,2003,63.33
zwe,2004,63.22
zwe,2005,62.57
zwe,2006,62.07
zwe,2007,63.76
zwe,2008,67.85
zwe,2009,67.42
zwe,2010,66.98
zwe,2011,66.07
zwe,2012,65.99
zwe,2013,66.23
zwe,2014,66.28
zwe,2015,66.63
zwe,2016,67
zwe,2017,67.19
zwe,2018,67.35
zwe,2019,68.75
