geo,time,sh_med_beds_zs
nld,2004,4.56
nld,2005,4.5
nld,2006,4.34
nld,2007,4.31
nld,2008,4.27
nld,2009,4.2
nld,2010,4.05
nld,2011,3.84
nld,2012,3.75
nld,2013,3.61
nld,2015,3.49
nld,2016,3.41
nld,2017,3.28
nld,2018,3.17
nor,1986,5.9
nor,1987,5.7
nor,1988,5.3
nor,1989,4.8
nor,1990,4.6
nor,1991,4.4
nor,1992,4.3
nor,1993,4.2
nor,1994,4.1
nor,1995,4
nor,1996,4
nor,1997,4
nor,1998,4
nor,1999,3.9
nor,2000,3.8
nor,2001,3.82
nor,2002,4.99
nor,2003,4.99
nor,2004,5.25
nor,2005,5.16
nor,2006,5.03
nor,2007,4.86
nor,2008,4.64
nor,2009,4.52
nor,2010,4.3
nor,2011,4.19
nor,2012,3.97
nor,2013,3.86
nor,2014,3.84
nor,2015,3.76
nor,2016,3.68
nor,2017,3.6
nor,2018,3.53
npl,1960,0.11576
npl,1970,0.1353
npl,1975,0.1377
npl,1980,0.1756
npl,1985,0.1802
npl,1987,0.227
npl,1988,0.2398
npl,1989,0.2443
npl,1990,0.2436
npl,1991,0.2372
npl,1992,0.2426
npl,1993,0.2387
npl,1994,0.2323
npl,1995,0.17
npl,1996,0.16
npl,1997,0.17
npl,1999,0.2
npl,2001,0.2
npl,2002,0.15
npl,2006,5
npl,2012,0.3
nru,2004,3.5
nru,2007,3.5
nru,2010,5
nzl,1960,11.7
nzl,1970,10.8
nzl,1980,10.2
nzl,1985,9.5
nzl,1990,8.5
nzl,1991,7.4
nzl,1992,7.1
nzl,1993,6.5
nzl,1994,6.7
nzl,1995,6.2
nzl,1996,6.1
nzl,1997,6.1
nzl,1998,6.2
nzl,2002,6.2
nzl,2009,2.41
nzl,2010,2.75
nzl,2011,2.82
nzl,2012,2.83
nzl,2013,2.78
nzl,2014,2.76
nzl,2015,2.72
nzl,2016,2.74
nzl,2017,2.73
nzl,2018,2.62
nzl,2019,2.57
omn,1960,0.33513
omn,1980,1.6203
omn,1981,1.6076
omn,1989,2.5072
omn,1990,2.1088
omn,1998,2.2
omn,2000,2.18
omn,2001,2.1
omn,2002,2.04
omn,2003,2.04
omn,2004,2.2
omn,2005,2.1
omn,2006,2.1
omn,2007,2.02
omn,2008,2.02
omn,2009,1.9
omn,2010,1.77
omn,2011,1.77
omn,2012,1.65
omn,2013,1.71
omn,2014,1.58
omn,2015,1.56
omn,2016,1.49
omn,2017,1.47
pak,1960,0.55726
pak,1970,0.5208
pak,1975,0.5263
pak,1980,0.5731
pak,1981,0.5693
pak,1986,0.5995
pak,1989,0.6043
pak,1990,0.64
pak,1991,0.6522
pak,1992,0.6447
pak,1993,0.6515
pak,2000,0.67
pak,2001,0.66
pak,2002,0.69
pak,2003,0.68
pak,2004,0.68
pak,2005,0.7
pak,2006,1.25
pak,2007,1
pak,2008,0.6
pak,2009,0.6
pak,2010,0.6
pak,2011,0.6
pak,2012,0.6
pak,2013,0.6
pak,2014,0.6
pak,2015,0.6
pak,2016,0.63
pak,2017,0.63
pan,1960,3.77531
pan,1970,2.9741
pan,1975,3.3817
pan,1985,3.3533
pan,1990,2.5
pan,1993,2.7
pan,1996,2.21
pan,2002,2.5
pan,2004,2.4
pan,2005,2.2
pan,2006,2.3
pan,2007,2.3
pan,2008,2.3
pan,2009,2.3
pan,2010,2.3
pan,2011,2.27
pan,2012,2.33
pan,2013,2.3
pan,2014,2.24
pan,2015,2.29
pan,2016,2.25
per,1960,2.41144
per,1970,2.1728
per,1975,2.5
per,1985,1.6845
per,1990,1.4132
per,1992,1.5
per,1993,1.3
per,1994,1.3571
per,1996,1.47
per,2003,1.4
per,2004,0.9
per,2007,1.2
per,2008,1.5
per,2009,1.6
per,2010,1.5
per,2011,1.53
per,2012,1.52
per,2013,1.51
per,2014,1.56
per,2015,1.55
per,2016,1.59
per,2017,1.59
phl,1960,0.83896
phl,1970,1.1898
phl,1975,1.7095
phl,1976,1.7094
phl,1980,1.7089
phl,1982,1.7135
phl,1983,1.7147
phl,1984,1.7153
phl,1985,1.7557
phl,1986,1.7142
phl,1990,1.3919
phl,1991,1.2745
phl,1992,1.3701
phl,1993,1.0711
phl,2001,1
phl,2002,0.5
phl,2006,1.07
phl,2007,1.05
phl,2008,1.04
phl,2009,1.06
phl,2010,1.06
phl,2011,1.07
phl,2012,1.05
phl,2013,0.99
phl,2014,0.99
plw,1998,4.4
plw,2006,5.9
plw,2007,5
plw,2009,4.9
plw,2010,4.8
png,1970,6.6024
png,1975,4.9432
png,1980,5.5444
png,1984,4.9983
png,1985,4.7354
png,1989,3.3299
png,1990,4.0242
pol,1960,4.6
pol,1970,5.2
pol,1980,5.6
pol,1985,5.7
pol,1990,5.7
pol,1991,5.7
pol,1992,5.6
pol,1993,5.6
pol,1994,5.6
pol,1995,5.5
pol,1996,5.5
pol,1997,5.4
pol,1998,5.3
pol,1999,5.1
pol,2000,4.9
pol,2002,5.6
pol,2003,6.68
pol,2004,6.67
pol,2005,6.52
pol,2006,6.47
pol,2007,6.42
pol,2008,6.62
pol,2009,6.65
pol,2010,6.61
pol,2011,6.63
pol,2012,6.63
pol,2013,6.61
pol,2014,6.63
pol,2015,6.63
pol,2016,6.64
pol,2017,6.62
pol,2018,6.54
pri,1996,3.32
prk,2002,13.2
prk,2010,14.3
prk,2012,13.2
prt,1985,4
prt,1986,4
prt,1987,4
prt,1988,4
prt,1989,4.1
prt,1990,4.1
prt,1991,4.1
prt,1992,4
prt,1993,3.9
prt,1994,3.9
prt,1995,3.9
prt,1996,4
prt,1997,3.9
prt,1998,3.9
prt,1999,3.8
prt,2000,3.71
prt,2001,3.65
prt,2002,3.57
prt,2003,3.58
prt,2004,3.59
prt,2005,3.56
prt,2006,3.48
prt,2007,3.44
prt,2008,3.39
prt,2009,3.37
prt,2010,3.37
prt,2011,3.37
prt,2012,3.41
prt,2013,3.39
prt,2014,3.32
prt,2015,3.37
prt,2016,3.39
prt,2017,3.39
prt,2018,3.45
pry,1960,2.38925
pry,1970,1.6294
pry,1975,1.683
pry,1989,1.3201
pry,1990,0.9322
pry,1993,1.3
pry,1994,0.6009
pry,1996,1.34
pry,2002,1.2
pry,2005,1.2
pry,2006,1.3
pry,2007,1.3
pry,2008,1.3
pry,2009,1.3
pry,2010,1.3
pry,2011,1.36
pry,2014,0.83
pry,2015,0.78
pry,2016,0.83
pse,1996,1.2
qat,1970,5.5315
qat,1981,2.9396
qat,1989,2.3003
qat,1997,1.65
qat,2000,2.36
qat,2001,2.42
qat,2002,2.36
qat,2003,2.36
qat,2004,2.36
qat,2005,2.43
qat,2006,2.52
qat,2007,2.52
qat,2008,2.52
qat,2009,1.4
qat,2010,1.23
qat,2011,1.2
qat,2012,1.2
qat,2013,1.4
qat,2014,1.2
qat,2015,1.2
qat,2016,1.2
qat,2017,1.25
rou,1960,7.27327
rou,1980,8.7762
rou,1981,8.7751
rou,1982,8.8107
rou,1984,8.8958
rou,1985,8.9404
rou,1986,8.9466
rou,1987,8.9502
rou,1988,8.9422
rou,1989,8.9371
rou,1990,8.9199
rou,1991,8.9221
rou,1992,7.8621
rou,1993,7.8699
rou,1994,7.6945
rou,1995,7.64
rou,1996,7.56
rou,1997,7.38
rou,1998,7.31
rou,1999,7.31
rou,2000,7.7
rou,2001,7.74
rou,2002,7.67
rou,2003,6.75
rou,2004,6.74
rou,2005,6.78
rou,2006,6.74
rou,2007,6.54
rou,2008,6.57
rou,2009,6.62
rou,2010,6.28
rou,2011,6.31
rou,2012,6.6
rou,2013,6.67
rou,2014,6.71
rou,2015,6.79
rou,2016,6.84
rou,2017,6.89
rus,1985,12.9816
rus,1986,13.0463
rus,1987,13.1176
rus,1988,13.1752
rus,1989,13.1862
rus,1990,13.0553
rus,1991,12.702
rus,1992,12.2343
rus,1993,12.1959
rus,1994,11.9612
rus,1995,11.87
rus,1996,11.63
rus,1997,11.34
rus,1998,11.11
rus,1999,10.85
rus,2000,11.4
rus,2001,11.33
rus,2002,11.15
rus,2003,11.04
rus,2004,11.13
rus,2005,11.01
rus,2006,10.9
rus,2007,10.71
rus,2008,9.85
rus,2009,9.68
rus,2010,9.41
rus,2011,9.42
rus,2012,9.3
rus,2013,9.07
rus,2014,8.81
rus,2015,8.35
rus,2016,8.16
rus,2017,8.05
rus,2018,7.12
rwa,1970,1.254
rwa,1975,1.2426
rwa,1980,1.528
rwa,1981,1.4781
rwa,1989,0.8679
rwa,1990,1.652
rwa,2004,1.7
rwa,2006,1.6
rwa,2007,1.6
sau,1960,0.77472
sau,1970,1.1814
sau,1981,1.4582
sau,1990,2.4964
sau,1997,2.3
sau,2000,2.3
sau,2001,3.23
sau,2002,2.24
sau,2003,2.24
sau,2004,2.24
sau,2005,2.25
sau,2006,2.3
sau,2007,2.2
sau,2008,2.21
sau,2009,2.17
sau,2010,2.2
sau,2011,2.14
sau,2012,2.09
sau,2013,2.2
sau,2014,2.65
sau,2015,2.2
sau,2016,2.23
sau,2017,2.24
sdn,1960,1.0065
sdn,1970,1.0426
sdn,1975,0.9932
sdn,1980,0.8907
sdn,1981,0.8702
sdn,1990,1.088
sdn,2000,0.81
sdn,2001,0.74
sdn,2002,0.73
sdn,2003,0.73
sdn,2004,0.71
sdn,2005,0.72
sdn,2006,0.73
sdn,2007,0.73
sdn,2008,0.73
sdn,2009,0.73
sdn,2010,0.72
sdn,2011,0.84
sdn,2012,0.82
sdn,2013,0.82
sdn,2014,8.01
sdn,2015,0.67
sdn,2016,6.74
sdn,2017,0.74
sen,1960,1.31315
sen,1970,1.2985
sen,1975,1.2901
sen,1989,0.524
sen,1990,0.7296
sen,1994,0.2475
sen,1996,0.45
sen,1998,0.4
sen,2007,0.1
sen,2008,0.3
sgp,1960,4.39247
sgp,1970,3.6983
sgp,1975,3.3333
sgp,1980,3.9565
sgp,1981,3.908
sgp,1990,3.6078
sgp,1991,3.5472
sgp,1992,3.4514
sgp,1993,3.6427
sgp,1994,3.5652
sgp,2001,2.9
sgp,2003,2.8
sgp,2005,3.2
sgp,2006,3.2
sgp,2007,3.22
sgp,2008,3.1
sgp,2011,2
sgp,2013,2.19
sgp,2014,2.24
sgp,2015,2.4
sgp,2016,2.48
sgp,2017,2.49
slb,1960,7.33051
slb,1970,7.3416
slb,1981,5.6829
slb,1990,0.8281
slb,1992,2.7481
slb,2003,2.2
slb,2005,1.4
slb,2011,1.66
slb,2012,1.4
sle,1960,0.77287
sle,1970,0.9255
sle,1975,0.9069
sle,1980,1.2145
sle,2006,0.4
slv,1960,2.18348
slv,1970,1.9024
slv,1975,1.985
slv,1990,1.4711
slv,1993,1.5
slv,1996,1.65
slv,2005,0.9
slv,2006,0.9
slv,2007,0.7
slv,2008,0.8
slv,2009,1.1
slv,2010,1
slv,2011,1.03
slv,2012,1.07
slv,2013,1.07
slv,2014,1.35
slv,2015,1.02
slv,2016,1.06
slv,2017,1.2
smr,1980,6.672
smr,1984,6.82
smr,1985,6.768
smr,1986,6.7
smr,1987,6.659
smr,1988,7.657
smr,1989,7.445
smr,1990,7.16
smr,2011,3.85
smr,2012,3.8
som,1960,1.35532
som,1970,1.3557
som,1975,1.422
som,1988,0.9063
som,1990,0.7535
som,1997,0.4
som,2000,0.42
som,2001,0.42
som,2002,0.42
som,2003,0.42
som,2004,0.42
som,2013,0.87
som,2014,0.87
som,2015,0.87
som,2016,0.87
som,2017,0.87
srb,2005,5.9
srb,2006,5.54
srb,2007,5.35
srb,2008,5.34
srb,2009,5.35
srb,2010,5.4
srb,2011,5.43
srb,2012,5.44
srb,2013,5.5
srb,2014,5.52
srb,2015,5.58
srb,2016,5.59
srb,2017,5.61
stp,1960,40.31546
stp,1970,26.7123
stp,1991,4.7373
stp,2003,3.2
stp,2006,3.2
stp,2011,2.9
sur,1960,6.51034
sur,1970,5.6774
sur,1980,8.9268
sur,1990,5.7
sur,1995,3.1
sur,1996,3.74
sur,2000,3.9
sur,2001,3.6
sur,2004,3.1
sur,2006,3.3
sur,2007,3.1
sur,2009,2.6
sur,2010,3.1
sur,2015,3.05
sur,2017,3
svk,1985,8.95471
svk,1986,8.94222
svk,1987,8.95051
svk,1988,8.81316
svk,1989,8.81631
svk,1990,7.4482
svk,1991,7.5779
svk,1992,7.5609
svk,1993,7.874
svk,1994,7.0993
svk,1996,8.3
svk,1997,8.1
svk,1998,8
svk,1999,8
svk,2000,7.86
svk,2001,7.67
svk,2002,7.57
svk,2003,7.25
svk,2004,6.91
svk,2005,6.79
svk,2006,6.73
svk,2007,6.78
svk,2008,6.59
svk,2009,6.54
svk,2010,6.46
svk,2011,6.05
svk,2012,5.91
svk,2013,5.8
svk,2014,5.79
svk,2015,5.75
svk,2016,5.78
svk,2017,5.82
svk,2018,5.7
svn,1980,6.9526
svn,1982,6.6795
svn,1984,6.501
svn,1985,6.3261
svn,1986,6.2679
svn,1987,6.2153
svn,1988,6.138
svn,1989,6.0634
svn,1990,6.0408
svn,1991,6.0113
svn,1992,5.937
svn,1993,5.8007
svn,1994,5.7769
svn,1995,5.75
svn,1996,5.66
svn,1997,5.67
svn,1998,5.62
svn,1999,5.55
svn,2000,5.4
svn,2001,5.16
svn,2002,5.09
svn,2003,4.96
svn,2004,4.8
svn,2005,4.83
svn,2006,4.77
svn,2007,4.66
svn,2008,4.74
svn,2009,4.6
svn,2010,4.57
svn,2011,4.62
svn,2012,4.54
svn,2013,4.55
svn,2014,4.54
svn,2015,4.51
svn,2016,4.49
svn,2017,4.5
svn,2018,4.43
swe,1960,14.2
swe,1970,15.3
swe,1980,15.1
swe,1985,14.6
swe,1990,12.4
swe,1991,11.9
swe,1992,7.6
swe,1993,7
swe,1994,6.5
swe,1995,4.9
swe,1996,4.4
swe,1997,5.2
swe,1998,3.8
swe,1999,3.7
swe,2000,3.58
swe,2001,3.27
swe,2002,3.13
swe,2003,3.05
swe,2004,3.01
swe,2005,2.93
swe,2006,2.89
swe,2007,2.86
swe,2008,2.81
swe,2009,2.76
swe,2010,2.73
swe,2011,2.7
swe,2012,2.66
swe,2013,2.59
swe,2014,2.54
swe,2015,2.44
swe,2016,2.34
swe,2017,2.21
swe,2018,2.14
swz,1960,1.94479
swz,1970,3.3747
swz,2006,2.1
swz,2011,2.1
syc,1960,7.09832
syc,1970,6.4925
syc,1975,4.9497
syc,1985,4.822
syc,1989,6.2833
syc,2006,5.7
syc,2009,3.9
syc,2011,3.6
syr,1960,1.07674
syr,1970,0.9934
syr,1975,1
syr,1980,1.1045
syr,1981,1.1458
syr,1990,1.0865
syr,1996,1.5
syr,1998,1.5
syr,1999,1.4
syr,2000,1.4
syr,2001,1.4
syr,2002,1.38
syr,2003,1.49
syr,2004,1.49
syr,2005,1.28
syr,2006,1.47
syr,2007,1.47
syr,2008,1.54
syr,2009,1.51
syr,2010,1.54
syr,2011,1.55
syr,2012,1.53
syr,2013,1.52
syr,2014,1.5
syr,2015,1.47
syr,2016,1.46
syr,2017,1.4
tcd,1960,0.69745
tcd,1970,1.31
tcd,1991,0.7201
tcd,2005,0.4
tgo,1960,1.26509
tgo,1970,1.5333
tgo,1975,1.4399
tgo,1990,1.5111
tgo,2005,0.9
tgo,2011,0.7
tha,1960,0.74003
tha,1970,1.1373
tha,1975,1.1119
tha,1980,1.5351
tha,1990,1.6326
tha,1991,1.6613
tha,1992,1.7067
tha,1995,1.99
tha,1999,2.2
tha,2000,2.2
tha,2002,2.2
tha,2005,2.1
tha,2010,2.1
tjk,1985,10.6448
tjk,1986,10.6449
tjk,1987,10.6556
tjk,1988,10.6742
tjk,1989,10.6298
tjk,1990,10.6618
tjk,1991,10.9629
tjk,1992,11.2423
tjk,1993,10.6812
tjk,1994,8.9413
tjk,1995,8.2
tjk,1996,7.47
tjk,1997,7.22
tjk,1998,6.91
tjk,1999,6.8
tjk,2000,6.54
tjk,2001,6.4
tjk,2002,6.27
tjk,2003,6.12
tjk,2004,6.04
tjk,2005,5.87
tjk,2006,6.12
tjk,2007,5.44
tjk,2008,5.3
tjk,2009,5.19
tjk,2010,5.08
tjk,2011,4.95
tjk,2012,4.83
tjk,2013,4.76
tjk,2014,4.67
tkm,1980,10.4605
tkm,1985,10.668
tkm,1986,11.1222
tkm,1987,11.105
tkm,1988,11.1293
tkm,1989,11.1934
tkm,1990,11.485
tkm,1991,11.555
tkm,1992,11.4153
tkm,1993,11.6789
tkm,1994,11.4707
tkm,1995,10.26
tkm,1996,8.01
tkm,1997,7.11
tkm,2000,5.36
tkm,2001,5.13
tkm,2002,5.02
tkm,2003,5.08
tkm,2004,4.9
tkm,2005,4.4
tkm,2006,4.34
tkm,2007,4.07
tkm,2008,4.04
tkm,2009,4.02
tkm,2010,4.1
tkm,2011,4.07
tkm,2012,3.98
tkm,2013,3.93
tkm,2014,4.03
tls,2009,5.9
tls,2010,5.9
ton,1960,2.5
ton,1970,2.593
ton,1980,3.4468
ton,1981,3.5394
ton,2001,3.2
ton,2004,2.4
ton,2008,2.4
ton,2010,2.6
tto,1960,5.58956
tto,1970,4.9434
tto,1975,4.9852
tto,1986,5.0373
tto,1990,4
tto,1993,3.2426
tto,1995,3.8
tto,1996,5.11
tto,2000,3.3
tto,2001,3.4
tto,2003,3.3
tto,2005,2.6
tto,2006,2.7
tto,2007,2.7
tto,2008,2.5
tto,2009,2.6
tto,2010,2.14
tto,2012,2.72
tto,2013,2.7
tto,2014,2.99
tto,2015,3.01
tto,2016,3.03
tto,2017,3.02
tun,1960,2.46766
tun,1970,2.4443
tun,1975,2.5
tun,1980,2.1258
tun,1989,1.9657
tun,1990,1.9167
tun,1991,2.0123
tun,1992,2.8573
tun,1994,1.7615
tun,1996,2
tun,1997,1.7
tun,2000,1.73
tun,2001,1.73
tun,2002,1.71
tun,2003,1.71
tun,2004,2.05
tun,2005,1.76
tun,2006,1.98
tun,2007,1.76
tun,2008,2
tun,2009,2.09
tun,2010,2.09
tun,2011,2.09
tun,2012,2.12
tun,2013,2.12
tun,2014,2.18
tun,2015,2.18
tun,2016,2.18
tun,2017,2.18
tur,1960,1.7
tur,1965,1.8
tur,1970,2
tur,1975,2
tur,1980,2.2
tur,1985,2.1
tur,1986,2.1
tur,1987,2.1
tur,1988,2.1
tur,1989,2.1
tur,1990,2.4
tur,1991,2.4
tur,1992,2.4
tur,1993,2.5
tur,1994,2.5
tur,1995,2.5
tur,1996,2.5
tur,1997,2.5
tur,1998,2.5
tur,1999,2.6
tur,2000,2.1
tur,2001,2.16
tur,2002,2.49
tur,2003,2.48
tur,2004,2.47
tur,2005,2.5
tur,2006,2.52
tur,2007,2.54
tur,2008,2.58
tur,2009,2.62
tur,2010,2.74
tur,2011,2.62
tur,2012,2.66
tur,2013,2.65
tur,2014,2.68
tur,2015,2.68
tur,2016,2.75
tur,2017,2.81
tur,2018,2.85
tuv,2001,5.6
tza,1960,1.49045
tza,1976,1.4313
tza,1978,1.4372
tza,1980,1.3975
tza,1982,1.3658
tza,1984,1.3031
tza,1988,1.0904
tza,1990,1.0246
tza,1992,0.8903
tza,2006,1.1
tza,2010,0.7
uga,1960,1.4808
uga,1970,1.5587
uga,1975,1.6485
uga,1981,1.5125
uga,1988,1.3154
uga,1991,0.9162
uga,2004,0.7
uga,2005,1
uga,2006,1.1
uga,2009,0.4
uga,2010,0.5
ukr,1980,12.1435
ukr,1981,12.2533
ukr,1982,12.3578
ukr,1983,12.4448
ukr,1984,12.591
ukr,1985,12.695
ukr,1986,12.7876
ukr,1987,12.8506
ukr,1988,12.9304
ukr,1989,13.0064
ukr,1990,13.0131
ukr,1991,12.9691
ukr,1992,12.729
ukr,1993,12.4707
ukr,1994,12.3022
ukr,1995,11.89
ukr,1996,10.84
ukr,1997,9.37
ukr,1998,9.04
ukr,1999,8.95
ukr,2000,8.82
ukr,2001,8.79
ukr,2002,8.89
ukr,2003,8.81
ukr,2004,8.73
ukr,2005,8.68
ukr,2006,8.73
ukr,2007,8.72
ukr,2008,8.75
ukr,2009,9.4
ukr,2010,9.38
ukr,2011,9.05
ukr,2012,8.91
ukr,2013,8.8
ukr,2014,7.46
ury,1960,5.51182
ury,1970,5.9127
ury,1975,5.0018
ury,1985,3.2458
ury,1990,4.5226
ury,1993,4.5
ury,1996,4.39
ury,2003,1.9
ury,2005,2.4
ury,2006,2.9
ury,2007,2.9
ury,2010,1.2
ury,2011,2.98
ury,2012,2.5
ury,2013,2.49
ury,2014,2.42
ury,2015,2.43
ury,2016,2.48
ury,2017,2.43
usa,1960,9.2
usa,1965,8.8
usa,1970,7.9
usa,1971,7.5
usa,1972,7.4
usa,1973,7.2
usa,1974,7.1
usa,1975,6.8
usa,1976,6.6
usa,1977,6.4
usa,1978,6.2
usa,1979,6.1
usa,1980,6
usa,1981,5.9
usa,1982,5.9
usa,1983,5.8
usa,1984,5.7
usa,1985,5.5
usa,1986,5.4
usa,1987,5.2
usa,1988,5.1
usa,1989,5
usa,1990,4.9
usa,1991,4.8
usa,1992,4.6
usa,1993,4.5
usa,1994,4.3
usa,1995,4.1
usa,1996,3.9
usa,1997,3.8
usa,1998,3.7
usa,1999,3.6
usa,2000,3.49
usa,2001,3.47
usa,2002,3.39
usa,2003,3.33
usa,2004,3.26
usa,2005,3.2
usa,2006,3.18
usa,2007,3.14
usa,2008,3.13
usa,2009,3.08
usa,2010,3.05
usa,2011,2.97
usa,2012,2.93
usa,2013,2.89
usa,2014,2.83
usa,2015,2.8
usa,2016,2.77
usa,2017,2.87
uzb,1980,9.1763
uzb,1985,11.8342
uzb,1986,11.9557
uzb,1987,11.9457
uzb,1988,12.2162
uzb,1989,12.2851
uzb,1990,12.4828
uzb,1991,10.9473
uzb,1992,10.7541
uzb,1993,9.3942
uzb,1994,8.6633
uzb,1995,8.3
uzb,1996,7.93
uzb,1997,6.48
uzb,1998,5.55
uzb,1999,5.39
uzb,2000,5.33
uzb,2001,5.34
uzb,2002,5.54
uzb,2003,5.48
uzb,2004,5.26
uzb,2005,5.19
uzb,2006,5.12
uzb,2007,4.83
uzb,2008,4.67
uzb,2009,4.58
uzb,2010,4.44
uzb,2011,4.32
uzb,2012,4.19
uzb,2013,3.99
uzb,2014,3.98
vct,1960,4.825
vct,1970,4.9886
vct,1990,4.7
vct,1993,5.0153
vct,1996,1.85
vct,2001,4.7
vct,2002,4.5
vct,2003,4.5
vct,2004,4.5
vct,2005,4.5
vct,2007,3
vct,2010,2.6
vct,2011,2.52
vct,2012,2.41
vct,2013,2.41
vct,2014,2.4
vct,2015,4.33
vct,2016,4.32
ven,1974,0.343
ven,1975,0.3315
ven,1976,0.3429
ven,1980,0.3319
ven,1982,0.3704
ven,1983,0.3582
ven,1984,0.3728
ven,1985,2.6931
ven,1986,2.7001
ven,1987,2.5983
ven,1988,2.4996
ven,1990,2.6779
ven,1991,2.6776
ven,1992,2.573
ven,1993,2.6
ven,1996,1.47
ven,2001,0.8
ven,2003,0.9
ven,2007,1.3
ven,2009,1.1
ven,2011,0.93
ven,2014,0.78
ven,2015,0.73
ven,2016,0.86
ven,2017,0.87
vir,1990,4.8
vir,1996,18.68
vnm,1980,3.4973
vnm,1981,3.6961
vnm,1989,3.3017
vnm,1990,3.8329
vnm,1997,1.67
vnm,2000,2.34
vnm,2001,2.4
vnm,2002,1.4
vnm,2004,2.8
vnm,2005,2.34
vnm,2006,2.66
vnm,2008,2.9
vnm,2009,3.1
vnm,2010,2.91
vnm,2012,2.5
vnm,2013,3.18
vnm,2014,2.6
vut,1960,5.43077
vut,1970,10.7349
vut,1980,6.1794
vut,2001,3.1
vut,2003,3.7
vut,2005,4.1
vut,2008,1.7
wsm,1960,5
wsm,1970,4.5582
wsm,1980,4.4968
wsm,1981,4.364
wsm,2000,3.3
wsm,2002,1.5
wsm,2003,2.04
wsm,2005,1
wsm,2007,1
yem,1960,0.45455
yem,1970,0.8097
yem,1975,0.8655
yem,1990,0.8362
yem,1996,0.69
yem,1998,0.6
yem,2000,0.59
yem,2001,0.59
yem,2002,0.59
yem,2003,0.59
yem,2004,0.59
yem,2005,0.61
yem,2006,0.7
yem,2007,0.7
yem,2008,0.7
yem,2009,0.7
yem,2010,0.72
yem,2011,0.7
yem,2012,0.72
yem,2013,0.67
yem,2014,0.71
yem,2015,0.71
yem,2016,0.71
yem,2017,0.71
zaf,2002,3.1
zaf,2004,2.87
zaf,2005,2.8
zaf,2007,2.41
zaf,2008,2.39
zaf,2010,2.3
zmb,1960,2.80166
zmb,1970,3.1611
zmb,1975,3.3368
zmb,1981,3.4822
zmb,2004,2
zmb,2008,1.9
zmb,2010,2
zwe,1960,3.87665
zwe,1970,3.4954
zwe,1975,3.3137
zwe,1980,3.0027
zwe,1985,1.3936
zwe,1987,1.9408
zwe,1990,0.5105
zwe,2006,3
zwe,2011,1.7
