geo,time,sh_dyn_ncom_fe_zs
bgr,2010,17
bgr,2011,16.6
bgr,2012,16.2
bgr,2013,15.4
bgr,2014,16.5
bgr,2015,16.1
bgr,2016,16.3
bgr,2017,16.4
bgr,2018,16.4
bgr,2019,16.4
bhr,2000,30.8
bhr,2001,29.9
bhr,2002,28.8
bhr,2003,27.5
bhr,2004,26
bhr,2005,24.3
bhr,2006,22.1
bhr,2007,20.3
bhr,2008,18.9
bhr,2009,18.2
bhr,2010,17.9
bhr,2011,17.8
bhr,2012,17.6
bhr,2013,17.4
bhr,2014,17.2
bhr,2015,16.8
bhr,2016,16.4
bhr,2017,15.9
bhr,2018,15.6
bhr,2019,15.4
bhs,2000,17.1
bhs,2001,17.6
bhs,2002,16.6
bhs,2003,17.3
bhs,2004,18.3
bhs,2005,17.1
bhs,2006,17.1
bhs,2007,16.7
bhs,2008,17.1
bhs,2009,17.6
bhs,2010,17.6
bhs,2011,17.7
bhs,2012,16.9
bhs,2013,16.8
bhs,2014,16.1
bhs,2015,16.5
bhs,2016,16.3
bhs,2017,16
bhs,2018,16.6
bhs,2019,16.6
bih,2000,17
bih,2001,17
bih,2002,17.1
bih,2003,16.8
bih,2004,16.7
bih,2005,16.2
bih,2006,16.1
bih,2007,16.5
bih,2008,15.5
bih,2009,15.4
bih,2010,15.2
bih,2011,14.6
bih,2012,14.2
bih,2013,14.1
bih,2014,14
bih,2015,14.1
bih,2016,13.7
bih,2017,13.6
bih,2018,13.7
bih,2019,13.6
blr,2000,21.7
blr,2001,22.5
blr,2002,23
blr,2003,22
blr,2004,21.3
blr,2005,21.3
blr,2006,20.2
blr,2007,19
blr,2008,18.8
blr,2009,18.5
blr,2010,18.4
blr,2011,18.2
blr,2012,16.4
blr,2013,15.8
blr,2014,15.2
blr,2015,14.4
blr,2016,14.4
blr,2017,14
blr,2018,14
blr,2019,13.6
blz,2000,20.8
blz,2001,18.8
blz,2002,17.9
blz,2003,17.4
blz,2004,17.6
blz,2005,17.1
blz,2006,17.3
blz,2007,16.7
blz,2008,15.6
blz,2009,16
blz,2010,15.9
blz,2011,15.7
blz,2012,15.8
blz,2013,15.5
blz,2014,14.9
blz,2015,14.3
blz,2016,14
blz,2017,14.1
blz,2018,13.9
blz,2019,14.3
bol,2000,21.4
bol,2001,20.7
bol,2002,20.5
bol,2003,20
bol,2004,19.7
bol,2005,19.6
bol,2006,19.2
bol,2007,19.4
bol,2008,19.2
bol,2009,19.1
bol,2010,19.1
bol,2011,19.1
bol,2012,19
bol,2013,18.9
bol,2014,18.9
bol,2015,18.9
bol,2016,18.8
bol,2017,18.6
bol,2018,18.5
bol,2019,18.3
bra,2000,17.9
bra,2001,17.3
bra,2002,16.9
bra,2003,16.5
bra,2004,16.4
bra,2005,15.5
bra,2006,15.4
bra,2007,15.1
bra,2008,15.1
bra,2009,14.7
bra,2010,14.5
bra,2011,14.5
bra,2012,14
bra,2013,13.7
bra,2014,13.3
bra,2015,13.3
bra,2016,13.3
bra,2017,13
bra,2018,12.8
bra,2019,12.7
brb,2000,14.9
brb,2001,14.6
brb,2002,14.9
brb,2003,14.9
brb,2004,15.1
brb,2005,14.6
brb,2006,14.8
brb,2007,15.1
brb,2008,15.4
brb,2009,15.3
brb,2010,15.5
brb,2011,15.5
brb,2012,14.7
brb,2013,14.3
brb,2014,14.8
brb,2015,14.7
brb,2016,14.7
brb,2017,14.7
brb,2018,14.6
brb,2019,14.6
brn,2000,21.3
brn,2001,21.3
brn,2002,20.8
brn,2003,20.1
brn,2004,19.1
brn,2005,19.1
brn,2006,19.1
brn,2007,19.2
brn,2008,19.1
brn,2009,18.2
brn,2010,18
brn,2011,17.1
brn,2012,16.7
brn,2013,16.2
brn,2014,16.3
brn,2015,16.5
brn,2016,16.6
brn,2017,16.7
brn,2018,16.7
brn,2019,16.7
btn,2000,22.9
btn,2001,22.4
btn,2002,21.7
btn,2003,21.2
btn,2004,20.7
btn,2005,20.4
btn,2006,19.9
btn,2007,19.5
btn,2008,19.1
btn,2009,18.6
btn,2010,18.2
btn,2011,18
btn,2012,17.9
btn,2013,17.9
btn,2014,17.8
btn,2015,17.7
btn,2016,17.4
btn,2017,17.5
btn,2018,17.4
btn,2019,17.2
bwa,2000,27.4
bwa,2001,27.9
bwa,2002,28
bwa,2003,28.4
bwa,2004,28.6
bwa,2005,28.7
bwa,2006,27.4
bwa,2007,26.9
bwa,2008,27.1
bwa,2009,25.2
bwa,2010,24.6
bwa,2011,25.2
bwa,2012,25.3
bwa,2013,25.3
bwa,2014,25.6
bwa,2015,25.2
bwa,2016,24.7
bwa,2017,24.3
bwa,2018,23.9
bwa,2019,22.7
caf,2000,36.9
caf,2001,36.3
caf,2002,36.2
caf,2003,35.8
caf,2004,35.4
caf,2005,34.8
caf,2006,35
caf,2007,34.6
caf,2008,34.2
caf,2009,34.7
caf,2010,34.7
caf,2011,34.5
caf,2012,34
caf,2013,34
caf,2014,33.3
caf,2015,33.4
caf,2016,32.6
caf,2017,32.3
caf,2018,32.1
caf,2019,31.8
can,2000,11.3
can,2001,11.1
can,2002,11
can,2003,10.8
can,2004,10.5
can,2005,10.1
can,2006,9.9
can,2007,9.8
can,2008,9.6
can,2009,9.3
can,2010,9
can,2011,8.9
can,2012,8.8
can,2013,8.6
can,2014,8.5
can,2015,8.6
can,2016,8.6
can,2017,8.3
can,2018,8.1
can,2019,8
che,2000,9
che,2001,8.6
che,2002,8.3
che,2003,8.3
che,2004,7.9
che,2005,7.7
che,2006,7.8
che,2007,7.7
che,2008,7.5
che,2009,7.4
che,2010,7.3
che,2011,7.2
che,2012,7.2
che,2013,7
che,2014,6.6
che,2015,6.7
che,2016,6.6
che,2017,6.2
che,2018,6.3
che,2019,6.1
chl,2000,11.7
chl,2001,11.9
chl,2002,11.6
chl,2003,11.7
chl,2004,11.3
chl,2005,11.1
chl,2006,11
chl,2007,10.9
chl,2008,10.3
chl,2009,10.5
chl,2010,10.5
chl,2011,10.2
chl,2012,10.2
chl,2013,9.8
chl,2014,9.5
chl,2015,9.4
chl,2016,9.1
chl,2017,8.7
chl,2018,8.5
chl,2019,8.3
chn,2000,17.8
chn,2001,17.5
chn,2002,17.8
chn,2003,18
chn,2004,17.8
chn,2005,16.9
chn,2006,16
chn,2007,15.3
chn,2008,14.7
chn,2009,14.2
chn,2010,13.8
chn,2011,13.4
chn,2012,12.8
chn,2013,12.3
chn,2014,12
chn,2015,11.7
chn,2016,11.5
chn,2017,11.4
chn,2018,11.3
chn,2019,11.2
civ,2000,22.9
civ,2001,22.7
civ,2002,22.5
civ,2003,22.5
civ,2004,22.1
civ,2005,22
civ,2006,22.8
civ,2007,22.9
civ,2008,22.2
civ,2009,22.8
civ,2010,23.2
civ,2011,22.4
civ,2012,22.1
civ,2013,21.9
civ,2014,21.3
civ,2015,20.9
civ,2016,20.4
civ,2017,19.9
civ,2018,19.7
civ,2019,19.5
cmr,2000,25.6
cmr,2001,25.7
cmr,2002,25.6
cmr,2003,25.6
cmr,2004,25.4
cmr,2005,26
cmr,2006,26
cmr,2007,25.4
cmr,2008,25.2
cmr,2009,25
cmr,2010,24.8
cmr,2011,24.7
cmr,2012,24.3
cmr,2013,24.6
cmr,2014,24.3
cmr,2015,23.7
cmr,2016,23.2
cmr,2017,22.6
cmr,2018,22.4
cmr,2019,22.3
cod,2000,24.9
cod,2001,25.1
cod,2002,24.9
cod,2003,25.4
cod,2004,25.6
cod,2005,25.4
cod,2006,25.4
cod,2007,25
cod,2008,25
cod,2009,25.1
cod,2010,24.7
cod,2011,24.3
cod,2012,23.8
cod,2013,23.3
cod,2014,23
cod,2015,22.5
cod,2016,22.1
cod,2017,21.9
cod,2018,22.2
cod,2019,22.2
cog,2000,34.6
cog,2001,32.7
cog,2002,31.3
cog,2003,30.8
cog,2004,31
cog,2005,30.6
cog,2006,30.4
cog,2007,29.9
cog,2008,29.4
cog,2009,29.3
cog,2010,28.8
cog,2011,27.9
cog,2012,27.9
cog,2013,27.3
cog,2014,26.7
cog,2015,25.4
cog,2016,24.7
cog,2017,24
cog,2018,23.3
cog,2019,22.3
col,2000,14.5
col,2001,14
col,2002,13.7
col,2003,13.5
col,2004,12.9
col,2005,12.4
col,2006,12.2
col,2007,11.7
col,2008,11.4
col,2009,10.7
col,2010,10.5
col,2011,9.8
col,2012,9.7
col,2013,9.6
col,2014,9.6
col,2015,9.6
col,2016,9.5
col,2017,9.3
col,2018,9
col,2019,8.9
com,2000,25
com,2001,24.7
com,2002,24.1
com,2003,23.5
com,2004,22.8
com,2005,22.6
com,2006,22.1
com,2007,22
com,2008,22
com,2009,21.5
com,2010,21.3
com,2011,21.3
com,2012,21.2
com,2013,21
com,2014,21.5
com,2015,21.3
com,2016,21.2
com,2017,21
com,2018,20.7
com,2019,20.6
cpv,2000,13.7
cpv,2001,13.6
cpv,2002,13.4
cpv,2003,13.2
cpv,2004,12.9
cpv,2005,12.9
cpv,2006,12.8
cpv,2007,12.8
cpv,2008,12.7
cpv,2009,12.6
cpv,2010,12.5
cpv,2011,12.6
cpv,2012,12.8
cpv,2013,12.7
cpv,2014,12.7
cpv,2015,12.8
cpv,2016,13.2
cpv,2017,13
cpv,2018,12.8
cpv,2019,12.7
cri,2000,10.9
cri,2001,11.3
cri,2002,10.3
cri,2003,10.2
cri,2004,10.1
cri,2005,9.5
cri,2006,9.8
cri,2007,8.7
cri,2008,8.2
cri,2009,8.4
cri,2010,9.2
cri,2011,8.5
cri,2012,8.5
cri,2013,8.5
cri,2014,7.9
cri,2015,7.7
cri,2016,8.3
cri,2017,8.5
cri,2018,8
cri,2019,8.1
cub,2000,15.9
cub,2001,16.6
cub,2002,15.2
cub,2003,15.4
cub,2004,15
cub,2005,14.9
cub,2006,14.7
cub,2007,14.8
cub,2008,15
cub,2009,14.4
cub,2010,14.6
cub,2011,13.8
cub,2012,13.6
cub,2013,13.9
cub,2014,13.8
cub,2015,13.7
cub,2016,13.4
cub,2017,13.8
cub,2018,13.5
cub,2019,13.5
cyp,2000,9.5
cyp,2001,9.7
cyp,2002,9.7
cyp,2003,9.5
cyp,2004,9.5
cyp,2005,9.1
cyp,2006,8.6
cyp,2007,8.3
cyp,2008,7.8
cyp,2009,7.5
cyp,2010,7.2
cyp,2011,6.6
cyp,2012,6.9
cyp,2013,6.8
cyp,2014,6.6
cyp,2015,6.6
cyp,2016,6.2
cyp,2017,6.1
cyp,2018,6
cyp,2019,5.7
cze,2000,15.2
cze,2001,14.9
cze,2002,14.4
cze,2003,14.4
cze,2004,13.7
cze,2005,13.5
cze,2006,13
cze,2007,12.7
cze,2008,12.4
cze,2009,12.2
cze,2010,12
cze,2011,11.7
cze,2012,11.5
cze,2013,11.5
cze,2014,10.6
cze,2015,10.6
cze,2016,10.3
cze,2017,10.2
cze,2018,10.2
cze,2019,9.8
deu,2000,11.2
deu,2001,10.8
deu,2002,10.7
deu,2003,10.5
deu,2004,10.1
deu,2005,9.9
deu,2006,9.6
deu,2007,9.6
deu,2008,9.6
deu,2009,9.5
deu,2010,9.3
deu,2011,9.4
deu,2012,9.2
deu,2013,9.4
deu,2014,9.1
deu,2015,9.2
deu,2016,9.2
deu,2017,9
deu,2018,9.1
deu,2019,9
dji,2000,21.2
dji,2001,20.9
dji,2002,20.9
dji,2003,20.9
dji,2004,21
dji,2005,20.8
dji,2006,20.5
dji,2007,20.4
dji,2008,20.3
dji,2009,20.3
dji,2010,20.4
dji,2011,20.4
dji,2012,20.4
dji,2013,20.7
dji,2014,20.5
dji,2015,20.6
dji,2016,20.6
dji,2017,20.7
dji,2018,20.8
dji,2019,20.6
dnk,2000,15.8
dnk,2001,15.3
dnk,2002,14.7
dnk,2003,13.8
dnk,2004,13.1
dnk,2005,12.7
dnk,2006,12.7
dnk,2007,12.3
dnk,2008,11.9
dnk,2009,11.9
dnk,2010,11.4
dnk,2011,10.8
dnk,2012,10.7
dnk,2013,10.2
dnk,2014,10.3
dnk,2015,10.1
dnk,2016,9.9
dnk,2017,9.2
dnk,2018,9.5
dnk,2019,9
dom,2000,12.1
dom,2001,11.8
dom,2002,12.9
dom,2003,13.3
dom,2004,13.9
dom,2005,13.5
dom,2006,14.4
dom,2007,14.6
dom,2008,14.7
dom,2009,14.7
dom,2010,14.5
dom,2011,14.7
dom,2012,15.2
dom,2013,16
dom,2014,16.9
dom,2015,17.4
dom,2016,17.5
dom,2017,17.1
dom,2018,16.6
dom,2019,16.2
dza,2000,16.2
dza,2001,16.1
dza,2002,15.9
dza,2003,15.7
dza,2004,15.5
dza,2005,15.3
dza,2006,15.1
dza,2007,14.9
dza,2008,14.6
dza,2009,14.4
dza,2010,14.2
dza,2011,14
dza,2012,13.8
dza,2013,13.5
dza,2014,13.4
dza,2015,13.3
dza,2016,13.1
dza,2017,12.9
dza,2018,12.9
dza,2019,12.8
ecu,2000,12.4
ecu,2001,12.5
ecu,2002,13
ecu,2003,12.8
ecu,2004,13.1
ecu,2005,13.4
ecu,2006,13.5
ecu,2007,12.9
ecu,2008,12.9
ecu,2009,12.8
ecu,2010,12.3
ecu,2011,11.9
ecu,2012,12
ecu,2013,11.6
ecu,2014,11.1
ecu,2015,10.9
ecu,2016,11.3
ecu,2017,10.5
ecu,2018,10.5
ecu,2019,10.3
egy,2000,22.2
egy,2001,23.5
egy,2002,24
egy,2003,24.3
egy,2004,24.2
egy,2005,24.2
egy,2006,24.3
egy,2007,24
egy,2008,24.4
egy,2009,24.8
egy,2010,24.9
egy,2011,23.9
egy,2012,24.9
egy,2013,23.7
egy,2014,24.2
egy,2015,25.4
egy,2016,24.4
egy,2017,23.1
egy,2018,23.4
egy,2019,23.2
eri,2000,26.6
eri,2001,26.2
eri,2002,26.2
eri,2003,25.4
eri,2004,25.8
eri,2005,26
eri,2006,26.1
eri,2007,25.9
eri,2008,26.2
eri,2009,25.9
eri,2010,25.7
eri,2011,25.5
eri,2012,25.4
eri,2013,25.3
eri,2014,25.1
eri,2015,25.1
eri,2016,24.9
eri,2017,24.7
eri,2018,24.6
eri,2019,24.3
esp,2000,8.2
esp,2001,8.1
esp,2002,7.8
esp,2003,7.8
esp,2004,7.4
esp,2005,7.4
esp,2006,7.1
esp,2007,7.1
esp,2008,6.9
esp,2009,6.9
esp,2010,6.7
esp,2011,6.7
esp,2012,6.6
esp,2013,6.6
esp,2014,6.5
esp,2015,6.6
esp,2016,6.6
esp,2017,6.6
esp,2018,6.5
esp,2019,6.5
est,2000,17.6
est,2001,17
est,2002,16.1
est,2003,15.9
est,2004,14.9
est,2005,14.1
est,2006,14.8
est,2007,13.6
est,2008,13.1
est,2009,12.5
est,2010,12.3
est,2011,11.3
est,2012,11.3
est,2013,11.1
est,2014,10.8
est,2015,10.5
est,2016,10.6
est,2017,10.4
est,2018,9.9
est,2019,8.8
eth,2000,27.1
eth,2001,25.9
eth,2002,25.2
eth,2003,24.4
eth,2004,23.7
eth,2005,23
eth,2006,22.2
eth,2007,21.5
eth,2008,20.8
eth,2009,19.9
eth,2010,19.1
eth,2011,18.6
eth,2012,17.9
eth,2013,17.5
eth,2014,17.3
eth,2015,17.3
eth,2016,17.1
eth,2017,17
eth,2018,16.9
eth,2019,16.9
fin,2000,9.7
fin,2001,9.2
fin,2002,9
fin,2003,8.8
fin,2004,8.8
fin,2005,8.4
fin,2006,8.3
fin,2007,8.3
fin,2008,8.1
fin,2009,8.2
fin,2010,8
fin,2011,8
fin,2012,7.8
fin,2013,7.6
fin,2014,7.4
fin,2015,7.3
fin,2016,7.1
fin,2017,7.2
fin,2018,7
fin,2019,6.8
fji,2000,37.7
fji,2001,35.9
fji,2002,35.8
fji,2003,36.2
fji,2004,35
fji,2005,35.2
fji,2006,35.6
fji,2007,36.1
fji,2008,36.8
fji,2009,36.7
fji,2010,35.9
fji,2011,35.3
fji,2012,34.9
fji,2013,34.8
fji,2014,34.5
fji,2015,34.3
fji,2016,34.1
fji,2017,33.8
fji,2018,33.6
fji,2019,33.4
fra,2000,8.7
fra,2001,8.6
fra,2002,8.5
fra,2003,8.5
fra,2004,8.2
fra,2005,8.2
fra,2006,8
fra,2007,7.8
fra,2008,7.9
fra,2009,7.8
fra,2010,7.8
fra,2011,7.6
fra,2012,7.8
fra,2013,7.5
fra,2014,7.4
fra,2015,7.5
fra,2016,7.5
fra,2017,7.4
fra,2018,7.4
fra,2019,7.3
fsm,2000,38.5
fsm,2001,38.4
fsm,2002,38.1
fsm,2003,38.1
fsm,2004,38.3
fsm,2005,38.5
fsm,2006,38.5
fsm,2007,38.4
fsm,2008,38.5
fsm,2009,38.6
fsm,2010,38.6
fsm,2011,38.8
fsm,2012,38.9
fsm,2013,38.9
fsm,2014,39.1
fsm,2015,39.5
fsm,2016,39.4
fsm,2017,39.5
fsm,2018,39.8
fsm,2019,39.9
gab,2000,26.2
gab,2001,26.2
gab,2002,25.1
gab,2003,25.3
gab,2004,24
gab,2005,24
gab,2006,24.7
gab,2007,23.6
gab,2008,23.8
gab,2009,22.4
gab,2010,21.7
gab,2011,21.4
gab,2012,18.5
gab,2013,17.5
gab,2014,19.3
gab,2015,19.2
gab,2016,18.6
gab,2017,17.9
gab,2018,17.6
gab,2019,16.6
gbr,2000,13
gbr,2001,12.6
gbr,2002,12.3
gbr,2003,12
gbr,2004,11.5
gbr,2005,11.3
gbr,2006,11
gbr,2007,10.8
gbr,2008,10.6
gbr,2009,10.2
gbr,2010,10
gbr,2011,9.7
gbr,2012,9.7
gbr,2013,9.5
gbr,2014,9.2
gbr,2015,9.3
gbr,2016,9.3
gbr,2017,8.9
gbr,2018,8.7
gbr,2019,8.5
geo,2000,21.3
geo,2001,20.7
geo,2002,24.2
geo,2003,21.9
geo,2004,21.1
geo,2005,19.2
geo,2006,17.9
geo,2007,17.3
geo,2008,18.2
geo,2009,22.1
geo,2010,18.1
geo,2011,17.4
geo,2012,16.2
geo,2013,16.2
geo,2014,16.1
geo,2015,16.5
geo,2016,17
geo,2017,15.4
geo,2018,15.2
geo,2019,15.2
gha,2000,23.4
gha,2001,23.7
gha,2002,23.7
gha,2003,23.6
gha,2004,23.5
gha,2005,23.5
gha,2006,23.4
gha,2007,23.6
gha,2008,23.6
gha,2009,23.6
gha,2010,23.6
gha,2011,23.1
gha,2012,22.9
gha,2013,22.7
gha,2014,22.4
gha,2015,22
gha,2016,21.8
gha,2017,21.5
gha,2018,21
gha,2019,20.8
gin,2000,22.9
gin,2001,23
gin,2002,23.3
gin,2003,23.4
gin,2004,23.6
gin,2005,23.6
gin,2006,24.5
gin,2007,25
gin,2008,25
gin,2009,25.2
gin,2010,25.5
gin,2011,25.7
gin,2012,25.8
gin,2013,26.1
gin,2014,26
gin,2015,26.1
gin,2016,26
gin,2017,25.6
gin,2018,25.2
gin,2019,25
gmb,2000,19.7
gmb,2001,19.8
gmb,2002,20
gmb,2003,20.2
gmb,2004,20.5
gmb,2005,20.5
gmb,2006,20.6
gmb,2007,20.6
gmb,2008,20.5
gmb,2009,20.4
gmb,2010,20.2
gmb,2011,20.3
gmb,2012,20.6
gmb,2013,20.7
gmb,2014,20.8
gmb,2015,20.5
gmb,2016,20.3
gmb,2017,20.2
gmb,2018,20.1
gmb,2019,20
gnb,2000,26.6
gnb,2001,26.2
gnb,2002,26
gnb,2003,25.7
gnb,2004,25.8
gnb,2005,25.2
gnb,2006,25.2
gnb,2007,25.4
gnb,2008,25.6
gnb,2009,25.8
gnb,2010,25.6
gnb,2011,25.3
gnb,2012,24.7
gnb,2013,25.2
gnb,2014,24.9
gnb,2015,24
gnb,2016,24
gnb,2017,23.8
gnb,2018,23.2
gnb,2019,23
gnq,2000,25.4
gnq,2001,24.3
gnq,2002,23.2
gnq,2003,23.2
gnq,2004,23.1
gnq,2005,23
gnq,2006,23.5
gnq,2007,23.4
gnq,2008,23.7
gnq,2009,24.3
gnq,2010,24.3
gnq,2011,23.9
gnq,2012,23.3
gnq,2013,22.5
gnq,2014,22.6
gnq,2015,23.9
gnq,2016,23.8
gnq,2017,22.7
gnq,2018,22.5
gnq,2019,22.8
grc,2000,9.6
grc,2001,9.5
grc,2002,9.3
grc,2003,9.3
grc,2004,9.2
grc,2005,8.7
grc,2006,8.9
grc,2007,9
grc,2008,8.7
grc,2009,8.7
grc,2010,8.8
grc,2011,8.7
grc,2012,8.9
grc,2013,8.7
grc,2014,8.1
grc,2015,8.1
grc,2016,8.2
grc,2017,8
grc,2018,8
grc,2019,8
grd,2000,19
grd,2001,18.3
grd,2002,18.8
grd,2003,18.9
grd,2004,18.7
grd,2005,18.5
grd,2006,18.9
grd,2007,19.1
grd,2008,19
grd,2009,19.4
grd,2010,20.7
grd,2011,21.4
grd,2012,21.7
grd,2013,21.2
grd,2014,20.4
grd,2015,20.3
grd,2016,20.2
grd,2017,20.7
grd,2018,20.7
grd,2019,20.2
gtm,2000,15
gtm,2001,14.4
gtm,2002,14.3
gtm,2003,14.9
gtm,2004,15
gtm,2005,15.6
gtm,2006,15.7
gtm,2007,15.8
gtm,2008,15.3
gtm,2009,16.3
gtm,2010,16.6
gtm,2011,16.6
gtm,2012,16.7
gtm,2013,16.9
gtm,2014,16.9
gtm,2015,17.1
gtm,2016,17.1
gtm,2017,16.1
gtm,2018,16.5
gtm,2019,16.4
guy,2000,32.6
guy,2001,32.1
guy,2002,32.3
guy,2003,32.3
guy,2004,31.8
guy,2005,31.3
guy,2006,31.2
guy,2007,31
guy,2008,31.3
guy,2009,31
guy,2010,30.8
guy,2011,29.9
guy,2012,29.7
guy,2013,29.1
guy,2014,28.7
guy,2015,28.2
guy,2016,27.7
guy,2017,27.1
guy,2018,26.7
