geo,time,gc_xpn_intp_cn
mdv,2009,617900000
mex,1972,5000000
mex,1973,7000000
mex,1974,11000000
mex,1975,14000000
mex,1976,20000000
mex,1977,32000000
mex,1978,41000000
mex,1979,53000000
mex,1980,75000000
mex,1981,169000000
mex,1982,417000000
mex,1983,1603000000
mex,1984,2259000000
mex,1985,4364000000
mex,1986,11591000000
mex,1987,35559000000
mex,1988,61117000000
mex,1989,57396000000
mex,1990,59466000000
mex,1991,43244000000
mex,1992,37943000000
mex,1993,30421000000
mex,1994,28490000000
mex,1995,53008000000
mex,1996,72287000000
mex,1997,70709000000
mex,1998,82917000000
mex,1999,115894000000
mex,2000,113161000000
mex,2008,302998937151.98798
mex,2009,300526091463.23401
mex,2010,314150705743
mex,2011,322243147483.88599
mex,2012,355664692526.66998
mex,2013,367399367755.92297
mex,2014,402737757972.74097
mex,2015,400292932881.05493
mex,2016,465694962804.34998
mex,2017,597090095834.31006
mex,2018,642805241459.91003
mex,2019,655777364406.44995
mhl,2008,1318809
mhl,2009,896686
mhl,2010,892842
mhl,2011,1422706
mhl,2012,1431816
mhl,2013,1172736
mhl,2014,749571
mhl,2015,733114
mhl,2016,763251
mhl,2017,641165
mhl,2018,640000
mhl,2019,580000
mkd,2005,2619750253
mkd,2006,3140066325.33
mkd,2007,2918446501.5
mkd,2008,2646000000
mkd,2009,2445000000
mkd,2010,3174000000
mkd,2011,3471000000
mkd,2012,4216000000
mkd,2013,4605616288
mkd,2014,5090421192
mkd,2015,6457092957
mkd,2016,6871340885
mkd,2017,8387998565
mkd,2018,7692706150
mkd,2019,8101712861
mli,2000,16000000000
mli,2001,14600000000
mli,2002,18381000000
mli,2003,18788580000
mli,2004,17579154981.4462
mli,2005,18661149054.2646
mli,2006,15222900000
mli,2007,14000000000
mli,2008,14073000000
mli,2009,15497000000
mli,2010,19127000000
mli,2011,30562000000
mli,2012,26889199000
mli,2013,38557000000
mli,2014,41700000000
mli,2015,51861533000
mli,2016,44200000000
mli,2017,74500000000
mli,2018,83974000000
mli,2019,104030000000
mlt,1972,4728627.99907
mlt,1973,4565571.86117
mlt,1974,4751921.73305
mlt,1975,4518984.3932
mlt,1976,4938271.60494
mlt,1977,4891684.13697
mlt,1978,4845096.669
mlt,1980,4984859.07291
mlt,1981,4868390.40298
mlt,1982,4751921.73305
mlt,1983,4891684.13697
mlt,1984,5334265.08269
mlt,1985,5613789.89052
mlt,1986,5986489.63429
mlt,1987,5753552.29443
mlt,1988,7523876.07734
mlt,1989,11786629.39669
mlt,1990,29897152.16875
mlt,1991,49593461.12928
mlt,1992,58112250.40422
mlt,1993,71351642.65318
mlt,1994,96853750.6737
mlt,1995,126759841.60261
mlt,1996,146044723.96925
mlt,1997,194619147.44934
mlt,1998,243992546.00512
mlt,1999,343386908.9215
mlt,2000,394619147.44934
mlt,2001,373053808.52551
mlt,2002,410505474.02749
mlt,2003,398530165.38551
mlt,2004,426785464.70999
mlt,2005,457030048.91684
mlt,2006,467670626.60144
mlt,2007,470789657.58211
mlt,2008,206794000
mlt,2009,204857000
mlt,2010,207876000
mlt,2011,221069000
mlt,2012,221078000
mlt,2013,224686000
mlt,2014,235840000
mlt,2015,232000000
mlt,2016,220511000
mlt,2017,211144000
mlt,2018,195450000
mlt,2019,185893000
mmr,2012,682648091000
mmr,2013,769170761000
mmr,2014,879160514000
mmr,2015,866662116000
mmr,2016,1043211511000
mmr,2017,1325050067000
mmr,2018,740827973000
mmr,2019,1587815161000
mng,1992,62000000
mng,1993,2028000000
mng,1994,1705000000
mng,1995,1798000000
mng,1996,3933000000
mng,1997,18131000000
mng,1998,11094000000
mng,1999,17298000000
mng,2000,18191000000
mng,2001,16449000000
mng,2002,20043896607.79
mng,2003,17649384300
mng,2006,18081688118.4
mng,2007,18575489903.01
mng,2008,19840380500
mng,2009,29621621013.6
mng,2010,41919731520
mng,2011,37320968675.59
mng,2012,125913367670.55
mng,2013,269670883562
mng,2014,500351207241.59998
mng,2015,731011102947.28992
mng,2016,986099800000
mng,2017,1156465120800
mng,2018,1053958108897.06995
moz,2010,2672857190
moz,2011,3501045060
moz,2012,4125408100
moz,2016,16308929710
moz,2017,18109054460
moz,2018,27250404410
moz,2019,29703300000
mus,1973,35100000
mus,1974,31100000
mus,1975,33900000
mus,1976,51400000
mus,1977,73300000
mus,1978,116800000
mus,1979,179400000
mus,1980,323900000
mus,1981,461400000
mus,1982,642200000
mus,1983,717400000
mus,1984,783800000
mus,1985,889400000
mus,1986,935000000
mus,1987,920900000
mus,1988,879300000
mus,1989,879700000
mus,1990,1337300000
mus,1991,1564000000
mus,1992,1469800000
mus,1993,1182300000
mus,1994,1324900000
mus,1995,1652500000
mus,1996,1954300000
mus,1997,2300800000
mus,1998,2706000000
mus,1999,2985000000
mus,2000,3013000000
mus,2001,3443300000
mus,2002,3533100000
mus,2003,4439600000
mus,2004,5077700000
mus,2005,4669400000
mus,2006,5139300000
mus,2007,6822600000
mus,2008,7970600000
mus,2009,8065400000
mus,2010,7437700000
mus,2011,6377500000
mus,2012,6610700000
mus,2013,6350706000
mus,2014,6813900000
mus,2015,4872900000
mus,2016,10126290000
mus,2017,7891780624
mus,2018,8209070554
mus,2019,9316371000
mwi,2009,17863523420
mwi,2010,21497865000
mwi,2011,22818775000
mwi,2012,23764952000
mwi,2013,33211117018.3763
mwi,2014,90521625666.86499
mwi,2015,94274797496.95
mwi,2016,125673681959.60699
mwi,2017,185141395790.05096
mwi,2018,190321115661.677
mwi,2019,224319230564.16101
mwi,2020,261696300489.24701
mys,1996,6795000000
mys,1997,6425000000
mys,1998,6928000000
mys,1999,7941000000
mys,2000,9055000000
mys,2001,9634000000
mys,2002,9669000000
mys,2003,10546000000
mys,2004,10919000000
mys,2005,11604000000
mys,2006,12495400000
mys,2007,12910815525.25
mys,2008,12796817899.53
mys,2009,14221506993.47
mys,2010,15621083000
mys,2011,17715930000
mys,2012,19537323000
mys,2013,20775664000
mys,2014,22588223000
mys,2015,24283204000
mys,2016,26479700000
mys,2017,27863449723.17
mys,2018,30547100000
mys,2019,32932714314.02
nam,1990,26800000
nam,1991,20900000
nam,1992,21600000
nam,1993,70000000
nam,1994,117500000
nam,1995,145100000
nam,1996,250500000
nam,1997,350100000
nam,1998,488700000
nam,1999,512900000
nam,2000,510428469
nam,2001,647290000
nam,2002,823096376
nam,2003,864375148.87
nam,2004,997155000
nam,2005,1160233000
nam,2006,1261732000
nam,2007,1180869923
nam,2008,1104673414
nam,2009,1196355204
nam,2010,965496000
nam,2011,1141984820
nam,2012,1718590353.78
nam,2013,1788490410.36
nam,2014,2060351550.35
nam,2015,2623431939.32
nam,2016,4310116976.21
nam,2017,5422401326.8
nam,2018,5989378538.93
nam,2019,6890132569.37
ner,1976,1471000000
ner,1977,2714000000
ner,1978,2713000000
ner,1979,5677000000
ner,1980,5600000000
nic,1990,8000
nic,1991,84820000
nic,1992,267310000
nic,1993,426730000
nic,1994,578960000
nic,1995,570840000
nic,1996,496130000
nic,1997,898690000
nic,1998,1045340000
nic,1999,742660000
nic,2000,1044260000
nic,2001,1285000000
nic,2002,1286824200
nic,2003,1918936700
nic,2004,1478088800
nic,2005,1561000000
nic,2006,1684360500
nic,2007,1579796100
nic,2008,1447419260
nic,2009,1711257006.04
nic,2010,1990641257.808
nic,2011,2261906237
nic,2012,2466262235
nic,2013,2519578676
nic,2014,2639111955.60754
nic,2015,3049823984.77189
nic,2016,3754980480.03347
nic,2017,4392932765.31007
nic,2018,4550947989.64971
nic,2019,5410386516.71692
nld,1973,998316475.39831
nld,1974,1111761529.42084
nld,1975,1256971198.56968
nld,1976,1597306360.63729
nld,1977,1828734270.84326
nld,1978,2119153609.14095
nld,1979,2436799760.40405
nld,1980,3076629865.09114
nld,1981,3984190297.27142
nld,1982,5295615121.77192
nld,1983,6507208298.73259
nld,1984,7718801475.69326
nld,1985,8803336192.1487
nld,1986,9547535746.53652
nld,1987,9683669811.36356
nld,1988,9865181897.79962
nld,1989,9778963656.74249
nld,1990,10309886509.568
nld,1991,11285513974.1618
nld,1992,12075091550.1586
nld,1993,12923660554.2472
nld,1994,13191390881.7403
nld,1995,14432000000
nld,1996,14191000000
nld,1997,14182000000
nld,1998,14315000000
nld,1999,13940000000
nld,2000,12586000000
nld,2001,11948000000
nld,2002,11311000000
nld,2003,10858000000
nld,2004,10805000000
nld,2005,10470000000
nld,2006,10129000000
nld,2007,10444000000
nld,2008,11493000000
nld,2009,11400000000
nld,2010,10446000000
nld,2011,10742000000
nld,2012,10252000000
nld,2013,9752000000
nld,2014,9496000000
nld,2015,8720000000
nld,2016,7900000000
nld,2017,7169000000
nld,2018,6594000000
nld,2019,6065000000
nor,1972,950000000
nor,1973,1117000000
nor,1974,1413000000
nor,1975,1379000000
nor,1976,2737000000
nor,1977,3580000000
nor,1978,4640000000
nor,1979,6107000000
nor,1980,7822000000
nor,1981,8437000000
nor,1982,8770000000
nor,1983,10240000000
nor,1984,11222000000
nor,1985,13300000000
nor,1986,17812000000
nor,1987,18923000000
nor,1988,16456000000
nor,1989,17853000000
nor,1990,18667000000
nor,1991,17380000000
nor,1992,17961000000
nor,1993,20340000000
nor,1994,21071000000
nor,1995,21006000000
nor,1996,20686000000
nor,1997,19159000000
nor,1998,18941000000
nor,1999,17281000000
nor,2000,19442000000
nor,2001,23536000000
nor,2002,22255000000
nor,2003,26312000000
nor,2004,24554000000
nor,2005,28765000000
nor,2006,47767000000
nor,2007,51924000000
nor,2008,42704000000
nor,2009,26450000000
nor,2010,22338000000
nor,2011,20323000000
nor,2012,14940000000
nor,2013,14240000000
nor,2014,13595000000
nor,2015,13658000000
nor,2016,11542000000
nor,2017,10176000000
nor,2018,12737000000
nor,2019,12589000000
npl,1995,3430000000
npl,1996,3868000000
npl,1997,4074000000
npl,1998,3752000000
npl,1999,4080000000
npl,2000,4820000000
npl,2001,4698000000
npl,2002,5770000000
npl,2003,6621800000
npl,2004,6543900000
npl,2005,6218000000
npl,2006,6158700000
npl,2007,6164000000
npl,2008,6373700000
npl,2009,8154200000
npl,2010,9981258000
npl,2011,12519199000
npl,2012,15160827000
npl,2013,13736698000
npl,2014,12037868000
npl,2015,9263198371.82
npl,2016,8673040021.09
npl,2017,10023699196.54
npl,2018,16247311611.19
npl,2019,20714551000
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1972,185000000
nzl,1973,200000000
nzl,1974,221000000
nzl,1975,270000000
nzl,1976,367000000
nzl,1977,464000000
nzl,1978,591000000
nzl,1979,758000000
nzl,1980,892000000
nzl,1981,1203000000
nzl,1982,1476000000
nzl,1983,2015000000
nzl,1984,2530000000
nzl,1985,3302000000
nzl,1986,4070000000
nzl,1987,4948000000
nzl,1988,4487000000
nzl,2001,2544100000
nzl,2002,2192314000
nzl,2003,2493512000
nzl,2004,2518712000
nzl,2005,2658047000
nzl,2006,2456000000
nzl,2007,2254000000
nzl,2008,1337000000
nzl,2009,2294790000
nzl,2010,2511120000
nzl,2011,3238180000
nzl,2012,3621150000
nzl,2013,3777700000
nzl,2014,3544400000
nzl,2015,3668840000
nzl,2016,3560690000
nzl,2017,3536370000
nzl,2018,3502710000
nzl,2019,3499510000
pak,1975,1681000000
pan,2014,922500446.73
pan,2015,997979888.96
pan,2016,1030932914.23
pan,2017,1082570284.37
pan,2018,1156616504.57
per,1972,3
per,1973,7
per,1974,6
per,1975,11
per,1976,11
per,1977,24
per,1978,72
per,1979,138
per,1980,214
per,1981,382
per,1982,557
per,1983,1411
per,1984,3104
per,1985,8631
per,1986,10065
per,1987,15876
per,1988,131000
per,1989,2135000
per,1990,420040000
per,1991,1040000000
per,1992,1998000000
per,1993,2902000000
per,1994,3569000000
per,1995,4038900000
per,1996,3443900000
per,1997,3025500000
per,1998,3465100000
per,1999,3947700000
per,2000,4404600000
per,2001,4049800000
per,2002,4098300000
per,2003,4426900000
per,2004,4716100000
per,2005,4900800000
per,2006,5503908218.57864
per,2007,5884991211.70874
per,2008,5718140398.58714
per,2009,4863144265.25907
per,2010,4953560162.4272
per,2011,5401437084.29338
per,2012,5431725620.55011
per,2013,5931872074.92504
per,2014,6009445120.72042
per,2015,6155424355.55923
per,2016,6882037031.35089
per,2017,7772722183.14625
per,2018,9130467982.51544
per,2019,9811915580.09061
phl,1990,71114000000
phl,1991,74922000000
phl,1992,79540000000
phl,1993,76491000000
phl,1994,79123000000
phl,1995,72658000000
phl,1996,76522000000
phl,1997,77971000000
phl,1998,99792000000
phl,1999,106290000000
phl,2000,162992000000
phl,2001,199580000000
phl,2002,200723000000
phl,2003,241830000000
phl,2004,278430000000
phl,2005,315570000000
phl,2006,323299000000
phl,2007,277303000000
phl,2008,282855000000
phl,2009,288885000000
phl,2010,302835000000
phl,2011,282990000000
phl,2012,316508000000
phl,2013,324764000000
phl,2014,324026000000
phl,2015,313694000000
phl,2016,308160000000
phl,2017,310541000000
phl,2018,349215000000
phl,2019,360874000000
plw,2008,810265
plw,2009,571970
plw,2010,683456
plw,2011,637486
plw,2012,579149
plw,2013,588696
plw,2014,541943
plw,2015,748299
plw,2016,448604
plw,2017,456570
plw,2018,438175
plw,2019,572000
png,1990,116610000
png,1991,95960000
png,1992,137890000
png,1993,157030000
png,1994,183190000
png,1995,299640000
png,1996,260890000
png,1997,293360000
png,1998,338700000
png,1999,384050000
png,2000,406269000
png,2001,419577000
png,2002,530716000
png,2014,933100000
png,2015,1135400000
png,2016,1248100000
png,2017,1524900000
png,2018,1853300000
png,2019,2129096700.40995
pol,1984,770000
pol,1985,2980000
pol,1986,2340000
pol,1987,3620000
pol,1988,5730000
pol,1994,8731000000
pol,1995,13536000000
pol,1996,4426000000
pol,1997,20091000000
pol,1998,21359000000
pol,1999,18083000000
pol,2000,21426000000
pol,2001,23736000000
pol,2002,22399000000
pol,2003,24195000000
pol,2004,24308000000
pol,2005,23118300000
pol,2006,24302000000
pol,2007,24340000000
pol,2008,25540000000
pol,2009,32016000000
pol,2010,33896000000
pol,2011,36840000000
pol,2012,39770000000
pol,2013,38719000000
pol,2014,31390200000
pol,2015,29799600000
pol,2016,29950000000
pol,2017,29448000000
pol,2018,28657000000
pol,2019,29193000000
prt,1975,14963936.91204
prt,1976,28930278.02995
prt,1978,107241547.86963
prt,1979,146646581.73801
prt,1980,190540796.68
prt,1981,385071976.53655
prt,1982,504783471.83288
prt,1983,728244929.71938
prt,1984,1009068145.7687
prt,1985,1340269949.42189
prt,1986,2002174758.83122
prt,1987,2027763090.95081
prt,1988,2316257818.65704
prt,1989,2533394519.20871
prt,1990,3429235542.34295
prt,1991,4097125926.51709
prt,1992,5026386408.7549
prt,1993,4445785656.56767
prt,1994,3814307518.8795
prt,2010,5526792000
prt,2011,7805310000
prt,2012,8262118000
prt,2013,8308518000
prt,2014,8544240000
prt,2015,8272170000
prt,2016,7789589000
prt,2017,7448005000
prt,2018,6930538000
prt,2019,6412133000
pry,2005,539700000000
pry,2006,516700000000
pry,2007,512833296727
pry,2008,445146685085
pry,2009,434505996000
pry,2010,346399271962
pry,2011,284143650820
pry,2012,259303785322
pry,2013,416038000000
pry,2014,526712571571
pry,2015,893350719320
pry,2016,1151443499748
pry,2017,1276366966555
pry,2018,1549481661099
pry,2019,1961564742171
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,1091000
rou,1986,715000
rou,1987,711000
rou,1988,379000
rou,1989,103000
rou,1990,0
rou,1991,88000
rou,1992,1475000
rou,1993,15790000
rou,1994,64940000
rou,2007,2558100000
rou,2008,3009100000
rou,2009,6426500000
rou,2010,7151600000
rou,2011,8522700000
rou,2012,10116300000
rou,2013,10765600000
rou,2014,10777700000
rou,2015,11473900000
rou,2016,11251300000
rou,2017,11424000000
rou,2018,11965600000
rou,2019,13684500000
rus,1999,162862000000
rus,2000,257853000000
rus,2001,231110000000
rus,2002,222632000000
rus,2003,218455642800
rus,2004,185864250700
rus,2005,208340000000
rus,2006,172900000000
rus,2007,140700000000
rus,2008,155500000000
rus,2009,177100000000
rus,2010,198000000000
rus,2011,272300000000
rus,2012,335300000000
rus,2013,380800000000
rus,2014,433751204686.51001
rus,2015,677649557504.02002
rus,2016,669833000000
rus,2017,706873000000
rus,2018,809015000000
rus,2019,947170000000
rwa,1973,64000000
rwa,1974,71000000
rwa,1975,88000000
rwa,1976,91000000
rwa,1977,65000000
rwa,1978,94000000
rwa,1979,240000000
rwa,1980,325000000
rwa,1989,2030000000
rwa,1990,2131000000
rwa,1991,4292000000
rwa,1992,4800000000
rwa,2014,43500000000
rwa,2015,45872275573.0839
rwa,2016,56998212948.4964
rwa,2017,72191874699.19569
rwa,2018,91969639647.0506
rwa,2019,102828963307.159
sau,2010,10927581107.4
sau,2011,7856000000
sau,2012,6107000000
sau,2013,4607000000
sau,2014,3528000000
sau,2015,2608000000
sau,2016,4947599104.7
sau,2017,9031000000
sau,2018,15000000000
sau,2019,21132394950.53
sdn,1998,116890000
sdn,1999,203660000
sdn,2009,1270200000
sdn,2010,1668800000
sdn,2012,2524900000
sdn,2013,1511400000
sdn,2014,3771000000
sdn,2015,3586700000
sdn,2016,2967600000
sen,2015,157740449258.93399
sen,2016,187650262709.21701
sen,2017,233912593422.186
sen,2018,281512754158.78003
sgp,1972,100000000
sgp,1973,150000000
sgp,1974,178000000
sgp,1975,218000000
sgp,1976,313000000
sgp,1977,432000000
sgp,1978,534000000
sgp,1979,636000000
sgp,1980,740000000
sgp,1981,770000000
sgp,1982,942000000
sgp,1983,1608000000
sgp,1984,1894000000
sgp,1985,1198000000
sgp,1986,1190000000
sgp,1987,3796000000
sgp,1988,1419000000
sgp,1989,1589000000
sgp,1990,2021000000
sgp,1991,2629000000
sgp,1992,1980000000
sgp,1993,1231000000
sgp,1994,1136000000
sgp,1995,1224000000
sgp,1996,1114000000
sgp,1997,992000000
sgp,1998,990000000
sgp,1999,838000000
sgp,2000,531000000
sgp,2001,499000000
sgp,2002,447000000
sgp,2003,380000000
sgp,2004,291000000
sgp,2005,203000000
sgp,2006,141000000
sgp,2007,55000000
sgp,2008,33000000
sgp,2009,33678000
sgp,2010,5400000
sgp,2011,4300000
sgp,2012,3200000
sgp,2013,2600000
sgp,2014,900000
sgp,2015,2400000
sgp,2016,2788586
sgp,2017,700000
sgp,2018,591000
sgp,2019,448447668.84
slb,2011,22594059.9
slb,2012,18345397.35216
slb,2013,14744619.89217
slb,2014,13421219.4
slb,2015,11505456.96224
slb,2016,10765245.57
slb,2017,13697464.08392
slb,2018,10458507.3604
slb,2019,20258577.74
slb,2020,24729030.6888
slv,1998,127080000
slv,1999,146320000
slv,2000,156980000
slv,2001,193800000
slv,2002,288900000
slv,2003,260000000
slv,2004,360000000
slv,2005,375400000
slv,2006,513100000
slv,2007,427100000
slv,2008,432400000
slv,2009,459400000
slv,2010,478900000
slv,2011,506600000
slv,2012,497483132.53
slv,2013,537300000
slv,2014,597535266.61
slv,2015,567622301.38
slv,2016,610560507.68
slv,2017,689302381.24
slv,2018,730300000
slv,2019,763700000
smr,1995,3000000000
smr,2002,9895342
smr,2003,3953088.3
smr,2004,3663270.14
smr,2005,2772541.76
smr,2006,10968413.65
smr,2007,12737658.97
smr,2008,5969375.64
smr,2009,6445021.86
smr,2010,4650997.9
smr,2011,4889664.5
smr,2012,5064407
smr,2013,3676831.4
smr,2014,6588902.08
smr,2015,6293477.18
smr,2016,7122416.46
smr,2017,6757619
smr,2018,5138577
smr,2019,4242814
som,2017,0
som,2018,0
som,2019,0
srb,2007,16965800000
srb,2008,15185400000
srb,2009,21131000000
srb,2010,32558800000
srb,2011,42191924303.1
srb,2012,64135247101
srb,2013,92183494094.84
srb,2014,115797695613.53999
srb,2015,128106620258.96001
srb,2016,130834301532.67
srb,2017,119826525955.41
srb,2018,108290373193.98
srb,2019,108298446718.28999
svk,1995,460784000
svk,1996,537405000
svk,1997,567585000
svk,1998,652856000
svk,1999,937428000
svk,2000,1246016000
svk,2001,1337835000
svk,2002,1299642000
svk,2003,1017325000
svk,2004,986937000
svk,2005,858061000
svk,2006,795383000
svk,2007,864351000
svk,2008,889982000
svk,2009,910840000
svk,2010,865795000
svk,2011,1066012000
svk,2012,1275157000
svk,2013,1386670000
svk,2014,1453559000
svk,2015,1389057000
svk,2016,1351941000
svk,2017,1199819000
svk,2018,1191887000
svk,2019,1150114000
svn,1992,20030045.0676
svn,1993,73443498.58121
svn,1994,110165247.87181
svn,2002,503563000
svn,2003,486712000
svn,2004,457388000
svn,2005,443686000
svn,2006,428042000
svn,2007,423396000
svn,2008,401276000
svn,2009,464393000
svn,2010,577677000
svn,2011,678992000
svn,2012,712579000
svn,2013,912348000
svn,2014,1200609000
svn,2015,1235753000
svn,2016,1213094000
svn,2017,1068580000
svn,2018,913189000
svn,2019,818356000
swe,1972,1990000000
swe,1973,2290000000
swe,1974,2700000000
swe,1975,3740000000
swe,1976,4130000000
swe,1977,5420000000
swe,1978,6920000000
swe,1979,8800000000
swe,1980,14510000000
swe,1981,23760000000
swe,1982,27720000000
swe,1983,48200000000
swe,1984,60390000000
swe,1985,75230000000
swe,1986,66510000000
swe,1987,63810000000
swe,1988,53410000000
swe,1989,53180000000
swe,1990,63700000000
swe,1991,61030000000
swe,1992,60040000000
swe,1993,73090000000
swe,1994,94740000000
swe,1995,86785000000
swe,1996,91843000000
swe,1997,95186000000
swe,1998,85516000000
swe,1999,80801000000
swe,2000,72871000000
swe,2001,58963000000
swe,2002,67260000000
swe,2003,49071000000
swe,2004,41823000000
swe,2005,45690000000
swe,2006,44428000000
swe,2007,46685000000
swe,2008,44076000000
swe,2009,33291000000
swe,2010,32523000000
swe,2011,34062000000
swe,2012,25160000000
swe,2013,24689000000
swe,2014,22176000000
swe,2015,21535000000
swe,2016,20670000000
swe,2017,18918000000
swe,2018,19692000000
swe,2019,15767000000
syc,1985,51300000
syc,1986,38200000
syc,1987,120900000
syc,1988,137900000
syc,1989,147300000
syc,1993,209800000
syc,1994,229600000
syc,1995,244000000
syc,1996,254300000
syc,1997,283300000
syc,1998,288900000
syc,1999,303700000
syc,2000,262800000
syc,2005,260334376
syc,2006,405900000
syc,2007,416927924
syc,2008,448870146
syc,2009,682606532.59
syc,2010,624864577.16
syc,2011,371827018.21
syc,2012,561752224.26
syc,2013,426808434.1
syc,2014,476177397.52
syc,2015,613474227.35
syc,2016,617931220.93
syc,2017,622689881.12
syc,2018,0
tgo,2004,17922517463
tgo,2005,11590000000
tgo,2006,10494405789
tgo,2007,12442161113.42
tgo,2008,10807028672
tgo,2009,12794999455
tgo,2010,15056432300
tgo,2011,11570000000
tgo,2012,18587822650.66669
tgo,2013,25698222309
tgo,2014,29720671266.2222
tgo,2015,45402421509.3333
tgo,2016,62808269416.2231
tgo,2017,48607199627.7333
tgo,2018,70352221380
tgo,2019,85860847859.44438
tha,1972,2216000000
tha,1973,2813000000
tha,1974,3171000000
tha,1975,3719000000
tha,1976,3562000000
tha,1977,4196000000
tha,1978,5321000000
tha,1979,7398000000
tha,1980,9681000000
tha,1981,13852000000
tha,1982,16614000000
tha,1983,22312000000
tha,1984,24751000000
tha,1985,30729000000
tha,1986,34968000000
tha,1987,36909000000
tha,1988,40162000000
tha,1989,44098000000
tha,1990,40211000000
tha,1991,35317000000
tha,1992,29636000000
tha,1993,25213000000
tha,1994,21332000000
tha,1995,14005000000
tha,1996,10150000000
tha,1997,15368000000
tha,1998,8686000000
tha,1999,44730000000
tha,2000,58265000000
tha,2001,63720000000
tha,2002,71626408626.73
tha,2003,67608400000
tha,2004,85111310000
tha,2005,90820237148.28
tha,2006,112766608000
tha,2007,93347290000
tha,2008,89800000000
tha,2009,97554860000
tha,2010,126157910000
tha,2011,133392236550.23
tha,2012,139723492000
tha,2013,142387554000
tha,2014,146282670000
tha,2015,135436648558.53999
tha,2016,120977270000
tha,2017,142460867000
tha,2018,164143340000
tha,2019,168731940000
tjk,1998,14088000
tjk,1999,5920000
tjk,2000,6983000
tjk,2001,13822000
tjk,2003,59047000
tjk,2004,44309000
tls,2010,0
tls,2011,487780.64
tls,2012,440.83
tls,2013,0
tls,2014,0
tls,2015,119000
tls,2016,0
tls,2017,470.47
tls,2018,0
tls,2019,1253177.71
tto,1976,43500000
tto,1977,44700000
tto,1978,80300000
tto,1979,125700000
tto,1980,127600000
tto,1981,180300000
tto,2001,2382700000
tto,2002,2409000000
tto,2003,2591900000
tto,2004,2396300000
tto,2005,2541500000
tto,2006,2453300000
tto,2007,2698100000
tto,2008,2967300000
tto,2009,3499900000
tto,2010,3290300000
tto,2011,2866400000
tto,2012,2937100000
tto,2013,2808700000
tto,2014,3122600000
tto,2015,3438400000
tto,2016,3762400000
tto,2017,3762400000
tto,2018,4786800000
tun,1972,12500000
tun,1973,13100000
tun,1974,16900000
tun,1975,15700000
tun,1976,17700000
tun,1977,21400000
tun,1978,29900000
tun,1979,48100000
tun,1980,50400000
tun,1981,64700000
tun,1982,95700000
tun,1983,118600000
tun,1984,156300000
tun,1985,188200000
tun,1986,217000000
tun,1987,259000000
tun,1988,275800000
tun,1989,316700000
tun,1990,358800000
tun,1991,405000000
tun,1992,437300000
tun,1993,512300000
tun,1994,553300000
tun,1995,635100000
tun,1996,754700000
tun,1997,788700000
tun,1998,770000000
tun,1999,838500000
tun,2000,887800000
tun,2001,885000000
tun,2002,915100000
tun,2003,904300000
tun,2004,989000000
tun,2005,1062100000
tun,2006,1129800000
tun,2007,1181900000
tun,2008,1142500000
tun,2009,1180100000
tun,2010,1152000000
tun,2011,1190100000
tun,2012,1272100000
tur,1972,1500
tur,1973,2000
tur,1974,2300
tur,1975,3300
tur,1976,4100
tur,1977,5100
tur,1978,7200
tur,1979,14900
tur,1980,28000
tur,1981,77300
tur,1983,181400
tur,1984,374900
tur,1985,595900
tur,1986,1084300
tur,1987,1912500
tur,1988,3368400
tur,1989,6178700
tur,1990,12486500
tur,1991,18597600
tur,1992,27006000
tur,1993,69027000
tur,1994,177463000
tur,1995,211272000
tur,1996,495886000
tur,1997,2279258000
tur,1998,6176594000
tur,2008,45110578225.0005
tur,2009,44934325027.8559
tur,2010,39883251239.2947
tur,2011,40401794481.727
tur,2012,42642700149.1006
tur,2013,40128372743.5128
tur,2014,44778206575.7788
tur,2015,44960542031.7307
tur,2016,49915055686.0624
tur,2017,63895381888.5231
tur,2018,104638201154.226
tur,2019,105530891825.039
tur,2020,154989269252.93799
tza,2009,313992443000
tza,2010,313992443000
tza,2011,346742144000
tza,2012,442656763000
tza,2013,731363781000
tza,2014,976938950000
tza,2015,1263784405000
tza,2016,1451913913445.30005
tza,2017,1709978231350.08008
tza,2018,1990293072770.47998
uga,2015,1213521530651.30005
uga,2016,1682182259227.70996
uga,2017,2360226983910.49023
uga,2018,2260488520204.50977
uga,2019,2525285224922.22021
ukr,1999,3010200000
ukr,2000,4304500000
ukr,2001,3925000000
ukr,2002,2750179000
ukr,2003,2519778000
ukr,2004,3054200000
ukr,2005,3265500000
ukr,2006,3377200000
ukr,2007,3735800000
ukr,2008,4418800000
ukr,2009,9907200000
ukr,2010,16639500000
ukr,2011,24591200000
ukr,2012,25753346000
ukr,2013,34409256546
ukr,2014,51018200000
ukr,2015,86808300000
ukr,2016,97374400000
ukr,2017,111480100000
ukr,2018,116297300000
ukr,2019,119933800000
ury,1972,7000
ury,1973,14000
ury,1974,12000
ury,1975,34000
ury,1976,25000
ury,1977,66000
ury,1978,263000
ury,1979,360000
ury,1980,329000
ury,1981,408000
ury,1982,1294000
ury,1983,2291000
ury,1984,5842000
ury,1985,11169000
ury,1986,17957000
ury,1987,27107000
ury,1988,45577000
ury,1989,104000000
ury,1990,206000000
ury,1991,395000000
ury,1992,629000000
ury,1993,866000000
ury,1994,1614000000
ury,1995,2007000000
