geo,time,dt_dod_mibr_cd
swz,2010,2367000
swz,2011,1179000
swz,2012,2455000
swz,2013,6117000
swz,2014,12550000
swz,2015,20446000
swz,2016,26404000
swz,2017,37763000
swz,2018,38899000
swz,2019,35611000
swz,2020,42306000
syr,1974,0
syr,1975,3639000
syr,1976,26602000
syr,1977,72295000
syr,1978,102919000
syr,1979,158073000
syr,1980,215278000
syr,1981,245591000
syr,1982,256078000
syr,1983,287013000
syr,1984,246088000
syr,1985,310639000
syr,1986,391837000
syr,1987,490347000
syr,1988,439651000
syr,1989,433763000
syr,1990,479393000
syr,1991,484497000
syr,1992,432499000
syr,1993,418577000
syr,1994,404889000
syr,1995,427585000
syr,1996,382535000
syr,1997,84871000
syr,1998,67047000
syr,1999,41497000
syr,2000,24928000
syr,2001,15477000
syr,2002,11164000
syr,2003,4420000
syr,2004,0
tcd,2001,9065000
tcd,2002,9342000
tcd,2003,30905000
tcd,2004,36824000
tcd,2005,35024000
tcd,2006,30352000
tcd,2007,25680000
tcd,2008,0
tgo,1976,0
tgo,1977,0
tgo,1978,3500000
tgo,1979,3500000
tgo,1980,3500000
tgo,1981,3390000
tgo,1982,3150000
tgo,1983,2890000
tgo,1984,19424000
tgo,1985,25509000
tgo,1986,21681000
tgo,1987,21341000
tgo,1988,18019000
tgo,1989,11860000
tgo,1990,4967000
tgo,1991,0
tha,1970,159314000
tha,1971,169617000
tha,1972,191411000
tha,1973,218352000
tha,1974,241316000
tha,1975,269753000
tha,1976,298400000
tha,1977,345747000
tha,1978,433988000
tha,1979,551516000
tha,1980,671150000
tha,1981,935782000
tha,1982,1270411000
tha,1983,1651399000
tha,1984,1626935500
tha,1985,2201656600
tha,1986,2781097800
tha,1987,3413339320
tha,1988,2616085940
tha,1989,2271376140
tha,1990,2421333952.4
tha,1991,2419559439.7
tha,1992,1897960064.3
tha,1993,1924815089.8
tha,1994,1782018140.6
tha,1995,1804645576.7
tha,1996,1607347379.2
tha,1997,1727628534
tha,1998,2111064778.4
tha,1999,2722708000
tha,2000,2940149000
tha,2001,2997607000
tha,2002,2345824000
tha,2003,2098426000
tha,2004,483437000
tha,2005,385961000
tha,2006,335787000
tha,2007,63450000
tha,2008,65080000
tha,2009,74380000
tha,2010,72683000
tha,2011,66938000
tha,2012,162435000
tha,2013,1052811000
tha,2014,1045806000
tha,2015,1038577000
tha,2016,1031572000
tha,2017,1024567000
tha,2018,1017562000
tha,2019,927157000
tha,2020,836752000
tkm,1994,0
tkm,1995,942000
tkm,1996,3326000
tkm,1997,6185000
tkm,1998,8836000
tkm,1999,8676000
tkm,2000,28021000
tkm,2001,30014000
tkm,2002,30989000
tkm,2003,29732000
tkm,2004,31167000
tkm,2005,29063000
tkm,2006,20957000
tkm,2007,15397000
tkm,2008,14151000
tkm,2009,12828000
tkm,2010,11425000
tkm,2011,9935000
tkm,2012,8359000
tkm,2013,6687000
tkm,2014,4917000
tkm,2015,3038000
tkm,2016,1049000
tkm,2017,0
tls,2014,38000
tls,2015,40000
tls,2016,42000
tls,2017,2077000
tls,2018,5700000
tls,2019,12072000
tls,2020,14598000
tun,1970,26270000
tun,1971,39343000
tun,1972,52165000
tun,1973,70066000
tun,1974,88645000
tun,1975,109815000
tun,1976,127881000
tun,1977,167267000
tun,1978,189423000
tun,1979,232009000
tun,1980,269000000
tun,1981,319534000
tun,1982,375581000
tun,1983,434217000
tun,1984,398063000
tun,1985,557650000
tun,1986,788864000
tun,1987,1052462000
tun,1988,1018953000
tun,1989,1153779000
tun,1990,1346505000
tun,1991,1551893000
tun,1992,1469844000
tun,1993,1594612000
tun,1994,1715408000
tun,1995,1716827000
tun,1996,1609645000
tun,1997,1434333000
tun,1998,1458310000
tun,1999,1323144000
tun,2000,1211130000
tun,2001,1296576000
tun,2002,1463768000
tun,2003,1779401000
tun,2004,1823701000
tun,2005,1565343000
tun,2006,1443848000
tun,2007,1570513000
tun,2008,1353300000
tun,2009,1385407000
tun,2010,1380986000
tun,2011,1775096000
tun,2012,2197099000
tun,2013,2137812000
tun,2014,2103659000
tun,2015,2473694000
tun,2016,2440993000
tun,2017,3270023000
tun,2018,3511949000
tun,2019,3486785000
tun,2020,4194614000
tur,1970,53497000
tur,1971,72289000
tur,1972,91849000
tur,1973,141026000
tur,1974,208073000
tur,1975,287880000
tur,1976,391326000
tur,1977,511635000
tur,1978,647711000
tur,1979,890049000
tur,1980,1157517000
tur,1981,1545868000
tur,1982,1962253000
tur,1983,2336134000
tur,1984,2357874000
tur,1985,3431970000
tur,1986,4662039360
tur,1987,6289514648
tur,1988,6129711416
tur,1989,5868682696
tur,1990,6271741095.5
tur,1991,6178839414
tur,1992,5563690340.4
tur,1993,5285053154.5
tur,1994,5194684980.9
tur,1995,4939183444.6
tur,1996,4260440999.4
tur,1997,3586518000
tur,1998,3445771000
tur,1999,2902334000
tur,2000,3633732000
tur,2001,4707443000
tur,2002,5367108000
tur,2003,5213764000
tur,2004,6152862000
tur,2005,5829467000
tur,2006,6854003000
tur,2007,7541306000
tur,2008,8046413000
tur,2009,9768795000
tur,2010,11563202000
tur,2011,12214779000
tur,2012,13152187000
tur,2013,14014024000
tur,2014,12906532000
tur,2015,11713584000
tur,2016,10845424000
tur,2017,12028160000
tur,2018,11676674000
tur,2019,11356771000
tur,2020,11922222000
tza,1970,3719000
tza,1971,10874000
tza,1972,24038000
tza,1973,32859000
tza,1974,40912000
tza,1975,80402000
tza,1976,90104000
tza,1977,113063000
tza,1978,138506000
tza,1979,168255000
tza,1980,197697000
tza,1981,210026000
tza,1982,211136000
tza,1983,223218000
tza,1984,206093000
tza,1985,265747000
tza,1986,291197000
tza,1987,324825000
tza,1988,279373000
tza,1989,251498000
tza,1990,242533000
tza,1991,207748000
tza,1992,170828000
tza,1993,139477000
tza,1994,114432000
tza,1995,86664000
tza,1996,55966000
tza,1997,33788000
tza,1998,21868000
tza,1999,15845000
tza,2000,11425000
tza,2001,7950000
tza,2002,5505000
tza,2003,2865000
tza,2004,0
uga,1970,5989000
uga,1971,5559000
uga,1972,5105000
uga,1973,4624000
uga,1974,4115000
uga,1975,3577000
uga,1976,3007000
uga,1977,2404000
uga,1978,2089000
uga,1979,1432000
uga,1980,736000
uga,1981,0
uga,1984,35398000
uga,1985,37108000
uga,1986,42528000
uga,1987,49797000
uga,1988,43552000
uga,1989,36750000
uga,1990,34432000
uga,1991,29452000
uga,1992,21176000
uga,1993,15471000
uga,1994,10867000
uga,1995,0
ukr,1993,69000
ukr,1994,101732000
ukr,1995,491384000
ukr,1996,858875000
ukr,1997,1111050000
ukr,1998,1541638782.4
ukr,1999,1954339000
ukr,2000,1990907000
ukr,2001,2247791000
ukr,2002,2232560000
ukr,2003,2270983000
ukr,2004,2168152000
ukr,2005,2428944000
ukr,2006,2361657000
ukr,2007,2309407000
ukr,2008,3022316000
ukr,2009,3293870000
ukr,2010,3212187000
ukr,2011,3188725000
ukr,2012,3223620000
ukr,2013,3314219000
ukr,2014,4700920000
ukr,2015,5590099000
ukr,2016,5510437000
ukr,2017,5361895000
ukr,2018,5334825000
ukr,2019,5360026000
ukr,2020,5741218000
uzb,1993,0
uzb,1994,907000
uzb,1995,157364000
uzb,1996,154907000
uzb,1997,154787000
uzb,1998,176742000
uzb,1999,202614000
uzb,2000,217410000
uzb,2001,237037000
uzb,2002,274706000
uzb,2003,298262000
uzb,2004,311595000
uzb,2005,298920000
uzb,2006,315883000
uzb,2007,316518000
uzb,2008,312641000
uzb,2009,284404000
uzb,2010,258960000
uzb,2011,232140000
uzb,2012,222457000
uzb,2013,194935000
uzb,2014,166224000
uzb,2015,177623000
uzb,2016,269755000
uzb,2017,299405000
uzb,2018,655395000
uzb,2019,1321990000
uzb,2020,1857277000
vct,1989,0
vct,1990,0
vct,1991,45000
vct,1992,160000
vct,1993,447000
vct,1994,458000
vct,1995,384000
vct,1996,334000
vct,1997,279000
vct,1998,222000
vct,1999,190000
vct,2000,149000
vct,2001,113000
vct,2002,474000
vct,2003,585000
vct,2004,948000
vct,2005,945000
vct,2006,3389000
vct,2007,3217000
vct,2008,2950000
vct,2009,3324000
vct,2010,5221000
vct,2011,6805000
vct,2012,5991000
vct,2013,5197000
vct,2014,4442000
vct,2015,3687000
vct,2016,2932000
vct,2017,2177000
vct,2018,1415000
vct,2019,771000
vct,2020,248000
ven,1970,216696000
ven,1971,215790000
ven,1972,221027000
ven,1973,222387000
ven,1974,225514000
ven,1975,221403000
ven,1976,213177000
ven,1977,196379000
ven,1978,179109000
ven,1979,155343000
ven,1980,133166000
ven,1981,105881000
ven,1982,87477000
ven,1983,68838000
ven,1984,53761000
ven,1985,41894000
ven,1986,22546000
ven,1987,11325000
ven,1988,4035000
ven,1989,119076000
ven,1990,973988000
ven,1991,1339918000
ven,1992,1479444000
ven,1993,1528637000
ven,1994,1653275000
ven,1995,1639115000
ven,1996,1407789000
ven,1997,1212698000
ven,1998,1219012000
ven,1999,1129463000
ven,2000,971905000
ven,2001,838508000
ven,2002,670050000
ven,2003,484452000
ven,2004,293799000
ven,2005,199663000
ven,2006,50820000
ven,2007,0
vnm,2010,700000000
vnm,2011,794282000
vnm,2012,983590000
vnm,2013,1098219000
vnm,2014,1177803000
vnm,2015,1437164000
vnm,2016,1647673000
vnm,2017,1952959000
vnm,2018,2059347000
vnm,2019,2189862000
vnm,2020,2250330000
zaf,1998,0
zaf,1999,710000
zaf,2000,3372000
zaf,2001,7357000
zaf,2002,12498000
zaf,2003,15633000
zaf,2004,22594000
zaf,2005,30854000
zaf,2006,29010000
zaf,2007,26501000
zaf,2008,26168000
zaf,2009,20673000
zaf,2010,383733000
zaf,2011,583108000
zaf,2012,1077011000
zaf,2013,1336687000
zaf,2014,1966737000
zaf,2015,1784791000
zaf,2016,2342769000
zaf,2017,2686253000
zaf,2018,2277401000
zaf,2019,2239455000
zaf,2020,2082195000
zmb,1970,61433000
zmb,1971,64692000
zmb,1972,73925000
zmb,1973,94149000
zmb,1974,138305000
zmb,1975,183811000
zmb,1976,253486000
zmb,1977,293369000
zmb,1978,320382000
zmb,1979,335539000
zmb,1980,345680000
zmb,1981,346553000
zmb,1982,347754000
zmb,1983,345288000
zmb,1984,287245000
zmb,1985,369773000
zmb,1986,460356000
zmb,1987,554922000
zmb,1988,507838000
zmb,1989,501008000
zmb,1990,539155000
zmb,1991,373065000
zmb,1992,288918000
zmb,1993,240048000
zmb,1994,201044000
zmb,1995,163129000
zmb,1996,105245000
zmb,1997,62419000
zmb,1998,41358000
zmb,1999,32518000
zmb,2000,24686000
zmb,2001,16903000
zmb,2002,10477000
zmb,2003,3283000
zmb,2004,0
zwe,1970,40589000
zwe,1971,37046000
zwe,1972,32514000
zwe,1973,28264000
zwe,1974,23863000
zwe,1975,19305000
zwe,1976,15045000
zwe,1977,11779000
zwe,1978,9049000
zwe,1979,6180000
zwe,1980,3166000
zwe,1981,41928000
zwe,1982,55469000
zwe,1983,96289000
zwe,1984,128040000
zwe,1985,204691000
zwe,1986,280380000
zwe,1987,372632000
zwe,1988,346528000
zwe,1989,352615000
zwe,1990,381343000
zwe,1991,409843000
zwe,1992,441606000
zwe,1993,528368000
zwe,1994,556212000
zwe,1995,559911000
zwe,1996,512882000
zwe,1997,473295000
zwe,1998,498331000
zwe,1999,472940000
zwe,2000,416252000
zwe,2001,391928000
zwe,2002,420595000
zwe,2003,453313000
zwe,2004,466859000
zwe,2005,437299000
zwe,2006,445242000
zwe,2007,454568000
zwe,2008,464026000
zwe,2009,463125000
zwe,2010,463001000
zwe,2011,463139000
zwe,2012,462802000
zwe,2013,462425000
zwe,2014,458193000
zwe,2015,450444000
zwe,2016,438745000
zwe,2017,434862000
zwe,2018,434629000
zwe,2019,432511000
zwe,2020,433422000
