geo,time,se_prm_nint_zs
gin,2006,36.31625
gin,2007,38.20244
gin,2008,38.98734
gin,2009,43.21072
gin,2012,49.12122
gin,2014,48.59311
gin,2016,58.64898
gmb,1998,35.09387
gmb,2005,48.69499
gmb,2006,49.83097
gmb,2007,48.19146
gmb,2013,43.03412
gmb,2016,44.69723
gnb,2010,40.10579
gnq,2008,24.18276
gnq,2009,20.12016
gnq,2010,21.67848
gnq,2011,23.54457
gnq,2012,21.67462
gnq,2015,20.02932
grc,1998,88.95666
grc,1999,96.319
grc,2000,94.30699
grc,2001,95.57453
grc,2002,92.24376
grc,2003,93.65931
grc,2004,93.81374
grc,2013,0
grc,2014,94.47524
grd,1999,66.32909
grd,2007,79.74786
grd,2008,78.45627
gtm,1999,54.51003
gtm,2000,58.60414
gtm,2001,59.26184
gtm,2002,60.70643
gtm,2004,66.99862
gtm,2005,67.52523
gtm,2006,70.34123
gtm,2007,72.30028
gtm,2008,71.5714
gtm,2009,71.53278
gtm,2010,65.41118
gtm,2011,55.69028
gtm,2012,54.49387
gtm,2013,57.0159
gtm,2014,60.8154
gtm,2015,63.7132
gtm,2016,69.22755
gtm,2017,66.29979
gtm,2018,66.16095
guy,2007,58.72021
guy,2011,68.73427
guy,2012,66.57592
hkg,2016,85.22928
hkg,2017,84.75255
hnd,2000,47.33589
hnd,2003,48.41237
hnd,2004,54.70354
hnd,2006,60.41143
hnd,2008,54.48706
hnd,2009,58.2773
hnd,2010,58.54988
hnd,2011,63.21988
hnd,2012,64.43404
hnd,2013,61.54365
hnd,2014,64.72789
hnd,2015,65.22498
hnd,2016,68.94176
hnd,2017,69.72006
hrv,1999,69.9002
hrv,2000,68.21014
hrv,2001,68.15932
hrv,2002,69.93523
hrv,2003,73.22749
hun,2015,62.33849
hun,2016,60.58735
hun,2017,60.12698
idn,2001,44.32269
idn,2002,45.79188
idn,2003,38.21255
idn,2004,37.07319
idn,2006,38.4023
idn,2007,42.19037
idn,2008,39.20302
idn,2009,38.67867
idn,2010,37.808
idn,2011,35.28079
idn,2012,31.72691
idn,2016,42.52977
idn,2017,43.46978
idn,2018,40.5485
ind,2014,57.43229
ind,2015,59.23146
irl,2013,59.32429
irl,2014,61.08753
irl,2015,63.03133
irl,2016,65.17258
irl,2017,66.57444
irn,2003,88.83283
irn,2006,94.00725
irn,2007,91.41184
irn,2009,81.50587
irn,2010,81.65659
irn,2011,81.4119
irn,2014,99.54835
irn,2016,99.81244
irn,2017,99.97757
irq,1999,84.44693
irq,2000,80.99363
irq,2004,85.66535
isl,1998,98.3737
isl,1999,98.01843
isl,2000,97.98221
isl,2001,94.35052
isl,2002,91.30341
isl,2003,95.27473
isl,2004,94.51899
isl,2005,97.5719
isl,2009,97.16959
isl,2010,98.06604
isl,2013,97.0772
isl,2014,97.38048
isl,2015,98.86412
isr,2013,82.86757
isr,2014,82.12767
isr,2015,84.80831
isr,2017,84.93472
jam,2015,69.48992
jam,2016,72.18035
jam,2018,67.79012
jor,1999,63.51368
jor,2000,65.31901
jor,2002,66.17218
jor,2003,65.20853
jor,2004,61.46172
jor,2017,79.38723
jor,2018,78.93267
kaz,2000,66.14933
kaz,2001,64.84963
kaz,2002,67.3008
kaz,2003,64.49013
kaz,2004,63.19083
kaz,2005,62.43334
kaz,2006,60.05111
kaz,2007,57.19451
kaz,2008,52.66022
kaz,2017,44.91038
kaz,2018,47.07235
kaz,2019,46.80753
ken,1999,26.84883
kgz,1999,58.11959
kgz,2000,58.19208
kgz,2001,60.50535
kgz,2002,62.83681
kgz,2003,64.26022
kgz,2004,60.52407
kgz,2005,58.86843
kgz,2006,62.35392
kgz,2007,61.49942
kgz,2008,60.37765
kgz,2009,59.0386
kgz,2010,61.59398
kgz,2011,61.27319
kgz,2012,60.89551
kgz,2013,56.83342
kgz,2014,56.03415
kgz,2015,55.66184
kgz,2016,58.01297
kgz,2017,57.85239
khm,1999,65.85426
khm,2000,74.57407
khm,2001,75.96209
khm,2002,76.85131
khm,2004,87.54993
khm,2005,92.36057
khm,2006,88.89884
khm,2007,92.10256
khm,2008,82.89604
khm,2010,87.66939
khm,2011,96.54259
khm,2012,94.34877
kir,2015,73.42927
kir,2017,82.07226
kna,2002,75.2567
kna,2003,72.91469
kna,2004,74.68992
kna,2007,68.11711
kna,2008,65.51724
kna,2010,68.63014
kna,2012,75.06879
kna,2013,74.44404
kor,1998,95.81168
kor,1999,96.52639
kor,2000,90.95208
kor,2001,91.49518
kor,2002,92.49999
kor,2003,91.42467
kor,2004,91.93471
kor,2005,93.31379
kor,2006,95.00804
kor,2007,97.80211
kor,2008,87.86821
kor,2009,76.92928
kor,2010,91.52953
kor,2011,93.52292
kwt,1999,63.35262
kwt,2000,64.7086
kwt,2001,67.84472
kwt,2002,71.49154
kwt,2003,65.61505
kwt,2004,65.63825
kwt,2005,56.42855
kwt,2007,59.09119
kwt,2008,66.69749
kwt,2012,63.23995
kwt,2013,62.54678
kwt,2016,58.35247
kwt,2017,56.24221
lao,1999,50.80353
lao,2000,54.69493
lao,2001,54.82228
lao,2002,57.7947
lao,2003,58.36992
lao,2004,59.90104
lao,2005,61.85014
lao,2006,65.03109
lao,2007,72.00479
lao,2008,73.89661
lao,2009,79.3303
lao,2010,86.37589
lao,2011,86.28574
lao,2012,90.00644
lao,2013,93.81082
lao,2014,93.3551
lao,2015,90.35897
lao,2016,89.85326
lao,2017,90.52137
lao,2018,90.17755
lbr,2008,6.91806
lbr,2009,7.66525
lbr,2011,6.66798
lca,2000,73.74899
lca,2002,64.66758
lca,2003,63.70115
lca,2004,65.32104
lca,2005,67.91461
lca,2006,68.59339
lca,2007,74.34912
lie,2003,63.50405
lie,2004,53.47658
lie,2006,54.56633
lie,2007,58.35411
lie,2008,61.48148
lie,2009,60.53333
lie,2010,55.22721
lie,2011,62.17765
lie,2012,59.43152
lie,2013,57.88114
lie,2015,45.96184
lka,2001,93.9514
lka,2002,95.65003
lka,2003,92.63768
lka,2006,94.49578
lka,2017,97.08171
lso,1998,16.00382
lso,1999,25.06155
lso,2000,55.06182
lso,2001,51.02356
lso,2002,49.82423
lso,2003,53.10959
lso,2004,56.67696
lso,2005,55.49996
lso,2006,56.44456
lso,2007,57.10033
lso,2008,57.24391
lso,2009,59.58654
lso,2010,66.92845
lso,2011,67.04245
lso,2012,65.34701
lso,2013,63.90877
lso,2014,66.45399
lso,2015,70.72676
lso,2016,70.59988
ltu,2014,92.95681
ltu,2015,94.13703
ltu,2016,94.72213
ltu,2017,95.02445
lux,2001,86.05002
lux,2010,87.98232
lux,2011,85.47599
lux,2013,87.57386
lux,2014,88.09997
lux,2015,86.759
lux,2016,86.85257
lux,2017,88.02746
mac,1999,65.64689
mac,2000,68.73508
mac,2001,70.28375
mac,2002,72.37797
mac,2003,73.24339
mac,2004,73.1215
mac,2005,71.88811
mac,2006,75.17624
mac,2007,76.97429
mac,2008,73.37758
mac,2009,73.84054
mac,2010,74.97286
mac,2011,79.91158
mac,2012,84.83451
mac,2013,89.77562
mac,2014,93.18748
mac,2015,91.49616
mac,2016,87.50245
mac,2017,87.38165
mac,2018,89.68038
mar,1999,50.34927
mar,2000,60.74936
mar,2001,69.55495
mar,2002,78.58614
mar,2003,80.96726
mar,2004,82.48794
mar,2005,84.95267
mar,2006,84.61345
mar,2007,85.6023
mar,2008,74.34196
mar,2010,72.7547
mar,2011,73.40982
mar,2013,72.66413
mar,2014,73.59024
mar,2016,77.91604
mar,2017,80.40604
mar,2018,81.0674
mda,2005,72.63597
mda,2006,70.77707
mda,2007,75.94401
mda,2008,75.94811
mda,2009,74.42661
mda,2010,76.85142
mda,2011,76.01779
mda,2012,75.8894
mda,2013,74.4974
mda,2014,73.82363
mda,2015,74.61409
mda,2016,75.0926
mda,2017,76.04829
mda,2018,76.38291
mdg,2003,62.28868
mdg,2005,70.51637
mdg,2006,80.79375
mdg,2007,82.46706
mdg,2008,80.37131
mdg,2010,80.08648
mdg,2011,78.59154
mdg,2012,76.66647
mdg,2015,76.61402
mdg,2016,73.96272
mdg,2018,70.7482
mdv,1999,79.04986
mdv,2000,84.41093
mdv,2001,85.95545
mdv,2002,84.25278
mdv,2007,74.75843
mdv,2008,69.30187
mdv,2017,89.94295
mex,1999,86.08105
mex,2000,86.21018
mex,2001,86.77684
mex,2002,88.44424
mex,2003,88.81201
mex,2004,86.54458
mex,2005,86.72172
mex,2006,87.06418
mex,2007,86.72957
mex,2010,74.81697
mex,2013,70.91315
mex,2014,71.21795
mex,2015,72.04598
mex,2017,71.08204
mhl,2011,96.49123
mhl,2016,60.72586
mkd,2002,71.85074
mkd,2009,82.1861
mkd,2013,82.37326
mkd,2014,81.91073
mli,2003,26.14294
mli,2004,26.06371
mli,2005,26.17037
mli,2006,27.63067
mli,2007,25.16196
mli,2008,26.47964
mli,2009,21.33291
mli,2010,19.67199
mli,2011,19.84388
mli,2012,16.76728
mli,2015,16.79387
mli,2016,17.30138
mli,2017,22.04976
mlt,2006,71.3245
mlt,2007,69.53832
mlt,2013,98.14605
mlt,2016,93.80258
mlt,2017,97.04817
mne,2015,94.25578
mne,2016,92.17722
mne,2017,89.88133
mne,2018,84.87645
mng,1999,81.56313
mng,2000,74.9628
mng,2001,73.56444
mng,2002,63.54788
mng,2003,67.93054
mng,2004,59.99882
mng,2006,77.88324
mng,2007,72.03463
mng,2009,81.35255
mng,2010,87.61739
mng,2011,87.29212
mng,2012,84.66207
mng,2013,83.29634
mng,2014,90.6922
mng,2015,91.36573
mng,2016,91.6311
mng,2018,93.61654
moz,1998,14.2415
moz,1999,18.06941
moz,2000,21.81493
moz,2001,24.86481
moz,2002,24.6037
moz,2004,44.14426
moz,2005,45.66118
moz,2006,51.01331
moz,2007,55.79553
moz,2008,57.91345
moz,2009,60.58607
moz,2010,63.18819
moz,2011,63.24619
moz,2012,64.93942
moz,2013,72.4562
moz,2014,76.18386
moz,2015,75.87308
mrt,2001,28.75474
mrt,2003,35.21241
mrt,2004,40.28352
mrt,2005,35.85395
mrt,2006,36.23948
mrt,2007,35.59994
mrt,2008,35.79708
mrt,2009,34.48592
mrt,2010,33.32736
mrt,2011,35.97253
mrt,2012,37.65755
mrt,2013,36.70063
mrt,2014,42.13244
mrt,2015,51.78854
mrt,2017,36.88592
mrt,2018,36.6522
mus,1998,74.73689
mus,2001,61.42522
mus,2007,82.34706
mus,2008,81.9889
mus,2009,83.13719
mus,2010,83.48333
mus,2011,86.03556
mus,2012,69.7987
mus,2013,83.56984
mus,2014,80.88512
mus,2015,78.24392
mus,2016,76.7589
mus,2017,81.86864
mwi,2006,67.40874
mwi,2007,75.10302
mwi,2008,77.08421
mwi,2009,79.02203
mwi,2010,81.15195
mwi,2011,78.95063
mwi,2012,84.48547
mwi,2018,81.88661
mys,2013,99.94233
mys,2015,99.45817
mys,2016,99.26775
mys,2017,99.75807
nam,1998,61.12109
nam,1999,60.93732
nam,2000,62.68963
nam,2001,64.63549
nam,2002,62.79577
nam,2003,62.78407
nam,2004,59.49123
nam,2005,62.24646
nam,2006,58.6599
nam,2008,58.55102
nam,2009,55.23672
nam,2010,57.36487
ner,1999,26.46718
ner,2000,28.35486
ner,2001,30.47392
ner,2002,37.63581
ner,2003,40.18665
ner,2004,37.91817
ner,2005,35.50974
ner,2006,42.71214
ner,2007,41.06268
ner,2008,49.57158
ner,2009,55.29642
ner,2010,59.78555
ner,2011,60.97368
ner,2012,58.95012
ner,2013,59.83082
ner,2014,58.00697
ner,2015,60.45761
ner,2016,56.55314
ner,2017,59.64456
ner,2018,50.00351
nic,1999,41.34855
nic,2000,42.42519
nic,2001,41.96476
nic,2002,43.03856
nic,2004,40.80446
nic,2005,41.96018
nic,2006,70.2312
nic,2007,73.94895
nic,2008,68.38891
nic,2010,65.52598
nor,2013,99.28275
nor,2014,99.15024
nor,2015,99.24165
nor,2016,99.30021
nor,2017,99.1743
nru,1998,100
nru,2012,81.97425
nru,2014,83.01708
nzl,2013,95.60477
nzl,2014,94.53274
nzl,2015,95.76512
nzl,2016,95.04605
nzl,2017,94.60864
omn,1999,70.98449
omn,2000,71.71347
omn,2001,69.78402
omn,2002,69.21274
omn,2003,63.39796
omn,2009,64.75153
omn,2011,75.6139
omn,2012,76.61432
omn,2017,53.325
omn,2018,55.32553
pak,2014,81.23043
pak,2015,84.22128
pak,2016,91.62909
pak,2017,90.38858
pan,2015,72.00362
per,2002,81.51527
per,2004,77.91138
per,2005,78.30475
per,2006,79.28565
per,2007,78.28452
per,2008,77.57819
per,2010,86.21336
per,2011,87.1178
per,2012,74.74525
per,2013,72.44084
per,2015,83.0436
per,2016,94.69072
per,2017,95.84052
per,2018,97.87533
phl,1999,44.89881
phl,2001,45.39768
phl,2002,44.55689
phl,2003,44.89002
phl,2004,45.72916
phl,2005,45.52533
phl,2006,41.6594
phl,2007,45.46825
phl,2008,46.91596
phl,2014,75.46596
phl,2015,85.06964
phl,2016,81.07017
phl,2017,65.06043
png,2016,30.41352
pri,2013,62.86705
pri,2014,71.64966
pri,2015,60.85399
pri,2016,57.6546
prk,2009,92.09647
prt,2004,89.76315
prt,2005,95.20279
prt,2006,94.20024
prt,2007,96.15298
prt,2008,94.52223
prt,2009,95.46023
pry,2001,72.07518
pry,2002,71.19647
pry,2003,70.629
pry,2005,69.25859
pry,2006,68.04959
pry,2007,66.79383
pry,2008,68.16901
pry,2009,72.37889
pry,2010,71.9298
pry,2011,72.32345
pry,2012,68.72817
pse,2000,73.4012
pse,2001,69.5446
pse,2002,68.27255
pse,2003,63.68392
pse,2004,61.32818
pse,2005,63.04408
pse,2006,63.78838
pse,2007,64.79818
pse,2008,74.27206
pse,2009,75.97935
pse,2010,77.8369
pse,2011,79.29941
pse,2012,84.7636
qat,2010,61.91044
qat,2011,63.91324
qat,2012,60.34004
qat,2013,57.39148
qat,2014,58.79116
qat,2015,60.54629
qat,2016,60.17194
qat,2017,61.74637
qat,2018,60.37489
rou,2002,78.07586
rou,2009,72.08245
rou,2014,77.29495
rou,2015,77.48732
rou,2016,71.16943
rou,2017,74.08342
rus,2017,81.29652
rwa,2001,62.54055
rwa,2002,65.41
rwa,2003,86.57679
rwa,2006,97.31426
rwa,2013,95.90276
rwa,2015,85.80906
rwa,2016,73.63731
rwa,2017,73.81842
rwa,2018,73.57248
sau,2009,63.77837
sau,2010,82.38352
sau,2011,83.93456
sau,2012,86.32875
sau,2013,88.93116
sau,2014,88.60412
sau,2015,84.46154
sau,2017,75.14558
sau,2018,73.7088
sen,1999,38.17898
sen,2004,18.37022
sen,2005,17.07168
sen,2006,22.174
sen,2007,27.76924
sen,2012,36.08922
sen,2013,36.02692
sen,2014,33.12647
sen,2015,39.63231
sen,2016,42.00621
sen,2017,42.40715
sgp,2016,98.532
sgp,2017,98.52126
slb,2017,9.21904
slb,2018,9.23197
sle,2012,68.54497
sle,2015,71.35507
slv,2001,59.242
slv,2005,66.18823
slv,2006,64.29127
slv,2007,65.11225
slv,2008,62.78377
slv,2009,61.5761
slv,2010,60.95688
slv,2011,61.8825
slv,2012,61.02321
slv,2013,58.35863
slv,2014,58.40478
slv,2015,60.92098
slv,2016,58.28496
slv,2017,55.45037
slv,2018,56.79301
smr,2010,96.56286
srb,2009,83.64154
srb,2013,76.3689
srb,2014,82.74244
srb,2015,83.92557
srb,2016,84.15049
srb,2017,83.26752
srb,2018,81.43984
stp,2007,54.10688
stp,2008,54.04919
stp,2013,87.86366
stp,2014,88.12202
stp,2015,87.1344
stp,2017,83.43822
sur,2005,57.10216
sur,2006,78.89734
sur,2007,80.35629
sur,2008,87.86954
sur,2009,89.64892
sur,2010,63.11319
sur,2011,58.60487
sur,2012,59.08917
sur,2013,59.71809
sur,2014,62.12995
sur,2015,65.40832
sur,2016,63.41393
sur,2017,59.49294
sur,2018,58.3652
svn,2013,93.86143
svn,2017,91.31209
swe,2002,92.63907
swe,2003,90.57368
swe,2004,89.68866
swe,2005,91.0773
swe,2006,96.07393
swe,2007,96.67068
swe,2008,96.24748
swe,2009,96.87912
swe,2011,98.19112
swe,2013,96.50415
swe,2014,97.51536
swe,2015,96.63951
swz,1998,40.45447
swz,1999,43.95645
swz,2000,46.58658
swz,2001,47.72294
swz,2002,47.60268
swz,2003,46.43057
swz,2004,49.62797
swz,2005,50.28091
swz,2006,55.87678
swz,2007,53.69455
swz,2009,46.83116
swz,2010,53.05501
swz,2011,43.11946
swz,2012,38.36069
swz,2013,37.97223
swz,2016,38.40809
syc,1998,62.18434
syc,1999,63.51786
syc,2000,66.70967
syc,2001,63.78628
syc,2002,66.75002
syc,2003,68.31821
syc,2008,71.85971
syc,2011,75.12129
syc,2014,68.90558
syc,2015,71.54629
syc,2016,70.1788
syc,2017,66.10531
syc,2018,69.82494
syr,1999,60.5567
syr,2000,59.3786
syr,2001,55.24421
syr,2003,66.53611
syr,2004,59.70506
syr,2005,59.04523
syr,2007,50.74255
syr,2008,51.24191
tcd,1999,20.61199
tcd,2000,24.50157
tcd,2001,24.60995
tcd,2002,26.87283
tcd,2011,54.18529
tgo,1999,41.65991
tgo,2000,41.60886
tgo,2001,45.41223
tgo,2002,45.27859
tgo,2003,44.42524
tgo,2004,43.65236
