geo,time,bx_trf_curr_cd
arm,2018,995071992.84413
arm,2019,1022487504.76483
arm,2020,1343825241.58632
atg,1977,2900000
atg,1978,5400000
atg,1979,11200000
atg,1980,12400000
atg,1981,12600000
atg,1982,11100000
atg,1983,12600000
atg,1984,16600000
atg,1985,16800000
atg,1986,8944444.44444
atg,1987,9362962.96296
atg,1988,9807407.40741
atg,1989,17281481.48148
atg,1990,14888888.88889
atg,1991,9162962.96296
atg,1992,8537037.03704
atg,1993,9074074.07407
atg,1994,15148148.14815
atg,1995,78040740.74074
atg,1996,35185185.18519
atg,1997,19900000
atg,1998,12422222.22222
atg,1999,23613312.59259
atg,2000,18431851.85185
atg,2001,22518148.14815
atg,2002,22971330.37037
atg,2003,29457529.62963
atg,2004,25103385.18519
atg,2005,26167470.37037
atg,2006,44377662.22222
atg,2007,47390042.22222
atg,2008,47794465.18519
atg,2009,40451505.92593
atg,2010,38540700.37037
atg,2011,42466950.74074
atg,2012,47566471.85185
atg,2013,48184835.92593
atg,2014,38693105.58127
atg,2015,36586584.2627
atg,2016,34551022.46418
atg,2017,41714218.91271
atg,2018,43472378.52509
atg,2019,48143912.46098
atg,2020,44019880.70165
aus,1989,2298022319.29737
aus,1990,2800563300.77786
aus,1991,2647977222.62644
aus,1992,2634007379.05387
aus,1993,2573172374.93375
aus,1994,2747636792.27301
aus,1995,2823800185.94976
aus,1996,3720463861.20192
aus,1997,4136969068.84304
aus,1998,3626577819.53771
aus,1999,3816374959.09566
aus,2000,3304062410.24085
aus,2001,2861181583.47209
aus,2002,2905227472.6326
aus,2003,3413624253.86122
aus,2004,3909786158.37723
aus,2005,4078353956.22364
aus,2006,4558277708.45399
aus,2007,5553294942.58047
aus,2008,5861711684.56227
aus,2009,5038242403.54298
aus,2010,5863501021.85331
aus,2011,7524274386.18492
aus,2012,7572318791.91146
aus,2013,7486057956.05778
aus,2014,7548109970.65983
aus,2015,6585583205.65741
aus,2016,6567497314.26817
aus,2017,6945641722.44991
aus,2018,7158941007.71491
aus,2019,7041780705.40355
aus,2020,6790676225.14035
aut,2005,3947131023.08926
aut,2006,2248491280.07562
aut,2007,2454902488.88958
aut,2008,2902993123.2588
aut,2009,2970940124.92562
aut,2010,2913398704.1847
aut,2011,3372579487.56087
aut,2012,3272577766.12284
aut,2013,3495127106.79418
aut,2014,3866870708.79867
aut,2015,5404633131.05992
aut,2016,5571411966.88062
aut,2017,6214555523.11591
aut,2018,6242225310.00001
aut,2019,6352408225.43291
aut,2020,6739591172.45914
aze,1995,129274000
aze,1996,107240000
aze,1997,95686000
aze,1998,144950000
aze,1999,134539000
aze,2000,135047000
aze,2001,176495000
aze,2002,228212000
aze,2003,225052000
aze,2004,262602000
aze,2005,626157000
aze,2006,748239000
aze,2007,1313413000
aze,2008,1500117000
aze,2009,1292368000
aze,2010,1420446000
aze,2011,1882318000
aze,2012,1953135000
aze,2013,1681787000
aze,2014,1799708000
aze,2015,1227020000
aze,2016,620499000
aze,2017,1113019000
aze,2018,1168203000
aze,2019,1019564642.90716
aze,2020,1187806000
bdi,1985,93578008.25709
bdi,1986,115764864.5711
bdi,1987,118287039.22264
bdi,1988,103429609.31657
bdi,1989,142714285.71428
bdi,1990,175492259.36893
bdi,1991,198112986.65703
bdi,1992,180554577.63383
bdi,1993,183845456.79216
bdi,1994,166989561.1735
bdi,1995,154666026.04526
bdi,1996,62487888.66379
bdi,1997,61272737.16301
bdi,1998,59270042.56317
bdi,1999,52875058.22336
bdi,2000,61145179.04552
bdi,2001,82115163.82584
bdi,2002,120568037.03826
bdi,2003,127310413.6262
bdi,2004,157394949.5867
bdi,2005,242778608.95424
bdi,2006,231762138.41926
bdi,2007,241678461.12094
bdi,2008,188190794.5368
bdi,2009,260356953.4248
bdi,2010,149461668.98459
bdi,2011,277103314.10809
bdi,2012,456447370.87247
bdi,2013,448408211.95332
bdi,2014,352664125.03286
bdi,2015,312768001.32324
bdi,2016,236703002.48999
bdi,2017,267277327.78888
bdi,2018,283707140.46083
bel,2002,5281336450.48118
bel,2003,6519550673.53459
bel,2004,7955748081.67389
bel,2005,9351553785.52929
bel,2006,8813643633.6252
bel,2007,9883207372.90167
bel,2008,8149911538.17815
bel,2009,11770563776.6646
bel,2010,12791647512.1212
bel,2011,13530693785.7143
bel,2012,12543396880.67
bel,2013,12484429825.5553
bel,2014,12182143788.343
bel,2015,11190924347.4619
bel,2016,11072655676.2769
bel,2017,11761418483.6193
bel,2018,14410755343.0495
bel,2019,14918148946.1039
bel,2020,16457529609.2125
ben,1974,46903951.26441
ben,1975,72296161.24522
ben,1976,91202991.92871
ben,1977,112630394.42417
ben,1978,120426741.72887
ben,1979,160698268.94454
ben,1980,157521156.90832
ben,1981,127221194.58585
ben,1982,111114745.07896
ben,1983,113208724.79229
ben,1984,100238772.92503
ben,1985,95712318.99569
ben,1986,120125009.63171
ben,1987,146404815.60184
ben,1988,104400825.77381
ben,1989,120381820.97973
ben,1990,127361677.0664
ben,1991,172163454.64589
ben,1992,193958406.92616
ben,1993,160721801.87212
ben,1994,132195207.59514
ben,1995,151584170.30641
ben,1996,108866651.20588
ben,1997,93727720.84891
ben,1998,120962429.60255
ben,1999,122915151.53936
ben,2000,122016370.98223
ben,2001,172960675.82642
ben,2002,176769009.60838
ben,2003,74101035.90841
ben,2004,101549664.01208
ben,2005,197100714.49177
ben,2006,316111982.51069
ben,2007,377296861.94041
ben,2008,319011181.12663
ben,2009,245661525.90259
ben,2010,222282286.59297
ben,2011,201629298.87603
ben,2012,281984747.1405
ben,2013,357689460.50636
ben,2014,437619832.50875
ben,2015,236528303.61302
ben,2016,312186377.07361
ben,2017,277818315.40665
ben,2018,314386593.6306
ben,2019,302190074.39315
ben,2020,411363002.04202
bfa,2005,308524267.27293
bfa,2006,317955307.09913
bfa,2007,488496716.74677
bfa,2008,503024616.94683
bfa,2009,608583887.83428
bfa,2010,603511444.65262
bfa,2011,683038596.68331
bfa,2012,617475440.52525
bfa,2013,629677580.18184
bfa,2014,675813764.79872
bfa,2015,683998644.44478
bfa,2016,636904191.26363
bfa,2017,662652092.26123
bfa,2018,751555966.71518
bfa,2019,769903602.85502
bfa,2020,963968855.3927
bgd,1976,228824798.95943
bgd,1977,415094379.00875
bgd,1978,585815958.13795
bgd,1979,895558006.67754
bgd,1980,1120968691.9658
bgd,1981,935753101.89089
bgd,1982,1298898393.88873
bgd,1983,1432287224.64844
bgd,1984,1268966637.30474
bgd,1985,1184330511.54736
bgd,1986,1219330905.70717
bgd,1987,1503393138.33897
bgd,1988,1633372227.07611
bgd,1989,1396622249.76759
bgd,1990,1614163335.55313
bgd,1991,1811908923.29438
bgd,1992,1808759819.53037
bgd,1993,1951770924.69931
bgd,1994,2091358134.53853
bgd,1995,2266749687.7829
bgd,1996,1912786511.97276
bgd,1997,2136524428.07629
bgd,1998,2172877002.65328
bgd,1999,2501378063.72386
bgd,2000,2426472695.04575
bgd,2001,2572761450.00626
bgd,2002,3245369420.41493
bgd,2003,3586216657.60674
bgd,2004,3960449481.55814
bgd,2005,4784960063.09138
bgd,2006,5941253997.75328
bgd,2007,7297426589.97895
bgd,2008,9768038189.51206
bgd,2009,11246694350.4918
bgd,2010,11740619260.5047
bgd,2011,12727240340.8102
bgd,2012,14791541567.4664
bgd,2013,14551984698.7201
bgd,2014,15680003597.1227
bgd,2015,15857520079.5208
bgd,2016,14238722310.9755
bgd,2017,14112492936.7974
bgd,2018,16242650571.3648
bgd,2019,19076271276.064
bgd,2020,22553236672.4734
bgd,2021,22940470789.5581
bgr,1980,80000000
bgr,1981,106000000
bgr,1982,123000000
bgr,1983,134000000
bgr,1984,109000000
bgr,1985,98000000
bgr,1986,89000000
bgr,1987,161000000
bgr,1988,183000000
bgr,1989,143000000
bgr,1990,232000000
bgr,1991,123400000
bgr,1992,114100000
bgr,1993,285900000
bgr,1994,357100000
bgr,1995,256800000
bgr,1996,231800000
bgr,1997,275500000
bgr,1998,261536615.22725
bgr,1999,328742742.78554
bgr,2000,354050352.14293
bgr,2001,598521687.11044
bgr,2002,653600756.95874
bgr,2003,865457856.09508
bgr,2004,1121010424.18054
bgr,2005,1238016926.13863
bgr,2006,1065736001.54193
bgr,2007,1813114403.97231
bgr,2008,2421059606.24237
bgr,2009,2164762191.64847
bgr,2010,2686430000
bgr,2011,3072130000
bgr,2012,3497620000
bgr,2013,4023370000
bgr,2014,3045140000
bgr,2015,2805310000
bgr,2016,2716520000
bgr,2017,2956100000
bgr,2018,3513400000
bgr,2019,3424710000
bgr,2020,2386850000
bhr,1975,0
bhr,1976,1263905.59787
bhr,1977,100846708.20383
bhr,1978,94721084.93424
bhr,1979,98003891.52359
bhr,1980,183554262.38186
bhr,1981,194414894.13408
bhr,1982,189627660.0788
bhr,1983,142553191.86849
bhr,1984,124468085.24431
bhr,1985,120212765.95745
bhr,1986,120744680.85106
bhr,1987,113297872.34043
bhr,1988,368085106.38298
bhr,1989,102127659.57447
bhr,1990,59840425.53191
bhr,1991,65691489.3617
bhr,1992,64893617.02128
bhr,1993,73138299.97961
bhr,1994,101063839.19477
bhr,1995,120744690.21734
bhr,1996,126329798.15351
bhr,1997,232712787.61954
bhr,1998,65159580.96671
bhr,1999,36718087.14085
bhr,2000,22420212.76596
bhr,2001,22872340.42553
bhr,2002,14694148.93617
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bhr,2016,0
bhr,2017,0
bhs,1976,7200000
bhs,1977,7200000
bhs,1978,9000000
bhs,1979,13800000
bhs,1980,19500000
bhs,1981,13300000
bhs,1982,23600000
bhs,1983,19600000
bhs,1984,17500000
bhs,1985,16800000
bhs,1986,16300000
bhs,1987,16700000
bhs,1988,17400000
bhs,1989,9700000
bhs,1990,12100000
bhs,1991,16000000
bhs,1992,19900000
bhs,1993,33100000
bhs,1994,33100000
bhs,1995,25100000
bhs,1996,45900000
bhs,1997,50000000
bhs,1998,45000000
bhs,1999,218268280
bhs,2000,88467000
bhs,2001,120930000
bhs,2002,55378155
bhs,2003,59790000
bhs,2004,264680000
bhs,2005,103304130
bhs,2006,66370000
bhs,2007,71000000
bhs,2008,75921359
bhs,2009,96630000
bhs,2010,99340000
bhs,2011,123987000
bhs,2012,131284000
bhs,2013,138211000
bhs,2014,212807906
bhs,2015,209189844
bhs,2016,582266092
bhs,2017,223875668
bhs,2018,206857001.96
bhs,2019,195503000
bhs,2020,57708607
bih,1998,1857450074.38795
bih,1999,1974945266.05012
bih,2000,1666845856.87796
bih,2001,1527749277.76796
bih,2002,1523853964.49243
bih,2003,1780755661.8777
bih,2004,2204151515.58029
bih,2005,2171882967.0259
bih,2006,2399108387.94406
bih,2007,2883231725.95716
bih,2008,3032818951.68212
bih,2009,2549356614.14886
bih,2010,2563849663.64158
bih,2011,2716062564.6283
bih,2012,2596876589.76308
bih,2013,2698882497.5894
bih,2014,2891140758.87409
bih,2015,2216375369.06051
bih,2016,2179342999.55565
bih,2017,2425130375.01547
bih,2018,2657143791.62011
bih,2019,2697646334.01736
bih,2020,2466970344.14055
blr,1993,64600000
blr,1994,50900000
blr,1995,107200000
blr,1996,135500000
blr,1997,106100000
blr,1998,120900000
blr,1999,137000000
blr,2000,177100000
blr,2001,202400000
blr,2002,260400000
blr,2003,291700000
blr,2004,390600000
blr,2005,266800000
blr,2006,316600000
blr,2007,330200000
blr,2008,400600000
blr,2009,505500000
blr,2010,885000000
blr,2011,1870900000
blr,2012,1974000000
blr,2013,2090200000
blr,2014,1902800000
blr,2015,1430300000
blr,2016,1546000000
blr,2017,2259800000
blr,2018,2720300000
blr,2019,2667000000
blr,2020,1891200000
blr,2021,2199367601.61
blz,1984,27900000
blz,1985,34500000
blz,1986,31300000
blz,1987,35050000
blz,1988,29400000
blz,1989,34450000
blz,1990,33600000
blz,1991,32300000
blz,1992,35400000
blz,1993,33800000
blz,1994,34369500
blz,1995,38333000
blz,1996,34215000
blz,1997,38150000
blz,1998,38350000
blz,1999,41882111.82
blz,2000,61074147
blz,2001,53767017.33873
blz,2002,58839138.67408
blz,2003,59149201.06941
blz,2004,60770067.81258
blz,2005,68356124.81021
blz,2006,92151762.36509
blz,2007,136550445.72074
blz,2008,141075356.57436
blz,2009,101894710.97578
blz,2010,114755462.95224
blz,2011,107385565.22971
blz,2012,103130057.7515
blz,2013,104369710.99209
blz,2014,106567929.66756
blz,2015,109857095.67694
blz,2016,153631323.37781
blz,2017,117091921.23108
blz,2018,128937790.20285
blz,2019,125277625.01696
blz,2020,161308977.47656
bmu,2006,126890000
bmu,2007,107777923.36434
bmu,2008,68798468.87862
bmu,2009,89573868.03152
bmu,2010,78671530.06251
bmu,2011,88175025.96723
bmu,2012,102036784.73715
bmu,2013,96062703.87431
bmu,2014,122626343.29853
bmu,2015,154053339.06232
bmu,2016,160486354.58251
bmu,2017,186359320.5839
bmu,2018,171900974.94167
bmu,2019,212765233.11117
bmu,2020,184789070.19473
bol,1976,16000000
bol,1977,18000000
bol,1978,30000000
bol,1979,53000000
bol,1980,62000000
bol,1981,38855063.20001
bol,1982,46975000
bol,1983,107566000
bol,1984,87691000
bol,1985,80800000
bol,1986,97237000
bol,1987,113964000
bol,1988,140004000
bol,1989,152500000
bol,1990,161200000
bol,1991,185800000
bol,1992,246300000
bol,1993,241000000
bol,1994,269200000
bol,1995,248000000
bol,1996,250800000
bol,1997,300300000
bol,1998,352300000
bol,1999,414700000
bol,2000,419960000
bol,2001,431570000
bol,2002,407830000
bol,2003,510851430.68823
bol,2004,542625537.77863
bol,2005,648674593.85508
bol,2006,895124169.42111
bol,2007,1344859221.71137
bol,2008,1390977484.1552
bol,2009,1315410000
bol,2010,1187559695.18672
bol,2011,1299346003.95748
bol,2012,1411281463.22869
bol,2013,1441598054.64968
bol,2014,1366857865.4407
bol,2015,1384355856.19761
bol,2016,1454430844.42807
bol,2017,1622687545.15944
bol,2018,1542062155.26392
bol,2019,1460042726.89907
bol,2020,1244241904.16985
bra,1975,71000000
bra,1976,49000000
bra,1977,85000000
bra,1978,157000000
bra,1979,180000000
bra,1980,308000000
bra,1981,336000000
bra,1982,184000000
bra,1983,145000000
bra,1984,182000000
bra,1985,171000000
bra,1986,134000000
bra,1987,158000000
bra,1988,127000000
bra,1989,238000000
bra,1990,840000000
bra,1991,1556000000
bra,1992,2260000000
bra,1993,1704000000
bra,1994,2577000000
bra,1995,3861000000
bra,1996,2699000000
bra,1997,2135492606.51938
bra,1998,1815188730.1
bra,1999,1969213000
bra,2000,1827661000
bra,2001,1933745000
bra,2002,2626858000
bra,2003,3132039000
bra,2004,3542018735.21737
bra,2005,4050806431.24804
bra,2006,4847440184.52889
bra,2007,4971775566.17
bra,2008,5316634470.7
bra,2009,4735719000
bra,2010,4765738504.37
bra,2011,4909283061.59
bra,2012,4616144692.23
bra,2013,5793494377.18
bra,2014,4930331534.86
bra,2015,4712434974.28
bra,2016,5466879093.56
bra,2017,4955119065.69
bra,2018,4788968289.5
bra,2019,5137011107.06
bra,2020,5073781993.51
bra,2021,5788445062.61
brb,1967,4993385.97214
brb,1968,5067499.99747
brb,1969,6678499.99666
brb,1970,7692499.99615
brb,1971,8138231.85012
brb,1972,9401541.32742
brb,1973,11240694.74528
brb,1974,14497750.76129
brb,1975,16239973.47768
brb,1976,22421109.75
brb,1977,26350263.25
brb,1978,30295553.25
brb,1979,37373625
brb,1980,44317250
brb,1981,57863250
brb,1982,40629500
brb,1983,45976875
brb,1984,40660375
brb,1985,47012000
brb,1986,68917750
brb,1987,52686625
brb,1988,59714375
brb,1989,69739500
brb,1990,75648500
brb,1991,65146875
brb,1992,72402375
brb,1993,59742250
brb,1994,72111375
brb,1995,73581250
brb,1996,100744000
brb,1997,103619750
brb,1998,112855750
brb,1999,132590500
brb,2000,151538250
brb,2001,169555125
brb,2002,171340125
brb,2003,181773000
brb,2004,170624428.69305
brb,2005,197692933.08424
brb,2006,204815941.61475
brb,2007,191499988.30175
brb,2008,153721919.3005
brb,2009,144102522.2185
brb,2010,146769446.49675
brb,2011,128592782.81909
brb,2012,132126536.44761
brb,2013,169568213.04154
brb,2014,165659832.5801
brb,2015,216521260.417
brb,2016,158997375.8882
brn,2010,12117416.93711
brn,2011,20006314.90374
brn,2012,33104738.33207
brn,2013,34300007.54754
brn,2014,39548412.80212
brn,2015,71209468.04681
brn,2016,53203287.54274
brn,2017,40294049.00938
brn,2018,31939687.89184
brn,2019,45914624.70091
brn,2020,46564235.20634
btn,2006,163471207.56459
btn,2007,86867585.33092
btn,2008,85325543.65677
btn,2009,109408115.1608
btn,2010,138266446.56438
btn,2011,188950081.19189
btn,2012,257786562.67583
btn,2013,157271481.96542
btn,2014,120145003.68633
btn,2015,111583833.48916
btn,2016,171224218.24444
btn,2017,205745967.4168
btn,2018,229253039.79839
btn,2019,203039795.25699
btn,2020,190144815.38222
bwa,1975,30560871.75891
bwa,1976,57730014.49889
bwa,1977,95016428.05734
bwa,1978,80661034.17669
bwa,1979,109078862.47443
bwa,1980,144359741.57337
bwa,1981,141621335.39353
bwa,1982,114989321.01023
bwa,1983,145679858.44203
bwa,1984,124848528.45511
bwa,1985,102650805.06631
bwa,1986,133518228.38974
bwa,1987,280831814.10502
bwa,1988,301817659.80572
bwa,1989,266814124.70434
bwa,1990,330669872.55432
bwa,1991,421556325.406
bwa,1992,344499875.5762
bwa,1993,275930377.72252
bwa,1994,356844134.54216
bwa,1995,330711274.5322
bwa,1996,355415493.86869
bwa,1997,456809397.85196
bwa,1998,460923168.66546
bwa,1999,474375541.32078
bwa,2000,426067627.13774
bwa,2001,395877465.47704
bwa,2002,418030320.74117
bwa,2003,691515607.83891
bwa,2004,691698745.17985
bwa,2005,843944730.54185
bwa,2006,993847874.84386
bwa,2007,1376621104.89519
bwa,2008,1317608417.69249
bwa,2009,933371107.14264
bwa,2010,1295469734.99884
bwa,2011,1435592843.62724
bwa,2012,1938641540.12161
bwa,2013,1859097234.77413
bwa,2014,1834524744.3417
bwa,2015,1769479419.88419
bwa,2016,1266434429.30569
bwa,2017,1733541730.95441
bwa,2018,1628745398.09489
bwa,2019,1389721487.32023
bwa,2020,1567021876.37241
caf,1977,43080484.7886
caf,1978,56785584.85791
caf,1979,89986141.5907
caf,1980,107629912.20502
caf,1981,81709348.66617
caf,1982,76836638.96417
caf,1983,86155670.92387
caf,1984,75694004.89715
caf,1985,78947082.09626
caf,1986,111462148.36019
caf,1987,136259627.35707
caf,1988,156724120.04017
caf,1989,138322420.04623
caf,1990,164163718.47353
caf,1991,129684877.81628
caf,1992,151028478.73127
caf,1993,152378891.57595
caf,1994,92578467.72945
can,1960,135083238.029
can,1961,182515612.7368
can,1962,182266004.02002
can,1963,187681927.58095
can,1964,205886835.47024
can,1965,239756465.44941
can,1966,273416678.87794
can,1967,295357091.91717
can,1968,288656895.72035
can,1969,308879680.19605
can,1970,366506728.06807
can,1971,436460838.95931
can,1972,464832106.3773
can,1973,539016000.35706
can,1974,680850901.1678
can,1975,709229952.17789
can,1976,787193618.24634
can,1977,812604302.04245
can,1978,844422789.70384
can,1979,1036822337.68636
can,1980,1309660146.68432
can,1981,1482119073.34151
can,1982,1550222673.29923
can,1983,1438774549.30235
can,1984,1370088603.74678
can,1985,1319529889.70688
can,1986,2038431255.3218
can,1987,1769812000.76265
can,1988,2328523848.10715
can,1989,2457932825.45794
can,1990,2704042485.78675
can,1991,2636502740.48437
can,1992,2650269197.59508
can,1993,2636293435.33543
can,1994,2499759845.16952
can,1995,2835039714.56774
can,1996,3584488143.91623
can,1997,3904193008.05183
can,1998,3941437666.15612
can,1999,4161355237.39091
can,2000,4069224927.0237
can,2001,4487582595.48654
can,2002,4676667123.8954
can,2003,4923742425.7115
can,2004,5773645554.01483
can,2005,7126625474.29949
can,2006,8436934184.41417
can,2007,8911403781.44337
can,2008,9627002558.63649
can,2009,7913099759.17437
can,2010,8751661318.18749
can,2011,9506286276.63507
can,2012,8928283901.29958
can,2013,9411146524.86532
can,2014,9664094162.91589
can,2015,8567156359.46036
can,2016,10023437819.3946
can,2017,9213958700.33845
can,2018,10734461610.6772
can,2019,11617002418.9186
can,2020,10238985649.8966
can,2021,12383119745.6879
che,1977,303720577.15334
che,1978,425049985.49729
che,1979,490159226.84107
che,1980,522167242.94202
che,1981,733107348.74773
che,1982,822548669.88659
che,1983,946100986.1335
che,1984,928635773.81249
che,1985,1017042275.01653
che,1986,1547598091.58731
che,1987,1910552522.31157
che,1988,2054260917.10517
che,1989,1897091859.34563
che,1990,2510728918.5898
che,1991,2686905432.96973
che,1992,2867193453.83778
che,1993,2638099642.44222
che,1994,2830607026.06763
che,1995,3339283688.15817
che,1996,3253290830.98033
che,1997,2717126738.72788
che,1998,2647030467.95158
che,1999,7565360384.61827
che,2000,7814123254.22193
che,2001,10869947694.094
che,2002,11647392906.6928
che,2003,14267273325.0283
che,2004,15429564083.7528
che,2005,16819582497.1123
che,2006,19155545787.6214
che,2007,24791289134.6702
che,2008,29737135118.7582
che,2009,28086525938.2282
che,2010,26219501858.627
che,2011,32700533752.414
che,2012,36506225545.8987
che,2013,37664843643.5398
che,2014,40455241538.01089
che,2015,38289180436.8667
che,2016,42858684847.5712
che,2017,48480908083.9983
che,2018,44819406011.418
che,2019,47173614534.674
che,2020,47623206270.4466
chl,1975,16000000
chl,1976,52000000
chl,1977,101000000
chl,1978,127000000
chl,1979,143000000
chl,1980,194000000
chl,1981,193000000
chl,1982,186000000
chl,1983,161000000
chl,1984,165000000
chl,1985,202800000
chl,1986,106300000
chl,1987,172300000
chl,1988,217500000
chl,1989,384600000
chl,1990,354300000
chl,1991,500700000
chl,1992,536000000
chl,1993,535800000
chl,1994,449200000
chl,1995,482000000
chl,1996,665200000
chl,1997,835000000
chl,1998,809900000
chl,1999,840900000
chl,2000,765300000
chl,2001,713000000
chl,2002,954263376.26482
chl,2003,901069781.41781
chl,2004,1411002210.07277
chl,2005,2199225198.34681
chl,2006,4002862153.10487
chl,2007,3857262327.77754
chl,2008,3875226045.27903
chl,2009,2512241991.10016
chl,2010,5656705990.41869
chl,2011,4350568210.44048
chl,2012,3890206404.66698
chl,2013,4188400075.9357
chl,2014,4059638495.23489
chl,2015,3794342868.30662
chl,2016,3415483382.74894
chl,2017,4063403715.16043
chl,2018,5456816275.26367
chl,2019,5069494880.38952
chl,2020,4538740751.44259
chn,1982,672000000
chn,1983,620000000
chn,1984,596000000
chn,1985,439000000
chn,1986,516000000
chn,1987,389000000
chn,1988,568000000
chn,1989,477000000
chn,1990,376000000
chn,1991,890000000
chn,1992,1206000000
chn,1993,1290000000
chn,1994,1269000000
chn,1995,1826730000
chn,1996,2368000000
