geo,time,sh_uhc_nop1_cg
idn,2013,0.15302
idn,2014,0.17436
idn,2015,0.09772
ind,2000,3.0894
ind,2003,3.29069
ind,2004,2.98142
ind,2006,3.24589
ind,2007,2.09559
ind,2009,2.07919
ind,2011,2.1269
irl,1999,0.30406
irl,2009,0
irl,2010,0
irn,2005,0.10612
irn,2006,0.08618
irn,2007,0.05397
irn,2008,0.03571
irn,2009,0.05156
irn,2010,0.02828
irn,2011,0.00997
irn,2012,0.00362
irn,2013,0.00892
irq,2012,0.20007
isl,1995,0
isr,1997,0
isr,1999,0
isr,2001,0
isr,2005,0
isr,2007,0
isr,2010,0
isr,2012,0
ita,2001,0
ita,2010,0
jam,1990,0.93741
jam,1991,0.46149
jam,1992,2.82041
jam,1993,2.24636
jam,1994,0.22218
jam,1995,0.07689
jam,1996,0.21078
jam,1997,0.11201
jam,2002,0.21481
jam,2003,0.20651
jam,2004,0.24462
jor,2002,0.04009
jpn,2009,0.21341
jpn,2010,0.50772
jpn,2011,0.09781
jpn,2012,0.14496
jpn,2013,0.3871
jpn,2014,0.20399
jpn,2015,0.18553
kaz,1996,0.01462
kaz,2001,0.13669
kaz,2002,0.10375
kaz,2003,0.05606
kaz,2004,0.04201
kaz,2005,0.00191
kaz,2006,0.01219
kaz,2007,0.01003
kaz,2008,0.00415
kaz,2009,0.00054
kaz,2010,0.00079
kaz,2011,0
kaz,2012,0
kaz,2013,0.00012
kaz,2014,0
kaz,2015,0.00051
ken,1997,1.17566
ken,2005,1.2507
ken,2015,1.84414
kgz,2005,0.65495
kgz,2006,0.26179
kgz,2007,0.33753
kgz,2008,0.10274
kgz,2009,0.10252
kgz,2010,0.1998
kgz,2011,0.15747
kgz,2012,0.03632
kgz,2013,0.09856
kgz,2014,0.01969
kgz,2015,0.04408
kgz,2016,0.01814
khm,2009,2.80362
kor,2003,0
kor,2004,0
kor,2005,0.00001
kor,2006,0.00037
kor,2007,0.00028
kor,2008,0.00016
kor,2009,0.00084
kor,2010,0
kor,2011,0.00084
kor,2012,0.00017
kor,2013,0
kor,2014,0.00003
kor,2015,0.001
kos,2003,0.03924
kos,2005,0.26098
kos,2006,0.19067
kos,2009,0.2097
kos,2010,0.17562
kos,2011,0.06754
kos,2016,0.02716
lao,2002,0.34484
lao,2007,0.17971
lbn,1999,0.00648
lka,1995,0.23577
lka,2012,0.02819
lka,2016,0.01277
lso,2002,0.36673
lso,2010,1.25855
ltu,1998,0.00938
ltu,1999,0.00943
ltu,2000,0.00959
ltu,2001,0.01197
ltu,2002,0.02279
ltu,2003,0.00409
ltu,2004,0.00133
ltu,2008,0.00343
ltu,2010,0
lux,1998,0
lux,2010,0
lva,2000,0.04199
lva,2002,0.11606
lva,2003,0.08435
lva,2004,0.09088
lva,2005,0.02344
lva,2007,0.01716
lva,2008,0.00354
lva,2009,0.03959
mar,1998,0.14199
mar,2000,0.19061
mar,2006,0.27073
mda,1999,1.29281
mda,2000,1.16723
mda,2001,0.99789
mda,2002,0.60042
mda,2003,0.39859
mda,2004,0.20215
mda,2005,0.5246
mda,2006,0.25824
mda,2007,0.08597
mda,2008,0.06125
mda,2009,0.07042
mda,2010,0.02598
mda,2011,0.01011
mda,2012,0.02752
mda,2013,0.00835
mda,2014,0.00354
mda,2015,0
mda,2016,0
mdg,2001,0.75312
mdg,2005,0.60266
mdg,2010,0.76125
mdv,2004,0.05981
mdv,2009,0.43671
mex,2008,0.09542
mex,2010,0.06622
mex,2012,0.03132
mex,2014,0.05688
mex,2016,0.01324
mkd,1996,0.05636
mkd,1997,0.12206
mkd,1998,0.07252
mkd,1999,0.07039
mkd,2000,0.39843
mkd,2002,0.08016
mkd,2003,0.04349
mkd,2004,0.08374
mkd,2005,0.05891
mkd,2006,0.22049
mkd,2008,0.09248
mli,1994,1.97274
mli,2000,2.07839
mli,2001,1.27495
mli,2009,1.87287
mli,2011,2.03148
mli,2013,0
mli,2014,2.85704
mli,2015,2.78316
mli,2016,2.31009
mlt,2010,0
mmr,2015,0.27227
mne,2005,0
mne,2006,0.00548
mne,2007,0.13078
mne,2008,0
mne,2009,0
mne,2010,0
mne,2011,0.03356
mne,2012,0
mne,2013,0
mne,2014,0
mne,2015,0.00236
mng,2002,0.24672
mng,2007,0.03148
mng,2010,0.00864
mng,2011,0.01179
mng,2012,0.01207
mng,2014,0.0859
moz,2002,0.99308
moz,2008,0.46889
mrt,2004,0.29946
mrt,2008,0.67584
mus,2006,0.00405
mus,2012,0.00485
mwi,2004,1.26654
mwi,2010,1.26881
mwi,2016,1.38977
mys,1993,0.03713
mys,1998,0.02224
mys,2004,0.01614
ner,2005,1.36538
ner,2007,1.57903
ner,2011,1.81698
nga,2003,2.23855
nga,2010,1.93143
nga,2012,2.71539
nic,1993,0.83473
nic,1998,1.08326
nic,2001,1.16491
nic,2009,0.62537
nic,2014,0.37287
nor,1996,0
nor,1997,0
nor,1998,0
npl,1995,1.86994
npl,2003,2.29176
npl,2010,0.99974
npl,2014,1.0349
pak,2001,1.5059
pak,2004,0.88195
pak,2007,0.467
pak,2010,0.33123
pak,2011,0.39756
pak,2013,0.38061
pak,2015,0.21944
pan,1997,0.50912
pan,2003,1.09966
pan,2007,0.00055
per,2000,0.982
per,2006,0.32011
per,2007,0.24497
per,2008,0.19583
per,2009,0.16456
per,2010,0.11427
per,2011,0.10238
per,2012,0.08116
per,2013,0.05689
per,2014,0.0432
per,2015,0.02943
per,2016,0.02548
per,2017,0.02621
per,2018,0.01143
phl,1997,0.17431
phl,2000,0.25977
phl,2003,0.27641
phl,2006,0.30194
phl,2009,0.21957
phl,2012,0.29783
phl,2015,0.23175
pol,1998,0.00271
pol,1999,0.00298
pol,2000,0.00363
pol,2001,0.00854
pol,2002,0.00263
pol,2003,0.00381
pol,2004,0.00242
pol,2005,0.00586
pol,2006,0.0013
pol,2007,0.00027
pol,2008,0.00013
pol,2009,0.00041
pol,2011,0.00018
pol,2012,0.00133
pol,2013,0.0002
pol,2014,0.00019
pol,2015,0
pol,2016,0
prt,1990,0.01305
prt,1994,0.01103
prt,2010,0
pry,2000,1.84672
pry,2014,1.3077
pse,2004,0.06435
pse,2005,0.01441
pse,2006,0.01163
pse,2007,0.05696
pse,2009,0.02351
pse,2010,0.00996
pse,2016,0.01319
rou,1998,0.06085
rou,1999,0.12984
rou,2000,0.16597
rou,2001,0.08408
rou,2002,0.10628
rou,2003,0.07912
rou,2004,0.04655
rou,2005,0.0364
rou,2006,0.03104
rou,2007,0
rou,2008,0
rou,2009,0
rou,2010,0
rou,2011,0
rou,2012,0
rou,2013,0
rou,2016,0
rus,1993,0.069
rus,1997,0.01434
rus,1998,0.01348
rus,1999,0.02954
rus,2000,0.01984
rus,2001,0.00472
rus,2002,0.00248
rus,2003,0.00438
rus,2004,0.00499
rus,2010,0.00029
rus,2011,0.0299
rus,2012,0.0093
rus,2013,0.00986
rus,2014,0.00144
rwa,2005,0.96153
rwa,2013,0.87819
rwa,2016,0.78274
sen,2001,1.31156
sen,2005,0.99058
sen,2011,1.23719
sle,2003,3.46812
sle,2011,15.55506
slv,2014,0.0125
srb,2003,0.03307
srb,2004,0.013
srb,2005,0.04526
srb,2006,0.01327
srb,2007,0.02681
srb,2008,0.02538
srb,2009,0.01313
srb,2010,0.00833
srb,2013,0.01388
srb,2015,0.00406
ssd,2009,1.69784
stp,2000,0.65276
sur,2016,0.00174
svk,2004,0.0049
svk,2005,0
svk,2006,0
svk,2007,0
svk,2008,0
svk,2009,0
svk,2010,0
svn,1999,0
svn,2007,0
svn,2012,0
swe,1996,0
swz,2009,2.23768
syr,2003,0.0528
syr,2007,0.02447
tcd,2003,2.03267
tgo,2006,2.71924
tha,1994,0.1677
tha,1996,0.09179
tha,1998,0.04918
tha,2002,0.01594
tha,2006,0.00683
tha,2009,0.00083
tha,2017,0.00015
tjk,1999,2.46578
tjk,2003,2.46919
tjk,2007,0.53035
tjk,2009,1.37902
tls,2001,0.80025
tls,2007,0.21855
tls,2011,0.00071
tto,2005,0.99474
tun,1995,0.67261
tun,2010,0.13301
tun,2015,0.0217
tur,2002,0.05541
tur,2003,0.05002
tur,2004,0.0486
tur,2005,0.05049
tur,2006,0.02973
tur,2007,0.03172
tur,2008,0.00905
tur,2009,0.01541
tur,2010,0.02397
tur,2011,0.00578
tur,2012,0.00237
tur,2013,0.01186
tur,2014,0.00828
tur,2015,0.01372
tur,2016,0.0034
tza,2000,0.79803
tza,2007,1.33331
tza,2011,0.94842
uga,1996,3.94496
uga,1999,3.34042
uga,2002,3.3852
uga,2009,3.67235
uga,2012,2.42399
uga,2016,2.86268
ukr,2002,0.11532
ukr,2003,0.04755
ukr,2004,0.03493
ukr,2005,0.01009
ukr,2006,0.00141
ukr,2007,0
ukr,2008,0
ukr,2009,0.00279
ukr,2010,0
ukr,2011,0.00027
ukr,2012,0
ukr,2013,0
ukr,2014,0
ury,1995,0.01364
ury,2005,0.01122
usa,1995,0.02428
usa,1996,0.02175
usa,1997,0.01496
usa,1998,0.0182
usa,2000,0.00161
usa,2001,0.00043
usa,2002,0
usa,2003,0
usa,2004,0
usa,2005,0.0007
usa,2006,0
usa,2007,0.00104
usa,2008,0.00106
usa,2009,0.00116
usa,2010,0.00007
usa,2011,0.00003
usa,2012,0.16197
usa,2013,0
uzb,2000,2.34248
uzb,2002,1.70987
uzb,2003,1.77974
vnm,1992,5.7124
vnm,1997,3.48953
vnm,1998,3.74557
vnm,2002,2.96738
vnm,2004,2.11518
vnm,2006,1.66258
vnm,2008,0.83344
vnm,2010,0.2654
vnm,2012,0.13425
vnm,2014,0.14508
vnm,2016,0.10237
yem,2005,3.10764
yem,2014,2.85518
zaf,1995,0.20747
zaf,2000,0.25001
zaf,2005,0.48114
zaf,2010,0.32833
zmb,2004,0.73976
zmb,2006,0.66424
zmb,2010,0.16112
zwe,2007,0.23686
