geo,time,se_prm_oenr_fe_zs
atg,2010,11.4511
atg,2011,9.10145
atg,2012,10.25794
atg,2014,6.78243
atg,2015,2.96463
atg,2017,3.15897
atg,2018,3.03152
aus,1971,6.58358
aus,1973,6.63162
aus,1974,6.78825
aus,1975,6.5793
aus,1976,6.34925
aus,1977,5.87861
aus,1978,5.46328
aus,1979,5.42974
aus,1980,5.23218
aus,1981,5.06977
aus,1982,5.15678
aus,1983,5.66609
aus,1984,6.05388
aus,1985,5.08284
aus,1986,5.05396
aus,1987,4.96856
aus,1988,4.90611
aus,1989,4.97984
aus,1990,5.06254
aus,1991,5.45485
aus,1992,5.59901
aus,1993,5.95755
aus,1994,6.1186
aus,1995,5.50968
aus,1996,5.41504
aus,1997,5.44651
aus,1998,5.42536
aus,1999,5.54128
aus,2000,5.61011
aus,2001,5.65754
aus,2002,5.89089
aus,2003,6.00074
aus,2004,6.17732
aus,2005,6.12882
aus,2006,6.23084
aus,2007,6.3037
aus,2008,6.04002
aus,2009,6.11654
aus,2010,6.6929
aus,2011,6.79625
aus,2012,6.70413
aus,2013,6.56372
aus,2014,6.48881
aus,2015,3.39993
aus,2016,3.36992
aus,2017,3.4053
aut,1989,9.77634
aut,1999,11.0712
aut,2000,10.98639
aut,2001,11.25703
aut,2002,11.68521
aut,2003,11.85547
aut,2004,11.85596
aut,2005,11.8139
aut,2006,12.13756
aut,2007,12.2265
aut,2008,11.77459
aut,2009,11.64426
aut,2010,11.28719
aut,2011,11.47706
aut,2012,11.16527
aut,2013,11.61151
aut,2014,11.66367
aut,2015,11.92393
aut,2016,12.05264
aut,2017,12.54866
aze,1998,4.48763
aze,1999,3.48625
aze,2000,8.60235
aze,2001,12.40667
aze,2002,12.45411
aze,2003,12.38364
aze,2004,12.27104
aze,2005,11.13318
aze,2006,10.54619
aze,2007,10.88647
aze,2008,9.42142
aze,2009,9.03397
aze,2010,8.30479
aze,2011,7.85347
aze,2012,7.36261
aze,2013,7.16506
aze,2014,7.31101
aze,2015,7.25877
aze,2016,7.80855
aze,2017,8.80756
aze,2018,7.48081
bdi,1970,0
bdi,1971,0
bdi,1972,0
bdi,1973,11.11178
bdi,1978,19.17053
bdi,1980,21.7574
bdi,1981,21.74991
bdi,1982,22.1272
bdi,1983,19.05278
bdi,1984,16.60782
bdi,1985,14.75794
bdi,1986,16.23677
bdi,1987,16.36736
bdi,1988,18.0594
bdi,1993,21.23207
bdi,2000,22.42113
bdi,2001,13.10988
bdi,2002,18.51541
bdi,2003,20.09742
bdi,2004,21.87933
bdi,2005,22.05644
bdi,2006,20.44401
bdi,2007,20.85878
bdi,2008,16.56643
bdi,2009,26.17403
bdi,2010,27.00367
bdi,2017,16.61448
bdi,2018,16.3948
bel,1977,7.49843
bel,1979,5.59313
bel,1980,4.6969
bel,1981,5.1731
bel,1982,4.71844
bel,1983,4.82154
bel,1984,4.55339
bel,1985,4.40049
bel,1986,3.84938
bel,1987,3.65506
bel,1988,3.57031
bel,1991,3.19678
bel,1992,3.23657
bel,1993,3.93717
bel,1994,3.9326
bel,1995,3.90748
bel,1996,3.71734
bel,1999,3.50274
bel,2000,3.48903
bel,2001,3.59085
bel,2002,3.66283
bel,2003,3.77995
bel,2004,4.01763
bel,2005,4.03815
bel,2006,4.01063
bel,2007,3.88087
bel,2008,3.92966
bel,2009,3.99735
bel,2010,4.02971
bel,2011,3.96809
bel,2012,3.92156
bel,2013,5.64324
bel,2014,5.01406
bel,2015,4.72357
bel,2016,4.66736
bel,2017,4.7308
ben,1984,19.58698
ben,1985,18.00579
ben,1986,18.66915
ben,1988,17.81798
ben,1989,16.54887
ben,1990,20.18529
ben,1992,17.71095
ben,1993,17.31379
ben,1994,15.98655
ben,1995,15.76438
ben,1996,14.8707
ben,1997,14.11297
ben,2006,10.43914
ben,2008,10.26397
ben,2009,9.04794
ben,2010,8.80866
ben,2011,8.79727
ben,2012,8.28351
ben,2013,8.47083
ben,2014,7.22118
ben,2017,8.67436
ben,2018,7.27722
bfa,1971,11.67737
bfa,1972,11.62599
bfa,1977,12.79317
bfa,1978,13.72536
bfa,1979,13.26385
bfa,1980,13.56123
bfa,1981,13.32177
bfa,1982,12.93393
bfa,1983,12.57509
bfa,1984,13.43894
bfa,1985,11.78082
bfa,1986,11.17701
bfa,1987,13.21986
bfa,1988,12.15376
bfa,1989,12.18452
bfa,1991,13.27433
bfa,1992,13.32028
bfa,1993,12.44482
bfa,1994,12.35511
bfa,1995,12.17615
bfa,1998,16.7722
bfa,1999,14.67052
bfa,2000,11.25125
bfa,2001,9.77441
bfa,2002,9.51855
bfa,2003,10.7439
bfa,2004,8.51648
bfa,2005,7.70434
bfa,2006,7.53745
bfa,2007,7.30836
bfa,2008,7.60539
bfa,2009,9.39711
bfa,2010,21.83566
bfa,2011,20.0043
bfa,2012,20.40985
bfa,2013,21.10384
bfa,2014,21.58082
bfa,2015,20.58503
bfa,2016,15.57105
bfa,2017,16.2225
bfa,2018,16.07574
bgd,1983,5.20219
bgd,2005,3.45219
bgd,2006,3.4522
bgd,2008,6.72824
bgd,2009,7.28087
bgd,2010,7.28088
bgr,1996,4.57185
bgr,1997,4.21454
bgr,1998,4.85111
bgr,1999,4.60365
bgr,2000,4.96117
bgr,2001,5.60466
bgr,2002,5.93899
bgr,2003,5.96958
bgr,2004,5.90333
bgr,2005,6.01298
bgr,2006,5.57759
bgr,2007,4.24359
bgr,2008,3.41888
bgr,2009,2.77966
bgr,2010,2.10139
bgr,2011,1.94373
bgr,2012,2.0009
bgr,2013,1.70687
bgr,2014,1.54083
bgr,2015,1.47147
bgr,2016,1.4255
bgr,2017,1.18092
bhr,1971,24.52645
bhr,1972,23.77527
bhr,1973,23.87004
bhr,1974,24.65342
bhr,1975,23.30351
bhr,1976,24.29864
bhr,1977,24.27083
bhr,1978,24.84672
bhr,1979,24.56754
bhr,1980,22.15319
bhr,1981,21.39133
bhr,1982,21.34187
bhr,1983,20.46781
bhr,1984,16.93605
bhr,1985,15.40419
bhr,1986,13.51975
bhr,1987,13.02785
bhr,1988,11.99826
bhr,1989,11.08741
bhr,1991,8.19627
bhr,1992,7.77162
bhr,1993,6.67636
bhr,1994,6.10482
bhr,1995,5.48158
bhr,1996,4.83029
bhr,1997,4.66375
bhr,1998,4.50961
bhr,1999,4.21789
bhr,2000,4.40743
bhr,2001,4.59373
bhr,2002,4.33009
bhr,2003,3.96994
bhr,2004,4.0001
bhr,2005,3.9378
bhr,2006,5.24861
bhr,2011,2.68782
bhr,2012,2.44425
bhr,2013,3.44124
bhr,2014,3.19892
bhr,2015,2.58216
bhr,2016,3.25012
bhr,2017,3.08387
bhr,2018,2.9395
bhs,1992,6.27427
bhs,1993,6.80712
bhs,1999,5.57007
bhs,2004,8.20042
bhs,2005,8.43692
bhs,2006,8.28137
bhs,2007,9.85227
bhs,2008,10.12441
bhs,2009,9.05428
bhs,2010,8.20763
bhs,2011,8.12548
bhs,2012,9.29123
bhs,2013,7.84025
bhs,2014,7.84725
bhs,2015,6.18467
bhs,2016,6.36541
bhs,2018,7.15263
bih,2009,19.83917
bih,2010,2.6963
bih,2011,2.14835
bih,2012,2.05359
bih,2013,2.15537
bih,2014,2.43528
bih,2015,3.41997
bih,2016,3.19316
bih,2017,3.49365
bih,2018,3.59483
blr,1995,10.35948
blr,2008,4.22047
blr,2009,4.78626
blr,2010,5.01722
blr,2011,5.07249
blr,2012,5.14643
blr,2013,4.25026
blr,2014,5.2803
blr,2015,4.44611
blr,2016,4.97393
blr,2017,5.26157
blr,2018,5.55732
blz,1999,12.88756
blz,2000,12.90949
blz,2001,12.90573
blz,2003,11.79766
blz,2004,11.33697
blz,2005,11.17691
blz,2006,10.89552
blz,2007,11.09626
blz,2008,10.31372
blz,2009,9.79711
blz,2010,9.09552
blz,2011,8.98076
blz,2012,9.0655
blz,2013,8.35956
blz,2014,7.46764
blz,2015,7.59175
blz,2016,7.25147
blz,2017,7.23337
blz,2018,7.2133
bmu,1978,1.04729
bmu,1984,3.43084
bmu,1985,2.45171
bmu,2005,0.04167
bmu,2011,0.42553
bmu,2012,0.44204
bol,1998,11.70461
bol,1999,12.27598
bol,2000,13.61975
bol,2001,13.25066
bol,2002,13.12906
bol,2003,12.17221
bol,2004,11.66199
bol,2005,11.26422
bol,2006,11.35268
bol,2007,11.93293
bol,2008,13.64326
bol,2009,7.78259
bol,2010,9.18854
bol,2011,8.56327
bol,2012,10.8916
bol,2013,10.1348
bol,2014,9.29164
bol,2015,8.43651
bol,2016,7.48838
bol,2017,6.39808
bol,2018,5.0189
bra,2004,24.65595
bra,2005,20.56398
bra,2007,20.05731
bra,2008,17.39508
bra,2009,17.25111
bra,2010,17.5528
bra,2011,17.89656
bra,2012,17.63904
bra,2013,14.53626
bra,2014,13.82354
bra,2015,12.86194
bra,2016,12.21149
bra,2017,12.63972
brb,1971,15.2956
brb,1972,13.24593
brb,1981,1.88424
brb,1983,1.77535
brb,1989,1.72591
brb,1999,3.83347
brb,2000,3.94385
brb,2001,3.84034
brb,2002,4.31611
brb,2003,4.20652
brb,2004,3.96593
brb,2005,5.57129
brb,2006,5.14719
brb,2007,4.21573
brb,2008,3.87465
brb,2009,5.83117
brb,2010,4.39077
brb,2011,4.3653
brb,2014,1.76846
brb,2015,1.42254
brb,2016,1.18099
brb,2017,1.27997
brb,2018,1.39202
brn,1977,20.60684
brn,1978,20.29715
brn,1979,23.72116
brn,1980,22.12371
brn,1981,25.12071
brn,1982,25.0033
brn,1983,23.99489
brn,1984,24.67208
brn,1986,26.28299
brn,1991,13.53441
brn,1992,12.89054
brn,1993,11.09177
brn,1994,11.38012
brn,2005,3.47723
brn,2006,3.16197
brn,2007,3.6182
brn,2008,2.51273
brn,2009,2.06598
brn,2010,2.28986
brn,2011,1.84669
brn,2012,2.24295
brn,2013,1.53124
brn,2014,3.47761
brn,2015,4.39022
brn,2016,3.77474
brn,2017,4.07365
brn,2018,3.76611
btn,1978,18.39926
btn,1979,19.30303
btn,1998,22.77399
btn,1999,23.67498
btn,2000,23.04204
btn,2001,22.31463
btn,2005,21.48001
btn,2006,20.63099
btn,2008,19.35883
btn,2009,18.19643
btn,2010,17.84631
btn,2011,18.23811
btn,2012,17.82861
btn,2013,14.40978
btn,2015,14.09376
btn,2016,13.61865
btn,2017,12.76504
btn,2018,11.08261
bwa,1970,20.10079
bwa,1971,18.83823
bwa,1972,16.20618
bwa,1973,23.70557
bwa,1974,21.15945
bwa,1975,18.38027
bwa,1976,15.94249
bwa,1977,15.23098
bwa,1978,16.14246
bwa,1979,17.28958
bwa,1980,16.71127
bwa,1981,8.11797
bwa,1982,0
bwa,1983,10.15369
bwa,1984,11.50884
bwa,1985,11.79929
bwa,1986,12.17852
bwa,1987,12.92264
bwa,1988,13.26125
bwa,1989,14.04085
bwa,1990,13.69114
bwa,1991,13.95022
bwa,1992,13.10331
bwa,1993,12.61375
bwa,1994,12.52918
bwa,1995,23.20391
bwa,1996,23.27889
bwa,1998,21.69102
bwa,1999,21.1168
bwa,2000,20.34875
bwa,2001,19.90411
bwa,2002,19.81185
bwa,2003,19.52412
bwa,2004,19.4809
bwa,2005,18.85105
bwa,2006,18.36749
bwa,2007,18.08481
bwa,2008,18.03403
bwa,2009,17.79278
bwa,2012,12.65113
bwa,2013,12.92683
bwa,2014,11.51188
caf,1971,17.57617
caf,1972,13.70518
caf,1973,14.2675
caf,1977,25.60176
caf,1978,25.47392
caf,1981,18.58226
caf,1982,18.40563
caf,1983,17.58973
caf,1986,17.38642
caf,1987,19.91983
caf,1988,23.34749
caf,1989,22.56055
caf,1990,15.5489
caf,1991,16.14644
caf,2005,21.80131
caf,2006,21.39159
caf,2007,19.98271
caf,2008,18.65041
caf,2009,20.07035
caf,2010,19.60532
caf,2011,19.4693
caf,2012,18.88443
can,1982,3.70889
can,1983,3.31352
can,1984,3.24673
can,1985,3.12561
can,1986,3.04782
can,1987,2.98399
can,1988,2.98402
can,1989,2.98419
can,1990,2.98338
can,1991,1.79146
can,1992,1.82982
can,1993,2.59381
can,1994,2.53778
can,1995,2.40173
can,1996,2.40172
can,1998,0.65307
can,1999,0
can,2000,0
can,2013,0
can,2014,0
can,2015,0
can,2016,0
can,2017,0
che,1977,4.70049
che,1978,4.85599
che,1981,2.26575
che,1982,2.31958
che,1983,2.27245
che,1984,2.22364
che,1985,2.20428
che,1986,2.04453
che,1987,1.91081
che,1988,1.86395
che,1989,1.75667
che,1990,1.81818
che,1991,1.75013
che,1992,1.7455
che,1993,1.65017
che,1994,1.70451
che,1995,1.56135
che,1996,1.60387
che,1999,1.90149
che,2000,1.845
che,2001,1.78293
che,2002,1.86012
che,2003,1.90627
che,2004,1.93247
che,2005,1.93872
che,2006,1.87679
che,2007,1.72988
che,2008,1.70107
che,2009,1.65073
che,2010,1.66686
che,2011,1.52978
che,2012,1.37928
che,2013,1.27258
che,2014,1.19919
che,2015,1.24592
che,2016,1.16155
che,2017,1.12342
chl,2007,5.06629
chl,2008,4.86342
chl,2009,4.90277
chl,2010,6.33932
chl,2011,6.60553
chl,2012,6.71173
chl,2013,6.11038
chl,2014,5.92078
chl,2015,5.69689
chl,2016,5.40204
chl,2017,5.15514
chn,1987,20.82515
chn,1989,19.0824
chn,1990,18.0592
chn,1991,16.98518
chn,1992,16.6226
chn,1993,15.08302
chn,1994,14.1598
chn,1995,13.75899
chn,1996,12.36985
chn,1997,11.07669
civ,1977,22.27997
civ,1996,16.31069
civ,1997,15.08728
civ,1999,15.27849
civ,2000,7.26048
civ,2001,4.43825
civ,2002,4.43831
civ,2003,8.09407
civ,2009,17.71214
civ,2013,13.86515
civ,2014,12.54243
civ,2016,9.89105
civ,2017,9.87041
civ,2018,8.28623
cmr,1971,22.98899
cmr,1972,23.60078
cmr,1973,22.16983
cmr,1974,31.3218
cmr,1975,22.69817
cmr,1976,22.32981
cmr,1977,22.06371
cmr,1978,21.52884
cmr,1979,21.64587
cmr,1980,21.65218
cmr,1988,23.15743
cmr,1990,21.63039
cmr,1991,21.63034
cmr,2011,10.88737
cmr,2012,10.88737
cmr,2014,9.45722
cmr,2015,9.34161
cmr,2016,13.34669
cmr,2017,11.19512
cod,1971,22.54966
cod,1972,25.82518
cod,1975,21.31579
cod,1979,20.60068
cod,1983,20.62985
cod,1984,20.62978
cod,1988,19.56895
cod,1991,19.65698
cod,1992,19.61799
cod,1993,22.58598
cod,1994,17.42544
cod,1995,14.8552
cod,1999,26.57884
cog,1972,25.03969
cog,1974,22.1759
cog,1976,22.27559
cog,1978,20.50275
cog,1979,20.22599
cog,1980,30.55934
cog,1981,30.8532
cog,1982,30.87956
cog,1983,30.86838
cog,1984,30.84341
cog,2005,39.10092
cog,2006,47.12717
cog,2010,12.70785
cog,2012,14.54641
col,1986,35.78771
col,1999,18.95084
col,2000,18.93142
col,2001,18.30472
col,2002,18.35336
col,2004,17.98771
col,2005,17.98773
col,2006,19.38152
col,2007,20.51559
col,2008,22.01215
col,2009,22.58575
col,2010,20.19642
col,2011,17.81616
col,2012,17.40093
col,2013,17.622
col,2014,15.3328
col,2015,14.65349
col,2016,14.87171
col,2017,13.39995
col,2018,13.41092
com,1987,24.34513
com,1994,28.15369
com,1999,33.23033
com,2000,33.22951
com,2007,20.01441
com,2017,15.90399
com,2018,17.86634
cpv,1981,18.14544
cpv,1982,19.05614
cpv,1983,17.31918
cpv,1984,16.20675
cpv,1985,14.38211
cpv,1986,14.59913
cpv,1987,14.85737
cpv,1988,11.6152
cpv,1990,11.54702
cpv,1994,8.78808
cpv,1998,15.47563
cpv,2000,15.62952
cpv,2001,16.04549
cpv,2002,16.69624
cpv,2003,15.57879
cpv,2004,15.19149
cpv,2005,14.84515
cpv,2006,15.28894
cpv,2007,14.18443
cpv,2008,13.95589
cpv,2009,12.90451
cpv,2010,11.80765
cpv,2011,11.47472
cpv,2012,9.89411
cpv,2013,9.08614
cpv,2014,8.39866
cpv,2015,7.16081
cpv,2016,6.73957
cpv,2018,7.86821
cri,1970,18.82183
cri,1972,16.52712
cri,1973,16.52706
cri,1975,13.01303
cri,1976,12.35114
cri,1978,13.36364
cri,1979,14.14771
cri,1980,13.44014
cri,1981,13.12496
cri,1982,12.48059
cri,1985,12.53294
cri,1986,12.48466
cri,1987,12.38394
cri,1989,13.05517
cri,1990,13.33295
cri,1991,13.97276
cri,2011,11.13569
cri,2012,11.75713
cri,2013,11.91941
cri,2014,12.811
cri,2015,12.08849
cri,2016,12.32542
cri,2017,9.55966
cri,2018,14.07768
cub,1972,18.17955
cub,1973,18.22628
cub,1974,17.98791
cub,1979,10.89225
cub,1980,8.30592
cub,1981,6.68722
cub,1982,5.80732
cub,1983,6.25013
cub,1984,6.91888
cub,1985,6.97097
cub,1986,6.37888
cub,1987,5.42162
cub,1988,5.12708
cub,1989,4.4246
cub,1990,3.78329
cub,1991,2.9854
cub,1992,2.33603
cub,1993,2.25893
cub,1994,1.57453
cub,1995,1.5886
cub,1996,2.7575
cub,1997,3.03368
cub,1998,3.30463
cub,1999,3.09691
cub,2000,3.09132
cub,2001,3.0486
cub,2002,2.9601
cub,2003,2.88178
cub,2004,2.77787
cub,2005,3.04671
cub,2006,2.84922
cub,2007,2.19075
cub,2008,2.1223
cub,2009,1.95794
cub,2010,1.91535
cub,2011,1.90524
cub,2012,2.04478
cub,2013,0.69136
cub,2014,2.12721
cub,2015,2.28194
cub,2016,2.2241
cub,2017,1.92576
cub,2018,1.68121
cym,1999,1.91672
cym,2000,1.68998
cym,2001,0.86207
cym,2002,4.9236
cym,2004,1.41018
cym,2005,3.3801
cym,2006,2.34516
cym,2007,4.92445
cym,2008,4.08277
cym,2011,2.14464
cym,2012,1.43707
cym,2013,1.73204
cym,2018,1.25
cyp,1971,5.34477
cyp,1972,5.15089
cyp,1973,4.51451
cyp,1974,3.26358
cyp,1975,2.66183
cyp,1976,1.67957
cyp,1977,1.70772
cyp,1978,1.39602
cyp,1979,1.0074
cyp,1980,0.70624
cyp,1981,0.62214
cyp,1982,0.41681
cyp,1983,0.34285
cyp,1999,1.43114
cyp,2000,0.78019
cyp,2001,1.01641
cyp,2002,1.36531
cyp,2003,1.22649
cyp,2004,1.01349
cyp,2005,1.23125
cyp,2006,1.59046
cyp,2007,1.42074
cyp,2008,1.45535
cyp,2009,1.99513
cyp,2010,1.65634
cyp,2011,1.75918
cyp,2012,1.84307
cyp,2013,2.05044
cyp,2014,1.89103
cyp,2015,1.47941
cyp,2016,1.49147
cyp,2017,1.34714
cze,1999,12.50386
cze,2007,12.02645
cze,2008,12.05355
cze,2009,10.69996
cze,2010,10.67537
cze,2011,10.4711
cze,2012,9.6907
cze,2013,9.55851
cze,2014,9.30709
cze,2015,8.92804
cze,2016,8.98592
cze,2017,9.08622
deu,2001,17.33323
deu,2002,16.33651
deu,2003,15.69226
deu,2004,15.09087
deu,2005,14.58509
deu,2006,14.24988
deu,2007,14.2843
deu,2008,14.07769
deu,2009,13.84554
deu,2010,12.80193
deu,2011,12.67761
deu,2012,12.21534
deu,2013,11.7432
deu,2014,11.55221
deu,2015,11.24342
deu,2016,11.00283
deu,2017,10.88239
dji,1985,20.37174
dji,1986,20.19572
dji,1987,20.3543
dji,1988,19.70242
dji,1989,17.84312
dji,1990,16.16361
dji,1992,15.05005
dji,1993,14.95447
dji,1994,15.75294
dji,1995,14.96073
dji,1996,14.61193
dji,1997,16.05231
dji,1999,16.21519
dji,2000,14.83008
dji,2001,17.10372
dji,2002,17.66562
dji,2004,16.70107
dji,2005,11.94314
dji,2006,13.31741
dji,2007,13.24828
dji,2008,16.98437
dji,2009,16.98578
dji,2011,12.14976
dji,2014,13.1635
dji,2015,13.23887
dji,2016,15.55129
dji,2017,13.69577
dji,2018,11.87158
dji,2019,11.08948
dma,1975,13.08808
dma,1976,13.70227
dma,1977,14.77679
dma,1979,15.43005
dma,1980,16.66449
dma,1981,15.99304
dma,1982,16.37011
dma,1999,5.72558
dma,2000,3.56892
dma,2001,3.25969
dma,2002,2.40758
dma,2003,2.51336
dma,2004,2.0746
dma,2005,1.91471
dma,2006,1.36039
dma,2007,2.31559
dma,2008,1.4475
dma,2009,2.19178
dma,2011,2.75206
dma,2012,3.6382
dma,2014,3.14482
dma,2015,3.92799
dma,2016,4.56982
dnk,1993,0.98178
dnk,1994,0.97286
dnk,1995,1.11667
dnk,1996,1.20538
dnk,1998,1.2771
dnk,1999,1.22042
dnk,2000,1.20417
dnk,2001,0
dnk,2002,0
dnk,2004,1.78486
dnk,2005,1.91195
dnk,2006,2.06318
dnk,2007,2.17717
dnk,2008,2.30772
dnk,2009,2.22613
dnk,2010,2.3247
dnk,2011,2.03203
dnk,2012,2.06297
dnk,2013,1.92894
dnk,2014,1.94591
dnk,2015,1.84585
dnk,2016,1.78168
dnk,2017,1.6115
dom,1999,21.08663
dom,2000,22.1402
dom,2002,23.65313
dom,2003,23.65322
dom,2004,18.7545
dom,2005,17.92817
dom,2006,14.49717
dom,2007,16.07349
dom,2008,17.31114
dom,2009,9.30229
dom,2010,11.40662
dom,2011,11.49035
dom,2012,11.26391
dom,2013,12.11249
dom,2014,12.16512
dom,2015,11.13743
dom,2016,10.43599
dom,2017,9.3649
dom,2018,8.26809
dza,1973,15.35597
dza,1974,14.501
dza,1975,13.49133
dza,1976,13.94264
dza,1977,13.90413
dza,1978,13.16005
dza,1979,13.0254
dza,1980,11.85801
dza,1981,10.90016
dza,1982,10.21594
dza,1983,9.51027
dza,1984,8.12563
dza,1985,7.24533
dza,1986,4.88973
dza,1987,4.7266
dza,1988,4.80781
dza,1989,4.53159
dza,1990,4.62996
dza,1991,4.24614
dza,1992,4.55969
dza,1993,4.87154
dza,1994,5.2935
dza,1995,5.33824
dza,1996,6.71432
dza,1997,7.8885
dza,1999,8.90168
dza,2000,10.10718
dza,2001,9.91166
dza,2002,9.57015
dza,2003,9.53101
dza,2004,9.65074
dza,2005,9.7661
dza,2006,10.23881
dza,2007,9.28394
dza,2008,7.9319
dza,2009,8.76192
dza,2010,8.83256
dza,2011,7.22319
dza,2012,6.44664
dza,2013,6.22759
dza,2014,5.45982
dza,2015,5.06452
dza,2016,4.98719
dza,2017,4.98632
dza,2018,4.71239
ecu,1971,15.86963
ecu,1973,17.2516
ecu,1974,18.99417
ecu,1975,19.09721
ecu,1976,19.87464
ecu,1977,19.20989
ecu,1978,18.65298
ecu,1979,19.64226
ecu,1980,19.63683
ecu,1994,13.34384
ecu,1995,12.62846
ecu,1996,11.6475
ecu,1997,11.75607
ecu,1998,11.42585
ecu,1999,11.42587
ecu,2000,11.11188
ecu,2001,10.46872
ecu,2002,9.84097
ecu,2003,9.68269
ecu,2005,9.43089
ecu,2006,9.00378
ecu,2007,8.76671
ecu,2008,8.88898
ecu,2009,6.00256
ecu,2010,5.42341
ecu,2011,5.57623
ecu,2012,5.88271
ecu,2013,5.68755
ecu,2014,6.09429
ecu,2015,4.39667
ecu,2016,3.74422
ecu,2017,2.90409
ecu,2018,2.71555
egy,1971,4.5879
egy,1972,5.57344
egy,1973,6.38186
egy,1994,4.93559
egy,1997,6.07574
egy,1999,5.95669
egy,2000,5.55643
egy,2001,5.1879
egy,2002,5.18676
egy,2003,4.74793
egy,2004,4.05037
egy,2012,3.31061
egy,2014,2.93791
egy,2016,2.44532
egy,2017,2.24235
egy,2018,2.12432
eri,1992,33.65645
eri,1994,40.5042
eri,1995,41.42246
eri,1996,40.89641
eri,1997,39.69231
eri,1999,33.2483
eri,2000,29.85445
eri,2001,25.8612
eri,2002,23.62568
eri,2003,23.16351
eri,2004,21.75645
eri,2005,19.78011
eri,2006,17.86996
eri,2007,16.56706
eri,2008,16.63092
eri,2009,15.76605
eri,2010,13.83476
eri,2011,11.39887
eri,2012,9.64022
eri,2013,35.43899
eri,2014,18.27725
eri,2015,19.03948
eri,2017,21.90422
eri,2018,22.21948
esp,1973,12.48898
esp,1975,9.3272
esp,1976,7.55783
esp,1977,7.23803
esp,1978,6.24458
esp,1979,5.89323
esp,1980,5.87991
esp,1981,5.84756
esp,1983,5.3628
esp,1984,5.14813
esp,1985,4.77089
esp,1986,4.55607
esp,1987,4.3864
esp,1988,4.94815
esp,1989,4.18187
esp,1990,4.29332
esp,1991,4.22526
esp,1992,3.97493
esp,1993,4.43392
esp,1994,4.02704
esp,1995,3.43715
esp,1996,3.28837
esp,1997,2.54983
esp,1999,1.98061
esp,2000,2.04252
esp,2001,2.04534
esp,2002,2.19138
esp,2003,2.35385
esp,2004,2.42597
esp,2005,2.62609
esp,2006,2.57263
esp,2007,2.5504
esp,2008,2.56458
esp,2009,2.54597
esp,2010,2.63918
esp,2011,2.44857
esp,2012,2.45179
esp,2013,6.03419
esp,2014,5.80565
esp,2015,5.6919
esp,2016,5.62332
esp,2017,5.6886
est,1995,1.35055
est,1996,1.60295
est,1998,1.87095
est,1999,2.03631
est,2000,2.38212
est,2001,2.41151
est,2002,2.63513
est,2003,2.54613
est,2004,2.42171
est,2005,2.10742
est,2006,1.47813
est,2007,1.17676
est,2008,0.91973
est,2009,0.74719
est,2010,0.7184
est,2011,0.58908
est,2012,0.52075
est,2013,0.54166
est,2014,3.08123
est,2015,2.86157
