geo,time,se_prm_oenr_fe_zs
mar,1995,5.91242
mar,1996,5.89292
mar,1997,6.23982
mar,1998,16.07668
mar,1999,15.42872
mar,2000,14.9791
mar,2001,14.77633
mar,2002,14.94844
mar,2003,16.04841
mar,2004,16.44508
mar,2005,15.64982
mar,2006,14.16374
mar,2007,12.8577
mar,2008,11.91
mar,2009,11.79891
mar,2010,11.18113
mar,2011,11.07853
mar,2012,11.93985
mar,2013,10.812
mar,2014,10.34346
mar,2016,12.10679
mar,2017,11.6756
mar,2018,10.84188
mco,2009,3.78198
mco,2012,0
mco,2016,1.49551
mco,2017,4.5045
mco,2018,2.02429
mco,2019,1.82556
mda,2000,3.62603
mda,2001,3.61749
mda,2002,3.61588
mda,2003,3.54855
mda,2004,3.80418
mda,2005,4.18151
mda,2006,5.96736
mda,2007,3.90938
mda,2008,3.31032
mda,2009,2.95916
mda,2010,2.70803
mda,2011,2.27412
mda,2012,2.17915
mda,2013,2.03975
mda,2014,1.7153
mda,2015,1.59627
mda,2016,1.52124
mda,2017,1.48625
mda,2018,1.11681
mdg,1972,19.99362
mdg,1989,30.94072
mdg,1990,29.79647
mdg,1995,28.12684
mdg,1996,27.76977
mdg,1999,28.51943
mdg,2000,31.49355
mdg,2001,30.86774
mdg,2002,30.61892
mdg,2003,30.37393
mdg,2018,23.86822
mdv,1997,20.04463
mdv,1999,24.96478
mdv,2000,23.79208
mdv,2001,21.89972
mdv,2002,20.0878
mdv,2004,16.91645
mdv,2005,13.2143
mdv,2006,10.84084
mdv,2007,9.03572
mdv,2008,9.68114
mdv,2009,2.73896
mdv,2010,6.49454
mdv,2011,6.40742
mdv,2012,5.58381
mdv,2013,4.16217
mdv,2014,2.97563
mdv,2015,2.36205
mdv,2016,2.11764
mdv,2017,1.49247
mex,1971,20.09642
mex,1997,8.69947
mex,1998,7.908
mex,1999,7.23481
mex,2000,6.68796
mex,2001,6.36932
mex,2002,6.02275
mex,2003,6.05931
mex,2004,5.89727
mex,2005,5.83757
mex,2006,5.53212
mex,2007,5.32916
mex,2008,4.84978
mex,2009,4.38919
mex,2010,3.89659
mex,2011,3.55353
mex,2012,3.37202
mex,2013,3.37848
mex,2014,3.14516
mex,2015,2.71629
mex,2016,2.29652
mex,2017,1.88066
mhl,2002,15.17359
mhl,2011,0
mhl,2015,7.52634
mhl,2016,7.99175
mkd,1998,1.62645
mkd,1999,1.63503
mkd,2000,1.38986
mkd,2001,1.30561
mkd,2002,1.30879
mkd,2003,1.01768
mkd,2004,1.28004
mkd,2005,1.13728
mkd,2006,0.99202
mkd,2007,1.00659
mkd,2008,0.80406
mkd,2009,0.95343
mkd,2010,0.6679
mkd,2012,1.1104
mkd,2013,1.01648
mkd,2014,1.03993
mkd,2015,0.75525
mkd,2017,1.39993
mli,1971,22.01547
mli,1999,13.11802
mli,2003,10.74875
mli,2004,12.91278
mli,2005,12.19154
mli,2006,9.34034
mli,2007,10.08132
mli,2009,7.42665
mli,2010,6.54371
mli,2011,6.54371
mli,2012,7.00392
mli,2014,7.7487
mli,2015,12.18449
mli,2016,10.93796
mli,2017,7.22034
mli,2018,6.93505
mlt,1971,20.205
mlt,1972,19.73524
mlt,1973,17.32425
mlt,1974,15.3851
mlt,1975,12.48142
mlt,1976,10.70169
mlt,1977,13.37183
mlt,1978,12.72013
mlt,1979,13.08084
mlt,1980,12.95554
mlt,1981,13.08956
mlt,1982,10.23939
mlt,1983,9.87856
mlt,1984,9.45074
mlt,1985,6.07662
mlt,1986,7.49942
mlt,1987,8.26062
mlt,1988,8.31992
mlt,1989,8.69418
mlt,1990,8.38263
mlt,1991,8.78134
mlt,1992,6.59745
mlt,1993,6.87985
mlt,1994,8.00914
mlt,1995,6.44911
mlt,1996,5.93543
mlt,1997,5.88338
mlt,2011,0.66074
mlt,2012,0.62729
mlt,2013,0.58982
mlt,2014,0.86668
mlt,2015,0.79874
mlt,2016,0.79733
mlt,2017,0.68333
mmr,1971,26.08699
mmr,1973,17.99326
mmr,1974,27.03686
mmr,1978,21.26215
mmr,2000,8.39849
mmr,2001,6.4764
mmr,2002,8.59333
mmr,2003,8.41705
mmr,2004,9.96496
mmr,2005,9.5558
mmr,2006,9.50907
mmr,2008,9.32394
mmr,2009,9.3392
mmr,2010,9.41559
mmr,2017,10.09001
mmr,2018,8.49036
mne,2003,1.21979
mne,2005,0.51442
mne,2006,1.10008
mne,2007,1.8706
mne,2008,0.77068
mne,2011,0.7256
mne,2012,0.91322
mne,2015,1.07839
mne,2016,1.81706
mne,2017,1.76219
mne,2018,1.86645
mng,1995,2.89925
mng,1996,5.47544
mng,1997,4.81134
mng,1998,4.7447
mng,1999,4.30258
mng,2000,3.98444
mng,2001,4.60648
mng,2002,5.11351
mng,2003,12.62733
mng,2004,7.08264
mng,2005,5.81603
mng,2006,4.35943
mng,2007,4.34904
mng,2008,3.4611
mng,2009,11.74974
mng,2010,17.51897
mng,2011,16.32037
mng,2012,14.80567
mng,2013,10.96709
mng,2014,4.6761
mng,2015,2.59479
mng,2016,2.46095
mng,2017,1.95606
mng,2018,1.46524
moz,1973,19.69947
moz,1979,49.43336
moz,1981,51.51169
moz,1982,58.70193
moz,1983,37.16233
moz,1985,36.91149
moz,1986,37.84084
moz,1987,29.26324
moz,1989,27.98085
moz,1991,26.6472
moz,1992,27.17801
moz,1993,26.40644
moz,1994,26.56316
moz,1995,26.91828
moz,1998,22.18094
moz,1999,21.78717
moz,2000,21.99409
moz,2001,21.90786
moz,2002,29.16666
moz,2004,22.00782
moz,2005,21.40035
moz,2006,19.97628
moz,2007,19.60648
moz,2008,19.4733
moz,2009,18.68763
moz,2010,18.17019
moz,2011,17.15767
moz,2012,16.00625
moz,2013,15.85675
moz,2014,14.79656
moz,2015,14.1784
moz,2016,14.79482
moz,2017,14.85847
moz,2018,14.70007
mrt,1994,29.54222
mrt,1995,24.258
mrt,1996,23.10997
mrt,1998,25.16662
mrt,1999,26.70128
mrt,2000,26.70097
mrt,2001,22.22862
mrt,2002,22.09311
mrt,2003,19.93121
mrt,2004,19.14399
mrt,2005,20.73389
mrt,2006,18.33366
mrt,2007,19.9088
mrt,2008,19.90844
mrt,2009,25.54026
mrt,2010,26.75634
mrt,2011,25.47707
mrt,2013,24.00189
mrt,2014,22.974
mrt,2016,18.82834
mrt,2017,19.92533
mrt,2018,21.30637
mus,1972,20.04671
mus,1973,20.89627
mus,1974,21.86484
mus,1975,22.97079
mus,1976,22.28953
mus,1977,18.00708
mus,1978,18.25737
mus,1979,16.23674
mus,1980,13.76898
mus,1982,12.43482
mus,1983,8.85281
mus,1984,8.03491
mus,1985,7.81699
mus,1986,13.10911
mus,1987,11.24842
mus,1988,9.44539
mus,1989,9.4075
mus,1990,12.96662
mus,1991,16.22152
mus,1993,11.70323
mus,1998,7.14895
mus,1999,7.72183
mus,2000,8.22385
mus,2001,7.85367
mus,2002,6.31317
mus,2003,6.01638
mus,2004,6.70503
mus,2005,6.33209
mus,2006,5.8392
mus,2007,5.25661
mus,2008,5.65242
mus,2009,5.44037
mus,2010,5.2597
mus,2011,5.19315
mus,2012,8.44934
mus,2013,5.45589
mus,2014,5.31155
mus,2015,5.24704
mus,2016,5.07612
mus,2017,4.11795
mus,2018,2.74175
mwi,1999,25.56194
mwi,2002,21.63967
mwi,2004,20.58159
mwi,2005,19.17555
mwi,2006,19.9454
mwi,2007,23.47921
mwi,2008,22.87567
mwi,2009,22.46581
mwi,2013,18.40062
mwi,2014,19.05169
mwi,2015,18.45819
mwi,2016,18.73081
mwi,2017,19.16133
mwi,2018,20.13806
mys,1970,0.52071
mys,1998,0.16197
mys,1999,0.02289
mys,2000,0.20247
mys,2001,0.20446
mys,2002,0.00512
mys,2003,0
mys,2004,0
mys,2005,0.29757
mys,2006,0.35035
mys,2007,0.11136
mys,2008,0.25269
mys,2009,0.33941
mys,2010,0.15227
mys,2011,0.25449
mys,2012,0.2977
mys,2013,0.32116
mys,2014,0.34586
mys,2015,0.08674
mys,2016,0.19883
mys,2017,0.19577
nam,1970,0
nam,1971,0
nam,1972,0
nam,1973,0
nam,1974,0
nam,1975,0
nam,1976,0
nam,1977,0
nam,1978,0
nam,1979,0
nam,1980,0
nam,1981,0
nam,1982,0
nam,1983,0
nam,1984,0
nam,1985,0
nam,1986,0
nam,1987,0
nam,1988,0
nam,1989,24.86145
nam,1990,24.86102
nam,1991,0
nam,1992,26.02464
nam,1993,0
nam,1994,0
nam,1995,0
nam,1996,0
nam,1997,0
nam,1998,20.23909
nam,1999,18.32341
nam,2000,16.22315
nam,2001,15.29505
nam,2002,14.02769
nam,2003,13.82779
nam,2004,14.51943
nam,2005,14.24818
nam,2006,15.09929
nam,2007,15.20998
nam,2008,15.77762
nam,2009,15.59661
nam,2010,15.40274
nam,2012,14.57652
nam,2013,14.38078
nam,2017,12.8325
nam,2018,12.99739
ner,1973,9.34325
ner,1974,10.22342
ner,1986,7.05354
ner,1989,9.31976
ner,1990,10.38213
ner,1991,11.40171
ner,1992,17.31883
ner,1997,11.23035
ner,1998,10.87416
ner,1999,9.56595
ner,2000,13.3512
ner,2001,8.9022
ner,2002,7.66048
ner,2003,5.93762
ner,2004,5.15746
ner,2005,7.93311
ner,2006,8.95279
ner,2007,10.65002
ner,2008,8.28358
ner,2009,6.69806
ner,2010,6.02902
ner,2011,5.09347
ner,2012,5.73254
ner,2013,6.57832
ner,2014,7.97534
ner,2015,8.1049
ner,2016,7.91031
ner,2017,7.75514
nga,1999,29.51
nga,2000,29.50999
nga,2004,29.51
nga,2005,29.51
nga,2006,29.51002
nga,2007,20.10215
nga,2008,20.10216
nga,2009,20.10214
nga,2010,20.10214
nic,1971,19.30236
nic,1973,19.87803
nic,1980,22.27547
nic,1982,22.0527
nic,1983,22.584
nic,1984,20.62965
nic,1985,19.37863
nic,1986,18.00149
nic,1987,16.94111
nic,1988,16.96467
nic,1989,16.31209
nic,1990,16.02264
nic,1991,16.59016
nic,1992,14.51693
nic,1993,15.72119
nic,1994,16.33962
nic,1995,16.39977
nic,1999,13.62043
nic,2000,11.67598
nic,2001,11.11181
nic,2002,11.27431
nic,2004,11.4483
nic,2005,11.32266
nic,2006,20.61299
nic,2007,20.56345
nic,2008,19.60638
nic,2010,19.28226
nld,1971,7.82538
nld,1972,7.47695
nld,1973,7.10323
nld,1974,7.02387
nld,1975,6.84534
nld,1976,6.87932
nld,1977,6.8554
nld,1978,6.76346
nld,1979,6.62397
nld,1980,6.72447
nld,1981,7.02116
nld,1982,7.55094
nld,1983,7.67405
nld,1984,7.65016
nld,1985,7.41625
nld,1986,6.66779
nld,1987,6.43046
nld,1988,6.55282
nld,1989,6.49863
nld,1990,6.47935
nld,1991,6.5578
nld,1992,2.8377
nld,1993,2.98256
nld,1994,6.85697
nld,1995,6.66427
nld,1996,6.60018
nld,1997,6.6223
nld,1999,6.85296
nld,2000,6.8561
nld,2001,6.45892
nld,2002,6.65895
nld,2003,7.51009
nld,2004,7.56585
nld,2005,7.52945
nld,2006,7.47994
nld,2007,7.29488
nld,2008,7.10392
nld,2009,6.88661
nld,2010,6.86799
nld,2011,6.43467
nld,2012,6.38977
nld,2015,5.63808
nld,2016,5.29738
nld,2017,4.92859
nor,1976,0.54983
nor,1977,0.35749
nor,1978,0.46345
nor,1979,0.2539
nor,1981,0.60131
nor,1982,0.61543
nor,1984,0.04578
nor,1985,0.10778
nor,1986,0.17396
nor,1987,0.17888
nor,1988,0.16032
nor,1989,0.14313
nor,1990,0.14652
nor,1991,0.14529
nor,1992,0.11967
nor,1993,0.11456
nor,1994,0.13825
nor,1995,0.09412
nor,1996,0.11128
nor,1997,0.11653
nor,1998,0
nor,1999,0
nor,2000,0
nor,2001,0
nor,2002,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0
nor,2009,0
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
npl,1988,20.69988
npl,1999,35.92179
npl,2000,38.27272
npl,2003,23.21986
npl,2004,23.21985
npl,2011,33.48055
npl,2012,31.23616
npl,2014,31.19629
npl,2015,30.57316
npl,2016,30.64567
npl,2017,31.66518
npl,2019,31.1994
nru,2007,9.33333
nru,2012,15.26946
nru,2014,1.59787
nru,2016,1.8244
nzl,1970,5.0463
nzl,1971,5.29024
nzl,1972,5.24263
nzl,1973,5.21923
nzl,1974,4.72593
nzl,1975,5.62269
nzl,1976,4.35882
nzl,1977,4.44411
nzl,1978,4.18167
nzl,1979,3.89852
nzl,1980,3.79337
nzl,1981,3.7598
nzl,1982,4.1402
nzl,1983,4.10051
nzl,1984,3.95506
nzl,1985,3.79283
nzl,1986,3.65655
nzl,1987,3.49936
nzl,1988,3.30805
nzl,1989,3.19163
nzl,1990,3.64258
nzl,1991,3.14323
nzl,1992,3.03243
nzl,2013,0.226
nzl,2014,0.17507
nzl,2015,0.25117
nzl,2016,0.34273
nzl,2017,0.34161
omn,1973,21.96021
omn,1974,19.26957
omn,1975,16.72917
omn,1976,18.72358
omn,1978,17.25507
omn,1979,15.12766
omn,1981,10.914
omn,1982,10.79186
omn,1983,11.05363
omn,1984,9.71543
omn,1985,11.92397
omn,1986,6.04262
omn,1987,10.22982
omn,1988,13.26938
omn,1989,14.34374
omn,1990,14.10209
omn,1991,14.60551
omn,1992,14.08593
omn,1993,11.41254
omn,1994,9.55356
omn,1995,9.36914
omn,1996,8.70122
omn,1997,8.79329
omn,1998,8.54617
omn,1999,7.87124
omn,2000,7.51762
omn,2001,6.81756
omn,2002,6.47606
omn,2003,6.46687
omn,2009,2.62121
omn,2011,4.05916
omn,2012,4.8902
omn,2013,7.94718
omn,2014,2.03809
omn,2015,2.50691
omn,2016,1.74999
omn,2017,1.36426
omn,2018,0.59589
pak,2002,0.00004
pak,2004,0
pak,2006,0.00001
pak,2008,0.00001
pak,2010,0.00001
pak,2013,0
pak,2014,0
pak,2015,26.49966
pak,2016,26.49967
pak,2017,26.49967
pak,2018,26.49967
pan,1970,23.05588
pan,1971,22.15223
pan,1972,22.37803
pan,1973,21.87722
pan,1975,20.59556
pan,1976,20.37216
pan,1978,16.19088
pan,1979,14.8793
pan,1980,13.95853
pan,1981,13.35198
pan,1982,13.62174
pan,1983,13.52135
pan,1984,13.73087
pan,1985,12.98311
pan,1986,13.82168
pan,1987,12.83857
pan,1988,12.89466
pan,1989,12.25787
pan,1990,11.51366
pan,1999,9.10676
pan,2000,8.40006
pan,2001,8.42389
pan,2002,8.24966
pan,2004,8.29854
pan,2005,7.72225
pan,2006,7.38289
pan,2007,7.89653
pan,2008,8.46304
pan,2009,9.82577
pan,2010,7.71569
pan,2011,8.25829
pan,2012,7.66733
pan,2013,7.67371
pan,2014,7.42734
pan,2015,7.97597
pan,2017,7.90931
per,1970,25.10667
per,1981,18.96998
per,1993,17.60117
per,1995,24.169
per,1998,16.9152
per,1999,16.77134
per,2000,15.86526
per,2001,14.86224
per,2002,14.37007
per,2003,12.6244
per,2004,12.62438
per,2005,11.9682
per,2006,11.8247
per,2007,12.24489
per,2008,11.53201
per,2009,11.34504
per,2010,10.31038
per,2011,9.54614
per,2012,9.45825
per,2013,8.6722
per,2014,7.74472
per,2015,6.71103
per,2016,6.22892
per,2017,5.87342
per,2018,5.41854
phl,1976,11.06936
phl,1981,15.41929
phl,1982,13.12143
phl,1983,13.50558
phl,1984,16.1058
phl,1986,9.73761
phl,1987,10.23195
phl,1988,9.82551
phl,1989,9.82551
phl,1990,9.8255
phl,1998,16.30147
phl,1999,16.70732
phl,2001,16.83182
phl,2002,15.45098
phl,2003,15.13196
phl,2004,14.6864
phl,2005,14.83447
phl,2006,14.81027
phl,2007,14.69356
phl,2008,14.90882
phl,2009,14.70561
phl,2014,12.41261
phl,2015,12.70677
phl,2016,11.83399
phl,2017,8.01202
plw,2014,12.14953
png,2016,27.40051
pol,1999,1.03105
pol,2000,1.18307
pol,2001,1.09656
pol,2002,1.02211
pol,2003,0.96173
pol,2004,0.96404
pol,2005,0.91581
pol,2006,0.93383
pol,2007,0.95385
pol,2008,1.03802
pol,2009,0.89338
pol,2010,0.85963
pol,2011,0.87453
pol,2012,0.8436
pol,2013,0.81254
pol,2014,0.80593
pol,2017,0.62101
pri,2010,3.97691
pri,2011,2.1976
pri,2012,2.1697
pri,2013,2.53604
pri,2014,3.45684
pri,2015,2.31501
pri,2016,2.33317
prk,2009,2.5567
prt,1973,22.87711
prt,1974,23.95512
prt,1976,21.7919
prt,1977,20.91364
prt,1978,19.37499
prt,1980,19.23273
prt,1981,18.54551
prt,1984,15.33622
prt,1985,16.95109
prt,1986,16.7447
prt,1987,16.74727
prt,1990,14.31288
prt,1991,15.045
prt,1992,12.85053
prt,1993,11.41424
prt,1994,16.87561
prt,1995,12.30184
prt,1996,9.47615
prt,1999,13.55866
prt,2000,15.0905
prt,2001,12.13997
prt,2002,8.41281
prt,2003,8.31794
prt,2004,9.04155
prt,2005,8.9791
prt,2006,8.80185
prt,2007,7.21205
prt,2008,6.87116
prt,2009,6.22355
prt,2010,5.81157
prt,2011,5.67771
prt,2012,5.44135
prt,2013,6.88627
prt,2014,7.02163
prt,2015,7.17691
prt,2016,7.0116
prt,2017,6.8232
pry,1970,13.51464
pry,1972,12.31741
pry,1975,11.02961
pry,1976,11.07189
pry,1977,10.77985
pry,1978,10.59227
pry,1979,10.36426
pry,1980,10.003
pry,1981,9.77876
pry,1982,10.18361
pry,1983,10.13322
pry,1984,9.88565
pry,1985,9.22738
pry,1986,8.49823
pry,1987,7.70383
pry,1988,7.13389
pry,1989,6.56358
pry,1990,6.25616
pry,1991,6.06004
pry,1992,6.22719
pry,1993,6.54718
pry,1994,16.62317
pry,1996,16.93265
pry,1999,16.68991
pry,2000,16.0841
pry,2001,15.69628
pry,2002,16.44405
pry,2003,14.2933
pry,2004,13.78533
pry,2005,13.10735
pry,2006,12.53777
pry,2007,12.52532
pry,2008,12.48819
pry,2009,12.3111
pry,2010,12.10621
pry,2011,11.34405
pry,2012,14.59349
pry,2016,12.61459
pse,1999,3.84364
pse,2000,3.30993
pse,2001,4.27968
pse,2002,3.36174
pse,2003,2.59363
pse,2004,1.48593
pse,2005,4.03824
pse,2006,2.38835
pse,2007,2.01491
pse,2008,1.84484
pse,2009,1.43127
pse,2010,1.45783
pse,2011,1.69431
pse,2012,1.40673
pse,2013,1.39089
pse,2014,1.47844
pse,2015,1.55753
pse,2016,1.05647
pse,2017,1.68729
pse,2018,1.46257
qat,1971,25.41995
qat,1972,25.45656
qat,1973,26.39634
qat,1974,26.11676
qat,1976,24.80882
qat,1977,26.69283
qat,1978,20.256
qat,1979,18.59703
qat,1980,17.77308
qat,1981,15.89276
qat,1982,14.87818
qat,1983,13.60198
qat,1984,12.35242
qat,1985,11.2429
qat,1986,7.24211
qat,1987,9.31098
qat,1988,8.19497
qat,1989,7.51163
qat,1990,6.80849
qat,1991,6.28241
qat,1992,5.77106
qat,1993,5.09173
qat,1994,4.64798
qat,1998,1.64259
qat,1999,2.38348
qat,2000,1.29447
qat,2001,2.52774
qat,2002,2.35042
qat,2003,3.11984
qat,2004,2.52454
qat,2005,2.79107
qat,2006,2.63257
qat,2007,2.50428
qat,2009,2.32457
qat,2010,4.29054
qat,2011,1.66332
qat,2012,1.58107
qat,2013,2.67573
qat,2014,2.36327
qat,2015,2.85589
qat,2016,2.15665
qat,2017,1.98804
qat,2018,1.79699
rou,1998,3.8758
rou,1999,4.28798
rou,2000,4.58549
rou,2001,5.34324
rou,2002,4.82785
rou,2003,4.46761
rou,2004,4.11115
rou,2005,4.00727
rou,2006,4.3153
rou,2007,3.95474
rou,2008,3.42566
rou,2009,3.17219
rou,2010,3.25902
rou,2011,3.25251
rou,2012,3.15895
rou,2015,2.76826
rou,2016,2.8049
rou,2017,2.99325
rus,2006,0
rus,2007,0
rus,2008,0
rus,2009,0
rus,2011,0
rus,2012,0
rus,2013,0
rus,2014,0.00674
rus,2015,0.00631
rus,2016,0.00685
rus,2017,2.89279
rwa,1973,4.99651
rwa,1974,6.89433
rwa,1975,7.2127
rwa,1977,7.85054
rwa,1978,7.4887
rwa,1999,17.18067
rwa,2002,22.40801
rwa,2003,23.76459
rwa,2016,26.14507
rwa,2017,25.68132
rwa,2018,24.01401
sau,1979,27.78443
sau,2009,12.36932
sau,2010,8.72298
sau,2011,8.74717
sau,2012,9.14177
sau,2013,11.47382
sau,2014,12.34628
sau,2015,11.24104
sau,2016,7.89458
sau,2017,4.46212
sau,2018,4.9908
sdn,2011,12.19026
sdn,2013,12.25373
sdn,2014,12.25372
sdn,2015,12.2537
sdn,2016,12.25372
sdn,2017,16.64656
sen,1978,23.54818
sen,1979,19.46965
sen,1980,18.17256
sen,1981,18.00699
sen,1982,17.02507
sen,1983,17.06941
sen,1984,18.29554
sen,1985,19.18438
sen,1986,10.10161
sen,1988,11.55705
sen,1990,13.42668
sen,1992,13.39535
sen,1996,11.43146
sen,1997,9.33608
sen,1998,10.55581
sen,1999,11.0562
sen,2000,11.05627
sen,2003,9.13963
sen,2004,17.30621
sen,2005,17.69268
sen,2006,15.49781
sen,2007,15.81327
sen,2008,15.5725
sen,2009,15.16883
sen,2010,14.13949
sen,2011,12.48411
sen,2012,10.53188
sen,2013,8.12692
sen,2014,10.65573
sen,2015,7.65126
sen,2016,11.92265
sen,2017,11.40706
sgp,1970,8.82299
sgp,1971,6.41439
sgp,1972,6.50572
sgp,1973,5.20931
sgp,1974,5.44197
sgp,1975,5.73051
sgp,1976,6.43773
sgp,1977,6.87727
sgp,1978,7.03869
sgp,1979,6.58098
sgp,1980,6.53738
sgp,1981,6.88309
sgp,1982,8.4832
sgp,1983,7.52347
sgp,1984,8.51456
sgp,1989,6.13514
sgp,1994,1.74967
sgp,2007,1.58743
sgp,2008,1.69515
sgp,2009,2.00027
sgp,2016,0.48201
sgp,2017,0.46908
slb,1970,0
slb,1971,0
slb,1972,0
slb,1973,0
slb,1974,0
slb,1975,0
slb,2005,22.99607
slb,2006,22.70572
slb,2007,23.07103
slb,2013,36.10526
slb,2014,36.28015
slb,2015,36.23084
slb,2016,36.0457
slb,2017,35.83104
slb,2018,35.99756
sle,1983,12.89985
sle,2012,12.93529
sle,2013,8.5134
sle,2015,12.47875
sle,2016,9.85998
sle,2017,8.61104
sle,2018,0.19224
slv,1970,18.1981
slv,1983,32.73272
slv,1998,17.96158
slv,2000,15.36434
slv,2001,15.36454
slv,2002,13.69146
slv,2003,14.79012
slv,2005,14.36361
slv,2006,14.21395
slv,2007,18.77856
slv,2008,14.48285
slv,2009,14.48903
slv,2010,14.68738
slv,2011,14.54891
slv,2012,13.98359
slv,2013,14.31975
slv,2014,13.90664
slv,2015,13.30578
slv,2016,12.19542
slv,2017,12.55795
slv,2018,11.29931
smr,2000,0.33333
smr,2008,0.26738
smr,2009,0.2681
smr,2010,0.50378
smr,2011,0.1355
smr,2012,0.27855
som,1976,31.56071
som,1977,39.94625
som,1978,44.96625
som,1979,46.2563
som,1980,47.03213
srb,2005,0
srb,2006,0
srb,2007,0.67599
srb,2008,0.72802
srb,2009,0.80683
srb,2010,0.72174
srb,2011,1.76957
srb,2012,1.66412
srb,2013,1.44924
srb,2014,0.7463
srb,2015,0.75864
srb,2016,0.68712
srb,2017,0.79467
srb,2018,0.82797
ssd,2011,46.38136
ssd,2015,46.38139
stp,1983,33.26559
stp,1984,27.69469
stp,1988,22.46832
stp,1990,23.15308
stp,1999,14.92563
stp,2002,14.43989
stp,2003,14.6302
stp,2004,14.87176
stp,2005,15.52585
stp,2007,23.77446
stp,2008,23.60093
stp,2009,22.4699
stp,2010,20.60674
stp,2014,13.39856
stp,2015,15.68912
stp,2017,11.35246
sur,1977,21.79847
sur,1978,22.89932
sur,1985,25.11018
sur,1987,21.34672
sur,1988,21.31131
sur,1989,20.5391
sur,2005,20.07075
sur,2006,17.53755
sur,2007,17.64441
sur,2008,16.56891
sur,2009,15.84985
sur,2010,15.67702
sur,2011,16.33641
sur,2012,16.38281
sur,2013,15.28853
sur,2014,16.09504
sur,2015,17.46045
sur,2016,16.17494
sur,2017,15.4018
sur,2018,14.23705
svk,2001,12.32654
svk,2002,13.15179
svk,2003,14.16043
svk,2004,14.69291
svk,2005,14.34259
svk,2006,14.13201
svk,2007,14.46583
svk,2008,14.87823
svk,2009,15.41158
svk,2010,15.89697
svk,2011,15.72562
svk,2012,14.8796
svk,2013,14.55883
svk,2014,14.62131
svk,2015,14.76371
svk,2016,14.69303
svk,2017,14.54708
svn,1995,1.47435
svn,1996,1.15433
svn,1997,1.42114
svn,1998,1.29474
svn,1999,1.43784
svn,2000,1.24939
svn,2002,1.43419
svn,2003,0.98942
svn,2004,0.80032
svn,2005,2.34184
svn,2006,4.47715
svn,2007,0.24165
svn,2008,0.39872
svn,2009,0.7662
svn,2010,0.84292
svn,2011,1.02308
svn,2012,0.9995
svn,2013,1.2815
svn,2014,1.05143
svn,2015,1.19899
svn,2016,1.15533
svn,2017,1.32569
swe,1976,0.34263
swe,1982,0.37164
swe,1999,7.84422
swe,2000,7.43938
swe,2001,7.56373
swe,2002,8.08137
swe,2003,8.64733
swe,2004,0
swe,2005,0
swe,2006,0.00229
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0.00034
swe,2013,18.71002
swe,2014,18.76792
swe,2015,19.06907
swe,2016,19.43091
swe,2017,19.71527
swz,1970,23.25588
swz,1971,23.71919
swz,1972,23.56822
swz,1973,22.29325
swz,1974,22.69579
swz,1975,20.68479
swz,1976,19.91513
swz,1977,19.22106
swz,1978,18.76435
swz,1979,18.23515
swz,1981,17.14267
swz,1982,18.47252
swz,1983,18.70712
swz,1984,18.83204
swz,1985,17.60378
swz,1986,18.16318
swz,1987,17.50082
swz,1988,17.72608
swz,1989,17.42326
swz,1990,16.70598
swz,1991,16.6653
swz,1992,16.5378
swz,1993,18.21783
swz,1994,17.80635
swz,1995,17.86387
swz,1996,18.5869
swz,2009,28.23257
swz,2010,26.43212
swz,2011,26.06006
swz,2012,26.08803
swz,2013,27.51579
swz,2014,26.20468
swz,2015,26.20425
swz,2016,25.0845
swz,2017,25.26698
sxm,2012,11.35982
sxm,2014,13.16372
syc,1979,15.31459
syc,1993,12.25766
syc,1994,10.39787
syc,1995,10.01231
syc,1996,10.33142
syc,1998,8.99603
syc,1999,7.9216
syc,2000,7.94903
syc,2001,8.03087
syc,2002,7.12918
syc,2003,7.00651
syc,2004,6.12198
syc,2005,6.58427
syc,2013,4.05689
syc,2014,4.05437
syc,2015,4.06468
syc,2016,3.53547
syc,2017,3.27289
syc,2018,3.51142
syr,1971,7.66833
syr,1973,7.59715
syr,1974,6.77472
syr,1975,7.64673
syr,1976,7.87778
syr,1977,7.23354
syr,1978,7.21398
syr,1979,6.63433
syr,1980,6.02796
syr,1981,6.01785
syr,1982,6.4322
syr,1983,6.30538
syr,1984,6.39845
syr,1985,6.1673
syr,1986,5.89856
syr,1987,5.66993
syr,1988,5.24089
syr,1989,4.94826
syr,1990,4.94005
syr,1991,4.37546
syr,1992,3.89375
syr,1993,4.04159
syr,1994,3.74444
syr,1995,3.95592
syr,1996,3.70893
syr,1997,3.63584
syr,1998,4.09907
syr,1999,3.82123
syr,2000,3.58571
syr,2001,4.24625
syr,2002,3.93094
syr,2003,6.99738
syr,2004,5.97862
syr,2005,7.27165
syr,2006,4.86557
syr,2007,5.42149
syr,2008,5.47867
syr,2009,6.42194
syr,2010,6.62331
syr,2011,6.29698
syr,2012,6.38844
syr,2013,6.50536
tca,1997,3.62225
tca,1999,3.9548
tca,2000,7.58048
tca,2001,1.68067
tca,2002,8.2218
tca,2003,8.25792
tca,2004,6.59239
tca,2005,8.20106
tca,2009,7.25979
