geo,time,iq_cpa_soci_xq
sle,2019,3.1
sle,2020,3.2
som,2017,2
som,2019,2.4
som,2020,2.4
srb,2005,3.9
srb,2006,2.8
ssd,2012,2.3
ssd,2013,2.2
ssd,2014,2.1
ssd,2015,2.1
ssd,2016,1.8
ssd,2017,1.7
ssd,2018,1.5
ssd,2019,1.5
ssd,2020,1.5
stp,2005,2.8
stp,2006,2.8
stp,2007,2.8
stp,2008,2.8
stp,2009,2.8
stp,2010,3
stp,2011,3.1
stp,2012,3.1
stp,2013,3.1
stp,2014,3.1
stp,2015,3.1
stp,2016,3.1
stp,2017,3.1
stp,2018,3.1
stp,2019,3.1
stp,2020,3.1
tcd,2005,2.8
tcd,2006,2.6
tcd,2007,2.6
tcd,2008,2.4
tcd,2009,2.4
tcd,2010,2.3
tcd,2011,2.5
tcd,2012,2.5
tcd,2013,2.5
tcd,2014,2.5
tcd,2015,2.6
tcd,2016,2.6
tcd,2017,2.6
tcd,2018,2.8
tcd,2019,3
tcd,2020,3
tgo,2005,2.6
tgo,2006,2.6
tgo,2007,2.6
tgo,2008,2.7
tgo,2009,2.7
tgo,2010,2.8
tgo,2011,3
tgo,2012,3
tgo,2013,3.1
tgo,2014,3.2
tgo,2015,3.3
tgo,2016,3.4
tgo,2017,3.4
tgo,2018,3.4
tgo,2019,3.6
tgo,2020,3.7
tjk,2005,3.1
tjk,2006,3.1
tjk,2007,3.2
tjk,2008,3.4
tjk,2009,3.4
tjk,2010,3.4
tjk,2011,3.5
tjk,2012,3.5
tjk,2013,3.4
tjk,2014,3.4
tjk,2015,3.4
tjk,2016,3.4
tjk,2017,3.4
tjk,2018,3.4
tjk,2019,3.4
tjk,2020,3.5
tls,2006,2.6
tls,2007,2.7
tls,2008,2.7
tls,2009,2.8
tls,2010,2.9
tls,2011,2.9
tls,2012,2.9
tls,2013,2.9
tls,2014,2.9
tls,2015,2.9
tls,2016,2.9
tls,2017,2.9
tls,2018,2.9
tls,2019,2.9
tls,2020,2.9
ton,2005,3.2
ton,2006,3.2
ton,2007,3.2
ton,2008,3.3
ton,2009,3.4
ton,2010,3.4
ton,2011,3.2
ton,2012,3.3
ton,2013,3.3
ton,2014,3.3
ton,2015,3.3
ton,2016,3.3
ton,2017,3.1
ton,2018,3.2
ton,2019,3.3
ton,2020,3.3
tuv,2012,2.9
tuv,2013,2.9
tuv,2014,2.9
tuv,2015,2.9
tuv,2016,2.9
tuv,2017,2.9
tuv,2018,2.9
tuv,2019,2.9
tuv,2020,2.9
tza,2005,3.8
tza,2006,3.8
tza,2007,3.8
tza,2008,3.7
tza,2009,3.7
tza,2010,3.7
tza,2011,3.5
tza,2012,3.7
tza,2013,3.8
tza,2014,3.8
tza,2015,3.7
tza,2016,3.7
tza,2017,3.7
tza,2018,3.6
tza,2019,3.6
tza,2020,3.6
uga,2005,3.9
uga,2006,3.9
uga,2007,3.9
uga,2008,3.8
uga,2009,3.8
uga,2010,3.7
uga,2011,3.7
uga,2012,3.7
uga,2013,3.7
uga,2014,3.7
uga,2015,3.7
uga,2016,3.5
uga,2017,3.5
uga,2018,3.5
uga,2019,3.5
uga,2020,3.5
uzb,2005,3.6
uzb,2006,3.6
uzb,2007,3.7
uzb,2008,3.7
uzb,2009,3.7
uzb,2010,3.8
uzb,2011,3.8
uzb,2012,3.8
uzb,2013,3.8
uzb,2014,3.7
uzb,2015,3.7
uzb,2016,3.7
uzb,2017,3.7
uzb,2018,3.7
uzb,2019,3.8
uzb,2020,3.9
vct,2005,3.8
vct,2006,3.8
vct,2007,3.7
vct,2008,3.7
vct,2009,3.7
vct,2010,3.7
vct,2011,3.7
vct,2012,3.6
vct,2013,3.6
vct,2014,3.5
vct,2015,3.6
vct,2016,3.6
vct,2017,3.6
vct,2018,3.6
vct,2019,3.7
vct,2020,3.8
vnm,2005,3.8
vnm,2006,3.9
vnm,2007,4
vnm,2008,4
vnm,2009,4
vnm,2010,4
vnm,2011,4
vnm,2012,4
vnm,2013,4
vnm,2014,4.1
vnm,2015,4.1
vut,2005,2.8
vut,2006,2.8
vut,2007,2.9
vut,2008,2.9
vut,2009,2.9
vut,2010,3
vut,2011,3
vut,2012,3.1
vut,2013,3.1
vut,2014,3.2
vut,2015,3.2
vut,2016,3.2
vut,2017,3.2
vut,2018,3.2
vut,2019,3.1
vut,2020,3.1
wsm,2005,3.9
wsm,2006,3.9
wsm,2007,3.8
wsm,2008,3.9
wsm,2009,3.9
wsm,2010,3.9
wsm,2011,3.9
wsm,2012,3.9
wsm,2013,3.9
wsm,2014,3.8
wsm,2015,3.8
wsm,2016,3.9
wsm,2017,3.9
wsm,2018,3.9
wsm,2019,3.9
wsm,2020,3.9
yem,2005,3.1
yem,2006,3.1
yem,2007,3
yem,2008,3.1
yem,2009,3.1
yem,2010,3.1
yem,2011,3
yem,2012,3
yem,2013,3
yem,2014,3
yem,2015,2.7
yem,2016,2.5
yem,2017,2.3
yem,2018,2.3
yem,2019,2.3
yem,2020,2.3
zmb,2005,3.4
zmb,2006,3.4
zmb,2007,3.4
zmb,2008,3.5
zmb,2009,3.5
zmb,2010,3.5
zmb,2011,3.4
zmb,2012,3.3
zmb,2013,3.3
zmb,2014,3.3
zmb,2015,3.3
zmb,2016,3.3
zmb,2017,3.3
zmb,2018,3.4
zmb,2019,3.1
zmb,2020,3.1
zwe,2005,2
zwe,2006,2
zwe,2007,1.8
zwe,2008,1.5
zwe,2009,1.6
zwe,2010,1.8
zwe,2011,2.4
zwe,2012,2.4
zwe,2013,2.5
zwe,2014,3.1
zwe,2015,3.3
zwe,2016,3.4
zwe,2017,3.5
zwe,2018,3.7
zwe,2019,3.7
zwe,2020,3.7
