geo,time,gc_lbl_totl_gd_zs
zaf,1980,2.35347
zaf,1981,3.2083
zaf,1982,4.92055
zaf,1983,4.54461
zaf,1984,4.43981
zaf,1985,3.86859
zaf,1986,5.54025
zaf,1987,6.8094
zaf,1988,5.50557
zaf,1989,4.98371
zaf,1990,3.56556
zaf,1991,4.09999
zaf,1992,7.48326
zaf,1993,8.02816
zaf,1994,4.92852
zaf,1995,4.83223
zaf,1996,3.41135
zaf,1997,3.01203
zaf,1998,2.3135
zaf,1999,1.66017
zaf,2000,1.61832
zaf,2001,1.34398
zaf,2002,1.53548
zaf,2003,2.86885
zaf,2004,3.16612
zaf,2005,2.20669
zaf,2006,0.64172
zaf,2007,0.46752
zaf,2008,2.37656
zaf,2009,7.69726
zaf,2010,6.37845
zaf,2011,4.57412
zaf,2012,4.28438
zaf,2013,5.21665
zaf,2014,5.11274
zaf,2015,4.66191
zaf,2016,4.98775
zaf,2017,5.71641
zaf,2018,5.75508
zaf,2019,5.41691
zmb,1990,7.85433
zmb,1991,39.47891
zmb,1992,6.08288
zmb,1993,6.83561
zmb,1994,28.66703
zmb,2010,2.77639
zmb,2011,3.75782
zmb,2012,10.8329
zmb,2013,3.74944
zmb,2014,6.70768
zmb,2015,11.64695
zmb,2016,4.50589
zmb,2017,11.0195
zmb,2018,6.26442
zmb,2019,7.24098
zwe,2015,5.40672
zwe,2016,10.31368
zwe,2017,12.79225
zwe,2018,5.7972
