geo,time,bx_gsr_tran_zs
arg,1980,42.91045
arg,1981,51.34033
arg,1982,45.04447
arg,1983,51.54639
arg,1984,54.73197
arg,1985,53.72502
arg,1986,46.33688
arg,1987,48.55072
arg,1988,47.89082
arg,1989,46.10123
arg,1990,47.26083
arg,1991,49.25249
arg,1992,37.90084
arg,1993,28.79718
arg,1994,27.16131
arg,1995,26.85472
arg,1996,25.0834
arg,1997,25.34655
arg,1998,24.1765
arg,1999,23.54168
arg,2000,24.09933
arg,2001,20.6919
arg,2002,23.08432
arg,2003,21.82182
arg,2004,22.80355
arg,2005,20.19817
arg,2006,18.20477
arg,2007,17.07431
arg,2008,15.18357
arg,2009,14.47775
arg,2010,15.42513
arg,2011,14.806
arg,2012,16.17246
arg,2013,18.35794
arg,2014,18.33136
arg,2015,17.63178
arg,2016,15.06461
arg,2017,12.42614
arg,2018,12.61858
arg,2019,12.92671
arg,2020,13.65301
arm,1994,26.04243
arm,1995,49.8951
arm,1996,46.5436
arm,1997,50.05104
arm,1998,41.58576
arm,1999,38.27889
arm,2000,46.15017
arm,2001,37.38184
arm,2002,33.68348
arm,2003,28.84344
arm,2004,21.56337
arm,2005,21.70256
arm,2006,17.422
arm,2007,17.33542
arm,2008,16.33784
arm,2009,13.60399
arm,2010,15.25436
arm,2011,13.48501
arm,2012,12.39787
arm,2013,11.29041
arm,2014,11.21653
arm,2015,10.81036
arm,2016,11.28923
arm,2017,11.45087
arm,2018,11.55456
arm,2019,11.2627
arm,2020,21.03177
atg,1986,17.62394
atg,1987,16.93673
atg,1988,15.66635
atg,1989,15.20429
atg,1990,15.62478
atg,1991,19.67207
atg,1992,18.15953
atg,1993,17.35714
atg,1994,16.89578
atg,1995,19.21241
atg,1996,18.32195
atg,1997,18.01173
atg,1998,15.40326
atg,1999,14.34637
atg,2000,15.85485
atg,2001,18.48374
atg,2002,19.32224
atg,2003,17.84968
atg,2004,16.72121
atg,2005,18.29444
atg,2006,16.90209
atg,2007,18.39431
atg,2008,24.24731
atg,2009,27.40786
atg,2010,24.98279
atg,2011,22.52753
atg,2012,22.10183
atg,2013,23.23282
atg,2014,14.14118
atg,2015,13.92751
atg,2016,13.61285
atg,2017,13.12414
atg,2018,12.68351
atg,2019,12.05458
atg,2020,6.27005
aus,1989,33.74802
aus,1990,33.5852
aus,1991,32.53042
aus,1992,32.00937
aus,1993,31.31334
aus,1994,30.02019
aus,1995,28.35417
aus,1996,26.92779
aus,1997,25.32389
aus,1998,24.0842
aus,1999,22.88981
aus,2000,21.25912
aus,2001,21.96686
aus,2002,20.47172
aus,2003,19.19732
aus,2004,18.77224
aus,2005,18.4577
aus,2006,17.62337
aus,2007,16.32378
aus,2008,16.80508
aus,2009,12.80113
aus,2010,12.72864
aus,2011,12.40796
aus,2012,11.92555
aus,2013,10.84667
aus,2014,10.07598
aus,2015,9.25089
aus,2016,9.28266
aus,2017,8.92996
aus,2018,8.12913
aus,2019,7.77427
aus,2020,6.49971
aut,2005,19.95381
aut,2006,25.833
aut,2007,25.39213
aut,2008,24.7687
aut,2009,23.13107
aut,2010,25.37624
aut,2011,25.46738
aut,2012,24.44805
aut,2013,24.26247
aut,2014,23.76164
aut,2015,24.04793
aut,2016,23.2595
aut,2017,23.61081
aut,2018,22.71457
aut,2019,23.48376
aut,2020,24.51035
aze,1995,44.21
aze,1996,35.99319
aze,1997,28.3482
aze,1998,38.9039
aze,1999,44.40321
aze,2000,45.93907
aze,2001,55.77802
aze,2002,58.96975
aze,2003,46.40699
aze,2004,38.34044
aze,2005,32.26027
aze,2006,45.35499
aze,2007,43.8474
aze,2008,47.58129
aze,2009,31.53279
aze,2010,25.83868
aze,2011,25.26817
aze,2012,15.41041
aze,2013,19.74733
aze,2014,25.91525
aze,2015,34.16494
aze,2016,25.07675
aze,2017,20.71896
aze,2018,26.09037
aze,2019,29.4557
aze,2020,62.75979
bdi,1985,11.19647
bdi,1986,10.14179
bdi,1987,11.10734
bdi,1988,11.0693
bdi,1989,11.95062
bdi,1990,15.18544
bdi,1991,11.14451
bdi,1992,12.96988
bdi,1993,13.69902
bdi,1994,20.60461
bdi,1995,12.14703
bdi,1996,13.43799
bdi,1997,31.31445
bdi,1998,36.74995
bdi,1999,21.14662
bdi,2000,22.08259
bdi,2001,16.22735
bdi,2002,11.51068
bdi,2003,9.70674
bdi,2004,8.77841
bdi,2005,4.79367
bdi,2006,2.37003
bdi,2007,4.51458
bdi,2008,1.06309
bdi,2009,1.07708
bdi,2010,0.9373
bdi,2011,2.13952
bdi,2012,2.95688
bdi,2013,1.42436
bdi,2014,3.63799
bdi,2015,4.48479
bdi,2016,3.02548
bdi,2017,1.91044
bdi,2018,2.11326
bel,2002,23.84192
bel,2003,23.14141
bel,2004,25.96003
bel,2005,25.59478
bel,2006,27.02595
bel,2007,32.45433
bel,2008,30.53719
bel,2009,24.21075
bel,2010,27.25285
bel,2011,25.77283
bel,2012,25.02269
bel,2013,21.6579
bel,2014,20.62195
bel,2015,20.82912
bel,2016,20.47326
bel,2017,20.73096
bel,2018,21.14098
bel,2019,20.4611
bel,2020,20.47625
ben,1974,65.90111
ben,1975,65.83845
ben,1976,50.77779
ben,1977,58.67434
ben,1978,53.05145
ben,1979,55.86513
ben,1980,56.80395
ben,1981,56.22232
ben,1982,56.28169
ben,1983,57.43736
ben,1984,45.67768
ben,1985,39.64497
ben,1986,56.85484
ben,1987,58.97436
ben,1988,34.67657
ben,1989,31.00076
ben,1990,28.94778
ben,1991,23.00864
ben,1992,24.25559
ben,1993,27.59255
ben,1994,25.57147
ben,1995,21.14603
ben,1996,12.32257
ben,1997,21.97456
ben,1998,18.57568
ben,1999,11.26243
ben,2000,13.31516
ben,2001,13.29036
ben,2002,8.41048
ben,2003,8.3355
ben,2004,15.60657
ben,2005,16.916
ben,2006,13.46396
ben,2007,4.18293
ben,2008,3.73495
ben,2009,8.11806
ben,2010,26.88038
ben,2011,27.70928
ben,2012,25.87917
ben,2013,27.60657
ben,2014,30.64314
ben,2015,41.66128
ben,2016,40.21914
ben,2017,43.04857
ben,2018,37.22957
ben,2019,32.03492
ben,2020,33.36703
bfa,2005,2.04521
bfa,2006,3.47268
bfa,2007,5.67364
bfa,2008,16.66077
bfa,2009,24.03913
bfa,2010,14.62571
bfa,2011,12.7974
bfa,2012,13.20318
bfa,2013,12.2553
bfa,2014,14.24134
bfa,2015,14.62064
bfa,2016,14.6934
bfa,2017,15.75662
bfa,2018,14.33681
bfa,2019,14.44522
bfa,2020,15.45118
bgd,1976,20.09342
bgd,1977,26.09515
bgd,1978,19.9439
bgd,1979,20.60996
bgd,1980,18.52807
bgd,1981,20.4195
bgd,1982,11.98573
bgd,1983,12.42943
bgd,1984,14.13769
bgd,1985,13.01793
bgd,1986,10.98261
bgd,1987,11.18497
bgd,1988,10.82139
bgd,1989,10.19183
bgd,1990,9.77582
bgd,1991,8.28329
bgd,1992,8.47349
bgd,1993,8.01919
bgd,1994,9.33956
bgd,1995,10.0542
bgd,1996,13.23226
bgd,1997,13.20937
bgd,1998,12.73392
bgd,1999,12.13824
bgd,2000,11.19961
bgd,2001,9.56927
bgd,2002,10.53497
bgd,2003,6.65189
bgd,2004,7.04443
bgd,2005,7.8613
bgd,2006,5.56911
bgd,2007,4.2723
bgd,2008,5.34954
bgd,2009,7.35688
bgd,2010,7.1888
bgd,2011,11.25295
bgd,2012,14.04548
bgd,2013,16.56677
bgd,2014,12.5103
bgd,2015,12.41368
bgd,2016,11.80547
bgd,2017,12.62651
bgd,2018,12.03831
bgd,2019,10.00412
bgd,2020,11.3853
bgd,2021,17.61741
bgr,1980,36.26755
bgr,1981,40.58411
bgr,1982,37.65534
bgr,1983,35.43909
bgr,1984,27.36057
bgr,1985,28.7106
bgr,1986,29.5929
bgr,1987,28.4456
bgr,1988,31.64418
bgr,1989,27.66966
bgr,1990,27.52688
bgr,1991,49.86247
bgr,1992,47.46333
bgr,1993,36.8821
bgr,1994,29.891
bgr,1995,34.51167
bgr,1996,32.15227
bgr,1997,30.72289
bgr,1998,25.28737
bgr,1999,29.1731
bgr,2000,29.04896
bgr,2001,29.97028
bgr,2002,28.21655
bgr,2003,26.32687
bgr,2004,25.48128
bgr,2005,27.46666
bgr,2006,30.47265
bgr,2007,23.59937
bgr,2008,22.70759
bgr,2009,20.7524
bgr,2010,19.73799
bgr,2011,20.79946
bgr,2012,19.87874
bgr,2013,21.14142
bgr,2014,23.50001
bgr,2015,20.96008
bgr,2016,21.07348
bgr,2017,21.93048
bgr,2018,21.45881
bgr,2019,20.29253
bgr,2020,20.61513
bhr,1975,16.18123
bhr,1976,17.81681
bhr,1977,19.53557
bhr,1978,10.58824
bhr,1979,12.96575
bhr,1980,23.65737
bhr,1981,16.71334
bhr,1982,12.23055
bhr,1983,15.08339
bhr,1984,5
bhr,1985,4.46455
bhr,1986,2.78358
bhr,1987,20.32646
bhr,1988,23.53982
bhr,1989,26.74113
bhr,1990,54.74777
bhr,1991,55.10996
bhr,1992,56.44292
bhr,1993,54.14117
bhr,1994,52.17674
bhr,1995,50.60335
bhr,1996,48.98204
bhr,1997,41.94491
bhr,1998,35.74312
bhr,1999,31.11831
bhr,2000,28.67814
bhr,2001,24.82592
bhr,2002,21.07812
bhr,2003,36.05156
bhr,2004,23.04946
bhr,2005,21.64816
bhr,2006,21.30105
bhr,2007,20.35405
bhr,2008,19.43897
bhr,2009,19.71538
bhr,2010,18.92316
bhr,2011,22.19174
bhr,2012,8.31471
bhr,2013,8.23165
bhr,2014,8.22266
bhr,2015,8.7558
bhr,2016,1.59609
bhr,2017,1.7073
bhs,1976,3.90909
bhs,1977,3.44429
bhs,1978,3.72149
bhs,1979,3.50023
bhs,1980,4.18231
bhs,1981,3.88571
bhs,1982,3.55119
bhs,1983,3.56862
bhs,1984,3.57603
bhs,1985,3.44059
bhs,1986,3.52405
bhs,1987,3.06574
bhs,1988,2.8074
bhs,1989,2.53001
bhs,1990,3.22645
bhs,1991,2.96898
bhs,1992,2.64824
bhs,1993,1.86429
bhs,1994,3.01867
bhs,1995,3.41049
bhs,1996,2.61057
bhs,1997,3.30843
bhs,1998,3.77038
bhs,1999,3.33222
bhs,2000,2.75692
bhs,2001,2.77655
bhs,2002,2.79025
bhs,2003,2.75909
bhs,2004,2.46471
bhs,2005,2.21582
bhs,2006,2.35665
bhs,2007,2.21325
bhs,2008,2.08057
bhs,2009,3.37039
bhs,2010,4.74151
bhs,2011,5.27453
bhs,2012,4.59478
bhs,2013,4.77119
bhs,2014,4.48888
bhs,2015,3.74646
bhs,2016,2.39658
bhs,2017,2.49773
bhs,2018,1.86015
bhs,2019,1.82911
bhs,2020,3.51375
bih,1998,4.16688
bih,1999,5.34469
bih,2000,6.27682
bih,2001,5.95403
bih,2002,6.52259
bih,2003,6.50236
bih,2004,6.27567
bih,2005,11.19494
bih,2006,11.42428
bih,2007,14.35961
bih,2008,15.05706
bih,2009,16.21949
bih,2010,16.54183
bih,2011,19.30781
bih,2012,19.11082
bih,2013,20.57426
bih,2014,20.10429
bih,2015,20.56326
bih,2016,19.77218
bih,2017,21.6113
bih,2018,21.35978
bih,2019,20.418
bih,2020,26.67486
blr,1993,54.13737
blr,1994,73.0708
blr,1995,64.81442
blr,1996,52.63216
blr,1997,53.97257
blr,1998,52.65957
blr,1999,61.71482
blr,2000,57.78765
blr,2001,54.76108
blr,2002,52.67435
blr,2003,50.43422
blr,2004,52.43337
blr,2005,57.25996
blr,2006,64.11446
blr,2007,65.98659
blr,2008,64.79941
blr,2009,60.92632
blr,2010,62.05049
blr,2011,62.66077
blr,2012,56.96642
blr,2013,50.95227
blr,2014,47.76857
blr,2015,44.61269
blr,2016,43.41144
blr,2017,44.53018
blr,2018,44.3924
blr,2019,41.67851
blr,2020,41.91603
blr,2021,42.73714
blz,1984,14.68927
blz,1985,15.2231
blz,1986,13.31776
blz,1987,15.90706
blz,1988,13.63331
blz,1989,15.66686
blz,1990,12.65713
blz,1991,9.29095
blz,1992,9.8878
blz,1993,8.30565
blz,1994,8.52766
blz,1995,4.66846
blz,1996,4.48957
blz,1997,4.67934
blz,1998,4.87718
blz,1999,5.64846
blz,2000,6.99749
blz,2001,7.28712
blz,2002,9.92534
blz,2003,10.54555
blz,2004,11.63821
blz,2005,9.83331
blz,2006,7.81083
blz,2007,7.56391
blz,2008,6.50206
blz,2009,4.90343
blz,2010,5.6158
blz,2011,6.48849
blz,2012,5.50144
blz,2013,5.15081
blz,2014,4.98476
blz,2015,5.04747
blz,2016,5.32163
blz,2017,5.12078
blz,2018,4.06116
blz,2019,4.23498
blz,2020,6.68692
bmu,2006,3.45285
bmu,2007,4.3592
bmu,2008,4.57397
bmu,2009,4.01814
bmu,2010,2.60626
bmu,2011,2.77549
bmu,2012,3.19703
bmu,2013,3.07549
bmu,2014,2.46363
bmu,2015,2.81304
bmu,2016,2.71397
bmu,2017,2.57076
bmu,2018,2.70553
bmu,2019,3.60023
bmu,2020,3.89546
bol,1976,13.24503
bol,1977,19.73684
bol,1978,19.59318
bol,1979,28.92586
bol,1980,33.52673
bol,1981,33.8172
bol,1982,31.16646
bol,1983,33.73786
bol,1984,37.16578
bol,1985,38.54922
bol,1986,38.27415
bol,1987,30.87452
bol,1988,31.56664
bol,1989,32.2889
bol,1990,32.55655
bol,1991,32.63694
bol,1992,32.55164
bol,1993,31.40022
bol,1994,32.60204
bol,1995,40.57173
bol,1996,41.78181
bol,1997,21.875
bol,1998,24.41213
bol,1999,17.53523
bol,2000,15.48657
bol,2001,20.61252
bol,2002,17.1647
bol,2003,21.79026
bol,2004,22.81761
bol,2005,21.97473
bol,2006,16.3797
bol,2007,9.62121
bol,2008,8.54015
bol,2009,9.09141
bol,2010,9.56522
bol,2011,23.24806
bol,2012,14.14887
bol,2013,20.72612
bol,2014,24.82996
bol,2015,24.41867
bol,2016,23.98557
bol,2017,28.81384
bol,2018,30.57193
bol,2019,31.38151
bol,2020,51.36451
bra,1975,44.81132
bra,1976,48.33006
bra,1977,44.82187
bra,1978,41.62963
bra,1979,47.18644
bra,1980,46.80484
bra,1981,47.99117
bra,1982,55.22388
bra,1983,64.15313
bra,1984,66.56394
bra,1985,71.9559
bra,1986,63.16079
bra,1987,67.05943
bra,1988,57.83238
bra,1989,43.07152
bra,1990,35.832
bra,1991,43.89876
bra,1992,47.06458
bra,1993,41.24906
bra,1994,44.82478
bra,1995,42.37979
bra,1996,30
bra,1997,25.49134
bra,1998,19.56979
bra,1999,17.97511
bra,2000,16.41587
bra,2001,16.06176
bra,2002,16.93133
bra,2003,18.32698
bra,2004,20.43954
bra,2005,20.52637
bra,2006,18.75221
bra,2007,18.15822
bra,2008,18.73926
bra,2009,15.50182
bra,2010,16.08169
bra,2011,15.73956
bra,2012,13.9771
bra,2013,14.16761
bra,2014,14.55403
bra,2015,14.56953
bra,2016,15.06487
bra,2017,16.7438
bra,2018,16.43156
bra,2019,16.11926
bra,2020,17.70469
bra,2021,19.48359
brb,1967,11.28775
brb,1968,8.71176
brb,1969,6.6057
brb,1970,4.93784
brb,1971,5.76853
brb,1972,4.59254
brb,1973,4.01134
brb,1974,5.32062
brb,1975,8.52703
brb,1976,7.50919
brb,1977,6.21358
brb,1978,7.82408
brb,1979,7.71
brb,1980,7.46346
brb,1981,5.65174
brb,1982,6.52574
brb,1983,5.70693
brb,1984,5.49349
brb,1985,4.72722
brb,1986,4.10043
brb,1987,1.30584
brb,1988,1.49111
brb,1989,1.14013
brb,1990,1.2482
brb,1991,1.64647
brb,1992,1.89665
brb,1993,1.74443
brb,1994,2.15526
brb,1995,2.41868
brb,1996,2.13886
brb,1997,2.63586
brb,1998,2.56289
brb,1999,2.66901
brb,2000,2.58528
brb,2001,2.55357
brb,2002,2.40528
brb,2003,2.41861
brb,2004,2.63885
brb,2005,2.05246
brb,2006,2.23253
brb,2007,2.53345
brb,2008,1.66091
brb,2009,2.73574
brb,2010,1.84897
brb,2011,3.63923
brb,2012,3.79207
brb,2013,3.94021
brb,2014,4.02357
brb,2015,4.19283
brb,2016,4.66732
brn,2001,55.49309
brn,2002,60.17396
brn,2003,56.55249
brn,2004,52.42814
brn,2005,50.81433
brn,2006,51.16087
brn,2007,49.94952
brn,2008,49.43547
brn,2009,49.37547
brn,2014,77.62942
brn,2015,71.93709
brn,2016,65.03306
brn,2017,62.98642
brn,2018,53.19336
brn,2019,44.98605
brn,2020,41.33244
btn,2006,24.19733
btn,2007,30.9158
btn,2008,18.65487
btn,2009,15.41775
btn,2010,34.33895
btn,2011,36.25072
btn,2012,31.82017
btn,2013,27.05279
btn,2014,28.81501
btn,2015,20.94352
btn,2016,32.19245
btn,2017,29.71662
btn,2018,39.49464
btn,2019,22.77903
btn,2020,28.35316
bwa,1975,65.13158
bwa,1976,50.9828
bwa,1977,49.5612
bwa,1978,43.73206
bwa,1979,35.40161
bwa,1980,41.67092
bwa,1981,36.24384
bwa,1982,36.02844
bwa,1983,33.92252
bwa,1984,27.36351
bwa,1985,28.46313
bwa,1986,23.50532
bwa,1987,23.43646
bwa,1988,22.50868
bwa,1989,21.54987
bwa,1990,17.85531
bwa,1991,17.74688
bwa,1992,22.36974
bwa,1993,19.24072
bwa,1994,19.1715
bwa,1995,14.71322
bwa,1996,24.64118
bwa,1997,17.93398
bwa,1998,16.93449
bwa,1999,16.40768
bwa,2000,15.97538
bwa,2001,14.76982
bwa,2002,11.2854
bwa,2003,10.73614
bwa,2004,11.09818
bwa,2005,10.20367
bwa,2006,10.4983
bwa,2007,9.72695
bwa,2008,3.36633
bwa,2009,2.0363
bwa,2010,5.5417
bwa,2011,3.77623
bwa,2012,5.40901
bwa,2013,9.44336
bwa,2014,4.81242
bwa,2015,4.95474
bwa,2016,3.8945
bwa,2017,5.44442
bwa,2018,6.39878
bwa,2019,6.60846
bwa,2020,10.91629
caf,1977,66.90713
caf,1978,54.35001
caf,1979,12.73301
caf,1980,6.45212
caf,1981,12.48951
caf,1982,20.10912
caf,1983,20.93886
caf,1984,18.72212
caf,1985,15.38747
caf,1986,12.75394
caf,1987,10.31931
caf,1988,9.51357
caf,1989,9.10404
caf,1990,12.78886
caf,1991,10.92677
caf,1992,12.72179
caf,1993,11.77778
can,1960,19.40055
can,1961,30.57439
can,1962,29.96427
can,1963,30.5085
can,1964,30.75232
can,1965,30.7701
can,1966,30.08576
can,1967,25.85525
can,1968,29.55311
can,1969,25.48472
can,1970,27.02635
can,1971,27.11371
can,1972,26.70261
can,1973,28.10714
can,1974,31.33334
can,1975,28.25469
can,1976,28.92113
can,1977,29.71826
can,1978,30.56601
can,1979,33.47448
can,1980,34.11736
can,1981,29.41721
can,1982,27.23207
can,1983,26.02118
can,1984,24.49039
can,1985,22.97818
can,1986,21.00322
can,1987,21.79896
can,1988,21.1206
can,1989,22.42081
can,1990,22.37388
can,1991,21.33151
can,1992,21.42368
can,1993,21.21311
can,1994,21.40587
can,1995,20.85039
can,1996,20.4115
can,1997,19.90064
can,1998,18.63683
can,1999,18.37491
can,2000,18.75907
can,2001,17.6143
can,2002,17.27003
can,2003,15.7413
can,2004,17.45699
can,2005,17.63997
can,2006,17.28347
can,2007,16.84719
can,2008,16.54521
can,2009,14.81512
can,2010,16.10118
can,2011,16.11063
can,2012,15.2538
can,2013,14.97952
can,2014,14.80834
can,2015,14.31291
can,2016,14.10564
can,2017,14.17902
can,2018,13.2414
can,2019,12.41816
can,2020,10.88712
can,2021,11.41228
che,1977,18.11991
che,1978,17.66382
che,1979,18.38059
che,1980,18.75363
che,1981,18.59712
che,1982,17.81236
che,1983,15.25816
che,1984,15.14044
che,1985,15.03346
che,1986,12.63863
che,1987,11.54982
che,1988,11.47207
che,1989,16.16983
che,1990,16.29813
che,1991,16.33918
che,1992,15.63309
che,1993,15.30023
che,1994,14.80632
che,1995,15.06024
che,1996,15.41691
che,1997,16.851
che,1998,16.63112
che,1999,15.28041
che,2000,16.60435
che,2001,17.08294
che,2002,13.21887
che,2003,12.59579
che,2004,13.1157
che,2005,12.25212
che,2006,12.54291
che,2007,12.7224
che,2008,13.41877
che,2009,11.96624
che,2010,11.51574
che,2011,11.30755
che,2012,12.06173
che,2013,12.37764
che,2014,12.24063
che,2015,10.57267
che,2016,9.6763
che,2017,10.74255
che,2018,11.18709
che,2019,11.26583
che,2020,11.1301
chl,1975,38.70968
chl,1976,36.9697
chl,1977,33.14149
chl,1978,45.05198
chl,1979,41.10828
chl,1980,32.16152
chl,1981,30.37543
chl,1982,32.11538
chl,1983,34.41656
chl,1984,37.60542
chl,1985,41.00965
chl,1986,32.56296
chl,1987,35.4067
chl,1988,40.27892
chl,1989,34.28385
chl,1990,38.63427
chl,1991,36.67654
chl,1992,39.61864
chl,1993,36.30652
chl,1994,40.21268
chl,1995,35.82466
chl,1996,46.00101
chl,1997,46.70579
chl,1998,48.33169
chl,1999,52.69456
chl,2000,53.57506
chl,2001,55.42754
chl,2002,50.26971
chl,2003,53.34225
chl,2004,56.13288
chl,2005,60.93407
chl,2006,59.67467
chl,2007,56.92259
chl,2008,60.24142
chl,2009,55.13038
chl,2010,58.88026
chl,2011,58.1538
chl,2012,50.89661
chl,2013,48.75249
chl,2014,43.72833
chl,2015,33.46614
chl,2016,31.57693
chl,2017,30.22511
chl,2018,30.56299
chl,2019,33.25618
chl,2020,38.70044
chn,1982,52.26911
chn,1983,54.09439
chn,1984,44.57488
chn,1985,42.61866
chn,1986,34.36112
chn,1987,30.31327
chn,1988,42.44545
chn,1989,37.67108
chn,1990,46.21691
chn,1991,28.81502
chn,1992,22.47811
chn,1993,17.24292
chn,1994,18.52587
chn,1995,17.52241
chn,1996,14.90219
chn,1997,5.13467
chn,1998,3.68714
chn,1999,3.66167
chn,2000,4.66405
chn,2001,5.14377
chn,2002,5.59892
chn,2003,13.70771
chn,2004,15.24454
chn,2005,19.65945
chn,2006,22.33982
chn,2007,23.14801
chn,2008,23.5238
chn,2009,16.41594
chn,2010,19.18287
chn,2011,17.69233
chn,2012,19.30401
chn,2013,18.1858
chn,2014,17.45124
chn,2015,17.75276
chn,2016,16.23153
chn,2017,17.50241
chn,2018,18.11207
chn,2019,18.8956
chn,2020,24.08127
civ,2005,20.18832
civ,2006,21.21487
civ,2007,20.12698
civ,2008,20.36873
civ,2009,20.53462
civ,2010,19.97193
civ,2011,14.5385
civ,2012,14.34987
civ,2013,14.83505
civ,2014,15.62049
civ,2015,21.54364
civ,2016,22.38243
civ,2017,23.44994
civ,2018,32.96366
civ,2019,33.71418
civ,2020,40.94545
cmr,1977,52.71195
cmr,1978,43.77763
cmr,1979,52.68691
cmr,1980,48.43839
cmr,1981,45.21776
cmr,1982,48.11637
cmr,1983,40.96452
cmr,1984,41.01661
cmr,1985,46.63631
cmr,1986,50.08962
cmr,1987,47.06082
cmr,1988,58.76802
cmr,1989,36.94649
cmr,1990,41.10524
cmr,1991,48.49384
cmr,1992,38.08994
cmr,1993,30.82204
cmr,1994,36.15527
cmr,1995,38.47825
cmr,1996,28.39239
cmr,1997,23.7358
cmr,1998,22.4174
cmr,1999,22.11706
cmr,2000,19.75437
cmr,2001,19.58584
cmr,2002,12.49046
cmr,2003,36.48859
cmr,2004,30.22885
cmr,2005,43.80394
cmr,2006,49.43861
cmr,2007,45.15055
cmr,2008,37.28369
cmr,2009,39.27992
cmr,2010,36.93869
cmr,2011,29.51727
cmr,2012,32.97656
cmr,2013,29.17657
cmr,2014,30.01007
cmr,2015,30.66027
cmr,2016,29.26206
cmr,2017,30.4263
cmr,2018,31.4517
cmr,2019,30.56212
cmr,2020,34.61774
cod,2005,3.35082
cod,2006,0.6237
cod,2007,5.55556
cod,2008,4.46752
cod,2009,8.06278
cod,2010,22.82553
cod,2011,15.48553
cod,2012,31.73265
cod,2013,31.01975
cod,2014,41.84528
cod,2015,52.11078
cod,2016,50.02649
cod,2017,31.96744
cod,2018,16.08135
cod,2019,14.34509
cod,2020,16.3947
cog,1978,45.69588
cog,1979,63.76567
cog,1980,45.98665
cog,1981,51.02628
cog,1982,47.40314
cog,1983,53.06809
cog,1984,59.19887
cog,1985,53.51342
cog,1986,50.50129
cog,1987,48.45587
cog,1988,47.15143
cog,1989,41.64474
cog,1990,35.55556
cog,1991,38.92857
cog,1992,49.71429
cog,1993,38.99371
cog,1994,42.47312
cog,1995,36.70135
cog,1996,19.78211
cog,1997,48.39802
cog,1998,10.94475
cog,1999,20.89511
cog,2000,24.60465
cog,2001,27.6713
cog,2002,22.59146
cog,2003,16.2234
cog,2004,16.07315
cog,2005,4.4712
cog,2006,4.74479
cog,2007,29.33883
cog,2008,28.32401
cog,2009,19.63413
cog,2010,21.97326
cog,2011,9.96612
cog,2012,21.26119
cog,2013,23.93872
cog,2014,29.25995
cog,2015,17.35731
cog,2016,55.6952
col,1968,42.46835
col,1969,47.97753
col,1970,47.23958
col,1971,47.05069
col,1972,43.99038
col,1973,45.55085
col,1974,45.69079
col,1975,38.42961
col,1976,44.00754
col,1977,37.84509
col,1978,37.32211
col,1979,28.93084
col,1980,31.13252
