geo,time,ny_gds_totl_zs
alb,2008,6.52731
alb,2009,8.07116
alb,2010,10.7333
alb,2011,10.7264
alb,2012,11.1883
alb,2013,8.94513
alb,2014,7.76078
alb,2015,8.1946
alb,2016,7.76962
alb,2017,8.89354
alb,2018,9.60579
alb,2019,8.75545
alb,2020,5.05498
are,2001,30.95648
are,2002,28.48082
are,2003,31.6759
are,2004,30.49151
are,2005,35.78462
are,2006,37.05542
are,2007,33.16922
are,2008,34.32032
are,2009,37.47825
are,2010,47.72838
are,2011,51.64866
are,2012,58.12844
are,2013,55.07761
are,2014,52.79776
are,2015,52.15886
are,2016,51.27808
are,2017,49.48115
are,2018,49.87898
are,2019,48.45728
arg,1960,20.96352
arg,1961,29.89931
arg,1962,20.75386
arg,1963,17.98663
arg,1964,24.09925
arg,1965,24.50297
arg,1966,22.20577
arg,1967,23.71357
arg,1968,22.77124
arg,1969,23.9906
arg,1970,25.30578
arg,1971,23.51231
arg,1972,24.25143
arg,1973,22.79698
arg,1974,22.87389
arg,1975,29.28622
arg,1976,33.98323
arg,1977,33.23119
arg,1978,30.69315
arg,1979,26.03797
arg,1980,23.83606
arg,1981,22.24021
arg,1982,24.32445
arg,1983,24.20312
arg,1984,22.7975
arg,1985,23.05184
arg,1986,19.29969
arg,1987,19.85231
arg,1988,21.95981
arg,1989,21.99356
arg,1990,19.7252
arg,1991,16.23402
arg,1992,15.1678
arg,1993,17.28366
arg,1994,16.89119
arg,1995,18.08976
arg,1996,18.97459
arg,1997,18.61161
arg,1998,18.45187
arg,1999,16.13452
arg,2000,16.8838
arg,2001,16.93174
arg,2002,25.86633
arg,2003,25.36414
arg,2004,24.55386
arg,2005,24.82875
arg,2006,24.3004
arg,2007,24.47944
arg,2008,23.2919
arg,2009,21.11796
arg,2010,20.60217
arg,2011,20.09072
arg,2012,18.45116
arg,2013,17.2062
arg,2014,17.66704
arg,2015,15.99578
arg,2016,16.62353
arg,2017,15.56353
arg,2018,14.72472
arg,2019,18.06372
arg,2020,20.94891
arm,1990,33.07494
arm,1991,24.2063
arm,1992,-12.689
arm,1993,-10.58622
arm,1994,-5.83059
arm,1995,-17.45045
arm,1996,-11.6541
arm,1997,-14.73565
arm,1998,-11.15006
arm,1999,-8.27514
arm,2000,-12.96476
arm,2001,-8.75381
arm,2002,-2.86951
arm,2003,3.00345
arm,2004,3.88017
arm,2005,10.86587
arm,2006,14.72496
arm,2007,15.2449
arm,2008,15.31191
arm,2009,3.16888
arm,2010,1.69941
arm,2011,0.0846
arm,2012,3.21021
arm,2013,1.27643
arm,2014,2.36696
arm,2015,8.97256
arm,2016,10.24218
arm,2017,7.65145
arm,2018,8.71242
arm,2019,3.99598
arm,2020,8.56883
asm,2002,-3.125
asm,2003,-5.53435
asm,2004,-14.73477
asm,2005,-18.2
asm,2006,-21.50101
asm,2007,-16.60232
asm,2008,-15.71429
asm,2009,0.2963
asm,2010,-22.86213
asm,2011,-31.22807
asm,2012,-17.03125
asm,2013,-18.96552
asm,2014,-25.34992
asm,2015,-23.47697
asm,2016,-16.69151
asm,2017,-28.10458
asm,2018,-28.482
asm,2019,-26.69753
asm,2020,-21.72073
atg,1993,30.00547
atg,1994,24.25823
atg,1995,17.82685
atg,1996,15.04731
atg,1997,20.791
atg,1998,24.33926
atg,1999,21.55612
atg,2000,24.7042
atg,2001,15.31023
atg,2002,16.3828
atg,2003,14.86288
atg,2004,17.18178
atg,2005,13.54815
atg,2006,12.89603
atg,2007,10.69983
atg,2008,13.68921
atg,2009,26.22924
atg,2010,14.28636
atg,2011,11.24553
atg,2012,7.93429
atg,2013,7.92217
atg,2014,10.76832
atg,2015,17.14132
atg,2016,20.52198
atg,2017,24.69515
atg,2018,31.55255
atg,2019,35.85988
atg,2020,20.5677
aus,1960,31.17852
aus,1961,30.62873
aus,1962,28.91112
aus,1963,29.90693
aus,1964,31.22059
aus,1965,31.07566
aus,1966,29.39922
aus,1967,31.15436
aus,1968,29.55533
aus,1969,31.78557
aus,1970,32.64698
aus,1971,31.55105
aus,1972,30.89595
aus,1973,30.85629
aus,1974,31.93428
aus,1975,27.20794
aus,1976,26.20987
aus,1977,25.72114
aus,1978,24.20595
aus,1979,25.86435
aus,1980,26.75004
aus,1981,26.05603
aus,1982,26.06513
aus,1983,22.15367
aus,1984,24.73546
aus,1985,25.73381
aus,1986,24.55526
aus,1987,24.15468
aus,1988,26.496
aus,1989,28.0816
aus,1990,27.56365
aus,1991,24.57078
aus,1992,21.98562
aus,1993,22.79331
aus,1994,23.91142
aus,1995,24.0478
aus,1996,24.35154
aus,1997,25.14881
aus,1998,24.7839
aus,1999,23.74043
aus,2000,24.13143
aus,2001,23.51324
aus,2002,24.44179
aus,2003,23.87036
aus,2004,24.40135
aus,2005,24.76971
aus,2006,25.68357
aus,2007,25.89311
aus,2008,26.07704
aus,2009,27.66631
aus,2010,25.88878
aus,2011,27.50543
aus,2012,27.56207
aus,2013,26.58088
aus,2014,26.45655
aus,2015,24.7961
aus,2016,23.13548
aus,2017,24.61175
aus,2018,24.91283
aus,2019,25.78167
aus,2020,26.19713
aut,1970,30.71309
aut,1971,30.43684
aut,1972,31.22077
aut,1973,31.23462
aut,1974,30.76856
aut,1975,26.58248
aut,1976,25.70159
aut,1977,25.00125
aut,1978,26.21652
aut,1979,26.7085
aut,1980,26.01192
aut,1981,24.57704
aut,1982,24.00374
aut,1983,22.78479
aut,1984,23.83613
aut,1985,23.73259
aut,1986,24.31857
aut,1987,24.46368
aut,1988,25.21381
aut,1989,25.86665
aut,1990,26.14444
aut,1991,26.45378
aut,1992,25.42518
aut,1993,24.67591
aut,1994,24.86051
aut,1995,25.47185
aut,1996,24.92622
aut,1997,25.63688
aut,1998,26.14287
aut,1999,26.52447
aut,2000,26.91357
aut,2001,26.91268
aut,2002,27.62139
aut,2003,26.93698
aut,2004,27.24669
aut,2005,26.844
aut,2006,27.52646
aut,2007,29.23947
aut,2008,28.90259
aut,2009,25.83422
aut,2010,26.00554
aut,2011,26.72369
aut,2012,26.67949
aut,2013,26.42119
aut,2014,26.8007
aut,2015,27.55548
aut,2016,28.08704
aut,2017,28.0016
aut,2018,28.75506
aut,2019,28.9769
aut,2020,28.67563
aze,1990,29.809
aze,1991,29.80913
aze,1992,18.44153
aze,1993,4.16815
aze,1994,-1.08546
aze,1995,2.85875
aze,1996,0.30008
aze,1997,12.92151
aze,1998,4.83927
aze,1999,8.61169
aze,2000,20.43831
aze,2001,24.85702
aze,2002,24.69443
aze,2003,27.6485
aze,2004,31.28766
aze,2005,47.45698
aze,2006,54.35715
aze,2007,56.93835
aze,2008,58.06932
aze,2009,46.11997
aze,2010,49.75603
aze,2011,52.61376
aze,2012,50.00301
aze,2013,47.81376
aze,2014,43.67651
aze,2015,30.90162
aze,2016,28.45948
aze,2017,31.0722
aze,2018,35.39292
aze,2019,31.36983
aze,2020,23.51123
bdi,1960,5.35714
bdi,1961,5.17241
bdi,1962,4.09836
bdi,1963,-0.75188
bdi,1964,7.38255
bdi,1965,3.58027
bdi,1966,4.55155
bdi,1967,5.7663
bdi,1968,5.11853
bdi,1969,5.85291
bdi,1970,3.59855
bdi,1971,1.87175
bdi,1972,-0.15883
bdi,1973,2.99527
bdi,1974,-1.72824
bdi,1975,-3.14605
bdi,1976,6.16202
bdi,1977,11.50062
bdi,1978,5.51818
bdi,1979,6.35672
bdi,1980,-0.59692
bdi,1981,4.11183
bdi,1982,-2.23807
bdi,1983,7.12462
bdi,1984,6.32253
bdi,1985,4.10099
bdi,1986,1.05161
bdi,1987,6.61864
bdi,1988,1.6726
bdi,1989,3.26518
bdi,1990,-5.36523
bdi,1991,-4.17799
bdi,1992,-10.08947
bdi,1993,-6.23893
bdi,1994,-11.23587
bdi,1995,-7.9885
bdi,1996,-1.72327
bdi,1997,1.49242
bdi,1998,-4.66892
bdi,1999,-2.50329
bdi,2000,-7.13465
bdi,2001,-6.13738
bdi,2002,-8.35356
bdi,2003,-6.74469
bdi,2004,-7.32352
bdi,2005,-4.5
bdi,2006,-9.28703
bdi,2007,-10.01355
bdi,2008,-12.79102
bdi,2009,-3.62514
bdi,2010,-2.93962
bdi,2011,-9.05424
bdi,2012,-7.97572
bdi,2013,-13.78005
bdi,2014,-11.40003
bdi,2015,2.16442
bdi,2016,-1.03725
bdi,2017,-1.38113
bdi,2018,-4.12495
bdi,2019,-5.17101
bdi,2020,-5.59629
bel,1970,32.03039
bel,1971,30.62341
bel,1972,30.15246
bel,1973,29.4831
bel,1974,29.73837
bel,1975,26.26952
bel,1976,26.2876
bel,1977,24.87549
bel,1978,24.34439
bel,1979,22.87334
bel,1980,22.42941
bel,1981,19.63383
bel,1982,19.16459
bel,1983,18.97983
bel,1984,20.15376
bel,1985,19.89303
bel,1986,20.8979
bel,1987,21.39189
bel,1988,24.05538
bel,1989,25.33275
bel,1990,25.58751
bel,1991,24.34814
bel,1992,24.89604
bel,1993,25.04447
bel,1994,25.58277
bel,1995,25.64095
bel,1996,24.80275
bel,1997,26.18456
bel,1998,25.98823
bel,1999,26.64514
bel,2000,26.64762
bel,2001,26.2809
bel,2002,26.32485
bel,2003,26.32217
bel,2004,27.56121
bel,2005,27.71767
bel,2006,28.01303
bel,2007,28.73844
bel,2008,26.60956
bel,2009,24.43525
bel,2010,24.82923
bel,2011,24.40794
bel,2012,23.75288
bel,2013,23.22605
bel,2014,23.95499
bel,2015,25.04597
bel,2016,25.44642
bel,2017,25.4954
bel,2018,25.12733
bel,2019,25.62007
bel,2020,25.5672
ben,1960,5.43302
ben,1961,5.72029
ben,1962,3.81307
ben,1963,2.81799
ben,1964,2.11028
ben,1965,1.13936
ben,1966,-0.57122
ben,1967,-0.28128
ben,1968,2.63271
ben,1969,3.0079
ben,1970,2.30764
ben,1971,0.23883
ben,1972,0.94789
ben,1973,2.78778
ben,1974,3.05322
ben,1975,0.41735
ben,1976,-1.38508
ben,1977,-0.85094
ben,1978,-1.95626
ben,1979,-0.48323
ben,1980,-6.34902
ben,1981,-12.35162
ben,1982,5.28915
ben,1983,-0.49192
ben,1984,1.42777
ben,1985,-4.05601
ben,1986,-2.47513
ben,1987,-2.75614
ben,1988,-2.64612
ben,1989,0.50763
ben,1990,6.70278
ben,1991,5.1383
ben,1992,3.35866
ben,1993,5.6051
ben,1994,10.05579
ben,1995,12.35751
ben,1996,14.031
ben,1997,14.1855
ben,1998,12.74741
ben,1999,9.85436
ben,2000,9.87088
ben,2001,9.23272
ben,2002,10.51851
ben,2003,10.83616
ben,2004,12.34272
ben,2005,9.95739
ben,2006,9.21462
ben,2007,11.34878
ben,2008,10.2465
ben,2009,10.01902
ben,2010,10.32133
ben,2011,10.94484
ben,2012,12.33304
ben,2013,14.80281
ben,2014,16.851
ben,2015,13.41646
ben,2016,16.49869
ben,2017,16.89501
ben,2018,19.13978
ben,2019,21.20952
ben,2020,20.54555
bfa,1960,4.43528
bfa,1961,5.24765
bfa,1962,5.49201
bfa,1963,5.66774
bfa,1964,7.71076
bfa,1965,8.7111
bfa,1966,8.04693
bfa,1967,5.67697
bfa,1968,6.06132
bfa,1969,5.82554
bfa,1970,6.60223
bfa,1971,7.80616
bfa,1972,9.9708
bfa,1973,11.88177
bfa,1974,17.70562
bfa,1975,8.73274
bfa,1976,12.32043
bfa,1977,5.12519
bfa,1978,5.96132
bfa,1979,3.26629
bfa,1980,0.55879
bfa,1981,-0.30502
bfa,1982,2.70476
bfa,1983,3.60951
bfa,1984,4.45424
bfa,1985,1.84865
bfa,1986,0.15599
bfa,1987,2.50034
bfa,1988,2.65662
bfa,1989,5.51298
bfa,1990,5.42413
bfa,1991,8.34447
bfa,1992,8.62138
bfa,1993,7.7374
bfa,1994,16.34019
bfa,1995,11.45898
bfa,1996,7.89162
bfa,1997,11.60042
bfa,1998,8.85098
bfa,1999,-1.2503
bfa,2000,-2.86281
bfa,2001,-0.02411
bfa,2002,-0.13011
bfa,2003,3.53191
bfa,2004,1.80033
bfa,2005,3.07512
bfa,2006,2.93219
bfa,2007,5.16845
bfa,2008,5.6453
bfa,2009,7.27199
bfa,2010,13.94889
bfa,2011,17.01726
bfa,2012,16.61056
bfa,2013,13.82803
bfa,2014,14.3027
bfa,2015,12.53281
bfa,2016,14.7343
bfa,2017,15.69783
bfa,2018,17.30129
bfa,2019,18.7764
bgd,1960,7.5837
bgd,1961,6.81177
bgd,1962,11.92907
bgd,1963,8.18284
bgd,1964,7.88172
bgd,1965,7.77239
bgd,1966,6.64936
bgd,1967,7.41913
bgd,1968,10.87928
bgd,1969,8.98903
bgd,1970,7.15029
bgd,1971,3.79173
bgd,1972,-3.36013
bgd,1973,3.39617
bgd,1974,0.72739
bgd,1975,0.94244
bgd,1976,-2.97875
bgd,1977,6.18252
bgd,1978,1.62361
bgd,1979,1.51525
bgd,1980,2.05073
bgd,1981,14.83891
bgd,1982,14.78092
bgd,1983,12.04878
bgd,1984,6.77708
bgd,1985,14.51439
bgd,1986,15.21124
bgd,1987,14.09845
bgd,1988,13.77871
bgd,1989,15.28326
bgd,1990,15.90629
bgd,1991,14.57318
bgd,1992,13.86441
bgd,1993,12.29928
bgd,1994,13.10385
bgd,1995,13.12679
bgd,1996,16.42039
bgd,1997,17.14003
bgd,1998,18.63571
bgd,1999,18.72772
bgd,2000,20.01878
bgd,2001,20.6315
bgd,2002,20.83894
bgd,2003,20.18562
bgd,2004,21.18791
bgd,2005,21.05571
bgd,2006,21.43661
bgd,2007,20.74738
bgd,2008,19.18941
bgd,2009,20.33241
bgd,2010,20.81002
bgd,2011,20.62208
bgd,2012,21.22376
bgd,2013,22.03609
bgd,2014,22.08994
bgd,2015,22.15847
bgd,2016,24.97775
bgd,2017,25.32925
bgd,2018,22.8348
bgd,2019,25.02344
bgd,2020,23.7741
bgr,1980,30.96662
bgr,1981,36.60364
bgr,1982,35.19595
bgr,1983,33.5822
bgr,1984,35.08836
bgr,1985,31.79047
bgr,1986,32.44006
bgr,1987,31.06678
bgr,1988,34.08702
bgr,1989,31.37128
bgr,1990,21.97944
bgr,1991,26.85777
bgr,1992,14.0488
bgr,1993,7.65406
bgr,1994,8.7753
bgr,1995,27.14509
bgr,1996,12.33061
bgr,1997,22.41602
bgr,1998,25.5461
bgr,1999,15.26832
bgr,2000,13.73815
bgr,2001,12.03234
bgr,2002,12.55402
bgr,2003,11.89418
bgr,2004,12.28273
bgr,2005,13.08459
bgr,2006,14.96463
bgr,2007,14.79297
bgr,2008,17.2045
bgr,2009,20.28328
bgr,2010,19.32464
bgr,2011,21.50828
bgr,2012,18.60019
bgr,2013,20.43971
bgr,2014,20.42165
bgr,2015,21.89251
bgr,2016,23.86141
bgr,2017,24.11847
bgr,2018,23.75435
bgr,2019,24.22615
bgr,2020,21.80882
bhr,1980,54.99523
bhr,1981,52.73411
bhr,1982,48.48265
bhr,1983,47.58616
bhr,1984,45.22301
bhr,1985,47.57847
bhr,1986,40.52453
bhr,1987,40.42653
bhr,1988,38.04324
bhr,1989,35.65086
bhr,1990,37.38053
bhr,1991,17.96393
bhr,1992,17.05665
bhr,1993,21.44939
bhr,1994,26.84151
bhr,1995,26.1253
bhr,1996,26.1169
bhr,1997,27.01797
bhr,1998,22.14098
bhr,1999,23.81602
bhr,2000,39.12726
bhr,2001,35.90465
bhr,2002,37.23123
bhr,2003,39.77037
bhr,2004,36.99292
bhr,2005,46.20985
bhr,2006,52.56152
bhr,2007,56.28715
bhr,2008,54.22041
bhr,2009,45.11216
bhr,2010,45.88873
bhr,2011,47.08494
bhr,2012,46.55268
bhr,2013,43.67732
bhr,2014,43.37825
bhr,2015,36.81384
bhr,2016,37.93504
bhr,2017,41.41604
bhr,2018,42.95743
bhr,2019,44.65874
bhs,1977,29.01823
bhs,1978,26.48967
bhs,1979,21.49501
bhs,1980,25.79196
bhs,1981,23.85558
bhs,1982,27.70069
bhs,1983,28.88389
bhs,1984,21.63049
bhs,1985,24.69082
bhs,1986,24.33569
bhs,1987,24.31466
bhs,1989,23.9128
bhs,1990,24.31522
bhs,1991,19.91187
bhs,1992,21.6597
bhs,1993,20.44534
bhs,1994,19.79932
bhs,1995,18.0487
bhs,1996,16.04018
bhs,1997,30.60881
bhs,1998,29.94225
bhs,1999,32.80469
bhs,2000,33.45484
bhs,2001,29.81222
bhs,2002,33.72037
bhs,2003,32.3716
bhs,2004,31.49198
bhs,2005,30.81881
bhs,2006,28.22936
bhs,2007,29.48709
bhs,2008,27.56033
bhs,2009,26.73583
bhs,2010,25.80053
bhs,2011,23.27155
bhs,2012,23.34593
bhs,2013,23.15095
bhs,2014,23.93542
bhs,2015,24.79858
bhs,2016,24.66604
bhs,2017,20.34839
bhs,2018,21.99364
bhs,2019,25.23396
bhs,2020,19.2541
bih,2000,-25.47003
bih,2001,-24.48548
bih,2002,-21.03839
bih,2003,-20.58531
bih,2004,-16.0217
bih,2005,-14.42912
bih,2006,-9.56989
bih,2007,-7.07639
bih,2008,-7.29287
bih,2009,-7.8803
bih,2010,-6.89045
bih,2011,-6.31964
bih,2012,-8.15398
bih,2013,-6.4773
bih,2014,-5.75531
bih,2015,-2.16513
bih,2016,0.9217
bih,2017,3.27528
bih,2018,5.68037
bih,2019,7.04538
bih,2020,5.48967
blr,1990,28.86836
blr,1991,33.33333
blr,1992,33.69565
blr,1993,25.27919
blr,1994,20.09779
blr,1995,20.36194
blr,1996,19.44391
blr,1997,22.61811
blr,1998,22.28862
blr,1999,21.85307
blr,2000,23.61087
blr,2001,20.82285
blr,2002,19.47946
blr,2003,21.49034
blr,2004,25.67041
blr,2005,27.22682
blr,2006,29.31712
blr,2007,29.66573
blr,2008,31.5178
blr,2009,27.69051
blr,2010,28.33354
blr,2011,37.84612
blr,2012,38.38168
blr,2013,35.31383
blr,2014,33.41855
blr,2015,32.20089
blr,2016,29.83707
blr,2017,29.89119
blr,2018,30.70724
blr,2019,29.19334
blr,2020,31.62932
blz,1980,35.80001
blz,1981,30.91922
blz,1982,26.33353
blz,1983,30.47113
blz,1984,38.55281
blz,1985,33.49061
blz,1986,39.69161
blz,1987,41.66388
blz,1988,41.60388
blz,1989,41.92949
blz,1990,46.09782
blz,1991,43.39144
blz,1992,15.16822
blz,1993,16.93944
blz,1994,13.82622
blz,1995,13.88879
blz,1996,11.29438
blz,1997,9.51512
blz,1998,8.24463
blz,1999,7.19506
blz,2000,13.00256
blz,2001,8.59132
blz,2002,6.82792
blz,2003,7.47859
blz,2004,10.55069
blz,2005,13.15308
blz,2006,19.28938
blz,2007,18.06998
blz,2008,18.94318
blz,2009,13.09945
blz,2010,13.45881
blz,2011,13.68219
blz,2012,14.86675
blz,2013,13.57321
blz,2014,15.13543
blz,2015,14.64839
blz,2016,10.63242
blz,2017,14.9459
blz,2018,15.49037
blz,2019,19.24817
blz,2020,14.19045
bmu,2010,38.36793
bmu,2011,36.46587
bmu,2012,37.13334
bmu,2013,37.84939
bmu,2014,38.16788
bmu,2015,38.84244
bmu,2016,39.05076
bmu,2017,39.18799
bmu,2018,39.53289
bmu,2019,40.24794
bmu,2020,40.10405
bol,1960,7.34539
bol,1961,4.26929
bol,1962,5.98836
bol,1963,6.48536
bol,1964,12.44004
bol,1965,11.74095
bol,1966,11.01887
bol,1967,10.78071
bol,1968,13.75589
bol,1969,14.39696
bol,1970,16.61149
bol,1971,13.83682
bol,1972,17.23086
bol,1973,19.80848
bol,1974,23.07619
bol,1975,16.74425
bol,1976,16.97185
bol,1977,16.28652
bol,1978,17.18172
bol,1979,17.61002
bol,1980,18.91892
bol,1981,15.97222
bol,1982,15.36313
bol,1983,17.51592
bol,1984,17.50659
bol,1985,15.6714
bol,1986,9.15171
bol,1987,8.63503
bol,1988,9.60942
bol,1989,10.92931
bol,1990,11.38263
bol,1991,10.09149
bol,1992,7.685
bol,1993,7.25818
bol,1994,8.83697
bol,1995,10.60886
bol,1996,11.54467
bol,1997,11.38351
bol,1998,10.72272
bol,1999,8.36539
bol,2000,9.09519
bol,2001,8.98491
bol,2002,10.21332
bol,2003,12.46571
bol,2004,15.83422
bol,2005,17.70797
bol,2006,22.87091
bol,2007,22.71606
bol,2008,24.49883
bol,2009,19.78944
bol,2010,23.8703
bol,2011,25.51856
bol,2012,27.05662
bol,2013,25.97178
bol,2014,22.3555
bol,2015,14.08502
bol,2016,13.63234
bol,2017,15.32392
bol,2018,15.46398
bol,2019,13.41223
bol,2020,10.90594
bra,1960,28.42172
bra,1961,30.58554
bra,1962,15.33333
bra,1963,20.10925
bra,1964,18.35504
bra,1965,24.54292
bra,1966,24.14714
bra,1967,18.24046
bra,1968,18.4391
bra,1969,21.81935
bra,1970,20.12184
bra,1971,18.8413
bra,1972,19.4426
bra,1973,26.03812
bra,1974,22.93288
bra,1975,26.15162
bra,1976,20.97341
bra,1977,21.48079
bra,1978,21.58045
bra,1979,19.412
bra,1980,21.88076
bra,1981,21.0436
bra,1982,17.38818
bra,1983,13.2735
bra,1984,12.72774
bra,1985,20.02619
bra,1986,17.99002
bra,1987,22.67238
bra,1988,22.75587
bra,1989,30.37113
bra,1990,21.40658
bra,1991,20.53189
bra,1992,21.41779
bra,1993,22.25358
bra,1994,22.49696
bra,1995,15.36564
bra,1996,15.09177
bra,1997,15.15508
bra,1998,15.78717
bra,1999,15.53719
bra,2000,16.63945
bra,2001,16.549
bra,2002,18.2919
bra,2003,19.07787
bra,2004,21.32584
bra,2005,20.60575
bra,2006,20.52341
bra,2007,21.18206
bra,2008,21.42981
bra,2009,18.3929
bra,2010,20.76031
bra,2011,21.05689
bra,2012,20.05803
bra,2013,19.39227
bra,2014,17.88689
bra,2015,16.25838
bra,2016,15.36922
bra,2017,15.34379
bra,2018,15.48884
bra,2019,15.1578
bra,2020,16.79228
brb,1975,9.20091
brb,1976,8.70279
brb,1977,12.49957
brb,1978,12.60352
brb,1979,12.80872
brb,1980,34.21415
brb,1981,30.5444
brb,1982,31.99487
brb,1983,32.93644
brb,1984,32.8313
brb,1985,34.62787
brb,1986,28.78252
brb,1987,28.67853
brb,1988,32.78387
brb,1989,32.78315
brb,1990,16.17742
brb,1991,14.67766
brb,1992,14.59888
brb,1993,15.26265
brb,1994,17.46245
brb,1995,11.88159
brb,1996,12.85023
brb,1997,11.41294
brb,1998,13.87222
brb,1999,12.72023
brb,2000,12.03791
brb,2001,9.99182
brb,2002,11.3343
brb,2003,13.74981
brb,2004,10.60241
brb,2005,9.77222
brb,2006,16.69245
brb,2007,15.28973
brb,2008,11.12662
brb,2009,13.80767
brb,2010,6.80992
brb,2011,6.32281
brb,2012,7.52773
brb,2013,6.17078
brb,2014,6.80401
brb,2015,9.66813
brb,2016,10.81646
brb,2017,10.68134
brb,2018,9.64092
brb,2019,10.31606
brb,2020,7.35627
brn,1974,75.46059
brn,1975,71.70084
brn,1976,80.51819
brn,1977,82.5873
brn,1978,84.8478
brn,1979,85.53411
brn,1980,84.72559
brn,1981,86.28652
brn,1982,84.46113
brn,1983,79.19718
brn,1989,49.06019
brn,1990,51.49663
brn,1991,50.60203
brn,1992,45.75202
brn,1993,35.61954
brn,1994,34.15025
brn,1995,36.60209
brn,1996,36.11535
brn,1997,35.5449
brn,1998,29.86726
brn,1999,36.88598
brn,2000,49.35508
brn,2001,44.2554
brn,2002,47.22913
brn,2003,48.61288
brn,2004,51.38446
brn,2005,59.13024
brn,2006,62.12896
brn,2007,57.21538
brn,2008,65.17092
brn,2009,52.35182
brn,2010,63.13537
brn,2011,68.49762
brn,2012,67.80144
brn,2013,64.57441
brn,2014,62.97938
brn,2015,55.15272
brn,2016,52.62728
brn,2017,53.04722
brn,2018,56.31718
brn,2019,54.50823
brn,2020,50.80968
btn,1990,18.33965
btn,1991,19.32596
btn,1992,10.61047
btn,1993,23.95973
btn,1994,34.00347
btn,1995,35.3117
btn,1996,22.56423
btn,1997,12.71452
btn,1998,10.67177
btn,1999,11.1938
btn,2000,27.31678
btn,2001,37.18049
btn,2002,32.76037
btn,2003,31.66339
btn,2004,29.88928
btn,2005,23.80967
btn,2006,40.26115
btn,2007,25.27393
btn,2008,34.58744
btn,2009,28.93719
btn,2010,34.22657
btn,2011,39.30049
btn,2012,44.59265
btn,2013,24.68152
btn,2014,31.68795
btn,2015,26.45163
btn,2016,32.83124
btn,2017,30.90908
btn,2018,25.03661
btn,2019,23.62796
btn,2020,17.08588
bwa,1960,-10.03407
bwa,1961,-9.97478
bwa,1962,-9.61167
bwa,1963,-9.64744
bwa,1964,-7.52202
bwa,1965,-5.64024
bwa,1966,0.1355
bwa,1967,-0.71344
bwa,1968,-9.15789
bwa,1969,8.46085
bwa,1970,9.06454
bwa,1971,22.02643
bwa,1972,27.77341
bwa,1973,27.7663
bwa,1974,24.0202
bwa,1975,21.70188
bwa,1976,17.83617
bwa,1977,15.05588
bwa,1978,19.89979
bwa,1979,26.09249
bwa,1980,26.66909
bwa,1981,21.58041
bwa,1982,22.94627
bwa,1983,28.90695
bwa,1984,32.2926
bwa,1985,38.0537
bwa,1986,40.68745
bwa,1987,42.18821
bwa,1988,50.17681
bwa,1989,49.19651
bwa,1990,42.63047
bwa,1991,39.71082
bwa,1992,37.02717
bwa,1993,36.66114
bwa,1994,33.13977
bwa,1995,30.51425
bwa,1996,38.44455
bwa,1997,36.36552
bwa,1998,33.01768
bwa,1999,39.88187
bwa,2000,41.77523
bwa,2001,42.0587
bwa,2002,40.24553
bwa,2003,39.41462
bwa,2004,39.68138
bwa,2005,42.49251
bwa,2006,44.23119
bwa,2007,42.76085
bwa,2008,35.57929
bwa,2009,28.24024
bwa,2010,31.09726
bwa,2011,35.191
bwa,2012,28.73796
bwa,2013,29.43002
bwa,2014,27.72908
bwa,2015,22.15652
bwa,2016,30.82572
bwa,2017,29.14758
bwa,2018,27.78027
