geo,time,sh_hiv_incd_14
cri,2014,100
cri,2015,100
cri,2016,100
cri,2017,100
cri,2018,100
cri,2019,100
cri,2020,100
cub,1990,100
cub,1991,100
cub,1992,100
cub,1993,100
cub,1994,100
cub,1995,100
cub,1996,100
cub,1997,100
cub,1998,100
cub,1999,100
cub,2000,100
cub,2001,100
cub,2002,100
cub,2003,100
cub,2004,100
cub,2005,100
cub,2006,100
cub,2007,100
cub,2008,100
cub,2009,100
cub,2010,100
cub,2011,100
cub,2012,100
cub,2013,100
cub,2014,100
cub,2015,100
cub,2016,100
cub,2017,100
cub,2018,100
cub,2019,100
cub,2020,100
dji,1990,100
dji,1991,100
dji,1992,100
dji,1993,100
dji,1994,200
dji,1995,500
dji,1996,500
dji,1997,500
dji,1998,500
dji,1999,500
dji,2000,500
dji,2001,500
dji,2002,500
dji,2003,500
dji,2004,500
dji,2005,500
dji,2006,500
dji,2007,200
dji,2008,200
dji,2009,200
dji,2010,200
dji,2011,200
dji,2012,200
dji,2013,100
dji,2014,100
dji,2015,100
dji,2016,100
dji,2017,100
dji,2018,100
dji,2019,100
dji,2020,100
dom,1990,500
dom,1991,500
dom,1992,500
dom,1993,540
dom,1994,600
dom,1995,640
dom,1996,670
dom,1997,690
dom,1998,690
dom,1999,680
dom,2000,650
dom,2001,610
dom,2002,560
dom,2003,510
dom,2004,500
dom,2005,500
dom,2006,500
dom,2007,200
dom,2008,500
dom,2009,200
dom,2010,200
dom,2011,200
dom,2012,200
dom,2013,200
dom,2014,100
dom,2015,200
dom,2016,200
dom,2017,200
dom,2018,100
dom,2019,200
dom,2020,200
dza,1990,100
dza,1991,100
dza,1992,100
dza,1993,100
dza,1994,100
dza,1995,100
dza,1996,100
dza,1997,100
dza,1998,100
dza,1999,100
dza,2000,100
dza,2001,100
dza,2002,100
dza,2003,100
dza,2004,100
dza,2005,100
dza,2006,100
dza,2007,100
dza,2008,100
dza,2009,100
dza,2010,100
dza,2011,100
dza,2012,100
dza,2013,100
dza,2014,100
dza,2015,200
dza,2016,200
dza,2017,200
dza,2018,200
dza,2019,200
dza,2020,200
ecu,1990,100
ecu,1991,100
ecu,1992,100
ecu,1993,100
ecu,1994,100
ecu,1995,200
ecu,1996,200
ecu,1997,200
ecu,1998,200
ecu,1999,200
ecu,2000,200
ecu,2001,200
ecu,2002,200
ecu,2003,200
ecu,2004,200
ecu,2005,200
ecu,2006,200
ecu,2007,200
ecu,2008,200
ecu,2009,200
ecu,2010,200
ecu,2011,200
ecu,2012,200
ecu,2013,200
ecu,2014,200
ecu,2015,200
ecu,2016,200
ecu,2017,200
ecu,2018,200
ecu,2019,100
ecu,2020,200
egy,1990,100
egy,1991,100
egy,1992,100
egy,1993,100
egy,1994,100
egy,1995,100
egy,1996,100
egy,1997,100
egy,1998,100
egy,1999,100
egy,2000,100
egy,2001,100
egy,2002,100
egy,2003,100
egy,2004,100
egy,2005,100
egy,2006,100
egy,2007,100
egy,2008,100
egy,2009,100
egy,2010,100
egy,2011,100
egy,2012,100
egy,2013,100
egy,2014,100
egy,2015,100
egy,2016,100
egy,2017,100
egy,2018,100
egy,2019,100
egy,2020,200
eri,1990,500
eri,1991,500
eri,1992,500
eri,1993,500
eri,1994,500
eri,1995,500
eri,1996,500
eri,1997,500
eri,1998,500
eri,1999,500
eri,2000,500
eri,2001,500
eri,2002,500
eri,2003,500
eri,2004,500
eri,2005,500
eri,2006,500
eri,2007,500
eri,2008,200
eri,2009,200
eri,2010,200
eri,2011,200
eri,2012,100
eri,2013,100
eri,2014,100
eri,2015,100
eri,2016,100
eri,2017,100
eri,2018,100
eri,2019,100
eri,2020,100
eth,1990,16000
eth,1991,20000
eth,1992,23000
eth,1993,25000
eth,1994,26000
eth,1995,27000
eth,1996,28000
eth,1997,28000
eth,1998,27000
eth,1999,26000
eth,2000,24000
eth,2001,22000
eth,2002,20000
eth,2003,18000
eth,2004,17000
eth,2005,15000
eth,2006,14000
eth,2007,13000
eth,2008,11000
eth,2009,10000
eth,2010,8900
eth,2011,7600
eth,2012,6000
eth,2013,5100
eth,2014,4900
eth,2015,4500
eth,2016,4700
eth,2017,4600
eth,2018,3900
eth,2019,3300
eth,2020,2800
gab,1990,200
gab,1991,500
gab,1992,500
gab,1993,500
gab,1994,510
gab,1995,620
gab,1996,720
gab,1997,800
gab,1998,870
gab,1999,910
gab,2000,940
gab,2001,950
gab,2002,950
gab,2003,950
gab,2004,930
gab,2005,920
gab,2006,910
gab,2007,830
gab,2008,780
gab,2009,780
gab,2010,730
gab,2011,680
gab,2012,620
gab,2013,540
gab,2014,570
gab,2015,510
gab,2016,500
gab,2017,500
gab,2018,500
gab,2019,500
gab,2020,500
geo,1990,100
geo,1991,100
geo,1992,100
geo,1993,100
geo,1994,100
geo,1995,100
geo,1996,100
geo,1997,100
geo,1998,100
geo,1999,100
geo,2000,100
geo,2001,100
geo,2002,100
geo,2003,100
geo,2004,100
geo,2005,100
geo,2006,100
geo,2007,100
geo,2008,100
geo,2009,100
geo,2010,100
geo,2011,100
geo,2012,100
geo,2013,100
geo,2014,100
geo,2015,100
geo,2016,100
geo,2017,100
geo,2018,100
geo,2019,100
geo,2020,100
gha,1990,4100
gha,1991,5000
gha,1992,5800
gha,1993,6600
gha,1994,7100
gha,1995,7600
gha,1996,8000
gha,1997,8300
gha,1998,8400
gha,1999,8500
gha,2000,8500
gha,2001,8400
gha,2002,8300
gha,2003,8200
gha,2004,8000
gha,2005,7700
gha,2006,7500
gha,2007,6500
gha,2008,6000
gha,2009,6200
gha,2010,5600
gha,2011,4900
gha,2012,4600
gha,2013,5100
gha,2014,4800
gha,2015,4900
gha,2016,4600
gha,2017,4400
gha,2018,4100
gha,2019,4000
gha,2020,3700
gin,1990,720
gin,1991,900
gin,1992,1100
gin,1993,1300
gin,1994,1500
gin,1995,1700
gin,1996,1800
gin,1997,2000
gin,1998,2100
gin,1999,2200
gin,2000,2300
gin,2001,2300
gin,2002,2300
gin,2003,2300
gin,2004,2300
gin,2005,2300
gin,2006,2300
gin,2007,2000
gin,2008,2000
gin,2009,2000
gin,2010,1900
gin,2011,1700
gin,2012,1600
gin,2013,1000
gin,2014,1400
gin,2015,1800
gin,2016,1600
gin,2017,1600
gin,2018,1400
gin,2019,1300
gin,2020,920
gmb,1990,100
gmb,1991,100
gmb,1992,100
gmb,1993,100
gmb,1994,200
gmb,1995,200
gmb,1996,500
gmb,1997,500
gmb,1998,500
gmb,1999,500
gmb,2000,500
gmb,2001,500
gmb,2002,500
gmb,2003,500
gmb,2004,500
gmb,2005,500
gmb,2006,500
gmb,2007,500
gmb,2008,500
gmb,2009,500
gmb,2010,500
gmb,2011,500
gmb,2012,500
gmb,2013,500
gmb,2014,500
gmb,2015,500
gmb,2016,500
gmb,2017,500
gmb,2018,500
gmb,2019,500
gmb,2020,500
gnb,1990,100
gnb,1991,100
gnb,1992,200
gnb,1993,200
gnb,1994,500
gnb,1995,500
gnb,1996,500
gnb,1997,540
gnb,1998,640
gnb,1999,730
gnb,2000,810
gnb,2001,870
gnb,2002,910
gnb,2003,930
gnb,2004,950
gnb,2005,960
gnb,2006,910
gnb,2007,910
gnb,2008,930
gnb,2009,880
gnb,2010,850
gnb,2011,790
gnb,2012,700
gnb,2013,580
gnb,2014,500
gnb,2015,500
gnb,2016,510
gnb,2017,500
gnb,2018,560
gnb,2019,500
gnb,2020,500
gtm,1990,100
gtm,1991,100
gtm,1992,200
gtm,1993,200
gtm,1994,500
gtm,1995,500
gtm,1996,500
gtm,1997,500
gtm,1998,500
gtm,1999,560
gtm,2000,620
gtm,2001,670
gtm,2002,710
gtm,2003,740
gtm,2004,740
gtm,2005,730
gtm,2006,610
gtm,2007,600
gtm,2008,590
gtm,2009,530
gtm,2010,550
gtm,2011,500
gtm,2012,500
gtm,2013,500
gtm,2014,500
gtm,2015,500
gtm,2016,500
gtm,2017,500
gtm,2018,500
gtm,2019,500
gtm,2020,500
guy,1990,100
guy,1991,100
guy,1992,100
guy,1993,100
guy,1994,100
guy,1995,100
guy,1996,100
guy,1997,100
guy,1998,100
guy,1999,100
guy,2000,100
guy,2001,100
guy,2002,100
guy,2003,100
guy,2004,100
guy,2005,100
guy,2006,100
guy,2007,100
guy,2008,100
guy,2009,100
guy,2010,100
guy,2011,100
guy,2012,100
guy,2013,100
guy,2014,100
guy,2015,100
guy,2016,100
guy,2017,100
guy,2018,100
guy,2019,100
guy,2020,100
hnd,1990,500
hnd,1991,570
hnd,1992,640
hnd,1993,690
hnd,1994,730
hnd,1995,760
hnd,1996,760
hnd,1997,750
hnd,1998,710
hnd,1999,670
hnd,2000,620
hnd,2001,550
hnd,2002,500
hnd,2003,500
hnd,2004,500
hnd,2005,500
hnd,2006,500
hnd,2007,500
hnd,2008,200
hnd,2009,200
hnd,2010,200
hnd,2011,200
hnd,2012,200
hnd,2013,200
hnd,2014,200
hnd,2015,200
hnd,2016,200
hnd,2017,100
hnd,2018,100
hnd,2019,100
hnd,2020,100
hti,1990,2200
hti,1991,2500
hti,1992,2800
hti,1993,2900
hti,1994,3000
hti,1995,3100
hti,1996,3100
hti,1997,3100
hti,1998,3100
hti,1999,3000
hti,2000,3000
hti,2001,2900
hti,2002,2800
hti,2003,2700
hti,2004,2600
hti,2005,2300
hti,2006,2100
hti,2007,1700
hti,2008,1600
hti,2009,1400
hti,2010,1600
hti,2011,1100
hti,2012,880
hti,2013,910
hti,2014,1100
hti,2015,1100
hti,2016,1100
hti,2017,1000
hti,2018,900
hti,2019,860
hti,2020,960
idn,1990,100
idn,1991,100
idn,1992,100
idn,1993,100
idn,1994,100
idn,1995,100
idn,1996,100
idn,1997,100
idn,1998,200
idn,1999,200
idn,2000,500
idn,2001,500
idn,2002,600
idn,2003,890
idn,2004,1200
idn,2005,1500
idn,2006,1900
idn,2007,2200
idn,2008,2500
idn,2009,2800
idn,2010,3100
idn,2011,3400
idn,2012,3500
idn,2013,3600
idn,2014,3700
idn,2015,3700
idn,2016,3600
idn,2017,3500
idn,2018,3400
idn,2019,3300
idn,2020,3200
irn,1990,100
irn,1991,100
irn,1992,100
irn,1993,100
irn,1994,100
irn,1995,100
irn,1996,100
irn,1997,100
irn,1998,100
irn,1999,100
irn,2000,100
irn,2001,100
irn,2002,200
irn,2003,200
irn,2004,200
irn,2005,200
irn,2006,200
irn,2007,200
irn,2008,200
irn,2009,200
irn,2010,200
irn,2011,200
irn,2012,200
irn,2013,200
irn,2014,100
irn,2015,200
irn,2016,200
irn,2017,100
irn,2018,100
irn,2019,100
irn,2020,100
jam,1990,200
jam,1991,200
jam,1992,200
jam,1993,500
jam,1994,500
jam,1995,500
jam,1996,500
jam,1997,500
jam,1998,500
jam,1999,500
jam,2000,500
jam,2001,500
jam,2002,500
jam,2003,500
jam,2004,500
jam,2005,200
jam,2006,200
jam,2007,200
jam,2008,100
jam,2009,200
jam,2010,100
jam,2011,200
jam,2012,200
jam,2013,100
jam,2014,100
jam,2015,100
jam,2016,100
jam,2017,100
jam,2018,100
jam,2019,100
jam,2020,100
kaz,1990,100
kaz,1991,100
kaz,1992,100
kaz,1993,100
kaz,1994,100
kaz,1995,100
kaz,1996,100
kaz,1997,100
kaz,1998,100
kaz,1999,100
kaz,2000,100
kaz,2001,100
kaz,2002,100
kaz,2003,100
kaz,2004,100
kaz,2005,100
kaz,2006,200
kaz,2007,200
kaz,2008,100
kaz,2009,100
kaz,2010,100
kaz,2011,100
kaz,2012,100
kaz,2013,100
kaz,2014,100
kaz,2015,100
kaz,2016,100
kaz,2017,100
kaz,2018,100
kaz,2019,100
kaz,2020,100
ken,1990,23000
ken,1991,29000
ken,1992,35000
ken,1993,39000
ken,1994,43000
ken,1995,44000
ken,1996,45000
ken,1997,45000
ken,1998,45000
ken,1999,44000
ken,2000,43000
ken,2001,41000
ken,2002,39000
ken,2003,37000
ken,2004,35000
ken,2005,31000
ken,2006,28000
ken,2007,26000
ken,2008,18000
ken,2009,17000
ken,2010,15000
ken,2011,11000
ken,2012,12000
ken,2013,12000
ken,2014,10000
ken,2015,6800
ken,2016,6400
ken,2017,6600
ken,2018,5400
ken,2019,5500
ken,2020,5200
kgz,1990,100
kgz,1991,100
kgz,1992,100
kgz,1993,100
kgz,1994,100
kgz,1995,100
kgz,1996,100
kgz,1997,100
kgz,1998,100
kgz,1999,100
kgz,2000,100
kgz,2001,100
kgz,2002,100
kgz,2003,100
kgz,2004,100
kgz,2005,100
kgz,2006,100
kgz,2007,100
kgz,2008,100
kgz,2009,100
kgz,2010,100
kgz,2011,100
kgz,2012,200
kgz,2013,100
kgz,2014,100
kgz,2015,100
kgz,2016,100
kgz,2017,100
kgz,2018,100
kgz,2019,100
kgz,2020,100
khm,1990,100
khm,1991,100
khm,1992,200
khm,1993,500
khm,1994,540
khm,1995,780
khm,1996,960
khm,1997,1100
khm,1998,1200
khm,1999,1200
khm,2000,1100
khm,2001,1100
khm,2002,1000
khm,2003,940
khm,2004,890
khm,2005,830
khm,2006,750
khm,2007,630
khm,2008,560
khm,2009,500
khm,2010,500
khm,2011,500
khm,2012,500
khm,2013,500
khm,2014,500
khm,2015,200
khm,2016,200
khm,2017,200
khm,2018,200
khm,2019,200
khm,2020,100
lao,1990,100
lao,1991,100
lao,1992,100
lao,1993,100
lao,1994,100
lao,1995,100
lao,1996,100
lao,1997,100
lao,1998,100
lao,1999,100
lao,2000,100
lao,2001,100
lao,2002,100
lao,2003,100
lao,2004,100
lao,2005,100
lao,2006,100
lao,2007,100
lao,2008,100
lao,2009,100
lao,2010,100
lao,2011,100
lao,2012,100
lao,2013,100
lao,2014,100
lao,2015,100
lao,2016,100
lao,2017,100
lao,2018,100
lao,2019,100
lao,2020,100
lbr,1990,620
lbr,1991,760
lbr,1992,770
lbr,1993,820
lbr,1994,870
lbr,1995,920
lbr,1996,980
lbr,1997,1000
lbr,1998,1100
lbr,1999,1200
lbr,2000,1200
lbr,2001,1200
lbr,2002,1100
lbr,2003,1100
lbr,2004,1000
lbr,2005,970
lbr,2006,930
lbr,2007,890
lbr,2008,780
lbr,2009,750
lbr,2010,660
lbr,2011,560
lbr,2012,520
lbr,2013,550
lbr,2014,530
lbr,2015,500
lbr,2016,500
lbr,2017,500
lbr,2018,500
lbr,2019,500
lbr,2020,500
lby,1990,100
lby,1991,100
lby,1992,100
lby,1993,100
lby,1994,100
lby,1995,100
lby,1996,100
lby,1997,100
lby,1998,100
lby,1999,100
lby,2000,100
lby,2001,100
lby,2002,100
lby,2003,100
lby,2004,100
lby,2005,100
lby,2006,100
lby,2007,100
lby,2008,100
lby,2009,100
lby,2010,100
lby,2011,100
lby,2012,100
lby,2013,100
lby,2014,100
lby,2015,100
lby,2016,100
lby,2017,100
lby,2018,100
lby,2019,100
lby,2020,100
lso,1990,520
lso,1991,850
lso,1992,1300
lso,1993,1900
lso,1994,2600
lso,1995,3200
lso,1996,3700
lso,1997,4100
lso,1998,4300
lso,1999,4400
lso,2000,4500
lso,2001,4500
lso,2002,4500
lso,2003,4500
lso,2004,4400
lso,2005,4300
lso,2006,4000
lso,2007,3100
lso,2008,3000
lso,2009,2200
lso,2010,1700
lso,2011,1000
lso,2012,980
lso,2013,990
lso,2014,890
lso,2015,690
lso,2016,600
lso,2017,660
lso,2018,580
lso,2019,600
lso,2020,500
mar,1990,100
mar,1991,100
mar,1992,100
mar,1993,100
mar,1994,100
mar,1995,200
mar,1996,200
mar,1997,200
mar,1998,200
mar,1999,200
mar,2000,200
mar,2001,200
mar,2002,200
mar,2003,200
mar,2004,200
mar,2005,200
mar,2006,200
mar,2007,200
mar,2008,200
mar,2009,200
mar,2010,200
mar,2011,200
mar,2012,200
mar,2013,200
mar,2014,200
mar,2015,200
mar,2016,200
mar,2017,200
mar,2018,100
mar,2019,100
mar,2020,100
mda,1990,100
mda,1991,100
mda,1992,100
mda,1993,100
mda,1994,100
mda,1995,100
mda,1996,100
mda,1997,100
mda,1998,100
mda,1999,100
mda,2000,100
mda,2001,100
mda,2002,100
mda,2003,100
mda,2004,100
mda,2005,100
mda,2006,100
mda,2007,100
mda,2008,100
mda,2009,100
mda,2010,100
mda,2011,100
mda,2012,100
mda,2013,100
mda,2014,100
mda,2015,100
mda,2016,100
mda,2017,100
mda,2018,100
mda,2019,100
mda,2020,100
mdg,1990,100
mdg,1991,100
mdg,1992,100
mdg,1993,100
mdg,1994,100
mdg,1995,100
mdg,1996,100
mdg,1997,100
mdg,1998,100
mdg,1999,100
mdg,2000,100
mdg,2001,100
mdg,2002,100
mdg,2003,100
mdg,2004,100
mdg,2005,200
mdg,2006,200
mdg,2007,200
mdg,2008,200
mdg,2009,200
mdg,2010,500
mdg,2011,500
mdg,2012,500
mdg,2013,500
mdg,2014,500
mdg,2015,500
mdg,2016,500
mdg,2017,500
mdg,2018,500
mdg,2019,520
mdg,2020,580
mex,1990,500
mex,1991,500
mex,1992,500
mex,1993,500
mex,1994,500
mex,1995,500
mex,1996,500
mex,1997,500
mex,1998,500
mex,1999,500
mex,2000,500
mex,2001,500
mex,2002,500
mex,2003,500
mex,2004,500
mex,2005,500
mex,2006,700
mex,2007,620
mex,2008,550
mex,2009,500
mex,2010,500
mex,2011,500
mex,2012,500
mex,2013,500
mex,2014,500
mex,2015,500
mex,2016,500
mex,2017,500
mex,2018,500
mex,2019,500
mex,2020,500
mli,1990,2200
mli,1991,2600
mli,1992,3000
mli,1993,3400
mli,1994,3600
mli,1995,3900
mli,1996,4000
mli,1997,4100
mli,1998,4100
mli,1999,4200
mli,2000,4200
mli,2001,4100
mli,2002,4000
mli,2003,4000
mli,2004,3900
mli,2005,3800
mli,2006,3600
mli,2007,3300
mli,2008,3400
mli,2009,2900
mli,2010,2700
mli,2011,2400
mli,2012,2200
mli,2013,2600
mli,2014,2500
mli,2015,2300
mli,2016,2200
mli,2017,2200
mli,2018,2100
mli,2019,2100
mli,2020,2100
moz,1990,3500
moz,1991,4800
moz,1992,6500
moz,1993,8700
moz,1994,11000
moz,1995,14000
moz,1996,17000
moz,1997,20000
moz,1998,22000
moz,1999,25000
moz,2000,28000
moz,2001,30000
moz,2002,31000
moz,2003,33000
moz,2004,33000
moz,2005,33000
moz,2006,33000
moz,2007,26000
moz,2008,27000
moz,2009,25000
moz,2010,29000
moz,2011,24000
moz,2012,18000
moz,2013,17000
moz,2014,16000
moz,2015,16000
moz,2016,16000
moz,2017,14000
moz,2018,14000
moz,2019,13000
moz,2020,13000
mus,1990,100
mus,1991,100
mus,1992,100
mus,1993,100
mus,1994,100
mus,1995,100
mus,1996,100
mus,1997,100
mus,1998,100
mus,1999,100
mus,2000,100
mus,2001,100
mus,2002,100
mus,2003,100
mus,2004,100
mus,2005,100
mus,2006,100
mus,2007,100
mus,2008,100
mus,2009,100
mus,2010,100
mus,2011,100
mus,2012,100
mus,2013,100
mus,2014,100
mus,2015,100
mus,2016,100
mus,2017,100
mus,2018,100
mus,2019,100
mus,2020,100
mwi,1990,18000
mwi,1991,20000
mwi,1992,22000
mwi,1993,24000
mwi,1994,26000
mwi,1995,27000
mwi,1996,28000
mwi,1997,28000
mwi,1998,29000
mwi,1999,28000
mwi,2000,28000
mwi,2001,27000
mwi,2002,26000
mwi,2003,26000
mwi,2004,25000
mwi,2005,23000
mwi,2006,22000
