geo,time,ne_con_prvt_pc_kd
ben,2018,813.91484
ben,2019,819.83654
ben,2020,823.83525
bfa,1965,266.91372
bfa,1966,266.16268
bfa,1967,298.01447
bfa,1968,298.50437
bfa,1969,300.32493
bfa,1970,277.82681
bfa,1971,278.50972
bfa,1972,261.8165
bfa,1973,254.9016
bfa,1974,265.44463
bfa,1975,277.43641
bfa,1976,290.34963
bfa,1977,316.86296
bfa,1978,308.09122
bfa,1979,309.27398
bfa,1980,324.69969
bfa,1981,330.26165
bfa,1982,327.75224
bfa,1983,320.94517
bfa,1984,292.91213
bfa,1985,298.6805
bfa,1986,332.17762
bfa,1987,306.94051
bfa,1988,315.80195
bfa,1989,301.92273
bfa,1990,285.25552
bfa,1991,292.34223
bfa,1992,286.59733
bfa,1993,297.50199
bfa,1994,231.53383
bfa,1995,263.43734
bfa,1996,303.25124
bfa,1997,302.14773
bfa,1998,332.69567
bfa,1999,378.10564
bfa,2000,369.35217
bfa,2001,363.53102
bfa,2002,372.19913
bfa,2003,380.18737
bfa,2004,393.53973
bfa,2005,402.94325
bfa,2006,407.77377
bfa,2007,402.22093
bfa,2008,418.51241
bfa,2009,410.24263
bfa,2010,419.65476
bfa,2011,430.24634
bfa,2012,457.08716
bfa,2013,471.76916
bfa,2014,464.07224
bfa,2015,467.27998
bfa,2016,473.15786
bfa,2017,475.9574
bfa,2018,480.71466
bfa,2019,494.20869
bgd,1960,799.13376
bgd,1961,846.85126
bgd,1962,809.30472
bgd,1963,825.4699
bgd,1964,886.76117
bgd,1965,864.59361
bgd,1966,851.99304
bgd,1967,820.97941
bgd,1968,819.94468
bgd,1969,829.1258
bgd,1970,879.80591
bgd,1971,832.01437
bgd,1972,767.83906
bgd,1973,650.31273
bgd,1974,608.9179
bgd,1975,569.88321
bgd,1976,556.37772
bgd,1977,474.8219
bgd,1978,534.88347
bgd,1979,536.79047
bgd,1980,543.76065
bgd,1981,511.62381
bgd,1982,482.63026
bgd,1983,482.56932
bgd,1984,504.01839
bgd,1985,497.46247
bgd,1986,498.37205
bgd,1987,498.72129
bgd,1988,504.80037
bgd,1989,496.66643
bgd,1990,521.77317
bgd,1991,508.1648
bgd,1992,516.55092
bgd,1993,522.68272
bgd,1994,530.35276
bgd,1995,538.60103
bgd,1996,526.73955
bgd,1997,521.14995
bgd,1998,519.05801
bgd,1999,528.96421
bgd,2000,544.54482
bgd,2001,556.45301
bgd,2002,552.19349
bgd,2003,564.70506
bgd,2004,588.82694
bgd,2005,619.20339
bgd,2006,653.97325
bgd,2007,694.0234
bgd,2008,713.42716
bgd,2009,721.67219
bgd,2010,746.45462
bgd,2011,785.87143
bgd,2012,808.81637
bgd,2013,840.51541
bgd,2014,864.24857
bgd,2015,904.34574
bgd,2016,921.3496
bgd,2017,979.18103
bgd,2018,1075.7215
bgd,2019,1106.49358
bgd,2020,1123.93517
bgr,1980,2105.54723
bgr,1981,2193.54847
bgr,1982,2302.51905
bgr,1983,2349.78424
bgr,1984,2465.14832
bgr,1985,2462.51618
bgr,1986,2510.06547
bgr,1987,2649.61748
bgr,1988,2820.25986
bgr,1989,2744.54976
bgr,1990,2953.68764
bgr,1991,2235.82716
bgr,1992,2205.72686
bgr,1993,2158.91319
bgr,1994,2070.94172
bgr,1995,2466.36112
bgr,1996,2560.99742
bgr,1997,1741.64633
bgr,1998,1718.34209
bgr,1999,1854.16315
bgr,2000,2036.57333
bgr,2001,2236.65378
bgr,2002,2418.34362
bgr,2003,2593.5492
bgr,2004,2857.72361
bgr,2005,3093.33809
bgr,2006,3381.9711
bgr,2007,3792.93701
bgr,2008,3950.20138
bgr,2009,3804.32914
bgr,2010,3840.75545
bgr,2011,3965.97922
bgr,2012,4121.71807
bgr,2013,4038.12379
bgr,2014,4178.63872
bgr,2015,4365.34106
bgr,2016,4550.70326
bgr,2017,4758.16535
bgr,2018,5003.64975
bgr,2019,5314.07549
bgr,2020,5364.11395
bhr,2000,8987.92198
bhr,2001,9200.9386
bhr,2002,8790.92727
bhr,2003,8571.67848
bhr,2004,8160.43211
bhr,2005,7824.74123
bhr,2006,7344.93782
bhr,2007,7123.08013
bhr,2008,8287.02847
bhr,2009,8648.53156
bhr,2010,9432.84247
bhr,2011,9763.72309
bhr,2012,9708.59154
bhr,2013,10546.63834
bhr,2014,10309.85105
bhr,2015,10298.71602
bhr,2016,9887.73943
bhr,2017,9559.22305
bhr,2018,9225.63707
bhr,2019,8699.24915
bhs,1989,21446.77545
bhs,1990,20640.86757
bhs,1991,19386.09127
bhs,1992,18070.50066
bhs,1993,17679.99416
bhs,1994,17754.26008
bhs,1995,18757.62676
bhs,1996,19697.95496
bhs,1997,21956.49709
bhs,1998,21699.16916
bhs,1999,23167.32641
bhs,2000,23385.46372
bhs,2001,23203.09039
bhs,2002,23639.48826
bhs,2003,23022.29541
bhs,2004,22247.76919
bhs,2005,23602.03487
bhs,2006,23842.54663
bhs,2007,23676.9898
bhs,2008,22431.58781
bhs,2009,19865.98673
bhs,2010,19765.64085
bhs,2011,19110.54993
bhs,2012,19623.62768
bhs,2013,19037.46606
bhs,2014,19751.63521
bhs,2015,19564.13683
bhs,2016,19480.08739
bhs,2017,20808.22401
bhs,2018,20992.53595
bhs,2019,20043.83584
bih,2006,3325.94638
bih,2007,3565.57155
bih,2008,3577.78094
bih,2009,3442.91618
bih,2010,3474.39257
bih,2011,3510.90718
bih,2012,3542.59114
bih,2013,3606.8607
bih,2014,3738.89275
bih,2015,3856.09199
bih,2016,3989.29125
bih,2017,4073.68773
bih,2018,4187.04773
bih,2019,4327.20403
bih,2020,4180.07067
blr,1990,810.12275
blr,1991,759.21832
blr,1992,716.05976
blr,1993,679.46299
blr,1994,585.13537
blr,1995,518.6089
blr,1996,548.09267
blr,1997,610.25927
blr,1998,694.39797
blr,1999,760.74923
blr,2000,823.41099
blr,2001,970.8807
blr,2002,1084.95265
blr,2003,1171.1556
blr,2004,1290.02368
blr,2005,1489.04389
blr,2006,1688.52433
blr,2007,1923.06849
blr,2008,2244.87064
blr,2009,2249.88589
blr,2010,2466.74618
blr,2011,2525.84029
blr,2012,2798.33854
blr,2013,3095.92402
blr,2014,3225.57243
blr,2015,3145.72944
blr,2016,3041.57969
blr,2017,3185.06772
blr,2018,3442.49675
blr,2019,3641.2357
blr,2020,3593.82434
blz,1980,1918.78851
blz,1981,1484.131
blz,1982,1639.44424
blz,1983,1471.63161
blz,1984,1218.53739
blz,1985,1112.74527
blz,1986,1001.42756
blz,1987,1159.39403
blz,1988,1324.65043
blz,1989,1445.53017
blz,1990,1518.18307
blz,1991,1650.26715
blz,1992,2848.80295
blz,1993,2842.42225
blz,1994,2940.85886
blz,1995,2999.05536
blz,1996,2950.38425
blz,1997,2910.10937
blz,1998,2989.79882
blz,1999,3122.49637
blz,2000,3272.03189
blz,2001,3470.35216
blz,2002,3588.0201
blz,2003,3622.57664
blz,2004,3524.88118
blz,2005,3344.37786
blz,2006,3182.88709
blz,2007,3184.27282
blz,2008,3050.27591
blz,2009,3085.23871
blz,2010,3167.98092
blz,2011,3237.38018
blz,2012,3202.31357
blz,2013,3286.85459
blz,2014,3246.77267
blz,2015,3318.1412
blz,2016,3427.91179
blz,2017,3221.71697
blz,2018,3075.17922
blz,2019,2917.42511
blz,2020,2462.01154
bmu,2015,49630.24051
bol,1960,990.90399
bol,1961,1042.44753
bol,1962,1023.78611
bol,1963,1060.05738
bol,1964,1047.56788
bol,1965,1100.63331
bol,1966,1160.09621
bol,1967,1205.20476
bol,1968,1215.11161
bol,1969,1267.31538
bol,1970,1321.92802
bol,1971,1339.89621
bol,1972,1324.0872
bol,1973,1402.58946
bol,1974,1415.57469
bol,1975,1441.60778
bol,1976,1520.27377
bol,1977,1563.62196
bol,1978,1486.58356
bol,1979,1467.05787
bol,1980,1462.70862
bol,1981,1438.53794
bol,1982,1353.05724
bol,1983,1265.25677
bol,1984,1239.65008
bol,1985,1262.82469
bol,1986,1298.40736
bol,1987,1310.98973
bol,1988,1295.02169
bol,1989,1290.52161
bol,1990,1306.169
bol,1991,1321.35691
bol,1992,1339.77869
bol,1993,1355.56297
bol,1994,1366.56413
bol,1995,1378.1292
bol,1996,1394.42783
bol,1997,1440.83314
bol,1998,1486.68493
bol,1999,1498.09294
bol,2000,1503.24814
bol,2001,1493.59015
bol,2002,1495.78692
bol,2003,1496.07405
bol,2004,1511.89999
bol,2005,1534.61124
bol,2006,1569.35591
bol,2007,1606.91675
bol,2008,1666.59881
bol,2009,1699.26552
bol,2010,1738.05329
bol,2011,1799.06587
bol,2012,1852.05074
bol,2013,1931.17718
bol,2014,2004.63767
bol,2015,2077.20325
bol,2016,2116.21813
bol,2017,2184.44542
bol,2018,2246.23793
bol,2019,2296.45073
bra,1960,1509.5112
bra,1961,1601.63767
bra,1962,1654.61136
bra,1963,1595.96536
bra,1964,1603.59329
bra,1965,1575.1334
bra,1966,1597.36772
bra,1967,1691.52525
bra,1968,1840.81587
bra,1969,1718.71346
bra,1970,1983.64285
bra,1971,2186.62791
bra,1972,2380.76292
bra,1973,2537.63033
bra,1974,2775.88202
bra,1975,2567.83217
bra,1976,2946.18328
bra,1977,3207.80651
bra,1978,3192.16981
bra,1979,3445.74264
bra,1980,3665.72806
bra,1981,3496.79156
bra,1982,3526.71582
bra,1983,3623.49571
bra,1984,3879.12658
bra,1985,3749.37218
bra,1986,3703.91572
bra,1987,3488.28949
bra,1988,3467.24421
bra,1989,3270.89443
bra,1990,3305.95055
bra,1991,3517.13884
bra,1992,3435.2791
bra,1993,3531.88986
bra,1994,3733.28577
bra,1995,3990.40486
bra,1996,4047.84077
bra,1997,4105.90082
bra,1998,4014.48617
bra,1999,3970.42723
bra,2000,4072.13107
bra,2001,4047.82775
bra,2002,4047.72568
bra,2003,3975.32488
bra,2004,4081.9644
bra,2005,4213.89973
bra,2006,4388.48696
bra,2007,4620.1086
bra,2008,4870.09922
bra,2009,5038.42928
bra,2010,5302.32191
bra,2011,5507.12687
bra,2012,5649.14613
bra,2013,5794.3958
bra,2014,5874.29823
bra,2015,5637.85667
bra,2016,5374.4608
bra,2017,5439.32792
bra,2018,5524.54313
bra,2019,5603.33577
bra,2020,5260.07151
brb,2015,12673.95848
brn,1989,3978.69054
brn,1990,4053.41254
brn,1991,3873.09857
brn,1992,4606.72648
brn,1993,5250.30405
brn,1994,4711.82516
brn,1995,4372.25754
brn,1996,4749.48243
brn,1997,5237.56446
brn,1998,4617.92932
brn,1999,4389.00365
brn,2000,3997.07672
brn,2001,4081.317
brn,2002,4030.34575
brn,2003,4581.42541
brn,2004,5055.35741
brn,2005,4948.60764
brn,2006,5061.78954
brn,2007,5098.3654
brn,2008,5127.08815
brn,2009,5319.97626
brn,2010,5349.38201
brn,2011,5566.45712
brn,2012,5968.1526
brn,2013,6243.4235
brn,2014,5933.07209
brn,2015,6165.99284
brn,2016,6014.07555
brn,2017,6228.55532
brn,2018,6297.73325
brn,2019,6604.80982
brn,2020,7020.71205
btn,1990,432.51628
btn,1991,505.58606
btn,1992,582.10605
btn,1993,457.66969
btn,1994,410.73354
btn,1995,435.85475
btn,1996,499.78969
btn,1997,511.23792
btn,1998,619.77429
btn,1999,576.91343
btn,2000,534.3077
btn,2001,486.9486
btn,2002,572.65696
btn,2003,656.44318
btn,2004,701.72903
btn,2005,845.48743
btn,2006,534.33342
btn,2007,923.3409
btn,2008,836.03757
btn,2009,919.47216
btn,2010,961.82467
btn,2011,1007.89389
btn,2012,970.36627
btn,2013,1555.3815
btn,2014,1458.97205
btn,2015,1640.64847
btn,2016,1541.61976
btn,2017,1601.58855
btn,2018,1815.66862
btn,2019,1905.02795
bwa,1975,839.46592
bwa,1976,893.92309
bwa,1977,935.31054
bwa,1978,1013.8723
bwa,1979,1097.27155
bwa,1980,1078.02547
bwa,1981,1020.55918
bwa,1982,938.8732
bwa,1983,847.00442
bwa,1984,877.58723
bwa,1985,992.21861
bwa,1986,1021.43748
bwa,1987,984.45761
bwa,1988,1032.44319
bwa,1989,1246.07634
bwa,1990,1475.06537
bwa,1991,1573.65633
bwa,1992,1511.07475
bwa,1993,1438.05001
bwa,1994,1435.99674
bwa,1995,1639.13228
bwa,1996,1687.25281
bwa,1997,1869.8393
bwa,1998,1865.97255
bwa,1999,1826.78933
bwa,2000,1766.76074
bwa,2001,1656.33232
bwa,2002,1707.81724
bwa,2003,1700.88042
bwa,2004,1722.26803
bwa,2005,1872.27853
bwa,2006,2151.16787
bwa,2007,2421.54261
bwa,2008,2779.91146
bwa,2009,2876.86459
bwa,2010,3071.9662
bwa,2011,3267.40608
bwa,2012,3184.98671
bwa,2013,3467.42327
bwa,2014,3453.23851
bwa,2015,3537.33749
bwa,2016,3550.84718
bwa,2017,3706.14307
bwa,2018,3773.72632
bwa,2019,3848.44278
bwa,2020,3779.1076
caf,2009,541.81856
caf,2010,519.36054
caf,2011,515.83726
caf,2012,558.14066
caf,2013,301.01522
caf,2014,307.39733
caf,2015,311.10046
caf,2016,335.44353
caf,2017,333.43383
caf,2018,372.19113
caf,2019,367.49763
can,1970,10880.15396
can,1971,11173.8106
can,1972,11802.3584
can,1973,12443.83917
can,1974,12884.5067
can,1975,13182.75377
can,1976,13677.59568
can,1977,13894.16417
can,1978,14166.9469
can,1979,14348.47223
can,1980,14406.46441
can,1981,14400.23626
can,1982,13864.97136
can,1983,14071.31478
can,1984,14474.13627
can,1985,15045.30498
can,1986,15406.28791
can,1987,15793.79314
can,1988,16233.31448
can,1989,16488.50892
can,1990,16464.4698
can,1991,16079.97701
can,1992,16135.92793
can,1993,16256.10761
can,1994,16543.86064
can,1995,16741.02139
can,1996,17058.84459
can,1997,17715.9111
can,1998,18050.40066
can,1999,18608.93344
can,2000,19185.69192
can,2001,19434.79352
can,2002,19993.27328
can,2003,20357.58267
can,2004,20785.89557
can,2005,21399.1873
can,2006,22073.34051
can,2007,22824.66315
can,2008,23254.19566
can,2009,23009.71575
can,2010,23571.24661
can,2011,23873.35694
can,2012,24063.27813
can,2013,24436.03602
can,2014,24815.30253
can,2015,25202.47651
can,2016,25443.02032
can,2017,26064.71007
can,2018,26350.32087
can,2019,26410.29845
can,2020,24575.03622
che,1970,27864.79632
che,1971,29038.65015
che,1972,30385.06125
che,1973,30994.21927
che,1974,30677.87398
che,1975,29794.14112
che,1976,30284.44084
che,1977,31308.03171
che,1978,32000.20851
che,1979,32342.95578
che,1980,33061.13349
che,1981,33197.40653
che,1982,33087.21023
che,1983,33360.24347
che,1984,33779.03518
che,1985,34348.49716
che,1986,35127.49652
che,1987,35952.50575
che,1988,36451.01525
che,1989,37071.45565
che,1990,37271.41225
che,1991,37478.57274
che,1992,37241.47869
che,1993,36766.74682
che,1994,36919.61151
che,1995,36997.40931
che,1996,37384.87953
che,1997,38057.45683
che,1998,38833.05742
che,1999,39476.47122
che,2000,40139.48719
che,2001,40831.75884
che,2002,40681.26369
che,2003,40570.66288
che,2004,41043.31085
che,2005,41318.67157
che,2006,41684.77273
che,2007,42193.47327
che,2008,42290.92361
che,2009,42415.71864
che,2010,42763.06785
che,2011,42882.62585
che,2012,43357.24037
che,2013,43831.42376
che,2014,43723.23925
che,2015,44294.12827
che,2016,44527.17489
che,2017,44626.28299
che,2018,44592.14724
che,2019,44877.03197
che,2020,42914.72051
chl,1960,2182.08221
chl,1961,2259.88417
chl,1962,2304.16027
chl,1963,2353.10444
chl,1964,2293.34426
chl,1965,2248.36236
chl,1966,2457.47137
chl,1967,2497.23666
chl,1968,2549.71326
chl,1969,2640.30185
chl,1970,2582.53064
chl,1971,2875.46918
chl,1972,3048.01281
chl,1973,2802.70508
chl,1974,2254.77987
chl,1975,1966.41508
chl,1976,1941.23311
chl,1977,2217.80624
chl,1978,2348.98365
chl,1979,2464.59643
chl,1980,2597.24298
chl,1981,2903.62082
chl,1982,2441.19549
chl,1983,2269.5564
chl,1984,2251.63164
chl,1985,2196.95897
chl,1986,2274.4136
chl,1987,2400.79331
chl,1988,2528.58828
chl,1989,2740.12122
chl,1990,2754.64685
chl,1991,2949.95833
chl,1992,3301.81782
chl,1993,3489.81978
chl,1994,3716.15571
chl,1995,4020.08285
chl,1996,4336.96428
chl,1997,4604.24254
chl,1998,4766.27004
chl,1999,4661.28159
chl,2000,4797.30513
chl,2001,4840.81105
chl,2002,4891.393
chl,2003,5059.24111
chl,2004,5421.51673
chl,2005,5778.74953
chl,2006,6144.54677
chl,2007,6509.32841
chl,2008,6707.43435
chl,2009,6579.52858
chl,2010,7208.07493
chl,2011,7721.73197
chl,2012,8110.46131
chl,2013,8398.98522
chl,2014,8532.31557
chl,2015,8611.44662
chl,2016,8728.07225
chl,2017,8897.95071
chl,2018,9110.72259
chl,2019,9094.28493
chl,2020,8340.16328
chn,1995,557.00671
chn,1996,615.0112
chn,1997,644.93009
chn,1998,681.98978
chn,1999,739.24357
chn,2000,818.44972
chn,2001,869.28056
chn,2002,942.28689
chn,2003,994.111
chn,2004,1068.13659
chn,2005,1178.94053
chn,2006,1292.15877
chn,2007,1462.51034
chn,2008,1582.83244
chn,2009,1732.34236
chn,2010,1923.95722
chn,2011,2202.87325
chn,2012,2393.96137
chn,2013,2593.30318
chn,2014,2817.44344
chn,2015,3047.12654
chn,2016,3301.52227
chn,2017,3596.16141
chn,2018,3877.69381
chn,2019,4112.40579
civ,2008,1032.39001
civ,2009,1047.09191
civ,2010,1070.12348
civ,2011,1000.68459
civ,2012,1070.50342
civ,2013,1088.4094
civ,2014,1169.97699
civ,2015,1297.48896
civ,2016,1405.88223
civ,2017,1470.15271
cmr,1960,656.70261
cmr,1961,651.97827
cmr,1962,658.16881
cmr,1963,662.11621
cmr,1964,665.45674
cmr,1965,646.68993
cmr,1966,648.94948
cmr,1967,548.23301
cmr,1968,593.59034
cmr,1969,589.00326
cmr,1970,581.65207
cmr,1971,619.25955
cmr,1972,593.86961
cmr,1973,574.93043
cmr,1974,611.80049
cmr,1975,696.48603
cmr,1976,628.07884
cmr,1977,730.6745
cmr,1978,788.53418
cmr,1979,822.97768
cmr,1980,684.71758
cmr,1981,787.55921
cmr,1982,870.61164
cmr,1983,837.68913
cmr,1984,816.81544
cmr,1985,837.5012
cmr,1986,1006.82792
cmr,1987,1019.99103
cmr,1988,871.69242
cmr,1989,732.26967
cmr,1990,695.15998
cmr,1991,658.38252
cmr,1992,576.30384
cmr,1993,649.95385
cmr,1994,660.02076
cmr,1995,656.2777
cmr,1996,664.74475
cmr,1997,705.34894
cmr,1998,712.30737
cmr,1999,737.22693
cmr,2000,760.1492
cmr,2001,768.89715
cmr,2002,770.37184
cmr,2003,800.51312
cmr,2004,813.39708
cmr,2005,831.61255
cmr,2006,835.50279
cmr,2007,848.58192
cmr,2008,853.65909
cmr,2009,845.07429
cmr,2010,847.24483
cmr,2011,849.05122
