geo,time,sp_dyn_cdrt_in
ago,1994,19.396
ago,1995,19.292
ago,1996,19.146
ago,1997,18.952
ago,1998,18.706
ago,1999,18.404
ago,2000,18.036
ago,2001,17.597
ago,2002,17.09
ago,2003,16.522
ago,2004,15.903
ago,2005,15.24
ago,2006,14.539
ago,2007,13.815
ago,2008,13.085
ago,2009,12.367
ago,2010,11.68
ago,2011,11.039
ago,2012,10.451
ago,2013,9.921
ago,2014,9.454
ago,2015,9.052
ago,2016,8.716
ago,2017,8.432
ago,2018,8.19
ago,2019,7.981
ago,2020,7.798
alb,1960,11.326
alb,1961,10.719
alb,1962,10.175
alb,1963,9.707
alb,1964,9.32
alb,1965,9.009
alb,1966,8.762
alb,1967,8.555
alb,1968,8.366
alb,1969,8.184
alb,1970,7.996
alb,1971,7.798
alb,1972,7.591
alb,1973,7.382
alb,1974,7.173
alb,1975,6.971
alb,1976,6.784
alb,1977,6.621
alb,1978,6.485
alb,1979,6.378
alb,1980,6.291
alb,1981,6.215
alb,1982,6.14
alb,1983,6.061
alb,1984,5.98
alb,1985,5.907
alb,1986,5.855
alb,1987,5.836
alb,1988,5.855
alb,1989,5.908
alb,1990,5.985
alb,1991,6.073
alb,1992,6.155
alb,1993,6.216
alb,1994,6.25
alb,1995,6.25
alb,1996,6.213
alb,1997,6.147
alb,1998,6.067
alb,1999,5.983
alb,2000,5.914
alb,2001,5.879
alb,2002,5.891
alb,2003,5.952
alb,2004,6.061
alb,2005,6.206
alb,2006,6.365
alb,2007,6.518
alb,2008,6.65
alb,2009,6.756
alb,2010,6.841
alb,2011,6.915
alb,2012,6.996
alb,2013,7.096
alb,2014,7.219
alb,2015,7.367
alb,2016,7.534
alb,2017,7.714
alb,2018,7.898
alb,2019,8.082
alb,2020,8.263
and,2004,3.8
and,2005,3.6
and,2006,3.3
and,2007,2.8
and,2008,2.8
and,2009,3.2
and,2010,2.8
and,2012,3.9
and,2016,4.3
and,2018,4.4
and,2019,3.9
are,1960,15.714
are,1961,14.761
are,1962,13.814
are,1963,12.89
are,1964,11.999
are,1965,11.148
are,1966,10.339
are,1967,9.567
are,1968,8.83
are,1969,8.132
are,1970,7.479
are,1971,6.876
are,1972,6.326
are,1973,5.828
are,1974,5.383
are,1975,4.989
are,1976,4.645
are,1977,4.345
are,1978,4.083
are,1979,3.854
are,1980,3.654
are,1981,3.48
are,1982,3.331
are,1983,3.202
are,1984,3.09
are,1985,2.988
are,1986,2.895
are,1987,2.808
are,1988,2.725
are,1989,2.644
are,1990,2.562
are,1991,2.481
are,1992,2.401
are,1993,2.323
are,1994,2.247
are,1995,2.175
are,1996,2.106
are,1997,2.041
are,1998,1.98
are,1999,1.924
are,2000,1.869
are,2001,1.816
are,2002,1.763
are,2003,1.71
are,2004,1.658
are,2005,1.605
are,2006,1.555
are,2007,1.508
are,2008,1.467
are,2009,1.431
are,2010,1.403
are,2011,1.382
are,2012,1.369
are,2013,1.363
are,2014,1.366
are,2015,1.377
are,2016,1.398
are,2017,1.429
are,2018,1.47
are,2019,1.521
are,2020,1.582
arg,1960,8.567
arg,1961,8.618
arg,1962,8.679
arg,1963,8.747
arg,1964,8.813
arg,1965,8.871
arg,1966,8.917
arg,1967,8.95
arg,1968,8.969
arg,1969,8.976
arg,1970,8.97
arg,1971,8.957
arg,1972,8.941
arg,1973,8.924
arg,1974,8.906
arg,1975,8.885
arg,1976,8.853
arg,1977,8.809
arg,1978,8.75
arg,1979,8.679
arg,1980,8.601
arg,1981,8.525
arg,1982,8.457
arg,1983,8.402
arg,1984,8.361
arg,1985,8.331
arg,1986,8.307
arg,1987,8.281
arg,1988,8.249
arg,1989,8.209
arg,1990,8.163
arg,1991,8.112
arg,1992,8.063
arg,1993,8.018
arg,1994,7.979
arg,1995,7.946
arg,1996,7.92
arg,1997,7.898
arg,1998,7.879
arg,1999,7.862
arg,2000,7.845
arg,2001,7.83
arg,2002,7.815
arg,2003,7.802
arg,2004,7.788
arg,2005,7.775
arg,2006,7.762
arg,2007,7.749
arg,2008,7.735
arg,2009,7.722
arg,2010,7.708
arg,2011,7.694
arg,2012,7.68
arg,2013,7.665
arg,2014,7.651
arg,2015,7.638
arg,2016,7.626
arg,2017,7.616
arg,2018,7.609
arg,2019,7.604
arg,2020,7.602
arm,1960,9.646
arm,1961,9.249
arm,1962,8.837
arm,1963,8.419
arm,1964,8.005
arm,1965,7.609
arm,1966,7.242
arm,1967,6.91
arm,1968,6.623
arm,1969,6.385
arm,1970,6.203
arm,1971,6.081
arm,1972,6.012
arm,1973,5.988
arm,1974,6
arm,1975,6.036
arm,1976,6.082
arm,1977,6.129
arm,1978,6.174
arm,1979,6.219
arm,1980,6.274
arm,1981,6.36
arm,1982,6.489
arm,1983,6.671
arm,1984,6.899
arm,1985,7.166
arm,1986,7.457
arm,1987,7.751
arm,1988,8.028
arm,1989,8.273
arm,1990,8.473
arm,1991,8.619
arm,1992,8.716
arm,1993,8.769
arm,1994,8.785
arm,1995,8.769
arm,1996,8.728
arm,1997,8.674
arm,1998,8.622
arm,1999,8.583
arm,2000,8.575
arm,2001,8.612
arm,2002,8.697
arm,2003,8.824
arm,2004,8.986
arm,2005,9.168
arm,2006,9.346
arm,2007,9.502
arm,2008,9.621
arm,2009,9.699
arm,2010,9.739
arm,2011,9.753
arm,2012,9.761
arm,2013,9.774
arm,2014,9.796
arm,2015,9.823
arm,2016,9.849
arm,2017,9.862
arm,2018,9.857
arm,2019,9.835
arm,2020,9.801
asm,2006,4
asm,2014,4.2
asm,2017,5.1
asm,2020,5.6
atg,1960,9.643
atg,1961,9.356
atg,1962,9.068
atg,1963,8.78
atg,1964,8.497
atg,1965,8.226
atg,1966,7.978
atg,1967,7.761
atg,1968,7.581
atg,1969,7.438
atg,1970,7.326
atg,1971,7.238
atg,1972,7.162
atg,1973,7.091
atg,1974,7.02
atg,1975,6.948
atg,1976,6.878
atg,1977,6.814
atg,1978,6.762
atg,1979,6.722
atg,1980,6.695
atg,1981,6.681
atg,1982,6.679
atg,1983,6.687
atg,1984,6.703
atg,1985,6.729
atg,1986,6.768
atg,1987,6.818
atg,1988,6.874
atg,1989,6.932
atg,1990,6.98
atg,1991,7.008
atg,1992,7.009
atg,1993,6.979
atg,1994,6.918
atg,1995,6.827
atg,1996,6.712
atg,1997,6.584
atg,1998,6.453
atg,1999,6.328
atg,2000,6.216
atg,2001,6.124
atg,2002,6.051
atg,2003,5.999
atg,2004,5.967
atg,2005,5.955
atg,2006,5.96
atg,2007,5.976
atg,2008,5.999
atg,2009,6.026
atg,2010,6.055
atg,2011,6.085
atg,2012,6.116
atg,2013,6.151
atg,2014,6.188
atg,2015,6.227
atg,2016,6.27
atg,2017,6.316
atg,2018,6.366
atg,2019,6.422
atg,2020,6.484
aus,1960,8.6
aus,1961,8.5
aus,1962,8.7
aus,1963,8.7
aus,1964,9
aus,1965,8.8
aus,1966,8.9
aus,1967,8.7
aus,1968,9.1
aus,1969,8.7
aus,1970,9
aus,1971,8.6
aus,1972,8.3
aus,1973,8.3
aus,1974,8.4
aus,1975,7.8
aus,1976,8
aus,1977,7.6
aus,1978,7.5
aus,1979,7.3
aus,1980,7.3
aus,1981,7.3
aus,1982,7.5
aus,1983,7.3
aus,1984,7.1
aus,1985,6.6
aus,1986,7.3
aus,1987,7.5
aus,1988,7.2
aus,1989,7.3
aus,1990,7
aus,1991,6.9
aus,1992,7.1
aus,1993,6.9
aus,1994,7.1
aus,1995,6.9
aus,1996,7
aus,1997,7
aus,1998,6.8
aus,1999,6.8
aus,2000,6.7
aus,2001,6.6
aus,2002,6.8
aus,2003,6.6
aus,2004,6.5
aus,2005,6.4
aus,2006,6.4
aus,2007,6.7
aus,2008,6.7
aus,2009,6.5
aus,2010,6.5
aus,2011,6.6
aus,2012,6.6
aus,2013,6.4
aus,2014,6.6
aus,2015,6.6
aus,2016,6.6
aus,2017,6.5
aus,2018,6.3
aus,2019,6.7
aus,2020,6.3
aut,1960,12.7
aut,1961,12.1
aut,1962,12.7
aut,1963,12.8
aut,1964,12.3
aut,1965,13
aut,1966,12.5
aut,1967,12.9
aut,1968,12.9
aut,1969,13.3
aut,1970,13.2
aut,1971,13
aut,1972,12.6
aut,1973,12.2
aut,1974,12.4
aut,1975,12.7
aut,1976,12.6
aut,1977,12.2
aut,1978,12.5
aut,1979,12.2
aut,1980,12.2
aut,1981,12.2
aut,1982,12.1
aut,1983,12.3
aut,1984,11.7
aut,1985,11.8
aut,1986,11.5
aut,1987,11.2
aut,1988,11
aut,1989,10.9
aut,1990,10.8
aut,1991,10.8
aut,1992,10.6
aut,1993,10.4
aut,1994,10.2
aut,1995,10.2
aut,1996,10.2
aut,1997,10
aut,1998,9.8
aut,1999,9.8
aut,2000,9.6
aut,2001,9.3
aut,2002,9.4
aut,2003,9.5
aut,2004,9.1
aut,2005,9.1
aut,2006,9
aut,2007,9
aut,2008,9
aut,2009,9.3
aut,2010,9.2
aut,2011,9.1
aut,2012,9.4
aut,2013,9.4
aut,2014,9.2
aut,2015,9.6
aut,2016,9.2
aut,2017,9.5
aut,2018,9.5
aut,2019,9.4
aut,2020,10.3
aze,1960,12.83
aze,1961,12.595
aze,1962,12.321
aze,1963,12.007
aze,1964,11.657
aze,1965,11.28
aze,1966,10.889
aze,1967,10.501
aze,1968,10.132
aze,1969,9.792
aze,1970,9.491
aze,1971,9.232
aze,1972,9.013
aze,1973,8.827
aze,1974,8.676
aze,1975,8.557
aze,1976,8.472
aze,1977,8.414
aze,1978,8.379
aze,1979,8.362
aze,1980,8.358
aze,1981,6.9
aze,1982,6.7
aze,1983,6.6
aze,1984,6.8
aze,1985,6.8
aze,1986,6.7
aze,1987,6.7
aze,1988,6.8
aze,1989,6.4
aze,1990,6.1
aze,1991,6.3
aze,1992,7.1
aze,1993,7.2
aze,1994,7.3
aze,1995,6.7
aze,1996,6.2
aze,1997,6
aze,1998,5.9
aze,1999,5.8
aze,2000,5.8
aze,2001,5.6
aze,2002,5.7
aze,2003,6
aze,2004,6
aze,2005,6.2
aze,2006,6.2
aze,2007,6.3
aze,2008,6
aze,2009,5.9
aze,2010,5.9
aze,2011,5.9
aze,2012,5.9
aze,2013,5.8
aze,2014,5.8
aze,2015,5.7
aze,2016,5.8
aze,2017,5.8
aze,2018,5.8
aze,2019,5.6
aze,2020,7.5
bdi,1960,23.226
bdi,1961,22.93
bdi,1962,22.629
bdi,1963,22.328
bdi,1964,22.031
bdi,1965,21.749
bdi,1966,21.496
bdi,1967,21.277
bdi,1968,21.093
bdi,1969,20.94
bdi,1970,20.807
bdi,1971,20.677
bdi,1972,20.534
bdi,1973,20.368
bdi,1974,20.177
bdi,1975,19.964
bdi,1976,19.743
bdi,1977,19.526
bdi,1978,19.324
bdi,1979,19.136
bdi,1980,18.951
bdi,1981,18.751
bdi,1982,18.526
bdi,1983,18.274
bdi,1984,18.003
bdi,1985,17.741
bdi,1986,17.521
bdi,1987,17.367
bdi,1988,17.289
bdi,1989,17.281
bdi,1990,17.326
bdi,1991,17.396
bdi,1992,17.452
bdi,1993,17.458
bdi,1994,17.392
bdi,1995,17.229
bdi,1996,16.954
bdi,1997,16.576
bdi,1998,16.115
bdi,1999,15.583
bdi,2000,15.005
bdi,2001,14.407
bdi,2002,13.814
bdi,2003,13.248
bdi,2004,12.722
bdi,2005,12.239
bdi,2006,11.791
bdi,2007,11.36
bdi,2008,10.936
bdi,2009,10.519
bdi,2010,10.113
bdi,2011,9.728
bdi,2012,9.373
bdi,2013,9.052
bdi,2014,8.767
bdi,2015,8.517
bdi,2016,8.3
bdi,2017,8.106
bdi,2018,7.929
bdi,2019,7.766
bdi,2020,7.611
bel,1960,12.4
bel,1961,11.6
bel,1962,12.2
bel,1963,12.6
bel,1964,11.7
bel,1965,12.2
bel,1966,12.1
bel,1967,12
bel,1968,12.7
bel,1969,12.5
bel,1970,12.3
bel,1971,12.4
bel,1972,12.1
bel,1973,12.1
bel,1974,11.9
bel,1975,12.2
bel,1976,12.1
bel,1977,11.5
bel,1978,11.7
bel,1979,11.4
bel,1980,11.5
bel,1981,11.4
bel,1982,11.4
bel,1983,11.6
bel,1984,11.2
bel,1985,11.3
bel,1986,11.3
bel,1987,10.7
bel,1988,10.6
bel,1989,10.8
bel,1990,10.4
bel,1991,10.4
bel,1992,10.4
bel,1993,10.6
bel,1994,10.3
bel,1995,10.3
bel,1996,10.3
bel,1997,10.2
bel,1998,10.3
bel,1999,10.3
bel,2000,10.2
bel,2001,10.1
bel,2002,10.2
bel,2003,10.3
bel,2004,9.7
bel,2005,9.9
bel,2006,9.6
bel,2007,9.5
bel,2008,9.8
bel,2009,9.6
bel,2010,9.7
bel,2011,9.4
bel,2012,9.8
bel,2013,9.8
bel,2014,9.3
bel,2015,9.8
bel,2016,9.5
bel,2017,9.6
bel,2018,9.7
bel,2019,9.5
bel,2020,11
ben,1960,28.847
ben,1961,28.286
ben,1962,27.731
ben,1963,27.172
ben,1964,26.606
ben,1965,26.036
ben,1966,25.476
ben,1967,24.94
ben,1968,24.437
ben,1969,23.967
ben,1970,23.525
ben,1971,23.099
ben,1972,22.679
ben,1973,22.256
ben,1974,21.827
ben,1975,21.397
ben,1976,20.978
ben,1977,20.578
ben,1978,20.198
ben,1979,19.836
ben,1980,19.477
ben,1981,19.105
ben,1982,18.707
ben,1983,18.274
ben,1984,17.806
ben,1985,17.303
ben,1986,16.769
ben,1987,16.221
ben,1988,15.678
ben,1989,15.156
ben,1990,14.68
ben,1991,14.272
ben,1992,13.94
ben,1993,13.683
ben,1994,13.494
ben,1995,13.359
ben,1996,13.255
ben,1997,13.155
ben,1998,13.036
ben,1999,12.884
ben,2000,12.69
ben,2001,12.451
ben,2002,12.18
ben,2003,11.891
ben,2004,11.592
ben,2005,11.293
ben,2006,11.006
ben,2007,10.739
ben,2008,10.497
ben,2009,10.282
ben,2010,10.094
ben,2011,9.928
ben,2012,9.775
ben,2013,9.628
ben,2014,9.481
ben,2015,9.332
ben,2016,9.18
ben,2017,9.025
ben,2018,8.871
ben,2019,8.718
ben,2020,8.567
bfa,1960,28.562
bfa,1961,28.147
bfa,1962,27.735
bfa,1963,27.325
bfa,1964,26.918
bfa,1965,26.516
bfa,1966,26.123
bfa,1967,25.741
bfa,1968,25.371
bfa,1969,25.009
bfa,1970,24.653
bfa,1971,24.3
bfa,1972,23.944
bfa,1973,23.575
bfa,1974,23.186
bfa,1975,22.754
bfa,1976,22.258
bfa,1977,21.694
bfa,1978,21.072
bfa,1979,20.409
bfa,1980,19.739
bfa,1981,19.1
bfa,1982,18.527
bfa,1983,18.048
bfa,1984,17.673
bfa,1985,17.407
bfa,1986,17.241
bfa,1987,17.142
bfa,1988,17.082
bfa,1989,17.041
bfa,1990,17.005
bfa,1991,16.963
bfa,1992,16.91
bfa,1993,16.843
bfa,1994,16.75
bfa,1995,16.626
bfa,1996,16.471
bfa,1997,16.287
bfa,1998,16.074
bfa,1999,15.828
bfa,2000,15.539
bfa,2001,15.197
bfa,2002,14.801
bfa,2003,14.354
bfa,2004,13.863
bfa,2005,13.336
bfa,2006,12.785
bfa,2007,12.225
bfa,2008,11.672
bfa,2009,11.141
bfa,2010,10.645
bfa,2011,10.195
bfa,2012,9.789
bfa,2013,9.426
bfa,2014,9.105
bfa,2015,8.823
bfa,2016,8.571
bfa,2017,8.341
bfa,2018,8.124
bfa,2019,7.914
bfa,2020,7.71
bgd,1960,20.324
bgd,1961,19.839
bgd,1962,19.368
bgd,1963,18.92
bgd,1964,18.512
bgd,1965,18.2
bgd,1966,18.052
bgd,1967,18.091
bgd,1968,18.301
bgd,1969,18.638
bgd,1970,19.001
bgd,1971,19.262
bgd,1972,19.321
bgd,1973,19.12
bgd,1974,18.652
bgd,1975,17.962
bgd,1976,17.14
bgd,1977,16.308
bgd,1978,15.561
bgd,1979,14.937
bgd,1980,14.444
bgd,1981,14.054
bgd,1982,13.705
bgd,1983,13.346
bgd,1984,12.962
bgd,1985,12.547
bgd,1986,12.107
bgd,1987,11.657
bgd,1988,11.214
bgd,1989,10.779
bgd,1990,10.352
bgd,1991,9.929
bgd,1992,9.508
bgd,1993,9.09
bgd,1994,8.68
bgd,1995,8.289
bgd,1996,7.927
bgd,1997,7.603
bgd,1998,7.321
bgd,1999,7.082
bgd,2000,6.883
bgd,2001,6.717
bgd,2002,6.574
bgd,2003,6.444
bgd,2004,6.322
bgd,2005,6.205
bgd,2006,6.092
bgd,2007,5.987
bgd,2008,5.892
bgd,2009,5.807
bgd,2010,5.734
bgd,2011,5.673
bgd,2012,5.625
bgd,2013,5.589
bgd,2014,5.565
bgd,2015,5.549
bgd,2016,5.539
bgd,2017,5.533
bgd,2018,5.529
bgd,2019,5.526
bgd,2020,5.524
bgr,1960,8.1
bgr,1961,7.9
bgr,1962,8.7
bgr,1963,8.2
bgr,1964,7.9
bgr,1965,8.2
bgr,1966,8.3
bgr,1967,9
bgr,1968,8.6
bgr,1969,9.5
bgr,1970,9.1
bgr,1971,9.7
bgr,1972,9.8
bgr,1973,9.5
bgr,1974,9.8
bgr,1975,10.3
bgr,1976,10.1
bgr,1977,10.7
bgr,1978,10.5
bgr,1979,10.7
bgr,1980,11.1
bgr,1981,10.7
bgr,1982,11.2
bgr,1983,11.4
bgr,1984,11.3
bgr,1985,12
bgr,1986,11.6
bgr,1987,12
bgr,1988,12
bgr,1989,12
bgr,1990,12.5
bgr,1991,12.8
bgr,1992,12.6
bgr,1993,12.9
bgr,1994,13.2
bgr,1995,13.6
bgr,1996,14
bgr,1997,14.7
bgr,1998,14.3
bgr,1999,13.6
bgr,2000,14.1
bgr,2001,14
bgr,2002,14.4
bgr,2003,14.4
bgr,2004,14.3
bgr,2005,14.8
bgr,2006,14.9
bgr,2007,15
bgr,2008,14.8
bgr,2009,14.5
bgr,2010,14.9
bgr,2011,14.7
bgr,2012,15
bgr,2013,14.4
bgr,2014,15.1
bgr,2015,15.3
bgr,2016,15.1
bgr,2017,15.5
bgr,2018,15.4
bgr,2019,15.5
bgr,2020,18
bhr,1960,14.694
bhr,1961,13.686
bhr,1962,12.698
bhr,1963,11.752
bhr,1964,10.865
bhr,1965,10.052
bhr,1966,9.322
bhr,1967,8.666
bhr,1968,8.076
bhr,1969,7.55
bhr,1970,7.081
bhr,1971,6.66
bhr,1972,6.277
bhr,1973,5.925
bhr,1974,5.599
bhr,1975,5.298
bhr,1976,5.027
bhr,1977,4.79
bhr,1978,4.588
bhr,1979,4.42
bhr,1980,4.28
bhr,1981,4.163
bhr,1982,4.062
bhr,1983,3.972
bhr,1984,3.888
bhr,1985,3.804
bhr,1986,3.719
bhr,1987,3.634
bhr,1988,3.549
bhr,1989,3.466
bhr,1990,3.386
bhr,1991,3.313
bhr,1992,3.248
bhr,1993,3.192
bhr,1994,3.144
bhr,1995,3.1
bhr,1996,3.058
bhr,1997,3.012
bhr,1998,2.96
bhr,1999,2.901
bhr,2000,2.835
bhr,2001,2.763
bhr,2002,2.688
bhr,2003,2.615
bhr,2004,2.545
bhr,2005,2.483
bhr,2006,2.43
bhr,2007,2.388
bhr,2008,2.357
bhr,2009,2.337
bhr,2010,2.327
bhr,2011,2.324
bhr,2012,2.326
bhr,2013,2.331
bhr,2014,2.337
bhr,2015,2.346
bhr,2016,2.355
bhr,2017,2.368
bhr,2018,2.385
bhr,2019,2.408
bhr,2020,2.439
bhs,1960,7.274
bhs,1961,7.113
bhs,1962,6.963
bhs,1963,6.828
bhs,1964,6.709
bhs,1965,6.61
bhs,1966,6.534
bhs,1967,6.482
bhs,1968,6.45
bhs,1969,6.434
bhs,1970,6.427
bhs,1971,6.419
bhs,1972,6.404
bhs,1973,6.378
bhs,1974,6.339
bhs,1975,6.292
bhs,1976,6.246
bhs,1977,6.208
bhs,1978,6.183
bhs,1979,6.171
bhs,1980,6.167
bhs,1981,6.16
bhs,1982,6.144
bhs,1983,6.112
bhs,1984,6.062
bhs,1985,5.995
bhs,1986,5.914
bhs,1987,5.826
bhs,1988,5.74
bhs,1989,5.66
bhs,1990,5.592
bhs,1991,5.542
bhs,1992,5.51
bhs,1993,5.497
bhs,1994,5.502
bhs,1995,5.527
bhs,1996,5.568
bhs,1997,5.623
bhs,1998,5.687
bhs,1999,5.757
bhs,2000,5.831
bhs,2001,5.909
bhs,2002,5.989
bhs,2003,6.071
bhs,2004,6.153
bhs,2005,6.233
bhs,2006,6.31
bhs,2007,6.383
bhs,2008,6.451
bhs,2009,6.513
bhs,2010,6.566
bhs,2011,6.606
bhs,2012,6.634
bhs,2013,6.651
bhs,2014,6.661
bhs,2015,6.671
bhs,2016,6.689
bhs,2017,6.72
bhs,2018,6.771
bhs,2019,6.841
bhs,2020,6.93
bih,1960,9.656
bih,1961,9.293
bih,1962,8.964
bih,1963,8.657
bih,1964,8.367
bih,1965,8.088
bih,1966,7.822
bih,1967,7.572
bih,1968,7.344
bih,1969,7.137
bih,1970,6.949
bih,1971,6.779
bih,1972,6.626
bih,1973,6.491
bih,1974,6.374
bih,1975,6.281
bih,1976,6.219
bih,1977,6.189
bih,1978,6.193
bih,1979,6.225
bih,1980,6.276
bih,1981,6.331
bih,1982,6.381
bih,1983,6.425
bih,1984,6.468
bih,1985,6.53
bih,1986,6.643
bih,1987,6.823
bih,1988,7.073
bih,1989,7.38
bih,1990,7.711
bih,1991,8.025
bih,1992,8.282
bih,1993,8.457
bih,1994,8.542
bih,1995,8.545
bih,1996,8.486
bih,1997,8.404
bih,1998,8.332
bih,1999,8.289
bih,2000,8.289
bih,2001,8.341
bih,2002,8.437
bih,2003,8.565
bih,2004,8.722
bih,2005,8.899
bih,2006,9.086
bih,2007,9.271
bih,2008,9.446
bih,2009,9.606
bih,2010,9.747
bih,2011,9.87
bih,2012,9.981
bih,2013,10.088
bih,2014,10.194
bih,2015,10.305
bih,2016,10.427
bih,2017,10.563
bih,2018,10.712
bih,2019,10.877
bih,2020,11.054
blr,1960,9.918
blr,1961,9.69
blr,1962,9.494
blr,1963,9.328
blr,1964,9.189
blr,1965,9.079
blr,1966,8.999
blr,1967,8.951
blr,1968,8.936
blr,1969,8.949
blr,1970,8.989
blr,1971,9.051
blr,1972,9.131
blr,1973,9.225
blr,1974,9.33
blr,1975,9.45
blr,1976,8.8
blr,1977,8.9
blr,1978,9.1
blr,1979,9.5
blr,1980,9.9
blr,1981,9.6
blr,1982,9.6
blr,1983,9.9
blr,1984,10.5
blr,1985,10.6
blr,1986,9.7
blr,1987,9.9
blr,1988,10.1
blr,1989,10.2
blr,1990,10.8
blr,1991,11.2
blr,1992,11.4
blr,1993,12.6
blr,1994,12.7
blr,1995,13.1
blr,1996,13.1
blr,1997,13.5
blr,1998,13.6
blr,1999,14.2
blr,2000,13.5
blr,2001,14.1
blr,2002,14.8
blr,2003,14.5
blr,2004,14.3
blr,2005,14.5
blr,2006,14.2
blr,2007,13.7
blr,2008,13.8
blr,2009,14.1
blr,2010,14.5
blr,2011,14.3
blr,2012,13.4
blr,2013,13.2
blr,2014,12.8
blr,2015,12.6
blr,2016,12.6
blr,2017,12.6
blr,2018,12.7
blr,2019,12.8
blr,2020,13
blz,1960,11.181
blz,1961,10.86
blz,1962,10.54
blz,1963,10.22
blz,1964,9.902
blz,1965,9.592
blz,1966,9.295
blz,1967,9.017
blz,1968,8.762
blz,1969,8.53
blz,1970,8.323
blz,1971,8.141
blz,1972,7.977
blz,1973,7.825
blz,1974,7.68
blz,1975,7.533
blz,1976,7.376
blz,1977,7.207
blz,1978,7.024
blz,1979,6.828
blz,1980,6.621
blz,1981,6.407
blz,1982,6.195
blz,1983,5.995
blz,1984,5.813
blz,1985,5.658
blz,1986,5.537
blz,1987,5.451
blz,1988,5.401
blz,1989,5.385
blz,1990,5.408
blz,1991,5.473
blz,1992,5.571
blz,1993,5.692
blz,1994,5.82
blz,1995,5.936
blz,1996,6.017
blz,1997,6.05
blz,1998,6.029
blz,1999,5.953
blz,2000,5.826
blz,2001,5.66
blz,2002,5.476
blz,2003,5.293
blz,2004,5.123
blz,2005,4.976
blz,2006,4.856
blz,2007,4.76
blz,2008,4.685
blz,2009,4.631
blz,2010,4.597
blz,2011,4.582
blz,2012,4.58
blz,2013,4.588
blz,2014,4.603
blz,2015,4.624
blz,2016,4.65
blz,2017,4.681
blz,2018,4.716
blz,2019,4.756
blz,2020,4.797
bmu,1960,9.9
bmu,1962,7.4
bmu,1966,7.2
bmu,1970,7.6
bmu,1971,8.2
bmu,1972,7.3
bmu,1973,6.8
bmu,1974,6.3
bmu,1975,7.1
bmu,1976,6.8
bmu,1977,6.6
bmu,1978,6
bmu,1979,6.6
bmu,1980,7.3
