geo,time,sp_dyn_cdrt_in
cyp,2003,6.798
cyp,2004,6.791
cyp,2005,6.787
cyp,2006,6.783
cyp,2007,6.779
cyp,2008,6.772
cyp,2009,6.763
cyp,2010,6.756
cyp,2011,6.753
cyp,2012,6.758
cyp,2013,6.772
cyp,2014,6.799
cyp,2015,6.838
cyp,2016,6.89
cyp,2017,6.952
cyp,2018,7.022
cyp,2019,7.099
cyp,2020,7.182
cze,1960,9.8
cze,1961,9.9
cze,1962,10.8
cze,1963,10.4
cze,1964,10.5
cze,1965,10.7
cze,1966,10.8
cze,1967,11.1
cze,1968,11.7
cze,1969,12.2
cze,1970,12.5
cze,1971,12.5
cze,1972,12.1
cze,1973,12.5
cze,1974,12.7
cze,1975,12.4
cze,1976,12.4
cze,1977,12.4
cze,1978,12.4
cze,1979,12.4
cze,1980,13.2
cze,1981,12.7
cze,1982,12.7
cze,1983,13
cze,1984,12.8
cze,1985,12.7
cze,1986,12.8
cze,1987,12.3
cze,1988,12.1
cze,1989,12.3
cze,1990,12.5
cze,1991,12.1
cze,1992,11.7
cze,1993,11.4
cze,1994,11.4
cze,1995,11.4
cze,1996,10.9
cze,1997,10.9
cze,1998,10.6
cze,1999,10.7
cze,2000,10.6
cze,2001,10.5
cze,2002,10.6
cze,2003,10.9
cze,2004,10.5
cze,2005,10.6
cze,2006,10.2
cze,2007,10.2
cze,2008,10.1
cze,2009,10.3
cze,2010,10.2
cze,2011,10.2
cze,2012,10.3
cze,2013,10.4
cze,2014,10
cze,2015,10.5
cze,2016,10.2
cze,2017,10.5
cze,2018,10.6
cze,2019,10.5
cze,2020,12.1
deu,1960,12
deu,1961,11.6
deu,1962,11.9
deu,1963,12
deu,1964,11.6
deu,1965,12
deu,1966,11.9
deu,1967,11.9
deu,1968,12.6
deu,1969,12.7
deu,1970,12.5
deu,1971,12.3
deu,1972,12.3
deu,1973,12.2
deu,1974,12.1
deu,1975,12.6
deu,1976,12.3
deu,1977,11.9
deu,1978,12.2
deu,1979,12.1
deu,1980,12.2
deu,1981,12.2
deu,1982,12
deu,1983,12
deu,1984,11.8
deu,1985,12
deu,1986,11.9
deu,1987,11.6
deu,1988,11.5
deu,1989,11.5
deu,1990,11.6
deu,1991,11.4
deu,1992,11
deu,1993,11.1
deu,1994,10.9
deu,1995,10.8
deu,1996,10.8
deu,1997,10.5
deu,1998,10.4
deu,1999,10.3
deu,2000,10.2
deu,2001,10.1
deu,2002,10.2
deu,2003,10.3
deu,2004,9.9
deu,2005,10.1
deu,2006,10
deu,2007,10.1
deu,2008,10.3
deu,2009,10.4
deu,2010,10.5
deu,2011,10.6
deu,2012,10.8
deu,2013,11.1
deu,2014,10.7
deu,2015,11.3
deu,2016,11.1
deu,2017,11.3
deu,2018,11.5
deu,2019,11.3
deu,2020,11.9
dji,1960,18.24
dji,1961,17.907
dji,1962,17.604
dji,1963,17.332
dji,1964,17.083
dji,1965,16.841
dji,1966,16.585
dji,1967,16.297
dji,1968,15.964
dji,1969,15.586
dji,1970,15.163
dji,1971,14.703
dji,1972,14.225
dji,1973,13.752
dji,1974,13.303
dji,1975,12.902
dji,1976,12.575
dji,1977,12.328
dji,1978,12.155
dji,1979,12.047
dji,1980,11.974
dji,1981,11.899
dji,1982,11.788
dji,1983,11.626
dji,1984,11.414
dji,1985,11.176
dji,1986,10.953
dji,1987,10.784
dji,1988,10.692
dji,1989,10.677
dji,1990,10.72
dji,1991,10.784
dji,1992,10.83
dji,1993,10.829
dji,1994,10.773
dji,1995,10.67
dji,1996,10.544
dji,1997,10.423
dji,1998,10.33
dji,1999,10.266
dji,2000,10.227
dji,2001,10.198
dji,2002,10.158
dji,2003,10.094
dji,2004,10.001
dji,2005,9.881
dji,2006,9.744
dji,2007,9.601
dji,2008,9.458
dji,2009,9.314
dji,2010,9.156
dji,2011,8.966
dji,2012,8.735
dji,2013,8.462
dji,2014,8.157
dji,2015,7.842
dji,2016,7.545
dji,2017,7.293
dji,2018,7.102
dji,2019,6.979
dji,2020,6.922
dma,1970,10.9
dma,1976,7.5
dma,1977,7.3
dma,1978,5.8
dma,1979,4.2
dma,1980,5.3
dma,1981,4.6
dma,1982,5.4
dma,1983,5.1
dma,1984,5.2
dma,1987,6.3
dma,1990,8.6
dma,1992,5.7
dma,1994,7.2
dma,1996,7.7
dma,1997,6.2
dma,1998,7.8
dma,2002,7.2
dma,2006,7.5
dma,2010,8.3
dma,2014,8.2
dma,2016,9.6
dnk,1960,9.5
dnk,1961,9.4
dnk,1962,9.8
dnk,1963,9.8
dnk,1964,9.9
dnk,1965,10.1
dnk,1966,10.3
dnk,1967,9.9
dnk,1968,9.7
dnk,1969,9.8
dnk,1970,9.8
dnk,1971,9.8
dnk,1972,10.1
dnk,1973,10.1
dnk,1974,10.2
dnk,1975,10.1
dnk,1976,10.6
dnk,1977,9.9
dnk,1978,10.4
dnk,1979,10.7
dnk,1980,10.9
dnk,1981,11
dnk,1982,10.8
dnk,1983,11.2
dnk,1984,11.2
dnk,1985,11.4
dnk,1986,11.3
dnk,1987,11.3
dnk,1988,11.5
dnk,1989,11.6
dnk,1990,11.9
dnk,1991,11.6
dnk,1992,11.8
dnk,1993,12.1
dnk,1994,11.7
dnk,1995,12.1
dnk,1996,11.6
dnk,1997,11.3
dnk,1998,11
dnk,1999,11.1
dnk,2000,10.9
dnk,2001,10.9
dnk,2002,10.9
dnk,2003,10.7
dnk,2004,10.3
dnk,2005,10.1
dnk,2006,10.2
dnk,2007,10.2
dnk,2008,9.9
dnk,2009,9.9
dnk,2010,9.8
dnk,2011,9.4
dnk,2012,9.4
dnk,2013,9.3
dnk,2014,9.1
dnk,2015,9.2
dnk,2016,9.2
dnk,2017,9.2
dnk,2018,9.5
dnk,2019,9.3
dnk,2020,9.4
dom,1960,16.112
dom,1961,15.51
dom,1962,14.914
dom,1963,14.329
dom,1964,13.76
dom,1965,13.207
dom,1966,12.674
dom,1967,12.158
dom,1968,11.661
dom,1969,11.186
dom,1970,10.735
dom,1971,10.312
dom,1972,9.918
dom,1973,9.553
dom,1974,9.219
dom,1975,8.915
dom,1976,8.644
dom,1977,8.401
dom,1978,8.185
dom,1979,7.992
dom,1980,7.818
dom,1981,7.66
dom,1982,7.516
dom,1983,7.382
dom,1984,7.255
dom,1985,7.134
dom,1986,7.015
dom,1987,6.901
dom,1988,6.791
dom,1989,6.687
dom,1990,6.59
dom,1991,6.501
dom,1992,6.423
dom,1993,6.355
dom,1994,6.298
dom,1995,6.251
dom,1996,6.214
dom,1997,6.184
dom,1998,6.158
dom,1999,6.137
dom,2000,6.117
dom,2001,6.098
dom,2002,6.08
dom,2003,6.064
dom,2004,6.048
dom,2005,6.035
dom,2006,6.025
dom,2007,6.019
dom,2008,6.018
dom,2009,6.022
dom,2010,6.03
dom,2011,6.039
dom,2012,6.048
dom,2013,6.058
dom,2014,6.068
dom,2015,6.081
dom,2016,6.097
dom,2017,6.12
dom,2018,6.15
dom,2019,6.188
dom,2020,6.233
dza,1960,20.355
dza,1961,19.967
dza,1962,19.574
dza,1963,19.176
dza,1964,18.776
dza,1965,18.383
dza,1966,18.005
dza,1967,17.646
dza,1968,17.304
dza,1969,16.975
dza,1970,16.653
dza,1971,16.331
dza,1972,15.996
dza,1973,15.633
dza,1974,15.23
dza,1975,14.764
dza,1976,14.212
dza,1977,13.572
dza,1978,12.854
dza,1979,12.075
dza,1980,11.261
dza,1981,10.445
dza,1982,9.661
dza,1983,8.94
dza,1984,8.302
dza,1985,7.76
dza,1986,7.317
dza,1987,6.956
dza,1988,6.657
dza,1989,6.411
dza,1990,6.207
dza,1991,6.035
dza,1992,5.887
dza,1993,5.752
dza,1994,5.624
dza,1995,5.499
dza,1996,5.375
dza,1997,5.257
dza,1998,5.148
dza,1999,5.05
dza,2000,4.961
dza,2001,4.882
dza,2002,4.814
dza,2003,4.757
dza,2004,4.71
dza,2005,4.674
dza,2006,4.651
dza,2007,4.639
dza,2008,4.637
dza,2009,4.643
dza,2010,4.656
dza,2011,4.67
dza,2012,4.685
dza,2013,4.699
dza,2014,4.709
dza,2015,4.715
dza,2016,4.717
dza,2017,4.717
dza,2018,4.716
dza,2019,4.716
dza,2020,4.718
ecu,1960,15.676
ecu,1961,15.259
ecu,1962,14.856
ecu,1963,14.467
ecu,1964,14.089
ecu,1965,13.719
ecu,1966,13.353
ecu,1967,12.988
ecu,1968,12.622
ecu,1969,12.255
ecu,1970,11.887
ecu,1971,11.52
ecu,1972,11.156
ecu,1973,10.799
ecu,1974,10.45
ecu,1975,10.108
ecu,1976,9.774
ecu,1977,9.445
ecu,1978,9.123
ecu,1979,8.808
ecu,1980,8.501
ecu,1981,8.204
ecu,1982,7.919
ecu,1983,7.647
ecu,1984,7.389
ecu,1985,7.147
ecu,1986,6.921
ecu,1987,6.71
ecu,1988,6.514
ecu,1989,6.333
ecu,1990,6.167
ecu,1991,6.016
ecu,1992,5.881
ecu,1993,5.759
ecu,1994,5.65
ecu,1995,5.551
ecu,1996,5.462
ecu,1997,5.382
ecu,1998,5.308
ecu,1999,5.241
ecu,2000,5.182
ecu,2001,5.131
ecu,2002,5.091
ecu,2003,5.062
ecu,2004,5.042
ecu,2005,5.033
ecu,2006,5.032
ecu,2007,5.037
ecu,2008,5.047
ecu,2009,5.059
ecu,2010,5.072
ecu,2011,5.082
ecu,2012,5.089
ecu,2013,5.094
ecu,2014,5.096
ecu,2015,5.096
ecu,2016,5.098
ecu,2017,5.101
ecu,2018,5.109
ecu,2019,5.121
ecu,2020,5.139
egy,1960,19.358
egy,1961,18.879
egy,1962,18.445
egy,1963,18.044
egy,1964,17.668
egy,1965,17.315
egy,1966,16.992
egy,1967,16.703
egy,1968,16.446
egy,1969,16.208
egy,1970,15.968
egy,1971,15.703
egy,1972,15.397
egy,1973,15.042
egy,1974,14.639
egy,1975,14.199
egy,1976,13.743
egy,1977,13.295
egy,1978,12.872
egy,1979,12.478
egy,1980,12.108
egy,1981,11.747
egy,1982,11.377
egy,1983,10.988
egy,1984,10.583
egy,1985,10.169
egy,1986,9.762
egy,1987,9.377
egy,1988,9.027
egy,1989,8.713
egy,1990,8.434
egy,1991,8.18
egy,1992,7.939
egy,1993,7.705
egy,1994,7.475
egy,1995,7.255
egy,1996,7.054
egy,1997,6.879
egy,1998,6.737
egy,1999,6.628
egy,2000,6.548
egy,2001,6.493
egy,2002,6.455
egy,2003,6.425
egy,2004,6.398
egy,2005,6.371
egy,2006,6.342
egy,2007,6.313
egy,2008,6.283
egy,2009,6.252
egy,2010,6.218
egy,2011,6.178
egy,2012,6.132
egy,2013,6.081
egy,2014,6.027
egy,2015,5.971
egy,2016,5.915
egy,2017,5.863
egy,2018,5.817
egy,2019,5.778
egy,2020,5.748
eri,1960,25.11
eri,1961,24.492
eri,1962,23.918
eri,1963,23.399
eri,1964,22.936
eri,1965,22.524
eri,1966,22.151
eri,1967,21.796
eri,1968,21.445
eri,1969,21.092
eri,1970,20.733
eri,1971,20.371
eri,1972,20.014
eri,1973,19.67
eri,1974,19.341
eri,1975,19.03
eri,1976,18.74
eri,1977,18.47
eri,1978,18.219
eri,1979,17.985
eri,1980,17.768
eri,1981,17.566
eri,1982,17.377
eri,1983,17.196
eri,1984,17.017
eri,1985,16.838
eri,1986,16.659
eri,1987,16.476
eri,1988,16.283
eri,1989,16.071
eri,1990,15.826
eri,1991,15.529
eri,1992,15.177
eri,1993,14.769
eri,1994,14.314
eri,1995,13.821
eri,1996,13.309
eri,1997,12.797
eri,1998,12.306
eri,1999,11.847
eri,2000,11.43
eri,2001,11.06
eri,2002,10.729
eri,2003,10.43
eri,2004,10.158
eri,2005,9.907
eri,2006,9.671
eri,2007,9.443
eri,2008,9.218
eri,2009,8.992
eri,2010,8.764
eri,2011,8.536
eri,2012,8.311
eri,2013,8.093
eri,2014,7.884
eri,2015,7.686
eri,2016,7.5
eri,2017,7.326
eri,2018,7.163
eri,2019,7.012
eri,2020,6.871
esp,1960,8.6
esp,1961,8.3
esp,1962,8.7
esp,1963,8.8
esp,1964,8.4
esp,1965,8.4
esp,1966,8.4
esp,1967,8.4
esp,1968,8.4
esp,1969,8.9
esp,1970,8.3
esp,1971,8.8
esp,1972,8.1
esp,1973,8.5
esp,1974,8.3
esp,1975,8.3
esp,1976,8.3
esp,1977,8.1
esp,1978,8.1
esp,1979,7.8
esp,1980,7.7
esp,1981,7.8
esp,1982,7.5
esp,1983,7.9
esp,1984,7.8
esp,1985,8.1
esp,1986,8
esp,1987,8
esp,1988,8.2
esp,1989,8.4
esp,1990,8.6
esp,1991,8.7
esp,1992,8.5
esp,1993,8.6
esp,1994,8.6
esp,1995,8.7
esp,1996,8.8
esp,1997,8.7
esp,1998,9
esp,1999,9.2
esp,2000,8.9
esp,2001,8.8
esp,2002,8.8
esp,2003,9.1
esp,2004,8.6
esp,2005,8.8
esp,2006,8.3
esp,2007,8.5
esp,2008,8.4
esp,2009,8.3
esp,2010,8.2
esp,2011,8.3
esp,2012,8.6
esp,2013,8.3
esp,2014,8.5
esp,2015,9.1
esp,2016,8.8
esp,2017,9.1
esp,2018,9.1
esp,2019,8.8
esp,2020,10.4
est,1960,10.5
est,1961,10.6
est,1962,10.9
est,1963,10.5
est,1964,10
est,1965,10.4
est,1966,10.5
est,1967,10.4
est,1968,10.7
est,1969,11.3
est,1970,11.2
est,1971,10.9
est,1972,11.1
est,1973,11.1
est,1974,10.9
est,1975,11.6
est,1976,12.1
est,1977,11.8
est,1978,12.2
est,1979,12.3
est,1980,12.3
est,1981,12.3
est,1982,11.9
est,1983,12.1
est,1984,12.6
est,1985,12.7
est,1986,11.7
est,1987,11.8
est,1988,11.9
est,1989,11.8
est,1990,12.4
est,1991,12.6
est,1992,13.1
est,1993,14.2
est,1994,15.2
est,1995,14.5
est,1996,13.4
est,1997,13.3
est,1998,14
est,1999,13.4
est,2000,13.2
est,2001,13.3
est,2002,13.3
est,2003,13.2
est,2004,13
est,2005,12.8
est,2006,12.9
est,2007,13
est,2008,12.5
est,2009,12.1
est,2010,11.9
est,2011,11.5
est,2012,11.7
est,2013,11.6
est,2014,11.8
est,2015,11.6
est,2016,11.7
est,2017,11.8
est,2018,11.9
est,2019,11.6
est,2020,11.9
eth,1960,25
eth,1961,24.395
eth,1962,23.837
eth,1963,23.335
eth,1964,22.894
eth,1965,22.514
eth,1966,22.19
eth,1967,21.911
eth,1968,21.667
eth,1969,21.454
eth,1970,21.269
eth,1971,21.11
eth,1972,20.979
eth,1973,20.879
eth,1974,20.809
eth,1975,20.781
eth,1976,20.814
eth,1977,20.905
eth,1978,21.043
eth,1979,21.202
eth,1980,21.337
eth,1981,21.396
eth,1982,21.346
eth,1983,21.167
eth,1984,20.86
eth,1985,20.445
eth,1986,19.961
eth,1987,19.458
eth,1988,18.977
eth,1989,18.536
eth,1990,18.141
eth,1991,17.782
eth,1992,17.434
eth,1993,17.075
eth,1994,16.698
eth,1995,16.299
eth,1996,15.878
eth,1997,15.44
eth,1998,14.987
eth,1999,14.517
eth,2000,14.024
eth,2001,13.498
eth,2002,12.938
eth,2003,12.35
eth,2004,11.741
eth,2005,11.126
eth,2006,10.517
eth,2007,9.932
eth,2008,9.383
eth,2009,8.883
eth,2010,8.441
eth,2011,8.06
eth,2012,7.734
eth,2013,7.455
eth,2014,7.218
eth,2015,7.017
eth,2016,6.844
eth,2017,6.691
eth,2018,6.551
eth,2019,6.418
eth,2020,6.289
fin,1960,9
fin,1961,9.1
fin,1962,9.5
fin,1963,9.3
fin,1964,9.3
fin,1965,9.7
fin,1966,9.5
fin,1967,9.5
fin,1968,9.7
fin,1969,9.9
fin,1970,9.6
fin,1971,9.9
fin,1972,9.5
fin,1973,9.3
fin,1974,9.5
fin,1975,9.3
fin,1976,9.5
fin,1977,9.3
fin,1978,9.2
fin,1979,9.2
fin,1980,9.3
fin,1981,9.3
fin,1982,9
fin,1983,9.3
fin,1984,9.2
fin,1985,9.8
fin,1986,9.6
fin,1987,9.7
fin,1988,9.9
fin,1989,9.9
fin,1990,10
fin,1991,9.8
fin,1992,9.9
fin,1993,10.1
fin,1994,9.4
fin,1995,9.6
fin,1996,9.6
fin,1997,9.6
fin,1998,9.6
fin,1999,9.6
fin,2000,9.5
fin,2001,9.4
fin,2002,9.5
fin,2003,9.4
fin,2004,9.1
fin,2005,9.1
fin,2006,9.1
fin,2007,9.3
fin,2008,9.2
fin,2009,9.3
fin,2010,9.5
fin,2011,9.4
fin,2012,9.6
fin,2013,9.5
fin,2014,9.6
fin,2015,9.6
fin,2016,9.8
fin,2017,9.8
fin,2018,9.9
fin,2019,9.8
fin,2020,10
fji,1960,8.449
fji,1961,8.137
fji,1962,7.864
fji,1963,7.628
fji,1964,7.428
fji,1965,7.264
fji,1966,7.141
fji,1967,7.057
fji,1968,7.009
fji,1969,6.992
fji,1970,6.998
fji,1971,7.019
fji,1972,7.048
fji,1973,7.075
fji,1974,7.094
fji,1975,7.096
fji,1976,7.076
fji,1977,7.036
fji,1978,6.979
fji,1979,6.909
fji,1980,6.828
fji,1981,6.744
fji,1982,6.662
fji,1983,6.591
fji,1984,6.533
fji,1985,6.494
fji,1986,6.476
fji,1987,6.475
fji,1988,6.49
fji,1989,6.518
fji,1990,6.557
fji,1991,6.605
fji,1992,6.658
fji,1993,6.713
fji,1994,6.767
fji,1995,6.815
fji,1996,6.853
fji,1997,6.88
fji,1998,6.901
fji,1999,6.917
fji,2000,6.939
fji,2001,6.974
fji,2002,7.031
fji,2003,7.112
fji,2004,7.217
fji,2005,7.343
fji,2006,7.484
fji,2007,7.63
fji,2008,7.771
fji,2009,7.899
fji,2010,8.007
fji,2011,8.086
fji,2012,8.137
fji,2013,8.165
fji,2014,8.174
fji,2015,8.172
fji,2016,8.17
fji,2017,8.18
fji,2018,8.208
fji,2019,8.257
fji,2020,8.327
fra,1960,11.4
fra,1961,11.3
fra,1962,11.2
fra,1963,11.1
fra,1964,11.1
fra,1965,11.1
fra,1966,11
fra,1967,11
fra,1968,10.9
fra,1969,10.9
fra,1970,10.8
fra,1971,10.8
fra,1972,10.7
fra,1973,10.6
fra,1974,10.5
fra,1975,10.4
fra,1976,10.4
fra,1977,10.3
fra,1978,10.2
fra,1979,10.2
fra,1980,10.2
fra,1981,10.1
fra,1982,10
fra,1983,10
fra,1984,9.9
fra,1985,9.8
fra,1986,9.7
fra,1987,9.6
fra,1988,9.5
fra,1989,9.4
fra,1990,9.3
fra,1991,9.2
fra,1992,9.2
fra,1993,9.2
fra,1994,9.1
fra,1995,9.1
fra,1996,9.1
fra,1997,9.1
fra,1998,9.1
fra,1999,9.1
fra,2000,8.9
fra,2001,8.8
fra,2002,8.8
fra,2003,9.1
fra,2004,8.3
fra,2005,8.5
fra,2006,8.3
fra,2007,8.3
fra,2008,8.5
fra,2009,8.5
fra,2010,8.5
fra,2011,8.4
fra,2012,8.7
fra,2013,8.7
fra,2014,8.4
fra,2015,8.9
fra,2016,8.9
fra,2017,9.1
fra,2018,9.1
fra,2019,9.1
fra,2020,9.9
fro,1970,7.4
fro,1971,8
fro,1972,6.9
fro,1973,7.7
fro,1974,7.6
fro,1975,6.9
fro,1976,7
fro,1977,6.5
fro,1978,7.1
fro,1979,6.3
fro,1980,7.1
fro,1981,6.7
fro,1982,7.1
fro,1983,8.1
fro,1984,7.8
fro,1985,7.5
fro,1986,8.1
fro,1987,8
fro,1988,9
fro,1989,7.8
fro,1990,7.5
fro,1991,8.4
fro,1992,8.5
fro,1993,8.4
fro,1994,8
fro,1995,8.4
fro,1996,9.1
fro,1997,8.6
fro,1998,8.5
fro,1999,8.9
fro,2000,7.7
fro,2001,7.7
fro,2002,8.3
fro,2003,8.5
fro,2004,7.9
fro,2005,8.6
fro,2006,8.7
fro,2007,7.9
fro,2008,7.9
fro,2009,7.9
fro,2010,7.2
fro,2011,8
fro,2012,8.5
fro,2013,7.6
fro,2014,8.1
fro,2015,7.7
fro,2016,7.7
fro,2017,8.9
fro,2018,7.7
fro,2019,8
fro,2020,7
fsm,1960,13.705
fsm,1961,13.312
fsm,1962,12.932
fsm,1963,12.565
fsm,1964,12.215
fsm,1965,11.886
fsm,1966,11.582
fsm,1967,11.304
fsm,1968,11.053
fsm,1969,10.829
fsm,1970,10.636
fsm,1971,10.477
fsm,1972,10.349
fsm,1973,10.244
fsm,1974,10.151
fsm,1975,10.053
fsm,1976,9.929
fsm,1977,9.768
fsm,1978,9.568
fsm,1979,9.332
fsm,1980,9.072
fsm,1981,8.808
fsm,1982,8.563
fsm,1983,8.354
fsm,1984,8.186
fsm,1985,8.058
fsm,1986,7.961
fsm,1987,7.88
fsm,1988,7.804
fsm,1989,7.732
fsm,1990,7.668
fsm,1991,7.622
fsm,1992,7.604
fsm,1993,7.615
fsm,1994,7.65
fsm,1995,7.697
fsm,1996,7.742
fsm,1997,7.77
fsm,1998,7.773
fsm,1999,7.748
fsm,2000,7.704
fsm,2001,7.655
fsm,2002,7.614
fsm,2003,7.589
fsm,2004,7.579
fsm,2005,7.572
fsm,2006,7.552
fsm,2007,7.503
fsm,2008,7.417
fsm,2009,7.297
fsm,2010,7.15
fsm,2011,6.991
fsm,2012,6.839
fsm,2013,6.709
fsm,2014,6.611
fsm,2015,6.549
fsm,2016,6.526
fsm,2017,6.534
fsm,2018,6.564
fsm,2019,6.615
fsm,2020,6.681
gab,1960,25.486
gab,1961,25.298
gab,1962,25.042
gab,1963,24.699
gab,1964,24.268
gab,1965,23.754
gab,1966,23.173
gab,1967,22.556
gab,1968,21.927
gab,1969,21.303
gab,1970,20.692
gab,1971,20.097
gab,1972,19.512
gab,1973,18.932
gab,1974,18.359
gab,1975,17.792
gab,1976,17.231
gab,1977,16.673
gab,1978,16.121
gab,1979,15.574
gab,1980,15.032
gab,1981,14.49
gab,1982,13.951
gab,1983,13.424
gab,1984,12.919
gab,1985,12.452
gab,1986,12.041
gab,1987,11.699
gab,1988,11.429
gab,1989,11.235
gab,1990,11.111
gab,1991,11.048
gab,1992,11.03
gab,1993,11.039
gab,1994,11.068
gab,1995,11.114
gab,1996,11.185
gab,1997,11.282
gab,1998,11.398
gab,1999,11.52
gab,2000,11.624
gab,2001,11.688
gab,2002,11.693
gab,2003,11.629
gab,2004,11.487
gab,2005,11.263
gab,2006,10.96
gab,2007,10.595
gab,2008,10.189
gab,2009,9.76
gab,2010,9.323
gab,2011,8.893
gab,2012,8.481
gab,2013,8.096
gab,2014,7.749
gab,2015,7.449
gab,2016,7.201
gab,2017,6.998
gab,2018,6.833
gab,2019,6.704
gab,2020,6.603
gbm,1960,16.7
gbm,1961,17.8
gbm,1962,16.5
gbm,1963,17.7
gbm,1964,16.1
gbm,1965,17.7
gbm,1966,16.7
gbm,1967,17.3
gbm,1968,17.4
gbm,1969,18.2
gbm,1970,18.3
gbm,1971,16.4
gbm,1972,18.8
gbm,1973,16.4
gbm,1974,18.6
gbm,1975,16.7
gbm,1976,16.1
gbm,1977,16.4
gbm,1978,16.5
gbm,1979,15.3
gbm,1980,15.8
gbm,1985,16.6
gbm,1988,14.9
gbm,1989,14.6
gbm,1991,14.1
gbm,1992,13
gbm,1994,12.4
gbm,1996,13.2
gbm,2002,11.5
gbm,2005,9.8
gbm,2007,9.8
gbr,1960,11.5
gbr,1961,12
gbr,1962,11.9
gbr,1963,12.2
gbr,1964,11.3
gbr,1965,11.6
gbr,1966,11.8
gbr,1967,11.2
gbr,1968,11.9
gbr,1969,11.9
gbr,1970,11.8
gbr,1971,11.5
gbr,1972,12
gbr,1973,11.9
gbr,1974,11.9
gbr,1975,11.8
gbr,1976,12.1
gbr,1977,11.7
gbr,1978,11.9
gbr,1979,12
gbr,1980,11.7
gbr,1981,11.7
gbr,1982,11.8
gbr,1983,11.7
gbr,1984,11.4
gbr,1985,11.9
gbr,1986,11.7
gbr,1987,11.3
gbr,1988,11.4
gbr,1989,11.5
gbr,1990,11.2
gbr,1991,11.3
gbr,1992,11
gbr,1993,11.4
gbr,1994,10.8
gbr,1995,11.1
gbr,1996,10.9
gbr,1997,10.8
gbr,1998,10.8
gbr,1999,10.8
gbr,2000,10.3
gbr,2001,10.2
gbr,2002,10.2
gbr,2003,10.2
gbr,2004,9.7
gbr,2005,9.6
gbr,2006,9.4
gbr,2007,9.4
gbr,2008,9.4
gbr,2009,9
gbr,2010,8.9
gbr,2011,8.7
gbr,2012,8.9
gbr,2013,9
gbr,2014,8.8
gbr,2015,9.2
gbr,2016,9.1
gbr,2017,9.2
gbr,2018,9.2
gbr,2019,9
gbr,2020,10.4
geo,1960,12.402
geo,1961,12.054
geo,1962,11.701
geo,1963,11.347
geo,1964,10.997
geo,1965,10.66
geo,1966,10.348
geo,1967,10.068
geo,1968,9.825
geo,1969,9.62
geo,1970,9.449
geo,1971,9.304
geo,1972,9.176
geo,1973,9.06
geo,1974,8.955
geo,1975,8.871
geo,1976,8.819
geo,1977,8.809
geo,1978,8.841
geo,1979,8.909
geo,1980,8.999
geo,1981,9.088
geo,1982,9.161
geo,1983,9.207
geo,1984,9.224
geo,1985,9.218
geo,1986,9.2
geo,1987,9.189
geo,1988,9.204
geo,1989,9.254
geo,1990,9.352
geo,1991,9.51
geo,1992,9.723
geo,1993,9.98
geo,1994,10.27
geo,1995,10.574
geo,1996,10.868
geo,1997,11.132
geo,1998,11.357
geo,1999,11.537
geo,2000,11.68
geo,2001,11.801
geo,2002,11.921
geo,2003,12.054
geo,2004,12.204
geo,2005,12.369
geo,2006,12.542
geo,2007,12.711
geo,2008,12.863
geo,2009,12.992
geo,2010,13.088
geo,2011,13.146
geo,2012,13.168
geo,2013,13.158
geo,2014,13.121
geo,2015,13.062
geo,2016,12.992
geo,2017,12.918
geo,2018,12.849
geo,2019,12.791
geo,2020,12.746
gha,1960,18.464
gha,1961,18.19
gha,1962,17.928
gha,1963,17.674
gha,1964,17.426
gha,1965,17.181
gha,1966,16.94
gha,1967,16.701
gha,1968,16.465
gha,1969,16.229
gha,1970,15.992
gha,1971,15.752
gha,1972,15.508
gha,1973,15.26
gha,1974,15.012
gha,1975,14.766
gha,1976,14.529
gha,1977,14.304
gha,1978,14.092
gha,1979,13.889
gha,1980,13.691
gha,1981,13.49
gha,1982,13.279
gha,1983,13.051
gha,1984,12.805
gha,1985,12.534
gha,1986,12.234
gha,1987,11.91
gha,1988,11.575
gha,1989,11.241
gha,1990,10.933
gha,1991,10.676
gha,1992,10.486
gha,1993,10.368
gha,1994,10.319
gha,1995,10.325
gha,1996,10.369
gha,1997,10.421
gha,1998,10.454
gha,1999,10.453
gha,2000,10.402
gha,2001,10.292
gha,2002,10.131
gha,2003,9.93
gha,2004,9.698
gha,2005,9.446
gha,2006,9.192
gha,2007,8.947
gha,2008,8.724
gha,2009,8.528
gha,2010,8.359
gha,2011,8.211
gha,2012,8.072
gha,2013,7.935
gha,2014,7.798
gha,2015,7.663
gha,2016,7.533
gha,2017,7.414
gha,2018,7.309
gha,2019,7.219
gha,2020,7.145
gin,1960,29.661
gin,1961,29.277
gin,1962,28.925
gin,1963,28.606
gin,1964,28.316
gin,1965,28.055
gin,1966,27.819
gin,1967,27.6
gin,1968,27.388
gin,1969,27.174
gin,1970,26.949
gin,1971,26.706
gin,1972,26.441
gin,1973,26.151
gin,1974,25.834
gin,1975,25.489
gin,1976,25.121
gin,1977,24.733
gin,1978,24.328
gin,1979,23.902
gin,1980,23.444
gin,1981,22.94
gin,1982,22.385
gin,1983,21.78
gin,1984,21.135
gin,1985,20.464
gin,1986,19.784
gin,1987,19.117
gin,1988,18.484
gin,1989,17.9
gin,1990,17.384
gin,1991,16.944
gin,1992,16.576
gin,1993,16.274
gin,1994,16.03
gin,1995,15.847
gin,1996,15.725
gin,1997,15.648
gin,1998,15.595
gin,1999,15.54
gin,2000,15.443
