geo,time,gc_tax_gsrv_rv_zs
mkd,2010,41.12016
mkd,2011,43.54223
mkd,2012,41.38576
mkd,2013,43.02232
mkd,2014,45.26761
mkd,2015,41.46477
mkd,2016,44.08747
mkd,2017,43.34714
mkd,2018,43.14046
mkd,2019,40.82012
mli,2000,43.36698
mli,2001,45.77074
mli,2002,45.04621
mli,2003,36.94202
mli,2004,41.86426
mli,2005,39.59406
mli,2006,15.34677
mli,2007,32.39147
mli,2008,30.28872
mli,2009,29.21422
mli,2010,30.03664
mli,2011,31.13397
mli,2012,34.83881
mli,2013,29.96649
mli,2014,37.40184
mli,2015,44.37618
mli,2016,51.05242
mli,2017,48.14015
mli,2018,46.47055
mli,2019,43.93018
mlt,1972,11.91176
mlt,1973,8.59524
mlt,1974,8.00691
mlt,1975,6.59437
mlt,1976,6.52492
mlt,1977,6.47283
mlt,1978,4.99721
mlt,1980,5.93405
mlt,1981,6.04064
mlt,1982,5.55267
mlt,1983,5.92049
mlt,1984,5.96738
mlt,1985,5.88982
mlt,1986,6.77064
mlt,1987,6.8242
mlt,1988,6.47381
mlt,1989,7.16289
mlt,1990,6.96196
mlt,1991,7.95154
mlt,1992,8.89603
mlt,1993,8.49449
mlt,1994,12.97328
mlt,1995,31.82291
mlt,1996,31.58367
mlt,1997,32.61203
mlt,1998,32.32844
mlt,1999,32.44297
mlt,2000,33.25987
mlt,2001,34.13969
mlt,2002,33.24613
mlt,2003,33.27019
mlt,2004,36.13509
mlt,2005,37.18364
mlt,2006,37.33144
mlt,2007,37.6431
mlt,2008,37.13704
mlt,2009,36.29825
mlt,2010,37.29343
mlt,2011,36.68696
mlt,2012,35.41751
mlt,2013,34.52685
mlt,2014,34.9105
mlt,2015,33.5033
mlt,2016,34.06467
mlt,2017,33.17402
mlt,2018,34.31304
mlt,2019,33.68661
mmr,1973,32.54593
mmr,1974,34.48788
mmr,1975,34.35477
mmr,1976,53.79209
mmr,1977,52.48276
mmr,1978,45.09098
mmr,1979,41.97572
mmr,1980,39.6447
mmr,1981,37.57432
mmr,1982,36.25478
mmr,1983,38.6796
mmr,1984,38.49932
mmr,1985,37.09166
mmr,1986,36.60828
mmr,1987,36.93636
mmr,1988,26.27006
mmr,1989,30.20412
mmr,1990,27.54708
mmr,1991,32.00136
mmr,1992,32.67607
mmr,1993,31.05653
mmr,1994,28.67322
mmr,1995,25.8583
mmr,1996,25.81967
mmr,1997,29.05015
mmr,1998,26.39064
mmr,1999,27.46023
mmr,2000,32.83939
mmr,2001,27.99783
mmr,2002,22.07769
mmr,2003,19.28755
mmr,2004,23.25687
mmr,2005,30.72734
mmr,2012,11.20086
mmr,2013,13.45814
mmr,2014,12.17286
mmr,2015,15.2765
mmr,2016,23.85212
mmr,2017,19.65768
mmr,2018,23.73304
mmr,2019,24.40634
mng,1992,27.10186
mng,1993,23.37477
mng,1994,22.05468
mng,1996,21.73472
mng,1997,27.72539
mng,1998,31.79902
mng,1999,39.64916
mng,2000,36.02199
mng,2001,40.03532
mng,2002,33.8762
mng,2003,35.40918
mng,2006,33.37729
mng,2007,20.43248
mng,2008,25.27119
mng,2009,30.15785
mng,2010,28.54298
mng,2011,36.23781
mng,2012,35.67867
mng,2013,36.20285
mng,2014,32.58635
mng,2015,31.47403
mng,2016,34.27288
mng,2017,30.91338
mng,2018,31.64017
moz,2010,35.65785
moz,2011,36.39136
moz,2012,34.28145
moz,2013,32.89559
moz,2014,31.47889
moz,2015,31.15795
moz,2016,37.00235
moz,2017,30.00431
moz,2018,33.46869
moz,2019,29.46
mus,1973,26.14821
mus,1974,25.17939
mus,1975,20.06647
mus,1976,15.28867
mus,1977,17.82305
mus,1978,21.31108
mus,1979,22.5952
mus,1980,20.62117
mus,1981,20.6657
mus,1982,20.8459
mus,1983,20.13468
mus,1984,22.54863
mus,1985,21.93221
mus,1986,21.168
mus,1987,21.06747
mus,1988,22.4301
mus,1989,25.43225
mus,1990,25.72879
mus,1991,28.24406
mus,1992,29.56363
mus,1993,30.10803
mus,1994,30.41841
mus,1995,30.18079
mus,1996,32.42472
mus,1997,33.37441
mus,1998,35.51088
mus,1999,41.8233
mus,2000,42.66477
mus,2001,42.17255
mus,2002,43.32589
mus,2003,46.17749
mus,2004,46.17668
mus,2005,48.79581
mus,2006,48.71568
mus,2007,52.60257
mus,2008,52.65739
mus,2009,50.66303
mus,2010,55.06261
mus,2011,57.12076
mus,2012,58.4834
mus,2013,58.38819
mus,2014,56.64349
mus,2015,54.00491
mus,2016,56.00907
mus,2017,56.79884
mus,2018,58.08766
mus,2019,58.60121
mwi,2009,29.41367
mwi,2010,30.47686
mwi,2011,34.17115
mwi,2012,36.70962
mwi,2013,25.26596
mwi,2014,35.86115
mwi,2015,33.20435
mwi,2016,33.75908
mwi,2017,33.80652
mwi,2018,37.82392
mwi,2019,38.58031
mwi,2020,37.77725
mys,1996,27.03444
mys,1997,26.65304
mys,1998,22.37826
mys,1999,24.58261
mys,2000,24.80069
mys,2001,22.42189
mys,2002,21.59877
mys,2003,18.14098
mys,2004,17.98125
mys,2005,20.30046
mys,2006,16.203
mys,2007,15.0306
mys,2008,15.86141
mys,2009,15.67241
mys,2010,16.74268
mys,2011,15.39001
mys,2012,14.64851
mys,2013,14.51698
mys,2014,14.91206
mys,2015,22.77568
mys,2016,28.96978
mys,2017,28.65655
mys,2018,19.46408
mys,2019,18.22791
nam,1990,23.89019
nam,1991,21.83803
nam,1992,27.33108
nam,2000,24.09399
nam,2001,23.96892
nam,2002,20.64713
nam,2003,20.4296
nam,2004,18.81439
nam,2005,26.19728
nam,2006,19.16446
nam,2007,20.41672
nam,2008,19.31052
nam,2009,22.60243
nam,2010,23.59839
nam,2011,27.68056
nam,2012,18.05746
nam,2013,23.54608
nam,2014,21.61098
nam,2015,23.83196
nam,2016,25.06795
nam,2017,21.27186
nam,2018,22.63888
nam,2019,20.91736
ner,1976,20.84632
ner,1977,19.18234
ner,1978,20.81299
ner,1979,20.26921
ner,1980,20.93762
nic,1990,35.24622
nic,1991,31.70437
nic,1992,44.37552
nic,1993,37.18415
nic,1994,43.09519
nic,1995,52.11303
nic,1996,54.66559
nic,1997,58.19974
nic,1998,56.93436
nic,1999,52.91742
nic,2000,53.98048
nic,2001,53.297
nic,2002,54.26454
nic,2003,51.7828
nic,2004,50.51079
nic,2005,50.63393
nic,2006,49.47418
nic,2007,49.50469
nic,2008,50.00988
nic,2009,49.43001
nic,2010,52.26691
nic,2011,50.25988
nic,2012,50.36875
nic,2013,51.36886
nic,2014,50.42364
nic,2015,49.48102
nic,2016,47.96556
nic,2017,48.06968
nic,2018,45.18382
nic,2019,45.94329
nld,1973,23.16757
nld,1974,21.29083
nld,1975,20.93135
nld,1976,21.37417
nld,1977,22.53214
nld,1978,22.77503
nld,1979,22.35013
nld,1980,21.7979
nld,1981,20.56809
nld,1982,19.84733
nld,1983,19.93833
nld,1984,20.67933
nld,1985,20.70802
nld,1986,21.42092
nld,1987,22.83182
nld,1988,23.08326
nld,1989,23.24099
nld,1990,23.44734
nld,1991,22.1533
nld,1992,22.49373
nld,1993,22.21115
nld,1994,23.13239
nld,1995,24.89564
nld,1996,25.44295
nld,1997,26.16382
nld,1998,26.83985
nld,1999,27.63703
nld,2000,27.25131
nld,2001,28.89022
nld,2002,29.33045
nld,2003,29.58126
nld,2004,29.72099
nld,2005,29.70695
nld,2006,28.89433
nld,2007,28.65945
nld,2008,27.36585
nld,2009,27.26156
nld,2010,26.90472
nld,2011,26.26402
nld,2012,25.43143
nld,2013,25.18803
nld,2014,25.71382
nld,2015,26.11584
nld,2016,26.66279
nld,2017,26.55181
nld,2018,26.86395
nld,2019,27.70382
nor,1972,46.33728
nor,1973,44.02778
nor,1974,42.41682
nor,1975,43.71737
nor,1976,44.34766
nor,1977,46.33132
nor,1978,44.50827
nor,1979,42.18057
nor,1980,39.33556
nor,1981,37.95467
nor,1982,37.75289
nor,1983,37.1595
nor,1984,37.30722
nor,1985,38.80993
nor,1986,39.42051
nor,1987,41.03455
nor,1988,37.61585
nor,1989,35.70465
nor,1990,33.6839
nor,1991,33.87269
nor,1992,36.86457
nor,1993,37.79276
nor,1994,38.46404
nor,1995,35.62078
nor,1996,34.35432
nor,1997,34.57004
nor,1998,36.67688
nor,1999,34.82716
nor,2000,27.52093
nor,2001,27.80469
nor,2002,27.91212
nor,2003,27.68303
nor,2004,26.36664
nor,2005,24.72476
nor,2006,23.41406
nor,2007,24.23397
nor,2008,21.27978
nor,2009,24.54751
nor,2010,24.93081
nor,2011,23.15785
nor,2012,22.85072
nor,2013,24.07111
nor,2014,24.64361
nor,2015,25.95005
nor,2016,27.38682
nor,2017,26.86356
nor,2018,25.22853
nor,2019,25.23394
npl,1990,33.01522
npl,1991,34.01988
npl,1992,38.11215
npl,1993,35.84218
npl,1994,38.3876
npl,1995,36.44566
npl,1996,34.83421
npl,1997,33.83691
npl,1998,33.92886
npl,1999,33.27529
npl,2000,32.15256
npl,2001,32.49778
npl,2002,32.33469
npl,2003,31.09697
npl,2004,32.51112
npl,2005,33.88102
npl,2006,37.03893
npl,2007,37.85898
npl,2008,37.31063
npl,2009,37.9433
npl,2010,41.47121
npl,2011,39.63208
npl,2012,40.03297
npl,2013,40.67709
npl,2014,40.62102
npl,2015,42.09241
npl,2016,41.73544
npl,2017,43.80802
npl,2018,45.73115
npl,2019,47.46474
nru,2014,2.69549
nru,2015,1.77614
nru,2016,2.39308
nru,2017,2.48479
nru,2018,1.70625
nzl,1972,20.69127
nzl,1973,19.19269
nzl,1974,17.33419
nzl,1975,20.1659
nzl,1976,18.75146
nzl,1977,17.94175
nzl,1978,19.31657
nzl,1979,18.56954
nzl,1980,18.47288
nzl,1981,19.09305
nzl,1982,19.68047
nzl,1983,21.02297
nzl,1984,20.51582
nzl,1985,17.63661
nzl,1986,19.40818
nzl,1987,24.84764
nzl,1988,26.30545
nzl,2001,28.93517
nzl,2002,29.2214
nzl,2003,28.96971
nzl,2004,29.0858
nzl,2005,27.25529
nzl,2006,26.39997
nzl,2007,25.8856
nzl,2008,23.95758
nzl,2009,24.52756
nzl,2010,26.63288
nzl,2011,27.49559
nzl,2012,29.16233
nzl,2013,28.92546
nzl,2014,28.85273
nzl,2015,29.03183
nzl,2016,29.16365
nzl,2017,29.10828
nzl,2018,29.38278
nzl,2019,28.75987
pan,2014,36.08449
pan,2015,36.24724
pan,2016,36.89095
pan,2017,33.45873
pan,2018,32.52539
per,1972,32.69231
per,1973,32.69231
per,1974,35.8209
per,1975,35.95506
per,1976,41.22807
per,1977,41.50943
per,1978,46.38783
per,1979,41.37931
per,1980,37.19333
per,1981,41.30007
per,1982,47.08249
per,1983,51.71215
per,1984,47.28909
per,1985,55.35529
per,1986,46.99166
per,1987,52.19499
per,1988,50.86849
per,1989,54.47393
per,1990,49.90172
per,1991,53.16641
per,1992,50.67385
per,1993,48.89981
per,1994,50.203
per,1995,45.60542
per,1996,42.53316
per,1997,42.8601
per,1998,41.83613
per,1999,41.71346
per,2000,39.97008
per,2001,40.74131
per,2002,43.60427
per,2003,44.52551
per,2004,44.76866
per,2005,40.48589
per,2006,36.68028
per,2007,35.88516
per,2008,37.13074
per,2009,39.28638
per,2010,39.06438
per,2011,36.15125
per,2012,35.07097
per,2013,35.86528
per,2014,36.01414
per,2015,37.8673
per,2016,35.38559
per,2017,35.34305
per,2018,36.46977
per,2019,35.59401
phl,1990,30.72318
phl,1991,25.59923
phl,1992,26.05341
phl,1993,27.34532
phl,1994,27.01456
phl,1995,25.69099
phl,1996,27.16255
phl,1997,28.84595
phl,1998,27.93328
phl,1999,29.29611
phl,2000,27.60256
phl,2001,26.09021
phl,2002,25.96556
phl,2003,25.17803
phl,2004,24.38326
phl,2005,23.21236
phl,2006,25.07889
phl,2007,23.84975
phl,2008,21.41282
phl,2009,24.9945
phl,2010,24.36258
phl,2011,22.6689
phl,2012,23.90789
phl,2013,25.72811
phl,2014,25.29508
phl,2015,25.77011
phl,2016,26.03489
phl,2017,26.95622
phl,2018,27.27645
phl,2019,27.43117
plw,2008,18.12545
plw,2009,18.20598
plw,2010,17.84157
plw,2011,21.7126
plw,2012,21.88918
plw,2013,25.19505
plw,2014,24.16943
plw,2015,26.95134
plw,2016,24.65023
plw,2017,25.1516
plw,2018,24.71565
plw,2019,22.52117
png,1990,10.87877
png,1991,8.13938
png,1992,9.82055
png,1993,8.641
png,1994,8.36022
png,1995,7.6642
png,1996,6.84563
png,1997,7.7239
png,1998,9.40837
png,1999,8.69998
png,2000,9.22837
png,2001,12.07797
png,2002,12.85685
png,2014,24.28295
png,2015,24.35805
png,2016,24.64415
png,2017,28.24326
png,2018,25.11245
png,2019,28.39044
pol,1984,31.252
pol,1985,28.39797
pol,1986,29.40102
pol,1987,29.6504
pol,1988,30.28421
pol,1994,27.68366
pol,1995,27.87374
pol,1996,25.68023
pol,1997,29.66846
pol,1998,30.00288
pol,1999,31.92422
pol,2000,31.43832
pol,2001,30.94769
pol,2002,32.628
pol,2003,33.03933
pol,2004,35.40442
pol,2005,36.41939
pol,2006,36.83642
pol,2007,37.28664
pol,2008,38.28569
pol,2009,36.27259
pol,2010,38.4011
pol,2011,38.02307
pol,2012,35.37399
pol,2013,35.42782
pol,2014,35.57602
pol,2015,35.25169
pol,2016,36.44109
pol,2017,36.78767
pol,2018,36.77163
pol,2019,36.18406
prt,1975,28.10867
prt,1976,29.82732
prt,1977,30.30303
prt,1978,30.63477
prt,1979,30.34483
prt,1980,34.57249
prt,1981,32.86107
prt,1982,33.76821
prt,1983,33.45369
prt,1984,33.98376
prt,1985,32.89462
prt,1986,40.26737
prt,1987,37.73438
prt,1988,37.35945
prt,1989,32.9946
prt,1990,31.88656
prt,1995,34.03239
prt,1996,33.82771
prt,1997,32.56603
prt,1998,34.01182
prt,1999,33.20943
prt,2000,31.94209
prt,2001,32.38923
prt,2002,32.46466
prt,2003,32.8107
prt,2004,32.39935
prt,2005,33.76867
prt,2006,34.09189
prt,2007,32.71818
prt,2008,31.74909
prt,2009,29.17725
prt,2010,31.49329
prt,2011,31.46605
prt,2012,31.4882
prt,2013,29.23199
prt,2014,30.41915
prt,2015,31.61683
prt,2016,32.555
prt,2017,33.04332
prt,2018,33.00406
prt,2019,32.91845
pry,2005,35.56657
pry,2006,35.30095
pry,2007,38.17651
pry,2008,39.27126
pry,2009,36.39658
pry,2010,40.18029
pry,2011,39.05883
pry,2012,37.13607
pry,2013,39.11769
pry,2014,39.24942
pry,2015,37.18432
pry,2016,35.57953
pry,2017,36.84953
pry,2018,37.5524
pry,2019,35.43951
rou,1972,0
rou,1973,0
rou,1974,0
rou,1975,0
rou,1976,0
rou,1977,0
rou,1978,0
rou,1979,0
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,0
rou,1986,0
rou,1987,0
rou,1988,0
rou,1989,0
rou,1990,32.63814
rou,1991,23.15912
rou,1992,19.24106
rou,1993,25.41689
rou,1994,23.01942
rou,1995,27.15746
rou,1996,27.0915
rou,1997,28.634
rou,1998,32.79496
rou,1999,33.85714
rou,2000,33.21242
rou,2001,33.36238
rou,2002,34.06269
rou,2003,36.8115
rou,2004,34.3749
rou,2005,37.78762
rou,2006,36.35219
rou,2007,34.61826
rou,2008,34.64869
rou,2009,33.57954
rou,2010,36.36774
rou,2011,39.47962
rou,2012,40.18173
rou,2013,39.76746
rou,2014,37.76205
rou,2015,38.30044
rou,2016,36.02882
rou,2017,33.83077
rou,2018,33.03471
rou,2019,33.8889
rus,1999,34.28047
rus,2000,30.93905
rus,2001,35.01326
rus,2002,28.30148
rus,2003,31.25252
rus,2004,25.78886
rus,2005,23.62254
rus,2006,20.60795
rus,2007,23.97584
rus,2008,16.35486
rus,2009,22.48274
rus,2010,21.12282
rus,2011,19.52042
rus,2012,20.91804
rus,2013,21.08707
rus,2014,21.64349
rus,2015,19.41712
rus,2016,21.44355
rus,2017,22.26486
rus,2018,21.71425
rus,2019,22.15669
rwa,1990,27.05842
rwa,1991,23.44356
rwa,1992,25.23596
rwa,2014,25.26549
rwa,2015,26.23058
rwa,2016,29.45917
rwa,2017,28.49965
rwa,2018,29.80593
rwa,2019,28.74061
sau,2010,2.95138
sau,2011,2.16352
sau,2012,2.2078
sau,2013,2.92111
sau,2014,2.967
sau,2015,5.14221
sau,2016,4.79912
sau,2017,5.46903
sau,2018,23.1657
sau,2019,16.54721
sdn,1998,40.54692
sdn,1999,35.07793
sdn,2009,24.73959
sdn,2010,24.97119
sdn,2011,18.24445
sdn,2012,42.36313
sdn,2013,45.22798
sdn,2014,47.18326
sdn,2015,54.32699
sdn,2016,59.79051
sen,2015,40.64987
sen,2016,41.11638
sen,2017,35.29305
sen,2018,34.57812
sgp,1972,17.38886
sgp,1973,17.57519
sgp,1974,16.11906
sgp,1975,14.52638
sgp,1976,14.6918
sgp,1977,15.3609
sgp,1978,15.82837
sgp,1979,16.8406
sgp,1980,15.78947
sgp,1981,13.82583
sgp,1982,14.21471
sgp,1983,13.3882
sgp,1984,13.96385
sgp,1985,13.78158
sgp,1986,13.87955
sgp,1987,14.46667
sgp,1988,19.47893
sgp,1989,19.59262
sgp,1990,15.99709
sgp,1991,16.19057
sgp,1992,15.79973
sgp,1993,15.22335
sgp,1994,20.17232
sgp,1995,20.2391
sgp,1996,16.99178
sgp,1997,16.78911
sgp,1998,14.88138
sgp,1999,16.35259
sgp,2000,18.04312
sgp,2001,18.41319
sgp,2002,18.52422
sgp,2003,24.75035
sgp,2004,23.63218
sgp,2005,23.40739
sgp,2006,22.20697
sgp,2007,23.25555
sgp,2008,21.73983
sgp,2009,26.20793
sgp,2010,26.20288
sgp,2011,25.26962
sgp,2012,23.72004
sgp,2013,23.71579
sgp,2014,23.57443
sgp,2015,23.16944
sgp,2016,22.89876
sgp,2017,19.7846
sgp,2018,21.08847
sgp,2019,18.11431
slb,2011,20.33129
slb,2012,18.52774
slb,2013,13.68408
slb,2014,15.5327
slb,2015,13.37873
slb,2016,14.17819
slb,2017,22.13728
slb,2018,14.78004
slb,2019,14.57659
slb,2020,12.64473
slv,1998,40.05294
slv,1999,38.92179
slv,2000,33.67497
slv,2001,33.09078
slv,2002,39.23721
slv,2003,43.25925
slv,2004,41.60818
slv,2005,44.32152
slv,2006,44.59468
slv,2007,42.55837
slv,2008,40.65327
slv,2009,38.56431
slv,2010,40.46586
slv,2011,34.61038
slv,2012,42.54667
slv,2013,42.78087
slv,2014,42.78295
slv,2015,43.05801
slv,2016,39.74984
slv,2017,39.01636
slv,2018,40.16421
slv,2019,40.69787
smr,1995,32.49471
smr,2002,25.09554
smr,2003,24.62822
smr,2004,23.12827
smr,2005,25.77119
smr,2006,24.78676
smr,2007,26.05885
smr,2008,28.26861
smr,2009,25.83988
smr,2010,24.73645
smr,2011,21.99392
smr,2012,22.66902
smr,2013,23.70767
smr,2014,21.75826
smr,2015,21.86336
smr,2016,21.20134
smr,2017,20.73808
smr,2018,20.49127
smr,2019,19.2751
som,2017,18.64389
som,2018,25.3207
som,2019,7.2985
srb,2007,42.6542
srb,2008,41.96122
srb,2009,43.48702
srb,2010,45.09648
srb,2011,45.59933
srb,2012,45.91383
srb,2013,39.43828
srb,2014,40.08343
srb,2015,41.13467
srb,2016,41.98581
srb,2017,41.33322
srb,2018,40.71601
srb,2019,40.41286
svk,1995,29.72388
svk,1996,29.11238
svk,1997,27.22373
svk,1998,28.56064
svk,1999,27.52083
svk,2000,28.95724
svk,2001,29.88541
svk,2002,31.47714
svk,2003,32.99331
svk,2004,35.67196
svk,2005,34.70884
svk,2006,32.15328
svk,2007,32.64999
svk,2008,30.98431
svk,2009,28.952
svk,2010,29.78403
svk,2011,30.46086
svk,2012,29.18878
svk,2013,28.77999
svk,2014,28.80286
svk,2015,27.5448
svk,2016,29.28111
svk,2017,30.43452
svk,2018,29.97001
svk,2019,29.94907
svn,1992,27.40503
svn,1993,28.3871
svn,1994,32.12835
svn,2002,32.21122
svn,2003,32.34828
svn,2004,32.28132
svn,2005,32.07945
svn,2006,32.18452
svn,2007,33.07263
svn,2008,33.45432
svn,2009,34.54586
svn,2010,35.29141
svn,2011,35.33231
svn,2012,35.62859
svn,2013,36.63426
svn,2014,36.74195
svn,2015,35.57364
svn,2016,36.55089
svn,2017,35.82012
svn,2018,35.0148
svn,2019,34.41346
swe,1972,34.33128
swe,1973,35.00709
swe,1974,33.32912
swe,1975,30.40973
swe,1976,27.92969
swe,1977,27.89657
swe,1978,29.19496
swe,1979,30.18551
swe,1980,29.64391
swe,1981,30.14788
swe,1982,29.08518
swe,1983,29.58962
swe,1984,28.3943
swe,1985,30.0511
swe,1986,30.75272
swe,1987,29.378
swe,1988,30.07143
swe,1989,29.26394
swe,1990,30.60001
swe,1991,32.96412
swe,1992,31.9614
swe,1993,34.49902
swe,1994,37.36294
swe,1995,34.98321
swe,1996,33.42142
swe,1997,33.36526
swe,1998,33.01624
swe,1999,33.02921
swe,2000,32.12184
swe,2001,34.75325
swe,2002,37.34006
swe,2003,37.36504
swe,2004,36.76491
swe,2005,35.87263
swe,2006,36.06673
swe,2007,35.47033
swe,2008,37.07103
swe,2009,38.81143
swe,2010,38.91717
swe,2011,38.45169
swe,2012,38.70329
swe,2013,38.31026
swe,2014,38.3267
swe,2015,37.75563
swe,2016,37.80099
swe,2017,37.5445
swe,2018,37.67024
swe,2019,37.6478
syc,1993,5.79435
syc,1994,5.33848
syc,1995,4.51535
syc,1996,7.46072
syc,1997,7.51259
syc,1998,6.8996
syc,1999,5.97686
syc,2000,5.16129
syc,2005,35.60727
syc,2006,35.15406
syc,2007,42.56301
syc,2008,35.96416
syc,2009,43.77541
syc,2010,38.27478
syc,2011,30.72188
syc,2012,32.32213
syc,2013,44.31453
syc,2014,48.6931
syc,2015,43.91598
syc,2016,48.14903
syc,2017,52.14507
syc,2018,49.64439
tgo,2004,42.41364
tgo,2005,48.3064
tgo,2006,45.28021
tgo,2007,45.70755
tgo,2008,43.02956
tgo,2009,34.27235
tgo,2010,35.86502
tgo,2011,38.80567
tgo,2012,42.42561
tgo,2013,37.07219
tgo,2014,44.65455
tgo,2015,46.00926
tgo,2016,43.31414
tgo,2017,47.08458
tgo,2018,39.87636
tgo,2019,40.888
tha,1972,45.13983
tha,1973,45.36914
tha,1974,45.50434
tha,1975,44.20034
tha,1976,46.93767
tha,1977,47.62169
tha,1978,45.95043
tha,1979,46.4056
tha,1980,46.26206
tha,1981,45.21571
tha,1982,47.62724
tha,1983,50.19088
tha,1984,46.20032
tha,1985,45.61693
tha,1986,47.99379
tha,1987,49.47247
tha,1988,47.29303
tha,1989,46.79141
tha,1990,43.34978
tha,1991,44.79067
tha,1992,42.9152
tha,1993,41.15141
tha,1994,40.54634
tha,1995,40.59546
tha,1996,41.67397
tha,1997,42.63191
tha,1998,47.85661
tha,1999,44.77513
tha,2000,42.0507
tha,2001,38.73642
tha,2002,42.27193
tha,2003,40.04959
tha,2004,40.09081
tha,2005,40.12463
tha,2006,39.93623
tha,2007,39.75595
tha,2008,36.86024
tha,2009,38.25376
tha,2010,40.22313
tha,2011,39.45119
tha,2012,39.0999
tha,2013,42.34165
tha,2014,41.71672
tha,2015,42.65563
tha,2016,42.55771
tha,2017,43.39313
tha,2018,42.3185
tha,2019,40.70476
tjk,1998,62.79821
tjk,1999,57.53758
tjk,2000,54.76827
tjk,2001,53.09148
tjk,2003,57.37116
tjk,2004,54.09017
tls,2010,1.45987
tls,2011,1.4103
tls,2012,1.63474
tls,2013,1.85457
tls,2014,3.84631
tls,2015,5.85456
tls,2016,7.70349
tls,2017,6.98278
tls,2018,5.66893
tls,2019,4.50388
tto,2001,23.23676
tto,2002,26.2139
tto,2003,19.68062
tto,2004,20.95467
tto,2005,14.86789
tto,2006,13.2087
tto,2007,14.58347
tto,2008,13.07779
tto,2009,15.45436
tto,2010,15.9872
tto,2011,14.36441
tto,2012,15.18167
tto,2013,14.77948
tto,2014,11.88123
tto,2015,14.48187
tto,2016,18.69653
tto,2017,18.69653
tto,2018,18.45732
tun,1972,31.80952
tun,1973,31.84605
tun,1974,27.00965
tun,1975,26.08523
tun,1976,28.43229
tun,1977,30.43134
tun,1978,27.90136
tun,1979,25.58164
tun,1980,23.48518
tun,1981,25.16313
tun,1982,22.76678
tun,1983,23.35168
tun,1984,21.5427
tun,1985,21.53793
tun,1986,23.55363
tun,1987,23.85354
tun,1988,22.73387
tun,1989,20.79424
tun,1990,20.9052
tun,1991,24.31679
tun,1992,22.56007
tun,1993,22.20664
tun,1994,21.08084
tun,1995,21.17597
tun,1996,20.72429
tun,1997,34.02375
tun,1998,35.38701
tun,1999,37.95025
tun,2000,38.55834
tun,2001,38.44218
tun,2002,37.21374
tun,2003,36.52218
tun,2004,36.99145
tun,2005,36.29088
tun,2006,35.03643
tun,2007,33.96473
tun,2008,32.40227
tun,2009,33.14483
tun,2010,32.79027
tun,2011,28.72133
tun,2012,30.50696
tur,1972,32.91139
tur,1973,32.71501
tur,1974,31.56425
tur,1975,30.14706
tur,1976,30.8977
tur,1977,27.12681
tur,1978,21.8943
tur,1979,20.5758
tur,1980,20.93515
tur,1981,20.87288
tur,1983,23.31366
tur,1984,23.45588
tur,1985,27.32289
tur,1986,30.98401
tur,1987,33.15715
tur,1988,31.95519
tur,1989,29.43213
tur,1990,31.19172
tur,1991,31.60356
tur,1992,33.53021
tur,1993,32.27432
tur,1994,36.37284
tur,1995,39.37125
tur,1996,46.31119
tur,1997,45.24837
tur,1998,39.59613
tur,2008,35.36877
tur,2009,35.42601
tur,2010,38.74876
tur,2011,39.18866
tur,2012,37.37927
tur,2013,40.80899
tur,2014,38.28785
tur,2015,39.45059
tur,2016,38.27061
tur,2017,38.49344
tur,2018,33.89629
tur,2019,31.93614
tur,2020,36.32892
tza,2009,31.84761
tza,2010,31.84761
tza,2011,32.59623
tza,2012,38.62734
tza,2013,34.88147
tza,2014,39.72175
tza,2015,37.8804
tza,2016,44.05651
tza,2017,42.67666
tza,2018,43.01112
uga,2015,48.0431
uga,2016,47.22132
uga,2017,47.83519
uga,2018,49.12014
uga,2019,45.33275
ukr,1999,37.06347
ukr,2000,32.67176
ukr,2001,27.83998
ukr,2002,26.5255
ukr,2003,22.88541
ukr,2004,21.49893
ukr,2005,27.95727
ukr,2006,31.31737
ukr,2007,29.23823
ukr,2008,31.33806
ukr,2009,33.87074
ukr,2010,31.37538
ukr,2011,35.30444
ukr,2012,34.35946
ukr,2013,34.14844
ukr,2014,33.82189
ukr,2015,40.00627
ukr,2016,44.54158
ukr,2017,43.99258
ukr,2018,43.68816
ukr,2019,40.36539
ury,1972,25.27076
ury,1973,34
ury,1974,38.72387
ury,1975,48.18242
ury,1976,43.66046
ury,1977,42.68293
ury,1978,42.2425
ury,1979,41.55511
ury,1980,43.33886
ury,1981,43.90479
ury,1982,43.1853
ury,1983,39.23908
ury,1984,43.40689
ury,1985,44.71616
ury,1986,43.61116
ury,1987,41.37166
ury,1988,43.23401
ury,1989,43.64497
ury,1990,36.36714
ury,1991,35.99513
ury,1992,36.58138
ury,1993,30.26531
ury,1994,29.89863
ury,1995,33.01275
ury,1996,33.63656
ury,1997,41.07564
ury,1998,40.1952
ury,1999,43.17115
ury,2000,35.13704
ury,2001,45.46313
ury,2002,45.74837
ury,2003,49.08918
ury,2004,50.80523
ury,2005,50.65148
ury,2006,50.61542
ury,2007,51.06266
ury,2008,47.76192
ury,2009,40.54527
ury,2010,39.89923
ury,2011,36.54752
ury,2012,36.08677
ury,2013,33.77292
ury,2014,33.46051
ury,2015,33.1056
ury,2016,27.23532
ury,2017,30.47262
ury,2018,28.23133
ury,2019,28.14456
usa,1972,7.14386
usa,1973,6.57949
usa,1974,5.9902
usa,1975,5.62699
usa,1976,5.41053
