geo,time,se_sec_cmpt_lo_fe_zs
aze,1997,84.98178
aze,1999,85.94775
aze,2000,36.89825
aze,2001,72.94603
aze,2002,85.38039
aze,2003,83.00515
aze,2004,82.37065
aze,2005,78.17937
aze,2006,87.53817
aze,2007,87.8478
aze,2008,86.4311
aze,2009,89.39834
aze,2010,89.22002
aze,2011,86.32494
aze,2012,92.84165
aze,2013,84.20396
aze,2014,86.12275
aze,2015,84.17179
aze,2016,88.0638
aze,2017,87.61892
aze,2018,83.50449
aze,2020,98.51669
bdi,1971,0.23871
bdi,1972,0.22403
bdi,1977,0.6254
bdi,1978,0.59967
bdi,1979,0.58848
bdi,1980,0.60373
bdi,1981,0.85184
bdi,1982,1.08101
bdi,1983,0.70688
bdi,1984,0.59916
bdi,1985,0.64702
bdi,1986,0.75685
bdi,1987,1.50642
bdi,1988,1.69508
bdi,1989,1.79862
bdi,1990,2.08894
bdi,1992,3.76262
bdi,1993,3.96077
bdi,2004,6.64644
bdi,2005,7.05152
bdi,2006,6.19222
bdi,2008,9.6061
bdi,2009,11.73121
bdi,2010,13.66643
bdi,2011,15.60025
bdi,2012,17.09621
bdi,2013,21.0972
bdi,2014,24.10413
bdi,2015,31.93371
bdi,2016,37.79714
bdi,2017,42.88638
bdi,2018,35.98099
bdi,2019,33.22862
bdi,2021,33.83038
bel,1974,41.45627
bel,1975,43.43488
bel,1976,45.02406
bel,1977,47.98725
bel,1993,106.87813
bel,1994,107.79737
bel,2006,91.80599
bel,2007,88.27754
bel,2008,84.9371
bel,2009,86.04244
bel,2010,90.91787
bel,2011,93.64067
bel,2012,93.82679
bel,2013,95.65399
bel,2014,95.38079
bel,2015,96.50793
bel,2016,95.18592
bel,2017,94.9048
bel,2018,94.88422
bel,2019,93.92636
ben,1971,2.03366
ben,1972,2.38979
ben,1973,3.55777
ben,1974,3.08321
ben,1975,4.60938
ben,1976,4.47807
ben,1977,4.90049
ben,1978,4.42639
ben,1979,5.02599
ben,1980,4.9364
ben,1981,6.0566
ben,1983,8.90669
ben,1984,8.07939
ben,1990,2.56666
ben,2000,9.50781
ben,2001,10.51097
ben,2002,8.58062
ben,2006,17.65943
ben,2011,28.49516
ben,2013,36.77867
ben,2014,34.9443
ben,2015,38.34186
ben,2016,40.25218
ben,2020,30.61419
bfa,1971,0.5795
bfa,1972,0.61028
bfa,1973,0.64785
bfa,1974,0.73443
bfa,1975,0.70053
bfa,1976,0.83049
bfa,1977,0.95529
bfa,1979,0.94873
bfa,1980,1.61643
bfa,1994,4.06637
bfa,2000,5.01063
bfa,2001,5.8658
bfa,2003,6.73274
bfa,2005,8.15226
bfa,2006,9.16082
bfa,2007,9.71481
bfa,2008,12.51121
bfa,2009,13.5951
bfa,2010,14.61017
bfa,2011,15.98925
bfa,2012,17.92929
bfa,2013,19.90111
bfa,2014,23.03155
bfa,2015,25.66374
bfa,2016,29.85438
bfa,2017,37.14381
bfa,2018,44.54069
bfa,2019,44.13707
bfa,2020,44.88427
bgd,1998,51.63606
bgd,1999,55.74549
bgd,2000,58.54632
bgd,2001,67.04687
bgd,2002,69.32474
bgd,2003,68.8673
bgd,2004,59.55876
bgd,2005,57.46992
bgd,2006,57.28725
bgd,2007,58.03639
bgd,2009,63.05406
bgd,2010,60.62095
bgd,2011,66.64426
bgd,2013,75.83507
bgd,2016,87.12796
bgd,2017,74.34078
bgr,1986,86.59372
bgr,1987,83.73473
bgr,1988,89.32439
bgr,1989,100.29308
bgr,1990,88.68694
bgr,1991,82.71258
bgr,1992,81.25675
bgr,1993,73.72314
bgr,1994,72.73471
bgr,1995,67.76084
bgr,1996,94.54699
bgr,1997,96.53322
bgr,1999,56.04172
bgr,2017,42.27604
bhr,1971,48.33974
bhr,1972,40.53691
bhr,1973,54.16389
bhr,1974,52.40013
bhr,1975,56.38012
bhr,1976,47.94889
bhr,1977,55.44108
bhr,1978,55.10267
bhr,1979,60.14172
bhr,1980,48.56563
bhr,1981,52.90397
bhr,1982,65.36045
bhr,1983,77.10731
bhr,1984,78.93906
bhr,1986,80.59657
bhr,1988,82.84314
bhr,1991,97.17804
bhr,1992,103.65091
bhr,1993,110.80209
bhr,1999,98.17688
bhr,2000,95.3861
bhr,2001,98.60287
bhr,2002,99.85169
bhr,2003,101.19826
bhr,2004,102.71845
bhr,2005,99.49014
bhr,2006,99.27608
bhr,2008,98.97358
bhr,2009,96.76522
bhr,2011,93.66187
bhr,2012,89.60986
bhr,2013,93.08575
bhr,2014,96.75272
bhr,2015,97.16101
bhr,2016,97.18609
bhr,2017,97.75266
bhr,2018,100.33337
bhr,2019,100.29851
bhs,1999,80.46902
bhs,2004,87.65391
bhs,2005,90.71688
bhs,2006,90.80384
bhs,2007,104.9951
bhs,2008,100.12784
bhs,2010,92.04616
bih,2011,28.80499
bih,2012,26.28796
bih,2013,49.03727
bih,2014,64.94597
bih,2015,71.82669
bih,2016,74.72109
bih,2017,80.4077
bih,2018,93.52755
blr,1993,93.52278
blr,1994,93.91011
blr,1995,82.47177
blr,1996,94.89363
blr,1997,90.74062
blr,1999,99.04583
blr,2000,96.60278
blr,2001,99.15015
blr,2002,98.91617
blr,2003,100.25928
blr,2004,103.98024
blr,2005,108.01798
blr,2006,113.9774
blr,2007,139.00745
blr,2008,104.15778
blr,2011,96.41692
blr,2012,97.33916
blr,2013,99.86165
blr,2014,105.67475
blr,2015,105.87423
blr,2016,106.84522
blr,2017,102.95358
blr,2018,97.80526
blz,1994,55.31088
blz,1995,52.6164
blz,1999,53.60457
blz,2000,55.2669
blz,2001,57.37531
blz,2003,64.72802
blz,2004,64.50648
blz,2005,65.78778
blz,2006,66.70831
blz,2007,62.70827
blz,2008,59.70588
blz,2009,63.82614
blz,2010,64.23989
blz,2011,66.77605
blz,2012,68.51802
blz,2013,68.43209
blz,2014,68.6853
blz,2015,72.92789
blz,2016,75.80316
blz,2017,71.75399
blz,2018,70.64475
blz,2019,74.48381
blz,2020,76.07965
bmu,2001,91.78404
bmu,2002,91.39535
bmu,2003,89.09513
bmu,2004,93.45794
bmu,2005,90.61033
bmu,2011,91.3486
bmu,2012,85.19481
bol,1990,45.93171
bol,1991,50.00379
bol,1992,49.19141
bol,1993,59.86109
bol,1994,61.7012
bol,1995,64.06566
bol,1996,66.16889
bol,1997,69.48671
bol,1998,65.47703
bol,1999,74.82067
bol,2000,77.61592
bol,2001,82.46428
bol,2002,87.93821
bol,2003,89.09515
bol,2004,93.10813
bol,2005,94.40423
bol,2006,92.29105
bol,2007,89.5928
bol,2008,92.37232
bol,2009,89.32042
bol,2010,88.13501
bol,2011,85.91798
bol,2012,87.5776
bol,2013,89.92176
bol,2014,93.04035
bol,2015,89.45752
bol,2016,86.3908
bol,2017,82.72835
bol,2018,83.79798
bol,2019,86.21511
brb,1999,104.71464
brb,2000,101.95
brb,2001,96.9223
brb,2002,91.3442
brb,2003,97.13994
brb,2004,105.50739
brb,2005,106.21814
brb,2006,108.58304
brb,2007,99.03357
brb,2008,98.45838
brb,2009,96.08559
brb,2020,93.24022
brn,1973,39.80707
brn,1975,30.80194
brn,1976,46.52739
brn,1977,47.24324
brn,1978,42.97082
brn,1979,44.06332
brn,1980,39.27083
brn,1981,45.05327
brn,1982,48.46383
brn,1983,60.99806
brn,1984,68.05097
brn,2004,103.43321
brn,2005,102.20909
brn,2006,100.97029
brn,2007,100.47962
brn,2008,104.13937
brn,2009,107.74003
brn,2010,104.09117
brn,2011,102.42832
brn,2012,104.56554
brn,2013,111.21023
brn,2014,105.29465
brn,2015,104.36472
brn,2016,101.11749
brn,2017,103.78928
brn,2018,105.81542
brn,2019,105.8652
brn,2020,111.32328
btn,1978,0.99552
btn,1979,1.09943
btn,1993,3.05317
btn,1994,3.2371
btn,1998,13.82242
btn,1999,15.58087
btn,2000,19.56299
btn,2001,27.25337
btn,2006,41.89693
btn,2008,49.31437
btn,2009,54.38462
btn,2010,64.40242
btn,2011,68.23222
btn,2012,69.55488
btn,2013,73.56752
btn,2014,82.47367
btn,2016,84.82778
btn,2017,86.85406
btn,2018,90.67455
btn,2019,94.38694
btn,2020,93.31763
bwa,1985,44.74805
bwa,1986,40.14722
bwa,1987,38.21763
bwa,1988,15.3241
bwa,1989,58.46748
bwa,1990,56.55035
bwa,1991,80.62319
bwa,1992,81.62521
bwa,1993,95.94998
bwa,1994,92.44251
bwa,1995,94.1136
bwa,1998,95.78784
bwa,1999,94.43758
bwa,2000,96.98297
bwa,2001,93.77457
bwa,2002,91.93525
bwa,2003,91.71423
bwa,2004,93.709
bwa,2005,93.234
bwa,2006,95.06971
bwa,2007,91.53677
bwa,2008,94.45026
bwa,2012,96.64535
bwa,2013,94.32515
bwa,2014,99.87237
bwa,2015,99.40278
bwa,2017,93.75689
caf,1971,0.65764
caf,1972,0.87922
caf,1973,0.66384
caf,1974,1.07976
caf,1978,1.78457
caf,1981,3.25688
caf,1982,5.39547
caf,1983,4.58195
caf,1986,6.11228
caf,1987,4.62907
caf,1988,3.88965
caf,1989,4.20796
caf,1990,4.00872
caf,1991,4.0833
caf,2005,7.25769
caf,2009,6.58456
caf,2012,8.39636
caf,2016,7.63584
caf,2017,9.25755
che,1999,100.71102
che,2004,100.26583
che,2005,100.45447
che,2008,98.64463
che,2009,96.22525
che,2010,95.81926
che,2011,97.40911
che,2012,98.61841
che,2013,97.91004
che,2014,98.02969
che,2015,99.21535
che,2016,99.68102
che,2017,97.56122
che,2018,96.63284
che,2019,97.09782
chl,1970,55.64583
chl,1971,61.89937
chl,1972,67.58178
chl,1973,70.56758
chl,1974,71.31448
chl,1975,68.96928
chl,1976,69.2456
chl,1977,71.36087
chl,1983,79.77081
chl,1997,88.36536
chl,2011,95.2418
chl,2012,96.14614
chl,2013,93.24762
chl,2014,97.29144
chl,2015,96.4865
chl,2016,96.2994
chl,2017,94.25722
chl,2018,93.51183
chl,2019,93.94561
chn,1995,60.62509
chn,1996,63.36192
chn,1997,72.0588
chn,2007,98.51633
chn,2008,102.36051
chn,2009,102.6045
chn,2010,100.32411
chn,2011,100.51433
civ,1971,2.96147
civ,1973,4.2761
civ,1974,3.86235
civ,1975,4.38984
civ,1976,4.33218
civ,1977,4.73476
civ,1978,5.31903
civ,1979,5.60866
civ,1980,6.37004
civ,1981,7.56281
civ,1983,7.98447
civ,1984,8.48788
civ,1985,8.95054
civ,1986,8.91105
civ,1987,8.10304
civ,1988,8.53318
civ,1994,12.14584
civ,1996,11.51139
civ,1997,14.53507
civ,1998,15.08014
civ,2000,25.79422
civ,2001,16.34344
civ,2002,17.60478
civ,2006,19.49518
civ,2007,19.17653
civ,2008,24.01528
civ,2009,24.93786
civ,2011,21.67995
civ,2012,25.15882
civ,2013,27.28603
civ,2014,25.89403
civ,2015,27.68012
civ,2016,31.67588
civ,2017,38.18996
civ,2018,42.51127
civ,2019,46.58248
civ,2020,51.70677
cmr,1971,2.56526
cmr,1972,3.01332
cmr,1973,3.53516
cmr,1974,4.60295
cmr,1975,5.19447
cmr,1976,5.43146
cmr,1977,6.20851
cmr,1978,6.57212
cmr,1979,6.82875
cmr,1980,6.9248
cmr,1981,7.42555
cmr,1982,7.95701
cmr,1983,8.76824
cmr,1984,9.8338
cmr,1985,10.18661
cmr,1986,10.93428
cmr,1987,11.9114
cmr,1988,13.4907
cmr,1990,15.41805
cmr,1991,17.913
cmr,2003,21.27519
cmr,2006,16.37778
cmr,2007,17.70001
cmr,2008,23.27095
cmr,2009,22.92085
cmr,2011,39.84823
cmr,2013,40.8917
cmr,2014,35.63568
cmr,2015,45.82792
cmr,2016,46.64929
cod,1971,4.75343
cod,1972,5.5566
cod,1974,6.43052
cod,1992,7.28442
cod,1993,8.25726
cod,1994,9.91007
cod,2012,32.60556
cod,2013,33.81823
cod,2014,36.07112
cog,1971,4.98233
cog,1972,7.03714
cog,1973,10.71973
cog,1974,15.40189
cog,1975,17.75313
cog,1976,18.79447
cog,1977,23.67554
cog,1978,25.98706
cog,1979,28.52992
cog,1981,35.0045
cog,1982,33.57805
cog,1983,29.24216
cog,1984,29.70982
cog,1987,26.51202
cog,1989,19.79668
cog,1993,26.78298
cog,1994,20.80059
cog,1996,29.86021
cog,2000,21.46153
cog,2001,25.94228
cog,2002,19.9495
cog,2003,19.6799
cog,2004,31.06708
cog,2008,42.85854
cog,2009,41.16235
cog,2010,39.0886
cog,2011,43.65522
cog,2012,49.40189
col,1984,36.94819
col,1985,38.06684
col,1986,42.39162
col,1987,43.20005
col,1988,43.4343
col,1989,43.34263
col,1998,74.58855
col,2001,64.48017
col,2002,70.18886
col,2004,76.09351
col,2005,81.57516
col,2006,83.82562
col,2007,86.00686
col,2008,88.61739
col,2009,95.43686
col,2010,98.50209
col,2011,97.18589
col,2012,94.32611
col,2013,79.15805
col,2014,80.04997
col,2015,79.74143
col,2016,78.68505
col,2017,78.44089
col,2018,80.15634
col,2019,82.65602
com,1981,16.63274
com,1990,19.8526
com,1992,17.00985
com,2002,25.19733
com,2003,28.51435
com,2004,29.20226
com,2013,49.19233
com,2014,49.52239
com,2017,46.20892
cpv,1980,3.58011
cpv,1981,3.75703
cpv,1982,4.68531
cpv,1983,5.58241
cpv,1984,4.61347
cpv,1985,6.62252
cpv,1986,7.75194
cpv,1988,13.01389
cpv,1990,14.73103
cpv,1994,24.56274
cpv,2003,57.1783
cpv,2004,58.23979
cpv,2005,59.78086
cpv,2006,80.58889
cpv,2007,78.7486
cpv,2008,79.00241
cpv,2009,81.59278
cpv,2010,82.83873
cpv,2011,90.72616
cpv,2012,91.29633
cpv,2013,89.82726
cpv,2014,87.36801
cpv,2015,84.1105
cpv,2016,85.92072
cpv,2017,87.57582
cpv,2018,76.8386
cpv,2019,77.4066
cri,1970,21.20487
cri,1971,23.53377
cri,1972,28.47136
cri,1981,36.51006
cri,1982,34.56961
cri,1985,30.53238
cri,1986,29.82883
cri,1987,28.51526
cri,1988,29.13435
cri,1989,27.75195
cri,1991,31.11951
cri,1992,33.58188
cri,1993,31.92095
cri,1994,34.10591
cri,1995,34.24685
cri,1996,34.19341
cri,1999,41.13794
cri,2000,47.13442
cri,2001,46.22995
cri,2002,47.03946
cri,2004,56.17179
cri,2005,59.98707
cri,2006,59.95952
cri,2007,60.08692
cri,2008,62.37641
cri,2009,58.37612
cri,2010,57.86415
cri,2011,57.68833
cri,2012,62.67622
cri,2013,59.1776
cri,2014,62.56507
cri,2015,62.73904
cri,2016,59.38872
cri,2017,63.20043
cri,2018,74.60846
cri,2019,74.84634
cri,2020,71.04953
cub,1971,12.40896
cub,1972,10.90494
cub,1999,88.22667
cub,2000,98.8539
cub,2001,85.00683
cub,2002,89.08265
cub,2003,90.94896
cub,2004,93.53842
cub,2005,101.02299
cub,2006,98.7145
cub,2007,97.11847
cub,2008,97.67661
cub,2009,94.89216
cub,2010,93.5594
cub,2011,87.05621
cub,2012,93.1799
cub,2013,93.38922
cub,2014,94.14031
cub,2015,91.41943
cub,2016,91.51012
cub,2017,95.99273
cub,2018,95.08379
cub,2019,90.93834
cub,2020,88.01469
cym,2001,93.02326
cym,2002,88.08511
cym,2004,86.28159
cym,2005,84.35374
cym,2006,77.09677
cym,2007,81.03976
cym,2008,83.83234
cym,2011,86.5625
cym,2012,91.5625
cym,2013,85.58282
cym,2018,79.03226
cym,2020,85.20408
cyp,1971,50.55679
cyp,1972,51.42947
cyp,1973,68.10235
cyp,1974,67.43883
cyp,1975,63.60147
cyp,1976,64.37521
cyp,1977,63.70669
cyp,1978,66.8766
cyp,1979,68.29353
cyp,1980,60.9965
cyp,1981,67.86787
cyp,1982,72.35887
cyp,1983,66.87726
cyp,1984,85.60354
cyp,1985,75.06508
cyp,1986,73.19015
cyp,1987,70.39158
cyp,1988,55.57628
cyp,1990,64.48148
cyp,1993,95.48219
cyp,1994,99.43844
cyp,1995,93.01209
cyp,1996,93.71462
cyp,1997,95.90892
cyp,1999,90.87527
cyp,2000,93.44202
cyp,2001,93.65597
cyp,2002,101.83873
cyp,2003,97.24619
cyp,2004,101.33622
cyp,2005,100.74571
cyp,2006,103.2686
cyp,2007,87.23146
cyp,2008,99.83459
cyp,2009,102.23306
cyp,2010,95.49935
cyp,2011,92.56291
cyp,2012,96.17982
cyp,2013,98.05967
cyp,2014,101.2606
cyp,2015,97.52139
cyp,2016,96.78261
cyp,2017,98.76131
cyp,2018,96.97664
cyp,2019,97.45913
cze,1996,103.0795
cze,2002,94.51647
cze,2003,93.71194
cze,2004,94.32638
cze,2005,93.95983
cze,2006,100.78642
cze,2007,94.37657
cze,2008,96.43654
cze,2009,95.3931
cze,2010,86.64384
cze,2011,88.61797
cze,2012,92.84678
cze,2013,97.71339
cze,2014,98.91546
cze,2015,99.41111
cze,2016,97.37519
cze,2017,96.63078
cze,2018,94.73177
cze,2019,92.78569
deu,1993,77.01923
deu,1994,79.18912
deu,1995,79.2691
deu,1996,81.6141
deu,1997,82.5209
dji,1973,3.70986
dji,1974,3.13303
dji,1975,3.29722
dji,1976,2.22032
dji,1999,11.28591
dji,2000,12.09019
dji,2002,13.4699
dji,2005,14.66792
dji,2006,16.56435
dji,2007,18.47755
dji,2008,19.45369
dji,2009,28.56468
dji,2011,48.9061
dji,2012,45.88221
dji,2013,42.47175
dji,2014,41.38057
dji,2015,44.73716
dji,2016,43.47879
dji,2017,48.50024
dji,2018,49.64238
dji,2019,55.00491
dji,2020,52.00999
dji,2021,56.29686
dma,1988,98.49108
dma,2003,114.60317
dma,2004,109.48012
dma,2005,91.26074
dma,2006,79.2633
dma,2007,92.03655
dma,2008,93.98207
dma,2009,83.76623
dma,2010,81.48649
dma,2011,85.69425
dma,2012,82.9912
dma,2013,70.04608
dma,2014,89.96764
dma,2015,91.43836
dnk,2008,99.29971
dnk,2009,97.37839
dnk,2010,99.55822
dnk,2011,100.47429
dnk,2012,96.89644
dnk,2013,97.96084
dnk,2014,96.57238
dnk,2015,98.69104
dnk,2016,100.29765
dnk,2017,99.59468
dnk,2018,98.6676
dnk,2019,102.32
dom,1999,62.78821
dom,2000,66.64026
dom,2002,69.22205
dom,2004,78.24115
dom,2005,81.80143
dom,2007,86.14685
dom,2008,91.72208
dom,2009,86.63134
dom,2010,86.06369
dom,2011,80.75211
dom,2012,79.57831
dom,2013,82.57516
dom,2014,82.34935
dom,2015,82.34029
dom,2016,88.77024
dom,2017,88.44816
dom,2018,91.12242
dom,2019,86.84509
dom,2020,88.70095
dza,1971,5.17331
dza,1972,5.06417
dza,1973,5.95845
dza,1974,8.52469
dza,1975,10.97641
dza,1976,12.20895
dza,1977,14.08607
dza,1978,16.96757
dza,1979,20.57323
dza,1980,23.91805
dza,1982,29.15112
dza,1984,34.15269
dza,1985,37.30431
dza,1989,51.46974
dza,1990,50.7935
dza,1991,49.61704
dza,1992,51.98093
dza,1993,52.16942
dza,1994,53.85673
dza,1995,55.50029
dza,1996,55.4045
dza,1997,53.50494
dza,1999,58.25059
dza,2000,56.86367
dza,2001,59.07271
dza,2002,64.79792
dza,2003,67.19174
dza,2004,69.39229
dza,2005,78.01569
dza,2006,73.78544
dza,2007,69.55525
dza,2008,64.45729
dza,2009,71.41593
dza,2010,66.29955
dza,2011,79.96468
dza,2012,132.84241
dza,2013,93.73869
dza,2014,87.22433
dza,2015,84.79669
dza,2016,87.66531
dza,2018,95.44721
dza,2019,92.4294
ecu,1971,22.72682
ecu,1972,24.03719
ecu,1975,31.28599
ecu,1976,35.10429
ecu,1977,37.14744
ecu,1978,40.31403
ecu,1979,46.19369
ecu,1994,49.28734
ecu,1999,57.24318
ecu,2000,57.68278
ecu,2001,58.0233
ecu,2002,57.74757
ecu,2003,57.95585
ecu,2004,59.1251
ecu,2005,61.21638
ecu,2006,63.10062
ecu,2007,65.12941
ecu,2009,80.18965
ecu,2010,86.119
ecu,2011,83.38147
ecu,2012,84.64214
ecu,2013,91.78969
ecu,2014,100.14783
ecu,2015,102.97183
ecu,2016,102.59842
ecu,2017,99.71417
ecu,2018,98.62012
ecu,2019,98.08409
ecu,2020,105.03715
egy,1977,30.4408
egy,1978,35.40912
egy,1979,34.11527
egy,1980,34.12005
egy,1994,63.79714
egy,2003,79.29899
egy,2004,77.93703
egy,2009,75.99452
egy,2013,78.79375
egy,2014,79.33361
egy,2016,86.19193
egy,2017,85.73011
egy,2018,87.58245
egy,2019,91.2026
eri,1994,11.57816
eri,1995,19.81877
eri,1996,22.42105
eri,1997,21.28014
eri,1999,29.17992
eri,2000,30.17679
eri,2001,30.75094
eri,2002,32.69668
eri,2003,30.4299
eri,2004,31.96402
eri,2006,35.18984
eri,2007,40.05591
eri,2008,40.69092
eri,2009,46.89756
eri,2010,52.53747
eri,2015,51.14753
eri,2017,47.49739
eri,2018,52.10838
esp,1981,84.63386
esp,1982,85.02339
esp,1983,83.55031
esp,1984,84.51069
esp,1985,86.90086
esp,1986,89.27391
esp,1987,90.00325
esp,1988,94.95376
esp,1989,100.7243
esp,1990,95.05948
esp,1993,93.85947
esp,1994,96.42961
esp,2009,84.91052
esp,2010,82.62858
esp,2014,90.74591
esp,2015,93.80996
esp,2016,95.10639
esp,2017,98.18726
esp,2018,101.10844
esp,2019,100.2629
est,1995,92.59855
est,1996,99.29662
est,1999,93.66498
est,2000,93.97174
est,2001,93.33005
est,2002,96.79625
est,2004,102.76313
est,2005,106.4113
est,2006,108.70647
est,2008,102.85856
est,2009,96.77076
est,2010,97.05673
est,2011,96.60657
est,2012,100.21094
est,2013,102.75694
est,2014,104.38596
est,2015,105.07698
est,2016,106.8984
est,2017,103.93845
est,2018,102.10063
est,2019,102.32634
eth,1987,13.66961
eth,1988,14.98486
eth,1994,10.8792
eth,1995,9.54607
eth,1996,8.8943
eth,1999,6.41953
eth,2005,13.77408
eth,2008,22.90218
eth,2009,22.9978
eth,2010,24.86212
eth,2012,23.38856
eth,2014,27.82791
eth,2015,28.9284
fin,1987,106.92509
fin,1988,106.93884
fin,1989,105.04766
fin,1990,113.79156
fin,1991,114.92642
fin,1992,116.74738
fin,1993,110.22932
fin,1994,105.12377
fin,2004,104.80963
fin,2005,103.38558
fin,2007,100.27183
fin,2009,96.42514
fin,2010,97.87526
fin,2011,98.23146
fin,2012,97.74963
fin,2013,99.36866
fin,2014,98.39762
fin,2015,100.66459
fin,2016,99.21932
fin,2017,99.6499
fin,2018,99.30424
fin,2019,101.52961
fji,1980,68.86298
fji,1981,66.76749
fji,1983,66.24597
fji,1984,67.20065
fji,1985,63.86132
fji,1986,59.81258
fji,2003,95.00701
fji,2004,95.34218
fji,2008,98.44756
fji,2009,93.72717
fji,2011,102.44796
fji,2012,101.02288
fji,2013,105.24138
fji,2015,103.99381
fji,2016,106.38387
fra,1996,91.61341
fra,2007,98.06012
fra,2008,100.51186
fra,2009,98.64136
fra,2010,97.66507
fra,2011,98.11353
fra,2012,99.5666
fra,2013,98.01228
fra,2014,98.0348
fra,2015,96.87642
fra,2016,99.06272
fra,2017,99.89271
fra,2018,99.32822
fra,2019,99.53342
fsm,2013,87.54125
fsm,2014,90.09236
fsm,2015,85.763
fsm,2016,85.3913
fsm,2017,87.27915
fsm,2018,92.0354
fsm,2019,83.50877
gab,1971,4.97148
gab,1972,6.15385
gab,1973,7.82626
gab,1974,10.75454
gab,1986,14.21864
gab,1995,18.83504
gab,2019,62.19006
gbr,2017,100.68146
gbr,2018,101.20036
gbr,2019,99.79786
geo,2000,92.81771
geo,2001,95.2974
geo,2002,94.33777
geo,2003,93.33746
geo,2004,95.31875
geo,2005,110.11582
geo,2008,98.79927
geo,2009,93.80306
geo,2010,100.57279
geo,2012,103.28857
geo,2013,105.5854
geo,2014,98.09018
geo,2015,102.26466
geo,2016,104.13473
geo,2017,104.26916
geo,2018,102.16409
geo,2019,113.87485
geo,2020,112.71903
gha,1971,33.37022
gha,1972,36.23716
gha,1974,37.68967
gha,1975,37.09615
gha,1991,43.52476
gha,1992,46.99856
gha,1999,47.07247
gha,2000,48.24284
gha,2001,45.8281
gha,2002,49.44625
gha,2003,46.91218
gha,2004,47.89541
gha,2005,50.45355
gha,2008,58.79371
gha,2009,65.05958
gha,2011,60.12023
gha,2012,59.5438
gha,2013,63.05566
gha,2014,63.07404
gha,2015,71.92549
gha,2017,72.03119
gha,2018,77.40064
gha,2019,78.49697
gib,2016,73.93162
gib,2017,96.98276
gib,2019,97.81659
gib,2020,90.78947
gin,1985,4.66756
gin,1986,3.87377
gin,1987,3.24174
gin,1988,2.75447
gin,1989,3.51454
gin,1990,3.43826
gin,1991,4.07592
gin,1992,3.90095
gin,1993,3.71961
gin,1994,5.25086
