geo,time,ny_gnp_pcap_kn
bdi,2010,172857.23312
bdi,2011,173738.09536
bdi,2012,176705.19156
bdi,2013,180327.85552
bdi,2014,181570.98265
bdi,2015,169392.77926
bdi,2016,163160.36674
bdi,2017,158618.24335
bdi,2018,156776.37205
bdi,2019,154820.50481
bdi,2020,151088.7898
bel,1970,16286.50055
bel,1971,16882.53728
bel,1972,17713.19994
bel,1973,18756.98635
bel,1974,19546.79441
bel,1975,19106.02764
bel,1976,20153.26843
bel,1977,20207.42933
bel,1978,20742.19069
bel,1979,21124.46254
bel,1980,21996.09888
bel,1981,21972.41215
bel,1982,22016.915
bel,1983,22071.50221
bel,1984,22666.51795
bel,1985,23106.57971
bel,1986,23532.00518
bel,1987,24122.41588
bel,1988,25176.79298
bel,1989,25890.92066
bel,1990,26662.13996
bel,1991,27148.77182
bel,1992,27447.94086
bel,1993,27342.66917
bel,1994,28343.94731
bel,1995,28889.95781
bel,1996,29250.23022
bel,1997,30317.47761
bel,1998,30846.75465
bel,1999,31829.2931
bel,2000,33004.90715
bel,2001,33018.79393
bel,2002,33386.51907
bel,2003,33651.57177
bel,2004,34516.91491
bel,2005,35072.73799
bel,2006,35796.25466
bel,2007,36823.74317
bel,2008,37059.6362
bel,2009,35834.7364
bel,2010,36401.29945
bel,2011,36044.7764
bel,2012,36855.25078
bel,2013,36903.93657
bel,2014,37190.50209
bel,2015,37483.71946
bel,2016,37599.32957
bel,2017,38043.87986
bel,2018,38545.76642
bel,2019,39193.71315
bel,2020,36835.43618
ben,1960,400159.5122
ben,1961,407035.58847
ben,1962,387260.66112
ben,1963,399238.25352
ben,1964,418747.00899
ben,1965,433186.38834
ben,1966,441442.8455
ben,1967,437073.45556
ben,1968,443257.95545
ben,1969,445036.11003
ben,1970,444758.95188
ben,1971,427765.07847
ben,1972,447298.20476
ben,1974,462275.00474
ben,1975,426450.03765
ben,1977,430273.71721
ben,1978,424749.01299
ben,1979,441006.55764
ben,1980,456896.08738
ben,1981,488682.87204
ben,1982,484816.66425
ben,1983,447482.59617
ben,1984,461731.73224
ben,1985,486472.87183
ben,1986,483492.32598
ben,1987,463110.90364
ben,1988,466074.04627
ben,1989,434600.56491
ben,1990,460975.44737
ben,1991,466419.45861
ben,1992,454466.52167
ben,1993,473140.90823
ben,1994,464673.80998
ben,1995,477439.19506
ben,1996,482866.06873
ben,1997,498462.0008
ben,1998,506944.69175
ben,1999,519570.07207
ben,2000,533736.08841
ben,2001,545211.01322
ben,2002,551912.17728
ben,2003,553586.03098
ben,2004,561574.57936
ben,2005,556419.54333
ben,2006,560975.17416
ben,2007,576925.30612
ben,2008,591051.96118
ben,2009,586714.06459
ben,2010,581272.23188
ben,2011,584326.63147
ben,2012,592868.19118
ben,2013,618273.04915
ben,2014,640136.62913
ben,2015,631442.88907
ben,2016,634335.57681
ben,2017,650640.20528
ben,2018,676106.08359
ben,2019,703225.29329
ben,2020,710621.13022
bfa,1965,152665.84909
bfa,1966,151950.66022
bfa,1967,162695.15627
bfa,1968,164943.59194
bfa,1969,165447.19178
bfa,1970,163458.1999
bfa,1971,162709.44391
bfa,1972,163340.91455
bfa,1973,161509.81376
bfa,1974,171206.78065
bfa,1975,171147.3489
bfa,1976,182855.8648
bfa,1977,178201.35286
bfa,1978,184910.59514
bfa,1979,188154.87365
bfa,1980,186077.78907
bfa,1981,188764.60702
bfa,1982,201751.9734
bfa,1983,197312.08855
bfa,1984,189512.4902
bfa,1985,200411.84176
bfa,1986,211038.33818
bfa,1987,204891.32458
bfa,1988,210863.09552
bfa,1989,209906.70833
bfa,1990,203626.71903
bfa,1991,216109.81935
bfa,1992,210717.70057
bfa,1993,211686.58871
bfa,1994,208453.19556
bfa,1995,215072.41294
bfa,1996,233806.09905
bfa,1997,240925.73307
bfa,1998,251357.13283
bfa,1999,262972.10713
bfa,2000,259843.78568
bfa,2001,268585.4076
bfa,2002,270865.70585
bfa,2003,283109.22669
bfa,2004,288112.31021
bfa,2005,303363.62599
bfa,2006,315084.94408
bfa,2007,318277.24198
bfa,2008,326418.90841
bfa,2009,323424.89755
bfa,2010,334310.11632
bfa,2011,341817.52071
bfa,2012,358542.30264
bfa,2013,367778.49005
bfa,2014,366269.64026
bfa,2015,368658.24995
bfa,2016,379458.74298
bfa,2017,394387.03995
bfa,2018,411080.87471
bfa,2019,411962.32572
bgd,1973,17336.68385
bgd,1974,18648.4963
bgd,1975,17522.03146
bgd,1976,18089.57258
bgd,1977,18052.08751
bgd,1978,18842.35964
bgd,1979,19246.64065
bgd,1980,18952.16107
bgd,1981,20152.9469
bgd,1982,20048.33831
bgd,1983,20532.81978
bgd,1984,20927.86634
bgd,1985,20853.14856
bgd,1986,21220.38792
bgd,1987,21534.19444
bgd,1988,21476.76881
bgd,1989,21519.29263
bgd,1990,22143.17766
bgd,1991,22393.03823
bgd,1992,23148.07661
bgd,1993,23777.45936
bgd,1994,24284.14681
bgd,1995,24960.78115
bgd,1996,25421.63219
bgd,1997,26048.76727
bgd,1998,26834.971
bgd,1999,27576.15678
bgd,2000,28525.90208
bgd,2001,29356.82646
bgd,2002,30195.06583
bgd,2003,31088.00114
bgd,2004,32307.81691
bgd,2005,33947.18562
bgd,2006,36158.12419
bgd,2007,38504.78441
bgd,2008,40778.82092
bgd,2009,42445.63372
bgd,2010,44398.0548
bgd,2011,46638.02043
bgd,2012,49320.64572
bgd,2013,51488.11659
bgd,2014,53313.57454
bgd,2015,56073.75979
bgd,2016,59017.23049
bgd,2017,61817.68624
bgd,2018,66138.74131
bgd,2019,70720.78768
bgd,2020,72767.69326
bgr,1980,5970.19165
bgr,1981,6269.62166
bgr,1982,6406.97702
bgr,1983,6629.26454
bgr,1984,6854.04714
bgr,1985,7029.29681
bgr,1986,7310.25584
bgr,1987,7709.79082
bgr,1988,8493.91704
bgr,1989,8241.54843
bgr,1990,7239.49338
bgr,1991,6597.27511
bgr,1992,6680.22726
bgr,1993,6630.35943
bgr,1994,6762.69244
bgr,1995,6935.40415
bgr,1996,7276.44612
bgr,1997,6311.54233
bgr,1998,6664.8116
bgr,1999,6166.52891
bgr,2000,6416.40938
bgr,2001,6958.14447
bgr,2002,7658.37432
bgr,2003,8091.42865
bgr,2004,8648.98541
bgr,2005,9253.29771
bgr,2006,9702.02901
bgr,2007,9921.38369
bgr,2008,10879.67995
bgr,2009,10748.61662
bgr,2010,11109.9905
bgr,2011,11289.01869
bgr,2012,11655.24363
bgr,2013,11554.45388
bgr,2014,11889.72335
bgr,2015,12094.0688
bgr,2016,12542.08995
bgr,2017,12819.55813
bgr,2018,13185.19839
bgr,2019,13885.67021
bgr,2020,13451.07197
bhr,2000,8458.75033
bhr,2001,8185.66676
bhr,2002,7933.89565
bhr,2003,8010.05375
bhr,2004,8049.53181
bhr,2005,8121.13594
bhr,2006,8046.50046
bhr,2007,8107.21888
bhr,2008,7814.35073
bhr,2009,7066.15225
bhr,2010,7072.44065
bhr,2011,6619.63951
bhr,2012,7604.30213
bhr,2013,7878.45501
bhr,2014,7997.63596
bhr,2015,7967.05285
bhr,2016,7947.87965
bhr,2017,7895.63924
bhr,2018,7682.6329
bhr,2019,7480.19556
bhs,1989,30242.60968
bhs,1990,28902.21453
bhs,1991,27150.90507
bhs,1992,26341.61634
bhs,1993,25587.96119
bhs,1994,25923.57942
bhs,1995,30802.02577
bhs,1996,33893.2911
bhs,1997,29213.29239
bhs,1998,27469.8195
bhs,1999,30865.20039
bhs,2000,31687.61933
bhs,2001,31824.79407
bhs,2002,32206.48146
bhs,2003,31384.2608
bhs,2004,31168.70522
bhs,2005,31521.86668
bhs,2006,31639.27688
bhs,2007,31460.25651
bhs,2008,30721.63001
bhs,2009,28696.15005
bhs,2010,28526.55192
bhs,2011,28395.67045
bhs,2012,28717.53143
bhs,2013,27349.27268
bhs,2014,27384.12084
bhs,2015,27441.56187
bhs,2016,27045.23799
bhs,2017,27265.23526
bhs,2018,27083.69576
bhs,2019,27538.75537
bhs,2020,23181.92464
bih,2000,5473.55049
bih,2001,5543.4085
bih,2002,5749.03159
bih,2003,5908.06774
bih,2004,6209.28059
bih,2005,6410.8841
bih,2006,6696.60412
bih,2007,7092.34335
bih,2008,7546.56332
bih,2009,7367.81504
bih,2010,7335.75903
bih,2011,7435.14749
bih,2012,7487.03331
bih,2013,7838.7688
bih,2014,8028.21736
bih,2015,8393.39218
bih,2016,8720.65343
bih,2017,8999.84538
bih,2018,9438.5113
bih,2019,9798.77133
bih,2020,9490.28651
blr,1990,3967.72095
blr,1991,3918.30032
blr,1992,3534.37022
blr,1993,3258.5561
blr,1994,2870.16307
blr,1995,2581.57758
blr,1996,2667.3366
blr,1997,2976.32759
blr,1998,3240.51341
blr,1999,3371.60516
blr,2000,3581.26532
blr,2001,3770.65805
blr,2002,3987.2656
blr,2003,4311.48822
blr,2004,4835.057
blr,2005,5319.37008
blr,2006,5881.50235
blr,2007,6386.46586
blr,2008,7060.95948
blr,2009,7045.85076
blr,2010,7587.24249
blr,2011,7976.07163
blr,2012,8113.12694
blr,2013,8086.53027
blr,2014,8262.15135
blr,2015,7825.9707
blr,2016,7614.4588
blr,2017,7880.57098
blr,2018,8155.19228
blr,2019,8342.66964
blr,2020,8166.54894
blz,1980,3899.00722
blz,1981,3862.81638
blz,1982,3686.38631
blz,1983,3498.72474
blz,1984,3438.96482
blz,1985,3352.66676
blz,1986,3477.76986
blz,1987,3759.89912
blz,1988,4028.39901
blz,1989,4411.4384
blz,1990,4842.97135
blz,1991,5294.5199
blz,1992,5792.61003
blz,1993,6027.94664
blz,1994,5842.19551
blz,1995,5771.67627
blz,1996,5645.83938
blz,1997,5676.72594
blz,1998,5600.14267
blz,1999,5829.15585
blz,2000,6301.18758
blz,2001,6304.60191
blz,2002,6446.97486
blz,2003,6761.1465
blz,2004,6770.04416
blz,2005,6778.09899
blz,2006,6925.07225
blz,2007,6618.47701
blz,2008,6719.41246
blz,2009,6944.06205
blz,2010,6764.81979
blz,2011,6949.8399
blz,2012,6868.39306
blz,2013,6817.54527
blz,2014,6888.15204
blz,2015,7105.66904
blz,2016,6907.89678
blz,2017,6849.40574
blz,2018,6839.20101
blz,2019,6816.02788
blz,2020,6020.53482
bmu,2014,99478.78101
bmu,2015,99919.53124
bmu,2016,99764.35418
bmu,2017,105583.7704
bmu,2018,104052.6513
bmu,2019,102558.37917
bmu,2020,97506.78795
bol,1976,2788.92043
bol,1977,2836.99335
bol,1978,2807.9778
bol,1979,2717.37826
bol,1980,2575.11064
bol,1981,2520.49152
bol,1982,2347.46001
bol,1983,2220.01691
bol,1984,2173.08004
bol,1985,2080.89039
bol,1986,1969.06039
bol,1987,2004.28192
bol,1988,2035.03446
bol,1989,2074.55017
bol,1990,2134.70632
bol,1991,2214.53846
bol,1992,2230.00133
bol,1993,2276.33429
bol,1994,2345.80688
bol,1995,2404.28735
bol,1996,2464.20181
bol,1997,2542.75616
bol,1998,2632.83785
bol,1999,2581.18936
bol,2000,2587.66293
bol,2001,2583.83092
bol,2002,2598.15232
bol,2003,2587.91422
bol,2004,2626.78706
bol,2005,2706.74091
bol,2006,2797.25111
bol,2007,2868.14987
bol,2008,3008.25212
bol,2009,3040.49102
bol,2010,3086.32784
bol,2011,3205.86454
bol,2012,3241.42535
bol,2013,3402.68071
bol,2014,3587.2971
bol,2015,3785.84488
bol,2016,3951.75915
bol,2017,4009.6637
bol,2018,4141.8024
bol,2019,4190.22522
bol,2020,3804.47603
bra,1970,8112.33996
bra,1971,8844.48388
bra,1972,9690.15728
bra,1973,10748.85795
bra,1974,11396.67433
bra,1975,11639.15159
bra,1976,12507.18482
bra,1977,12795.75428
bra,1978,13031.5949
bra,1979,13540.36327
bra,1980,14360.55035
bra,1981,13311.03626
bra,1982,12975.64166
bra,1983,12186.99991
bra,1984,12558.83506
bra,1985,13337.47795
bra,1986,14186.79181
bra,1987,14507.34574
bra,1988,14182.38418
bra,1989,15722.8085
bra,1990,13687.79826
bra,1991,13631.12154
bra,1992,13372.47081
bra,1993,13727.23394
bra,1994,14089.4965
bra,1995,14800.86632
bra,1996,14710.4167
bra,1997,14898.52229
bra,1998,14536.96972
bra,1999,14280.47051
bra,2000,15056.90601
bra,2001,15004.60721
bra,2002,15238.2527
bra,2003,15249.79515
bra,2004,15969.27104
bra,2005,16302.08445
bra,2006,16827.52553
bra,2007,17733.67571
bra,2008,18392.36008
bra,2009,18225.88664
bra,2010,19241.44065
bra,2011,19924.58935
bra,2012,20141.51191
bra,2013,20803.26372
bra,2014,20630.5945
bra,2015,19729.91954
bra,2016,18880.16505
bra,2017,19026.4511
bra,2018,19033.67183
bra,2019,19178.84909
bra,2020,18409.24126
brn,1990,50561.18301
brn,1991,50683.68682
brn,1992,51606.67791
brn,1993,50331.22045
brn,1994,50521.11645
brn,1995,51422.96238
brn,1996,51599.1711
brn,1997,49643.54216
brn,1998,48256.70328
brn,1999,48650.41813
brn,2000,48992.58478
brn,2001,49319.82108
brn,2002,50233.82894
brn,2003,50738.91139
brn,2004,50123.82468
brn,2005,49535.54224
brn,2006,50994.68322
brn,2007,50686.61037
brn,2008,49100.39959
brn,2009,47670.1233
brn,2010,47739.01607
brn,2011,47672.00289
brn,2012,47623.24722
brn,2013,46747.4497
brn,2014,45515.31752
brn,2015,46980.48432
brn,2016,46015.12881
brn,2017,45713.05536
brn,2018,43136.59048
brn,2019,45250.27495
btn,1990,21465.09806
btn,1991,20675.80533
btn,1992,21014.99809
btn,1993,21879.97943
btn,1994,23634.53849
btn,1995,23850.06903
btn,1996,25215.66685
btn,1997,26779.13724
btn,1998,25817.53794
btn,1999,26436.77367
btn,2000,32238.05341
btn,2001,34221.14458
btn,2002,36658.86873
btn,2003,38487.50707
btn,2004,40076.39387
btn,2005,42725.93756
btn,2006,45605.7959
btn,2007,52869.6368
btn,2008,54054.12588
btn,2009,56352.2774
btn,2010,61385.25962
btn,2011,65050.82414
btn,2012,66454.76482
btn,2013,67747.51542
btn,2014,70751.58744
btn,2015,74528.83727
btn,2016,78346.45128
btn,2017,80924.32376
btn,2018,82156.70847
btn,2019,85831.29359
btn,2020,78725.51066
bwa,1975,14236.39898
bwa,1976,15166.37005
bwa,1977,16339.85625
bwa,1978,17965.14584
bwa,1979,19388.25977
bwa,1980,20189.48987
bwa,1981,22559.19121
bwa,1982,24305.45688
bwa,1983,25543.16575
bwa,1984,25672.58615
bwa,1985,26331.98126
bwa,1986,27516.35634
bwa,1987,28465.71039
bwa,1988,34318.81698
bwa,1989,36753.72392
bwa,1990,40037.2671
bwa,1991,43297.423
bwa,1992,43712.07575
bwa,1993,44934.94464
bwa,1994,41178.58645
bwa,1995,44648.26432
bwa,1996,44268.38432
bwa,1997,47862.6574
bwa,1998,49185.2101
bwa,1999,49569.77453
bwa,2000,48901.23178
bwa,2001,49761.11535
bwa,2002,47386.18244
bwa,2003,50361.52566
bwa,2004,50224.14503
bwa,2005,52358.03992
bwa,2006,55883.79529
bwa,2007,59767.15282
bwa,2008,62500.54391
bwa,2009,58616.86036
bwa,2010,61123.10956
bwa,2011,65396.58498
bwa,2012,67998.25948
bwa,2013,72915.6041
bwa,2014,78458.82808
bwa,2015,73743.75347
bwa,2016,77040.96219
bwa,2017,78441.852
bwa,2018,79126.02382
bwa,2019,79234.81643
bwa,2020,71402.42336
caf,2009,196952.93925
caf,2010,205256.80813
caf,2011,212171.96536
caf,2012,222049.79762
caf,2013,141387.54556
caf,2014,141136.29339
caf,2015,146560.96963
caf,2016,152163.73769
caf,2017,161638.56915
caf,2018,168783.02723
caf,2019,171379.77273
caf,2020,164194.89451
can,1997,38621.4299
can,1998,39267.63026
can,1999,40470.44126
can,2000,42387.28728
can,2001,42428.23516
can,2002,43562.6638
can,2003,44853.75237
can,2004,46323.33398
can,2005,48244.40921
can,2006,50006.67201
can,2007,53023.65736
can,2008,52971.07285
can,2009,50729.41443
can,2010,51567.13512
can,2011,52709.56931
can,2012,53127.40258
can,2013,53932.96944
can,2014,54877.10909
can,2015,54896.08858
can,2016,54996.54305
can,2017,55956.18784
can,2018,56454.81133
can,2019,56939.40451
can,2020,53438.69498
che,1995,66289.20979
che,1996,66483.1051
che,1997,68934.76875
che,1998,71121.40512
che,1999,72537.60143
che,2000,75688.54424
che,2001,74513.66125
che,2002,73064.70636
che,2003,75263.98733
che,2004,76576.40448
che,2005,79796.87998
che,2006,81769.82942
che,2007,79044.0541
che,2008,74699.02763
che,2009,78503.68616
che,2010,83274.5974
che,2011,80284.75027
che,2012,81304.67438
che,2013,81764.13189
che,2014,81315.47441
che,2015,82591.18774
che,2016,82009.54054
che,2017,81781.89156
che,2018,81360.59009
che,2019,82094.58954
che,2020,79627.58354
chl,1960,1927637.90057
chl,1961,1990434.67083
chl,1962,2027111.37041
chl,1963,2102866.73527
chl,1964,2112897.08005
chl,1965,2086374.27506
chl,1966,2268692.43256
chl,1967,2301321.18005
chl,1968,2344780.61485
chl,1969,2401577.43465
chl,1970,2420214.66367
chl,1971,2632690.30577
chl,1972,2578044.54656
chl,1973,2406109.53225
chl,1974,2416586.56561
chl,1975,2027530.52511
chl,1976,2082598.06211
chl,1977,2277265.92009
chl,1978,2407598.93867
chl,1979,2570859.97212
chl,1980,2735897.47798
chl,1981,2850635.337
chl,1982,2431588.63254
chl,1983,2252991.1706
chl,1984,2289935.31792
chl,1985,2313046.15852
chl,1986,2433573.52763
chl,1987,2600022.52458
chl,1988,2745997.30407
chl,1989,2995971.54561
chl,1990,3083998.2663
chl,1991,3273578.83922
chl,1992,3610345.60911
chl,1993,3809708.95725
chl,1994,3900031.57912
chl,1995,4203164.48824
chl,1996,4450123.54044
chl,1997,4721634.34095
chl,1998,4898617.50124
chl,1999,4791252.41841
chl,2000,4960140.94108
chl,2001,5077326.62462
chl,2002,5153771.34575
chl,2003,5198302.96012
chl,2004,5380605.52205
chl,2005,5589404.59675
chl,2006,5613086.53337
chl,2007,5877956.35381
chl,2008,6309732.35934
chl,2009,6185413.10472
chl,2010,6449800.00288
chl,2011,6772542.56394
chl,2012,7218393.72298
chl,2013,7452929.09744
chl,2014,7598513.3345
chl,2015,7751641.78083
chl,2016,7768324.71969
chl,2017,7662909.21611
chl,2018,7809976.12249
chl,2019,7864979.38951
chl,2020,7279812.09536
chn,1995,9346.85443
chn,1996,10177.34421
chn,1997,11030.52974
chn,1998,11734.71835
chn,1999,12553.55807
chn,2000,13523.13182
chn,2001,14512.37426
chn,2002,15786.87753
chn,2003,17323.64199
chn,2004,19021.74822
chn,2005,20975.94787
chn,2006,23626.8708
chn,2007,26955.9992
chn,2008,29519.59136
chn,2009,31887.40839
chn,2010,35015.76258
chn,2011,37958.67366
chn,2012,40954.62478
chn,2013,43589.22274
chn,2014,46969.45427
chn,2015,49684.11288
chn,2016,52772.30857
chn,2017,56304.93617
chn,2018,59641.19589
chn,2019,63068.04901
chn,2020,64128.26439
civ,2008,668159.63657
civ,2009,685690.77877
civ,2010,713035.99241
civ,2011,661305.31682
civ,2012,704015.6969
civ,2013,750310.94756
civ,2014,1095257.76963
civ,2015,1140552.88031
civ,2016,1190798.60214
civ,2017,1236832.03767
civ,2018,1277205.50784
civ,2019,1339154.31973
civ,2020,1326419.60731
cmr,1967,433551.8741
cmr,1968,455478.3645
cmr,1969,477286.89601
cmr,1970,484009.74548
cmr,1971,497976.56172
cmr,1972,505914.26166
cmr,1973,490501.82405
cmr,1974,533097.09059
cmr,1975,589585.45502
cmr,1976,539921.83021
cmr,1977,526730.16744
cmr,1978,725168.75528
cmr,1979,767656.34607
cmr,1980,657142.27973
cmr,1981,796589.88657
cmr,1982,854935.63508
cmr,1983,891718.4883
cmr,1984,949891.46049
cmr,1985,998232.62517
cmr,1986,1048684.10422
cmr,1987,994498.56986
cmr,1988,895958.61511
cmr,1989,842522.21041
cmr,1990,751771.14983
cmr,1991,688590.61378
cmr,1992,655225.81455
cmr,1993,588214.97313
cmr,1994,578631.25946
cmr,1995,578345.69695
cmr,1996,586308.08346
cmr,1997,595410.1176
cmr,1998,614233.77486
cmr,1999,627504.32718
cmr,2000,622906.17376
cmr,2001,628922.2719
cmr,2002,646376.57726
cmr,2003,677503.72336
cmr,2004,713768.8596
cmr,2005,707278.43891
cmr,2006,723559.1342
cmr,2007,728181.10125
cmr,2008,732881.25976
cmr,2009,739067.07742
cmr,2010,735842.54836
cmr,2011,739915.65015
cmr,2012,749541.73305
cmr,2013,762834.69847
cmr,2014,793377.45913
cmr,2015,811647.80044
cmr,2016,823669.38918
cmr,2017,829086.013
cmr,2018,839400.63862
cmr,2019,843825.35113
cmr,2020,826385.19303
cod,1994,126332.69615
cod,1995,120558.90783
cod,1996,125607.77179
cod,1997,115048.94869
cod,1998,111228.92879
cod,1999,100381.22386
cod,2000,97939.13475
cod,2001,90398.97739
cod,2002,91971.94934
cod,2003,94879.2526
cod,2004,97660.62815
cod,2005,99105.33949
cod,2006,102108.93779
cod,2007,104259.2418
cod,2008,104259.72759
cod,2009,106335.55216
cod,2010,109879.66819
cod,2011,112214.22786
cod,2012,115226.20213
cod,2013,115898.97939
cod,2014,123368.85794
cod,2015,130103.37717
cod,2016,137023.71328
cod,2017,136357.14811
cod,2018,139980.33927
cod,2019,140936.82056
cod,2020,139123.71088
cog,1960,541204.83944
cog,1961,570352.33252
cog,1962,586819.40227
cog,1963,550346.41051
cog,1964,556912.84416
cog,1965,562072.18975
cog,1966,554177.18261
cog,1967,553097.1546
cog,1968,577532.28028
cog,1969,602128.86861
cog,1970,620023.63456
cog,1971,650084.12683
cog,1972,689380.33041
cog,1973,709481.97656
cog,1974,748613.19195
cog,1975,778587.77722
cog,1976,759711.82113
cog,1977,672360.20352
cog,1978,691671.46622
cog,1979,728443.24548
cog,1980,814131.12161
cog,1981,954272.9414
cog,1982,1127054.91638
cog,1983,1137730.90031
cog,1984,1213597.48276
cog,1985,1170876.10583
cog,1986,1128610.68868
cog,1987,1099441.50691
cog,1988,1004385.78575
cog,1989,990865.27251
cog,1990,934711.83029
cog,1991,941864.6175
cog,1992,964119.53272
cog,1993,883121.68386
cog,1994,834326.1812
cog,1995,677544.93187
