geo,time,sl_emp_1524_sp_zs
bel,2002,28.523
bel,2003,27.153
bel,2004,28.077
bel,2005,27.505
bel,2006,27.599
bel,2007,27.514
bel,2008,27.413
bel,2009,25.333
bel,2010,25.234
bel,2011,25.996
bel,2012,25.272
bel,2013,23.651
bel,2014,23.195
bel,2015,23.366
bel,2016,22.745
bel,2017,22.657
bel,2018,24.942
bel,2019,26.536
bel,2020,24.032
ben,1991,65.409
ben,1992,65.346
ben,1993,64.618
ben,1994,63.874
ben,1995,63.133
ben,1996,62.386
ben,1997,61.641
ben,1998,60.888
ben,1999,60.136
ben,2000,59.378
ben,2001,58.616
ben,2002,57.85
ben,2003,56.186
ben,2004,54.524
ben,2005,52.857
ben,2006,51.196
ben,2007,49.542
ben,2008,47.89
ben,2009,46.243
ben,2010,44.61
ben,2011,41.613
ben,2012,41.566
ben,2013,41.504
ben,2014,41.393
ben,2015,41.205
ben,2016,41.088
ben,2017,40.957
ben,2018,40.796
ben,2019,40.487
ben,2020,39.673
bfa,1991,75.835
bfa,1992,75.102
bfa,1993,74.423
bfa,1994,73.697
bfa,1995,73.013
bfa,1996,72.303
bfa,1997,71.523
bfa,1998,70.752
bfa,1999,69.846
bfa,2000,68.89
bfa,2001,67.956
bfa,2002,66.966
bfa,2003,65.988
bfa,2004,64.351
bfa,2005,62.763
bfa,2006,62.184
bfa,2007,61.015
bfa,2008,59.301
bfa,2009,57.536
bfa,2010,55.796
bfa,2011,53.989
bfa,2012,52.177
bfa,2013,50.354
bfa,2014,48.522
bfa,2015,48.227
bfa,2016,47.967
bfa,2017,47.682
bfa,2018,47.381
bfa,2019,47.111
bfa,2020,46.194
bgd,1991,48.193
bgd,1992,47.876
bgd,1993,47.704
bgd,1994,47.567
bgd,1995,47.371
bgd,1996,47.029
bgd,1997,46.403
bgd,1998,45.751
bgd,1999,45.148
bgd,2000,44.44
bgd,2001,44.577
bgd,2002,44.831
bgd,2003,45.057
bgd,2004,44.228
bgd,2005,43.364
bgd,2006,43.627
bgd,2007,42.377
bgd,2008,41.215
bgd,2009,40.094
bgd,2010,40.737
bgd,2011,39.389
bgd,2012,38.069
bgd,2013,36.777
bgd,2014,35.825
bgd,2015,34.87
bgd,2016,33.929
bgd,2017,35.684
bgd,2018,35.599
bgd,2019,35.446
bgd,2020,32.42
bgr,1991,36.017
bgr,1992,32.74
bgr,1993,30.299
bgr,1994,31.935
bgr,1995,31.717
bgr,1996,28.994
bgr,1997,26.339
bgr,1998,26.038
bgr,1999,23.177
bgr,2000,20.509
bgr,2001,21.166
bgr,2002,20.499
bgr,2003,21.337
bgr,2004,22.264
bgr,2005,21.611
bgr,2006,23.181
bgr,2007,24.453
bgr,2008,26.213
bgr,2009,24.687
bgr,2010,24.309
bgr,2011,22.068
bgr,2012,21.881
bgr,2013,21.226
bgr,2014,20.737
bgr,2015,20.334
bgr,2016,19.768
bgr,2017,22.891
bgr,2018,20.679
bgr,2019,21.78
bgr,2020,18.787
bhr,1991,41.634
bhr,1992,41.714
bhr,1993,41.542
bhr,1994,41.155
bhr,1995,40.827
bhr,1996,40.773
bhr,1997,40.637
bhr,1998,40.474
bhr,1999,40.25
bhr,2000,40.042
bhr,2001,39.975
bhr,2002,40.168
bhr,2003,40.235
bhr,2004,40.162
bhr,2005,39.983
bhr,2006,40.121
bhr,2007,40.052
bhr,2008,39.771
bhr,2009,39.371
bhr,2010,38.958
bhr,2011,37.272
bhr,2012,38.202
bhr,2013,39.118
bhr,2014,39.958
bhr,2015,40.758
bhr,2016,40.677
bhr,2017,40.351
bhr,2018,39.952
bhr,2019,39.424
bhr,2020,35.586
bhs,1991,44.489
bhs,1992,41.909
bhs,1993,44.102
bhs,1994,42.847
bhs,1995,45.085
bhs,1996,43.027
bhs,1997,44.415
bhs,1998,48.631
bhs,1999,49.027
bhs,2000,48.761
bhs,2001,48.709
bhs,2002,45.83
bhs,2003,43.322
bhs,2004,44.691
bhs,2005,45.109
bhs,2006,46.925
bhs,2007,45.208
bhs,2008,46.089
bhs,2009,40.998
bhs,2010,40.39
bhs,2011,39.779
bhs,2012,39.183
bhs,2013,36.044
bhs,2014,39.123
bhs,2015,41.417
bhs,2016,40.888
bhs,2017,43.159
bhs,2018,41.482
bhs,2019,41.3
bhs,2020,33.449
bih,1991,25.987
bih,1992,25.435
bih,1993,24.62
bih,1994,23.402
bih,1995,22.335
bih,1996,21.374
bih,1997,20.554
bih,1998,19.668
bih,1999,18.733
bih,2000,17.933
bih,2001,17.096
bih,2002,16.175
bih,2003,15.372
bih,2004,14.384
bih,2005,13.277
bih,2006,12.467
bih,2007,13.755
bih,2008,17.372
bih,2009,16.67
bih,2010,13.997
bih,2011,13.294
bih,2012,10.788
bih,2013,11.361
bih,2014,10.79
bih,2015,12.047
bih,2016,13.778
bih,2017,17.522
bih,2018,19.641
bih,2019,23.275
bih,2020,20.535
blr,1991,43.043
blr,1992,41.564
blr,1993,37.228
blr,1994,33.997
blr,1995,30.059
blr,1996,24.142
blr,1997,30.563
blr,1998,32.867
blr,1999,33.699
blr,2000,34.466
blr,2001,35.328
blr,2002,36.156
blr,2003,36.943
blr,2004,37.671
blr,2005,38.52
blr,2006,39.312
blr,2007,40.125
blr,2008,40.877
blr,2009,41.778
blr,2010,41.863
blr,2011,42.055
blr,2012,42.248
blr,2013,42.397
blr,2014,42.536
blr,2015,42.768
blr,2016,42.929
blr,2017,43.509
blr,2018,41.626
blr,2019,41.508
blr,2020,40.483
blz,1991,38.356
blz,1992,37.877
blz,1993,37.532
blz,1994,36.334
blz,1995,35.392
blz,1996,34.731
blz,1997,36.075
blz,1998,34.307
blz,1999,35.69
blz,2000,37.384
blz,2001,38.94
blz,2002,37.947
blz,2003,37.612
blz,2004,37.173
blz,2005,36.752
blz,2006,38.007
blz,2007,38.7
blz,2008,38.858
blz,2009,38.672
blz,2010,38.553
blz,2011,38.432
blz,2012,38.319
blz,2013,38.183
blz,2014,39.146
blz,2015,39.261
blz,2016,38.503
blz,2017,39.294
blz,2018,39.154
blz,2019,39.042
blz,2020,34.233
bol,1991,50.053
bol,1992,49.939
bol,1993,50.057
bol,1994,50.102
bol,1995,50.443
bol,1996,50.756
bol,1997,51.088
bol,1998,50.5
bol,1999,49.808
bol,2000,49.272
bol,2001,49.673
bol,2002,50.114
bol,2003,50.539
bol,2004,51.002
bol,2005,51.427
bol,2006,51.852
bol,2007,49.712
bol,2008,48.209
bol,2009,48.199
bol,2010,49.047
bol,2011,49.912
bol,2012,43.487
bol,2013,44.069
bol,2014,49.262
bol,2015,41.293
bol,2016,40.6
bol,2017,41.642
bol,2018,46.521
bol,2019,45.287
bol,2020,36.432
bra,1991,54.4
bra,1992,54.211
bra,1993,54.395
bra,1994,54.242
bra,1995,53.997
bra,1996,51.185
bra,1997,50.539
bra,1998,48.858
bra,1999,48.401
bra,2000,48.661
bra,2001,48.317
bra,2002,49.18
bra,2003,48.37
bra,2004,49.988
bra,2005,50.31
bra,2006,50.149
bra,2007,50.587
bra,2008,50.994
bra,2009,49.26
bra,2010,48.921
bra,2011,47.69
bra,2012,47.316
bra,2013,46.373
bra,2014,45.583
bra,2015,43.379
bra,2016,39.635
bra,2017,39.179
bra,2018,39.793
bra,2019,40.689
bra,2020,34.777
brb,1991,36.015
brb,1992,36.425
brb,1993,35.444
brb,1994,36.673
brb,1995,40.181
brb,1996,46.366
brb,1997,43.206
brb,1998,46.032
brb,1999,46.512
brb,2000,47.281
brb,2001,45.81
brb,2002,44.312
brb,2003,42.381
brb,2004,44.757
brb,2005,45.118
brb,2006,44.063
brb,2007,45.431
brb,2008,44.013
brb,2009,40.717
brb,2010,39.299
brb,2011,38.768
brb,2012,33.738
brb,2013,33.623
brb,2014,31.241
brb,2015,30.344
brb,2016,32.452
brb,2017,30.752
brb,2018,33.753
brb,2019,33.182
brb,2020,28.8
brn,1991,41.244
brn,1992,41.292
brn,1993,41.463
brn,1994,41.337
brn,1995,41.211
brn,1996,41.333
brn,1997,41.518
brn,1998,41.446
brn,1999,41.193
brn,2000,41.038
brn,2001,41.072
brn,2002,40.412
brn,2003,39.818
brn,2004,39.242
brn,2005,38.514
brn,2006,37.722
brn,2007,37.325
brn,2008,36.815
brn,2009,36.174
brn,2010,35.291
brn,2011,34.336
brn,2012,33.376
brn,2013,32.451
brn,2014,31.416
brn,2015,29.993
brn,2016,28.862
brn,2017,27.483
brn,2018,27.549
brn,2019,31.301
brn,2020,30.043
btn,1991,52.39
btn,1992,51.66
btn,1993,50.997
btn,1994,50.229
btn,1995,49.49
btn,1996,49.376
btn,1997,49.318
btn,1998,49.301
btn,1999,49.339
btn,2000,49.092
btn,2001,48.736
btn,2002,48.844
btn,2003,49.029
btn,2004,47.96
btn,2005,46.9
btn,2006,46.269
btn,2007,44.918
btn,2008,44.226
btn,2009,43.146
btn,2010,37.88
btn,2011,35.54
btn,2012,30.749
btn,2013,28.175
btn,2014,25.251
btn,2015,27.415
btn,2016,26.745
btn,2017,26.143
btn,2018,25.506
btn,2019,24.787
btn,2020,22.152
bwa,1991,35.523
bwa,1992,33.246
bwa,1993,31.01
bwa,1994,28.782
bwa,1995,28.188
bwa,1996,27.618
bwa,1997,26.675
bwa,1998,25.49
bwa,1999,26.065
bwa,2000,26.564
bwa,2001,24.129
bwa,2002,22.801
bwa,2003,21.488
bwa,2004,23.922
bwa,2005,26.346
bwa,2006,28.719
bwa,2007,28.216
bwa,2008,27.691
bwa,2009,27.097
bwa,2010,25.307
bwa,2011,24.795
bwa,2012,24.322
bwa,2013,23.925
bwa,2014,23.472
bwa,2015,23.052
bwa,2016,22.709
bwa,2017,22.336
bwa,2018,21.992
bwa,2019,21.644
bwa,2020,19.734
caf,1991,48.559
caf,1992,48.386
caf,1993,48.248
caf,1994,48.133
caf,1995,48.002
caf,1996,47.978
caf,1997,48.009
caf,1998,48.069
caf,1999,48.043
caf,2000,47.938
caf,2001,48.084
caf,2002,48.162
caf,2003,48.156
caf,2004,48.36
caf,2005,48.403
caf,2006,48.753
caf,2007,49.044
caf,2008,49.399
caf,2009,49.532
caf,2010,49.347
caf,2011,49.942
caf,2012,50.475
caf,2013,50.421
caf,2014,50.762
caf,2015,50.94
caf,2016,50.66
caf,2017,50.372
caf,2018,50.088
caf,2019,49.66
caf,2020,48.314
can,1991,57.324
can,1992,54.755
can,1993,53.346
can,1994,53.74
can,1995,53.774
can,1996,52.64
can,1997,51.466
can,1998,52.447
can,1999,54.538
can,2000,56.218
can,2001,56.332
can,2002,57.461
can,2003,58.149
can,2004,57.834
can,2005,57.682
can,2006,58.518
can,2007,59.48
can,2008,59.531
can,2009,55.33
can,2010,54.865
can,2011,55.316
can,2012,54.33
can,2013,55.066
can,2014,55.559
can,2015,55.784
can,2016,55.407
can,2017,56.506
can,2018,56.306
can,2019,57.444
can,2020,49.217
chanisl,1991,47.348
chanisl,1992,46.019
chanisl,1993,44.896
chanisl,1994,44.991
chanisl,1995,45.112
chanisl,1996,44.474
chanisl,1997,44.579
chanisl,1998,45.583
chanisl,1999,45.58
chanisl,2000,46.351
chanisl,2001,46.949
chanisl,2002,44.018
chanisl,2003,43.088
chanisl,2004,42.054
chanisl,2005,43.018
chanisl,2006,43.705
chanisl,2007,45.218
chanisl,2008,45.418
chanisl,2009,41.582
chanisl,2010,39.797
chanisl,2011,41.25
chanisl,2012,39.847
chanisl,2013,39.132
chanisl,2014,39.613
chanisl,2015,40.416
chanisl,2016,40.964
chanisl,2017,41.573
chanisl,2018,42.412
chanisl,2019,42.268
chanisl,2020,40.544
che,1991,69.316
che,1992,67.545
che,1993,67.864
che,1994,63.92
che,1995,62.575
che,1996,64.487
che,1997,62.947
che,1998,63.342
che,1999,64.71
che,2000,65.003
che,2001,63.954
che,2002,65.398
che,2003,63.457
che,2004,61.881
che,2005,59.906
che,2006,63.335
che,2007,62.609
che,2008,62.433
che,2009,61.594
che,2010,62.527
che,2011,63.265
che,2012,61.969
che,2013,62.072
che,2014,62.067
che,2015,61.572
che,2016,62.489
che,2017,63.133
che,2018,62.605
che,2019,61.176
che,2020,59.439
chl,1991,38.922
chl,1992,39.576
chl,1993,39.399
chl,1994,38.337
chl,1995,39.125
chl,1996,36.014
chl,1997,35.576
chl,1998,34.16
chl,1999,30.336
chl,2000,29.234
chl,2001,28.141
chl,2002,27.424
chl,2003,27.343
chl,2004,27.531
chl,2005,27.802
chl,2006,28.587
chl,2007,29.142
chl,2008,30.221
chl,2009,28.248
chl,2010,30.475
chl,2011,31.687
chl,2012,31.086
chl,2013,30.456
chl,2014,30.06
chl,2015,30.159
chl,2016,29.214
chl,2017,28.446
chl,2018,27.603
chl,2019,25.48
chl,2020,19.665
chn,1991,74.063
chn,1992,73.157
chn,1993,71.741
chn,1994,70.437
chn,1995,69.254
chn,1996,68.01
chn,1997,66.747
chn,1998,65.611
chn,1999,64.476
chn,2000,63.358
chn,2001,61.676
chn,2002,60.187
chn,2003,58.869
chn,2004,58.124
chn,2005,57.174
chn,2006,56.346
chn,2007,55.464
chn,2008,54.133
chn,2009,52.905
chn,2010,52.039
chn,2011,51.15
chn,2012,50.1
chn,2013,49.045
chn,2014,48.115
chn,2015,47.242
chn,2016,46.494
chn,2017,45.695
chn,2018,45.008
chn,2019,43.974
chn,2020,41.588
civ,1991,47.444
civ,1992,47.098
civ,1993,47.415
civ,1994,47.67
civ,1995,47.977
civ,1996,48.077
civ,1997,48.049
civ,1998,47.993
civ,1999,46.787
civ,2000,45.572
civ,2001,44.367
civ,2002,43.155
civ,2003,41.961
civ,2004,40.79
civ,2005,39.633
civ,2006,38.471
civ,2007,37.329
civ,2008,36.207
civ,2009,35.104
civ,2010,34.014
civ,2011,32.914
civ,2012,31.894
civ,2013,32.201
civ,2014,31.488
civ,2015,30.766
civ,2016,30.026
civ,2017,28.551
civ,2018,28.279
civ,2019,28.007
civ,2020,27.424
cmr,1991,62.575
cmr,1992,62.5
cmr,1993,62.253
cmr,1994,62.145
cmr,1995,61.875
cmr,1996,61.68
cmr,1997,61.708
cmr,1998,61.641
cmr,1999,61.533
cmr,2000,61.395
cmr,2001,61.418
cmr,2002,62.105
cmr,2003,62.777
cmr,2004,63.444
cmr,2005,64.014
cmr,2006,64.634
cmr,2007,65.202
cmr,2008,61.522
cmr,2009,57.691
cmr,2010,53.75
cmr,2011,53.675
cmr,2012,53.58
cmr,2013,53.468
cmr,2014,53.325
cmr,2015,53.064
cmr,2016,52.803
cmr,2017,52.491
cmr,2018,52.149
cmr,2019,51.771
cmr,2020,50.734
cod,1991,42.58
cod,1992,42.659
cod,1993,42.668
cod,1994,42.696
cod,1995,42.628
cod,1996,42.826
cod,1997,42.874
cod,1998,42.869
cod,1999,42.789
cod,2000,42.693
cod,2001,42.834
cod,2002,42.969
cod,2003,43.091
cod,2004,43.194
cod,2005,43.265
cod,2006,41.836
cod,2007,40.431
cod,2008,39.049
cod,2009,37.685
cod,2010,36.358
cod,2011,35.05
cod,2012,33.772
cod,2013,33.853
cod,2014,33.888
cod,2015,33.849
cod,2016,33.84
cod,2017,33.77
cod,2018,33.648
cod,2019,33.458
cod,2020,31.337
cog,1991,30.104
cog,1992,29.739
cog,1993,29.296
cog,1994,28.811
cog,1995,28.482
cog,1996,28.144
cog,1997,27.744
cog,1998,27.427
cog,1999,27.003
cog,2000,26.731
cog,2001,26.48
cog,2002,26.231
cog,2003,25.921
cog,2004,25.682
cog,2005,25.511
cog,2006,25.412
cog,2007,25.201
cog,2008,25.205
cog,2009,25.165
cog,2010,25.065
cog,2011,25.217
cog,2012,25.424
cog,2013,25.49
cog,2014,25.657
cog,2015,25.67
cog,2016,25.577
cog,2017,25.523
cog,2018,25.408
cog,2019,25.268
cog,2020,22.26
col,1991,46.463
col,1992,47.055
col,1993,48.845
col,1994,48.376
col,1995,47.967
col,1996,44.809
col,1997,44.438
col,1998,41.532
col,1999,36.507
col,2000,35.701
col,2001,41.489
col,2002,41.167
col,2003,42.55
col,2004,40.372
col,2005,40.584
col,2006,39.399
col,2007,38.006
col,2008,37.608
col,2009,40.307
col,2010,41.272
col,2011,42.979
col,2012,44.734
col,2013,44.404
col,2014,44.712
col,2015,45.464
col,2016,44.136
col,2017,43.648
col,2018,42.852
col,2019,40.608
col,2020,34.093
com,1991,17.02
com,1992,17.067
com,1993,16.983
com,1994,16.769
com,1995,16.615
com,1996,16.39
com,1997,16.196
com,1998,15.935
com,1999,15.652
com,2000,15.421
com,2001,15.153
com,2002,14.87
com,2003,14.57
com,2004,14.269
com,2005,14.1
com,2006,13.918
com,2007,13.723
com,2008,13.529
com,2009,13.323
com,2010,13.115
com,2011,12.904
com,2012,12.687
com,2013,12.475
com,2014,12.256
com,2015,12.052
com,2016,11.905
com,2017,11.732
com,2018,11.537
com,2019,11.328
com,2020,10.39
cpv,1991,50.951
cpv,1992,50.209
cpv,1993,49.37
cpv,1994,48.555
cpv,1995,47.649
cpv,1996,46.713
cpv,1997,45.79
cpv,1998,44.89
cpv,1999,44.007
cpv,2000,43.167
cpv,2001,42.283
cpv,2002,41.453
cpv,2003,40.59
cpv,2004,39.732
cpv,2005,38.812
cpv,2006,37.804
cpv,2007,36.795
cpv,2008,35.703
cpv,2009,34.592
cpv,2010,33.504
cpv,2011,32.212
cpv,2012,30.874
cpv,2013,29.531
cpv,2014,28.19
cpv,2015,26.865
cpv,2016,25.578
cpv,2017,24.286
cpv,2018,23.646
cpv,2019,22.605
cpv,2020,18.785
cri,1991,47.459
cri,1992,47.714
cri,1993,48.715
cri,1994,47.993
cri,1995,46.9
cri,1996,43.231
cri,1997,44.682
cri,1998,47.165
cri,1999,44.151
cri,2000,44.506
cri,2001,44.585
cri,2002,42.648
cri,2003,43.384
cri,2004,41.097
cri,2005,41.477
cri,2006,42.584
cri,2007,45.959
cri,2008,44.086
cri,2009,38.918
cri,2010,36.729
cri,2011,33.637
cri,2012,37.206
cri,2013,37.017
cri,2014,35.917
cri,2015,35.071
cri,2016,32.837
cri,2017,33.36
cri,2018,33.52
cri,2019,30.606
cri,2020,25.757
cub,1991,34.169
cub,1992,34.465
cub,1993,34.872
cub,1994,34.75
cub,1995,34.413
cub,1996,34.57
cub,1997,34.835
cub,1998,35.524
cub,1999,35.155
cub,2000,35.62
cub,2001,36.718
cub,2002,37.4
cub,2003,38.169
cub,2004,38.343
cub,2005,37.789
cub,2006,37.34
cub,2007,37.133
cub,2008,37.152
cub,2009,37.832
cub,2010,36.218
cub,2011,35.684
cub,2012,35.189
cub,2013,35.164
cub,2014,35.651
cub,2015,35.649
cub,2016,35.982
cub,2017,36.125
cub,2018,35.998
cub,2019,35.904
cub,2020,32.213
cyp,1991,51.572
cyp,1992,49.52
cyp,1993,47.609
cyp,1994,46.451
cyp,1995,45.344
cyp,1996,43.728
cyp,1997,42.285
cyp,1998,41.194
cyp,1999,38.004
cyp,2000,37.462
cyp,2001,39.865
cyp,2002,37.687
cyp,2003,38.568
cyp,2004,38.409
cyp,2005,37.899
cyp,2006,38.402
cyp,2007,38.639
cyp,2008,39.13
cyp,2009,35.855
cyp,2010,34.938
cyp,2011,31.476
cyp,2012,29.293
cyp,2013,24.684
cyp,2014,26.864
cyp,2015,26.524
cyp,2016,27.333
cyp,2017,28.352
cyp,2018,32.046
cyp,2019,33.174
cyp,2020,32.196
cze,1991,48.689
cze,1992,48.611
cze,1993,46.965
cze,1994,47.534
cze,1995,46.662
cze,1996,45.822
cze,1997,42.753
cze,1998,41.413
cze,1999,38.384
cze,2000,36.552
cze,2001,34.469
cze,2002,32.51
cze,2003,29.886
cze,2004,27.69
cze,2005,27.424
cze,2006,27.633
cze,2007,28.458
cze,2008,28.043
cze,2009,26.525
cze,2010,25.214
cze,2011,24.558
cze,2012,25.221
cze,2013,25.583
cze,2014,27.094
cze,2015,28.374
cze,2016,28.614
cze,2017,29.123
cze,2018,28.352
cze,2019,28.029
cze,2020,25.108
deu,1991,57.11
deu,1992,54.818
deu,1993,51.911
deu,1994,49.999
deu,1995,48.039
deu,1996,45.546
deu,1997,44.388
deu,1998,45.117
deu,1999,46.269
deu,2000,46.112
deu,2001,46.49
deu,2002,45.391
deu,2003,44.041
deu,2004,41.321
deu,2005,41.907
deu,2006,43.503
deu,2007,45.395
deu,2008,46.651
deu,2009,45.945
deu,2010,46.249
deu,2011,47.947
deu,2012,46.629
deu,2013,46.881
deu,2014,46.071
deu,2015,45.32
deu,2016,45.772
deu,2017,46.502
deu,2018,47.191
deu,2019,48.497
deu,2020,48.175
dji,1991,16.657
dji,1992,16.32
dji,1993,15.589
dji,1994,15.034
dji,1995,14.568
dji,1996,13.957
dji,1997,13.557
dji,1998,13.233
dji,1999,12.849
dji,2000,12.244
dji,2001,11.848
dji,2002,11.337
dji,2003,10.739
dji,2004,10.141
dji,2005,9.577
dji,2006,8.716
dji,2007,7.871
dji,2008,7.053
dji,2009,6.223
dji,2010,5.513
dji,2011,5.149
dji,2012,4.796
dji,2013,4.49
dji,2014,4.209
dji,2015,3.918
dji,2016,3.696
dji,2017,3.426
dji,2018,3.321
dji,2019,3.217
dji,2020,2.455
dnk,1991,64.75
dnk,1992,63.12
dnk,1993,60.229
dnk,1994,62.061
dnk,1995,65.958
dnk,1996,65.962
dnk,1997,68.242
dnk,1998,66.429
dnk,1999,66.049
dnk,2000,67.06
dnk,2001,61.679
dnk,2002,63.965
dnk,2003,59.405
dnk,2004,61.257
dnk,2005,62.274
dnk,2006,64.567
dnk,2007,65.296
dnk,2008,62.538
dnk,2009,58.74
dnk,2010,54.018
dnk,2011,53.035
dnk,2012,51.385
