geo,time,sl_emp_1524_sp_zs
lao,1994,69.928
lao,1995,69.345
lao,1996,68.955
lao,1997,68.569
lao,1998,67.993
lao,1999,67.84
lao,2000,67.389
lao,2001,66.992
lao,2002,66.613
lao,2003,66.24
lao,2004,65.875
lao,2005,65.524
lao,2006,65.11
lao,2007,64.614
lao,2008,64.128
lao,2009,63.602
lao,2010,63.064
lao,2011,62.303
lao,2012,61.514
lao,2013,60.697
lao,2014,59.894
lao,2015,59.115
lao,2016,58.402
lao,2017,57.691
lao,2018,57.029
lao,2019,56.532
lao,2020,55.265
lbn,1991,28.412
lbn,1992,27.757
lbn,1993,27.262
lbn,1994,26.792
lbn,1995,26.271
lbn,1996,25.557
lbn,1997,25.164
lbn,1998,24.789
lbn,1999,24.614
lbn,2000,24.461
lbn,2001,24.407
lbn,2002,24.466
lbn,2003,24.6
lbn,2004,24.596
lbn,2005,24.467
lbn,2006,24.275
lbn,2007,24.144
lbn,2008,24.63
lbn,2009,25.087
lbn,2010,24.491
lbn,2011,24.387
lbn,2012,24.306
lbn,2013,24.177
lbn,2014,24.046
lbn,2015,23.923
lbn,2016,23.596
lbn,2017,23.209
lbn,2018,22.875
lbn,2019,22.672
lbn,2020,19.928
lbr,1991,59.242
lbr,1992,58.525
lbr,1993,57.741
lbr,1994,57.157
lbr,1995,57.056
lbr,1996,56.92
lbr,1997,57.212
lbr,1998,57.23
lbr,1999,57.136
lbr,2000,56.904
lbr,2001,57.062
lbr,2002,57.141
lbr,2003,56.788
lbr,2004,56.746
lbr,2005,56.795
lbr,2006,56.91
lbr,2007,57.007
lbr,2008,57.067
lbr,2009,57.053
lbr,2010,56.933
lbr,2011,57.076
lbr,2012,57.152
lbr,2013,57.16
lbr,2014,57.037
lbr,2015,56.608
lbr,2016,55.765
lbr,2017,55.31
lbr,2018,54.803
lbr,2019,54.235
lbr,2020,50.098
lby,1991,12.786
lby,1992,12.627
lby,1993,12.51
lby,1994,12.395
lby,1995,12.174
lby,1996,12.116
lby,1997,11.953
lby,1998,11.778
lby,1999,11.588
lby,2000,11.397
lby,2001,11.207
lby,2002,11.021
lby,2003,10.865
lby,2004,10.603
lby,2005,10.389
lby,2006,10.134
lby,2007,9.907
lby,2008,9.673
lby,2009,9.44
lby,2010,9.241
lby,2011,8.944
lby,2012,8.815
lby,2013,8.526
lby,2014,8.396
lby,2015,8.274
lby,2016,8.178
lby,2017,8.142
lby,2018,8.048
lby,2019,7.934
lby,2020,7.645
lca,1991,40.856
lca,1992,40.639
lca,1993,40.619
lca,1994,40.409
lca,1995,41.519
lca,1996,41.228
lca,1997,37.576
lca,1998,36.219
lca,1999,39.69
lca,2000,41.121
lca,2001,39.608
lca,2002,38.105
lca,2003,36.193
lca,2004,35.336
lca,2005,37.783
lca,2006,40.169
lca,2007,42.203
lca,2008,43.197
lca,2009,40.013
lca,2010,37.546
lca,2011,34.981
lca,2012,35.594
lca,2013,31.229
lca,2014,32.049
lca,2015,32.777
lca,2016,33.41
lca,2017,33.879
lca,2018,36.291
lca,2019,36.457
lca,2020,32.489
lka,1991,31.545
lka,1992,30.579
lka,1993,30.515
lka,1994,32.604
lka,1995,28.31
lka,1996,29.14
lka,1997,29.717
lka,1998,36.218
lka,1999,34.803
lka,2000,32.962
lka,2001,31.697
lka,2002,29.669
lka,2003,29.525
lka,2004,28.65
lka,2005,28.305
lka,2006,29.806
lka,2007,29.367
lka,2008,29.685
lka,2009,28.129
lka,2010,28.344
lka,2011,27.996
lka,2012,27.795
lka,2013,27.631
lka,2014,26.391
lka,2015,27.039
lka,2016,26.02
lka,2017,27.084
lka,2018,23.722
lka,2019,22.35
lka,2020,19.319
lso,1991,36.793
lso,1992,36.052
lso,1993,35.19
lso,1994,34.414
lso,1995,33.498
lso,1996,32.939
lso,1997,32.293
lso,1998,32.644
lso,1999,32.98
lso,2000,33.084
lso,2001,33.064
lso,2002,32.956
lso,2003,32.891
lso,2004,32.686
lso,2005,32.489
lso,2006,32.18
lso,2007,31.822
lso,2008,31.443
lso,2009,30.952
lso,2010,30.56
lso,2011,29.961
lso,2012,29.381
lso,2013,28.76
lso,2014,28.373
lso,2015,27.975
lso,2016,27.796
lso,2017,27.471
lso,2018,27.206
lso,2019,26.974
lso,2020,24.29
ltu,1991,40.654
ltu,1992,43.268
ltu,1993,34.548
ltu,1994,35.43
ltu,1995,32.072
ltu,1996,32.56
ltu,1997,33.693
ltu,1998,33.01
ltu,1999,32.109
ltu,2000,26.658
ltu,2001,22.587
ltu,2002,25.241
ltu,2003,23.517
ltu,2004,20.557
ltu,2005,21.229
ltu,2006,23.693
ltu,2007,24.789
ltu,2008,25.976
ltu,2009,20.607
ltu,2010,18.261
ltu,2011,19.014
ltu,2012,21.511
ltu,2013,24.632
ltu,2014,27.643
ltu,2015,28.346
ltu,2016,30.244
ltu,2017,30.398
ltu,2018,32.393
ltu,2019,32.824
ltu,2020,29.281
lux,1991,51.777
lux,1992,49.409
lux,1993,45.742
lux,1994,42.809
lux,1995,38.191
lux,1996,36.901
lux,1997,34.674
lux,1998,33.079
lux,1999,31.673
lux,2000,31.85
lux,2001,32.233
lux,2002,32.288
lux,2003,27.044
lux,2004,23.312
lux,2005,24.893
lux,2006,24.322
lux,2007,24.732
lux,2008,23.935
lux,2009,26.772
lux,2010,21.252
lux,2011,20.733
lux,2012,21.856
lux,2013,22.015
lux,2014,20.641
lux,2015,29.164
lux,2016,25.026
lux,2017,25.84
lux,2018,28.526
lux,2019,28.867
lux,2020,24.94
lva,1991,42.14
lva,1992,42.688
lva,1993,34.295
lva,1994,32.341
lva,1995,32.04
lva,1996,30.321
lva,1997,33.118
lva,1998,32.951
lva,1999,32.34
lva,2000,30.251
lva,2001,28.329
lva,2002,28.262
lva,2003,30.904
lva,2004,28.885
lva,2005,32.271
lva,2006,35.275
lva,2007,38.06
lva,2008,36.924
lva,2009,27.4
lva,2010,25.349
lva,2011,25.841
lva,2012,28.704
lva,2013,30.228
lva,2014,32.54
lva,2015,34.595
lva,2016,32.855
lva,2017,32.983
lva,2018,33.056
lva,2019,31.659
lva,2020,29.489
mac,1991,46.568
mac,1992,45.762
mac,1993,45.617
mac,1994,45.032
mac,1995,43.928
mac,1996,43.223
mac,1997,42.648
mac,1998,39.33
mac,1999,37.854
mac,2000,37.388
mac,2001,35.983
mac,2002,33.84
mac,2003,26.991
mac,2004,28.473
mac,2005,29.782
mac,2006,32.672
mac,2007,38.252
mac,2008,40.115
mac,2009,49.404
mac,2010,49.269
mac,2011,49.433
mac,2012,47.431
mac,2013,48.592
mac,2014,48.025
mac,2015,46.137
mac,2016,44.848
mac,2017,43.335
mac,2018,43.463
mac,2019,43.456
mac,2020,41.507
mar,1991,35.773
mar,1992,35.661
mar,1993,35.635
mar,1994,35.183
mar,1995,35.236
mar,1996,34.816
mar,1997,34.702
mar,1998,34.422
mar,1999,34.258
mar,2000,34.314
mar,2001,34.491
mar,2002,34.311
mar,2003,34.164
mar,2004,34.432
mar,2005,33.93
mar,2006,33.213
mar,2007,33.203
mar,2008,31.724
mar,2009,31.268
mar,2010,29.747
mar,2011,28.581
mar,2012,27.117
mar,2013,25.925
mar,2014,25.748
mar,2015,23.948
mar,2016,22.217
mar,2017,21.484
mar,2018,21.217
mar,2019,20.999
mar,2020,18.327
mda,1991,32.456
mda,1992,31.788
mda,1993,32.168
mda,1994,30.915
mda,1995,31.414
mda,1996,30.141
mda,1997,30.131
mda,1998,29.266
mda,1999,28.861
mda,2000,30.686
mda,2001,27.92
mda,2002,26.337
mda,2003,20.237
mda,2004,18.146
mda,2005,17.633
mda,2006,18.922
mda,2007,17.74
mda,2008,18.473
mda,2009,18.116
mda,2010,17.962
mda,2011,18.913
mda,2012,17.526
mda,2013,18.072
mda,2014,18.571
mda,2015,19.415
mda,2016,18.408
mda,2017,17.132
mda,2018,17.087
mda,2019,19.013
mda,2020,16.337
mdg,1991,68.893
mdg,1992,68.806
mdg,1993,68.657
mdg,1994,68.475
mdg,1995,68.327
mdg,1996,68.293
mdg,1997,68.248
mdg,1998,68.173
mdg,1999,68.073
mdg,2000,67.93
mdg,2001,68.476
mdg,2002,68.552
mdg,2003,68.904
mdg,2004,70.444
mdg,2005,71.999
mdg,2006,71.854
mdg,2007,71.68
mdg,2008,71.46
mdg,2009,71.136
mdg,2010,70.705
mdg,2011,72.113
mdg,2012,73.927
mdg,2013,73.506
mdg,2014,73.083
mdg,2015,72.648
mdg,2016,72.228
mdg,2017,71.824
mdg,2018,71.428
mdg,2019,71.03
mdg,2020,66.289
mdv,1991,38.728
mdv,1992,38.195
mdv,1993,37.671
mdv,1994,37.165
mdv,1995,36.694
mdv,1996,36.804
mdv,1997,36.933
mdv,1998,37.084
mdv,1999,37.252
mdv,2000,37.436
mdv,2001,36.96
mdv,2002,36.36
mdv,2003,35.705
mdv,2004,35.088
mdv,2005,34.537
mdv,2006,33.377
mdv,2007,32.868
mdv,2008,32.007
mdv,2009,31.388
mdv,2010,32.364
mdv,2011,33.604
mdv,2012,34.941
mdv,2013,36.11
mdv,2014,37.388
mdv,2015,38.783
mdv,2016,40.588
mdv,2017,40.917
mdv,2018,40.768
mdv,2019,40.292
mdv,2020,36.164
mex,1991,49.305
mex,1992,50.392
mex,1993,51.508
mex,1994,50.446
mex,1995,48.02
mex,1996,47.975
mex,1997,49.096
mex,1998,50.193
mex,1999,50.28
mex,2000,48.856
mex,2001,47.188
mex,2002,44.423
mex,2003,43.823
mex,2004,43.075
mex,2005,44.635
mex,2006,45.051
mex,2007,44.944
mex,2008,44.139
mex,2009,42.251
mex,2010,42.503
mex,2011,42.307
mex,2012,42.842
mex,2013,42.064
mex,2014,41.349
mex,2015,41.07
mex,2016,40.92
mex,2017,40.855
mex,2018,40.838
mex,2019,41.69
mex,2020,36.943
mkd,1991,25.819
mkd,1992,24.2
mkd,1993,22.9
mkd,1994,21.004
mkd,1995,16.555
mkd,1996,14.014
mkd,1997,15.821
mkd,1998,15.939
mkd,1999,16.377
mkd,2000,15.86
mkd,2001,16.345
mkd,2002,14.894
mkd,2003,12.045
mkd,2004,12.425
mkd,2005,13.04
mkd,2006,14.469
mkd,2007,15.203
mkd,2008,15.688
mkd,2009,15.732
mkd,2010,15.437
mkd,2011,14.342
mkd,2012,15.505
mkd,2013,16.22
mkd,2014,15.21
mkd,2015,17.322
mkd,2016,16.244
mkd,2017,17.501
mkd,2018,17.411
mkd,2019,20.778
mkd,2020,18.92
mli,1991,55.19
mli,1992,55.225
mli,1993,55.33
mli,1994,55.358
mli,1995,55.271
mli,1996,55.523
mli,1997,55.6
mli,1998,54.994
mli,1999,54.34
mli,2000,53.623
mli,2001,53.321
mli,2002,52.746
mli,2003,52.31
mli,2004,51.697
mli,2005,51.037
mli,2006,50.543
mli,2007,49.974
mli,2008,51.134
mli,2009,52.245
mli,2010,53.316
mli,2011,54.504
mli,2012,54.82
mli,2013,55.124
mli,2014,55.494
mli,2015,49.7
mli,2016,49.604
mli,2017,49.513
mli,2018,49.367
mli,2019,49.16
mli,2020,48.141
mlt,1991,56.496
mlt,1992,56.136
mlt,1993,55.301
mlt,1994,54.753
mlt,1995,54.567
mlt,1996,54.484
mlt,1997,53.293
mlt,1998,53.386
mlt,1999,53.026
mlt,2000,52.427
mlt,2001,52.983
mlt,2002,51.16
mlt,2003,49.605
mlt,2004,45.124
mlt,2005,44.962
mlt,2006,44.81
mlt,2007,46.762
mlt,2008,46.563
mlt,2009,44.062
mlt,2010,44.176
mlt,2011,44.976
mlt,2012,44.542
mlt,2013,46.671
mlt,2014,46.713
mlt,2015,45.61
mlt,2016,46.202
mlt,2017,47.306
mlt,2018,50.904
mlt,2019,50.671
mlt,2020,48.261
mmr,1991,81.567
mmr,1992,80.887
mmr,1993,80.389
mmr,1994,79.793
mmr,1995,79.221
mmr,1996,78.706
mmr,1997,78.267
mmr,1998,77.812
mmr,1999,76.873
mmr,2000,75.606
mmr,2001,74.518
mmr,2002,73.359
mmr,2003,71.989
mmr,2004,70.595
mmr,2005,69.168
mmr,2006,67.76
mmr,2007,66.431
mmr,2008,65.269
mmr,2009,64.074
mmr,2010,62.978
mmr,2011,62.363
mmr,2012,61.566
mmr,2013,60.636
mmr,2014,59.75
mmr,2015,58.975
mmr,2016,54.003
mmr,2017,49.006
mmr,2018,47.881
mmr,2019,44.79
mmr,2020,41.103
mne,1991,13.025
mne,1992,12.992
mne,1993,12.867
mne,1994,12.371
mne,1995,11.873
mne,1996,11.552
mne,1997,11.384
mne,1998,11.11
mne,1999,11.581
mne,2000,11.118
mne,2001,11.036
mne,2002,10.849
mne,2003,10.638
mne,2004,10.317
mne,2005,10.053
mne,2006,11.849
mne,2007,13.755
mne,2008,14.266
mne,2009,13.694
mne,2010,13.375
mne,2011,13.172
mne,2012,13.817
mne,2013,13.627
mne,2014,18.628
mne,2015,18.74
mne,2016,20.856
mne,2017,21.148
mne,2018,22.986
mne,2019,27.116
mne,2020,19.481
mng,1991,37.04
mng,1992,38.117
mng,1993,38.589
mng,1994,38.48
mng,1995,37.927
mng,1996,37.662
mng,1997,37.3
mng,1998,36.975
mng,1999,36.705
mng,2000,36.637
mng,2001,36.446
mng,2002,36.104
mng,2003,35.111
mng,2004,34.474
mng,2005,33.726
mng,2006,33.013
mng,2007,32.289
mng,2008,30.82
mng,2009,29.155
mng,2010,27.58
mng,2011,29.718
mng,2012,29.982
mng,2013,28.897
mng,2014,27.414
mng,2015,25.961
mng,2016,22.631
mng,2017,22.528
mng,2018,24.305
mng,2019,26.666
mng,2020,25.702
moz,1991,72.519
moz,1992,71.687
moz,1993,71.2
moz,1994,70.662
moz,1995,70.123
moz,1996,70.393
moz,1997,70.535
moz,1998,69.352
moz,1999,68.253
moz,2000,67.142
moz,2001,66.185
moz,2002,65.186
moz,2003,64.208
moz,2004,63.685
moz,2005,63.15
moz,2006,62.638
moz,2007,62.108
moz,2008,61.592
moz,2009,61.089
moz,2010,60.611
moz,2011,60.148
moz,2012,59.698
moz,2013,59.268
moz,2014,58.86
moz,2015,58.467
moz,2016,58.264
moz,2017,58.025
moz,2018,57.744
moz,2019,57.428
moz,2020,56.165
mrt,1991,38.722
mrt,1992,38.609
mrt,1993,38.515
mrt,1994,38.186
mrt,1995,38.132
mrt,1996,37.967
mrt,1997,37.612
mrt,1998,37.412
mrt,1999,37.161
mrt,2000,36.704
mrt,2001,35.468
mrt,2002,34.227
mrt,2003,33.001
mrt,2004,31.755
mrt,2005,30.533
mrt,2006,29.335
mrt,2007,28.065
mrt,2008,26.867
mrt,2009,25.682
mrt,2010,24.523
mrt,2011,23.388
mrt,2012,22.274
mrt,2013,21.354
mrt,2014,20.452
mrt,2015,19.571
mrt,2016,18.703
mrt,2017,17.87
mrt,2018,17.655
mrt,2019,17.478
mrt,2020,16.854
mus,1991,40.712
mus,1992,40.126
mus,1993,39.665
mus,1994,39.169
mus,1995,38.543
mus,1996,38.03
mus,1997,37.558
mus,1998,37.138
mus,1999,36.711
mus,2000,36.373
mus,2001,34.611
mus,2002,34.322
mus,2003,34.252
mus,2004,34.174
mus,2005,32.767
mus,2006,33.291
mus,2007,30.865
mus,2008,31.246
mus,2009,29.767
mus,2010,29.936
mus,2011,30.302
mus,2012,29.772
mus,2013,30.655
mus,2014,30.262
mus,2015,31.215
mus,2016,31.693
mus,2017,30.984
mus,2018,31.587
mus,2019,31.232
mus,2020,27.939
mwi,1991,47.404
mwi,1992,47.404
mwi,1993,47.481
mwi,1994,47.347
mwi,1995,47.623
mwi,1996,47.964
mwi,1997,48.326
mwi,1998,48.705
mwi,1999,49.478
mwi,2000,50.268
mwi,2001,51.055
mwi,2002,51.898
mwi,2003,52.745
mwi,2004,53.584
mwi,2005,54.417
mwi,2006,55.225
mwi,2007,56.047
mwi,2008,56.845
mwi,2009,57.643
mwi,2010,58.423
mwi,2011,59.159
mwi,2012,59.892
mwi,2013,60.652
mwi,2014,60.155
mwi,2015,59.62
mwi,2016,58.974
mwi,2017,58.368
mwi,2018,57.767
mwi,2019,57.124
mwi,2020,53.283
mys,1991,43.621
mys,1992,43.748
mys,1993,42.856
mys,1994,42.306
mys,1995,41.745
mys,1996,42.979
mys,1997,42.125
mys,1998,41.297
mys,1999,40.446
mys,2000,40.868
mys,2001,40.247
mys,2002,39.64
mys,2003,39.655
mys,2004,38.72
mys,2005,37.721
mys,2006,37.855
mys,2007,37.402
mys,2008,37.255
mys,2009,36.039
mys,2010,35.533
mys,2011,36.825
mys,2012,37.37
mys,2013,38.024
mys,2014,38.121
mys,2015,36.845
mys,2016,37.134
mys,2017,37.061
mys,2018,37.873
mys,2019,39.815
mys,2020,36.963
nam,1991,24.8
nam,1992,24.529
nam,1993,24.089
nam,1994,23.728
nam,1995,21.489
nam,1996,19.327
nam,1997,17.261
nam,1998,17.711
nam,1999,18.174
nam,2000,18.645
nam,2001,18.323
nam,2002,18.043
nam,2003,17.742
nam,2004,17.504
nam,2005,17.417
nam,2006,17.389
nam,2007,17.326
nam,2008,17.257
nam,2009,17.187
nam,2010,17.167
nam,2011,18.844
nam,2012,20.542
nam,2013,20.717
nam,2014,20.087
nam,2015,20.48
nam,2016,20.772
nam,2017,19.502
nam,2018,18.217
nam,2019,18.068
nam,2020,17.036
ncl,1991,31.39
ncl,1992,30.913
ncl,1993,30.675
ncl,1994,30.378
ncl,1995,29.901
ncl,1996,29.263
ncl,1997,29.276
ncl,1998,29.18
ncl,1999,29.461
ncl,2000,29.49
ncl,2001,29.647
ncl,2002,29.856
ncl,2003,30.039
ncl,2004,30.061
ncl,2005,30.385
ncl,2006,30.619
ncl,2007,30.649
ncl,2008,30.758
ncl,2009,31.001
ncl,2010,30.052
ncl,2011,29.093
ncl,2012,28.333
ncl,2013,27.74
ncl,2014,27.139
ncl,2015,27.181
ncl,2016,27.266
ncl,2017,27.259
ncl,2018,27.262
ncl,2019,27.245
ncl,2020,24.444
ner,1991,66.718
ner,1992,66.66
ner,1993,66.489
ner,1994,66.298
ner,1995,66.081
ner,1996,66.182
ner,1997,66.231
ner,1998,66.366
ner,1999,66.313
ner,2000,66.287
ner,2001,66.748
ner,2002,66.481
ner,2003,66.122
ner,2004,65.721
ner,2005,65.469
ner,2006,66.656
ner,2007,67.695
ner,2008,68.726
ner,2009,69.555
ner,2010,70.392
ner,2011,71.177
ner,2012,66.354
ner,2013,64.815
ner,2014,63.128
ner,2015,63.068
ner,2016,63.099
ner,2017,63.049
ner,2018,62.964
ner,2019,62.821
ner,2020,61.793
nga,1991,28.964
nga,1992,28.912
nga,1993,28.695
nga,1994,28.438
nga,1995,28.156
nga,1996,28.119
nga,1997,27.994
nga,1998,27.823
nga,1999,27.61
nga,2000,27.451
nga,2001,27.522
nga,2002,27.659
nga,2003,27.669
nga,2004,27.707
nga,2005,27.705
nga,2006,27.865
nga,2007,27.982
nga,2008,28.067
nga,2009,28.151
nga,2010,28.222
nga,2011,28.339
nga,2012,24.796
nga,2013,21.524
nga,2014,22.956
nga,2015,24.362
nga,2016,24.287
nga,2017,25.172
nga,2018,25.931
nga,2019,26.727
nga,2020,24.49
nic,1991,43.458
nic,1992,43.2
nic,1993,42.925
nic,1994,42.718
nic,1995,42.495
nic,1996,42.936
nic,1997,43.239
nic,1998,43.568
nic,1999,43.746
nic,2000,43.824
nic,2001,43.908
nic,2002,43.967
nic,2003,44.076
nic,2004,45.163
nic,2005,46.155
nic,2006,46.323
nic,2007,46.781
nic,2008,45.834
nic,2009,44.415
nic,2010,44.736
nic,2011,45.922
nic,2012,47.078
nic,2013,46.71
nic,2014,47.07
nic,2015,46.626
nic,2016,47.157
nic,2017,47.494
nic,2018,45.688
nic,2019,45.727
nic,2020,42.422
nld,1991,53.652
nld,1992,55.973
nld,1993,54.174
nld,1994,53.731
nld,1995,54.485
nld,1996,54.111
nld,1997,56.931
nld,1998,60.328
nld,1999,62.707
nld,2000,68.355
nld,2001,70.361
nld,2002,70.555
nld,2003,68.741
nld,2004,66.244
nld,2005,59.341
nld,2006,60.46
nld,2007,63.062
nld,2008,64.303
nld,2009,62.895
nld,2010,60.703
nld,2011,61.275
nld,2012,61.11
nld,2013,60.089
nld,2014,58.764
nld,2015,60.765
nld,2016,60.812
nld,2017,62.283
nld,2018,63.94
nld,2019,65.291
nld,2020,62.444
nor,1991,48.934
nor,1992,47.441
nor,1993,46.327
nor,1994,47.096
nor,1995,44.664
nor,1996,51.329
nor,1997,54.184
nor,1998,57.631
nor,1999,56.883
nor,2000,58.643
nor,2001,57.767
nor,2002,56.774
nor,2003,55.556
nor,2004,54.441
nor,2005,52.785
nor,2006,52.685
nor,2007,54.84
nor,2008,57.568
nor,2009,52.686
nor,2010,51.329
nor,2011,50.627
nor,2012,52.03
nor,2013,51.708
nor,2014,50.194
nor,2015,50.4
nor,2016,48.534
nor,2017,48.232
nor,2018,49.15
nor,2019,50.02
nor,2020,49.369
npl,1991,79.179
npl,1992,79.263
npl,1993,79.334
npl,1994,79.356
npl,1995,79.524
npl,1996,79.407
npl,1997,79.346
npl,1998,79.328
npl,1999,79.292
npl,2000,78.788
npl,2001,78.263
npl,2002,77.758
npl,2003,77.152
npl,2004,76.572
npl,2005,76.004
npl,2006,75.43
npl,2007,74.838
npl,2008,74.205
npl,2009,73.513
npl,2010,72.808
npl,2011,72.271
npl,2012,71.846
npl,2013,71.562
npl,2014,71.2
npl,2015,70.922
npl,2016,71.194
npl,2017,70.913
npl,2018,70.872
npl,2019,70.738
npl,2020,61.816
nzl,1991,54.352
nzl,1992,52.951
nzl,1993,53.111
nzl,1994,55.822
nzl,1995,58.864
nzl,1996,58.76
nzl,1997,57.612
nzl,1998,55.173
nzl,1999,54.01
nzl,2000,54.2
nzl,2001,55.348
nzl,2002,56.132
nzl,2003,55.815
nzl,2004,56.135
nzl,2005,56.236
nzl,2006,57.98
nzl,2007,57.864
nzl,2008,55.558
nzl,2009,50.561
nzl,2010,48.778
nzl,2011,48.238
nzl,2012,47.856
nzl,2013,49.055
nzl,2014,51.619
nzl,2015,52.913
nzl,2016,53.977
nzl,2017,54.993
nzl,2018,56.201
nzl,2019,56.372
nzl,2020,55.101
omn,1991,31.337
omn,1992,30.92
omn,1993,30.446
omn,1994,30.025
omn,1995,29.587
omn,1996,30.18
omn,1997,30.62
omn,1998,31.028
omn,1999,31.4
omn,2000,31.367
omn,2001,31.098
omn,2002,31.06
omn,2003,31.116
omn,2004,31.489
omn,2005,31.808
omn,2006,32.351
omn,2007,32.672
omn,2008,32.84
omn,2009,32.95
omn,2010,32.896
omn,2011,33.393
omn,2012,33.662
omn,2013,33.539
omn,2014,33.284
omn,2015,33.116
omn,2016,33.821
omn,2017,35.068
omn,2018,35.981
omn,2019,35.253
omn,2020,29.033
pak,1991,41.119
pak,1992,41.105
pak,1993,39.792
pak,1994,39.043
pak,1995,38.575
pak,1996,39.666
pak,1997,40.781
pak,1998,39.682
pak,1999,39.863
pak,2000,40.046
pak,2001,41.435
pak,2002,42.832
pak,2003,42.896
pak,2004,42.964
pak,2005,42.363
pak,2006,41.763
pak,2007,40.743
pak,2008,40.114
pak,2009,40.426
pak,2010,40.857
pak,2011,39.309
pak,2012,38.982
pak,2013,38.622
pak,2014,38.096
pak,2015,37.251
pak,2016,37.03
pak,2017,36.805
pak,2018,36.58
pak,2019,36.516
pak,2020,33.962
pan,1991,44.587
pan,1992,46.101
pan,1993,47.6
pan,1994,46.989
pan,1995,46.891
pan,1996,46.651
pan,1997,46.408
pan,1998,46.479
pan,1999,46.525
pan,2000,45.993
pan,2001,45.458
pan,2002,44.947
pan,2003,45.406
pan,2004,45.202
pan,2005,44.899
pan,2006,43.149
pan,2007,43.239
pan,2008,45.667
pan,2009,45.662
pan,2010,40.772
pan,2011,38.915
pan,2012,41.565
pan,2013,41.811
pan,2014,39.551
pan,2015,38.08
pan,2016,38.02
pan,2017,37.085
pan,2018,39.014
pan,2019,39.338
pan,2020,26.1
per,1991,42.352
per,1992,42.276
per,1993,43.634
per,1994,45.017
per,1995,48.491
per,1996,48.903
per,1997,49.463
per,1998,51.304
per,1999,53.341
per,2000,48.994
per,2001,51.812
per,2002,54.389
per,2003,56.544
per,2004,58.058
per,2005,59.814
per,2006,62.434
per,2007,63.445
per,2008,64.167
per,2009,64.362
per,2010,65.155
per,2011,63.908
per,2012,62.62
per,2013,61.154
per,2014,59.243
per,2015,56.359
per,2016,56.573
per,2017,56.784
per,2018,56.501
per,2019,57.168
per,2020,43.619
phl,1991,41.062
phl,1992,41.243
phl,1993,41.262
phl,1994,41.062
phl,1995,40.78
phl,1996,40.396
phl,1997,40.031
phl,1998,40.124
phl,1999,40.088
phl,2000,39.853
phl,2001,39.677
phl,2002,39.595
phl,2003,39.388
phl,2004,39.989
phl,2005,39.555
phl,2006,38.451
phl,2007,38.23
phl,2008,37.25
phl,2009,37.419
phl,2010,37.199
phl,2011,38.849
phl,2012,38.42
phl,2013,37.764
phl,2014,38.284
phl,2015,36.713
phl,2016,36.801
phl,2017,34.297
phl,2018,33.275
phl,2019,32.377
phl,2020,27.961
png,1991,57.788
png,1992,56.403
png,1993,54.507
png,1994,53.891
png,1995,54.535
png,1996,53.983
png,1997,54.688
png,1998,55.514
png,1999,55.629
png,2000,56.185
png,2001,54.172
png,2002,52.1
png,2003,50.034
png,2004,47.943
png,2005,45.884
png,2006,43.802
png,2007,41.768
png,2008,39.699
png,2009,37.775
png,2010,35.876
png,2011,35.625
png,2012,35.404
png,2013,35.233
png,2014,34.299
png,2015,33.616
png,2016,33.417
png,2017,33.259
png,2018,33.468
png,2019,33.16
png,2020,32.505
pol,1991,33.577
pol,1992,33.006
pol,1993,30.275
pol,1994,27.807
pol,1995,26.828
pol,1996,27.102
pol,1997,28.296
pol,1998,28.292
pol,1999,24.962
pol,2000,24.681
pol,2001,24.545
pol,2002,22.352
pol,2003,21.394
pol,2004,21.203
pol,2005,22.674
pol,2006,24.078
pol,2007,25.922
pol,2008,27.45
pol,2009,26.912
pol,2010,26.455
pol,2011,24.986
pol,2012,24.778
pol,2013,24.308
pol,2014,25.882
pol,2015,26.072
pol,2016,28.47
pol,2017,29.694
pol,2018,30.998
pol,2019,31.744
pol,2020,28.417
pri,1991,22.42
pri,1992,21.637
pri,1993,25.682
pri,1994,26.405
pri,1995,26.028
pri,1996,26.377
pri,1997,28.187
pri,1998,29.25
pri,1999,29.873
pri,2000,29.074
pri,2001,27.304
pri,2002,26.155
pri,2003,25.188
pri,2004,24.883
pri,2005,23.303
pri,2006,22.822
pri,2007,22.076
pri,2008,20.599
pri,2009,17.814
pri,2010,16.447
pri,2011,16.346
pri,2012,16.65
pri,2013,16.407
pri,2014,16.286
pri,2015,16.933
pri,2016,16.551
pri,2017,16.623
pri,2018,17.028
pri,2019,17.082
pri,2020,15.401
prk,1991,71.519
prk,1992,71.94
prk,1993,71.991
prk,1994,71.882
prk,1995,72.046
prk,1996,72.116
prk,1997,72.341
prk,1998,72.034
prk,1999,71.337
prk,2000,71.373
prk,2001,71.121
prk,2002,71.159
prk,2003,71.12
prk,2004,71.13
prk,2005,70.975
prk,2006,71.152
prk,2007,71.309
prk,2008,71.223
prk,2009,71.275
prk,2010,71.434
prk,2011,71.277
prk,2012,71.257
prk,2013,71.178
prk,2014,71.176
prk,2015,71.206
prk,2016,70.885
prk,2017,71.228
prk,2018,71.648
prk,2019,71.797
prk,2020,70.079
prt,1991,51.762
prt,1992,46.085
prt,1993,41.743
prt,1994,38.537
prt,1995,36.173
prt,1996,35.07
prt,1997,37.918
prt,1998,42.643
prt,1999,42.082
prt,2000,41.105
prt,2001,42.393
prt,2002,42.225
prt,2003,38.844
prt,2004,36.683
prt,2005,35.314
prt,2006,34.782
prt,2007,34.408
prt,2008,34.067
prt,2009,30.833
prt,2010,27.903
prt,2011,26.593
