geo,time,se_sec_enrl_fe_zs
ind,1999,39.33039
ind,2000,39.57881
ind,2001,39.78754
ind,2002,40.6543
ind,2003,42.56015
ind,2004,42.58345
ind,2005,43.01821
ind,2006,43.30394
ind,2007,43.97258
ind,2008,44.57866
ind,2009,45.49483
ind,2010,45.62132
ind,2011,45.98162
ind,2012,46.14815
ind,2013,47.57302
ind,2014,47.64562
ind,2015,47.59985
ind,2016,47.68043
ind,2017,47.4799
ind,2018,48.05586
irl,1971,50.96188
irl,1972,50.59923
irl,1973,51.21175
irl,1974,51.09548
irl,1975,51.31618
irl,1976,51.24485
irl,1977,51.36329
irl,1978,51.53795
irl,1979,51.65722
irl,1980,51.87894
irl,1981,51.6645
irl,1982,51.6124
irl,1983,51.38287
irl,1984,51.31208
irl,1985,51.17616
irl,1986,51.19141
irl,1987,51.14449
irl,1988,51.06552
irl,1989,51.0512
irl,1990,51.0778
irl,1991,50.97256
irl,1992,50.87058
irl,1993,49.7626
irl,1994,49.91194
irl,1995,50.13489
irl,1996,50.45303
irl,1997,50.6959
irl,1998,50.19224
irl,1999,50.21454
irl,2000,50.63962
irl,2001,50.77339
irl,2002,50.95483
irl,2003,50.87424
irl,2004,50.66633
irl,2005,50.97136
irl,2006,50.63816
irl,2007,50.56342
irl,2008,50.37502
irl,2009,50.15603
irl,2010,49.88201
irl,2011,49.46125
irl,2012,49.30156
irl,2014,49.32637
irl,2015,49.47811
irl,2016,49.4879
irl,2017,48.58142
irn,1971,33.03201
irn,1972,34.15469
irn,1973,34.71527
irn,1974,35.01448
irn,1975,35.46757
irn,1976,35.67687
irn,1977,36.00814
irn,1985,39.74307
irn,1988,39.41076
irn,1990,40.32699
irn,1991,41.37513
irn,1992,41.77463
irn,1993,42.64708
irn,1994,43.41536
irn,1995,44.45586
irn,1997,46.31798
irn,1999,46.96922
irn,2000,47.25102
irn,2001,47.33926
irn,2002,47.52036
irn,2003,47.44187
irn,2004,47.99222
irn,2005,48.06215
irn,2006,48.23681
irn,2007,49.12674
irn,2008,48.23144
irn,2009,47.92787
irn,2010,47.79023
irn,2011,47.6717
irn,2012,47.55135
irn,2013,47.5784
irn,2014,47.52331
irn,2015,47.55864
irn,2016,47.94755
irn,2017,48.02918
irq,1971,28.92933
irq,1972,29.02573
irq,1973,29.00988
irq,1974,29.29808
irq,1975,28.70334
irq,1976,29.03104
irq,1977,30.25451
irq,1978,30.22563
irq,1979,30.22948
irq,1980,30.64804
irq,1981,32.29777
irq,1982,33.0306
irq,1983,34.59658
irq,1984,34.77005
irq,1985,35.46792
irq,1986,35.25767
irq,1987,36.33866
irq,1988,37.30431
irq,1989,37.80868
irq,1993,37.88738
irq,1996,37.7133
irq,1999,37.59036
irq,2000,37.02111
irq,2001,36.63955
irq,2003,40.46227
irq,2004,38.91248
irq,2007,41.44639
isl,1971,43.9682
isl,1975,44.57008
isl,1976,44.73755
isl,1977,45.87641
isl,1980,48.65067
isl,1981,46.71771
isl,1983,47.08379
isl,1984,46.8567
isl,1986,47.03364
isl,1988,47.70125
isl,1989,47.56874
isl,1991,47.96199
isl,1992,48.20744
isl,1993,48.58598
isl,1994,48.54955
isl,1995,48.34231
isl,1996,48.30778
isl,1998,49.48382
isl,1999,50.38793
isl,2000,50.67999
isl,2001,50.39769
isl,2002,50.29863
isl,2003,50.44959
isl,2004,49.54434
isl,2005,49.30228
isl,2006,49.46313
isl,2007,50.17425
isl,2008,49.67926
isl,2009,49.60798
isl,2010,49.24908
isl,2011,48.9877
isl,2012,48.60077
isl,2013,49.74633
isl,2014,49.7069
isl,2015,49.14716
isl,2016,49.11223
isl,2017,48.94628
isr,1973,50.00217
isr,1974,50.64807
isr,1975,50.89982
isr,1976,50.97483
isr,1977,50.76965
isr,1978,50.47814
isr,1979,50.68413
isr,1980,50.9779
isr,1983,50.533
isr,1984,50.62007
isr,1985,50.44666
isr,1986,50.49916
isr,1987,50.46994
isr,1988,50.42412
isr,1989,50.51948
isr,1990,50.33183
isr,1991,50.1166
isr,1992,49.86526
isr,1993,50.00049
isr,1994,49.69962
isr,1999,48.51455
isr,2000,48.72421
isr,2001,48.57556
isr,2002,48.4918
isr,2003,48.3458
isr,2004,48.8456
isr,2005,48.78359
isr,2006,48.79161
isr,2007,48.91684
isr,2008,49.18394
isr,2009,49.24533
isr,2010,49.26208
isr,2011,49.13573
isr,2012,49.14623
isr,2013,49.13409
isr,2014,49.02146
isr,2015,48.88041
isr,2016,49.04498
isr,2017,49.05267
ita,1971,44.49097
ita,1972,44.76329
ita,1973,45.10989
ita,1974,45.51334
ita,1975,45.91351
ita,1976,46.17779
ita,1977,46.49867
ita,1978,46.97695
ita,1979,47.37271
ita,1980,47.75566
ita,1981,48.04413
ita,1982,48.34762
ita,1983,48.47195
ita,1984,48.53959
ita,1985,48.59853
ita,1986,48.62834
ita,1987,48.65333
ita,1988,48.65388
ita,1989,48.67979
ita,1990,49.00958
ita,1991,48.81636
ita,1992,48.84672
ita,1993,48.82856
ita,1994,48.8033
ita,1995,48.7551
ita,1996,48.8096
ita,1997,48.78002
ita,1998,48.6637
ita,1999,48.612
ita,2000,47.77236
ita,2001,48.13617
ita,2002,47.82105
ita,2003,48.0197
ita,2004,48.48804
ita,2005,48.43606
ita,2006,48.38953
ita,2007,48.34228
ita,2008,48.33281
ita,2009,48.36779
ita,2010,48.28044
ita,2011,48.15354
ita,2012,48.16523
ita,2013,48.18697
ita,2014,48.12078
ita,2015,48.09331
ita,2016,48.20486
ita,2017,48.00923
jam,1973,52.49254
jam,1974,52.30964
jam,1975,53.81501
jam,1976,53.54223
jam,1977,52.42823
jam,1979,52.54068
jam,1980,53.0155
jam,1981,53.12277
jam,1983,51.97389
jam,1984,51.5928
jam,1985,51.52499
jam,1986,52.36861
jam,1987,51.15169
jam,1988,51.37031
jam,1989,52.18963
jam,1991,51.60471
jam,1993,51.32066
jam,1999,50.25543
jam,2000,50.55997
jam,2001,50.53469
jam,2002,50.40295
jam,2003,50.09208
jam,2004,49.87354
jam,2005,50.0613
jam,2007,50.35266
jam,2008,50.40555
jam,2009,49.57911
jam,2010,50.839
jam,2011,50.84836
jam,2013,50.65761
jam,2014,50.73687
jam,2015,50.56599
jam,2016,50.06342
jam,2017,50.20531
jam,2018,49.71555
jor,1971,34.09417
jor,1972,36.22642
jor,1973,37.15095
jor,1974,38.43387
jor,1975,39.81692
jor,1976,40.71967
jor,1977,41.50619
jor,1978,42.10411
jor,1979,43.22812
jor,1980,44.33545
jor,1981,44.6833
jor,1982,45.81354
jor,1983,46.10104
jor,1984,46.48621
jor,1985,46.77526
jor,1986,47.61237
jor,1987,47.64547
jor,1988,48.15302
jor,1989,47.9086
jor,1990,47.79626
jor,1991,48.02774
jor,1992,49.41114
jor,1993,49.85582
jor,1994,49.79756
jor,1996,49.37464
jor,1999,49.43075
jor,2000,49.47535
jor,2002,49.37975
jor,2003,49.34988
jor,2004,49.15507
jor,2005,49.24131
jor,2006,49.4566
jor,2007,49.53059
jor,2008,49.62761
jor,2010,50.02888
jor,2011,50.08952
jor,2012,49.96562
jor,2013,49.9171
jor,2014,50.28967
jor,2017,50.30693
jor,2018,50.35248
jpn,2013,48.88477
jpn,2014,48.85964
jpn,2015,48.82512
jpn,2016,48.82915
jpn,2017,48.80558
kaz,1993,50.1187
kaz,1997,52.06917
kaz,1998,50.50948
kaz,1999,49.2051
kaz,2000,50.25257
kaz,2006,49.2506
kaz,2010,49.25689
kaz,2011,49.23471
kaz,2012,49.19412
kaz,2013,49.33369
kaz,2014,49.39323
kaz,2015,49.57684
kaz,2016,49.36763
kaz,2017,48.95656
kaz,2018,48.93286
kaz,2019,48.956
ken,1970,31.4358
ken,1971,32.38177
ken,1972,33.87318
ken,1973,34.8687
ken,1974,35.80459
ken,1975,37.19556
ken,1980,41.4604
ken,1981,41.99775
ken,1982,41.7505
ken,1983,41.91612
ken,1984,42.95298
ken,1985,42.92949
ken,1986,44.01394
ken,1987,44.21726
ken,1988,44.436
ken,1999,48.6716
ken,2000,48.53552
ken,2001,48.22055
ken,2002,48.66825
ken,2003,50.3953
ken,2004,48.07381
ken,2005,48.62136
ken,2006,48.08927
ken,2007,46.45315
ken,2008,47.60423
ken,2009,47.26429
kgz,1981,48.85968
kgz,1986,48.79051
kgz,1989,48.46822
kgz,1990,49.5582
kgz,1991,50.27641
kgz,1992,50.27709
kgz,1999,50.10231
kgz,2000,50.23997
kgz,2001,49.5009
kgz,2002,49.55416
kgz,2003,49.66636
kgz,2004,49.60921
kgz,2005,49.4991
kgz,2006,49.52567
kgz,2007,49.46995
kgz,2009,50.53218
kgz,2010,49.15006
kgz,2011,49.23978
kgz,2012,49.0472
kgz,2013,49.24567
kgz,2014,49.20463
kgz,2015,49.36953
kgz,2016,49.00685
kgz,2017,48.98972
kgz,2018,49.0348
khm,1971,30.88771
khm,1998,34.8423
khm,1999,34.38451
khm,2000,34.89699
khm,2001,35.64363
khm,2002,36.97273
khm,2003,38.38239
khm,2004,40.27126
khm,2006,43.26069
khm,2007,44.15817
khm,2008,44.93152
kir,1970,38.47087
kir,1971,37.83482
kir,1972,37.58099
kir,1973,38.6037
kir,1974,40.85308
kir,1975,37.27273
kir,1977,40.69231
kir,1978,45.86877
kir,1979,47.23569
kir,1980,45.57377
kir,1981,48.36842
kir,1982,49.20886
kir,1983,49.18464
kir,1984,47.63742
kir,1985,50.04554
kir,1986,49.43625
kir,1987,49.09747
kir,1988,49.32718
kir,1989,45.50465
kir,1990,48.71795
kir,1991,51.72414
kir,1992,51.59368
kir,1995,54.44358
kir,1996,53.83552
kir,1998,51.60707
kir,1999,54.35535
kir,2000,55.00935
kir,2001,53.15689
kir,2002,52.49661
kir,2003,52.91066
kir,2004,52.83654
kir,2005,51.8226
kir,2006,52.81086
kir,2007,52.65713
kir,2008,51.20435
kna,1984,48.39901
kna,1985,48.32023
kna,1986,48.74911
kna,1987,50.61401
kna,1988,51.75562
kna,1989,51.59372
kna,1992,50.61419
kna,1993,50.93139
kna,2000,50.46141
kna,2001,50.8549
kna,2002,50.91981
kna,2003,52.61103
kna,2004,51.96003
kna,2005,50.69815
kna,2007,49.57983
kna,2008,50.81893
kna,2009,51.31148
kna,2010,49.24576
kna,2011,50.38399
kna,2012,50.66703
kna,2013,53.54758
kna,2014,50.06865
kna,2015,50.74108
kna,2016,51.4012
kor,1971,37.94437
kor,1972,38.82777
kor,1973,39.35747
kor,1974,39.85837
kor,1975,40.31653
kor,1976,40.76574
kor,1977,41.29229
kor,1978,41.97992
kor,1979,42.85307
kor,1980,44.45751
kor,1981,45.47416
kor,1982,45.70357
kor,1983,45.90399
kor,1984,46.52554
kor,1985,46.96934
kor,1986,47.30646
kor,1987,47.96972
kor,1988,47.23154
kor,1989,47.35489
kor,1990,47.49043
kor,1991,47.73273
kor,1992,47.89118
kor,1993,48.13969
kor,1994,48.00139
kor,1995,48.52863
kor,1996,48.53747
kor,1997,48.33276
kor,1998,48.15452
kor,1999,47.92297
kor,2000,47.84866
kor,2001,47.72176
kor,2002,47.47885
kor,2003,47.35486
kor,2004,47.23561
kor,2005,47.15203
kor,2006,46.92403
kor,2007,46.8656
kor,2008,46.9005
kor,2009,46.98703
kor,2010,47.12136
kor,2011,47.21266
kor,2012,47.40355
kor,2013,47.57525
kor,2014,47.70265
kor,2015,47.74147
kor,2016,47.72339
kor,2017,47.78214
kwt,1971,42.67396
kwt,1972,43.37304
kwt,1973,44.03956
kwt,1974,44.69998
kwt,1975,45.08389
kwt,1976,45.39591
kwt,1977,45.3351
kwt,1978,45.41955
kwt,1979,45.58465
kwt,1980,45.74307
kwt,1981,45.75879
kwt,1982,45.79534
kwt,1983,46.00271
kwt,1984,46.37593
kwt,1985,46.80031
kwt,1986,47.07385
kwt,1987,47.25902
kwt,1988,47.55299
kwt,1989,47.79039
kwt,1990,48.27538
kwt,1992,49.4218
kwt,1993,49.18137
kwt,1994,49.2213
kwt,1995,49.21701
kwt,1996,49.09198
kwt,1997,49.16822
kwt,1998,49.33207
kwt,1999,49.12975
kwt,2000,49.52104
kwt,2001,49.97231
kwt,2003,49.6822
kwt,2004,49.94796
kwt,2005,50.64681
kwt,2006,49.7517
kwt,2007,48.90852
kwt,2008,49.55038
kwt,2009,49.30165
kwt,2010,49.16639
kwt,2011,48.40399
kwt,2012,50.34245
kwt,2013,49.86018
kwt,2014,49.84898
kwt,2015,49.70154
lao,1971,26.53854
lao,1972,28.64094
lao,1973,32.44632
lao,1977,32.73131
lao,1978,34.36389
lao,1979,35.79811
lao,1980,38.2217
lao,1981,38.60563
lao,1986,40.91349
lao,1988,40.84435
lao,1990,39.90413
lao,1992,38.95244
lao,1993,38.03203
lao,1994,38.63329
lao,1995,39.15078
lao,1996,39.31322
lao,1997,39.41299
lao,1998,40.14375
lao,1999,40.29642
lao,2000,40.54296
lao,2001,40.98527
lao,2002,41.41191
lao,2003,41.85453
lao,2004,42.22547
lao,2005,42.46882
lao,2006,43.04521
lao,2007,43.35728
lao,2008,43.86541
lao,2009,44.2774
lao,2010,44.67941
lao,2011,45.20671
lao,2012,45.80611
lao,2013,46.30231
lao,2014,46.9577
lao,2015,47.27747
lao,2016,47.34442
lao,2017,47.4067
lao,2018,47.56735
lbn,1971,39.6644
lbn,1973,42.69966
lbn,1982,49.84312
lbn,1985,48.35728
lbn,1992,51.05149
lbn,1994,50.9108
lbn,1995,52.01285
lbn,1996,51.57581
lbn,1997,51.63979
lbn,1998,51.64061
lbn,1999,51.67621
lbn,2000,51.51348
lbn,2001,51.79947
lbn,2002,51.59146
lbn,2003,51.36322
lbn,2004,51.49899
lbn,2005,51.60946
lbn,2006,51.61928
lbn,2007,52.03664
lbn,2008,51.82078
lbn,2009,51.7739
lbn,2010,52.03353
lbn,2011,51.82797
lbn,2012,51.69689
lbn,2013,51.51559
lbn,2014,51.43982
lbn,2015,51.02124
lbn,2016,51.23687
lbn,2017,50.83173
lbn,2018,51.19602
lbr,1970,23.01592
lbr,1971,22.69304
lbr,1972,22.7546
lbr,1975,24.88361
lbr,1976,24.11927
lbr,1978,28.3986
lbr,1979,27.61483
lbr,1980,28.0889
lbr,1999,38.94958
lbr,2000,41.65701
lbr,2011,44.34383
lbr,2014,43.00246
lbr,2015,42.85374
lby,1971,18.19917
lby,1972,20.42065
lby,1973,23.74841
lby,1974,27.56614
lby,1975,30.55399
lby,1976,33.54282
lby,1977,36.03215
lby,1978,38.45601
lby,1979,39.93528
lby,1980,40.71854
lby,1981,40.1601
lby,1983,41.40762
lby,1986,45.404
lby,2002,50.51447
lby,2003,50.49123
lby,2005,53.25685
lby,2006,52.90003
lca,1972,53.54571
lca,1973,53.72819
lca,1977,56.27208
lca,1981,54.87179
lca,1982,55.87649
lca,1983,54.86299
lca,1984,56.48415
lca,1985,61.41339
lca,1986,61.26152
lca,1987,60.87267
lca,1990,60.12561
lca,1991,59.10085
lca,1992,60.654
lca,1993,62.5338
lca,1997,56.19842
lca,1999,56.47843
lca,2000,57.23863
lca,2001,56.47668
lca,2002,56.93322
lca,2003,55.73266
lca,2004,49.72822
lca,2005,54.31345
lca,2006,53.87772
lca,2007,52.45609
lca,2008,50.86175
lca,2009,50.46199
lca,2010,49.42249
lca,2011,49.13506
lca,2012,49.54826
lca,2013,49.95375
lca,2014,49.82309
lca,2015,49.73137
lca,2016,50.13392
lca,2017,49.97135
lca,2018,49.77103
lie,2003,44.97696
lie,2004,45.21845
lie,2005,45.63972
lie,2006,45.54859
lie,2007,45.91354
lie,2008,46.09399
lie,2009,46.27626
lie,2010,45.60171
lie,2011,45.93693
lie,2012,46.47543
lie,2014,44.70032
lie,2015,44.10272
lie,2016,44.10147
lie,2017,44.81481
lka,1976,50.95557
lka,1981,51.77121
lka,1982,51.98447
lka,1983,51.82167
lka,1984,51.8476
lka,1985,51.80073
lka,1986,51.95834
lka,1987,51.35977
lka,1988,51.24245
lka,1989,51.13558
lka,1990,51.12775
lka,1991,51.37746
lka,1992,51.24957
lka,1993,51.16979
lka,1994,51.42448
lka,1995,51.05201
lka,2010,49.87002
lka,2011,50.1265
lka,2012,50.84318
lka,2013,50.87318
lka,2016,50.76423
lka,2017,51.21948
lka,2018,51.11506
lso,1970,58.05314
lso,1971,54.73625
lso,1972,55.24685
lso,1973,52.97274
lso,1975,55.60209
lso,1976,56.80247
lso,1977,57.82116
lso,1978,58.03608
lso,1979,60.08644
lso,1980,60.25225
lso,1981,60.74643
lso,1982,60.28101
lso,1983,61.14419
lso,1984,60.23022
lso,1985,59.64706
lso,1986,60.09423
lso,1987,60.59998
lso,1988,60.49923
lso,1989,59.55477
lso,1990,59.67558
lso,1991,59.06401
lso,1992,59.53839
lso,1993,59.42233
lso,1994,59.73012
lso,1996,58.92826
lso,1997,58.68228
lso,1998,59.76466
lso,1999,57.43412
lso,2000,56.76261
lso,2001,55.97103
lso,2002,56.12843
lso,2003,55.99421
lso,2004,55.73533
lso,2005,55.80342
lso,2006,55.90749
lso,2007,56.8352
lso,2008,57.31816
lso,2009,57.98454
lso,2010,58.13643
lso,2011,57.98702
lso,2012,57.79119
lso,2013,57.15917
lso,2014,57.32367
lso,2015,57.12187
lso,2016,57.26666
lso,2017,57.37709
ltu,1993,48.66715
ltu,1995,50.46669
ltu,1996,50.13206
ltu,1997,49.92581
ltu,1998,49.37701
ltu,1999,49.2375
ltu,2000,48.91195
ltu,2001,48.81354
ltu,2002,48.60646
ltu,2003,48.51725
ltu,2004,48.79679
ltu,2005,48.79398
ltu,2006,48.87956
ltu,2007,48.87418
ltu,2008,48.90478
ltu,2009,48.83578
ltu,2010,48.34954
ltu,2011,48.10325
ltu,2012,47.72685
ltu,2013,47.54345
ltu,2014,47.56462
ltu,2015,47.56878
ltu,2016,47.49392
ltu,2017,47.56718
lux,1971,47.25502
lux,1972,47.46256
lux,1973,47.74796
lux,1974,48.72226
lux,1975,49.01067
lux,1976,48.72859
lux,1977,49.04349
lux,1978,48.5409
lux,1979,49.01782
lux,1980,49.69974
lux,1981,42.97668
lux,1982,47.94018
lux,1983,47.29555
lux,1984,47.14442
lux,1986,48.47989
lux,1987,48.56258
lux,1988,49.14651
lux,1992,49.40673
lux,1993,50.08413
lux,1994,49.85738
lux,1995,49.10767
lux,1996,49.75984
lux,1997,50.38547
lux,1998,50.02868
lux,1999,49.86006
lux,2000,50.19396
lux,2001,50.39279
lux,2002,50.38193
lux,2003,50.2362
lux,2004,50.23858
lux,2005,50.40616
lux,2006,50.01216
lux,2007,49.84951
lux,2008,49.58703
lux,2010,49.52511
lux,2011,49.49858
lux,2012,49.5445
lux,2013,49.29739
lux,2014,49.22768
lux,2015,49.59066
lux,2016,49.44567
lux,2017,49.15061
lva,1991,49.07647
lva,1992,49.85248
lva,1993,49.76324
lva,1994,50.95133
lva,1995,51.00582
lva,1996,51.08033
lva,1997,50.9782
lva,1998,50.17066
lva,1999,49.94655
lva,2000,49.6514
lva,2001,49.31563
lva,2002,49.05761
lva,2003,48.81516
lva,2004,48.80473
lva,2005,48.99367
lva,2006,49.09222
lva,2007,49.61455
lva,2008,49.58945
lva,2009,49.28849
lva,2010,48.51908
lva,2011,48.03368
lva,2012,48.00564
lva,2013,47.75803
lva,2014,47.90591
lva,2015,48.25876
lva,2016,48.47129
lva,2017,48.57532
mac,1971,44.87858
mac,1972,50.97856
mac,1973,58.24497
mac,1974,54.89645
mac,1990,52.49595
mac,1992,52.08136
mac,1993,52.59775
mac,1999,51.35441
mac,2000,50.47643
mac,2001,50.21442
mac,2002,50.16065
mac,2003,50.22847
mac,2004,49.62265
mac,2005,49.42736
mac,2006,49.3221
mac,2007,49.22044
mac,2008,49.23554
mac,2009,49.31347
mac,2010,48.68662
mac,2011,48.28874
mac,2012,48.27856
mac,2013,48.07052
mac,2014,47.85986
mac,2015,48.03244
mac,2016,48.24839
mac,2017,48.41117
mac,2018,48.2975
mar,1971,28.27188
mar,1972,29.35512
mar,1974,32.13989
mar,1975,32.4525
mar,1976,34.32153
mar,1977,35.095
mar,1978,36.17985
mar,1979,37.0194
mar,1980,37.48402
mar,1981,37.71939
mar,1982,38.46573
mar,1983,39.21485
mar,1984,39.58873
mar,1985,39.47902
mar,1986,39.04262
mar,1987,39.19387
mar,1988,38.94139
mar,1989,38.96161
mar,1990,40.82167
mar,1991,41.24778
mar,1992,41.01035
mar,1993,41.36654
mar,1994,41.48955
mar,1995,41.88266
mar,1996,41.96858
mar,1997,42.35133
mar,1998,42.87252
mar,1999,43.35927
mar,2000,43.67043
mar,2001,43.82648
mar,2002,44.04025
mar,2003,44.51699
mar,2004,44.82696
mar,2005,45.23656
mar,2006,45.55294
mar,2007,45.71359
mar,2008,45.59052
mar,2009,45.51286
mar,2010,45.58686
mar,2011,45.28152
mar,2012,44.97206
mar,2017,45.99789
mar,2018,46.56576
mco,1972,39.30114
mco,1978,33.9469
mco,1991,49.47935
mco,1992,48.6704
mco,1994,48.71252
mco,1995,49.38833
mco,1996,50.3268
mco,1997,50.51975
mco,1998,48.52335
mco,1999,50.91918
mco,2000,50.90475
mco,2001,48.36755
mco,2008,47.99337
mco,2009,48.25986
mco,2010,49.28309
mco,2011,48.66013
mco,2012,48.80952
mco,2013,48.22485
mco,2014,48.78444
mco,2015,49.19624
mco,2016,48.14703
mco,2017,48.92002
mco,2018,48.9784
mco,2019,49.76261
mda,1990,51.74273
mda,1991,51.69143
mda,1992,51.7511
mda,1993,52.00914
mda,1994,51.72786
mda,1995,50.35475
mda,1996,50.13594
mda,1997,50.09237
mda,1999,49.52001
mda,2000,49.84393
mda,2001,49.85995
mda,2002,49.87872
mda,2003,50.03264
mda,2004,50.25349
mda,2005,50.09266
mda,2006,50.06041
mda,2007,49.87569
mda,2008,49.82863
mda,2009,49.68363
mda,2010,49.56261
mda,2011,49.47582
mda,2012,49.30767
mda,2013,49.11966
mda,2014,49.02207
mda,2015,48.84764
mda,2016,48.5623
mda,2017,48.36115
mda,2018,48.3041
mdg,1971,39.79253
mdg,1972,40.90421
mdg,1974,41.62178
mdg,1988,45.6509
mdg,1989,48.11411
mdg,1990,48.51256
mdg,2005,48.95078
mdg,2006,48.73727
mdg,2007,48.80358
mdg,2008,48.59534
mdg,2009,48.51036
mdg,2011,48.78148
mdg,2012,48.87268
mdg,2014,49.52351
mdg,2015,49.70281
mdg,2016,49.80853
mdg,2017,50.21101
mdg,2018,50.60593
mdv,1970,36.39144
mdv,1971,41.36905
mdv,1994,49.99299
mdv,1995,50.43325
mdv,1996,50.18913
mdv,1997,50.83018
mdv,1998,50.6392
mdv,1999,51.12757
mdv,2000,51.25437
mdv,2001,50.97736
mdv,2002,52.57638
mdv,2003,51.58675
mdv,2004,51.9288
mex,1971,38.4809
mex,1972,40.9771
mex,1974,40.74992
mex,1975,40.50299
mex,1976,39.44641
mex,1977,43.93464
mex,1978,45.22144
mex,1979,44.53207
mex,1980,44.73983
mex,1981,46.69996
mex,1982,47.05282
mex,1983,47.06361
mex,1984,47.61204
mex,1985,47.12839
mex,1986,48.30115
mex,1987,48.60866
mex,1988,48.84461
mex,1989,49.2493
mex,1990,49.43689
mex,1991,49.66026
mex,1992,48.84902
mex,1993,49.35781
mex,1994,49.61571
mex,1995,49.67996
mex,1996,49.44512
mex,1997,49.36444
mex,1998,49.60433
mex,1999,49.94828
mex,2000,50.22319
mex,2001,50.51124
mex,2002,50.89446
mex,2003,51.45495
mex,2004,51.18485
mex,2005,51.18297
mex,2006,51.28009
mex,2007,51.31241
mex,2008,51.39835
mex,2009,51.46451
mex,2010,51.27854
mex,2011,51.11628
mex,2012,51.02037
mex,2013,50.80433
mex,2014,50.79245
mex,2015,50.99047
mex,2016,51.14729
mex,2017,51.0881
mhl,1999,50.46164
mhl,2002,49.53565
mhl,2003,50.52759
mhl,2004,49.79473
mhl,2005,48.85932
mhl,2006,49.11529
mhl,2007,49.13392
mhl,2008,50.83987
mhl,2009,50.00956
mhl,2015,50.3117
mhl,2016,50.29091
mkd,1993,48.34372
mkd,1994,48.3707
mkd,1995,48.31483
mkd,1996,48.19446
mkd,1997,48.22488
mkd,1998,48.05083
mkd,1999,48.02896
mkd,2000,47.84444
mkd,2001,47.89694
mkd,2002,47.98523
mkd,2003,48.07523
mkd,2004,48.02466
mkd,2005,48.01944
mkd,2007,47.83696
mkd,2008,47.58085
mkd,2009,47.79166
mkd,2010,48.10727
mkd,2012,48.27155
mkd,2013,47.99263
mkd,2014,47.88157
mkd,2015,48.15319
mkd,2017,47.84581
mli,1971,21.80531
mli,1972,24.26702
mli,1973,23.68214
mli,1974,24.84858
mli,1976,25.76834
mli,1978,27.14789
mli,1979,27.6426
mli,1980,27.82853
mli,1981,28.74587
mli,1982,27.9244
mli,1983,27.59286
mli,1984,28.39739
mli,1987,29.85196
mli,1988,28.95937
mli,1989,32.62335
mli,1990,32.87277
mli,1991,33.4873
mli,1992,30.91749
mli,1993,33.05864
mli,1994,32.5708
mli,1995,32.50821
mli,1996,33.55174
mli,1997,32.60666
mli,1998,33.20415
mli,1999,34.18282
mli,2000,35.19177
mli,2003,34.63753
mli,2004,36.65484
mli,2005,37.47824
mli,2006,37.45621
mli,2007,39.06947
mli,2008,38.64026
mli,2009,39.03197
mli,2010,40.17184
mli,2011,40.56993
mli,2013,43.33405
mli,2014,41.99081
mli,2015,43.61438
mli,2016,42.03535
mli,2017,44.06245
mli,2018,44.48754
mlt,1971,47.8391
mlt,1972,44.88396
mlt,1973,46.38872
mlt,1974,45.38229
mlt,1975,45.70519
mlt,1976,46.05819
mlt,1977,45.29965
mlt,1978,45.12984
mlt,1979,44.42898
mlt,1980,45.49922
mlt,1981,44.93157
mlt,1982,45.13109
mlt,1983,45.70936
mlt,1984,45.55751
mlt,1985,47.79383
mlt,1986,47.85629
mlt,1987,47.81032
mlt,1988,47.6741
mlt,1989,46.91162
mlt,1990,46.77576
mlt,1991,46.69371
mlt,1992,46.44042
mlt,1993,46.42537
mlt,1994,45.85038
mlt,1995,46.86295
mlt,1996,48.86143
mlt,1997,48.00147
mlt,1998,48.03542
mlt,1999,46.81727
mlt,2000,48.01519
mlt,2001,47.35328
mlt,2002,48.14549
mlt,2003,48.42068
mlt,2004,47.08244
mlt,2005,47.53919
mlt,2006,48.06052
mlt,2007,47.50513
mlt,2008,47.79213
mlt,2010,45.84937
mlt,2011,48.78828
mlt,2012,49.2823
mlt,2013,49.39495
mlt,2014,49.55673
mlt,2015,50.1359
mlt,2016,49.64901
mlt,2017,48.67685
mmr,1971,39.0742
mmr,1972,39.25242
mmr,1976,44.20431
mmr,1977,44.18383
mmr,1978,44.78291
mmr,1986,46.64689
mmr,1987,46.87458
mmr,1988,47.31148
mmr,1989,47.75314
mmr,1990,48.29358
mmr,1991,49.15799
mmr,1992,49.75093
mmr,1993,49.86473
mmr,1994,49.78796
mmr,1999,49.55986
mmr,2000,51.19282
mmr,2001,48.4166
mmr,2002,48.09025
mmr,2003,48.1451
mmr,2004,47.96578
mmr,2005,49.12865
mmr,2006,49.33055
mmr,2007,49.92752
mmr,2009,50.33322
mmr,2010,51.12081
mmr,2014,50.43857
mmr,2016,52.08868
mmr,2017,52.03305
mmr,2018,51.90363
mne,2003,48.66934
mne,2004,48.77556
mne,2005,49.06311
mne,2006,48.98267
mne,2007,48.73454
mne,2008,51.83765
mne,2009,48.66075
mne,2010,48.63902
mne,2011,48.33707
mne,2012,48.49793
mne,2015,48.25466
mne,2016,48.24052
mne,2017,48.08337
mne,2018,48.03013
mng,1974,51.57676
mng,1975,51.75234
mng,1976,51.82741
mng,1979,52.33283
mng,1980,51.85084
mng,1983,52.62953
mng,1991,52.65516
mng,1993,55.62304
mng,1994,56.69925
mng,1995,57.24532
mng,1996,56.85248
mng,1997,57.34463
mng,1998,56.78594
mng,1999,55.45171
