geo,time,se_sec_enrl_fe_zs
arm,2015,47.55359
arm,2018,47.26682
asm,1972,49.89154
asm,1973,50.32206
asm,1974,49.95819
asm,1975,50.02107
asm,1977,50
asm,1978,50.01866
asm,1979,50.01866
asm,1980,50.01866
asm,1982,47.46622
asm,1983,47.34912
asm,1984,47.26319
asm,1985,47.58138
asm,1986,46.64871
asm,1987,49.25645
asm,1988,48.50467
asm,1989,47.61619
asm,1990,48.00698
asm,1991,48.05049
asm,1992,46.11584
atg,1972,44.79857
atg,1974,51.36153
atg,1975,54.0591
atg,1977,51.69626
atg,1978,42.00841
atg,1992,50.24808
atg,2000,50.2464
atg,2007,51.13549
atg,2008,50.18544
atg,2009,51.2446
atg,2010,51.1854
atg,2011,50.14795
atg,2012,53.42956
atg,2014,49.68429
atg,2015,50
atg,2017,48.76898
atg,2018,48.52342
aus,1993,48.82165
aus,1994,48.62191
aus,1995,48.5927
aus,1996,48.66639
aus,1997,49.56177
aus,2015,45.21232
aus,2016,45.19242
aus,2017,45.77643
aut,1971,46.44341
aut,1976,46.05342
aut,1981,46.24015
aut,1982,46.63922
aut,1983,46.45549
aut,1984,46.4595
aut,1985,47.04692
aut,1986,46.60973
aut,1987,46.36341
aut,1988,46.54643
aut,1989,46.91897
aut,1990,46.66111
aut,1991,46.8478
aut,1992,46.88975
aut,1993,47.06864
aut,1994,47.21647
aut,1995,47.24698
aut,1996,47.3826
aut,1997,47.58237
aut,1998,47.37593
aut,1999,47.5949
aut,2000,47.71117
aut,2001,47.71103
aut,2002,47.52899
aut,2003,47.45914
aut,2004,47.36296
aut,2005,47.52551
aut,2006,47.72466
aut,2007,47.76727
aut,2008,47.71157
aut,2009,47.63605
aut,2010,47.76895
aut,2011,47.75868
aut,2012,47.78803
aut,2013,47.86848
aut,2014,47.79125
aut,2015,47.84602
aut,2016,47.77079
aut,2017,47.65731
aze,1981,48.33644
aze,1986,48.01802
aze,1991,48.58863
aze,1992,48.49835
aze,1993,48.16105
aze,1994,47.75693
aze,1995,50.07433
aze,1996,50.49691
aze,1997,51.28004
aze,2018,46.73612
bdi,1971,19.97797
bdi,1972,21.12238
bdi,1973,25.50839
bdi,1974,28.72255
bdi,1975,30.30821
bdi,1976,30.85958
bdi,1977,33.05183
bdi,1978,32.18051
bdi,1979,32.31776
bdi,1980,32.54723
bdi,1981,31.97286
bdi,1982,36.5526
bdi,1983,32.67058
bdi,1984,32.9817
bdi,1985,34.38959
bdi,1986,33.89105
bdi,1987,35.81838
bdi,1988,36.45998
bdi,1989,37.40508
bdi,1990,38.32801
bdi,1991,36.82675
bdi,1992,37.82388
bdi,1993,38.77013
bdi,2003,43.54587
bdi,2004,43.03617
bdi,2005,42.54222
bdi,2006,42.55107
bdi,2007,41.91002
bdi,2009,42.00397
bdi,2010,41.86956
bdi,2011,42.4928
bdi,2012,43.38291
bdi,2013,44.90565
bdi,2014,46.747
bdi,2015,48.43815
bdi,2016,49.9138
bdi,2017,51.20159
bdi,2018,52.69295
bel,1971,48.36736
bel,1972,48.26172
bel,1973,48.41342
bel,1974,48.43689
bel,1975,48.74153
bel,1976,48.76717
bel,1977,49.2245
bel,1978,49.36116
bel,1979,49.34704
bel,1980,49.55912
bel,1981,49.68236
bel,1982,49.54112
bel,1983,49.78812
bel,1984,49.41535
bel,1985,49.44597
bel,1986,49.17
bel,1987,49.10878
bel,1988,49.03934
bel,1989,49.04518
bel,1990,49.12052
bel,1991,49.07062
bel,1992,49.0445
bel,1993,50.2981
bel,1994,50.33704
bel,1995,50.63836
bel,1996,50.55005
bel,1999,50.6303
bel,2000,51.2323
bel,2001,51.42563
bel,2002,51.64196
bel,2003,51.25249
bel,2004,51.16855
bel,2005,51.65622
bel,2006,51.84356
bel,2007,52.03184
bel,2008,52.33245
bel,2009,52.42225
bel,2010,52.17376
bel,2011,52.1321
bel,2012,52.23633
bel,2013,52.1697
bel,2014,52.10666
bel,2015,52.12979
bel,2016,51.69941
bel,2017,51.68019
ben,1971,29.79485
ben,1973,30.23721
ben,1974,30.73629
ben,1975,32.70804
ben,1977,27.62297
ben,1985,29.24649
ben,1986,28.5429
ben,1987,28.84478
ben,1999,31.35979
ben,2000,31.16635
ben,2001,31.80678
ben,2002,31.79518
ben,2003,31.50592
ben,2004,31.65763
ben,2011,37.87644
ben,2013,39.55673
ben,2014,40.22902
ben,2015,41.04859
ben,2016,42.41021
bfa,1971,27.99291
bfa,1972,27.66795
bfa,1973,29.40158
bfa,1974,30.01526
bfa,1975,30.73691
bfa,1976,31.57084
bfa,1977,29.23511
bfa,1979,32.74336
bfa,1980,36.16454
bfa,1981,33.49432
bfa,1982,35.17103
bfa,1983,33.64515
bfa,1984,34.30184
bfa,1985,34.99989
bfa,1986,33.58723
bfa,1994,35.15908
bfa,1999,37.53818
bfa,2000,38.95165
bfa,2001,39.15485
bfa,2003,39.92926
bfa,2004,40.32671
bfa,2005,40.73328
bfa,2006,41.27081
bfa,2007,41.55788
bfa,2008,41.84794
bfa,2009,41.92658
bfa,2010,42.49667
bfa,2011,42.99433
bfa,2012,43.94984
bfa,2013,44.98252
bfa,2014,45.73683
bfa,2015,47.05256
bfa,2016,47.80332
bfa,2017,48.36088
bfa,2018,49.07022
bgd,1973,25.07966
bgd,1976,24.4165
bgd,1977,21.05839
bgd,1979,20.0823
bgd,1980,23.93886
bgd,1981,18.63646
bgd,1984,28.58784
bgd,1985,28.00933
bgd,1986,31.11211
bgd,1987,30.68966
bgd,1988,31.48986
bgd,1989,32.24384
bgd,1990,32.85393
bgd,1998,47.43518
bgd,1999,48.73194
bgd,2000,49.6797
bgd,2001,50.92078
bgd,2002,51.33841
bgd,2003,51.31491
bgd,2004,49.57885
bgd,2005,50.55284
bgd,2006,50.38455
bgd,2007,50.32442
bgd,2008,51.97693
bgd,2009,50.90071
bgd,2010,51.88096
bgd,2011,52.52608
bgd,2012,52.19005
bgd,2013,50.90999
bgd,2015,51.89476
bgd,2016,51.36834
bgd,2017,52.80007
bgd,2018,52.63983
bgr,1971,48.59781
bgr,1972,48.7613
bgr,1973,48.7738
bgr,1974,48.81627
bgr,1975,48.95795
bgr,1976,48.18275
bgr,1977,48.58382
bgr,1978,48.14475
bgr,1979,48.05077
bgr,1980,48.07701
bgr,1981,48.37968
bgr,1982,48.45048
bgr,1983,48.46342
bgr,1984,48.52905
bgr,1985,48.51979
bgr,1986,48.54803
bgr,1987,48.54566
bgr,1988,48.60419
bgr,1989,48.57816
bgr,1990,48.69701
bgr,1991,48.82595
bgr,1992,48.87326
bgr,1993,48.71799
bgr,1994,48.61603
bgr,1995,48.61272
bgr,1996,48.4192
bgr,1997,48.55487
bgr,1998,48.26357
bgr,1999,48.21539
bgr,2000,48.14294
bgr,2001,48.16988
bgr,2002,48.13793
bgr,2003,48.09396
bgr,2004,47.72123
bgr,2005,47.65387
bgr,2006,47.70237
bgr,2007,47.66848
bgr,2008,47.85133
bgr,2009,47.75167
bgr,2010,47.50686
bgr,2011,47.3688
bgr,2012,47.49914
bgr,2013,47.38755
bgr,2014,47.6472
bgr,2015,47.69485
bgr,2016,47.72228
bgr,2017,47.80224
bhr,1971,40.79256
bhr,1972,44.46369
bhr,1973,45.27654
bhr,1974,46.68489
bhr,1975,46.91823
bhr,1976,47.52108
bhr,1977,47.64243
bhr,1978,47.8101
bhr,1979,46.64595
bhr,1980,46.31701
bhr,1981,45.58203
bhr,1982,45.83769
bhr,1983,45.77597
bhr,1984,47.08448
bhr,1985,47.46386
bhr,1986,48.12971
bhr,1987,48.0789
bhr,1988,48.43858
bhr,1989,49.30308
bhr,1990,49.65456
bhr,1991,50.10105
bhr,1992,50.34362
bhr,1993,50.09221
bhr,1994,49.95664
bhr,1995,49.69406
bhr,1996,50.15204
bhr,1997,50.73797
bhr,1998,50.7336
bhr,1999,50.97334
bhr,2000,50.63874
bhr,2001,50.95547
bhr,2002,50.70066
bhr,2003,50.19655
bhr,2004,49.89086
bhr,2005,49.9672
bhr,2006,49.67804
bhr,2008,49.5406
bhr,2009,49.58819
bhr,2010,49.61398
bhr,2011,49.28595
bhr,2012,49.08529
bhr,2013,48.73067
bhr,2014,48.93997
bhr,2015,48.87295
bhr,2016,48.88571
bhr,2017,48.95992
bhr,2018,48.80536
bhs,1982,52.08611
bhs,1983,52.35632
bhs,1985,52.72774
bhs,1986,52.34024
bhs,1987,51.25819
bhs,1992,49.65662
bhs,1993,49.53287
bhs,1995,49.25268
bhs,1997,54.99821
bhs,1999,49.42511
bhs,2002,51.02639
bhs,2004,49.62245
bhs,2005,49.70551
bhs,2006,49.79975
bhs,2007,50.39308
bhs,2008,50.05669
bhs,2009,50.0992
bhs,2010,50.83125
bhs,2011,50.39275
bhs,2012,51.22485
bhs,2013,51.29096
bhs,2014,50.63918
bhs,2015,50.37258
bhs,2016,50.53904
bhs,2017,50.74821
bhs,2018,51.74453
bih,2007,49.20913
bih,2008,48.99652
bih,2009,48.94379
bih,2010,48.98378
bih,2011,49.02748
bih,2012,49.01395
bih,2013,49.12868
bih,2014,49.23015
bih,2015,49.28957
bih,2016,49.28292
bih,2017,49.30889
bih,2018,49.39487
blr,1971,49.67597
blr,1972,48.39162
blr,1973,47.62054
blr,1974,47.23381
blr,1975,48.12003
blr,1976,50.34527
blr,1977,50.16543
blr,1978,50.26826
blr,1979,50.37624
blr,1980,50.15308
blr,1987,50.37207
blr,1988,50.38851
blr,1989,50.38867
blr,1990,50.41591
blr,1998,50.2414
blr,2008,47.82188
blr,2009,47.79141
blr,2010,47.75405
blr,2011,47.73359
blr,2012,47.71105
blr,2013,48.01033
blr,2014,48.17537
blr,2015,48.2817
blr,2016,48.24317
blr,2017,48.26643
blr,2018,48.29377
blz,1986,51.25282
blz,1987,50.54499
blz,1991,50.84592
blz,1994,49.82533
blz,1995,50.20765
blz,1999,51.23505
blz,2000,50.87153
blz,2001,50.83419
blz,2003,50.60617
blz,2004,51.11065
blz,2005,50.35806
blz,2006,50.71134
blz,2007,51.03199
blz,2008,51.35925
blz,2009,51.40443
blz,2010,51.73276
blz,2011,51.47558
blz,2012,50.66825
blz,2013,50.97341
blz,2014,51.07427
blz,2015,50.50983
blz,2016,50.17785
blz,2017,50.9508
blz,2018,50.58608
bmu,1971,53.51453
bmu,1972,49.5864
bmu,1973,53.16991
bmu,1974,53.16149
bmu,1975,53.19149
bmu,1976,52.17662
bmu,1977,52.03041
bmu,1978,51.79351
bmu,1979,49.93347
bmu,1980,49.83095
bmu,2001,51.11695
bmu,2002,51.47864
bmu,2003,52.44635
bmu,2004,53.071
bmu,2005,52.43902
bmu,2006,51.46082
bmu,2010,53.41784
bmu,2011,53.28704
bmu,2012,53.0303
bmu,2013,53.07784
bmu,2014,52.47984
bmu,2015,51.95545
bol,1971,41.30298
bol,1998,47.59268
bol,1999,47.59273
bol,2000,47.33492
bol,2001,47.43116
bol,2002,47.52388
bol,2003,47.50707
bol,2004,47.59837
bol,2005,47.83697
bol,2006,48.10411
bol,2007,48.36428
bol,2008,48.59032
bol,2009,48.8829
bol,2010,48.88303
bol,2011,49.09511
bol,2012,48.93253
bol,2013,48.87683
bol,2014,48.7912
bol,2015,48.62389
bol,2016,48.50505
bol,2017,48.45873
bol,2018,48.45713
bra,1970,50.46579
bra,1971,50.77869
bra,1972,50.88948
bra,1973,51.26401
bra,1974,51.96509
bra,2002,51.5579
bra,2003,51.74738
bra,2004,51.53751
bra,2005,51.62273
bra,2007,51.73531
bra,2008,51.70602
bra,2009,51.61897
bra,2010,51.49838
bra,2011,51.36766
bra,2012,51.15442
bra,2013,50.73076
bra,2014,50.50958
bra,2015,50.24987
bra,2016,49.96678
bra,2017,49.73256
brb,1971,51.0528
brb,1972,51.25384
brb,1973,51.22486
brb,1974,50.85735
brb,1975,50.74014
brb,1976,51.55211
brb,1977,51.24316
brb,1978,50.81443
brb,1979,51.36181
brb,1980,53.15602
brb,1981,49.84038
brb,1982,51.54929
brb,1983,50.57525
brb,1984,50.70539
brb,1985,50.33978
brb,1989,51.17221
brb,1990,46.88802
brb,1999,50.64329
brb,2000,50.25695
brb,2001,49.41532
brb,2002,49.42507
brb,2003,49.73505
brb,2004,49.65258
brb,2005,49.35101
brb,2006,50.20858
brb,2007,49.97821
brb,2008,50.25323
brb,2009,49.96989
brb,2010,49.56147
brb,2011,50.19801
brb,2014,49.54133
brb,2015,49.58159
brb,2016,49.79872
brb,2017,49.61727
brb,2018,49.59379
brn,1970,44.75123
brn,1971,45.71646
brn,1972,46.31414
brn,1973,47.08254
brn,1974,47.23438
brn,1975,47.52977
brn,1976,48.35695
brn,1977,48.816
brn,1978,49.28702
brn,1979,49.74247
brn,1980,49.9742
brn,1981,50.51766
brn,1982,50.57649
brn,1983,51.12839
brn,1984,51.22588
brn,1991,50.34048
brn,1992,51.08809
brn,1993,50.97838
brn,1994,50.62216
brn,1998,50.93837
brn,1999,50.75234
brn,2000,49.90769
brn,2001,49.59985
brn,2002,49.23757
brn,2003,49.28789
brn,2004,49.0336
brn,2005,48.8246
brn,2006,48.87877
brn,2007,48.82507
brn,2008,48.62683
brn,2009,48.52137
brn,2010,48.58181
brn,2011,48.1549
brn,2012,48.47507
brn,2013,48.63157
brn,2014,48.12994
brn,2015,48.346
brn,2016,48.6828
brn,2017,48.92047
brn,2018,48.99839
btn,1970,3.36134
btn,1971,7.39437
btn,1972,7.5543
btn,1974,9.67562
btn,1977,15.625
btn,1983,17.04417
btn,1984,17.47275
btn,1998,42.85481
btn,1999,43.31613
btn,2000,43.83345
btn,2001,44.49596
btn,2005,47.14787
btn,2006,47.70002
btn,2007,47.9729
btn,2008,48.16692
btn,2009,49.47739
btn,2010,49.88007
btn,2011,50.40626
btn,2012,50.71286
btn,2013,50.97928
btn,2014,50.98684
btn,2015,50.85307
btn,2016,51.54652
btn,2017,51.66481
btn,2018,52.01454
bwa,1970,45.48778
bwa,1971,47.08535
bwa,1972,46.44892
bwa,1973,48.78164
bwa,1974,51.23724
bwa,1975,51.92496
bwa,1976,53.30876
bwa,1977,54.48704
bwa,1978,53.22759
bwa,1979,54.19695
bwa,1980,54.52811
bwa,1981,55.43942
bwa,1983,54.2543
bwa,1984,53.41402
bwa,1985,53.01848
bwa,1986,52.23982
bwa,1987,51.03371
bwa,1988,50.80328
bwa,1989,51.8134
bwa,1990,52.52643
bwa,1991,53.93472
bwa,1992,53.53667
bwa,1993,53.07198
bwa,1994,52.20113
bwa,1995,52.22524
bwa,1998,51.84043
bwa,1999,51.44356
bwa,2000,51.37699
bwa,2001,50.98192
bwa,2002,51.16654
bwa,2003,51.08713
bwa,2004,50.84787
bwa,2005,50.49906
bwa,2006,51.06782
bwa,2007,51.08853
bwa,2008,51.90168
caf,1971,18.92012
caf,1972,17.30687
caf,1973,16.52291
caf,1976,18.03485
caf,1977,17.94397
caf,1978,21.17562
caf,1979,21.34773
caf,1980,25.82857
caf,1981,26.40065
caf,1982,26.32353
caf,1986,26.96843
caf,1987,28.84198
caf,1988,27.82221
caf,1989,29.15527
caf,1990,28.74031
caf,1991,29.37561
caf,1992,29.38043
caf,2001,34.64839
caf,2009,36.15132
caf,2011,35.86738
caf,2012,34.26894
caf,2016,39.29494
caf,2017,40.13015
can,1971,48.82886
can,1972,48.80211
can,1973,48.92172
can,1974,49.18033
can,1975,49.20535
can,1976,49.28996
can,1977,49.36981
can,1978,49.41452
can,1979,49.40778
can,1980,49.48487
can,1981,49.35865
can,1982,49.11157
can,1983,48.77114
can,1984,48.72978
can,1985,48.73181
can,1986,48.73526
can,1987,48.76706
can,1988,48.82823
can,1989,49.14851
can,1990,48.88555
can,1991,48.77267
can,1992,48.67134
can,1993,48.51746
can,1994,48.51783
can,1995,48.63129
can,1996,48.63129
can,1998,48.50569
can,1999,49.07759
can,2000,49.12778
can,2005,48.09249
can,2006,48.16922
can,2007,48.18915
can,2008,48.19664
can,2009,48.22606
can,2010,48.22717
can,2011,48.30019
can,2012,48.69253
can,2013,48.733
can,2014,48.7426
can,2015,48.75683
can,2016,48.87042
can,2017,48.91224
che,1978,45.72178
che,1979,46.15961
che,1980,46.31774
che,1981,46.30774
che,1982,46.42563
che,1983,46.46396
che,1984,46.42666
che,1985,46.48654
che,1986,46.49311
che,1987,46.6718
che,1988,46.84023
che,1989,47.06012
che,1990,47.0719
che,1991,47.19526
che,1992,47.33183
che,1993,46.96743
che,1994,47.15418
che,1995,47.19111
che,1996,47.22034
che,1998,46.58438
che,1999,46.79676
che,2000,46.96133
che,2001,47.21451
che,2002,47.2206
che,2003,47.25178
che,2004,47.16756
che,2005,47.29768
che,2006,47.3071
che,2007,47.48521
che,2008,47.62395
che,2009,47.72084
che,2010,47.9436
che,2011,47.97174
che,2012,47.92778
che,2013,48.05592
che,2015,47.83439
che,2016,47.76601
che,2017,47.67995
chl,1970,51.57016
chl,1971,51.05926
chl,1972,51.03147
chl,1973,51.30966
chl,1974,51.97456
chl,1975,51.84852
chl,1976,52.29745
chl,1977,51.76297
chl,1978,51.61851
chl,1979,51.85254
chl,1980,51.6878
chl,1981,51.9614
chl,1982,50.96123
chl,1983,50.89203
chl,1984,50.70738
chl,1985,50.81205
chl,1986,50.68494
chl,1989,50.50394
chl,1990,50.6744
chl,1991,49.71042
chl,1992,49.99266
chl,1993,50.62499
chl,1998,50.1963
chl,1999,50.13026
chl,2000,49.72374
chl,2002,49.59507
chl,2003,49.47685
chl,2004,49.49968
chl,2005,49.46203
chl,2006,49.64153
chl,2007,49.76698
chl,2008,49.77688
chl,2009,49.84452
chl,2010,49.87867
chl,2011,49.88021
chl,2012,50.00076
chl,2013,49.37138
chl,2014,49.34039
chl,2015,49.28201
chl,2016,49.28981
chl,2017,49.24016
chn,1976,39.19246
chn,1977,40.32805
chn,1978,41.60571
chn,1979,41.35626
chn,1980,40.62659
chn,1981,39.34779
chn,1982,38.88868
chn,1983,39.13928
chn,1984,39.42926
chn,1985,39.96555
chn,1986,39.83079
chn,1987,40.83713
chn,1988,40.96952
chn,1989,41.22715
chn,1990,40.98847
chn,1991,41.43601
chn,1992,42.16223
chn,1993,42.61543
chn,1994,43.92193
chn,1995,44.58275
chn,1996,45.19489
chn,1997,45.34682
chn,2001,46.75559
chn,2003,46.84521
chn,2006,47.66759
chn,2007,47.69544
chn,2008,47.83003
chn,2009,47.97153
chn,2010,47.09686
chn,2011,47.11494
chn,2012,47.18714
chn,2013,47.3384
chn,2014,47.35246
chn,2015,47.34064
chn,2016,47.11396
chn,2017,47.05148
chn,2018,46.94867
civ,1971,21.56095
civ,1972,22.78395
civ,1973,22.64688
civ,1974,23.3286
civ,1981,30.01892
civ,1983,29.20793
civ,1984,29.84285
civ,1999,34.91782
civ,2014,41.01643
civ,2015,41.40705
civ,2016,41.90515
civ,2017,42.7095
civ,2018,43.47853
cmr,1971,28.63682
cmr,1972,29.75345
cmr,1973,30.61518
cmr,1974,31.79992
cmr,1975,31.63895
cmr,1976,32.55153
cmr,1977,33.70551
cmr,1978,34.32762
cmr,1979,34.92015
cmr,1980,35.34483
cmr,1981,35.33684
cmr,1982,35.996
cmr,1983,36.20551
cmr,1984,37.05933
cmr,1985,37.92944
cmr,1986,38.48249
cmr,1987,39.15118
cmr,1988,39.60395
cmr,1989,40.15887
cmr,1990,40.50302
cmr,1991,41.47464
cmr,1992,41.6156
cmr,1995,40.48358
cmr,1997,44.30199
cmr,1998,41.85984
cmr,1999,45.37704
cmr,2001,44.53114
cmr,2002,37.86753
cmr,2003,45.29468
cmr,2004,43.82554
cmr,2005,43.83865
cmr,2006,43.91834
cmr,2007,43.40359
cmr,2008,44.14968
cmr,2009,45.19826
cmr,2011,45.51453
cmr,2012,45.82037
cmr,2013,45.81926
cmr,2014,45.68476
cmr,2015,45.81841
cmr,2016,45.89873
cod,1971,21.48455
cod,1972,22.4494
cod,1973,25.21802
cod,1974,27.04634
cod,1975,26.60239
cod,1976,26.46061
cod,1977,26.42156
cod,1978,26.45315
cod,1979,26.52954
cod,1980,26.92753
cod,1981,27.34011
cod,1982,27.76828
cod,1983,28.21304
cod,1984,28.67515
cod,1985,29.15598
cod,1986,29.65683
cod,1987,30.17764
cod,1988,32.11185
cod,1992,32.463
cod,1993,31.92671
cod,1994,30.7961
cod,1995,37.72405
cod,2007,34.62339
cod,2008,35.54434
cod,2009,35.78517
cod,2010,36.40054
cod,2011,36.82266
cod,2012,37.00663
cod,2013,38.10167
cod,2014,38.15109
cod,2015,38.80093
cog,1971,30.05224
cog,1972,31.52427
cog,1973,34.27759
cog,1974,35.04971
cog,1975,35.46517
cog,1976,36.02194
cog,1977,37.12604
cog,1978,38.15298
cog,1979,38.62142
cog,1980,38.99245
cog,1981,41.1664
cog,1982,41.36957
cog,1984,41.26439
cog,1985,42.61685
cog,1986,43.52814
cog,1987,44.30759
cog,1988,44.66407
cog,1989,44.38183
cog,1990,42.95496
cog,1992,43.02853
cog,1996,42.62753
cog,2002,42.33518
cog,2003,40.48977
cog,2004,45.53665
cog,2012,46.22579
col,1970,48.75002
col,1971,48.97667
col,1972,49.29887
col,1973,49.59
col,1974,49.87001
col,1975,49.88001
col,1976,49.90062
col,1977,49.91693
col,1978,50.04925
col,1979,50.09826
col,1980,50.21233
col,1981,50.35987
col,1982,50.35984
col,1983,53.05403
col,1984,49.89997
col,1985,49.9
col,1986,49.98476
col,1987,49.89999
col,1988,49.90001
col,1989,49.89999
col,1991,53.60002
col,1992,53.70002
col,1993,52.96676
col,1995,52.77095
col,1996,50.42532
col,1998,51.84565
col,1999,51.72009
col,2000,51.52206
col,2002,51.58425
col,2004,51.64975
col,2005,51.56524
col,2006,51.74684
col,2007,51.68706
col,2008,51.43719
col,2009,51.46771
col,2010,51.35541
col,2011,51.16577
col,2012,51.14852
col,2013,50.97185
col,2014,50.8991
col,2015,50.70187
col,2016,50.53435
col,2017,50.32766
col,2018,50.22036
com,1971,25.29458
com,1973,22.37896
com,1981,33.80925
com,1986,38.79654
com,1987,39.83371
com,1999,44.33108
com,2002,45.27957
com,2003,44.92318
com,2004,42.53128
com,2013,50.09149
com,2014,50.81869
com,2017,50.67833
com,2018,50.78499
cpv,1972,49.87793
cpv,1987,45.79736
cpv,1988,48.07422
cpv,1989,48.83181
cpv,1990,50.38139
cpv,1994,48.80471
cpv,2001,51.40341
cpv,2002,50.94371
cpv,2003,51.96882
cpv,2004,52.17915
cpv,2005,52.4634
cpv,2006,53.49874
cpv,2007,54.1714
cpv,2008,52.42949
cpv,2009,54.12957
cpv,2010,54.20011
cpv,2011,53.87484
cpv,2012,53.92859
cpv,2013,53.14381
cpv,2014,52.70548
cpv,2015,52.22395
cpv,2016,52.04053
cpv,2017,52.02678
cpv,2018,52.22378
cri,1970,50.95795
cri,1971,51.30895
cri,1972,51.58426
cri,1973,52.28596
cri,1974,51.64819
cri,1975,51.78773
cri,1976,52.33245
cri,1977,52.65095
cri,1979,52.73688
cri,1980,53.01774
cri,1981,52.57675
cri,1982,52.44079
cri,1983,52.35273
cri,1984,51.69063
cri,1985,51.64444
cri,1986,51.0331
cri,1987,50.6457
cri,1988,50.24967
cri,1989,49.97318
cri,1990,50.17732
cri,1991,50.40092
cri,1992,50.39766
cri,1993,50.82569
cri,1994,50.84022
cri,1995,50.94182
cri,1996,51.17928
cri,1997,51.48071
cri,1998,50.81556
cri,1999,51.00414
cri,2000,50.80875
cri,2001,50.50028
cri,2002,50.46424
cri,2004,50.03605
cri,2005,50.02678
