geo,time,ag_prd_crop_xd
asm,1981,40.29
asm,1982,40.23
asm,1983,39.11
asm,1984,37.07
asm,1985,35.65
asm,1986,36.63
asm,1987,33.29
asm,1988,33.17
asm,1989,33.01
asm,1990,36.96
asm,1991,33.75
asm,1992,36.45
asm,1993,41.01
asm,1994,44.41
asm,1995,47.26
asm,1996,51.83
asm,1997,54.29
asm,1998,70.76
asm,1999,54.55
asm,2000,61.93
asm,2001,72.08
asm,2002,76.2
asm,2003,86.71
asm,2004,84.66
asm,2005,87.24
asm,2006,89.03
asm,2007,90.81
asm,2008,92.75
asm,2009,95.32
asm,2010,97.11
asm,2011,95.62
asm,2012,91.99
asm,2013,99.77
asm,2014,100.79
asm,2015,99.4
asm,2016,99.81
asm,2017,100.58
asm,2018,101.59
atg,1961,176.74001
atg,1962,187.27
atg,1963,230.72
atg,1964,231.83
atg,1965,147.55
atg,1966,111.4
atg,1967,92.47
atg,1968,68.23
atg,1969,89.39
atg,1970,92.49
atg,1971,158.92
atg,1972,69.1
atg,1973,66.13
atg,1974,65.14
atg,1975,68.82
atg,1976,69.47
atg,1977,70.05
atg,1978,73.2
atg,1979,78.62
atg,1980,82.91
atg,1981,92.98
atg,1982,89.88
atg,1983,83.46
atg,1984,81.44
atg,1985,90.14
atg,1986,92.01
atg,1987,95.82
atg,1988,100.67
atg,1989,82.63
atg,1990,88.27
atg,1991,95.17
atg,1992,95.92
atg,1993,95.14
atg,1994,94.91
atg,1995,92.94
atg,1996,95.12
atg,1997,97.15
atg,1998,96.13
atg,1999,98.72
atg,2000,98.64
atg,2001,97.74
atg,2002,101.99
atg,2003,103.47
atg,2004,106.48
atg,2005,80.45
atg,2006,86.27
atg,2007,92.88
atg,2008,96.66
atg,2009,98.41
atg,2010,100.19
atg,2011,100.85
atg,2012,98.29
atg,2013,99.56
atg,2014,99.67
atg,2015,99.92
atg,2016,100.4
atg,2017,100.69
atg,2018,100.97
atg,2019,101.24
aus,1961,22.44
aus,1962,26.69
aus,1963,27.06
aus,1964,30.51
aus,1965,25.8
aus,1966,35.65
aus,1967,27.75
aus,1968,39.78
aus,1969,33.06
aus,1970,32.43
aus,1971,35.2
aus,1972,31.36
aus,1973,38.51
aus,1974,37.42
aus,1975,40.53
aus,1976,39.98
aus,1977,36.32
aus,1978,50.5
aus,1979,48.62
aus,1980,40.75
aus,1981,50.65
aus,1982,38.79
aus,1983,60.08
aus,1984,58.79
aus,1985,55.45
aus,1986,55.27
aus,1987,49.2
aus,1988,53.46
aus,1989,54.11
aus,1990,54.36
aus,1991,49.12
aus,1992,58.71
aus,1993,62.92
aus,1994,48.28
aus,1995,66.94
aus,1996,80.68
aus,1997,75.78
aus,1998,82.42
aus,1999,89.76
aus,2000,84.76
aus,2001,86.04
aus,2002,88.24
aus,2003,59.74
aus,2004,95.3
aus,2005,88.37
aus,2006,92.64
aus,2007,59.87
aus,2008,72.8
aus,2009,86.78
aus,2010,86.94
aus,2011,95.65
aus,2012,104.1
aus,2013,98.38
aus,2014,99.04
aus,2015,98.62
aus,2016,102.33
aus,2017,121.24
aus,2018,93.33
aus,2019,82.74
aut,1961,98.95
aut,1962,89.47
aut,1963,100.86
aut,1964,106.94
aut,1965,77.16
aut,1966,96.41
aut,1967,102.59
aut,1968,110.3
aut,1969,104.55
aut,1970,102.84
aut,1971,96.95
aut,1972,92.27
aut,1973,100.1
aut,1974,97.81
aut,1975,97.61
aut,1976,100.66
aut,1977,93.06
aut,1978,102.27
aut,1979,96.2
aut,1980,106.19
aut,1981,93.64
aut,1982,121.18
aut,1983,104.67
aut,1984,105.46
aut,1985,96.17
aut,1986,97.97
aut,1987,93.63
aut,1988,110.86
aut,1989,100.81
aut,1990,103.55
aut,1991,101.47
aut,1992,92.65
aut,1993,93.89
aut,1994,96.03
aut,1995,98.04
aut,1996,93.51
aut,1997,100.57
aut,1998,103.61
aut,1999,107.42
aut,2000,100.96
aut,2001,104.79
aut,2002,103.57
aut,2003,97.56
aut,2004,112.92
aut,2005,105.23
aut,2006,102.2
aut,2007,107
aut,2008,120
aut,2009,112.19
aut,2010,92.34
aut,2011,111.7
aut,2012,93.12
aut,2013,93.25
aut,2014,107.93
aut,2015,92.74
aut,2016,99.33
aut,2017,93.71
aut,2018,98.77
aut,2019,98.08
aze,1992,63.08
aze,1993,50.47
aze,1994,42.17
aze,1995,37.85
aze,1996,44.9
aze,1997,39.89
aze,1998,41.15
aze,1999,47.67
aze,2000,56.91
aze,2001,66.37
aze,2002,70.08
aze,2003,73.45
aze,2004,71.5
aze,2005,84.62
aze,2006,85.61
aze,2007,86.47
aze,2008,92.23
aze,2009,95.94
aze,2010,86.89
aze,2011,94.13
aze,2012,98.66
aze,2013,101.44
aze,2014,92.86
aze,2015,102.88
aze,2016,104.25
aze,2017,110.31
aze,2018,118.96
aze,2019,129.2
bdi,1961,49.07
bdi,1962,49.12
bdi,1963,48.94
bdi,1964,54.19
bdi,1965,53.69
bdi,1966,53.99
bdi,1967,56.37
bdi,1968,57.49
bdi,1969,56.47
bdi,1970,57.81
bdi,1971,59.52
bdi,1972,53.56
bdi,1973,60.45
bdi,1974,56.56
bdi,1975,60.78
bdi,1976,62.02
bdi,1977,63.38
bdi,1978,60.65
bdi,1979,61.27
bdi,1980,59.8
bdi,1981,67.23
bdi,1982,63.16
bdi,1983,63.96
bdi,1984,62.93
bdi,1985,72.11
bdi,1986,75.23
bdi,1987,78
bdi,1988,79.4
bdi,1989,74.95
bdi,1990,81.03
bdi,1991,83.41
bdi,1992,85.87
bdi,1993,82.12
bdi,1994,73.03
bdi,1995,75.62
bdi,1996,77.07
bdi,1997,77.08
bdi,1998,71.29
bdi,1999,75.35
bdi,2000,80.8
bdi,2001,88.58
bdi,2002,103.38
bdi,2003,87.76
bdi,2004,105.28
bdi,2005,84.7
bdi,2006,97.6
bdi,2007,85.96
bdi,2008,95.51
bdi,2009,90.64
bdi,2010,101.35
bdi,2011,94.01
bdi,2012,80.84
bdi,2013,116.38
bdi,2014,101.1
bdi,2015,95.36
bdi,2016,103.54
bdi,2017,105.06
bdi,2018,145.08
bdi,2019,151.67999
bel,2000,96.95
bel,2001,84.94
bel,2002,94
bel,2003,93.45
bel,2004,104.21
bel,2005,96.67
bel,2006,88.66
bel,2007,94.07
bel,2008,91.58
bel,2009,98.8
bel,2010,100.25
bel,2011,101.77
bel,2012,91.05
bel,2013,97.7
bel,2014,109.39
bel,2015,99.94
bel,2016,90.67
bel,2017,102.1
bel,2018,86.79
bel,2019,100.02
ben,1961,14.22
ben,1962,13.46
ben,1963,13.2
ben,1964,13.42
ben,1965,14.02
ben,1966,13.65
ben,1967,15.38
ben,1968,15.83
ben,1969,15.46
ben,1970,15.7
ben,1971,15.64
ben,1972,15.8
ben,1973,16.42
ben,1974,15.14
ben,1975,14.98
ben,1976,17.38
ben,1977,17.64
ben,1978,19.92
ben,1979,20.72
ben,1980,19.06
ben,1981,18.7
ben,1982,18.51
ben,1983,18.06
ben,1984,23.18
ben,1985,23.15
ben,1986,25.04
ben,1987,22.39
ben,1988,27.64
ben,1989,29.08
ben,1990,29.76
ben,1991,33.32
ben,1992,32.9
ben,1993,33.84
ben,1994,35.84
ben,1995,38.1
ben,1996,40.8
ben,1997,45.83
ben,1998,47.11
ben,1999,50.89
ben,2000,53.81
ben,2001,54.33
ben,2002,64.58
ben,2003,61.55
ben,2004,65.25
ben,2005,65.28
ben,2006,56.77
ben,2007,58.77
ben,2008,74.59
ben,2009,78.39
ben,2010,80.32
ben,2011,84.68
ben,2012,91.79
ben,2013,99.6
ben,2014,103.87
ben,2015,94.18
ben,2016,101.95
ben,2017,105.39
ben,2018,110.34
ben,2019,109.43
bfa,1961,16.53
bfa,1962,18.32
bfa,1963,18.43
bfa,1964,20.72
bfa,1965,19.89
bfa,1966,20.64
bfa,1967,21.05
bfa,1968,22.54
bfa,1969,21.56
bfa,1970,22.1
bfa,1971,19.53
bfa,1972,19.36
bfa,1973,18.67
bfa,1974,22.81
bfa,1975,25.29
bfa,1976,22.61
bfa,1977,23.3
bfa,1978,24.74
bfa,1979,25.35
bfa,1980,23.69
bfa,1981,27.79
bfa,1982,26.99
bfa,1983,26.49
bfa,1984,26.6
bfa,1985,35.18
bfa,1986,39.34
bfa,1987,35.12
bfa,1988,42.86
bfa,1989,39.75
bfa,1990,34.2
bfa,1991,45.19
bfa,1992,46.46
bfa,1993,50.1
bfa,1994,45.42
bfa,1995,45.83
bfa,1996,50.2
bfa,1997,40.66
bfa,1998,53.37
bfa,1999,55.52
bfa,2000,44.1
bfa,2001,62.88
bfa,2002,61.26
bfa,2003,69.7
bfa,2004,56.35
bfa,2005,67
bfa,2006,67.08
bfa,2007,58.71
bfa,2008,83.35
bfa,2009,74.34
bfa,2010,90.26
bfa,2011,78.52
bfa,2012,94.69
bfa,2013,100.54
bfa,2014,101.79
bfa,2015,96.1
bfa,2016,102.11
bfa,2017,91.03
bfa,2018,110.79
bfa,2019,116.58
bgd,1961,27.64
bgd,1962,26.07
bgd,1963,29.46
bgd,1964,29.35
bgd,1965,29.99
bgd,1966,28.56
bgd,1967,32.58
bgd,1968,32.92
bgd,1969,34.71
bgd,1970,32.69
bgd,1971,29.49
bgd,1972,29.6
bgd,1973,32.87
bgd,1974,31.19
bgd,1975,34.66
bgd,1976,33.05
bgd,1977,35.66
bgd,1978,36.45
bgd,1979,35.81
bgd,1980,37.98
bgd,1981,37.56
bgd,1982,38.96
bgd,1983,39.94
bgd,1984,40.19
bgd,1985,41.96
bgd,1986,42.44
bgd,1987,41.74
bgd,1988,41.7
bgd,1989,45.86
bgd,1990,46
bgd,1991,47.11
bgd,1992,47.48
bgd,1993,46.84
bgd,1994,44.81
bgd,1995,46.34
bgd,1996,48.97
bgd,1997,49.4
bgd,1998,51.26
bgd,1999,58.66
bgd,2000,62.88
bgd,2001,61.34
bgd,2002,62.86
bgd,2003,64.31
bgd,2004,62.69
bgd,2005,71.28
bgd,2006,73.72
bgd,2007,78.08
bgd,2008,84.32
bgd,2009,84.84
bgd,2010,90.16
bgd,2011,93.27
bgd,2012,93.7
bgd,2013,96.25
bgd,2014,98.59
bgd,2015,101.21
bgd,2016,100.2
bgd,2017,107.87
bgd,2018,107.37
bgd,2019,109.47
bgr,1961,87.79
bgr,1962,98.63
bgr,1963,103.85
bgr,1964,107.74
bgr,1965,111.3
bgr,1966,127.84
bgr,1967,120.66
bgr,1968,120.55
bgr,1969,126.34
bgr,1970,123.29
bgr,1971,123.5
bgr,1972,130.35001
bgr,1973,130.45
bgr,1974,121.83
bgr,1975,123.71
bgr,1976,135.66
bgr,1977,119.61
bgr,1978,127.46
bgr,1979,130.64
bgr,1980,120.65
bgr,1981,135.53
bgr,1982,146.62
bgr,1983,122.36
bgr,1984,138.95
bgr,1985,105.71
bgr,1986,127.66
bgr,1987,118.22
bgr,1988,119.81
bgr,1989,128.75
bgr,1990,116.03
bgr,1991,113.41
bgr,1992,100.23
bgr,1993,73.36
bgr,1994,86.39
bgr,1995,98.57
bgr,1996,69.18
bgr,1997,84.42
bgr,1998,78.38
bgr,1999,76.85
bgr,2000,67.55
bgr,2001,73.84
bgr,2002,79.57
bgr,2003,69
bgr,2004,90.5
bgr,2005,66.98
bgr,2006,71.89
bgr,2007,53.3
bgr,2008,82.76
bgr,2009,75.51
bgr,2010,87.56
bgr,2011,88
bgr,2012,78.06
bgr,2013,102.88
bgr,2014,101.3
bgr,2015,97.04
bgr,2016,101.66
bgr,2017,108.18
bgr,2018,107.94
bgr,2019,110.88
bhr,1961,67.46
bhr,1962,67.31
bhr,1963,68.1
bhr,1964,68.1
bhr,1965,68.28
bhr,1966,67.2
bhr,1967,67.74
bhr,1968,68.14
bhr,1969,68.56
bhr,1970,69.19
bhr,1971,69.74
bhr,1972,70.84
bhr,1973,70.84
bhr,1974,76.26
bhr,1975,107.64
bhr,1976,142.49001
bhr,1977,180.22
bhr,1978,179.63
bhr,1979,179.72
bhr,1980,181.75999
bhr,1981,80.29
bhr,1982,62.84
bhr,1983,63.65
bhr,1984,64.33
bhr,1985,72.28
bhr,1986,75.79
bhr,1987,84.44
bhr,1988,84.46
bhr,1989,84.18
bhr,1990,48.44
bhr,1991,52.65
bhr,1992,60.34
bhr,1993,65.72
bhr,1994,76.95
bhr,1995,93.98
bhr,1996,94.73
bhr,1997,94.22
bhr,1998,110.52
bhr,1999,96.16
bhr,2000,94.13
bhr,2001,91.69
bhr,2002,81.17
bhr,2003,82.07
bhr,2004,79.82
bhr,2005,74.48
bhr,2006,99.1
bhr,2007,91.94
bhr,2008,89.71
bhr,2009,89.32
bhr,2010,88.22
bhr,2011,85.89
bhr,2012,86.08
bhr,2013,85.26
bhr,2014,92.15
bhr,2015,98.17
bhr,2016,109.68
bhr,2017,94.2
bhr,2018,95.94
bhr,2019,97.75
bhs,1961,25.49
bhs,1962,26.67
bhs,1963,28.11
bhs,1964,29.04
bhs,1965,30
bhs,1966,32.21
bhs,1967,34.27
bhs,1968,34.55
bhs,1969,34.74
bhs,1970,37.82
bhs,1971,35.85
bhs,1972,41.05
bhs,1973,41.52
bhs,1974,42.64
bhs,1975,44.38
bhs,1976,49.25
bhs,1977,48.87
bhs,1978,47.86
bhs,1979,48.04
bhs,1980,47.93
bhs,1981,51.98
bhs,1982,50.5
bhs,1983,48.37
bhs,1984,50.81
bhs,1985,49.08
bhs,1986,47.62
bhs,1987,48.18
bhs,1988,49.12
bhs,1989,51.45
bhs,1990,51.31
bhs,1991,47.62
bhs,1992,45.13
bhs,1993,46.09
bhs,1994,47.61
bhs,1995,52.12
bhs,1996,52.07
bhs,1997,54.81
bhs,1998,57.17
bhs,1999,61.72
bhs,2000,60.58
bhs,2001,63.3
bhs,2002,61.28
bhs,2003,64.49
bhs,2004,69.45
bhs,2005,68.65
bhs,2006,72.71
bhs,2007,78.14
bhs,2008,77.77
bhs,2009,71.54
bhs,2010,91.06
bhs,2011,93.35
bhs,2012,93.45
bhs,2013,94.41
bhs,2014,98.48
bhs,2015,100.14
bhs,2016,101.38
bhs,2017,102.82
bhs,2018,104.12
bhs,2019,104.18
bih,1992,76.99
bih,1993,70.8
bih,1994,62.95
bih,1995,62.7
bih,1996,65.92
bih,1997,80.94
bih,1998,87.3
bih,1999,85.93
bih,2000,67.95
bih,2001,76.98
bih,2002,83.23
bih,2003,73.29
bih,2004,102.11
bih,2005,96.83
bih,2006,99.64
bih,2007,92.82
bih,2008,101.61
bih,2009,104.84
bih,2010,95.35
bih,2011,97.47
bih,2012,82.18
bih,2013,105.79
bih,2014,83.44
bih,2015,98.38
bih,2016,118.18
bih,2017,95.21
bih,2018,127.66
bih,2019,115.37
blr,1992,91.1
blr,1993,109.45
blr,1994,80.8
blr,1995,86.23
blr,1996,95.39
blr,1997,78.51
blr,1998,74
blr,1999,67.07
blr,2000,81.77
blr,2001,78.86
blr,2002,82.15
blr,2003,87.26
blr,2004,104.47
blr,2005,93.5
blr,2006,95.96
blr,2007,101.63
blr,2008,116.64
blr,2009,108.32
blr,2010,103.55
blr,2011,97.95
blr,2012,107.17
blr,2013,93.06
blr,2014,107.95
blr,2015,97.62
blr,2016,94.43
blr,2017,101.24
blr,2018,91.27
blr,2019,96.11
blz,1961,14.95
blz,1962,12.01
blz,1963,13.29
blz,1964,16.76
blz,1965,17.69
blz,1966,20.7
blz,1967,22.99
blz,1968,26.06
blz,1969,24.32
blz,1970,26.07
blz,1971,27.69
blz,1972,29.02
blz,1973,30.84
blz,1974,34.16
blz,1975,31.47
blz,1976,28.94
blz,1977,35.4
blz,1978,40.5
blz,1979,36.02
blz,1980,43.13
blz,1981,42.93
blz,1982,46.07
blz,1983,40.39
blz,1984,41.06
blz,1985,40.66
blz,1986,42.05
blz,1987,48.78
blz,1988,45.87
blz,1989,51.39
blz,1990,56.01
blz,1991,52.76
blz,1992,66.15
blz,1993,71.78
blz,1994,66.23
blz,1995,74.59
blz,1996,80.95
blz,1997,89.83
blz,1998,82.55
blz,1999,90.29
blz,2000,105.22
blz,2001,101.17
blz,2002,89.29
blz,2003,91.66
blz,2004,104.18
blz,2005,108.91
blz,2006,105.41
blz,2007,104.73
blz,2008,101.56
blz,2009,101.39
blz,2010,101.06
blz,2011,90.99
blz,2012,111.6
blz,2013,101.05
blz,2014,103.5
blz,2015,101.82
blz,2016,94.68
blz,2017,104.69
blz,2018,97.47
blz,2019,95.44
bmu,1961,59.92
bmu,1962,53.92
bmu,1963,63.38
bmu,1964,67.27
bmu,1965,72.18
bmu,1966,70.6
bmu,1967,62.23
bmu,1968,60.22
bmu,1969,46.17
bmu,1970,73.17
bmu,1971,47.69
bmu,1972,42.55
bmu,1973,55.46
bmu,1974,60.85
bmu,1975,59.73
bmu,1976,62.48
bmu,1977,59.52
bmu,1978,61.85
bmu,1979,62.85
bmu,1980,56.66
bmu,1981,59.71
bmu,1982,63.08
bmu,1983,63.15
bmu,1984,60.43
bmu,1985,63.86
bmu,1986,63.47
bmu,1987,63.24
bmu,1988,69.51
bmu,1989,80.78
bmu,1990,79.11
bmu,1991,79.72
bmu,1992,79.9
bmu,1993,79.42
bmu,1994,79.23
bmu,1995,83.01
bmu,1996,75.05
bmu,1997,81.11
bmu,1998,85.28
bmu,1999,87.82
bmu,2000,89.44
bmu,2001,90.92
bmu,2002,80.32
bmu,2003,86.35
bmu,2004,85.55
bmu,2005,83.83
bmu,2006,86.04
bmu,2007,90.21
bmu,2008,91.28
bmu,2009,97.28
bmu,2010,96.59
bmu,2011,98.11
bmu,2012,103.47
bmu,2013,99.81
bmu,2014,100.15
bmu,2015,99.88
bmu,2016,99.97
bmu,2017,100.68
bmu,2018,101.65
bol,1961,14.27
bol,1962,14.82
bol,1963,16.08
bol,1964,16.58
bol,1965,17.22
bol,1966,17.78
bol,1967,18.33
bol,1968,20.11
bol,1969,19.93
bol,1970,20.7
bol,1971,21.43
bol,1972,22.63
bol,1973,23.92
bol,1974,25.06
bol,1975,27.27
bol,1976,28.22
bol,1977,26.42
bol,1978,25.97
bol,1979,25.76
bol,1980,27.68
bol,1981,29.04
bol,1982,29.89
bol,1983,20.75
bol,1984,28.86
bol,1985,33.11
bol,1986,33.44
bol,1987,34.81
bol,1988,35.38
bol,1989,35.83
bol,1990,36.33
bol,1991,39.1
bol,1992,37.49
bol,1993,40.52
bol,1994,43.12
bol,1995,47.49
bol,1996,49.13
bol,1997,50.62
bol,1998,52.07
bol,1999,52.58
bol,2000,56.24
bol,2001,57.26
bol,2002,60.15
bol,2003,63.74
bol,2004,61.57
bol,2005,65.89
bol,2006,67.76
bol,2007,67.8
bol,2008,67.94
bol,2009,80.86
bol,2010,75.49
bol,2011,77.17
bol,2012,88.78
bol,2013,93.28
bol,2014,96.17
bol,2015,102.36
bol,2016,101.47
bol,2017,95.32
bol,2018,107.96
bol,2019,107.94
bra,1961,16.62
bra,1962,17.28
bra,1963,17.23
bra,1964,16.68
bra,1965,20.77
bra,1966,18.38
bra,1967,20.35
bra,1968,19.93
bra,1969,20.56
bra,1970,20.97
bra,1971,22.78
bra,1972,23.73
bra,1973,22.09
bra,1974,25.13
bra,1975,25.45
bra,1976,26.04
bra,1977,28.3
bra,1978,27.24
bra,1979,28.78
bra,1980,31.75
bra,1981,33.59
bra,1982,33.49
bra,1983,33.74
bra,1984,36.18
bra,1985,40.21
bra,1986,37.17
bra,1987,42.44
bra,1988,41.95
bra,1989,44.39
bra,1990,40.96
bra,1991,41.66
bra,1992,44.32
bra,1993,44.1
bra,1994,47.67
bra,1995,48.78
bra,1996,46.23
bra,1997,49.61
bra,1998,50.3
bra,1999,53.39
bra,2000,54.16
bra,2001,57.06
bra,2002,61.27
bra,2003,66.79
bra,2004,68.32
bra,2005,67.42
bra,2006,71.68
bra,2007,77.2
bra,2008,84.15
bra,2009,82.6
bra,2010,88.38
bra,2011,92.82
bra,2012,89.83
bra,2013,97.84
bra,2014,98.69
bra,2015,102.68
bra,2016,98.63
bra,2017,109.7
bra,2018,109.19
bra,2019,110.11
brb,1961,501.66
brb,1962,525.65002
brb,1963,601.15002
brb,1964,531.77002
brb,1965,609.62
brb,1966,551.82001
brb,1967,642.28998
brb,1968,501.07001
brb,1969,462.82001
brb,1970,526.70001
brb,1971,459.23001
brb,1972,403.63
brb,1973,384.53
brb,1974,349.91
brb,1975,321.47
brb,1976,340.26001
brb,1977,387.82999
brb,1978,345.67999
brb,1979,392.44
brb,1980,447.89999
brb,1981,368.29999
brb,1982,320.29001
brb,1983,293.53
brb,1984,310.67001
brb,1985,299.67001
brb,1986,337.79999
brb,1987,273.79999
brb,1988,271.76001
brb,1989,229.96001
brb,1990,245.14999
brb,1991,242.02
brb,1992,223.72
brb,1993,200.23
brb,1994,199.10001
brb,1995,204.3
brb,1996,254.67
brb,1997,249.52
brb,1998,214.99001
brb,1999,235.2
brb,2000,241.38
brb,2001,201.78999
brb,2002,200.16
brb,2003,197.10001
brb,2004,179.75999
brb,2005,205.67999
brb,2006,178.53999
brb,2007,180.06
brb,2008,156.11
brb,2009,173.07001
