geo,time,cm_mkt_trad_cd
chn,2015,39326016590000
chn,2016,18295058830306.60156
chn,2017,17223330026369.80078
chn,2018,13070642237217.09961
chn,2019,18247704170000
chn,2020,31580655980000
civ,1998,19020000
civ,1999,75420000
civ,2000,32990000
civ,2001,8600000
civ,2002,17490000
civ,2003,24310000
civ,2004,50170000
civ,2005,34960000
civ,2006,107040000
civ,2007,164360000
civ,2008,291860000
civ,2009,240600000
civ,2010,227010000
civ,2011,116580000
civ,2012,174200000
civ,2013,367370000
civ,2014,398980000
civ,2015,521850000
civ,2019,150790000
civ,2020,169100000
col,1980,357000000
col,1981,490000000
col,1982,124000000
col,1983,62000000
col,1984,54000000
col,1985,43000000
col,1986,52000000
col,1987,105000000
col,1988,95000000
col,1989,101000000
col,1990,108000000
col,1991,358000000
col,1992,828000000
col,1993,908000000
col,1994,2633000000
col,1995,1202000000
col,1996,2557000000
col,1997,2389000000
col,1998,3263000000
col,1999,1382000000
col,2000,1179000000
col,2001,784000000
col,2002,1031000000
col,2003,805800000
col,2004,2079600000
col,2005,9548720000
col,2006,15617180000
col,2007,17247590000
col,2008,18034040000
col,2009,19849620000
col,2010,22697170000
col,2011,25946340000
col,2012,32202940000
col,2013,20409200000
col,2014,17216000000
col,2015,11586530000
col,2016,14167836235.6802
col,2017,13865382953.3394
col,2018,13662415354.6522
col,2019,13904860000
col,2020,10000100000
cri,1993,11000000
cri,1994,21700000
cri,1995,15740000
cri,1996,13510000
cri,1997,17250000
cri,1998,32360000
cri,1999,208320000
cri,2003,114900000
cri,2004,37580000
cri,2005,21900000
cri,2006,61830000
cri,2007,71690000
cri,2008,54460000
cri,2009,31340000
cri,2010,41350000
cri,2011,36830000
cri,2012,33600000
cri,2013,66100000
cri,2014,121660000
cri,2015,51860000
cri,2016,35960000
cri,2017,55370000
cri,2018,46230000
cri,2019,36600000
cri,2020,30280000
cym,2006,1580000
cym,2007,5800000
cym,2008,1400000
cym,2009,1900000
cym,2010,1000000
cym,2011,2540000
cym,2012,2540000
cym,2015,500000
cym,2018,9800000
cym,2019,3540000
cym,2020,1300000
cyp,1993,28100000
cyp,1994,88200000
cyp,1995,296700000
cyp,1996,458500000
cyp,1997,402500000
cyp,1998,700300000
cyp,1999,6409000000
cyp,2000,9541300000
cyp,2001,3148800000
cyp,2002,668000000
cyp,2003,310300000
cyp,2004,264700000
cyp,2005,472800000
cyp,2006,3146500000
cyp,2007,4464700000
cyp,2008,1794400000
cyp,2009,1761280000
cyp,2010,742500000
cyp,2011,449200000
cyp,2012,294610000
cyp,2013,41220000
cyp,2014,56610000
cyp,2015,130900000
cyp,2016,74231207.28929
cyp,2017,69126963.58914
cyp,2018,55762847.65938
cyp,2019,56020000
cyp,2020,38970000
cze,1993,237500000
cze,1994,1527300000
cze,1995,2744870000
cze,1996,6329680000
cze,1997,5712390000
cze,1998,4725690000
cze,1999,3933790000
cze,2000,6650030000
cze,2001,3448100000
cze,2002,5922260000
cze,2003,8768390000
cze,2004,18009920000
cze,2005,34340240000
cze,2006,28778550000
cze,2007,37788550000
cze,2008,32280700000
cze,2009,26637000000
cze,2010,22077000000
cze,2011,20608000000
cze,2012,17535000000
cze,2013,12269000000
cze,2014,10777000000
cze,2020,4228900000
deu,1975,10495060000
deu,1976,10564960000
deu,1977,13172000000
deu,1978,18804000000
deu,1979,14821250000
deu,1980,14148550000
deu,1981,13701440000
deu,1982,14795290000
deu,1983,30886260000
deu,1984,26907560000
deu,1985,85608420000
deu,1986,151830690000
deu,1987,424407210000
deu,1988,345321000000
deu,1989,348053300000
deu,1990,542481790000
deu,1991,437577310000
deu,1992,430083960000
deu,1993,529576730000
deu,1994,603703230000
deu,1995,580134700000
deu,1996,149809670000
deu,1997,988221460000
deu,1998,1468731990000
deu,1999,1308493540000
deu,2000,1827236880000
deu,2001,1301049770000
deu,2002,871757290000
deu,2003,1017280520000
deu,2004,1181299170000
deu,2005,1288068410000
deu,2006,1950838200000
deu,2007,3254836700000
deu,2008,4189639200000
deu,2009,1787794400000
deu,2010,1494656830000
deu,2011,1573604310000
deu,2012,1249945420000
deu,2013,1312611820000
deu,2014,1269066800000
deu,2015,1444613090000
deu,2016,1124111807137.42993
deu,2017,1558599058819.02002
deu,2018,1616149822593.57007
deu,2019,1350329600000
deu,2020,1814088890000
dnk,1975,54000000
dnk,1976,65000000
dnk,1977,49000000
dnk,1978,62000000
dnk,1979,62890000
dnk,1980,54560000
dnk,1981,56930000
dnk,1982,55820000
dnk,1983,168030000
dnk,1984,159420000
dnk,1985,1505520000
dnk,1986,2055870000
dnk,1987,2145550000
dnk,1988,5000290000
dnk,1989,13998180000
dnk,1990,11894040000
dnk,1991,10036490000
dnk,1992,15204790000
dnk,1993,20028360000
dnk,1994,25793870000
dnk,1995,26206400000
dnk,1996,33809000000
dnk,1997,43861170000
dnk,1998,67133470000
dnk,1999,55562340000
dnk,2000,89909810000
dnk,2001,66026060000
dnk,2002,32507890000
dnk,2003,43877390000
dnk,2004,68190070000
ecu,1994,71300000
ecu,1995,112500000
ecu,1996,70200000
ecu,1997,62200000
ecu,1998,9400000
ecu,1999,18300000
ecu,2000,18300000
ecu,2001,4800000
ecu,2002,13200000
egy,2006,48363770000
egy,2007,61517870000
egy,2008,95826680000
egy,2009,74374270000
egy,2010,37215400000
egy,2011,15897550000
egy,2012,17093390000
egy,2013,12735110000
egy,2014,26440980000
egy,2015,14760100000
egy,2016,10080164453.5071
egy,2017,14428816885.2011
egy,2018,14477615046.3766
egy,2019,11164640000
egy,2020,16081080000
esp,1975,1807000000
esp,1976,1962000000
esp,1978,2148000000
esp,1979,1119220000
esp,1980,887760000
esp,1981,1536270000
esp,1982,1206910000
esp,1983,1189500000
esp,1984,2285720000
esp,1985,3731060000
esp,1986,15808470000
esp,1987,40861730000
esp,1988,26273780000
esp,1989,39543850000
esp,1990,45237610000
esp,1991,48194420000
esp,1992,38079680000
esp,1993,45389680000
esp,1994,69287400000
esp,1995,65931590000
esp,1996,103558370000
esp,1997,190139930000
esp,1998,376134970000
esp,1999,1025852420000
esp,2000,1583553500000
esp,2001,1490411300000
esp,2002,453547920000
esp,2003,618319840000
esp,2004,860943370000
esp,2005,981438310000
esp,2006,1498503960000
esp,2007,2278395800000
esp,2008,1727120120000
esp,2009,1278007430000
esp,2010,1374271440000
esp,2011,1127592290000
esp,2012,864383240000
esp,2013,914963460000
esp,2014,991721470000
esp,2015,978396430000
esp,2016,646295000000
esp,2017,734350000000
esp,2018,623690935103.58203
esp,2019,500184000000
esp,2020,489373000000
est,1998,691000000
est,1999,280400000
est,2000,332100000
est,2001,258300000
est,2002,230600000
est,2003,615200000
est,2004,899200000
fin,1982,137600000
fin,1983,239160000
fin,1984,384000000
fin,1985,574030000
fin,1986,1976180000
fin,1987,6735730000
fin,1988,7099740000
fin,1989,7784920000
fin,1990,4138690000
fin,1991,1513030000
fin,1992,1958120000
fin,1993,7809610000
fin,1994,13296000000
fin,1995,19206500000
fin,1996,4532410000
fin,1997,34654130000
fin,1998,63595810000
fin,1999,105065650000
fin,2000,210660030000
fin,2001,179015230000
fin,2002,143783330000
fin,2003,142323710000
fin,2004,188759280000
fra,1975,5644990000
fra,1976,4013970000
fra,1977,3488000000
fra,1978,9519000000
fra,1979,9431940000
fra,1980,9418460000
fra,1981,7945300000
fra,1982,7161340000
fra,1983,7619230000
fra,1984,7006760000
fra,1985,17435720000
fra,1986,55352670000
fra,1987,89407880000
fra,1988,64377790000
fra,1989,110818280000
fra,1990,122115810000
fra,1991,123463900000
fra,1992,116743530000
fra,1993,160583800000
fra,1994,205528880000
fra,1995,211257340000
fra,1996,269928220000
fra,1997,393446810000
fra,1998,603976050000
fra,1999,723606290000
fra,2000,1080301380000
fra,2001,980888380000
fra,2002,1032545060000
fra,2003,1103021950000
fra,2004,1323735230000
fra,2005,1271455120000
fra,2006,2015577290000
fra,2007,2895762310000
fra,2008,2405976410000
fra,2009,1284109570000
fra,2010,1350174790000
fra,2011,1329956610000
fra,2012,1074477150000
fra,2013,1105516960000
fra,2014,1168618040000
fra,2015,1328364110000
gbr,1975,35400000000
gbr,1976,24075000000
gbr,1977,19361000000
gbr,1978,19634000000
gbr,1979,25571600000
gbr,1980,35824600000
gbr,1981,32839200000
gbr,1982,32744600000
gbr,1983,42575800000
gbr,1984,48283100000
gbr,1985,76355610000
gbr,1986,113003200000
gbr,1987,427051100000
gbr,1988,294597540000
gbr,1989,317499520000
gbr,1990,304246190000
gbr,1991,333762140000
gbr,1992,328432700000
gbr,1993,417197960000
gbr,1994,474106870000
gbr,1995,501733270000
gbr,1996,588675200000
gbr,1997,836890420000
gbr,1998,1044696390000
gbr,1999,1423785660000
gbr,2000,1833383630000
gbr,2001,1893938290000
gbr,2002,1047574930000
gbr,2003,1245706210000
gbr,2004,1621275060000
gbr,2005,1729902330000
gbr,2006,2763295580000
gbr,2007,3947700220000
gbr,2008,2735562940000
gbr,2009,2807470000000
gbr,2010,3213161000000
gbr,2011,3034966000000
gbr,2012,2470374000000
gbr,2013,1675053000000
gbr,2014,2357017000000
gha,1993,4100000
gha,1994,69000000
gha,1995,18850000
gha,1996,16150000
gha,1997,41310000
gha,1998,57270000
gha,1999,19890000
gha,2000,6960000
gha,2001,12500000
gha,2002,10000000
gha,2003,43990000
gha,2004,72880000
gha,2005,51000000
gha,2006,51600000
gha,2007,145400000
gha,2008,286800000
gha,2009,51800000
gha,2010,101800000
gha,2011,254100000
gha,2012,51000000
gha,2013,192900000
gha,2020,32660000
grc,1980,291000000
grc,1981,189000000
grc,1982,132000000
grc,1983,64000000
grc,1984,48000000
grc,1985,71000000
grc,1986,107000000
grc,1987,1202000000
grc,1988,832000000
grc,1989,1429000000
grc,1990,7977000000
grc,1991,4785000000
grc,1992,2755000000
grc,1993,5037000000
grc,1994,5008500000
grc,1995,5950100000
grc,1996,8234400000
grc,1997,21136600000
grc,1998,50019500000
grc,1999,183894700000
grc,2000,91619800000
grc,2001,37130260000
grc,2002,20448960000
grc,2003,33877540000
grc,2004,39892350000
grc,2005,49161710000
grc,2006,86545360000
grc,2007,121523700000
grc,2008,81801420000
grc,2009,59313130000
grc,2010,40642980000
grc,2011,22978960000
grc,2012,15077480000
grc,2013,24010790000
grc,2014,33050380000
grc,2015,17942840000
grc,2016,12224003416.8565
grc,2017,15211933446.4284
grc,2018,11885383999.0844
grc,2019,15426070000
grc,2020,16482780000
hkg,1975,484000000
hkg,1976,646000000
hkg,1977,327870000
hkg,1978,408440000
hkg,1979,1073940000
hkg,1980,777050000
hkg,1986,15316600000
hkg,1987,45408110000
hkg,1988,23422710000
hkg,1989,34582330000
hkg,1990,34583770000
hkg,1991,38525460000
hkg,1992,78452650000
hkg,1993,132114100000
hkg,1994,125745700000
hkg,1995,95588900000
hkg,1996,166243900000
hkg,1997,453034520000
hkg,1998,205945810000
hkg,1999,227669000000
hkg,2000,372996060000
hkg,2001,238191310000
hkg,2002,178937670000
hkg,2003,272849940000
hkg,2004,403727910000
hkg,2005,421194600000
hkg,2006,755545250000
hkg,2007,2015819340000
hkg,2008,1568212800000
hkg,2009,1413270670000
hkg,2010,1487593610000
hkg,2011,1436954110000
hkg,2012,1076727570000
hkg,2013,1267004630000
hkg,2014,1450936260000
hkg,2015,2068670580000
hkg,2016,1351097197683.87012
hkg,2017,1953131618025.77002
hkg,2018,2266769163484.99023
hkg,2019,1822240530000
hkg,2020,3069358660000
hrv,1993,13200000
hrv,1994,13200000
hrv,1995,308000000
hrv,1996,178720000
hrv,1997,242360000
hrv,1998,100040000
hrv,1999,68810000
hrv,2000,189230000
hrv,2001,115900000
hrv,2002,160170000
hrv,2003,246530000
hrv,2004,464980000
hrv,2005,756920000
hrv,2006,1876170000
hrv,2007,4386100000
hrv,2008,3215960000
hrv,2009,1461890000
hrv,2010,1049850000
hrv,2011,926790000
hrv,2012,542700000
hrv,2013,553800000
hrv,2014,490100000
hrv,2015,423780000
hrv,2016,317770000
hrv,2017,432312165.65728
hrv,2018,247128709.81198
hrv,2019,328510000
hun,2002,6642220000
hun,2003,8862590000
hun,2004,14269590000
hun,2005,22164080000
hun,2006,30986590000
hun,2007,47286400000
hun,2008,27563770000
hun,2009,27205900000
hun,2010,26466460000
hun,2011,15651910000
hun,2012,10963360000
hun,2013,10822660000
hun,2014,7113710000
hun,2015,7440530000
hun,2016,7812418043.96444
hun,2017,10382730752.3874
hun,2018,9889918211.71502
hun,2019,8668020000
hun,2020,11302390000
idn,1993,9088400000
idn,1994,11787500000
idn,1995,14374600000
idn,1996,32438700000
idn,1997,21994720000
idn,1998,12930830000
idn,1999,21161630000
idn,2000,12901770000
idn,2001,9638140000
idn,2002,12387720000
idn,2003,12760430000
idn,2004,21878750000
idn,2005,27858890000
idn,2006,40323050000
idn,2007,94914290000
idn,2008,75849340000
idn,2009,86073390000
idn,2010,104452210000
idn,2011,105475470000
idn,2012,91929370000
idn,2013,98857720000
idn,2014,90721490000
idn,2015,75045300000
idn,2016,90406630406.6304
idn,2017,92513090234.79689
idn,2018,104652371915.392
idn,2019,117889020000
idn,2020,131144740000
ind,2000,512843277404.08899
ind,2001,248143458382.80399
ind,2002,196912922278.522
ind,2003,282783840505.30603
ind,2004,377037338892.26398
ind,2005,473719089409.91498
ind,2006,637009616429.83496
ind,2007,1090413525348.73999
ind,2008,1037255713974.31006
ind,2009,1050732771502.81995
ind,2010,1060888757347.97998
ind,2011,740661117594.70996
ind,2012,637439438294.27295
ind,2013,570993690332.56995
ind,2014,761434863288.323
ind,2015,802189246647.97205
ind,2016,808345072456.10803
ind,2017,1204808201528.86011
ind,2018,1295711222296.80005
ind,2019,1285594464766.56006
ind,2020,1945317139001.3501
irl,1995,13327400000
irl,1996,11794400000
irl,1997,16003420000
irl,1998,43099750000
irl,1999,45080690000
irl,2000,14714110000
irl,2001,22484200000
irl,2002,3139580000
irl,2003,6103660000
irl,2004,5977030000
irl,2005,7806200000
irl,2006,12079770000
irl,2007,24661110000
irl,2008,17562380000
irl,2009,9880900000
irl,2010,8869570000
irl,2011,8171340000
irl,2012,9374110000
irl,2013,14901120000
irl,2014,16573830000
irl,2015,20929460000
irl,2016,22345510630.2202
irl,2017,28924231097.3097
irl,2018,32083358132.082
irn,1975,153000000
irn,1976,300000000
irn,1977,202000000
irn,1978,449000000
irn,1991,530700000
irn,1992,595850000
irn,1993,211960000
irn,1994,432500000
irn,1995,554560000
irn,1996,1865100000
irn,1997,962190000
irn,1998,871610000
irn,1999,1775020000
irn,2000,4460570000
irn,2001,1567300000
irn,2002,1741100000
irn,2003,3912990000
irn,2004,11257690000
irn,2005,7197880000
irn,2006,4713980000
irn,2007,8146940000
irn,2008,14618110000
irn,2009,16988400000
irn,2010,16987110000
irn,2011,14409330000
irn,2012,15061390000
irn,2013,44305850000
irn,2014,23365970000
irn,2015,8444810000
irn,2016,18689210535.07249
irn,2017,11741666197.0633
irn,2018,26215069785.71429
irn,2019,65963990000
irn,2020,462460320000
isl,1993,13200000
isl,1994,19500000
isl,1995,43800000
isl,1996,84900000
isl,1997,180900000
isl,1998,517600000
isl,1999,1571800000
isl,2000,2205400000
isl,2001,1282000000
isl,2002,3963600000
isl,2003,7808700000
isl,2004,11735200000
isr,1979,621360000
isr,1980,1657730000
isr,1981,3076120000
isr,1982,4802450000
isr,1983,5374800000
isr,1984,622650000
isr,1985,718900000
isr,1986,2095900000
isr,1987,4828200000
isr,1988,2322300000
isr,1989,3740500000
isr,1990,5257320000
isr,1991,8386040000
isr,1992,13095820000
isr,1993,28782030000
isr,1994,25054020000
isr,1995,8789260000
isr,1996,8100000000
isr,1997,13896080000
isr,1998,13820100000
isr,1999,20933460000
isr,2000,28704830000
isr,2001,14989800000
isr,2002,11370200000
isr,2003,17805460000
isr,2004,30280790000
isr,2005,42441080000
isr,2006,63163660000
isr,2007,99551830000
isr,2008,95990440000
isr,2009,79544090000
isr,2010,108232110000
isr,2011,76610440000
isr,2012,50802180000
isr,2013,55578800000
isr,2014,47300530000
isr,2015,56371100000
isr,2016,51823858462.339
isr,2017,69037746840.05209
isr,2018,62440266666.6667
isr,2019,68468730000
isr,2020,104642810000
ita,1975,1637000000
ita,1976,1256000000
ita,1977,866000000
ita,1978,1968000000
ita,1979,3460700000
ita,1980,8573800000
ita,1981,10850100000
ita,1982,2787300000
