geo,time,en_atm_meth_eg_zs
are,1978,99.09766
are,1979,98.60027
are,1980,98.38966
are,1981,97.79414
are,1982,97.34126
are,1983,96.97638
are,1984,97.17332
are,1985,96.81295
are,1986,96.1054
are,1987,95.64532
are,1988,95.06697
are,1989,95.2182
are,1990,79.29855
are,1991,78.45258
are,1992,77.65182
are,1993,76.81388
are,1994,75.92025
are,1995,78.22853
are,1996,80
are,1997,81.47541
are,1998,82.70189
are,1999,83.64636
are,2000,84.52078
are,2001,81.4901
are,2002,78.90597
are,2003,76.72414
are,2004,74.88401
are,2005,73.08471
are,2006,71.1783
are,2007,69.33702
are,2008,67.57633
arg,1970,7.83494
arg,1971,7.93449
arg,1972,7.2309
arg,1973,7.06786
arg,1974,7.69648
arg,1975,7.35155
arg,1976,7.52395
arg,1977,7.58628
arg,1978,8.36537
arg,1979,8.70324
arg,1980,9.24596
arg,1981,9.44083
arg,1982,10.0452
arg,1983,10.42795
arg,1984,11.29525
arg,1985,11.45278
arg,1986,12.0516
arg,1987,12.43238
arg,1988,13.62018
arg,1989,13.90106
arg,1990,10.26925
arg,1991,10.8745
arg,1992,11.25896
arg,1993,11.88295
arg,1994,12.28442
arg,1995,12.74348
arg,1996,13.44397
arg,1997,13.90852
arg,1998,14.09929
arg,1999,13.66814
arg,2000,13.47957
arg,2001,13.50512
arg,2002,13.07433
arg,2003,12.33325
arg,2004,12.18236
arg,2005,12.12799
arg,2006,11.81167
arg,2007,11.62377
arg,2008,11.61101
arm,1970,14.11985
arm,1971,14.37201
arm,1972,14.89549
arm,1973,15.67172
arm,1974,16.12842
arm,1975,16.21533
arm,1976,15.78257
arm,1977,14.56466
arm,1978,12.24385
arm,1979,10.0041
arm,1980,7.89325
arm,1981,6.20515
arm,1982,5.21118
arm,1983,5.05591
arm,1984,4.95568
arm,1985,4.7454
arm,1986,4.46891
arm,1987,3.84448
arm,1988,37.29771
arm,1989,40.65973
arm,1990,57.10306
arm,1991,55.84795
arm,1992,55.5205
arm,1993,55.10204
arm,1994,53.06859
arm,1995,50.95785
arm,1996,47.96748
arm,1997,45.21739
arm,1998,42.38095
arm,1999,38.46154
arm,2000,33.33333
arm,2001,33.51064
arm,2002,33.67876
arm,2003,34.34343
arm,2004,34.31373
arm,2005,34.78261
arm,2006,35.81395
arm,2007,37.05357
arm,2008,38.52814
asm,1970,0.01344
asm,1971,0.01334
asm,1972,0.01385
asm,1973,0.01355
asm,1974,0.01076
asm,1975,0.01055
asm,1976,0.01037
asm,1977,0.0101
asm,1978,0.00766
asm,1979,0.03332
asm,1980,0.01761
asm,1981,0.02981
asm,1982,0.03598
asm,1983,0.03303
asm,1984,0.02689
asm,1985,0.02159
asm,1986,0.01694
asm,1987,0.01281
asm,1988,0.00925
asm,1989,0.00776
atg,1970,12.83288
atg,1971,15.06876
atg,1972,15.76161
atg,1973,17.20775
atg,1974,15.2421
atg,1975,14.85991
atg,1976,12.82991
atg,1977,15.69367
atg,1978,10.71586
atg,1979,8.49286
atg,1980,8.03744
atg,1981,7.45649
atg,1982,10.0724
atg,1983,7.02796
atg,1984,7.07653
atg,1985,3.41602
atg,1986,2.75284
atg,1987,2.80157
atg,1988,3.01102
atg,1989,3.146
atg,1990,0
atg,1991,0
atg,1992,0
atg,1993,0
atg,1994,0
atg,1995,0
atg,1996,0
atg,1997,0
atg,1998,0
atg,1999,0
atg,2000,0
atg,2001,0
atg,2002,0
atg,2003,0
atg,2004,0
atg,2005,0
atg,2006,0
atg,2007,0
atg,2008,0
aus,1970,14.64524
aus,1971,14.63115
aus,1972,15.64608
aus,1973,17.75494
aus,1974,16.59306
aus,1975,13.59974
aus,1976,12.75028
aus,1977,14.3546
aus,1978,16.14546
aus,1979,15.7016
aus,1980,16.15402
aus,1981,20.4016
aus,1982,19.35937
aus,1983,22.41679
aus,1984,22.88715
aus,1985,18.93147
aus,1986,21.224
aus,1987,23.90226
aus,1988,22.50139
aus,1989,22.83649
aus,1990,21.12279
aus,1991,21.5923
aus,1992,22.92969
aus,1993,22.55812
aus,1994,21.29298
aus,1995,22.21999
aus,1996,23.77032
aus,1997,25.28257
aus,1998,24.94354
aus,1999,20.84261
aus,2000,20.73615
aus,2001,19.38073
aus,2002,19.47718
aus,2003,25.22225
aus,2004,22.1404
aus,2005,26.22671
aus,2006,23.60181
aus,2007,25.13291
aus,2008,28.39026
aut,1970,22.23538
aut,1971,20.48809
aut,1972,20.30816
aut,1973,20.80008
aut,1974,20.1243
aut,1975,19.91675
aut,1976,20.11952
aut,1977,19.91256
aut,1978,20.20152
aut,1979,20.2555
aut,1980,20.47248
aut,1981,21.10596
aut,1982,21.71395
aut,1983,21.3108
aut,1984,21.67971
aut,1985,21.81226
aut,1986,21.65197
aut,1987,20.94807
aut,1988,22.98127
aut,1989,21.94801
aut,1990,10.19879
aut,1991,9.29626
aut,1992,9.27562
aut,1993,9.00819
aut,1994,7.72856
aut,1995,8.39921
aut,1996,8.2912
aut,1997,7.92492
aut,1998,8.05585
aut,1999,8.17884
aut,2000,8.2774
aut,2001,8.63636
aut,2002,8.40046
aut,2003,8.4408
aut,2004,8.05687
aut,2005,7.77643
aut,2006,8.06452
aut,2007,7.99492
aut,2008,7.95892
aze,1970,31.32809
aze,1971,30.8585
aze,1972,31.43386
aze,1973,32.58136
aze,1974,33.86088
aze,1975,35.18399
aze,1976,36.89627
aze,1977,38.31274
aze,1978,39.33646
aze,1979,40.49006
aze,1980,41.61199
aze,1981,42.80195
aze,1982,44.01773
aze,1983,45.18037
aze,1984,46.5204
aze,1985,47.8464
aze,1986,48.96813
aze,1987,49.91011
aze,1988,50.85743
aze,1989,50.78606
aze,1990,68.21232
aze,1991,68.05556
aze,1992,69.99326
aze,1993,69.88796
aze,1994,69.63768
aze,1995,68.44444
aze,1996,69.48324
aze,1997,70.15122
aze,1998,70.77114
aze,1999,71.42857
aze,2000,72.04724
aze,2001,73.125
aze,2002,74.22179
aze,2003,75.09107
aze,2004,75.98628
aze,2005,76.77341
aze,2006,80.09321
aze,2007,82.621
aze,2008,84.42421
bdi,1970,38.36773
bdi,1971,37.52718
bdi,1972,36.99977
bdi,1973,35.85533
bdi,1974,35.68593
bdi,1975,35.39012
bdi,1976,35.31599
bdi,1977,34.96979
bdi,1978,35.48397
bdi,1979,35.58635
bdi,1980,39.50439
bdi,1981,42.76569
bdi,1982,43.59784
bdi,1983,44.1115
bdi,1984,44.3232
bdi,1985,45.69735
bdi,1986,43.80478
bdi,1987,44.76227
bdi,1988,44.95505
bdi,1989,45.32987
bdi,1990,60.89744
bdi,1991,61.875
bdi,1992,62.42424
bdi,1993,64.07186
bdi,1994,67.27273
bdi,1995,67.05882
bdi,1996,67.06587
bdi,1997,66.46707
bdi,1998,68.55346
bdi,1999,65.77181
bdi,2000,62.85714
bdi,2001,61.31387
bdi,2002,60.60606
bdi,2003,58.46154
bdi,2004,55.81395
bdi,2005,53.125
bdi,2006,50.74627
bdi,2007,50
bdi,2008,47.91667
bel,1970,43.73249
bel,1971,41.29446
bel,1972,41.05945
bel,1973,40.64268
bel,1974,39.48348
bel,1975,39.19928
bel,1976,39.14991
bel,1977,39.1545
bel,1978,37.64598
bel,1979,36.8317
bel,1980,36.75677
bel,1981,36.31791
bel,1982,36.52079
bel,1983,34.94837
bel,1984,34.86743
bel,1985,35.18577
bel,1986,33.25921
bel,1987,30.33051
bel,1988,25.02434
bel,1989,23.96364
bel,1990,11.7158
bel,1991,10.73574
bel,1992,9.66514
bel,1993,10.11583
bel,1994,8.85978
bel,1995,8.84821
bel,1996,8.93683
bel,1997,8.52895
bel,1998,8.37989
bel,1999,8.25397
bel,2000,8.41584
bel,2001,8.7931
bel,2002,8.76242
bel,2003,9.32692
bel,2004,9.44499
bel,2005,9.8
bel,2006,10.04057
bel,2007,10.26971
bel,2008,10.89947
ben,1970,16.92455
ben,1971,17.35701
ben,1972,17.38083
ben,1973,15.79112
ben,1974,20.40458
ben,1975,18.74216
ben,1976,18.11674
ben,1977,15.527
ben,1978,18.3046
ben,1979,16.84613
ben,1980,13.54151
ben,1981,16.40587
ben,1982,14.40215
ben,1983,15.39019
ben,1984,15.55404
ben,1985,17.38657
ben,1986,17.92463
ben,1987,17.27662
ben,1988,18.55726
ben,1989,17.24232
ben,1990,28.14815
ben,1991,27.85714
ben,1992,27.97203
ben,1993,28.3737
ben,1994,27.36156
ben,1995,29.79452
ben,1996,27.21713
ben,1997,27.08333
ben,1998,26.28571
ben,1999,27.72861
ben,2000,26.08696
ben,2001,31.0241
ben,2002,30.30303
ben,2003,32.40997
ben,2004,34.06593
ben,2005,32.26601
ben,2006,35.07463
ben,2007,36.19048
ben,2008,38.80952
bfa,1970,20.69536
bfa,1971,21.15613
bfa,1972,22.32318
bfa,1973,23.18284
bfa,1974,24.40173
bfa,1975,23.94585
bfa,1976,23.20276
bfa,1977,22.54943
bfa,1978,22.99491
bfa,1979,22.00366
bfa,1980,20.99089
bfa,1981,21.54204
bfa,1982,20.43555
bfa,1983,20.83081
bfa,1984,20.93848
bfa,1985,19.71873
bfa,1986,19.59208
bfa,1987,19.48597
bfa,1988,19.57361
bfa,1989,19.2671
bfa,1990,9.70464
bfa,1991,9.68622
bfa,1992,9.70745
bfa,1993,9.77836
bfa,1994,9.65693
bfa,1995,9.61776
bfa,1996,9.03465
bfa,1997,8.16327
bfa,1998,7.55396
bfa,1999,6.87204
bfa,2000,6.03352
bfa,2001,6.79724
bfa,2002,7.18232
bfa,2003,6.30063
bfa,2004,6.62598
bfa,2005,6.85279
bfa,2006,7.22789
bfa,2007,7.3029
bfa,2008,7.30924
bgd,1970,3.49835
bgd,1971,3.69751
bgd,1972,3.76561
bgd,1973,3.9026
bgd,1974,3.95481
bgd,1975,3.92319
bgd,1976,4.12421
bgd,1977,4.25628
bgd,1978,4.28517
bgd,1979,4.34293
bgd,1980,4.69698
bgd,1981,4.72066
bgd,1982,4.9186
bgd,1983,5.31469
bgd,1984,5.33925
bgd,1985,5.49035
bgd,1986,5.64267
bgd,1987,5.9826
bgd,1988,6.29863
bgd,1989,6.42849
bgd,1990,3.05996
bgd,1991,3.07167
bgd,1992,3.04381
bgd,1993,3.05543
bgd,1994,3.0179
bgd,1995,3.08985
bgd,1996,3.21073
bgd,1997,3.28751
bgd,1998,3.41507
bgd,1999,3.42356
bgd,2000,3.48129
bgd,2001,3.59785
bgd,2002,3.60245
bgd,2003,3.63125
bgd,2004,3.71837
bgd,2005,3.7037
bgd,2006,3.76689
bgd,2007,3.82743
bgd,2008,3.8079
bgr,1970,13.00604
bgr,1971,12.58209
bgr,1972,12.02397
bgr,1973,12.24784
bgr,1974,11.24594
bgr,1975,11.48811
bgr,1976,10.46004
bgr,1977,10.26686
bgr,1978,10.35426
bgr,1979,10.6324
bgr,1980,10.74335
bgr,1981,11.15545
bgr,1982,11.27069
bgr,1983,10.99118
bgr,1984,10.76924
bgr,1985,10.36962
bgr,1986,10.96949
bgr,1987,11.01666
bgr,1988,9.49544
bgr,1989,9.33775
bgr,1990,16.41245
bgr,1991,14.77865
bgr,1992,16.73414
bgr,1993,18.3432
bgr,1994,19.52259
bgr,1995,19.63394
bgr,1996,19.45364
bgr,1997,18.11092
bgr,1998,17.01357
bgr,1999,14.64789
bgr,2000,15.70482
bgr,2001,15.56225
bgr,2002,16.96713
bgr,2003,17.49746
bgr,2004,14.07089
bgr,2005,15.31532
bgr,2006,14.84099
bgr,2007,16.33606
bgr,2008,17.12907
bhr,1970,94.21943
bhr,1971,94.03916
bhr,1972,93.90462
bhr,1973,94.55737
bhr,1974,95.01583
bhr,1975,94.50192
bhr,1976,94.52413
bhr,1977,94.82347
bhr,1978,94.65931
bhr,1979,94.6516
bhr,1980,94.44713
bhr,1981,94.58366
bhr,1982,94.07337
bhr,1983,93.83387
bhr,1984,93.92058
bhr,1985,93.54778
bhr,1986,90.86592
bhr,1987,90.67455
bhr,1988,90.3893
bhr,1989,90.50874
bhr,1990,19.87382
bhr,1991,19.75309
bhr,1992,19.63746
bhr,1993,19.52663
bhr,1994,18.85714
bhr,1995,19.56522
bhr,1996,20.04175
bhr,1997,20.44199
bhr,1998,20.55921
bhr,1999,20.80238
bhr,2000,21.00271
bhr,2001,20.70312
bhr,2002,20.4005
bhr,2003,20.16908
bhr,2004,20.04662
bhr,2005,19.81982
bhr,2006,19.19406
bhr,2007,18.63727
bhr,2008,18.15589
bhs,1970,29.59092
bhs,1971,31.30205
bhs,1972,31.77755
bhs,1973,33.31266
bhs,1974,29.70609
bhs,1975,29.68261
bhs,1976,26.69448
bhs,1977,32.67256
bhs,1978,26.69509
bhs,1979,25.05346
bhs,1980,24.87766
bhs,1981,25.98958
bhs,1982,23.93692
bhs,1983,21.08711
bhs,1984,18.87955
bhs,1985,10.86413
bhs,1986,8.85897
bhs,1987,8.64659
bhs,1988,8.41403
bhs,1989,8.75173
bhs,1990,6.25
bhs,1991,6.25
bhs,1992,11.76471
bhs,1993,11.76471
bhs,1994,11.76471
bhs,1995,11.76471
bhs,1996,11.76471
bhs,1997,5.55556
bhs,1998,5.55556
bhs,1999,5.55556
bhs,2000,5.55556
bhs,2001,5.55556
bhs,2002,10.52632
bhs,2003,10.52632
bhs,2004,9.52381
bhs,2005,10
bhs,2006,10
bhs,2007,9.52381
bhs,2008,9.52381
bih,1970,41.67559
bih,1971,41.30303
bih,1972,41.93216
bih,1973,41.15113
bih,1974,41.96645
bih,1975,38.04931
bih,1976,38.39741
bih,1977,39.45362
bih,1978,41.04279
bih,1979,42.53096
bih,1980,45.92329
bih,1981,48.35876
bih,1982,52.63492
bih,1983,56.30387
bih,1984,56.6619
bih,1985,57.79984
bih,1986,57.73847
bih,1987,57.81334
bih,1988,56.28061
bih,1989,58.036
bih,1990,38.41584
bih,1991,38.38384
bih,1992,17.53846
bih,1993,8.16327
bih,1994,8.57143
bih,1995,9.41704
bih,1996,15.93625
bih,1997,20.27027
bih,1998,22.69939
bih,1999,21.05263
bih,2000,20.67039
bih,2001,20.94972
bih,2002,27.79661
bih,2003,27.04403
bih,2004,26.78571
bih,2005,26.30058
bih,2006,25.82418
bih,2007,26.50919
bih,2008,25.64103
blr,1970,3.84801
blr,1971,3.67341
blr,1972,3.66394
blr,1973,3.7758
blr,1974,3.82577
blr,1975,3.8663
blr,1976,3.96841
blr,1977,4.03496
blr,1978,4.07858
blr,1979,3.77043
blr,1980,3.79744
blr,1981,3.77304
blr,1982,3.69372
blr,1983,3.60676
blr,1984,3.52222
blr,1985,3.46767
blr,1986,3.38723
blr,1987,3.30141
blr,1988,4.13161
blr,1989,4.30862
blr,1990,5.52514
blr,1991,5.23906
blr,1992,6.36364
blr,1993,6.33214
blr,1994,6.40301
blr,1995,6.48148
blr,1996,7.27273
blr,1997,7.72386
blr,1998,7.41758
blr,1999,7.01389
blr,2000,7.9456
blr,2001,7.93882
blr,2002,8.20399
blr,2003,8.44347
blr,2004,8.53485
blr,2005,8.26686
blr,2006,8.62191
blr,2007,9.68407
blr,2008,8.37119
blz,1970,15.24159
blz,1971,13.28001
blz,1972,13.51381
blz,1973,13.6869
blz,1974,12.92894
blz,1975,12.41885
blz,1976,11.60102
blz,1977,13.76736
blz,1978,14.73861
blz,1979,12.82563
blz,1980,13.45418
blz,1981,13.70198
blz,1982,12.86824
blz,1983,15.94843
blz,1984,15.61156
blz,1985,14.9815
blz,1986,14.26836
blz,1987,13.4355
blz,1988,12.76433
blz,1989,13.21131
blz,1990,0.1634
blz,1991,0.16026
blz,1992,0.15674
blz,1993,0.15432
blz,1994,0.15129
blz,1995,0.18116
blz,1996,0.44944
blz,1997,0.58824
blz,1998,0.8547
blz,1999,2.34375
blz,2000,14.28571
blz,2001,12.5
blz,2002,11.53846
blz,2003,10.34483
blz,2004,10.71429
blz,2005,13.33333
blz,2006,20
blz,2007,27.5
blz,2008,31.11111
bmu,1970,19.08234
bmu,1971,18.71904
bmu,1972,20.47253
bmu,1973,22.68165
bmu,1974,19.82951
bmu,1975,20.50662
bmu,1976,17.25244
bmu,1977,22.24596
bmu,1978,16.86198
bmu,1979,15.49448
bmu,1980,16.47216
bmu,1981,16.31754
bmu,1982,17.97801
bmu,1983,20.65901
bmu,1984,18.76979
bmu,1985,9.80757
bmu,1986,7.38845
bmu,1987,7.42569
bmu,1988,9.02384
bmu,1989,10.45287
bol,1970,3.8846
bol,1971,9.49909
bol,1972,11.53693
bol,1973,15.06854
bol,1974,13.08812
bol,1975,11.93697
bol,1976,10.96472
bol,1977,13.23306
bol,1978,11.4723
bol,1979,10.07686
bol,1980,9.94218
bol,1981,11.73821
bol,1982,11.46555
bol,1983,10.92955
bol,1984,13.98407
bol,1985,13.02113
bol,1986,12.55645
bol,1987,10.46354
bol,1988,12.94894
bol,1989,13.81157
bol,1990,9.9681
bol,1991,11.89931
bol,1992,13.65287
bol,1993,15.19778
bol,1994,16.62252
bol,1995,14.74443
bol,1996,13.07794
bol,1997,11.19063
bol,1998,9.20635
bol,1999,7.87208
bol,2000,6.82095
bol,2001,8.32827
bol,2002,8.96437
bol,2003,10.24229
bol,2004,10.85391
bol,2005,11.5743
bol,2006,11.67488
bol,2007,11.59844
bol,2008,11.51252
bra,1970,7.56113
bra,1971,8.51224
bra,1972,8.1006
bra,1973,8.60163
bra,1974,8.98657
bra,1975,9.07479
bra,1976,7.61783
bra,1977,8.16165
bra,1978,7.82527
bra,1979,8.23816
bra,1980,8.13254
bra,1981,8.0865
bra,1982,7.87141
bra,1983,8.42606
bra,1984,10.27163
bra,1985,10.15448
bra,1986,9.79923
bra,1987,8.73872
bra,1988,9.31891
bra,1989,9.50524
bra,1990,4.78544
bra,1991,6.42636
bra,1992,5.9824
bra,1993,5.85328
bra,1994,5.62412
bra,1995,3.80035
bra,1996,5.24916
bra,1997,5.22407
bra,1998,5.09524
bra,1999,5.19292
bra,2000,3.93277
bra,2001,5.31679
bra,2002,5.24016
bra,2003,5.1893
bra,2004,5.44402
bra,2005,4.30887
bra,2006,4.08553
bra,2007,4.04007
bra,2008,4.04446
brb,1970,7.93771
brb,1971,8.19349
brb,1972,10.68246
brb,1973,12.79069
brb,1974,13.74193
brb,1975,13.52316
brb,1976,12.57014
brb,1977,13.92292
brb,1978,12.80466
brb,1979,12.11364
brb,1980,12.80311
brb,1981,12.43184
brb,1982,12.84738
brb,1983,13.96505
brb,1984,14.2433
brb,1985,12.53639
brb,1986,11.14449
brb,1987,10.5617
brb,1988,11.06283
brb,1989,10.63445
brb,1990,3.38164
brb,1991,3.31754
brb,1992,3.25581
brb,1993,3.19635
brb,1994,3.15315
brb,1995,3.13901
brb,1996,3.125
brb,1997,3.55556
brb,1998,3.53982
brb,1999,3.52423
brb,2000,3.50877
brb,2001,3.50877
brb,2002,3.0837
brb,2003,3.0837
brb,2004,2.64317
brb,2005,2.64317
brb,2006,2.64317
brb,2007,2.20264
brb,2008,2.19298
brn,1970,70.87917
brn,1971,84.12992
brn,1972,80.82798
brn,1973,77.21572
brn,1974,91.78793
brn,1975,92.5747
brn,1976,93.93394
brn,1977,88.19566
brn,1978,85.36936
brn,1979,87.89392
brn,1980,86.62514
brn,1981,87.08481
brn,1982,87.453
brn,1983,74.61161
brn,1984,86.43156
brn,1985,89.85305
brn,1986,86.15276
brn,1987,80.2475
brn,1988,86.18076
brn,1989,93.53419
brn,1990,99.29078
brn,1991,99.3007
brn,1992,99.21182
brn,1993,99.31907
brn,1994,99.23225
brn,1995,99.33649
brn,1996,99.26403
brn,1997,99.19571
brn,1998,99.21739
brn,1999,99.15398
brn,2000,99.1756
brn,2001,99.018
brn,2002,98.94309
brn,2003,98.86914
brn,2004,98.71692
brn,2005,98.64542
brn,2006,98.59038
brn,2007,98.53068
brn,2008,98.55465
btn,1970,34.33144
btn,1971,34.17865
btn,1972,33.94001
btn,1973,34.13111
btn,1974,34.22775
btn,1975,33.49083
btn,1976,33.11099
btn,1977,33.22076
btn,1978,34.0077
btn,1979,34.30745
btn,1980,34.36762
btn,1981,34.17929
btn,1982,33.69578
btn,1983,33.08797
btn,1984,32.62819
btn,1985,32.15388
btn,1986,31.60998
btn,1987,30.68349
btn,1988,33.45397
btn,1989,33.75788
btn,1990,32.53012
btn,1991,32.14286
btn,1992,33.33333
btn,1993,33.33333
btn,1994,33.33333
btn,1995,32.55814
btn,1996,32.94118
btn,1997,34.11765
btn,1998,34.11765
btn,1999,34.09091
btn,2000,34.88372
btn,2001,37.80488
btn,2002,37.80488
btn,2003,38.55422
btn,2004,38.09524
btn,2005,36.26374
btn,2006,36.66667
btn,2007,36.95652
btn,2008,41.17647
bwa,1970,2.61819
bwa,1971,4.23252
bwa,1972,3.59379
bwa,1973,3.37692
bwa,1974,3.45421
bwa,1975,3.29464
bwa,1976,3.69202
bwa,1977,3.60202
bwa,1978,3.87283
bwa,1979,3.42681
bwa,1980,2.70244
bwa,1981,4.2787
bwa,1982,4.18663
bwa,1983,4.3527
bwa,1984,5.40148
bwa,1985,5.92832
bwa,1986,6.66169
bwa,1987,5.32426
bwa,1988,7.46239
bwa,1989,7.00406
bwa,1990,9.42149
bwa,1991,10.27875
bwa,1992,11.15108
bwa,1993,12.03704
bwa,1994,11.97183
bwa,1995,11.32686
bwa,1996,11.24088
bwa,1997,12.51885
bwa,1998,14.26282
bwa,1999,15.17572
bwa,2000,16.58537
bwa,2001,14.24542
bwa,2002,14.12429
bwa,2003,26.95418
bwa,2004,24.93703
bwa,2005,21.68142
bwa,2006,18.33031
bwa,2007,22.65795
bwa,2008,12.18679
caf,1970,0.65285
caf,1971,0.70029
caf,1972,0.73329
caf,1973,0.66902
caf,1974,1.08962
caf,1975,0.96283
caf,1976,0.92182
caf,1977,0.71909
caf,1978,0.9849
caf,1979,0.86211
caf,1980,0.6291
caf,1981,0.87503
caf,1982,0.70939
caf,1983,0.82281
caf,1984,0.88872
caf,1985,1.08558
caf,1986,1.07815
caf,1987,1.01332
caf,1988,1.16483
caf,1989,0.9695
caf,1990,44.64286
caf,1991,44.39574
caf,1992,44.65174
caf,1993,44.90426
caf,1994,44.98778
caf,1995,45.09685
caf,1996,42.71071
caf,1997,42.63128
caf,1998,40.59829
caf,1999,43.23713
caf,2000,40.15666
caf,2001,44.05107
caf,2002,46.5796
caf,2003,40
caf,2004,42.54822
caf,2005,40.93501
caf,2006,42.00888
caf,2007,42.65021
caf,2008,42.59448
can,1970,41.89567
can,1971,40.98351
can,1972,43.17997
can,1973,43.38882
can,1974,40.23434
can,1975,37.11409
can,1976,33.92505
can,1977,35.20558
can,1978,37.74881
can,1979,34.98069
can,1980,32.62498
can,1981,31.49669
can,1982,35.97073
can,1983,36.67715
can,1984,42.38102
can,1985,44.02966
can,1986,43.54616
can,1987,43.88203
can,1988,44.78512
can,1989,36.70647
can,1990,52.56248
can,1991,53.0832
can,1992,54.16802
can,1993,55.43375
can,1994,56.46552
can,1995,56.92141
can,1996,57.79085
can,1997,58.32011
can,1998,58.04887
can,1999,58.12338
can,2000,58.03012
can,2001,56.8458
can,2002,55.14253
can,2003,54.57392
can,2004,53.21768
can,2005,51.9208
can,2006,51.85331
can,2007,52.51206
can,2008,53.36793
che,1970,8.38159
che,1971,8.79225
che,1972,8.99187
che,1973,9.59431
che,1974,9.41888
che,1975,9.74605
che,1976,10.13153
che,1977,10.62234
che,1978,10.45511
che,1979,10.87966
che,1980,11.57275
che,1981,12.36091
che,1982,13.327
che,1983,14.05329
che,1984,14.59028
che,1985,15.35102
che,1986,16.04719
che,1987,16.60267
che,1988,17.09306
che,1989,17.50973
che,1990,9.92248
che,1991,10.56782
che,1992,10.72
che,1993,10.80196
che,1994,10.72607
che,1995,10.66667
che,1996,10.73826
che,1997,10.41667
che,1998,10.21127
che,1999,10.09009
che,2000,9.48905
che,2001,9.22242
che,2002,8.75912
che,2003,8.58209
che,2004,8.31758
che,2005,7.92453
che,2006,7.54717
che,2007,7.2381
che,2008,6.99433
chl,1970,28.45883
chl,1971,34.43581
chl,1972,35.37878
chl,1973,36.44684
chl,1974,32.36103
chl,1975,32.40728
chl,1976,35.84197
chl,1977,31.15484
chl,1978,30.29048
chl,1979,28.87067
chl,1980,26.41314
chl,1981,21.75234
chl,1982,20.41131
chl,1983,20.19695
chl,1984,20.87108
chl,1985,21.70861
chl,1986,21.3813
chl,1987,20.71169
chl,1988,21.85433
chl,1989,23.32845
