geo,time,sh_dyn_ncom_ma_zs
rwa,2012,23
rwa,2013,22.6
rwa,2014,22.6
rwa,2015,22.4
rwa,2016,22.1
rwa,2017,22
rwa,2018,22
rwa,2019,22
sau,2000,26.6
sau,2001,26.6
sau,2002,26.8
sau,2003,27.2
sau,2004,27.2
sau,2005,27.6
sau,2006,27.9
sau,2007,28
sau,2008,28.1
sau,2009,27.9
sau,2010,27.6
sau,2011,26.9
sau,2012,26.2
sau,2013,25.7
sau,2014,25.2
sau,2015,24.6
sau,2016,24
sau,2017,23.4
sau,2018,22.9
sau,2019,22.4
sdn,2000,28.5
sdn,2001,28.1
sdn,2002,27.9
sdn,2003,27.4
sdn,2004,26.8
sdn,2005,26.6
sdn,2006,26.2
sdn,2007,26
sdn,2008,25.9
sdn,2009,26.4
sdn,2010,25.5
sdn,2011,26.5
sdn,2012,25.7
sdn,2013,25.9
sdn,2014,25.4
sdn,2015,25.1
sdn,2016,24.9
sdn,2017,24.8
sdn,2018,24.6
sdn,2019,24.3
sen,2000,22.7
sen,2001,22.9
sen,2002,22.6
sen,2003,22.3
sen,2004,22.1
sen,2005,21.9
sen,2006,21.5
sen,2007,21.2
sen,2008,21.3
sen,2009,21
sen,2010,20.7
sen,2011,20.4
sen,2012,20.4
sen,2013,20.2
sen,2014,20.2
sen,2015,19.9
sen,2016,19.7
sen,2017,19.5
sen,2018,19.3
sen,2019,19.1
sgp,2000,20.2
sgp,2001,20.4
sgp,2002,19
sgp,2003,18
sgp,2004,16.8
sgp,2005,16.7
sgp,2006,15.8
sgp,2007,16.1
sgp,2008,15.7
sgp,2009,14.2
sgp,2010,14.2
sgp,2011,13.7
sgp,2012,13.3
sgp,2013,12.9
sgp,2014,12.3
sgp,2015,12.4
sgp,2016,12.2
sgp,2017,11.7
sgp,2018,11.6
sgp,2019,11.7
slb,2000,41.1
slb,2001,41.1
slb,2002,41.4
slb,2003,42.6
slb,2004,39.7
slb,2005,41.4
slb,2006,41.1
slb,2007,44.4
slb,2008,45.8
slb,2009,45.8
slb,2010,45.5
slb,2011,45.5
slb,2012,45.4
slb,2013,45.1
slb,2014,45.1
slb,2015,44.7
slb,2016,44.3
slb,2017,44.2
slb,2018,44.5
slb,2019,44.1
sle,2000,24.2
sle,2001,24.5
sle,2002,24.8
sle,2003,25
sle,2004,25
sle,2005,24.8
sle,2006,25.5
sle,2007,25.3
sle,2008,25.3
sle,2009,25.1
sle,2010,25
sle,2011,24.4
sle,2012,24.2
sle,2013,23.3
sle,2014,22.5
sle,2015,22.1
sle,2016,22.2
sle,2017,22.2
sle,2018,22.3
sle,2019,22.1
slv,2000,11.3
slv,2001,11.6
slv,2002,10.9
slv,2003,11
slv,2004,10.9
slv,2005,11
slv,2006,11.8
slv,2007,11.7
slv,2008,11.3
slv,2009,11.4
slv,2010,11.4
slv,2011,12
slv,2012,11.7
slv,2013,11.8
slv,2014,12.2
slv,2015,13.2
slv,2016,11.8
slv,2017,12.2
slv,2018,12.1
slv,2019,12.2
som,2000,38.2
som,2001,37.9
som,2002,37.6
som,2003,37.5
som,2004,37.5
som,2005,37.2
som,2006,36.6
som,2007,36.7
som,2008,36.9
som,2009,36.8
som,2010,36.3
som,2011,36.1
som,2012,36
som,2013,35.6
som,2014,35.4
som,2015,35.1
som,2016,34.8
som,2017,34.6
som,2018,34.4
som,2019,34
srb,2000,36.5
srb,2001,34.5
srb,2002,34.7
srb,2003,34.7
srb,2004,34.5
srb,2005,33.9
srb,2006,33.1
srb,2007,32.4
srb,2008,31.5
srb,2009,31.6
srb,2010,31.1
srb,2011,29.7
srb,2012,28.9
srb,2013,28.5
srb,2014,28.2
srb,2015,28.5
srb,2016,27.9
srb,2017,29.2
srb,2018,28.3
srb,2019,28.3
ssd,2000,20.9
ssd,2001,19.9
ssd,2002,19.2
ssd,2003,19.1
ssd,2004,18.9
ssd,2005,18.5
ssd,2006,18.3
ssd,2007,18.1
ssd,2008,17.8
ssd,2009,17.4
ssd,2010,17.3
ssd,2011,17.5
ssd,2012,17.8
ssd,2013,17.1
ssd,2014,16.2
ssd,2015,16.8
ssd,2016,17.1
ssd,2017,16.9
ssd,2018,17.7
ssd,2019,17.6
stp,2000,21
stp,2001,22
stp,2002,21.8
stp,2003,19.4
stp,2004,20.4
stp,2005,20.9
stp,2006,20.9
stp,2007,22.5
stp,2008,22.5
stp,2009,22.3
stp,2010,21.4
stp,2011,21.2
stp,2012,22.4
stp,2013,22
stp,2014,22.1
stp,2015,21.5
stp,2016,21.5
stp,2017,22.1
stp,2018,21.8
stp,2019,21.7
sur,2000,27.1
sur,2001,27.9
sur,2002,28.1
sur,2003,27.8
sur,2004,27.3
sur,2005,26.9
sur,2006,26.3
sur,2007,25.8
sur,2008,25.1
sur,2009,25
sur,2010,25
sur,2011,24.8
sur,2012,24.8
sur,2013,24.8
sur,2014,24.7
sur,2015,25
sur,2016,25.5
sur,2017,26.3
sur,2018,27.5
sur,2019,27.8
svk,2000,35.2
svk,2001,34.9
svk,2002,33.6
svk,2003,33.1
svk,2004,32
svk,2005,32.2
svk,2006,31.2
svk,2007,31.2
svk,2008,29.7
svk,2009,29.3
svk,2010,28.6
svk,2011,27.3
svk,2012,26
svk,2013,26
svk,2014,25
svk,2015,24.1
svk,2016,23.3
svk,2017,22.5
svk,2018,21.7
svk,2019,21
svn,2000,25.4
svn,2001,24.9
svn,2002,24
svn,2003,24.2
svn,2004,22.7
svn,2005,21.7
svn,2006,21.3
svn,2007,20.6
svn,2008,18.9
svn,2009,19.2
svn,2010,18
svn,2011,17.6
svn,2012,16.9
svn,2013,17.3
svn,2014,16.2
svn,2015,16.5
svn,2016,16
svn,2017,15.6
svn,2018,15.4
svn,2019,14.8
swe,2000,15.8
swe,2001,15.5
swe,2002,15.1
swe,2003,14.6
swe,2004,14.2
swe,2005,13.9
swe,2006,13.4
swe,2007,13.1
swe,2008,12.9
swe,2009,12.3
swe,2010,12.1
swe,2011,12
swe,2012,11.3
swe,2013,11.3
swe,2014,10.5
swe,2015,10.6
swe,2016,10.7
swe,2017,10.3
swe,2018,9.8
swe,2019,9.6
swz,2000,45.8
swz,2001,48.1
swz,2002,50.3
swz,2003,52.2
swz,2004,53.2
swz,2005,53.5
swz,2006,54
swz,2007,55.7
swz,2008,56.1
swz,2009,55.9
swz,2010,54.6
swz,2011,53.1
swz,2012,52.7
swz,2013,51.2
swz,2014,49
swz,2015,47.6
swz,2016,47
swz,2017,46
swz,2018,45.3
swz,2019,45.2
syc,2000,31.2
syc,2001,30.6
syc,2002,30.9
syc,2003,32
syc,2004,31.5
syc,2005,31.1
syc,2006,30.4
syc,2007,29.5
syc,2008,29.2
syc,2009,28.1
syc,2010,26.7
syc,2011,25.7
syc,2012,25.8
syc,2013,25.1
syc,2014,25.1
syc,2015,26.1
syc,2016,26.8
syc,2017,26.4
syc,2018,26.4
syc,2019,26.7
syr,2000,31.2
syr,2001,29.5
syr,2002,29
syr,2003,27.7
syr,2004,27.1
syr,2005,26.1
syr,2006,25.2
syr,2007,25
syr,2008,25.8
syr,2009,25
syr,2010,24.5
syr,2011,24.2
syr,2012,24.9
syr,2013,25.3
syr,2014,25.3
syr,2015,25.4
syr,2016,25
syr,2017,25.9
syr,2018,26.1
syr,2019,26.1
tcd,2000,26.9
tcd,2001,26.9
tcd,2002,26.7
tcd,2003,26.8
tcd,2004,26.5
tcd,2005,26.1
tcd,2006,25.9
tcd,2007,26
tcd,2008,25.8
tcd,2009,25.8
tcd,2010,25.8
tcd,2011,25.7
tcd,2012,25.5
tcd,2013,25.1
tcd,2014,24.6
tcd,2015,24.1
tcd,2016,23.8
tcd,2017,23.6
tcd,2018,23.4
tcd,2019,22.9
tgo,2000,29.7
tgo,2001,30.1
tgo,2002,30.2
tgo,2003,30.9
tgo,2004,30.9
tgo,2005,31
tgo,2006,31.3
tgo,2007,31.4
tgo,2008,31.6
tgo,2009,31.3
tgo,2010,30.9
tgo,2011,30.5
tgo,2012,30.2
tgo,2013,29.9
tgo,2014,29.4
tgo,2015,28.8
tgo,2016,28.1
tgo,2017,27.6
tgo,2018,27
tgo,2019,26.8
tha,2000,23.7
tha,2001,21.2
tha,2002,20.6
tha,2003,20.1
tha,2004,20.3
tha,2005,19.5
tha,2006,19
tha,2007,18.3
tha,2008,17.8
tha,2009,17.6
tha,2010,17.7
tha,2011,17.5
tha,2012,17.3
tha,2013,17
tha,2014,17.1
tha,2015,17.2
tha,2016,17.4
tha,2017,17.3
tha,2018,17.2
tha,2019,17.2
tjk,2000,30.7
tjk,2001,30.4
tjk,2002,30.9
tjk,2003,30.9
tjk,2004,31.5
tjk,2005,32.7
tjk,2006,33.3
tjk,2007,33.9
tjk,2008,34
tjk,2009,33.8
tjk,2010,33.8
tjk,2011,33.9
tjk,2012,33.3
tjk,2013,32.5
tjk,2014,32.8
tjk,2015,33.2
tjk,2016,33.7
tjk,2017,33.4
tjk,2018,32.3
tjk,2019,31.8
tkm,2000,44.6
tkm,2001,43.5
tkm,2002,46.8
tkm,2003,46.9
tkm,2004,46.9
tkm,2005,47.6
tkm,2006,46.2
tkm,2007,45.9
tkm,2008,45.1
tkm,2009,41.5
tkm,2010,39.7
tkm,2011,37.6
tkm,2012,35.7
tkm,2013,35.6
tkm,2014,35.6
tkm,2015,34.5
tkm,2016,34.7
tkm,2017,33.6
tkm,2018,33.6
tkm,2019,34
tls,2000,17.8
tls,2001,18.1
tls,2002,17.3
tls,2003,19
tls,2004,20
tls,2005,19.6
tls,2006,18.2
tls,2007,16.7
tls,2008,16.4
tls,2009,20.9
tls,2010,20.5
tls,2011,20.4
tls,2012,19.1
tls,2013,19.3
tls,2014,19.6
tls,2015,19.6
tls,2016,19.9
tls,2017,20.3
tls,2018,20.7
tls,2019,21.5
ton,2000,33.3
ton,2001,32.7
ton,2002,33.4
ton,2003,34.1
ton,2004,33.6
ton,2005,31.7
ton,2006,31.4
ton,2007,31.5
ton,2008,31.5
ton,2009,31.7
ton,2010,32
ton,2011,31.8
ton,2012,31.7
ton,2013,31.6
ton,2014,31.6
ton,2015,31.5
ton,2016,31
ton,2017,30.8
ton,2018,30.3
ton,2019,29.5
tto,2000,32.4
tto,2001,32.3
tto,2002,31
tto,2003,30.5
tto,2004,30.9
tto,2005,29.8
tto,2006,27.4
tto,2007,25.7
tto,2008,27.7
tto,2009,25
tto,2010,25.3
tto,2011,25
tto,2012,23.3
tto,2013,23.9
tto,2014,23.3
tto,2015,22.7
tto,2016,22.2
tto,2017,21.5
tto,2018,20.8
tto,2019,20.3
tun,2000,22.8
tun,2001,22.5
tun,2002,22.3
tun,2003,21.8
tun,2004,21.5
tun,2005,21.3
tun,2006,21
tun,2007,20.8
tun,2008,20.6
tun,2009,20.4
tun,2010,20.2
tun,2011,20.1
tun,2012,19.9
tun,2013,19.7
tun,2014,19.5
tun,2015,19.3
tun,2016,19.2
tun,2017,19.2
tun,2018,19.2
tun,2019,19.2
tur,2000,26.6
tur,2001,26
tur,2002,25.7
tur,2003,25
tur,2004,24.4
tur,2005,23.8
tur,2006,23.4
tur,2007,23
tur,2008,22.9
tur,2009,23.9
tur,2010,23.9
tur,2011,23.2
tur,2012,22.4
tur,2013,22.2
tur,2014,22.2
tur,2015,22
tur,2016,21.6
tur,2017,21.4
tur,2018,21.2
tur,2019,21
tza,2000,25.5
tza,2001,24.4
tza,2002,23.2
tza,2003,22.4
tza,2004,21.2
tza,2005,20.4
tza,2006,20.5
tza,2007,20.7
tza,2008,21
tza,2009,20.6
tza,2010,19.9
tza,2011,18.8
tza,2012,17.9
tza,2013,18.6
tza,2014,18.2
tza,2015,18.2
tza,2016,18.4
tza,2017,18.2
tza,2018,18.1
tza,2019,18.1
uga,2000,36.2
uga,2001,35.8
uga,2002,35.2
uga,2003,34.8
uga,2004,34.7
uga,2005,34.6
uga,2006,33.6
uga,2007,31.9
uga,2008,30.7
uga,2009,30.1
uga,2010,29.4
uga,2011,29.1
uga,2012,28.4
uga,2013,27.8
uga,2014,26.8
uga,2015,26.1
uga,2016,25.9
uga,2017,24.9
uga,2018,24.7
uga,2019,24.7
ukr,2000,46.8
ukr,2001,45.9
ukr,2002,46.3
ukr,2003,46.3
ukr,2004,47.3
ukr,2005,48.4
ukr,2006,46.5
ukr,2007,47
ukr,2008,46.5
ukr,2009,42.8
ukr,2010,41.4
ukr,2011,39.8
ukr,2012,39.8
ukr,2013,38.7
ukr,2014,39.3
ukr,2015,37.5
ukr,2016,37.4
ukr,2017,36.2
ukr,2018,37.6
ukr,2019,36.9
ury,2000,27.6
ury,2001,27
ury,2002,26.8
ury,2003,27.1
ury,2004,26.5
ury,2005,25.3
ury,2006,25.4
ury,2007,25.6
ury,2008,24.1
ury,2009,23.8
ury,2010,23.4
ury,2011,23.4
ury,2012,23.2
ury,2013,22.3
ury,2014,22
ury,2015,21.8
ury,2016,22.8
ury,2017,20.5
ury,2018,21.4
ury,2019,20.6
usa,2000,21.7
usa,2001,21.1
usa,2002,20.7
usa,2003,20.3
usa,2004,19.6
usa,2005,19.3
usa,2006,18.8
usa,2007,18.5
usa,2008,18.3
usa,2009,18
usa,2010,17.5
usa,2011,17.3
usa,2012,17.1
usa,2013,16.9
usa,2014,16.7
usa,2015,16.7
usa,2016,16.8
usa,2017,16.5
usa,2018,16.3
usa,2019,16.1
uzb,2000,40.1
uzb,2001,39.2
uzb,2002,40.5
uzb,2003,39.9
uzb,2004,38.8
uzb,2005,41
uzb,2006,38.5
uzb,2007,37.5
uzb,2008,36.4
uzb,2009,34.6
uzb,2010,34.4
uzb,2011,34.3
uzb,2012,34
uzb,2013,33.5
uzb,2014,34.4
uzb,2015,32.1
uzb,2016,31.9
uzb,2017,31.4
uzb,2018,30.6
uzb,2019,29.8
vct,2000,25.3
vct,2001,25
vct,2002,26
vct,2003,24.3
vct,2004,24.5
vct,2005,22.6
vct,2006,21.3
vct,2007,19.1
vct,2008,19.3
vct,2009,19.1
vct,2010,21.1
vct,2011,22.4
vct,2012,24
vct,2013,25
vct,2014,25.5
vct,2015,25.1
vct,2016,24.3
vct,2017,23.9
vct,2018,23.2
vct,2019,22.8
ven,2000,20.2
ven,2001,20.7
ven,2002,19.3
ven,2003,20.3
ven,2004,19.5
ven,2005,19.4
ven,2006,19.1
ven,2007,19.6
ven,2008,19.6
ven,2009,19.6
ven,2010,19.5
ven,2011,19.9
ven,2012,19.7
ven,2013,19.4
ven,2014,19.7
ven,2015,19.2
ven,2016,19.1
ven,2017,18.7
ven,2018,17.8
ven,2019,16.9
vnm,2000,29.2
vnm,2001,29.3
vnm,2002,29.6
vnm,2003,29.6
vnm,2004,29.9
vnm,2005,30
vnm,2006,30.2
vnm,2007,30.6
vnm,2008,30.9
vnm,2009,31
vnm,2010,30.9
vnm,2011,30.9
vnm,2012,30.8
vnm,2013,30.7
vnm,2014,30.5
vnm,2015,30.3
vnm,2016,30
vnm,2017,29.7
vnm,2018,29.4
vnm,2019,29.1
vut,2000,45.9
vut,2001,46.1
vut,2002,45.9
vut,2003,45.8
vut,2004,45.8
vut,2005,45.9
vut,2006,46.2
vut,2007,45.9
vut,2008,45.8
vut,2009,46.2
vut,2010,45.9
vut,2011,45.9
vut,2012,46
vut,2013,45.9
vut,2014,45.6
vut,2015,45.5
vut,2016,45.3
vut,2017,45.2
vut,2018,45.1
vut,2019,45.1
wsm,2000,37.6
wsm,2001,37.4
wsm,2002,37.1
wsm,2003,36.9
wsm,2004,36.6
wsm,2005,36.4
wsm,2006,36.2
wsm,2007,35.8
wsm,2008,35.4
wsm,2009,34.5
wsm,2010,34.7
wsm,2011,34.4
wsm,2012,34.2
wsm,2013,33.8
wsm,2014,33.9
wsm,2015,33.8
wsm,2016,33.6
wsm,2017,33.4
wsm,2018,33.3
wsm,2019,33.1
yem,2000,34.8
yem,2001,34.3
yem,2002,33.8
yem,2003,33.3
yem,2004,33
yem,2005,32.5
yem,2006,32.1
yem,2007,31.7
yem,2008,31.5
yem,2009,31.1
yem,2010,30.5
yem,2011,30.2
yem,2012,30.1
yem,2013,29.9
yem,2014,29.6
yem,2015,29.5
yem,2016,29.7
yem,2017,30
yem,2018,30.4
yem,2019,30.6
zaf,2000,38
zaf,2001,37.4
zaf,2002,37.5
zaf,2003,37.6
zaf,2004,37.2
zaf,2005,37.3
zaf,2006,37.5
zaf,2007,37.3
zaf,2008,37.5
zaf,2009,37.3
zaf,2010,36.4
zaf,2011,35
zaf,2012,34.2
zaf,2013,33.5
zaf,2014,33.5
zaf,2015,33.6
zaf,2016,33.1
zaf,2017,32.7
zaf,2018,30.2
zaf,2019,28.5
zmb,2000,35.8
zmb,2001,35.1
zmb,2002,34.9
zmb,2003,34.7
zmb,2004,35.1
zmb,2005,34.8
zmb,2006,34.5
zmb,2007,33.4
zmb,2008,32.8
zmb,2009,32.3
zmb,2010,32.4
zmb,2011,32.6
zmb,2012,31.6
zmb,2013,30.9
zmb,2014,31
zmb,2015,31
zmb,2016,30.9
zmb,2017,30.7
zmb,2018,30.2
zmb,2019,29.2
zwe,2000,23.3
zwe,2001,23.6
zwe,2002,24.1
zwe,2003,23.5
zwe,2004,24.6
zwe,2005,26.3
zwe,2006,26.5
zwe,2007,30.1
zwe,2008,32.4
zwe,2009,33.7
zwe,2010,34.2
zwe,2011,34.2
zwe,2012,33.7
zwe,2013,32.5
zwe,2014,32
zwe,2015,32.5
zwe,2016,31.8
zwe,2017,30.9
zwe,2018,30.3
zwe,2019,30.3
