geo,time,sh_dyn_ncom_ma_zs
cog,2015,23.7
cog,2016,23.7
cog,2017,23.1
cog,2018,22.9
cog,2019,23
col,2000,15.9
col,2001,15.2
col,2002,14.5
col,2003,14.8
col,2004,14.9
col,2005,14.7
col,2006,14.4
col,2007,13.6
col,2008,13
col,2009,12.1
col,2010,11.9
col,2011,11.4
col,2012,11.2
col,2013,11.1
col,2014,10.9
col,2015,11.2
col,2016,11.3
col,2017,11.2
col,2018,10.8
col,2019,10.8
com,2000,25.7
com,2001,24.8
com,2002,24.1
com,2003,23
com,2004,22.4
com,2005,22.1
com,2006,21.8
com,2007,21.9
com,2008,22
com,2009,21.3
com,2010,21.2
com,2011,21.1
com,2012,21.1
com,2013,21
com,2014,21.6
com,2015,21.4
com,2016,21.3
com,2017,21.1
com,2018,20.8
com,2019,20.7
cpv,2000,21.3
cpv,2001,21.3
cpv,2002,21.3
cpv,2003,21.2
cpv,2004,21.3
cpv,2005,21.4
cpv,2006,19
cpv,2007,18.2
cpv,2008,18.2
cpv,2009,18
cpv,2010,17.6
cpv,2011,17.7
cpv,2012,17.9
cpv,2013,17.7
cpv,2014,17.2
cpv,2015,17.1
cpv,2016,17.2
cpv,2017,17.8
cpv,2018,23.4
cpv,2019,23.2
cri,2000,14.9
cri,2001,14.3
cri,2002,13.5
cri,2003,13.6
cri,2004,14.1
cri,2005,12.6
cri,2006,12.8
cri,2007,11.5
cri,2008,11.7
cri,2009,11.2
cri,2010,13
cri,2011,12.1
cri,2012,12.2
cri,2013,11.7
cri,2014,11.6
cri,2015,11.8
cri,2016,11.7
cri,2017,11.9
cri,2018,11.3
cri,2019,11
cub,2000,20.6
cub,2001,20.8
cub,2002,19.9
cub,2003,20.1
cub,2004,19.9
cub,2005,20.1
cub,2006,19.9
cub,2007,19.9
cub,2008,19.7
cub,2009,19.9
cub,2010,20
cub,2011,18.9
cub,2012,19.2
cub,2013,19.2
cub,2014,19.5
cub,2015,19.5
cub,2016,19.3
cub,2017,19.9
cub,2018,19.7
cub,2019,19.8
cyp,2000,16.7
cyp,2001,17.2
cyp,2002,17.5
cyp,2003,17.3
cyp,2004,17.3
cyp,2005,16.2
cyp,2006,16.4
cyp,2007,15.3
cyp,2008,14.6
cyp,2009,14.1
cyp,2010,14
cyp,2011,13.6
cyp,2012,13.4
cyp,2013,12.9
cyp,2014,13.4
cyp,2015,12.9
cyp,2016,12.2
cyp,2017,11.5
cyp,2018,10.6
cyp,2019,10.7
cze,2000,30.3
cze,2001,28.8
cze,2002,28.8
cze,2003,28.4
cze,2004,27.6
cze,2005,26.3
cze,2006,25.5
cze,2007,25
cze,2008,24.5
cze,2009,24.3
cze,2010,23.8
cze,2011,23.3
cze,2012,22.6
cze,2013,22.2
cze,2014,21
cze,2015,20.7
cze,2016,20
cze,2017,19.8
cze,2018,19.5
cze,2019,18.8
deu,2000,21.1
deu,2001,20.2
deu,2002,19.9
deu,2003,19.6
deu,2004,18.6
deu,2005,18.2
deu,2006,17.6
deu,2007,17.4
deu,2008,17
deu,2009,16.9
deu,2010,16.7
deu,2011,16.2
deu,2012,15.9
deu,2013,16.2
deu,2014,15.6
deu,2015,15.9
deu,2016,15.6
deu,2017,15.2
deu,2018,15.3
deu,2019,15.2
dji,2000,26
dji,2001,25.4
dji,2002,25.6
dji,2003,25.5
dji,2004,25.6
dji,2005,25.4
dji,2006,25.1
dji,2007,24.7
dji,2008,24.6
dji,2009,24.4
dji,2010,24.5
dji,2011,24.5
dji,2012,24.5
dji,2013,24.4
dji,2014,24.3
dji,2015,23.9
dji,2016,23.9
dji,2017,24
dji,2018,23.7
dji,2019,23.4
dnk,2000,21
dnk,2001,20.6
dnk,2002,20
dnk,2003,19.3
dnk,2004,18.5
dnk,2005,17.5
dnk,2006,17.4
dnk,2007,17
dnk,2008,16.4
dnk,2009,16
dnk,2010,15.6
dnk,2011,15.1
dnk,2012,14.7
dnk,2013,14.3
dnk,2014,14.3
dnk,2015,13.8
dnk,2016,13.8
dnk,2017,13.1
dnk,2018,13.1
dnk,2019,12.6
dom,2000,16.4
dom,2001,15.5
dom,2002,14.8
dom,2003,15.9
dom,2004,15.9
dom,2005,17.2
dom,2006,18.5
dom,2007,19.1
dom,2008,19.1
dom,2009,19.5
dom,2010,19
dom,2011,19.7
dom,2012,21.2
dom,2013,22.6
dom,2014,24.7
dom,2015,25.6
dom,2016,26
dom,2017,24.9
dom,2018,23.5
dom,2019,22.1
dza,2000,18.9
dza,2001,18.6
dza,2002,18.3
dza,2003,18.4
dza,2004,18.1
dza,2005,17.8
dza,2006,17.5
dza,2007,17.2
dza,2008,16.9
dza,2009,16.6
dza,2010,16.2
dza,2011,16
dza,2012,15.8
dza,2013,15.4
dza,2014,15.2
dza,2015,15.2
dza,2016,15.2
dza,2017,15.2
dza,2018,14.9
dza,2019,14.9
ecu,2000,13.4
ecu,2001,13.5
ecu,2002,14.8
ecu,2003,14.8
ecu,2004,15
ecu,2005,15.5
ecu,2006,15.3
ecu,2007,15
ecu,2008,15.1
ecu,2009,14.5
ecu,2010,14.1
ecu,2011,13.9
ecu,2012,13.8
ecu,2013,13.3
ecu,2014,12.7
ecu,2015,12.6
ecu,2016,12.6
ecu,2017,12.4
ecu,2018,12.1
ecu,2019,11.8
egy,2000,31.7
egy,2001,33.2
egy,2002,33.8
egy,2003,34.6
egy,2004,34.3
egy,2005,33.9
egy,2006,34.4
egy,2007,34.3
egy,2008,34.4
egy,2009,34.9
egy,2010,34.7
egy,2011,34.3
egy,2012,35
egy,2013,33.8
egy,2014,34.1
egy,2015,35.2
egy,2016,34.4
egy,2017,33
egy,2018,33.1
egy,2019,32.7
eri,2000,39.1
eri,2001,38
eri,2002,37.4
eri,2003,36.3
eri,2004,36.1
eri,2005,35.7
eri,2006,35.5
eri,2007,35
eri,2008,34.9
eri,2009,34.3
eri,2010,33.7
eri,2011,33.3
eri,2012,32.7
eri,2013,32.2
eri,2014,31.7
eri,2015,31.4
eri,2016,30.8
eri,2017,30.3
eri,2018,30.1
eri,2019,29.5
esp,2000,19.3
esp,2001,18.8
esp,2002,18.5
esp,2003,18.3
esp,2004,17.7
esp,2005,17.5
esp,2006,16.9
esp,2007,16.5
esp,2008,16
esp,2009,15.9
esp,2010,15.4
esp,2011,15.1
esp,2012,14.8
esp,2013,14.3
esp,2014,14
esp,2015,14
esp,2016,13.9
esp,2017,13.6
esp,2018,13.1
esp,2019,12.8
est,2000,38.2
est,2001,38.5
est,2002,38
est,2003,36.8
est,2004,36.7
est,2005,35.1
est,2006,35
est,2007,34.9
est,2008,32.8
est,2009,30.5
est,2010,29
est,2011,28.7
est,2012,27.8
est,2013,26.8
est,2014,26.7
est,2015,25
est,2016,25.2
est,2017,24.5
est,2018,24.4
est,2019,22.1
eth,2000,27.4
eth,2001,26.1
eth,2002,25.2
eth,2003,24.5
eth,2004,23.8
eth,2005,23.2
eth,2006,22.6
eth,2007,22.1
eth,2008,21.6
eth,2009,20.9
eth,2010,20.1
eth,2011,19.5
eth,2012,18.8
eth,2013,18.3
eth,2014,18.1
eth,2015,18.1
eth,2016,17.8
eth,2017,17.5
eth,2018,17.4
eth,2019,17.4
fin,2000,19.8
fin,2001,18.5
fin,2002,18.4
fin,2003,18.1
fin,2004,18
fin,2005,17.6
fin,2006,16.8
fin,2007,16.9
fin,2008,16.3
fin,2009,16.2
fin,2010,16
fin,2011,15.4
fin,2012,15
fin,2013,14.6
fin,2014,14
fin,2015,14
fin,2016,13.7
fin,2017,13.3
fin,2018,13
fin,2019,12.4
fji,2000,48.4
fji,2001,47.5
fji,2002,45.5
fji,2003,45.4
fji,2004,44
fji,2005,45
fji,2006,45.3
fji,2007,45.4
fji,2008,45.1
fji,2009,43.4
fji,2010,43.3
fji,2011,43.1
fji,2012,42.9
fji,2013,42.7
fji,2014,42.8
fji,2015,42.6
fji,2016,42.4
fji,2017,42.3
fji,2018,42.1
fji,2019,41.8
fra,2000,19.7
fra,2001,19.2
fra,2002,18.9
fra,2003,18.5
fra,2004,17.5
fra,2005,17.4
fra,2006,17
fra,2007,16.7
fra,2008,16.2
fra,2009,16.1
fra,2010,15.9
fra,2011,15.6
fra,2012,15.8
fra,2013,15.2
fra,2014,14.7
fra,2015,14.7
fra,2016,14.5
fra,2017,14.4
fra,2018,14.2
fra,2019,14
fsm,2000,50.8
fsm,2001,50.6
fsm,2002,50.3
fsm,2003,50.3
fsm,2004,50.4
fsm,2005,50.5
fsm,2006,50.3
fsm,2007,50.1
fsm,2008,50.1
fsm,2009,50.1
fsm,2010,50.1
fsm,2011,50.2
fsm,2012,50.2
fsm,2013,50.3
fsm,2014,50.4
fsm,2015,51.1
fsm,2016,51.2
fsm,2017,51.5
fsm,2018,51.9
fsm,2019,52.1
gab,2000,34.4
gab,2001,33.4
gab,2002,31.4
gab,2003,31
gab,2004,29.2
gab,2005,29.9
gab,2006,30.4
gab,2007,30.1
gab,2008,31.6
gab,2009,30.5
gab,2010,30.2
gab,2011,30.1
gab,2012,28
gab,2013,27.4
gab,2014,29.3
gab,2015,28.9
gab,2016,28.3
gab,2017,27.3
gab,2018,26.8
gab,2019,26
gbr,2000,20
gbr,2001,19.5
gbr,2002,19.1
gbr,2003,18.6
gbr,2004,17.7
gbr,2005,17.1
gbr,2006,16.7
gbr,2007,16.3
gbr,2008,15.8
gbr,2009,15.2
gbr,2010,14.9
gbr,2011,14.2
gbr,2012,13.7
gbr,2013,13.7
gbr,2014,13.4
gbr,2015,13.4
gbr,2016,13.4
gbr,2017,12.7
gbr,2018,12.4
gbr,2019,12.1
geo,2000,39.6
geo,2001,37.1
geo,2002,40.2
geo,2003,38.2
geo,2004,38.2
geo,2005,34.9
geo,2006,36.6
geo,2007,36.9
geo,2008,38.9
geo,2009,41
geo,2010,37
geo,2011,36.5
geo,2012,35.5
geo,2013,35.1
geo,2014,35
geo,2015,35.5
geo,2016,37
geo,2017,35.4
geo,2018,35.3
geo,2019,35.5
gha,2000,24.3
gha,2001,24.9
gha,2002,25.3
gha,2003,25.9
gha,2004,26.4
gha,2005,26.9
gha,2006,27.5
gha,2007,28
gha,2008,28.1
gha,2009,28.1
gha,2010,28.1
gha,2011,27.8
gha,2012,27.6
gha,2013,27.2
gha,2014,26.7
gha,2015,26.3
gha,2016,25.9
gha,2017,25.3
gha,2018,24.6
gha,2019,24.3
gin,2000,21.7
gin,2001,21.7
gin,2002,22.4
gin,2003,22.7
gin,2004,23
gin,2005,23
gin,2006,24
gin,2007,24.9
gin,2008,25.2
gin,2009,25.5
gin,2010,26.1
gin,2011,26.4
gin,2012,26.7
gin,2013,26.9
gin,2014,26.8
gin,2015,26.7
gin,2016,26.2
gin,2017,25.6
gin,2018,25.2
gin,2019,24.9
gmb,2000,24.6
gmb,2001,24.7
gmb,2002,24.9
gmb,2003,25
gmb,2004,25.3
gmb,2005,25.1
gmb,2006,24.9
gmb,2007,24.8
gmb,2008,24.7
gmb,2009,24.4
gmb,2010,24.1
gmb,2011,24.4
gmb,2012,24.1
gmb,2013,23.8
gmb,2014,23.8
gmb,2015,23.3
gmb,2016,22.9
gmb,2017,22.7
gmb,2018,22.3
gmb,2019,22.2
gnb,2000,36.7
gnb,2001,36.3
gnb,2002,35.9
gnb,2003,35.4
gnb,2004,35.4
gnb,2005,34.6
gnb,2006,34.3
gnb,2007,34.1
gnb,2008,33.9
gnb,2009,34.1
gnb,2010,33.7
gnb,2011,33.2
gnb,2012,32.5
gnb,2013,32.3
gnb,2014,31.1
gnb,2015,29.1
gnb,2016,29.1
gnb,2017,28.9
gnb,2018,28.6
gnb,2019,27.4
gnq,2000,31.9
gnq,2001,29.6
gnq,2002,27.1
gnq,2003,26
gnq,2004,24.8
gnq,2005,23.8
gnq,2006,23.4
gnq,2007,22.8
gnq,2008,22.3
gnq,2009,21.7
gnq,2010,22.1
gnq,2011,23.2
gnq,2012,22.9
gnq,2013,21.8
gnq,2014,22
gnq,2015,22.5
gnq,2016,22.8
gnq,2017,21.8
gnq,2018,22.9
gnq,2019,22.1
grc,2000,20.5
grc,2001,19.9
grc,2002,19.3
grc,2003,19.2
grc,2004,19.2
grc,2005,18.6
grc,2006,18.2
grc,2007,18.9
grc,2008,18.6
grc,2009,18.4
grc,2010,18.2
grc,2011,18.7
grc,2012,19
grc,2013,18.5
grc,2014,18.1
grc,2015,18.2
grc,2016,17.1
grc,2017,17.2
grc,2018,17.3
grc,2019,17.2
grd,2000,27.3
grd,2001,26.8
grd,2002,26.9
grd,2003,27.8
grd,2004,27.6
grd,2005,25.8
grd,2006,23.6
grd,2007,23.1
grd,2008,23.6
grd,2009,23.9
grd,2010,24.6
grd,2011,24.5
grd,2012,25.7
grd,2013,25.2
grd,2014,25.9
grd,2015,26.7
grd,2016,27.3
grd,2017,27.1
grd,2018,26.4
grd,2019,26.3
gtm,2000,14.8
gtm,2001,15.2
gtm,2002,14.5
gtm,2003,15
gtm,2004,15.7
gtm,2005,16.4
gtm,2006,16.3
gtm,2007,15.5
gtm,2008,15.8
gtm,2009,16.3
gtm,2010,16.8
gtm,2011,16.7
gtm,2012,17.1
gtm,2013,17.1
gtm,2014,17.1
gtm,2015,17.4
gtm,2016,17.2
gtm,2017,16.3
gtm,2018,16.7
gtm,2019,16.5
guy,2000,38.8
guy,2001,37
guy,2002,37.4
guy,2003,37.3
guy,2004,37.6
guy,2005,37.2
guy,2006,36.6
guy,2007,36.4
guy,2008,36.9
guy,2009,36.8
guy,2010,36.3
guy,2011,35.8
guy,2012,35.1
guy,2013,34.9
guy,2014,34
guy,2015,33.6
guy,2016,33.1
guy,2017,32.6
