geo,time,dt_nfl_mlat_cd
bfa,1989,37580000
bfa,1990,31550000
bfa,1991,76455000
bfa,1992,96363000
bfa,1993,99717000
bfa,1994,74690000
bfa,1995,81822000
bfa,1996,65302000
bfa,1997,41018000
bfa,1998,63063000
bfa,1999,66020000
bfa,2000,55309000
bfa,2001,103130000
bfa,2002,110220000
bfa,2003,89646000
bfa,2004,180528000
bfa,2005,178539000
bfa,2006,216514000
bfa,2007,156208000
bfa,2008,227569000
bfa,2009,183122000
bfa,2010,230361000
bfa,2011,138325000
bfa,2012,117486000
bfa,2013,25899000
bfa,2014,174484000
bfa,2015,163282000
bfa,2016,199892000
bfa,2017,129159000
bfa,2018,245776000
bfa,2019,369642000
bfa,2020,340937000
bgd,1972,2265000
bgd,1973,56772000
bgd,1974,75665000
bgd,1975,108217000
bgd,1976,128561000
bgd,1977,112899000
bgd,1978,139354000
bgd,1979,225800000
bgd,1980,275231000
bgd,1981,264263000
bgd,1982,280899000
bgd,1983,265785000
bgd,1984,352404000
bgd,1985,431209000
bgd,1986,519024000
bgd,1987,468603000
bgd,1988,526951000
bgd,1989,594361000
bgd,1990,748607000
bgd,1991,478576000
bgd,1992,584322000
bgd,1993,478770000
bgd,1994,727174000
bgd,1995,389807000
bgd,1996,531615000
bgd,1997,396199000
bgd,1998,500197000
bgd,1999,562186000
bgd,2000,481736000
bgd,2001,360920000
bgd,2002,309900000
bgd,2003,516697000
bgd,2004,523064000
bgd,2005,523731000
bgd,2006,413797000
bgd,2007,624414000
bgd,2008,1016532000
bgd,2009,952031000
bgd,2010,351699000
bgd,2011,290450000
bgd,2012,804978000
bgd,2013,572346000
bgd,2014,718561000
bgd,2015,1022329000
bgd,2016,1389604000
bgd,2017,1579786000
bgd,2018,1954202000
bgd,2019,2349807000
bgd,2020,2549231000
bgr,1985,43084000
bgr,1986,29894000
bgr,1987,42199000
bgr,1988,27148000
bgr,1989,29740000
bgr,1990,21354000
bgr,1991,18983000
bgr,1992,47216000
bgr,1993,138422000
bgr,1994,344744000
bgr,1995,12732000
bgr,1996,118079000
bgr,1997,-13941000
bgr,1998,330128000
bgr,1999,255291000
bgr,2000,98676000
bgr,2001,36967000
bgr,2002,19015000
bgr,2003,147024000
bgr,2004,193392000
bgr,2005,114093000
bgr,2006,-279508000
bgr,2007,40606000
bgr,2008,-431123000
bgr,2009,268019000
bgr,2010,41521000
bgr,2011,150797000
bgr,2012,73193000
bgr,2013,222212000
bgr,2014,-22068000
bgr,2015,81156000
bgr,2016,492385000
bgr,2017,-14198000
bgr,2018,-15391000
bgr,2019,-70251000
bgr,2020,-229032000
bih,1999,114061000
bih,2000,-75886000
bih,2001,-113789000
bih,2002,76112000
bih,2003,57940000
bih,2004,239943000
bih,2005,88020000
bih,2006,37946000
bih,2007,54828000
bih,2008,57188000
bih,2009,186619000
bih,2010,277589000
bih,2011,174856000
bih,2012,299545000
bih,2013,473075000
bih,2014,416371000
bih,2015,89312000
bih,2016,172808000
bih,2017,26953000
bih,2018,96477000
bih,2019,63494000
bih,2020,68979000
blr,1993,115927000
blr,1994,51340000
blr,1995,7632000
blr,1996,42581000
blr,1997,56437000
blr,1998,13317000
blr,1999,-7879000
blr,2000,-23429000
blr,2001,-25285000
blr,2002,-30751000
blr,2003,-34134000
blr,2004,-26754000
blr,2005,-34817000
blr,2006,-18162000
blr,2007,-13924000
blr,2008,-3009000
blr,2009,211338000
blr,2010,33562000
blr,2011,2347746000
blr,2012,-438030000
blr,2013,1065599000
blr,2014,-110938000
blr,2015,-292597000
blr,2016,526497000
blr,2017,563190000
blr,2018,-123999000
blr,2019,-329183000
blr,2020,82063000
blz,1974,590000
blz,1975,242000
blz,1976,3103000
blz,1977,4454000
blz,1978,5042000
blz,1979,4950000
blz,1980,4198000
blz,1981,5325000
blz,1982,2104000
blz,1983,1796000
blz,1984,1984000
blz,1985,2621000
blz,1986,-388000
blz,1987,8000
blz,1988,1511000
blz,1989,10702000
blz,1990,3019000
blz,1991,2442000
blz,1992,4793000
blz,1993,-434000
blz,1994,5313000
blz,1995,5197000
blz,1996,3193000
blz,1997,19987000
blz,1998,12848000
blz,1999,10598000
blz,2000,13528000
blz,2001,24353000
blz,2002,17839000
blz,2003,24193000
blz,2004,11863000
blz,2005,-485000
blz,2006,860000
blz,2007,14190000
blz,2008,-6252000
blz,2009,19205000
blz,2010,3817000
blz,2011,5544000
blz,2012,7801000
blz,2013,17963000
blz,2014,6081000
blz,2015,16470000
blz,2016,10119000
blz,2017,18460000
blz,2018,13003000
blz,2019,19428000
blz,2020,60896000
bol,1970,4149000
bol,1971,33307000
bol,1972,20519000
bol,1973,9069000
bol,1974,16541000
bol,1975,26966000
bol,1976,32820000
bol,1977,62654000
bol,1978,70150000
bol,1979,81452000
bol,1980,106175000
bol,1981,82060000
bol,1982,89920000
bol,1983,76278000
bol,1984,45340000
bol,1985,-906000
bol,1986,173450000
bol,1987,96867000
bol,1988,183554000
bol,1989,165131000
bol,1990,84852000
bol,1991,118651000
bol,1992,162295000
bol,1993,122678000
bol,1994,186133000
bol,1995,258441000
bol,1996,145978000
bol,1997,195552000
bol,1998,57062000
bol,1999,140583000
bol,2000,121216000
bol,2001,203397000
bol,2002,327683000
bol,2003,430007000
bol,2004,236550000
bol,2005,175957000
bol,2006,770000
bol,2007,76293000
bol,2008,105542000
bol,2009,172078000
bol,2010,305305000
bol,2011,337619000
bol,2012,421305000
bol,2013,415689000
bol,2014,477273000
bol,2015,786192000
bol,2016,660534000
bol,2017,825528000
bol,2018,612952000
bol,2019,755598000
bol,2020,748965000
bra,1970,125574000
bra,1971,150079000
bra,1972,248296000
bra,1973,246603000
bra,1974,369080000
bra,1975,343202000
bra,1976,217197000
bra,1977,248089000
bra,1978,305778000
bra,1979,397052000
bra,1980,365666000
bra,1981,403262000
bra,1982,742648000
bra,1983,1089605000
bra,1984,1229252000
bra,1985,647842000
bra,1986,1170693000
bra,1987,131960000
bra,1988,93081000
bra,1989,-53449000
bra,1990,-538696000
bra,1991,-498801000
bra,1992,-705358000
bra,1993,-351647000
bra,1994,-735512000
bra,1995,-415621000
bra,1996,752530000
bra,1997,1401908000
bra,1998,5725052000
bra,1999,1986479000
bra,2000,149195000
bra,2001,1517528000
bra,2002,906868000
bra,2003,-1285350000
bra,2004,-1512197000
bra,2005,517857000
bra,2006,2384261000
bra,2007,276336000
bra,2008,1202352000
bra,2009,405013000
bra,2010,5048773000
bra,2011,-4847299000
bra,2012,2711660000
bra,2013,697814000
bra,2014,2607294000
bra,2015,506999000
bra,2016,427160000
bra,2017,633412000
bra,2018,786504000
bra,2019,-105097000
bra,2020,515734000
btn,1981,330000
btn,1982,836000
btn,1983,693000
btn,1984,786000
btn,1985,2554000
btn,1986,3188000
btn,1987,8780000
btn,1988,5858000
btn,1989,6908000
btn,1990,7204000
btn,1991,6514000
btn,1992,4067000
btn,1993,3802000
btn,1994,4191000
btn,1995,5264000
btn,1996,4038000
btn,1997,8370000
btn,1998,4631000
btn,1999,1781000
btn,2000,10455000
btn,2001,12331000
btn,2002,21792000
btn,2003,11382000
btn,2004,14622000
btn,2005,19895000
btn,2006,12688000
btn,2007,18715000
btn,2008,11025000
btn,2009,45589000
btn,2010,43646000
btn,2011,53295000
btn,2012,52733000
btn,2013,22327000
btn,2014,49314000
btn,2015,14941000
btn,2016,1349000
btn,2017,48141000
btn,2018,41428000
btn,2019,85289000
btn,2020,118444000
bwa,1970,1607000
bwa,1971,813000
bwa,1972,13348000
bwa,1973,15956000
bwa,1974,7901000
bwa,1975,6538000
bwa,1976,6268000
bwa,1977,4237000
bwa,1978,5975000
bwa,1979,7900000
bwa,1980,9828000
bwa,1981,17573000
bwa,1982,16807000
bwa,1983,20936000
bwa,1984,32881000
bwa,1985,47984000
bwa,1986,16021000
bwa,1987,35391000
bwa,1988,10573000
bwa,1989,30779000
bwa,1990,-16103000
bwa,1991,55249000
bwa,1992,30563000
bwa,1993,21047000
bwa,1994,2981000
bwa,1995,-25004000
bwa,1996,-23863000
bwa,1997,-27138000
bwa,1998,-23527000
bwa,1999,-35865000
bwa,2000,-25338000
bwa,2001,-23381000
bwa,2002,-30051000
bwa,2003,-19624000
bwa,2004,-20962000
bwa,2005,-28167000
bwa,2006,-28523000
bwa,2007,-16976000
bwa,2008,18007000
bwa,2009,975960000
bwa,2010,-27173000
bwa,2011,571405000
bwa,2012,55873000
bwa,2013,-111758000
bwa,2014,16361000
bwa,2015,-108492000
bwa,2016,-80771000
bwa,2017,-117816000
bwa,2018,-83649000
bwa,2019,-100142000
bwa,2020,-51129000
caf,1970,220000
caf,1971,2167000
caf,1972,3375000
caf,1973,1352000
caf,1974,971000
caf,1975,1175000
caf,1976,559000
caf,1977,2971000
caf,1978,3348000
caf,1979,11747000
caf,1980,13598000
caf,1981,12051000
caf,1982,7520000
caf,1983,11918000
caf,1984,23826000
caf,1985,24896000
caf,1986,43401000
caf,1987,44968000
caf,1988,50373000
caf,1989,48974000
caf,1990,91996000
caf,1991,41640000
caf,1992,28322000
caf,1993,29794000
caf,1994,37501000
caf,1995,30032000
caf,1996,25100000
caf,1997,2281000
caf,1998,-8842000
caf,1999,-569000
caf,2000,9138000
caf,2001,-6644000
caf,2002,484000
caf,2003,0
caf,2004,-648000
caf,2005,-712000
caf,2006,-46989000
caf,2007,-39218000
caf,2008,-7638000
caf,2009,-2178000
caf,2010,5073000
caf,2011,7689000
caf,2012,8789000
caf,2013,-167000
caf,2014,33826000
caf,2015,8619000
caf,2016,5647000
caf,2017,13423000
caf,2018,58439000
caf,2019,3439000
caf,2020,16489000
chn,1982,883000
chn,1983,77814000
chn,1984,207849000
chn,1985,598785000
chn,1986,618297000
chn,1987,618667000
chn,1988,1082963000
chn,1989,1106108000
chn,1990,937714000
chn,1991,1314046000
chn,1992,1358614000
chn,1993,2034329000
chn,1994,2236531000
chn,1995,2427220000
chn,1996,2385418000
chn,1997,2384984000
chn,1998,2255227000
chn,1999,1700182000
chn,2000,1903096000
chn,2001,1392656000
chn,2002,-494949000
chn,2003,-2205363000
chn,2004,204388000
chn,2005,809299000
chn,2006,814639000
chn,2007,1035960000
chn,2008,1358394000
chn,2009,1119986000
chn,2010,959322000
chn,2011,-327990000
chn,2012,106652000
chn,2013,-345319000
chn,2014,-144862000
chn,2015,-225611000
chn,2016,30506000
chn,2017,399005000
chn,2018,381659000
chn,2019,1063266000
chn,2020,-25590000
civ,1970,11728000
civ,1971,9505000
civ,1972,12936000
civ,1973,18155000
civ,1974,42918000
civ,1975,46958000
civ,1976,24400000
civ,1977,64021000
civ,1978,92837000
civ,1979,65963000
civ,1980,119503000
civ,1981,42023000
civ,1982,265336000
civ,1983,188399000
civ,1984,193549000
civ,1985,23986000
civ,1986,62204000
civ,1987,286812000
civ,1988,31393000
civ,1989,14320000
civ,1990,229212000
civ,1991,169859000
civ,1992,96995000
civ,1993,-140905000
civ,1994,290676000
civ,1995,54348000
civ,1996,17037000
civ,1997,-82676000
civ,1998,43788000
civ,1999,-126851000
civ,2000,4919000
civ,2001,-93039000
civ,2002,-4756000
civ,2003,-40259000
civ,2004,-21882000
civ,2005,-8418000
civ,2006,58223000
civ,2007,-70893000
civ,2008,-561327000
civ,2009,-441345000
civ,2010,17200000
civ,2011,10174000
civ,2012,-4265000
civ,2013,131898000
civ,2014,141389000
civ,2015,191376000
civ,2016,152134000
civ,2017,449739000
civ,2018,497091000
civ,2019,513079000
civ,2020,1094838000
cmr,1970,9240000
cmr,1971,12811000
cmr,1972,23346000
cmr,1973,20654000
cmr,1974,12967000
cmr,1975,47207000
cmr,1976,25797000
cmr,1977,45527000
cmr,1978,81171000
cmr,1979,72289000
cmr,1980,62676000
cmr,1981,72986000
cmr,1982,48417000
cmr,1983,70945000
cmr,1984,62431000
cmr,1985,49727000
cmr,1986,79293000
cmr,1987,81310000
cmr,1988,25331000
cmr,1989,66827000
cmr,1990,131317000
cmr,1991,109549000
cmr,1992,69203000
cmr,1993,-30375000
cmr,1994,160992000
cmr,1995,-48880000
cmr,1996,-39907000
cmr,1997,-15396000
cmr,1998,-17835000
cmr,1999,2754000
cmr,2000,18139000
cmr,2001,19427000
cmr,2002,-1130000
cmr,2003,29632000
cmr,2004,89748000
cmr,2005,-24978000
cmr,2006,-328000
cmr,2007,45703000
cmr,2008,66377000
cmr,2009,71302000
cmr,2010,117881000
cmr,2011,75495000
cmr,2012,163215000
cmr,2013,219388000
cmr,2014,230196000
cmr,2015,208773000
cmr,2016,246965000
cmr,2017,480231000
cmr,2018,856618000
cmr,2019,581199000
cmr,2020,390657000
cod,1970,-562000
cod,1971,3122000
cod,1972,20933000
cod,1973,15412000
cod,1974,7418000
cod,1975,20570000
cod,1976,36624000
cod,1977,74009000
cod,1978,62871000
cod,1979,18961000
cod,1980,56416000
cod,1981,20938000
cod,1982,60623000
cod,1983,74989000
cod,1984,55690000
cod,1985,81136000
cod,1986,163537000
cod,1987,259624000
cod,1988,242648000
cod,1989,223985000
cod,1990,193492000
cod,1991,255748000
cod,1992,59293000
cod,1993,53276000
cod,1994,935000
cod,1996,-7000
cod,1997,-2000
cod,1998,72000
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,161654000
cod,2003,142526000
cod,2004,200359000
cod,2005,237507000
cod,2006,123954000
cod,2007,65864000
cod,2008,42006000
cod,2009,53278000
cod,2010,637000
cod,2011,-59305000
cod,2012,293000
cod,2013,-6828000
cod,2014,-155813000
cod,2015,-31385000
cod,2016,-125735000
cod,2017,182035000
cod,2018,73377000
cod,2019,93302000
cod,2020,91515000
cog,1970,-700000
cog,1971,-1460000
cog,1972,1009000
cog,1973,2816000
cog,1974,5231000
cog,1975,2075000
cog,1976,10244000
cog,1977,6667000
cog,1978,22953000
cog,1979,21438000
cog,1980,17101000
cog,1981,23351000
cog,1982,23924000
cog,1983,114326000
cog,1984,30629000
cog,1985,33086000
cog,1986,21891000
cog,1987,40296000
cog,1988,76313000
cog,1989,-6659000
cog,1990,-15444000
cog,1991,-14713000
cog,1992,-16688000
cog,1993,-27108000
cog,1994,141192000
cog,1995,-19609000
cog,1996,-27817000
cog,1997,-17007000
cog,1998,-8024000
cog,1999,-676000
cog,2000,-6127000
cog,2001,8239000
cog,2002,-9153000
cog,2003,-1818000
cog,2004,-74692000
cog,2005,2184000
cog,2006,-7790000
cog,2007,-10754000
cog,2008,-7721000
cog,2009,-10366000
cog,2010,-14980000
cog,2011,-13464000
cog,2012,-6584000
cog,2013,4001000
cog,2014,-445000
cog,2015,12454000
cog,2016,57689000
cog,2017,414833000
cog,2018,5596000
cog,2019,232738000
cog,2020,66570000
col,1970,75255000
col,1971,63612000
col,1972,86505000
col,1973,85032000
col,1974,92847000
col,1975,94072000
col,1976,63730000
col,1977,71722000
col,1978,69427000
col,1979,121788000
col,1980,230653000
col,1981,273863000
col,1982,285022000
col,1983,309017000
col,1984,464561000
col,1985,613511000
col,1986,430342000
col,1987,208960000
col,1988,275948000
col,1989,185932000
col,1990,24460000
col,1991,-23294000
col,1992,-109348000
col,1993,-293831000
col,1994,-704225000
col,1995,-252700000
col,1996,-184021000
col,1997,-304047000
col,1998,370313000
col,1999,1033565000
col,2000,61804000
col,2001,1111853000
col,2002,53315000
col,2003,2165402000
col,2004,222274000
col,2005,-610171000
col,2006,1207868000
col,2007,374885000
col,2008,1784092000
col,2009,1579108000
col,2010,1081524000
col,2011,123017000
col,2012,194140000
col,2013,597418000
col,2014,394686000
col,2015,1002648000
col,2016,1861076000
col,2017,344047000
col,2018,1683324000
col,2019,783230000
col,2020,2594240000
com,1976,10500000
com,1977,256000
com,1978,888000
com,1979,3465000
com,1980,6131000
com,1981,3954000
com,1982,6321000
com,1983,8382000
com,1984,14120000
com,1985,13914000
com,1986,17496000
com,1987,6664000
com,1988,3369000
com,1989,1446000
com,1990,678000
com,1991,-2692000
com,1992,14483000
com,1993,4538000
com,1994,7057000
com,1995,9188000
com,1996,9734000
com,1997,4894000
com,1998,3286000
com,1999,-253000
com,2000,937000
com,2001,10233000
com,2002,9136000
com,2003,7845000
com,2004,1250000
com,2005,682000
com,2006,645000
com,2007,-8012000
com,2008,-6751000
com,2009,-6873000
com,2010,-3121000
com,2011,-2214000
com,2012,-5494000
com,2013,-455000
com,2014,-596000
com,2015,-1973000
com,2016,-3054000
com,2017,-284000
com,2018,333000
com,2019,14142000
com,2020,6033000
cpv,1981,5192000
cpv,1982,8317000
cpv,1983,5792000
cpv,1984,7610000
cpv,1985,10528000
cpv,1986,5953000
cpv,1987,2074000
cpv,1988,4676000
cpv,1989,4820000
cpv,1990,3545000
cpv,1991,651000
cpv,1992,11877000
cpv,1993,6766000
cpv,1994,22689000
cpv,1995,10380000
cpv,1996,11401000
cpv,1997,13052000
cpv,1998,23547000
cpv,1999,35610000
cpv,2000,17370000
cpv,2001,19775000
cpv,2002,21802000
cpv,2003,26615000
cpv,2004,19202000
cpv,2005,36301000
cpv,2006,21207000
cpv,2007,24885000
cpv,2008,25961000
cpv,2009,45774000
cpv,2010,70287000
cpv,2011,26067000
cpv,2012,28990000
cpv,2013,41757000
cpv,2014,78411000
cpv,2015,57694000
cpv,2016,20722000
cpv,2017,16956000
cpv,2018,28405000
cpv,2019,74130000
cpv,2020,79070000
cri,1970,13192000
cri,1971,15152000
cri,1972,20703000
cri,1973,21089000
cri,1974,23420000
cri,1975,46169000
cri,1976,59330000
cri,1977,64615000
cri,1978,70633000
cri,1979,69702000
cri,1980,83584000
cri,1981,61070000
cri,1982,29162000
cri,1983,29286000
cri,1984,58814000
cri,1985,111785000
cri,1986,66372000
cri,1987,3920000
cri,1988,3778000
cri,1989,-9379000
cri,1990,5989000
cri,1991,38110000
cri,1992,15575000
cri,1993,46978000
cri,1994,27969000
cri,1995,2908000
cri,1996,193223000
cri,1997,16915000
cri,1998,48630000
cri,1999,-31464000
cri,2000,-27129000
cri,2001,22964000
cri,2002,-96887000
cri,2003,205686000
cri,2004,24792000
cri,2005,-206143000
cri,2006,-135698000
cri,2007,-92918000
cri,2008,-112163000
cri,2009,92866000
cri,2010,578913000
cri,2011,22329000
cri,2012,69357000
cri,2013,-209159000
cri,2014,378068000
cri,2015,277707000
cri,2016,413932000
cri,2017,171068000
cri,2018,1321243000
cri,2019,208426000
cri,2020,28777000
dji,1980,2399000
dji,1981,820000
dji,1982,2482000
dji,1983,4417000
dji,1984,9876000
dji,1985,13626000
dji,1986,13032000
dji,1987,14549000
dji,1988,8456000
dji,1989,1817000
dji,1990,5390000
dji,1991,7799000
dji,1992,13575000
dji,1993,10600000
dji,1994,8044000
dji,1995,5587000
dji,1996,6231000
dji,1997,7528000
dji,1998,3005000
dji,1999,197000
dji,2000,3676000
dji,2001,10598000
dji,2002,23901000
dji,2003,24594000
dji,2004,20582000
dji,2005,11144000
dji,2006,25968000
dji,2007,21758000
dji,2008,15231000
dji,2009,35156000
dji,2010,7682000
dji,2011,23379000
dji,2012,-4546000
dji,2013,20326000
dji,2014,18043000
dji,2015,39494000
dji,2016,40843000
dji,2017,15050000
dji,2018,38508000
dji,2019,61820000
dji,2020,35001000
dma,1981,1766000
dma,1982,7007000
dma,1983,2901000
dma,1984,9491000
dma,1985,5347000
dma,1986,226000
dma,1987,4605000
dma,1988,1531000
dma,1989,5784000
dma,1990,6258000
dma,1991,4769000
dma,1992,865000
dma,1993,1151000
dma,1994,-759000
dma,1995,1442000
dma,1996,1605000
dma,1997,-488000
dma,1998,-197000
dma,1999,5305000
dma,2000,15386000
dma,2001,11791000
dma,2002,5080000
dma,2003,9467000
dma,2004,12247000
dma,2005,-4065000
dma,2006,-5339000
dma,2007,-2185000
dma,2008,-3183000
dma,2009,-1482000
dma,2010,1237000
dma,2011,5215000
dma,2012,5728000
dma,2013,3381000
dma,2014,-760000
dma,2015,5194000
dma,2016,-4629000
dma,2017,-32000
dma,2018,-3991000
dma,2019,-1584000
dma,2020,29513000
dom,1970,19020000
dom,1971,20639000
dom,1972,3954000
dom,1973,5182000
dom,1974,4068000
dom,1975,8052000
dom,1976,11624000
dom,1977,21303000
dom,1978,38046000
dom,1979,36883000
dom,1980,90328000
dom,1981,71570000
dom,1982,69658000
dom,1983,63701000
dom,1984,58731000
dom,1985,89682000
dom,1986,47092000
dom,1987,35230000
dom,1988,17877000
dom,1989,40396000
dom,1990,42173000
dom,1991,15085000
dom,1992,-1335000
dom,1993,9241000
dom,1994,8945000
dom,1995,75401000
dom,1996,22662000
dom,1997,-8156000
dom,1998,22150000
dom,1999,113725000
dom,2000,34824000
dom,2001,118123000
dom,2002,92339000
dom,2003,101956000
dom,2004,216328000
dom,2005,88014000
dom,2006,73994000
dom,2007,-30686000
dom,2008,-2765000
dom,2009,711621000
dom,2010,469166000
dom,2011,273577000
dom,2012,188993000
dom,2013,367184000
dom,2014,-296877000
dom,2015,560842000
dom,2016,290644000
dom,2017,9945000
dom,2018,252660000
dom,2019,388191000
dom,2020,812449000
dza,1970,-2614000
dza,1971,-2599000
dza,1972,-2824000
dza,1973,-1186000
dza,1974,-143000
dza,1975,40586000
dza,1976,50231000
dza,1977,54735000
dza,1978,52730000
dza,1979,62567000
dza,1980,12572000
dza,1981,44699000
dza,1982,9024000
dza,1983,71542000
dza,1984,114728000
dza,1985,40813000
dza,1986,209856000
dza,1987,86482000
dza,1988,254195000
dza,1989,244102000
dza,1990,299904000
dza,1991,565469000
dza,1992,214175000
dza,1993,126033000
dza,1994,251493000
dza,1995,478036000
dza,1996,411577000
dza,1997,93961000
dza,1998,182443000
dza,1999,3705000
