geo,time,sp_rur_totl_zg
arg,1965,-0.67306
arg,1966,-0.72303
arg,1967,-0.75373
arg,1968,-0.77485
arg,1969,-0.75954
arg,1970,-0.74353
arg,1971,-0.53558
arg,1972,-0.45236
arg,1973,-0.44727
arg,1974,-0.47614
arg,1975,-0.51819
arg,1976,-0.57769
arg,1977,-0.61052
arg,1978,-0.63931
arg,1979,-0.62959
arg,1980,-0.60779
arg,1981,-0.94891
arg,1982,-1.11267
arg,1983,-1.10441
arg,1984,-1.12827
arg,1985,-1.15037
arg,1986,-1.17311
arg,1987,-1.20359
arg,1988,-1.25167
arg,1989,-1.29723
arg,1990,-1.35751
arg,1991,-1.277
arg,1992,-0.35102
arg,1993,-0.39399
arg,1994,-0.44749
arg,1995,-0.47963
arg,1996,-0.52778
arg,1997,-0.55703
arg,1998,-0.58763
arg,1999,-0.61848
arg,2000,-0.63411
arg,2001,-0.6452
arg,2002,-0.62718
arg,2003,-0.62003
arg,2004,-0.64601
arg,2005,-0.6645
arg,2006,-0.69434
arg,2007,-0.7095
arg,2008,-0.7244
arg,2009,-0.71517
arg,2010,-0.95965
arg,2011,-0.39975
arg,2012,-0.3277
arg,2013,-0.33298
arg,2014,-0.37404
arg,2015,-0.39399
arg,2016,-0.41289
arg,2017,-0.43067
arg,2018,-0.46153
arg,2019,-0.50612
arg,2020,-0.53958
arm,1961,1.72632
arm,1962,1.6047
arm,1963,1.46168
arm,1964,1.29101
arm,1965,1.11643
arm,1966,0.92556
arm,1967,0.74315
arm,1968,0.59411
arm,1969,0.4942
arm,1970,0.46394
arm,1971,0.45522
arm,1972,0.37344
arm,1973,0.27938
arm,1974,0.14958
arm,1975,0.43975
arm,1976,0.30144
arm,1977,0.18167
arm,1978,0.07093
arm,1979,0.48774
arm,1980,1.02801
arm,1981,0.92984
arm,1982,0.81973
arm,1983,0.77379
arm,1984,0.81473
arm,1985,0.89353
arm,1986,1.04656
arm,1987,1.11526
arm,1988,0.88293
arm,1989,0.95295
arm,1990,0.87692
arm,1991,-0.10624
arm,1992,-0.97243
arm,1993,-1.52463
arm,1994,-1.57347
arm,1995,-1.22671
arm,1996,-0.72917
arm,1997,-0.30883
arm,1998,0.02109
arm,1999,0.16434
arm,2000,0.16767
arm,2001,0.1742
arm,2002,-0.13179
arm,2003,-0.25358
arm,2004,-0.29665
arm,2005,-0.37266
arm,2006,-0.49906
arm,2007,-0.59584
arm,2008,-0.58351
arm,2009,-0.39901
arm,2010,-0.10005
arm,2011,0.2461
arm,2012,0.53982
arm,2013,0.66845
arm,2014,0.65089
arm,2015,0.52388
arm,2016,0.36942
arm,2017,0.237
arm,2018,0.11103
arm,2019,0.0125
arm,2020,-0.06988
asm,1961,1.06765
asm,1962,1.77353
asm,1963,2.31682
asm,1964,2.34623
asm,1965,2.2391
asm,1966,1.99412
asm,1967,1.73692
asm,1968,1.56821
asm,1969,1.38193
asm,1970,1.1043
asm,1971,0.87229
asm,1972,0.69483
asm,1973,0.48473
asm,1974,0.28972
asm,1975,0.12047
asm,1976,-0.04817
asm,1977,-0.16878
asm,1978,-0.0362
asm,1979,0.42156
asm,1980,0.7305
asm,1981,0.34542
asm,1982,0.85248
asm,1983,1.18372
asm,1984,1.21593
asm,1985,1.15582
asm,1986,0.99627
asm,1987,0.9195
asm,1988,0.67857
asm,1989,0.4204
asm,1990,-0.40932
asm,1991,-2.27601
asm,1992,-2.64292
asm,1993,-2.91828
asm,1994,-3.142
asm,1995,-3.24394
asm,1996,-3.36592
asm,1997,-3.49686
asm,1998,-3.69457
asm,1999,-3.91014
asm,2000,-2.57307
asm,2001,1.99542
asm,2002,1.82519
asm,2003,1.54862
asm,2004,1.15658
asm,2005,0.60859
asm,2006,0.08463
asm,2007,-0.43801
asm,2008,-0.68201
asm,2009,-0.58626
asm,2010,-0.21535
asm,2011,0.14362
asm,2012,0.50104
asm,2013,0.65471
asm,2014,0.60816
asm,2015,0.42212
asm,2016,0.19638
asm,2017,0
asm,2018,-0.15427
asm,2019,-0.22481
asm,2020,-0.25352
atg,1961,2.61662
atg,1962,2.52373
atg,1963,2.49848
atg,1964,2.61456
atg,1965,2.77126
atg,1966,2.98387
atg,1967,3.11763
atg,1968,2.98165
atg,1969,2.52509
atg,1970,1.63531
atg,1971,0.1435
atg,1972,-0.46182
atg,1973,-0.88004
atg,1974,-0.97443
atg,1975,-0.81651
atg,1976,-0.63021
atg,1977,-0.42808
atg,1978,-0.32165
atg,1979,-0.27089
atg,1980,-0.26174
atg,1981,-0.24011
atg,1982,-0.1364
atg,1983,-0.12665
atg,1984,-0.11437
atg,1985,-0.12446
atg,1986,-0.17451
atg,1987,-0.18981
atg,1988,-0.05251
atg,1989,0.27725
atg,1990,0.71827
atg,1991,1.25754
atg,1992,2.30384
atg,1993,2.59951
atg,1994,2.7151
atg,1995,2.73157
atg,1996,2.72762
atg,1997,2.71159
atg,1998,2.6339
atg,1999,2.50879
atg,2000,2.30598
atg,2001,2.14212
atg,2002,2.33288
atg,2003,2.20176
atg,2004,2.19513
atg,2005,2.25556
atg,2006,2.38886
atg,2007,2.41746
atg,2008,2.43785
atg,2009,2.37196
atg,2010,2.26311
atg,2011,2.09847
atg,2012,1.52652
atg,2013,1.44795
atg,2014,1.37821
atg,2015,1.31673
atg,2016,1.21519
atg,2017,1.12964
atg,2018,1.04542
atg,2019,0.98415
atg,2020,0.92997
aus,1961,-0.26603
aus,1962,0.83863
aus,1963,0.3126
aus,1964,0.34259
aus,1965,0.34282
aus,1966,0.66374
aus,1967,0.25479
aus,1968,0.75872
aus,1969,1.08349
aus,1970,0.95667
aus,1971,2.36902
aus,1972,0.82292
aus,1973,0.51605
aus,1974,1.50809
aus,1975,0.2106
aus,1976,-0.02177
aus,1977,0.10509
aus,1978,0.13752
aus,1979,0.05151
aus,1980,0.19291
aus,1981,0.55721
aus,1982,1.87709
aus,1983,1.45275
aus,1984,1.34091
aus,1985,1.56867
aus,1986,1.84685
aus,1987,1.72841
aus,1988,1.83632
aus,1989,1.89915
aus,1990,1.68614
aus,1991,1.4803
aus,1992,2.01854
aus,1993,1.84445
aus,1994,1.92386
aus,1995,2.07253
aus,1996,2.17754
aus,1997,1.97501
aus,1998,1.90418
aus,1999,1.99707
aus,2000,2.05227
aus,2001,2.20105
aus,2002,0.45031
aus,2003,0.46415
aus,2004,0.38996
aus,2005,0.55092
aus,2006,0.70696
aus,2007,-0.17592
aus,2008,1.20362
aus,2009,1.26088
aus,2010,0.75564
aus,2011,0.59002
aus,2012,1.0495
aus,2013,1.03377
aus,2014,0.79942
aus,2015,0.74925
aus,2016,0.86719
aus,2017,0.94942
aus,2018,0.76697
aus,2019,0.71776
aus,2020,0.43618
aut,1961,0.28166
aut,1962,0.47353
aut,1963,0.49998
aut,1964,0.52677
aut,1965,0.50979
aut,1966,0.55842
aut,1967,0.60708
aut,1968,0.37872
aut,1969,0.20458
aut,1970,0.2054
aut,1971,0.32239
aut,1972,0.55238
aut,1973,0.52521
aut,1974,0.14134
aut,1975,-0.29415
aut,1976,-0.20552
aut,1977,0.0095
aut,1978,-0.1098
aut,1979,-0.19938
aut,1980,-0.02878
aut,1981,0.333
aut,1982,0.83106
aut,1983,0.59199
aut,1984,0.74731
aut,1985,0.79211
aut,1986,0.81156
aut,1987,0.80572
aut,1988,0.88131
aut,1989,1.1848
aut,1990,1.49633
aut,1991,1.72737
aut,1992,1.82694
aut,1993,1.54837
aut,1994,1.10608
aut,1995,0.86913
aut,1996,0.85112
aut,1997,0.82174
aut,1998,0.81831
aut,1999,0.89812
aut,2000,0.94166
aut,2001,1.08158
aut,2002,1.18594
aut,2003,1.17873
aut,2004,1.30971
aut,2005,1.36587
aut,2006,1.17473
aut,2007,1.00429
aut,2008,0.98859
aut,2009,0.93295
aut,2010,0.90928
aut,2011,1.00151
aut,2012,0.38129
aut,2013,0.14738
aut,2014,0.33519
aut,2015,0.67502
aut,2016,0.63105
aut,2017,0.24464
aut,2018,0.00146
aut,2019,-0.07942
aut,2020,-0.14805
aze,1961,4.03477
aze,1962,4.06894
aze,1963,4.01072
aze,1964,3.848
aze,1965,3.62019
aze,1966,3.381
aze,1967,3.1669
aze,1968,2.98091
aze,1969,2.82817
aze,1970,2.01901
aze,1971,1.08473
aze,1972,0.96578
aze,1973,0.87092
aze,1974,1.06067
aze,1975,1.27662
aze,1976,1.23893
aze,1977,1.20915
aze,1978,1.18785
aze,1979,1.24992
aze,1980,1.33328
aze,1981,1.33551
aze,1982,1.33414
aze,1983,1.3437
aze,1984,1.28011
aze,1985,1.21949
aze,1986,1.23998
aze,1987,1.25163
aze,1988,1.2439
aze,1989,1.73372
aze,1990,1.34392
aze,1991,1.99418
aze,1992,2.17309
aze,1993,2.17083
aze,1994,2.00134
aze,1995,1.80428
aze,1996,1.65834
aze,1997,1.60291
aze,1998,1.58743
aze,1999,1.06828
aze,2000,0.40891
aze,2001,0.36045
aze,2002,0.33221
aze,2003,0.33988
aze,2004,0.45591
aze,2005,0.60307
aze,2006,0.67762
aze,2007,0.70901
aze,2008,1.6753
aze,2009,1.6498
aze,2010,0.72728
aze,2011,0.80601
aze,2012,0.79676
aze,2013,0.7237
aze,2014,0.64229
aze,2015,0.54851
aze,2016,0.43762
aze,2017,0.26281
aze,2018,0.10881
aze,2019,0.05152
aze,2020,-0.15151
bdi,1961,1.89079
bdi,1962,1.8659
bdi,1963,1.90497
bdi,1964,2.02492
bdi,1965,2.16247
bdi,1966,2.3267
bdi,1967,2.46689
bdi,1968,2.42787
bdi,1969,2.16252
bdi,1970,1.76828
bdi,1971,1.32456
bdi,1972,0.98201
bdi,1973,0.84918
bdi,1974,0.99348
bdi,1975,1.32894
bdi,1976,1.71481
bdi,1977,2.02591
bdi,1978,2.25639
bdi,1979,2.36897
bdi,1980,2.41606
bdi,1981,2.42179
bdi,1982,2.43957
bdi,1983,2.46969
bdi,1984,2.51753
bdi,1985,2.57063
bdi,1986,2.61366
bdi,1987,2.61769
bdi,1988,2.55424
bdi,1989,2.41109
bdi,1990,2.21609
bdi,1991,2.09304
bdi,1992,1.95007
bdi,1993,1.75969
bdi,1994,1.52025
bdi,1995,1.27001
bdi,1996,0.99617
bdi,1997,0.79546
bdi,1998,0.80106
bdi,1999,1.08632
bdi,2000,1.53862
bdi,2001,2.03877
bdi,2002,2.458
bdi,2003,2.76484
bdi,2004,2.91606
bdi,2005,2.9571
bdi,2006,2.9787
bdi,2007,3.01526
bdi,2008,3.01899
bdi,2009,2.99971
bdi,2010,2.95896
bdi,2011,2.90173
bdi,2012,2.84611
bdi,2013,2.80867
bdi,2014,2.80406
bdi,2015,2.81401
bdi,2016,2.8238
bdi,2017,2.81758
bdi,2018,2.79277
bdi,2019,2.74414
bdi,2020,2.68056
bel,1961,-0.92227
bel,1962,-1.29491
bel,1963,-1.40635
bel,1964,-1.21207
bel,1965,-1.23972
bel,1966,-1.48958
bel,1967,-1.61084
bel,1968,-1.7755
bel,1969,-1.88598
bel,1970,-2.08627
bel,1971,-2.00159
bel,1972,-1.79005
bel,1973,-1.86361
bel,1974,-1.87669
bel,1975,-1.89705
bel,1976,-2.01933
bel,1977,-3.76592
bel,1978,-3.81335
bel,1979,-3.80908
bel,1980,-3.81688
bel,1981,-3.39335
bel,1982,-2.33833
bel,1983,-2.32646
bel,1984,-2.32729
bel,1985,-2.27752
bel,1986,-2.27576
bel,1987,-2.2552
bel,1988,-1.99973
bel,1989,-1.98218
bel,1990,-2.02088
bel,1991,-1.97412
bel,1992,-1.90961
bel,1993,-1.95002
bel,1994,-2.02804
bel,1995,-2.15171
bel,1996,-2.1274
bel,1997,-2.10337
bel,1998,-2.15509
bel,1999,-2.09455
bel,2000,-1.96219
bel,2001,-1.66129
bel,2002,-1.52541
bel,2003,-1.595
bel,2004,-1.58464
bel,2005,-1.47005
bel,2006,-1.32391
bel,2007,-1.28922
bel,2008,-1.23424
bel,2009,-1.17815
bel,2010,-1.10933
bel,2011,-0.71995
bel,2012,-1.39855
bel,2013,-1.54355
bel,2014,-1.5661
bel,2015,-1.42467
bel,2016,-1.53894
bel,2017,-1.65393
bel,2018,-1.52577
bel,2019,-1.48097
bel,2020,-1.47888
ben,1961,0.75613
ben,1962,0.80719
ben,1963,0.85777
ben,1964,0.90925
ben,1965,0.961
ben,1966,1.00612
ben,1967,1.04248
ben,1968,1.06136
ben,1969,1.06267
ben,1970,1.04837
ben,1971,1.02754
ben,1972,1.00259
ben,1973,0.98979
ben,1974,0.97895
ben,1975,0.97483
ben,1976,0.96441
ben,1977,0.95408
ben,1978,0.92441
ben,1979,1.12741
ben,1980,1.7812
ben,1981,1.80459
ben,1982,1.8256
ben,1983,1.84199
ben,1984,1.85293
ben,1985,1.86459
ben,1986,1.85513
ben,1987,1.85532
ben,1988,1.8918
ben,1989,1.98311
ben,1990,2.08902
ben,1991,2.20733
ben,1992,2.57935
ben,1993,3.01802
ben,1994,2.93786
ben,1995,2.80304
ben,1996,2.64948
ben,1997,2.52802
ben,1998,2.45596
ben,1999,2.44316
ben,2000,2.46951
ben,2001,2.50841
ben,2002,2.41207
ben,2003,2.21606
ben,2004,2.16993
ben,2005,2.10827
ben,2006,2.04286
ben,2007,1.9869
ben,2008,1.94532
ben,2009,1.92342
ben,2010,1.90854
ben,2011,1.89467
ben,2012,1.8767
ben,2013,1.86112
ben,2014,1.83102
ben,2015,1.80243
ben,2016,1.77317
ben,2017,1.74244
ben,2018,1.70766
ben,2019,1.66777
ben,2020,1.62415
bfa,1961,1.24215
bfa,1962,1.2324
bfa,1963,1.24608
bfa,1964,1.29644
bfa,1965,1.37059
bfa,1966,1.45156
bfa,1967,1.52121
bfa,1968,1.5739
bfa,1969,1.5987
bfa,1970,1.60825
bfa,1971,1.61899
bfa,1972,1.63648
bfa,1973,1.66413
bfa,1974,1.70039
bfa,1975,1.7447
bfa,1976,1.57936
bfa,1977,1.45234
bfa,1978,1.48176
bfa,1979,1.53609
bfa,1980,1.59912
bfa,1981,1.66585
bfa,1982,1.71309
bfa,1983,1.73238
bfa,1984,1.71762
bfa,1985,1.68075
bfa,1986,2.02049
bfa,1987,2.3303
bfa,1988,2.34063
bfa,1989,2.35419
bfa,1990,2.36724
bfa,1991,2.38064
bfa,1992,2.3899
bfa,1993,2.40219
bfa,1994,2.4142
bfa,1995,2.42716
bfa,1996,2.43904
bfa,1997,2.22908
bfa,1998,2.04517
bfa,1999,2.03342
bfa,2000,2.02014
bfa,2001,2.00803
bfa,2002,1.99063
bfa,2003,1.98025
bfa,2004,1.97184
bfa,2005,1.96999
bfa,2006,1.9616
bfa,2007,2.16231
bfa,2008,2.32378
bfa,2009,2.31116
bfa,2010,2.28683
bfa,2011,2.25924
bfa,2012,2.23114
bfa,2013,2.19863
bfa,2014,2.16035
bfa,2015,2.1203
bfa,2016,2.07828
bfa,2017,2.03973
bfa,2018,2.00016
bfa,2019,1.9602
bfa,2020,1.92374
bgd,1961,2.62069
bgd,1962,2.54309
bgd,1963,2.57408
bgd,1964,2.65515
bgd,1965,2.74911
bgd,1966,2.87691
bgd,1967,2.94566
bgd,1968,2.84547
bgd,1969,2.54114
bgd,1970,2.12615
bgd,1971,1.66853
bgd,1972,1.30769
bgd,1973,1.14487
bgd,1974,1.09267
bgd,1975,1.02229
bgd,1976,1.27444
bgd,1977,1.45058
bgd,1978,1.53115
bgd,1979,1.48365
bgd,1980,1.34423
bgd,1981,1.51503
bgd,1982,2.12352
bgd,1983,2.0981
bgd,1984,2.08971
bgd,1985,2.09351
bgd,1986,2.09416
bgd,1987,2.07543
bgd,1988,2.02482
bgd,1989,1.94123
bgd,1990,1.83156
bgd,1991,1.76756
bgd,1992,1.78937
bgd,1993,1.71883
bgd,1994,1.681
bgd,1995,1.66947
bgd,1996,1.65558
bgd,1997,1.63051
bgd,1998,1.5862
bgd,1999,1.52398
bgd,2000,1.44589
bgd,2001,1.22187
bgd,2002,0.94674
bgd,2003,0.83282
bgd,2004,0.69237
bgd,2005,0.53966
bgd,2006,0.37508
bgd,2007,0.22833
bgd,2008,0.12179
bgd,2009,0.06814
bgd,2010,0.04777
bgd,2011,0.04052
bgd,2012,0.03104
bgd,2013,0.01874
bgd,2014,-0.01338
bgd,2015,-0.05074
bgd,2016,-0.09147
bgd,2017,-0.12548
bgd,2018,-0.16047
bgd,2019,-0.19816
bgd,2020,-0.23822
bgr,1961,-1.75233
bgr,1962,-1.96115
bgr,1963,-2.15039
bgr,1964,-2.27248
bgr,1965,-2.47538
bgr,1966,-2.10778
bgr,1967,-1.79874
bgr,1968,-1.78292
bgr,1969,-1.78409
bgr,1970,-1.96475
bgr,1971,-1.69728
bgr,1972,-1.83155
bgr,1973,-1.81441
bgr,1974,-1.71369
bgr,1975,-1.94526
bgr,1976,-1.86458
bgr,1977,-1.67975
bgr,1978,-2.1264
bgr,1979,-2.1338
bgr,1980,-1.90318
bgr,1981,-1.0028
bgr,1982,-1.05292
bgr,1983,-1.11215
bgr,1984,-1.13815
bgr,1985,-1.37854
bgr,1986,-1.18831
bgr,1987,-0.84922
bgr,1988,-0.89111
bgr,1989,-2.17481
bgr,1990,-2.8158
bgr,1991,-2.00677
bgr,1992,-2.09761
bgr,1993,-1.63286
bgr,1994,-1.03686
bgr,1995,-1.14132
bgr,1996,-1.21656
bgr,1997,-1.31141
bgr,1998,-1.37171
bgr,1999,-1.27006
bgr,2000,-1.20518
bgr,2001,-2.85282
bgr,2002,-3.33856
bgr,2003,-1.9638
bgr,2004,-1.93699
bgr,2005,-1.93916
bgr,2006,-1.94958
bgr,2007,-1.93273
bgr,2008,-1.90684
bgr,2009,-1.85322
bgr,2010,-1.87474
bgr,2011,-1.86171
bgr,2012,-1.81854
bgr,2013,-1.81823
bgr,2014,-1.84302
bgr,2015,-1.933
bgr,2016,-2.01328
bgr,2017,-2.06374
bgr,2018,-2.0694
bgr,2019,-2.06963
bgr,2020,-1.98487
bhr,1961,3.21752
bhr,1962,2.9733
bhr,1963,2.7506
bhr,1964,2.53114
bhr,1965,1.82441
bhr,1966,0.79256
bhr,1967,0.69626
bhr,1968,0.79579
bhr,1969,1.13776
bhr,1970,1.61317
bhr,1971,2.03169
bhr,1972,2.39697
bhr,1973,2.89741
bhr,1974,3.49975
bhr,1975,4.10062
bhr,1976,4.70431
bhr,1977,5.06976
bhr,1978,4.9243
bhr,1979,4.23755
bhr,1980,3.30251
bhr,1981,2.31008
bhr,1982,1.53722
bhr,1983,1.10384
bhr,1984,1.10308
bhr,1985,1.36799
bhr,1986,1.70963
bhr,1987,1.91924
bhr,1988,1.95158
bhr,1989,1.75222
bhr,1990,1.4419
bhr,1991,1.14445
bhr,1992,1.98705
bhr,1993,2.5043
bhr,1994,2.49015
bhr,1995,2.57029
bhr,1996,2.64435
bhr,1997,2.79927
bhr,1998,3.13191
bhr,1999,3.67947
bhr,2000,4.35047
bhr,2001,4.86293
bhr,2002,5.21465
bhr,2003,5.6717
bhr,2004,6.22158
bhr,2005,6.70575
bhr,2006,7.24198
bhr,2007,7.46383
bhr,2008,6.95853
bhr,2009,5.69841
bhr,2010,4.11804
bhr,2011,2.42226
bhr,2012,1.09574
bhr,2013,0.50254
bhr,2014,0.8687
bhr,2015,1.88219
bhr,2016,3.02563
bhr,2017,3.79394
bhr,2018,3.9829
bhr,2019,3.46503
bhr,2020,2.55355
bhs,1961,3.11671
bhs,1962,3.17157
bhs,1963,3.12358
bhs,1964,2.98093
bhs,1965,2.74866
bhs,1966,2.49482
bhs,1967,2.23551
bhs,1968,1.90997
bhs,1969,1.50142
bhs,1970,1.06617
bhs,1971,0.61098
bhs,1972,0.21341
bhs,1973,-0.02467
bhs,1974,-0.12167
bhs,1975,-0.07237
bhs,1976,-0.02296
bhs,1977,0.02119
bhs,1978,0.04237
bhs,1979,0.03706
bhs,1980,-0.06353
bhs,1981,-0.57008
