geo,time,sl_emp_mpyr_ma_zs
lby,1998,3.68
lby,1999,3.68
lby,2000,3.69
lby,2001,3.71
lby,2002,3.72
lby,2003,3.7
lby,2004,3.69
lby,2005,3.68
lby,2006,3.67
lby,2007,3.67
lby,2008,3.67
lby,2009,3.67
lby,2010,3.67
lby,2011,3.77
lby,2012,3.71
lby,2013,3.75
lby,2014,3.78
lby,2015,3.79
lby,2016,3.78
lby,2017,3.72
lby,2018,3.67
lby,2019,3.66
lca,1991,13.63
lca,1992,13.53
lca,1993,13.21
lca,1994,15.3
lca,1995,11.25
lca,1996,9.4
lca,1997,8.38
lca,1998,7.7
lca,1999,7.69
lca,2000,7.14
lca,2001,7.25
lca,2002,7.34
lca,2003,7.3
lca,2004,7.39
lca,2005,7.46
lca,2006,7.46
lca,2007,7.47
lca,2008,7.53
lca,2009,7.6
lca,2010,7.6
lca,2011,7.56
lca,2012,7.55
lca,2013,7.61
lca,2014,7.52
lca,2015,7.56
lca,2016,7.52
lca,2017,7.51
lca,2018,7.31
lca,2019,6.45
lka,1991,2.85
lka,1992,2.05
lka,1993,2.56
lka,1994,2.91
lka,1995,3.1
lka,1996,3.18
lka,1997,2.96
lka,1998,2.5
lka,1999,2.67
lka,2000,3.07
lka,2001,3.1
lka,2002,3.67
lka,2003,3.42
lka,2004,3.9
lka,2005,4.11
lka,2006,4.22
lka,2007,3.88
lka,2008,4.09
lka,2009,3.49
lka,2010,3.48
lka,2011,3.79
lka,2012,3.74
lka,2013,4.07
lka,2014,3.6
lka,2015,4.09
lka,2016,3.64
lka,2017,4.02
lka,2018,3.67
lka,2019,3.7
lso,1991,1.09
lso,1992,1.06
lso,1993,1.04
lso,1994,1.02
lso,1995,1.01
lso,1996,1
lso,1997,0.99
lso,1998,0.95
lso,1999,0.94
lso,2000,0.92
lso,2001,0.89
lso,2002,0.83
lso,2003,0.82
lso,2004,0.8
lso,2005,0.77
lso,2006,0.74
lso,2007,0.7
lso,2008,0.67
lso,2009,0.65
lso,2010,0.65
lso,2011,0.64
lso,2012,0.64
lso,2013,0.61
lso,2014,0.61
lso,2015,0.62
lso,2016,0.6
lso,2017,0.6
lso,2018,0.62
lso,2019,0.62
ltu,1991,5.14
ltu,1992,5.14
ltu,1993,5.13
ltu,1994,5.14
ltu,1995,5.04
ltu,1996,4.81
ltu,1997,4.53
ltu,1998,4.63
ltu,1999,2.59
ltu,2000,2.39
ltu,2001,3.51
ltu,2002,2.87
ltu,2003,3.27
ltu,2004,2.52
ltu,2005,2.79
ltu,2006,3.04
ltu,2007,2.99
ltu,2008,3.26
ltu,2009,3.66
ltu,2010,3.53
ltu,2011,3.47
ltu,2012,3.17
ltu,2013,3.22
ltu,2014,3.3
ltu,2015,3.28
ltu,2016,3.37
ltu,2017,3.57
ltu,2018,3.38
ltu,2019,3.85
lux,1991,1.5
lux,1992,1.52
lux,1993,1.52
lux,1994,1.53
lux,1995,1.52
lux,1996,1.53
lux,1997,1.54
lux,1998,1.55
lux,1999,1.59
lux,2000,1.64
lux,2001,1.76
lux,2002,1.9
lux,2003,1.89
lux,2004,3.59
lux,2005,3.67
lux,2006,3.55
lux,2007,3.87
lux,2008,3.23
lux,2009,3.9
lux,2010,4.33
lux,2011,3.54
lux,2012,4.21
lux,2013,3.35
lux,2014,3.4
lux,2015,4.62
lux,2016,5
lux,2017,4.77
lux,2018,3.84
lux,2019,4.39
lva,1991,4.16
lva,1992,4.18
lva,1993,4.31
lva,1994,4.18
lva,1995,4.24
lva,1996,4.23
lva,1997,4.6
lva,1998,4.3
lva,1999,5
lva,2000,5.74
lva,2001,6.24
lva,2002,4.42
lva,2003,4.89
lva,2004,3.8
lva,2005,4.29
lva,2006,4.18
lva,2007,4.42
lva,2008,5
lva,2009,5.79
lva,2010,5.35
lva,2011,4.96
lva,2012,5.28
lva,2013,5.51
lva,2014,5.62
lva,2015,6.04
lva,2016,6.04
lva,2017,6.27
lva,2018,5.96
lva,2019,5.39
mac,1991,5.19
mac,1992,5.25
mac,1993,5.28
mac,1994,5.3
mac,1995,5.29
mac,1996,5.33
mac,1997,5.29
mac,1998,5.53
mac,1999,5.76
mac,2000,5.58
mac,2001,4.61
mac,2002,5.61
mac,2003,5.26
mac,2004,5.71
mac,2005,6.11
mac,2006,5.69
mac,2007,5.27
mac,2008,4.13
mac,2009,4.61
mac,2010,4.75
mac,2011,4.63
mac,2012,4.63
mac,2013,4.73
mac,2014,4.52
mac,2015,4.8
mac,2016,4.71
mac,2017,4.6
mac,2018,4.62
mac,2019,4.67
mar,1991,1.71
mar,1992,1.72
mar,1993,1.71
mar,1994,1.69
mar,1995,1.73
mar,1996,1.74
mar,1997,1.87
mar,1998,1.86
mar,1999,2.62
mar,2000,2.78
mar,2001,2.86
mar,2002,2.97
mar,2003,3.27
mar,2004,2.95
mar,2005,3.16
mar,2006,3.26
mar,2007,2.95
mar,2008,3.17
mar,2009,3.37
mar,2010,3.47
mar,2011,3
mar,2012,3.29
mar,2013,3.28
mar,2014,3.15
mar,2015,3.12
mar,2016,3.08
mar,2017,3.04
mar,2018,3.01
mar,2019,2.98
mda,1991,0.33
mda,1992,0.38
mda,1993,0.43
mda,1994,0.59
mda,1995,0.76
mda,1996,0.9
mda,1997,1.1
mda,1998,1.12
mda,1999,0.97
mda,2000,0.92
mda,2001,0.76
mda,2002,1.06
mda,2003,0.78
mda,2004,0.82
mda,2005,1.06
mda,2006,1.43
mda,2007,1.1
mda,2008,1.32
mda,2009,1.17
mda,2010,0.95
mda,2011,0.89
mda,2012,0.64
mda,2013,0.9
mda,2014,0.96
mda,2015,0.66
mda,2016,0.69
mda,2017,0.41
mda,2018,0.41
mda,2019,0.36
mdg,1991,0.59
mdg,1992,0.6
mdg,1993,0.65
mdg,1994,0.77
mdg,1995,0.89
mdg,1996,1.05
mdg,1997,1.11
mdg,1998,1.2
mdg,1999,1.38
mdg,2000,1.55
mdg,2001,1.77
mdg,2002,2.2
mdg,2003,2.49
mdg,2004,2.49
mdg,2005,2.69
mdg,2006,2.7
mdg,2007,2.63
mdg,2008,2.94
mdg,2009,3.16
mdg,2010,3.25
mdg,2011,3.71
mdg,2012,4.23
mdg,2013,4.63
mdg,2014,5.1
mdg,2015,5.62
mdg,2016,5.87
mdg,2017,5.92
mdg,2018,6.24
mdg,2019,6.36
mdv,1991,3.9
mdv,1992,3.97
mdv,1993,4.04
mdv,1994,4.12
mdv,1995,4.19
mdv,1996,4.27
mdv,1997,4.34
mdv,1998,4.42
mdv,1999,4.49
mdv,2000,4.57
mdv,2001,4.6
mdv,2002,4.6
mdv,2003,4.6
mdv,2004,4.64
mdv,2005,4.72
mdv,2006,4.74
mdv,2007,4.96
mdv,2008,5.22
mdv,2009,5.48
mdv,2010,5.28
mdv,2011,5.06
mdv,2012,4.85
mdv,2013,4.64
mdv,2014,4.43
mdv,2015,4.69
mdv,2016,4.96
mdv,2017,4.89
mdv,2018,4.88
mdv,2019,4.87
mex,1991,10.21
mex,1992,7.38
mex,1993,5.26
mex,1994,5.51
mex,1995,5.8
mex,1996,6.22
mex,1997,6.1
mex,1998,5.68
mex,1999,5.25
mex,2000,5.52
mex,2001,5.81
mex,2002,5.75
mex,2003,5.54
mex,2004,5.52
mex,2005,6.18
mex,2006,6.41
mex,2007,6.52
mex,2008,6.1
mex,2009,5.77
mex,2010,5.85
mex,2011,6.21
mex,2012,5.85
mex,2013,5.78
mex,2014,5.41
mex,2015,5.57
mex,2016,5.71
mex,2017,5.84
mex,2018,6.15
mex,2019,6.17
mkd,1991,3.01
mkd,1992,3.05
mkd,1993,3.16
mkd,1994,3.23
mkd,1995,3.39
mkd,1996,3.67
mkd,1997,3.95
mkd,1998,4.24
mkd,1999,11
mkd,2000,5.77
mkd,2001,8.08
mkd,2002,8.64
mkd,2003,10.02
mkd,2004,7.45
mkd,2005,7.54
mkd,2006,7.65
mkd,2007,6.96
mkd,2008,6.13
mkd,2009,6.47
mkd,2010,6.62
mkd,2011,7.11
mkd,2012,5.85
mkd,2013,5.56
mkd,2014,4.91
mkd,2015,5.39
mkd,2016,5.47
mkd,2017,5.72
mkd,2018,5.36
mkd,2019,4.74
mli,1991,0.77
mli,1992,0.77
mli,1993,0.78
mli,1994,0.81
mli,1995,0.82
mli,1996,0.82
mli,1997,0.82
mli,1998,0.73
mli,1999,0.78
mli,2000,0.77
mli,2001,0.78
mli,2002,0.78
mli,2003,0.77
mli,2004,0.78
mli,2005,0.81
mli,2006,0.83
mli,2007,0.83
mli,2008,0.81
mli,2009,0.83
mli,2010,0.82
mli,2011,0.79
mli,2012,0.87
mli,2013,0.86
mli,2014,0.89
mli,2015,0.9
mli,2016,1.44
mli,2017,1.28
mli,2018,0.96
mli,2019,0.97
mlt,1991,4.62
mlt,1992,4.65
mlt,1993,4.67
mlt,1994,4.68
mlt,1995,4.68
mlt,1996,4.71
mlt,1997,4.75
mlt,1998,4.74
mlt,1999,4.77
mlt,2000,4.79
mlt,2001,4.9
mlt,2002,5.38
mlt,2003,5.51
mlt,2004,5.52
mlt,2005,5.77
mlt,2006,5.72
mlt,2007,6.54
mlt,2008,6.03
mlt,2009,5.8
mlt,2010,6.1
mlt,2011,5.55
mlt,2012,5.85
mlt,2013,6.14
mlt,2014,6.2
mlt,2015,6.15
mlt,2016,6.38
mlt,2017,6.32
mlt,2018,5.73
mlt,2019,6.3
mmr,1991,4.21
mmr,1992,4.21
mmr,1993,4.22
mmr,1994,4.23
mmr,1995,4.23
mmr,1996,4.23
mmr,1997,4.21
mmr,1998,4.25
mmr,1999,4.23
mmr,2000,4.2
mmr,2001,4.11
mmr,2002,4.02
mmr,2003,3.97
mmr,2004,3.95
mmr,2005,3.96
mmr,2006,3.96
mmr,2007,3.93
mmr,2008,3.91
mmr,2009,3.91
mmr,2010,3.99
mmr,2011,4
mmr,2012,4.05
mmr,2013,4.1
mmr,2014,4.15
mmr,2015,4.11
mmr,2016,4.07
mmr,2017,4.03
mmr,2018,6
mmr,2019,3.42
mne,1991,7.34
mne,1992,7.51
mne,1993,7.73
mne,1994,7.66
mne,1995,7.48
mne,1996,7.26
mne,1997,7.2
mne,1998,7.21
mne,1999,7.54
mne,2000,7.61
mne,2001,7.76
mne,2002,7.86
mne,2003,7.98
mne,2004,8.05
mne,2005,8.19
mne,2006,8.37
mne,2007,8.77
mne,2008,8.72
mne,2009,8.33
mne,2010,8.29
mne,2011,7.82
mne,2012,10.71
mne,2013,10.57
mne,2014,10.19
mne,2015,11.49
mne,2016,11.01
mne,2017,11.03
mne,2018,11.14
mne,2019,9.25
mng,1991,1.86
mng,1992,1.82
mng,1993,1.82
mng,1994,1.84
mng,1995,1.75
mng,1996,1.75
mng,1997,1.74
mng,1998,1.75
mng,1999,1.73
mng,2000,1.71
mng,2001,1.71
mng,2002,1.68
mng,2003,1.65
mng,2004,1.64
mng,2005,1.61
mng,2006,1.6
mng,2007,1.59
mng,2008,1.59
mng,2009,1.56
mng,2010,1.53
mng,2011,1.64
mng,2012,1.02
mng,2013,1.32
mng,2014,2.01
mng,2015,1.74
mng,2016,1.92
mng,2017,1.26
mng,2018,1.88
mng,2019,1.8
moz,1991,7.03
moz,1992,6.95
moz,1993,6.84
moz,1994,6.43
moz,1995,7.43
moz,1996,7.59
moz,1997,7.42
moz,1998,7.09
moz,1999,6.68
moz,2000,6.76
moz,2001,6.28
moz,2002,6.46
moz,2003,6.32
moz,2004,5.92
moz,2005,5.81
moz,2006,5.66
moz,2007,5.55
moz,2008,5.35
moz,2009,5.08
moz,2010,4.88
moz,2011,4.61
moz,2012,4.36
moz,2013,3.97
moz,2014,3.6
moz,2015,3.41
moz,2016,3.38
moz,2017,3.48
moz,2018,3.71
moz,2019,3.7
mrt,1991,2.12
mrt,1992,2.21
mrt,1993,2.24
mrt,1994,2.3
mrt,1995,2.34
mrt,1996,2.37
mrt,1997,2.42
mrt,1998,2.28
mrt,1999,2.31
mrt,2000,2.41
mrt,2001,2.47
mrt,2002,2.56
mrt,2003,2.67
mrt,2004,2.71
mrt,2005,2.79
mrt,2006,2.75
mrt,2007,2.84
mrt,2008,2.85
mrt,2009,3.01
mrt,2010,3.08
mrt,2011,3.31
mrt,2012,3.47
mrt,2013,3.78
mrt,2014,4.2
mrt,2015,4.65
mrt,2016,4.99
mrt,2017,5.45
mrt,2018,5.57
mrt,2019,5.61
mus,1991,2.16
mus,1992,2.19
mus,1993,2.21
mus,1994,2.23
mus,1995,2.28
mus,1996,2.31
mus,1997,2.37
mus,1998,2.43
mus,1999,2.48
mus,2000,2.61
mus,2001,2.78
mus,2002,2.74
mus,2003,3.35
mus,2004,4.01
mus,2005,3.43
mus,2006,3.78
mus,2007,4.18
mus,2008,4.44
mus,2009,5.11
mus,2010,5.33
mus,2011,5.36
mus,2012,5.03
mus,2013,4.91
mus,2014,6.05
mus,2015,5.34
mus,2016,6.14
mus,2017,5.9
mus,2018,4.65
mus,2019,4.6
mwi,1991,1.48
mwi,1992,1.46
mwi,1993,1.49
mwi,1994,1.25
mwi,1995,1.41
mwi,1996,1.54
mwi,1997,1.47
mwi,1998,1.55
mwi,1999,1.59
mwi,2000,1.57
mwi,2001,1.59
mwi,2002,1.82
mwi,2003,1.84
mwi,2004,1.86
mwi,2005,1.82
mwi,2006,1.77
mwi,2007,1.74
mwi,2008,1.66
mwi,2009,1.54
mwi,2010,1.58
mwi,2011,1.59
mwi,2012,1.57
mwi,2013,1.5
mwi,2014,1.63
mwi,2015,1.59
mwi,2016,1.62
mwi,2017,1.61
mwi,2018,1.6
mwi,2019,1.66
mys,1991,3.12
mys,1992,3.2
mys,1993,3.31
mys,1994,3.41
mys,1995,3.42
mys,1996,4.18
mys,1997,3.57
mys,1998,4.1
mys,1999,3.11
mys,2000,4.16
mys,2001,4.49
mys,2002,4.1
mys,2003,4.58
mys,2004,4.78
mys,2005,4.42
mys,2006,5.13
mys,2007,4.57
mys,2008,4.61
mys,2009,4.81
mys,2010,4.97
mys,2011,4.7
mys,2012,4.94
mys,2013,5.16
mys,2014,5.03
mys,2015,5.47
mys,2016,4.66
mys,2017,5.13
mys,2018,4.93
mys,2019,4.81
nam,1991,5.28
nam,1992,5.29
nam,1993,5.5
nam,1994,5.76
nam,1995,5.8
nam,1996,5.93
nam,1997,6.03
nam,1998,6.12
nam,1999,6.14
nam,2000,6.25
nam,2001,6.3
nam,2002,6.39
nam,2003,6.4
nam,2004,6.46
nam,2005,6.59
nam,2006,6.36
nam,2007,5.85
nam,2008,5.99
nam,2009,5.95
nam,2010,5.77
nam,2011,5.99
nam,2012,5.95
nam,2013,4.07
nam,2014,4.65
nam,2015,5.19
nam,2016,5.78
nam,2017,6.83
nam,2018,7.92
nam,2019,8.39
ncl,1991,3.57
ncl,1992,3.54
ncl,1993,3.48
ncl,1994,3.48
ncl,1995,3.49
ncl,1996,3.44
ncl,1997,3.38
ncl,1998,3.32
ncl,1999,3.29
ncl,2000,3.28
ncl,2001,3.31
ncl,2002,3.32
ncl,2003,3.33
ncl,2004,3.32
ncl,2005,3.36
ncl,2006,3.38
ncl,2007,3.36
ncl,2008,3.41
ncl,2009,3.46
ncl,2010,3.49
ncl,2011,3.5
ncl,2012,3.48
ncl,2013,3.46
ncl,2014,3.41
ncl,2015,3.34
ncl,2016,3.27
ncl,2017,3.19
ncl,2018,3.11
ncl,2019,3.01
ner,1991,0.86
ner,1992,0.86
ner,1993,0.86
ner,1994,0.89
ner,1995,0.91
ner,1996,0.92
ner,1997,0.92
ner,1998,0.93
ner,1999,0.92
ner,2000,0.97
ner,2001,1.02
ner,2002,1.04
ner,2003,1.07
ner,2004,1.07
ner,2005,1.12
ner,2006,1.15
ner,2007,1.15
ner,2008,1.16
ner,2009,1.15
ner,2010,1.22
ner,2011,1.21
ner,2012,1.47
ner,2013,1.23
ner,2014,0.99
ner,2015,1
ner,2016,1.03
ner,2017,1.04
ner,2018,1.05
ner,2019,1.08
nga,1991,0.42
nga,1992,0.42
nga,1993,0.43
nga,1994,0.42
nga,1995,0.42
nga,1996,0.42
nga,1997,0.43
nga,1998,0.43
nga,1999,0.43
nga,2000,0.45
nga,2001,0.44
nga,2002,0.44
nga,2003,0.44
nga,2004,0.42
nga,2005,0.42
nga,2006,0.42
nga,2007,0.39
nga,2008,0.39
nga,2009,0.39
nga,2010,0.38
nga,2011,0.37
nga,2012,0.38
nga,2013,0.39
nga,2014,0.4
nga,2015,0.41
nga,2016,0.42
nga,2017,0.42
nga,2018,0.41
nga,2019,0.41
nic,1991,2.25
nic,1992,2.24
nic,1993,2.2
nic,1994,2.13
nic,1995,2.22
nic,1996,2.29
nic,1997,2.37
nic,1998,2.46
nic,1999,2.56
nic,2000,2.62
nic,2001,3.35
nic,2002,4.27
nic,2003,5.41
nic,2004,5.35
nic,2005,6.02
nic,2006,5.33
nic,2007,5.28
nic,2008,5.24
nic,2009,5.21
nic,2010,5.55
nic,2011,5.91
nic,2012,6.31
nic,2013,6.76
nic,2014,7.19
nic,2015,7.24
nic,2016,7.35
nic,2017,7.39
nic,2018,7.41
nic,2019,7.44
nld,1991,4.31
nld,1992,4.8
nld,1993,4.92
nld,1994,5.54
nld,1995,5.49
nld,1996,5.17
nld,1997,5.31
nld,1998,5.4
nld,1999,5.19
nld,2000,4.38
nld,2001,4.55
nld,2002,4.75
nld,2003,5.04
nld,2004,5.09
nld,2005,5.63
nld,2006,5.64
nld,2007,5.65
nld,2008,5.58
nld,2009,5.51
nld,2010,5.56
nld,2011,5.45
nld,2012,5.39
nld,2013,5.43
nld,2014,5.54
nld,2015,5.29
nld,2016,5.53
nld,2017,5.38
nld,2018,5.53
nld,2019,5.29
nor,1991,5.46
nor,1992,5.59
nor,1993,5.24
nor,1994,4.84
nor,1995,4.51
nor,1996,3.39
nor,1997,2.74
nor,1998,2.62
nor,1999,2.28
nor,2000,2.36
nor,2001,2.29
nor,2002,1.88
nor,2003,1.91
nor,2004,2.14
nor,2005,2.06
nor,2006,2.85
nor,2007,2.93
nor,2008,2.83
nor,2009,3.17
nor,2010,3.12
nor,2011,2.6
nor,2012,2.52
nor,2013,2.57
nor,2014,2.92
nor,2015,2.51
nor,2016,2.63
nor,2017,2.49
nor,2018,2.21
nor,2019,2.46
npl,1991,1.51
npl,1992,1.5
npl,1993,1.5
npl,1994,1.5
npl,1995,1.51
npl,1996,1.51
npl,1997,1.52
npl,1998,1.54
npl,1999,1.55
npl,2000,1.56
npl,2001,1.57
npl,2002,1.58
npl,2003,1.59
npl,2004,1.59
npl,2005,1.6
npl,2006,1.61
npl,2007,1.62
npl,2008,1.63
npl,2009,1.64
npl,2010,1.65
npl,2011,1.67
npl,2012,1.71
npl,2013,1.73
npl,2014,1.76
npl,2015,1.79
npl,2016,1.81
npl,2017,1.8
npl,2018,1.8
npl,2019,1.79
nzl,1991,10.08
nzl,1992,10.4
nzl,1993,10.36
nzl,1994,10.49
nzl,1995,10.26
nzl,1996,9.78
nzl,1997,9.56
nzl,1998,10.05
nzl,1999,9.47
nzl,2000,9.16
nzl,2001,9.22
nzl,2002,9.05
nzl,2003,9.38
nzl,2004,9.12
nzl,2005,8.41
nzl,2006,7.16
nzl,2007,7.11
nzl,2008,6.81
nzl,2009,6.59
nzl,2010,6.03
nzl,2011,5.8
nzl,2012,6.54
nzl,2013,6.14
nzl,2014,4.88
nzl,2015,4.52
nzl,2016,7.25
nzl,2017,8.1
nzl,2018,7.95
nzl,2019,8.06
omn,1991,2.28
omn,1992,2.3
omn,1993,2.32
omn,1994,2.46
omn,1995,2.61
omn,1996,2.78
omn,1997,2.57
omn,1998,2.41
omn,1999,2.2
omn,2000,2.02
omn,2001,1.95
omn,2002,1.88
omn,2003,1.79
omn,2004,1.71
omn,2005,1.62
omn,2006,1.53
omn,2007,1.46
omn,2008,1.35
omn,2009,1.32
omn,2010,1.25
omn,2011,1.23
omn,2012,1.22
omn,2013,1.22
omn,2014,1.23
omn,2015,1.24
omn,2016,1.24
omn,2017,1.22
omn,2018,1.21
omn,2019,1.2
pak,1991,1.1
pak,1992,1.09
pak,1993,1.09
pak,1994,1.09
pak,1995,1.06
pak,1996,1.07
pak,1997,1.2
pak,1998,0.98
pak,1999,0.99
pak,2000,0.9
pak,2001,0.9
pak,2002,0.92
pak,2003,0.92
pak,2004,1.04
pak,2005,1.05
pak,2006,1.12
pak,2007,1.03
pak,2008,1.21
pak,2009,1.53
pak,2010,1.63
pak,2011,1.85
pak,2012,1.74
pak,2013,1.63
pak,2014,1.4
pak,2015,1.77
pak,2016,1.66
pak,2017,1.7
pak,2018,1.74
pak,2019,1.75
pan,1991,4.03
pan,1992,2.98
pan,1993,2.84
pan,1994,3.34
pan,1995,3.96
pan,1996,3.98
pan,1997,3.66
pan,1998,3.89
pan,1999,3.55
pan,2000,3.47
pan,2001,3.35
pan,2002,3.82
pan,2003,3.83
pan,2004,4.45
pan,2005,4.09
pan,2006,4.07
pan,2007,4
pan,2008,4.09
pan,2009,3.84
pan,2010,3.95
pan,2011,3.58
pan,2012,3.39
pan,2013,3.21
pan,2014,3.64
pan,2015,3.88
pan,2016,4.49
pan,2017,3.37
pan,2018,3.93
pan,2019,3.49
per,1991,6.36
per,1992,6.35
per,1993,6.39
per,1994,6.48
per,1995,6.59
per,1996,6.65
per,1997,6.76
per,1998,6.71
per,1999,6.77
per,2000,6.74
per,2001,6.89
per,2002,7.09
per,2003,7.27
per,2004,7.42
per,2005,7.38
per,2006,7.32
per,2007,7.71
per,2008,7.49
per,2009,7.39
per,2010,7.78
per,2011,7.23
per,2012,7.25
per,2013,6.34
per,2014,5.85
per,2015,5.42
per,2016,5.74
per,2017,5.15
per,2018,5.07
per,2019,4.96
phl,1991,6.75
phl,1992,6.76
phl,1993,6.78
phl,1994,6.75
phl,1995,6.69
phl,1996,6.55
phl,1997,6.42
phl,1998,6.51
phl,1999,6.12
phl,2000,6.16
phl,2001,6.89
phl,2002,7.26
phl,2003,6.81
phl,2004,6.57
phl,2005,6.05
phl,2006,5.57
phl,2007,5.35
phl,2008,5.28
phl,2009,5.15
phl,2010,4.85
phl,2011,4.54
phl,2012,4.37
phl,2013,4.17
phl,2014,4.04
phl,2015,3.97
phl,2016,4.07
phl,2017,4.45
phl,2018,4.31
phl,2019,3.44
png,1991,1.24
png,1992,1.21
png,1993,1.16
png,1994,1.09
png,1995,1.07
png,1996,1.04
png,1997,1.03
png,1998,1.03
png,1999,1.01
png,2000,1.02
png,2001,1.02
png,2002,1.03
png,2003,1.03
png,2004,1.02
png,2005,0.99
png,2006,0.97
png,2007,0.93
png,2008,0.93
png,2009,0.9
png,2010,0.84
png,2011,0.84
png,2012,0.84
png,2013,0.88
png,2014,0.82
png,2015,0.77
png,2016,0.74
png,2017,0.71
png,2018,0.72
png,2019,0.69
pol,1991,4.58
pol,1992,4.62
pol,1993,4.77
pol,1994,4.89
pol,1995,4.72
pol,1996,4.71
pol,1997,4.67
pol,1998,5.12
pol,1999,4.79
pol,2000,4.87
pol,2001,4.71
pol,2002,4.85
pol,2003,4.81
pol,2004,5
pol,2005,4.91
pol,2006,5.04
pol,2007,5.07
pol,2008,5.13
pol,2009,5.28
pol,2010,5.46
pol,2011,5.29
pol,2012,5.23
pol,2013,5.28
pol,2014,5.22
pol,2015,5.02
pol,2016,5.08
pol,2017,5.28
pol,2018,5.13
pol,2019,5.09
pri,1991,10.15
pri,1992,10.08
pri,1993,10.14
pri,1994,10.35
pri,1995,10.26
pri,1996,9.91
pri,1997,9.9
pri,1998,9.47
pri,1999,10.26
pri,2000,10.15
pri,2001,9.85
pri,2002,10.27
pri,2003,10
pri,2004,10.11
pri,2005,10.08
pri,2006,10.3
pri,2007,10.19
pri,2008,9.83
pri,2009,9.79
pri,2010,9.5
pri,2011,9.95
pri,2012,9.63
pri,2013,9.86
pri,2014,10.08
pri,2015,10.24
pri,2016,9.64
pri,2017,9.03
pri,2018,9.48
pri,2019,9.85
prk,1991,1.19
prk,1992,1.2
prk,1993,1.21
prk,1994,1.22
prk,1995,1.23
prk,1996,1.24
prk,1997,1.26
prk,1998,1.27
prk,1999,1.27
prk,2000,1.28
prk,2001,1.29
prk,2002,1.3
prk,2003,1.31
prk,2004,1.32
prk,2005,1.32
prk,2006,1.33
prk,2007,1.34
prk,2008,1.34
prk,2009,1.36
prk,2010,1.36
prk,2011,1.37
prk,2012,1.37
prk,2013,1.38
prk,2014,1.39
prk,2015,1.4
prk,2016,1.4
prk,2017,1.41
prk,2018,1.42
prk,2019,1.42
prt,1991,8.18
prt,1992,8.27
prt,1993,8.32
prt,1994,8.71
prt,1995,8.53
prt,1996,8.82
prt,1997,8.09
prt,1998,8.44
prt,1999,8.31
prt,2000,8.51
prt,2001,8.68
prt,2002,8.71
prt,2003,8.66
prt,2004,8.72
prt,2005,8.11
prt,2006,7.36
prt,2007,7.41
prt,2008,7.48
prt,2009,7.56
prt,2010,7.18
prt,2011,7.13
prt,2012,6.67
prt,2013,7.05
prt,2014,7.17
prt,2015,6.67
prt,2016,6.39
prt,2017,6.45
prt,2018,6.5
prt,2019,6.43
pry,1991,3.73
pry,1992,3.81
pry,1993,3.89
pry,1994,3.98
pry,1995,4.08
pry,1996,4.15
pry,1997,4.24
pry,1998,4.33
pry,1999,4.44
pry,2000,4.58
pry,2001,4.81
pry,2002,5.12
pry,2003,5.52
pry,2004,5.77
pry,2005,6.21
pry,2006,6.03
pry,2007,6.91
pry,2008,7.05
pry,2009,7.52
pry,2010,6.67
pry,2011,6.79
pry,2012,7.12
pry,2013,7.82
pry,2014,7.9
pry,2015,6.58
pry,2016,6.46
pry,2017,6.87
pry,2018,7.05
pry,2019,7.82
pse,1991,5.35
pse,1992,5.39
pse,1993,5.45
pse,1994,5.68
pse,1995,5.74
pse,1996,5.74
pse,1997,5.68
pse,1998,5.72
pse,1999,5.84
pse,2000,5.48
pse,2001,5.7
pse,2002,4.51
pse,2003,4.24
pse,2004,5.01
pse,2005,5.09
pse,2006,5.51
pse,2007,4.94
pse,2008,5.26
pse,2009,7.35
pse,2010,7.42
pse,2011,7.45
pse,2012,7.46
pse,2013,7.16
pse,2014,7.44
pse,2015,7.19
pse,2016,7.23
pse,2017,7.36
pse,2018,7.94
pse,2019,7.24
pyf,1991,3.81
pyf,1992,3.79
pyf,1993,3.77
pyf,1994,3.74
pyf,1995,3.7
pyf,1996,3.64
pyf,1997,3.55
pyf,1998,3.48
pyf,1999,3.36
pyf,2000,3.21
pyf,2001,3.14
pyf,2002,3.02
pyf,2003,2.92
pyf,2004,2.79
pyf,2005,2.68
pyf,2006,2.56
pyf,2007,2.43
pyf,2008,2.31
pyf,2009,2.19
pyf,2010,2.12
pyf,2011,2.07
pyf,2012,2.03
pyf,2013,1.98
pyf,2014,1.93
pyf,2015,1.88
pyf,2016,1.82
pyf,2017,1.76
pyf,2018,1.69
pyf,2019,1.62
qat,1991,0.59
qat,1992,0.59
qat,1993,0.6
qat,1994,0.6
qat,1995,0.6
qat,1996,0.61
qat,1997,0.61
qat,1998,0.64
qat,1999,0.66
qat,2000,0.68
qat,2001,0.71
qat,2002,0.75
qat,2003,0.78
qat,2004,0.8
qat,2005,0.71
qat,2006,0.63
qat,2007,0.56
qat,2008,0.49
qat,2009,0.44
qat,2010,0.39
qat,2011,0.34
qat,2012,0.32
qat,2013,0.28
qat,2014,0.28
qat,2015,0.27
qat,2016,0.26
qat,2017,0.27
qat,2018,0.25
qat,2019,0.24
rou,1991,3.98
rou,1992,4.78
rou,1993,3.22
rou,1994,1.82
rou,1995,1.89
rou,1996,1.81
rou,1997,1.91
rou,1998,1.7
rou,1999,1.25
rou,2000,1.55
rou,2001,1.62
rou,2002,1.86
rou,2003,1.72
rou,2004,2.18
rou,2005,2.34
rou,2006,2.22
rou,2007,2.1
rou,2008,1.86
