geo,time,sl_emp_mpyr_ma_zs
bhs,2017,8.97
bhs,2018,8.94
bhs,2019,8.87
bih,1991,6.39
bih,1992,6.36
bih,1993,6.38
bih,1994,6.51
bih,1995,6.73
bih,1996,6.89
bih,1997,6.89
bih,1998,6.9
bih,1999,6.87
bih,2000,6.74
bih,2001,6.6
bih,2002,6.66
bih,2003,6.58
bih,2004,6.41
bih,2005,6.25
bih,2006,6.14
bih,2007,5.72
bih,2008,5.79
bih,2009,5.11
bih,2010,5.76
bih,2011,4.88
bih,2012,6.04
bih,2013,5.68
bih,2014,5.31
bih,2015,5.57
bih,2016,5.8
bih,2017,6.12
bih,2018,5.8
bih,2019,6.91
blr,1991,0.75
blr,1992,0.72
blr,1993,0.83
blr,1994,0.93
blr,1995,1
blr,1996,1.05
blr,1997,1.09
blr,1998,1.11
blr,1999,1.13
blr,2000,1.13
blr,2001,1.23
blr,2002,1.19
blr,2003,1.17
blr,2004,1.1
blr,2005,1.07
blr,2006,0.99
blr,2007,0.95
blr,2008,0.86
blr,2009,0.86
blr,2010,0.87
blr,2011,0.81
blr,2012,0.84
blr,2013,0.88
blr,2014,0.95
blr,2015,1.07
blr,2016,1.18
blr,2017,1.26
blr,2018,1.18
blr,2019,1.11
blz,1991,7
blz,1992,7.03
blz,1993,7.16
blz,1994,7.37
blz,1995,7.51
blz,1996,8.88
blz,1997,8.85
blz,1998,8.89
blz,1999,8.82
blz,2000,8.69
blz,2001,8.68
blz,2002,8.65
blz,2003,8.5
blz,2004,8.44
blz,2005,8.36
blz,2006,7.49
blz,2007,6.75
blz,2008,6.02
blz,2009,5.39
blz,2010,4.79
blz,2011,4.27
blz,2012,3.78
blz,2013,3.35
blz,2014,7.88
blz,2015,7.44
blz,2016,7.02
blz,2017,4.04
blz,2018,4.04
blz,2019,3.78
bol,1991,3.08
bol,1992,3.21
bol,1993,3.28
bol,1994,3.35
bol,1995,3.43
bol,1996,3.5
bol,1997,3.49
bol,1998,3.53
bol,1999,4.08
bol,2000,2.64
bol,2001,2.79
bol,2002,6.2
bol,2003,6.54
bol,2004,6.87
bol,2005,7.07
bol,2006,6.18
bol,2007,7.01
bol,2008,8.49
bol,2009,6.9
bol,2010,7.33
bol,2011,7.8
bol,2012,8.81
bol,2013,7.34
bol,2014,10.61
bol,2015,5.89
bol,2016,6.38
bol,2017,7.46
bol,2018,6.85
bol,2019,6.85
bra,1991,4.75
bra,1992,4.96
bra,1993,5.17
bra,1994,5.44
bra,1995,5.56
bra,1996,4.96
bra,1997,5.55
bra,1998,5.47
bra,1999,5.62
bra,2000,5.7
bra,2001,5.62
bra,2002,5.53
bra,2003,5.54
bra,2004,5.37
bra,2005,5.57
bra,2006,5.86
bra,2007,4.9
bra,2008,5.79
bra,2009,5.65
bra,2010,4.93
bra,2011,4.28
bra,2012,4.98
bra,2013,5.09
bra,2014,5.11
bra,2015,5.45
bra,2016,5.36
bra,2017,5.84
bra,2018,6
bra,2019,5.76
brb,1991,1.25
brb,1992,0.96
brb,1993,1.36
brb,1994,0.91
brb,1995,0.68
brb,1996,0.32
brb,1997,0.48
brb,1998,0.67
brb,1999,0.45
brb,2000,0.29
brb,2001,0.87
brb,2002,0.55
brb,2003,1.04
brb,2004,1.9
brb,2005,1.79
brb,2006,1.69
brb,2007,1.59
brb,2008,1.5
brb,2009,1.43
brb,2010,1.35
brb,2011,1.25
brb,2012,1.17
brb,2013,1.09
brb,2014,1.08
brb,2015,1.07
brb,2016,1.05
brb,2017,1.03
brb,2018,1.02
brb,2019,1
brn,1991,1.19
brn,1992,1.29
brn,1993,1.38
brn,1994,1.5
brn,1995,1.61
brn,1996,1.7
brn,1997,1.78
brn,1998,1.95
brn,1999,2.1
brn,2000,2.22
brn,2001,2.45
brn,2002,2.6
brn,2003,2.71
brn,2004,2.81
brn,2005,2.9
brn,2006,3.09
brn,2007,3.3
brn,2008,3.35
brn,2009,3.67
brn,2010,3.89
brn,2011,4.04
brn,2012,4.19
brn,2013,4.36
brn,2014,4.61
brn,2015,4.21
brn,2016,3.77
brn,2017,3.41
brn,2018,2.85
brn,2019,3.21
btn,1991,0.03
btn,1992,0.03
btn,1993,0.04
btn,1994,0.04
btn,1995,0.04
btn,1996,0.04
btn,1997,0.04
btn,1998,0.04
btn,1999,0.05
btn,2000,0.06
btn,2001,0.07
btn,2002,0.07
btn,2003,0.08
btn,2004,0.08
btn,2005,0.08
btn,2006,0.09
btn,2007,0.12
btn,2008,0.12
btn,2009,0.11
btn,2010,0.12
btn,2011,0.24
btn,2012,0.1
btn,2013,0.1
btn,2014,0.1
btn,2015,0.11
btn,2016,0.12
btn,2017,0.12
btn,2018,0.13
btn,2019,0.13
bwa,1991,1.83
bwa,1992,1.9
bwa,1993,2.01
bwa,1994,2.07
bwa,1995,2.61
bwa,1996,3.39
bwa,1997,3.19
bwa,1998,3.09
bwa,1999,3.17
bwa,2000,3.28
bwa,2001,3.35
bwa,2002,3.38
bwa,2003,3.4
bwa,2004,3.44
bwa,2005,3.38
bwa,2006,3.42
bwa,2007,3.31
bwa,2008,3.13
bwa,2009,3.1
bwa,2010,3.04
bwa,2011,3
bwa,2012,2.96
bwa,2013,2.88
bwa,2014,2.73
bwa,2015,2.71
bwa,2016,2.76
bwa,2017,2.74
bwa,2018,2.72
bwa,2019,2.7
caf,1991,0.77
caf,1992,0.78
caf,1993,0.81
caf,1994,0.81
caf,1995,0.83
caf,1996,0.87
caf,1997,0.89
caf,1998,0.9
caf,1999,0.83
caf,2000,0.86
caf,2001,0.92
caf,2002,0.93
caf,2003,1.03
caf,2004,1.04
caf,2005,1.1
caf,2006,1.16
caf,2007,1.19
caf,2008,1.19
caf,2009,1.19
caf,2010,1.19
caf,2011,1.21
caf,2012,1.13
caf,2013,1.07
caf,2014,1.15
caf,2015,1.21
caf,2016,1.25
caf,2017,1.28
caf,2018,1.3
caf,2019,1.3
can,1991,9.3
can,1992,9.21
can,1993,9.3
can,1994,8.75
can,1995,8.79
can,1996,8.53
can,1997,8.24
can,1998,7.95
can,1999,7.92
can,2000,7.48
can,2001,7.28
can,2002,7.02
can,2003,7.06
can,2004,7.27
can,2005,7.41
can,2006,7.1
can,2007,7.06
can,2008,7.15
can,2009,7.26
can,2010,7.13
can,2011,6.73
can,2012,6.63
can,2013,6.64
can,2014,6.46
can,2015,6.59
can,2016,6.4
can,2017,6.23
can,2018,6.37
can,2019,6.03
chanisl,1991,5.85
chanisl,1992,5.83
chanisl,1993,5.81
chanisl,1994,5.79
chanisl,1995,5.77
chanisl,1996,5.75
chanisl,1997,5.72
chanisl,1998,5.7
chanisl,1999,5.66
chanisl,2000,5.61
chanisl,2001,5.58
chanisl,2002,5.54
chanisl,2003,5.49
chanisl,2004,5.42
chanisl,2005,5.34
chanisl,2006,5.26
chanisl,2007,5.18
chanisl,2008,5.13
chanisl,2009,5.1
chanisl,2010,5.03
chanisl,2011,4.96
chanisl,2012,4.9
chanisl,2013,4.84
chanisl,2014,4.77
chanisl,2015,4.71
chanisl,2016,4.66
chanisl,2017,4.6
chanisl,2018,4.53
chanisl,2019,4.47
che,1991,9.3
che,1992,9.31
che,1993,9.3
che,1994,9.28
che,1995,9.28
che,1996,9.35
che,1997,9.78
che,1998,9.45
che,1999,9.51
che,2000,9.5
che,2001,9.23
che,2002,8.91
che,2003,9.18
che,2004,9.03
che,2005,9.03
che,2006,8.87
che,2007,8.25
che,2008,8.63
che,2009,8.05
che,2010,8.8
che,2011,8.36
che,2012,8.69
che,2013,8.37
che,2014,8.25
che,2015,7.98
che,2016,8.21
che,2017,7.96
che,2018,8.01
che,2019,7.75
chl,1991,3.65
chl,1992,3.73
chl,1993,3.76
chl,1994,3.76
chl,1995,3.81
chl,1996,3.81
chl,1997,4
chl,1998,3.72
chl,1999,4.02
chl,2000,3.5
chl,2001,3.61
chl,2002,3.53
chl,2003,3.52
chl,2004,3.75
chl,2005,3.53
chl,2006,3.61
chl,2007,3.84
chl,2008,3.51
chl,2009,4.52
chl,2010,5.87
chl,2011,5.74
chl,2012,5.4
chl,2013,5.47
chl,2014,5.48
chl,2015,5.34
chl,2016,5.3
chl,2017,5.71
chl,2018,5.54
chl,2019,5.42
chn,1991,3.14
chn,1992,3.04
chn,1993,2.93
chn,1994,2.82
chn,1995,2.73
chn,1996,2.66
chn,1997,2.6
chn,1998,2.56
chn,1999,2.53
chn,2000,2.51
chn,2001,2.51
chn,2002,2.52
chn,2003,2.53
chn,2004,2.55
chn,2005,2.56
chn,2006,2.56
chn,2007,2.54
chn,2008,2.54
chn,2009,2.56
chn,2010,2.58
chn,2011,2.6
chn,2012,2.63
chn,2013,2.67
chn,2014,2.72
chn,2015,2.77
chn,2016,2.83
chn,2017,2.88
chn,2018,2.92
chn,2019,2.91
civ,1991,0.55
civ,1992,0.56
civ,1993,0.58
civ,1994,0.61
civ,1995,0.63
civ,1996,0.64
civ,1997,0.63
civ,1998,0.65
civ,1999,0.67
civ,2000,0.69
civ,2001,0.73
civ,2002,0.77
civ,2003,0.78
civ,2004,0.81
civ,2005,0.85
civ,2006,0.89
civ,2007,0.92
civ,2008,0.97
civ,2009,1
civ,2010,1.06
civ,2011,1.14
civ,2012,1.26
civ,2013,1.1
civ,2014,1.43
civ,2015,1.95
civ,2016,2.56
civ,2017,2.19
civ,2018,2.32
civ,2019,2.26
cmr,1991,5.28
cmr,1992,5.42
cmr,1993,5.47
cmr,1994,5.63
cmr,1995,5.58
cmr,1996,5.45
cmr,1997,4.61
cmr,1998,3.91
cmr,1999,3.19
cmr,2000,2.62
cmr,2001,2.16
cmr,2002,2.42
cmr,2003,2.68
cmr,2004,2.94
cmr,2005,3.23
cmr,2006,3.54
cmr,2007,3.86
cmr,2008,3.85
cmr,2009,3.88
cmr,2010,3.9
cmr,2011,3.88
cmr,2012,3.85
cmr,2013,3.83
cmr,2014,3.77
cmr,2015,3.82
cmr,2016,3.83
cmr,2017,3.84
cmr,2018,3.78
cmr,2019,3.75
cod,1991,1.35
cod,1992,1.37
cod,1993,1.48
cod,1994,1.73
cod,1995,1.77
cod,1996,1.76
cod,1997,1.82
cod,1998,1.87
cod,1999,2.03
cod,2000,2.27
cod,2001,2.24
cod,2002,2.2
cod,2003,2.31
cod,2004,2.28
cod,2005,2.3
cod,2006,2.47
cod,2007,2.53
cod,2008,2.54
cod,2009,2.73
cod,2010,2.77
cod,2011,2.8
cod,2012,2.88
cod,2013,2.86
cod,2014,2.83
cod,2015,2.82
cod,2016,2.9
cod,2017,3.08
cod,2018,3.04
cod,2019,3.08
cog,1991,1.18
cog,1992,1.22
cog,1993,1.24
cog,1994,1.31
cog,1995,1.4
cog,1996,1.45
cog,1997,1.38
cog,1998,1.4
cog,1999,1.52
cog,2000,1.54
cog,2001,1.57
cog,2002,1.53
cog,2003,1.6
cog,2004,1.65
cog,2005,1.67
cog,2006,1.58
cog,2007,1.54
cog,2008,1.55
cog,2009,1.59
cog,2010,1.48
cog,2011,1.46
cog,2012,1.36
cog,2013,1.39
cog,2014,1.38
cog,2015,1.38
cog,2016,1.43
cog,2017,1.55
cog,2018,1.62
cog,2019,1.59
col,1991,5.31
col,1992,5.33
col,1993,5.38
col,1994,5.41
col,1995,5.49
col,1996,5.44
col,1997,5.42
col,1998,5.41
col,1999,5.32
col,2000,5.5
col,2001,5.54
col,2002,5.49
col,2003,5.54
col,2004,5.79
col,2005,5.97
col,2006,6.1
col,2007,6.22
col,2008,6.36
col,2009,6.48
col,2010,6.64
col,2011,6.55
col,2012,6.43
col,2013,5.96
col,2014,5.53
col,2015,5.34
col,2016,4.89
col,2017,5.22
col,2018,5.28
col,2019,4.54
com,1991,5.45
com,1992,5.44
com,1993,5.47
com,1994,5.57
com,1995,5.61
com,1996,5.7
com,1997,5.73
com,1998,5.78
com,1999,5.82
com,2000,5.73
com,2001,5.7
com,2002,5.62
com,2003,5.45
com,2004,5.27
com,2005,4.59
com,2006,3.99
com,2007,3.44
com,2008,2.96
com,2009,2.51
com,2010,2.17
com,2011,1.87
com,2012,1.63
com,2013,1.4
com,2014,1.19
com,2015,1.14
com,2016,1.1
com,2017,1.06
com,2018,1.07
com,2019,1.06
cpv,1991,3.43
cpv,1992,3.41
cpv,1993,3.44
cpv,1994,3.46
cpv,1995,3.43
cpv,1996,3.45
cpv,1997,3.41
cpv,1998,3.44
cpv,1999,3.46
cpv,2000,3.47
cpv,2001,3.62
cpv,2002,3.65
cpv,2003,3.57
cpv,2004,3.54
cpv,2005,3.6
cpv,2006,3.76
cpv,2007,3.77
cpv,2008,3.79
cpv,2009,3.82
cpv,2010,3.93
cpv,2011,4.04
cpv,2012,4.27
cpv,2013,4.4
cpv,2014,4.48
cpv,2015,4.58
cpv,2016,5.44
cpv,2017,6.31
cpv,2018,5.99
cpv,2019,5.75
cri,1991,6.01
cri,1992,6.05
cri,1993,6.02
cri,1994,7.97
cri,1995,7.37
cri,1996,8.15
cri,1997,9.08
cri,1998,9.73
cri,1999,9.86
cri,2000,7.05
cri,2001,9.52
cri,2002,9.58
cri,2003,10.51
cri,2004,10
cri,2005,9.17
cri,2006,9.34
cri,2007,9.02
cri,2008,9.36
cri,2009,9.04
cri,2010,4.49
cri,2011,4.29
cri,2012,3.78
cri,2013,4.15
cri,2014,4.3
cri,2015,3.98
cri,2016,4.59
cri,2017,5.13
cri,2018,5.33
cri,2019,4.12
cub,1991,1.42
cub,1992,1.58
cub,1993,1.79
cub,1994,1.88
cub,1995,1.97
cub,1996,1.93
cub,1997,2.22
cub,1998,2.55
cub,1999,2.94
cub,2000,3.15
cub,2001,3.53
cub,2002,3.58
cub,2003,3.84
cub,2004,3.96
cub,2005,3.95
cub,2006,3.7
cub,2007,3.57
cub,2008,3.6
cub,2009,3.5
cub,2010,3.56
cub,2011,5.13
cub,2012,6.01
cub,2013,6.14
cub,2014,6.16
cub,2015,6.55
cub,2016,6.95
cub,2017,7.34
cub,2018,7.44
cub,2019,7.52
cyp,1991,9.03
cyp,1992,9.14
cyp,1993,9.11
cyp,1994,9.25
cyp,1995,9.19
cyp,1996,9.2
cyp,1997,9.33
cyp,1998,9.32
cyp,1999,9.24
cyp,2000,9.16
cyp,2001,9.78
cyp,2002,8.81
cyp,2003,9.08
cyp,2004,9.85
cyp,2005,11.18
cyp,2006,9.75
cyp,2007,9.37
cyp,2008,8.82
cyp,2009,8.04
cyp,2010,7.51
cyp,2011,7.04
cyp,2012,6.38
cyp,2013,6.37
cyp,2014,6.1
cyp,2015,3.52
cyp,2016,2.75
cyp,2017,3.22
cyp,2018,3.29
cyp,2019,2.61
cze,1991,5.65
cze,1992,5.6
cze,1993,5.56
cze,1994,5.55
cze,1995,5.51
cze,1996,5.47
cze,1997,5.5
cze,1998,5.57
cze,1999,5.76
cze,2000,5.71
cze,2001,5.7
cze,2002,5.53
cze,2003,5.83
cze,2004,5.53
cze,2005,5.03
cze,2006,5.47
cze,2007,5.16
cze,2008,4.83
cze,2009,5.04
cze,2010,5.03
cze,2011,4.96
cze,2012,4.6
cze,2013,4.49
cze,2014,4.84
cze,2015,4.82
cze,2016,4.33
cze,2017,4.38
cze,2018,4.32
cze,2019,4.02
deu,1991,6.09
deu,1992,6.48
deu,1993,6.72
deu,1994,7.07
deu,1995,6.97
deu,1996,6.92
deu,1997,6.96
deu,1998,6.96
deu,1999,7.06
deu,2000,6.92
deu,2001,6.88
deu,2002,6.85
deu,2003,7
deu,2004,7.22
deu,2005,6.78
deu,2006,6.75
deu,2007,6.75
deu,2008,6.63
deu,2009,6.77
deu,2010,6.8
deu,2011,6.71
deu,2012,6.7
deu,2013,6.64
deu,2014,6.47
deu,2015,6.46
deu,2016,6.18
deu,2017,6.08
deu,2018,5.95
deu,2019,5.96
dji,1991,0.89
dji,1992,0.87
dji,1993,0.9
dji,1994,0.92
dji,1995,0.95
dji,1996,1.01
dji,1997,1.02
dji,1998,1.09
dji,1999,1.07
dji,2000,1.08
dji,2001,1.13
dji,2002,1.11
dji,2003,1.1
dji,2004,1.09
dji,2005,1.13
dji,2006,1.1
dji,2007,1.08
dji,2008,1.03
dji,2009,1.02
dji,2010,1.08
dji,2011,1.09
dji,2012,1.06
dji,2013,1.19
dji,2014,1.17
dji,2015,1.14
dji,2016,1.08
dji,2017,1.06
dji,2018,1.06
dji,2019,1.05
dnk,1991,6.95
dnk,1992,6.6
dnk,1993,6.95
dnk,1994,6.12
dnk,1995,6.22
dnk,1996,5.86
dnk,1997,5.69
dnk,1998,6.31
dnk,1999,6.24
dnk,2000,6.54
dnk,2001,6.5
dnk,2002,6.2
dnk,2003,5.78
dnk,2004,5.33
dnk,2005,5.79
dnk,2006,5.93
dnk,2007,5.77
dnk,2008,5.96
dnk,2009,6.12
dnk,2010,5.62
dnk,2011,5.52
dnk,2012,5.54
dnk,2013,5.3
dnk,2014,5.33
dnk,2015,5.36
dnk,2016,5.12
dnk,2017,4.71
dnk,2018,4.69
dnk,2019,4.93
dom,1991,5.09
dom,1992,4.24
dom,1993,4.62
dom,1994,4.13
dom,1995,4.43
dom,1996,4.29
dom,1997,4.12
dom,1998,3.97
dom,1999,3.82
dom,2000,3.65
dom,2001,4.1
dom,2002,3.83
dom,2003,3.99
dom,2004,5.96
dom,2005,5.69
dom,2006,4.91
dom,2007,4.91
dom,2008,5.39
dom,2009,5.93
dom,2010,4.54
dom,2011,4.75
dom,2012,4.31
dom,2013,4.79
dom,2014,4.41
dom,2015,4.01
dom,2016,4.2
dom,2017,4.36
dom,2018,4.29
dom,2019,4.06
dza,1991,7.95
dza,1992,7.98
dza,1993,8.02
dza,1994,8.04
dza,1995,8.05
dza,1996,8.06
dza,1997,8.07
dza,1998,8.07
dza,1999,8.03
dza,2000,7.92
dza,2001,7.81
