geo,time,er_mrn_ptmr_zs
bmu,2016,0.03299
bmu,2017,0.00006
bmu,2018,0.00006
bmu,2019,0.00006
bmu,2020,0.00006
bmu,2021,0.00006
bra,2016,1.68494
bra,2017,26.62411
bra,2018,26.62411
bra,2019,26.6241
bra,2020,26.82149
bra,2021,26.82149
brb,2016,0.00595
brb,2017,0.00585
brb,2018,0.00585
brb,2019,0.00558
brb,2020,0.00558
brb,2021,0.00558
brn,2016,0.20235
brn,2017,0.2011
brn,2018,0.2011
brn,2019,0.2011
brn,2020,0.2011
brn,2021,0.2011
can,2016,0.87187
can,2017,0.87188
can,2018,0.87188
can,2019,2.90739
can,2020,8.78492
can,2021,8.85778
chl,2016,12.5952
chl,2017,28.81445
chl,2018,28.81445
chl,2019,41.19151
chl,2020,41.32516
chl,2021,41.32516
chn,2016,3.76678
chn,2017,5.40683
chn,2018,5.40683
chn,2019,5.40683
chn,2020,5.47901
chn,2021,5.47901
civ,2016,0.07435
civ,2017,0.07457
civ,2018,0.07457
civ,2019,0.07457
civ,2020,0.07258
civ,2021,0.07258
cmr,2016,3.40717
cmr,2017,3.40964
cmr,2018,3.40964
cmr,2019,11.46265
cmr,2020,10.8919
cmr,2021,10.8919
cod,2016,0.23369
cod,2017,0.23644
cod,2018,0.23644
cod,2019,0.23643
cod,2020,0.23643
cod,2021,0.23643
cog,2016,3.20593
cog,2017,3.2117
cog,2018,3.2117
cog,2019,3.21174
cog,2020,3.01055
cog,2021,3.01055
col,2016,2.06379
col,2017,17.06989
col,2018,17.06989
col,2019,17.06084
col,2020,17.1657
col,2021,17.1657
com,2016,0.02296
com,2017,0.02264
com,2018,0.02264
com,2019,0.02264
com,2020,0.37448
com,2021,0.37448
cpv,2017,0.00068
cpv,2018,0.00068
cpv,2019,0.00068
cpv,2020,0.00068
cpv,2021,0.00068
cri,2016,0.83352
cri,2017,0.83345
cri,2018,0.83345
cri,2019,2.61438
cri,2020,2.72877
cri,2021,2.72877
cub,2016,4.32474
cub,2017,4.32495
cub,2018,4.32495
cub,2019,3.85197
cub,2020,3.85225
cub,2021,3.85225
cym,2016,0.07776
cym,2017,0.07767
cym,2018,0.07767
cym,2019,0.07767
cym,2020,0.07767
cym,2021,0.07767
cyp,2016,0.12312
cyp,2017,0.12272
cyp,2018,0.12272
cyp,2019,0.12308
cyp,2020,8.62054
cyp,2021,8.62054
deu,2016,45.35655
deu,2017,45.3574
deu,2018,45.3574
deu,2019,45.38045
deu,2020,45.38863
deu,2021,45.46043
dji,2016,0.54046
dji,2017,0.16787
dji,2018,0.16787
dji,2019,0.16786
dji,2020,0.16786
dji,2021,0.16786
dma,2016,0.01391
dma,2017,0.10528
dma,2018,0.10528
dma,2019,0.03483
dma,2020,0.03479
dma,2021,0.03478
dnk,2016,17.84815
dnk,2017,17.84899
dnk,2018,17.84899
dnk,2019,17.91984
dnk,2020,18.32221
dnk,2021,18.32214
dom,2016,9.08469
dom,2017,17.95791
dom,2018,17.95791
dom,2019,17.95776
dom,2020,17.95776
dom,2021,17.95776
dza,2016,0.08528
dza,2017,0.08548
dza,2018,0.08548
dza,2019,0.08548
dza,2020,0.06802
dza,2021,0.06802
ecu,2016,13.05064
ecu,2017,13.34617
ecu,2018,13.34617
ecu,2019,13.34592
ecu,2020,13.34592
ecu,2021,13.34592
egy,2016,4.95156
egy,2017,4.95149
egy,2018,4.95149
egy,2019,4.95149
egy,2020,4.95149
egy,2021,4.95149
eri,2017,0
eri,2018,0
esp,2016,8.72989
esp,2017,8.37411
esp,2018,8.37411
esp,2019,12.68843
esp,2020,12.7587
esp,2021,12.75744
est,2016,18.62633
est,2017,18.62044
est,2018,18.62044
est,2019,18.63492
est,2020,18.77884
est,2021,18.77871
fin,2016,11.13029
fin,2017,10.50996
fin,2018,10.50996
fin,2019,12.11062
fin,2020,11.98687
fin,2021,11.98701
fji,2016,0.92441
fji,2017,0.92488
fji,2018,0.92488
fji,2019,0.92488
fji,2020,0.92488
fji,2021,0.92488
fra,2016,26.16685
fra,2017,45.0458
fra,2018,45.0458
fra,2019,48.92877
fra,2020,50.35653
fra,2021,49.82695
fro,2016,0.01087
fro,2017,0.01083
fro,2018,0.01083
fro,2019,0.01083
fro,2020,0.01083
fro,2021,0.01083
fsm,2016,0.01756
fsm,2017,0.01577
fsm,2018,0.01577
fsm,2019,0.01577
fsm,2020,0.01577
fsm,2021,0.01577
gab,2016,0.969
gab,2017,28.82718
gab,2018,28.82718
gab,2019,28.82714
gab,2020,28.82714
gab,2021,28.82714
gbm,2016,0
gbm,2021,100
gbr,2016,20.23542
gbr,2017,28.87331
gbr,2018,28.87331
gbr,2019,29.16274
gbr,2020,44.20283
gbr,2021,44.20283
geo,2016,0.66792
geo,2017,0.66776
geo,2018,0.66776
geo,2019,0.66776
geo,2020,0.66776
geo,2021,0.66776
gha,2016,0.09261
gha,2017,0.09741
gha,2018,0.09741
gha,2019,0.09741
gha,2020,0.09669
gha,2021,0.09669
gib,2016,12.88962
gib,2017,12.82173
gib,2018,12.82173
gib,2019,12.82936
gin,2016,0.52934
gin,2017,0.52957
gin,2018,0.52957
gin,2019,0.52957
gin,2020,0.52957
gin,2021,0.52973
gmb,2016,0.07034
gmb,2017,0.06968
gmb,2018,0.06968
gmb,2019,0.06968
gmb,2020,0.60384
gmb,2021,0.60384
gnb,2016,10.00971
gnb,2017,10.00941
gnb,2018,10.00941
gnb,2019,10.00945
gnb,2020,8.98898
gnb,2021,8.98898
gnq,2016,0.23521
gnq,2017,0.23512
gnq,2018,0.23512
gnq,2019,0.23511
gnq,2020,0.23511
gnq,2021,0.23511
grc,2016,1.45718
grc,2017,4.51787
grc,2018,4.51787
grc,2019,4.51786
grc,2020,4.51786
grc,2021,4.51787
grd,2016,0.04185
grd,2017,0.08625
grd,2018,0.08625
grd,2019,0.08625
grd,2020,0.09804
grd,2021,0.09804
grl,2016,4.51872
grl,2017,4.51874
grl,2018,4.51874
grl,2019,4.51875
grl,2020,4.51559
grl,2021,4.51387
gtm,2016,0.80787
gtm,2017,0.90014
gtm,2018,0.90014
gtm,2019,0.90014
gtm,2020,0.80598
gtm,2021,0.80599
gum,2016,0.00889
gum,2017,0.00907
gum,2018,0.00907
gum,2019,0.00907
gum,2020,0.01828
gum,2021,0.01979
guy,2016,0.01242
guy,2017,0.01271
guy,2018,0.01271
guy,2019,0.01888
guy,2020,0.01888
guy,2021,0.01889
hkg,2021,100
hnd,2016,4.18282
hnd,2017,4.15707
hnd,2018,4.15707
hnd,2019,4.15706
hnd,2020,4.57791
hnd,2021,4.57791
hrv,2016,8.54092
hrv,2017,8.54108
hrv,2018,8.54108
hrv,2019,8.54103
hrv,2020,8.99141
hrv,2021,8.98775
hti,2017,0
hti,2018,0
hti,2019,1.46356
hti,2020,1.46356
hti,2021,1.47448
idn,2016,2.88255
idn,2017,3.05732
idn,2018,3.05732
idn,2019,3.05733
idn,2020,3.0576
idn,2021,3.0576
ind,2016,0.17069
ind,2017,0.17071
ind,2018,0.17071
ind,2019,0.17071
ind,2020,0.17071
ind,2021,0.24088
irl,2016,2.33232
irl,2017,2.33211
irl,2018,2.33211
irl,2019,2.33214
irl,2020,2.33184
irl,2021,2.33184
irn,2016,0.80471
irn,2017,0.80455
irn,2018,0.80455
irn,2019,0.80456
irn,2020,0.80456
irn,2021,0.80455
irq,2017,0
irq,2018,0
isl,2016,0.38032
isl,2017,0.38034
isl,2018,0.38034
isl,2019,0.38044
isl,2020,0.42111
isl,2021,0.42458
isr,2016,0.03231
isr,2017,0.03255
isr,2018,0.03255
isr,2019,0.03255
isr,2020,0.04251
isr,2021,0.04251
ita,2016,8.78357
ita,2017,8.79465
ita,2018,8.79465
ita,2019,8.77793
ita,2020,9.73591
ita,2021,9.73597
jam,2016,0.7546
jam,2017,0.7546
jam,2018,0.7546
jam,2019,0.7546
jam,2020,0.7546
jam,2021,0.75446
jor,2016,35.21878
jor,2017,35.59091
jor,2018,35.59091
jor,2019,35.71784
jor,2020,0.98207
jor,2021,0.98207
jpn,2016,0.49349
jpn,2017,8.23376
jpn,2018,8.23376
jpn,2019,8.23376
jpn,2020,8.23367
jpn,2021,13.89171
kaz,2016,1.04967
kaz,2017,1.04921
kaz,2018,1.04921
kaz,2019,1.04921
kaz,2020,50.72809
kaz,2021,50.72809
ken,2016,0.80427
ken,2017,0.80418
ken,2018,0.80418
ken,2019,0.80418
ken,2020,0.76288
ken,2021,0.76288
khm,2016,0.18554
khm,2017,0.18577
khm,2018,0.18577
khm,2019,0.18577
khm,2020,1.44156
khm,2021,1.44156
kir,2016,11.81415
kir,2017,11.8179
kir,2018,11.8179
kir,2019,11.8179
kir,2020,11.8179
kir,2021,11.81516
kna,2016,0.16565
kna,2017,0.1699
kna,2018,0.1699
kna,2019,3.97753
kna,2020,3.97753
kna,2021,3.97753
kor,2016,1.63049
kor,2017,1.63364
kor,2018,1.63364
kor,2019,2.43044
kor,2020,2.45525
kor,2021,2.45525
kwt,2016,1.47951
kwt,2017,1.47928
kwt,2018,1.47928
kwt,2019,1.36425
kwt,2020,1.36425
kwt,2021,1.36425
lbn,2016,0.21226
lbn,2017,0.21143
lbn,2018,0.21143
lbn,2019,0.21143
lbn,2020,0.21143
lbn,2021,0.22529
lbr,2016,0.10171
lbr,2017,0.10334
lbr,2018,0.10334
lbr,2019,0.10334
lbr,2020,0.10334
lbr,2021,0.10334
lby,2016,0.6365
lby,2017,0.63643
lby,2018,0.63643
lby,2019,0.63643
lby,2020,0.63368
lby,2021,0.63368
lca,2016,0.2185
lca,2017,0.21855
lca,2018,0.21855
lca,2019,0.21855
lca,2020,0.21855
lca,2021,0.21855
lka,2016,0.07471
lka,2017,0.07463
lka,2018,0.07463
lka,2019,0.07463
lka,2020,0.07463
lka,2021,0.07463
ltu,2016,21.51591
ltu,2017,25.59103
ltu,2018,25.59103
ltu,2019,25.59247
ltu,2020,25.59247
ltu,2021,25.59327
lva,2016,16.03554
lva,2017,16.03636
lva,2018,16.03636
lva,2019,16.03661
lva,2020,16.03789
lva,2021,16.03736
maf,2016,96.56592
maf,2017,96.4019
maf,2018,96.4019
maf,2019,96.42516
maf,2020,96.42509
maf,2021,96.42508
mar,2016,0.46064
mar,2017,0.25998
mar,2018,0.25998
mar,2019,0.25998
mar,2020,0.68961
mar,2021,0.67562
mco,2016,99.92963
mco,2017,99.832
mco,2018,99.832
mco,2019,99.75462
mco,2020,99.75462
mco,2021,99.71313
mdg,2016,0.35727
mdg,2017,0.74618
mdg,2018,0.74618
mdg,2019,0.74618
mdg,2020,0.91373
mdg,2021,0.91373
mdv,2016,0.04869
mdv,2017,0.05151
mdv,2018,0.05151
mdv,2019,0.05151
mdv,2020,0.0676
mdv,2021,0.0676
mex,2016,2.25141
mex,2017,21.78202
mex,2018,21.78202
mex,2019,21.5534
mex,2020,21.55339
mex,2021,21.55339
mhl,2016,0.26878
mhl,2017,0.2688
mhl,2018,0.2688
mhl,2019,0.2688
mhl,2020,0.2688
mhl,2021,0.2688
mlt,2016,6.26428
mlt,2017,6.27005
mlt,2018,6.27005
mlt,2019,7.4448
mlt,2020,7.44494
mlt,2021,7.4448
mmr,2016,0.05232
mmr,2017,2.32705
mmr,2018,2.32705
mmr,2019,0.47784
mmr,2020,0.47784
mmr,2021,0.47784
mne,2017,0.00122
mne,2018,0.00122
mne,2019,0.13991
mne,2020,0.07215
mne,2021,0.07215
mnp,2016,33.22808
mnp,2017,33.25069
mnp,2018,33.25069
mnp,2019,33.25069
mnp,2020,31.96741
mnp,2021,33.15604
moz,2016,2.23203
moz,2017,2.23203
moz,2018,2.23203
moz,2019,2.23203
moz,2020,2.14591
moz,2021,2.14591
mrt,2016,4.15371
mrt,2017,4.15343
mrt,2018,4.15343
mrt,2019,4.15344
mrt,2020,4.15344
mrt,2021,4.15344
mus,2016,0.00391
mus,2017,0.00388
mus,2018,0.00388
mus,2019,0.00388
mus,2020,0.00388
mus,2021,0.00388
mys,2016,1.40744
mys,2017,1.54462
mys,2018,1.54462
mys,2019,1.54444
mys,2020,3.30502
mys,2021,5.55613
nam,2016,1.71415
nam,2017,1.7142
nam,2018,1.7142
nam,2019,1.7142
nam,2020,1.7142
nam,2021,1.7142
ncl,2016,96.34122
ncl,2017,96.59334
ncl,2018,96.59334
ncl,2019,96.26025
ncl,2020,96.26025
ncl,2021,96.26025
nga,2016,0.01695
nga,2017,0.01671
nga,2018,0.01671
nga,2019,0.01671
nga,2020,0.01671
nga,2021,0.01671
nic,2016,2.93076
nic,2017,2.97423
nic,2018,2.97423
nic,2019,2.97423
nic,2020,3.39236
nic,2021,3.39236
nld,2016,21.49054
nld,2017,26.67469
nld,2018,26.67469
nld,2019,26.86234
nld,2020,26.86295
nld,2021,26.85873
nld_curacao,2016,0.03275
nld_curacao,2017,0.03417
nld_curacao,2018,0.03417
nld_curacao,2019,0.03817
nld_curacao,2020,0.03817
nld_curacao,2021,0.03817
nor,2016,0.74661
nor,2017,0.83078
nor,2018,0.83078
nor,2019,0.83307
nor,2020,1.53445
nor,2021,9.94886
nzl,2016,30.343
nzl,2017,30.37111
nzl,2018,30.37111
nzl,2019,30.42272
nzl,2020,30.42154
nzl,2021,30.42154
omn,2016,0.1232
omn,2017,0.12319
omn,2018,0.12319
omn,2019,0.12319
omn,2020,0.12319
omn,2021,0.32999
pak,2016,0.76635
pak,2017,0.76653
pak,2018,0.76653
pak,2019,0.76653
pak,2020,0.76653
pak,2021,0.76653
pan,2016,1.68138
pan,2017,1.68142
pan,2018,1.68142
pan,2019,1.68141
pan,2020,11.5708
pan,2021,26.84473
per,2016,0.48084
per,2017,0.48153
per,2018,0.48153
per,2019,0.48153
per,2020,0.48153
per,2021,0.48153
phl,2016,1.15906
phl,2017,1.15906
phl,2018,1.15906
phl,2019,1.15906
phl,2020,1.15906
phl,2021,1.7444
plw,2016,82.98527
plw,2017,82.98763
plw,2018,82.98763
plw,2019,100
plw,2020,100
plw,2021,100
png,2016,0.1905
png,2017,0.19048
png,2018,0.19048
png,2019,0.13889
png,2020,0.13889
png,2021,0.13889
pol,2016,22.57275
pol,2017,22.57182
pol,2018,22.57182
pol,2019,22.57243
pol,2020,22.57247
pol,2021,22.57247
pri,2016,1.74611
pri,2017,1.74721
pri,2018,1.74721
pri,2019,1.7472
pri,2020,1.81343
pri,2021,1.81715
prk,2016,0.02242
prk,2017,0.02209
prk,2018,0.02209
prk,2019,0.02209
prk,2020,0.02209
prk,2021,0.02209
prt,2016,8.35661
prt,2017,16.56393
prt,2018,16.56393
prt,2019,16.5646
prt,2020,16.81832
prt,2021,16.81914
pyf,2016,0.00432
pyf,2017,0.00432
pyf,2018,0.00432
pyf,2019,0.00432
pyf,2020,0.00432
pyf,2021,0.04218
qat,2016,0.18132
qat,2017,1.68233
qat,2018,1.68233
qat,2019,1.68235
qat,2020,2.29206
qat,2021,2.29206
rou,2016,8.42685
rou,2017,23.0963
rou,2018,23.0963
rou,2019,23.09595
rou,2020,23.09858
rou,2021,23.09858
rus,2016,2.97456
rus,2017,2.97456
rus,2018,2.97456
rus,2019,2.97456
rus,2020,2.97456
rus,2021,2.24334
sau,2016,1.52674
sau,2017,2.4941
sau,2018,2.4941
sau,2019,2.4941
sau,2020,2.4941
sau,2021,2.4941
sdn,2016,15.96452
sdn,2017,15.96436
sdn,2018,15.96436
sdn,2019,15.96444
sdn,2020,15.96444
sdn,2021,15.96444
sen,2016,1.10272
sen,2017,1.11483
sen,2018,1.11483
sen,2019,1.11482
sen,2020,1.11482
sen,2021,1.85156
sgp,2017,0.01318
sgp,2018,0.01318
sgp,2019,0.01318
sgp,2020,0.01318
sgp,2021,0.01318
slb,2016,0.11803
slb,2017,0.11806
slb,2018,0.11806
slb,2019,0.11675
slb,2020,0.11675
slb,2021,0.11675
sle,2016,0.53785
sle,2017,0.53756
sle,2018,0.53756
sle,2019,0.53756
sle,2020,0.53756
sle,2021,1.62744
slv,2016,0.70566
slv,2017,0.70545
slv,2018,0.70545
slv,2019,0.70545
slv,2020,0.70703
slv,2021,0.70703
stp,2016,0.02657
stp,2017,0.02679
stp,2018,0.02679
stp,2019,0.02679
stp,2020,0.02679
stp,2021,0.02679
sur,2016,1.54328
sur,2017,1.54322
sur,2018,1.54322
sur,2019,1.54322
sur,2020,1.54322
sur,2021,1.54322
svn,2016,100
svn,2017,100
svn,2018,213.42509
svn,2019,100
svn,2020,2.31367
svn,2021,2.31367
swe,2016,8.20426
swe,2017,15.21318
swe,2018,15.21318
swe,2019,15.36861
swe,2020,15.37623
swe,2021,15.76343
sxm,2016,5.42714
sxm,2017,8.69126
sxm,2018,8.69126
sxm,2019,8.6994
sxm,2020,8.69942
sxm,2021,8.69942
syc,2016,0.0361
syc,2017,0.0361
syc,2018,0.0361
syc,2019,15.65658
syc,2020,32.81502
syc,2021,32.81502
syr,2016,0.24501
syr,2017,0.24698
syr,2018,0.24698
syr,2019,0.24699
syr,2020,0.24699
syr,2021,0.24699
tca,2016,0.09725
tca,2017,0.09713
tca,2018,0.09713
tca,2019,0.09713
tca,2020,0.09713
tca,2021,0.09713
tgo,2016,0.19973
tgo,2017,0.19965
tgo,2018,0.19965
tgo,2019,0.19965
tgo,2020,0.19965
tgo,2021,0.19965
tha,2016,1.88145
tha,2017,1.88138
tha,2018,1.88138
tha,2019,1.88139
tha,2020,4.37012
tha,2021,4.4431
tkm,2016,2.99415
tkm,2017,2.99386
tkm,2018,2.99386
tkm,2019,2.99386
tkm,2020,2.99386
tkm,2021,2.99386
tls,2016,1.37408
tls,2017,1.37435
tls,2018,1.37435
tls,2019,1.37165
tls,2020,1.37165
tls,2021,1.37165
ton,2016,1.50512
ton,2017,1.50514
ton,2018,1.50514
ton,2019,0.05838
ton,2020,0.05838
ton,2021,0.05838
tto,2016,0.04881
tto,2017,0.04891
tto,2018,0.04891
tto,2019,0.04891
tto,2020,0.04891
tto,2021,0.04891
tun,2016,1.04
tun,2017,1.03552
tun,2018,1.03552
tun,2019,1.03552
tun,2020,1.03552
tun,2021,1.03552
tur,2016,0.1055
tur,2017,0.10557
tur,2018,0.10557
tur,2019,0.10557
tur,2020,0.10557
tur,2021,1.7613
tuv,2016,0.00847
tuv,2017,0.00848
tuv,2018,0.00848
tuv,2019,0.02922
tuv,2020,0.02922
tuv,2021,0.02922
tza,2016,2.49579
tza,2017,3.01503
tza,2018,3.01503
tza,2019,3.01504
tza,2020,3.01504
tza,2021,3.01504
ukr,2016,3.41506
ukr,2017,3.41516
ukr,2018,3.41516
ukr,2019,3.41515
ukr,2020,3.41515
ukr,2021,9.23979
ury,2016,0.71638
ury,2017,0.71604
ury,2018,0.71604
ury,2019,0.71604
ury,2020,0.75242
ury,2021,0.75242
usa,2016,41.08292
usa,2017,41.05741
usa,2018,41.05741
usa,2019,41.05742
usa,2020,37.3732
usa,2021,19.04818
vct,2016,0.21911
vct,2017,0.2201
vct,2018,0.2201
vct,2019,0.2201
vct,2020,0.2201
vct,2021,0.2201
ven,2016,3.48598
ven,2017,3.48596
ven,2018,3.48596
ven,2019,3.48596
ven,2020,4.35
ven,2021,4.35
vgb,2016,0.05588
vgb,2017,0.00412
vgb,2018,0.00412
vgb,2019,0.00412
vgb,2020,0.00412
vgb,2021,0.00412
vir,2016,0.84929
vir,2017,0.85007
vir,2018,0.85007
vir,2019,0.85006
vir,2020,0.49034
vir,2021,0.85216
vnm,2016,0.56085
vnm,2017,0.56089
vnm,2018,0.56089
vnm,2019,0.56089
vnm,2020,0.56089
vnm,2021,0.56089
vut,2016,0.00772
vut,2017,0.00764
vut,2018,0.00764
vut,2019,0.00764
vut,2020,0.00764
vut,2021,0.00764
wsm,2016,0.08541
wsm,2017,0.0868
wsm,2018,0.0868
wsm,2019,0.0868
wsm,2020,0.14401
wsm,2021,0.14401
yem,2016,0.46751
yem,2017,0.46757
yem,2018,0.46757
yem,2019,0.46757
yem,2020,0.46757
yem,2021,0.46757
zaf,2016,12.07882
zaf,2017,12.05646
zaf,2018,12.05646
zaf,2019,14.5628
zaf,2020,15.45991
zaf,2021,15.49616
