geo,time,sl_tlf_acti_1524_ma_zs
aze,1990,56.719
aze,1991,56.829
aze,1992,59.353
aze,1993,61.709
aze,1994,63.489
aze,1995,64.433
aze,1996,64.371
aze,1997,64.012
aze,1998,63.384
aze,1999,62.946
aze,2000,62.25
aze,2001,59.07
aze,2002,54.11
aze,2003,53.048
aze,2004,49.774
aze,2005,49.132
aze,2006,44.027
aze,2007,41.653
aze,2008,38.362
aze,2009,33.146
aze,2010,25.32
aze,2011,34.187
aze,2012,34.07
aze,2013,34.519
aze,2014,36.887
aze,2015,38.4
aze,2016,40.534
aze,2017,42.541
aze,2018,44.192
aze,2019,43.653
aze,2020,39.138
bdi,1990,78.947
bdi,1991,77.702
bdi,1992,76.445
bdi,1993,75.186
bdi,1994,73.937
bdi,1995,72.703
bdi,1996,71.338
bdi,1997,69.969
bdi,1998,68.594
bdi,1999,67.745
bdi,2000,66.9
bdi,2001,66.005
bdi,2002,65.071
bdi,2003,64.088
bdi,2004,63.043
bdi,2005,61.932
bdi,2006,60.727
bdi,2007,59.458
bdi,2008,58.124
bdi,2009,56.725
bdi,2010,55.265
bdi,2011,53.755
bdi,2012,52.204
bdi,2013,50.634
bdi,2014,49.067
bdi,2015,48.927
bdi,2016,48.76
bdi,2017,48.546
bdi,2018,48.29
bdi,2019,47.999
bdi,2020,47.108
bel,1990,37.026
bel,1991,37.604
bel,1992,36.748
bel,1993,36.126
bel,1994,37.295
bel,1995,35.948
bel,1996,35.494
bel,1997,34.592
bel,1998,35.687
bel,1999,35.484
bel,2000,38.661
bel,2001,37.103
bel,2002,37.284
bel,2003,38.032
bel,2004,35.837
bel,2005,37.627
bel,2006,37.393
bel,2007,36.138
bel,2008,35.975
bel,2009,34.898
bel,2010,35.18
bel,2011,34.132
bel,2012,34.966
bel,2013,33.674
bel,2014,32.258
bel,2015,32.798
bel,2016,30.699
bel,2017,30.617
bel,2018,31.427
bel,2019,32.432
bel,2020,30.222
ben,1990,78.638
ben,1991,78.66
ben,1992,78.538
ben,1993,76.695
ben,1994,74.803
ben,1995,72.861
ben,1996,70.884
ben,1997,68.862
ben,1998,66.792
ben,1999,64.674
ben,2000,62.508
ben,2001,60.293
ben,2002,58.032
ben,2003,56.034
ben,2004,54.012
ben,2005,51.971
ben,2006,49.914
ben,2007,47.853
ben,2008,45.794
ben,2009,43.741
ben,2010,41.699
ben,2011,39.661
ben,2012,39.452
ben,2013,39.217
ben,2014,38.943
ben,2015,38.602
ben,2016,38.314
ben,2017,38
ben,2018,37.655
ben,2019,37.279
ben,2020,36.59
bfa,1990,83.615
bfa,1991,83.839
bfa,1992,83.355
bfa,1993,82.86
bfa,1994,82.356
bfa,1995,81.841
bfa,1996,81.309
bfa,1997,80.766
bfa,1998,80.209
bfa,1999,79.634
bfa,2000,79.038
bfa,2001,78.412
bfa,2002,77.764
bfa,2003,77.094
bfa,2004,76.404
bfa,2005,75.693
bfa,2006,74.955
bfa,2007,73.184
bfa,2008,71.343
bfa,2009,69.44
bfa,2010,67.48
bfa,2011,65.459
bfa,2012,63.393
bfa,2013,61.287
bfa,2014,59.15
bfa,2015,58.893
bfa,2016,58.662
bfa,2017,58.409
bfa,2018,58.129
bfa,2019,57.788
bfa,2020,56.837
bgd,1990,78.343
bgd,1991,78.066
bgd,1992,77.807
bgd,1993,77.559
bgd,1994,77.315
bgd,1995,77.064
bgd,1996,76.485
bgd,1997,75.904
bgd,1998,75.313
bgd,1999,74.71
bgd,2000,74.091
bgd,2001,73.53
bgd,2002,72.984
bgd,2003,72.441
bgd,2004,71.89
bgd,2005,71.325
bgd,2006,70.737
bgd,2007,69.05
bgd,2008,67.315
bgd,2009,65.533
bgd,2010,63.712
bgd,2011,61.888
bgd,2012,60.042
bgd,2013,58.18
bgd,2014,56.311
bgd,2015,54.445
bgd,2016,52.619
bgd,2017,54.758
bgd,2018,54.64
bgd,2019,54.459
bgd,2020,51.598
bgr,1990,42.568
bgr,1991,43.362
bgr,1992,44.002
bgr,1993,43.018
bgr,1994,42.035
bgr,1995,41.043
bgr,1996,40.043
bgr,1997,39.02
bgr,1998,37.972
bgr,1999,36.898
bgr,2000,35.799
bgr,2001,36.905
bgr,2002,35.024
bgr,2003,32.697
bgr,2004,33.219
bgr,2005,31.051
bgr,2006,31.223
bgr,2007,31.62
bgr,2008,33.87
bgr,2009,33.923
bgr,2010,35.461
bgr,2011,33.832
bgr,2012,35.277
bgr,2013,34.308
bgr,2014,31.516
bgr,2015,30.469
bgr,2016,27.959
bgr,2017,30.49
bgr,2018,27.812
bgr,2019,27.547
bgr,2020,25.339
bhr,1990,61.73
bhr,1991,60.801
bhr,1992,60.71
bhr,1993,60.057
bhr,1994,59.466
bhr,1995,58.946
bhr,1996,58.276
bhr,1997,57.63
bhr,1998,57.064
bhr,1999,56.459
bhr,2000,55.88
bhr,2001,54.8
bhr,2002,54.458
bhr,2003,54.124
bhr,2004,53.779
bhr,2005,53.417
bhr,2006,53.171
bhr,2007,52.912
bhr,2008,52.664
bhr,2009,52.501
bhr,2010,52.468
bhr,2011,51.102
bhr,2012,52.014
bhr,2013,52.99
bhr,2014,53.964
bhr,2015,54.89
bhr,2016,54.704
bhr,2017,54.341
bhr,2018,54.029
bhr,2019,53.732
bhr,2020,49.962
bhs,1990,62.669
bhs,1991,63.099
bhs,1992,63.546
bhs,1993,64.01
bhs,1994,64.49
bhs,1995,62.337
bhs,1996,63.093
bhs,1997,63.164
bhs,1998,64.481
bhs,1999,65.334
bhs,2000,64.646
bhs,2001,64.114
bhs,2002,63.938
bhs,2003,64.261
bhs,2004,64.233
bhs,2005,63.737
bhs,2006,63.419
bhs,2007,63.239
bhs,2008,63.638
bhs,2009,64.308
bhs,2010,63.254
bhs,2011,62.227
bhs,2012,65.722
bhs,2013,63.448
bhs,2014,63.587
bhs,2015,63.805
bhs,2016,64.133
bhs,2017,64.577
bhs,2018,64.811
bhs,2019,65.045
bhs,2020,57.456
bih,1990,44.54
bih,1991,44.825
bih,1992,44.928
bih,1993,44.906
bih,1994,44.649
bih,1995,44.313
bih,1996,44.024
bih,1997,43.803
bih,1998,43.498
bih,1999,42.847
bih,2000,42.457
bih,2001,42.131
bih,2002,41.739
bih,2003,41.434
bih,2004,40.961
bih,2005,40.263
bih,2006,39.796
bih,2007,40.31
bih,2008,39.837
bih,2009,39.974
bih,2010,39.354
bih,2011,38.702
bih,2012,37.278
bih,2013,36.189
bih,2014,34.304
bih,2015,39.068
bih,2016,38.404
bih,2017,40.323
bih,2018,40.504
bih,2019,39.62
bih,2020,37.16
blr,1990,47.428
blr,1991,47.502
blr,1992,48.228
blr,1993,48.788
blr,1994,49.592
blr,1995,50.252
blr,1996,50.083
blr,1997,49.408
blr,1998,48.867
blr,1999,48.628
blr,2000,48.799
blr,2001,48.973
blr,2002,49.148
blr,2003,49.316
blr,2004,49.468
blr,2005,49.598
blr,2006,49.721
blr,2007,49.826
blr,2008,49.912
blr,2009,49.982
blr,2010,50.035
blr,2011,50.058
blr,2012,50.062
blr,2013,50.057
blr,2014,50.057
blr,2015,50.073
blr,2016,50.101
blr,2017,48.602
blr,2018,48.057
blr,2019,47.471
blr,2020,46.822
blz,1990,63.163
blz,1991,61.911
blz,1992,60.512
blz,1993,59.946
blz,1994,60.362
blz,1995,60.68
blz,1996,61.129
blz,1997,61.513
blz,1998,60.447
blz,1999,61.237
blz,2000,61.083
blz,2001,60.95
blz,2002,60.823
blz,2003,60.707
blz,2004,60.597
blz,2005,60.49
blz,2006,60.403
blz,2007,60.315
blz,2008,60.223
blz,2009,60.13
blz,2010,60.032
blz,2011,59.946
blz,2012,59.852
blz,2013,59.749
blz,2014,61.597
blz,2015,60.756
blz,2016,59.912
blz,2017,58.694
blz,2018,58.84
blz,2019,59.33
blz,2020,54.557
bol,1990,60.399
bol,1991,60.303
bol,1992,60.373
bol,1993,60.29
bol,1994,60.164
bol,1995,60.014
bol,1996,59.915
bol,1997,59.766
bol,1998,59.65
bol,1999,59.533
bol,2000,59.414
bol,2001,59.787
bol,2002,60.158
bol,2003,60.527
bol,2004,60.897
bol,2005,61.267
bol,2006,61.636
bol,2007,61.033
bol,2008,57.414
bol,2009,56.372
bol,2010,58.308
bol,2011,60.244
bol,2012,53.618
bol,2013,53.308
bol,2014,60.057
bol,2015,53.69
bol,2016,50.071
bol,2017,50.912
bol,2018,55.334
bol,2019,56.782
bol,2020,49.983
bra,1990,78.407
bra,1991,78.327
bra,1992,77.531
bra,1993,76.726
bra,1994,75.915
bra,1995,75.097
bra,1996,71.478
bra,1997,72.32
bra,1998,71.654
bra,1999,71.295
bra,2000,70.315
bra,2001,69.329
bra,2002,69.847
bra,2003,69.366
bra,2004,70.282
bra,2005,71.531
bra,2006,69.814
bra,2007,69.19
bra,2008,68.771
bra,2009,68.266
bra,2010,66.316
bra,2011,64.315
bra,2012,64.133
bra,2013,62.77
bra,2014,61.387
bra,2015,61.112
bra,2016,60.571
bra,2017,61.052
bra,2018,61.394
bra,2019,61.655
bra,2020,56.293
brb,1990,67.809
brb,1991,60.927
brb,1992,65.647
brb,1993,67.349
brb,1994,69.07
brb,1995,67.917
brb,1996,68.156
brb,1997,65.675
brb,1998,64.791
brb,1999,64.238
brb,2000,63.61
brb,2001,62.968
brb,2002,60.907
brb,2003,60.066
brb,2004,63.367
brb,2005,62.535
brb,2006,60.55
brb,2007,60.55
brb,2008,59.094
brb,2009,57.666
brb,2010,56.615
brb,2011,56.646
brb,2012,52.244
brb,2013,53.145
brb,2014,47.017
brb,2015,46.479
brb,2016,44.733
brb,2017,43.281
brb,2018,48.126
brb,2019,46.972
brb,2020,43.536
brn,1990,56.107
brn,1991,56.113
brn,1992,55.962
brn,1993,55.743
brn,1994,55.482
brn,1995,55.203
brn,1996,55.083
brn,1997,54.941
brn,1998,54.737
brn,1999,54.46
brn,2000,54.13
brn,2001,53.918
brn,2002,53.448
brn,2003,52.957
brn,2004,52.434
brn,2005,51.877
brn,2006,51.415
brn,2007,50.961
brn,2008,50.502
brn,2009,50.03
brn,2010,49.539
brn,2011,48.903
brn,2012,47.775
brn,2013,46.668
brn,2014,45.583
brn,2015,44.521
brn,2016,43.488
brn,2017,42.477
brn,2018,44.623
brn,2019,46.545
brn,2020,45.668
btn,1990,62.64
btn,1991,61.924
btn,1992,61.146
btn,1993,60.316
btn,1994,59.452
btn,1995,58.597
btn,1996,57.881
btn,1997,57.125
btn,1998,56.335
btn,1999,55.514
btn,2000,54.664
btn,2001,53.677
btn,2002,52.692
btn,2003,51.713
btn,2004,50.7
btn,2005,49.665
btn,2006,48.491
btn,2007,47.323
btn,2008,46.17
btn,2009,45.055
btn,2010,41.706
btn,2011,36.731
btn,2012,29.356
btn,2013,29.221
btn,2014,26.148
btn,2015,28.904
btn,2016,28.401
btn,2017,27.995
btn,2018,27.619
btn,2019,27.197
btn,2020,25.27
bwa,1990,54.362
bwa,1991,53.48
bwa,1992,52.548
bwa,1993,51.556
bwa,1994,50.452
bwa,1995,49.221
bwa,1996,48.124
bwa,1997,46.851
bwa,1998,45.307
bwa,1999,43.655
bwa,2000,42.018
bwa,2001,42.832
bwa,2002,43.64
bwa,2003,44.446
bwa,2004,45.254
bwa,2005,46.067
bwa,2006,46.873
bwa,2007,45.896
bwa,2008,44.905
bwa,2009,43.91
bwa,2010,42.834
bwa,2011,42.217
bwa,2012,41.616
bwa,2013,41.032
bwa,2014,40.46
bwa,2015,39.902
bwa,2016,39.324
bwa,2017,38.748
bwa,2018,38.177
bwa,2019,37.617
bwa,2020,40.089
caf,1990,56.428
caf,1991,56.504
caf,1992,56.404
caf,1993,56.279
caf,1994,56.11
caf,1995,55.883
caf,1996,55.932
caf,1997,56.013
caf,1998,56.019
caf,1999,55.932
caf,2000,55.705
caf,2001,56.049
caf,2002,56.258
caf,2003,56.287
caf,2004,56.368
caf,2005,56.366
caf,2006,56.78
caf,2007,57.142
caf,2008,57.41
caf,2009,57.626
caf,2010,57.663
caf,2011,58.393
caf,2012,59.041
caf,2013,59.115
caf,2014,59.54
caf,2015,59.95
caf,2016,59.588
caf,2017,59.125
caf,2018,58.578
caf,2019,57.976
caf,2020,57.165
can,1990,72.395
can,1991,70.07
can,1992,67.784
can,1993,66.526
can,1994,65.887
can,1995,64.884
can,1996,64.028
can,1997,63.623
can,1998,63.432
can,1999,65.273
can,2000,65.824
can,2001,66.021
can,2002,67.734
can,2003,68.139
can,2004,67.575
can,2005,66.016
can,2006,66.251
can,2007,67.455
can,2008,67.867
can,2009,65.426
can,2010,64.176
can,2011,64.591
can,2012,63.334
can,2013,63.833
can,2014,63.788
can,2015,64.079
can,2016,63.475
can,2017,63.862
can,2018,63.348
can,2019,64.071
can,2020,61.867
chanisl,1990,56.667
chanisl,1991,57.011
chanisl,1992,56.159
chanisl,1993,56.498
chanisl,1994,56.929
chanisl,1995,57.151
chanisl,1996,56.264
chanisl,1997,55.809
chanisl,1998,55.965
chanisl,1999,55.489
chanisl,2000,55.205
chanisl,2001,55.621
chanisl,2002,52.212
chanisl,2003,51.788
chanisl,2004,50.948
chanisl,2005,52.143
chanisl,2006,52.47
chanisl,2007,53.811
chanisl,2008,54.257
chanisl,2009,52.124
chanisl,2010,50.368
chanisl,2011,52.945
chanisl,2012,52.657
chanisl,2013,52.449
chanisl,2014,52.499
chanisl,2015,52.489
chanisl,2016,52.221
chanisl,2017,51.876
chanisl,2018,51.753
chanisl,2019,51.395
chanisl,2020,50.465
che,1990,71.854
che,1991,72.907
che,1992,71.849
che,1993,72.789
che,1994,68.181
che,1995,67.967
che,1996,69.859
che,1997,69.44
che,1998,70.8
che,1999,68.542
che,2000,70.647
che,2001,68.597
che,2002,70.399
che,2003,70.425
che,2004,68.138
che,2005,66.597
che,2006,70.157
che,2007,70.253
che,2008,68.113
che,2009,66.143
che,2010,68.842
che,2011,69.161
che,2012,68.892
che,2013,68.935
che,2014,68.348
che,2015,66.77
che,2016,67.778
che,2017,69.546
che,2018,68.355
che,2019,66.657
che,2020,65.466
chl,1990,57.678
chl,1991,57.324
chl,1992,56.8
chl,1993,56.558
chl,1994,56.399
chl,1995,55.966
chl,1996,55.666
chl,1997,53.401
chl,1998,51.786
chl,1999,50.867
chl,2000,48.012
chl,2001,46.708
chl,2002,46.063
chl,2003,44.516
chl,2004,43.816
chl,2005,42.82
chl,2006,43.966
chl,2007,44.188
chl,2008,46.957
chl,2009,44.762
chl,2010,44.252
chl,2011,44.619
chl,2012,42.421
chl,2013,41.447
chl,2014,41.211
chl,2015,41.225
chl,2016,39.576
chl,2017,38.157
chl,2018,36.609
chl,2019,33.819
chl,2020,30.173
chn,1990,77.433
chn,1991,76.652
chn,1992,75.82
chn,1993,74.943
chn,1994,74.032
chn,1995,73.098
chn,1996,72.143
chn,1997,71.164
chn,1998,70.173
chn,1999,69.193
chn,2000,68.234
chn,2001,67.45
chn,2002,66.701
chn,2003,65.968
chn,2004,65.218
chn,2005,64.431
chn,2006,63.61
chn,2007,62.756
chn,2008,61.864
chn,2009,60.933
chn,2010,59.961
chn,2011,59.312
chn,2012,58.432
chn,2013,57.549
chn,2014,56.799
chn,2015,56.095
chn,2016,55.349
chn,2017,54.553
chn,2018,53.785
chn,2019,53.138
chn,2020,51.295
civ,1990,64.401
civ,1991,64.167
civ,1992,63.702
civ,1993,63.074
civ,1994,62.375
civ,1995,61.74
civ,1996,61.845
civ,1997,61.796
civ,1998,61.681
civ,1999,60.192
civ,2000,58.673
civ,2001,57.126
civ,2002,55.565
civ,2003,53.997
civ,2004,52.43
civ,2005,50.869
civ,2006,49.288
civ,2007,47.714
civ,2008,46.149
civ,2009,44.594
civ,2010,43.052
civ,2011,41.508
civ,2012,39.976
civ,2013,38.458
civ,2014,36.954
civ,2015,35.463
civ,2016,33.981
civ,2017,32.518
civ,2018,32.181
civ,2019,31.848
civ,2020,31.338
cmr,1990,74.096
cmr,1991,74.224
cmr,1992,74.248
cmr,1993,74.119
cmr,1994,73.959
cmr,1995,73.69
cmr,1996,73.535
cmr,1997,73.262
cmr,1998,72.88
cmr,1999,72.433
cmr,2000,71.954
cmr,2001,71.688
cmr,2002,71.407
cmr,2003,71.114
cmr,2004,70.816
cmr,2005,70.458
cmr,2006,70.322
cmr,2007,70.124
cmr,2008,67.454
cmr,2009,64.633
cmr,2010,61.669
cmr,2011,61.519
cmr,2012,61.341
cmr,2013,61.135
cmr,2014,60.882
cmr,2015,60.569
cmr,2016,60.258
cmr,2017,59.871
cmr,2018,59.427
cmr,2019,58.931
cmr,2020,57.927
cod,1990,39.587
cod,1991,39.765
cod,1992,39.853
cod,1993,39.85
cod,1994,39.848
cod,1995,39.715
cod,1996,39.969
cod,1997,40.02
cod,1998,39.976
cod,1999,39.842
cod,2000,39.689
cod,2001,39.852
cod,2002,40.001
cod,2003,40.134
cod,2004,40.241
cod,2005,40.308
cod,2006,39.313
cod,2007,38.335
cod,2008,37.373
cod,2009,36.427
cod,2010,35.499
cod,2011,34.584
cod,2012,33.689
cod,2013,33.803
cod,2014,33.851
cod,2015,33.799
cod,2016,33.799
cod,2017,33.692
cod,2018,33.506
cod,2019,33.228
cod,2020,31.857
cog,1990,48.116
cog,1991,47.587
cog,1992,46.978
cog,1993,46.273
cog,1994,45.512
cog,1995,44.923
cog,1996,44.411
cog,1997,43.859
cog,1998,43.39
cog,1999,42.849
cog,2000,42.451
cog,2001,42.232
cog,2002,41.984
cog,2003,41.684
cog,2004,41.462
cog,2005,41.362
cog,2006,41.178
cog,2007,40.937
cog,2008,40.817
cog,2009,40.7
cog,2010,40.543
cog,2011,40.925
cog,2012,41.208
cog,2013,41.394
cog,2014,41.551
cog,2015,41.58
cog,2016,41.352
cog,2017,41.04
cog,2018,40.682
cog,2019,40.202
cog,2020,37.927
col,1990,68.694
col,1991,68.517
col,1992,68.252
col,1993,67.934
col,1994,67.609
col,1995,67.334
col,1996,67.271
col,1997,67.13
col,1998,67.158
col,1999,67.474
col,2000,67.349
col,2001,67.253
col,2002,65.91
col,2003,65.911
col,2004,63.16
col,2005,62.183
col,2006,59.152
col,2007,57.572
col,2008,57.283
col,2009,61.275
col,2010,61.789
col,2011,63.554
col,2012,64.733
col,2013,62.903
col,2014,62.949
col,2015,63.31
col,2016,61.359
col,2017,60.504
col,2018,60.32
col,2019,58.061
col,2020,53.805
com,1990,20.56
com,1991,20.472
com,1992,20.484
com,1993,20.357
com,1994,20.051
com,1995,19.784
com,1996,19.45
com,1997,19.135
com,1998,18.742
com,1999,18.31
com,2000,17.934
com,2001,17.547
com,2002,17.122
com,2003,16.675
com,2004,16.23
com,2005,16.437
com,2006,16.629
com,2007,16.807
com,2008,16.973
com,2009,17.131
com,2010,17.282
com,2011,17.425
com,2012,17.562
com,2013,17.695
com,2014,17.826
com,2015,17.476
com,2016,17.212
com,2017,16.91
com,2018,16.573
com,2019,16.214
com,2020,15.32
cpv,1990,79.49
cpv,1991,78.397
cpv,1992,77.263
cpv,1993,76.087
cpv,1994,74.871
cpv,1995,73.614
cpv,1996,72.317
cpv,1997,70.981
cpv,1998,69.609
cpv,1999,68.2
cpv,2000,66.757
cpv,2001,65.283
cpv,2002,63.778
cpv,2003,62.246
cpv,2004,60.689
cpv,2005,59.109
cpv,2006,57.511
cpv,2007,55.897
cpv,2008,54.271
cpv,2009,52.635
cpv,2010,50.994
cpv,2011,49.35
cpv,2012,47.708
cpv,2013,46.071
cpv,2014,44.442
cpv,2015,42.825
cpv,2016,41.223
cpv,2017,39.64
cpv,2018,36.78
cpv,2019,37.29
cpv,2020,33.679
cri,1990,74.05
cri,1991,70.664
cri,1992,69.233
cri,1993,71.006
cri,1994,69.18
cri,1995,70.349
cri,1996,66.567
cri,1997,67.208
cri,1998,68.435
cri,1999,65.001
cri,2000,64.577
cri,2001,65.12
cri,2002,63.226
cri,2003,65.013
cri,2004,62.19
cri,2005,60.523
cri,2006,61.375
cri,2007,63.588
cri,2008,59.653
cri,2009,57.34
cri,2010,54.535
cri,2011,52.447
cri,2012,56.894
cri,2013,54.617
cri,2014,56.855
cri,2015,53.081
cri,2016,51.238
cri,2017,51.456
cri,2018,54.566
cri,2019,51.387
cri,2020,49.543
cub,1990,44.536
cub,1991,46.753
cub,1992,49.203
cub,1993,52.355
cub,1994,52.664
cub,1995,52.683
cub,1996,51.873
cub,1997,51.879
cub,1998,52.316
cub,1999,51.667
cub,2000,51.002
cub,2001,50.733
cub,2002,50.722
cub,2003,50.266
cub,2004,49.474
cub,2005,47.814
cub,2006,46.077
cub,2007,45.135
cub,2008,44.744
cub,2009,45.692
cub,2010,45.172
cub,2011,45.989
cub,2012,45.873
cub,2013,45.825
cub,2014,46.102
cub,2015,45.791
cub,2016,46.164
cub,2017,46.331
cub,2018,46.422
cub,2019,46.798
cub,2020,42.938
cyp,1990,61.562
cyp,1991,62.403
cyp,1992,58.299
cyp,1993,56.427
cyp,1994,54.541
cyp,1995,52.64
cyp,1996,50.766
cyp,1997,48.904
cyp,1998,47.057
cyp,1999,45.22
cyp,2000,43.374
cyp,2001,44.206
cyp,2002,42.165
cyp,2003,43.734
cyp,2004,44.851
cyp,2005,47.486
cyp,2006,45.9
cyp,2007,45.102
cyp,2008,44.457
cyp,2009,43.173
cyp,2010,42.131
cyp,2011,42.42
cyp,2012,43.587
cyp,2013,41.677
cyp,2014,42.174
cyp,2015,38.05
cyp,2016,36.961
cyp,2017,34.355
cyp,2018,37.474
cyp,2019,38.725
cyp,2020,40.984
cze,1990,57.68
cze,1991,59.513
cze,1992,59.663
cze,1993,59.725
cze,1994,59.964
cze,1995,58.78
cze,1996,57.608
cze,1997,53.025
cze,1998,52.408
cze,1999,50.977
cze,2000,47.706
cze,2001,44.66
cze,2002,42.38
cze,2003,38.854
cze,2004,37.749
cze,2005,38.824
cze,2006,37.681
cze,2007,36.687
cze,2008,35.857
cze,2009,37.243
cze,2010,36.187
cze,2011,35.482
cze,2012,36.44
cze,2013,36.798
cze,2014,38.052
cze,2015,37.347
cze,2016,37.473
cze,2017,36.468
cze,2018,34.369
cze,2019,33.364
cze,2020,32.868
deu,1990,62.506
deu,1991,62.345
deu,1992,60.184
deu,1993,58.411
deu,1994,56.934
deu,1995,54.608
deu,1996,53.613
deu,1997,53.168
deu,1998,53.517
deu,1999,53.931
deu,2000,53.661
deu,2001,53.456
deu,2002,52.778
deu,2003,52.207
deu,2004,50.515
deu,2005,52.421
deu,2006,53.147
deu,2007,53.991
deu,2008,54.717
deu,2009,54.241
deu,2010,53.713
deu,2011,54.766
deu,2012,53.25
deu,2013,52.91
deu,2014,52.047
deu,2015,50.495
deu,2016,50.945
deu,2017,51.3
deu,2018,52.552
deu,2019,54.241
deu,2020,53.563
dji,1990,46.852
dji,1991,46.8
dji,1992,46.026
dji,1993,44.444
dji,1994,43.076
dji,1995,42.063
dji,1996,40.646
dji,1997,39.727
dji,1998,39.028
