geo,time,sl_gdp_pcap_em_kd
arm,2006,22298.79308
arm,2007,25355.98571
arm,2008,28804.51958
arm,2009,25712.90351
arm,2010,25295.66552
arm,2011,25674.85163
arm,2012,26963.77033
arm,2013,27275.74127
arm,2014,28974.8907
arm,2015,30479.22603
arm,2016,30875.51053
arm,2017,33386.13958
arm,2018,37184.885
arm,2019,38991.27204
arm,2020,39465.04304
aus,1991,68395.09521
aus,1992,68942.07166
aus,1993,71565.96609
aus,1994,72084.69588
aus,1995,72134.45147
aus,1996,73906.41241
aus,1997,76164.42167
aus,1998,78258.5509
aus,1999,80631.81038
aus,2000,81630.126
aus,2001,82140.45686
aus,2002,83755.8704
aus,2003,84366.79576
aus,2004,86353.25845
aus,2005,86093.93483
aus,2006,86194.34954
aus,2007,87735.91869
aus,2008,88367.5095
aus,2009,89363.97358
aus,2010,89496.70204
aus,2011,90279.45194
aus,2012,92654.74521
aus,2013,94105.63156
aus,2014,95823.74272
aus,2015,96035.42949
aus,2016,97059.72711
aus,2017,97191.97714
aus,2018,97619.61126
aus,2019,97659.62545
aus,2020,99154.82602
aut,1991,85737.40154
aut,1992,85770.17233
aut,1993,86205.52829
aut,1994,84015.44247
aut,1995,86427.88793
aut,1996,90091.14761
aut,1997,92180.83291
aut,1998,94790.70449
aut,1999,96600.17277
aut,2000,99847.09243
aut,2001,100548.7786
aut,2002,101167.59893
aut,2003,101079.8526
aut,2004,107606.76452
aut,2005,106353.83718
aut,2006,107804.80886
aut,2007,109078.942
aut,2008,108691.01076
aut,2009,104793.13727
aut,2010,105741.32282
aut,2011,107763.21878
aut,2012,107678.19984
aut,2013,107169.71028
aut,2014,107674.31573
aut,2015,107546.4549
aut,2016,108034.41534
aut,2017,109175.74021
aut,2018,110417.68426
aut,2019,111248.30625
aut,2020,105350.16244
aze,1991,15548.47837
aze,1992,11717.05264
aze,1993,8893.639
aze,1994,7007.43148
aze,1995,6068.23014
aze,1996,6121.71177
aze,1997,6482.05158
aze,1998,7147.96492
aze,1999,7669.15831
aze,2000,8533.62921
aze,2001,9327.67546
aze,2002,10154.86323
aze,2003,11125.37743
aze,2004,12041.43391
aze,2005,15186.47208
aze,2006,20269.19543
aze,2007,24691.01689
aze,2008,26665.06159
aze,2009,28829.88167
aze,2010,29838.61358
aze,2011,29510.82748
aze,2012,29722.41122
aze,2013,30875.45284
aze,2014,31117.74887
aze,2015,30925.9125
aze,2016,29415.84548
aze,2017,29098.90772
aze,2018,29171.74368
aze,2019,29812.98393
aze,2020,30559.66006
bdi,1991,2678.63746
bdi,1992,2697.1561
bdi,1993,2520.18813
bdi,1994,2414.9936
bdi,1995,2216.3688
bdi,1996,2034.85819
bdi,1997,1998.62452
bdi,1998,2086.12556
bdi,1999,2041.37359
bdi,2000,1989.97727
bdi,2001,1968.60548
bdi,2002,1984.96291
bdi,2003,1888.28171
bdi,2004,1903.98115
bdi,2005,1849.34273
bdi,2006,1879.94752
bdi,2007,1875.93806
bdi,2008,1898.95962
bdi,2009,1906.27746
bdi,2010,1941.89061
bdi,2011,1968.08229
bdi,2012,2005.08786
bdi,2013,2053.9871
bdi,2014,2090.63147
bdi,2015,1949.73947
bdi,2016,1878.5381
bdi,2017,1828.58429
bdi,2018,1798.46473
bdi,2019,1772.25872
bdi,2020,1737.59212
bel,1991,95686.71045
bel,1992,95737.18732
bel,1993,95703.26949
bel,1994,99041.23944
bel,1995,100427.89106
bel,1996,101958.06829
bel,1997,104661.80787
bel,1998,106097.10292
bel,1999,106463.94745
bel,2000,106854.69963
bel,2001,109967.91645
bel,2002,111438.63404
bel,2003,112621.527
bel,2004,114137.13065
bel,2005,114618.74425
bel,2006,116872.71795
bel,2007,118098.76586
bel,2008,116800.68416
bel,2009,115047.03361
bel,2010,116392.52295
bel,2011,117325.54128
bel,2012,117887.97198
bel,2013,118352.394
bel,2014,119950.35971
bel,2015,122136.13406
bel,2016,122669.87956
bel,2017,121545.18279
bel,2018,120942.48443
bel,2019,121665.35874
bel,2020,115618.51929
ben,1991,5687.14864
ben,1992,5652.35078
ben,1993,5764.46471
ben,1994,5669.94416
ben,1995,5798.40311
ben,1996,5866.17254
ben,1997,6014.5134
ben,1998,6062.9298
ben,1999,6188.48157
ben,2000,6342.57893
ben,2001,6472.01225
ben,2002,6554.45645
ben,2003,6561.26948
ben,2004,6629.33231
ben,2005,6525.83756
ben,2006,6582.45082
ben,2007,6769.84227
ben,2008,6890.8091
ben,2009,6839.90317
ben,2010,6772.67007
ben,2011,6878.94907
ben,2012,6983.84524
ben,2013,7248.50334
ben,2014,7465.52503
ben,2015,7359.49046
ben,2016,7366.77891
ben,2017,7538.22864
ben,2018,7787.99036
ben,2019,8072.33681
ben,2020,8211.05315
bfa,1991,2509.31119
bfa,1992,2468.33757
bfa,1993,2502.08487
bfa,1994,2482.33212
bfa,1995,2566.67378
bfa,1996,2794.88183
bfa,1997,2913.03541
bfa,1998,3061.42864
bfa,1999,3222.28173
bfa,2000,3218.50074
bfa,2001,3371.07402
bfa,2002,3455.1864
bfa,2003,3655.47131
bfa,2004,3769.50776
bfa,2005,4039.78848
bfa,2006,4202.72689
bfa,2007,4277.36115
bfa,2008,4443.70697
bfa,2009,4493.02855
bfa,2010,4781.20078
bfa,2011,5014.90441
bfa,2012,5247.869
bfa,2013,5456.43806
bfa,2014,5595.61516
bfa,2015,5637.47957
bfa,2016,5791.82226
bfa,2017,5964.99813
bfa,2018,6165.26312
bfa,2019,6307.42568
bfa,2020,6288.58211
bgd,1991,4563.27016
bgd,1992,4679.23356
bgd,1993,4758.00383
bgd,1994,4798.53132
bgd,1995,4899.39237
bgd,1996,4977.02588
bgd,1997,5060.93847
bgd,1998,5182.34928
bgd,1999,5280.33694
bgd,2000,5419.39428
bgd,2001,5573.40295
bgd,2002,5661.91374
bgd,2003,5814.72726
bgd,2004,5977.08839
bgd,2005,6230.86081
bgd,2006,6483.88913
bgd,2007,6869.76244
bgd,2008,7205.69987
bgd,2009,7490.8949
bgd,2010,7660.27283
bgd,2011,8056.43106
bgd,2012,8476.40591
bgd,2013,8874.81577
bgd,2014,9263.19841
bgd,2015,9718.9666
bgd,2016,10255.71963
bgd,2017,10392.13485
bgd,2018,11013.68845
bgd,2019,11715.66785
bgd,2020,12398.12656
bgr,1991,28604.92904
bgr,1992,27829.83278
bgr,1993,28233.71895
bgr,1994,27891.49141
bgr,1995,28533.77789
bgr,1996,30956.9148
bgr,1997,27417.60382
bgr,1998,28490.69483
bgr,1999,27153.35865
bgr,2000,29623.22673
bgr,2001,31880.14937
bgr,2002,33915.64173
bgr,2003,34594.22601
bgr,2004,35801.54792
bgr,2005,38290.95568
bgr,2006,39378.49314
bgr,2007,40279.33812
bgr,2008,41495.60478
bgr,2009,41542.48825
bgr,2010,43827.03951
bgr,2011,46386.43116
bgr,2012,47114.0526
bgr,2013,46827.14711
bgr,2014,46610.99053
bgr,2015,47460.38129
bgr,2016,49106.89286
bgr,2017,48315.01785
bgr,2018,49584.39621
bgr,2019,50326.97497
bgr,2020,49765.55906
bhr,1991,95764.68456
bhr,1992,98214.03241
bhr,1993,107185.07243
bhr,1994,103496.70903
bhr,1995,104020.86791
bhr,1996,105111.31452
bhr,1997,105116.20213
bhr,1998,106675.37907
bhr,1999,107439.30699
bhr,2000,108493.60516
bhr,2001,104667.80919
bhr,2002,100062.01695
bhr,2003,98077.50217
bhr,2004,96378.5028
bhr,2005,94159.97447
bhr,2006,90247.20962
bhr,2007,88054.15887
bhr,2008,84986.85281
bhr,2009,80333.85538
bhr,2010,78555.6416
bhr,2011,78977.84321
bhr,2012,80464.00273
bhr,2013,83791.88331
bhr,2014,86082.80044
bhr,2015,85962.34252
bhr,2016,85050.32772
bhr,2017,83909.15053
bhr,2018,80713.56281
bhr,2019,78064.94704
bhr,2020,73904.97062
bhs,1991,83216.50759
bhs,1992,80174.05308
bhs,1993,76481.62637
bhs,1994,77838.27773
bhs,1995,76776.138
bhs,1996,79537.27492
bhs,1997,80600.34374
bhs,1998,72813.67195
bhs,1999,78970.86884
bhs,2000,80829.47476
bhs,2001,81277.25511
bhs,2002,83536.27676
bhs,2003,82833.42635
bhs,2004,81659.93603
bhs,2005,83181.90107
bhs,2006,81457.6027
bhs,2007,81679.70089
bhs,2008,78873.75321
bhs,2009,79786.29908
bhs,2010,79995.54702
bhs,2011,79660.92377
bhs,2012,77902.88907
bhs,2013,77507.41757
bhs,2014,75735.06265
bhs,2015,74097.03747
bhs,2016,73423.97421
bhs,2017,71077.90632
bhs,2018,72088.38535
bhs,2019,71526.28095
bhs,2020,68360.83837
bih,1994,5768.67208
bih,1995,7285.57037
bih,1996,14219.44853
bih,1997,19496.12038
bih,1998,22897.16747
bih,1999,25507.94284
bih,2000,29063.60406
bih,2001,30081.96687
bih,2002,31943.10479
bih,2003,33405.63799
bih,2004,35971.61959
bih,2005,38039.1143
bih,2006,40446.8659
bih,2007,40647.06321
bih,2008,39755.63344
bih,2009,39107.60821
bih,2010,40439.67111
bih,2011,41947.4532
bih,2012,42303.8034
bih,2013,44094.51033
bih,2014,45220.72336
bih,2015,46954.52903
bih,2016,48296.07684
bih,2017,48030.79815
bih,2018,49355.65217
bih,2019,49550.88008
bih,2020,47051.66423
blr,1991,19735.22412
blr,1992,18059.34093
blr,1993,17443.78072
blr,1994,15923.52164
blr,1995,14928.31623
blr,1996,16684.44356
blr,1997,17087.20366
blr,1998,17948.96712
blr,1999,18302.82286
blr,2000,19059.60077
blr,2001,19639.60265
blr,2002,20334.27608
blr,2003,21488.35398
blr,2004,23685.24097
blr,2005,25594.44542
blr,2006,27868.50645
blr,2007,29920.89958
blr,2008,32629.17531
blr,2009,32256.85582
blr,2010,34734.69362
blr,2011,36537.91223
blr,2012,37082.20009
blr,2013,37392.8886
blr,2014,37966.15693
blr,2015,36361.43394
blr,2016,35341.02445
blr,2017,36253.03803
blr,2018,37137.91437
blr,2019,37680.80911
blr,2020,38009.86265
blz,1991,18632.31629
blz,1992,20366.83406
blz,1993,21200.82083
blz,1994,21078.38904
blz,1995,20573.06329
blz,1996,20036.51989
blz,1997,19269.36463
blz,1998,19528.17109
blz,1999,19810.49977
blz,2000,20980.29251
blz,2001,20679.8426
blz,2002,21081.54614
blz,2003,22277.3041
blz,2004,22594.38378
blz,2005,22272.92031
blz,2006,22042.9142
blz,2007,21071.68465
blz,2008,20873.96452
blz,2009,20123.38786
blz,2010,19938.57714
blz,2011,19553.82008
blz,2012,19293.58021
blz,2013,18851.37101
blz,2014,18709.52201
blz,2015,18360.22505
blz,2016,17613.80199
blz,2017,17408.58669
blz,2018,17422.70834
blz,2019,17286.26208
blz,2020,15566.55611
bol,1991,11615.44689
bol,1992,11571.75269
bol,1993,11716.05097
bol,1994,11921.20355
bol,1995,12093.36193
bol,1996,12254.77247
bol,1997,12472.51389
bol,1998,12824.90197
bol,1999,12641.04407
bol,2000,12665.36831
bol,2001,12530.79708
bol,2002,12481.97763
bol,2003,12465.27539
bol,2004,12616.05562
bol,2005,12809.38669
bol,2006,13061.02462
bol,2007,13516.53562
bol,2008,14030.8268
bol,2009,14168.78403
bol,2010,14386.2682
bol,2011,14756.83256
bol,2012,15887.13071
bol,2013,16500.39214
bol,2014,16462.79074
bol,2015,18174.18056
bol,2016,18552.70272
bol,2017,18606.55651
bol,2018,18127.7451
bol,2019,18499.36151
bol,2020,18933.35518
bra,1991,27882.13952
bra,1992,26930.55409
bra,1993,27308.18769
bra,1994,28087.85234
bra,1995,28470.66636
bra,1996,29451.12544
bra,1997,29639.91143
bra,1998,29365.80012
bra,1999,28839.39126
bra,2000,28976.19421
bra,2001,28548.88192
bra,2002,28430.40046
bra,2003,28402.04674
bra,2004,28861.48182
bra,2005,29102.88663
bra,2006,29578.24619
bra,2007,30874.62399
bra,2008,31654.59029
bra,2009,31412.21363
bra,2010,33381.72847
bra,2011,34667.46853
bra,2012,35033.82612
bra,2013,35546.25734
bra,2014,35204.17521
bra,2015,34070.51472
bra,2016,33786.93288
bra,2017,34114.0889
bra,2018,34166.30888
bra,2019,33896.04961
bra,2020,35877.70245
brb,1991,34754.91745
brb,1992,32191.65364
brb,1993,32601.50697
brb,1994,32065.59299
brb,1995,30840.17663
brb,1996,30529.66365
brb,1997,31378.38137
brb,1998,31477.36644
brb,1999,30719.98315
brb,2000,31060.76689
brb,2001,29874.7741
brb,2002,30527.64706
brb,2003,30899.0453
brb,2004,30465.85081
brb,2005,31354.70967
brb,2006,33686.68443
brb,2007,33744.42237
brb,2008,34106.54897
brb,2009,33184.38601
brb,2010,32671.93663
brb,2011,31948.81966
brb,2012,32431.49129
brb,2013,31534.80471
brb,2014,32936.97255
brb,2015,32628.96894
brb,2016,31947.4356
brb,2017,32591.83389
brb,2018,32538.5604
brb,2019,33041.3623
brb,2020,28588.90989
brn,1991,174230.14361
brn,1992,176369.95767
brn,1993,170616.27525
brn,1994,170182.593
brn,1995,171842.69263
brn,1996,171062.61191
brn,1997,162833.99252
brn,1998,156729.96708
brn,1999,156523.94071
brn,2000,155842.21259
brn,2001,155309.62905
brn,2002,157447.44296
brn,2003,158207.41962
brn,2004,155465.12851
brn,2005,152982.89079
brn,2006,157611.77097
brn,2007,155220.50128
brn,2008,149926.35553
brn,2009,145331.74133
brn,2010,147478.66517
brn,2011,150668.88224
brn,2012,150606.36796
brn,2013,146135.79807
brn,2014,141458.07473
brn,2015,141012.21692
brn,2016,137770.15243
brn,2017,140157.52755
brn,2018,131412.43403
brn,2019,133850.12555
brn,2020,135961.92962
btn,1991,7233.22102
btn,1992,7575.8377
btn,1993,7749.5054
btn,1994,8141.72837
btn,1995,8673.69483
btn,1996,8972.27963
btn,1997,9193.54816
btn,1998,9419.09434
btn,1999,9816.35945
btn,2000,9809.37368
btn,2001,10285.33421
btn,2002,11009.4081
btn,2003,11446.34195
btn,2004,11814.68976
btn,2005,12361.2208
btn,2006,12921.02197
btn,2007,15056.65495
btn,2008,15458.55515
btn,2009,16230.79008
btn,2010,18061.51386
btn,2011,19254.24251
btn,2012,20450.96143
btn,2013,20278.75391
btn,2014,21820.56108
btn,2015,22548.99286
btn,2016,23950.40853
btn,2017,24643.70276
btn,2018,25013.93456
btn,2019,26096.15914
btn,2020,24511.23368
bwa,1991,31117.01691
bwa,1992,31859.50515
bwa,1993,32378.66544
bwa,1994,33490.02404
bwa,1995,34757.58914
bwa,1996,35749.94578
bwa,1997,37302.23338
bwa,1998,36145.2077
bwa,1999,37236.51253
bwa,2000,35862.03884
bwa,2001,35963.93438
bwa,2002,38275.37216
bwa,2003,40324.88995
bwa,2004,39266.31359
bwa,2005,38880.42759
bwa,2006,39909.04181
bwa,2007,40995.93502
bwa,2008,41357.13814
bwa,2009,36410.14442
bwa,2010,41558.1448
bwa,2011,43600.18377
bwa,2012,45199.17141
bwa,2013,49963.55167
bwa,2014,51675.1219
bwa,2015,48222.57812
bwa,2016,50710.10268
bwa,2017,51688.02928
bwa,2018,52547.28327
bwa,2019,52934.2811
bwa,2020,48275.03471
caf,1991,3066.33388
caf,1992,2792.15313
caf,1993,2719.87289
caf,1994,2767.99561
caf,1995,2879.87326
caf,1996,2695.53662
caf,1997,2768.71914
caf,1998,2826.7061
caf,1999,2856.41754
caf,2000,2715.76393
caf,2001,2783.05082
caf,2002,2829.04577
caf,2003,2623.12117
caf,2004,2722.32263
caf,2005,2692.49256
caf,2006,2773.4538
caf,2007,2851.61815
caf,2008,2860.2436
caf,2009,3063.35094
caf,2010,3174.4993
caf,2011,3299.7881
caf,2012,3465.43946
caf,2013,2205.18378
caf,2014,2204.40009
caf,2015,2290.62172
caf,2016,2368.1272
caf,2017,2432.63491
caf,2018,2472.72203
caf,2019,2491.34706
caf,2020,2497.96065
can,1997,72184.55723
can,1998,72384.78753
can,1999,73355.5766
can,2000,75098.30339
can,2001,75172.81422
can,2002,75900.40932
can,2003,76940.58269
can,2004,78688.62648
can,2005,81587.87849
can,2006,83607.87593
can,2007,87392.24304
can,2008,87003.97395
can,2009,85877.74088
can,2010,87323.87411
can,2011,88852.06802
can,2012,89384.24794
can,2013,90205.53327
can,2014,92244.91645
can,2015,92296.03276
can,2016,92339.43165
can,2017,93246.72727
can,2018,94483.12875
can,2019,94256.13466
can,2020,94355.22673
che,1991,98890.73575
che,1992,99153.77593
che,1993,99378.03015
che,1994,101500.17996
che,1995,101307.14504
che,1996,100946.70875
che,1997,103871.83379
che,1998,105104.3883
che,1999,106013.06197
che,2000,109709.97856
che,2001,109566.34668
che,2002,109064.2262
che,2003,109049.11266
che,2004,112215.77163
che,2005,114993.58808
che,2006,117285.99962
che,2007,119564.69508
che,2008,119575.32463
che,2009,116158.28538
che,2010,121485.2827
che,2011,120980.51051
che,2012,121008.23011
che,2013,122026.46847
che,2014,122894.36851
che,2015,123054.26428
che,2016,123660.14865
che,2017,124589.90752
che,2018,127145.383
che,2019,127854.27264
che,2020,125155.81518
chl,1991,29566.54056
chl,1992,31327.09647
chl,1993,32464.66734
chl,1994,33704.80743
chl,1995,35075.67517
chl,1996,37472.13387
chl,1997,39435.52113
chl,1998,40398.13065
chl,1999,41314.86712
chl,2000,43000.61309
chl,2001,44274.88011
chl,2002,45147.64876
chl,2003,45538.68945
chl,2004,47852.25957
chl,2005,48948.44056
chl,2006,49923.71713
chl,2007,50694.32639
chl,2008,50984.29663
chl,2009,50633.30033
chl,2010,50804.61696
chl,2011,51375.29389
chl,2012,53204.26968
chl,2013,54308.495
chl,2014,54539.21799
chl,2015,54989.11278
chl,2016,55356.60494
chl,2017,54911.22916
chl,2018,56184.36651
chl,2019,56146.09771
chl,2020,58800.06593
chn,1991,2787.04558
chn,1992,3138.617
chn,1993,3531.26872
chn,1994,3944.13425
chn,1995,4330.82718
chn,1996,4685.19741
chn,1997,5065.4791
chn,1998,5416.08839
chn,1999,5771.55043
chn,2000,6175.40034
chn,2001,6675.95379
chn,2002,7234.4492
chn,2003,7883.1536
chn,2004,8574.13363
chn,2005,9480.12849
chn,2006,10617.6869
chn,2007,12091.43736
chn,2008,13294.24986
chn,2009,14581.37515
chn,2010,16123.1252
chn,2011,17511.13844
chn,2012,18798.08932
chn,2013,20164.40158
chn,2014,21538.79257
chn,2015,22946.33093
chn,2016,24418.05028
chn,2017,26040.69285
chn,2018,27741.15623
chn,2019,29445.71826
chn,2020,30580.76969
civ,1991,12255.73201
civ,1992,11778.72607
civ,1993,11210.02001
civ,1994,10780.60684
civ,1995,11024.99799
civ,1996,11497.26469
civ,1997,12213.41566
civ,1998,12345.25113
civ,1999,12236.09479
civ,2000,11974.55963
civ,2001,11586.32848
civ,2002,11159.17942
civ,2003,10530.66919
civ,2004,10757.18255
civ,2005,10746.96554
civ,2006,10921.34324
civ,2007,10899.08417
civ,2008,11259.31211
civ,2009,11490.93723
civ,2010,12089.29492
civ,2011,11258.12789
civ,2012,11893.90317
civ,2013,12513.04826
civ,2014,13332.72689
civ,2015,13917.8971
civ,2016,14542.54766
civ,2017,15403.56823
civ,2018,16007.44423
civ,2019,16534.78945
civ,2020,16563.93148
cmr,1991,7660.51552
cmr,1992,7220.23328
cmr,1993,6467.7087
cmr,1994,6395.89126
cmr,1995,6391.83154
cmr,1996,6480.80036
cmr,1997,6567.94419
cmr,1998,6666.07334
cmr,1999,6748.19949
cmr,2000,6785.39709
cmr,2001,6865.7834
cmr,2002,6908.72488
cmr,2003,7015.13423
cmr,2004,7228.25749
cmr,2005,7114.75462
cmr,2006,7130.25368
cmr,2007,7176.69898
cmr,2008,7371.71194
cmr,2009,7574.41992
cmr,2010,7831.58286
cmr,2011,7859.70153
cmr,2012,7981.97187
cmr,2013,8132.93254
cmr,2014,8341.20935
cmr,2015,8561.70723
cmr,2016,8697.07569
cmr,2017,8746.82918
cmr,2018,8828.45425
cmr,2019,8868.2092
cmr,2020,8743.38329
cod,1991,4177.31371
cod,1992,3601.95323
cod,1993,3001.72422
cod,1994,2782.1856
cod,1995,2710.01148
cod,1996,2613.21859
cod,1997,2408.38445
cod,1998,2314.60397
cod,1999,2163.01716
cod,2000,1961.85214
cod,2001,1870.37551
cod,2002,1871.21499
cod,2003,1916.99049
cod,2004,1983.50394
cod,2005,2039.60131
cod,2006,2116.01527
cod,2007,2212.74723
cod,2008,2312.02365
cod,2009,2339.17294
cod,2010,2464.05581
cod,2011,2595.72934
cod,2012,2738.94335
cod,2013,2875.34301
cod,2014,3044.51588
cod,2015,3147.25586
cod,2016,3119.14908
cod,2017,3128.32078
cod,2018,3199.1588
cod,2019,3226.72935
cod,2020,3252.26245
cog,1991,16562.35481
cog,1992,16459.85748
cog,1993,15785.98109
cog,1994,14450.49108
cog,1995,14536.41693
cog,1996,14682.42547
cog,1997,14138.31501
cog,1998,14200.14669
cog,1999,13410.72026
cog,2000,13966.19968
cog,2001,14078.40465
cog,2002,14292.11509
cog,2003,13986.92572
cog,2004,14028.14901
cog,2005,14632.55784
cog,2006,15283.12593
cog,2007,13813.40139
cog,2008,14176.37054
cog,2009,15310.73507
cog,2010,16326.09165
cog,2011,16297.20236
cog,2012,17494.04425
cog,2013,16998.33584
cog,2014,17713.30001
cog,2015,16695.97347
cog,2016,14526.95262
cog,2017,13513.63972
cog,2018,12514.64851
cog,2019,12151.9511
cog,2020,11531.74234
col,1991,21565.6084
col,1992,21673.46798
col,1993,21792.20715
col,1994,22494.72323
col,1995,23111.02182
col,1996,23859.44568
col,1997,24142.08807
col,1998,24561.85224
col,1999,24685.96482
col,2000,24950.1471
col,2001,23200.33254
col,2002,23487.86201
col,2003,23268.68185
col,2004,24418.55245
col,2005,24817.23934
col,2006,26144.1491
col,2007,27782.77904
col,2008,27965.62198
col,2009,26759.66162
col,2010,26858.5886
col,2011,27640.59295
col,2012,27750.51778
col,2013,28647.77905
col,2014,29228.16284
col,2015,29314.58937
col,2016,29631.90185
col,2017,29529.61077
col,2018,29938.14043
col,2019,31022.76529
col,2020,32443.95678
com,1991,12965.66876
com,1992,13643.06156
com,1993,13636.58211
com,1994,12532.78592
com,1995,12583.5793
com,1996,12051.61468
com,1997,12158.6673
com,1998,11949.17726
com,1999,11817.65156
com,2000,12708.13975
com,2001,12644.40658
com,2002,12576.09523
com,2003,12483.80487
com,2004,12371.89699
com,2005,12305.40553
com,2006,12232.72221
com,2007,11944.98445
com,2008,12032.15136
com,2009,12032.58424
com,2010,12103.79373
com,2011,12223.43545
com,2012,12239.10997
com,2013,12407.48117
com,2014,12295.84834
com,2015,12119.32452
com,2016,12211.16207
com,2017,12364.73956
com,2018,12501.5773
com,2019,12413.00143
com,2020,12508.56647
cpv,1991,5963.08885
cpv,1992,6437.35798
cpv,1993,6798.02637
cpv,1994,7856.55918
cpv,1995,8706.57851
cpv,1996,9435.42554
cpv,1997,10194.95089
cpv,1998,11148.89996
cpv,1999,12056.18619
cpv,2000,13398.41477
cpv,2001,13264.73125
cpv,2002,13541.06702
cpv,2003,13701.25382
cpv,2004,14656.26896
cpv,2005,15209.90074
cpv,2006,15935.53694
cpv,2007,17793.15504
cpv,2008,18419.70563
cpv,2009,17684.65466
cpv,2010,17485.41457
cpv,2011,17819.91593
cpv,2012,17694.40109
cpv,2013,17541.92961
cpv,2014,17364.02744
cpv,2015,17255.49673
cpv,2016,17778.4975
cpv,2017,18136.25699
cpv,2018,19797.68344
cpv,2019,19938.35327
cpv,2020,18729.9732
cri,1991,28699.62877
cri,1992,30421.67871
cri,1993,31103.83955
cri,1994,31272.45478
cri,1995,31386.10804
cri,1996,32286.20212
cri,1997,31613.314
cri,1998,31862.32586
cri,1999,32396.5747
cri,2000,32818.04139
cri,2001,32150.24435
cri,2002,32711.77483
cri,2003,33119.43492
cri,2004,34333.03794
cri,2005,33624.27806
cri,2006,35131.7807
cri,2007,36185.80679
cri,2008,37476.5556
cri,2009,37936.54019
cri,2010,40453.57999
cri,2011,43074.62395
cri,2012,41632.95392
cri,2013,41916.79352
cri,2014,42635.44051
cri,2015,44418.35805
cri,2016,47813.41268
cri,2017,48521.38509
cri,2018,48274.64071
cri,2019,48103.61663
cri,2020,51836.44153
cyp,1991,43483.30998
cyp,1992,46387.73274
cyp,1993,45750.01616
